ID;Beroep;BedrijfstakkenBranchesSBI2008;Perioden;WerkzamePersonenTotaal_1;WerkzameMannen_2;WerkzameVrouwen_3;Arbeidsjaren_4
289;Totaal R&D personeel;I Horeca;2012;79.0;61.0;18.0;37.0
290;Totaal R&D personeel;I Horeca;2013;67.0;51.0;15.0;24.0
291;Totaal R&D personeel;I Horeca;2014;45.0;35.0;10.0;20.0
292;Totaal R&D personeel;I Horeca;2015;65.0;53.0;12.0;27.0
293;Totaal R&D personeel;I Horeca;2016;10826.0;8299.0;2528.0;8306.0
294;Totaal R&D personeel;J Informatie en communicatie;2011;18721.0;16253.0;2468.0;11734.0
295;Totaal R&D personeel;J Informatie en communicatie;2012;23219.0;20553.0;2667.0;13281.0
296;Totaal R&D personeel;J Informatie en communicatie;2013;24015.0;20280.0;3735.0;13431.0
297;Totaal R&D personeel;J Informatie en communicatie;2014;25818.0;22189.0;3629.0;13945.0
298;Totaal R&D personeel;J Informatie en communicatie;2015;23258.0;20651.0;2607.0;14545.0
299;Totaal R&D personeel;J Informatie en communicatie;2016;1024.0;446.0;578.0;496.0
300;Totaal R&D personeel;58-60 Uitgeverijen, film,radio en t.v.;2011;1602.0;842.0;760.0;235.0
301;Totaal R&D personeel;58-60 Uitgeverijen, film,radio en t.v.;2012;1578.0;920.0;658.0;272.0
302;Totaal R&D personeel;58-60 Uitgeverijen, film,radio en t.v.;2013;1560.0;847.0;714.0;251.0
303;Totaal R&D personeel;58-60 Uitgeverijen, film,radio en t.v.;2014;1760.0;1055.0;705.0;344.0
304;Totaal R&D personeel;58-60 Uitgeverijen, film,radio en t.v.;2015;860.0;614.0;246.0;458.0
305;Totaal R&D personeel;58-60 Uitgeverijen, film,radio en t.v.;2016;2383.0;2001.0;382.0;1109.0
306;Totaal R&D personeel;58 Uitgeverijen;2011;807.0;445.0;361.0;157.0
307;Totaal R&D personeel;58 Uitgeverijen;2012;725.0;401.0;324.0;130.0
308;Totaal R&D personeel;58 Uitgeverijen;2013;888.0;503.0;385.0;200.0
309;Totaal R&D personeel;58 Uitgeverijen;2014;1026.0;591.0;435.0;212.0
310;Totaal R&D personeel;58 Uitgeverijen;2015;437.0;330.0;107.0;279.0
311;Totaal R&D personeel;58 Uitgeverijen;2016;468.0;411.0;57.0;206.0
312;Totaal R&D personeel;"59 Film- en tv-productie; geluidsopname";2011;776.0;388.0;388.0;63.0
313;Totaal R&D personeel;"59 Film- en tv-productie; geluidsopname";2012;;;;
314;Totaal R&D personeel;"59 Film- en tv-productie; geluidsopname";2013;;;;
315;Totaal R&D personeel;"59 Film- en tv-productie; geluidsopname";2014;;;;
316;Totaal R&D personeel;"59 Film- en tv-productie; geluidsopname";2015;;;;
317;Totaal R&D personeel;"59 Film- en tv-productie; geluidsopname";2016;;;;
318;Totaal R&D personeel;60 Radio- en televisieomroepen;2011;19.0;9.0;11.0;15.0
319;Totaal R&D personeel;60 Radio- en televisieomroepen;2012;;;;
320;Totaal R&D personeel;60 Radio- en televisieomroepen;2013;;;;
321;Totaal R&D personeel;60 Radio- en televisieomroepen;2014;;;;
322;Totaal R&D personeel;60 Radio- en televisieomroepen;2015;;;;
323;Totaal R&D personeel;60 Radio- en televisieomroepen;2016;;;;
324;Totaal R&D personeel;61 Telecommunicatie;2011;619.0;517.0;101.0;565.0
325;Totaal R&D personeel;61 Telecommunicatie;2012;1136.0;1047.0;89.0;698.0
326;Totaal R&D personeel;61 Telecommunicatie;2013;938.0;860.0;78.0;507.0
327;Totaal R&D personeel;61 Telecommunicatie;2014;1199.0;1119.0;80.0;692.0
328;Totaal R&D personeel;61 Telecommunicatie;2015;1098.0;993.0;105.0;804.0
329;Totaal R&D personeel;61 Telecommunicatie;2016;4354.0;3356.0;998.0;2310.0
330;Totaal R&D personeel;62-63 IT- en informatiedienstverlening;2011;16501.0;14894.0;1607.0;10934.0
331;Totaal R&D personeel;62-63 IT- en informatiedienstverlening;2012;20506.0;18586.0;1920.0;12311.0
332;Totaal R&D personeel;62-63 IT- en informatiedienstverlening;2013;21516.0;18573.0;2943.0;12673.0
333;Totaal R&D personeel;62-63 IT- en informatiedienstverlening;2014;22859.0;20015.0;2844.0;12909.0
334;Totaal R&D personeel;62-63 IT- en informatiedienstverlening;2015;21300.0;19044.0;2256.0;13283.0
335;Totaal R&D personeel;62-63 IT- en informatiedienstverlening;2016;118.0;41.0;77.0;42.0
336;Totaal R&D personeel;62 IT-dienstverlening;2011;15488.0;13994.0;1494.0;9956.0
337;Totaal R&D personeel;62 IT-dienstverlening;2012;19561.0;17688.0;1873.0;11686.0
338;Totaal R&D personeel;62 IT-dienstverlening;2013;20399.0;17602.0;2797.0;11907.0
339;Totaal R&D personeel;62 IT-dienstverlening;2014;21371.0;18661.0;2710.0;11918.0
340;Totaal R&D personeel;62 IT-dienstverlening;2015;19730.0;17639.0;2091.0;12541.0
341;Totaal R&D personeel;62 IT-dienstverlening;2016;1783.0;1406.0;377.0;1085.0
342;Totaal R&D personeel;63 Diensten op het gebied van informatie;2011;1013.0;900.0;113.0;978.0
343;Totaal R&D personeel;63 Diensten op het gebied van informatie;2012;945.0;898.0;47.0;625.0
344;Totaal R&D personeel;63 Diensten op het gebied van informatie;2013;1117.0;971.0;146.0;766.0
345;Totaal R&D personeel;63 Diensten op het gebied van informatie;2014;1488.0;1354.0;134.0;991.0
346;Totaal R&D personeel;63 Diensten op het gebied van informatie;2015;1570.0;1405.0;165.0;742.0
347;Totaal R&D personeel;63 Diensten op het gebied van informatie;2016;51.0;41.0;11.0;19.0
348;Totaal R&D personeel;K Financiële dienstverlening;2011;3632.0;3050.0;582.0;2633.0
349;Totaal R&D personeel;K Financiële dienstverlening;2012;5061.0;4360.0;701.0;3133.0
350;Totaal R&D personeel;K Financiële dienstverlening;2013;5041.0;4311.0;730.0;3108.0
351;Totaal R&D personeel;K Financiële dienstverlening;2014;4710.0;4200.0;509.0;2570.0
352;Totaal R&D personeel;K Financiële dienstverlening;2015;4530.0;3804.0;726.0;2895.0
353;Totaal R&D personeel;K Financiële dienstverlening;2016;477.0;305.0;171.0;231.0
354;Totaal R&D personeel;L Verhuur en handel van onroerend goed;2011;132.0;84.0;48.0;92.0
355;Totaal R&D personeel;L Verhuur en handel van onroerend goed;2012;135.0;55.0;80.0;60.0
356;Totaal R&D personeel;L Verhuur en handel van onroerend goed;2013;159.0;70.0;89.0;71.0
357;Totaal R&D personeel;L Verhuur en handel van onroerend goed;2014;159.0;78.0;80.0;81.0
358;Totaal R&D personeel;L Verhuur en handel van onroerend goed;2015;67.0;60.0;8.0;32.0
359;Totaal R&D personeel;L Verhuur en handel van onroerend goed;2016;52229.0;43562.0;8667.0;38170.0
360;Totaal R&D personeel;68 Verhuur en handel van onroerend goed;2011;132.0;84.0;48.0;92.0
361;Totaal R&D personeel;68 Verhuur en handel van onroerend goed;2012;135.0;55.0;80.0;60.0
362;Totaal R&D personeel;68 Verhuur en handel van onroerend goed;2013;159.0;70.0;89.0;71.0
363;Totaal R&D personeel;68 Verhuur en handel van onroerend goed;2014;159.0;78.0;80.0;81.0
364;Totaal R&D personeel;68 Verhuur en handel van onroerend goed;2015;67.0;60.0;8.0;32.0
365;Totaal R&D personeel;68 Verhuur en handel van onroerend goed;2016;22840.0;20257.0;2583.0;14662.0
366;Totaal R&D personeel;M-N Zakelijke dienstverlening;2011;27946.0;21233.0;6714.0;14242.0
367;Totaal R&D personeel;M-N Zakelijke dienstverlening;2012;28601.0;20376.0;8225.0;14082.0
368;Totaal R&D personeel;M-N Zakelijke dienstverlening;2013;28537.0;20420.0;8117.0;14962.0
369;Totaal R&D personeel;M-N Zakelijke dienstverlening;2014;28264.0;19809.0;8454.0;14286.0
370;Totaal R&D personeel;M-N Zakelijke dienstverlening;2015;25539.0;19529.0;6011.0;14240.0
371;Totaal R&D personeel;M-N Zakelijke dienstverlening;2016;955.0;826.0;130.0;561.0
372;Totaal R&D personeel;M Specialistische zakelijke diensten;2011;24834.0;18637.0;6196.0;12784.0
373;Totaal R&D personeel;M Specialistische zakelijke diensten;2012;26130.0;18256.0;7874.0;12966.0
374;Totaal R&D personeel;M Specialistische zakelijke diensten;2013;25921.0;18145.0;7776.0;13721.0
375;Totaal R&D personeel;M Specialistische zakelijke diensten;2014;25161.0;17289.0;7872.0;12828.0
376;Totaal R&D personeel;M Specialistische zakelijke diensten;2015;23026.0;17488.0;5538.0;13144.0
377;Totaal R&D personeel;M Specialistische zakelijke diensten;2016;4670.0;2954.0;1717.0;3196.0
378;Totaal R&D personeel;69-71 Management- en technisch advies;2011;15026.0;12743.0;2283.0;7266.0
379;Totaal R&D personeel;69-71 Management- en technisch advies;2012;15057.0;11070.0;3988.0;6115.0
380;Totaal R&D personeel;69-71 Management- en technisch advies;2013;13753.0;10540.0;3214.0;6128.0
381;Totaal R&D personeel;69-71 Management- en technisch advies;2014;13634.0;10247.0;3387.0;5863.0
382;Totaal R&D personeel;69-71 Management- en technisch advies;2015;13590.0;11374.0;2217.0;6208.0
383;Totaal R&D personeel;69-71 Management- en technisch advies;2016;;;;
384;Totaal R&D personeel;69 Juridische diensten en administratie;2011;365.0;279.0;86.0;197.0
385;Totaal R&D personeel;69 Juridische diensten en administratie;2012;378.0;317.0;62.0;130.0
386;Totaal R&D personeel;69 Juridische diensten en administratie;2013;356.0;280.0;76.0;128.0
387;Totaal R&D personeel;69 Juridische diensten en administratie;2014;444.0;347.0;97.0;186.0
388;Totaal R&D personeel;69 Juridische diensten en administratie;2015;289.0;229.0;61.0;151.0
389;Totaal R&D personeel;69 Juridische diensten en administratie;2016;438.0;306.0;131.0;259.0
390;Totaal R&D personeel;70 Holdings en managementadviesbureaus;2011;3227.0;2649.0;578.0;2558.0
391;Totaal R&D personeel;70 Holdings en managementadviesbureaus;2012;2740.0;2171.0;569.0;1827.0
392;Totaal R&D personeel;70 Holdings en managementadviesbureaus;2013;3291.0;2489.0;802.0;2086.0
393;Totaal R&D personeel;70 Holdings en managementadviesbureaus;2014;3148.0;2476.0;673.0;1629.0
394;Totaal R&D personeel;70 Holdings en managementadviesbureaus;2015;4492.0;3811.0;681.0;1707.0
395;Totaal R&D personeel;70 Holdings en managementadviesbureaus;2016;615.0;460.0;155.0;326.0
396;Totaal R&D personeel;71 Architecten-, ingenieursbureaus e.d.;2011;11434.0;9815.0;1619.0;4512.0
397;Totaal R&D personeel;71 Architecten-, ingenieursbureaus e.d.;2012;11939.0;8582.0;3357.0;4158.0
398;Totaal R&D personeel;71 Architecten-, ingenieursbureaus e.d.;2013;10106.0;7770.0;2336.0;3913.0
399;Totaal R&D personeel;71 Architecten-, ingenieursbureaus e.d.;2014;10042.0;7424.0;2617.0;4049.0
400;Totaal R&D personeel;71 Architecten-, ingenieursbureaus e.d.;2015;8809.0;7334.0;1475.0;4351.0
401;Totaal R&D personeel;71 Architecten-, ingenieursbureaus e.d.;2016;175.0;152.0;23.0;65.0
402;Totaal R&D personeel;72 Research;2011;6378.0;3750.0;2628.0;4643.0
403;Totaal R&D personeel;72 Research;2012;6439.0;3591.0;2848.0;4766.0
404;Totaal R&D personeel;72 Research;2013;7137.0;3940.0;3197.0;5352.0
405;Totaal R&D personeel;72 Research;2014;7091.0;3895.0;3196.0;5059.0
406;Totaal R&D personeel;72 Research;2015;7069.0;4129.0;2940.0;5574.0
407;Totaal R&D personeel;72 Research;2016;;;;
408;Totaal R&D personeel;73-75 Reclame, design, overige diensten;2011;3430.0;2145.0;1285.0;874.0
409;Totaal R&D personeel;73-75 Reclame, design, overige diensten;2012;4634.0;3596.0;1038.0;2085.0
410;Totaal R&D personeel;73-75 Reclame, design, overige diensten;2013;5031.0;3665.0;1365.0;2242.0
411;Totaal R&D personeel;73-75 Reclame, design, overige diensten;2014;4436.0;3147.0;1289.0;1905.0
412;Totaal R&D personeel;73-75 Reclame, design, overige diensten;2015;2366.0;1985.0;381.0;1361.0
413;Totaal R&D personeel;73-75 Reclame, design, overige diensten;2016;;;;
414;Totaal R&D personeel;73 Reclamewezen en marktonderzoek;2011;3088.0;1868.0;1221.0;585.0
415;Totaal R&D personeel;73 Reclamewezen en marktonderzoek;2012;2103.0;1233.0;871.0;409.0
416;Totaal R&D personeel;73 Reclamewezen en marktonderzoek;2013;2362.0;1494.0;868.0;536.0
417;Totaal R&D personeel;73 Reclamewezen en marktonderzoek;2014;2464.0;1500.0;964.0;611.0
418;Totaal R&D personeel;73 Reclamewezen en marktonderzoek;2015;1241.0;1139.0;102.0;508.0
419;Totaal R&D personeel;73 Reclamewezen en marktonderzoek;2016;1180.0;1017.0;163.0;855.0
420;Totaal R&D personeel;74 Design, fotografie, vertaalbureaus;2011;328.0;270.0;58.0;287.0
421;Totaal R&D personeel;74 Design, fotografie, vertaalbureaus;2012;2484.0;2336.0;147.0;1672.0
422;Totaal R&D personeel;74 Design, fotografie, vertaalbureaus;2013;2621.0;2151.0;469.0;1694.0
423;Totaal R&D personeel;74 Design, fotografie, vertaalbureaus;2014;1913.0;1618.0;295.0;1282.0
424;Totaal R&D personeel;74 Design, fotografie, vertaalbureaus;2015;1068.0;817.0;252.0;812.0
425;Totaal R&D personeel;74 Design, fotografie, vertaalbureaus;2016;19711.0;17565.0;2146.0;12862.0
426;Totaal R&D personeel;75 Veterinaire dienstverlening;2011;14.0;8.0;6.0;2.0
427;Totaal R&D personeel;75 Veterinaire dienstverlening;2012;47.0;27.0;20.0;4.0
428;Totaal R&D personeel;75 Veterinaire dienstverlening;2013;48.0;20.0;28.0;11.0
429;Totaal R&D personeel;75 Veterinaire dienstverlening;2014;59.0;29.0;30.0;13.0
430;Totaal R&D personeel;75 Veterinaire dienstverlening;2015;57.0;29.0;28.0;40.0
431;Totaal R&D personeel;75 Veterinaire dienstverlening;2016;21045.0;18780.0;2266.0;13482.0
432;Totaal R&D personeel;N Verhuur en overige zakelijke diensten;2011;3113.0;2595.0;517.0;1458.0
433;Totaal R&D personeel;N Verhuur en overige zakelijke diensten;2012;2471.0;2120.0;351.0;1115.0
434;Totaal R&D personeel;N Verhuur en overige zakelijke diensten;2013;2615.0;2275.0;340.0;1241.0
435;Totaal R&D personeel;N Verhuur en overige zakelijke diensten;2014;3103.0;2521.0;582.0;1458.0
436;Totaal R&D personeel;N Verhuur en overige zakelijke diensten;2015;2514.0;2041.0;472.0;1096.0
437;Totaal R&D personeel;N Verhuur en overige zakelijke diensten;2016;4844.0;3096.0;1749.0;3300.0
438;Totaal R&D personeel;O-Q Overheid en zorg;2011;;;;
439;Totaal R&D personeel;O-Q Overheid en zorg;2012;;;;
440;Totaal R&D personeel;O-Q Overheid en zorg;2013;;;;
441;Totaal R&D personeel;O-Q Overheid en zorg;2014;;;;
442;Totaal R&D personeel;O-Q Overheid en zorg;2015;;;;
443;Totaal R&D personeel;O-Q Overheid en zorg;2016;;;;
444;Totaal R&D personeel;O Openbaar bestuur en overheidsdiensten;2011;;;;
445;Totaal R&D personeel;O Openbaar bestuur en overheidsdiensten;2012;;;;
446;Totaal R&D personeel;O Openbaar bestuur en overheidsdiensten;2013;;;;
447;Totaal R&D personeel;O Openbaar bestuur en overheidsdiensten;2014;;;;
448;Totaal R&D personeel;O Openbaar bestuur en overheidsdiensten;2015;;;;
449;Totaal R&D personeel;O Openbaar bestuur en overheidsdiensten;2016;;;;
450;Totaal R&D personeel;84 Openbaar bestuur en overheidsdiensten;2011;;;;
451;Totaal R&D personeel;84 Openbaar bestuur en overheidsdiensten;2012;;;;
452;Totaal R&D personeel;84 Openbaar bestuur en overheidsdiensten;2013;;;;
453;Totaal R&D personeel;84 Openbaar bestuur en overheidsdiensten;2014;;;;
454;Totaal R&D personeel;84 Openbaar bestuur en overheidsdiensten;2015;;;;
455;Totaal R&D personeel;84 Openbaar bestuur en overheidsdiensten;2016;;;;
456;Totaal R&D personeel;P Onderwijs;2011;;;;
457;Totaal R&D personeel;P Onderwijs;2012;;;;
458;Totaal R&D personeel;P Onderwijs;2013;;;;
459;Totaal R&D personeel;P Onderwijs;2014;;;;
460;Totaal R&D personeel;P Onderwijs;2015;;;;
461;Totaal R&D personeel;P Onderwijs;2016;;;;
462;Totaal R&D personeel;85 Onderwijs;2011;;;;
463;Totaal R&D personeel;85 Onderwijs;2012;;;;
464;Totaal R&D personeel;85 Onderwijs;2013;;;;
465;Totaal R&D personeel;85 Onderwijs;2014;;;;
466;Totaal R&D personeel;85 Onderwijs;2015;;;;
467;Totaal R&D personeel;85 Onderwijs;2016;;;;
468;Totaal R&D personeel;Q Gezondheids- en welzijnszorg;2011;;;;
469;Totaal R&D personeel;Q Gezondheids- en welzijnszorg;2012;;;;
470;Totaal R&D personeel;Q Gezondheids- en welzijnszorg;2013;;;;
471;Totaal R&D personeel;Q Gezondheids- en welzijnszorg;2014;;;;
472;Totaal R&D personeel;Q Gezondheids- en welzijnszorg;2015;;;;
473;Totaal R&D personeel;Q Gezondheids- en welzijnszorg;2016;;;;
474;Totaal R&D personeel;87-88 Verzorging en welzijn;2011;;;;
475;Totaal R&D personeel;87-88 Verzorging en welzijn;2012;;;;
476;Totaal R&D personeel;87-88 Verzorging en welzijn;2013;;;;
477;Totaal R&D personeel;87-88 Verzorging en welzijn;2014;;;;
478;Totaal R&D personeel;87-88 Verzorging en welzijn;2015;;;;
479;Totaal R&D personeel;87-88 Verzorging en welzijn;2016;;;;
480;Totaal R&D personeel;R-U Cultuur, recreatie, overige diensten;2011;;;;
481;Totaal R&D personeel;R-U Cultuur, recreatie, overige diensten;2012;;;;
482;Totaal R&D personeel;R-U Cultuur, recreatie, overige diensten;2013;;;;
483;Totaal R&D personeel;R-U Cultuur, recreatie, overige diensten;2014;;;;
484;Totaal R&D personeel;R-U Cultuur, recreatie, overige diensten;2015;;;;
485;Totaal R&D personeel;R-U Cultuur, recreatie, overige diensten;2016;;;;
486;Totaal R&D personeel;R Cultuur, sport en recreatie;2011;;;;
487;Totaal R&D personeel;R Cultuur, sport en recreatie;2012;;;;
488;Totaal R&D personeel;R Cultuur, sport en recreatie;2013;;;;
489;Totaal R&D personeel;R Cultuur, sport en recreatie;2014;;;;
490;Totaal R&D personeel;R Cultuur, sport en recreatie;2015;;;;
491;Totaal R&D personeel;R Cultuur, sport en recreatie;2016;;;;
492;Totaal R&D personeel;S Overige dienstverlening;2011;;;;
493;Totaal R&D personeel;S Overige dienstverlening;2012;;;;
494;Totaal R&D personeel;S Overige dienstverlening;2013;;;;
495;Totaal R&D personeel;S Overige dienstverlening;2014;;;;
496;Totaal R&D personeel;S Overige dienstverlening;2015;;;;
497;Totaal R&D personeel;S Overige dienstverlening;2016;;;;
498;Totaal R&D personeel;T Huishoudens;2011;;;;
499;Totaal R&D personeel;T Huishoudens;2012;;;;
500;Totaal R&D personeel;T Huishoudens;2013;;;;
501;Totaal R&D personeel;T Huishoudens;2014;;;;
502;Totaal R&D personeel;T Huishoudens;2015;;;;
503;Totaal R&D personeel;T Huishoudens;2016;;;;
504;Totaal R&D personeel;U Extraterritoriale organisaties;2011;;;;
505;Totaal R&D personeel;U Extraterritoriale organisaties;2012;;;;
506;Totaal R&D personeel;U Extraterritoriale organisaties;2013;;;;
507;Totaal R&D personeel;U Extraterritoriale organisaties;2014;;;;
508;Totaal R&D personeel;U Extraterritoriale organisaties;2015;;;;
509;Totaal R&D personeel;U Extraterritoriale organisaties;2016;;;;
510;Totaal R&D personeel;99 Extraterritoriale organisaties;2011;;;;
511;Totaal R&D personeel;99 Extraterritoriale organisaties;2012;;;;
512;Totaal R&D personeel;99 Extraterritoriale organisaties;2013;;;;
513;Totaal R&D personeel;99 Extraterritoriale organisaties;2014;;;;
514;Totaal R&D personeel;99 Extraterritoriale organisaties;2015;;;;
515;Totaal R&D personeel;99 Extraterritoriale organisaties;2016;;;;
516;Onderzoekers;A-U Alle economische activiteiten;2011;51586.0;43878.0;7709.0;33621.0
517;Onderzoekers;A-U Alle economische activiteiten;2012;71200.0;60261.0;10939.0;43665.0
518;Onderzoekers;A-U Alle economische activiteiten;2013;74632.0;62884.0;11748.0;46838.0
519;Onderzoekers;A-U Alle economische activiteiten;2014;75303.0;63955.0;11348.0;45684.0
520;Onderzoekers;A-U Alle economische activiteiten;2015;75164.0;62376.0;12788.0;47860.0
521;Onderzoekers;A-U Alle economische activiteiten;2016;76706.0;63264.0;13442.0;50134.0
522;Onderzoekers;A Landbouw, bosbouw en visserij;2011;1503.0;1423.0;80.0;692.0
523;Onderzoekers;A Landbouw, bosbouw en visserij;2012;2066.0;1908.0;159.0;922.0
524;Onderzoekers;A Landbouw, bosbouw en visserij;2013;2475.0;2293.0;182.0;954.0
525;Onderzoekers;A Landbouw, bosbouw en visserij;2014;2454.0;2316.0;138.0;964.0
526;Onderzoekers;A Landbouw, bosbouw en visserij;2015;2109.0;1836.0;273.0;777.0
527;Onderzoekers;A Landbouw, bosbouw en visserij;2016;125.0;106.0;19.0;84.0
528;Onderzoekers;B-E Nijverheid (geen bouw) en energie;2011;20845.0;17973.0;2873.0;15590.0
529;Onderzoekers;B-E Nijverheid (geen bouw) en energie;2012;24603.0;20935.0;3668.0;18710.0
530;Onderzoekers;B-E Nijverheid (geen bouw) en energie;2013;26599.0;22532.0;4067.0;19980.0
531;Onderzoekers;B-E Nijverheid (geen bouw) en energie;2014;26608.0;22629.0;3980.0;19516.0
532;Onderzoekers;B-E Nijverheid (geen bouw) en energie;2015;26704.0;22523.0;4181.0;20270.0
533;Onderzoekers;B-E Nijverheid (geen bouw) en energie;2016;109.0;109.0;;39.0
534;Onderzoekers;B Delfstoffenwinning;2011;69.0;56.0;13.0;64.0
535;Onderzoekers;B Delfstoffenwinning;2012;156.0;;;68.0
536;Onderzoekers;B Delfstoffenwinning;2013;204.0;;;103.0
537;Onderzoekers;B Delfstoffenwinning;2014;209.0;;;94.0
538;Onderzoekers;B Delfstoffenwinning;2015;119.0;104.0;15.0;76.0
539;Onderzoekers;B Delfstoffenwinning;2016;;;;
540;Onderzoekers;C Industrie;2011;20415.0;17607.0;2808.0;15338.0
541;Onderzoekers;C Industrie;2012;23987.0;20410.0;3577.0;18450.0
542;Onderzoekers;C Industrie;2013;25952.0;22020.0;3932.0;19702.0
543;Onderzoekers;C Industrie;2014;25627.0;21858.0;3769.0;19057.0
544;Onderzoekers;C Industrie;2015;25845.0;21799.0;4046.0;19780.0
545;Onderzoekers;C Industrie;2016;130.0;37.0;93.0;41.0
546;Onderzoekers;10-12 Voedings-, genotmiddelenindustrie;2011;1902.0;1329.0;572.0;1438.0
547;Onderzoekers;10-12 Voedings-, genotmiddelenindustrie;2012;2504.0;1589.0;916.0;2033.0
548;Onderzoekers;10-12 Voedings-, genotmiddelenindustrie;2013;2604.0;1528.0;1076.0;2076.0
549;Onderzoekers;10-12 Voedings-, genotmiddelenindustrie;2014;2281.0;1356.0;925.0;1820.0
550;Onderzoekers;10-12 Voedings-, genotmiddelenindustrie;2015;2330.0;1407.0;923.0;1821.0
551;Onderzoekers;10-12 Voedings-, genotmiddelenindustrie;2016;53.0;47.0;6.0;24.0
552;Onderzoekers;10 Voedingsmiddelenindustrie;2011;1792.0;1246.0;546.0;1345.0
553;Onderzoekers;10 Voedingsmiddelenindustrie;2012;2418.0;1523.0;896.0;1967.0
554;Onderzoekers;10 Voedingsmiddelenindustrie;2013;2519.0;1460.0;1059.0;2010.0
555;Onderzoekers;10 Voedingsmiddelenindustrie;2014;2193.0;1288.0;905.0;1755.0
556;Onderzoekers;10 Voedingsmiddelenindustrie;2015;2252.0;1348.0;905.0;1760.0
557;Onderzoekers;10 Voedingsmiddelenindustrie;2016;4703.0;3315.0;1387.0;4014.0
558;Onderzoekers;11 Drankenindustrie;2011;86.0;63.0;23.0;77.0
559;Onderzoekers;11 Drankenindustrie;2012;69.0;;;55.0
560;Onderzoekers;11 Drankenindustrie;2013;70.0;;;54.0
561;Onderzoekers;11 Drankenindustrie;2014;67.0;;;51.0
562;Onderzoekers;11 Drankenindustrie;2015;65.0;;;50.0
563;Onderzoekers;11 Drankenindustrie;2016;2696.0;;;2374.0
564;Onderzoekers;12 Tabaksindustrie;2011;23.0;21.0;3.0;17.0
565;Onderzoekers;12 Tabaksindustrie;2012;17.0;;;11.0
566;Onderzoekers;12 Tabaksindustrie;2013;15.0;;;12.0
567;Onderzoekers;12 Tabaksindustrie;2014;21.0;;;13.0
568;Onderzoekers;12 Tabaksindustrie;2015;13.0;;;11.0
569;Onderzoekers;12 Tabaksindustrie;2016;3631.0;;;3217.0
570;Onderzoekers;13-15 Textiel-, kleding-, lederindustrie;2011;105.0;72.0;33.0;59.0
571;Onderzoekers;13-15 Textiel-, kleding-, lederindustrie;2012;194.0;163.0;31.0;122.0
572;Onderzoekers;13-15 Textiel-, kleding-, lederindustrie;2013;252.0;223.0;29.0;153.0
573;Onderzoekers;13-15 Textiel-, kleding-, lederindustrie;2014;234.0;208.0;26.0;143.0
574;Onderzoekers;13-15 Textiel-, kleding-, lederindustrie;2015;187.0;158.0;30.0;124.0
575;Onderzoekers;13-15 Textiel-, kleding-, lederindustrie;2016;15984.0;12145.0;3839.0;8993.0
576;Onderzoekers;13 Textielindustrie;2011;95.0;67.0;28.0;56.0
577;Onderzoekers;13 Textielindustrie;2012;151.0;122.0;29.0;88.0
578;Onderzoekers;13 Textielindustrie;2013;183.0;161.0;22.0;111.0
579;Onderzoekers;13 Textielindustrie;2014;169.0;152.0;17.0;106.0
580;Onderzoekers;13 Textielindustrie;2015;122.0;101.0;22.0;85.0
581;Onderzoekers;13 Textielindustrie;2016;936.0;490.0;446.0;843.0
582;Onderzoekers;14 Kledingindustrie;2011;10.0;5.0;5.0;2.0
583;Onderzoekers;14 Kledingindustrie;2012;7.0;;;4.0
584;Onderzoekers;14 Kledingindustrie;2013;;;;
585;Onderzoekers;14 Kledingindustrie;2014;19.0;;;12.0
586;Onderzoekers;14 Kledingindustrie;2015;;;;
587;Onderzoekers;14 Kledingindustrie;2016;;;;
588;Onderzoekers;15 Leer- en schoenenindustrie;2011;0.0;0.0;0.0;0.0
589;Onderzoekers;15 Leer- en schoenenindustrie;2012;35.0;;;31.0
590;Onderzoekers;15 Leer- en schoenenindustrie;2013;;;;
591;Onderzoekers;15 Leer- en schoenenindustrie;2014;46.0;;;25.0
592;Onderzoekers;15 Leer- en schoenenindustrie;2015;;;;
593;Onderzoekers;15 Leer- en schoenenindustrie;2016;;;;
594;Onderzoekers;16+23 Hout- en bouwmaterialenindustrie;2011;409.0;388.0;21.0;141.0
595;Onderzoekers;16+23 Hout- en bouwmaterialenindustrie;2012;416.0;386.0;30.0;195.0
596;Onderzoekers;16+23 Hout- en bouwmaterialenindustrie;2013;480.0;474.0;6.0;174.0
597;Onderzoekers;16+23 Hout- en bouwmaterialenindustrie;2014;401.0;379.0;22.0;140.0
598;Onderzoekers;16+23 Hout- en bouwmaterialenindustrie;2015;499.0;469.0;30.0;230.0
599;Onderzoekers;16+23 Hout- en bouwmaterialenindustrie;2016;157.0;138.0;20.0;70.0
600;Onderzoekers;16 Houtindustrie;2011;25.0;25.0;0.0;10.0
601;Onderzoekers;16 Houtindustrie;2012;71.0;;;22.0
602;Onderzoekers;16 Houtindustrie;2013;82.0;;;29.0
603;Onderzoekers;16 Houtindustrie;2014;113.0;;;36.0
604;Onderzoekers;16 Houtindustrie;2015;189.0;;;81.0
605;Onderzoekers;16 Houtindustrie;2016;336.0;;;134.0
606;Onderzoekers;17-18 Papier- en grafische industrie;2011;97.0;97.0;0.0;75.0
607;Onderzoekers;17-18 Papier- en grafische industrie;2012;123.0;113.0;10.0;74.0
608;Onderzoekers;17-18 Papier- en grafische industrie;2013;196.0;188.0;9.0;135.0
609;Onderzoekers;17-18 Papier- en grafische industrie;2014;238.0;202.0;36.0;172.0
