ID;BestemmingEnVerwerkingZuiveringsslib;RegioS;Perioden;NatSlib_1;DrogeStof_2;AsGloeirest_3;OrganischeFractie_4;StikstofverbindingenAlsN_5;FosforverbindingenAlsP_6;Koper_7;Chroom_8;Zink_9;Lood_10;Cadmium_11;Nikkel_12;Kwik_13;Arseen_14
461;Totaal;Zeeland (PV);2001;28959;7729;3934;3795;296;194;3055;273;7283;1148;12;199;7;130
462;Totaal;Zeeland (PV);2002;30116;7799;3451;4348;314;167;3243;291;7253;1064;10;208;6;127
463;Totaal;Zeeland (PV);2003;30277;8052;4031;4021;319;212;3530;297;8079;992;25;215;7;150
464;Totaal;Zeeland (PV);2004;28249;7137;3494;3643;296;174;3357;263;8044;912;10;181;6;161
465;Totaal;Zeeland (PV);2005;31081;7393;3578;3815;335;198;3495;263;7374;1084;10;196;7;175
466;Totaal;Zeeland (PV);2006;33582;7931;3915;4016;385;211;3927;301;8497;1228;11;266;5;193
467;Totaal;Zeeland (PV);2007;34776;8114;3934;4180;390;218;3763;299;8337;1185;13;214;4;232
468;Totaal;Zeeland (PV);2008;31326;7626;3534;4092;322;233;3267;286;7707;946;10;206;5;260
469;Totaal;Zeeland (PV);2009;33369;8362;3570;4792;384;276;3633;297;7839;983;10;208;6;198
470;Totaal;Zeeland (PV);2010;34233;8309;3298;5011;390;270;2992;269;6905;993;10;152;5;192
471;Totaal;Zeeland (PV);2011;31378;7702;2936;4766;405;241;2967;257;6680;876;10;158;5;204
472;Totaal;Zeeland (PV);2012;38776;7145;2669;4476;373;264;2774;253;6347;906;9;148;4;212
473;Totaal;Zeeland (PV);2013;29491;6963;2564;4399;366;225;2760;240;6180;794;8;141;3;212
474;Totaal;Zeeland (PV);2014;29521;6931;2525;4406;356;233;2807;209;6399;744;8;138;3;204
475;Totaal;Zeeland (PV);2015;28991;6812;2543;4269;353;225;2444;235;5934;735;8;134;4;214
476;Totaal;Zeeland (PV);2016;28483;6945;2501;4444;364;230;2141;232;4943;688;7;117;3;197
477;Totaal;Zeeland (PV);2018;26397;6408;2215;4193;323;217;3157;251;7402;703;9;143;4;221
478;Totaal;Zeeland (PV);2020;24243;6021;2102;3919;333;205;3103;232;7348;637;8;145;3;165
479;Totaal;Zeeland (PV);2022;23846;5809;1971;3838;308;190;2948;208;7069;573;6;137;3;160
480;Totaal;Noord-Brabant (PV);1981;310098;36498;17253;19245;1424;772;19132;9741;64975;12032;422;3918;98;206
481;Totaal;Noord-Brabant (PV);1985;373644;48886;24142;24744;2565;970;20144;13270;58651;14058;278;3408;107;196
482;Totaal;Noord-Brabant (PV);1990;413848;70196;30356;39840;2886;1344;31206;7574;69247;12166;195;3060;120;376
483;Totaal;Noord-Brabant (PV);1991;353552;65605;28312;37293;2815;1377;28215;7250;57251;9758;166;2674;101;333
484;Totaal;Noord-Brabant (PV);1992;293409;64471;27795;36676;2563;1313;29689;5474;60706;9933;183;2345;83;341
485;Totaal;Noord-Brabant (PV);1993;277546;62847;27112;35735;2630;1110;27039;6447;57118;9441;153;1980;65;345
486;Totaal;Noord-Brabant (PV);1994;290477;71957;33212;38745;2803;1868;31250;6210;73003;11220;190;2467;85;426
487;Totaal;Noord-Brabant (PV);1995;275164;73945;35948;37997;2702;1842;29190;5633;60727;9195;166;2529;68;392
488;Totaal;Noord-Brabant (PV);1996;270277;63797;28320;35477;2590;1573;27946;4976;50924;7471;133;2342;56;369
489;Totaal;Noord-Brabant (PV);1997;241403;61159;24104;37055;2673;1242;27890;3983;51934;7821;178;2188;93;435
490;Totaal;Noord-Brabant (PV);1998;265061;62863;25774;37089;2703;1311;28627;4568;59872;8580;200;2338;58;556
491;Totaal;Noord-Brabant (PV);1999;264777;66841;31635;35206;3114;1221;31993;4386;61672;8920;111;2488;63;708
492;Totaal;Noord-Brabant (PV);2000;236341;58226;20616;37610;2777;1201;25298;3671;50847;7144;104;1954;55;513
493;Totaal;Noord-Brabant (PV);2001;261369;64309;22806;41503;3166;1302;29715;4037;59254;8115;119;2199;51;614
494;Totaal;Noord-Brabant (PV);2002;258673;63187;27037;36150;3330;1841;28862;4293;62254;7239;115;2275;67;535
495;Totaal;Noord-Brabant (PV);2003;251096;61247;23825;37422;2282;1560;28328;3557;56273;5961;93;1983;51;461
496;Totaal;Noord-Brabant (PV);2004;246662;60049;22274;37775;2346;1585;28680;3990;60226;6196;108;2271;61;500
497;Totaal;Noord-Brabant (PV);2005;246170;60817;22061;38756;3079;1483;27954;4259;52517;5896;91;2015;61;453
498;Totaal;Noord-Brabant (PV);2006;248755;62154;21599;40555;3114;1490;30272;3261;54676;6666;95;1925;48;492
499;Totaal;Noord-Brabant (PV);2007;255956;62717;21132;41585;2931;1494;30412;3490;61181;7093;116;2382;44;518
500;Totaal;Noord-Brabant (PV);2008;260527;62380;19230;43150;2860;1808;31745;3040;59109;6017;87;1987;47;513
501;Totaal;Noord-Brabant (PV);2009;253870;61248;20246;41002;2678;1270;29507;3126;55694;5890;92;1536;44;433
502;Totaal;Noord-Brabant (PV);2010;253918;60327;19485;40842;3303;1889;29702;3025;64564;7126;139;2014;48;354
503;Totaal;Noord-Brabant (PV);2011;256304;60274;18896;41378;3187;2004;31046;2838;58129;6518;88;1808;42;386
504;Totaal;Noord-Brabant (PV);2012;257693;59582;18199;41383;3337;2018;30193;3198;59673;6270;82;1709;38;368
505;Totaal;Noord-Brabant (PV);2013;254557;58809;18665;40144;3274;1994;27780;3245;49226;5047;69;1572;41;416
506;Totaal;Noord-Brabant (PV);2014;254759;59141;20310;38831;3300;2099;26678;3798;47749;5134;68;1615;42;408
507;Totaal;Noord-Brabant (PV);2015;278670;63940;20114;43826;3532;2175;28168;5204;54233;5439;77;1692;37;445
508;Totaal;Noord-Brabant (PV);2016;273795;66425;21012;45413;3516;2085;25777;6038;56414;5734;81;1759;32;490
509;Totaal;Noord-Brabant (PV);2018;248102;56657;17221;39436;3044;1923;23992;2687;52446;4396;81;1521;27;403
510;Totaal;Noord-Brabant (PV);2020;211980;49051;15782;33269;2933;1992;23800;2547;57204;4179;68;1402;23;354
511;Totaal;Noord-Brabant (PV);2022;221601;51111;16847;34264;2843;2111;22969;2604;54659;4116;60;1485;21;393
512;Totaal;Limburg (PV);1981;186986;15801;6691;9110;864;416;6594;8973;29861;10123;76;3030;28;127
513;Totaal;Limburg (PV);1985;211606;21092;9917;11175;1113;462;10258;5587;36830;13665;93;2257;30;155
514;Totaal;Limburg (PV);1990;296322;36647;13694;22953;1951;742;12009;4550;35861;7340;68;2930;50;168
515;Totaal;Limburg (PV);1991;289464;40017;19963;20054;2214;868;13657;5072;38090;8587;79;2556;60;224
516;Totaal;Limburg (PV);1992;259585;37612;18943;18669;1661;455;12067;3540;36572;7234;73;2763;55;172
517;Totaal;Limburg (PV);1993;272523;36620;18986;17634;1601;223;11241;3320;34447;6629;68;2902;48;162
518;Totaal;Limburg (PV);1994;288780;38271;21425;16846;1663;555;10854;2793;37479;8276;42;3216;49;150
519;Totaal;Limburg (PV);1995;262498;36520;16964;19556;1812;1049;9867;3602;32250;5899;41;1839;42;173
520;Totaal;Limburg (PV);1996;217156;33798;14992;18806;1667;644;9069;3237;30168;5260;14;2374;37;148
521;Totaal;Limburg (PV);1997;122852;34014;15983;18031;1582;620;9784;3254;31275;4534;37;3128;42;169
522;Totaal;Limburg (PV);1998;102391;33770;15254;18516;1652;665;9200;2945;32362;4490;18;3076;41;184
523;Totaal;Limburg (PV);1999;95195;33987;15372;18615;1652;290;9157;4071;34937;4860;31;3578;36;194
524;Totaal;Limburg (PV);2000;83204;30511;12941;17570;1564;642;8145;2614;26587;3893;38;2254;28;160
525;Totaal;Limburg (PV);2001;96292;30905;13106;17799;1681;321;8691;2089;29525;4510;56;1799;30;168
526;Totaal;Limburg (PV);2002;73630;30621;11468;19153;1562;738;7491;1458;26052;4294;20;1124;25;157
527;Totaal;Limburg (PV);2003;36311;27060;10785;16275;1432;641;7051;1628;25010;5260;17;1251;22;87
528;Totaal;Limburg (PV);2004;33894;29362;9870;19492;1563;652;7469;1641;30466;7029;11;1328;28;122
529;Totaal;Limburg (PV);2005;31657;28592;11608;16984;1538;693;7207;1165;29653;2758;20;839;20;96
530;Totaal;Limburg (PV);2006;31038;28596;9399;19197;1651;677;6879;1397;33277;4423;69;1309;24;105
531;Totaal;Limburg (PV);2007;30451;28368;9866;18502;1528;641;8007;1694;27675;6065;49;1969;18;94
532;Totaal;Limburg (PV);2008;31291;27904;9208;18696;1525;910;7875;1649;30236;5390;61;1616;23;130
533;Totaal;Limburg (PV);2009;41668;27243;8887;18356;1374;795;7361;1530;28436;4940;57;1291;22;107
534;Totaal;Limburg (PV);2010;47223;25555;8238;17317;1418;837;6865;1297;26100;4604;53;1166;15;92
535;Totaal;Limburg (PV);2011;52439;28179;7056;21123;1667;812;7506;1228;29334;5033;57;1225;16;107
536;Totaal;Limburg (PV);2012;67070;26929;7968;18961;1621;886;7294;1379;37390;4837;55;1111;19;99
537;Totaal;Limburg (PV);2013;59476;24682;7087;17595;1380;824;6635;1234;27013;3296;44;1245;13;112
538;Totaal;Limburg (PV);2014;64077;25822;8671;17151;1446;895;5812;984;23130;2516;18;984;13;137
539;Totaal;Limburg (PV);2015;59275;24672;7300;17372;1352;788;7158;1116;25546;2088;20;1128;14;122
540;Totaal;Limburg (PV);2016;62157;25821;6792;19029;1385;776;7264;1610;26745;2191;28;1341;14;141
541;Totaal;Limburg (PV);2018;58553;19391;5951;13440;1068;567;4019;673;18426;1258;12;613;10;97
542;Totaal;Limburg (PV);2020;46565;22078;7815;14263;1162;758;6084;1080;23578;1582;34;978;9;118
543;Totaal;Limburg (PV);2022;47058;23306;8242;15064;1245;788;6188;1218;26841;1761;30;897;11;118
544;Bestemming: landbouw/bodem;Nederland;1981;1407656;69101;28383;40718;3693;1698;34623;9910;108483;23761;436;2974;232;384
545;Bestemming: landbouw/bodem;Nederland;1985;1481125;70313;26518;43795;3918;1800;31020;5595;83204;17683;240;2259;132;400
546;Bestemming: landbouw/bodem;Nederland;1990;1621964;81602;30635;50967;4643;1924;30602;4311;74035;13689;166;1974;129;540
547;Bestemming: landbouw/bodem;Nederland;1991;1504153;84844;32297;52547;4518;1865;28706;3809;69115;13038;157;1908;120;455
548;Bestemming: landbouw/bodem;Nederland;1992;1047653;67749;28928;38821;3407;1513;21234;3475;58933;9993;119;1777;89;355
549;Bestemming: landbouw/bodem;Nederland;1993;491374;33198;13660;19538;1744;702;9360;1948;27118;4254;63;865;41;210
550;Bestemming: landbouw/bodem;Nederland;1994;230593;13931;5285;8646;762;309;3859;516;11592;1742;18;400;12;79
551;Bestemming: landbouw/bodem;Nederland;1995;0;0;0;0;0;0;0;0;0;0;0;0;0;0
552;Bestemming: landbouw/bodem;Nederland;1996;0;0;0;0;0;0;0;0;0;0;0;0;0;0
553;Bestemming: landbouw/bodem;Nederland;1997;0;0;0;0;0;0;0;0;0;0;0;0;0;0
554;Bestemming: landbouw/bodem;Nederland;1998;0;0;0;0;0;0;0;0;0;0;0;0;0;0
555;Bestemming: landbouw/bodem;Nederland;1999;0;0;0;0;0;0;0;0;0;0;0;0;0;0
556;Bestemming: landbouw/bodem;Nederland;2000;0;0;0;0;0;0;0;0;0;0;0;0;0;0
557;Bestemming: landbouw/bodem;Nederland;2001;0;0;0;0;0;0;0;0;0;0;0;0;0;0
558;Bestemming: landbouw/bodem;Nederland;2002;0;0;0;0;0;0;0;0;0;0;0;0;0;0
559;Bestemming: landbouw/bodem;Nederland;2003;0;0;0;0;0;0;0;0;0;0;0;0;0;0
560;Bestemming: landbouw/bodem;Nederland;2004;0;0;0;0;0;0;0;0;0;0;0;0;0;0
561;Bestemming: landbouw/bodem;Nederland;2005;0;0;0;0;0;0;0;0;0;0;0;0;0;0
562;Bestemming: landbouw/bodem;Nederland;2006;0;0;0;0;0;0;0;0;0;0;0;0;0;0
563;Bestemming: landbouw/bodem;Nederland;2007;0;0;0;0;0;0;0;0;0;0;0;0;0;0
564;Bestemming: landbouw/bodem;Nederland;2008;0;0;0;0;0;0;0;0;0;0;0;0;0;0
565;Bestemming: landbouw/bodem;Nederland;2009;0;0;0;0;0;0;0;0;0;0;0;0;0;0
566;Bestemming: landbouw/bodem;Nederland;2010;0;0;0;0;0;0;0;0;0;0;0;0;0;0
567;Bestemming: landbouw/bodem;Nederland;2011;0;0;0;0;0;0;0;0;0;0;0;0;0;0
568;Bestemming: landbouw/bodem;Nederland;2012;0;0;0;0;0;0;0;0;0;0;0;0;0;0
569;Bestemming: landbouw/bodem;Nederland;2013;0;0;0;0;0;0;0;0;0;0;0;0;0;0
570;Bestemming: landbouw/bodem;Nederland;2014;0;0;0;0;0;0;0;0;0;0;0;0;0;0
571;Bestemming: landbouw/bodem;Nederland;2015;0;0;0;0;0;0;0;0;0;0;0;0;0;0
572;Bestemming: landbouw/bodem;Nederland;2016;0;0;0;0;0;0;0;0;0;0;0;0;0;0
573;Bestemming: landbouw/bodem;Nederland;2018;0;0;0;0;0;0;0;0;0;0;0;0;0;0
574;Bestemming: landbouw/bodem;Nederland;2020;0;0;0;0;0;0;0;0;0;0;0;0;0;0
575;Bestemming: landbouw/bodem;Nederland;2022;0;0;0;0;0;0;0;0;0;0;0;0;0;0
576;Bestemming: landbouw/bodem;Noord-Nederland (LD);1981;257325;13714;5033;8681;757;343;7586;1358;18077;4046;60;486;36;65
577;Bestemming: landbouw/bodem;Noord-Nederland (LD);1985;368252;16932;6249;10683;949;441;6996;981;17956;3680;45;395;23;88
578;Bestemming: landbouw/bodem;Noord-Nederland (LD);1990;399714;17434;6663;10771;1007;436;7074;795;15160;2830;31;346;22;117
579;Bestemming: landbouw/bodem;Noord-Nederland (LD);1991;407806;17249;6461;10788;982;426;6988;798;14203;2578;31;355;17;89
580;Bestemming: landbouw/bodem;Noord-Nederland (LD);1992;328834;13280;4920;8360;769;324;4935;544;12218;1999;21;266;12;66
581;Bestemming: landbouw/bodem;Noord-Nederland (LD);1993;72340;2828;1090;1738;148;78;833;79;2410;406;5;66;3;10
582;Bestemming: landbouw/bodem;Noord-Nederland (LD);1994;0;0;0;0;0;0;0;0;0;0;0;0;0;0
583;Bestemming: landbouw/bodem;Noord-Nederland (LD);1995;0;0;0;0;0;0;0;0;0;0;0;0;0;0
584;Bestemming: landbouw/bodem;Noord-Nederland (LD);1996;0;0;0;0;0;0;0;0;0;0;0;0;0;0
585;Bestemming: landbouw/bodem;Noord-Nederland (LD);1997;0;0;0;0;0;0;0;0;0;0;0;0;0;0
586;Bestemming: landbouw/bodem;Noord-Nederland (LD);1998;0;0;0;0;0;0;0;0;0;0;0;0;0;0
587;Bestemming: landbouw/bodem;Noord-Nederland (LD);1999;0;0;0;0;0;0;0;0;0;0;0;0;0;0
588;Bestemming: landbouw/bodem;Noord-Nederland (LD);2000;0;0;0;0;0;0;0;0;0;0;0;0;0;0
589;Bestemming: landbouw/bodem;Noord-Nederland (LD);2001;0;0;0;0;0;0;0;0;0;0;0;0;0;0
590;Bestemming: landbouw/bodem;Noord-Nederland (LD);2002;0;0;0;0;0;0;0;0;0;0;0;0;0;0
591;Bestemming: landbouw/bodem;Noord-Nederland (LD);2003;0;0;0;0;0;0;0;0;0;0;0;0;0;0
592;Bestemming: landbouw/bodem;Noord-Nederland (LD);2004;0;0;0;0;0;0;0;0;0;0;0;0;0;0
593;Bestemming: landbouw/bodem;Noord-Nederland (LD);2005;0;0;0;0;0;0;0;0;0;0;0;0;0;0
594;Bestemming: landbouw/bodem;Noord-Nederland (LD);2006;0;0;0;0;0;0;0;0;0;0;0;0;0;0
595;Bestemming: landbouw/bodem;Noord-Nederland (LD);2007;0;0;0;0;0;0;0;0;0;0;0;0;0;0
596;Bestemming: landbouw/bodem;Noord-Nederland (LD);2008;0;0;0;0;0;0;0;0;0;0;0;0;0;0
597;Bestemming: landbouw/bodem;Noord-Nederland (LD);2009;0;0;0;0;0;0;0;0;0;0;0;0;0;0
598;Bestemming: landbouw/bodem;Noord-Nederland (LD);2010;0;0;0;0;0;0;0;0;0;0;0;0;0;0
599;Bestemming: landbouw/bodem;Noord-Nederland (LD);2011;0;0;0;0;0;0;0;0;0;0;0;0;0;0
600;Bestemming: landbouw/bodem;Noord-Nederland (LD);2012;0;0;0;0;0;0;0;0;0;0;0;0;0;0
601;Bestemming: landbouw/bodem;Noord-Nederland (LD);2013;0;0;0;0;0;0;0;0;0;0;0;0;0;0
602;Bestemming: landbouw/bodem;Noord-Nederland (LD);2014;0;0;0;0;0;0;0;0;0;0;0;0;0;0
603;Bestemming: landbouw/bodem;Noord-Nederland (LD);2015;0;0;0;0;0;0;0;0;0;0;0;0;0;0
604;Bestemming: landbouw/bodem;Noord-Nederland (LD);2016;0;0;0;0;0;0;0;0;0;0;0;0;0;0
605;Bestemming: landbouw/bodem;Noord-Nederland (LD);2018;0;0;0;0;0;0;0;0;0;0;0;0;0;0
606;Bestemming: landbouw/bodem;Noord-Nederland (LD);2020;0;0;0;0;0;0;0;0;0;0;0;0;0;0
607;Bestemming: landbouw/bodem;Noord-Nederland (LD);2022;0;0;0;0;0;0;0;0;0;0;0;0;0;0
608;Bestemming: landbouw/bodem;Oost-Nederland (LD);1981;727529;30520;12648;17872;1559;752;14996;5440;51314;11954;231;1478;133;159
609;Bestemming: landbouw/bodem;Oost-Nederland (LD);1985;579645;25102;9038;16064;1418;666;11171;2671;32333;7005;99;957;62;137
610;Bestemming: landbouw/bodem;Oost-Nederland (LD);1990;527068;27135;10106;17029;1505;647;9158;1801;21706;4195;51;687;46;153
611;Bestemming: landbouw/bodem;Oost-Nederland (LD);1991;522699;36731;14085;22646;1780;820;10331;1826;27028;5327;57;877;59;155
612;Bestemming: landbouw/bodem;Oost-Nederland (LD);1992;402514;37887;18554;19333;1609;812;11082;2406;32577;6066;72;1182;63;186
613;Bestemming: landbouw/bodem;Oost-Nederland (LD);1993;184228;17241;7904;9337;815;395;4450;1481;13016;2170;33;449;28;78
614;Bestemming: landbouw/bodem;Oost-Nederland (LD);1994;66843;5881;2507;3374;298;137;1436;289;4617;809;9;167;7;26
615;Bestemming: landbouw/bodem;Oost-Nederland (LD);1995;0;0;0;0;0;0;0;0;0;0;0;0;0;0
616;Bestemming: landbouw/bodem;Oost-Nederland (LD);1996;0;0;0;0;0;0;0;0;0;0;0;0;0;0
617;Bestemming: landbouw/bodem;Oost-Nederland (LD);1997;0;0;0;0;0;0;0;0;0;0;0;0;0;0
618;Bestemming: landbouw/bodem;Oost-Nederland (LD);1998;0;0;0;0;0;0;0;0;0;0;0;0;0;0
619;Bestemming: landbouw/bodem;Oost-Nederland (LD);1999;0;0;0;0;0;0;0;0;0;0;0;0;0;0
620;Bestemming: landbouw/bodem;Oost-Nederland (LD);2000;0;0;0;0;0;0;0;0;0;0;0;0;0;0
621;Bestemming: landbouw/bodem;Oost-Nederland (LD);2001;0;0;0;0;0;0;0;0;0;0;0;0;0;0
622;Bestemming: landbouw/bodem;Oost-Nederland (LD);2002;0;0;0;0;0;0;0;0;0;0;0;0;0;0
623;Bestemming: landbouw/bodem;Oost-Nederland (LD);2003;0;0;0;0;0;0;0;0;0;0;0;0;0;0
624;Bestemming: landbouw/bodem;Oost-Nederland (LD);2004;0;0;0;0;0;0;0;0;0;0;0;0;0;0
625;Bestemming: landbouw/bodem;Oost-Nederland (LD);2005;0;0;0;0;0;0;0;0;0;0;0;0;0;0
626;Bestemming: landbouw/bodem;Oost-Nederland (LD);2006;0;0;0;0;0;0;0;0;0;0;0;0;0;0
627;Bestemming: landbouw/bodem;Oost-Nederland (LD);2007;0;0;0;0;0;0;0;0;0;0;0;0;0;0
628;Bestemming: landbouw/bodem;Oost-Nederland (LD);2008;0;0;0;0;0;0;0;0;0;0;0;0;0;0
629;Bestemming: landbouw/bodem;Oost-Nederland (LD);2009;0;0;0;0;0;0;0;0;0;0;0;0;0;0
630;Bestemming: landbouw/bodem;Oost-Nederland (LD);2010;0;0;0;0;0;0;0;0;0;0;0;0;0;0
631;Bestemming: landbouw/bodem;Oost-Nederland (LD);2011;0;0;0;0;0;0;0;0;0;0;0;0;0;0
632;Bestemming: landbouw/bodem;Oost-Nederland (LD);2012;0;0;0;0;0;0;0;0;0;0;0;0;0;0
633;Bestemming: landbouw/bodem;Oost-Nederland (LD);2013;0;0;0;0;0;0;0;0;0;0;0;0;0;0
634;Bestemming: landbouw/bodem;Oost-Nederland (LD);2014;0;0;0;0;0;0;0;0;0;0;0;0;0;0
635;Bestemming: landbouw/bodem;Oost-Nederland (LD);2015;0;0;0;0;0;0;0;0;0;0;0;0;0;0
636;Bestemming: landbouw/bodem;Oost-Nederland (LD);2016;0;0;0;0;0;0;0;0;0;0;0;0;0;0
637;Bestemming: landbouw/bodem;Oost-Nederland (LD);2018;0;0;0;0;0;0;0;0;0;0;0;0;0;0
638;Bestemming: landbouw/bodem;Oost-Nederland (LD);2020;0;0;0;0;0;0;0;0;0;0;0;0;0;0
639;Bestemming: landbouw/bodem;Oost-Nederland (LD);2022;0;0;0;0;0;0;0;0;0;0;0;0;0;0
640;Bestemming: landbouw/bodem;West-Nederland (LD);1981;205842;14558;6166;8392;801;350;6491;1122;20587;4893;71;458;38;99
641;Bestemming: landbouw/bodem;West-Nederland (LD);1985;265220;16112;6114;9998;909;396;7206;836;19162;4200;55;394;28;120
642;Bestemming: landbouw/bodem;West-Nederland (LD);1990;427020;24922;9228;15694;1487;582;9816;986;24718;4683;55;645;43;198
643;Bestemming: landbouw/bodem;West-Nederland (LD);1991;383333;22264;8364;13900;1253;440;8714;804;21347;4180;52;499;34;154
644;Bestemming: landbouw/bodem;West-Nederland (LD);1992;230761;13204;4207;8997;827;311;4191;424;11603;1553;20;261;11;83
645;Bestemming: landbouw/bodem;West-Nederland (LD);1993;124165;8916;3023;5893;535;197;2823;256;8698;1183;16;257;6;105
646;Bestemming: landbouw/bodem;West-Nederland (LD);1994;124779;6521;2197;4324;377;149;2002;174;5719;747;8;193;3;49
647;Bestemming: landbouw/bodem;West-Nederland (LD);1995;0;0;0;0;0;0;0;0;0;0;0;0;0;0
648;Bestemming: landbouw/bodem;West-Nederland (LD);1996;0;0;0;0;0;0;0;0;0;0;0;0;0;0
649;Bestemming: landbouw/bodem;West-Nederland (LD);1997;0;0;0;0;0;0;0;0;0;0;0;0;0;0
650;Bestemming: landbouw/bodem;West-Nederland (LD);1998;0;0;0;0;0;0;0;0;0;0;0;0;0;0
651;Bestemming: landbouw/bodem;West-Nederland (LD);1999;0;0;0;0;0;0;0;0;0;0;0;0;0;0
652;Bestemming: landbouw/bodem;West-Nederland (LD);2000;0;0;0;0;0;0;0;0;0;0;0;0;0;0
653;Bestemming: landbouw/bodem;West-Nederland (LD);2001;0;0;0;0;0;0;0;0;0;0;0;0;0;0
654;Bestemming: landbouw/bodem;West-Nederland (LD);2002;0;0;0;0;0;0;0;0;0;0;0;0;0;0
655;Bestemming: landbouw/bodem;West-Nederland (LD);2003;0;0;0;0;0;0;0;0;0;0;0;0;0;0
656;Bestemming: landbouw/bodem;West-Nederland (LD);2004;0;0;0;0;0;0;0;0;0;0;0;0;0;0
657;Bestemming: landbouw/bodem;West-Nederland (LD);2005;0;0;0;0;0;0;0;0;0;0;0;0;0;0
658;Bestemming: landbouw/bodem;West-Nederland (LD);2006;0;0;0;0;0;0;0;0;0;0;0;0;0;0
659;Bestemming: landbouw/bodem;West-Nederland (LD);2007;0;0;0;0;0;0;0;0;0;0;0;0;0;0
660;Bestemming: landbouw/bodem;West-Nederland (LD);2008;0;0;0;0;0;0;0;0;0;0;0;0;0;0
661;Bestemming: landbouw/bodem;West-Nederland (LD);2009;0;0;0;0;0;0;0;0;0;0;0;0;0;0
662;Bestemming: landbouw/bodem;West-Nederland (LD);2010;0;0;0;0;0;0;0;0;0;0;0;0;0;0
663;Bestemming: landbouw/bodem;West-Nederland (LD);2011;0;0;0;0;0;0;0;0;0;0;0;0;0;0
664;Bestemming: landbouw/bodem;West-Nederland (LD);2012;0;0;0;0;0;0;0;0;0;0;0;0;0;0
665;Bestemming: landbouw/bodem;West-Nederland (LD);2013;0;0;0;0;0;0;0;0;0;0;0;0;0;0
666;Bestemming: landbouw/bodem;West-Nederland (LD);2014;0;0;0;0;0;0;0;0;0;0;0;0;0;0
667;Bestemming: landbouw/bodem;West-Nederland (LD);2015;0;0;0;0;0;0;0;0;0;0;0;0;0;0
668;Bestemming: landbouw/bodem;West-Nederland (LD);2016;0;0;0;0;0;0;0;0;0;0;0;0;0;0
669;Bestemming: landbouw/bodem;West-Nederland (LD);2018;0;0;0;0;0;0;0;0;0;0;0;0;0;0
670;Bestemming: landbouw/bodem;West-Nederland (LD);2020;0;0;0;0;0;0;0;0;0;0;0;0;0;0
671;Bestemming: landbouw/bodem;West-Nederland (LD);2022;0;0;0;0;0;0;0;0;0;0;0;0;0;0
672;Bestemming: landbouw/bodem;Zuid-Nederland (LD);1981;216960;10309;4536;5773;576;253;5549;1990;18504;2867;74;553;24;61
673;Bestemming: landbouw/bodem;Zuid-Nederland (LD);1985;268008;12166;5117;7049;641;298;5647;1107;13754;2797;41;513;20;55
674;Bestemming: landbouw/bodem;Zuid-Nederland (LD);1990;268162;12111;4638;7473;644;258;4554;729;12452;1982;28;296;17;73
675;Bestemming: landbouw/bodem;Zuid-Nederland (LD);1991;190315;8599;3388;5211;503;180;2672;381;6538;954;17;177;11;56
676;Bestemming: landbouw/bodem;Zuid-Nederland (LD);1992;85544;3377;1246;2131;202;66;1025;102;2536;375;6;68;3;20
677;Bestemming: landbouw/bodem;Zuid-Nederland (LD);1993;110641;4213;1643;2570;246;32;1254;133;2994;496;9;93;4;17
678;Bestemming: landbouw/bodem;Zuid-Nederland (LD);1994;38971;1529;581;948;87;23;421;54;1256;186;1;40;2;4
679;Bestemming: landbouw/bodem;Zuid-Nederland (LD);1995;0;0;0;0;0;0;0;0;0;0;0;0;0;0
680;Bestemming: landbouw/bodem;Zuid-Nederland (LD);1996;0;0;0;0;0;0;0;0;0;0;0;0;0;0
681;Bestemming: landbouw/bodem;Zuid-Nederland (LD);1997;0;0;0;0;0;0;0;0;0;0;0;0;0;0
682;Bestemming: landbouw/bodem;Zuid-Nederland (LD);1998;0;0;0;0;0;0;0;0;0;0;0;0;0;0
683;Bestemming: landbouw/bodem;Zuid-Nederland (LD);1999;0;0;0;0;0;0;0;0;0;0;0;0;0;0
684;Bestemming: landbouw/bodem;Zuid-Nederland (LD);2000;0;0;0;0;0;0;0;0;0;0;0;0;0;0
685;Bestemming: landbouw/bodem;Zuid-Nederland (LD);2001;0;0;0;0;0;0;0;0;0;0;0;0;0;0
686;Bestemming: landbouw/bodem;Zuid-Nederland (LD);2002;0;0;0;0;0;0;0;0;0;0;0;0;0;0
687;Bestemming: landbouw/bodem;Zuid-Nederland (LD);2003;0;0;0;0;0;0;0;0;0;0;0;0;0;0
688;Bestemming: landbouw/bodem;Zuid-Nederland (LD);2004;0;0;0;0;0;0;0;0;0;0;0;0;0;0
689;Bestemming: landbouw/bodem;Zuid-Nederland (LD);2005;0;0;0;0;0;0;0;0;0;0;0;0;0;0
690;Bestemming: landbouw/bodem;Zuid-Nederland (LD);2006;0;0;0;0;0;0;0;0;0;0;0;0;0;0
691;Bestemming: landbouw/bodem;Zuid-Nederland (LD);2007;0;0;0;0;0;0;0;0;0;0;0;0;0;0
692;Bestemming: landbouw/bodem;Zuid-Nederland (LD);2008;0;0;0;0;0;0;0;0;0;0;0;0;0;0
693;Bestemming: landbouw/bodem;Zuid-Nederland (LD);2009;0;0;0;0;0;0;0;0;0;0;0;0;0;0
694;Bestemming: landbouw/bodem;Zuid-Nederland (LD);2010;0;0;0;0;0;0;0;0;0;0;0;0;0;0
