ID;SectorenActiva;TegensectorenPassiva;BalansstandenEnTransacties;Perioden;SpaartegoedenEnDepositoS_1;KortlopendeSchuldbewijzen_2;LanglopendeSchuldbewijzen_3;KortlopendeLeningen_4;LanglopendeLeningen_5;Woninghypotheken_6;BeursgenoteerdeAandelen_7;AandelenInBeleggingsfondsen_8
30;Totale binnenlandse sectoren;Totale binnenlandse sectoren;Beginbalans;2005 1e kwartaal;505794.0;;;167265.0;1038597.0;;;
31;Totale binnenlandse sectoren;Totale binnenlandse sectoren;Beginbalans;2005 2e kwartaal;524189.0;;;180029.0;1046183.0;;;
32;Totale binnenlandse sectoren;Totale binnenlandse sectoren;Beginbalans;2005 3e kwartaal;554648.0;;;192397.0;1066098.0;;;
33;Totale binnenlandse sectoren;Totale binnenlandse sectoren;Beginbalans;2005 4e kwartaal;568382.0;;;193770.0;1081592.0;;;
34;Totale binnenlandse sectoren;Totale binnenlandse sectoren;Beginbalans;2005;505794.0;;;167265.0;1038597.0;;;
35;Totale binnenlandse sectoren;Totale binnenlandse sectoren;Beginbalans;2006 1e kwartaal;582651.0;;;193890.0;1099270.0;;;
36;Totale binnenlandse sectoren;Totale binnenlandse sectoren;Beginbalans;2006 2e kwartaal;605703.0;;;199718.0;1110879.0;;;
37;Totale binnenlandse sectoren;Totale binnenlandse sectoren;Beginbalans;2006 3e kwartaal;602450.0;;;197852.0;1121273.0;;;
38;Totale binnenlandse sectoren;Totale binnenlandse sectoren;Beginbalans;2006 4e kwartaal;622961.0;;;204060.0;1136971.0;;;
39;Totale binnenlandse sectoren;Totale binnenlandse sectoren;Beginbalans;2006;582651.0;;;193890.0;1099270.0;;;
40;Totale binnenlandse sectoren;Totale binnenlandse sectoren;Beginbalans;2007 1e kwartaal;624579.0;;;201005.0;1163911.0;;;
41;Totale binnenlandse sectoren;Totale binnenlandse sectoren;Beginbalans;2007 2e kwartaal;648053.0;;;224697.0;1186923.0;;;
42;Totale binnenlandse sectoren;Totale binnenlandse sectoren;Beginbalans;2007 3e kwartaal;681767.0;;;229407.0;1200048.0;;;
43;Totale binnenlandse sectoren;Totale binnenlandse sectoren;Beginbalans;2007 4e kwartaal;668769.0;;;231696.0;1210586.0;;;
44;Totale binnenlandse sectoren;Totale binnenlandse sectoren;Beginbalans;2007;624579.0;;;201005.0;1163911.0;;;
45;Totale binnenlandse sectoren;Totale binnenlandse sectoren;Beginbalans;2008 1e kwartaal;704942.0;;;213076.0;1248311.0;;;
46;Totale binnenlandse sectoren;Totale binnenlandse sectoren;Beginbalans;2008 2e kwartaal;689400.0;;;241178.0;1266600.0;;;
47;Totale binnenlandse sectoren;Totale binnenlandse sectoren;Beginbalans;2008 3e kwartaal;779212.0;;;253538.0;1283385.0;;;
48;Totale binnenlandse sectoren;Totale binnenlandse sectoren;Beginbalans;2008 4e kwartaal;811727.0;;;249005.0;1304049.0;;;
49;Totale binnenlandse sectoren;Totale binnenlandse sectoren;Beginbalans;2008;704942.0;;;213076.0;1248311.0;;;
50;Totale binnenlandse sectoren;Totale binnenlandse sectoren;Beginbalans;2009 1e kwartaal;787994.0;;;272241.0;1331358.0;;;
51;Totale binnenlandse sectoren;Totale binnenlandse sectoren;Beginbalans;2009 2e kwartaal;763058.0;;;274972.0;1346185.0;;;
52;Totale binnenlandse sectoren;Totale binnenlandse sectoren;Beginbalans;2009 3e kwartaal;823283.0;;;279505.0;1348775.0;;;
53;Totale binnenlandse sectoren;Totale binnenlandse sectoren;Beginbalans;2009 4e kwartaal;794190.0;;;261151.0;1352854.0;;;
54;Totale binnenlandse sectoren;Totale binnenlandse sectoren;Beginbalans;2009;787994.0;;;272241.0;1331358.0;;;
55;Totale binnenlandse sectoren;Totale binnenlandse sectoren;Beginbalans;2010 1e kwartaal;801938.0;13091.0;378851.0;259025.0;1411544.0;655764.0;63490.0;402146.0
56;Totale binnenlandse sectoren;Totale binnenlandse sectoren;Beginbalans;2010 2e kwartaal;813454.0;14257.0;377365.0;282300.0;1430398.0;659787.0;67708.0;444788.0
57;Totale binnenlandse sectoren;Totale binnenlandse sectoren;Beginbalans;2010 3e kwartaal;872857.0;11459.0;382401.0;319620.0;1422569.0;667049.0;66098.0;429987.0
58;Totale binnenlandse sectoren;Totale binnenlandse sectoren;Beginbalans;2010 4e kwartaal;809678.0;11079.0;389325.0;329815.0;1393294.0;671551.0;68871.0;437248.0
59;Totale binnenlandse sectoren;Totale binnenlandse sectoren;Beginbalans;2010;801938.0;13091.0;378851.0;259025.0;1411544.0;655764.0;63490.0;402146.0
60;Totale binnenlandse sectoren;Totale binnenlandse sectoren;Beginbalans;2011 1e kwartaal;797108.0;9713.0;396259.0;344419.0;1425922.0;674632.0;71139.0;450952.0
61;Totale binnenlandse sectoren;Totale binnenlandse sectoren;Beginbalans;2011 2e kwartaal;795145.0;9232.0;364099.0;390674.0;1421292.0;677385.0;72284.0;462709.0
62;Totale binnenlandse sectoren;Totale binnenlandse sectoren;Beginbalans;2011 3e kwartaal;829198.0;11087.0;365596.0;422116.0;1418685.0;681083.0;68788.0;469647.0
63;Totale binnenlandse sectoren;Totale binnenlandse sectoren;Beginbalans;2011 4e kwartaal;915360.0;9882.0;386675.0;449051.0;1414456.0;684539.0;57145.0;467107.0
64;Totale binnenlandse sectoren;Totale binnenlandse sectoren;Beginbalans;2011;797108.0;9713.0;396259.0;344419.0;1425922.0;674632.0;71139.0;450952.0
65;Totale binnenlandse sectoren;Totale binnenlandse sectoren;Beginbalans;2012 1e kwartaal;953430.0;8691.0;410776.0;476299.0;1406499.0;685971.0;61366.0;474050.0
66;Totale binnenlandse sectoren;Totale binnenlandse sectoren;Beginbalans;2012 2e kwartaal;1001568.0;5774.0;406419.0;488575.0;1414280.0;686566.0;67671.0;509345.0
67;Totale binnenlandse sectoren;Totale binnenlandse sectoren;Beginbalans;2012 3e kwartaal;986473.0;4892.0;402113.0;501652.0;1425186.0;689100.0;67937.0;511184.0
68;Totale binnenlandse sectoren;Totale binnenlandse sectoren;Beginbalans;2012 4e kwartaal;982103.0;7083.0;398507.0;513548.0;1425101.0;691446.0;72867.0;535721.0
69;Totale binnenlandse sectoren;Totale binnenlandse sectoren;Beginbalans;2012;953430.0;8691.0;410776.0;476299.0;1406499.0;685971.0;61366.0;474050.0
70;Totale binnenlandse sectoren;Totale binnenlandse sectoren;Beginbalans;2013 1e kwartaal;974247.0;9391.0;402011.0;491817.0;1434361.0;691506.0;76733.0;548601.0
71;Totale binnenlandse sectoren;Totale binnenlandse sectoren;Beginbalans;2013 2e kwartaal;929408.0;6102.0;390443.0;495238.0;1433002.0;687509.0;83920.0;575109.0
72;Totale binnenlandse sectoren;Totale binnenlandse sectoren;Beginbalans;2013 3e kwartaal;928658.0;5691.0;396658.0;482786.0;1433860.0;684893.0;82059.0;563386.0
73;Totale binnenlandse sectoren;Totale binnenlandse sectoren;Beginbalans;2013 4e kwartaal;910404.0;4560.0;393866.0;463827.0;1445201.0;687925.0;97294.0;586179.0
74;Totale binnenlandse sectoren;Totale binnenlandse sectoren;Beginbalans;2013;974247.0;9391.0;402011.0;491817.0;1434361.0;691506.0;76733.0;548601.0
75;Totale binnenlandse sectoren;Totale binnenlandse sectoren;Beginbalans;2014 1e kwartaal;861884.0;5779.0;381998.0;421198.0;1441178.0;681710.0;90090.0;603945.0
76;Totale binnenlandse sectoren;Totale binnenlandse sectoren;Beginbalans;2014 2e kwartaal;857224.0;6400.0;387772.0;421750.0;1435130.0;679751.0;96065.0;619615.0
77;Totale binnenlandse sectoren;Totale binnenlandse sectoren;Beginbalans;2014 3e kwartaal;840647.0;6676.0;396645.0;416328.0;1454466.0;679872.0;94718.0;653018.0
78;Totale binnenlandse sectoren;Totale binnenlandse sectoren;Beginbalans;2014 4e kwartaal;828698.0;6280.0;395190.0;427251.0;1463249.0;679945.0;101282.0;687931.0
79;Totale binnenlandse sectoren;Totale binnenlandse sectoren;Beginbalans;2014;861884.0;5779.0;381998.0;421198.0;1441178.0;681710.0;90090.0;603945.0
80;Totale binnenlandse sectoren;Totale binnenlandse sectoren;Beginbalans;2015 1e kwartaal;844018.0;6262.0;396583.0;488378.0;1371679.0;681580.0;101733.0;707545.0
81;Totale binnenlandse sectoren;Totale binnenlandse sectoren;Beginbalans;2015 2e kwartaal;866676.0;5286.0;404645.0;533467.0;1374269.0;682797.0;117322.0;768380.0
82;Totale binnenlandse sectoren;Totale binnenlandse sectoren;Beginbalans;2015 3e kwartaal;903403.0;4781.0;398786.0;506405.0;1381529.0;683712.0;108522.0;735174.0
83;Totale binnenlandse sectoren;Totale binnenlandse sectoren;Beginbalans;2015 4e kwartaal;916557.0;5051.0;403139.0;476804.0;1386287.0;685931.0;102806.0;706452.0
84;Totale binnenlandse sectoren;Totale binnenlandse sectoren;Beginbalans;2015;844018.0;6262.0;396583.0;488378.0;1371679.0;681580.0;101733.0;707545.0
85;Totale binnenlandse sectoren;Totale binnenlandse sectoren;Beginbalans;2016 1e kwartaal;915021.0;3483.0;398967.0;469133.0;1395175.0;688193.0;116126.0;725828.0
86;Totale binnenlandse sectoren;Totale binnenlandse sectoren;Beginbalans;2016 2e kwartaal;957050.0;4964.0;404433.0;487067.0;1409607.0;690983.0;106132.0;731654.0
87;Totale binnenlandse sectoren;Totale binnenlandse sectoren;Beginbalans;2016 3e kwartaal;968223.0;5304.0;433366.0;451939.0;1433819.0;694262.0;107863.0;763100.0
88;Totale binnenlandse sectoren;Totale binnenlandse sectoren;Beginbalans;2016 4e kwartaal;1019958.0;5262.0;439283.0;453889.0;1451928.0;698548.0;112739.0;783753.0
89;Totale binnenlandse sectoren;Totale binnenlandse sectoren;Beginbalans;2016;915021.0;3483.0;398967.0;469133.0;1395175.0;688193.0;116126.0;725828.0
90;Totale binnenlandse sectoren;Totale binnenlandse sectoren;Beginbalans;2017 1e kwartaal;998153.0;5123.0;430662.0;423010.0;1496922.0;698447.0;132551.0;799339.0
91;Totale binnenlandse sectoren;Totale binnenlandse sectoren;Beginbalans;2017 2e kwartaal;1083295.0;5267.0;434633.0;449837.0;1509155.0;700726.0;142569.0;807817.0
92;Totale binnenlandse sectoren;Totale binnenlandse sectoren;Beginbalans;2017 3e kwartaal;1051462.0;4996.0;437280.0;440986.0;1507970.0;704363.0;141188.0;812861.0
93;Totale binnenlandse sectoren;Totale binnenlandse sectoren;Beginbalans;2017 4e kwartaal;1079351.0;4240.0;427002.0;438601.0;1513732.0;706751.0;144634.0;837354.0
94;Totale binnenlandse sectoren;Totale binnenlandse sectoren;Beginbalans;2017;998153.0;5123.0;430662.0;423010.0;1496922.0;698447.0;132551.0;799339.0
95;Totale binnenlandse sectoren;Totale binnenlandse sectoren;Beginbalans;2018 1e kwartaal;1032963.0;4814.0;430699.0;445367.0;1507299.0;707841.0;141267.0;846187.0
96;Totale binnenlandse sectoren;Totale binnenlandse sectoren;Beginbalans;2018 2e kwartaal;1091682.0;4835.0;441752.0;463030.0;1508990.0;710688.0;142297.0;819422.0
97;Totale binnenlandse sectoren;Totale binnenlandse sectoren;Beginbalans;2018 3e kwartaal;1070428.0;6383.0;448264.0;430021.0;1506158.0;714450.0;145566.0;842787.0
98;Totale binnenlandse sectoren;Totale binnenlandse sectoren;Beginbalans;2018 4e kwartaal;1096364.0;5330.0;428184.0;421618.0;1503251.0;717614.0;142447.0;860956.0
99;Totale binnenlandse sectoren;Totale binnenlandse sectoren;Beginbalans;2018;1032963.0;4814.0;430699.0;445367.0;1507299.0;707841.0;141267.0;846187.0
100;Totale binnenlandse sectoren;Totale binnenlandse sectoren;Beginbalans;2019 1e kwartaal;1035908.0;6441.0;427581.0;390705.0;1503475.0;720341.0;124260.0;809159.0
101;Totale binnenlandse sectoren;Totale binnenlandse sectoren;Beginbalans;2019 2e kwartaal;1062163.0;6675.0;422425.0;411161.0;1512021.0;721899.0;143915.0;852784.0
102;Totale binnenlandse sectoren;Totale binnenlandse sectoren;Beginbalans;2019 3e kwartaal;1053119.0;6849.0;434235.0;406865.0;1518562.0;725988.0;148897.0;868632.0
103;Totale binnenlandse sectoren;Totale binnenlandse sectoren;Beginbalans;2019 4e kwartaal;1095982.0;5425.0;431985.0;420532.0;1522649.0;728511.0;149713.0;909670.0
104;Totale binnenlandse sectoren;Totale binnenlandse sectoren;Beginbalans;2019;1035908.0;6441.0;427581.0;390705.0;1503475.0;720341.0;124260.0;809159.0
105;Totale binnenlandse sectoren;Totale binnenlandse sectoren;Beginbalans;2020 1e kwartaal;1041133.0;4811.0;424677.0;390746.0;1524274.0;729646.0;154142.0;913029.0
106;Totale binnenlandse sectoren;Totale binnenlandse sectoren;Beginbalans;2020 2e kwartaal;1136498.0;5803.0;420111.0;426354.0;1551193.0;732557.0;118963.0;789921.0
107;Totale binnenlandse sectoren;Totale binnenlandse sectoren;Beginbalans;2020 3e kwartaal;1330971.0;20141.0;436299.0;412269.0;1565152.0;736864.0;151139.0;854642.0
108;Totale binnenlandse sectoren;Totale binnenlandse sectoren;Beginbalans;2020 4e kwartaal;1423989.0;26480.0;433588.0;355111.0;1563835.0;741296.0;150315.0;882602.0
109;Totale binnenlandse sectoren;Totale binnenlandse sectoren;Beginbalans;2020;1041133.0;4811.0;424677.0;390746.0;1524274.0;729646.0;154142.0;913029.0
110;Totale binnenlandse sectoren;Totale binnenlandse sectoren;Beginbalans;2021 1e kwartaal;1365346.0;25584.0;445891.0;344506.0;1555915.0;745224.0;174893.0;948339.0
111;Totale binnenlandse sectoren;Totale binnenlandse sectoren;Beginbalans;2021 2e kwartaal;1454555.0;18444.0;441115.0;363277.0;1579589.0;752226.0;180330.0;970353.0
112;Totale binnenlandse sectoren;Totale binnenlandse sectoren;Beginbalans;2021 3e kwartaal;1524447.0;15175.0;456760.0;373056.0;1589156.0;760690.0;184845.0;998004.0
113;Totale binnenlandse sectoren;Totale binnenlandse sectoren;Beginbalans;2021 4e kwartaal;1563248.0;14538.0;453241.0;311592.0;1605260.0;771216.0;189940.0;977089.0
114;Totale binnenlandse sectoren;Totale binnenlandse sectoren;Beginbalans;2021;1365346.0;25584.0;445891.0;344506.0;1555915.0;745224.0;174893.0;948339.0
115;Totale binnenlandse sectoren;Totale binnenlandse sectoren;Beginbalans;2022 1e kwartaal;1518052.0;15846.0;489449.0;285170.0;1620611.0;778829.0;198052.0;946234.0
116;Totale binnenlandse sectoren;Totale binnenlandse sectoren;Beginbalans;2022 2e kwartaal;1619413.0;12930.0;457823.0;284599.0;1626385.0;787253.0;185242.0;887158.0
117;Totale binnenlandse sectoren;Totale binnenlandse sectoren;Beginbalans;2022 3e kwartaal;1637839.0;11524.0;422932.0;312039.0;1645467.0;797583.0;167680.0;799653.0
118;Totale binnenlandse sectoren;Totale binnenlandse sectoren;Beginbalans;2022 4e kwartaal;1703025.0;10422.0;393511.0;319906.0;1657657.0;804083.0;170723.0;760167.0
119;Totale binnenlandse sectoren;Totale binnenlandse sectoren;Beginbalans;2022;1518052.0;15846.0;489449.0;285170.0;1620611.0;778829.0;198052.0;946234.0
120;Totale binnenlandse sectoren;Totale binnenlandse sectoren;Beginbalans;2023 1e kwartaal;1461867.0;15916.0;394284.0;290346.0;1664159.0;806323.0;167582.0;674957.0
121;Totale binnenlandse sectoren;Totale binnenlandse sectoren;Beginbalans;2023 2e kwartaal;1517516.0;10106.0;393172.0;286419.0;1667270.0;809642.0;185192.0;679254.0
122;Totale binnenlandse sectoren;Totale binnenlandse sectoren;Beginbalans;2023 3e kwartaal;1471654.0;11232.0;397601.0;286896.0;1677657.0;812917.0;185237.0;685589.0
123;Totale binnenlandse sectoren;Totale binnenlandse sectoren;Beginbalans;2023 4e kwartaal;1484103.0;10524.0;382053.0;287012.0;1685158.0;815345.0;184643.0;679819.0
124;Totale binnenlandse sectoren;Totale binnenlandse sectoren;Beginbalans;2023;1461867.0;15916.0;394284.0;290346.0;1664159.0;806323.0;167582.0;674957.0
125;Totale binnenlandse sectoren;Totale binnenlandse sectoren;Financiële transacties;1999 1e kwartaal;7023.0;;;6473.0;10959.0;;;
126;Totale binnenlandse sectoren;Totale binnenlandse sectoren;Financiële transacties;1999 2e kwartaal;12215.0;;;1615.0;13038.0;;;
127;Totale binnenlandse sectoren;Totale binnenlandse sectoren;Financiële transacties;1999 3e kwartaal;276.0;;;3203.0;13944.0;;;
128;Totale binnenlandse sectoren;Totale binnenlandse sectoren;Financiële transacties;1999 4e kwartaal;5372.0;;;-666.0;13623.0;;;
129;Totale binnenlandse sectoren;Totale binnenlandse sectoren;Financiële transacties;1999;24886.0;;;10625.0;51564.0;;;
130;Totale binnenlandse sectoren;Totale binnenlandse sectoren;Financiële transacties;2000 1e kwartaal;18965.0;;;9343.0;7744.0;;;
131;Totale binnenlandse sectoren;Totale binnenlandse sectoren;Financiële transacties;2000 2e kwartaal;-9947.0;;;4938.0;9234.0;;;
132;Totale binnenlandse sectoren;Totale binnenlandse sectoren;Financiële transacties;2000 3e kwartaal;17574.0;;;6157.0;10544.0;;;
133;Totale binnenlandse sectoren;Totale binnenlandse sectoren;Financiële transacties;2000 4e kwartaal;-4227.0;;;1344.0;10838.0;;;
134;Totale binnenlandse sectoren;Totale binnenlandse sectoren;Financiële transacties;2000;22365.0;;;21782.0;38360.0;;;
135;Totale binnenlandse sectoren;Totale binnenlandse sectoren;Financiële transacties;2001 1e kwartaal;20867.0;;;-6103.0;6852.0;;;
136;Totale binnenlandse sectoren;Totale binnenlandse sectoren;Financiële transacties;2001 2e kwartaal;-858.0;;;2132.0;11835.0;;;
137;Totale binnenlandse sectoren;Totale binnenlandse sectoren;Financiële transacties;2001 3e kwartaal;9624.0;;;6907.0;9645.0;;;
138;Totale binnenlandse sectoren;Totale binnenlandse sectoren;Financiële transacties;2001 4e kwartaal;18093.0;;;1209.0;9507.0;;;
139;Totale binnenlandse sectoren;Totale binnenlandse sectoren;Financiële transacties;2001;47726.0;;;4145.0;37839.0;;;
140;Totale binnenlandse sectoren;Totale binnenlandse sectoren;Financiële transacties;2002 1e kwartaal;10277.0;;;6509.0;5399.0;;;
141;Totale binnenlandse sectoren;Totale binnenlandse sectoren;Financiële transacties;2002 2e kwartaal;8057.0;;;-2177.0;4789.0;;;
142;Totale binnenlandse sectoren;Totale binnenlandse sectoren;Financiële transacties;2002 3e kwartaal;5577.0;;;12116.0;10990.0;;;
143;Totale binnenlandse sectoren;Totale binnenlandse sectoren;Financiële transacties;2002 4e kwartaal;2876.0;;;-8510.0;14917.0;;;
144;Totale binnenlandse sectoren;Totale binnenlandse sectoren;Financiële transacties;2002;26787.0;;;7938.0;36095.0;;;
145;Totale binnenlandse sectoren;Totale binnenlandse sectoren;Financiële transacties;2003 1e kwartaal;24080.0;;;-4625.0;9637.0;;;
146;Totale binnenlandse sectoren;Totale binnenlandse sectoren;Financiële transacties;2003 2e kwartaal;394.0;;;-3857.0;20483.0;;;
147;Totale binnenlandse sectoren;Totale binnenlandse sectoren;Financiële transacties;2003 3e kwartaal;15479.0;;;-3572.0;17659.0;;;
148;Totale binnenlandse sectoren;Totale binnenlandse sectoren;Financiële transacties;2003 4e kwartaal;5641.0;;;-1251.0;19093.0;;;
149;Totale binnenlandse sectoren;Totale binnenlandse sectoren;Financiële transacties;2003;45594.0;;;-13305.0;66872.0;;;
150;Totale binnenlandse sectoren;Totale binnenlandse sectoren;Financiële transacties;2004 1e kwartaal;-4219.0;;;2080.0;10563.0;;;
151;Totale binnenlandse sectoren;Totale binnenlandse sectoren;Financiële transacties;2004 2e kwartaal;28869.0;;;6332.0;3713.0;;;
152;Totale binnenlandse sectoren;Totale binnenlandse sectoren;Financiële transacties;2004 3e kwartaal;-3413.0;;;5782.0;14475.0;;;
153;Totale binnenlandse sectoren;Totale binnenlandse sectoren;Financiële transacties;2004 4e kwartaal;10090.0;;;4645.0;2616.0;;;
154;Totale binnenlandse sectoren;Totale binnenlandse sectoren;Financiële transacties;2004;31327.0;;;18839.0;31367.0;;;
155;Totale binnenlandse sectoren;Totale binnenlandse sectoren;Financiële transacties;2005 1e kwartaal;17999.0;;;14438.0;10728.0;;;
156;Totale binnenlandse sectoren;Totale binnenlandse sectoren;Financiële transacties;2005 2e kwartaal;29799.0;;;12359.0;20813.0;;;
157;Totale binnenlandse sectoren;Totale binnenlandse sectoren;Financiële transacties;2005 3e kwartaal;13005.0;;;2515.0;14997.0;;;
158;Totale binnenlandse sectoren;Totale binnenlandse sectoren;Financiële transacties;2005 4e kwartaal;13821.0;;;-589.0;20250.0;;;
159;Totale binnenlandse sectoren;Totale binnenlandse sectoren;Financiële transacties;2005;74624.0;;;28723.0;66788.0;;;
160;Totale binnenlandse sectoren;Totale binnenlandse sectoren;Financiële transacties;2006 1e kwartaal;24053.0;;;7965.0;11853.0;;;
161;Totale binnenlandse sectoren;Totale binnenlandse sectoren;Financiële transacties;2006 2e kwartaal;-3175.0;;;-1130.0;11126.0;;;
162;Totale binnenlandse sectoren;Totale binnenlandse sectoren;Financiële transacties;2006 3e kwartaal;20756.0;;;6534.0;16310.0;;;
163;Totale binnenlandse sectoren;Totale binnenlandse sectoren;Financiële transacties;2006 4e kwartaal;1995.0;;;-2652.0;27367.0;;;
164;Totale binnenlandse sectoren;Totale binnenlandse sectoren;Financiële transacties;2006;43629.0;;;10717.0;66656.0;;;
165;Totale binnenlandse sectoren;Totale binnenlandse sectoren;Financiële transacties;2007 1e kwartaal;23509.0;;;23373.0;22902.0;;;
166;Totale binnenlandse sectoren;Totale binnenlandse sectoren;Financiële transacties;2007 2e kwartaal;33677.0;;;4876.0;14253.0;;;
167;Totale binnenlandse sectoren;Totale binnenlandse sectoren;Financiële transacties;2007 3e kwartaal;-13028.0;;;2481.0;10663.0;;;
168;Totale binnenlandse sectoren;Totale binnenlandse sectoren;Financiële transacties;2007 4e kwartaal;36146.0;;;-18920.0;37699.0;;;
169;Totale binnenlandse sectoren;Totale binnenlandse sectoren;Financiële transacties;2007;80304.0;;;11810.0;85517.0;;;
170;Totale binnenlandse sectoren;Totale binnenlandse sectoren;Financiële transacties;2008 1e kwartaal;-14183.0;;;28681.0;18806.0;;;
171;Totale binnenlandse sectoren;Totale binnenlandse sectoren;Financiële transacties;2008 2e kwartaal;89676.0;;;11261.0;16989.0;;;
172;Totale binnenlandse sectoren;Totale binnenlandse sectoren;Financiële transacties;2008 3e kwartaal;30479.0;;;-7084.0;19680.0;;;
173;Totale binnenlandse sectoren;Totale binnenlandse sectoren;Financiële transacties;2008 4e kwartaal;-25472.0;;;25702.0;22777.0;;;
174;Totale binnenlandse sectoren;Totale binnenlandse sectoren;Financiële transacties;2008;80500.0;;;58560.0;78252.0;;;
175;Totale binnenlandse sectoren;Totale binnenlandse sectoren;Financiële transacties;2009 1e kwartaal;-25440.0;;;-1354.0;14002.0;;;
176;Totale binnenlandse sectoren;Totale binnenlandse sectoren;Financiële transacties;2009 2e kwartaal;60744.0;;;3798.0;2995.0;;;
177;Totale binnenlandse sectoren;Totale binnenlandse sectoren;Financiële transacties;2009 3e kwartaal;-28607.0;;;-18608.0;4567.0;;;
178;Totale binnenlandse sectoren;Totale binnenlandse sectoren;Financiële transacties;2009 4e kwartaal;7481.0;;;-4772.0;16450.0;;;
179;Totale binnenlandse sectoren;Totale binnenlandse sectoren;Financiële transacties;2009;14178.0;;;-20936.0;38014.0;;;
180;Totale binnenlandse sectoren;Totale binnenlandse sectoren;Financiële transacties;2010 1e kwartaal;10479.0;1093.0;-3164.0;22353.0;17195.0;3928.0;-377.0;19305.0
