ID;CPA2015;Perioden;Prijsindex_1;Kwartaalmutaties_2;Jaarmutaties_3
1886;494 Goederenwegvervoer en verhuizingen;2024;121.1;;2.5
1887;4941 Goederenvervoer over de weg;2002 4e kwartaal;;;
1888;4941 Goederenvervoer over de weg;2003 1e kwartaal;74.7;;
1889;4941 Goederenvervoer over de weg;2003 2e kwartaal;75.2;0.6;
1890;4941 Goederenvervoer over de weg;2003 3e kwartaal;75.2;0.1;
1891;4941 Goederenvervoer over de weg;2003 4e kwartaal;75.3;0.1;
1892;4941 Goederenvervoer over de weg;2003;75.1;;
1893;4941 Goederenvervoer over de weg;2004 1e kwartaal;75.6;0.4;1.1
1894;4941 Goederenvervoer over de weg;2004 2e kwartaal;75.9;0.4;0.9
1895;4941 Goederenvervoer over de weg;2004 3e kwartaal;76.0;0.2;1.1
1896;4941 Goederenvervoer over de weg;2004 4e kwartaal;76.7;0.9;2.0
1897;4941 Goederenvervoer over de weg;2004;76.0;;1.3
1898;4941 Goederenvervoer over de weg;2005 1e kwartaal;78.1;1.8;3.4
1899;4941 Goederenvervoer over de weg;2005 2e kwartaal;78.5;0.4;3.4
1900;4941 Goederenvervoer over de weg;2005 3e kwartaal;78.7;0.3;3.5
1901;4941 Goederenvervoer over de weg;2005 4e kwartaal;78.9;0.3;2.8
1902;4941 Goederenvervoer over de weg;2005;78.5;;3.3
1903;4941 Goederenvervoer over de weg;2006 1e kwartaal;80.1;1.5;2.6
1904;4941 Goederenvervoer over de weg;2006 2e kwartaal;80.3;0.2;2.3
1905;4941 Goederenvervoer over de weg;2006 3e kwartaal;80.5;0.4;2.4
1906;4941 Goederenvervoer over de weg;2006 4e kwartaal;80.4;-0.2;1.9
1907;4941 Goederenvervoer over de weg;2006;80.3;;2.3
1908;4941 Goederenvervoer over de weg;2007 1e kwartaal;81.6;1.4;1.8
1909;4941 Goederenvervoer over de weg;2007 2e kwartaal;82.1;0.7;2.3
1910;4941 Goederenvervoer over de weg;2007 3e kwartaal;82.3;0.2;2.1
1911;4941 Goederenvervoer over de weg;2007 4e kwartaal;82.7;0.5;2.8
1912;4941 Goederenvervoer over de weg;2007;82.2;;2.3
1913;4941 Goederenvervoer over de weg;2008 1e kwartaal;84.9;2.6;4.0
1914;4941 Goederenvervoer over de weg;2008 2e kwartaal;85.6;0.9;4.3
1915;4941 Goederenvervoer over de weg;2008 3e kwartaal;86.9;1.4;5.6
1916;4941 Goederenvervoer over de weg;2008 4e kwartaal;86.1;-0.9;4.1
1917;4941 Goederenvervoer over de weg;2008;85.9;;4.5
1918;4941 Goederenvervoer over de weg;2009 1e kwartaal;85.5;-0.7;0.8
1919;4941 Goederenvervoer over de weg;2009 2e kwartaal;85.0;-0.6;-0.7
1920;4941 Goederenvervoer over de weg;2009 3e kwartaal;84.5;-0.6;-2.7
1921;4941 Goederenvervoer over de weg;2009 4e kwartaal;84.7;0.2;-1.6
1922;4941 Goederenvervoer over de weg;2009;84.9;;-1.1
1923;4941 Goederenvervoer over de weg;2010 1e kwartaal;84.9;0.2;-0.8
1924;4941 Goederenvervoer over de weg;2010 2e kwartaal;85.0;0.2;0.0
1925;4941 Goederenvervoer over de weg;2010 3e kwartaal;84.9;-0.2;0.4
1926;4941 Goederenvervoer over de weg;2010 4e kwartaal;85.1;0.2;0.4
1927;4941 Goederenvervoer over de weg;2010;84.9;;0.0
1928;4941 Goederenvervoer over de weg;2011 1e kwartaal;86.9;2.2;2.4
1929;4941 Goederenvervoer over de weg;2011 2e kwartaal;88.4;1.7;4.0
1930;4941 Goederenvervoer over de weg;2011 3e kwartaal;88.2;-0.2;4.0
1931;4941 Goederenvervoer over de weg;2011 4e kwartaal;88.5;0.3;4.0
1932;4941 Goederenvervoer over de weg;2011;88.0;;3.6
1933;4941 Goederenvervoer over de weg;2012 1e kwartaal;89.3;0.9;2.7
1934;4941 Goederenvervoer over de weg;2012 2e kwartaal;89.8;0.5;1.6
1935;4941 Goederenvervoer over de weg;2012 3e kwartaal;89.8;0.0;1.8
1936;4941 Goederenvervoer over de weg;2012 4e kwartaal;90.1;0.4;1.8
1937;4941 Goederenvervoer over de weg;2012;89.7;;2.0
1938;4941 Goederenvervoer over de weg;2013 1e kwartaal;90.7;0.6;1.5
1939;4941 Goederenvervoer over de weg;2013 2e kwartaal;90.4;-0.3;0.7
1940;4941 Goederenvervoer over de weg;2013 3e kwartaal;90.3;-0.2;0.6
1941;4941 Goederenvervoer over de weg;2013 4e kwartaal;90.3;0.0;0.2
1942;4941 Goederenvervoer over de weg;2013;90.4;;0.8
1943;4941 Goederenvervoer over de weg;2014 1e kwartaal;90.7;0.4;0.0
1944;4941 Goederenvervoer over de weg;2014 2e kwartaal;90.7;0.0;0.2
1945;4941 Goederenvervoer over de weg;2014 3e kwartaal;90.7;0.1;0.5
1946;4941 Goederenvervoer over de weg;2014 4e kwartaal;90.6;-0.2;0.3
1947;4941 Goederenvervoer over de weg;2014;90.7;;0.3
1948;4941 Goederenvervoer over de weg;2015 1e kwartaal;90.2;-0.4;-0.5
1949;4941 Goederenvervoer over de weg;2015 2e kwartaal;90.4;0.2;-0.3
1950;4941 Goederenvervoer over de weg;2015 3e kwartaal;90.3;-0.1;-0.5
1951;4941 Goederenvervoer over de weg;2015 4e kwartaal;90.0;-0.3;-0.7
1952;4941 Goederenvervoer over de weg;2015;90.2;;-0.5
1953;4941 Goederenvervoer over de weg;2016 1e kwartaal;89.9;-0.1;-0.4
1954;4941 Goederenvervoer over de weg;2016 2e kwartaal;90.3;0.4;-0.1
1955;4941 Goederenvervoer over de weg;2016 3e kwartaal;90.4;0.1;0.1
1956;4941 Goederenvervoer over de weg;2016 4e kwartaal;90.6;0.2;0.7
1957;4941 Goederenvervoer over de weg;2016;90.3;;0.1
1958;4941 Goederenvervoer over de weg;2017 1e kwartaal;91.3;0.8;1.6
1959;4941 Goederenvervoer over de weg;2017 2e kwartaal;91.5;0.2;1.4
1960;4941 Goederenvervoer over de weg;2017 3e kwartaal;91.5;0.0;1.3
1961;4941 Goederenvervoer over de weg;2017 4e kwartaal;91.8;0.3;1.4
1962;4941 Goederenvervoer over de weg;2017;91.5;;1.4
1963;4941 Goederenvervoer over de weg;2018 1e kwartaal;93.4;1.8;2.3
1964;4941 Goederenvervoer over de weg;2018 2e kwartaal;94.0;0.5;2.7
1965;4941 Goederenvervoer over de weg;2018 3e kwartaal;94.5;0.6;3.3
1966;4941 Goederenvervoer over de weg;2018 4e kwartaal;95.0;0.5;3.5
1967;4941 Goederenvervoer over de weg;2018;94.2;;2.9
1968;4941 Goederenvervoer over de weg;2019 1e kwartaal;97.5;2.6;4.3
1969;4941 Goederenvervoer over de weg;2019 2e kwartaal;98.0;0.6;4.4
1970;4941 Goederenvervoer over de weg;2019 3e kwartaal;98.2;0.2;3.9
1971;4941 Goederenvervoer over de weg;2019 4e kwartaal;98.5;0.2;3.6
1972;4941 Goederenvervoer over de weg;2019;98.1;;4.1
1973;4941 Goederenvervoer over de weg;2020 1e kwartaal;99.2;0.8;1.7
1974;4941 Goederenvervoer over de weg;2020 2e kwartaal;98.4;-0.8;0.4
1975;4941 Goederenvervoer over de weg;2020 3e kwartaal;98.1;-0.3;-0.1
1976;4941 Goederenvervoer over de weg;2020 4e kwartaal;98.1;0.0;-0.4
1977;4941 Goederenvervoer over de weg;2020;98.5;;0.4
1978;4941 Goederenvervoer over de weg;2021 1e kwartaal;98.4;0.3;-0.8
1979;4941 Goederenvervoer over de weg;2021 2e kwartaal;99.3;1.0;0.9
1980;4941 Goederenvervoer over de weg;2021 3e kwartaal;100.3;0.9;2.2
1981;4941 Goederenvervoer over de weg;2021 4e kwartaal;102.0;1.8;4.0
1982;4941 Goederenvervoer over de weg;2021;100.0;;1.6
1983;4941 Goederenvervoer over de weg;2022 1e kwartaal;107.1;5.0;8.9
1984;4941 Goederenvervoer over de weg;2022 2e kwartaal;111.2;3.8;12.0
1985;4941 Goederenvervoer over de weg;2022 3e kwartaal;114.5;2.9;14.2
1986;4941 Goederenvervoer over de weg;2022 4e kwartaal;114.5;0.0;12.2
1987;4941 Goederenvervoer over de weg;2022;111.8;;11.8
1988;4941 Goederenvervoer over de weg;2023 1e kwartaal;118.6;3.6;10.7
1989;4941 Goederenvervoer over de weg;2023 2e kwartaal;117.5;-0.9;5.7
1990;4941 Goederenvervoer over de weg;2023 3e kwartaal;117.8;0.2;2.9
1991;4941 Goederenvervoer over de weg;2023 4e kwartaal;118.4;0.5;3.4
1992;4941 Goederenvervoer over de weg;2023;118.1;;5.6
1993;4941 Goederenvervoer over de weg;2024 1e kwartaal;121.2;2.3;2.2
1994;4941 Goederenvervoer over de weg;2024 2e kwartaal;121.4;0.2;3.3
1995;4941 Goederenvervoer over de weg;2024 3e kwartaal;120.4;-0.8;2.3
1996;4941 Goederenvervoer over de weg;2024 4e kwartaal;120.5;0.1;1.8
1997;4941 Goederenvervoer over de weg;2024;120.9;;2.4
1998;49411 Goederenvervoer over de weg;2002 4e kwartaal;;;
1999;49411 Goederenvervoer over de weg;2003 1e kwartaal;74.7;;
2000;49411 Goederenvervoer over de weg;2003 2e kwartaal;75.2;0.6;
2001;49411 Goederenvervoer over de weg;2003 3e kwartaal;75.2;0.1;
2002;49411 Goederenvervoer over de weg;2003 4e kwartaal;75.3;0.1;
2003;49411 Goederenvervoer over de weg;2003;75.1;;
2004;49411 Goederenvervoer over de weg;2004 1e kwartaal;75.6;0.4;1.1
2005;49411 Goederenvervoer over de weg;2004 2e kwartaal;75.9;0.4;0.9
2006;49411 Goederenvervoer over de weg;2004 3e kwartaal;76.0;0.2;1.1
2007;49411 Goederenvervoer over de weg;2004 4e kwartaal;76.7;0.9;2.0
2008;49411 Goederenvervoer over de weg;2004;76.0;;1.3
2009;49411 Goederenvervoer over de weg;2005 1e kwartaal;78.1;1.8;3.4
2010;49411 Goederenvervoer over de weg;2005 2e kwartaal;78.5;0.4;3.4
2011;49411 Goederenvervoer over de weg;2005 3e kwartaal;78.7;0.3;3.5
2012;49411 Goederenvervoer over de weg;2005 4e kwartaal;78.9;0.3;2.8
2013;49411 Goederenvervoer over de weg;2005;78.5;;3.3
2014;49411 Goederenvervoer over de weg;2006 1e kwartaal;80.1;1.5;2.6
2015;49411 Goederenvervoer over de weg;2006 2e kwartaal;80.3;0.2;2.3
2016;49411 Goederenvervoer over de weg;2006 3e kwartaal;80.5;0.4;2.4
2017;49411 Goederenvervoer over de weg;2006 4e kwartaal;80.4;-0.2;1.9
2018;49411 Goederenvervoer over de weg;2006;80.3;;2.3
2019;49411 Goederenvervoer over de weg;2007 1e kwartaal;81.6;1.4;1.8
2020;49411 Goederenvervoer over de weg;2007 2e kwartaal;82.1;0.7;2.3
2021;49411 Goederenvervoer over de weg;2007 3e kwartaal;82.3;0.2;2.1
2022;49411 Goederenvervoer over de weg;2007 4e kwartaal;82.7;0.5;2.8
2023;49411 Goederenvervoer over de weg;2007;82.2;;2.3
2024;49411 Goederenvervoer over de weg;2008 1e kwartaal;84.9;2.6;4.0
2025;49411 Goederenvervoer over de weg;2008 2e kwartaal;85.6;0.9;4.3
2026;49411 Goederenvervoer over de weg;2008 3e kwartaal;86.9;1.4;5.6
2027;49411 Goederenvervoer over de weg;2008 4e kwartaal;86.1;-0.9;4.1
2028;49411 Goederenvervoer over de weg;2008;85.9;;4.5
2029;49411 Goederenvervoer over de weg;2009 1e kwartaal;85.5;-0.7;0.8
2030;49411 Goederenvervoer over de weg;2009 2e kwartaal;85.0;-0.6;-0.7
2031;49411 Goederenvervoer over de weg;2009 3e kwartaal;84.5;-0.6;-2.7
2032;49411 Goederenvervoer over de weg;2009 4e kwartaal;84.7;0.2;-1.6
2033;49411 Goederenvervoer over de weg;2009;84.9;;-1.1
2034;49411 Goederenvervoer over de weg;2010 1e kwartaal;84.9;0.2;-0.8
2035;49411 Goederenvervoer over de weg;2010 2e kwartaal;85.0;0.2;0.0
2036;49411 Goederenvervoer over de weg;2010 3e kwartaal;84.9;-0.2;0.4
2037;49411 Goederenvervoer over de weg;2010 4e kwartaal;85.1;0.2;0.4
2038;49411 Goederenvervoer over de weg;2010;84.9;;0.0
2039;49411 Goederenvervoer over de weg;2011 1e kwartaal;86.9;2.2;2.4
2040;49411 Goederenvervoer over de weg;2011 2e kwartaal;88.4;1.7;4.0
2041;49411 Goederenvervoer over de weg;2011 3e kwartaal;88.2;-0.2;4.0
2042;49411 Goederenvervoer over de weg;2011 4e kwartaal;88.5;0.3;4.0
2043;49411 Goederenvervoer over de weg;2011;88.0;;3.6
2044;49411 Goederenvervoer over de weg;2012 1e kwartaal;89.3;0.9;2.7
2045;49411 Goederenvervoer over de weg;2012 2e kwartaal;89.8;0.5;1.6
2046;49411 Goederenvervoer over de weg;2012 3e kwartaal;89.8;0.0;1.8
2047;49411 Goederenvervoer over de weg;2012 4e kwartaal;90.1;0.4;1.8
2048;49411 Goederenvervoer over de weg;2012;89.7;;2.0
2049;49411 Goederenvervoer over de weg;2013 1e kwartaal;90.7;0.6;1.5
2050;49411 Goederenvervoer over de weg;2013 2e kwartaal;90.4;-0.3;0.7
2051;49411 Goederenvervoer over de weg;2013 3e kwartaal;90.3;-0.2;0.6
2052;49411 Goederenvervoer over de weg;2013 4e kwartaal;90.3;0.0;0.2
2053;49411 Goederenvervoer over de weg;2013;90.4;;0.8
2054;49411 Goederenvervoer over de weg;2014 1e kwartaal;90.7;0.4;0.0
2055;49411 Goederenvervoer over de weg;2014 2e kwartaal;90.7;0.0;0.2
2056;49411 Goederenvervoer over de weg;2014 3e kwartaal;90.7;0.1;0.5
2057;49411 Goederenvervoer over de weg;2014 4e kwartaal;90.6;-0.2;0.3
2058;49411 Goederenvervoer over de weg;2014;90.7;;0.3
2059;49411 Goederenvervoer over de weg;2015 1e kwartaal;90.2;-0.4;-0.5
2060;49411 Goederenvervoer over de weg;2015 2e kwartaal;90.4;0.2;-0.3
2061;49411 Goederenvervoer over de weg;2015 3e kwartaal;90.3;-0.1;-0.5
2062;49411 Goederenvervoer over de weg;2015 4e kwartaal;90.0;-0.3;-0.7
2063;49411 Goederenvervoer over de weg;2015;90.2;;-0.5
2064;49411 Goederenvervoer over de weg;2016 1e kwartaal;89.9;-0.1;-0.4
2065;49411 Goederenvervoer over de weg;2016 2e kwartaal;90.3;0.4;-0.1
2066;49411 Goederenvervoer over de weg;2016 3e kwartaal;90.4;0.1;0.1
2067;49411 Goederenvervoer over de weg;2016 4e kwartaal;90.6;0.2;0.7
2068;49411 Goederenvervoer over de weg;2016;90.3;;0.1
2069;49411 Goederenvervoer over de weg;2017 1e kwartaal;91.3;0.8;1.6
2070;49411 Goederenvervoer over de weg;2017 2e kwartaal;91.5;0.2;1.4
2071;49411 Goederenvervoer over de weg;2017 3e kwartaal;91.5;0.0;1.3
2072;49411 Goederenvervoer over de weg;2017 4e kwartaal;91.8;0.3;1.4
2073;49411 Goederenvervoer over de weg;2017;91.5;;1.4
2074;49411 Goederenvervoer over de weg;2018 1e kwartaal;93.4;1.8;2.3
2075;49411 Goederenvervoer over de weg;2018 2e kwartaal;94.0;0.5;2.7
2076;49411 Goederenvervoer over de weg;2018 3e kwartaal;94.5;0.6;3.3
2077;49411 Goederenvervoer over de weg;2018 4e kwartaal;95.0;0.5;3.5
2078;49411 Goederenvervoer over de weg;2018;94.2;;2.9
2079;49411 Goederenvervoer over de weg;2019 1e kwartaal;97.5;2.6;4.3
2080;49411 Goederenvervoer over de weg;2019 2e kwartaal;98.0;0.6;4.4
2081;49411 Goederenvervoer over de weg;2019 3e kwartaal;98.2;0.2;3.9
2082;49411 Goederenvervoer over de weg;2019 4e kwartaal;98.5;0.2;3.6
2083;49411 Goederenvervoer over de weg;2019;98.1;;4.1
2084;49411 Goederenvervoer over de weg;2020 1e kwartaal;99.2;0.8;1.7
2085;49411 Goederenvervoer over de weg;2020 2e kwartaal;98.4;-0.8;0.4
2086;49411 Goederenvervoer over de weg;2020 3e kwartaal;98.1;-0.3;-0.1
2087;49411 Goederenvervoer over de weg;2020 4e kwartaal;98.1;0.0;-0.4
2088;49411 Goederenvervoer over de weg;2020;98.5;;0.4
2089;49411 Goederenvervoer over de weg;2021 1e kwartaal;98.4;0.3;-0.8
2090;49411 Goederenvervoer over de weg;2021 2e kwartaal;99.3;1.0;0.9
2091;49411 Goederenvervoer over de weg;2021 3e kwartaal;100.3;0.9;2.2
2092;49411 Goederenvervoer over de weg;2021 4e kwartaal;102.0;1.8;4.0
2093;49411 Goederenvervoer over de weg;2021;100.0;;1.6
2094;49411 Goederenvervoer over de weg;2022 1e kwartaal;107.1;5.0;8.9
2095;49411 Goederenvervoer over de weg;2022 2e kwartaal;111.2;3.8;12.0
2096;49411 Goederenvervoer over de weg;2022 3e kwartaal;114.5;2.9;14.2
2097;49411 Goederenvervoer over de weg;2022 4e kwartaal;114.5;0.0;12.2
2098;49411 Goederenvervoer over de weg;2022;111.8;;11.8
2099;49411 Goederenvervoer over de weg;2023 1e kwartaal;118.6;3.6;10.7
2100;49411 Goederenvervoer over de weg;2023 2e kwartaal;117.5;-0.9;5.7
2101;49411 Goederenvervoer over de weg;2023 3e kwartaal;117.8;0.2;2.9
2102;49411 Goederenvervoer over de weg;2023 4e kwartaal;118.4;0.5;3.4
2103;49411 Goederenvervoer over de weg;2023;118.1;;5.6
2104;49411 Goederenvervoer over de weg;2024 1e kwartaal;121.2;2.3;2.2
2105;49411 Goederenvervoer over de weg;2024 2e kwartaal;121.4;0.2;3.3
2106;49411 Goederenvervoer over de weg;2024 3e kwartaal;120.4;-0.8;2.3
2107;49411 Goederenvervoer over de weg;2024 4e kwartaal;120.5;0.1;1.8
2108;49411 Goederenvervoer over de weg;2024;120.9;;2.4
2109;494111 Goederenvervoer met koelauto's;2002 4e kwartaal;;;
2110;494111 Goederenvervoer met koelauto's;2003 1e kwartaal;85.2;;
2111;494111 Goederenvervoer met koelauto's;2003 2e kwartaal;85.4;0.2;
2112;494111 Goederenvervoer met koelauto's;2003 3e kwartaal;85.4;0.0;
2113;494111 Goederenvervoer met koelauto's;2003 4e kwartaal;85.4;0.1;
2114;494111 Goederenvervoer met koelauto's;2003;85.3;;
2115;494111 Goederenvervoer met koelauto's;2004 1e kwartaal;85.7;0.3;0.5
2116;494111 Goederenvervoer met koelauto's;2004 2e kwartaal;85.5;-0.1;0.2
2117;494111 Goederenvervoer met koelauto's;2004 3e kwartaal;85.8;0.3;0.5
2118;494111 Goederenvervoer met koelauto's;2004 4e kwartaal;87.0;1.4;1.9
2119;494111 Goederenvervoer met koelauto's;2004;86.0;;0.8
2120;494111 Goederenvervoer met koelauto's;2005 1e kwartaal;87.9;1.0;2.6
2121;494111 Goederenvervoer met koelauto's;2005 2e kwartaal;88.8;1.1;3.8
2122;494111 Goederenvervoer met koelauto's;2005 3e kwartaal;88.4;-0.5;3.0
2123;494111 Goederenvervoer met koelauto's;2005 4e kwartaal;88.2;-0.2;1.4
2124;494111 Goederenvervoer met koelauto's;2005;88.3;;2.7
2125;494111 Goederenvervoer met koelauto's;2006 1e kwartaal;89.0;0.8;1.2
2126;494111 Goederenvervoer met koelauto's;2006 2e kwartaal;89.3;0.4;0.6
2127;494111 Goederenvervoer met koelauto's;2006 3e kwartaal;89.9;0.6;1.7
2128;494111 Goederenvervoer met koelauto's;2006 4e kwartaal;89.7;-0.2;1.6
2129;494111 Goederenvervoer met koelauto's;2006;89.5;;1.3
2130;494111 Goederenvervoer met koelauto's;2007 1e kwartaal;89.8;0.2;0.9
2131;494111 Goederenvervoer met koelauto's;2007 2e kwartaal;90.5;0.8;1.3
2132;494111 Goederenvervoer met koelauto's;2007 3e kwartaal;89.9;-0.6;0.1
2133;494111 Goederenvervoer met koelauto's;2007 4e kwartaal;90.2;0.3;0.6
2134;494111 Goederenvervoer met koelauto's;2007;90.1;;0.7
2135;494111 Goederenvervoer met koelauto's;2008 1e kwartaal;91.4;1.4;1.8
2136;494111 Goederenvervoer met koelauto's;2008 2e kwartaal;92.8;1.5;2.6
2137;494111 Goederenvervoer met koelauto's;2008 3e kwartaal;93.6;0.8;4.0
2138;494111 Goederenvervoer met koelauto's;2008 4e kwartaal;91.5;-2.2;1.4
2139;494111 Goederenvervoer met koelauto's;2008;92.3;;2.5
2140;494111 Goederenvervoer met koelauto's;2009 1e kwartaal;91.7;0.2;0.3
2141;494111 Goederenvervoer met koelauto's;2009 2e kwartaal;91.4;-0.3;-1.6
2142;494111 Goederenvervoer met koelauto's;2009 3e kwartaal;90.4;-1.0;-3.3
2143;494111 Goederenvervoer met koelauto's;2009 4e kwartaal;90.4;-0.1;-1.2
2144;494111 Goederenvervoer met koelauto's;2009;91.0;;-1.5
2145;494111 Goederenvervoer met koelauto's;2010 1e kwartaal;90.9;0.6;-0.9
2146;494111 Goederenvervoer met koelauto's;2010 2e kwartaal;89.0;-2.1;-2.6
2147;494111 Goederenvervoer met koelauto's;2010 3e kwartaal;87.5;-1.7;-3.3
2148;494111 Goederenvervoer met koelauto's;2010 4e kwartaal;87.6;0.2;-3.0
2149;494111 Goederenvervoer met koelauto's;2010;88.8;;-2.4
2150;494111 Goederenvervoer met koelauto's;2011 1e kwartaal;88.9;1.5;-2.2
2151;494111 Goederenvervoer met koelauto's;2011 2e kwartaal;88.8;-0.2;-0.3
2152;494111 Goederenvervoer met koelauto's;2011 3e kwartaal;88.7;-0.1;1.4
2153;494111 Goederenvervoer met koelauto's;2011 4e kwartaal;88.8;0.2;1.4
2154;494111 Goederenvervoer met koelauto's;2011;88.8;;0.0
2155;494111 Goederenvervoer met koelauto's;2012 1e kwartaal;90.1;1.4;1.3
2156;494111 Goederenvervoer met koelauto's;2012 2e kwartaal;90.2;0.0;1.6
2157;494111 Goederenvervoer met koelauto's;2012 3e kwartaal;89.8;-0.4;1.3
2158;494111 Goederenvervoer met koelauto's;2012 4e kwartaal;89.9;0.1;1.2
2159;494111 Goederenvervoer met koelauto's;2012;90.0;;1.3
2160;494111 Goederenvervoer met koelauto's;2013 1e kwartaal;90.8;1.0;0.7
2161;494111 Goederenvervoer met koelauto's;2013 2e kwartaal;90.8;0.0;0.7
2162;494111 Goederenvervoer met koelauto's;2013 3e kwartaal;90.8;0.0;1.1
2163;494111 Goederenvervoer met koelauto's;2013 4e kwartaal;90.8;0.0;1.1
2164;494111 Goederenvervoer met koelauto's;2013;90.8;;0.9
2165;494111 Goederenvervoer met koelauto's;2014 1e kwartaal;91.0;0.2;0.2
2166;494111 Goederenvervoer met koelauto's;2014 2e kwartaal;91.2;0.2;0.4
2167;494111 Goederenvervoer met koelauto's;2014 3e kwartaal;91.1;-0.1;0.3
2168;494111 Goederenvervoer met koelauto's;2014 4e kwartaal;90.7;-0.5;-0.2
2169;494111 Goederenvervoer met koelauto's;2014;91.0;;0.2
2170;494111 Goederenvervoer met koelauto's;2015 1e kwartaal;90.7;0.1;-0.3
2171;494111 Goederenvervoer met koelauto's;2015 2e kwartaal;91.2;0.5;0.0
2172;494111 Goederenvervoer met koelauto's;2015 3e kwartaal;90.7;-0.5;-0.5
2173;494111 Goederenvervoer met koelauto's;2015 4e kwartaal;90.3;-0.4;-0.4
2174;494111 Goederenvervoer met koelauto's;2015;90.7;;-0.3
2175;494111 Goederenvervoer met koelauto's;2016 1e kwartaal;90.1;-0.3;-0.7
2176;494111 Goederenvervoer met koelauto's;2016 2e kwartaal;90.5;0.5;-0.7
2177;494111 Goederenvervoer met koelauto's;2016 3e kwartaal;90.6;0.1;-0.1
2178;494111 Goederenvervoer met koelauto's;2016 4e kwartaal;91.0;0.4;0.7
2179;494111 Goederenvervoer met koelauto's;2016;90.5;;-0.2
2180;494111 Goederenvervoer met koelauto's;2017 1e kwartaal;91.4;0.4;1.4
2181;494111 Goederenvervoer met koelauto's;2017 2e kwartaal;91.6;0.2;1.2
2182;494111 Goederenvervoer met koelauto's;2017 3e kwartaal;91.7;0.2;1.3
2183;494111 Goederenvervoer met koelauto's;2017 4e kwartaal;92.3;0.6;1.4
2184;494111 Goederenvervoer met koelauto's;2017;91.7;;1.3
2185;494111 Goederenvervoer met koelauto's;2018 1e kwartaal;94.0;1.8;2.8
2186;494111 Goederenvervoer met koelauto's;2018 2e kwartaal;94.5;0.6;3.2
2187;494111 Goederenvervoer met koelauto's;2018 3e kwartaal;95.3;0.8;3.9
2188;494111 Goederenvervoer met koelauto's;2018 4e kwartaal;96.1;0.9;4.2
2189;494111 Goederenvervoer met koelauto's;2018;95.0;;3.5
2190;494111 Goederenvervoer met koelauto's;2019 1e kwartaal;98.7;2.7;5.1
2191;494111 Goederenvervoer met koelauto's;2019 2e kwartaal;99.1;0.4;4.8
2192;494111 Goederenvervoer met koelauto's;2019 3e kwartaal;99.7;0.6;4.6
2193;494111 Goederenvervoer met koelauto's;2019 4e kwartaal;99.8;0.1;3.8
2194;494111 Goederenvervoer met koelauto's;2019;99.3;;4.6
2195;494111 Goederenvervoer met koelauto's;2020 1e kwartaal;100.7;0.9;2.0
2196;494111 Goederenvervoer met koelauto's;2020 2e kwartaal;99.2;-1.5;0.1
2197;494111 Goederenvervoer met koelauto's;2020 3e kwartaal;98.8;-0.4;-0.9
2198;494111 Goederenvervoer met koelauto's;2020 4e kwartaal;98.3;-0.5;-1.5
2199;494111 Goederenvervoer met koelauto's;2020;99.3;;-0.1
2200;494111 Goederenvervoer met koelauto's;2021 1e kwartaal;99.0;0.6;-1.7
2201;494111 Goederenvervoer met koelauto's;2021 2e kwartaal;99.4;0.4;0.2
2202;494111 Goederenvervoer met koelauto's;2021 3e kwartaal;100.2;0.8;1.4
2203;494111 Goederenvervoer met koelauto's;2021 4e kwartaal;101.5;1.3;3.2
2204;494111 Goederenvervoer met koelauto's;2021;100.0;;0.7
2205;494111 Goederenvervoer met koelauto's;2022 1e kwartaal;106.8;5.2;7.9
2206;494111 Goederenvervoer met koelauto's;2022 2e kwartaal;109.4;2.5;10.1
2207;494111 Goederenvervoer met koelauto's;2022 3e kwartaal;110.8;1.2;10.5
2208;494111 Goederenvervoer met koelauto's;2022 4e kwartaal;113.4;2.4;11.8
2209;494111 Goederenvervoer met koelauto's;2022;110.1;;10.1
2210;494111 Goederenvervoer met koelauto's;2023 1e kwartaal;118.2;4.2;10.7
2211;494111 Goederenvervoer met koelauto's;2023 2e kwartaal;117.2;-0.8;7.1
2212;494111 Goederenvervoer met koelauto's;2023 3e kwartaal;117.8;0.5;6.4
2213;494111 Goederenvervoer met koelauto's;2023 4e kwartaal;118.4;0.5;4.4
2214;494111 Goederenvervoer met koelauto's;2023;117.9;;7.1
2215;494111 Goederenvervoer met koelauto's;2024 1e kwartaal;121.3;2.5;2.6
2216;494111 Goederenvervoer met koelauto's;2024 2e kwartaal;121.9;0.4;4.0
2217;494111 Goederenvervoer met koelauto's;2024 3e kwartaal;121.8;0.0;3.4
2218;494111 Goederenvervoer met koelauto's;2024 4e kwartaal;121.3;-0.5;2.4
2219;494111 Goederenvervoer met koelauto's;2024;121.6;;3.1
2220;49411A Goederenvervoer met tankauto..;2002 4e kwartaal;;;
2221;49411A Goederenvervoer met tankauto..;2003 1e kwartaal;81.8;;
2222;49411A Goederenvervoer met tankauto..;2003 2e kwartaal;82.6;0.9;
2223;49411A Goederenvervoer met tankauto..;2003 3e kwartaal;82.5;0.0;
2224;49411A Goederenvervoer met tankauto..;2003 4e kwartaal;82.7;0.2;
2225;49411A Goederenvervoer met tankauto..;2003;82.4;;
2226;49411A Goederenvervoer met tankauto..;2004 1e kwartaal;82.8;0.1;1.2
2227;49411A Goederenvervoer met tankauto..;2004 2e kwartaal;82.7;-0.1;0.1
2228;49411A Goederenvervoer met tankauto..;2004 3e kwartaal;82.7;0.1;0.2
2229;49411A Goederenvervoer met tankauto..;2004 4e kwartaal;83.2;0.5;0.6
