ID;BedrijfstakkenBranchesSBI2008;RegioS;Perioden;ProductieBasisprijzen_1;IntermediairVerbruik_2;BrutoToegevoegdeWaardeBasisprijzen_3;BeloningVanWerknemers_4;NietProductgebondenBelastingen_5;NietProductgebondenSubsidies_6;ExploitatieoverschotBruto_7;ArbeidsvolumeWerkzamePersonen_8;ArbeidsvolumeWerknemers_9
27;A-U Alle economische activiteiten;Noord-Nederland (LD);2001;74131.0;36192.0;37939.0;19074.0;384.0;353.0;18834.0;601.8;489.6
28;A-U Alle economische activiteiten;Noord-Nederland (LD);2002;75360.0;36424.0;38936.0;20149.0;400.0;354.0;18741.0;606.5;495.3
29;A-U Alle economische activiteiten;Noord-Nederland (LD);2003;76647.0;36111.0;40536.0;20811.0;400.0;346.0;19671.0;603.4;491.4
30;A-U Alle economische activiteiten;Noord-Nederland (LD);2004;78061.0;36936.0;41125.0;21145.0;413.0;391.0;19958.0;599.7;487.1
31;A-U Alle economische activiteiten;Noord-Nederland (LD);2005;83363.0;39558.0;43805.0;21373.0;446.0;347.0;22333.0;602.8;487.0
32;A-U Alle economische activiteiten;Noord-Nederland (LD);2006;88132.0;40715.0;47417.0;21894.0;447.0;378.0;25454.0;606.9;487.9
33;A-U Alle economische activiteiten;Noord-Nederland (LD);2007;93038.0;43826.0;49212.0;23104.0;461.0;485.0;26132.0;618.0;496.4
34;A-U Alle economische activiteiten;Noord-Nederland (LD);2008;100785.0;46135.0;54650.0;24397.0;489.0;542.0;30306.0;627.2;504.6
35;A-U Alle economische activiteiten;Noord-Nederland (LD);2009;94997.0;44192.0;50805.0;24594.0;527.0;650.0;26334.0;613.2;492.8
36;A-U Alle economische activiteiten;Noord-Nederland (LD);2010;97715.0;44796.0;52919.0;24297.0;546.0;736.0;28812.0;608.9;488.4
37;A-U Alle economische activiteiten;Noord-Nederland (LD);2011;102296.0;47363.0;54934.0;25008.0;566.0;734.0;30093.0;614.5;490.0
38;A-U Alle economische activiteiten;Noord-Nederland (LD);2012;104110.0;47159.0;56951.0;25195.0;562.0;664.0;31857.0;607.5;482.3
39;A-U Alle economische activiteiten;Noord-Nederland (LD);2013;105454.0;47173.0;58281.0;25145.0;624.0;603.0;33115.0;598.8;472.9
40;A-U Alle economische activiteiten;Noord-Nederland (LD);2014;103414.0;48372.0;55042.0;25440.0;799.0;574.0;29378.0;597.1;469.9
41;A-U Alle economische activiteiten;Noord-Nederland (LD);2015;100842.0;48622.0;52220.0;25486.0;705.0;564.0;26593.0;600.6;471.3
42;A-U Alle economische activiteiten;Oost-Nederland (LD);1995;101951.0;51203.0;50748.0;29378.0;589.0;263.0;21044.0;1140.8;933.8
43;A-U Alle economische activiteiten;Oost-Nederland (LD);1996;107149.0;54551.0;52598.0;30338.0;596.0;390.0;22054.0;1160.3;950.0
44;A-U Alle economische activiteiten;Oost-Nederland (LD);1997;115549.0;59313.0;56236.0;31908.0;595.0;478.0;24211.0;1183.4;972.2
45;A-U Alle economische activiteiten;Oost-Nederland (LD);1998;122425.0;62372.0;60053.0;34295.0;621.0;598.0;25735.0;1216.4;1007.9
46;A-U Alle economische activiteiten;Oost-Nederland (LD);1999;130180.0;66287.0;63893.0;37027.0;688.0;709.0;26887.0;1250.9;1043.3
47;A-U Alle economische activiteiten;Oost-Nederland (LD);2000;142011.0;72965.0;69046.0;40161.0;736.0;700.0;28849.0;1271.7;1068.5
48;A-U Alle economische activiteiten;Oost-Nederland (LD);2001;151179.0;78022.0;73157.0;42789.0;819.0;797.0;30346.0;1290.5;1090.7
49;A-U Alle economische activiteiten;Oost-Nederland (LD);2002;154366.0;78470.0;75896.0;44690.0;856.0;803.0;31153.0;1290.9;1092.5
50;A-U Alle economische activiteiten;Oost-Nederland (LD);2003;158642.0;80026.0;78616.0;46433.0;875.0;795.0;32103.0;1288.0;1090.2
51;A-U Alle economische activiteiten;Oost-Nederland (LD);2004;162295.0;81653.0;80642.0;47009.0;911.0;897.0;33619.0;1278.5;1076.8
52;A-U Alle economische activiteiten;Oost-Nederland (LD);2005;169672.0;86128.0;83544.0;47956.0;981.0;796.0;35403.0;1291.0;1082.6
53;A-U Alle economische activiteiten;Oost-Nederland (LD);2006;181707.0;92143.0;89564.0;49888.0;998.0;876.0;39554.0;1320.1;1104.3
54;A-U Alle economische activiteiten;Oost-Nederland (LD);2007;193336.0;98060.0;95276.0;53188.0;1021.0;1061.0;42128.0;1364.4;1138.4
55;A-U Alle economische activiteiten;Oost-Nederland (LD);2008;202749.0;103662.0;99087.0;56386.0;1111.0;1171.0;42761.0;1389.3;1159.3
56;A-U Alle economische activiteiten;Oost-Nederland (LD);2009;197302.0;99649.0;97653.0;57504.0;1204.0;1433.0;40378.0;1375.0;1146.8
57;A-U Alle economische activiteiten;Oost-Nederland (LD);2010;200748.0;101813.0;98935.0;57323.0;1294.0;1581.0;41899.0;1370.0;1139.3
58;A-U Alle economische activiteiten;Oost-Nederland (LD);2011;211667.0;109226.0;102441.0;59041.0;1326.0;1524.0;43598.0;1385.7;1147.4
59;A-U Alle economische activiteiten;Oost-Nederland (LD);2012;210469.0;109410.0;101059.0;59665.0;1338.0;1389.0;41446.0;1372.7;1131.5
60;A-U Alle economische activiteiten;Oost-Nederland (LD);2013;209707.0;108425.0;101282.0;59544.0;1461.0;1275.0;41552.0;1351.3;1106.7
61;A-U Alle economische activiteiten;Oost-Nederland (LD);2014;212803.0;109102.0;103701.0;59920.0;1848.0;1171.0;43104.0;1343.7;1096.1
62;A-U Alle economische activiteiten;Oost-Nederland (LD);2015;218192.0;111852.0;106340.0;60033.0;1663.0;1154.0;45798.0;1352.0;1100.3
63;A-U Alle economische activiteiten;West-Nederland (LD);1995;308291.0;154985.0;153306.0;87617.0;1660.0;828.0;64857.0;2999.7;2576.3
64;A-U Alle economische activiteiten;West-Nederland (LD);1996;325615.0;166266.0;159349.0;91276.0;1704.0;1177.0;67546.0;3084.2;2640.7
65;A-U Alle economische activiteiten;West-Nederland (LD);1997;349861.0;179268.0;170593.0;96606.0;1712.0;1464.0;73739.0;3189.4;2734.9
66;A-U Alle economische activiteiten;West-Nederland (LD);1998;374624.0;191147.0;183477.0;103785.0;1804.0;1884.0;79772.0;3283.1;2837.5
67;A-U Alle economische activiteiten;West-Nederland (LD);1999;401276.0;205887.0;195389.0;111822.0;2032.0;2190.0;83725.0;3369.9;2926.7
68;A-U Alle economische activiteiten;West-Nederland (LD);2000;441764.0;232088.0;209676.0;121091.0;2191.0;2230.0;88624.0;3422.8;2993.1
69;A-U Alle economische activiteiten;West-Nederland (LD);2001;465569.0;245179.0;220390.0;127496.0;2396.0;2479.0;92977.0;3495.4;3068.9
70;A-U Alle economische activiteiten;West-Nederland (LD);2002;479512.0;247600.0;231912.0;133829.0;2505.0;2517.0;98095.0;3481.3;3060.6
71;A-U Alle economische activiteiten;West-Nederland (LD);2003;484587.0;247346.0;237241.0;136723.0;2516.0;2417.0;100419.0;3425.3;3008.2
72;A-U Alle economische activiteiten;West-Nederland (LD);2004;503526.0;258444.0;245082.0;138663.0;2621.0;2702.0;106500.0;3397.1;2965.8
73;A-U Alle economische activiteiten;West-Nederland (LD);2005;530809.0;276008.0;254801.0;141015.0;2827.0;2427.0;113386.0;3403.5;2962.6
74;A-U Alle economische activiteiten;West-Nederland (LD);2006;560708.0;293217.0;267491.0;145652.0;2864.0;2511.0;121486.0;3486.0;3019.8
75;A-U Alle economische activiteiten;West-Nederland (LD);2007;595394.0;310335.0;285059.0;154693.0;2931.0;2924.0;130359.0;3579.6;3087.5
76;A-U Alle economische activiteiten;West-Nederland (LD);2008;627341.0;332490.0;294851.0;162812.0;3179.0;3189.0;132049.0;3645.4;3146.4
77;A-U Alle economische activiteiten;West-Nederland (LD);2009;606249.0;317282.0;288967.0;165296.0;3430.0;3898.0;124139.0;3619.5;3115.6
78;A-U Alle economische activiteiten;West-Nederland (LD);2010;624273.0;328486.0;295787.0;164568.0;3471.0;3697.0;131445.0;3583.5;3070.9
79;A-U Alle economische activiteiten;West-Nederland (LD);2011;649756.0;351730.0;298026.0;167793.0;3568.0;3377.0;130042.0;3592.7;3058.3
80;A-U Alle economische activiteiten;West-Nederland (LD);2012;665126.0;364225.0;300901.0;170711.0;3782.0;2993.0;129400.0;3579.5;3036.9
81;A-U Alle economische activiteiten;West-Nederland (LD);2013;665240.0;361073.0;304167.0;172325.0;4269.0;2812.0;130385.0;3544.5;2996.9
82;A-U Alle economische activiteiten;West-Nederland (LD);2014;675147.0;363188.0;311959.0;174429.0;5708.0;2710.0;134532.0;3553.0;2987.5
83;A-U Alle economische activiteiten;West-Nederland (LD);2015;694633.0;369698.0;324934.0;175914.0;4875.0;2661.0;146806.0;3598.5;3022.8
84;A-U Alle economische activiteiten;Zuid-Nederland (LD);1995;124330.0;63240.0;61090.0;33682.0;683.0;302.0;27027.0;1251.8;1042.8
85;A-U Alle economische activiteiten;Zuid-Nederland (LD);1996;133785.0;70045.0;63740.0;35042.0;704.0;464.0;28458.0;1278.5;1066.9
86;A-U Alle economische activiteiten;Zuid-Nederland (LD);1997;145751.0;77204.0;68547.0;36995.0;696.0;575.0;31431.0;1325.4;1105.8
87;A-U Alle economische activiteiten;Zuid-Nederland (LD);1998;154673.0;82173.0;72500.0;39611.0;716.0;722.0;32895.0;1365.6;1148.7
88;A-U Alle economische activiteiten;Zuid-Nederland (LD);1999;166603.0;88482.0;78121.0;42653.0;811.0;865.0;35522.0;1398.6;1185.4
89;A-U Alle economische activiteiten;Zuid-Nederland (LD);2000;182993.0;98452.0;84541.0;46206.0;870.0;857.0;38322.0;1421.4;1212.2
90;A-U Alle economische activiteiten;Zuid-Nederland (LD);2001;192566.0;104235.0;88331.0;48691.0;976.0;964.0;39628.0;1438.2;1230.8
91;A-U Alle economische activiteiten;Zuid-Nederland (LD);2002;195260.0;104597.0;90663.0;51040.0;1017.0;974.0;39580.0;1434.0;1228.1
92;A-U Alle economische activiteiten;Zuid-Nederland (LD);2003;197945.0;105511.0;92434.0;52566.0;1021.0;925.0;39772.0;1417.0;1213.7
93;A-U Alle economische activiteiten;Zuid-Nederland (LD);2004;206828.0;110855.0;95973.0;53456.0;1069.0;1040.0;42488.0;1410.9;1203.3
94;A-U Alle economische activiteiten;Zuid-Nederland (LD);2005;214920.0;115523.0;99397.0;54023.0;1139.0;921.0;45156.0;1407.4;1196.0
95;A-U Alle economische activiteiten;Zuid-Nederland (LD);2006;227434.0;122172.0;105262.0;56244.0;1137.0;990.0;48871.0;1439.7;1218.9
96;A-U Alle economische activiteiten;Zuid-Nederland (LD);2007;242223.0;130866.0;111357.0;59487.0;1164.0;1179.0;51885.0;1481.7;1251.2
97;A-U Alle economische activiteiten;Zuid-Nederland (LD);2008;251977.0;137086.0;114891.0;63295.0;1264.0;1320.0;51652.0;1512.1;1278.1
98;A-U Alle economische activiteiten;Zuid-Nederland (LD);2009;236467.0;125833.0;110634.0;63804.0;1378.0;1645.0;47097.0;1483.9;1250.6
99;A-U Alle economische activiteiten;Zuid-Nederland (LD);2010;249916.0;134808.0;115108.0;63799.0;1442.0;1726.0;51593.0;1486.3;1249.6
100;A-U Alle economische activiteiten;Zuid-Nederland (LD);2011;268188.0;149213.0;118975.0;65710.0;1514.0;1611.0;53362.0;1498.8;1255.6
101;A-U Alle economische activiteiten;Zuid-Nederland (LD);2012;268978.0;149848.0;119129.0;66773.0;1527.0;1465.0;52294.0;1488.9;1243.6
102;A-U Alle economische activiteiten;Zuid-Nederland (LD);2013;266837.0;147336.0;119501.0;67088.0;1658.0;1422.0;52177.0;1470.4;1223.8
103;A-U Alle economische activiteiten;Zuid-Nederland (LD);2014;269904.0;147759.0;122145.0;67685.0;2102.0;1345.0;53702.0;1463.6;1214.1
104;A-U Alle economische activiteiten;Zuid-Nederland (LD);2015;278460.0;150970.0;127490.0;68121.0;1856.0;1305.0;58819.0;1479.5;1225.8
105;A-U Alle economische activiteiten;Extra-Regio (LD);1995;3113.0;646.0;2467.0;318.0;8.0;0.0;2141.0;7.6;7.6
106;A-U Alle economische activiteiten;Extra-Regio (LD);1996;3493.0;687.0;2806.0;298.0;8.0;1.0;2501.0;7.0;7.0
107;A-U Alle economische activiteiten;Extra-Regio (LD);1997;3700.0;775.0;2925.0;299.0;8.0;1.0;2619.0;6.7;6.7
108;A-U Alle economische activiteiten;Extra-Regio (LD);1998;3500.0;804.0;2696.0;313.0;7.0;2.0;2378.0;6.7;6.7
109;A-U Alle economische activiteiten;Extra-Regio (LD);1999;3647.0;926.0;2721.0;318.0;10.0;2.0;2395.0;6.7;6.7
110;A-U Alle economische activiteiten;Extra-Regio (LD);2000;4783.0;970.0;3813.0;329.0;11.0;2.0;3475.0;6.6;6.6
111;A-U Alle economische activiteiten;Extra-Regio (LD);2001;5826.0;1040.0;4786.0;341.0;12.0;3.0;4436.0;6.6;6.6
112;A-U Alle economische activiteiten;Extra-Regio (LD);2002;5229.0;1048.0;4181.0;359.0;11.0;4.0;3815.0;6.7;6.7
113;A-U Alle economische activiteiten;Extra-Regio (LD);2003;5074.0;1002.0;4072.0;376.0;10.0;3.0;3689.0;6.7;6.7
114;A-U Alle economische activiteiten;Extra-Regio (LD);2004;5853.0;1135.0;4718.0;399.0;12.0;4.0;4311.0;6.9;6.9
115;A-U Alle economische activiteiten;Extra-Regio (LD);2005;6308.0;1452.0;4856.0;408.0;11.0;3.0;4440.0;6.9;6.8
116;A-U Alle economische activiteiten;Extra-Regio (LD);2006;7790.0;1539.0;6251.0;441.0;12.0;3.0;5801.0;6.9;6.9
117;A-U Alle economische activiteiten;Extra-Regio (LD);2007;8253.0;1640.0;6613.0;460.0;11.0;3.0;6145.0;7.0;7.0
118;A-U Alle economische activiteiten;Extra-Regio (LD);2008;8905.0;1496.0;7409.0;465.0;10.0;2.0;6936.0;7.0;7.0
119;A-U Alle economische activiteiten;Extra-Regio (LD);2009;7108.0;1478.0;5630.0;481.0;10.0;3.0;5142.0;7.1;7.1
120;A-U Alle economische activiteiten;Extra-Regio (LD);2010;6271.0;1263.0;5008.0;484.0;10.0;3.0;4517.0;7.1;7.1
121;A-U Alle economische activiteiten;Extra-Regio (LD);2011;6507.0;1292.0;5215.0;488.0;11.0;2.0;4718.0;7.0;7.0
122;A-U Alle economische activiteiten;Extra-Regio (LD);2012;7112.0;1320.0;5792.0;481.0;10.0;2.0;5303.0;6.6;6.6
123;A-U Alle economische activiteiten;Extra-Regio (LD);2013;6555.0;1251.0;5304.0;492.0;12.0;1.0;4800.0;6.7;6.7
124;A-U Alle economische activiteiten;Extra-Regio (LD);2014;6031.0;1463.0;4567.0;488.0;15.0;0.0;4064.0;6.6;6.6
125;A-U Alle economische activiteiten;Extra-Regio (LD);2015;5541.0;1539.0;4002.0;507.0;12.0;1.0;3485.0;6.8;6.8
126;A-U Alle economische activiteiten;Groningen (PV);1995;20684.0;8782.0;11902.0;5191.0;102.0;45.0;6654.0;207.7;166.3
127;A-U Alle economische activiteiten;Groningen (PV);1996;22740.0;9497.0;13243.0;5314.0;105.0;64.0;7888.0;208.2;167.2
128;A-U Alle economische activiteiten;Groningen (PV);1997;23800.0;10315.0;13485.0;5567.0;104.0;78.0;7892.0;213.0;172.2
129;A-U Alle economische activiteiten;Groningen (PV);1998;24294.0;10882.0;13412.0;5865.0;107.0;97.0;7537.0;215.3;175.6
130;A-U Alle economische activiteiten;Groningen (PV);1999;24465.0;11236.0;13229.0;6271.0;118.0;115.0;6955.0;216.7;178.5
131;A-U Alle economische activiteiten;Groningen (PV);2000;27219.0;12385.0;14834.0;6733.0;126.0;114.0;8089.0;218.6;181.3
132;A-U Alle economische activiteiten;Groningen (PV);2001;29547.0;13028.0;16519.0;7072.0;138.0;127.0;9436.0;215.4;180.6
133;A-U Alle economische activiteiten;Groningen (PV);2002;29994.0;13043.0;16951.0;7448.0;143.0;129.0;9489.0;215.4;181.7
134;A-U Alle economische activiteiten;Groningen (PV);2003;31116.0;13203.0;17913.0;7725.0;144.0;125.0;10169.0;215.7;181.2
135;A-U Alle economische activiteiten;Groningen (PV);2004;31523.0;13210.0;18313.0;7859.0;148.0;140.0;10446.0;213.8;178.9
136;A-U Alle economische activiteiten;Groningen (PV);2005;34555.0;14745.0;19810.0;7895.0;162.0;125.0;11878.0;213.5;177.7
137;A-U Alle economische activiteiten;Groningen (PV);2006;37427.0;15206.0;22221.0;8066.0;162.0;134.0;14127.0;214.2;177.7
138;A-U Alle economische activiteiten;Groningen (PV);2007;38178.0;16044.0;22134.0;8394.0;165.0;170.0;13745.0;216.7;179.0
139;A-U Alle economische activiteiten;Groningen (PV);2008;43784.0;17162.0;26622.0;8788.0;174.0;190.0;17850.0;218.9;180.9
140;A-U Alle economische activiteiten;Groningen (PV);2009;40273.0;16567.0;23706.0;9007.0;187.0;231.0;14743.0;216.6;178.9
141;A-U Alle economische activiteiten;Groningen (PV);2010;42809.0;17168.0;25641.0;8840.0;184.0;277.0;16895.0;213.5;176.4
142;A-U Alle economische activiteiten;Groningen (PV);2011;44446.0;17815.0;26631.0;9101.0;197.0;267.0;17601.0;216.2;177.8
143;A-U Alle economische activiteiten;Groningen (PV);2012;46415.0;17842.0;28573.0;9227.0;192.0;248.0;19403.0;214.2;175.6
144;A-U Alle economische activiteiten;Groningen (PV);2013;48333.0;18289.0;30044.0;9343.0;220.0;238.0;20719.0;213.2;174.3
145;A-U Alle economische activiteiten;Groningen (PV);2014;45111.0;18806.0;26305.0;9435.0;280.0;232.0;16822.0;212.4;173.3
146;A-U Alle economische activiteiten;Groningen (PV);2015;42119.0;18696.0;23423.0;9498.0;247.0;227.0;13905.0;213.7;173.9
147;A-U Alle economische activiteiten;Friesland (PV);1995;17239.0;8888.0;8351.0;4656.0;100.0;41.0;3636.0;196.7;146.5
148;A-U Alle economische activiteiten;Friesland (PV);1996;18193.0;9546.0;8647.0;4800.0;101.0;64.0;3810.0;201.5;150.4
149;A-U Alle economische activiteiten;Friesland (PV);1997;19398.0;10293.0;9105.0;5015.0;100.0;76.0;4066.0;204.8;152.9
150;A-U Alle economische activiteiten;Friesland (PV);1998;20834.0;10960.0;9874.0;5404.0;107.0;96.0;4459.0;212.0;159.3
151;A-U Alle economische activiteiten;Friesland (PV);1999;21680.0;11406.0;10274.0;5817.0;117.0;117.0;4457.0;218.4;165.3
152;A-U Alle economische activiteiten;Friesland (PV);2000;23657.0;12437.0;11220.0;6264.0;124.0;111.0;4943.0;219.2;168.4
153;A-U Alle economische activiteiten;Friesland (PV);2001;25738.0;13752.0;11986.0;6648.0;140.0;130.0;5328.0;215.7;169.2
154;A-U Alle economische activiteiten;Friesland (PV);2002;25987.0;13821.0;12166.0;6921.0;145.0;128.0;5228.0;216.5;170.6
155;A-U Alle economische activiteiten;Friesland (PV);2003;26073.0;13455.0;12618.0;7185.0;146.0;126.0;5413.0;216.7;170.3
156;A-U Alle economische activiteiten;Friesland (PV);2004;26573.0;13810.0;12763.0;7320.0;150.0;142.0;5435.0;216.7;170.0
157;A-U Alle economische activiteiten;Friesland (PV);2005;27881.0;14523.0;13358.0;7468.0;163.0;126.0;5853.0;219.0;170.7
158;A-U Alle economische activiteiten;Friesland (PV);2006;29002.0;14894.0;14108.0;7657.0;162.0;139.0;6428.0;219.9;171.0
159;A-U Alle economische activiteiten;Friesland (PV);2007;31278.0;16141.0;15137.0;8127.0;168.0;173.0;7015.0;225.0;175.4
160;A-U Alle economische activiteiten;Friesland (PV);2008;32570.0;16897.0;15673.0;8498.0;178.0;195.0;7192.0;226.6;176.6
161;A-U Alle economische activiteiten;Friesland (PV);2009;31903.0;16555.0;15348.0;8615.0;193.0;234.0;6774.0;221.7;172.9
162;A-U Alle economische activiteiten;Friesland (PV);2010;31905.0;16338.0;15567.0;8701.0;208.0;275.0;6932.0;224.0;174.4
163;A-U Alle economische activiteiten;Friesland (PV);2011;33597.0;17279.0;16317.0;8961.0;211.0;285.0;7430.0;225.9;174.5
164;A-U Alle economische activiteiten;Friesland (PV);2012;33271.0;16936.0;16335.0;8987.0;212.0;252.0;7388.0;223.4;171.7
165;A-U Alle economische activiteiten;Friesland (PV);2013;32954.0;16688.0;16266.0;8884.0;232.0;205.0;7355.0;219.4;167.2
166;A-U Alle economische activiteiten;Friesland (PV);2014;33746.0;17276.0;16470.0;8935.0;302.0;191.0;7424.0;217.6;164.8
167;A-U Alle economische activiteiten;Friesland (PV);2015;34195.0;17735.0;16460.0;8937.0;264.0;186.0;7445.0;219.4;165.8
168;A-U Alle economische activiteiten;Drenthe (PV);1995;13375.0;6366.0;7009.0;3858.0;78.0;30.0;3103.0;154.9;123.1
169;A-U Alle economische activiteiten;Drenthe (PV);1996;14203.0;6971.0;7232.0;4009.0;79.0;48.0;3192.0;158.6;126.2
170;A-U Alle economische activiteiten;Drenthe (PV);1997;15158.0;7572.0;7586.0;4222.0;79.0;58.0;3343.0;163.6;130.3
171;A-U Alle economische activiteiten;Drenthe (PV);1998;15673.0;7774.0;7899.0;4435.0;81.0;73.0;3456.0;165.4;132.6
172;A-U Alle economische activiteiten;Drenthe (PV);1999;16178.0;7999.0;8179.0;4694.0;88.0;88.0;3485.0;167.7;135.1
173;A-U Alle economische activiteiten;Drenthe (PV);2000;17620.0;8758.0;8862.0;5016.0;94.0;85.0;3837.0;167.9;136.2
174;A-U Alle economische activiteiten;Drenthe (PV);2001;18846.0;9413.0;9433.0;5355.0;105.0;97.0;4070.0;170.7;139.7
175;A-U Alle economische activiteiten;Drenthe (PV);2002;19379.0;9560.0;9819.0;5780.0;111.0;98.0;4026.0;174.5;143.0
176;A-U Alle economische activiteiten;Drenthe (PV);2003;19457.0;9453.0;10004.0;5900.0;110.0;95.0;4089.0;171.0;140.0
177;A-U Alle economische activiteiten;Drenthe (PV);2004;19965.0;9917.0;10048.0;5966.0;115.0;109.0;4076.0;169.2;138.2
178;A-U Alle economische activiteiten;Drenthe (PV);2005;20928.0;10290.0;10638.0;6011.0;122.0;95.0;4600.0;170.3;138.6
179;A-U Alle economische activiteiten;Drenthe (PV);2006;21702.0;10614.0;11088.0;6172.0;122.0;105.0;4899.0;172.7;139.2
180;A-U Alle economische activiteiten;Drenthe (PV);2007;23582.0;11641.0;11941.0;6584.0;128.0;142.0;5371.0;176.3;141.9
181;A-U Alle economische activiteiten;Drenthe (PV);2008;24430.0;12076.0;12354.0;7112.0;137.0;157.0;5262.0;181.7;147.0
182;A-U Alle economische activiteiten;Drenthe (PV);2009;22821.0;11070.0;11751.0;6972.0;147.0;184.0;4816.0;174.9;141.0
183;A-U Alle economische activiteiten;Drenthe (PV);2010;23001.0;11290.0;11711.0;6756.0;154.0;183.0;4985.0;171.5;137.7
184;A-U Alle economische activiteiten;Drenthe (PV);2011;24253.0;12268.0;11985.0;6946.0;158.0;181.0;5062.0;172.4;137.8
185;A-U Alle economische activiteiten;Drenthe (PV);2012;24423.0;12381.0;12042.0;6982.0;158.0;164.0;5066.0;169.8;134.9
186;A-U Alle economische activiteiten;Drenthe (PV);2013;24167.0;12195.0;11972.0;6918.0;172.0;159.0;5041.0;166.2;131.4
187;A-U Alle economische activiteiten;Drenthe (PV);2014;24556.0;12289.0;12267.0;7071.0;216.0;151.0;5131.0;167.1;131.8
188;A-U Alle economische activiteiten;Drenthe (PV);2015;24527.0;12190.0;12337.0;7051.0;194.0;151.0;5243.0;167.5;131.6
189;A-U Alle economische activiteiten;Overijssel (PV);1995;33428.0;16989.0;16439.0;9747.0;186.0;81.0;6587.0;387.4;314.2
190;A-U Alle economische activiteiten;Overijssel (PV);1996;35216.0;18155.0;17061.0;10026.0;189.0;124.0;6970.0;392.8;318.5
