ID;Financieringsvorm;Wijken;Perioden;Gemeentenaam_1;SoortRegio_2;Codering_3;IndelingswijzigingWijken_4;WmoClienten_5;WmoClientenPer1000Inwoners_6
0;Totaal;Aa en Hunze;1e halfjaar 2023;Aa en Hunze                             ;Gemeente ;GM1680  ;1.0;1775.0;69.0
1;Totaal;Aa en Hunze;2e halfjaar 2023;Aa en Hunze                             ;Gemeente ;GM1680  ;1.0;1745.0;68.0
2;Totaal;Aa en Hunze;2023;Aa en Hunze                             ;Gemeente ;GM1680  ;1.0;1875.0;73.0
3;Totaal;Wijk 00 Annen;1e halfjaar 2023;Wijk 00 Annen                           ;Wijk     ;WK168000;1.0;245.0;68.0
4;Totaal;Wijk 00 Annen;2e halfjaar 2023;Wijk 00 Annen                           ;Wijk     ;WK168000;1.0;240.0;67.0
5;Totaal;Wijk 00 Annen;2023;Wijk 00 Annen                           ;Wijk     ;WK168000;1.0;245.0;68.0
6;Totaal;Wijk 01 Eext;1e halfjaar 2023;Wijk 01 Eext                            ;Wijk     ;WK168001;1.0;60.0;41.0
7;Totaal;Wijk 01 Eext;2e halfjaar 2023;Wijk 01 Eext                            ;Wijk     ;WK168001;1.0;65.0;45.0
8;Totaal;Wijk 01 Eext;2023;Wijk 01 Eext                            ;Wijk     ;WK168001;1.0;65.0;45.0
9;Totaal;Wijk 02 Anloo;1e halfjaar 2023;Wijk 02 Anloo                           ;Wijk     ;WK168002;1.0;15.0;38.0
10;Totaal;Wijk 02 Anloo;2e halfjaar 2023;Wijk 02 Anloo                           ;Wijk     ;WK168002;1.0;15.0;38.0
11;Totaal;Wijk 02 Anloo;2023;Wijk 02 Anloo                           ;Wijk     ;WK168002;1.0;15.0;38.0
12;Totaal;Wijk 03 Gasteren;1e halfjaar 2023;Wijk 03 Gasteren                        ;Wijk     ;WK168003;1.0;15.0;38.0
13;Totaal;Wijk 03 Gasteren;2e halfjaar 2023;Wijk 03 Gasteren                        ;Wijk     ;WK168003;1.0;15.0;38.0
14;Totaal;Wijk 03 Gasteren;2023;Wijk 03 Gasteren                        ;Wijk     ;WK168003;1.0;15.0;38.0
15;Totaal;Wijk 04 Anderen;1e halfjaar 2023;Wijk 04 Anderen                         ;Wijk     ;WK168004;1.0;25.0;100.0
16;Totaal;Wijk 04 Anderen;2e halfjaar 2023;Wijk 04 Anderen                         ;Wijk     ;WK168004;1.0;25.0;100.0
17;Totaal;Wijk 04 Anderen;2023;Wijk 04 Anderen                         ;Wijk     ;WK168004;1.0;25.0;100.0
18;Totaal;Wijk 05 Schipborg;1e halfjaar 2023;Wijk 05 Schipborg                       ;Wijk     ;WK168005;1.0;30.0;49.0
19;Totaal;Wijk 05 Schipborg;2e halfjaar 2023;Wijk 05 Schipborg                       ;Wijk     ;WK168005;1.0;25.0;41.0
20;Totaal;Wijk 05 Schipborg;2023;Wijk 05 Schipborg                       ;Wijk     ;WK168005;1.0;25.0;41.0
21;Totaal;Wijk 06 Eexterveen;1e halfjaar 2023;Wijk 06 Eexterveen                      ;Wijk     ;WK168006;1.0;;
22;Totaal;Wijk 06 Eexterveen;2e halfjaar 2023;Wijk 06 Eexterveen                      ;Wijk     ;WK168006;1.0;;
23;Totaal;Wijk 06 Eexterveen;2023;Wijk 06 Eexterveen                      ;Wijk     ;WK168006;1.0;;
24;Totaal;Wijk 07 Spijkerboor;1e halfjaar 2023;Wijk 07 Spijkerboor                     ;Wijk     ;WK168007;1.0;;
25;Totaal;Wijk 07 Spijkerboor;2e halfjaar 2023;Wijk 07 Spijkerboor                     ;Wijk     ;WK168007;1.0;;
26;Totaal;Wijk 07 Spijkerboor;2023;Wijk 07 Spijkerboor                     ;Wijk     ;WK168007;1.0;;
27;Totaal;Wijk 08 Nieuw-Annerveen;1e halfjaar 2023;Wijk 08 Nieuw-Annerveen                 ;Wijk     ;WK168008;1.0;;
28;Totaal;Wijk 08 Nieuw-Annerveen;2e halfjaar 2023;Wijk 08 Nieuw-Annerveen                 ;Wijk     ;WK168008;1.0;;
29;Totaal;Wijk 08 Nieuw-Annerveen;2023;Wijk 08 Nieuw-Annerveen                 ;Wijk     ;WK168008;1.0;;
30;Totaal;Wijk 09 Oud-Annerveen;1e halfjaar 2023;Wijk 09 Oud-Annerveen                   ;Wijk     ;WK168009;1.0;;
31;Totaal;Wijk 09 Oud-Annerveen;2e halfjaar 2023;Wijk 09 Oud-Annerveen                   ;Wijk     ;WK168009;1.0;;
