ID;RegioS;Perioden;TotaalOnroerendeZaken_1;Woningen_2;NietWoningen_3;GemiddeldeWoningwaarde_4
72;West-Nederland (LD);1997;365245.0;247048.0;114697.0;80.0
73;West-Nederland (LD);1998;369980.0;250882.0;118221.0;80.0
74;West-Nederland (LD);1999;379734.0;256314.0;121655.0;81.0
75;West-Nederland (LD);2000;385139.0;261012.0;122857.0;81.0
76;West-Nederland (LD);2001;590162.0;434727.0;147109.0;133.0
77;West-Nederland (LD);2002;599201.0;440696.0;158505.0;134.0
78;West-Nederland (LD);2003;609228.0;447094.0;162134.0;135.0
79;West-Nederland (LD);2004;618265.0;453003.0;165262.0;135.0
80;West-Nederland (LD);2005;879454.0;685305.0;194149.0;203.0
81;West-Nederland (LD);2006;890633.0;693738.0;196894.0;204.0
82;West-Nederland (LD);2007;957044.0;750589.0;206455.0;218.0
83;West-Nederland (LD);2008;1035353.0;818079.0;217274.0;235.0
84;West-Nederland (LD);2009;1098831.0;866316.0;232515.0;247.0
85;West-Nederland (LD);2010;1118574.0;879992.0;238582.0;249.0
86;West-Nederland (LD);2011;1108882.0;867826.0;241056.0;243.0
87;West-Nederland (LD);2012;1094904.0;855535.0;239369.0;239.0
88;West-Nederland (LD);2013;1065575.0;829020.0;236555.0;230.0
89;West-Nederland (LD);2014;1018453.0;790402.0;228051.0;218.0
90;West-Nederland (LD);2015;1003463.0;778389.0;225074.0;214.0
91;West-Nederland (LD);2016;1026236.0;802569.0;223667.0;218.0
92;West-Nederland (LD);2017;1072261.0;851623.0;220638.0;230.0
93;West-Nederland (LD);2018;1148710.0;926290.0;222420.0;248.0
94;West-Nederland (LD);2019;1257918.0;1028239.0;229679.0;272.0
95;West-Nederland (LD);2020;1388917.0;1146374.0;242546.0;300.0
96;Zuid-Nederland (LD);1997;158108.0;112268.0;45839.0;84.0
97;Zuid-Nederland (LD);1998;162035.0;114415.0;47522.0;85.0
98;Zuid-Nederland (LD);1999;165771.0;116735.0;48783.0;85.0
99;Zuid-Nederland (LD);2000;169778.0;118872.0;50802.0;85.0
100;Zuid-Nederland (LD);2001;264448.0;199492.0;64588.0;141.0
101;Zuid-Nederland (LD);2002;268405.0;201922.0;66483.0;142.0
102;Zuid-Nederland (LD);2003;272751.0;204486.0;68265.0;143.0
103;Zuid-Nederland (LD);2004;276546.0;206715.0;69831.0;144.0
104;Zuid-Nederland (LD);2005;388899.0;306099.0;82800.0;210.0
105;Zuid-Nederland (LD);2006;393113.0;309814.0;83299.0;210.0
106;Zuid-Nederland (LD);2007;429890.0;340129.0;89762.0;228.0
107;Zuid-Nederland (LD);2008;458645.0;364107.0;94538.0;242.0
108;Zuid-Nederland (LD);2009;479400.0;378962.0;100438.0;249.0
109;Zuid-Nederland (LD);2010;486835.0;383191.0;103644.0;250.0
110;Zuid-Nederland (LD);2011;479699.0;375183.0;104516.0;243.0
111;Zuid-Nederland (LD);2012;473400.0;369046.0;104354.0;237.0
112;Zuid-Nederland (LD);2013;458878.0;356940.0;101938.0;228.0
113;Zuid-Nederland (LD);2014;439711.0;340260.0;99451.0;216.0
114;Zuid-Nederland (LD);2015;428221.0;331703.0;96518.0;209.0
115;Zuid-Nederland (LD);2016;431585.0;338160.0;93425.0;210.0
116;Zuid-Nederland (LD);2017;439321.0;349129.0;90192.0;216.0
117;Zuid-Nederland (LD);2018;459761.0;365168.0;94593.0;224.0
118;Zuid-Nederland (LD);2019;487202.0;393399.0;93803.0;239.0
119;Zuid-Nederland (LD);2020;522561.0;425920.0;96643.0;256.0
120;Groningen (PV);1997;21130.0;13571.0;7559.0;57.0
121;Groningen (PV);1998;21672.0;13833.0;7839.0;58.0
122;Groningen (PV);1999;22148.0;14122.0;8022.0;58.0
123;Groningen (PV);2000;22524.0;14389.0;8130.0;59.0
124;Groningen (PV);2001;30981.0;21124.0;9737.0;87.0
125;Groningen (PV);2002;31662.0;21518.0;10144.0;88.0
126;Groningen (PV);2003;32273.0;21851.0;10422.0;89.0
127;Groningen (PV);2004;32274.0;22107.0;10167.0;90.0
128;Groningen (PV);2005;46269.0;34872.0;11397.0;141.0
129;Groningen (PV);2006;46879.0;35151.0;11728.0;141.0
130;Groningen (PV);2007;52318.0;39682.0;12637.0;158.0
131;Groningen (PV);2008;57089.0;43769.0;13321.0;174.0
132;Groningen (PV);2009;59772.0;45605.0;14167.0;179.0
133;Groningen (PV);2010;60921.0;46057.0;14864.0;180.0
134;Groningen (PV);2011;60691.0;45532.0;15159.0;178.0
135;Groningen (PV);2012;60065.0;44914.0;15151.0;174.0
136;Groningen (PV);2013;58381.0;43507.0;14874.0;168.0
137;Groningen (PV);2014;55401.0;41472.0;13929.0;159.0
138;Groningen (PV);2015;54108.0;40414.0;13694.0;154.0
139;Groningen (PV);2016;55029.0;41012.0;14017.0;154.0
140;Groningen (PV);2017;55431.0;41922.0;13509.0;157.0
141;Groningen (PV);2018;57543.0;44064.0;13479.0;165.0
142;Groningen (PV);2019;60594.0;47725.0;12869.0;166.0
143;Groningen (PV);2020;65013.0;51297.0;13717.0;186.0
144;Friesland (PV);1997;20544.0;14277.0;6267.0;57.0
145;Friesland (PV);1998;21167.0;14740.0;6421.0;58.0
146;Friesland (PV);1999;21720.0;15118.0;6584.0;59.0
147;Friesland (PV);2000;22452.0;15491.0;6929.0;60.0
148;Friesland (PV);2001;35126.0;26139.0;8928.0;100.0
149;Friesland (PV);2002;35770.0;26623.0;9147.0;100.0
150;Friesland (PV);2003;36508.0;27080.0;9428.0;102.0
151;Friesland (PV);2004;37229.0;27518.0;9711.0;102.0
152;Friesland (PV);2005;54566.0;43059.0;11507.0;158.0
153;Friesland (PV);2006;55467.0;43742.0;11725.0;159.0
154;Friesland (PV);2007;62395.0;49514.0;12881.0;177.0
155;Friesland (PV);2008;67588.0;53946.0;13642.0;191.0
156;Friesland (PV);2009;70583.0;56067.0;14516.0;197.0
157;Friesland (PV);2010;71079.0;56254.0;14825.0;197.0
158;Friesland (PV);2011;71217.0;56050.0;15167.0;195.0
159;Friesland (PV);2012;70309.0;54904.0;15405.0;190.0
160;Friesland (PV);2013;67466.0;52386.0;15080.0;180.0
161;Friesland (PV);2014;63857.0;49314.0;14543.0;169.0
162;Friesland (PV);2015;61916.0;47932.0;13984.0;163.0
163;Friesland (PV);2016;62220.0;48537.0;13683.0;164.0
164;Friesland (PV);2017;63611.0;50640.0;12971.0;169.0
165;Friesland (PV);2018;66106.0;52935.0;13171.0;176.0
166;Friesland (PV);2019;69039.0;55924.0;13115.0;186.0
167;Friesland (PV);2020;73617.0;60165.0;13452.0;198.0
168;Drenthe (PV);1997;18380.0;13192.0;5188.0;73.0
169;Drenthe (PV);1998;18971.0;13522.0;5449.0;74.0
170;Drenthe (PV);1999;19414.0;13830.0;5583.0;74.0
171;Drenthe (PV);2000;19824.0;14096.0;5722.0;75.0
172;Drenthe (PV);2001;29325.0;22177.0;7065.0;116.0
173;Drenthe (PV);2002;29773.0;22571.0;7203.0;117.0
174;Drenthe (PV);2003;30277.0;22920.0;7357.0;118.0
175;Drenthe (PV);2004;30819.0;23305.0;7514.0;118.0
176;Drenthe (PV);2005;43679.0;35156.0;8523.0;176.0
177;Drenthe (PV);2006;44390.0;35661.0;8730.0;177.0
178;Drenthe (PV);2007;48588.0;39191.0;9397.0;193.0
179;Drenthe (PV);2008;52532.0;42551.0;9981.0;206.0
180;Drenthe (PV);2009;55021.0;44512.0;10509.0;214.0
181;Drenthe (PV);2010;55929.0;44961.0;10968.0;215.0
182;Drenthe (PV);2011;55282.0;44281.0;11001.0;211.0
183;Drenthe (PV);2012;54607.0;43523.0;11084.0;207.0
184;Drenthe (PV);2013;52672.0;41841.0;10831.0;198.0
185;Drenthe (PV);2014;50061.0;39566.0;10495.0;186.0
186;Drenthe (PV);2015;48869.0;38499.0;10370.0;181.0
187;Drenthe (PV);2016;49058.0;38833.0;10225.0;180.0
188;Drenthe (PV);2017;48385.0;39218.0;9167.0;185.0
189;Drenthe (PV);2018;51011.0;41202.0;9809.0;190.0
190;Drenthe (PV);2019;53465.0;43806.0;9659.0;201.0
191;Drenthe (PV);2020;56870.0;47111.0;9758.0;214.0
192;Overijssel (PV);1997;40507.0;28614.0;11893.0;72.0
193;Overijssel (PV);1998;41588.0;29266.0;12323.0;72.0
194;Overijssel (PV);1999;42752.0;30030.0;12721.0;73.0
195;Overijssel (PV);2000;43881.0;30697.0;13143.0;73.0
196;Overijssel (PV);2001;67686.0;50738.0;16914.0;119.0
197;Overijssel (PV);2002;69012.0;51576.0;17436.0;120.0
198;Overijssel (PV);2003;70659.0;52545.0;18114.0;121.0
199;Overijssel (PV);2004;71954.0;53351.0;18603.0;122.0
200;Overijssel (PV);2005;103927.0;82059.0;21867.0;185.0
201;Overijssel (PV);2006;105511.0;83282.0;22229.0;186.0
202;Overijssel (PV);2007;115128.0;91354.0;23774.0;201.0
203;Overijssel (PV);2008;123515.0;98258.0;25256.0;214.0
204;Overijssel (PV);2009;128560.0;101988.0;26572.0;220.0
205;Overijssel (PV);2010;131283.0;103519.0;27764.0;222.0
206;Overijssel (PV);2011;130418.0;102008.0;28410.0;218.0
207;Overijssel (PV);2012;129079.0;100573.0;28506.0;213.0
208;Overijssel (PV);2013;126284.0;98028.0;28256.0;207.0
209;Overijssel (PV);2014;120742.0;92943.0;27799.0;195.0
210;Overijssel (PV);2015;118238.0;91372.0;26866.0;191.0
211;Overijssel (PV);2016;119741.0;92870.0;26870.0;192.0
212;Overijssel (PV);2017;120874.0;95259.0;25615.0;196.0
213;Overijssel (PV);2018;126909.0;100405.0;26504.0;204.0
214;Overijssel (PV);2019;134559.0;108010.0;26549.0;217.0
215;Overijssel (PV);2020;143709.0;116485.0;27223.0;231.0
216;Flevoland (PV);1997;10980.0;7886.0;3094.0;75.0
217;Flevoland (PV);1998;11613.0;8396.0;3215.0;76.0
218;Flevoland (PV);1999;12445.0;8952.0;3360.0;77.0
219;Flevoland (PV);2000;13283.0;9388.0;3895.0;78.0
220;Flevoland (PV);2001;18931.0;14112.0;4799.0;113.0
221;Flevoland (PV);2002;20152.0;15062.0;5090.0;115.0
222;Flevoland (PV);2003;20920.0;15527.0;5392.0;116.0
223;Flevoland (PV);2004;21913.0;16147.0;5766.0;117.0
224;Flevoland (PV);2005;32415.0;25172.0;7243.0;180.0
225;Flevoland (PV);2006;33183.0;25619.0;7563.0;180.0
226;Flevoland (PV);2007;35909.0;27586.0;8323.0;191.0
227;Flevoland (PV);2008;38400.0;29341.0;9059.0;199.0
228;Flevoland (PV);2009;40116.0;30610.0;9506.0;203.0
229;Flevoland (PV);2010;41152.0;31156.0;9996.0;203.0
230;Flevoland (PV);2011;41431.0;31313.0;10118.0;201.0
231;Flevoland (PV);2012;41108.0;30944.0;10164.0;197.0
232;Flevoland (PV);2013;40349.0;30213.0;10136.0;191.0
233;Flevoland (PV);2014;38681.0;29121.0;9560.0;183.0
234;Flevoland (PV);2015;38138.0;28665.0;9473.0;179.0
235;Flevoland (PV);2016;38731.0;29189.0;9542.0;180.0
236;Flevoland (PV);2017;39771.0;30408.0;9363.0;185.0
237;Flevoland (PV);2018;41046.0;31659.0;9387.0;194.0
238;Flevoland (PV);2019;45556.0;36017.0;9539.0;212.0
239;Flevoland (PV);2020;50507.0;40669.0;9839.0;236.0
240;Gelderland (PV);1997;82289.0;60766.0;21248.0;86.0
241;Gelderland (PV);1998;84173.0;61777.0;22375.0;86.0
242;Gelderland (PV);1999;85858.0;62954.0;22984.0;86.0
243;Gelderland (PV);2000;87769.0;64234.0;23415.0;87.0
244;Gelderland (PV);2001;140724.0;109566.0;30219.0;145.0
245;Gelderland (PV);2002;142714.0;110976.0;31738.0;146.0
246;Gelderland (PV);2003;144622.0;112241.0;32381.0;146.0
247;Gelderland (PV);2004;146521.0;113540.0;32981.0;147.0
248;Gelderland (PV);2005;211866.0;172452.0;39414.0;220.0
249;Gelderland (PV);2006;214316.0;174455.0;39861.0;220.0
250;Gelderland (PV);2007;231813.0;189260.0;42553.0;236.0
251;Gelderland (PV);2008;247919.0;203020.0;44899.0;251.0
252;Gelderland (PV);2009;258886.0;211332.0;47554.0;259.0
253;Gelderland (PV);2010;263949.0;214313.0;49636.0;260.0
254;Gelderland (PV);2011;260360.0;210265.0;50095.0;252.0
255;Gelderland (PV);2012;256124.0;205699.0;50425.0;245.0
256;Gelderland (PV);2013;247888.0;198513.0;49375.0;235.0
257;Gelderland (PV);2014;234900.0;187558.0;47342.0;220.0
258;Gelderland (PV);2015;229484.0;183246.0;46238.0;214.0
259;Gelderland (PV);2016;230704.0;185534.0;45170.0;214.0
260;Gelderland (PV);2017;232880.0;189807.0;43073.0;217.0
261;Gelderland (PV);2018;244535.0;200008.0;44527.0;227.0
262;Gelderland (PV);2019;260870.0;216446.0;44424.0;243.0
263;Gelderland (PV);2020;279963.0;234033.0;45923.0;261.0
264;Utrecht (PV);1997;57856.0;41813.0;16043.0;98.0
265;Utrecht (PV);1998;58510.0;42617.0;15879.0;99.0
266;Utrecht (PV);1999;59458.0;43364.0;16048.0;99.0
267;Utrecht (PV);2000;61300.0;44285.0;16960.0;99.0
268;Utrecht (PV);2001;96221.0;73674.0;22303.0;161.0
269;Utrecht (PV);2002;98482.0;74943.0;23539.0;160.0
270;Utrecht (PV);2003;100031.0;76077.0;23954.0;161.0
271;Utrecht (PV);2004;101477.0;76908.0;24569.0;161.0
272;Utrecht (PV);2005;140950.0;111347.0;29603.0;231.0
273;Utrecht (PV);2006;142684.0;112800.0;29884.0;232.0
274;Utrecht (PV);2007;154948.0;123823.0;31125.0;249.0
275;Utrecht (PV);2008;168242.0;135632.0;32610.0;269.0
276;Utrecht (PV);2009;177910.0;143873.0;34037.0;283.0
277;Utrecht (PV);2010;182334.0;147339.0;34995.0;286.0
278;Utrecht (PV);2011;180211.0;145368.0;34843.0;279.0
279;Utrecht (PV);2012;178563.0;143620.0;34943.0;274.0
280;Utrecht (PV);2013;173561.0;139265.0;34296.0;264.0
281;Utrecht (PV);2014;164031.0;131509.0;32522.0;248.0
282;Utrecht (PV);2015;159895.0;128223.0;31672.0;240.0
283;Utrecht (PV);2016;161693.0;130779.0;30914.0;241.0
284;Utrecht (PV);2017;169490.0;139113.0;30377.0;255.0
285;Utrecht (PV);2018;181294.0;150438.0;30856.0;274.0
286;Utrecht (PV);2019;202486.0;170003.0;32483.0;297.0
287;Utrecht (PV);2020;222067.0;187708.0;34357.0;323.0
288;Noord-Holland (PV);1997;124445.0;85112.0;39328.0;79.0
289;Noord-Holland (PV);1998;127711.0;86908.0;40109.0;79.0
290;Noord-Holland (PV);1999;130244.0;88701.0;41077.0;80.0
291;Noord-Holland (PV);2000;132976.0;90057.0;41986.0;80.0
292;Noord-Holland (PV);2001;221409.0;164680.0;56116.0;144.0
293;Noord-Holland (PV);2002;226656.0;167359.0;59296.0;145.0
294;Noord-Holland (PV);2003;230745.0;169521.0;61223.0;145.0
295;Noord-Holland (PV);2004;233880.0;171408.0;62472.0;146.0
296;Noord-Holland (PV);2005;334056.0;261482.0;72574.0;220.0
297;Noord-Holland (PV);2006;337494.0;264067.0;73428.0;221.0
298;Noord-Holland (PV);2007;354288.0;277953.0;76335.0;230.0
299;Noord-Holland (PV);2008;386686.0;306302.0;80384.0;251.0
300;Noord-Holland (PV);2009;413719.0;328848.0;84871.0;267.0
301;Noord-Holland (PV);2010;419590.0;334085.0;85505.0;269.0
302;Noord-Holland (PV);2011;411888.0;326512.0;85376.0;262.0
303;Noord-Holland (PV);2012;408431.0;323525.0;84906.0;258.0
304;Noord-Holland (PV);2013;396981.0;312671.0;84310.0;248.0
305;Noord-Holland (PV);2014;379751.0;298485.0;81266.0;235.0
306;Noord-Holland (PV);2015;378390.0;296610.0;81780.0;232.0
307;Noord-Holland (PV);2016;394650.0;311570.0;83080.0;240.0
308;Noord-Holland (PV);2017;421180.0;339025.0;82155.0;260.0
309;Noord-Holland (PV);2018;460617.0;377730.0;82887.0;288.0
310;Noord-Holland (PV);2019;507245.0;420641.0;86604.0;318.0
311;Noord-Holland (PV);2020;565774.0;471725.0;94056.0;351.0
312;Zuid-Holland (PV);1997;166089.0;108559.0;54038.0;76.0
313;Zuid-Holland (PV);1998;166634.0;109607.0;56887.0;76.0
314;Zuid-Holland (PV);1999;172366.0;112114.0;59035.0;77.0
315;Zuid-Holland (PV);2000;172691.0;114274.0;58150.0;77.0
316;Zuid-Holland (PV);2001;248458.0;178891.0;62094.0;120.0
317;Zuid-Holland (PV);2002;249542.0;180682.0;68860.0;121.0
318;Zuid-Holland (PV);2003;253489.0;183503.0;69986.0;121.0
319;Zuid-Holland (PV);2004;257430.0;186415.0;71015.0;122.0
320;Zuid-Holland (PV);2005;367286.0;284103.0;83183.0;186.0
321;Zuid-Holland (PV);2006;372754.0;288054.0;84700.0;187.0
322;Zuid-Holland (PV);2007;405156.0;315705.0;89451.0;203.0
323;Zuid-Holland (PV);2008;434311.0;340240.0;94071.0;217.0
324;Zuid-Holland (PV);2009;459092.0;356318.0;102774.0;225.0
325;Zuid-Holland (PV);2010;467914.0;360935.0;106979.0;226.0
326;Zuid-Holland (PV);2011;467931.0;358510.0;109421.0;221.0
327;Zuid-Holland (PV);2012;459288.0;351276.0;108012.0;217.0
328;Zuid-Holland (PV);2013;446833.0;340475.0;106358.0;210.0
329;Zuid-Holland (PV);2014;427569.0;324669.0;102900.0;199.0
330;Zuid-Holland (PV);2015;418382.0;318034.0;100349.0;194.0
331;Zuid-Holland (PV);2016;422937.0;324302.0;98635.0;197.0
332;Zuid-Holland (PV);2017;434022.0;336752.0;97270.0;203.0
333;Zuid-Holland (PV);2018;458059.0;360205.0;97854.0;214.0
334;Zuid-Holland (PV);2019;497043.0;397489.0;99554.0;237.0
335;Zuid-Holland (PV);2020;547084.0;444233.0;102848.0;262.0
336;Zeeland (PV);1997;16855.0;11564.0;5289.0;71.0
337;Zeeland (PV);1998;17125.0;11751.0;5345.0;71.0
338;Zeeland (PV);1999;17665.0;12135.0;5495.0;72.0
339;Zeeland (PV);2000;18170.0;12395.0;5762.0;72.0
340;Zeeland (PV);2001;24074.0;17482.0;6596.0;101.0
341;Zeeland (PV);2002;24522.0;17712.0;6810.0;102.0
342;Zeeland (PV);2003;24963.0;17993.0;6971.0;102.0
343;Zeeland (PV);2004;25478.0;18271.0;7207.0;103.0
344;Zeeland (PV);2005;37162.0;28372.0;8790.0;158.0
345;Zeeland (PV);2006;37700.0;28817.0;8883.0;159.0
346;Zeeland (PV);2007;42652.0;33108.0;9545.0;181.0
347;Zeeland (PV);2008;46114.0;35905.0;10209.0;194.0
348;Zeeland (PV);2009;48110.0;37277.0;10833.0;199.0
349;Zeeland (PV);2010;48736.0;37633.0;11103.0;200.0
350;Zeeland (PV);2011;48852.0;37436.0;11416.0;198.0
351;Zeeland (PV);2012;48622.0;37114.0;11508.0;198.0
352;Zeeland (PV);2013;48200.0;36609.0;11591.0;194.0
353;Zeeland (PV);2014;47102.0;35739.0;11363.0;188.0
354;Zeeland (PV);2015;46796.0;35523.0;11273.0;185.0
355;Zeeland (PV);2016;46955.0;35918.0;11037.0;186.0
356;Zeeland (PV);2017;47569.0;36733.0;10836.0;190.0
357;Zeeland (PV);2018;48740.0;37917.0;10823.0;194.0
358;Zeeland (PV);2019;51144.0;40106.0;11038.0;203.0
359;Zeeland (PV);2020;53992.0;42708.0;11285.0;213.0
360;Noord-Brabant (PV);1997;106715.0;75299.0;31415.0;86.0
361;Noord-Brabant (PV);1998;109574.0;76851.0;32543.0;86.0
362;Noord-Brabant (PV);1999;112370.0;78627.0;33505.0;86.0
363;Noord-Brabant (PV);2000;115374.0;80191.0;35095.0;86.0
364;Noord-Brabant (PV);2001;183202.0;137633.0;45224.0;145.0
365;Noord-Brabant (PV);2002;185809.0;139294.0;46516.0;147.0
366;Noord-Brabant (PV);2003;188885.0;141033.0;47853.0;148.0
367;Noord-Brabant (PV);2004;191755.0;142700.0;49055.0;149.0
368;Noord-Brabant (PV);2005;278557.0;219526.0;59031.0;226.0
369;Noord-Brabant (PV);2006;281620.0;222330.0;59290.0;226.0
370;Noord-Brabant (PV);2007;308513.0;244513.0;63999.0;245.0
371;Noord-Brabant (PV);2008;331562.0;263937.0;67626.0;261.0
372;Noord-Brabant (PV);2009;347977.0;276141.0;71836.0;270.0
373;Noord-Brabant (PV);2010;354203.0;279883.0;74320.0;271.0
374;Noord-Brabant (PV);2011;348963.0;274186.0;74777.0;264.0
375;Noord-Brabant (PV);2012;344354.0;269688.0;74666.0;257.0
376;Noord-Brabant (PV);2013;333015.0;260576.0;72439.0;246.0
377;Noord-Brabant (PV);2014;318653.0;248148.0;70505.0;233.0
378;Noord-Brabant (PV);2015;310335.0;242191.0;68144.0;226.0
379;Noord-Brabant (PV);2016;312021.0;245454.0;66567.0;226.0
380;Noord-Brabant (PV);2017;317719.0;253513.0;64206.0;232.0
381;Noord-Brabant (PV);2018;332531.0;266525.0;66006.0;241.0
382;Noord-Brabant (PV);2019;353563.0;286878.0;66685.0;257.0
383;Noord-Brabant (PV);2020;380246.0;311007.0;69243.0;275.0
384;Limburg (PV);1997;51394.0;36969.0;14424.0;82.0
385;Limburg (PV);1998;52461.0;37564.0;14980.0;82.0
386;Limburg (PV);1999;53401.0;38108.0;15278.0;83.0
387;Limburg (PV);2000;54404.0;38681.0;15707.0;83.0
388;Limburg (PV);2001;81246.0;61859.0;19364.0;131.0
389;Limburg (PV);2002;82596.0;62628.0;19967.0;132.0
390;Limburg (PV);2003;83866.0;63453.0;20413.0;133.0
391;Limburg (PV);2004;84791.0;64015.0;20776.0;133.0
392;Limburg (PV);2005;110341.0;86572.0;23769.0;179.0
393;Limburg (PV);2006;111493.0;87485.0;24009.0;179.0
394;Limburg (PV);2007;121378.0;95615.0;25763.0;194.0
395;Limburg (PV);2008;127083.0;100170.0;26912.0;202.0
396;Limburg (PV);2009;131423.0;102821.0;28602.0;206.0
397;Limburg (PV);2010;132632.0;103308.0;29324.0;206.0
398;Limburg (PV);2011;130736.0;100997.0;29739.0;200.0
399;Limburg (PV);2012;129046.0;99358.0;29688.0;196.0
400;Limburg (PV);2013;125863.0;96364.0;29499.0;189.0
401;Limburg (PV);2014;121058.0;92112.0;28946.0;180.0
402;Limburg (PV);2015;117886.0;89512.0;28375.0;175.0
403;Limburg (PV);2016;119564.0;92706.0;26858.0;178.0
404;Limburg (PV);2017;121602.0;95616.0;25986.0;182.0
405;Limburg (PV);2018;127230.0;98643.0;28587.0;190.0
406;Limburg (PV);2019;133639.0;106521.0;27118.0;200.0
407;Limburg (PV);2020;142315.0;114913.0;27400.0;215.0
408;Oost-Groningen (CR);1997;4830.0;3428.0;1402.0;55.0
409;Oost-Groningen (CR);1998;4921.0;3484.0;1437.0;56.0
