ID;Woninginboedel;Perioden;Prijsindexcijfers_1;Wegingscoefficienten_2
584;23   Huishoudelijke artikelen;1998;102.6;5074
585;23   Huishoudelijke artikelen;1999 Januari;103.9;5074
586;23   Huishoudelijke artikelen;1999 Februari;104.4;5074
587;23   Huishoudelijke artikelen;1999 Maart;104.9;5074
588;23   Huishoudelijke artikelen;1999 April;105.3;5074
589;23   Huishoudelijke artikelen;1999 Mei;105.8;5074
590;23   Huishoudelijke artikelen;1999 Juni;106.2;5074
591;23   Huishoudelijke artikelen;1999 Juli;106.1;5074
592;23   Huishoudelijke artikelen;1999 Augustus;105.9;5074
593;23   Huishoudelijke artikelen;1999 September;106.9;5074
594;23   Huishoudelijke artikelen;1999 Oktober;107.0;5074
595;23   Huishoudelijke artikelen;1999 November;106.7;5074
596;23   Huishoudelijke artikelen;1999 December;106.9;5074
597;23   Huishoudelijke artikelen;1999;105.8;5074
598;23   Huishoudelijke artikelen;2000 Januari;107.4;5074
599;23   Huishoudelijke artikelen;2000 Februari;107.0;5074
600;23   Huishoudelijke artikelen;2000 Maart;106.7;5074
601;23   Huishoudelijke artikelen;2000 April;107.3;5074
602;23   Huishoudelijke artikelen;2000 Mei;108.0;5074
603;23   Huishoudelijke artikelen;2000 Juni;107.0;5074
604;23   Huishoudelijke artikelen;2000 Juli;106.5;5074
605;23   Huishoudelijke artikelen;2000 Augustus;106.8;5074
606;23   Huishoudelijke artikelen;2000 September;107.1;5074
607;23   Huishoudelijke artikelen;2000 Oktober;107.7;5074
608;23   Huishoudelijke artikelen;2000 November;107.6;5074
609;23   Huishoudelijke artikelen;2000 December;108.4;5074
610;23   Huishoudelijke artikelen;2000;107.3;5074
611;23   Huishoudelijke artikelen;2001 Januari;109.0;5074
612;23   Huishoudelijke artikelen;2001 Februari;110.0;5074
613;23   Huishoudelijke artikelen;2001 Maart;111.1;5074
614;23   Huishoudelijke artikelen;2001 April;112.6;5074
615;23   Huishoudelijke artikelen;2001 Mei;112.9;5074
616;23   Huishoudelijke artikelen;2001 Juni;112.3;5074
617;23   Huishoudelijke artikelen;2001 Juli;112.1;5074
618;23   Huishoudelijke artikelen;2001 Augustus;112.5;5074
619;23   Huishoudelijke artikelen;2001 September;113.2;5074
620;23   Huishoudelijke artikelen;2001 Oktober;113.1;5074
621;23   Huishoudelijke artikelen;2001 November;113.1;5074
622;23   Huishoudelijke artikelen;2001 December;113.5;5074
623;23   Huishoudelijke artikelen;2001;112.1;5074
624;3;1996 Januari;99.5;2892
625;3;1996 Februari;99.4;2892
626;3;1996 Maart;99.3;2892
627;3;1996 April;99.4;2892
628;3;1996 Mei;99.5;2892
629;3;1996 Juni;99.0;2892
630;3;1996 Juli;99.1;2892
631;3;1996 Augustus;99.0;2892
632;3;1996 September;98.9;2892
633;3;1996 Oktober;99.2;2892
634;3;1996 November;99.1;2892
635;3;1996 December;99.1;2892
636;3;1996;99.2;2892
637;3;1997 Januari;99.4;2892
638;3;1997 Februari;99.6;2892
639;3;1997 Maart;99.7;2892
640;3;1997 April;100.2;2892
641;3;1997 Mei;100.2;2892
642;3;1997 Juni;100.2;2892
643;3;1997 Juli;100.3;2892
644;3;1997 Augustus;100.4;2892
645;3;1997 September;100.5;2892
646;3;1997 Oktober;100.5;2892
647;3;1997 November;100.8;2892
648;3;1997 December;100.8;2892
649;3;1997;100.2;2892
650;3;1998 Januari;101.0;2892
651;3;1998 Februari;101.2;2892
652;3;1998 Maart;101.2;2892
653;3;1998 April;101.2;2892
654;3;1998 Mei;101.1;2892
655;3;1998 Juni;101.2;2892
656;3;1998 Juli;101.1;2892
657;3;1998 Augustus;101.2;2892
658;3;1998 September;101.1;2892
659;3;1998 Oktober;101.1;2892
660;3;1998 November;101.1;2892
661;3;1998 December;101.1;2892
662;3;1998;101.1;2892
663;3;1999 Januari;101.5;2892
664;3;1999 Februari;101.8;2892
665;3;1999 Maart;101.8;2892
666;3;1999 April;102.1;2892
667;3;1999 Mei;102.1;2892
668;3;1999 Juni;102.2;2892
669;3;1999 Juli;102.1;2892
670;3;1999 Augustus;102.4;2892
671;3;1999 September;102.1;2892
672;3;1999 Oktober;102.1;2892
673;3;1999 November;102.3;2892
674;3;1999 December;102.3;2892
675;3;1999;102.1;2892
676;3;2000 Januari;102.7;2892
677;3;2000 Februari;102.5;2892
678;3;2000 Maart;102.4;2892
679;3;2000 April;103.1;2892
680;3;2000 Mei;103.7;2892
681;3;2000 Juni;104.0;2892
682;3;2000 Juli;104.1;2892
683;3;2000 Augustus;104.1;2892
684;3;2000 September;104.1;2892
685;3;2000 Oktober;104.3;2892
686;3;2000 November;104.6;2892
687;3;2000 December;104.9;2892
688;3;2000;103.7;2892
689;3;2001 Januari;106.3;2892
690;3;2001 Februari;106.8;2892
691;3;2001 Maart;107.0;2892
692;3;2001 April;106.8;2892
693;3;2001 Mei;107.2;2892
694;3;2001 Juni;107.1;2892
695;3;2001 Juli;107.4;2892
696;3;2001 Augustus;107.4;2892
697;3;2001 September;107.6;2892
698;3;2001 Oktober;107.8;2892
699;3;2001 November;108.0;2892
700;3;2001 December;108.2;2892
701;3;2001;107.3;2892
702;30   Levensmiddelen en dranken;1996 Januari;98.9;778
703;30   Levensmiddelen en dranken;1996 Februari;98.5;778
704;30   Levensmiddelen en dranken;1996 Maart;98.7;778
705;30   Levensmiddelen en dranken;1996 April;98.6;778
706;30   Levensmiddelen en dranken;1996 Mei;98.7;778
707;30   Levensmiddelen en dranken;1996 Juni;98.3;778
708;30   Levensmiddelen en dranken;1996 Juli;98.7;778
709;30   Levensmiddelen en dranken;1996 Augustus;98.8;778
710;30   Levensmiddelen en dranken;1996 September;98.3;778
711;30   Levensmiddelen en dranken;1996 Oktober;98.6;778
712;30   Levensmiddelen en dranken;1996 November;98.5;778
713;30   Levensmiddelen en dranken;1996 December;98.6;778
714;30   Levensmiddelen en dranken;1996;98.6;778
715;30   Levensmiddelen en dranken;1997 Januari;98.3;778
716;30   Levensmiddelen en dranken;1997 Februari;98.3;778
717;30   Levensmiddelen en dranken;1997 Maart;98.5;778
718;30   Levensmiddelen en dranken;1997 April;99.6;778
719;30   Levensmiddelen en dranken;1997 Mei;99.8;778
720;30   Levensmiddelen en dranken;1997 Juni;100.6;778
721;30   Levensmiddelen en dranken;1997 Juli;100.8;778
722;30   Levensmiddelen en dranken;1997 Augustus;100.9;778
723;30   Levensmiddelen en dranken;1997 September;100.7;778
724;30   Levensmiddelen en dranken;1997 Oktober;100.9;778
725;30   Levensmiddelen en dranken;1997 November;101.5;778
726;30   Levensmiddelen en dranken;1997 December;101.7;778
727;30   Levensmiddelen en dranken;1997;100.1;778
728;30   Levensmiddelen en dranken;1998 Januari;101.8;778
729;30   Levensmiddelen en dranken;1998 Februari;102.1;778
730;30   Levensmiddelen en dranken;1998 Maart;102.1;778
731;30   Levensmiddelen en dranken;1998 April;102.2;778
732;30   Levensmiddelen en dranken;1998 Mei;102.0;778
733;30   Levensmiddelen en dranken;1998 Juni;101.8;778
734;30   Levensmiddelen en dranken;1998 Juli;101.6;778
735;30   Levensmiddelen en dranken;1998 Augustus;101.5;778
736;30   Levensmiddelen en dranken;1998 September;100.8;778
737;30   Levensmiddelen en dranken;1998 Oktober;100.7;778
738;30   Levensmiddelen en dranken;1998 November;100.3;778
739;30   Levensmiddelen en dranken;1998 December;100.3;778
740;30   Levensmiddelen en dranken;1998;101.4;778
741;30   Levensmiddelen en dranken;1999 Januari;100.5;778
742;30   Levensmiddelen en dranken;1999 Februari;100.9;778
743;30   Levensmiddelen en dranken;1999 Maart;101.1;778
744;30   Levensmiddelen en dranken;1999 April;101.0;778
745;30   Levensmiddelen en dranken;1999 Mei;100.8;778
746;30   Levensmiddelen en dranken;1999 Juni;100.6;778
747;30   Levensmiddelen en dranken;1999 Juli;100.6;778
748;30   Levensmiddelen en dranken;1999 Augustus;100.6;778
749;30   Levensmiddelen en dranken;1999 September;100.7;778
750;30   Levensmiddelen en dranken;1999 Oktober;100.7;778
751;30   Levensmiddelen en dranken;1999 November;101.0;778
752;30   Levensmiddelen en dranken;1999 December;101.2;778
753;30   Levensmiddelen en dranken;1999;100.8;778
754;30   Levensmiddelen en dranken;2000 Januari;101.4;778
755;30   Levensmiddelen en dranken;2000 Februari;100.3;778
756;30   Levensmiddelen en dranken;2000 Maart;99.6;778
757;30   Levensmiddelen en dranken;2000 April;99.7;778
758;30   Levensmiddelen en dranken;2000 Mei;100.1;778
759;30   Levensmiddelen en dranken;2000 Juni;100.0;778
760;30   Levensmiddelen en dranken;2000 Juli;100.6;778
761;30   Levensmiddelen en dranken;2000 Augustus;100.6;778
762;30   Levensmiddelen en dranken;2000 September;100.4;778
763;30   Levensmiddelen en dranken;2000 Oktober;101.4;778
764;30   Levensmiddelen en dranken;2000 November;101.4;778
765;30   Levensmiddelen en dranken;2000 December;102.0;778
766;30   Levensmiddelen en dranken;2000;100.6;778
767;30   Levensmiddelen en dranken;2001 Januari;103.3;778
768;30   Levensmiddelen en dranken;2001 Februari;103.0;778
769;30   Levensmiddelen en dranken;2001 Maart;103.7;778
770;30   Levensmiddelen en dranken;2001 April;104.0;778
771;30   Levensmiddelen en dranken;2001 Mei;104.2;778
772;30   Levensmiddelen en dranken;2001 Juni;104.3;778
773;30   Levensmiddelen en dranken;2001 Juli;105.2;778
774;30   Levensmiddelen en dranken;2001 Augustus;105.4;778
775;30   Levensmiddelen en dranken;2001 September;105.5;778
776;30   Levensmiddelen en dranken;2001 Oktober;105.6;778
777;30   Levensmiddelen en dranken;2001 November;105.4;778
778;30   Levensmiddelen en dranken;2001 December;105.6;778
779;30   Levensmiddelen en dranken;2001;104.6;778
780;32   Artikelen voor lichaamsverzorging;1996 Januari;99.7;879
781;32   Artikelen voor lichaamsverzorging;1996 Februari;99.9;879
782;32   Artikelen voor lichaamsverzorging;1996 Maart;99.2;879
783;32   Artikelen voor lichaamsverzorging;1996 April;99.2;879
784;32   Artikelen voor lichaamsverzorging;1996 Mei;99.2;879
785;32   Artikelen voor lichaamsverzorging;1996 Juni;97.9;879
786;32   Artikelen voor lichaamsverzorging;1996 Juli;97.9;879
787;32   Artikelen voor lichaamsverzorging;1996 Augustus;97.8;879
788;32   Artikelen voor lichaamsverzorging;1996 September;97.7;879
789;32   Artikelen voor lichaamsverzorging;1996 Oktober;97.7;879
790;32   Artikelen voor lichaamsverzorging;1996 November;97.4;879
791;32   Artikelen voor lichaamsverzorging;1996 December;97.4;879
792;32   Artikelen voor lichaamsverzorging;1996;98.4;879
793;32   Artikelen voor lichaamsverzorging;1997 Januari;97.5;879
794;32   Artikelen voor lichaamsverzorging;1997 Februari;98.1;879
795;32   Artikelen voor lichaamsverzorging;1997 Maart;98.3;879
796;32   Artikelen voor lichaamsverzorging;1997 April;98.3;879
797;32   Artikelen voor lichaamsverzorging;1997 Mei;98.1;879
798;32   Artikelen voor lichaamsverzorging;1997 Juni;97.6;879
799;32   Artikelen voor lichaamsverzorging;1997 Juli;97.6;879
800;32   Artikelen voor lichaamsverzorging;1997 Augustus;97.8;879
801;32   Artikelen voor lichaamsverzorging;1997 September;98.1;879
802;32   Artikelen voor lichaamsverzorging;1997 Oktober;98.1;879
803;32   Artikelen voor lichaamsverzorging;1997 November;98.5;879
804;32   Artikelen voor lichaamsverzorging;1997 December;98.4;879
805;32   Artikelen voor lichaamsverzorging;1997;98.0;879
806;32   Artikelen voor lichaamsverzorging;1998 Januari;98.0;879
807;32   Artikelen voor lichaamsverzorging;1998 Februari;98.5;879
808;32   Artikelen voor lichaamsverzorging;1998 Maart;98.4;879
809;32   Artikelen voor lichaamsverzorging;1998 April;98.4;879
810;32   Artikelen voor lichaamsverzorging;1998 Mei;98.2;879
811;32   Artikelen voor lichaamsverzorging;1998 Juni;98.8;879
812;32   Artikelen voor lichaamsverzorging;1998 Juli;98.8;879
813;32   Artikelen voor lichaamsverzorging;1998 Augustus;99.3;879
814;32   Artikelen voor lichaamsverzorging;1998 September;99.5;879
815;32   Artikelen voor lichaamsverzorging;1998 Oktober;99.5;879
816;32   Artikelen voor lichaamsverzorging;1998 November;99.7;879
817;32   Artikelen voor lichaamsverzorging;1998 December;99.7;879
818;32   Artikelen voor lichaamsverzorging;1998;98.9;879
819;32   Artikelen voor lichaamsverzorging;1999 Januari;99.9;879
820;32   Artikelen voor lichaamsverzorging;1999 Februari;100.1;879
821;32   Artikelen voor lichaamsverzorging;1999 Maart;100.4;879
822;32   Artikelen voor lichaamsverzorging;1999 April;100.4;879
823;32   Artikelen voor lichaamsverzorging;1999 Mei;100.4;879
824;32   Artikelen voor lichaamsverzorging;1999 Juni;100.4;879
825;32   Artikelen voor lichaamsverzorging;1999 Juli;100.5;879
826;32   Artikelen voor lichaamsverzorging;1999 Augustus;100.9;879
827;32   Artikelen voor lichaamsverzorging;1999 September;100.1;879
828;32   Artikelen voor lichaamsverzorging;1999 Oktober;100.1;879
829;32   Artikelen voor lichaamsverzorging;1999 November;100.1;879
830;32   Artikelen voor lichaamsverzorging;1999 December;99.9;879
831;32   Artikelen voor lichaamsverzorging;1999;100.3;879
832;32   Artikelen voor lichaamsverzorging;2000 Januari;100.7;879
833;32   Artikelen voor lichaamsverzorging;2000 Februari;100.3;879
834;32   Artikelen voor lichaamsverzorging;2000 Maart;100.7;879
835;32   Artikelen voor lichaamsverzorging;2000 April;102.7;879
836;32   Artikelen voor lichaamsverzorging;2000 Mei;103.5;879
837;32   Artikelen voor lichaamsverzorging;2000 Juni;104.4;879
838;32   Artikelen voor lichaamsverzorging;2000 Juli;104.3;879
839;32   Artikelen voor lichaamsverzorging;2000 Augustus;104.2;879
840;32   Artikelen voor lichaamsverzorging;2000 September;104.1;879
841;32   Artikelen voor lichaamsverzorging;2000 Oktober;103.4;879
842;32   Artikelen voor lichaamsverzorging;2000 November;104.0;879
843;32   Artikelen voor lichaamsverzorging;2000 December;104.2;879
844;32   Artikelen voor lichaamsverzorging;2000;103.0;879
845;32   Artikelen voor lichaamsverzorging;2001 Januari;105.2;879
846;32   Artikelen voor lichaamsverzorging;2001 Februari;106.0;879
847;32   Artikelen voor lichaamsverzorging;2001 Maart;105.5;879
848;32   Artikelen voor lichaamsverzorging;2001 April;104.5;879
849;32   Artikelen voor lichaamsverzorging;2001 Mei;105.2;879
850;32   Artikelen voor lichaamsverzorging;2001 Juni;105.1;879
851;32   Artikelen voor lichaamsverzorging;2001 Juli;104.8;879
852;32   Artikelen voor lichaamsverzorging;2001 Augustus;104.5;879
853;32   Artikelen voor lichaamsverzorging;2001 September;105.0;879
854;32   Artikelen voor lichaamsverzorging;2001 Oktober;105.1;879
855;32   Artikelen voor lichaamsverzorging;2001 November;105.6;879
856;32   Artikelen voor lichaamsverzorging;2001 December;105.4;879
857;32   Artikelen voor lichaamsverzorging;2001;105.2;879
858;34   Artikelen voor medische verzorging;1996 Januari;99.7;1235
859;34   Artikelen voor medische verzorging;1996 Februari;99.7;1235
860;34   Artikelen voor medische verzorging;1996 Maart;99.7;1235
861;34   Artikelen voor medische verzorging;1996 April;100.1;1235
862;34   Artikelen voor medische verzorging;1996 Mei;100.1;1235
863;34   Artikelen voor medische verzorging;1996 Juni;100.2;1235
864;34   Artikelen voor medische verzorging;1996 Juli;100.1;1235
865;34   Artikelen voor medische verzorging;1996 Augustus;100.1;1235
866;34   Artikelen voor medische verzorging;1996 September;100.2;1235
867;34   Artikelen voor medische verzorging;1996 Oktober;100.7;1235
868;34   Artikelen voor medische verzorging;1996 November;100.8;1235
869;34   Artikelen voor medische verzorging;1996 December;100.7;1235
870;34   Artikelen voor medische verzorging;1996;100.2;1235
871;34   Artikelen voor medische verzorging;1997 Januari;101.4;1235
872;34   Artikelen voor medische verzorging;1997 Februari;101.4;1235
873;34   Artikelen voor medische verzorging;1997 Maart;101.4;1235
874;34   Artikelen voor medische verzorging;1997 April;101.9;1235
875;34   Artikelen voor medische verzorging;1997 Mei;101.9;1235
876;34   Artikelen voor medische verzorging;1997 Juni;101.9;1235
877;34   Artikelen voor medische verzorging;1997 Juli;102.0;1235
878;34   Artikelen voor medische verzorging;1997 Augustus;101.9;1235
879;34   Artikelen voor medische verzorging;1997 September;102.0;1235
880;34   Artikelen voor medische verzorging;1997 Oktober;102.0;1235
881;34   Artikelen voor medische verzorging;1997 November;102.0;1235
882;34   Artikelen voor medische verzorging;1997 December;102.0;1235
883;34   Artikelen voor medische verzorging;1997;101.8;1235
884;34   Artikelen voor medische verzorging;1998 Januari;102.6;1235
885;34   Artikelen voor medische verzorging;1998 Februari;102.6;1235
886;34   Artikelen voor medische verzorging;1998 Maart;102.5;1235
887;34   Artikelen voor medische verzorging;1998 April;102.6;1235
888;34   Artikelen voor medische verzorging;1998 Mei;102.6;1235
889;34   Artikelen voor medische verzorging;1998 Juni;102.6;1235
890;34   Artikelen voor medische verzorging;1998 Juli;102.4;1235
891;34   Artikelen voor medische verzorging;1998 Augustus;102.4;1235
892;34   Artikelen voor medische verzorging;1998 September;102.4;1235
893;34   Artikelen voor medische verzorging;1998 Oktober;102.6;1235
894;34   Artikelen voor medische verzorging;1998 November;102.6;1235
895;34   Artikelen voor medische verzorging;1998 December;102.6;1235
896;34   Artikelen voor medische verzorging;1998;102.5;1235
897;34   Artikelen voor medische verzorging;1999 Januari;103.3;1235
898;34   Artikelen voor medische verzorging;1999 Februari;103.5;1235
899;34   Artikelen voor medische verzorging;1999 Maart;103.3;1235
900;34   Artikelen voor medische verzorging;1999 April;104.1;1235
901;34   Artikelen voor medische verzorging;1999 Mei;104.1;1235
902;34   Artikelen voor medische verzorging;1999 Juni;104.4;1235
903;34   Artikelen voor medische verzorging;1999 Juli;104.3;1235
904;34   Artikelen voor medische verzorging;1999 Augustus;104.6;1235
905;34   Artikelen voor medische verzorging;1999 September;104.4;1235
906;34   Artikelen voor medische verzorging;1999 Oktober;104.4;1235
907;34   Artikelen voor medische verzorging;1999 November;104.6;1235
908;34   Artikelen voor medische verzorging;1999 December;104.6;1235
909;34   Artikelen voor medische verzorging;1999;104.1;1235
910;34   Artikelen voor medische verzorging;2000 Januari;105.0;1235
911;34   Artikelen voor medische verzorging;2000 Februari;105.5;1235
912;34   Artikelen voor medische verzorging;2000 Maart;105.4;1235
913;34   Artikelen voor medische verzorging;2000 April;105.5;1235
914;34   Artikelen voor medische verzorging;2000 Mei;106.0;1235
915;34   Artikelen voor medische verzorging;2000 Juni;106.2;1235
916;34   Artikelen voor medische verzorging;2000 Juli;106.3;1235
917;34   Artikelen voor medische verzorging;2000 Augustus;106.3;1235
918;34   Artikelen voor medische verzorging;2000 September;106.3;1235
919;34   Artikelen voor medische verzorging;2000 Oktober;106.9;1235
920;34   Artikelen voor medische verzorging;2000 November;106.9;1235
921;34   Artikelen voor medische verzorging;2000 December;107.2;1235
922;34   Artikelen voor medische verzorging;2000;106.1;1235
923;34   Artikelen voor medische verzorging;2001 Januari;109.0;1235
924;34   Artikelen voor medische verzorging;2001 Februari;109.7;1235
925;34   Artikelen voor medische verzorging;2001 Maart;110.1;1235
926;34   Artikelen voor medische verzorging;2001 April;110.3;1235
927;34   Artikelen voor medische verzorging;2001 Mei;110.6;1235
928;34   Artikelen voor medische verzorging;2001 Juni;110.4;1235
929;34   Artikelen voor medische verzorging;2001 Juli;110.6;1235
930;34   Artikelen voor medische verzorging;2001 Augustus;110.8;1235
931;34   Artikelen voor medische verzorging;2001 September;110.8;1235
932;34   Artikelen voor medische verzorging;2001 Oktober;111.1;1235
933;34   Artikelen voor medische verzorging;2001 November;111.4;1235
934;34   Artikelen voor medische verzorging;2001 December;111.7;1235
935;34   Artikelen voor medische verzorging;2001;110.5;1235
936;4;1996 Januari;89.5;17002
937;4;1996 Februari;93.6;17002
938;4;1996 Maart;105.8;17002
939;4;1996 April;106.5;17002
940;4;1996 Mei;105.6;17002
941;4;1996 Juni;102.5;17002
942;4;1996 Juli;89.0;17002
943;4;1996 Augustus;91.4;17002
944;4;1996 September;106.1;17002
945;4;1996 Oktober;107.2;17002
946;4;1996 November;106.1;17002
947;4;1996 December;101.3;17002
948;4;1996;100.4;17002
949;4;1997 Januari;88.8;17002
950;4;1997 Februari;92.6;17002
951;4;1997 Maart;107.6;17002
952;4;1997 April;107.6;17002
953;4;1997 Mei;106.6;17002
954;4;1997 Juni;99.5;17002
955;4;1997 Juli;89.2;17002
956;4;1997 Augustus;91.7;17002
957;4;1997 September;106.9;17002
958;4;1997 Oktober;107.4;17002
959;4;1997 November;106.7;17002
960;4;1997 December;102.5;17002
961;4;1997;100.6;17002
962;4;1998 Januari;88.8;17002
963;4;1998 Februari;96.8;17002
964;4;1998 Maart;111.1;17002
965;4;1998 April;111.3;17002
966;4;1998 Mei;109.5;17002
967;4;1998 Juni;103.8;17002
968;4;1998 Juli;93.3;17002
969;4;1998 Augustus;94.2;17002
970;4;1998 September;109.2;17002
971;4;1998 Oktober;109.9;17002
972;4;1998 November;108.9;17002
973;4;1998 December;102.4;17002
974;4;1998;103.3;17002
975;4;1999 Januari;91.0;17002
976;4;1999 Februari;97.8;17002
977;4;1999 Maart;111.6;17002
978;4;1999 April;112.3;17002
979;4;1999 Mei;111.2;17002
980;4;1999 Juni;105.5;17002
981;4;1999 Juli;94.7;17002
982;4;1999 Augustus;100.7;17002
983;4;1999 September;109.6;17002
984;4;1999 Oktober;108.8;17002
985;4;1999 November;108.8;17002
986;4;1999 December;101.6;17002
987;4;1999;104.5;17002
988;4;2000 Januari;90.2;17002
989;4;2000 Februari;96.0;17002
990;4;2000 Maart;109.6;17002
991;4;2000 April;111.3;17002
992;4;2000 Mei;110.8;17002
993;4;2000 Juni;105.9;17002
994;4;2000 Juli;92.6;17002
995;4;2000 Augustus;96.6;17002
996;4;2000 September;108.6;17002
997;4;2000 Oktober;109.0;17002
998;4;2000 November;107.9;17002
999;4;2000 December;101.2;17002
1000;4;2000;103.3;17002
1001;4;2001 Januari;90.4;17002
1002;4;2001 Februari;96.5;17002
1003;4;2001 Maart;110.6;17002
1004;4;2001 April;111.5;17002
1005;4;2001 Mei;111.3;17002
1006;4;2001 Juni;107.0;17002
1007;4;2001 Juli;93.9;17002
1008;4;2001 Augustus;96.6;17002
1009;4;2001 September;110.2;17002
1010;4;2001 Oktober;111.7;17002
1011;4;2001 November;111.2;17002
1012;4;2001 December;106.6;17002
1013;4;2001;104.8;17002
1014;40   Kleding;1996 Januari;89.8;14674
1015;40   Kleding;1996 Februari;93.8;14674
1016;40   Kleding;1996 Maart;106.8;14674
1017;40   Kleding;1996 April;107.0;14674
1018;40   Kleding;1996 Mei;106.0;14674
1019;40   Kleding;1996 Juni;102.5;14674
1020;40   Kleding;1996 Juli;88.7;14674
1021;40   Kleding;1996 Augustus;90.9;14674
1022;40   Kleding;1996 September;106.2;14674
1023;40   Kleding;1996 Oktober;107.2;14674
1024;40   Kleding;1996 November;105.9;14674
1025;40   Kleding;1996 December;100.9;14674
1026;40   Kleding;1996;100.5;14674
1027;40   Kleding;1997 Januari;88.2;14674
1028;40   Kleding;1997 Februari;92.4;14674
1029;40   Kleding;1997 Maart;108.3;14674
1030;40   Kleding;1997 April;107.8;14674
1031;40   Kleding;1997 Mei;106.6;14674
1032;40   Kleding;1997 Juni;99.0;14674
1033;40   Kleding;1997 Juli;88.7;14674
1034;40   Kleding;1997 Augustus;91.3;14674
1035;40   Kleding;1997 September;106.7;14674
1036;40   Kleding;1997 Oktober;107.0;14674
1037;40   Kleding;1997 November;106.2;14674
1038;40   Kleding;1997 December;101.9;14674
1039;40   Kleding;1997;100.3;14674
1040;40   Kleding;1998 Januari;88.0;14674
1041;40   Kleding;1998 Februari;96.3;14674
1042;40   Kleding;1998 Maart;111.7;14674
1043;40   Kleding;1998 April;111.5;14674
1044;40   Kleding;1998 Mei;109.4;14674
1045;40   Kleding;1998 Juni;103.5;14674
1046;40   Kleding;1998 Juli;92.5;14674
1047;40   Kleding;1998 Augustus;93.4;14674
1048;40   Kleding;1998 September;108.9;14674
1049;40   Kleding;1998 Oktober;109.6;14674
1050;40   Kleding;1998 November;108.6;14674
1051;40   Kleding;1998 December;102.0;14674
1052;40   Kleding;1998;102.9;14674
1053;40   Kleding;1999 Januari;89.9;14674
1054;40   Kleding;1999 Februari;97.3;14674
1055;40   Kleding;1999 Maart;112.0;14674
1056;40   Kleding;1999 April;112.2;14674
1057;40   Kleding;1999 Mei;111.0;14674
1058;40   Kleding;1999 Juni;104.9;14674
1059;40   Kleding;1999 Juli;93.7;14674
1060;40   Kleding;1999 Augustus;99.9;14674
1061;40   Kleding;1999 September;109.0;14674
1062;40   Kleding;1999 Oktober;108.2;14674
1063;40   Kleding;1999 November;108.1;14674
1064;40   Kleding;1999 December;100.7;14674
1065;40   Kleding;1999;103.9;14674
1066;40   Kleding;2000 Januari;88.8;14674
1067;40   Kleding;2000 Februari;94.9;14674
1068;40   Kleding;2000 Maart;109.2;14674
1069;40   Kleding;2000 April;110.8;14674
1070;40   Kleding;2000 Mei;110.2;14674
1071;40   Kleding;2000 Juni;104.8;14674
1072;40   Kleding;2000 Juli;91.0;14674
1073;40   Kleding;2000 Augustus;95.5;14674
1074;40   Kleding;2000 September;107.6;14674
1075;40   Kleding;2000 Oktober;107.8;14674
1076;40   Kleding;2000 November;106.5;14674
1077;40   Kleding;2000 December;99.8;14674
1078;40   Kleding;2000;102.2;14674
1079;40   Kleding;2001 Januari;88.2;14674
1080;40   Kleding;2001 Februari;94.6;14674
1081;40   Kleding;2001 Maart;109.4;14674
1082;40   Kleding;2001 April;110.2;14674
1083;40   Kleding;2001 Mei;109.8;14674
1084;40   Kleding;2001 Juni;105.1;14674
1085;40   Kleding;2001 Juli;91.4;14674
1086;40   Kleding;2001 Augustus;94.1;14674
1087;40   Kleding;2001 September;107.5;14674
1088;40   Kleding;2001 Oktober;109.1;14674
1089;40   Kleding;2001 November;108.5;14674
1090;40   Kleding;2001 December;104.4;14674
1091;40   Kleding;2001;102.7;14674
1092;46   Schoenen;1996 Januari;87.5;2328
1093;46   Schoenen;1996 Februari;92.7;2328
1094;46   Schoenen;1996 Maart;99.3;2328
1095;46   Schoenen;1996 April;103.9;2328
1096;46   Schoenen;1996 Mei;103.2;2328
1097;46   Schoenen;1996 Juni;102.1;2328
1098;46   Schoenen;1996 Juli;90.8;2328
1099;46   Schoenen;1996 Augustus;94.8;2328
1100;46   Schoenen;1996 September;105.6;2328
1101;46   Schoenen;1996 Oktober;107.1;2328
1102;46   Schoenen;1996 November;107.0;2328
1103;46   Schoenen;1996 December;103.9;2328
1104;46   Schoenen;1996;99.8;2328
1105;46   Schoenen;1997 Januari;92.8;2328
1106;46   Schoenen;1997 Februari;94.1;2328
1107;46   Schoenen;1997 Maart;102.9;2328
1108;46   Schoenen;1997 April;106.4;2328
1109;46   Schoenen;1997 Mei;106.6;2328
1110;46   Schoenen;1997 Juni;102.2;2328
1111;46   Schoenen;1997 Juli;92.2;2328
1112;46   Schoenen;1997 Augustus;94.1;2328
1113;46   Schoenen;1997 September;108.1;2328
1114;46   Schoenen;1997 Oktober;110.2;2328
1115;46   Schoenen;1997 November;109.6;2328
1116;46   Schoenen;1997 December;106.4;2328
1117;46   Schoenen;1997;102.1;2328
1118;46   Schoenen;1998 Januari;94.1;2328
1119;46   Schoenen;1998 Februari;99.9;2328
1120;46   Schoenen;1998 Maart;107.4;2328
1121;46   Schoenen;1998 April;110.5;2328
1122;46   Schoenen;1998 Mei;109.9;2328
1123;46   Schoenen;1998 Juni;105.6;2328
1124;46   Schoenen;1998 Juli;98.2;2328
1125;46   Schoenen;1998 Augustus;98.9;2328
1126;46   Schoenen;1998 September;111.3;2328
1127;46   Schoenen;1998 Oktober;111.8;2328
1128;46   Schoenen;1998 November;111.1;2328
1129;46   Schoenen;1998 December;105.0;2328
