ID;Sales;Products;Periods;IndexNumbers_1;MonthOnMonthDevelopment_2;YearOnYearDevelopment_3;IndexNumbers_4;MonthOnMonthDevelopment_5;YearOnYearDevelopment_6
5828;Total sales;"15331500 Vegetables; fruit; nuts and oth";2005 February;103.5;0.0;-3.4;103.5;0.0;-3.4
5829;Total sales;"15331500 Vegetables; fruit; nuts and oth";2005 March;103.5;0.0;-2.9;103.5;0.0;-2.9
5830;Total sales;"15331500 Vegetables; fruit; nuts and oth";2005 April;102.8;-0.7;-3.6;102.8;-0.7;-3.6
5831;Total sales;"15331500 Vegetables; fruit; nuts and oth";2005 May;102.8;0.0;-2.8;102.8;0.0;-2.8
5832;Total sales;"15331500 Vegetables; fruit; nuts and oth";2005 June;102.8;0.0;-2.9;102.8;0.0;-2.9
5833;Total sales;"15331500 Vegetables; fruit; nuts and oth";2005 July;103.3;0.5;-3.4;103.3;0.5;-3.4
5834;Total sales;"15331500 Vegetables; fruit; nuts and oth";2005 August;103.3;0.0;-2.9;103.3;0.0;-2.9
5835;Total sales;"15331500 Vegetables; fruit; nuts and oth";2005 September;103.3;0.0;0.3;103.3;0.0;0.3
5836;Total sales;"15331500 Vegetables; fruit; nuts and oth";2005 October;103.2;0.0;0.7;103.2;0.0;0.7
5837;Total sales;"15331500 Vegetables; fruit; nuts and oth";2005 November;103.2;0.0;0.7;103.2;0.0;0.7
5838;Total sales;"15331500 Vegetables; fruit; nuts and oth";2005 December;103.2;0.0;0.7;103.2;0.0;0.7
5839;Total sales;"15331500 Vegetables; fruit; nuts and oth";2005;103.2;;-1.8;103.2;;-1.8
5840;Total sales;"15331500 Vegetables; fruit; nuts and oth";2006 January;104.5;1.2;0.9;104.5;1.2;0.9
5841;Total sales;"15331500 Vegetables; fruit; nuts and oth";2006 February;104.5;0.0;0.9;104.5;0.0;0.9
5842;Total sales;"15331500 Vegetables; fruit; nuts and oth";2006 March;104.5;0.0;0.9;104.5;0.0;0.9
5843;Total sales;"15331500 Vegetables; fruit; nuts and oth";2006 April;104.5;0.1;1.7;104.5;0.1;1.7
5844;Total sales;"15331500 Vegetables; fruit; nuts and oth";2006 May;104.5;0.0;1.7;104.5;0.0;1.7
5845;Total sales;"15331500 Vegetables; fruit; nuts and oth";2006 June;104.5;0.0;1.7;104.5;0.0;1.7
5846;Total sales;"15331500 Vegetables; fruit; nuts and oth";2006 July;109.0;4.3;5.5;109.0;4.3;5.5
5847;Total sales;"15331500 Vegetables; fruit; nuts and oth";2006 August;109.0;0.0;5.5;109.0;0.0;5.5
5848;Total sales;15332000 Prepared or preserved fruit  an;2000 January;100.1;;;100.1;;
5849;Total sales;15332000 Prepared or preserved fruit  an;2000 February;100.1;0.0;;100.1;0.0;
5850;Total sales;15332000 Prepared or preserved fruit  an;2000 March;100.0;-0.2;;100.0;-0.2;
5851;Total sales;15332000 Prepared or preserved fruit  an;2000 April;99.6;-0.4;;99.6;-0.4;
5852;Total sales;15332000 Prepared or preserved fruit  an;2000 May;99.3;-0.3;;99.3;-0.3;
5853;Total sales;15332000 Prepared or preserved fruit  an;2000 June;93.9;-5.5;;93.9;-5.5;
5854;Total sales;15332000 Prepared or preserved fruit  an;2000 July;99.2;5.7;;99.2;5.7;
5855;Total sales;15332000 Prepared or preserved fruit  an;2000 August;100.3;1.1;;100.3;1.1;
5856;Total sales;15332000 Prepared or preserved fruit  an;2000 September;101.2;0.9;;101.2;0.9;
5857;Total sales;15332000 Prepared or preserved fruit  an;2000 October;101.9;0.8;;101.9;0.8;
5858;Total sales;15332000 Prepared or preserved fruit  an;2000 November;101.8;-0.1;;101.8;-0.1;
5859;Total sales;15332000 Prepared or preserved fruit  an;2000 December;102.7;0.9;;102.7;0.9;
5860;Total sales;15332000 Prepared or preserved fruit  an;2000;100.0;;;100.0;;
5861;Total sales;15332000 Prepared or preserved fruit  an;2001 January;102.6;-0.1;2.5;102.6;-0.1;2.5
5862;Total sales;15332000 Prepared or preserved fruit  an;2001 February;102.0;-0.5;1.9;102.0;-0.5;1.9
5863;Total sales;15332000 Prepared or preserved fruit  an;2001 March;103.3;1.3;3.4;103.3;1.3;3.4
5864;Total sales;15332000 Prepared or preserved fruit  an;2001 April;103.4;0.0;3.8;103.4;0.0;3.8
5865;Total sales;15332000 Prepared or preserved fruit  an;2001 May;103.6;0.2;4.3;103.6;0.2;4.3
5866;Total sales;15332000 Prepared or preserved fruit  an;2001 June;102.9;-0.7;9.6;102.9;-0.7;9.6
5867;Total sales;15332000 Prepared or preserved fruit  an;2001 July;96.7;-6.0;-2.5;96.7;-6.0;-2.5
5868;Total sales;15332000 Prepared or preserved fruit  an;2001 August;95.3;-1.5;-5.0;95.3;-1.5;-5.0
5869;Total sales;15332000 Prepared or preserved fruit  an;2001 September;95.4;0.1;-5.7;95.4;0.1;-5.7
5870;Total sales;15332000 Prepared or preserved fruit  an;2001 October;94.7;-0.7;-7.1;94.7;-0.7;-7.1
5871;Total sales;15332000 Prepared or preserved fruit  an;2001 November;93.9;-0.8;-7.8;93.9;-0.8;-7.8
5872;Total sales;15332000 Prepared or preserved fruit  an;2001 December;93.6;-0.3;-8.9;93.6;-0.3;-8.9
5873;Total sales;15332000 Prepared or preserved fruit  an;2001;98.9;;-1.1;98.9;;-1.1
5874;Total sales;15332000 Prepared or preserved fruit  an;2002 January;94.2;0.7;-8.1;94.2;0.7;-8.1
5875;Total sales;15332000 Prepared or preserved fruit  an;2002 February;94.0;-0.2;-7.9;94.0;-0.2;-7.9
5876;Total sales;15332000 Prepared or preserved fruit  an;2002 March;93.8;-0.2;-9.3;93.8;-0.2;-9.3
5877;Total sales;15332000 Prepared or preserved fruit  an;2002 April;93.8;0.0;-9.2;93.8;0.0;-9.2
5878;Total sales;15332000 Prepared or preserved fruit  an;2002 May;93.2;-0.6;-10.0;93.2;-0.6;-10.0
5879;Total sales;15332000 Prepared or preserved fruit  an;2002 June;98.7;5.9;-4.1;98.7;5.9;-4.1
5880;Total sales;15332000 Prepared or preserved fruit  an;2002 July;98.3;-0.4;1.6;98.3;-0.4;1.6
5881;Total sales;15332000 Prepared or preserved fruit  an;2002 August;98.8;0.5;3.7;98.8;0.5;3.7
5882;Total sales;15332000 Prepared or preserved fruit  an;2002 September;97.9;-0.9;2.6;97.9;-0.9;2.6
5883;Total sales;15332000 Prepared or preserved fruit  an;2002 October;99.7;1.8;5.3;99.7;1.8;5.3
5884;Total sales;15332000 Prepared or preserved fruit  an;2002 November;99.7;0.0;6.2;99.7;0.0;6.2
5885;Total sales;15332000 Prepared or preserved fruit  an;2002 December;99.3;-0.4;6.1;99.3;-0.4;6.1
5886;Total sales;15332000 Prepared or preserved fruit  an;2002;96.8;;-2.2;96.8;;-2.2
5887;Total sales;15332000 Prepared or preserved fruit  an;2003 January;98.9;-0.4;4.9;98.9;-0.4;4.9
5888;Total sales;15332000 Prepared or preserved fruit  an;2003 February;98.9;0.0;5.2;98.9;0.0;5.2
5889;Total sales;15332000 Prepared or preserved fruit  an;2003 March;99.1;0.2;5.6;99.1;0.2;5.6
5890;Total sales;15332000 Prepared or preserved fruit  an;2003 April;99.6;0.5;6.1;99.6;0.5;6.1
5891;Total sales;15332000 Prepared or preserved fruit  an;2003 May;99.0;-0.6;6.2;99.0;-0.6;6.2
5892;Total sales;15332000 Prepared or preserved fruit  an;2003 June;99.8;0.8;1.1;99.8;0.8;1.1
5893;Total sales;15332000 Prepared or preserved fruit  an;2003 July;103.3;3.5;5.1;103.3;3.5;5.1
5894;Total sales;15332000 Prepared or preserved fruit  an;2003 August;103.3;-0.1;4.5;103.3;-0.1;4.5
5895;Total sales;15332000 Prepared or preserved fruit  an;2003 September;103.1;-0.2;5.3;103.1;-0.2;5.3
5896;Total sales;15332000 Prepared or preserved fruit  an;2003 October;102.9;-0.2;3.2;102.9;-0.2;3.2
5897;Total sales;15332000 Prepared or preserved fruit  an;2003 November;103.3;0.4;3.6;103.3;0.4;3.6
5898;Total sales;15332000 Prepared or preserved fruit  an;2003 December;103.7;0.5;4.5;103.7;0.5;4.5
5899;Total sales;15332000 Prepared or preserved fruit  an;2003;101.2;;4.6;101.2;;4.6
5900;Total sales;15332000 Prepared or preserved fruit  an;2004 January;103.2;-0.6;4.4;103.2;-0.6;4.4
5901;Total sales;15332000 Prepared or preserved fruit  an;2004 February;103.8;0.6;5.0;103.8;0.6;5.0
5902;Total sales;15332000 Prepared or preserved fruit  an;2004 March;104.0;0.1;5.0;104.0;0.1;5.0
5903;Total sales;15332000 Prepared or preserved fruit  an;2004 April;103.6;-0.4;4.0;103.6;-0.4;4.0
5904;Total sales;15332000 Prepared or preserved fruit  an;2004 May;102.5;-1.1;3.5;102.5;-1.1;3.5
5905;Total sales;15332000 Prepared or preserved fruit  an;2004 June;103.8;1.3;4.0;103.8;1.3;4.0
5906;Total sales;15332000 Prepared or preserved fruit  an;2004 July;100.6;-3.0;-2.6;100.6;-3.0;-2.6
5907;Total sales;15332000 Prepared or preserved fruit  an;2004 August;99.0;-1.6;-4.1;99.0;-1.6;-4.1
5908;Total sales;15332000 Prepared or preserved fruit  an;2004 September;98.4;-0.6;-4.6;98.4;-0.6;-4.6
5909;Total sales;15332000 Prepared or preserved fruit  an;2004 October;96.0;-2.4;-6.7;96.0;-2.4;-6.7
5910;Total sales;15332000 Prepared or preserved fruit  an;2004 November;96.8;0.9;-6.2;96.8;0.9;-6.2
5911;Total sales;15332000 Prepared or preserved fruit  an;2004 December;96.8;0.0;-6.7;96.8;0.0;-6.7
5912;Total sales;15332000 Prepared or preserved fruit  an;2004;100.7;;-0.5;100.7;;-0.5
5913;Total sales;15332000 Prepared or preserved fruit  an;2005 January;96.6;-0.3;-6.4;96.6;-0.3;-6.4
5914;Total sales;15332000 Prepared or preserved fruit  an;2005 February;93.3;-3.4;-10.1;93.3;-3.4;-10.1
5915;Total sales;15332000 Prepared or preserved fruit  an;2005 March;95.8;2.7;-7.8;95.8;2.7;-7.8
5916;Total sales;15332000 Prepared or preserved fruit  an;2005 April;94.8;-1.0;-8.5;94.8;-1.0;-8.5
5917;Total sales;15332000 Prepared or preserved fruit  an;2005 May;94.6;-0.3;-7.7;94.6;-0.3;-7.7
5918;Total sales;15332000 Prepared or preserved fruit  an;2005 June;93.9;-0.7;-9.5;93.9;-0.7;-9.5
5919;Total sales;15332000 Prepared or preserved fruit  an;2005 July;94.5;0.6;-6.1;94.5;0.6;-6.1
5920;Total sales;15332000 Prepared or preserved fruit  an;2005 August;92.4;-2.2;-6.7;92.4;-2.2;-6.7
5921;Total sales;15332000 Prepared or preserved fruit  an;2005 September;91.8;-0.7;-6.7;91.8;-0.7;-6.7
5922;Total sales;15332000 Prepared or preserved fruit  an;2005 October;92.7;1.1;-3.4;92.7;1.1;-3.4
5923;Total sales;15332000 Prepared or preserved fruit  an;2005 November;91.7;-1.1;-5.3;91.7;-1.1;-5.3
5924;Total sales;15332000 Prepared or preserved fruit  an;2005 December;92.0;0.3;-5.0;92.0;0.3;-5.0
5925;Total sales;15332000 Prepared or preserved fruit  an;2005;93.7;;-7.0;93.7;;-7.0
5926;Total sales;15332000 Prepared or preserved fruit  an;2006 January;92.5;0.6;-4.2;92.5;0.6;-4.2
5927;Total sales;15332000 Prepared or preserved fruit  an;2006 February;92.3;-0.3;-1.1;92.3;-0.3;-1.1
5928;Total sales;15332000 Prepared or preserved fruit  an;2006 March;92.6;0.3;-3.4;92.6;0.3;-3.4
5929;Total sales;15332000 Prepared or preserved fruit  an;2006 April;91.8;-0.8;-3.2;91.8;-0.8;-3.2
5930;Total sales;15332000 Prepared or preserved fruit  an;2006 May;91.2;-0.7;-3.6;91.2;-0.7;-3.6
5931;Total sales;15332000 Prepared or preserved fruit  an;2006 June;92.6;1.6;-1.4;92.6;1.6;-1.4
5932;Total sales;15332000 Prepared or preserved fruit  an;2006 July;92.9;0.3;-1.6;92.9;0.3;-1.6
5933;Total sales;15332000 Prepared or preserved fruit  an;2006 August;92.9;-0.1;0.5;92.9;-0.1;0.5
5934;Total sales;15332200 Jams, fruit jellies and fruit o;2000 January;109.7;;;109.7;;
5935;Total sales;15332200 Jams, fruit jellies and fruit o;2000 February;108.7;-1.0;;108.7;-1.0;
5936;Total sales;15332200 Jams, fruit jellies and fruit o;2000 March;109.3;0.6;;109.3;0.6;
5937;Total sales;15332200 Jams, fruit jellies and fruit o;2000 April;109.4;0.1;;109.4;0.1;
5938;Total sales;15332200 Jams, fruit jellies and fruit o;2000 May;108.8;-0.6;;108.8;-0.6;
5939;Total sales;15332200 Jams, fruit jellies and fruit o;2000 June;92.7;-14.8;;92.7;-14.8;
5940;Total sales;15332200 Jams, fruit jellies and fruit o;2000 July;93.2;0.5;;93.2;0.5;
5941;Total sales;15332200 Jams, fruit jellies and fruit o;2000 August;93.6;0.5;;93.6;0.5;
5942;Total sales;15332200 Jams, fruit jellies and fruit o;2000 September;93.4;-0.2;;93.4;-0.2;
5943;Total sales;15332200 Jams, fruit jellies and fruit o;2000 October;93.9;0.5;;93.9;0.5;
5944;Total sales;15332200 Jams, fruit jellies and fruit o;2000 November;93.1;-0.8;;93.1;-0.8;
5945;Total sales;15332200 Jams, fruit jellies and fruit o;2000 December;94.3;1.2;;94.3;1.2;
5946;Total sales;15332200 Jams, fruit jellies and fruit o;2000;100.0;;;100.0;;
5947;Total sales;15332200 Jams, fruit jellies and fruit o;2001 January;92.7;-1.7;-15.6;92.7;-1.7;-15.6
5948;Total sales;15332200 Jams, fruit jellies and fruit o;2001 February;91.6;-1.1;-15.7;91.6;-1.1;-15.7
5949;Total sales;15332200 Jams, fruit jellies and fruit o;2001 March;94.1;2.7;-13.9;94.1;2.7;-13.9
5950;Total sales;15332200 Jams, fruit jellies and fruit o;2001 April;92.6;-1.6;-15.4;92.6;-1.6;-15.4
5951;Total sales;15332200 Jams, fruit jellies and fruit o;2001 May;93.8;1.3;-13.8;93.8;1.3;-13.8
5952;Total sales;15332200 Jams, fruit jellies and fruit o;2001 June;91.0;-3.0;-1.8;91.0;-3.0;-1.8
5953;Total sales;15332200 Jams, fruit jellies and fruit o;2001 July;87.6;-3.8;-6.0;87.6;-3.8;-6.0
5954;Total sales;15332200 Jams, fruit jellies and fruit o;2001 August;86.8;-0.8;-7.2;86.8;-0.8;-7.2
5955;Total sales;15332200 Jams, fruit jellies and fruit o;2001 September;86.9;0.1;-7.0;86.9;0.1;-7.0
5956;Total sales;15332200 Jams, fruit jellies and fruit o;2001 October;85.5;-1.6;-8.9;85.5;-1.6;-8.9
5957;Total sales;15332200 Jams, fruit jellies and fruit o;2001 November;85.2;-0.4;-8.5;85.2;-0.4;-8.5
5958;Total sales;15332200 Jams, fruit jellies and fruit o;2001 December;83.8;-1.6;-11.1;83.8;-1.6;-11.1
5959;Total sales;15332200 Jams, fruit jellies and fruit o;2001;89.3;;-10.7;89.3;;-10.7
5960;Total sales;15332200 Jams, fruit jellies and fruit o;2002 January;88.4;5.5;-4.5;88.4;5.5;-4.5
5961;Total sales;15332200 Jams, fruit jellies and fruit o;2002 February;86.9;-1.8;-5.2;86.9;-1.8;-5.2
5962;Total sales;15332200 Jams, fruit jellies and fruit o;2002 March;86.8;-0.1;-7.8;86.8;-0.1;-7.8
5963;Total sales;15332200 Jams, fruit jellies and fruit o;2002 April;87.7;1.1;-5.2;87.7;1.1;-5.2
5964;Total sales;15332200 Jams, fruit jellies and fruit o;2002 May;86.9;-1.0;-7.4;86.9;-1.0;-7.4
5965;Total sales;15332200 Jams, fruit jellies and fruit o;2002 June;101.0;16.3;11.0;101.0;16.3;11.0
5966;Total sales;15332200 Jams, fruit jellies and fruit o;2002 July;101.2;0.2;15.6;101.2;0.2;15.6
5967;Total sales;15332200 Jams, fruit jellies and fruit o;2002 August;101.6;0.4;17.0;101.6;0.4;17.0
5968;Total sales;15332200 Jams, fruit jellies and fruit o;2002 September;100.7;-0.9;15.9;100.7;-0.9;15.9
5969;Total sales;15332200 Jams, fruit jellies and fruit o;2002 October;103.6;2.8;21.1;103.6;2.8;21.1
5970;Total sales;15332200 Jams, fruit jellies and fruit o;2002 November;102.7;-0.8;20.5;102.7;-0.8;20.5
5971;Total sales;15332200 Jams, fruit jellies and fruit o;2002 December;102.2;-0.5;21.9;102.2;-0.5;21.9
5972;Total sales;15332200 Jams, fruit jellies and fruit o;2002;95.8;;7.3;95.8;;7.3
5973;Total sales;15332200 Jams, fruit jellies and fruit o;2003 January;100.2;-2.0;13.2;100.2;-2.0;13.2
5974;Total sales;15332200 Jams, fruit jellies and fruit o;2003 February;100.5;0.3;15.7;100.5;0.3;15.7
5975;Total sales;15332200 Jams, fruit jellies and fruit o;2003 March;100.9;0.4;16.3;100.9;0.4;16.3
5976;Total sales;15332200 Jams, fruit jellies and fruit o;2003 April;101.6;0.6;15.8;101.6;0.6;15.8
5977;Total sales;15332200 Jams, fruit jellies and fruit o;2003 May;101.0;-0.6;16.2;101.0;-0.6;16.2
5978;Total sales;15332200 Jams, fruit jellies and fruit o;2003 June;102.8;1.8;1.8;102.8;1.8;1.8
5979;Total sales;15332200 Jams, fruit jellies and fruit o;2003 July;103.7;0.9;2.5;103.7;0.9;2.5
5980;Total sales;15332200 Jams, fruit jellies and fruit o;2003 August;102.4;-1.2;0.8;102.4;-1.2;0.8
5981;Total sales;15332200 Jams, fruit jellies and fruit o;2003 September;103.6;1.2;2.9;103.6;1.2;2.9
5982;Total sales;15332200 Jams, fruit jellies and fruit o;2003 October;102.5;-1.0;-1.0;102.5;-1.0;-1.0
5983;Total sales;15332200 Jams, fruit jellies and fruit o;2003 November;102.6;0.0;-0.2;102.6;0.0;-0.2
5984;Total sales;15332200 Jams, fruit jellies and fruit o;2003 December;104.3;1.7;2.1;104.3;1.7;2.1
5985;Total sales;15332200 Jams, fruit jellies and fruit o;2003;102.2;;6.6;102.2;;6.6
5986;Total sales;15332200 Jams, fruit jellies and fruit o;2004 January;103.3;-1.0;3.1;103.3;-1.0;3.1
5987;Total sales;15332200 Jams, fruit jellies and fruit o;2004 February;105.0;1.7;4.5;105.0;1.7;4.5
5988;Total sales;15332200 Jams, fruit jellies and fruit o;2004 March;104.2;-0.8;3.3;104.2;-0.8;3.3
5989;Total sales;15332200 Jams, fruit jellies and fruit o;2004 April;108.0;3.7;6.4;108.0;3.7;6.4
5990;Total sales;15332200 Jams, fruit jellies and fruit o;2004 May;105.3;-2.5;4.3;105.3;-2.5;4.3
5991;Total sales;15332200 Jams, fruit jellies and fruit o;2004 June;108.4;2.9;5.4;108.4;2.9;5.4
5992;Total sales;15332200 Jams, fruit jellies and fruit o;2004 July;106.9;-1.3;3.1;106.9;-1.3;3.1
5993;Total sales;15332200 Jams, fruit jellies and fruit o;2004 August;105.4;-1.4;2.9;105.4;-1.4;2.9
5994;Total sales;15332200 Jams, fruit jellies and fruit o;2004 September;103.6;-1.8;-0.1;103.6;-1.8;-0.1
5995;Total sales;15332200 Jams, fruit jellies and fruit o;2004 October;99.0;-4.4;-3.5;99.0;-4.4;-3.5
5996;Total sales;15332200 Jams, fruit jellies and fruit o;2004 November;101.1;2.1;-1.4;101.1;2.1;-1.4
5997;Total sales;15332200 Jams, fruit jellies and fruit o;2004 December;101.4;0.3;-2.8;101.4;0.3;-2.8
5998;Total sales;15332200 Jams, fruit jellies and fruit o;2004;104.3;;2.1;104.3;;2.1
5999;Total sales;15332200 Jams, fruit jellies and fruit o;2005 January;101.7;0.4;-1.5;101.7;0.4;-1.5
6000;Total sales;15332200 Jams, fruit jellies and fruit o;2005 February;95.8;-5.9;-8.8;95.8;-5.9;-8.8
6001;Total sales;15332200 Jams, fruit jellies and fruit o;2005 March;100.3;4.7;-3.8;100.3;4.7;-3.8
6002;Total sales;15332200 Jams, fruit jellies and fruit o;2005 April;99.0;-1.2;-8.3;99.0;-1.2;-8.3
6003;Total sales;15332200 Jams, fruit jellies and fruit o;2005 May;99.1;0.0;-5.9;99.1;0.0;-5.9
6004;Total sales;15332200 Jams, fruit jellies and fruit o;2005 June;99.2;0.1;-8.5;99.2;0.1;-8.5
6005;Total sales;15332200 Jams, fruit jellies and fruit o;2005 July;97.2;-2.0;-9.1;97.2;-2.0;-9.1
6006;Total sales;15332200 Jams, fruit jellies and fruit o;2005 August;93.1;-4.3;-11.7;93.1;-4.3;-11.7
6007;Total sales;15332200 Jams, fruit jellies and fruit o;2005 September;93.4;0.3;-9.8;93.4;0.3;-9.8
6008;Total sales;15332200 Jams, fruit jellies and fruit o;2005 October;92.7;-0.7;-6.3;92.7;-0.7;-6.3
6009;Total sales;15332200 Jams, fruit jellies and fruit o;2005 November;92.0;-0.8;-9.0;92.0;-0.8;-9.0
6010;Total sales;15332200 Jams, fruit jellies and fruit o;2005 December;92.5;0.6;-8.7;92.5;0.6;-8.7
6011;Total sales;15332200 Jams, fruit jellies and fruit o;2005;96.3;;-7.6;96.3;;-7.6
6012;Total sales;15332200 Jams, fruit jellies and fruit o;2006 January;93.1;0.6;-8.5;93.1;0.6;-8.5
6013;Total sales;15332200 Jams, fruit jellies and fruit o;2006 February;93.0;-0.2;-2.9;93.0;-0.2;-2.9
6014;Total sales;15332200 Jams, fruit jellies and fruit o;2006 March;94.0;1.1;-6.2;94.0;1.1;-6.2
6015;Total sales;15332200 Jams, fruit jellies and fruit o;2006 April;91.1;-3.2;-8.0;91.1;-3.2;-8.0
6016;Total sales;15332200 Jams, fruit jellies and fruit o;2006 May;90.5;-0.6;-8.6;90.5;-0.6;-8.6
6017;Total sales;15332200 Jams, fruit jellies and fruit o;2006 June;92.6;2.3;-6.7;92.6;2.3;-6.7
6018;Total sales;15332200 Jams, fruit jellies and fruit o;2006 July;94.8;2.4;-2.5;94.8;2.4;-2.5
6019;Total sales;15332200 Jams, fruit jellies and fruit o;2006 August;96.3;1.5;3.5;96.3;1.5;3.5
6020;Total sales;15332300 Nuts, ground-nuts, roasted, sal;2000 January;98.3;;;98.3;;
6021;Total sales;15332300 Nuts, ground-nuts, roasted, sal;2000 February;98.3;0.0;;98.3;0.0;
6022;Total sales;15332300 Nuts, ground-nuts, roasted, sal;2000 March;98.3;0.1;;98.3;0.1;
6023;Total sales;15332300 Nuts, ground-nuts, roasted, sal;2000 April;97.4;-1.0;;97.4;-1.0;
6024;Total sales;15332300 Nuts, ground-nuts, roasted, sal;2000 May;97.3;-0.1;;97.3;-0.1;
6025;Total sales;15332300 Nuts, ground-nuts, roasted, sal;2000 June;97.1;-0.2;;97.1;-0.2;
6026;Total sales;15332300 Nuts, ground-nuts, roasted, sal;2000 July;100.3;3.3;;100.3;3.3;
6027;Total sales;15332300 Nuts, ground-nuts, roasted, sal;2000 August;100.1;-0.1;;100.1;-0.1;
6028;Total sales;15332300 Nuts, ground-nuts, roasted, sal;2000 September;101.3;1.1;;101.3;1.1;
6029;Total sales;15332300 Nuts, ground-nuts, roasted, sal;2000 October;103.2;1.9;;103.2;1.9;
6030;Total sales;15332300 Nuts, ground-nuts, roasted, sal;2000 November;103.7;0.6;;103.7;0.6;
6031;Total sales;15332300 Nuts, ground-nuts, roasted, sal;2000 December;104.9;1.1;;104.9;1.1;
6032;Total sales;15332300 Nuts, ground-nuts, roasted, sal;2000;100.0;;;100.0;;
6033;Total sales;15332300 Nuts, ground-nuts, roasted, sal;2001 January;108.7;3.6;10.6;108.7;3.6;10.6
6034;Total sales;15332300 Nuts, ground-nuts, roasted, sal;2001 February;108.5;-0.2;10.4;108.5;-0.2;10.4
6035;Total sales;15332300 Nuts, ground-nuts, roasted, sal;2001 March;108.5;0.0;10.3;108.5;0.0;10.3
6036;Total sales;15332300 Nuts, ground-nuts, roasted, sal;2001 April;109.4;0.8;12.3;109.4;0.8;12.3
6037;Total sales;15332300 Nuts, ground-nuts, roasted, sal;2001 May;109.8;0.4;12.9;109.8;0.4;12.9
6038;Total sales;15332300 Nuts, ground-nuts, roasted, sal;2001 June;110.6;0.8;14.0;110.6;0.8;14.0
6039;Total sales;15332300 Nuts, ground-nuts, roasted, sal;2001 July;110.6;0.0;10.3;110.6;0.0;10.3
6040;Total sales;15332300 Nuts, ground-nuts, roasted, sal;2001 August;110.0;-0.6;9.8;110.0;-0.6;9.8
6041;Total sales;15332300 Nuts, ground-nuts, roasted, sal;2001 September;110.1;0.1;8.7;110.1;0.1;8.7
6042;Total sales;15332300 Nuts, ground-nuts, roasted, sal;2001 October;110.1;0.0;6.7;110.1;0.0;6.7
6043;Total sales;15332300 Nuts, ground-nuts, roasted, sal;2001 November;109.7;-0.3;5.8;109.7;-0.3;5.8
6044;Total sales;15332300 Nuts, ground-nuts, roasted, sal;2001 December;110.1;0.3;5.0;110.1;0.3;5.0
