ID;BedrijfstakkenBranchesSBI93;LandVanUiteindelijkeZeggenschapUCI;Perioden;AantalBedrijven_1;Omzet_2;Productiewaarde_3;ToegevoegdeWaardeTegenFactorkosten_4;TotaleAankoopVanGoederenEnDiensten_5;AankoopVanGoederenEnDiensten_6;Personeelskosten_7;BrutoInvesteringenInMateriele_8;AantalWerkzamePersonen_9;AantalWerknemers_10;TotaleOOUitgavenBinnenshuis_11;TotaalAantalOOWerknemers_12
20;Business Economy, sectie C-K exclusief J;99007;2008;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
21;Business Economy, sectie C-K exclusief J;99008;2006;120.0;6525.0;2930.0;1468.0;5049.0;3679.0;627.0;170.0;21.0;21.0;;
22;Business Economy, sectie C-K exclusief J;99008;2007;135.0;5886.0;2667.0;1095.0;4770.0;3185.0;628.0;102.0;22.0;22.0;;
23;Business Economy, sectie C-K exclusief J;99008;2008;130.0;5842.0;2819.0;1051.0;4744.0;2974.0;647.0;69.0;17.0;17.0;;
24;Business Economy, sectie C-K exclusief J;99009;2006;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
25;Business Economy, sectie C-K exclusief J;99009;2007;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
26;Business Economy, sectie C-K exclusief J;99009;2008;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
27;Business Economy, sectie C-K exclusief J;99010;2006;15.0;;;;;;;106.0;3.0;3.0;;
28;Business Economy, sectie C-K exclusief J;99010;2007;5.0;;;;;;;;0.0;0.0;;
29;Business Economy, sectie C-K exclusief J;99010;2008;10.0;661.0;655.0;160.0;500.0;5.0;24.0;5.0;1.0;1.0;;
30;Business Economy, sectie C-K exclusief J;60010;2006;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
31;Business Economy, sectie C-K exclusief J;60010;2007;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
32;Business Economy, sectie C-K exclusief J;60010;2008;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
33;Business Economy, sectie C-K exclusief J;40020;2006;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
34;Business Economy, sectie C-K exclusief J;40020;2007;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
35;Business Economy, sectie C-K exclusief J;40020;2008;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
36;Business Economy, sectie C-K exclusief J;40010;2006;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
37;Business Economy, sectie C-K exclusief J;40010;2007;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
38;Business Economy, sectie C-K exclusief J;40010;2008;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
39;Business Economy, sectie C-K exclusief J;10110;2006;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
40;Business Economy, sectie C-K exclusief J;10110;2007;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
41;Business Economy, sectie C-K exclusief J;10110;2008;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
42;Business Economy, sectie C-K exclusief J;60020;2006;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
43;Business Economy, sectie C-K exclusief J;60020;2007;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
44;Business Economy, sectie C-K exclusief J;60020;2008;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
45;Business Economy, sectie C-K exclusief J;40210;2006;60.0;1040.0;404.0;145.0;901.0;719.0;96.0;8.0;2.0;2.0;;
46;Business Economy, sectie C-K exclusief J;40210;2007;50.0;1150.0;470.0;168.0;983.0;673.0;93.0;13.0;2.0;2.0;;
47;Business Economy, sectie C-K exclusief J;40210;2008;40.0;1268.0;336.0;124.0;1102.0;934.0;90.0;2.0;1.0;1.0;;
48;Business Economy, sectie C-K exclusief J;20020;2006;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
49;Business Economy, sectie C-K exclusief J;20020;2007;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
50;Business Economy, sectie C-K exclusief J;20020;2008;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
51;Business Economy, sectie C-K exclusief J;80000;2006;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
52;Business Economy, sectie C-K exclusief J;80000;2007;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
53;Business Economy, sectie C-K exclusief J;80000;2008;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
54;Business Economy, sectie C-K exclusief J;50010;2006;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
55;Business Economy, sectie C-K exclusief J;50010;2007;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
56;Business Economy, sectie C-K exclusief J;50010;2008;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
57;Business Economy, sectie C-K exclusief J;70010;2006;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
58;Business Economy, sectie C-K exclusief J;70010;2007;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
59;Business Economy, sectie C-K exclusief J;70010;2008;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
60;Business Economy, sectie C-K exclusief J;10440;2006;70.0;1470.0;1057.0;366.0;1100.0;400.0;231.0;69.0;5.0;5.0;6.0;0.0
61;Business Economy, sectie C-K exclusief J;10440;2007;70.0;1472.0;1122.0;395.0;1074.0;360.0;220.0;62.0;5.0;5.0;6.0;0.0
62;Business Economy, sectie C-K exclusief J;10440;2008;70.0;2095.0;1300.0;467.0;1626.0;775.0;282.0;43.0;6.0;6.0;;
63;Business Economy, sectie C-K exclusief J;70020;2006;25.0;929.0;647.0;163.0;765.0;285.0;73.0;26.0;2.0;2.0;0.0;0.0
64;Business Economy, sectie C-K exclusief J;70020;2007;20.0;1519.0;1035.0;319.0;1198.0;483.0;104.0;25.0;2.0;2.0;1.0;0.0
65;Business Economy, sectie C-K exclusief J;70020;2008;25.0;752.0;338.0;176.0;575.0;405.0;101.0;23.0;2.0;2.0;;
66;Business Economy, sectie C-K exclusief J;40030;2006;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
67;Business Economy, sectie C-K exclusief J;40030;2007;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
68;Business Economy, sectie C-K exclusief J;40030;2008;0.0;;;;;;;0.0;;;;
69;Business Economy, sectie C-K exclusief J;60030;2006;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
70;Business Economy, sectie C-K exclusief J;60030;2007;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
71;Business Economy, sectie C-K exclusief J;60030;2008;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
72;Business Economy, sectie C-K exclusief J;10135;2006;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
73;Business Economy, sectie C-K exclusief J;10135;2007;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
74;Business Economy, sectie C-K exclusief J;10135;2008;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
75;Business Economy, sectie C-K exclusief J;40050;2006;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
76;Business Economy, sectie C-K exclusief J;40050;2007;0.0;;;;;;;0.0;;;0.0;0.0
77;Business Economy, sectie C-K exclusief J;40050;2008;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
78;Business Economy, sectie C-K exclusief J;60050;2006;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
79;Business Economy, sectie C-K exclusief J;60050;2007;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
80;Business Economy, sectie C-K exclusief J;60050;2008;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
81;Business Economy, sectie C-K exclusief J;10130;2006;430.0;7619.0;5216.0;1756.0;5796.0;2449.0;1105.0;271.0;29.0;29.0;;
82;Business Economy, sectie C-K exclusief J;10130;2007;415.0;6901.0;4929.0;1668.0;5150.0;2027.0;1027.0;162.0;27.0;27.0;;
83;Business Economy, sectie C-K exclusief J;10130;2008;495.0;8538.0;5987.0;1877.0;6580.0;2549.0;1112.0;241.0;27.0;27.0;;
84;Business Economy, sectie C-K exclusief J;99030;2006;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
85;Business Economy, sectie C-K exclusief J;99030;2007;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
86;Business Economy, sectie C-K exclusief J;99030;2008;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
87;Business Economy, sectie C-K exclusief J;10140;2006;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
88;Business Economy, sectie C-K exclusief J;10140;2007;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
89;Business Economy, sectie C-K exclusief J;10140;2008;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
90;Business Economy, sectie C-K exclusief J;60040;2006;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
91;Business Economy, sectie C-K exclusief J;60040;2007;0.0;;;;;;;0.0;;;0.0;0.0
92;Business Economy, sectie C-K exclusief J;60040;2008;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
93;Business Economy, sectie C-K exclusief J;20050;2006;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
94;Business Economy, sectie C-K exclusief J;20050;2007;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
95;Business Economy, sectie C-K exclusief J;20050;2008;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
96;Business Economy, sectie C-K exclusief J;20030;2006;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
97;Business Economy, sectie C-K exclusief J;20030;2007;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
98;Business Economy, sectie C-K exclusief J;20030;2008;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
99;Business Economy, sectie C-K exclusief J;30010;2006;10.0;;;;;;;4.0;;;;
100;Business Economy, sectie C-K exclusief J;30010;2007;15.0;259.0;191.0;70.0;185.0;74.0;41.0;2.0;;;;
101;Business Economy, sectie C-K exclusief J;30010;2008;20.0;269.0;192.0;65.0;204.0;75.0;39.0;1.0;1.0;1.0;;
102;Business Economy, sectie C-K exclusief J;60080;2006;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
103;Business Economy, sectie C-K exclusief J;60080;2007;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
104;Business Economy, sectie C-K exclusief J;60080;2008;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
105;Business Economy, sectie C-K exclusief J;50020;2006;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
106;Business Economy, sectie C-K exclusief J;50020;2007;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
107;Business Economy, sectie C-K exclusief J;50020;2008;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
108;Business Economy, sectie C-K exclusief J;50030;2006;5.0;;;;;;;;;;;
109;Business Economy, sectie C-K exclusief J;50030;2007;5.0;4.0;4.0;1.0;3.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0
110;Business Economy, sectie C-K exclusief J;50030;2008;10.0;94.0;60.0;17.0;77.0;34.0;15.0;3.0;0.0;0.0;;
111;Business Economy, sectie C-K exclusief J;40040;2006;0.0;;;;;;;;;;0.0;0.0
112;Business Economy, sectie C-K exclusief J;40040;2007;0.0;;;;;;;;;;0.0;0.0
113;Business Economy, sectie C-K exclusief J;40040;2008;0.0;;;;;;;;;;;
114;Business Economy, sectie C-K exclusief J;60060;2006;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
115;Business Economy, sectie C-K exclusief J;60060;2007;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
116;Business Economy, sectie C-K exclusief J;60060;2008;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
117;Business Economy, sectie C-K exclusief J;99043;2006;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
118;Business Economy, sectie C-K exclusief J;99043;2007;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
119;Business Economy, sectie C-K exclusief J;99043;2008;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
120;Business Economy, sectie C-K exclusief J;20040;2006;0.0;;;;;;;;;;0.0;0.0
121;Business Economy, sectie C-K exclusief J;20040;2007;0.0;;;;;;;;0.0;0.0;0.0;0.0
122;Business Economy, sectie C-K exclusief J;20040;2008;0.0;;;;;;;;;;;
123;Business Economy, sectie C-K exclusief J;10580;2006;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
124;Business Economy, sectie C-K exclusief J;10580;2007;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
125;Business Economy, sectie C-K exclusief J;10580;2008;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
126;Business Economy, sectie C-K exclusief J;40060;2006;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
127;Business Economy, sectie C-K exclusief J;40060;2007;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
128;Business Economy, sectie C-K exclusief J;40060;2008;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
129;Business Economy, sectie C-K exclusief J;30020;2006;45.0;1354.0;1138.0;471.0;882.0;232.0;157.0;;3.0;3.0;3.0;0.0
130;Business Economy, sectie C-K exclusief J;30020;2007;40.0;1867.0;1541.0;725.0;1142.0;363.0;170.0;93.0;3.0;3.0;5.0;0.0
131;Business Economy, sectie C-K exclusief J;30020;2008;50.0;1331.0;1064.0;599.0;732.0;257.0;115.0;31.0;2.0;2.0;;
132;Business Economy, sectie C-K exclusief J;99048;2006;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
133;Business Economy, sectie C-K exclusief J;99048;2007;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
134;Business Economy, sectie C-K exclusief J;99048;2008;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
135;Business Economy, sectie C-K exclusief J;20090;2006;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
136;Business Economy, sectie C-K exclusief J;20090;2007;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
137;Business Economy, sectie C-K exclusief J;20090;2008;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
138;Business Economy, sectie C-K exclusief J;20060;2006;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
139;Business Economy, sectie C-K exclusief J;20060;2007;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
140;Business Economy, sectie C-K exclusief J;20060;2008;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
141;Business Economy, sectie C-K exclusief J;20080;2006;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
142;Business Economy, sectie C-K exclusief J;20080;2007;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
143;Business Economy, sectie C-K exclusief J;20080;2008;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
144;Business Economy, sectie C-K exclusief J;10600;2006;260.0;9576.0;4986.0;1677.0;7924.0;4657.0;1173.0;127.0;41.0;41.0;15.0;0.0
145;Business Economy, sectie C-K exclusief J;10600;2007;250.0;7272.0;4881.0;1610.0;5662.0;2437.0;1155.0;128.0;40.0;40.0;17.0;0.0
146;Business Economy, sectie C-K exclusief J;10600;2008;295.0;8042.0;5488.0;1901.0;6174.0;2568.0;1389.0;269.0;47.0;47.0;;
147;Business Economy, sectie C-K exclusief J;20200;2006;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
148;Business Economy, sectie C-K exclusief J;20200;2007;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
149;Business Economy, sectie C-K exclusief J;20200;2008;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
150;Business Economy, sectie C-K exclusief J;70030;2006;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
151;Business Economy, sectie C-K exclusief J;70030;2007;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
152;Business Economy, sectie C-K exclusief J;70030;2008;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
153;Business Economy, sectie C-K exclusief J;50040;2006;0.0;;;;;;;0.0;;;0.0;0.0
154;Business Economy, sectie C-K exclusief J;50040;2007;0.0;;;;;;;;;;0.0;0.0
155;Business Economy, sectie C-K exclusief J;50040;2008;0.0;;;;;;;;;;;
156;Business Economy, sectie C-K exclusief J;20220;2006;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
157;Business Economy, sectie C-K exclusief J;20220;2007;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
158;Business Economy, sectie C-K exclusief J;20220;2008;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
159;Business Economy, sectie C-K exclusief J;60100;2006;10.0;191.0;112.0;23.0;168.0;82.0;19.0;1.0;0.0;0.0;;
160;Business Economy, sectie C-K exclusief J;60100;2007;10.0;228.0;120.0;27.0;201.0;123.0;23.0;;0.0;0.0;;
161;Business Economy, sectie C-K exclusief J;60100;2008;15.0;352.0;238.0;70.0;281.0;94.0;51.0;4.0;1.0;1.0;;
162;Business Economy, sectie C-K exclusief J;50050;2006;0.0;;;;;;;;;;0.0;0.0
163;Business Economy, sectie C-K exclusief J;50050;2007;0.0;;;;;;;;;;0.0;0.0
164;Business Economy, sectie C-K exclusief J;50050;2008;0.0;;;;;;;;;;;
165;Business Economy, sectie C-K exclusief J;50060;2006;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
166;Business Economy, sectie C-K exclusief J;50060;2007;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
167;Business Economy, sectie C-K exclusief J;50060;2008;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
168;Business Economy, sectie C-K exclusief J;40090;2006;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
169;Business Economy, sectie C-K exclusief J;40090;2007;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
170;Business Economy, sectie C-K exclusief J;40090;2008;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
171;Business Economy, sectie C-K exclusief J;20210;2006;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
172;Business Economy, sectie C-K exclusief J;20210;2007;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
173;Business Economy, sectie C-K exclusief J;20210;2008;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
174;Business Economy, sectie C-K exclusief J;99063;2006;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
175;Business Economy, sectie C-K exclusief J;99063;2007;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
176;Business Economy, sectie C-K exclusief J;99063;2008;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
177;Business Economy, sectie C-K exclusief J;10150;2006;5.0;13.0;9.0;3.0;10.0;4.0;2.0;0.0;0.0;0.0;0.0;0.0
178;Business Economy, sectie C-K exclusief J;10150;2007;0.0;;;;;;;;;;0.0;0.0
179;Business Economy, sectie C-K exclusief J;10150;2008;10.0;;;;;;;1.0;0.0;0.0;;
180;Business Economy, sectie C-K exclusief J;10540;2006;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
181;Business Economy, sectie C-K exclusief J;10540;2007;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
182;Business Economy, sectie C-K exclusief J;10540;2008;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;0.0;0.0;;
183;Business Economy, sectie C-K exclusief J;10170;2006;915.0;41386.0;20496.0;6819.0;33991.0;20915.0;3703.0;1271.0;99.0;99.0;93.0;1.0
184;Business Economy, sectie C-K exclusief J;10170;2007;910.0;46476.0;23065.0;7365.0;38560.0;23343.0;3972.0;1186.0;112.0;112.0;83.0;1.0
185;Business Economy, sectie C-K exclusief J;10170;2008;1000.0;51154.0;25408.0;8459.0;42223.0;26070.0;4531.0;1733.0;117.0;117.0;;
186;Business Economy, sectie C-K exclusief J;20100;2006;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
187;Business Economy, sectie C-K exclusief J;20100;2007;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
188;Business Economy, sectie C-K exclusief J;20100;2008;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
189;Business Economy, sectie C-K exclusief J;10160;2006;115.0;4729.0;3837.0;1175.0;3557.0;896.0;760.0;163.0;30.0;30.0;4.0;0.0
190;Business Economy, sectie C-K exclusief J;10160;2007;130.0;5173.0;4221.0;1414.0;3822.0;927.0;797.0;75.0;29.0;29.0;5.0;0.0
