ID;Geslacht;Leeftijd;Geboorteland;CaribischNederland;Perioden;BevolkingOp1Januari_1
4960;Totaal mannen en vrouwen;5 tot 10 jaar;Azië;Sint Eustatius;2015;1
4961;Totaal mannen en vrouwen;5 tot 10 jaar;Azië;Sint Eustatius;2016;0
4962;Totaal mannen en vrouwen;5 tot 10 jaar;Azië;Sint Eustatius;2017;0
4963;Totaal mannen en vrouwen;5 tot 10 jaar;Azië;Sint Eustatius;2018;0
4964;Totaal mannen en vrouwen;5 tot 10 jaar;Azië;Sint Eustatius;2019;0
4965;Totaal mannen en vrouwen;5 tot 10 jaar;Azië;Sint Eustatius;2020;0
4966;Totaal mannen en vrouwen;5 tot 10 jaar;Azië;Sint Eustatius;2021;0
4967;Totaal mannen en vrouwen;5 tot 10 jaar;Azië;Sint Eustatius;2022;0
4968;Totaal mannen en vrouwen;5 tot 10 jaar;Azië;Sint Eustatius;2023;0
4969;Totaal mannen en vrouwen;5 tot 10 jaar;Azië;Sint Eustatius;2024;0
4970;Totaal mannen en vrouwen;5 tot 10 jaar;Azië;Saba;2011;3
4971;Totaal mannen en vrouwen;5 tot 10 jaar;Azië;Saba;2012;2
4972;Totaal mannen en vrouwen;5 tot 10 jaar;Azië;Saba;2013;1
4973;Totaal mannen en vrouwen;5 tot 10 jaar;Azië;Saba;2014;2
4974;Totaal mannen en vrouwen;5 tot 10 jaar;Azië;Saba;2015;2
4975;Totaal mannen en vrouwen;5 tot 10 jaar;Azië;Saba;2016;2
4976;Totaal mannen en vrouwen;5 tot 10 jaar;Azië;Saba;2017;0
4977;Totaal mannen en vrouwen;5 tot 10 jaar;Azië;Saba;2018;0
4978;Totaal mannen en vrouwen;5 tot 10 jaar;Azië;Saba;2019;2
4979;Totaal mannen en vrouwen;5 tot 10 jaar;Azië;Saba;2020;4
4980;Totaal mannen en vrouwen;5 tot 10 jaar;Azië;Saba;2021;3
4981;Totaal mannen en vrouwen;5 tot 10 jaar;Azië;Saba;2022;3
4982;Totaal mannen en vrouwen;5 tot 10 jaar;Azië;Saba;2023;3
4983;Totaal mannen en vrouwen;5 tot 10 jaar;Azië;Saba;2024;2
4984;Totaal mannen en vrouwen;5 tot 10 jaar;Europa (inclusief Nederland);Caribisch Nederland;2011;212
4985;Totaal mannen en vrouwen;5 tot 10 jaar;Europa (inclusief Nederland);Caribisch Nederland;2012;253
4986;Totaal mannen en vrouwen;5 tot 10 jaar;Europa (inclusief Nederland);Caribisch Nederland;2013;248
4987;Totaal mannen en vrouwen;5 tot 10 jaar;Europa (inclusief Nederland);Caribisch Nederland;2014;241
4988;Totaal mannen en vrouwen;5 tot 10 jaar;Europa (inclusief Nederland);Caribisch Nederland;2015;242
4989;Totaal mannen en vrouwen;5 tot 10 jaar;Europa (inclusief Nederland);Caribisch Nederland;2016;250
4990;Totaal mannen en vrouwen;5 tot 10 jaar;Europa (inclusief Nederland);Caribisch Nederland;2017;266
4991;Totaal mannen en vrouwen;5 tot 10 jaar;Europa (inclusief Nederland);Caribisch Nederland;2018;250
4992;Totaal mannen en vrouwen;5 tot 10 jaar;Europa (inclusief Nederland);Caribisch Nederland;2019;236
4993;Totaal mannen en vrouwen;5 tot 10 jaar;Europa (inclusief Nederland);Caribisch Nederland;2020;236
4994;Totaal mannen en vrouwen;5 tot 10 jaar;Europa (inclusief Nederland);Caribisch Nederland;2021;227
4995;Totaal mannen en vrouwen;5 tot 10 jaar;Europa (inclusief Nederland);Caribisch Nederland;2022;209
4996;Totaal mannen en vrouwen;5 tot 10 jaar;Europa (inclusief Nederland);Caribisch Nederland;2023;211
4997;Totaal mannen en vrouwen;5 tot 10 jaar;Europa (inclusief Nederland);Caribisch Nederland;2024;197
4998;Totaal mannen en vrouwen;5 tot 10 jaar;Europa (inclusief Nederland);Bonaire;2011;182
4999;Totaal mannen en vrouwen;5 tot 10 jaar;Europa (inclusief Nederland);Bonaire;2012;218
5000;Totaal mannen en vrouwen;5 tot 10 jaar;Europa (inclusief Nederland);Bonaire;2013;213
5001;Totaal mannen en vrouwen;5 tot 10 jaar;Europa (inclusief Nederland);Bonaire;2014;207
5002;Totaal mannen en vrouwen;5 tot 10 jaar;Europa (inclusief Nederland);Bonaire;2015;204
5003;Totaal mannen en vrouwen;5 tot 10 jaar;Europa (inclusief Nederland);Bonaire;2016;210
5004;Totaal mannen en vrouwen;5 tot 10 jaar;Europa (inclusief Nederland);Bonaire;2017;239
5005;Totaal mannen en vrouwen;5 tot 10 jaar;Europa (inclusief Nederland);Bonaire;2018;226
5006;Totaal mannen en vrouwen;5 tot 10 jaar;Europa (inclusief Nederland);Bonaire;2019;213
5007;Totaal mannen en vrouwen;5 tot 10 jaar;Europa (inclusief Nederland);Bonaire;2020;216
5008;Totaal mannen en vrouwen;5 tot 10 jaar;Europa (inclusief Nederland);Bonaire;2021;204
5009;Totaal mannen en vrouwen;5 tot 10 jaar;Europa (inclusief Nederland);Bonaire;2022;187
5010;Totaal mannen en vrouwen;5 tot 10 jaar;Europa (inclusief Nederland);Bonaire;2023;192
5011;Totaal mannen en vrouwen;5 tot 10 jaar;Europa (inclusief Nederland);Bonaire;2024;184
5012;Totaal mannen en vrouwen;5 tot 10 jaar;Europa (inclusief Nederland);Sint Eustatius;2011;27
5013;Totaal mannen en vrouwen;5 tot 10 jaar;Europa (inclusief Nederland);Sint Eustatius;2012;32
5014;Totaal mannen en vrouwen;5 tot 10 jaar;Europa (inclusief Nederland);Sint Eustatius;2013;31
5015;Totaal mannen en vrouwen;5 tot 10 jaar;Europa (inclusief Nederland);Sint Eustatius;2014;32
5016;Totaal mannen en vrouwen;5 tot 10 jaar;Europa (inclusief Nederland);Sint Eustatius;2015;32
5017;Totaal mannen en vrouwen;5 tot 10 jaar;Europa (inclusief Nederland);Sint Eustatius;2016;29
5018;Totaal mannen en vrouwen;5 tot 10 jaar;Europa (inclusief Nederland);Sint Eustatius;2017;18
5019;Totaal mannen en vrouwen;5 tot 10 jaar;Europa (inclusief Nederland);Sint Eustatius;2018;17
5020;Totaal mannen en vrouwen;5 tot 10 jaar;Europa (inclusief Nederland);Sint Eustatius;2019;17
5021;Totaal mannen en vrouwen;5 tot 10 jaar;Europa (inclusief Nederland);Sint Eustatius;2020;16
5022;Totaal mannen en vrouwen;5 tot 10 jaar;Europa (inclusief Nederland);Sint Eustatius;2021;16
5023;Totaal mannen en vrouwen;5 tot 10 jaar;Europa (inclusief Nederland);Sint Eustatius;2022;12
5024;Totaal mannen en vrouwen;5 tot 10 jaar;Europa (inclusief Nederland);Sint Eustatius;2023;15
5025;Totaal mannen en vrouwen;5 tot 10 jaar;Europa (inclusief Nederland);Sint Eustatius;2024;9
5026;Totaal mannen en vrouwen;5 tot 10 jaar;Europa (inclusief Nederland);Saba;2011;3
5027;Totaal mannen en vrouwen;5 tot 10 jaar;Europa (inclusief Nederland);Saba;2012;3
5028;Totaal mannen en vrouwen;5 tot 10 jaar;Europa (inclusief Nederland);Saba;2013;4
5029;Totaal mannen en vrouwen;5 tot 10 jaar;Europa (inclusief Nederland);Saba;2014;2
5030;Totaal mannen en vrouwen;5 tot 10 jaar;Europa (inclusief Nederland);Saba;2015;6
5031;Totaal mannen en vrouwen;5 tot 10 jaar;Europa (inclusief Nederland);Saba;2016;11
5032;Totaal mannen en vrouwen;5 tot 10 jaar;Europa (inclusief Nederland);Saba;2017;9
5033;Totaal mannen en vrouwen;5 tot 10 jaar;Europa (inclusief Nederland);Saba;2018;7
5034;Totaal mannen en vrouwen;5 tot 10 jaar;Europa (inclusief Nederland);Saba;2019;6
5035;Totaal mannen en vrouwen;5 tot 10 jaar;Europa (inclusief Nederland);Saba;2020;4
5036;Totaal mannen en vrouwen;5 tot 10 jaar;Europa (inclusief Nederland);Saba;2021;7
5037;Totaal mannen en vrouwen;5 tot 10 jaar;Europa (inclusief Nederland);Saba;2022;10
5038;Totaal mannen en vrouwen;5 tot 10 jaar;Europa (inclusief Nederland);Saba;2023;4
5039;Totaal mannen en vrouwen;5 tot 10 jaar;Europa (inclusief Nederland);Saba;2024;4
5040;Totaal mannen en vrouwen;5 tot 10 jaar;Europa (exclusief Nederland);Caribisch Nederland;2011;10
5041;Totaal mannen en vrouwen;5 tot 10 jaar;Europa (exclusief Nederland);Caribisch Nederland;2012;13
5042;Totaal mannen en vrouwen;5 tot 10 jaar;Europa (exclusief Nederland);Caribisch Nederland;2013;15
5043;Totaal mannen en vrouwen;5 tot 10 jaar;Europa (exclusief Nederland);Caribisch Nederland;2014;15
5044;Totaal mannen en vrouwen;5 tot 10 jaar;Europa (exclusief Nederland);Caribisch Nederland;2015;18
5045;Totaal mannen en vrouwen;5 tot 10 jaar;Europa (exclusief Nederland);Caribisch Nederland;2016;16
5046;Totaal mannen en vrouwen;5 tot 10 jaar;Europa (exclusief Nederland);Caribisch Nederland;2017;12
5047;Totaal mannen en vrouwen;5 tot 10 jaar;Europa (exclusief Nederland);Caribisch Nederland;2018;9
5048;Totaal mannen en vrouwen;5 tot 10 jaar;Europa (exclusief Nederland);Caribisch Nederland;2019;13
5049;Totaal mannen en vrouwen;5 tot 10 jaar;Europa (exclusief Nederland);Caribisch Nederland;2020;14
5050;Totaal mannen en vrouwen;5 tot 10 jaar;Europa (exclusief Nederland);Caribisch Nederland;2021;15
5051;Totaal mannen en vrouwen;5 tot 10 jaar;Europa (exclusief Nederland);Caribisch Nederland;2022;17
5052;Totaal mannen en vrouwen;5 tot 10 jaar;Europa (exclusief Nederland);Caribisch Nederland;2023;18
5053;Totaal mannen en vrouwen;5 tot 10 jaar;Europa (exclusief Nederland);Caribisch Nederland;2024;15
5054;Totaal mannen en vrouwen;5 tot 10 jaar;Europa (exclusief Nederland);Bonaire;2011;9
5055;Totaal mannen en vrouwen;5 tot 10 jaar;Europa (exclusief Nederland);Bonaire;2012;11
5056;Totaal mannen en vrouwen;5 tot 10 jaar;Europa (exclusief Nederland);Bonaire;2013;12
5057;Totaal mannen en vrouwen;5 tot 10 jaar;Europa (exclusief Nederland);Bonaire;2014;13
5058;Totaal mannen en vrouwen;5 tot 10 jaar;Europa (exclusief Nederland);Bonaire;2015;16
5059;Totaal mannen en vrouwen;5 tot 10 jaar;Europa (exclusief Nederland);Bonaire;2016;13
5060;Totaal mannen en vrouwen;5 tot 10 jaar;Europa (exclusief Nederland);Bonaire;2017;9
5061;Totaal mannen en vrouwen;5 tot 10 jaar;Europa (exclusief Nederland);Bonaire;2018;9
5062;Totaal mannen en vrouwen;5 tot 10 jaar;Europa (exclusief Nederland);Bonaire;2019;10
5063;Totaal mannen en vrouwen;5 tot 10 jaar;Europa (exclusief Nederland);Bonaire;2020;10
5064;Totaal mannen en vrouwen;5 tot 10 jaar;Europa (exclusief Nederland);Bonaire;2021;9
5065;Totaal mannen en vrouwen;5 tot 10 jaar;Europa (exclusief Nederland);Bonaire;2022;12
5066;Totaal mannen en vrouwen;5 tot 10 jaar;Europa (exclusief Nederland);Bonaire;2023;13
5067;Totaal mannen en vrouwen;5 tot 10 jaar;Europa (exclusief Nederland);Bonaire;2024;13
5068;Totaal mannen en vrouwen;5 tot 10 jaar;Europa (exclusief Nederland);Sint Eustatius;2011;1
5069;Totaal mannen en vrouwen;5 tot 10 jaar;Europa (exclusief Nederland);Sint Eustatius;2012;2
5070;Totaal mannen en vrouwen;5 tot 10 jaar;Europa (exclusief Nederland);Sint Eustatius;2013;3
5071;Totaal mannen en vrouwen;5 tot 10 jaar;Europa (exclusief Nederland);Sint Eustatius;2014;2
5072;Totaal mannen en vrouwen;5 tot 10 jaar;Europa (exclusief Nederland);Sint Eustatius;2015;2
5073;Totaal mannen en vrouwen;5 tot 10 jaar;Europa (exclusief Nederland);Sint Eustatius;2016;2
5074;Totaal mannen en vrouwen;5 tot 10 jaar;Europa (exclusief Nederland);Sint Eustatius;2017;2
5075;Totaal mannen en vrouwen;5 tot 10 jaar;Europa (exclusief Nederland);Sint Eustatius;2018;0
5076;Totaal mannen en vrouwen;5 tot 10 jaar;Europa (exclusief Nederland);Sint Eustatius;2019;3
5077;Totaal mannen en vrouwen;5 tot 10 jaar;Europa (exclusief Nederland);Sint Eustatius;2020;3
5078;Totaal mannen en vrouwen;5 tot 10 jaar;Europa (exclusief Nederland);Sint Eustatius;2021;5
5079;Totaal mannen en vrouwen;5 tot 10 jaar;Europa (exclusief Nederland);Sint Eustatius;2022;2
5080;Totaal mannen en vrouwen;5 tot 10 jaar;Europa (exclusief Nederland);Sint Eustatius;2023;2
5081;Totaal mannen en vrouwen;5 tot 10 jaar;Europa (exclusief Nederland);Sint Eustatius;2024;0
5082;Totaal mannen en vrouwen;5 tot 10 jaar;Europa (exclusief Nederland);Saba;2011;0
5083;Totaal mannen en vrouwen;5 tot 10 jaar;Europa (exclusief Nederland);Saba;2012;0
5084;Totaal mannen en vrouwen;5 tot 10 jaar;Europa (exclusief Nederland);Saba;2013;0
5085;Totaal mannen en vrouwen;5 tot 10 jaar;Europa (exclusief Nederland);Saba;2014;0
5086;Totaal mannen en vrouwen;5 tot 10 jaar;Europa (exclusief Nederland);Saba;2015;0
5087;Totaal mannen en vrouwen;5 tot 10 jaar;Europa (exclusief Nederland);Saba;2016;1
5088;Totaal mannen en vrouwen;5 tot 10 jaar;Europa (exclusief Nederland);Saba;2017;1
5089;Totaal mannen en vrouwen;5 tot 10 jaar;Europa (exclusief Nederland);Saba;2018;0
5090;Totaal mannen en vrouwen;5 tot 10 jaar;Europa (exclusief Nederland);Saba;2019;0
5091;Totaal mannen en vrouwen;5 tot 10 jaar;Europa (exclusief Nederland);Saba;2020;1
5092;Totaal mannen en vrouwen;5 tot 10 jaar;Europa (exclusief Nederland);Saba;2021;1
5093;Totaal mannen en vrouwen;5 tot 10 jaar;Europa (exclusief Nederland);Saba;2022;3
5094;Totaal mannen en vrouwen;5 tot 10 jaar;Europa (exclusief Nederland);Saba;2023;3
5095;Totaal mannen en vrouwen;5 tot 10 jaar;Europa (exclusief Nederland);Saba;2024;2
5096;Totaal mannen en vrouwen;5 tot 10 jaar;Oceanië;Caribisch Nederland;2011;0
5097;Totaal mannen en vrouwen;5 tot 10 jaar;Oceanië;Caribisch Nederland;2012;1
5098;Totaal mannen en vrouwen;5 tot 10 jaar;Oceanië;Caribisch Nederland;2013;1
5099;Totaal mannen en vrouwen;5 tot 10 jaar;Oceanië;Caribisch Nederland;2014;1
5100;Totaal mannen en vrouwen;5 tot 10 jaar;Oceanië;Caribisch Nederland;2015;1
5101;Totaal mannen en vrouwen;5 tot 10 jaar;Oceanië;Caribisch Nederland;2016;1
5102;Totaal mannen en vrouwen;5 tot 10 jaar;Oceanië;Caribisch Nederland;2017;0
5103;Totaal mannen en vrouwen;5 tot 10 jaar;Oceanië;Caribisch Nederland;2018;0
5104;Totaal mannen en vrouwen;5 tot 10 jaar;Oceanië;Caribisch Nederland;2019;0
5105;Totaal mannen en vrouwen;5 tot 10 jaar;Oceanië;Caribisch Nederland;2020;0
5106;Totaal mannen en vrouwen;5 tot 10 jaar;Oceanië;Caribisch Nederland;2021;0
5107;Totaal mannen en vrouwen;5 tot 10 jaar;Oceanië;Caribisch Nederland;2022;0
5108;Totaal mannen en vrouwen;5 tot 10 jaar;Oceanië;Caribisch Nederland;2023;0
5109;Totaal mannen en vrouwen;5 tot 10 jaar;Oceanië;Caribisch Nederland;2024;0
5110;Totaal mannen en vrouwen;5 tot 10 jaar;Oceanië;Bonaire;2011;0
5111;Totaal mannen en vrouwen;5 tot 10 jaar;Oceanië;Bonaire;2012;1
5112;Totaal mannen en vrouwen;5 tot 10 jaar;Oceanië;Bonaire;2013;1
5113;Totaal mannen en vrouwen;5 tot 10 jaar;Oceanië;Bonaire;2014;1
5114;Totaal mannen en vrouwen;5 tot 10 jaar;Oceanië;Bonaire;2015;1
5115;Totaal mannen en vrouwen;5 tot 10 jaar;Oceanië;Bonaire;2016;1
5116;Totaal mannen en vrouwen;5 tot 10 jaar;Oceanië;Bonaire;2017;0
5117;Totaal mannen en vrouwen;5 tot 10 jaar;Oceanië;Bonaire;2018;0
5118;Totaal mannen en vrouwen;5 tot 10 jaar;Oceanië;Bonaire;2019;0
5119;Totaal mannen en vrouwen;5 tot 10 jaar;Oceanië;Bonaire;2020;0
5120;Totaal mannen en vrouwen;5 tot 10 jaar;Oceanië;Bonaire;2021;0
5121;Totaal mannen en vrouwen;5 tot 10 jaar;Oceanië;Bonaire;2022;0
5122;Totaal mannen en vrouwen;5 tot 10 jaar;Oceanië;Bonaire;2023;0
5123;Totaal mannen en vrouwen;5 tot 10 jaar;Oceanië;Bonaire;2024;0
5124;Totaal mannen en vrouwen;5 tot 10 jaar;Oceanië;Sint Eustatius;2011;0
5125;Totaal mannen en vrouwen;5 tot 10 jaar;Oceanië;Sint Eustatius;2012;0
5126;Totaal mannen en vrouwen;5 tot 10 jaar;Oceanië;Sint Eustatius;2013;0
5127;Totaal mannen en vrouwen;5 tot 10 jaar;Oceanië;Sint Eustatius;2014;0
5128;Totaal mannen en vrouwen;5 tot 10 jaar;Oceanië;Sint Eustatius;2015;0
5129;Totaal mannen en vrouwen;5 tot 10 jaar;Oceanië;Sint Eustatius;2016;0
5130;Totaal mannen en vrouwen;5 tot 10 jaar;Oceanië;Sint Eustatius;2017;0
5131;Totaal mannen en vrouwen;5 tot 10 jaar;Oceanië;Sint Eustatius;2018;0
5132;Totaal mannen en vrouwen;5 tot 10 jaar;Oceanië;Sint Eustatius;2019;0
5133;Totaal mannen en vrouwen;5 tot 10 jaar;Oceanië;Sint Eustatius;2020;0
5134;Totaal mannen en vrouwen;5 tot 10 jaar;Oceanië;Sint Eustatius;2021;0
5135;Totaal mannen en vrouwen;5 tot 10 jaar;Oceanië;Sint Eustatius;2022;0
5136;Totaal mannen en vrouwen;5 tot 10 jaar;Oceanië;Sint Eustatius;2023;0
5137;Totaal mannen en vrouwen;5 tot 10 jaar;Oceanië;Sint Eustatius;2024;0
5138;Totaal mannen en vrouwen;5 tot 10 jaar;Oceanië;Saba;2011;0
5139;Totaal mannen en vrouwen;5 tot 10 jaar;Oceanië;Saba;2012;0
5140;Totaal mannen en vrouwen;5 tot 10 jaar;Oceanië;Saba;2013;0
5141;Totaal mannen en vrouwen;5 tot 10 jaar;Oceanië;Saba;2014;0
5142;Totaal mannen en vrouwen;5 tot 10 jaar;Oceanië;Saba;2015;0
5143;Totaal mannen en vrouwen;5 tot 10 jaar;Oceanië;Saba;2016;0
5144;Totaal mannen en vrouwen;5 tot 10 jaar;Oceanië;Saba;2017;0
5145;Totaal mannen en vrouwen;5 tot 10 jaar;Oceanië;Saba;2018;0
5146;Totaal mannen en vrouwen;5 tot 10 jaar;Oceanië;Saba;2019;0
5147;Totaal mannen en vrouwen;5 tot 10 jaar;Oceanië;Saba;2020;0
5148;Totaal mannen en vrouwen;5 tot 10 jaar;Oceanië;Saba;2021;0
5149;Totaal mannen en vrouwen;5 tot 10 jaar;Oceanië;Saba;2022;0
5150;Totaal mannen en vrouwen;5 tot 10 jaar;Oceanië;Saba;2023;0
5151;Totaal mannen en vrouwen;5 tot 10 jaar;Oceanië;Saba;2024;0
5152;Totaal mannen en vrouwen;5 tot 10 jaar;Europese Unie (inclusief Nederland);Caribisch Nederland;2011;211
5153;Totaal mannen en vrouwen;5 tot 10 jaar;Europese Unie (inclusief Nederland);Caribisch Nederland;2012;253
5154;Totaal mannen en vrouwen;5 tot 10 jaar;Europese Unie (inclusief Nederland);Caribisch Nederland;2013;247
5155;Totaal mannen en vrouwen;5 tot 10 jaar;Europese Unie (inclusief Nederland);Caribisch Nederland;2014;240
5156;Totaal mannen en vrouwen;5 tot 10 jaar;Europese Unie (inclusief Nederland);Caribisch Nederland;2015;241
5157;Totaal mannen en vrouwen;5 tot 10 jaar;Europese Unie (inclusief Nederland);Caribisch Nederland;2016;249
5158;Totaal mannen en vrouwen;5 tot 10 jaar;Europese Unie (inclusief Nederland);Caribisch Nederland;2017;265
5159;Totaal mannen en vrouwen;5 tot 10 jaar;Europese Unie (inclusief Nederland);Caribisch Nederland;2018;249
5160;Totaal mannen en vrouwen;5 tot 10 jaar;Europese Unie (inclusief Nederland);Caribisch Nederland;2019;236
5161;Totaal mannen en vrouwen;5 tot 10 jaar;Europese Unie (inclusief Nederland);Caribisch Nederland;2020;236
5162;Totaal mannen en vrouwen;5 tot 10 jaar;Europese Unie (inclusief Nederland);Caribisch Nederland;2021;226
5163;Totaal mannen en vrouwen;5 tot 10 jaar;Europese Unie (inclusief Nederland);Caribisch Nederland;2022;206
5164;Totaal mannen en vrouwen;5 tot 10 jaar;Europese Unie (inclusief Nederland);Caribisch Nederland;2023;207
5165;Totaal mannen en vrouwen;5 tot 10 jaar;Europese Unie (inclusief Nederland);Caribisch Nederland;2024;194
5166;Totaal mannen en vrouwen;5 tot 10 jaar;Europese Unie (inclusief Nederland);Bonaire;2011;181
5167;Totaal mannen en vrouwen;5 tot 10 jaar;Europese Unie (inclusief Nederland);Bonaire;2012;218
5168;Totaal mannen en vrouwen;5 tot 10 jaar;Europese Unie (inclusief Nederland);Bonaire;2013;213
5169;Totaal mannen en vrouwen;5 tot 10 jaar;Europese Unie (inclusief Nederland);Bonaire;2014;207
5170;Totaal mannen en vrouwen;5 tot 10 jaar;Europese Unie (inclusief Nederland);Bonaire;2015;204
5171;Totaal mannen en vrouwen;5 tot 10 jaar;Europese Unie (inclusief Nederland);Bonaire;2016;210
5172;Totaal mannen en vrouwen;5 tot 10 jaar;Europese Unie (inclusief Nederland);Bonaire;2017;239
5173;Totaal mannen en vrouwen;5 tot 10 jaar;Europese Unie (inclusief Nederland);Bonaire;2018;225
5174;Totaal mannen en vrouwen;5 tot 10 jaar;Europese Unie (inclusief Nederland);Bonaire;2019;213
5175;Totaal mannen en vrouwen;5 tot 10 jaar;Europese Unie (inclusief Nederland);Bonaire;2020;216
5176;Totaal mannen en vrouwen;5 tot 10 jaar;Europese Unie (inclusief Nederland);Bonaire;2021;204
5177;Totaal mannen en vrouwen;5 tot 10 jaar;Europese Unie (inclusief Nederland);Bonaire;2022;186
5178;Totaal mannen en vrouwen;5 tot 10 jaar;Europese Unie (inclusief Nederland);Bonaire;2023;190
5179;Totaal mannen en vrouwen;5 tot 10 jaar;Europese Unie (inclusief Nederland);Bonaire;2024;181
5180;Totaal mannen en vrouwen;5 tot 10 jaar;Europese Unie (inclusief Nederland);Sint Eustatius;2011;27
5181;Totaal mannen en vrouwen;5 tot 10 jaar;Europese Unie (inclusief Nederland);Sint Eustatius;2012;32
5182;Totaal mannen en vrouwen;5 tot 10 jaar;Europese Unie (inclusief Nederland);Sint Eustatius;2013;30
5183;Totaal mannen en vrouwen;5 tot 10 jaar;Europese Unie (inclusief Nederland);Sint Eustatius;2014;31
5184;Totaal mannen en vrouwen;5 tot 10 jaar;Europese Unie (inclusief Nederland);Sint Eustatius;2015;31
5185;Totaal mannen en vrouwen;5 tot 10 jaar;Europese Unie (inclusief Nederland);Sint Eustatius;2016;28
5186;Totaal mannen en vrouwen;5 tot 10 jaar;Europese Unie (inclusief Nederland);Sint Eustatius;2017;17
5187;Totaal mannen en vrouwen;5 tot 10 jaar;Europese Unie (inclusief Nederland);Sint Eustatius;2018;17
5188;Totaal mannen en vrouwen;5 tot 10 jaar;Europese Unie (inclusief Nederland);Sint Eustatius;2019;17
5189;Totaal mannen en vrouwen;5 tot 10 jaar;Europese Unie (inclusief Nederland);Sint Eustatius;2020;16
5190;Totaal mannen en vrouwen;5 tot 10 jaar;Europese Unie (inclusief Nederland);Sint Eustatius;2021;15
5191;Totaal mannen en vrouwen;5 tot 10 jaar;Europese Unie (inclusief Nederland);Sint Eustatius;2022;11
5192;Totaal mannen en vrouwen;5 tot 10 jaar;Europese Unie (inclusief Nederland);Sint Eustatius;2023;14
5193;Totaal mannen en vrouwen;5 tot 10 jaar;Europese Unie (inclusief Nederland);Sint Eustatius;2024;9
5194;Totaal mannen en vrouwen;5 tot 10 jaar;Europese Unie (inclusief Nederland);Saba;2011;3
5195;Totaal mannen en vrouwen;5 tot 10 jaar;Europese Unie (inclusief Nederland);Saba;2012;3
5196;Totaal mannen en vrouwen;5 tot 10 jaar;Europese Unie (inclusief Nederland);Saba;2013;4
5197;Totaal mannen en vrouwen;5 tot 10 jaar;Europese Unie (inclusief Nederland);Saba;2014;2
5198;Totaal mannen en vrouwen;5 tot 10 jaar;Europese Unie (inclusief Nederland);Saba;2015;6
5199;Totaal mannen en vrouwen;5 tot 10 jaar;Europese Unie (inclusief Nederland);Saba;2016;11
5200;Totaal mannen en vrouwen;5 tot 10 jaar;Europese Unie (inclusief Nederland);Saba;2017;9
5201;Totaal mannen en vrouwen;5 tot 10 jaar;Europese Unie (inclusief Nederland);Saba;2018;7
5202;Totaal mannen en vrouwen;5 tot 10 jaar;Europese Unie (inclusief Nederland);Saba;2019;6
5203;Totaal mannen en vrouwen;5 tot 10 jaar;Europese Unie (inclusief Nederland);Saba;2020;4
5204;Totaal mannen en vrouwen;5 tot 10 jaar;Europese Unie (inclusief Nederland);Saba;2021;7
5205;Totaal mannen en vrouwen;5 tot 10 jaar;Europese Unie (inclusief Nederland);Saba;2022;9
5206;Totaal mannen en vrouwen;5 tot 10 jaar;Europese Unie (inclusief Nederland);Saba;2023;3
5207;Totaal mannen en vrouwen;5 tot 10 jaar;Europese Unie (inclusief Nederland);Saba;2024;4
5208;Totaal mannen en vrouwen;5 tot 10 jaar;Europese Unie (exclusief Nederland);Caribisch Nederland;2011;9
5209;Totaal mannen en vrouwen;5 tot 10 jaar;Europese Unie (exclusief Nederland);Caribisch Nederland;2012;13
5210;Totaal mannen en vrouwen;5 tot 10 jaar;Europese Unie (exclusief Nederland);Caribisch Nederland;2013;14
5211;Totaal mannen en vrouwen;5 tot 10 jaar;Europese Unie (exclusief Nederland);Caribisch Nederland;2014;14
5212;Totaal mannen en vrouwen;5 tot 10 jaar;Europese Unie (exclusief Nederland);Caribisch Nederland;2015;17
5213;Totaal mannen en vrouwen;5 tot 10 jaar;Europese Unie (exclusief Nederland);Caribisch Nederland;2016;15
5214;Totaal mannen en vrouwen;5 tot 10 jaar;Europese Unie (exclusief Nederland);Caribisch Nederland;2017;11
5215;Totaal mannen en vrouwen;5 tot 10 jaar;Europese Unie (exclusief Nederland);Caribisch Nederland;2018;8
5216;Totaal mannen en vrouwen;5 tot 10 jaar;Europese Unie (exclusief Nederland);Caribisch Nederland;2019;13
5217;Totaal mannen en vrouwen;5 tot 10 jaar;Europese Unie (exclusief Nederland);Caribisch Nederland;2020;14
5218;Totaal mannen en vrouwen;5 tot 10 jaar;Europese Unie (exclusief Nederland);Caribisch Nederland;2021;14
5219;Totaal mannen en vrouwen;5 tot 10 jaar;Europese Unie (exclusief Nederland);Caribisch Nederland;2022;14
5220;Totaal mannen en vrouwen;5 tot 10 jaar;Europese Unie (exclusief Nederland);Caribisch Nederland;2023;14
5221;Totaal mannen en vrouwen;5 tot 10 jaar;Europese Unie (exclusief Nederland);Caribisch Nederland;2024;12
5222;Totaal mannen en vrouwen;5 tot 10 jaar;Europese Unie (exclusief Nederland);Bonaire;2011;8
5223;Totaal mannen en vrouwen;5 tot 10 jaar;Europese Unie (exclusief Nederland);Bonaire;2012;11
5224;Totaal mannen en vrouwen;5 tot 10 jaar;Europese Unie (exclusief Nederland);Bonaire;2013;12
5225;Totaal mannen en vrouwen;5 tot 10 jaar;Europese Unie (exclusief Nederland);Bonaire;2014;13
5226;Totaal mannen en vrouwen;5 tot 10 jaar;Europese Unie (exclusief Nederland);Bonaire;2015;16
5227;Totaal mannen en vrouwen;5 tot 10 jaar;Europese Unie (exclusief Nederland);Bonaire;2016;13
5228;Totaal mannen en vrouwen;5 tot 10 jaar;Europese Unie (exclusief Nederland);Bonaire;2017;9
