ID;Plaatsnamen;Gemeentecode_1;Gemeentenaam_2;EGGCode_3;EGGNaam_4;Provinciecode_5;ProvincienaamAfkorting_6;PlaatsnaamPTTWoonplaatsnaam_7;PlaatsnaamGemeentenaam_8;Plaatsnaam_9
1693;Garminge;1731;Midden-Drenthe                 ;17;Drentse zandgronden                     ;22;D.  ;ja ;nee;Garminge                       
1694;Garnwerd;53;Winsum                         ;6;Groninger centrale Weidestreek          ;20;Gr. ;ja ;nee;Garnwerd                       
1695;Garrelsweer;24;Loppersum                      ;1;Groninger Hoogeland en N. Westerkwartier;20;Gr. ;ja ;nee;Garrelsweer                    
1696;Garreweer;3;Appingedam                     ;2;Appingedam, Delfzijl                    ;20;Gr. ;nee;nee;Garreweer                      
1697;Garsthuizen;24;Loppersum                      ;1;Groninger Hoogeland en N. Westerkwartier;20;Gr. ;ja ;nee;Garsthuizen                    
1698;Garvelinkhoek;1859;Berkelland                     ;30;Overige gemeenten oostelijke Achterhoek ;25;Gld.;nee;nee;Garvelinkhoek                  
1699;Garyp;737;Tytsjerksteradiel              ;9;Fries zandgebied                        ;21;F.  ;ja ;nee;Garyp                          
1700;Gassel;786;Grave                          ;119;Land van Cuijk                          ;30;NB. ;ja ;nee;Gassel                         
1701;Gasselte;1680;Aa en Hunze                    ;16;Overige gemeenten Drentse Veenkoloniën  ;22;D.  ;ja ;nee;Gasselte                       
1702;Gasselterboerveen;1680;Aa en Hunze                    ;16;Overige gemeenten Drentse Veenkoloniën  ;22;D.  ;nee;nee;Gasselterboerveen              
1703;Gasselterboerveenschemond;1680;Aa en Hunze                    ;16;Overige gemeenten Drentse Veenkoloniën  ;22;D.  ;nee;nee;Gasselterboerveenschemond      
1704;Gasselternijveen;1680;Aa en Hunze                    ;16;Overige gemeenten Drentse Veenkoloniën  ;22;D.  ;ja ;nee;Gasselternijveen               
1705;Gasselternijveenschemond;1680;Aa en Hunze                    ;16;Overige gemeenten Drentse Veenkoloniën  ;22;D.  ;ja ;nee;Gasselternijveenschemond       
1706;Gastel;1706;Cranendonck                    ;117;Valkenswaard en oostelijke randgemeenten;30;NB. ;ja ;nee;Gastel                         
1707;Gastelsveer;1655;Halderberge                    ;102;Bergen op Zoom, Roosendaal en omgeving  ;30;NB. ;nee;nee;Gastelsveer                    
1708;Gasteren;1680;Aa en Hunze                    ;16;Overige gemeenten Drentse Veenkoloniën  ;22;D.  ;ja ;nee;Gasteren                       
1709;Gasthuis;936;Margraten                      ;127;Overige gemeenten Zuid-Limburg          ;31;L.  ;nee;nee;Gasthuis                       
1710;Gaternisse;1714;Sluis                          ;98;West-Zeeuwsch-Vlaanderen                ;29;Z.  ;nee;nee;Gaternisse                     
1711;Gauw;683;Wymbritseradiel                ;10;Fries weidegebied                       ;21;F.  ;ja ;nee;Gauw                           
1712;Gawege;703;Reimerswaal                    ;97;Noord- en Zuid-Beveland                 ;29;Z.  ;nee;nee;Gawege                         
1713;Gebergte;847;Someren                        ;118;Brabantse Peel                          ;30;NB. ;nee;nee;Gebergte                       
1714;Gebroek;1711;Echt-Susteren                  ;122;Overig Midden-Limburg ten oosten v. Maas;31;L.  ;nee;nee;Gebroek                        
1715;Geefsweer;10;Delfzijl                       ;2;Appingedam, Delfzijl                    ;20;Gr. ;nee;nee;Geefsweer                      
1716;Geelbroek;1680;Aa en Hunze                    ;16;Overige gemeenten Drentse Veenkoloniën  ;22;D.  ;ja ;nee;Geelbroek                      
1717;Geenhoven;858;Valkenswaard                   ;117;Valkenswaard en oostelijke randgemeenten;30;NB. ;nee;nee;Geenhoven                      
1718;Geer;707;Zederik                        ;78;Vijfheerenlanden                        ;28;ZH. ;nee;nee;Geer                           
1719;Geer;736;De Ronde Venen                 ;48;Vechtstreek en Plassengebied in Utrecht ;26;U.  ;nee;nee;Geer                           
1720;Geerdijk;1700;Twenterand                     ;24;Overige gemeenten in Twente             ;23;O.  ;nee;nee;Geerdijk                       
1721;Geersbroek;1723;Alphen-Chaam                   ;108;Gebied om Tilburg                       ;30;NB. ;ja ;nee;Geersbroek                     
1722;Geersdijk;1695;Noord-Beveland                 ;97;Noord- en Zuid-Beveland                 ;29;Z.  ;ja ;nee;Geersdijk                      
1723;Geertruidenberg;779;Geertruidenberg                ;104;Gebied om Breda                         ;30;NB. ;ja ;ja ;Geertruidenberg                
1724;Geervliet;568;Bernisse                       ;91;Voorne-Putten en Rozenburg              ;28;ZH. ;ja ;nee;Geervliet                      
1725;Gees;109;Coevorden                      ;18;Zuiddrents randgebied                   ;22;D.  ;ja ;nee;Gees                           
1726;Geesbrug;109;Coevorden                      ;18;Zuiddrents randgebied                   ;22;D.  ;ja ;nee;Geesbrug                       
1727;Geestdorp;632;Woerden                        ;49;Utrechts weidegebied                    ;26;U.  ;nee;nee;Geestdorp                      
1728;Geesteren;183;Tubbergen                      ;24;Overige gemeenten in Twente             ;23;O.  ;ja ;nee;Geesteren                      
1729;Geesteren;1859;Berkelland                     ;30;Overige gemeenten oostelijke Achterhoek ;25;Gld.;ja ;nee;Geesteren                      
1730;Geeuwenbrug;1701;Westerveld                     ;17;Drentse zandgronden                     ;22;D.  ;ja ;nee;Geeuwenbrug                    
1731;Geffen;1671;Maasdonk                       ;111;Maaskant                                ;30;NB. ;ja ;nee;Geffen                         
1732;Gein;305;Abcoude                        ;48;Vechtstreek en Plassengebied in Utrecht ;26;U.  ;nee;nee;Gein                           
1733;Gein;457;Weesp                          ;65;Vechtstreek in Noord-Holland            ;27;NH. ;nee;nee;Gein                           
1734;Gein, Het;356;Nieuwegein                     ;46;Nieuwegein, IJsselstein                 ;26;U.  ;nee;nee;Gein, Het                      
1735;Geitenkamp;202;Arnhem                         ;35;Arnhem                                  ;25;Gld.;nee;nee;Geitenkamp                     
1736;Geitenwaard;196;Rijnwaarden                    ;26;De Lijmers                              ;25;Gld.;nee;nee;Geitenwaard                    
1737;Gelderingen;1708;Steenwijkerland                ;19;Noordwest-Overijssel                    ;23;O.  ;nee;nee;Gelderingen                    
1738;Geldermalsen;236;Geldermalsen                   ;38;Westelijke Betuwe                       ;25;Gld.;ja ;ja ;Geldermalsen                   
1739;Gelderse Buurt;366;Anna Paulowna                  ;52;Overige gemeenten Kop van Noord-Holland ;27;NH. ;nee;nee;Gelderse Buurt                 
1740;Gelderse Dijk;269;Oldebroek                      ;32;IJsselmeerkust                          ;25;Gld.;nee;nee;Gelderse Dijk                  
1741;Gelders-Veenendaal;228;Ede                            ;31;Gelderse Vallei                         ;25;Gld.;nee;nee;Gelders-Veenendaal             
1742;Gelderswoude;638;Zoeterwoude                    ;71;Randgebied Leiden                       ;28;ZH. ;ja ;nee;Gelderswoude                   
1743;Geldrop;1771;Geldrop-Mierlo                 ;114;Randgebied Eindhoven                    ;30;NB. ;ja ;nee;Geldrop                        
1744;Geldrop-Mierlo;1771;Geldrop-Mierlo                 ;114;Randgebied Eindhoven                    ;30;NB. ;nee;ja ;Geldrop-Mierlo                 
1745;Geleen;1883;Sittard-Geleen                 ;124;Westelijke Mijnstreek                   ;31;L.  ;ja ;nee;Geleen                         
1746;Gelkenes;694;Liesveld                       ;77;Overige gemeenten Alblasserwaard        ;28;ZH. ;nee;nee;Gelkenes                       
1747;Gellicum;236;Geldermalsen                   ;38;Westelijke Betuwe                       ;25;Gld.;ja ;nee;Gellicum                       
1748;Geloo;983;Venlo                          ;121;Industriegebied Venlo-Beesel            ;31;L.  ;nee;nee;Geloo                          
1749;Gelselaar;1859;Berkelland                     ;30;Overige gemeenten oostelijke Achterhoek ;25;Gld.;ja ;nee;Gelselaar                      
1750;Gement;828;Oss                            ;111;Maaskant                                ;30;NB. ;nee;nee;Gement                         
1751;Gement;865;Vught                          ;109;'s-Hertogenbosch en Vught               ;30;NB. ;nee;nee;Gement                         
1752;Gemert;1652;Gemert-Bakel                   ;118;Brabantse Peel                          ;30;NB. ;ja ;nee;Gemert                         
1753;Gemert-Bakel;1652;Gemert-Bakel                   ;118;Brabantse Peel                          ;30;NB. ;nee;ja ;Gemert-Bakel                   
1754;Gemonde;845;Sint-Michielsgestel            ;110;Gebied om 's-Hertogenbosch en Vught     ;30;NB. ;ja ;nee;Gemonde                        
1755;Gemullehoeken;824;Oisterwijk                     ;108;Gebied om Tilburg                       ;30;NB. ;nee;nee;Gemullehoeken                  
1756;Genderen;738;Aalburg                        ;105;Land van Altena                         ;30;NB. ;ja ;nee;Genderen                       
1757;Gendringen;1509;Oude IJsselstreek              ;29;Oude-IJsselgebied (oostelijk deel)      ;25;Gld.;ja ;nee;Gendringen                     
1758;Gendt;1705;Lingewaard                     ;37;Oostelijke Betuwe                       ;25;Gld.;ja ;nee;Gendt                          
1759;Genemuiden;1896;Zwartewaterland                ;20;IJssel-, Vechtdelta                     ;23;O.  ;ja ;nee;Genemuiden                     
1760;Genenberg;1507;Horst aan de Maas              ;120;Noord-Limburg                           ;31;L.  ;nee;nee;Genenberg                      
1761;Geneneind;1652;Gemert-Bakel                   ;118;Brabantse Peel                          ;30;NB. ;nee;nee;Geneneind                      
1762;Gening;893;Bergen (L.)                    ;120;Noord-Limburg                           ;31;L.  ;nee;nee;Gening                         
1763;Genne;193;Zwolle                         ;20;IJssel-, Vechtdelta                     ;23;O.  ;nee;nee;Genne                          
1764;Gennep;772;Eindhoven                      ;113;Eindhoven                               ;30;NB. ;nee;nee;Gennep                         
1765;Gennep;907;Gennep                         ;120;Noord-Limburg                           ;31;L.  ;ja ;ja ;Gennep                         
1766;Genoenhuis;1771;Geldrop-Mierlo                 ;114;Randgebied Eindhoven                    ;30;NB. ;nee;nee;Genoenhuis                     
1767;Genooi;983;Venlo                          ;121;Industriegebied Venlo-Beesel            ;31;L.  ;nee;nee;Genooi                         
1768;Genooierbergen;983;Venlo                          ;121;Industriegebied Venlo-Beesel            ;31;L.  ;nee;nee;Genooierbergen                 
1769;Gerendal;994;Valkenburg aan de Geul         ;127;Overige gemeenten Zuid-Limburg          ;31;L.  ;nee;nee;Gerendal                       
1770;Gerheggen;1640;Leudal                         ;123;Midden-Limburg ten westen van de Maas   ;31;L.  ;nee;nee;Gerheggen                      
1771;Gerkesklooster;59;Achtkarspelen                  ;9;Fries zandgebied                        ;21;F.  ;ja ;nee;Gerkesklooster                 
1772;Gerner;148;Dalfsen                        ;20;IJssel-, Vechtdelta                     ;23;O.  ;nee;nee;Gerner                         
1773;Gerns;710;Wûnseradiel                    ;10;Fries weidegebied                       ;21;F.  ;nee;nee;Gerns                          
1774;Gersloot;74;Heerenveen                     ;9;Fries zandgebied                        ;21;F.  ;ja ;nee;Gersloot                       
1775;Gerven;273;Putten                         ;32;IJsselmeerkust                          ;25;Gld.;nee;nee;Gerven                         
1776;Gerverscop;632;Woerden                        ;49;Utrechts weidegebied                    ;26;U.  ;nee;nee;Gerverscop                     
1777;Gerwen;820;Nuenen, Gerwen en Nederwetten  ;114;Randgebied Eindhoven                    ;30;NB. ;nee;nee;Gerwen                         
1778;Gest, De;462;Wieringen                      ;51;Wieringen, Wieringermeer                ;27;NH. ;nee;nee;Gest, De                       
1779;Gestel;772;Eindhoven                      ;113;Eindhoven                               ;30;NB. ;nee;nee;Gestel                         
1780;Getfert;153;Enschede                       ;23;Enschede                                ;23;O.  ;nee;nee;Getfert                        
1781;Geulhem;994;Valkenburg aan de Geul         ;127;Overige gemeenten Zuid-Limburg          ;31;L.  ;nee;nee;Geulhem                        
1782;Geulle;938;Meerssen                       ;127;Overige gemeenten Zuid-Limburg          ;31;L.  ;ja ;nee;Geulle                         
1783;Geverik;888;Beek                           ;124;Westelijke Mijnstreek                   ;31;L.  ;nee;nee;Geverik                        
1784;Gewande;796;'s-Hertogenbosch               ;109;'s-Hertogenbosch en Vught               ;30;NB. ;nee;nee;Gewande                        
1785;Geysteren;993;Meerlo-Wanssum                 ;120;Noord-Limburg                           ;31;L.  ;ja ;nee;Geysteren                      
1786;Gieltjesdorp;311;Breukelen                      ;48;Vechtstreek en Plassengebied in Utrecht ;26;U.  ;nee;nee;Gieltjesdorp                   
1787;Giersbergen;809;Loon op Zand                   ;108;Gebied om Tilburg                       ;30;NB. ;nee;nee;Giersbergen                    
1788;Giesbeek;299;Zevenaar                       ;26;De Lijmers                              ;25;Gld.;ja ;nee;Giesbeek                       
1789;Giessen;874;Woudrichem                     ;105;Land van Altena                         ;30;NB. ;ja ;nee;Giessen                        
1790;Giessenburg;689;Giessenlanden                  ;77;Overige gemeenten Alblasserwaard        ;28;ZH. ;ja ;nee;Giessenburg                    
1791;Giessendam;523;Hardinxveld-Giessendam         ;76;Industriegebied Alblasserwaard          ;28;ZH. ;nee;nee;Giessendam                     
1792;Giessenlanden;689;Giessenlanden                  ;77;Overige gemeenten Alblasserwaard        ;28;ZH. ;nee;ja ;Giessenlanden                  
1793;Giessen-Oudekerk;689;Giessenlanden                  ;77;Overige gemeenten Alblasserwaard        ;28;ZH. ;nee;nee;Giessen-Oudekerk               
1794;Gietelo;285;Voorst                         ;34;Overige gemeenten oostelijke Veluwezoom ;25;Gld.;nee;nee;Gietelo                        
1795;Gieten;1680;Aa en Hunze                    ;16;Overige gemeenten Drentse Veenkoloniën  ;22;D.  ;ja ;nee;Gieten                         
1796;Gieterveen;1680;Aa en Hunze                    ;16;Overige gemeenten Drentse Veenkoloniën  ;22;D.  ;ja ;nee;Gieterveen                     
1797;Giethmen;175;Ommen                          ;21;Noordoost-Overijssel                    ;23;O.  ;ja ;nee;Giethmen                       
1798;Giethoorn;1708;Steenwijkerland                ;19;Noordwest-Overijssel                    ;23;O.  ;ja ;nee;Giethoorn                      
1799;Gijbeland;693;Graafstroom                    ;77;Overige gemeenten Alblasserwaard        ;28;ZH. ;nee;nee;Gijbeland                      
1800;Gijzel;788;Haaren                         ;110;Gebied om 's-Hertogenbosch en Vught     ;30;NB. ;nee;nee;Gijzel                         
1801;Gijzenrooi;1771;Geldrop-Mierlo                 ;114;Randgebied Eindhoven                    ;30;NB. ;nee;nee;Gijzenrooi                     
1802;Gilden;453;Velsen                         ;59;IJmond                                  ;27;NH. ;nee;nee;Gilden                         
1803;Gilze;784;Gilze en Rijen                 ;108;Gebied om Tilburg                       ;30;NB. ;ja ;nee;Gilze                          
1804;Gilze en Rijen;784;Gilze en Rijen                 ;108;Gebied om Tilburg                       ;30;NB. ;nee;ja ;Gilze en Rijen                 
1805;Ginderdoor;1659;Laarbeek                       ;115;Industriegebied Helmond                 ;30;NB. ;nee;nee;Ginderdoor                     
1806;Ginderdoor;1723;Alphen-Chaam                   ;108;Gebied om Tilburg                       ;30;NB. ;nee;nee;Ginderdoor                     
1807;Ginderover;1658;Heeze-Leende                   ;117;Valkenswaard en oostelijke randgemeenten;30;NB. ;nee;nee;Ginderover                     
1808;Ginkel, De;228;Ede                            ;31;Gelderse Vallei                         ;25;Gld.;nee;nee;Ginkel, De                     
1809;Ginneken;758;Breda                          ;103;Breda                                   ;30;NB. ;nee;nee;Ginneken                       
1810;Ginnum;1722;Ferwerderadiel                 ;12;Friese bouwstreek                       ;21;F.  ;ja ;nee;Ginnum                         
1811;Glane;168;Losser                         ;24;Overige gemeenten in Twente             ;23;O.  ;ja ;nee;Glane                          
1812;Glanerbrug;153;Enschede                       ;23;Enschede                                ;23;O.  ;nee;nee;Glanerbrug                     
1813;Glanerveld;153;Enschede                       ;23;Enschede                                ;23;O.  ;nee;nee;Glanerveld                     
1814;Glimmen;17;Haren                          ;8;Randgebied stad Groningen               ;20;Gr. ;ja ;nee;Glimmen                        
1815;Glind, De;203;Barneveld                      ;31;Gelderse Vallei                         ;25;Gld.;ja ;nee;Glind, De                      
1816;Glindhorst;203;Barneveld                      ;31;Gelderse Vallei                         ;25;Gld.;nee;nee;Glindhorst                     
1817;Glip, De;397;Heemstede                      ;61;Overige gemeenten Zuid-Kennemerland     ;27;NH. ;nee;nee;Glip, De                       
1818;Gnephoek;484;Alphen aan den Rijn            ;73;Rijnstreek Zuid-Holland                 ;28;ZH. ;nee;nee;Gnephoek                       
1819;Godlinze;10;Delfzijl                       ;2;Appingedam, Delfzijl                    ;20;Gr. ;ja ;nee;Godlinze                       
1820;Goedereede;511;Goedereede                     ;92;Goeree en Overflakkee                   ;28;ZH. ;ja ;ja ;Goedereede                     
1821;Goënga;683;Wymbritseradiel                ;10;Fries weidegebied                       ;21;F.  ;ja ;nee;Goënga                         
1822;Goëngahuizen;90;Smallingerland                 ;9;Fries zandgebied                        ;21;F.  ;ja ;nee;Goëngahuizen                   
1823;Goes;664;Goes                           ;97;Noord- en Zuid-Beveland                 ;29;Z.  ;ja ;ja ;Goes                           
1824;Goffert;268;Nijmegen                       ;39;Nijmegen                                ;25;Gld.;nee;nee;Goffert                        
1825;Goidschalxoord;585;Binnenmaas                     ;90;Hoeksche Waard                          ;28;ZH. ;nee;nee;Goidschalxoord                 
1826;Goilberdingen;216;Culemborg                      ;38;Westelijke Betuwe                       ;25;Gld.;nee;nee;Goilberdingen                  
1827;Goingarijp;51;Skarsterlân                    ;10;Fries weidegebied                       ;21;F.  ;ja ;nee;Goingarijp                     
1828;Goirke, Het;855;Tilburg                        ;107;Tilburg                                 ;30;NB. ;nee;nee;Goirke, Het                    
1829;Goirle;785;Goirle                         ;108;Gebied om Tilburg                       ;30;NB. ;ja ;ja ;Goirle                         
1830;Goldhoorn;1661;Reiderland                     ;3;Groninger Oldambt                       ;20;Gr. ;nee;nee;Goldhoorn                      
1831;Gooi;1876;Bronckhorst                    ;28;Overige gemeenten westelijke Achterhoek ;25;Gld.;nee;nee;Gooi                           
1832;Gooium;710;Wûnseradiel                    ;10;Fries weidegebied                       ;21;F.  ;nee;nee;Gooium                         
1833;Goor;1735;Hof van Twente                 ;24;Overige gemeenten in Twente             ;23;O.  ;ja ;nee;Goor                           
1834;Goor, Het;1771;Geldrop-Mierlo                 ;114;Randgebied Eindhoven                    ;30;NB. ;nee;nee;Goor, Het                      
1835;Goorn, De;1598;Koggenland                     ;54;Midden- en Oostelijk West-Friesland     ;27;NH. ;ja ;nee;Goorn, De                      
1836;Gorinchem;512;Gorinchem                      ;76;Industriegebied Alblasserwaard          ;28;ZH. ;ja ;ja ;Gorinchem                      
1837;Gorp;798;Hilvarenbeek                   ;108;Gebied om Tilburg                       ;30;NB. ;nee;nee;Gorp                           
1838;Gorredijk;86;Opsterland                     ;9;Fries zandgebied                        ;21;F.  ;ja ;nee;Gorredijk                      
1839;Gorssel;262;Lochem                         ;28;Overige gemeenten westelijke Achterhoek ;25;Gld.;ja ;nee;Gorssel                        
1840;Gortel;232;Epe                            ;34;Overige gemeenten oostelijke Veluwezoom ;25;Gld.;nee;nee;Gortel                         
1841;Gouda;513;Gouda                          ;74;Gouda en omstreken                      ;28;ZH. ;ja ;ja ;Gouda                          
1842;Gouderak;644;Ouderkerk                      ;75;Krimpenerwaard                          ;28;ZH. ;ja ;nee;Gouderak                       
1843;Goudriaan;693;Graafstroom                    ;77;Overige gemeenten Alblasserwaard        ;28;ZH. ;ja ;nee;Goudriaan                      
1844;Goudseweg;623;Vlist                          ;75;Krimpenerwaard                          ;28;ZH. ;nee;nee;Goudseweg                      
1845;Goudswaard;588;Korendijk                      ;90;Hoeksche Waard                          ;28;ZH. ;ja ;nee;Goudswaard                     
1846;Goutum;80;Leeuwarden                     ;11;Leeuwarden                              ;21;F.  ;ja ;nee;Goutum                         
1847;Gouwe;432;Opmeer                         ;54;Midden- en Oostelijk West-Friesland     ;27;NH. ;nee;nee;Gouwe                          
1848;Goy, 't;321;Houten                         ;45;Utrechts Kromme Rijngebied              ;26;U.  ;ja ;nee;Goy, 't                        
1849;Graaf;331;Lopik                          ;49;Utrechts weidegebied                    ;26;U.  ;nee;nee;Graaf                          
1850;Graafland;694;Liesveld                       ;77;Overige gemeenten Alblasserwaard        ;28;ZH. ;nee;nee;Graafland                      
1851;Graafstroom;693;Graafstroom                    ;77;Overige gemeenten Alblasserwaard        ;28;ZH. ;nee;ja ;Graafstroom                    
1852;Graauw;677;Hulst                          ;100;Overig Oost-Zeeuwsch-Vlaanderen         ;29;Z.  ;ja ;nee;Graauw                         
1853;Gracht (ged.);882;Landgraaf                      ;125;Oostelijke Mijnstreek                   ;31;L.  ;nee;nee;Gracht (ged.)                  
1854;Gracht (ged.);928;Kerkrade                       ;125;Oostelijke Mijnstreek                   ;31;L.  ;nee;nee;Gracht (ged.)                  
1855;Graetheide;1883;Sittard-Geleen                 ;124;Westelijke Mijnstreek                   ;31;L.  ;nee;nee;Graetheide                     
1856;Grafhorst;166;Kampen                         ;20;IJssel-, Vechtdelta                     ;23;O.  ;ja ;nee;Grafhorst                      
1857;Graft;365;Graft-De Rijp                  ;56;Noordhollands Middengewest              ;27;NH. ;ja ;nee;Graft                          
1858;Graft-De Rijp;365;Graft-De Rijp                  ;56;Noordhollands Middengewest              ;27;NH. ;nee;ja ;Graft-De Rijp                  
1859;Graftdijk;365;Graft-De Rijp                  ;56;Noordhollands Middengewest              ;27;NH. ;nee;nee;Graftdijk                      
1860;Gramsbergen;160;Hardenberg                     ;21;Noordoost-Overijssel                    ;23;O.  ;ja ;nee;Gramsbergen                    
1861;Grashoek;918;Helden                         ;123;Midden-Limburg ten westen van de Maas   ;31;L.  ;ja ;nee;Grashoek                       
1862;Graspeel;1685;Landerd                        ;111;Maaskant                                ;30;NB. ;nee;nee;Graspeel                       
1863;Grathem;1640;Leudal                         ;123;Midden-Limburg ten westen van de Maas   ;31;L.  ;ja ;nee;Grathem                        
1864;Grauwe Kat;710;Wûnseradiel                    ;10;Fries weidegebied                       ;21;F.  ;nee;nee;Grauwe Kat                     
1865;Grauwe Polder;777;Etten-Leur                     ;104;Gebied om Breda                         ;30;NB. ;nee;nee;Grauwe Polder                  
1866;Grave;786;Grave                          ;119;Land van Cuijk                          ;30;NB. ;ja ;ja ;Grave                          
1867;Gravekoop;595;Reeuwijk                       ;74;Gouda en omstreken                      ;28;ZH. ;nee;nee;Gravekoop                      
1868;Graveland, 's-;599;Rotterdam                      ;84;Rotterdam                               ;28;ZH. ;nee;nee;Graveland, 's-                 
1869;Graveland, 's-;1696;Wijdemeren                     ;65;Vechtstreek in Noord-Holland            ;27;NH. ;ja ;nee;Graveland, 's-                 
1870;Gravendeel, 's-;585;Binnenmaas                     ;90;Hoeksche Waard                          ;28;ZH. ;ja ;nee;Gravendeel, 's-                
1871;Gravenhage, 's-;518;'s-Gravenhage                  ;79;'s-Gravenhage                           ;28;ZH. ;ja ;ja ;Gravenhage, 's-                
1872;Gravenmoer, 's-;766;Dongen                         ;108;Gebied om Tilburg                       ;30;NB. ;ja ;nee;Gravenmoer, 's-                
1873;Gravenmoerse Vaart, 's-;766;Dongen                         ;108;Gebied om Tilburg                       ;30;NB. ;nee;nee;Gravenmoerse Vaart, 's-        
1874;Gravenpolder, 's-;654;Borsele                        ;97;Noord- en Zuid-Beveland                 ;29;Z.  ;ja ;nee;Gravenpolder, 's-              
1875;Gravenschans, 's-;40;Slochteren                     ;4;Groninger Veenkoloniën                  ;20;Gr. ;nee;nee;Gravenschans, 's-              
1876;Gravensloot 's-;632;Woerden                        ;49;Utrechts weidegebied                    ;26;U.  ;nee;nee;Gravensloot 's-                
1877;Gravenwaard, 's-;196;Rijnwaarden                    ;26;De Lijmers                              ;25;Gld.;nee;nee;Gravenwaard, 's-               
1878;Gravenweg, 's- (ged.);502;Capelle aan den IJssel         ;88;Oostelijk randgebied Rotterdam          ;28;ZH. ;nee;nee;Gravenweg, 's- (ged.)          
1879;Gravenweg, 's- (ged.);567;Nieuwerkerk aan den IJssel     ;88;Oostelijk randgebied Rotterdam          ;28;ZH. ;nee;nee;Gravenweg, 's- (ged.)          
1880;Gravenzande, 's-;1783;Westland                       ;81;Westland                                ;28;ZH. ;ja ;nee;Gravenzande, 's-               
1881;Grazen;1723;Alphen-Chaam                   ;108;Gebied om Tilburg                       ;30;NB. ;nee;nee;Grazen                         
1882;Grebbe;340;Rhenen                         ;44;Utrechtse Heuvelrug                     ;26;U.  ;nee;nee;Grebbe                         
1883;Greffeling;668;West Maas en Waal              ;41;Land van Maas en Waal                   ;25;Gld.;nee;nee;Greffeling                     
1884;Greffelkamp;1955;Montferland                    ;27;Oude-IJsselgebied (westelijk deel)      ;25;Gld.;nee;nee;Greffelkamp                    
1885;Greidhoek;83;Menaldumadeel                  ;12;Friese bouwstreek                       ;21;F.  ;nee;nee;Greidhoek                      
1886;Greonterp;683;Wymbritseradiel                ;10;Fries weidegebied                       ;21;F.  ;ja ;nee;Greonterp                      
1887;Greup;585;Binnenmaas                     ;90;Hoeksche Waard                          ;28;ZH. ;nee;nee;Greup                          
1888;Grevenbicht;1883;Sittard-Geleen                 ;124;Westelijke Mijnstreek                   ;31;L.  ;ja ;nee;Grevenbicht                    
1889;Griendtsveen;1507;Horst aan de Maas              ;120;Noord-Limburg                           ;31;L.  ;ja ;nee;Griendtsveen                   
1890;Grientsveen;114;Emmen                          ;15;Emmen                                   ;22;D.  ;nee;nee;Grientsveen                    
1891;Griete;715;Terneuzen                      ;99;Kanaalzone Oost-Zeeuwsch-Vlaanderen     ;29;Z.  ;nee;nee;Griete                         
1892;Grieth;299;Zevenaar                       ;26;De Lijmers                              ;25;Gld.;nee;nee;Grieth                         
1893;Griffenstein;355;Zeist                          ;44;Utrechtse Heuvelrug                     ;26;U.  ;nee;nee;Griffenstein                   
1894;Grijpskerk;56;Zuidhorn                       ;1;Groninger Hoogeland en N. Westerkwartier;20;Gr. ;ja ;nee;Grijpskerk                     
1895;Grijpskerke;717;Veere                          ;96;Overige gemeenten Walcheren             ;29;Z.  ;ja ;nee;Grijpskerke                    
1896;Grijssloot;1663;De Marne                       ;1;Groninger Hoogeland en N. Westerkwartier;20;Gr. ;nee;nee;Grijssloot                     
1897;Grijzegrubben;951;Nuth                           ;125;Oostelijke Mijnstreek                   ;31;L.  ;nee;nee;Grijzegrubben                  
1898;Grobbendonck;785;Goirle                         ;108;Gebied om Tilburg                       ;30;NB. ;nee;nee;Grobbendonck                   
1899;Groede;1714;Sluis                          ;98;West-Zeeuwsch-Vlaanderen                ;29;Z.  ;ja ;nee;Groede                         
1900;Groenekan;310;De Bilt                        ;44;Utrechtse Heuvelrug                     ;26;U.  ;ja ;nee;Groenekan                      
1901;Groeneweg;1666;Zevenhuizen-Moerkapelle        ;83;Midden Zuid-Holland                     ;28;ZH. ;nee;nee;Groeneweg                      
1902;Groenewoud;855;Tilburg                        ;107;Tilburg                                 ;30;NB. ;nee;nee;Groenewoud                     
1903;Groeningen;756;Boxmeer                        ;119;Land van Cuijk                          ;30;NB. ;ja ;nee;Groeningen                     
1904;Groenlanden;282;Ubbergen                       ;40;Gebied om Nijmegen                      ;25;Gld.;nee;nee;Groenlanden                    
1905;Groenlo;1586;Oost Gelre                     ;30;Overige gemeenten oostelijke Achterhoek ;25;Gld.;ja ;nee;Groenlo                        
1906;Groenstraat;798;Hilvarenbeek                   ;108;Gebied om Tilburg                       ;30;NB. ;nee;nee;Groenstraat                    
1907;Groenveld;395;Harenkarspel                   ;53;Westelijk West-Friesland                ;27;NH. ;nee;nee;Groenveld                      
1908;Groes;1721;Bernheze                       ;111;Maaskant                                ;30;NB. ;nee;nee;Groes                          
1909;Groesbeek;241;Groesbeek                      ;40;Gebied om Nijmegen                      ;25;Gld.;ja ;ja ;Groesbeek                      
1910;Groeskuilen;1652;Gemert-Bakel                   ;118;Brabantse Peel                          ;30;NB. ;nee;nee;Groeskuilen                    
1911;Groessen;226;Duiven                         ;26;De Lijmers                              ;25;Gld.;ja ;nee;Groessen                       
1912;Groet;373;Bergen (NH.)                   ;55;Noord-Kennemerland                      ;27;NH. ;ja ;nee;Groet                          
1913;Groeve, De;1730;Tynaarlo                       ;14;Noorddrents randgebied                  ;22;D.  ;ja ;nee;Groeve, De                     
