ID;Goederenstromen;Goederengroepen;Werelddelen;Perioden;Schatting_1;Ondergrens95Interval_2;Bovengrens95Interval_3;Betrouwbaarheidsmarge_4;AandeelInGoederenstroom_5;GroeiIndicatie_6;Schatting_7;Ondergrens95Interval_8;Bovengrens95Interval_9;Betrouwbaarheidsmarge_10;AandeelInGoederenstroom_11;GroeiIndicatie_12
6171;"Uitgaand transport; totaal";2 Vaste minerale brandstoffen;Afrika;2007;55;0;131;;0;;121;99;144;18.0;0;
6172;"Uitgaand transport; totaal";2 Vaste minerale brandstoffen;Afrika;2008;106;0;257;;0;9.0;250;200;299;20.0;0;5.0
6173;"Uitgaand transport; totaal";2 Vaste minerale brandstoffen;Afrika;2009;81;0;185;;0;9.0;325;247;403;24.0;0;5.0
6174;"Uitgaand transport; totaal";2 Vaste minerale brandstoffen;Afrika;2010;91;49;133;46.0;0;9.0;541;432;651;20.0;0;5.0
6175;"Uitgaand transport; totaal";2 Vaste minerale brandstoffen;Afrika;2011;33;4;63;88.0;0;1.0;215;163;268;24.0;0;1.0
6176;"Uitgaand transport; totaal";2 Vaste minerale brandstoffen;Afrika;2012;37;7;67;81.0;0;9.0;391;295;487;25.0;0;5.0
6177;"Uitgaand transport; totaal";2 Vaste minerale brandstoffen;Afrika;2013;50;0;102;;0;9.0;334;270;399;19.0;0;9.0
6178;"Uitgaand transport; totaal";2 Vaste minerale brandstoffen;Afrika;2014;62;0;132;;0;9.0;330;259;400;22.0;0;9.0
6179;"Uitgaand transport; totaal";2 Vaste minerale brandstoffen;Afrika;2015;32;0;66;;0;9.0;176;137;215;22.0;0;1.0
6180;"Uitgaand transport; totaal";2 Vaste minerale brandstoffen;Afrika;2016;44;3;84;93.0;0;9.0;277;217;338;22.0;0;5.0
6181;"Uitgaand transport; totaal";2 Vaste minerale brandstoffen;Afrika;2017;58;1;114;98.0;0;9.0;333;269;397;19.0;0;9.0
6182;"Uitgaand transport; totaal";2 Vaste minerale brandstoffen;Amerika;2007;99;0;257;;0;;139;113;164;18.0;0;
6183;"Uitgaand transport; totaal";2 Vaste minerale brandstoffen;Amerika;2008;224;0;590;;0;9.0;369;298;440;19.0;0;5.0
6184;"Uitgaand transport; totaal";2 Vaste minerale brandstoffen;Amerika;2009;103;0;320;;0;9.0;101;82;120;18.0;0;1.0
6185;"Uitgaand transport; totaal";2 Vaste minerale brandstoffen;Amerika;2010;151;0;414;;0;9.0;178;142;214;20.0;0;5.0
6186;"Uitgaand transport; totaal";2 Vaste minerale brandstoffen;Amerika;2011;196;0;635;;0;9.0;360;298;422;17.0;0;5.0
6187;"Uitgaand transport; totaal";2 Vaste minerale brandstoffen;Amerika;2012;75;0;416;;0;9.0;504;417;592;17.0;0;5.0
6188;"Uitgaand transport; totaal";2 Vaste minerale brandstoffen;Amerika;2013;180;0;472;;0;9.0;337;276;398;18.0;0;1.0
6189;"Uitgaand transport; totaal";2 Vaste minerale brandstoffen;Amerika;2014;154;0;405;;0;9.0;287;237;337;17.0;0;1.0
6190;"Uitgaand transport; totaal";2 Vaste minerale brandstoffen;Amerika;2015;124;0;381;;0;9.0;418;339;496;19.0;0;5.0
6191;"Uitgaand transport; totaal";2 Vaste minerale brandstoffen;Amerika;2016;184;0;423;;0;9.0;620;509;730;18.0;0;5.0
6192;"Uitgaand transport; totaal";2 Vaste minerale brandstoffen;Amerika;2017;177;0;471;;0;9.0;1377;1071;1683;22.0;0;5.0
6193;"Uitgaand transport; totaal";2 Vaste minerale brandstoffen;Azië;2007;264;194;334;27.0;0;;120;95;145;21.0;0;
6194;"Uitgaand transport; totaal";2 Vaste minerale brandstoffen;Azië;2008;274;192;357;30.0;0;9.0;201;158;244;21.0;0;5.0
6195;"Uitgaand transport; totaal";2 Vaste minerale brandstoffen;Azië;2009;39;24;53;38.0;0;1.0;299;234;365;22.0;0;5.0
6196;"Uitgaand transport; totaal";2 Vaste minerale brandstoffen;Azië;2010;27;21;33;23.0;0;1.0;199;165;234;17.0;0;1.0
6197;"Uitgaand transport; totaal";2 Vaste minerale brandstoffen;Azië;2011;1058;789;1326;25.0;0;5.0;201;168;234;17.0;0;9.0
6198;"Uitgaand transport; totaal";2 Vaste minerale brandstoffen;Azië;2012;365;263;467;28.0;0;1.0;182;154;209;15.0;0;9.0
6199;"Uitgaand transport; totaal";2 Vaste minerale brandstoffen;Azië;2013;41;29;53;29.0;0;1.0;246;204;288;17.0;0;5.0
6200;"Uitgaand transport; totaal";2 Vaste minerale brandstoffen;Azië;2014;252;191;312;24.0;0;5.0;237;198;276;17.0;0;9.0
6201;"Uitgaand transport; totaal";2 Vaste minerale brandstoffen;Azië;2015;340;260;419;23.0;0;5.0;408;335;481;18.0;0;5.0
6202;"Uitgaand transport; totaal";2 Vaste minerale brandstoffen;Azië;2016;166;111;220;33.0;0;1.0;219;180;257;18.0;0;1.0
6203;"Uitgaand transport; totaal";2 Vaste minerale brandstoffen;Azië;2017;87;64;109;26.0;0;1.0;759;619;899;18.0;0;5.0
6204;"Uitgaand transport; totaal";2 Vaste minerale brandstoffen;Europa;2007;2516;1969;3062;22.0;0;;41461;36261;46661;13.0;8;
6205;"Uitgaand transport; totaal";2 Vaste minerale brandstoffen;Europa;2008;4066;3230;4902;21.0;1;5.0;42008;36120;47895;14.0;8;9.0
6206;"Uitgaand transport; totaal";2 Vaste minerale brandstoffen;Europa;2009;2465;1995;2935;19.0;0;1.0;34081;29462;38701;14.0;7;1.0
6207;"Uitgaand transport; totaal";2 Vaste minerale brandstoffen;Europa;2010;2862;2275;3448;20.0;0;9.0;36351;31474;41227;13.0;7;9.0
6208;"Uitgaand transport; totaal";2 Vaste minerale brandstoffen;Europa;2011;3694;2983;4404;19.0;1;5.0;37831;32317;43345;15.0;7;9.0
6209;"Uitgaand transport; totaal";2 Vaste minerale brandstoffen;Europa;2012;3425;2943;3908;14.0;1;9.0;39453;33332;45574;16.0;8;9.0
6210;"Uitgaand transport; totaal";2 Vaste minerale brandstoffen;Europa;2013;3326;2687;3964;19.0;0;9.0;45227;37778;52676;16.0;8;9.0
6211;"Uitgaand transport; totaal";2 Vaste minerale brandstoffen;Europa;2014;3236;2598;3873;20.0;0;9.0;47158;39627;54690;16.0;9;9.0
6212;"Uitgaand transport; totaal";2 Vaste minerale brandstoffen;Europa;2015;3000;2436;3564;19.0;0;9.0;43687;36487;50888;16.0;8;9.0
6213;"Uitgaand transport; totaal";2 Vaste minerale brandstoffen;Europa;2016;2760;2197;3323;20.0;0;9.0;42186;35123;49248;17.0;8;9.0
6214;"Uitgaand transport; totaal";2 Vaste minerale brandstoffen;Europa;2017;3924;3251;4596;17.0;1;5.0;36899;30879;42919;16.0;7;9.0
6215;"Uitgaand transport; totaal";2 Vaste minerale brandstoffen;Oceanië;2007;57;0;142;;0;;57;43;71;24.0;0;
6216;"Uitgaand transport; totaal";2 Vaste minerale brandstoffen;Oceanië;2008;100;0;254;;0;9.0;122;92;151;25.0;0;5.0
6217;"Uitgaand transport; totaal";2 Vaste minerale brandstoffen;Oceanië;2009;43;0;109;;0;9.0;121;91;151;25.0;0;9.0
6218;"Uitgaand transport; totaal";2 Vaste minerale brandstoffen;Oceanië;2010;77;0;199;;0;9.0;88;72;105;19.0;0;1.0
6219;"Uitgaand transport; totaal";2 Vaste minerale brandstoffen;Oceanië;2011;97;0;252;;0;9.0;144;119;169;17.0;0;5.0
6220;"Uitgaand transport; totaal";2 Vaste minerale brandstoffen;Oceanië;2012;41;0;200;;0;9.0;127;107;146;16.0;0;9.0
6221;"Uitgaand transport; totaal";2 Vaste minerale brandstoffen;Oceanië;2013;74;0;182;;0;9.0;142;117;166;17.0;0;9.0
6222;"Uitgaand transport; totaal";2 Vaste minerale brandstoffen;Oceanië;2014;80;0;194;;0;9.0;231;191;270;17.0;0;5.0
6223;"Uitgaand transport; totaal";2 Vaste minerale brandstoffen;Oceanië;2015;70;0;173;;0;9.0;222;178;266;20.0;0;9.0
6224;"Uitgaand transport; totaal";2 Vaste minerale brandstoffen;Oceanië;2016;76;0;182;;0;9.0;190;156;225;18.0;0;9.0
6225;"Uitgaand transport; totaal";2 Vaste minerale brandstoffen;Oceanië;2017;71;0;199;;0;9.0;320;269;371;16.0;0;5.0
6226;"Uitgaand transport; totaal";2 Vaste minerale brandstoffen;Niet nader aangegeven landen en gebieden;2007;0;0;0;;0;;0;0;0;;0;
6227;"Uitgaand transport; totaal";2 Vaste minerale brandstoffen;Niet nader aangegeven landen en gebieden;2008;0;0;0;;0;;0;0;0;;0;
6228;"Uitgaand transport; totaal";2 Vaste minerale brandstoffen;Niet nader aangegeven landen en gebieden;2009;0;0;0;;0;;0;0;0;;0;
6229;"Uitgaand transport; totaal";2 Vaste minerale brandstoffen;Niet nader aangegeven landen en gebieden;2010;0;0;0;;0;;0;0;1;59.0;0;
6230;"Uitgaand transport; totaal";2 Vaste minerale brandstoffen;Niet nader aangegeven landen en gebieden;2011;0;0;0;;0;;0;0;0;;0;
6231;"Uitgaand transport; totaal";2 Vaste minerale brandstoffen;Niet nader aangegeven landen en gebieden;2012;0;0;0;;0;;0;0;0;;0;
6232;"Uitgaand transport; totaal";2 Vaste minerale brandstoffen;Niet nader aangegeven landen en gebieden;2013;0;0;0;;0;;0;0;0;;0;
6233;"Uitgaand transport; totaal";2 Vaste minerale brandstoffen;Niet nader aangegeven landen en gebieden;2014;0;0;0;;0;;0;0;0;;0;
6234;"Uitgaand transport; totaal";2 Vaste minerale brandstoffen;Niet nader aangegeven landen en gebieden;2015;0;0;0;;0;;1;1;1;26.0;0;
6235;"Uitgaand transport; totaal";2 Vaste minerale brandstoffen;Niet nader aangegeven landen en gebieden;2016;0;0;0;;0;;1;1;1;25.0;0;5.0
6236;"Uitgaand transport; totaal";2 Vaste minerale brandstoffen;Niet nader aangegeven landen en gebieden;2017;0;0;0;;0;;2;2;3;25.0;0;5.0
6237;"Uitgaand transport; totaal";3 Aardoliën en aardolieproducten;Totaal alle werelddelen;2007;73436;62475;84397;15.0;12;;161624;145045;178202;10.0;33;
6238;"Uitgaand transport; totaal";3 Aardoliën en aardolieproducten;Totaal alle werelddelen;2008;90517;78908;102126;13.0;15;5.0;167712;153550;181875;8.0;34;9.0
6239;"Uitgaand transport; totaal";3 Aardoliën en aardolieproducten;Totaal alle werelddelen;2009;70919;60556;81281;15.0;14;1.0;174796;156168;193424;11.0;38;9.0
6240;"Uitgaand transport; totaal";3 Aardoliën en aardolieproducten;Totaal alle werelddelen;2010;83059;71168;94951;14.0;14;5.0;190682;173142;208223;9.0;38;9.0
6241;"Uitgaand transport; totaal";3 Aardoliën en aardolieproducten;Totaal alle werelddelen;2011;99279;85501;113056;14.0;15;5.0;183952;167119;200785;9.0;36;9.0
6242;"Uitgaand transport; totaal";3 Aardoliën en aardolieproducten;Totaal alle werelddelen;2012;116706;102570;130841;12.0;17;5.0;185577;167891;203263;10.0;37;9.0
6243;"Uitgaand transport; totaal";3 Aardoliën en aardolieproducten;Totaal alle werelddelen;2013;114942;102530;127354;11.0;17;9.0;204156;184374;223939;10.0;38;5.0
6244;"Uitgaand transport; totaal";3 Aardoliën en aardolieproducten;Totaal alle werelddelen;2014;106149;93124;119173;12.0;15;9.0;202623;182590;222656;10.0;37;9.0
6245;"Uitgaand transport; totaal";3 Aardoliën en aardolieproducten;Totaal alle werelddelen;2015;86490;75449;97532;13.0;11;1.0;204632;184166;225097;10.0;38;9.0
6246;"Uitgaand transport; totaal";3 Aardoliën en aardolieproducten;Totaal alle werelddelen;2016;76112;67971;84253;11.0;10;1.0;203550;183334;223766;10.0;37;9.0
6247;"Uitgaand transport; totaal";3 Aardoliën en aardolieproducten;Totaal alle werelddelen;2017;74325;66668;81981;10.0;10;9.0;181928;162186;201670;11.0;33;1.0
6248;"Uitgaand transport; totaal";3 Aardoliën en aardolieproducten;Afrika;2007;4762;2389;7135;50.0;1;;9005;7168;10841;20.0;2;
6249;"Uitgaand transport; totaal";3 Aardoliën en aardolieproducten;Afrika;2008;5842;3016;8668;48.0;1;9.0;10567;8426;12708;20.0;2;9.0
6250;"Uitgaand transport; totaal";3 Aardoliën en aardolieproducten;Afrika;2009;5471;3650;7291;33.0;1;9.0;13751;11016;16486;20.0;3;5.0
6251;"Uitgaand transport; totaal";3 Aardoliën en aardolieproducten;Afrika;2010;8174;5653;10696;31.0;1;5.0;15323;12327;18319;20.0;3;9.0
6252;"Uitgaand transport; totaal";3 Aardoliën en aardolieproducten;Afrika;2011;9282;5787;12778;38.0;1;9.0;13657;10846;16469;21.0;3;9.0
6253;"Uitgaand transport; totaal";3 Aardoliën en aardolieproducten;Afrika;2012;9339;4646;14031;50.0;1;9.0;14233;11236;17231;21.0;3;9.0
6254;"Uitgaand transport; totaal";3 Aardoliën en aardolieproducten;Afrika;2013;9532;5685;13378;40.0;1;9.0;14851;11762;17941;21.0;3;9.0
6255;"Uitgaand transport; totaal";3 Aardoliën en aardolieproducten;Afrika;2014;10693;6471;14915;39.0;1;9.0;16326;12795;19856;22.0;3;9.0
6256;"Uitgaand transport; totaal";3 Aardoliën en aardolieproducten;Afrika;2015;9271;6048;12493;35.0;1;9.0;17133;13517;20750;21.0;3;9.0
6257;"Uitgaand transport; totaal";3 Aardoliën en aardolieproducten;Afrika;2016;6454;4522;8385;30.0;1;1.0;16667;13150;20184;21.0;3;9.0
6258;"Uitgaand transport; totaal";3 Aardoliën en aardolieproducten;Afrika;2017;6372;4484;8260;30.0;1;9.0;13578;10793;16364;21.0;2;1.0
6259;"Uitgaand transport; totaal";3 Aardoliën en aardolieproducten;Amerika;2007;14844;11587;18101;22.0;2;;16312;13110;19514;20.0;3;
6260;"Uitgaand transport; totaal";3 Aardoliën en aardolieproducten;Amerika;2008;16414;12494;20334;24.0;3;9.0;16671;13368;19974;20.0;3;9.0
6261;"Uitgaand transport; totaal";3 Aardoliën en aardolieproducten;Amerika;2009;15215;11798;18631;22.0;3;9.0;17593;14065;21121;20.0;4;9.0
6262;"Uitgaand transport; totaal";3 Aardoliën en aardolieproducten;Amerika;2010;10850;8537;13163;21.0;2;1.0;16922;13782;20063;19.0;3;9.0
6263;"Uitgaand transport; totaal";3 Aardoliën en aardolieproducten;Amerika;2011;11285;8715;13855;23.0;2;9.0;17570;14186;20954;19.0;3;9.0
6264;"Uitgaand transport; totaal";3 Aardoliën en aardolieproducten;Amerika;2012;14945;11447;18444;23.0;2;5.0;21935;17623;26248;20.0;4;5.0
6265;"Uitgaand transport; totaal";3 Aardoliën en aardolieproducten;Amerika;2013;13713;10499;16927;23.0;2;9.0;20289;16328;24251;20.0;4;9.0
6266;"Uitgaand transport; totaal";3 Aardoliën en aardolieproducten;Amerika;2014;13036;9991;16082;23.0;2;9.0;20305;16258;24352;20.0;4;9.0
6267;"Uitgaand transport; totaal";3 Aardoliën en aardolieproducten;Amerika;2015;10922;8577;13267;21.0;1;9.0;20160;16150;24170;20.0;4;9.0
6268;"Uitgaand transport; totaal";3 Aardoliën en aardolieproducten;Amerika;2016;15539;12257;18821;21.0;2;5.0;21929;17733;26126;19.0;4;9.0
6269;"Uitgaand transport; totaal";3 Aardoliën en aardolieproducten;Amerika;2017;9291;7369;11212;21.0;1;1.0;20282;16471;24092;19.0;4;9.0
6270;"Uitgaand transport; totaal";3 Aardoliën en aardolieproducten;Azië;2007;3955;2761;5148;30.0;1;;10452;8193;12711;22.0;2;
6271;"Uitgaand transport; totaal";3 Aardoliën en aardolieproducten;Azië;2008;4331;2516;6147;42.0;1;9.0;9186;7280;11091;21.0;2;9.0
6272;"Uitgaand transport; totaal";3 Aardoliën en aardolieproducten;Azië;2009;4182;2517;5848;40.0;1;9.0;12149;9875;14424;19.0;3;5.0
6273;"Uitgaand transport; totaal";3 Aardoliën en aardolieproducten;Azië;2010;6258;4020;8495;36.0;1;9.0;14438;11443;17433;21.0;3;9.0
6274;"Uitgaand transport; totaal";3 Aardoliën en aardolieproducten;Azië;2011;7029;4167;9892;41.0;1;9.0;13545;10555;16535;22.0;3;9.0
6275;"Uitgaand transport; totaal";3 Aardoliën en aardolieproducten;Azië;2012;10421;7152;13689;31.0;2;9.0;19167;15028;23305;22.0;4;5.0
6276;"Uitgaand transport; totaal";3 Aardoliën en aardolieproducten;Azië;2013;8537;5888;11186;31.0;1;9.0;16679;13181;20177;21.0;3;9.0
6277;"Uitgaand transport; totaal";3 Aardoliën en aardolieproducten;Azië;2014;8142;5742;10542;29.0;1;9.0;16384;12851;19916;22.0;3;9.0
6278;"Uitgaand transport; totaal";3 Aardoliën en aardolieproducten;Azië;2015;7829;5739;9919;27.0;1;9.0;24080;18795;29365;22.0;4;5.0
6279;"Uitgaand transport; totaal";3 Aardoliën en aardolieproducten;Azië;2016;5591;3803;7379;32.0;1;1.0;23718;18736;28701;21.0;4;9.0
6280;"Uitgaand transport; totaal";3 Aardoliën en aardolieproducten;Azië;2017;5765;3591;7940;38.0;1;9.0;13039;10575;15503;19.0;2;1.0
6281;"Uitgaand transport; totaal";3 Aardoliën en aardolieproducten;Europa;2007;45805;35230;56380;23.0;8;;110154;93546;126763;15.0;22;
6282;"Uitgaand transport; totaal";3 Aardoliën en aardolieproducten;Europa;2008;58389;47834;68943;18.0;10;5.0;113507;100086;126929;12.0;23;9.0
6283;"Uitgaand transport; totaal";3 Aardoliën en aardolieproducten;Europa;2009;42432;32789;52075;23.0;8;1.0;118012;99766;136257;15.0;26;9.0
6284;"Uitgaand transport; totaal";3 Aardoliën en aardolieproducten;Europa;2010;52917;41806;64029;21.0;9;9.0;129739;112755;146723;13.0;26;9.0
6285;"Uitgaand transport; totaal";3 Aardoliën en aardolieproducten;Europa;2011;68848;55149;82547;20.0;11;5.0;133252;116609;149895;12.0;26;9.0
6286;"Uitgaand transport; totaal";3 Aardoliën en aardolieproducten;Europa;2012;78797;65426;92167;17.0;12;9.0;123844;106695;140993;14.0;25;9.0
6287;"Uitgaand transport; totaal";3 Aardoliën en aardolieproducten;Europa;2013;72451;61133;83768;16.0;11;9.0;131290;112082;150498;15.0;25;9.0
6288;"Uitgaand transport; totaal";3 Aardoliën en aardolieproducten;Europa;2014;65004;52788;77219;19.0;9;9.0;130205;110518;149892;15.0;24;9.0
6289;"Uitgaand transport; totaal";3 Aardoliën en aardolieproducten;Europa;2015;50675;40569;60781;20.0;7;1.0;127254;107330;147179;16.0;23;9.0
6290;"Uitgaand transport; totaal";3 Aardoliën en aardolieproducten;Europa;2016;43499;36528;50471;16.0;6;9.0;126581;107155;146008;15.0;23;9.0
6291;"Uitgaand transport; totaal";3 Aardoliën en aardolieproducten;Europa;2017;46099;38636;53561;16.0;6;9.0;114939;95427;134450;17.0;21;9.0
6292;"Uitgaand transport; totaal";3 Aardoliën en aardolieproducten;Oceanië;2007;15;4;27;76.0;0;;13;11;15;16.0;0;
6293;"Uitgaand transport; totaal";3 Aardoliën en aardolieproducten;Oceanië;2008;83;65;101;21.0;0;5.0;142;119;164;16.0;0;5.0
6294;"Uitgaand transport; totaal";3 Aardoliën en aardolieproducten;Oceanië;2009;20;7;33;67.0;0;1.0;46;39;54;16.0;0;1.0
6295;"Uitgaand transport; totaal";3 Aardoliën en aardolieproducten;Oceanië;2010;81;64;97;20.0;0;5.0;125;103;147;17.0;0;5.0
6296;"Uitgaand transport; totaal";3 Aardoliën en aardolieproducten;Oceanië;2011;211;170;253;20.0;0;5.0;286;224;349;22.0;0;5.0
6297;"Uitgaand transport; totaal";3 Aardoliën en aardolieproducten;Oceanië;2012;291;239;343;18.0;0;5.0;285;229;342;20.0;0;9.0
6298;"Uitgaand transport; totaal";3 Aardoliën en aardolieproducten;Oceanië;2013;133;102;165;23.0;0;1.0;112;81;144;28.0;0;1.0
6299;"Uitgaand transport; totaal";3 Aardoliën en aardolieproducten;Oceanië;2014;67;53;81;21.0;0;1.0;89;62;116;30.0;0;9.0
6300;"Uitgaand transport; totaal";3 Aardoliën en aardolieproducten;Oceanië;2015;84;65;103;22.0;0;5.0;88;60;115;32.0;0;9.0
6301;"Uitgaand transport; totaal";3 Aardoliën en aardolieproducten;Oceanië;2016;82;67;97;18.0;0;9.0;329;262;396;20.0;0;5.0
6302;"Uitgaand transport; totaal";3 Aardoliën en aardolieproducten;Oceanië;2017;118;95;142;20.0;0;5.0;211;162;261;24.0;0;1.0
6303;"Uitgaand transport; totaal";3 Aardoliën en aardolieproducten;Niet nader aangegeven landen en gebieden;2007;4055;3198;4912;21.0;1;;15688;13018;18358;17.0;3;
6304;"Uitgaand transport; totaal";3 Aardoliën en aardolieproducten;Niet nader aangegeven landen en gebieden;2008;5458;4368;6548;20.0;1;5.0;17639;14648;20631;17.0;4;9.0
6305;"Uitgaand transport; totaal";3 Aardoliën en aardolieproducten;Niet nader aangegeven landen en gebieden;2009;3599;2878;4321;20.0;1;1.0;13245;10995;15495;17.0;3;1.0
6306;"Uitgaand transport; totaal";3 Aardoliën en aardolieproducten;Niet nader aangegeven landen en gebieden;2010;4779;3797;5762;21.0;1;5.0;14135;11729;16542;17.0;3;9.0
6307;"Uitgaand transport; totaal";3 Aardoliën en aardolieproducten;Niet nader aangegeven landen en gebieden;2011;2623;1894;3351;28.0;0;1.0;5641;4729;6553;16.0;1;1.0
6308;"Uitgaand transport; totaal";3 Aardoliën en aardolieproducten;Niet nader aangegeven landen en gebieden;2012;2913;2103;3723;28.0;0;9.0;6112;5123;7102;16.0;1;9.0
6309;"Uitgaand transport; totaal";3 Aardoliën en aardolieproducten;Niet nader aangegeven landen en gebieden;2013;10576;8605;12548;19.0;2;5.0;20934;17653;24215;16.0;4;5.0
6310;"Uitgaand transport; totaal";3 Aardoliën en aardolieproducten;Niet nader aangegeven landen en gebieden;2014;9207;7593;10822;18.0;1;9.0;19315;16346;22283;15.0;4;9.0
6311;"Uitgaand transport; totaal";3 Aardoliën en aardolieproducten;Niet nader aangegeven landen en gebieden;2015;7709;6438;8980;16.0;1;1.0;15917;13582;18251;15.0;3;1.0
6312;"Uitgaand transport; totaal";3 Aardoliën en aardolieproducten;Niet nader aangegeven landen en gebieden;2016;4947;4103;5791;17.0;1;1.0;14325;12106;16544;15.0;3;9.0
6313;"Uitgaand transport; totaal";3 Aardoliën en aardolieproducten;Niet nader aangegeven landen en gebieden;2017;6680;5498;7862;18.0;1;5.0;19878;16811;22946;15.0;4;5.0
6314;"Uitgaand transport; totaal";4 Ertsen, metaalafval, geroost ijzerkies;Totaal alle werelddelen;2007;13118;10929;15307;17.0;2;;47492;40804;54180;14.0;10;
6315;"Uitgaand transport; totaal";4 Ertsen, metaalafval, geroost ijzerkies;Totaal alle werelddelen;2008;10552;8912;12192;16.0;2;1.0;47494;40541;54448;15.0;10;9.0
6316;"Uitgaand transport; totaal";4 Ertsen, metaalafval, geroost ijzerkies;Totaal alle werelddelen;2009;5673;4978;6368;12.0;1;1.0;27872;24703;31041;11.0;6;1.0
6317;"Uitgaand transport; totaal";4 Ertsen, metaalafval, geroost ijzerkies;Totaal alle werelddelen;2010;10086;8829;11342;12.0;2;5.0;44574;38325;50822;14.0;9;5.0
6318;"Uitgaand transport; totaal";4 Ertsen, metaalafval, geroost ijzerkies;Totaal alle werelddelen;2011;12169;10783;13555;11.0;2;5.0;42929;37766;48091;12.0;8;9.0
6319;"Uitgaand transport; totaal";4 Ertsen, metaalafval, geroost ijzerkies;Totaal alle werelddelen;2012;11188;9730;12646;13.0;2;9.0;39869;34823;44915;13.0;8;9.0
6320;"Uitgaand transport; totaal";4 Ertsen, metaalafval, geroost ijzerkies;Totaal alle werelddelen;2013;19396;15593;23200;20.0;3;5.0;41382;35754;47010;14.0;8;9.0
6321;"Uitgaand transport; totaal";4 Ertsen, metaalafval, geroost ijzerkies;Totaal alle werelddelen;2014;36647;29212;44082;20.0;5;5.0;40266;34911;45621;13.0;7;9.0
6322;"Uitgaand transport; totaal";4 Ertsen, metaalafval, geroost ijzerkies;Totaal alle werelddelen;2015;42922;34312;51532;20.0;6;9.0;41200;35829;46570;13.0;8;9.0
6323;"Uitgaand transport; totaal";4 Ertsen, metaalafval, geroost ijzerkies;Totaal alle werelddelen;2016;34953;27472;42434;21.0;5;1.0;38649;34191;43108;12.0;7;9.0
6324;"Uitgaand transport; totaal";4 Ertsen, metaalafval, geroost ijzerkies;Totaal alle werelddelen;2017;37122;29117;45127;22.0;5;9.0;41136;35570;46701;14.0;8;9.0
6325;"Uitgaand transport; totaal";4 Ertsen, metaalafval, geroost ijzerkies;Afrika;2007;129;25;232;81.0;0;;548;447;650;19.0;0;
6326;"Uitgaand transport; totaal";4 Ertsen, metaalafval, geroost ijzerkies;Afrika;2008;58;16;100;72.0;0;1.0;397;326;469;18.0;0;1.0
6327;"Uitgaand transport; totaal";4 Ertsen, metaalafval, geroost ijzerkies;Afrika;2009;106;53;158;50.0;0;9.0;729;591;868;19.0;0;5.0
6328;"Uitgaand transport; totaal";4 Ertsen, metaalafval, geroost ijzerkies;Afrika;2010;140;96;185;32.0;0;9.0;892;716;1067;20.0;0;5.0
6329;"Uitgaand transport; totaal";4 Ertsen, metaalafval, geroost ijzerkies;Afrika;2011;185;117;254;37.0;0;9.0;912;746;1077;18.0;0;9.0
6330;"Uitgaand transport; totaal";4 Ertsen, metaalafval, geroost ijzerkies;Afrika;2012;160;86;234;46.0;0;9.0;611;495;727;19.0;0;1.0
6331;"Uitgaand transport; totaal";4 Ertsen, metaalafval, geroost ijzerkies;Afrika;2013;153;69;237;55.0;0;9.0;623;509;737;18.0;0;9.0
6332;"Uitgaand transport; totaal";4 Ertsen, metaalafval, geroost ijzerkies;Afrika;2014;109;35;184;68.0;0;9.0;364;295;433;19.0;0;1.0
6333;"Uitgaand transport; totaal";4 Ertsen, metaalafval, geroost ijzerkies;Afrika;2015;209;87;331;58.0;0;9.0;436;354;518;19.0;0;9.0
6334;"Uitgaand transport; totaal";4 Ertsen, metaalafval, geroost ijzerkies;Afrika;2016;139;69;209;50.0;0;1.0;469;381;556;19.0;0;9.0
6335;"Uitgaand transport; totaal";4 Ertsen, metaalafval, geroost ijzerkies;Afrika;2017;212;100;323;53.0;0;9.0;513;414;611;19.0;0;9.0
6336;"Uitgaand transport; totaal";4 Ertsen, metaalafval, geroost ijzerkies;Amerika;2007;415;0;1038;;0;;494;395;594;20.0;0;
6337;"Uitgaand transport; totaal";4 Ertsen, metaalafval, geroost ijzerkies;Amerika;2008;487;0;1218;;0;9.0;964;772;1155;20.0;0;5.0
6338;"Uitgaand transport; totaal";4 Ertsen, metaalafval, geroost ijzerkies;Amerika;2009;158;0;381;;0;1.0;401;321;482;20.0;0;1.0
6339;"Uitgaand transport; totaal";4 Ertsen, metaalafval, geroost ijzerkies;Amerika;2010;275;0;974;;0;9.0;691;562;819;19.0;0;5.0
6340;"Uitgaand transport; totaal";4 Ertsen, metaalafval, geroost ijzerkies;Amerika;2011;266;0;1026;;0;9.0;552;451;654;18.0;0;1.0
6341;"Uitgaand transport; totaal";4 Ertsen, metaalafval, geroost ijzerkies;Amerika;2012;351;0;975;;0;9.0;554;452;655;18.0;0;9.0
6342;"Uitgaand transport; totaal";4 Ertsen, metaalafval, geroost ijzerkies;Amerika;2013;510;0;1101;;0;9.0;272;221;322;19.0;0;1.0
6343;"Uitgaand transport; totaal";4 Ertsen, metaalafval, geroost ijzerkies;Amerika;2014;741;108;1373;85.0;0;9.0;681;557;804;18.0;0;5.0
6344;"Uitgaand transport; totaal";4 Ertsen, metaalafval, geroost ijzerkies;Amerika;2015;501;65;937;87.0;0;9.0;1294;1058;1529;18.0;0;5.0
6345;"Uitgaand transport; totaal";4 Ertsen, metaalafval, geroost ijzerkies;Amerika;2016;349;22;677;94.0;0;9.0;762;625;899;18.0;0;1.0
