ID;RegionalDivisions;Periods;TotalMunicipalWaste_1;TotalHouseholdWaste_2;MixedHouseholdWaste_3;BulkyHouseholdWaste_4;RenovationWaste_5;OrganicKitchenAndGardenWaste_6;PaperAndCardboard_7;Textiles_8;ContainerGlass_9;PlasticPackaging_10;CartonsForBeverages_11;MetalPackaging_12;MixedPackaging_13;HouseholdHazardousWaste_14;Diapers_15;FryingFatAndOils_16;MixedRecyclables_17;BulkyGardenWaste_18;WasteElectricalAndElectronicEquipm_19;Furniture_20;Plastics_21;Carpeting_22;Mattresses_23;Rubble_24;Wood_25;PreservedWood_26;ScrapMetals_27;FlatGlass_28;BitumenRoofCoveringMaterials_29;Gypsum_30;WasteContainingAsbestos_31;UncontaminatedSoil_32;UsedTyres_33;ExpandedPolystyrene_34;GasCylindersAndFireExtinguishers_35;Carcasses_36;OtherWasteCategories_37;TotalHouseholdWaste_38;MixedHouseholdWaste_39;BulkyHouseholdWaste_40;RenovationWaste_41;OrganicKitchenAndGardenWaste_42;PaperAndCardboard_43;Textiles_44;ContainerGlass_45;PlasticPackaging_46;CartonsForBeverages_47;MetalPackaging_48;MixedPackaging_49;HouseholdHazardousWaste_50;Diapers_51;FryingFatAndOils_52;MixedRecyclables_53;BulkyGardenWaste_54;WasteElectricalAndElectronicEquipm_55;Furniture_56;Plastics_57;Carpeting_58;Mattresses_59;Rubble_60;Wood_61;PreservedWood_62;ScrapMetals_63;FlatGlass_64;BitumenRoofCoveringMaterials_65;Gypsum_66;WasteContainingAsbestos_67;UncontaminatedSoil_68;UsedTyres_69;ExpandedPolystyrene_70;GasCylindersAndFireExtinguishers_71;Carcasses_72;OtherWasteCategories_73;TotalHouseholdWaste_74;MixedHouseholdWaste_75;BulkyHouseholdWaste_76;RenovationWaste_77;OrganicKitchenAndGardenWaste_78;PaperAndCardboard_79;Textiles_80;ContainerGlass_81;PlasticPackaging_82;CartonsForBeverages_83;MetalPackaging_84;MixedPackaging_85;HouseholdHazardousWaste_86;Diapers_87;FryingFatAndOils_88;MixedRecyclables_89;BulkyGardenWaste_90;WasteElectricalAndElectronicEquipm_91;Furniture_92;Plastics_93;Carpeting_94;Mattresses_95;Rubble_96;Wood_97;PreservedWood_98;ScrapMetals_99;FlatGlass_100;BitumenRoofCoveringMaterials_101;Gypsum_102;WasteContainingAsbestos_103;UncontaminatedSoil_104;UsedTyres_105;ExpandedPolystyrene_106;GasCylindersAndFireExtinguishers_107;Carcasses_108;OtherWasteCategories_109;TotalCleansingServicesAndOtherWaste_110;Litter_111;WasteFromSeweragesPumpingStations_112;FloatingWaste_113;OrganicWaste_114;MixedWasteFromFestivities_115;MixedMarketWaste_116;OtherCleansingServicesWaste_117;OfficeShopAndServicesWaste_118;ConstructionAndDemolitionWaste_119;HazardousWaste_120;TotalMunicipalWaste_121;TotalHouseholdWaste_122;MixedHouseholdWaste_123;BulkyHouseholdWaste_124;RenovationWaste_125;OrganicKitchenAndGardenWaste_126;PaperAndCardboard_127;Textiles_128;ContainerGlass_129;PlasticPackaging_130;CartonsForBeverages_131;MetalPackaging_132;MixedPackaging_133;HouseholdHazardousWaste_134;Diapers_135;FryingFatAndOils_136;MixedRecyclables_137;BulkyGardenWaste_138;WasteElectricalAndElectronicEquipm_139;Furniture_140;Plastics_141;Carpeting_142;Mattresses_143;Rubble_144;Wood_145;PreservedWood_146;ScrapMetals_147;FlatGlass_148;BitumenRoofCoveringMaterials_149;Gypsum_150;WasteContainingAsbestos_151;UncontaminatedSoil_152;UsedTyres_153;ExpandedPolystyrene_154;Carcasses_155;GasCylindersAndFireExtinguishers_156;OtherWasteCategories_157;TotalCleansingServicesAndOtherWaste_158;Litter_159;WasteFromSeweragesPumpingStations_160;FloatingWaste_161;OrganicWaste_162;MixedWasteFromFestivities_163;MixedMarketWaste_164;OtherCleansingServicesWaste_165;OfficeShopAndServicesWaste_166;ConstructionAndDemolitionWaste_167;HazardousWaste_168;SmallHouseholdWaste_169;BulkyHouseholdWaste_170;HouseholdWaste_171;SmallHouseholdWaste_172;BulkyHouseholdWaste_173;RecyclingAndReuse_174;Composting_175;SeparationAfterwards_176;Incineration_177;Landfilling_178;RecyclingAndReuse_179;Composting_180;SeparationAfterwards_181;Incineration_182;Landfilling_183;RecyclingAndReuse_184;Composting_185;SeparationAfterwards_186;Incineration_187;Landfilling_188;RecyclingAndReuse_189;Composting_190;SeparationAfterwards_191;Incineration_192;Landfilling_193;RecyclingAndReuse_194;Composting_195;SeparationAfterwards_196;Incineration_197;Landfilling_198;NumberOfDutchMunicipalities_199;RespondingMunicipalities_200;TotalNumberOfInhabitants_201;InhabitantsInRespondingMunicipalities_202
161;Groningen (PV);1999;397;338;143;27;8;61;37;2;10;0;0.1;0.0;;1;;;;16;1;0.0;;0.0;;18;9.0;;3;0.0;0.0;;1.0;0.0;0.1;;;;0.2;247;143;11;1;60;27;1;1;0;0.0;0.0;;0;;;;3.0;1;0.0;;0.0;;0.0;0.0;;0;0.0;0.0;;0.0;0.0;0.0;;;;0.2;91;0;16;8;1;10;1;9;0;0.1;0.0;;1;;;;12;1;0.0;;0.0;;18;9.0;;2;0.0;0.0;;1.0;0.0;0.1;;;;0.0;58;12;3;0;24;0.0;1;;13;5;0;708;604;255;48;15;109;66;3;18;0;0.2;0.1;;1.6;;;;28;2;0.0;;0.9;;33;15.0;;5;0.5;0.2;;1.5;1.0;0.2;;;;0.4;104;21;6;0;42;0.0;2;;24;8;1;75;25;47;44;58;21.0;26.0;45.0;6.0;2.0;24.0;23.0;47.0;6.0;1.0;0.0;0.0;89.0;11.0;0.0;0.0;0.0;89.0;8.0;3.0;3.0;46.0;39.0;4.0;8.0;25;84;560;88
162;Groningen (PV);2000;428;337;142;27;6;59;38;2;10;0;0.1;0.0;;1;;;;16;1;0.0;;0.0;;19;12.0;;3;0.0;0.0;;1.0;0.0;0.1;;;;0.0;239;141;9;0;59;26;1;1;0;0.0;0.0;;0;;;;1.0;0;0.0;;0.0;;0.0;0.0;;1;0.0;0.0;;0.0;0.0;0.0;;;;0.0;98;0;18;6;0;12;1;9;0;0.1;0.0;;1;;;;15;1;0.0;;0.0;;19;12.0;;2;0.0;0.0;;1.0;0.0;0.1;;;;0.0;91;12;4;0;41;0.0;1;1.0;26;5;0;760;599;252;48;10;105;67;4;18;0;0.2;0.0;;1.4;;;;29;2;0.0;;0.8;;33;21.0;;5;0.6;0.1;;1.9;1.0;0.1;;;;0.0;161;21;7;0;73;0.0;2;1.0;47;8;1;75;25;48;44;62;22.0;25.0;43.0;6.0;3.0;26.0;22.0;42.0;7.0;3.0;0.0;0.0;82.0;14.0;5.0;4.0;0.0;75.0;19.0;2.0;10.0;37.0;47.0;2.0;4.0;25;100;563;100
163;Groningen (PV);2001;425;334;143;28;3;59;37;2;10;0;0.0;0.0;;1;;;;19;2;0.0;;0.0;;14;11.0;;3;0.0;0.0;;1.0;0.0;0.1;;;;0.3;242;143;9;0;58;27;1;1;0;0.0;0.0;;0;;;;3.0;1;0.0;;0.0;;0.0;0.0;;0;0.0;0.0;;0.0;0.0;0.0;;;;0.0;91;0;19;3;1;10;1;9;0;0.0;0.0;;1;;;;16;1;0.0;;0.0;;14;11.0;;2;0.0;0.0;;1.0;0.0;0.1;;;;0.3;91;13;6;1;37;0.0;2;1.0;28;4;0;750;589;252;49;6;104;66;3;18;0;0.0;0.0;;1.5;;;;33;3;0.0;;0.9;;25;19.0;;5;0.5;0.0;;1.2;0.0;0.2;;;;0.4;161;23;10;1;66;0.0;3;1.0;49;7;1;76;24;48;43;62;21.0;25.0;41.0;9.0;4.0;25.0;22.0;39.0;10.0;3.0;0.0;0.0;74.0;20.0;6.0;0.0;0.0;77.0;16.0;8.0;8.0;35.0;48.0;3.0;5.0;25;96;566;98
164;Groningen (PV);2002;422;341;141;27;4;58;36;2;11;0;0.0;0.0;;1;;;;21;2;2.0;;1.0;;18;12.0;;3;0.0;0.0;;1.0;1.0;0.1;;;;0.0;239;141;9;0;57;27;1;1;0;0.0;0.0;;0;;;;2.0;0;0.0;;0.0;;0.0;0.0;;0;0.0;0.0;;0.0;0.0;0.0;;;;0.0;102;0;18;4;1;8;1;10;0;0.0;0.0;;1;;;;19;2;1.0;;1.0;;18;12.0;;3;0.0;0.0;;1.0;1.0;0.1;;;;0.0;81;15;5;1;29;0.0;0;1.0;26;4;1;740;598;248;48;7;101;63;3;19;0;0.0;0.0;;1.4;;;;37;4;3.0;;0.9;;31;22.0;;5;0.7;0.1;;1.5;2.0;0.2;;;;0.0;142;27;8;1;51;0.0;1;2.0;45;6;1;73;27;49;43;66;22.0;24.0;48.0;5.0;1.0;27.0;22.0;46.0;5.0;0.0;0.0;0.0;90.0;10.0;0.0;0.0;0.0;96.0;4.0;0.0;2.0;34.0;54.0;4.0;6.0;25;92;570;96
165;Groningen (PV);2003;437;345;145;26;4;56;36;2;11;0;0.0;0.1;;1;;;;21;3;2.0;;0.0;;19;13.0;;3;1.0;0.0;;1.0;1.0;0.1;;;;0.0;241;145;8;0;55;27;1;1;0;0.0;0.0;;0;;;;3.0;0;0.0;;0.0;;0.0;0.0;;1;0.0;0.0;;0.0;0.0;0.0;;;;0.0;104;0;19;4;1;9;1;10;0;0.0;0.1;;1;;;;18;2;1.0;;0.0;;19;13.0;;2;1.0;0.0;;1.0;1.0;0.1;;;;0.0;92;12;5;1;43;0.0;0;1.0;26;4;0;763;602;253;46;7;98;64;4;19;0;0.0;0.2;;1.5;;;;36;5;3.0;;0.7;;32;23.0;;5;1.1;0.3;;1.5;2.0;0.2;;;;0.0;161;21;9;2;75;0.0;1;1.0;46;6;1;73;27;49;42;67;21.0;28.0;44.0;5.0;2.0;27.0;22.0;45.0;6.0;1.0;0.0;0.0;90.0;10.0;0.0;0.0;0.0;85.0;12.0;3.0;2.0;51.0;37.0;3.0;6.0;25;92;573;95
166;Groningen (PV);2004;424;342;143;25;4;56;37;2;11;0;0.0;0.0;;1;;;;19;3;2.0;;0.0;;18;15.0;;3;0.0;0.0;;1.0;1.0;0.1;;;;0.3;237;143;6;0;56;27;1;1;0;0.0;0.0;;0;;;;1.0;1;1.0;;0.0;;0.0;0.0;;1;0.0;0.0;;0.0;0.0;0.0;;;;0.0;104;0;19;4;0;10;2;10;0;0.0;0.0;;1;;;;17;2;1.0;;0.0;;18;14.0;;2;0.0;0.0;;1.0;1.0;0.1;;;;0.3;82;10;4;1;36;0.0;0;1.0;25;4;0;738;595;249;44;8;98;64;4;20;0;0.0;0.0;;1.5;;;;32;5;3.0;;0.7;;31;25.0;;5;0.7;0.3;;1.4;3.0;0.2;;;;0.6;143;18;7;2;62;0.0;1;1.0;44;7;1;73;27;49;43;68;23.0;26.0;45.0;5.0;1.0;28.0;22.0;45.0;6.0;0.0;0.0;0.0;87.0;13.0;0.0;0.0;0.0;96.0;4.0;0.0;3.0;45.0;44.0;3.0;4.0;25;100;574;100
167;Groningen (PV);2005;415;337;142;24;4;52;39;3;11;0;0.2;0.2;;1;;;;18;3;3.0;;0.0;;17;14.0;;2;0.0;0.0;;1.0;2.0;0.2;;;;0.3;239;142;7;0;52;29;1;1;0;0.2;0.2;;0;;;;1.0;0;2.0;;0.0;;0.0;0.0;;0;0.0;0.0;;0.0;0.0;0.0;;;;0.1;98;0;16;4;0;9;2;10;0;0.0;0.0;;1;;;;17;2;0.0;;0.0;;17;14.0;;2;0.0;0.0;;1.0;2.0;0.2;;;;0.3;78;9;4;2;34;0.0;1;1.0;23;4;0;721;586;247;41;6;91;67;4;20;1;0.3;0.3;;1.4;;;;32;5;5.0;;0.6;;30;24.0;;4;0.8;0.4;;1.3;4.0;0.3;;;;0.5;135;16;6;3;60;0.0;1;1.0;41;7;1;74;26;50;43;69;23.0;25.0;46.0;5.0;1.0;28.0;21.0;45.0;5.0;0.0;0.0;0.0;88.0;12.0;0.0;1.0;0.0;94.0;6.0;0.0;0.0;44.0;52.0;1.0;3.0;25;100;575;100
168;Groningen (PV);2006;420;342;142;23;4;52;39;3;12;1;0.2;0.2;;1;;;;19;3;3.0;;0.0;;18;15.0;;3;0.0;0.0;;1.0;4.0;0.2;;;;0.4;237;142;5;0;52;30;1;1;1;0.2;0.2;;0;;;;2.0;0;3.0;;0.0;;0.0;0.0;;0;0.0;0.0;;0.0;0.0;0.0;;;;0.1;105;0;17;4;0;9;2;10;0;0.0;0.0;;1;;;;17;2;0.0;;0.0;;18;15.0;;2;0.0;0.0;;1.0;4.0;0.2;;;;0.4;78;9;4;2;35;0.0;0;1.0;23;4;0;732;596;248;40;6;90;68;5;20;1;0.4;0.4;;1.5;;;;32;4;5.0;;0.5;;32;26.0;;5;0.7;0.4;;1.2;7.0;0.3;;;;0.8;136;15;7;3;61;0.0;0;2.0;40;6;1;73;27;51;43;72;24.0;26.0;48.0;2.0;0.0;29.0;21.0;47.0;3.0;0.0;0.0;0.0;96.0;4.0;0.0;3.0;0.0;87.0;10.0;0.0;0.0;45.0;53.0;1.0;1.0;25;96;574;97
169;Groningen (PV);2007;416;344;141;23;6;51;40;3;12;1;0.1;0.2;;1;0.0;;;18;3;3.0;0.0;1.0;;18;15.0;1.0;3;1.0;0.0;;1.0;3.0;0.1;;;;0.3;237;141;6;2;51;29;1;1;1;0.1;0.2;;0;0.0;;;1.0;0;2.0;0.0;0.0;;0.0;0.0;0.0;0;0.0;0.0;;0.0;0.0;0.0;;;;0.0;107;0;18;4;0;11;2;11;0;0.0;0.0;;1;0.0;;;16;2;1.0;0.0;0.0;;18;15.0;1.0;2;1.0;0.0;;1.0;3.0;0.1;;;;0.3;72;7;3;0;34;0.0;0;1.0;23;3;1;725;600;247;41;10;89;70;5;21;2;0.2;0.4;;1.5;0.3;;;31;5;5.0;0.3;0.9;;31;26.0;1.0;5;1.0;0.9;;1.3;5.0;0.2;;;;0.5;125;12;6;0;59;0.0;1;2.0;40;5;1;73;27;50;43;69;26.0;24.0;46.0;3.0;1.0;30.0;20.0;47.0;3.0;0.0;0.0;0.0;93.0;7.0;0.0;0.0;0.0;98.0;2.0;0.0;5.0;44.0;45.0;3.0;4.0;25;96;574;97
170;Groningen (PV);2008;403;331;137;23;3;49;42;3;12;1;0.2;0.2;;1;0.0;;;15;3;3.0;0.0;0.0;;16;14.0;1.0;3;1.0;0.0;;1.0;2.0;0.1;;;;0.9;231;137;6;0;49;30;1;1;1;0.2;0.1;;0;0.0;;;2.0;1;3.0;0.0;0.0;;0.0;0.0;0.0;0;0.0;0.0;;0.0;0.0;0.0;;;;0.0;101;0;17;3;0;12;2;10;0;0.0;0.0;;1;0.0;;;14;2;0.0;0.0;0.0;;16;14.0;1.0;2;1.0;0.0;;1.0;2.0;0.1;;;;0.9;72;7;4;0;36;0.0;0;0.0;22;2;1;703;578;238;39;5;86;74;5;21;2;0.3;0.3;;1.5;0.2;;;27;5;5.0;0.3;0.8;;28;24.0;1.0;5;1.1;0.6;;1.2;4.0;0.3;;;;1.5;125;11;7;0;63;0.0;1;1.0;38;4;1;74;26;51;44;70;26.0;24.0;47.0;2.0;1.0;31.0;19.0;48.0;1.0;0.0;0.0;0.0;98.0;2.0;0.0;0.0;0.0;95.0;5.0;0.0;4.0;45.0;45.0;3.0;3.0;25;96;573;97
171;Groningen (PV);2009;405;326;134;22;3;49;41;3;12;2;0.1;0.2;;1;0.0;;;16;3;3.0;0.0;1.0;;15;14.0;1.0;3;1.0;0.0;;1.0;1.0;0.1;;;;0.5;227;134;5;0;49;30;1;2;2;0.1;0.2;;0;0.0;;;2.0;1;3.0;0.0;0.0;;0.0;0.0;0.0;0;0.0;0.0;;0.0;0.0;0.0;;;;0.0;99;0;17;3;0;11;2;11;0;0.0;0.0;;1;0.0;;;14;2;0.0;0.0;1.0;;15;14.0;1.0;3;1.0;0.0;;1.0;1.0;0.1;;;;0.5;79;9;4;0;39;0.0;0;2.0;20;3;1;705;568;233;38;4;86;72;5;22;3;0.2;0.3;;1.5;0.2;;;28;5;5.0;0.5;1.2;;27;24.0;1.0;5;0.9;0.6;;1.1;3.0;0.2;;;;0.9;137;15;7;0;68;0.0;1;4.0;35;5;1;74;26;51;45;71;26.0;25.0;47.0;2.0;0.0;31.0;20.0;48.0;1.0;0.0;0.0;0.0;98.0;2.0;0.0;0.0;0.0;98.0;2.0;0.0;6.0;47.0;43.0;3.0;1.0;25;88;574;88
172;Groningen (PV);2010;387;319;132;20;2;47;41;3;12;2;0.1;0.2;;1;0.0;;;16;3;3.0;0.0;1.0;;14;13.0;1.0;3;0.0;0.0;;1.0;3.0;0.2;;;;0.6;224;132;4;0;47;31;1;2;2;0.1;0.1;;0;0.0;;;1.0;1;3.0;0.0;0.0;;0.0;0.0;0.0;0;0.0;0.0;;0.0;0.0;0.0;;;;0.0;95;0;16;2;0;10;2;11;0;0.0;0.0;;1;0.0;;;15;2;0.0;0.0;1.0;;14;13.0;1.0;2;0.0;0.0;;1.0;3.0;0.2;;;;0.6;68;8;4;0;30;0.0;0;4.0;19;2;1;671;553;229;35;4;82;72;5;21;4;0.2;0.3;;1.4;0.2;;;28;4;5.0;0.5;1.1;;25;22.0;1.0;5;0.8;0.8;;1.2;4.0;0.3;;;;1.0;118;14;7;0;52;0.0;1;7.0;33;4;1;75;25;52;45;72;28.0;22.0;42.0;6.0;1.0;32.0;20.0;41.0;7.0;0.0;0.0;0.0;86.0;14.0;0.0;3.0;0.0;86.0;12.0;0.0;11.0;36.0;47.0;4.0;2.0;23;96;577;97
173;Groningen (PV);2011;392;323;130;21;2;53;39;3;12;2;0.1;0.2;;1;0.0;;;16;3;3.0;0.0;1.0;;15;13.0;1.0;3;0.0;0.0;;1.0;2.0;0.1;;;;0.7;225;130;4;0;53;28;0;1;2;0.1;0.1;;0;0.0;;;0.0;1;3.0;0.0;0.0;;0.0;0.0;0.0;0;0.0;0.0;;0.0;0.0;0.0;;;;0.2;98;0;16;2;0;11;2;10;0;0.0;0.0;;1;0.0;;;15;2;0.0;0.0;1.0;;15;13.0;1.0;2;0.0;0.0;;1.0;2.0;0.1;;;;0.5;69;7;4;0;30;0.0;1;4.0;19;2;1;677;558;225;35;4;92;68;5;21;4;0.3;0.3;;1.5;0.3;;;27;5;5.0;0.5;1.0;;26;23.0;1.0;4;0.7;0.8;;1.3;4.0;0.2;;;;1.2;119;13;7;0;52;0.0;2;6.0;34;4;1;75;25;53;46;72;26.0;25.0;44.0;4.0;1.0;31.0;21.0;44.0;4.0;0.0;0.0;0.0;93.0;7.0;0.0;2.0;0.0;88.0;10.0;0.0;3.0;43.0;47.0;3.0;5.0;23;91;579;96
174;Groningen (PV);2012;381;315;131;18;2;53;38;3;12;2;0.2;0.1;;1;0.0;;;15;3;3.0;0.0;1.0;;13;12.0;1.0;2;0.0;0.0;;1.0;2.0;0.1;;;;0.5;223;131;4;0;53;26;1;1;2;0.2;0.1;;0;0.0;;;1.0;1;3.0;0.0;0.0;;0.0;0.0;0.0;1;0.0;0.0;;0.0;0.0;0.0;;;;0.3;92;0;14;2;0;12;2;11;0;0.0;0.0;;1;0.0;;;15;3;1.0;0.0;1.0;;13;12.0;1.0;2;0.0;0.0;;1.0;2.0;0.1;;;;0.5;66;7;4;0;32;0.0;1;2.0;16;3;1;656;543;225;31;3;92;65;5;21;4;0.3;0.2;;1.5;0.1;;;26;5;6.0;0.5;1.0;;22;21.0;1.0;4;0.7;0.7;;1.2;4.0;0.2;;;;0.9;114;12;8;0;55;0.0;2;3.0;28;5;1;76;24;52;46;73;25.0;26.0;45.0;2.0;1.0;30.0;22.0;46.0;2.0;0.0;0.0;0.0;97.0;3.0;0.0;0.0;0.0;92.0;8.0;0.0;2.0;49.0;42.0;1.0;6.0;23;96;581;98
175;Groningen (PV);2013;362;298;123;16;2;48;35;3;12;2;0.2;0.2;;1;0.0;0.0;0.0;18;2;3.0;0.0;1.0;0.0;12;11.0;1.0;2;0.0;0.0;1.0;1.0;1.0;0.1;0.0;0.0;0.0;0.1;209;123;4;0;48;24;0;1;2;0.2;0.2;;0;0.0;0.0;0.0;2.0;0;2.0;0.0;0.0;0.0;0.0;0.0;0.0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;89;0;12;2;0;11;3;10;0;0.0;0.0;;1;0.0;0.0;0.0;17;2;0.0;0.0;1.0;0.0;12;11.0;1.0;2;0.0;0.0;1.0;1.0;1.0;0.1;0.0;0.0;0.0;0.1;64;9;4;0;32;0.0;1;0.0;15;3;1;622;512;212;27;3;83;60;5;21;4;0.4;0.4;;1.4;0.1;0.0;0.0;31;4;5.0;0.7;1.0;0.0;21;20.0;2.0;3;0.5;0.7;1.0;1.1;2.0;0.2;0.0;0.0;0.0;0.2;111;15;6;0;55;0.0;1;1.0;26;5;1;76;24;53;45;76;26.0;27.0;44.0;2.0;2.0;31.0;22.0;45.0;1.0;0.0;0.0;0.0;99.0;1.0;0.0;0.0;0.0;86.0;14.0;0.0;2.0;51.0;38.0;2.0;8.0;23;91;582;96
176;Groningen (PV);2014;354;290;121;14;1;50;33;3;11;3;0.3;0.3;;1;0.0;0.0;0.0;13;2;3.0;0.0;1.0;0.1;12;13.0;1.0;2;0.0;0.0;1.0;1.0;2.0;0.1;0.0;0.0;0.0;0.2;204;121;2;0;49;23;0;1;3;0.3;0.3;;0;0.0;0.0;0.0;1.0;1;3.0;0.0;0.0;0.0;0.0;0.0;0.0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;86;0;12;1;1;10;2;10;0;0.0;0.0;;1;0.0;0.0;0.0;12;2;0.0;0.0;1.0;0.1;12;13.0;1.0;2;0.0;0.0;1.0;1.0;2.0;0.1;0.0;0.0;0.0;0.2;64;8;2;0;34;0.0;1;0.0;15;3;1;608;498;208;24;3;85;57;5;20;5;0.5;0.5;;1.3;0.1;0.0;0.0;23;4;5.0;0.7;1.0;0.2;21;23.0;2.0;4;0.6;0.7;0.9;1.1;3.0;0.2;0.0;0.0;0.0;0.3;110;14;4;0;58;0.0;1;1.0;25;5;1;77;23;53;46;77;27.0;26.0;41.0;4.0;1.0;32.0;21.0;45.0;1.0;0.0;0.0;0.0;100.0;0.0;0.0;0.0;0.0;78.0;22.0;0.0;5.0;49.0;24.0;19.0;4.0;23;91;583;96
177;Groningen (PV);2015;360;290;115;15;2;51;32;3;11;4;0.5;0.3;1.0;1;0.0;0.0;0.0;13;3;3.0;1.0;1.0;0.2;13;13.0;1.0;2;0.0;0.0;1.0;1.0;2.0;0.1;0.0;0.0;0.0;0.0;199;115;2;0;50;22;0;1;3;0.5;0.3;1.0;0;0.0;0.0;0.0;1.0;0;2.0;0.0;0.0;0.0;0.0;0.0;0.0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;91;0;13;2;1;10;2;10;0;0.0;0.0;0.0;1;0.0;0.0;0.0;12;2;1.0;1.0;1.0;0.2;13;13.0;1.0;2;0.0;0.0;1.0;1.0;2.0;0.1;0.0;0.0;0.0;0.0;70;9;3;0;38;0.0;0;0.0;14;5;0;616;497;197;26;3;88;55;5;19;6;0.9;0.6;1.0;1.3;0.1;0.1;0.0;23;4;5.0;0.9;1.1;0.3;22;23.0;2.0;4;0.5;0.7;1.0;1.1;4.0;0.2;0.0;0.0;0.0;0.0;119;15;6;0;66;0.0;0;1.0;24;8;1;75;25;54;47;76;30.0;28.0;37.0;3.0;2.0;34.0;21.0;43.0;1.0;0.0;0.0;0.0;100.0;0.0;0.0;0.0;0.0;86.0;14.0;0.0;14.0;56.0;11.0;13.0;6.0;23;96;584;98
178;Groningen (PV);2016;362;290;116;15;2;51;31;3;11;4;0.3;0.4;1.0;1;0.0;0.0;0.0;14;2;3.0;1.0;1.0;0.2;13;14.0;2.0;2;0.0;0.0;1.0;1.0;2.0;0.1;0.0;0.0;0.0;0.0;199;116;1;0;50;21;0;1;4;0.3;0.4;1.0;0;0.0;0.0;0.0;1.0;0;2.0;0.0;0.0;0.0;0.0;0.0;0.0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;91;0;14;2;1;10;2;10;0;0.0;0.0;0.0;1;0.0;0.0;0.0;13;2;1.0;1.0;1.0;0.2;13;14.0;2.0;2;0.0;0.0;1.0;1.0;2.0;0.1;0.0;0.0;0.0;0.0;72;9;3;0;39;0.0;0;0.0;17;4;1;621;498;198;25;3;87;54;5;19;6;0.6;0.8;2.0;1.2;0.1;0.1;0.0;24;4;5.0;1.1;1.0;0.4;22;25.0;3.0;4;0.5;0.5;1.0;1.2;3.0;0.2;0.0;0.0;0.0;0.0;123;15;4;0;67;0.0;0;1.0;29;7;1;75;25;55;47;77;29.0;28.0;30.0;12.0;2.0;31.0;22.0;35.0;11.0;1.0;0.0;0.0;78.0;22.0;0.0;0.0;0.0;64.0;36.0;0.0;17.0;52.0;8.0;18.0;5.0;23;96;584;98
179;Groningen (PV);2017;373;295;114;15;2;52;31;3;11;3;0.1;1.4;3.0;1;0.0;0.1;0.0;14;2;3.0;1.0;1.0;0.2;14;16.0;2.0;2;0.0;0.0;1.0;1.0;2.0;0.2;0.0;0.0;0.0;0.0;201;114;1;0;51;22;0;1;2;0.1;1.4;3.0;0;0.0;0.0;0.0;1.0;0;2.0;0.0;0.0;0.0;0.0;0.0;0.0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;95;0;14;2;1;10;2;10;0;0.0;0.0;0.0;1;0.0;0.0;0.0;13;2;1.0;1.0;1.0;0.2;14;16.0;2.0;2;0.0;0.0;1.0;1.0;2.0;0.2;0.0;0.0;0.0;0.0;77;8;2;0;40;0.0;0;0.0;21;5;1;638;506;195;26;4;89;54;5;19;4;0.2;2.4;6.0;1.3;0.1;0.1;0.0;24;4;5.0;1.0;0.9;0.4;23;27.0;3.0;4;0.5;0.6;1.0;1.1;3.0;0.3;0.0;0.0;0.0;0.0;132;14;4;0;69;0.0;0;1.0;35;9;1;74;26;56;48;77;30.0;28.0;24.0;17.0;1.0;32.0;22.0;29.0;16.0;1.0;0.0;0.0;66.0;34.0;0.0;0.0;0.0;48.0;52.0;0.0;20.0;51.0;8.0;19.0;3.0;23;96;584;98
180;Groningen (PV);2018;359;294;103;16;2;53;31;3;12;2;0.1;0.5;6.0;1;0.0;0.1;0.0;15;2;3.0;1.0;1.0;0.3;15;18.0;2.0;3;0.0;0.0;1.0;1.0;2.0;0.2;0.0;0.0;0.0;0.0;192;103;1;0;53;21;0;1;2;0.1;0.4;6.0;0;0.0;0.0;0.0;1.0;0;2.0;0.0;0.0;0.0;0.0;0.0;0.0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;102;0;15;2;0;10;2;10;0;0.0;0.0;0.0;1;0.0;0.0;0.0;14;2;1.0;1.0;1.0;0.3;15;18.0;2.0;2;0.0;0.0;1.0;1.0;2.0;0.2;0.0;0.0;0.0;0.0;65;8;3;0;36;0.0;0;1.0;14;4;1;617;504;177;27;4;92;53;5;20;3;0.2;0.8;11.0;1.4;0.3;0.1;0.0;26;4;6.0;1.3;0.9;0.5;26;30.0;3.0;4;0.8;0.7;1.2;1.2;3.0;0.3;0.1;0.0;0.0;0.0;112;13;5;0;61;0.0;0;1.0;25;7;1;72;28;59;51;78;31.0;29.0;27.0;13.0;1.0;35.0;23.0;29.0;12.0;1.0;0.0;0.0;74.0;26.0;0.0;0.0;0.0;49.0;51.0;0.0;14.0;52.0;15.0;16.0;2.0;20;55;583;71
