ID;Geslacht;Leeftijd;Generatie;Perioden;TotaleBevolking_1;Autochtoon_2;Allochtoon_3;TotaalWesterseAllochtonen_4;k_27EULanden_5;OverigEuropa_6;Indonesie_7;OverigBuitenEuropa_8;TotaalNietWesterseAllochtonen_9;Afrika_10;Azie_11;LatijnsAmerika_12;Marokko_13;NederlandseAntillenEnAruba_14;Suriname_15;Turkije_16
2570;Mannen en Vrouwen;10 jaar;Totaal bevolking;2055;186608;134227.0;52381;22687;16705;3375;614;1993;29694;6025;11305;3277;2876;2296;1711;2204
2571;Mannen en Vrouwen;10 jaar;Totaal bevolking;2056;186826;134363.0;52462;22782;16765;3393;614;2010;29680;6030;11366;3307;2801;2302;1702;2172
2572;Mannen en Vrouwen;10 jaar;Totaal bevolking;2057;187297;134737.0;52559;22881;16828;3413;614;2026;29678;6041;11427;3338;2724;2310;1697;2141
2573;Mannen en Vrouwen;10 jaar;Totaal bevolking;2058;187979;135314.0;52666;22985;16893;3433;615;2044;29681;6051;11488;3368;2652;2317;1693;2112
2574;Mannen en Vrouwen;10 jaar;Totaal bevolking;2059;188823;136047.0;52776;23085;16959;3449;616;2061;29691;6063;11543;3398;2585;2325;1690;2087
2575;Mannen en Vrouwen;10 jaar;Totaal bevolking;2060;189767;136871.0;52897;23187;17022;3470;616;2079;29710;6075;11604;3426;2519;2333;1690;2063
2576;Mannen en Vrouwen;10 jaar;1e generatie allochtonen;2015;6694;;6694;3363;2681;240;64;378;3331;1191;1202;281;121;241;145;150
2577;Mannen en Vrouwen;10 jaar;1e generatie allochtonen;2016;7448;;7448;3712;2995;261;54;402;3736;1290;1488;302;107;290;128;131
2578;Mannen en Vrouwen;10 jaar;1e generatie allochtonen;2017;8164;;8164;3984;3214;272;58;440;4180;1505;1702;299;105;285;141;143
2579;Mannen en Vrouwen;10 jaar;1e generatie allochtonen;2018;8806;;8806;4277;3437;280;70;490;4529;1598;1955;290;126;286;128;146
2580;Mannen en Vrouwen;10 jaar;1e generatie allochtonen;2019;9152;;9152;4377;3514;298;65;500;4775;1683;2117;308;115;283;131;138
2581;Mannen en Vrouwen;10 jaar;1e generatie allochtonen;2020;9431;;9431;4514;3582;337;73;522;4917;1620;2287;325;120;291;138;136
2582;Mannen en Vrouwen;10 jaar;1e generatie allochtonen;2021;9656;;9656;4602;3652;317;78;555;5054;1612;2435;324;110;291;146;136
2583;Mannen en Vrouwen;10 jaar;1e generatie allochtonen;2022;9886;;9886;4716;3704;338;74;600;5170;1630;2570;326;110;264;141;129
2584;Mannen en Vrouwen;10 jaar;1e generatie allochtonen;2023;10106;;10106;4818;3754;350;81;633;5288;1593;2698;345;107;277;139;129
2585;Mannen en Vrouwen;10 jaar;1e generatie allochtonen;2024;10080;;10080;4809;3754;334;79;642;5271;1578;2693;345;99;275;149;132
2586;Mannen en Vrouwen;10 jaar;1e generatie allochtonen;2025;10128;;10128;4806;3724;345;83;654;5322;1558;2740;360;101;282;149;132
2587;Mannen en Vrouwen;10 jaar;1e generatie allochtonen;2026;10128;;10128;4834;3742;352;82;658;5294;1540;2713;366;103;285;152;135
2588;Mannen en Vrouwen;10 jaar;1e generatie allochtonen;2027;10100;;10100;4861;3756;358;83;664;5239;1525;2661;371;104;288;152;138
2589;Mannen en Vrouwen;10 jaar;1e generatie allochtonen;2028;10055;;10055;4874;3761;364;82;667;5181;1515;2603;376;105;290;151;141
2590;Mannen en Vrouwen;10 jaar;1e generatie allochtonen;2029;10018;;10018;4889;3768;370;82;669;5129;1508;2548;382;105;291;149;146
2591;Mannen en Vrouwen;10 jaar;1e generatie allochtonen;2030;10002;;10002;4898;3772;374;82;670;5104;1505;2520;385;105;292;147;150
2592;Mannen en Vrouwen;10 jaar;1e generatie allochtonen;2031;10000;;10000;4907;3776;378;82;671;5093;1507;2509;387;104;292;144;150
2593;Mannen en Vrouwen;10 jaar;1e generatie allochtonen;2032;10018;;10018;4916;3780;382;82;672;5102;1509;2514;389;105;293;140;152
2594;Mannen en Vrouwen;10 jaar;1e generatie allochtonen;2033;10039;;10039;4924;3784;384;82;674;5115;1512;2524;393;104;294;135;153
2595;Mannen en Vrouwen;10 jaar;1e generatie allochtonen;2034;10050;;10050;4930;3788;386;81;675;5120;1514;2529;397;104;294;133;149
2596;Mannen en Vrouwen;10 jaar;1e generatie allochtonen;2035;10072;;10072;4942;3795;390;80;677;5130;1515;2535;400;104;295;130;151
2597;Mannen en Vrouwen;10 jaar;1e generatie allochtonen;2036;10093;;10093;4953;3803;392;80;678;5140;1517;2542;403;104;295;128;151
2598;Mannen en Vrouwen;10 jaar;1e generatie allochtonen;2037;10111;;10111;4960;3810;393;79;678;5151;1518;2548;408;103;296;127;151
2599;Mannen en Vrouwen;10 jaar;1e generatie allochtonen;2038;10127;;10127;4972;3818;395;79;680;5155;1519;2551;410;102;296;126;151
2600;Mannen en Vrouwen;10 jaar;1e generatie allochtonen;2039;10143;;10143;4981;3825;396;79;681;5162;1520;2554;414;102;297;124;151
2601;Mannen en Vrouwen;10 jaar;1e generatie allochtonen;2040;10161;;10161;4989;3832;397;79;681;5172;1522;2560;418;102;297;123;150
2602;Mannen en Vrouwen;10 jaar;1e generatie allochtonen;2041;10181;;10181;4998;3839;398;79;682;5183;1523;2565;424;102;297;122;150
2603;Mannen en Vrouwen;10 jaar;1e generatie allochtonen;2042;10197;;10197;5007;3846;400;79;682;5190;1525;2569;427;101;297;121;150
2604;Mannen en Vrouwen;10 jaar;1e generatie allochtonen;2043;10214;;10214;5017;3854;401;79;683;5197;1526;2574;429;101;297;121;149
2605;Mannen en Vrouwen;10 jaar;1e generatie allochtonen;2044;10230;;10230;5025;3861;402;79;683;5205;1527;2579;433;100;297;120;149
2606;Mannen en Vrouwen;10 jaar;1e generatie allochtonen;2045;10246;;10246;5034;3868;403;79;684;5212;1528;2582;436;100;297;120;149
2607;Mannen en Vrouwen;10 jaar;1e generatie allochtonen;2046;10259;;10259;5041;3875;404;78;684;5218;1529;2585;438;100;297;120;149
2608;Mannen en Vrouwen;10 jaar;1e generatie allochtonen;2047;10273;;10273;5050;3882;405;78;685;5223;1530;2590;439;99;297;119;149
2609;Mannen en Vrouwen;10 jaar;1e generatie allochtonen;2048;10286;;10286;5057;3888;406;78;685;5229;1531;2593;442;99;297;119;148
2610;Mannen en Vrouwen;10 jaar;1e generatie allochtonen;2049;10301;;10301;5066;3895;407;78;686;5235;1532;2596;444;99;297;119;148
2611;Mannen en Vrouwen;10 jaar;1e generatie allochtonen;2050;10312;;10312;5072;3901;407;78;686;5240;1533;2599;446;99;297;118;148
2612;Mannen en Vrouwen;10 jaar;1e generatie allochtonen;2051;10325;;10325;5080;3907;408;78;687;5245;1534;2602;448;99;297;118;147
2613;Mannen en Vrouwen;10 jaar;1e generatie allochtonen;2052;10340;;10340;5088;3913;409;78;688;5252;1535;2605;452;99;297;117;147
2614;Mannen en Vrouwen;10 jaar;1e generatie allochtonen;2053;10350;;10350;5095;3919;410;78;688;5255;1535;2607;455;98;297;117;146
2615;Mannen en Vrouwen;10 jaar;1e generatie allochtonen;2054;10362;;10362;5102;3925;411;78;688;5260;1536;2610;457;98;297;116;146
2616;Mannen en Vrouwen;10 jaar;1e generatie allochtonen;2055;10377;;10377;5108;3930;411;78;689;5269;1538;2612;462;98;297;117;145
2617;Mannen en Vrouwen;10 jaar;1e generatie allochtonen;2056;10387;;10387;5115;3936;412;78;689;5272;1538;2614;464;98;297;116;145
2618;Mannen en Vrouwen;10 jaar;1e generatie allochtonen;2057;10400;;10400;5121;3941;413;78;689;5279;1539;2617;468;98;297;116;144
2619;Mannen en Vrouwen;10 jaar;1e generatie allochtonen;2058;10413;;10413;5129;3947;414;78;690;5284;1540;2619;471;98;297;116;143
2620;Mannen en Vrouwen;10 jaar;1e generatie allochtonen;2059;10422;;10422;5134;3952;414;78;690;5288;1541;2622;473;97;298;115;142
2621;Mannen en Vrouwen;10 jaar;1e generatie allochtonen;2060;10433;;10433;5140;3957;415;77;691;5293;1541;2625;474;97;298;116;142
2622;Mannen en Vrouwen;10 jaar;2e generatie allochtonen;2015;40072;;40073;10577;6660;1998;918;1001;29496;3740;4905;1385;7731;1842;4032;5861
2623;Mannen en Vrouwen;10 jaar;2e generatie allochtonen;2016;39307;;39308;10179;6599;1970;850;760;29129;3611;4824;1492;7854;1820;3741;5787
2624;Mannen en Vrouwen;10 jaar;2e generatie allochtonen;2017;38730;;38729;10196;6625;1987;794;790;28533;3539;4944;1490;7625;1821;3615;5499
2625;Mannen en Vrouwen;10 jaar;2e generatie allochtonen;2018;38327;;38329;10264;6749;1874;825;816;28065;3554;4963;1513;7414;1932;3441;5248
2626;Mannen en Vrouwen;10 jaar;2e generatie allochtonen;2019;38801;;38801;10738;7133;2024;781;800;28063;3709;4971;1574;7438;1967;3402;5002
2627;Mannen en Vrouwen;10 jaar;2e generatie allochtonen;2020;38653;;38651;11235;7676;2006;778;775;27416;3823;5062;1582;7142;1876;3301;4630
2628;Mannen en Vrouwen;10 jaar;2e generatie allochtonen;2021;39100;;39101;11455;7793;2143;781;738;27646;4030;5226;1687;6954;1911;3165;4673
2629;Mannen en Vrouwen;10 jaar;2e generatie allochtonen;2022;38285;;38285;11293;7714;2077;735;767;26992;3975;5288;1744;6762;1796;2976;4451
2630;Mannen en Vrouwen;10 jaar;2e generatie allochtonen;2023;37937;;37937;11429;7908;2055;719;747;26508;4004;5520;1707;6452;1766;2718;4341
2631;Mannen en Vrouwen;10 jaar;2e generatie allochtonen;2024;36637;;36637;11519;8073;2005;674;767;25118;3853;5305;1662;6023;1787;2524;3964
2632;Mannen en Vrouwen;10 jaar;2e generatie allochtonen;2025;37663;;37662;12350;8878;2030;676;766;25312;3820;5632;1727;5886;1773;2573;3901
2633;Mannen en Vrouwen;10 jaar;2e generatie allochtonen;2026;37910;;37909;12765;9306;2056;659;744;25144;3845;5963;1785;5545;1792;2519;3695
2634;Mannen en Vrouwen;10 jaar;2e generatie allochtonen;2027;38325;;38327;13176;9712;2084;644;736;25151;3874;6339;1847;5278;1814;2447;3552
2635;Mannen en Vrouwen;10 jaar;2e generatie allochtonen;2028;38733;;38733;13588;10104;2115;630;739;25145;3898;6720;1910;5009;1827;2368;3413
2636;Mannen en Vrouwen;10 jaar;2e generatie allochtonen;2029;39116;;39117;13995;10472;2151;617;755;25122;3917;7038;1973;4756;1840;2307;3291
2637;Mannen en Vrouwen;10 jaar;2e generatie allochtonen;2030;39445;;39445;14383;10804;2195;606;778;25062;3926;7269;2038;4523;1856;2256;3194
2638;Mannen en Vrouwen;10 jaar;2e generatie allochtonen;2031;39643;;39643;14726;11090;2238;595;803;24917;3919;7417;2100;4305;1871;2201;3104
2639;Mannen en Vrouwen;10 jaar;2e generatie allochtonen;2032;39795;;39795;15028;11335;2282;582;829;24767;3917;7522;2162;4107;1883;2150;3026
2640;Mannen en Vrouwen;10 jaar;2e generatie allochtonen;2033;39930;;39930;15292;11536;2325;573;858;24638;3919;7614;2216;3936;1892;2101;2960
2641;Mannen en Vrouwen;10 jaar;2e generatie allochtonen;2034;40062;;40063;15508;11695;2364;564;885;24555;3932;7690;2266;3798;1904;2062;2903
2642;Mannen en Vrouwen;10 jaar;2e generatie allochtonen;2035;40209;;40210;15693;11823;2404;554;912;24517;3947;7754;2317;3696;1915;2025;2863
2643;Mannen en Vrouwen;10 jaar;2e generatie allochtonen;2036;40378;;40378;15865;11930;2442;555;938;24513;3974;7809;2359;3626;1923;1990;2832
2644;Mannen en Vrouwen;10 jaar;2e generatie allochtonen;2037;40559;;40558;16019;12020;2481;556;962;24539;4006;7858;2398;3580;1932;1960;2805
2645;Mannen en Vrouwen;10 jaar;2e generatie allochtonen;2038;40726;;40726;16150;12088;2518;557;987;24576;4042;7904;2437;3546;1940;1930;2777
2646;Mannen en Vrouwen;10 jaar;2e generatie allochtonen;2039;40893;;40895;16275;12152;2556;557;1010;24620;4082;7945;2471;3521;1948;1904;2749
2647;Mannen en Vrouwen;10 jaar;2e generatie allochtonen;2040;41039;;41039;16389;12205;2592;558;1034;24650;4121;7982;2502;3497;1955;1878;2715
2648;Mannen en Vrouwen;10 jaar;2e generatie allochtonen;2041;41172;;41173;16486;12247;2627;557;1055;24687;4161;8025;2532;3480;1961;1852;2676
2649;Mannen en Vrouwen;10 jaar;2e generatie allochtonen;2042;41306;;41306;16583;12292;2660;556;1075;24723;4201;8070;2557;3463;1966;1829;2637
2650;Mannen en Vrouwen;10 jaar;2e generatie allochtonen;2043;41414;;41414;16666;12327;2691;555;1093;24748;4237;8119;2580;3443;1971;1805;2593
2651;Mannen en Vrouwen;10 jaar;2e generatie allochtonen;2044;41517;;41517;16749;12362;2721;553;1113;24768;4272;8169;2603;3419;1974;1784;2547
2652;Mannen en Vrouwen;10 jaar;2e generatie allochtonen;2045;41600;;41602;16830;12398;2750;552;1130;24772;4303;8217;2624;3389;1975;1762;2502
2653;Mannen en Vrouwen;10 jaar;2e generatie allochtonen;2046;41653;;41653;16896;12424;2775;550;1147;24757;4331;8262;2643;3352;1977;1741;2451
2654;Mannen en Vrouwen;10 jaar;2e generatie allochtonen;2047;41706;;41706;16965;12453;2800;548;1164;24741;4358;8312;2663;3306;1979;1720;2403
2655;Mannen en Vrouwen;10 jaar;2e generatie allochtonen;2048;41743;;41744;17032;12482;2824;546;1180;24712;4382;8358;2681;3258;1981;1698;2354
2656;Mannen en Vrouwen;10 jaar;2e generatie allochtonen;2049;41780;;41779;17102;12514;2845;544;1199;24677;4404;8403;2700;3202;1982;1679;2307
2657;Mannen en Vrouwen;10 jaar;2e generatie allochtonen;2050;41816;;41815;17173;12548;2867;542;1216;24642;4422;8452;2719;3140;1984;1662;2263
2658;Mannen en Vrouwen;10 jaar;2e generatie allochtonen;2051;41844;;41844;17248;12587;2887;540;1234;24596;4438;8500;2737;3074;1986;1644;2217
2659;Mannen en Vrouwen;10 jaar;2e generatie allochtonen;2052;41870;;41870;17322;12626;2907;538;1251;24548;4451;8547;2756;3004;1988;1628;2174
2660;Mannen en Vrouwen;10 jaar;2e generatie allochtonen;2053;41912;;41913;17405;12673;2926;537;1269;24508;4465;8598;2775;2930;1990;1615;2135
2661;Mannen en Vrouwen;10 jaar;2e generatie allochtonen;2054;41955;;41955;17491;12726;2943;536;1286;24464;4476;8646;2795;2854;1995;1603;2095
2662;Mannen en Vrouwen;10 jaar;2e generatie allochtonen;2055;42005;;42004;17579;12775;2964;536;1304;24425;4487;8693;2815;2778;1999;1594;2059
2663;Mannen en Vrouwen;10 jaar;2e generatie allochtonen;2056;42075;;42075;17667;12829;2981;536;1321;24408;4492;8752;2843;2703;2005;1586;2027
2664;Mannen en Vrouwen;10 jaar;2e generatie allochtonen;2057;42159;;42159;17760;12887;3000;536;1337;24399;4502;8810;2870;2626;2013;1581;1997
2665;Mannen en Vrouwen;10 jaar;2e generatie allochtonen;2058;42253;;42253;17856;12946;3019;537;1354;24397;4511;8869;2897;2554;2020;1577;1969
2666;Mannen en Vrouwen;10 jaar;2e generatie allochtonen;2059;42354;;42354;17951;13007;3035;538;1371;24403;4522;8921;2925;2488;2027;1575;1945
2667;Mannen en Vrouwen;10 jaar;2e generatie allochtonen;2060;42463;;42464;18047;13065;3055;539;1388;24417;4534;8979;2952;2422;2035;1574;1921
2668;Mannen en Vrouwen;10 jaar;2;2015;18881;;18882;8188;5624;907;755;902;10694;1499;1684;1051;1544;901;1907;2108
2669;Mannen en Vrouwen;10 jaar;2;2016;18711;;18712;7841;5522;922;704;693;10871;1439;1750;1123;1653;931;1808;2167
2670;Mannen en Vrouwen;10 jaar;2;2017;18802;;18801;7717;5365;959;675;718;11084;1392;1827;1151;1704;953;1811;2246
2671;Mannen en Vrouwen;10 jaar;2;2018;19134;;19136;7705;5404;908;672;721;11431;1400;1858;1157;1936;1016;1797;2267
2672;Mannen en Vrouwen;10 jaar;2;2019;19493;;19494;7791;5432;993;650;716;11703;1425;1914;1195;2101;1012;1822;2234
2673;Mannen en Vrouwen;10 jaar;2;2020;19851;;19850;7873;5602;952;649;670;11977;1421;1988;1212;2270;987;1851;2248
2674;Mannen en Vrouwen;10 jaar;2;2021;19717;;19717;7668;5416;992;627;633;12049;1411;2071;1245;2344;1007;1715;2256
2675;Mannen en Vrouwen;10 jaar;2;2022;19131;;19130;7323;5093;956;630;644;11807;1232;2053;1316;2347;932;1693;2234
2676;Mannen en Vrouwen;10 jaar;2;2023;18891;;18890;6998;4821;974;597;606;11892;1292;2091;1267;2486;942;1514;2300
2677;Mannen en Vrouwen;10 jaar;2;2024;18245;;18245;6712;4690;910;543;569;11533;1191;2059;1206;2545;911;1498;2123
2678;Mannen en Vrouwen;10 jaar;2;2025;19111;;19110;6931;4903;891;548;589;12179;1198;2062;1194;2705;884;1764;2372
2679;Mannen en Vrouwen;10 jaar;2;2026;19184;;19183;7053;4997;895;561;600;12130;1230;2114;1220;2631;913;1795;2227
2680;Mannen en Vrouwen;10 jaar;2;2027;19526;;19529;7190;5086;908;573;623;12339;1270;2171;1250;2650;947;1809;2242
2681;Mannen en Vrouwen;10 jaar;2;2028;19828;;19828;7302;5167;921;581;633;12526;1298;2231;1272;2671;970;1819;2265
2682;Mannen en Vrouwen;10 jaar;2;2029;20073;;20074;7402;5234;934;587;647;12672;1328;2277;1291;2691;988;1842;2255
2683;Mannen en Vrouwen;10 jaar;2;2030;20345;;20344;7483;5294;946;592;651;12861;1359;2327;1308;2709;1011;1889;2258
2684;Mannen en Vrouwen;10 jaar;2;2031;20514;;20514;7536;5329;957;593;657;12978;1378;2363;1320;2720;1030;1904;2263
2685;Mannen en Vrouwen;10 jaar;2;2032;20708;;20708;7581;5362;973;582;664;13127;1407;2406;1332;2741;1046;1916;2279
2686;Mannen en Vrouwen;10 jaar;2;2033;20937;;20934;7640;5402;991;573;674;13294;1433;2451;1336;2777;1061;1925;2311
2687;Mannen en Vrouwen;10 jaar;2;2034;21137;;21140;7686;5431;1009;564;682;13454;1456;2492;1341;2821;1078;1941;2325
2688;Mannen en Vrouwen;10 jaar;2;2035;21353;;21355;7737;5466;1028;554;689;13618;1480;2535;1349;2872;1093;1949;2340
2689;Mannen en Vrouwen;10 jaar;2;2036;21580;;21580;7789;5493;1047;555;694;13791;1502;2581;1358;2938;1103;1955;2354
2690;Mannen en Vrouwen;10 jaar;2;2037;21805;;21805;7838;5516;1067;556;699;13967;1528;2629;1363;3012;1114;1960;2361
2691;Mannen en Vrouwen;10 jaar;2;2038;21987;;21987;7877;5530;1086;557;704;14110;1550;2680;1370;3098;1124;1930;2358
2692;Mannen en Vrouwen;10 jaar;2;2039;22151;;22153;7921;5551;1107;557;706;14232;1574;2731;1376;3169;1133;1904;2345
2693;Mannen en Vrouwen;10 jaar;2;2040;22266;;22266;7953;5563;1125;558;707;14313;1594;2778;1381;3224;1140;1878;2318
2694;Mannen en Vrouwen;10 jaar;2;2041;22359;;22361;7975;5568;1142;557;708;14386;1613;2831;1386;3275;1147;1852;2282
2695;Mannen en Vrouwen;10 jaar;2;2042;22421;;22421;7991;5572;1156;556;707;14430;1630;2875;1387;3317;1153;1829;2239
2696;Mannen en Vrouwen;10 jaar;2;2043;22436;;22435;7991;5565;1167;555;704;14444;1644;2917;1387;3348;1157;1805;2186
2697;Mannen en Vrouwen;10 jaar;2;2044;22426;;22426;7991;5555;1177;553;706;14435;1657;2954;1388;3366;1159;1784;2127
2698;Mannen en Vrouwen;10 jaar;2;2045;22371;;22374;7979;5539;1184;552;704;14395;1666;2984;1387;3372;1158;1762;2066
2699;Mannen en Vrouwen;10 jaar;2;2046;22273;;22275;7958;5517;1188;550;703;14317;1673;3012;1384;3352;1158;1741;1997
2700;Mannen en Vrouwen;10 jaar;2;2047;22145;;22146;7935;5495;1191;548;701;14211;1679;3037;1382;3306;1157;1720;1930
2701;Mannen en Vrouwen;10 jaar;2;2048;21999;;22000;7912;5475;1192;546;699;14088;1683;3052;1379;3258;1157;1698;1861
2702;Mannen en Vrouwen;10 jaar;2;2049;21850;;21849;7891;5455;1192;544;700;13958;1687;3065;1377;3202;1155;1679;1793
2703;Mannen en Vrouwen;10 jaar;2;2050;21703;;21701;7874;5442;1192;542;698;13827;1689;3080;1376;3140;1153;1662;1727
2704;Mannen en Vrouwen;10 jaar;2;2051;21556;;21557;7868;5437;1192;540;699;13689;1691;3094;1376;3074;1151;1644;1659
2705;Mannen en Vrouwen;10 jaar;2;2052;21420;;21421;7863;5434;1192;538;699;13558;1693;3111;1378;3004;1150;1628;1594
2706;Mannen en Vrouwen;10 jaar;2;2053;21310;;21312;7872;5441;1193;537;701;13440;1697;3133;1382;2930;1149;1615;1534
2707;Mannen en Vrouwen;10 jaar;2;2054;21226;;21226;7895;5460;1196;536;703;13331;1701;3161;1388;2854;1152;1603;1472
2708;Mannen en Vrouwen;10 jaar;2;2055;21167;;21167;7929;5482;1204;536;707;13238;1708;3193;1395;2778;1154;1594;1416
2709;Mannen en Vrouwen;10 jaar;2;2056;21112;;21112;7974;5517;1210;536;711;13138;1710;3232;1406;2684;1156;1586;1364
2710;Mannen en Vrouwen;10 jaar;2;2057;21082;;21080;8030;5558;1220;536;716;13050;1717;3278;1417;2580;1162;1581;1315
2711;Mannen en Vrouwen;10 jaar;2;2058;21076;;21077;8095;5605;1231;537;722;12982;1725;3331;1431;2480;1168;1577;1270
2712;Mannen en Vrouwen;10 jaar;2;2059;21095;;21095;8164;5656;1241;538;729;12931;1736;3387;1445;2384;1174;1575;1230
2713;Mannen en Vrouwen;10 jaar;2;2060;21127;;21126;8236;5705;1255;539;737;12890;1746;3452;1458;2288;1181;1574;1191
2714;Mannen en Vrouwen;10 jaar;3;2015;21191;;21191;2389;1036;1091;163;99;18802;2241;3221;334;6187;941;2125;3753
2715;Mannen en Vrouwen;10 jaar;3;2016;20596;;20596;2338;1077;1048;146;67;18258;2172;3074;369;6201;889;1933;3620
2716;Mannen en Vrouwen;10 jaar;3;2017;19928;;19928;2479;1260;1028;119;72;17449;2147;3117;339;5921;868;1804;3253
2717;Mannen en Vrouwen;10 jaar;3;2018;19193;;19193;2559;1345;966;153;95;16634;2154;3105;356;5478;916;1644;2981
2718;Mannen en Vrouwen;10 jaar;3;2019;19308;;19307;2947;1701;1031;131;84;16360;2284;3057;379;5337;955;1580;2768
2719;Mannen en Vrouwen;10 jaar;3;2020;18802;;18801;3362;2074;1054;129;105;15439;2402;3074;370;4872;889;1450;2382
2720;Mannen en Vrouwen;10 jaar;3;2021;19383;;19384;3787;2377;1151;154;105;15597;2619;3155;442;4610;904;1450;2417
2721;Mannen en Vrouwen;10 jaar;3;2022;19154;;19155;3970;2621;1121;105;123;15185;2743;3235;428;4415;864;1283;2217
2722;Mannen en Vrouwen;10 jaar;3;2023;19046;;19047;4431;3087;1081;122;141;14616;2712;3429;440;3966;824;1204;2041
2723;Mannen en Vrouwen;10 jaar;3;2024;18392;;18392;4807;3383;1095;131;198;13585;2662;3246;456;3478;876;1026;1841
2724;Mannen en Vrouwen;10 jaar;3;2025;18552;;18552;5419;3975;1139;128;177;13133;2622;3570;533;3181;889;809;1529
2725;Mannen en Vrouwen;10 jaar;3;2026;18726;;18726;5712;4309;1161;98;144;13014;2615;3849;565;2914;879;724;1468
2726;Mannen en Vrouwen;10 jaar;3;2027;18799;;18798;5986;4626;1176;71;113;12812;2604;4168;597;2628;867;638;1310
2727;Mannen en Vrouwen;10 jaar;3;2028;18905;;18905;6286;4937;1194;49;106;12619;2600;4489;638;2338;857;549;1148
2728;Mannen en Vrouwen;10 jaar;3;2029;19043;;19043;6593;5238;1217;30;108;12450;2589;4761;682;2065;852;465;1036
2729;Mannen en Vrouwen;10 jaar;3;2030;19100;;19101;6900;5510;1249;14;127;12201;2567;4942;730;1814;845;367;936
2730;Mannen en Vrouwen;10 jaar;3;2031;19129;;19129;7190;5761;1281;2;146;11939;2541;5054;780;1585;841;297;841
2731;Mannen en Vrouwen;10 jaar;3;2032;19087;;19087;7447;5973;1309;0;165;11640;2510;5116;830;1366;837;234;747
2732;Mannen en Vrouwen;10 jaar;3;2033;18993;;18996;7652;6134;1334;0;184;11344;2486;5163;880;1159;831;176;649
2733;Mannen en Vrouwen;10 jaar;3;2034;18925;;18923;7822;6264;1355;0;203;11101;2476;5198;925;977;826;121;578
2734;Mannen en Vrouwen;10 jaar;3;2035;18856;;18855;7956;6357;1376;0;223;10899;2467;5219;968;824;822;76;523
2735;Mannen en Vrouwen;10 jaar;3;2036;18798;;18798;8076;6437;1395;0;244;10722;2472;5228;1001;688;820;35;478
2736;Mannen en Vrouwen;10 jaar;3;2037;18754;;18753;8181;6504;1414;0;263;10572;2478;5229;1035;568;818;0;444
2737;Mannen en Vrouwen;10 jaar;3;2038;18739;;18739;8273;6558;1432;0;283;10466;2492;5224;1067;448;816;0;419
2738;Mannen en Vrouwen;10 jaar;3;2039;18742;;18742;8354;6601;1449;0;304;10388;2508;5214;1095;352;815;0;404
2739;Mannen en Vrouwen;10 jaar;3;2040;18773;;18773;8436;6642;1467;0;327;10337;2527;5204;1121;273;815;0;397
2740;Mannen en Vrouwen;10 jaar;3;2041;18813;;18812;8511;6679;1485;0;347;10301;2548;5194;1146;205;814;0;394
2741;Mannen en Vrouwen;10 jaar;3;2042;18885;;18885;8592;6720;1504;0;368;10293;2571;5195;1170;146;813;0;398
2742;Mannen en Vrouwen;10 jaar;3;2043;18978;;18979;8675;6762;1524;0;389;10304;2593;5202;1193;95;814;0;407
2743;Mannen en Vrouwen;10 jaar;3;2044;19091;;19091;8758;6807;1544;0;407;10333;2615;5215;1215;53;815;0;420
2744;Mannen en Vrouwen;10 jaar;3;2045;19229;;19228;8851;6859;1566;0;426;10377;2637;5233;1237;17;817;0;436
2745;Mannen en Vrouwen;10 jaar;3;2046;19380;;19378;8938;6907;1587;0;444;10440;2658;5250;1259;0;819;0;454
2746;Mannen en Vrouwen;10 jaar;3;2047;19561;;19560;9030;6958;1609;0;463;10530;2679;5275;1281;0;822;0;473
2747;Mannen en Vrouwen;10 jaar;3;2048;19744;;19744;9120;7007;1632;0;481;10624;2699;5306;1302;0;824;0;493
2748;Mannen en Vrouwen;10 jaar;3;2049;19930;;19930;9211;7059;1653;0;499;10719;2717;5338;1323;0;827;0;514
2749;Mannen en Vrouwen;10 jaar;3;2050;20113;;20114;9299;7106;1675;0;518;10815;2733;5372;1343;0;831;0;536
2750;Mannen en Vrouwen;10 jaar;3;2051;20288;;20287;9380;7150;1695;0;535;10907;2747;5406;1361;0;835;0;558
2751;Mannen en Vrouwen;10 jaar;3;2052;20450;;20449;9459;7192;1715;0;552;10990;2758;5436;1378;0;838;0;580
2752;Mannen en Vrouwen;10 jaar;3;2053;20602;;20601;9533;7232;1733;0;568;11068;2768;5465;1393;0;841;0;601
2753;Mannen en Vrouwen;10 jaar;3;2054;20729;;20729;9596;7266;1747;0;583;11133;2775;5485;1407;0;843;0;623
2754;Mannen en Vrouwen;10 jaar;3;2055;20838;;20837;9650;7293;1760;0;597;11187;2779;5500;1420;0;845;0;643
2755;Mannen en Vrouwen;10 jaar;3;2056;20963;;20963;9693;7312;1771;0;610;11270;2782;5520;1437;19;849;0;663
2756;Mannen en Vrouwen;10 jaar;3;2057;21077;;21079;9730;7329;1780;0;621;11349;2785;5532;1453;46;851;0;682
2757;Mannen en Vrouwen;10 jaar;3;2058;21177;;21176;9761;7341;1788;0;632;11415;2786;5538;1466;74;852;0;699
2758;Mannen en Vrouwen;10 jaar;3;2059;21259;;21259;9787;7351;1794;0;642;11472;2786;5534;1480;104;853;0;715
2759;Mannen en Vrouwen;10 jaar;3;2060;21336;;21338;9811;7360;1800;0;651;11527;2788;5527;1494;134;854;0;730
