ID;BedrijfstakkenBranchesSBI2008;Perioden;BeloningVanWerknemers_1;BeloningSeizoengecorrigeerd_2;Lonen_3;LonenSeizoengecorrigeerd_4;SocialePremiesTLVWerkgevers_5;SocialePremiesSeizoengecorrigeerd_6;BeloningVanWerknemersPerArbeidsjaar_7;LonenPerArbeidsjaar_8;TotaalBanen_9;Mannen_10;Vrouwen_11;GewerkteUren_12;Arbeidsjaren_13
519;G-I Handel, vervoer en horeca;2002;49300.0;;40376.0;;8924.0;;35.49;29.07;1937;1119;818;2398;1389
520;G-I Handel, vervoer en horeca;2003 1e kwartaal;11921.0;12492.0;9684.0;10187.0;2237.0;2305.0;8.74;7.1;1917;1108;809;633;1364
521;G-I Handel, vervoer en horeca;2003 2e kwartaal;14458.0;12583.0;11758.0;10246.0;2700.0;2337.0;10.52;8.55;1943;1122;821;577;1375
522;G-I Handel, vervoer en horeca;2003 3e kwartaal;11768.0;12695.0;9608.0;10319.0;2160.0;2376.0;8.57;7.0;1943;1123;820;522;1373
523;G-I Handel, vervoer en horeca;2003 4e kwartaal;12327.0;12704.0;10012.0;10310.0;2315.0;2394.0;9.08;7.38;1915;1109;806;637;1357
524;G-I Handel, vervoer en horeca;2003;50474.0;;41061.0;;9413.0;;36.91;30.03;1930;1116;814;2369;1367
525;G-I Handel, vervoer en horeca;2004 1e kwartaal;12226.0;12875.0;9865.0;10422.0;2361.0;2453.0;8.99;7.26;1898;1104;794;638;1360
526;G-I Handel, vervoer en horeca;2004 2e kwartaal;14949.0;12952.0;12068.0;10463.0;2881.0;2489.0;10.93;8.83;1918;1114;804;572;1367
527;G-I Handel, vervoer en horeca;2004 3e kwartaal;11918.0;12899.0;9656.0;10405.0;2262.0;2494.0;8.73;7.07;1918;1113;804;516;1365
528;G-I Handel, vervoer en horeca;2004 4e kwartaal;12561.0;12928.0;10128.0;10427.0;2433.0;2501.0;9.31;7.5;1888;1098;790;650;1350
529;G-I Handel, vervoer en horeca;2004;51653.0;;41716.0;;9937.0;;37.97;30.66;1905;1107;798;2376;1361
530;G-I Handel, vervoer en horeca;2005 1e kwartaal;12171.0;12866.0;9873.0;10461.0;2298.0;2406.0;9.08;7.37;1882;1095;787;622;1340
531;G-I Handel, vervoer en horeca;2005 2e kwartaal;15005.0;12958.0;12183.0;10529.0;2822.0;2429.0;11.11;9.02;1905;1101;804;584;1351
532;G-I Handel, vervoer en horeca;2005 3e kwartaal;11969.0;12977.0;9760.0;10536.0;2209.0;2441.0;8.87;7.23;1901;1099;802;511;1349
533;G-I Handel, vervoer en horeca;2005 4e kwartaal;12599.0;12943.0;10236.0;10527.0;2363.0;2416.0;9.43;7.66;1872;1084;788;627;1336
534;G-I Handel, vervoer en horeca;2005;51746.0;;42053.0;;9693.0;;38.5;31.29;1890;1095;795;2345;1344
535;G-I Handel, vervoer en horeca;2006 1e kwartaal;12382.0;13112.0;10030.0;10642.0;2352.0;2469.0;9.23;7.48;1882;1097;785;642;1342
536;G-I Handel, vervoer en horeca;2006 2e kwartaal;15467.0;13340.0;12550.0;10831.0;2917.0;2509.0;11.39;9.24;1909;1110;799;580;1358
537;G-I Handel, vervoer en horeca;2006 3e kwartaal;12388.0;13460.0;10113.0;10936.0;2275.0;2524.0;9.04;7.38;1927;1118;809;514;1370
538;G-I Handel, vervoer en horeca;2006 4e kwartaal;13401.0;13727.0;10869.0;11153.0;2532.0;2574.0;9.78;7.93;1926;1117;808;635;1370
539;G-I Handel, vervoer en horeca;2006;53639.0;;43562.0;;10077.0;;39.44;32.03;1911;1110;800;2370;1360
540;G-I Handel, vervoer en horeca;2007 1e kwartaal;13059.0;13832.0;10616.0;11266.0;2443.0;2566.0;9.54;7.75;1929;1122;807;648;1369
541;G-I Handel, vervoer en horeca;2007 2e kwartaal;16204.0;13968.0;13194.0;11382.0;3010.0;2587.0;11.6;9.45;1973;1145;827;598;1397
542;G-I Handel, vervoer en horeca;2007 3e kwartaal;13106.0;14240.0;10732.0;11605.0;2374.0;2635.0;9.29;7.6;1997;1157;840;531;1411
543;G-I Handel, vervoer en horeca;2007 4e kwartaal;14190.0;14517.0;11550.0;11839.0;2640.0;2678.0;10.08;8.21;1990;1153;837;657;1408
544;G-I Handel, vervoer en horeca;2007;56559.0;;46091.0;;10468.0;;40.5;33.01;1972;1144;828;2435;1396
545;G-I Handel, vervoer en horeca;2008 1e kwartaal;13817.0;14628.0;11181.0;11864.0;2636.0;2765.0;9.84;7.96;1980;1147;833;662;1404
546;G-I Handel, vervoer en horeca;2008 2e kwartaal;17090.0;14721.0;13855.0;11942.0;3235.0;2780.0;12.02;9.74;2012;1164;848;616;1422
547;G-I Handel, vervoer en horeca;2008 3e kwartaal;13724.0;14923.0;11186.0;12106.0;2538.0;2817.0;9.6;7.83;2027;1170;857;541;1429
548;G-I Handel, vervoer en horeca;2008 4e kwartaal;14690.0;15049.0;11907.0;12218.0;2783.0;2831.0;10.33;8.37;2019;1165;853;668;1423
549;G-I Handel, vervoer en horeca;2008;59321.0;;48129.0;;11192.0;;41.79;33.91;2009;1162;848;2487;1420
550;G-I Handel, vervoer en horeca;2009 1e kwartaal;14161.0;14989.0;11515.0;12220.0;2646.0;2769.0;10.1;8.21;1989;1147;842;650;1402
551;G-I Handel, vervoer en horeca;2009 2e kwartaal;17328.0;14903.0;14114.0;12149.0;3214.0;2754.0;12.34;10.06;2002;1154;848;596;1404
552;G-I Handel, vervoer en horeca;2009 3e kwartaal;13593.0;14790.0;11109.0;12034.0;2484.0;2757.0;9.75;7.97;1999;1153;846;530;1394
553;G-I Handel, vervoer en horeca;2009 4e kwartaal;14389.0;14789.0;11707.0;12042.0;2682.0;2747.0;10.44;8.49;1980;1144;835;668;1379
554;G-I Handel, vervoer en horeca;2009;59471.0;;48445.0;;11026.0;;42.65;34.74;1992;1150;843;2443;1394
555;G-I Handel, vervoer en horeca;2010 1e kwartaal;14056.0;14854.0;11369.0;12054.0;2687.0;2801.0;10.3;8.33;1953;1130;823;640;1365
556;G-I Handel, vervoer en horeca;2010 2e kwartaal;17424.0;14945.0;14127.0;12133.0;3297.0;2812.0;12.61;10.22;1986;1149;837;580;1382
557;G-I Handel, vervoer en horeca;2010 3e kwartaal;13803.0;15020.0;11259.0;12196.0;2544.0;2824.0;9.95;8.12;2002;1157;845;526;1387
558;G-I Handel, vervoer en horeca;2010 4e kwartaal;14676.0;15140.0;11894.0;12266.0;2782.0;2873.0;10.6;8.59;1994;1154;840;670;1385
559;G-I Handel, vervoer en horeca;2010;59959.0;;48649.0;;11310.0;;43.46;35.26;1984;1148;836;2416;1380
560;G-I Handel, vervoer en horeca;2011 1e kwartaal;14479.0;15276.0;11704.0;12396.0;2775.0;2880.0;10.46;8.46;1984;1149;835;659;1384
561;G-I Handel, vervoer en horeca;2011 2e kwartaal;17962.0;15378.0;14557.0;12486.0;3405.0;2892.0;12.78;10.35;2023;1171;852;599;1406
562;G-I Handel, vervoer en horeca;2011 3e kwartaal;14183.0;15439.0;11557.0;12526.0;2626.0;2913.0;10.07;8.21;2036;1177;859;534;1408
563;G-I Handel, vervoer en horeca;2011 4e kwartaal;14977.0;15508.0;12134.0;12544.0;2843.0;2965.0;10.66;8.63;2025;1172;853;663;1405
564;G-I Handel, vervoer en horeca;2011;61601.0;;49952.0;;11649.0;;43.97;35.66;2017;1167;850;2455;1401
565;G-I Handel, vervoer en horeca;2012 1e kwartaal;14889.0;15686.0;11934.0;12630.0;2955.0;3056.0;10.64;8.53;2006;1161;845;671;1399
566;G-I Handel, vervoer en horeca;2012 2e kwartaal;18297.0;15650.0;14694.0;12593.0;3603.0;3057.0;12.95;10.4;2033;1176;857;601;1413
567;G-I Handel, vervoer en horeca;2012 3e kwartaal;14387.0;15657.0;11638.0;12617.0;2749.0;3040.0;10.21;8.26;2040;1177;863;528;1410
568;G-I Handel, vervoer en horeca;2012 4e kwartaal;15099.0;15679.0;12135.0;12560.0;2964.0;3119.0;10.77;8.65;2023;1167;856;665;1402
569;G-I Handel, vervoer en horeca;2012;62672.0;;50401.0;;12271.0;;44.58;35.85;2026;1170;855;2465;1406
570;G-I Handel, vervoer en horeca;2013 1e kwartaal;14985.0;15779.0;11924.0;12620.0;3061.0;3159.0;10.8;8.6;1992;1149;843;646;1387
571;G-I Handel, vervoer en horeca;2013 2e kwartaal;18508.0;15827.0;14756.0;12640.0;3752.0;3188.0;13.26;10.57;2013;1160;853;593;1396
572;G-I Handel, vervoer en horeca;2013 3e kwartaal;14515.0;15798.0;11616.0;12604.0;2899.0;3194.0;10.43;8.35;2017;1160;857;530;1392
573;G-I Handel, vervoer en horeca;2013 4e kwartaal;14995.0;15599.0;12167.0;12600.0;2828.0;2999.0;10.8;8.76;2005;1154;851;658;1388
574;G-I Handel, vervoer en horeca;2013;63003.0;;50463.0;;12540.0;;45.3;36.28;2007;1156;851;2428;1391
575;G-I Handel, vervoer en horeca;2014 1e kwartaal;;;;;;;;;1978;1135;843;641;1376
576;J Informatie en communicatie;1995 1e kwartaal;1142.0;1150.0;1012.0;1020.0;130.0;130.0;9.8;8.68;142;97;45;56;117
577;J Informatie en communicatie;1995 2e kwartaal;1331.0;1185.0;1181.0;1057.0;151.0;128.0;11.39;10.1;142;97;45;51;117
578;J Informatie en communicatie;1995 3e kwartaal;1114.0;1218.0;995.0;1086.0;119.0;133.0;9.05;8.09;150;102;48;48;123
579;J Informatie en communicatie;1995 4e kwartaal;1244.0;1278.0;1107.0;1132.0;137.0;146.0;9.59;8.54;158;107;50;62;130
580;J Informatie en communicatie;1995;4831.0;;4295.0;;536.0;;39.75;35.34;148;101;47;216;122
581;J Informatie en communicatie;1996 1e kwartaal;1272.0;1282.0;1125.0;1133.0;147.0;149.0;9.82;8.69;156;107;48;62;130
582;J Informatie en communicatie;1996 2e kwartaal;1483.0;1319.0;1311.0;1176.0;171.0;144.0;11.35;10.04;157;108;49;57;131
583;J Informatie en communicatie;1996 3e kwartaal;1243.0;1356.0;1108.0;1206.0;135.0;150.0;9.01;8.04;166;114;52;54;138
584;J Informatie en communicatie;1996 4e kwartaal;1395.0;1435.0;1239.0;1270.0;156.0;165.0;9.57;8.5;175;121;55;70;146
585;J Informatie en communicatie;1996;5392.0;;4784.0;;608.0;;39.66;35.19;164;113;51;242;136
586;J Informatie en communicatie;1997 1e kwartaal;1486.0;1499.0;1322.0;1329.0;164.0;170.0;10.06;8.95;175;122;53;69;148
587;J Informatie en communicatie;1997 2e kwartaal;1707.0;1516.0;1518.0;1360.0;189.0;156.0;11.59;10.31;175;122;53;65;147
588;J Informatie en communicatie;1997 3e kwartaal;1457.0;1585.0;1306.0;1416.0;151.0;169.0;9.5;8.52;182;127;55;60;153
589;J Informatie en communicatie;1997 4e kwartaal;1598.0;1648.0;1427.0;1468.0;171.0;180.0;9.98;8.91;190;132;58;78;160
590;J Informatie en communicatie;1997;6248.0;;5573.0;;675.0;;41.07;36.64;180;126;55;271;152
591;J Informatie en communicatie;1998 1e kwartaal;1705.0;1721.0;1415.0;1421.0;290.0;301.0;10.35;8.59;193;136;57;79;165
592;J Informatie en communicatie;1998 2e kwartaal;2067.0;1829.0;1709.0;1526.0;358.0;303.0;12.08;9.99;201;142;59;75;171
593;J Informatie en communicatie;1998 3e kwartaal;1793.0;1943.0;1496.0;1615.0;297.0;328.0;9.96;8.31;211;149;62;70;180
594;J Informatie en communicatie;1998 4e kwartaal;1946.0;2017.0;1614.0;1672.0;332.0;345.0;10.49;8.7;218;154;64;89;186
595;J Informatie en communicatie;1998;7511.0;;6234.0;;1277.0;;42.83;35.55;206;145;61;312;175
596;J Informatie en communicatie;1999 1e kwartaal;2061.0;2084.0;1720.0;1732.0;341.0;352.0;10.88;9.08;222;155;67;89;189
597;J Informatie en communicatie;1999 2e kwartaal;2443.0;2157.0;2041.0;1814.0;401.0;343.0;12.6;10.53;227;159;68;84;194
598;J Informatie en communicatie;1999 3e kwartaal;2026.0;2196.0;1695.0;1830.0;331.0;365.0;10.25;8.57;232;162;70;76;198
599;J Informatie en communicatie;1999 4e kwartaal;2196.0;2289.0;1826.0;1906.0;370.0;384.0;10.89;9.05;236;165;71;100;202
600;J Informatie en communicatie;1999;8726.0;;7282.0;;1444.0;;44.59;37.21;229;160;69;349;196
601;J Informatie en communicatie;2000 1e kwartaal;2424.0;2454.0;2018.0;2040.0;406.0;415.0;11.67;9.71;244;169;75;103;208
602;J Informatie en communicatie;2000 2e kwartaal;2792.0;2457.0;2320.0;2050.0;472.0;407.0;13.24;11.0;248;172;76;94;211
603;J Informatie en communicatie;2000 3e kwartaal;2333.0;2525.0;1936.0;2088.0;398.0;437.0;10.88;9.03;252;174;77;82;214
604;J Informatie en communicatie;2000 4e kwartaal;2465.0;2577.0;2039.0;2134.0;426.0;443.0;11.32;9.36;256;177;78;103;218
605;J Informatie en communicatie;2000;10014.0;;8312.0;;1702.0;;47.08;39.08;250;173;77;381;213
606;J Informatie en communicatie;2001 1e kwartaal;2680.0;2721.0;2218.0;2257.0;462.0;464.0;11.55;9.56;262;181;81;107;232
607;J Informatie en communicatie;2001 2e kwartaal;3156.0;2771.0;2623.0;2307.0;533.0;464.0;13.5;11.23;264;182;82;99;234
608;J Informatie en communicatie;2001 3e kwartaal;2603.0;2819.0;2168.0;2342.0;434.0;478.0;11.15;9.29;264;182;82;87;234
609;J Informatie en communicatie;2001 4e kwartaal;2680.0;2807.0;2215.0;2318.0;465.0;489.0;11.52;9.52;262;181;81;107;233
610;J Informatie en communicatie;2001;11119.0;;9225.0;;1894.0;;47.73;39.6;263;182;81;400;233
611;J Informatie en communicatie;2002 1e kwartaal;2702.0;2760.0;2185.0;2243.0;517.0;517.0;12.25;9.91;251;173;77;100;221
612;J Informatie en communicatie;2002 2e kwartaal;3118.0;2726.0;2532.0;2214.0;587.0;512.0;14.31;11.62;248;172;76;92;218
613;J Informatie en communicatie;2002 3e kwartaal;2499.0;2712.0;2037.0;2202.0;462.0;510.0;11.73;9.56;243;168;74;80;213
614;J Informatie en communicatie;2002 4e kwartaal;2564.0;2685.0;2085.0;2180.0;479.0;505.0;12.22;9.94;239;166;73;97;210
615;J Informatie en communicatie;2002;10881.0;;8838.0;;2043.0;;50.54;41.05;245;170;75;369;215
616;J Informatie en communicatie;2003 1e kwartaal;2624.0;2695.0;2082.0;2150.0;542.0;544.0;12.79;10.15;235;164;71;94;205
617;J Informatie en communicatie;2003 2e kwartaal;3117.0;2704.0;2480.0;2151.0;637.0;552.0;15.29;12.16;234;164;70;84;204
618;J Informatie en communicatie;2003 3e kwartaal;2484.0;2706.0;1983.0;2150.0;501.0;557.0;12.33;9.84;231;162;69;76;201
619;J Informatie en communicatie;2003 4e kwartaal;2618.0;2737.0;2078.0;2171.0;540.0;567.0;13.02;10.33;230;162;68;93;201
620;J Informatie en communicatie;2003;10843.0;;8622.0;;2221.0;;53.44;42.5;232;163;70;347;203
621;J Informatie en communicatie;2004 1e kwartaal;2581.0;2662.0;2026.0;2098.0;555.0;564.0;13.29;10.43;222;155;67;90;194
622;J Informatie en communicatie;2004 2e kwartaal;3143.0;2705.0;2469.0;2126.0;674.0;580.0;16.14;12.68;223;155;67;80;195
623;J Informatie en communicatie;2004 3e kwartaal;2480.0;2718.0;1955.0;2132.0;525.0;586.0;12.79;10.08;222;155;67;73;194
624;J Informatie en communicatie;2004 4e kwartaal;2645.0;2762.0;2074.0;2168.0;571.0;595.0;13.6;10.67;223;156;67;92;194
625;J Informatie en communicatie;2004;10848.0;;8524.0;;2324.0;;55.83;43.86;222;155;67;334;194
626;J Informatie en communicatie;2005 1e kwartaal;2695.0;2786.0;2139.0;2215.0;556.0;571.0;13.62;10.81;227;160;67;90;198
627;J Informatie en communicatie;2005 2e kwartaal;3323.0;2842.0;2639.0;2260.0;683.0;582.0;16.67;13.24;229;161;67;85;199
628;J Informatie en communicatie;2005 3e kwartaal;2613.0;2881.0;2085.0;2289.0;528.0;593.0;13.13;10.47;228;161;67;75;199
629;J Informatie en communicatie;2005 4e kwartaal;2784.0;2905.0;2214.0;2313.0;571.0;592.0;13.9;11.05;229;162;67;92;200
630;J Informatie en communicatie;2005;11416.0;;9077.0;;2339.0;;57.33;45.59;228;161;67;343;199
631;J Informatie en communicatie;2006 1e kwartaal;2861.0;2961.0;2271.0;2353.0;590.0;608.0;14.0;11.11;234;166;69;96;204
632;J Informatie en communicatie;2006 2e kwartaal;3552.0;3026.0;2822.0;2409.0;729.0;617.0;17.22;13.69;237;167;69;87;206
633;J Informatie en communicatie;2006 3e kwartaal;2731.0;3030.0;2181.0;2410.0;550.0;621.0;13.3;10.62;235;167;69;76;205
634;J Informatie en communicatie;2006 4e kwartaal;3008.0;3134.0;2391.0;2494.0;616.0;640.0;14.48;11.51;238;169;69;95;208
635;J Informatie en communicatie;2006;12150.0;;9665.0;;2485.0;;59.01;46.94;236;167;69;354;206
636;J Informatie en communicatie;2007 1e kwartaal;3093.0;3202.0;2465.0;2556.0;628.0;646.0;14.73;11.74;242;172;70;99;210
637;J Informatie en communicatie;2007 2e kwartaal;3803.0;3231.0;3033.0;2581.0;771.0;650.0;17.78;14.18;245;174;71;90;214
638;J Informatie en communicatie;2007 3e kwartaal;2946.0;3280.0;2360.0;2619.0;586.0;661.0;13.82;11.07;246;175;71;79;213
639;J Informatie en communicatie;2007 4e kwartaal;3220.0;3349.0;2570.0;2672.0;650.0;677.0;14.89;11.89;249;177;72;100;216
640;J Informatie en communicatie;2007;13062.0;;10428.0;;2634.0;;61.22;48.88;245;174;71;368;213
641;J Informatie en communicatie;2008 1e kwartaal;3289.0;3408.0;2611.0;2712.0;678.0;695.0;15.14;12.02;251;179;72;101;217
642;J Informatie en communicatie;2008 2e kwartaal;4083.0;3463.0;3245.0;2757.0;838.0;706.0;18.6;14.78;253;179;73;94;220
643;J Informatie en communicatie;2008 3e kwartaal;3135.0;3500.0;2503.0;2785.0;632.0;715.0;14.35;11.46;252;179;73;83;218
644;J Informatie en communicatie;2008 4e kwartaal;3412.0;3547.0;2715.0;2819.0;697.0;728.0;15.43;12.28;255;182;73;102;221
645;J Informatie en communicatie;2008;13919.0;;11074.0;;2845.0;;63.54;50.55;253;180;73;380;219
646;J Informatie en communicatie;2009 1e kwartaal;3423.0;3556.0;2686.0;2799.0;737.0;757.0;15.63;12.27;253;181;72;99;219
647;J Informatie en communicatie;2009 2e kwartaal;4212.0;3577.0;3311.0;2817.0;901.0;760.0;19.41;15.25;250;178;72;91;217
648;J Informatie en communicatie;2009 3e kwartaal;3109.0;3477.0;2452.0;2733.0;657.0;744.0;14.75;11.64;244;174;70;81;211
649;J Informatie en communicatie;2009 4e kwartaal;3309.0;3442.0;2597.0;2697.0;712.0;745.0;15.77;12.38;243;174;70;102;210
650;J Informatie en communicatie;2009;14053.0;;11046.0;;3007.0;;65.62;51.58;247;177;71;373;214
651;J Informatie en communicatie;2010 1e kwartaal;3274.0;3397.0;2562.0;2668.0;712.0;729.0;15.96;12.49;238;170;67;95;205
652;J Informatie en communicatie;2010 2e kwartaal;4041.0;3431.0;3166.0;2693.0;875.0;738.0;19.73;15.46;236;169;67;86;205
653;J Informatie en communicatie;2010 3e kwartaal;3087.0;3443.0;2430.0;2699.0;657.0;743.0;15.23;11.99;236;169;67;78;203
654;J Informatie en communicatie;2010 4e kwartaal;3333.0;3465.0;2612.0;2710.0;721.0;755.0;16.27;12.75;239;172;67;99;205
655;J Informatie en communicatie;2010;13735.0;;10770.0;;2965.0;;67.21;52.7;237;170;67;357;204
656;J Informatie en communicatie;2011 1e kwartaal;3359.0;3472.0;2624.0;2724.0;735.0;748.0;16.36;12.78;238;171;67;97;205
657;J Informatie en communicatie;2011 2e kwartaal;4125.0;3513.0;3224.0;2750.0;901.0;762.0;19.87;15.53;239;171;68;89;208
658;J Informatie en communicatie;2011 3e kwartaal;3170.0;3527.0;2490.0;2759.0;680.0;768.0;15.36;12.07;240;173;67;79;206
659;J Informatie en communicatie;2011 4e kwartaal;3404.0;3546.0;2664.0;2769.0;740.0;778.0;16.33;12.77;243;175;68;97;209
660;J Informatie en communicatie;2011;14058.0;;11002.0;;3056.0;;67.93;53.16;240;173;68;362;207
661;J Informatie en communicatie;2012 1e kwartaal;3462.0;3559.0;2680.0;2772.0;782.0;787.0;16.68;12.91;240;173;67;99;208
662;J Informatie en communicatie;2012 2e kwartaal;4161.0;3557.0;3225.0;2761.0;936.0;796.0;19.86;15.39;241;173;68;89;209
663;J Informatie en communicatie;2012 3e kwartaal;3239.0;3593.0;2521.0;2784.0;718.0;809.0;15.58;12.13;242;174;67;78;208
664;J Informatie en communicatie;2012 4e kwartaal;3468.0;3621.0;2688.0;2797.0;780.0;824.0;16.6;12.86;243;175;68;98;209
665;J Informatie en communicatie;2012;14330.0;;11114.0;;3216.0;;68.73;53.3;242;174;68;365;209
666;J Informatie en communicatie;2013 1e kwartaal;3532.0;3613.0;2707.0;2790.0;825.0;823.0;17.11;13.12;239;173;66;96;206
667;J Informatie en communicatie;2013 2e kwartaal;4177.0;3583.0;3205.0;2751.0;972.0;831.0;20.27;15.56;237;171;66;88;206
668;J Informatie en communicatie;2013 3e kwartaal;3292.0;3645.0;2528.0;2786.0;764.0;858.0;16.16;12.41;237;171;65;78;204
669;J Informatie en communicatie;2013 4e kwartaal;3422.0;3583.0;2669.0;2781.0;753.0;802.0;16.72;13.04;238;172;66;96;205
670;J Informatie en communicatie;2013;14423.0;;11109.0;;3314.0;;70.29;54.14;238;172;66;358;205
671;J Informatie en communicatie;2014 1e kwartaal;;;;;;;;;237;171;65;95;205
672;K Financiële dienstverlening;1995 1e kwartaal;2161.0;2131.0;1803.0;1792.0;358.0;339.0;10.48;8.74;233;128;105;93;206
673;K Financiële dienstverlening;1995 2e kwartaal;2446.0;2146.0;2049.0;1804.0;397.0;342.0;12.0;10.05;230;127;103;82;204
674;K Financiële dienstverlening;1995 3e kwartaal;1890.0;2182.0;1591.0;1834.0;299.0;348.0;9.28;7.81;230;127;103;75;204
675;K Financiële dienstverlening;1995 4e kwartaal;2231.0;2268.0;1864.0;1877.0;367.0;392.0;10.96;9.16;230;127;103;96;204
676;K Financiële dienstverlening;1995;8728.0;;7307.0;;1421.0;;42.72;35.76;231;127;104;346;204
677;K Financiële dienstverlening;1996 1e kwartaal;2281.0;2251.0;1911.0;1899.0;370.0;352.0;10.85;9.09;238;132;105;94;210
678;K Financiële dienstverlening;1996 2e kwartaal;2588.0;2267.0;2176.0;1913.0;412.0;355.0;12.36;10.39;237;132;105;84;209
679;K Financiële dienstverlening;1996 3e kwartaal;1999.0;2309.0;1689.0;1945.0;310.0;364.0;9.55;8.07;236;132;105;77;209
680;K Financiële dienstverlening;1996 4e kwartaal;2360.0;2401.0;1980.0;1999.0;379.0;402.0;11.28;9.47;236;131;105;98;209
681;K Financiële dienstverlening;1996;9228.0;;7756.0;;1472.0;;44.05;37.03;237;132;105;353;209
682;K Financiële dienstverlening;1997 1e kwartaal;2424.0;2390.0;2041.0;2023.0;383.0;367.0;11.12;9.36;244;136;109;96;218
683;K Financiële dienstverlening;1997 2e kwartaal;2819.0;2460.0;2381.0;2084.0;438.0;376.0;12.67;10.7;249;138;111;92;222
684;K Financiële dienstverlening;1997 3e kwartaal;2188.0;2530.0;1856.0;2136.0;333.0;395.0;9.73;8.25;252;140;112;82;225
685;K Financiële dienstverlening;1997 4e kwartaal;2595.0;2647.0;2187.0;2222.0;408.0;425.0;11.44;9.64;254;141;113;104;227
686;K Financiële dienstverlening;1997;10027.0;;8465.0;;1562.0;;44.95;37.95;250;139;111;374;223
687;K Financiële dienstverlening;1998 1e kwartaal;2695.0;2651.0;2124.0;2095.0;571.0;556.0;11.53;9.08;263;146;117;105;234
688;K Financiële dienstverlening;1998 2e kwartaal;3094.0;2687.0;2439.0;2122.0;655.0;564.0;13.06;10.3;266;148;118;97;237
689;K Financiële dienstverlening;1998 3e kwartaal;2390.0;2771.0;1893.0;2185.0;497.0;587.0;10.1;8.0;266;148;118;86;237
690;K Financiële dienstverlening;1998 4e kwartaal;2784.0;2854.0;2185.0;2239.0;599.0;615.0;11.78;9.24;266;148;118;108;236
691;K Financiële dienstverlening;1998;10963.0;;8641.0;;2322.0;;46.47;36.63;265;147;118;395;236
692;K Financiële dienstverlening;1999 1e kwartaal;2987.0;2925.0;2372.0;2326.0;615.0;599.0;12.26;9.74;275;152;124;108;244
693;K Financiële dienstverlening;1999 2e kwartaal;3465.0;2992.0;2758.0;2384.0;706.0;608.0;14.0;11.14;280;154;126;100;248
694;K Financiële dienstverlening;1999 3e kwartaal;2644.0;3083.0;2095.0;2433.0;549.0;650.0;10.77;8.53;278;153;125;88;246
695;K Financiële dienstverlening;1999 4e kwartaal;3067.0;3164.0;2429.0;2511.0;639.0;653.0;12.62;9.99;275;151;124;114;243
696;K Financiële dienstverlening;1999;12163.0;;9654.0;;2509.0;;49.65;39.41;277;153;124;410;245
697;K Financiële dienstverlening;2000 1e kwartaal;3333.0;3248.0;2664.0;2595.0;669.0;653.0;13.3;10.63;285;156;129;115;251
698;K Financiële dienstverlening;2000 2e kwartaal;3858.0;3327.0;3094.0;2672.0;764.0;655.0;15.12;12.13;290;159;131;105;255
699;K Financiële dienstverlening;2000 3e kwartaal;2841.0;3336.0;2276.0;2663.0;565.0;673.0;11.25;9.01;287;157;130;89;253
700;K Financiële dienstverlening;2000 4e kwartaal;3257.0;3378.0;2600.0;2705.0;656.0;673.0;13.02;10.39;284;156;129;112;250
701;K Financiële dienstverlening;2000;13289.0;;10635.0;;2654.0;;52.71;42.18;287;157;130;420;252
702;K Financiële dienstverlening;2001 1e kwartaal;3568.0;3451.0;2837.0;2741.0;731.0;710.0;14.15;11.25;291;160;132;114;252
703;K Financiële dienstverlening;2001 2e kwartaal;4125.0;3566.0;3309.0;2867.0;815.0;699.0;16.19;12.99;294;161;133;104;255
704;K Financiële dienstverlening;2001 3e kwartaal;3049.0;3591.0;2455.0;2876.0;594.0;714.0;12.02;9.68;293;160;132;91;254
705;K Financiële dienstverlening;2001 4e kwartaal;3474.0;3608.0;2780.0;2897.0;694.0;711.0;13.82;11.06;289;159;130;113;251
706;K Financiële dienstverlening;2001;14215.0;;11381.0;;2834.0;;56.18;44.98;292;160;132;421;253
707;K Financiële dienstverlening;2002 1e kwartaal;4049.0;3889.0;3107.0;2979.0;943.0;910.0;16.13;12.38;288;159;129;111;251
708;K Financiële dienstverlening;2002 2e kwartaal;4359.0;3802.0;3352.0;2934.0;1007.0;868.0;17.35;13.34;288;160;129;102;251
709;K Financiële dienstverlening;2002 3e kwartaal;3262.0;3833.0;2526.0;2952.0;736.0;881.0;13.13;10.17;285;158;127;91;249
710;K Financiële dienstverlening;2002 4e kwartaal;3736.0;3883.0;2880.0;3000.0;857.0;883.0;15.09;11.63;283;158;126;111;248
711;K Financiële dienstverlening;2002;15407.0;;11865.0;;3542.0;;61.72;47.53;286;158;127;415;250
712;K Financiële dienstverlening;2003 1e kwartaal;4133.0;3958.0;3165.0;3031.0;968.0;928.0;16.94;12.97;281;156;125;109;244
713;K Financiële dienstverlening;2003 2e kwartaal;4439.0;3905.0;3400.0;3000.0;1038.0;905.0;18.16;13.91;282;156;125;98;244
714;K Financiële dienstverlening;2003 3e kwartaal;3347.0;3908.0;2577.0;2992.0;770.0;916.0;13.77;10.6;280;155;124;89;243
715;K Financiële dienstverlening;2003 4e kwartaal;3836.0;3983.0;2930.0;3049.0;906.0;934.0;15.81;12.08;279;155;124;109;243
716;K Financiële dienstverlening;2003;15754.0;;12071.0;;3683.0;;64.69;49.57;280;156;125;407;244
717;K Financiële dienstverlening;2004 1e kwartaal;4158.0;3991.0;3164.0;3039.0;994.0;952.0;17.45;13.28;274;152;123;107;238
