ID;BedrijfstakkenBranchesSBI2008;RegioS;Perioden;BedrijfsbestelautoS_1;KilometersBedrijfsbestelautoS_2;GemiddeldJaarkilometrage_3
809;R-U Cultuur, recreatie, overige diensten;Groningen (PV);2010;1151.0;19.2;16689.0
810;R-U Cultuur, recreatie, overige diensten;Groningen (PV);2011;1146.0;20.9;18208.0
811;R-U Cultuur, recreatie, overige diensten;Groningen (PV);2012;1125.0;19.3;17191.0
812;R-U Cultuur, recreatie, overige diensten;Groningen (PV);2013;1121.0;19.2;17120.0
813;R-U Cultuur, recreatie, overige diensten;Groningen (PV);2014;1110.0;19.4;17461.0
814;R-U Cultuur, recreatie, overige diensten;Groningen (PV);2015;1188.0;20.7;17411.0
815;R-U Cultuur, recreatie, overige diensten;Groningen (PV);2016;1204.0;21.7;18035.0
816;R-U Cultuur, recreatie, overige diensten;Friesland (PV);2009;1186.0;23.7;19994.0
817;R-U Cultuur, recreatie, overige diensten;Friesland (PV);2010;1287.0;26.4;20510.0
818;R-U Cultuur, recreatie, overige diensten;Friesland (PV);2011;1295.0;22.1;17090.0
819;R-U Cultuur, recreatie, overige diensten;Friesland (PV);2012;1279.0;22.9;17911.0
820;R-U Cultuur, recreatie, overige diensten;Friesland (PV);2013;1317.0;22.7;17254.0
821;R-U Cultuur, recreatie, overige diensten;Friesland (PV);2014;1309.0;23.2;17709.0
822;R-U Cultuur, recreatie, overige diensten;Friesland (PV);2015;1313.0;23.4;17843.0
823;R-U Cultuur, recreatie, overige diensten;Friesland (PV);2016;1478.0;26.2;17713.0
824;R-U Cultuur, recreatie, overige diensten;Drenthe (PV);2009;879.0;16.2;18398.0
825;R-U Cultuur, recreatie, overige diensten;Drenthe (PV);2010;907.0;15.9;17485.0
826;R-U Cultuur, recreatie, overige diensten;Drenthe (PV);2011;916.0;15.1;16488.0
827;R-U Cultuur, recreatie, overige diensten;Drenthe (PV);2012;955.0;17.0;17840.0
828;R-U Cultuur, recreatie, overige diensten;Drenthe (PV);2013;993.0;16.8;16873.0
829;R-U Cultuur, recreatie, overige diensten;Drenthe (PV);2014;975.0;16.8;17218.0
830;R-U Cultuur, recreatie, overige diensten;Drenthe (PV);2015;1033.0;18.0;17402.0
831;R-U Cultuur, recreatie, overige diensten;Drenthe (PV);2016;1122.0;19.5;17412.0
832;R-U Cultuur, recreatie, overige diensten;Overijssel (PV);2009;1712.0;33.4;19494.0
833;R-U Cultuur, recreatie, overige diensten;Overijssel (PV);2010;1834.0;32.8;17901.0
834;R-U Cultuur, recreatie, overige diensten;Overijssel (PV);2011;1771.0;36.9;20817.0
835;R-U Cultuur, recreatie, overige diensten;Overijssel (PV);2012;1762.0;30.4;17239.0
836;R-U Cultuur, recreatie, overige diensten;Overijssel (PV);2013;1701.0;28.9;17000.0
837;R-U Cultuur, recreatie, overige diensten;Overijssel (PV);2014;1771.0;31.1;17581.0
838;R-U Cultuur, recreatie, overige diensten;Overijssel (PV);2015;2311.0;42.9;18573.0
839;R-U Cultuur, recreatie, overige diensten;Overijssel (PV);2016;2271.0;43.0;18915.0
840;R-U Cultuur, recreatie, overige diensten;Flevoland (PV);2009;510.0;10.2;20090.0
841;R-U Cultuur, recreatie, overige diensten;Flevoland (PV);2010;560.0;10.9;19461.0
842;R-U Cultuur, recreatie, overige diensten;Flevoland (PV);2011;548.0;9.7;17736.0
843;R-U Cultuur, recreatie, overige diensten;Flevoland (PV);2012;543.0;9.9;18240.0
844;R-U Cultuur, recreatie, overige diensten;Flevoland (PV);2013;530.0;9.7;18341.0
845;R-U Cultuur, recreatie, overige diensten;Flevoland (PV);2014;555.0;10.7;19243.0
846;R-U Cultuur, recreatie, overige diensten;Flevoland (PV);2015;589.0;11.4;19307.0
847;R-U Cultuur, recreatie, overige diensten;Flevoland (PV);2016;611.0;11.5;18896.0
848;R-U Cultuur, recreatie, overige diensten;Gelderland (PV);2009;3464.0;70.4;20321.0
849;R-U Cultuur, recreatie, overige diensten;Gelderland (PV);2010;3655.0;70.0;19146.0
850;R-U Cultuur, recreatie, overige diensten;Gelderland (PV);2011;3617.0;67.6;18695.0
851;R-U Cultuur, recreatie, overige diensten;Gelderland (PV);2012;3678.0;66.0;17933.0
852;R-U Cultuur, recreatie, overige diensten;Gelderland (PV);2013;3614.0;65.8;18207.0
853;R-U Cultuur, recreatie, overige diensten;Gelderland (PV);2014;3549.0;62.5;17608.0
854;R-U Cultuur, recreatie, overige diensten;Gelderland (PV);2015;3766.0;69.3;18395.0
855;R-U Cultuur, recreatie, overige diensten;Gelderland (PV);2016;3896.0;73.3;18806.0
856;R-U Cultuur, recreatie, overige diensten;Utrecht (PV);2009;1765.0;34.1;19338.0
857;R-U Cultuur, recreatie, overige diensten;Utrecht (PV);2010;1824.0;35.6;19495.0
858;R-U Cultuur, recreatie, overige diensten;Utrecht (PV);2011;1858.0;35.3;19018.0
859;R-U Cultuur, recreatie, overige diensten;Utrecht (PV);2012;1783.0;31.4;17616.0
860;R-U Cultuur, recreatie, overige diensten;Utrecht (PV);2013;1833.0;31.7;17275.0
861;R-U Cultuur, recreatie, overige diensten;Utrecht (PV);2014;1967.0;33.8;17192.0
862;R-U Cultuur, recreatie, overige diensten;Utrecht (PV);2015;2024.0;34.8;17216.0
863;R-U Cultuur, recreatie, overige diensten;Utrecht (PV);2016;2133.0;38.1;17863.0
864;R-U Cultuur, recreatie, overige diensten;Noord-Holland (PV);2009;4280.0;75.2;17577.0
865;R-U Cultuur, recreatie, overige diensten;Noord-Holland (PV);2010;4808.0;88.6;18423.0
866;R-U Cultuur, recreatie, overige diensten;Noord-Holland (PV);2011;4672.0;81.9;17540.0
867;R-U Cultuur, recreatie, overige diensten;Noord-Holland (PV);2012;4607.0;78.5;17031.0
868;R-U Cultuur, recreatie, overige diensten;Noord-Holland (PV);2013;4558.0;76.7;16829.0
869;R-U Cultuur, recreatie, overige diensten;Noord-Holland (PV);2014;4535.0;78.5;17316.0
870;R-U Cultuur, recreatie, overige diensten;Noord-Holland (PV);2015;4594.0;79.6;17331.0
871;R-U Cultuur, recreatie, overige diensten;Noord-Holland (PV);2016;4737.0;81.3;17172.0
872;R-U Cultuur, recreatie, overige diensten;Zuid-Holland (PV);2009;5402.0;105.1;19457.0
873;R-U Cultuur, recreatie, overige diensten;Zuid-Holland (PV);2010;5713.0;112.0;19604.0
874;R-U Cultuur, recreatie, overige diensten;Zuid-Holland (PV);2011;5689.0;106.7;18754.0
875;R-U Cultuur, recreatie, overige diensten;Zuid-Holland (PV);2012;5588.0;105.5;18885.0
876;R-U Cultuur, recreatie, overige diensten;Zuid-Holland (PV);2013;5570.0;105.6;18960.0
877;R-U Cultuur, recreatie, overige diensten;Zuid-Holland (PV);2014;5710.0;108.1;18934.0
878;R-U Cultuur, recreatie, overige diensten;Zuid-Holland (PV);2015;5485.0;104.5;19055.0
879;R-U Cultuur, recreatie, overige diensten;Zuid-Holland (PV);2016;4857.0;85.8;17664.0
880;R-U Cultuur, recreatie, overige diensten;Zeeland (PV);2009;667.0;11.8;17666.0
881;R-U Cultuur, recreatie, overige diensten;Zeeland (PV);2010;737.0;11.7;15889.0
882;R-U Cultuur, recreatie, overige diensten;Zeeland (PV);2011;730.0;11.8;16100.0
883;R-U Cultuur, recreatie, overige diensten;Zeeland (PV);2012;728.0;11.3;15521.0
884;R-U Cultuur, recreatie, overige diensten;Zeeland (PV);2013;744.0;12.0;16126.0
885;R-U Cultuur, recreatie, overige diensten;Zeeland (PV);2014;723.0;11.4;15744.0
886;R-U Cultuur, recreatie, overige diensten;Zeeland (PV);2015;678.0;11.0;16234.0
887;R-U Cultuur, recreatie, overige diensten;Zeeland (PV);2016;712.0;11.7;16415.0
888;R-U Cultuur, recreatie, overige diensten;Noord-Brabant (PV);2009;4317.0;75.2;17430.0
889;R-U Cultuur, recreatie, overige diensten;Noord-Brabant (PV);2010;4650.0;84.6;18191.0
890;R-U Cultuur, recreatie, overige diensten;Noord-Brabant (PV);2011;4543.0;77.8;17127.0
891;R-U Cultuur, recreatie, overige diensten;Noord-Brabant (PV);2012;4522.0;78.2;17286.0
892;R-U Cultuur, recreatie, overige diensten;Noord-Brabant (PV);2013;4580.0;78.6;17167.0
893;R-U Cultuur, recreatie, overige diensten;Noord-Brabant (PV);2014;4638.0;80.2;17296.0
894;R-U Cultuur, recreatie, overige diensten;Noord-Brabant (PV);2015;4639.0;80.1;17277.0
895;R-U Cultuur, recreatie, overige diensten;Noord-Brabant (PV);2016;4806.0;84.5;17574.0
896;R-U Cultuur, recreatie, overige diensten;Limburg (PV);2009;1909.0;33.4;17498.0
897;R-U Cultuur, recreatie, overige diensten;Limburg (PV);2010;1997.0;36.5;18272.0
898;R-U Cultuur, recreatie, overige diensten;Limburg (PV);2011;2100.0;35.7;16985.0
899;R-U Cultuur, recreatie, overige diensten;Limburg (PV);2012;2109.0;36.7;17398.0
900;R-U Cultuur, recreatie, overige diensten;Limburg (PV);2013;2068.0;34.7;16785.0
901;R-U Cultuur, recreatie, overige diensten;Limburg (PV);2014;2126.0;35.8;16816.0
902;R-U Cultuur, recreatie, overige diensten;Limburg (PV);2015;2069.0;33.5;16197.0
903;R-U Cultuur, recreatie, overige diensten;Limburg (PV);2016;2104.0;34.7;16496.0
904;R-U Cultuur, recreatie, overige diensten;Niet in te delen (PV);2009;0.0;0.0;0.0
905;R-U Cultuur, recreatie, overige diensten;Niet in te delen (PV);2010;0.0;0.0;0.0
906;R-U Cultuur, recreatie, overige diensten;Niet in te delen (PV);2011;0.0;0.0;0.0
907;R-U Cultuur, recreatie, overige diensten;Niet in te delen (PV);2012;0.0;0.0;0.0
908;R-U Cultuur, recreatie, overige diensten;Niet in te delen (PV);2013;0.0;0.0;0.0
909;R-U Cultuur, recreatie, overige diensten;Niet in te delen (PV);2014;0.0;0.0;0.0
910;R-U Cultuur, recreatie, overige diensten;Niet in te delen (PV);2015;0.0;0.0;0.0
911;R-U Cultuur, recreatie, overige diensten;Niet in te delen (PV);2016;0.0;0.0;0.0
912;A Landbouw, bosbouw en visserij;Nederland;2009;45040.0;631.7;14025.0
913;A Landbouw, bosbouw en visserij;Nederland;2010;45862.0;643.6;14033.0
914;A Landbouw, bosbouw en visserij;Nederland;2011;46438.0;653.2;14066.0
915;A Landbouw, bosbouw en visserij;Nederland;2012;46402.0;643.5;13868.0
916;A Landbouw, bosbouw en visserij;Nederland;2013;46662.0;645.7;13838.0
917;A Landbouw, bosbouw en visserij;Nederland;2014;47436.0;659.6;13906.0
918;A Landbouw, bosbouw en visserij;Nederland;2015;49086.0;682.7;13909.0
919;A Landbouw, bosbouw en visserij;Nederland;2016;50899.0;708.8;13926.0
920;A Landbouw, bosbouw en visserij;Noord-Nederland (LD);2009;7204.0;106.0;14719.0
921;A Landbouw, bosbouw en visserij;Noord-Nederland (LD);2010;7422.0;102.5;13811.0
922;A Landbouw, bosbouw en visserij;Noord-Nederland (LD);2011;7706.0;116.8;15157.0
923;A Landbouw, bosbouw en visserij;Noord-Nederland (LD);2012;7709.0;112.8;14627.0
924;A Landbouw, bosbouw en visserij;Noord-Nederland (LD);2013;7818.0;114.7;14671.0
925;A Landbouw, bosbouw en visserij;Noord-Nederland (LD);2014;8148.0;118.5;14547.0
926;A Landbouw, bosbouw en visserij;Noord-Nederland (LD);2015;8831.0;128.4;14541.0
927;A Landbouw, bosbouw en visserij;Noord-Nederland (LD);2016;9221.0;134.3;14566.0
928;A Landbouw, bosbouw en visserij;Oost-Nederland (LD);2009;11230.0;167.5;14913.0
929;A Landbouw, bosbouw en visserij;Oost-Nederland (LD);2010;11654.0;184.7;15850.0
930;A Landbouw, bosbouw en visserij;Oost-Nederland (LD);2011;11834.0;172.7;14591.0
931;A Landbouw, bosbouw en visserij;Oost-Nederland (LD);2012;11954.0;176.9;14801.0
932;A Landbouw, bosbouw en visserij;Oost-Nederland (LD);2013;12079.0;178.7;14791.0
933;A Landbouw, bosbouw en visserij;Oost-Nederland (LD);2014;12457.0;184.6;14823.0
934;A Landbouw, bosbouw en visserij;Oost-Nederland (LD);2015;13062.0;195.7;14979.0
935;A Landbouw, bosbouw en visserij;Oost-Nederland (LD);2016;13680.0;204.0;14915.0
936;A Landbouw, bosbouw en visserij;West-Nederland (LD);2009;16085.0;218.5;13583.0
937;A Landbouw, bosbouw en visserij;West-Nederland (LD);2010;16099.0;217.6;13515.0
938;A Landbouw, bosbouw en visserij;West-Nederland (LD);2011;16048.0;220.5;13738.0
939;A Landbouw, bosbouw en visserij;West-Nederland (LD);2012;15919.0;215.3;13524.0
940;A Landbouw, bosbouw en visserij;West-Nederland (LD);2013;15937.0;214.0;13430.0
941;A Landbouw, bosbouw en visserij;West-Nederland (LD);2014;15827.0;213.1;13466.0
942;A Landbouw, bosbouw en visserij;West-Nederland (LD);2015;16016.0;214.8;13413.0
943;A Landbouw, bosbouw en visserij;West-Nederland (LD);2016;16570.0;222.2;13412.0
944;A Landbouw, bosbouw en visserij;Zuid-Nederland (LD);2009;10521.0;139.7;13279.0
945;A Landbouw, bosbouw en visserij;Zuid-Nederland (LD);2010;10687.0;138.8;12984.0
946;A Landbouw, bosbouw en visserij;Zuid-Nederland (LD);2011;10850.0;143.3;13205.0
947;A Landbouw, bosbouw en visserij;Zuid-Nederland (LD);2012;10820.0;138.5;12802.0
948;A Landbouw, bosbouw en visserij;Zuid-Nederland (LD);2013;10828.0;138.3;12776.0
949;A Landbouw, bosbouw en visserij;Zuid-Nederland (LD);2014;11004.0;143.4;13028.0
950;A Landbouw, bosbouw en visserij;Zuid-Nederland (LD);2015;11177.0;143.8;12869.0
951;A Landbouw, bosbouw en visserij;Zuid-Nederland (LD);2016;11428.0;148.2;12969.0
952;A Landbouw, bosbouw en visserij;Niet in te delen (LD);2009;0.0;0.0;0.0
953;A Landbouw, bosbouw en visserij;Niet in te delen (LD);2010;0.0;0.0;0.0
954;A Landbouw, bosbouw en visserij;Niet in te delen (LD);2011;0.0;0.0;0.0
955;A Landbouw, bosbouw en visserij;Niet in te delen (LD);2012;0.0;0.0;0.0
956;A Landbouw, bosbouw en visserij;Niet in te delen (LD);2013;0.0;0.0;0.0
957;A Landbouw, bosbouw en visserij;Niet in te delen (LD);2014;0.0;0.0;0.0
958;A Landbouw, bosbouw en visserij;Niet in te delen (LD);2015;0.0;0.0;0.0
959;A Landbouw, bosbouw en visserij;Niet in te delen (LD);2016;0.0;0.0;0.0
960;A Landbouw, bosbouw en visserij;Groningen (PV);2009;2055.0;32.9;16000.0
961;A Landbouw, bosbouw en visserij;Groningen (PV);2010;2129.0;32.0;15017.0
962;A Landbouw, bosbouw en visserij;Groningen (PV);2011;2177.0;41.4;19029.0
963;A Landbouw, bosbouw en visserij;Groningen (PV);2012;2175.0;31.4;14434.0
964;A Landbouw, bosbouw en visserij;Groningen (PV);2013;2190.0;31.8;14526.0
965;A Landbouw, bosbouw en visserij;Groningen (PV);2014;2251.0;32.8;14563.0
966;A Landbouw, bosbouw en visserij;Groningen (PV);2015;2469.0;35.3;14310.0
967;A Landbouw, bosbouw en visserij;Groningen (PV);2016;2527.0;36.6;14498.0
968;A Landbouw, bosbouw en visserij;Friesland (PV);2009;2928.0;41.3;14113.0
969;A Landbouw, bosbouw en visserij;Friesland (PV);2010;3000.0;40.4;13474.0
970;A Landbouw, bosbouw en visserij;Friesland (PV);2011;3141.0;43.0;13676.0
971;A Landbouw, bosbouw en visserij;Friesland (PV);2012;3141.0;46.4;14777.0
972;A Landbouw, bosbouw en visserij;Friesland (PV);2013;3215.0;47.8;14860.0
973;A Landbouw, bosbouw en visserij;Friesland (PV);2014;3443.0;50.1;14559.0
974;A Landbouw, bosbouw en visserij;Friesland (PV);2015;3698.0;54.0;14612.0
975;A Landbouw, bosbouw en visserij;Friesland (PV);2016;3921.0;57.0;14526.0
976;A Landbouw, bosbouw en visserij;Drenthe (PV);2009;2221.0;32.0;14399.0
977;A Landbouw, bosbouw en visserij;Drenthe (PV);2010;2293.0;30.2;13185.0
978;A Landbouw, bosbouw en visserij;Drenthe (PV);2011;2388.0;31.4;13133.0
979;A Landbouw, bosbouw en visserij;Drenthe (PV);2012;2393.0;35.0;14609.0
980;A Landbouw, bosbouw en visserij;Drenthe (PV);2013;2413.0;35.1;14556.0
981;A Landbouw, bosbouw en visserij;Drenthe (PV);2014;2454.0;35.6;14518.0
982;A Landbouw, bosbouw en visserij;Drenthe (PV);2015;2664.0;39.1;14659.0
983;A Landbouw, bosbouw en visserij;Drenthe (PV);2016;2773.0;40.7;14686.0
984;A Landbouw, bosbouw en visserij;Overijssel (PV);2009;3548.0;53.4;15037.0
985;A Landbouw, bosbouw en visserij;Overijssel (PV);2010;3696.0;55.8;15107.0
986;A Landbouw, bosbouw en visserij;Overijssel (PV);2011;3740.0;54.6;14609.0
987;A Landbouw, bosbouw en visserij;Overijssel (PV);2012;3774.0;52.6;13951.0
988;A Landbouw, bosbouw en visserij;Overijssel (PV);2013;3823.0;53.9;14092.0
989;A Landbouw, bosbouw en visserij;Overijssel (PV);2014;3942.0;54.3;13775.0
990;A Landbouw, bosbouw en visserij;Overijssel (PV);2015;4226.0;59.8;14158.0
991;A Landbouw, bosbouw en visserij;Overijssel (PV);2016;4411.0;62.0;14062.0
992;A Landbouw, bosbouw en visserij;Flevoland (PV);2009;1601.0;23.8;14894.0
993;A Landbouw, bosbouw en visserij;Flevoland (PV);2010;1615.0;24.2;14957.0
994;A Landbouw, bosbouw en visserij;Flevoland (PV);2011;1671.0;23.9;14311.0
995;A Landbouw, bosbouw en visserij;Flevoland (PV);2012;1666.0;25.5;15322.0
996;A Landbouw, bosbouw en visserij;Flevoland (PV);2013;1639.0;24.5;14943.0
997;A Landbouw, bosbouw en visserij;Flevoland (PV);2014;1698.0;25.0;14743.0
998;A Landbouw, bosbouw en visserij;Flevoland (PV);2015;1764.0;26.2;14837.0
999;A Landbouw, bosbouw en visserij;Flevoland (PV);2016;1804.0;26.7;14792.0
1000;A Landbouw, bosbouw en visserij;Gelderland (PV);2009;6081.0;90.3;14855.0
1001;A Landbouw, bosbouw en visserij;Gelderland (PV);2010;6343.0;104.6;16483.0
1002;A Landbouw, bosbouw en visserij;Gelderland (PV);2011;6423.0;94.4;14699.0
1003;A Landbouw, bosbouw en visserij;Gelderland (PV);2012;6514.0;98.8;15162.0
1004;A Landbouw, bosbouw en visserij;Gelderland (PV);2013;6617.0;100.3;15159.0
1005;A Landbouw, bosbouw en visserij;Gelderland (PV);2014;6817.0;105.3;15446.0
1006;A Landbouw, bosbouw en visserij;Gelderland (PV);2015;7072.0;109.6;15502.0
1007;A Landbouw, bosbouw en visserij;Gelderland (PV);2016;7465.0;115.3;15449.0
1008;A Landbouw, bosbouw en visserij;Utrecht (PV);2009;1690.0;25.3;14967.0
1009;A Landbouw, bosbouw en visserij;Utrecht (PV);2010;1729.0;24.9;14403.0
1010;A Landbouw, bosbouw en visserij;Utrecht (PV);2011;1677.0;23.9;14258.0
1011;A Landbouw, bosbouw en visserij;Utrecht (PV);2012;1696.0;25.6;15073.0
1012;A Landbouw, bosbouw en visserij;Utrecht (PV);2013;1660.0;24.4;14719.0
1013;A Landbouw, bosbouw en visserij;Utrecht (PV);2014;1721.0;26.1;15168.0
1014;A Landbouw, bosbouw en visserij;Utrecht (PV);2015;1753.0;26.3;14987.0
1015;A Landbouw, bosbouw en visserij;Utrecht (PV);2016;1829.0;26.8;14640.0
1016;A Landbouw, bosbouw en visserij;Noord-Holland (PV);2009;4761.0;67.5;14187.0
1017;A Landbouw, bosbouw en visserij;Noord-Holland (PV);2010;4752.0;65.7;13827.0
1018;A Landbouw, bosbouw en visserij;Noord-Holland (PV);2011;4779.0;69.2;14487.0
1019;A Landbouw, bosbouw en visserij;Noord-Holland (PV);2012;4699.0;64.2;13655.0
1020;A Landbouw, bosbouw en visserij;Noord-Holland (PV);2013;4689.0;64.5;13754.0
1021;A Landbouw, bosbouw en visserij;Noord-Holland (PV);2014;4663.0;63.3;13582.0
1022;A Landbouw, bosbouw en visserij;Noord-Holland (PV);2015;4795.0;64.4;13426.0
1023;A Landbouw, bosbouw en visserij;Noord-Holland (PV);2016;4978.0;66.5;13367.0
1024;A Landbouw, bosbouw en visserij;Zuid-Holland (PV);2009;7650.0;98.5;12872.0
1025;A Landbouw, bosbouw en visserij;Zuid-Holland (PV);2010;7575.0;98.2;12961.0
1026;A Landbouw, bosbouw en visserij;Zuid-Holland (PV);2011;7471.0;100.6;13470.0
1027;A Landbouw, bosbouw en visserij;Zuid-Holland (PV);2012;7405.0;97.6;13184.0
1028;A Landbouw, bosbouw en visserij;Zuid-Holland (PV);2013;7423.0;96.7;13022.0
1029;A Landbouw, bosbouw en visserij;Zuid-Holland (PV);2014;7269.0;95.4;13125.0
1030;A Landbouw, bosbouw en visserij;Zuid-Holland (PV);2015;7250.0;96.2;13264.0
1031;A Landbouw, bosbouw en visserij;Zuid-Holland (PV);2016;7424.0;99.3;13373.0
1032;A Landbouw, bosbouw en visserij;Zeeland (PV);2009;1984.0;26.9;13541.0
1033;A Landbouw, bosbouw en visserij;Zeeland (PV);2010;2043.0;28.6;14004.0
1034;A Landbouw, bosbouw en visserij;Zeeland (PV);2011;2121.0;27.2;12836.0
1035;A Landbouw, bosbouw en visserij;Zeeland (PV);2012;2119.0;27.9;13167.0
1036;A Landbouw, bosbouw en visserij;Zeeland (PV);2013;2165.0;28.4;13129.0
1037;A Landbouw, bosbouw en visserij;Zeeland (PV);2014;2174.0;28.3;13009.0
1038;A Landbouw, bosbouw en visserij;Zeeland (PV);2015;2218.0;28.0;12630.0
1039;A Landbouw, bosbouw en visserij;Zeeland (PV);2016;2339.0;29.6;12665.0
1040;A Landbouw, bosbouw en visserij;Noord-Brabant (PV);2009;7282.0;100.5;13797.0
1041;A Landbouw, bosbouw en visserij;Noord-Brabant (PV);2010;7377.0;100.0;13555.0
1042;A Landbouw, bosbouw en visserij;Noord-Brabant (PV);2011;7460.0;99.7;13361.0
1043;A Landbouw, bosbouw en visserij;Noord-Brabant (PV);2012;7449.0;97.4;13075.0
1044;A Landbouw, bosbouw en visserij;Noord-Brabant (PV);2013;7486.0;97.2;12985.0
1045;A Landbouw, bosbouw en visserij;Noord-Brabant (PV);2014;7669.0;101.9;13287.0
1046;A Landbouw, bosbouw en visserij;Noord-Brabant (PV);2015;7817.0;102.7;13143.0
1047;A Landbouw, bosbouw en visserij;Noord-Brabant (PV);2016;7959.0;105.0;13196.0
1048;A Landbouw, bosbouw en visserij;Limburg (PV);2009;3239.0;39.3;12145.0
1049;A Landbouw, bosbouw en visserij;Limburg (PV);2010;3310.0;39.0;11784.0
1050;A Landbouw, bosbouw en visserij;Limburg (PV);2011;3390.0;43.8;12927.0
1051;A Landbouw, bosbouw en visserij;Limburg (PV);2012;3371.0;41.1;12200.0
1052;A Landbouw, bosbouw en visserij;Limburg (PV);2013;3342.0;41.1;12307.0
1053;A Landbouw, bosbouw en visserij;Limburg (PV);2014;3335.0;41.5;12434.0
1054;A Landbouw, bosbouw en visserij;Limburg (PV);2015;3360.0;41.1;12236.0
1055;A Landbouw, bosbouw en visserij;Limburg (PV);2016;3469.0;43.2;12450.0
1056;A Landbouw, bosbouw en visserij;Niet in te delen (PV);2009;0.0;0.0;0.0
1057;A Landbouw, bosbouw en visserij;Niet in te delen (PV);2010;0.0;0.0;0.0
1058;A Landbouw, bosbouw en visserij;Niet in te delen (PV);2011;0.0;0.0;0.0
1059;A Landbouw, bosbouw en visserij;Niet in te delen (PV);2012;0.0;0.0;0.0
1060;A Landbouw, bosbouw en visserij;Niet in te delen (PV);2013;0.0;0.0;0.0
1061;A Landbouw, bosbouw en visserij;Niet in te delen (PV);2014;0.0;0.0;0.0
1062;A Landbouw, bosbouw en visserij;Niet in te delen (PV);2015;0.0;0.0;0.0
1063;A Landbouw, bosbouw en visserij;Niet in te delen (PV);2016;0.0;0.0;0.0
1064;B Delfstoffenwinning;Nederland;2009;253.0;5.6;22094.0
1065;B Delfstoffenwinning;Nederland;2010;244.0;5.2;21228.0
1066;B Delfstoffenwinning;Nederland;2011;434.0;8.5;19644.0
1067;B Delfstoffenwinning;Nederland;2012;238.0;4.6;19448.0
1068;B Delfstoffenwinning;Nederland;2013;276.0;5.5;19971.0
1069;B Delfstoffenwinning;Nederland;2014;335.0;6.4;19146.0
1070;B Delfstoffenwinning;Nederland;2015;288.0;5.3;18237.0
1071;B Delfstoffenwinning;Nederland;2016;330.0;6.8;20752.0
1072;B Delfstoffenwinning;Noord-Nederland (LD);2009;;;
1073;B Delfstoffenwinning;Noord-Nederland (LD);2010;46.0;;
1074;B Delfstoffenwinning;Noord-Nederland (LD);2011;57.0;;
1075;B Delfstoffenwinning;Noord-Nederland (LD);2012;60.0;1.3;22463.0
1076;B Delfstoffenwinning;Noord-Nederland (LD);2013;;;
1077;B Delfstoffenwinning;Noord-Nederland (LD);2014;95.0;1.8;18813.0
1078;B Delfstoffenwinning;Noord-Nederland (LD);2015;82.0;1.7;20301.0
1079;B Delfstoffenwinning;Noord-Nederland (LD);2016;84.0;1.9;22216.0
1080;B Delfstoffenwinning;Oost-Nederland (LD);2009;;;
1081;B Delfstoffenwinning;Oost-Nederland (LD);2010;57.0;;
1082;B Delfstoffenwinning;Oost-Nederland (LD);2011;;;
1083;B Delfstoffenwinning;Oost-Nederland (LD);2012;52.0;1.1;20611.0
1084;B Delfstoffenwinning;Oost-Nederland (LD);2013;71.0;1.6;22669.0
1085;B Delfstoffenwinning;Oost-Nederland (LD);2014;83.0;1.8;21156.0
1086;B Delfstoffenwinning;Oost-Nederland (LD);2015;54.0;1.1;21108.0
1087;B Delfstoffenwinning;Oost-Nederland (LD);2016;;;
1088;B Delfstoffenwinning;West-Nederland (LD);2009;57.0;;
1089;B Delfstoffenwinning;West-Nederland (LD);2010;55.0;;
1090;B Delfstoffenwinning;West-Nederland (LD);2011;146.0;;
1091;B Delfstoffenwinning;West-Nederland (LD);2012;73.0;1.4;19555.0
1092;B Delfstoffenwinning;West-Nederland (LD);2013;;;
1093;B Delfstoffenwinning;West-Nederland (LD);2014;89.0;2.0;22651.0
1094;B Delfstoffenwinning;West-Nederland (LD);2015;78.0;1.4;18203.0
1095;B Delfstoffenwinning;West-Nederland (LD);2016;;;
1096;B Delfstoffenwinning;Zuid-Nederland (LD);2009;85.0;;
1097;B Delfstoffenwinning;Zuid-Nederland (LD);2010;86.0;;
1098;B Delfstoffenwinning;Zuid-Nederland (LD);2011;;;
1099;B Delfstoffenwinning;Zuid-Nederland (LD);2012;53.0;0.8;14746.0
1100;B Delfstoffenwinning;Zuid-Nederland (LD);2013;67.0;0.8;12083.0
1101;B Delfstoffenwinning;Zuid-Nederland (LD);2014;68.0;0.9;12569.0
1102;B Delfstoffenwinning;Zuid-Nederland (LD);2015;74.0;1.0;13893.0
1103;B Delfstoffenwinning;Zuid-Nederland (LD);2016;82.0;1.0;11829.0
1104;B Delfstoffenwinning;Niet in te delen (LD);2009;0.0;0.0;0.0
1105;B Delfstoffenwinning;Niet in te delen (LD);2010;0.0;0.0;0.0
1106;B Delfstoffenwinning;Niet in te delen (LD);2011;0.0;0.0;0.0
1107;B Delfstoffenwinning;Niet in te delen (LD);2012;0.0;0.0;0.0
1108;B Delfstoffenwinning;Niet in te delen (LD);2013;0.0;0.0;0.0
1109;B Delfstoffenwinning;Niet in te delen (LD);2014;0.0;0.0;0.0
1110;B Delfstoffenwinning;Niet in te delen (LD);2015;0.0;0.0;0.0
1111;B Delfstoffenwinning;Niet in te delen (LD);2016;0.0;0.0;0.0
1112;B Delfstoffenwinning;Groningen (PV);2009;;;
1113;B Delfstoffenwinning;Groningen (PV);2010;;;
1114;B Delfstoffenwinning;Groningen (PV);2011;6.0;;
