ID;ForecastInterval;Periods;TotalPopulation_1;k_0To20Years_2;k_20To65Years_3;k_65YearsAndOlder_4;k_0To20Years_5;k_20To65Years_6;k_65YearsAndOlder_7;TotalPressure_8;GreenPressure_9;GreyPressure_10;LiveBirths_11;TotalFertilityRate_12;Deaths_13;Total_14;Men_15;Women_16;Total_17;Men_18;Women_19;Immigration_20;EmigrationInclNetAdmCorr_21;NetMigrationInclNetAdmCorr_22
11;Forecast;2023;17294382.0;3718997.0;9951646.0;3623737.0;21.5;57.5;21.0;73.8;37.4;36.4;187657.0;1.75;158965.0;82.78;81.27;84.23;20.58;19.39;21.67;153235.0;133926.0;19309.0
12;Forecast;2024;17342378.0;3708344.0;9930418.0;3703620.0;21.4;57.3;21.4;74.6;37.3;37.3;188508.0;1.75;161052.0;82.93;81.45;84.36;20.67;19.52;21.74;153231.0;133968.0;19263.0
13;Forecast;2025;17389100.0;3705146.0;9897736.0;3786220.0;21.3;56.9;21.8;75.7;37.4;38.3;189020.0;1.75;163224.0;83.08;81.62;84.48;20.77;19.65;21.81;153286.0;134091.0;19195.0
14;Forecast;2026;17434090.0;3708243.0;9858650.0;3867198.0;21.3;56.5;22.2;76.8;37.6;39.2;189371.0;1.75;165460.0;83.23;81.8;84.61;20.87;19.78;21.89;153385.0;134250.0;19135.0
15;Forecast;2027;17477134.0;3713802.0;9812241.0;3951095.0;21.2;56.1;22.6;78.1;37.8;40.3;189680.0;1.75;167740.0;83.38;81.97;84.75;20.97;19.91;21.97;153466.0;134399.0;19067.0
16;Forecast;2028;17518146.0;3722956.0;9761636.0;4033553.0;21.3;55.7;23.0;79.5;38.1;41.3;189943.0;1.75;170037.0;83.53;82.14;84.88;21.07;20.03;22.06;153538.0;134562.0;18976.0
17;Forecast;2029;17557028.0;3729139.0;9711274.0;4116615.0;21.2;55.3;23.4;80.8;38.4;42.4;190085.0;1.75;172334.0;83.69;82.32;85.03;21.18;20.16;22.15;153655.0;134679.0;18976.0
18;Forecast;2030;17593752.0;3735649.0;9658315.0;4199790.0;21.2;54.9;23.9;82.2;38.7;43.5;190079.0;1.75;174616.0;83.85;82.49;85.17;21.29;20.28;22.25;153712.0;134801.0;18911.0
19;Forecast;2031;17628132.0;3743000.0;9609795.0;4275334.0;21.2;54.5;24.3;83.4;38.9;44.5;189813.0;1.75;176861.0;84.01;82.66;85.33;21.41;20.41;22.36;153773.0;134887.0;18886.0
20;Forecast;2032;17659968.0;3754293.0;9561611.0;4344063.0;21.3;54.1;24.6;84.7;39.3;45.4;189375.0;1.75;179043.0;84.17;82.83;85.48;21.52;20.54;22.47;153805.0;134964.0;18841.0
21;Forecast;2033;17689140.0;3768258.0;9512632.0;4408249.0;21.3;53.8;24.9;86.0;39.6;46.3;188725.0;1.75;181137.0;84.33;82.99;85.65;21.64;20.66;22.6;153896.0;135038.0;18858.0
22;Forecast;2034;17715584.0;3781206.0;9462951.0;4471429.0;21.3;53.4;25.2;87.2;40.0;47.3;187875.0;1.75;183139.0;84.5;83.16;85.82;21.77;20.78;22.72;153979.0;135114.0;18865.0
23;Forecast;2035;17739188.0;3792512.0;9405023.0;4541651.0;21.4;53.0;25.6;88.6;40.3;48.3;186898.0;1.75;185044.0;84.67;83.32;85.99;21.89;20.91;22.86;154029.0;135188.0;18841.0
24;Forecast;2036;17759880.0;3801203.0;9354950.0;4603728.0;21.4;52.7;25.9;89.8;40.6;49.2;185834.0;1.75;186837.0;84.83;83.49;86.16;22.02;21.03;22.99;154136.0;135258.0;18878.0
25;Forecast;2037;17777760.0;3807456.0;9316697.0;4653602.0;21.4;52.4;26.2;90.8;40.9;49.9;184759.0;1.75;188504.0;85.0;83.65;86.34;22.15;21.15;23.13;154187.0;135320.0;18867.0
26;Forecast;2038;17792876.0;3810937.0;9291130.0;4690811.0;21.4;52.2;26.4;91.5;41.0;50.5;183741.0;1.75;190033.0;85.17;83.81;86.51;22.28;21.28;23.26;154234.0;135395.0;18839.0
27;Forecast;2039;17805424.0;3812142.0;9283245.0;4710038.0;21.4;52.1;26.5;91.8;41.1;50.7;182789.0;1.75;191415.0;85.33;83.97;86.68;22.41;21.4;23.4;154298.0;135463.0;18835.0
28;Forecast;2040;17815632.0;3811173.0;9283901.0;4720559.0;21.4;52.1;26.5;91.9;41.1;50.8;181960.0;1.75;192646.0;85.5;84.13;86.85;22.53;21.52;23.54;154412.0;135528.0;18884.0
29;Forecast;2041;17823826.0;3808280.0;9293801.0;4721750.0;21.4;52.1;26.5;91.8;41.0;50.8;181284.0;1.75;193729.0;85.66;84.29;87.02;22.66;21.64;23.67;154481.0;135608.0;18873.0
30;Forecast;2042;17830260.0;3803615.0;9306444.0;4720199.0;21.3;52.2;26.5;91.6;40.9;50.7;180794.0;1.75;194667.0;85.82;84.44;87.19;22.79;21.76;23.8;154490.0;135704.0;18786.0
31;Forecast;2043;17835172.0;3797694.0;9321987.0;4715490.0;21.3;52.3;26.4;91.3;40.7;50.6;180486.0;1.75;195464.0;85.99;84.6;87.36;22.91;21.88;23.94;154557.0;135816.0;18741.0
32;Forecast;2044;17838936.0;3790758.0;9336440.0;4711737.0;21.2;52.3;26.4;91.1;40.6;50.5;180376.0;1.75;196113.0;86.14;84.75;87.52;23.04;22.0;24.07;154581.0;135940.0;18641.0
33;Forecast;2045;17841840.0;3782912.0;9352513.0;4706414.0;21.2;52.4;26.4;90.8;40.4;50.3;180455.0;1.75;196647.0;86.3;84.91;87.68;23.16;22.11;24.2;154641.0;136071.0;18570.0
34;Forecast;2046;17844216.0;3774662.0;9363937.0;4705617.0;21.2;52.5;26.4;90.6;40.3;50.3;180726.0;1.75;197063.0;86.46;85.06;87.84;23.28;22.23;24.32;154674.0;136215.0;18459.0
35;Forecast;2047;17846332.0;3766363.0;9378273.0;4701704.0;21.1;52.6;26.3;90.3;40.2;50.1;181165.0;1.75;197447.0;86.61;85.21;87.99;23.41;22.35;24.45;154774.0;136351.0;18423.0
36;Forecast;2048;17848480.0;3758236.0;9397752.0;4692492.0;21.1;52.7;26.3;89.9;40.0;49.9;181713.0;1.75;197845.0;86.76;85.36;88.15;23.53;22.46;24.57;154837.0;136496.0;18341.0
37;Forecast;2049;17850684.0;3750433.0;9418461.0;4681793.0;21.0;52.8;26.2;89.5;39.8;49.7;182340.0;1.75;198255.0;86.92;85.51;88.3;23.65;22.58;24.7;154901.0;136649.0;18252.0
38;Forecast;2050;17853024.0;3743132.0;9435258.0;4674635.0;21.0;52.8;26.2;89.2;39.7;49.5;183009.0;1.75;198653.0;87.07;85.65;88.45;23.77;22.7;24.82;154943.0;136799.0;18144.0
39;Forecast;2051;17855522.0;3736505.0;9449192.0;4669828.0;20.9;52.9;26.2;89.0;39.5;49.4;183694.0;1.75;199009.0;87.22;85.8;88.6;23.89;22.81;24.94;155005.0;136954.0;18052.0
40;Forecast;2052;17858264.0;3730820.0;9458319.0;4669121.0;20.9;53.0;26.1;88.8;39.4;49.4;184370.0;1.75;199282.0;87.36;85.95;88.75;24.0;22.92;25.06;155017.0;137106.0;17911.0
41;Forecast;2053;17861256.0;3726214.0;9465618.0;4669428.0;20.9;53.0;26.1;88.7;39.4;49.3;185014.0;1.75;199445.0;87.51;86.09;88.9;24.12;23.04;25.18;155064.0;137255.0;17809.0
42;Forecast;2054;17864636.0;3722869.0;9472647.0;4669119.0;20.8;53.0;26.1;88.6;39.3;49.3;185601.0;1.75;199463.0;87.65;86.23;89.04;24.24;23.15;25.3;155108.0;137389.0;17719.0
43;Forecast;2055;17868492.0;3720911.0;9476775.0;4670806.0;20.8;53.0;26.1;88.6;39.3;49.3;186115.0;1.75;199308.0;87.8;86.38;89.18;24.35;23.26;25.42;155139.0;137521.0;17618.0
44;Forecast;2056;17872920.0;3720392.0;9473215.0;4679310.0;20.8;53.0;26.2;88.7;39.3;49.4;186546.0;1.75;198955.0;87.94;86.52;89.33;24.47;23.37;25.54;155190.0;137640.0;17550.0
45;Forecast;2057;17878058.0;3721318.0;9468307.0;4688433.0;20.8;53.0;26.2;88.8;39.3;49.5;186889.0;1.75;198390.0;88.08;86.66;89.47;24.58;23.49;25.65;155198.0;137745.0;17453.0
46;Forecast;2058;17884010.0;3723603.0;9463950.0;4696456.0;20.8;52.9;26.3;89.0;39.3;49.6;187136.0;1.75;197607.0;88.22;86.8;89.6;24.69;23.6;25.76;155202.0;137844.0;17358.0
47;Forecast;2059;17890894.0;3727087.0;9459484.0;4704326.0;20.8;52.9;26.3;89.1;39.4;49.7;187286.0;1.75;196600.0;88.36;86.93;89.74;24.8;23.71;25.88;155222.0;137922.0;17300.0
48;Forecast;2060;17898882.0;3731618.0;9453453.0;4713810.0;20.8;52.8;26.3;89.3;39.5;49.9;;;;;;;;;;;;
49;Lower limit 95% forecast-interval;2012;;;;;;;;;;;167685.0;1.65;129007.0;80.32;78.45;82.05;18.94;17.37;20.3;132743.0;128040.0;-18490.0
50;Lower limit 95% forecast-interval;2013;16745670.0;3860697.0;10059381.0;2815804.0;23.0;60.0;16.8;66.3;38.3;27.9;164986.0;1.62;127439.0;80.15;78.32;81.85;18.79;17.27;20.14;123359.0;122697.0;-25117.0
51;Lower limit 95% forecast-interval;2014;16756795.0;3827990.0;10008885.0;2899394.0;22.8;59.7;17.2;67.0;38.1;28.8;163024.0;1.6;126785.0;80.07;78.28;81.74;18.7;17.21;20.02;116514.0;118461.0;-30598.0
52;Lower limit 95% forecast-interval;2015;16758692.0;3791949.0;9963517.0;2970745.0;22.6;59.3;17.6;67.6;37.8;29.6;161812.0;1.59;126362.0;80.01;78.25;81.65;18.64;17.18;19.94;114084.0;115961.0;-31196.0
53;Lower limit 95% forecast-interval;2016;16764982.0;3762466.0;9915705.0;3033818.0;22.4;59.0;18.0;68.1;37.7;30.3;160195.0;1.57;126352.0;79.98;78.26;81.6;18.6;17.17;19.87;113119.0;113052.0;-30197.0
54;Lower limit 95% forecast-interval;2017;16763311.0;3732257.0;9872320.0;3095151.0;22.1;58.7;18.3;68.6;37.4;30.9;159531.0;1.56;125940.0;79.97;78.28;81.56;18.56;17.17;19.81;112828.0;109787.0;-27475.0
55;Lower limit 95% forecast-interval;2018;16774596.0;3701095.0;9833332.0;3156285.0;21.9;58.3;18.6;69.1;37.2;31.6;159391.0;1.55;126519.0;79.97;78.32;81.54;18.54;17.18;19.76;110961.0;109514.0;-28395.0
56;Lower limit 95% forecast-interval;2019;16769845.0;3664109.0;9799480.0;3214109.0;21.7;58.0;18.9;69.5;36.9;32.2;160012.0;1.54;127483.0;79.99;78.36;81.53;18.51;17.19;19.72;109041.0;108867.0;-29362.0
57;Lower limit 95% forecast-interval;2020;16774184.0;3626105.0;9761446.0;3274134.0;21.4;57.7;19.2;69.9;36.5;32.7;159807.0;1.52;128418.0;80.01;78.42;81.53;18.5;17.21;19.68;106802.0;107893.0;-30053.0
58;Lower limit 95% forecast-interval;2021;16781238.0;3581584.0;9723387.0;3332640.0;21.1;57.4;19.5;70.1;36.1;33.3;159463.0;1.51;128744.0;80.04;78.48;81.54;18.5;17.24;19.65;104775.0;106778.0;-30734.0
59;Lower limit 95% forecast-interval;2022;16783120.0;3540348.0;9685408.0;3393951.0;20.9;57.1;19.8;70.5;35.8;33.9;158679.0;1.5;129350.0;80.08;78.54;81.55;18.49;17.27;19.61;103041.0;106001.0;-32308.0
60;Lower limit 95% forecast-interval;2023;16776942.0;3503957.0;9641258.0;3452937.0;20.6;56.8;20.1;70.9;35.5;34.5;158298.0;1.49;130317.0;80.11;78.6;81.56;18.49;17.3;19.58;102421.0;105073.0;-32854.0
61;Lower limit 95% forecast-interval;2024;16772088.0;3468750.0;9605056.0;3506055.0;20.4;56.4;20.3;71.4;35.3;35.1;157907.0;1.48;131117.0;80.15;78.67;81.58;18.49;17.34;19.56;102051.0;104615.0;-33172.0
62;Lower limit 95% forecast-interval;2025;16741003.0;3438644.0;9535643.0;3572821.0;20.2;56.0;20.6;72.1;35.1;35.8;156991.0;1.47;132815.0;80.2;78.74;81.6;18.49;17.37;19.53;100478.0;103960.0;-33956.0
63;Lower limit 95% forecast-interval;2026;16732454.0;3408927.0;9483373.0;3623053.0;20.1;55.5;21.0;73.0;35.1;36.5;156189.0;1.46;134635.0;80.25;78.82;81.63;18.51;17.42;19.53;99691.0;103361.0;-34162.0
64;Lower limit 95% forecast-interval;2027;16725593.0;3386201.0;9410971.0;3672048.0;19.9;55.0;21.3;73.8;35.0;37.3;155105.0;1.45;136976.0;80.3;78.89;81.67;18.52;17.46;19.52;98769.0;102763.0;-33592.0
65;Lower limit 95% forecast-interval;2028;16698342.0;3370920.0;9334605.0;3734765.0;19.8;54.6;21.5;74.6;35.0;38.0;154016.0;1.44;137941.0;80.36;78.97;81.71;18.54;17.5;19.53;98100.0;102563.0;-32281.0
66;Lower limit 95% forecast-interval;2029;16681387.0;3344739.0;9265486.0;3794886.0;19.6;54.1;21.9;75.5;35.0;38.7;152814.0;1.43;139172.0;80.42;79.05;81.76;18.57;17.55;19.54;97944.0;102259.0;-32086.0
67;Lower limit 95% forecast-interval;2030;16670932.0;3319960.0;9195148.0;3853659.0;19.5;53.5;22.1;76.3;34.9;39.6;151629.0;1.42;140114.0;80.49;79.13;81.81;18.6;17.59;19.56;97414.0;102096.0;-31523.0
68;Lower limit 95% forecast-interval;2031;16669422.0;3291695.0;9119291.0;3901909.0;19.4;53.0;22.4;77.1;34.8;40.2;150651.0;1.41;141945.0;80.57;79.22;81.89;18.64;17.64;19.59;98318.0;101823.0;-31690.0
69;Lower limit 95% forecast-interval;2032;16649697.0;3267621.0;9048069.0;3946721.0;19.3;52.6;22.6;77.8;34.8;40.7;149231.0;1.4;144097.0;80.64;79.3;81.95;18.67;17.69;19.62;98271.0;101724.0;-32286.0
70;Lower limit 95% forecast-interval;2033;16611748.0;3258251.0;8974010.0;3987104.0;19.3;52.1;22.8;78.5;34.8;41.3;147959.0;1.39;146421.0;80.72;79.38;82.04;18.72;17.74;19.68;98384.0;101539.0;-33262.0
71;Lower limit 95% forecast-interval;2034;16598333.0;3242350.0;8910296.0;4018839.0;19.2;51.7;23.0;79.5;34.9;42.0;146166.0;1.39;148598.0;80.81;79.47;82.13;18.77;17.78;19.72;98448.0;101234.0;-33670.0
72;Lower limit 95% forecast-interval;2035;16543406.0;3227758.0;8840907.0;4061458.0;19.1;51.2;23.2;80.7;35.1;42.7;143912.0;1.38;150453.0;80.9;79.55;82.22;18.82;17.84;19.79;98885.0;101009.0;-33438.0
73;Lower limit 95% forecast-interval;2036;16513792.0;3215301.0;8775354.0;4093934.0;19.0;50.7;23.4;81.6;35.1;43.3;141607.0;1.37;152037.0;80.98;79.64;82.31;18.88;17.89;19.85;99153.0;100629.0;-33957.0
74;Lower limit 95% forecast-interval;2037;16508678.0;3195548.0;8714118.0;4123598.0;18.8;50.4;23.6;82.3;35.0;43.7;139196.0;1.36;153409.0;81.07;79.72;82.41;18.94;17.94;19.92;98784.0;100108.0;-34055.0
75;Lower limit 95% forecast-interval;2038;16487072.0;3171325.0;8674439.0;4138876.0;18.7;50.1;23.6;82.6;34.9;43.9;137451.0;1.35;154751.0;81.17;79.81;82.51;19.0;18.0;19.98;97693.0;99887.0;-34162.0
76;Lower limit 95% forecast-interval;2039;16453587.0;3135331.0;8644726.0;4132265.0;18.6;50.0;23.6;82.8;34.8;43.9;135039.0;1.35;156073.0;81.26;79.9;82.61;19.06;18.05;20.05;96605.0;99586.0;-33942.0
77;Lower limit 95% forecast-interval;2040;16407883.0;3109093.0;8625979.0;4112931.0;18.4;49.9;23.5;82.8;34.5;43.8;132865.0;1.34;156682.0;81.35;79.98;82.7;19.11;18.1;20.12;95857.0;99249.0;-33969.0
78;Lower limit 95% forecast-interval;2041;16373204.0;3071485.0;8604638.0;4082861.0;18.3;49.9;23.4;82.4;34.2;43.6;130792.0;1.33;157596.0;81.44;80.07;82.8;19.18;18.16;20.19;96029.0;99369.0;-33990.0
79;Lower limit 95% forecast-interval;2042;16320118.0;3049429.0;8588182.0;4058035.0;18.1;49.9;23.3;81.9;33.9;43.3;129603.0;1.33;158313.0;81.53;80.15;82.9;19.24;18.21;20.25;96802.0;99219.0;-33637.0
80;Lower limit 95% forecast-interval;2043;16275730.0;3009266.0;8566362.0;4027092.0;18.0;49.9;23.2;81.3;33.7;43.0;128741.0;1.32;159765.0;81.64;80.25;83.01;19.3;18.27;20.33;97255.0;98614.0;-33890.0
81;Lower limit 95% forecast-interval;2044;16206522.0;2983659.0;8554660.0;4009767.0;17.9;49.9;23.1;80.8;33.4;42.5;127407.0;1.31;160048.0;81.72;80.33;83.1;19.36;18.32;20.39;97449.0;98130.0;-33757.0
82;Lower limit 95% forecast-interval;2045;16130276.0;2954771.0;8546424.0;3988109.0;17.7;50.0;22.9;80.4;33.0;42.2;126072.0;1.31;160819.0;81.81;80.42;83.19;19.42;18.37;20.46;97460.0;98104.0;-34372.0
83;Lower limit 95% forecast-interval;2046;16088400.0;2935093.0;8532184.0;3980038.0;17.5;50.1;22.8;80.0;32.8;41.7;124896.0;1.3;160526.0;81.91;80.51;83.29;19.47;18.42;20.51;97648.0;98015.0;-34652.0
84;Lower limit 95% forecast-interval;2047;16038890.0;2897975.0;8512758.0;3933299.0;17.4;50.1;22.6;79.8;32.5;41.4;123546.0;1.29;161325.0;81.99;80.59;83.37;19.54;18.48;20.58;97127.0;97647.0;-35643.0
85;Lower limit 95% forecast-interval;2048;15985693.0;2878050.0;8515076.0;3907184.0;17.3;50.2;22.5;79.4;32.2;40.9;122203.0;1.29;161609.0;82.08;80.68;83.47;19.6;18.53;20.64;96587.0;97898.0;-36296.0
86;Lower limit 95% forecast-interval;2049;15927595.0;2854416.0;8503040.0;3874695.0;17.1;50.3;22.4;79.0;31.8;40.5;121017.0;1.28;161881.0;82.17;80.76;83.55;19.66;18.59;20.71;96084.0;98309.0;-37163.0
87;Lower limit 95% forecast-interval;2050;15886659.0;2815497.0;8487684.0;3853462.0;16.9;50.4;22.3;78.7;31.3;40.2;121086.0;1.28;161029.0;82.26;80.84;83.64;19.72;18.65;20.77;95605.0;98101.0;-38983.0
88;Lower limit 95% forecast-interval;2051;15823218.0;2791008.0;8460827.0;3833257.0;16.8;50.4;22.1;78.2;31.2;39.7;121709.0;1.27;160887.0;82.35;80.93;83.73;19.78;18.7;20.83;95819.0;97972.0;-39616.0
89;Lower limit 95% forecast-interval;2052;15747151.0;2762132.0;8457211.0;3816866.0;16.7;50.3;22.0;78.0;31.0;39.6;121796.0;1.26;161196.0;82.43;81.02;83.82;19.83;18.75;20.89;95807.0;98430.0;-40156.0
90;Lower limit 95% forecast-interval;2053;15694676.0;2727569.0;8439506.0;3810422.0;16.6;50.3;21.9;78.0;30.9;39.2;120610.0;1.26;161545.0;82.52;81.1;83.91;19.89;18.81;20.95;95888.0;98142.0;-40823.0
91;Lower limit 95% forecast-interval;2054;15657190.0;2703927.0;8416500.0;3780381.0;16.5;50.3;21.8;77.5;30.6;39.1;119713.0;1.25;161518.0;82.6;81.18;83.99;19.95;18.86;21.01;95862.0;98117.0;-41035.0
92;Lower limit 95% forecast-interval;2055;15610806.0;2668262.0;8376065.0;3768240.0;16.5;50.3;21.7;77.3;30.3;39.2;118941.0;1.25;161778.0;82.69;81.27;84.07;20.0;18.91;21.07;96211.0;97874.0;-40029.0
93;Lower limit 95% forecast-interval;2056;15578871.0;2645515.0;8341035.0;3759308.0;16.5;50.2;21.7;77.2;30.2;39.0;118647.0;1.24;162507.0;82.78;81.36;84.17;20.06;18.96;21.13;96707.0;97162.0;-40435.0
94;Lower limit 95% forecast-interval;2057;15496628.0;2615147.0;8303323.0;3761614.0;16.4;50.1;21.6;77.4;30.2;39.0;117723.0;1.24;162655.0;82.86;81.44;84.25;20.11;19.02;21.18;97455.0;97432.0;-40617.0
95;Lower limit 95% forecast-interval;2058;15447201.0;2583280.0;8270406.0;3758254.0;16.3;50.0;21.6;77.4;29.9;39.1;116159.0;1.23;162365.0;82.94;81.52;84.32;20.17;19.08;21.24;97503.0;98093.0;-39535.0
96;Lower limit 95% forecast-interval;2059;15394542.0;2564011.0;8239671.0;3768182.0;16.2;49.9;21.5;77.4;30.0;39.0;115106.0;1.22;160973.0;83.03;81.6;84.41;20.22;19.13;21.3;98002.0;98784.0;-42081.0
97;Lower limit 95% forecast-interval;2060;15355996.0;2541083.0;8207547.0;3769921.0;16.1;49.9;21.6;77.5;29.9;39.1;;;;;;;;;;;;
98;Upper limit 95% forecast-interval;2012;;;;;;;;;;;183485.0;1.8;150653.0;81.86;79.99;83.59;20.1;18.53;21.46;179220.0;163764.0;36734.0
99;Upper limit 95% forecast-interval;2013;16807608.0;3880136.0;10101916.0;2833913.0;23.1;60.1;16.9;66.6;38.5;28.1;186954.0;1.83;156610.0;82.33;80.5;84.03;20.43;18.91;21.78;188203.0;167150.0;47607.0
100;Upper limit 95% forecast-interval;2014;16889612.0;3871003.0;10101335.0;2938503.0;23.0;59.9;17.5;67.6;38.5;29.3;190083.0;1.86;161471.0;82.73;80.94;84.4;20.72;19.23;22.04;196615.0;169461.0;56399.0
101;Upper limit 95% forecast-interval;2015;16979914.0;3864172.0;10114372.0;3033982.0;22.8;59.7;18.0;68.6;38.4;30.3;193588.0;1.89;165700.0;83.09;81.33;84.73;20.98;19.52;22.28;204491.0;171101.0;64217.0
102;Upper limit 95% forecast-interval;2016;17073228.0;3870403.0;10128183.0;3127124.0;22.8;59.5;18.5;69.5;38.5;31.2;196763.0;1.91;169466.0;83.42;81.7;85.04;21.22;19.79;22.49;211692.0;171852.0;71397.0
103;Upper limit 95% forecast-interval;2017;17176088.0;3877134.0;10150587.0;3217277.0;22.7;59.3;18.9;70.4;38.6;32.2;200272.0;1.93;173247.0;83.75;82.06;85.34;21.44;20.05;22.69;217632.0;171160.0;77998.0
104;Upper limit 95% forecast-interval;2018;17293996.0;3882675.0;10170795.0;3312532.0;22.6;59.1;19.4;71.4;38.7;33.2;203739.0;1.95;176945.0;84.05;82.4;85.62;21.66;20.3;22.88;220253.0;173053.0;79113.0
105;Upper limit 95% forecast-interval;2019;17398788.0;3889968.0;10207094.0;3405442.0;22.6;59.0;19.9;72.3;38.7;34.1;206743.0;1.96;179852.0;84.35;82.72;85.89;21.87;20.55;23.08;221425.0;174588.0;78404.0
106;Upper limit 95% forecast-interval;2020;17510886.0;3896883.0;10227399.0;3499558.0;22.5;58.9;20.4;73.3;38.7;35.1;209887.0;1.97;183127.0;84.63;83.04;86.15;22.08;20.79;23.26;221323.0;176034.0;78018.0
107;Upper limit 95% forecast-interval;2021;17622386.0;3903715.0;10257225.0;3591884.0;22.4;58.8;20.8;74.1;38.8;36.1;213253.0;1.99;185550.0;84.9;83.34;86.4;22.28;21.02;23.43;222205.0;176956.0;77559.0
108;Upper limit 95% forecast-interval;2022;17724544.0;3910107.0;10288464.0;3688562.0;22.3;58.7;21.3;75.1;38.9;37.2;215887.0;2.0;188417.0;85.18;83.64;86.65;22.47;21.25;23.59;222818.0;177729.0;77333.0
109;Upper limit 95% forecast-interval;2023;17838964.0;3923395.0;10297549.0;3788476.0;22.3;58.5;21.8;76.2;39.0;38.3;218415.0;2.01;190736.0;85.45;83.94;86.9;22.67;21.48;23.76;223858.0;178806.0;77714.0
110;Upper limit 95% forecast-interval;2024;17947748.0;3939961.0;10304340.0;3888315.0;22.3;58.3;22.3;77.2;39.2;39.4;219895.0;2.02;194151.0;85.71;84.23;87.14;22.85;21.7;23.92;223994.0;179371.0;78572.0
111;Upper limit 95% forecast-interval;2025;18049476.0;3965964.0;10297246.0;3992850.0;22.3;58.1;22.9;78.6;39.6;40.6;221946.0;2.03;197799.0;85.96;84.5;87.36;23.05;21.93;24.09;223890.0;180349.0;78619.0
112;Upper limit 95% forecast-interval;2026;18151582.0;4001605.0;10305325.0;4093429.0;22.4;57.8;23.4;80.0;40.0;41.8;223824.0;2.04;202135.0;86.21;84.78;87.59;23.23;22.14;24.25;225166.0;181628.0;78531.0
113;Upper limit 95% forecast-interval;2027;18245212.0;4037294.0;10283168.0;4198119.0;22.5;57.5;23.9;81.7;40.4;43.1;226002.0;2.05;205628.0;86.46;85.05;87.83;23.42;22.36;24.42;225463.0;183123.0;78465.0
114;Upper limit 95% forecast-interval;2028;18353856.0;4078599.0;10253273.0;4303770.0;22.6;57.3;24.5;83.3;41.0;44.5;227979.0;2.06;209876.0;86.7;85.31;88.05;23.6;22.56;24.59;226288.0;183971.0;78298.0
115;Upper limit 95% forecast-interval;2029;18463034.0;4121196.0;10225762.0;4407602.0;22.7;57.0;25.0;85.0;41.5;45.9;229020.0;2.07;212690.0;86.96;85.59;88.3;23.79;22.77;24.76;227170.0;183824.0;78407.0
116;Upper limit 95% forecast-interval;2030;18546318.0;4160255.0;10198233.0;4512591.0;22.9;56.7;25.5;86.8;42.1;47.3;229916.0;2.08;215469.0;87.21;85.85;88.53;23.98;22.97;24.94;228402.0;184029.0;78968.0
