ID;BedrijfstakkenBranchesSBI2008;Marges;Perioden;ErgSnelWerken_1;HeelVeelWerkDoen_2;ExtraHardWerken_3;ZelfBeslissen_4;VolgordeWerkzaamhedenBepalen_5;WerktempoBepalen_6;OplossingenBedenken_7;VerlofNemen_8;WerktijdenBepalen_9;WerkplekBepalen_10;EmotioneelMoeilijkeWerksituaties_11;EmotioneelVeeleisendWerk_12;EmotioneelBetrokkenBijWerk_13;VanKlantenTot2022_14;VanLeidinggevendenOfCollegaS_15;DoorKlantenTot2022_16;DoorLeidinggevendenOfCollegaS_17;DoorKlantenTot2022_18;DoorLeidinggevendenOfCollegaS_19;DoorKlantenTot2022_20;DoorLeidinggevendenOfCollegaS_21;VanKlantLeidinggevendeOfCollega_22;VanKlantenVanaf2022_23;VanLeidinggevenden_24;VanCollegaS_25;DoorKlantLeidinggevendeOfCollega_26;DoorKlantenVanaf2022_27;DoorLeidinggevenden_28;DoorCollegaS_29;DoorKlantLeidinggevendeOfCollega_30;DoorKlantenVanaf2022_31;DoorLeidinggevenden_32;DoorCollegaS_33;DoorKlantLeidinggevendeOfCollega_34;DoorKlantenVanaf2022_35;DoorLeidinggevenden_36;DoorCollegaS_37;GediscrimineerdGevoeld_38;OmGeslacht_39;OmAfkomstHuidskleurNationaliteit_40;OmGodsdienstOfLevensovertuiging_41;OmSeksueleGeaardheidVoorkeur_42;OmLeeftijd_43;OmLangdurigeZiekteAandoeningHandicap_44;OmWerktijdenOfContractvorm_45;OmPolitiekeVoorkeur_46;OmAndereReden_47;PsychischeVermoeidheidDoorHetWerk_48;EmotioneelUitgeput_49;LeegVoelen_50;SOchtendsMoeVoelen_51;VergtVeelOmMetMensenTeWerken_52;UitgeputDoorWerk_53
346;20 Chemische industrie;Ondergrens 95%-interval;2019;26.5;37.7;22.5;63.8;67.9;57.9;65.3;58.2;26.1;;5.4;7.1;11.9;1.1;0.9;3.5;16.3;0.1;0.2;2.1;13.1;;;;;;;;;;;;;;;;;;;;;;;;;;;13.6;14.1;27.5;22.2;9.1;14.1
347;20 Chemische industrie;Ondergrens 95%-interval;2020;24.3;35.0;22.2;65.4;69.1;62.6;66.5;58.5;24.6;;2.0;4.4;9.8;0.0;0.3;1.1;7.4;0.0;0.0;0.3;6.1;;;;;;;;;;;;;;;;;;;;;;;;;;;11.9;12.3;25.5;16.6;5.9;9.2
348;20 Chemische industrie;Ondergrens 95%-interval;2021;22.1;38.3;24.3;63.0;68.5;63.6;69.7;61.7;24.1;;5.9;5.9;7.9;0.1;0.6;1.3;10.0;0.0;0.0;0.2;6.9;;;;;;;;;;;;;;;;;;;;;;;;;;;14.0;13.2;24.8;18.8;10.1;11.5
349;20 Chemische industrie;Ondergrens 95%-interval;2022;19.2;32.6;18.9;67.3;69.9;65.1;64.3;62.4;28.3;23.5;0.9;1.6;6.7;;;;;;;;;1.0;0.0;0.0;1.0;1.2;0.1;0.7;0.0;0.0;0.0;0.0;0.0;3.7;0.0;1.3;2.0;8.6;0.8;0.7;0.3;0.0;0.7;0.5;0.7;0.0;1.5;16.4;14.4;29.1;18.8;12.4;12.5
350;20 Chemische industrie;Ondergrens 95%-interval;2023;21.9;38.3;22.1;69.7;65.4;57.3;67.9;61.6;25.7;21.5;1.4;2.7;6.2;;;;;;;;;0.5;0.0;0.0;0.2;1.4;0.3;0.3;0.2;0.0;0.0;0.0;0.0;2.6;0.0;1.1;0.6;10.2;2.5;1.8;0.0;0.1;0.8;0.8;0.8;0.2;1.9;15.7;17.9;28.9;18.8;8.6;10.2
351;20 Chemische industrie;Ondergrens 95%-interval;2024;25.7;36.8;21.9;60.0;63.2;61.4;63.5;62.7;25.5;19.2;1.8;2.4;6.9;;;;;;;;;0.3;0.0;0.3;0.0;3.8;0.1;0.7;1.4;0.1;0.0;0.0;0.0;3.9;0.0;0.2;2.9;11.1;1.9;2.6;0.9;0.0;2.2;0.5;2.1;0.1;0.7;17.8;18.3;31.8;17.2;14.8;13.5
352;20 Chemische industrie;Bovengrens 95%-interval;2014;36.1;46.7;29.7;71.9;77.6;75.7;78.9;72.7;33.8;;7.9;9.7;18.4;;4.8;3.6;18.7;;2.0;;11.9;;;;;;;;;;;;;;;;;;;;;;;;;;;12.3;13.0;30.2;15.9;11.1;12.5
353;20 Chemische industrie;Bovengrens 95%-interval;2015;30.9;48.4;32.2;78.5;80.6;71.4;78.4;65.3;29.1;;6.3;7.0;12.1;;2.8;4.1;16.0;;3.4;2.4;16.8;;;;;;;;;;;;;;;;;;;;;;;;;;;12.3;8.7;23.8;18.8;9.5;13.8
354;20 Chemische industrie;Bovengrens 95%-interval;2016;34.9;51.5;32.7;72.3;74.0;68.5;76.5;60.8;31.6;;7.3;8.8;16.2;2.6;5.4;4.1;20.2;1.2;3.7;5.2;17.0;;;;;;;;;;;;;;;;;;;;;;;;;;;18.0;19.9;33.0;22.8;11.9;16.7
355;20 Chemische industrie;Bovengrens 95%-interval;2017;37.5;48.7;31.2;68.7;73.3;74.5;74.8;64.1;32.2;;6.5;9.3;17.7;2.9;4.2;7.3;19.7;;;3.0;15.0;;;;;;;;;;;;;;;;;;;;;;;;;;;15.1;16.3;38.8;21.8;11.6;17.2
356;20 Chemische industrie;Bovengrens 95%-interval;2018;35.4;49.4;32.5;73.3;75.7;69.6;81.6;67.1;30.7;;6.5;8.8;15.8;2.5;3.4;9.1;17.8;;;4.6;13.8;;;;;;;;;;;;;;;;;;;;;;;;;;;17.6;20.1;35.6;23.2;12.0;19.2
357;20 Chemische industrie;Bovengrens 95%-interval;2019;36.8;48.7;32.3;74.3;78.1;68.7;75.8;69.1;36.3;;11.9;14.2;20.0;5.0;4.6;8.8;25.2;4.2;3.8;7.3;21.7;;;;;;;;;;;;;;;;;;;;;;;;;;;22.3;22.9;38.0;32.4;16.6;22.8
358;20 Chemische industrie;Bovengrens 95%-interval;2020;34.9;46.3;32.7;76.3;79.8;73.8;77.4;69.9;34.8;;6.5;10.3;17.5;;2.6;4.5;14.3;;;3.0;13.5;;;;;;;;;;;;;;;;;;;;;;;;;;;20.7;20.6;36.4;26.5;12.6;17.4
359;20 Chemische industrie;Bovengrens 95%-interval;2021;33.2;50.8;35.9;75.0;79.6;75.4;80.8;73.9;35.4;;13.8;13.4;16.6;3.1;4.2;5.9;18.8;;;4.0;14.8;;;;;;;;;;;;;;;;;;;;;;;;;;;24.0;23.0;36.5;29.8;19.4;20.7
360;20 Chemische industrie;Bovengrens 95%-interval;2022;29.4;44.0;29.3;78.0;80.3;75.9;75.4;73.6;39.3;33.9;7.2;8.4;16.6;;;;;;;;;7.0;;;7.0;7.3;6.4;5.5;;;;;;12.6;;6.4;10.2;21.8;7.7;11.4;12.0;;6.7;5.1;6.9;;8.7;26.4;23.5;40.5;29.2;21.3;22.0
361;20 Chemische industrie;Bovengrens 95%-interval;2023;32.2;49.5;32.7;79.6;75.9;68.4;78.2;72.5;35.8;31.1;8.8;12.1;16.3;;;;;;;;;8.1;;;8.2;7.2;5.5;4.1;3.3;;;;;10.9;;8.5;5.7;22.1;10.4;10.1;;3.0;6.2;6.4;5.6;9.1;8.6;25.1;27.8;39.9;28.7;16.2;18.2
362;20 Chemische industrie;Bovengrens 95%-interval;2024;36.3;48.1;32.1;71.1;74.3;72.4;74.6;73.5;35.8;28.6;8.9;10.4;16.9;;;;;;;;;6.1;;6.1;;11.2;3.4;5.1;7.0;3.5;;;;12.9;;3.7;11.5;24.2;10.4;12.7;9.3;;10.4;5.2;9.0;4.0;4.9;27.6;28.2;43.0;27.0;24.1;22.2
363;21 Farmaceutische industrie;Waarde;2014;33.6;52.0;33.5;67.0;68.2;63.4;70.0;63.2;31.7;;6.0;6.1;11.1;0.2;1.0;1.6;13.2;0.0;0.6;0.9;9.4;;;;;;;;;;;;;;;;;;;;;;;;;;;15.9;14.5;34.6;21.9;11.1;15.4
364;21 Farmaceutische industrie;Waarde;2015;32.4;45.7;31.3;61.7;63.7;61.5;70.4;55.1;32.9;;4.4;6.5;9.4;0.3;4.2;2.0;16.7;0.2;0.9;2.0;11.4;;;;;;;;;;;;;;;;;;;;;;;;;;;17.0;15.3;34.5;21.4;10.6;15.5
365;21 Farmaceutische industrie;Waarde;2016;32.5;49.9;30.1;61.5;64.5;62.9;64.9;63.4;38.3;;5.0;6.8;11.8;0.6;1.2;3.2;8.0;0.0;0.8;0.4;9.7;;;;;;;;;;;;;;;;;;;;;;;;;;;12.9;16.8;33.5;21.2;9.6;11.9
366;21 Farmaceutische industrie;Waarde;2017;29.0;43.7;28.9;61.4;60.7;54.5;65.8;63.9;30.6;;5.1;6.8;11.3;1.0;1.7;0.9;13.9;0.5;0.0;1.5;12.1;;;;;;;;;;;;;;;;;;;;;;;;;;;17.7;12.1;29.2;23.3;10.8;15.6
367;21 Farmaceutische industrie;Waarde;2018;33.2;54.9;34.1;66.4;69.9;64.9;68.2;58.3;30.9;;2.5;7.3;12.7;0.7;4.3;3.3;11.7;0.3;0.7;2.1;10.0;;;;;;;;;;;;;;;;;;;;;;;;;;;20.6;21.4;35.6;24.7;12.2;20.0
368;21 Farmaceutische industrie;Waarde;2019;31.8;44.7;25.9;64.4;66.0;56.9;64.6;65.6;42.3;;6.2;6.0;7.8;3.5;6.1;5.7;15.7;2.1;2.6;4.4;17.9;;;;;;;;;;;;;;;;;;;;;;;;;;;14.7;13.0;31.1;23.3;12.0;15.6
369;21 Farmaceutische industrie;Waarde;2020;28.9;43.3;28.4;57.5;60.4;58.8;61.5;60.3;39.2;;6.6;7.6;12.5;0.2;1.7;3.8;5.8;0.4;0.0;0.7;7.7;;;;;;;;;;;;;;;;;;;;;;;;;;;16.1;19.0;32.9;20.7;10.4;17.2
370;21 Farmaceutische industrie;Waarde;2021;35.5;45.5;27.9;58.0;59.2;57.6;64.8;64.5;37.0;;3.7;8.9;14.7;0.3;2.0;2.3;13.2;0.0;0.0;0.4;11.3;;;;;;;;;;;;;;;;;;;;;;;;;;;17.0;17.6;31.9;22.0;13.3;15.4
371;21 Farmaceutische industrie;Waarde;2022;21.1;39.6;21.6;60.2;57.6;57.5;60.7;68.1;34.4;30.2;2.7;4.2;12.3;;;;;;;;;3.9;0.0;0.0;1.5;6.2;0.0;0.5;3.3;3.1;0.0;0.0;0.0;9.6;0.0;0.0;6.9;11.4;3.8;2.1;0.0;0.0;2.0;1.6;2.8;0.0;2.5;20.7;27.1;39.3;26.3;15.9;18.2
372;21 Farmaceutische industrie;Waarde;2023;29.2;41.2;23.8;61.2;68.0;61.1;67.5;63.4;33.2;27.1;3.4;6.5;9.9;;;;;;;;;0.0;0.0;0.0;0.0;4.7;0.0;0.8;3.9;0.0;0.0;0.0;0.0;5.1;0.0;2.0;3.1;14.4;2.0;4.2;3.8;0.0;3.1;0.0;1.0;0.9;3.1;19.6;22.5;36.1;25.2;16.8;15.7
373;21 Farmaceutische industrie;Waarde;2024;24.5;37.9;21.5;62.4;65.7;64.1;62.4;69.8;36.8;28.9;4.8;5.5;10.7;;;;;;;;;1.2;0.0;0.0;0.0;3.7;0.0;1.5;1.1;0.0;0.0;0.0;0.0;6.1;0.0;2.5;4.5;5.3;0.0;3.7;1.0;0.9;2.1;0.0;0.0;0.0;0.8;16.8;16.6;28.1;21.7;14.6;14.7
374;21 Farmaceutische industrie;Ondergrens 95%-interval;2014;28.1;45.6;27.8;61.0;61.8;57.0;63.6;56.7;26.2;;4.0;4.1;8.2;0.0;0.4;0.4;9.2;0.0;0.1;0.3;6.2;;;;;;;;;;;;;;;;;;;;;;;;;;;12.2;11.3;28.7;17.3;7.9;11.5
375;21 Farmaceutische industrie;Ondergrens 95%-interval;2015;25.7;38.2;24.8;53.5;55.6;53.8;63.0;47.1;26.6;;2.4;3.9;6.1;0.0;1.9;0.8;11.7;0.0;0.2;0.7;7.0;;;;;;;;;;;;;;;;;;;;;;;;;;;11.7;10.3;27.5;15.6;6.9;10.7
376;21 Farmaceutische industrie;Ondergrens 95%-interval;2016;25.9;42.7;23.7;53.9;56.9;55.5;57.4;56.0;31.5;;2.4;3.8;7.9;0.1;0.4;1.3;5.0;0.0;0.2;0.1;6.3;;;;;;;;;;;;;;;;;;;;;;;;;;;8.5;11.8;26.8;15.7;5.7;7.8
377;21 Farmaceutische industrie;Ondergrens 95%-interval;2017;22.4;36.2;22.6;53.3;52.6;46.6;57.7;55.8;24.3;;2.8;3.8;7.4;0.2;0.5;0.3;9.3;0.1;0.0;0.5;7.7;;;;;;;;;;;;;;;;;;;;;;;;;;;12.1;8.0;22.8;17.0;6.9;10.2
378;21 Farmaceutische industrie;Ondergrens 95%-interval;2018;27.0;48.0;27.5;59.5;63.2;58.0;61.3;51.1;25.1;;1.1;4.4;8.6;0.1;2.1;1.5;8.1;0.0;0.1;0.8;6.6;;;;;;;;;;;;;;;;;;;;;;;;;;;15.3;16.2;29.2;19.1;8.5;14.9
379;21 Farmaceutische industrie;Ondergrens 95%-interval;2019;25.2;37.4;19.9;57.0;58.5;49.3;57.1;58.0;35.0;;2.7;3.2;4.6;1.0;2.8;2.4;10.4;0.3;0.5;1.5;12.2;;;;;;;;;;;;;;;;;;;;;;;;;;;10.0;8.8;24.6;17.3;7.7;10.6
380;21 Farmaceutische industrie;Ondergrens 95%-interval;2020;23.0;36.8;22.7;50.7;53.5;51.9;54.7;53.4;33.0;;3.9;4.6;8.7;0.0;0.7;1.7;3.8;0.1;0.0;0.2;5.0;;;;;;;;;;;;;;;;;;;;;;;;;;;11.8;14.2;26.9;15.7;7.0;12.6
381;21 Farmaceutische industrie;Ondergrens 95%-interval;2021;28.8;38.4;21.9;50.5;51.6;50.1;57.1;56.8;30.2;;1.9;5.4;9.9;0.0;0.8;0.8;8.9;0.0;0.0;0.0;7.5;;;;;;;;;;;;;;;;;;;;;;;;;;;12.1;12.4;25.4;16.3;8.7;10.8
382;21 Farmaceutische industrie;Ondergrens 95%-interval;2022;16.3;33.1;16.6;53.0;50.5;50.4;53.5;61.0;28.5;24.3;1.0;1.9;6.8;;;;;;;;;1.0;0.0;0.0;0.4;2.4;0.0;0.1;1.2;0.6;0.0;0.0;0.0;4.5;0.0;0.0;2.9;6.7;1.7;0.5;0.0;0.0;0.8;0.4;0.8;0.0;0.9;15.4;21.0;32.7;20.4;11.2;13.1
383;21 Farmaceutische industrie;Ondergrens 95%-interval;2023;23.8;35.0;18.9;54.6;61.4;54.5;60.8;56.6;27.5;21.9;1.3;3.0;5.7;;;;;;;;;0.0;0.0;0.0;0.0;2.3;0.0;0.2;1.7;0.0;0.0;0.0;0.0;2.0;0.0;0.3;1.2;9.0;0.6;1.5;1.2;0.0;1.2;0.0;0.1;0.1;1.1;14.9;17.3;30.0;19.8;12.4;11.3
384;21 Farmaceutische industrie;Ondergrens 95%-interval;2024;19.0;31.6;16.3;55.3;58.6;57.0;55.3;62.9;30.5;23.2;1.9;2.5;6.1;;;;;;;;;0.2;0.0;0.0;0.0;1.4;0.0;0.5;0.2;0.0;0.0;0.0;0.0;2.7;0.0;0.8;1.7;2.2;0.0;1.2;0.1;0.1;0.5;0.0;0.0;0.0;0.1;12.2;12.2;22.4;16.5;10.3;10.5
385;21 Farmaceutische industrie;Bovengrens 95%-interval;2014;39.6;58.4;39.7;72.5;73.9;69.3;75.6;69.3;37.8;;9.0;8.8;14.8;1.5;2.6;5.9;18.5;;2.2;2.5;14.1;;;;;;;;;;;;;;;;;;;;;;;;;;;20.4;18.4;41.1;27.3;15.4;20.3
386;21 Farmaceutische industrie;Bovengrens 95%-interval;2015;39.9;53.4;38.7;69.3;71.1;68.7;76.9;62.8;40.0;;7.9;10.7;14.3;1.9;8.8;5.1;23.4;1.4;4.5;5.9;18.0;;;;;;;;;;;;;;;;;;;;;;;;;;;24.1;22.2;42.1;28.5;15.7;22.0
387;21 Farmaceutische industrie;Bovengrens 95%-interval;2016;39.9;57.2;37.4;68.6;71.5;69.8;71.7;70.2;45.5;;10.1;11.8;17.5;4.1;3.8;7.7;12.6;;3.1;3.0;14.6;;;;;;;;;;;;;;;;;;;;;;;;;;;19.0;23.3;40.8;28.0;15.7;17.9
388;21 Farmaceutische industrie;Bovengrens 95%-interval;2017;36.6;51.6;36.3;68.8;68.2;62.1;73.1;71.2;37.6;;8.9;11.9;16.8;4.2;5.3;2.8;20.2;3.4;;4.6;18.6;;;;;;;;;;;;;;;;;;;;;;;;;;;25.1;17.9;36.6;31.1;16.5;23.1
389;21 Farmaceutische industrie;Bovengrens 95%-interval;2018;40.1;61.6;41.4;72.6;75.9;71.3;74.4;65.1;37.4;;5.3;12.0;18.4;5.0;8.6;7.1;16.5;2.2;5.0;5.4;14.9;;;;;;;;;;;;;;;;;;;;;;;;;;;27.0;27.8;42.4;31.2;17.3;26.3
390;21 Farmaceutische industrie;Bovengrens 95%-interval;2019;39.2;52.2;32.9;71.2;72.7;64.2;71.4;72.5;49.9;;13.5;11.0;12.7;11.5;12.8;13.1;22.9;13.2;11.8;12.3;25.4;;;;;;;;;;;;;;;;;;;;;;;;;;;21.1;18.9;38.4;30.5;18.2;22.4
391;21 Farmaceutische industrie;Bovengrens 95%-interval;2020;35.5;50.0;35.0;64.0;66.9;65.3;67.9;66.8;45.7;;11.1;12.3;17.7;1.6;4.3;8.2;8.8;3.0;;3.0;11.7;;;;;;;;;;;;;;;;;;;;;;;;;;;21.7;24.9;39.4;26.8;15.1;23.1
392;21 Farmaceutische industrie;Bovengrens 95%-interval;2021;42.9;52.9;34.8;65.2;66.4;64.8;71.7;71.4;44.3;;7.2;14.5;21.3;2.4;4.8;6.5;19.0;;;2.5;16.7;;;;;;;;;;;;;;;;;;;;;;;;;;;23.5;24.3;39.2;29.1;19.7;21.6
393;21 Farmaceutische industrie;Bovengrens 95%-interval;2022;26.8;46.5;27.5;66.9;64.5;64.3;67.5;74.4;40.9;36.8;6.7;9.0;21.1;;;;;;;;;13.4;;;5.9;14.7;;3.5;8.6;13.7;;;;19.6;;;15.6;18.6;8.4;8.2;;;4.9;6.0;10.0;;6.8;27.1;34.1;46.4;33.1;22.1;24.7
394;21 Farmaceutische industrie;Bovengrens 95%-interval;2023;35.2;47.7;29.4;67.5;74.0;67.3;73.5;69.6;39.4;33.0;8.7;13.2;16.4;;;;;;;;;;;;;9.5;;3.2;8.7;;;;;12.4;;12.8;7.4;22.3;6.3;11.3;11.3;;7.6;;6.8;6.0;8.2;25.5;28.7;42.7;31.5;22.4;21.4
395;21 Farmaceutische industrie;Bovengrens 95%-interval;2024;31.1;44.7;27.8;69.0;72.1;70.5;68.9;76.0;43.5;35.3;11.2;12.0;18.1;;;;;;;;;7.9;;;;9.4;;4.6;7.4;;;;;13.1;;7.7;11.4;12.3;;10.8;7.1;6.0;8.3;;;;5.3;22.6;22.3;34.6;28.1;20.3;20.3
396;22-23 Kunststof- en bouwmateriaalindustr;Waarde;2014;33.7;41.4;26.5;68.6;66.8;64.0;69.3;58.1;18.3;;5.0;5.6;10.8;0.4;1.3;4.0;16.3;0.3;0.4;1.9;8.8;;;;;;;;;;;;;;;;;;;;;;;;;;;12.0;11.3;30.3;15.8;6.0;12.3
397;22-23 Kunststof- en bouwmateriaalindustr;Waarde;2015;41.5;48.2;31.7;62.8;60.9;57.5;62.3;53.9;15.8;;7.3;7.9;10.9;0.0;0.3;3.4;14.5;0.0;0.0;1.3;14.8;;;;;;;;;;;;;;;;;;;;;;;;;;;15.1;13.4;38.0;18.7;8.8;16.8
398;22-23 Kunststof- en bouwmateriaalindustr;Waarde;2016;38.8;48.3;28.4;64.6;63.6;59.8;70.9;57.4;14.8;;4.2;6.5;12.0;0.3;1.3;5.2;16.8;0.0;0.2;1.5;12.9;;;;;;;;;;;;;;;;;;;;;;;;;;;17.0;11.5;31.1;24.1;11.0;18.5
399;22-23 Kunststof- en bouwmateriaalindustr;Waarde;2017;34.6;50.4;34.0;62.4;61.2;59.0;67.4;57.3;17.5;;5.6;7.8;12.7;0.3;1.4;4.8;19.2;0.3;1.2;3.1;12.4;;;;;;;;;;;;;;;;;;;;;;;;;;;16.1;12.2;34.7;22.8;7.6;17.2
400;22-23 Kunststof- en bouwmateriaalindustr;Waarde;2018;36.2;48.4;29.1;62.4;61.8;59.7;66.7;55.4;14.5;;6.0;9.2;13.5;0.8;1.7;2.8;14.9;0.2;0.9;2.7;10.8;;;;;;;;;;;;;;;;;;;;;;;;;;;17.3;18.6;35.5;22.1;9.3;16.3
401;22-23 Kunststof- en bouwmateriaalindustr;Waarde;2019;33.8;46.2;32.4;58.6;60.7;61.0;69.3;59.0;16.9;;6.3;8.4;16.5;2.0;4.0;6.6;21.7;1.0;2.0;4.9;18.9;;;;;;;;;;;;;;;;;;;;;;;;;;;20.3;17.8;37.4;25.1;13.8;21.9
402;22-23 Kunststof- en bouwmateriaalindustr;Waarde;2020;33.1;40.3;21.1;66.8;70.8;64.8;68.6;63.4;20.1;;4.2;8.5;12.9;0.0;0.3;3.3;11.8;0.0;0.3;1.2;10.6;;;;;;;;;;;;;;;;;;;;;;;;;;;13.4;9.5;30.7;16.4;9.0;13.8
403;22-23 Kunststof- en bouwmateriaalindustr;Waarde;2021;33.5;47.8;30.6;70.8;68.6;67.4;72.5;68.4;26.0;;5.1;9.7;13.9;1.1;1.6;3.4;11.2;0.3;0.7;1.6;9.2;;;;;;;;;;;;;;;;;;;;;;;;;;;16.9;18.0;38.3;20.2;11.5;14.7
404;22-23 Kunststof- en bouwmateriaalindustr;Waarde;2022;30.2;43.7;22.8;63.8;62.7;64.6;68.0;63.0;21.1;18.4;2.2;3.4;12.7;;;;;;;;;1.4;0.8;0.0;0.6;5.9;1.1;3.5;2.2;0.5;0.5;0.0;0.0;4.3;0.0;3.0;2.8;12.2;0.4;5.7;2.2;0.0;1.2;1.7;1.5;1.7;4.2;17.4;16.4;31.2;22.3;12.6;17.6
405;22-23 Kunststof- en bouwmateriaalindustr;Waarde;2023;23.5;34.4;21.0;64.1;63.9;63.6;61.9;65.2;22.2;19.9;4.9;5.6;8.9;;;;;;;;;0.0;0.0;0.0;0.0;2.8;0.0;2.2;0.7;0.5;0.0;0.0;0.5;6.3;0.0;1.2;4.2;8.1;1.5;2.0;0.0;0.7;2.1;0.8;0.4;0.0;1.6;19.3;16.0;31.1;20.9;11.8;17.7
406;22-23 Kunststof- en bouwmateriaalindustr;Waarde;2024;31.4;38.1;22.1;63.2;65.4;66.6;62.6;66.8;23.0;20.0;0.8;4.0;8.9;;;;;;;;;1.0;0.4;0.0;0.5;2.3;0.4;0.8;1.1;0.0;0.0;0.0;0.0;2.8;0.0;0.9;2.0;10.8;3.1;3.9;0.3;0.0;2.8;1.3;1.8;0.0;2.6;16.5;15.5;30.1;21.2;12.5;15.3
407;22-23 Kunststof- en bouwmateriaalindustr;Ondergrens 95%-interval;2014;29.5;37.0;22.6;63.9;62.1;59.3;64.7;53.4;15.2;;3.3;3.9;8.4;0.1;0.6;2.7;13.3;0.1;0.1;1.1;6.5;;;;;;;;;;;;;;;;;;;;;;;;;;;9.3;8.8;26.2;12.7;4.1;9.5
408;22-23 Kunststof- en bouwmateriaalindustr;Ondergrens 95%-interval;2015;35.5;42.0;26.2;56.6;54.7;51.3;55.9;47.7;12.0;;4.8;5.3;7.7;0.0;0.0;1.9;10.7;0.0;0.0;0.5;11.0;;;;;;;;;;;;;;;;;;;;;;;;;;;11.2;9.8;32.2;14.4;5.9;12.7
409;22-23 Kunststof- en bouwmateriaalindustr;Ondergrens 95%-interval;2016;33.4;42.6;23.4;58.9;57.8;54.0;65.4;51.6;11.2;;2.4;4.2;8.7;0.0;0.5;3.1;12.8;0.0;0.0;0.5;9.4;;;;;;;;;;;;;;;;;;;;;;;;;;;13.0;8.3;26.0;19.5;7.8;14.4
410;22-23 Kunststof- en bouwmateriaalindustr;Ondergrens 95%-interval;2017;29.3;44.7;28.8;56.6;55.4;53.2;61.7;51.5;13.6;;3.5;5.3;9.3;0.0;0.5;2.9;15.1;0.0;0.4;1.6;9.1;;;;;;;;;;;;;;;;;;;;;;;;;;;12.3;9.0;29.5;18.4;5.1;13.3
411;22-23 Kunststof- en bouwmateriaalindustr;Ondergrens 95%-interval;2018;31.9;43.8;25.1;57.7;57.1;55.1;62.1;50.7;11.7;;4.1;6.9;10.5;0.2;0.9;1.7;11.9;0.0;0.3;1.6;8.3;;;;;;;;;;;;;;;;;;;;;;;;;;;14.0;15.3;31.2;18.5;6.9;13.1
412;22-23 Kunststof- en bouwmateriaalindustr;Ondergrens 95%-interval;2019;29.0;41.1;27.6;53.3;55.4;55.8;64.2;53.7;13.5;;4.1;5.9;13.0;0.9;2.3;4.4;17.7;0.3;0.9;3.0;15.0;;;;;;;;;;;;;;;;;;;;;;;;;;;16.3;14.0;32.5;20.8;10.5;17.7
413;22-23 Kunststof- en bouwmateriaalindustr;Ondergrens 95%-interval;2020;28.2;35.2;17.0;61.4;65.5;59.4;63.3;58.0;16.2;;2.4;6.0;9.7;0.0;0.0;1.9;8.8;0.0;0.0;0.4;7.6;;;;;;;;;;;;;;;;;;;;;;;;;;;10.2;6.8;26.0;12.7;6.4;10.5
414;22-23 Kunststof- en bouwmateriaalindustr;Ondergrens 95%-interval;2021;28.2;42.0;25.4;64.9;62.7;61.6;66.9;62.7;21.3;;3.0;6.7;10.3;0.3;0.7;1.8;7.9;0.0;0.2;0.6;6.2;;;;;;;;;;;;;;;;;;;;;;;;;;;12.9;13.9;32.7;15.9;8.2;10.9
415;22-23 Kunststof- en bouwmateriaalindustr;Ondergrens 95%-interval;2022;25.5;38.5;18.5;58.3;57.3;59.2;62.7;57.6;17.2;14.6;0.8;1.5;8.1;;;;;;;;;0.3;0.1;0.0;0.1;3.0;0.3;1.4;0.8;0.1;0.1;0.0;0.0;1.9;0.0;1.1;1.0;7.7;0.1;2.6;0.6;0.0;0.4;0.6;0.3;0.4;2.0;13.6;12.7;26.3;18.0;9.3;13.7
416;22-23 Kunststof- en bouwmateriaalindustr;Ondergrens 95%-interval;2023;19.4;29.8;17.1;59.0;58.8;58.5;56.7;60.1;18.4;16.3;2.3;3.0;5.6;;;;;;;;;0.0;0.0;0.0;0.0;1.3;0.0;0.9;0.1;0.1;0.0;0.0;0.1;3.3;0.0;0.4;1.9;4.9;0.5;0.6;0.0;0.1;0.7;0.2;0.1;0.0;0.6;15.4;12.5;26.5;16.9;8.7;14.0
417;22-23 Kunststof- en bouwmateriaalindustr;Ondergrens 95%-interval;2024;26.9;33.3;18.2;58.1;60.2;61.5;57.4;61.7;19.1;16.4;0.2;2.1;5.7;;;;;;;;;0.2;0.1;0.0;0.1;1.0;0.1;0.2;0.3;0.0;0.0;0.0;0.0;1.2;0.0;0.2;0.7;6.8;1.3;1.7;0.0;0.0;1.1;0.3;0.6;0.0;1.0;13.0;12.2;25.7;17.2;9.4;11.9
418;22-23 Kunststof- en bouwmateriaalindustr;Bovengrens 95%-interval;2014;38.1;46.0;30.8;72.9;71.2;68.4;73.6;62.6;21.9;;7.6;8.1;13.8;1.8;3.1;5.8;19.9;1.2;1.5;3.5;11.8;;;;;;;;;;;;;;;;;;;;;;;;;;;15.3;14.4;34.7;19.5;8.5;15.7
419;22-23 Kunststof- en bouwmateriaalindustr;Bovengrens 95%-interval;2015;47.7;54.4;37.7;68.6;66.8;63.5;68.2;60.0;20.6;;11.1;11.6;15.2;;1.9;6.1;19.4;;;3.6;19.8;;;;;;;;;;;;;;;;;;;;;;;;;;;20.0;18.2;44.1;23.9;12.8;22.0
420;22-23 Kunststof- en bouwmateriaalindustr;Bovengrens 95%-interval;2016;44.6;54.0;33.9;70.0;69.0;65.4;75.9;63.1;19.1;;7.3;9.8;16.2;2.0;3.1;8.4;21.7;;1.7;4.4;17.6;;;;;;;;;;;;;;;;;;;;;;;;;;;21.9;15.8;36.7;29.4;15.4;23.5
