ID;Geslacht;Persoonskenmerken;RegioS;WmoClientenGebruikWlz2018Totaal_1;WmoClienten2017InstroomWlz2018_2;SamenloopWmoWlz2017Wlz2018_3;WmoClientenGebruikWlz2018Totaal_4;WmoClienten2017InstroomWlzIn2018_5;SamenloopWmoWlz2017WlzIn2018_6;WmoClientenGebruikWlz2018Totaal_7;WmoClienten2017InstroomWlzIn2018_8;SamenloopWmoWlz2017WlzIn2018_9
2304;Totaal mannen en vrouwen;Leeftijd: 75 tot 85 jaar;Winsum;;;;;;;;;
2305;Totaal mannen en vrouwen;Leeftijd: 75 tot 85 jaar;Winterswijk;;;;;;;;;
2306;Totaal mannen en vrouwen;Leeftijd: 75 tot 85 jaar;Woensdrecht;60.0;15.0;50.0;14.35;3.01;11.34;33.0;7.0;26.0
2307;Totaal mannen en vrouwen;Leeftijd: 75 tot 85 jaar;Woerden;100.0;35.0;70.0;17.77;5.92;11.85;32.0;11.0;21.0
2308;Totaal mannen en vrouwen;Leeftijd: 75 tot 85 jaar;De Wolden;30.0;15.0;20.0;16.16;7.07;9.09;16.0;7.0;9.0
2309;Totaal mannen en vrouwen;Leeftijd: 75 tot 85 jaar;Wormerland;;;;;;;;;
2310;Totaal mannen en vrouwen;Leeftijd: 75 tot 85 jaar;Woudenberg;25.0;10.0;15.0;17.14;7.14;10.0;28.0;12.0;16.0
2311;Totaal mannen en vrouwen;Leeftijd: 75 tot 85 jaar;Woudrichem;;;;;;;;;
2312;Totaal mannen en vrouwen;Leeftijd: 75 tot 85 jaar;Zaanstad;325.0;125.0;200.0;14.69;5.56;9.13;33.0;13.0;21.0
2313;Totaal mannen en vrouwen;Leeftijd: 75 tot 85 jaar;Zaltbommel;50.0;15.0;35.0;14.4;4.16;10.25;30.0;9.0;22.0
2314;Totaal mannen en vrouwen;Leeftijd: 75 tot 85 jaar;Zandvoort;35.0;15.0;20.0;11.89;4.9;6.99;24.0;10.0;14.0
2315;Totaal mannen en vrouwen;Leeftijd: 75 tot 85 jaar;Zederik;25.0;10.0;15.0;18.38;7.35;11.03;28.0;11.0;17.0
2316;Totaal mannen en vrouwen;Leeftijd: 75 tot 85 jaar;Zeewolde;25.0;10.0;15.0;14.75;5.46;9.29;29.0;11.0;18.0
2317;Totaal mannen en vrouwen;Leeftijd: 75 tot 85 jaar;Zeist;120.0;45.0;75.0;19.23;6.89;12.34;27.0;10.0;17.0
2318;Totaal mannen en vrouwen;Leeftijd: 75 tot 85 jaar;Zevenaar;105.0;45.0;60.0;13.93;5.97;7.96;38.0;16.0;22.0
2319;Totaal mannen en vrouwen;Leeftijd: 75 tot 85 jaar;Zoetermeer;210.0;80.0;125.0;14.62;5.69;8.92;30.0;12.0;19.0
2320;Totaal mannen en vrouwen;Leeftijd: 75 tot 85 jaar;Zoeterwoude;5.0;5.0;5.0;14.29;7.14;7.14;10.0;5.0;5.0
2321;Totaal mannen en vrouwen;Leeftijd: 75 tot 85 jaar;Zuidhorn;70.0;15.0;60.0;24.0;4.67;19.33;57.0;11.0;46.0
2322;Totaal mannen en vrouwen;Leeftijd: 75 tot 85 jaar;Zuidplas;55.0;25.0;30.0;14.97;6.42;8.56;22.0;9.0;12.0
2323;Totaal mannen en vrouwen;Leeftijd: 75 tot 85 jaar;Zundert;60.0;20.0;45.0;16.44;4.85;11.59;39.0;11.0;27.0
2324;Totaal mannen en vrouwen;Leeftijd: 75 tot 85 jaar;Zutphen;145.0;35.0;110.0;21.24;5.31;15.93;47.0;12.0;35.0
2325;Totaal mannen en vrouwen;Leeftijd: 75 tot 85 jaar;Zwartewaterland;40.0;15.0;25.0;20.0;7.89;12.11;32.0;13.0;19.0
2326;Totaal mannen en vrouwen;Leeftijd: 75 tot 85 jaar;Zwijndrecht;;;;;;;;;
2327;Totaal mannen en vrouwen;Leeftijd: 75 tot 85 jaar;Zwolle;265.0;85.0;180.0;15.3;4.83;10.47;41.0;13.0;28.0
2328;Totaal mannen en vrouwen;Leeftijd: 85 jaar of ouder;Aa en Hunze;95.0;20.0;75.0;27.71;5.71;22.0;104.0;21.0;83.0
2329;Totaal mannen en vrouwen;Leeftijd: 85 jaar of ouder;Aalburg;60.0;15.0;45.0;27.57;7.48;20.09;178.0;48.0;130.0
2330;Totaal mannen en vrouwen;Leeftijd: 85 jaar of ouder;Aalsmeer;210.0;50.0;160.0;28.87;6.63;22.24;221.0;51.0;170.0
2331;Totaal mannen en vrouwen;Leeftijd: 85 jaar of ouder;Aalten;110.0;50.0;60.0;25.45;11.59;13.86;119.0;54.0;65.0
2332;Totaal mannen en vrouwen;Leeftijd: 85 jaar of ouder;Achtkarspelen;145.0;35.0;110.0;31.37;7.84;23.53;196.0;49.0;147.0
2333;Totaal mannen en vrouwen;Leeftijd: 85 jaar of ouder;Alblasserdam;;;;;;;;;
2334;Totaal mannen en vrouwen;Leeftijd: 85 jaar of ouder;Albrandswaard;120.0;30.0;90.0;30.03;7.12;22.9;184.0;44.0;140.0
2335;Totaal mannen en vrouwen;Leeftijd: 85 jaar of ouder;Alkmaar;470.0;125.0;350.0;30.75;8.08;22.67;158.0;42.0;117.0
2336;Totaal mannen en vrouwen;Leeftijd: 85 jaar of ouder;Almelo;200.0;95.0;105.0;25.06;12.16;12.91;94.0;45.0;48.0
2337;Totaal mannen en vrouwen;Leeftijd: 85 jaar of ouder;Almere;495.0;145.0;350.0;26.98;7.88;19.1;184.0;54.0;130.0
2338;Totaal mannen en vrouwen;Leeftijd: 85 jaar of ouder;Alphen aan den Rijn;270.0;80.0;185.0;27.23;8.3;18.93;96.0;29.0;67.0
2339;Totaal mannen en vrouwen;Leeftijd: 85 jaar of ouder;Alphen-Chaam;25.0;15.0;10.0;21.9;12.38;9.52;77.0;44.0;34.0
2340;Totaal mannen en vrouwen;Leeftijd: 85 jaar of ouder;Ameland;20.0;0.0;15.0;25.0;1.39;23.61;173.0;10.0;163.0
2341;Totaal mannen en vrouwen;Leeftijd: 85 jaar of ouder;Amersfoort;705.0;190.0;515.0;31.32;8.52;22.8;187.0;51.0;136.0
2342;Totaal mannen en vrouwen;Leeftijd: 85 jaar of ouder;Amstelveen;385.0;135.0;250.0;26.68;9.49;17.19;103.0;37.0;67.0
2343;Totaal mannen en vrouwen;Leeftijd: 85 jaar of ouder;Amsterdam;3105.0;825.0;2280.0;25.76;6.83;18.93;204.0;54.0;150.0
2344;Totaal mannen en vrouwen;Leeftijd: 85 jaar of ouder;Apeldoorn;815.0;230.0;585.0;32.06;9.09;22.97;153.0;43.0;110.0
2345;Totaal mannen en vrouwen;Leeftijd: 85 jaar of ouder;Appingedam;;;;;;;;;
2346;Totaal mannen en vrouwen;Leeftijd: 85 jaar of ouder;Arnhem;675.0;170.0;505.0;34.37;8.55;25.81;182.0;45.0;136.0
2347;Totaal mannen en vrouwen;Leeftijd: 85 jaar of ouder;Assen;320.0;95.0;225.0;29.09;8.76;20.33;151.0;46.0;106.0
2348;Totaal mannen en vrouwen;Leeftijd: 85 jaar of ouder;Asten;55.0;25.0;30.0;35.22;15.09;20.13;119.0;51.0;68.0
2349;Totaal mannen en vrouwen;Leeftijd: 85 jaar of ouder;Baarle-Nassau;25.0;10.0;15.0;24.49;11.22;13.27;90.0;41.0;49.0
2350;Totaal mannen en vrouwen;Leeftijd: 85 jaar of ouder;Baarn;140.0;35.0;105.0;27.77;7.04;20.72;132.0;33.0;98.0
2351;Totaal mannen en vrouwen;Leeftijd: 85 jaar of ouder;Barendrecht;140.0;45.0;95.0;19.67;6.23;13.43;124.0;39.0;85.0
2352;Totaal mannen en vrouwen;Leeftijd: 85 jaar of ouder;Barneveld;175.0;40.0;135.0;32.23;7.55;24.68;114.0;27.0;87.0
2353;Totaal mannen en vrouwen;Leeftijd: 85 jaar of ouder;Bedum;;;;;;;;;
2354;Totaal mannen en vrouwen;Leeftijd: 85 jaar of ouder;Beek (L.);95.0;35.0;60.0;27.27;10.23;17.05;166.0;62.0;104.0
2355;Totaal mannen en vrouwen;Leeftijd: 85 jaar of ouder;Beemster;25.0;10.0;20.0;21.43;7.14;14.29;94.0;31.0;63.0
2356;Totaal mannen en vrouwen;Leeftijd: 85 jaar of ouder;Beesel;55.0;20.0;35.0;26.09;8.7;17.39;122.0;41.0;81.0
2357;Totaal mannen en vrouwen;Leeftijd: 85 jaar of ouder;Bellingwedde;65.0;20.0;45.0;27.83;8.26;19.57;183.0;54.0;129.0
2358;Totaal mannen en vrouwen;Leeftijd: 85 jaar of ouder;Berg en Dal;175.0;50.0;125.0;30.31;8.36;21.95;127.0;35.0;92.0
2359;Totaal mannen en vrouwen;Leeftijd: 85 jaar of ouder;Bergeijk;45.0;15.0;30.0;17.72;6.69;11.02;86.0;33.0;54.0
2360;Totaal mannen en vrouwen;Leeftijd: 85 jaar of ouder;Bergen (L.);;;;;;;;;
2361;Totaal mannen en vrouwen;Leeftijd: 85 jaar of ouder;Bergen (NH.);235.0;30.0;205.0;35.71;4.56;31.16;151.0;19.0;131.0
2362;Totaal mannen en vrouwen;Leeftijd: 85 jaar of ouder;Bergen op Zoom;;;;;;;;;
2363;Totaal mannen en vrouwen;Leeftijd: 85 jaar of ouder;Berkelland;150.0;70.0;75.0;24.14;11.58;12.56;95.0;45.0;49.0
2364;Totaal mannen en vrouwen;Leeftijd: 85 jaar of ouder;Bernheze;170.0;45.0;130.0;34.82;8.91;25.91;176.0;45.0;131.0
2365;Totaal mannen en vrouwen;Leeftijd: 85 jaar of ouder;Best;70.0;25.0;40.0;19.6;7.78;11.82;90.0;36.0;54.0
2366;Totaal mannen en vrouwen;Leeftijd: 85 jaar of ouder;Beuningen;75.0;25.0;50.0;27.11;8.8;18.31;131.0;43.0;89.0
2367;Totaal mannen en vrouwen;Leeftijd: 85 jaar of ouder;Beverwijk;215.0;75.0;140.0;29.83;10.36;19.48;166.0;58.0;108.0
2368;Totaal mannen en vrouwen;Leeftijd: 85 jaar of ouder;het Bildt;75.0;20.0;55.0;37.19;9.55;27.64;226.0;58.0;168.0
2369;Totaal mannen en vrouwen;Leeftijd: 85 jaar of ouder;De Bilt;280.0;70.0;210.0;33.86;8.71;25.15;127.0;33.0;94.0
2370;Totaal mannen en vrouwen;Leeftijd: 85 jaar of ouder;Binnenmaas;105.0;35.0;70.0;28.49;9.32;19.18;108.0;35.0;73.0
2371;Totaal mannen en vrouwen;Leeftijd: 85 jaar of ouder;Bladel;90.0;35.0;55.0;28.21;10.34;17.87;154.0;57.0;98.0
2372;Totaal mannen en vrouwen;Leeftijd: 85 jaar of ouder;Blaricum;20.0;5.0;15.0;29.51;8.2;21.31;57.0;16.0;41.0
2373;Totaal mannen en vrouwen;Leeftijd: 85 jaar of ouder;Bloemendaal;205.0;50.0;155.0;29.08;6.81;22.27;162.0;38.0;124.0
2374;Totaal mannen en vrouwen;Leeftijd: 85 jaar of ouder;Bodegraven-Reeuwijk;120.0;40.0;80.0;23.11;7.57;15.53;124.0;41.0;84.0
2375;Totaal mannen en vrouwen;Leeftijd: 85 jaar of ouder;Boekel;40.0;10.0;25.0;28.26;8.7;19.57;149.0;46.0;103.0
2376;Totaal mannen en vrouwen;Leeftijd: 85 jaar of ouder;Ten Boer;75.0;5.0;70.0;41.81;3.39;38.42;261.0;21.0;239.0
2377;Totaal mannen en vrouwen;Leeftijd: 85 jaar of ouder;Borger-Odoorn;125.0;35.0;90.0;23.5;6.2;17.29;154.0;41.0;113.0
2378;Totaal mannen en vrouwen;Leeftijd: 85 jaar of ouder;Borne;100.0;35.0;65.0;21.4;7.64;13.76;137.0;49.0;88.0
2379;Totaal mannen en vrouwen;Leeftijd: 85 jaar of ouder;Borsele;;;;;;;;;
2380;Totaal mannen en vrouwen;Leeftijd: 85 jaar of ouder;Boxmeer;;;;;;;;;
2381;Totaal mannen en vrouwen;Leeftijd: 85 jaar of ouder;Boxtel;140.0;50.0;90.0;28.11;9.84;18.27;144.0;50.0;93.0
2382;Totaal mannen en vrouwen;Leeftijd: 85 jaar of ouder;Breda;1220.0;315.0;905.0;28.23;7.3;20.93;218.0;56.0;162.0
2383;Totaal mannen en vrouwen;Leeftijd: 85 jaar of ouder;Brielle;95.0;20.0;75.0;28.87;6.55;22.32;189.0;43.0;146.0
2384;Totaal mannen en vrouwen;Leeftijd: 85 jaar of ouder;Bronckhorst;200.0;90.0;110.0;28.27;12.52;15.75;145.0;64.0;81.0
2385;Totaal mannen en vrouwen;Leeftijd: 85 jaar of ouder;Brummen;105.0;35.0;75.0;25.91;8.23;17.68;140.0;44.0;95.0
2386;Totaal mannen en vrouwen;Leeftijd: 85 jaar of ouder;Brunssum;200.0;60.0;140.0;33.39;10.18;23.21;184.0;56.0;128.0
2387;Totaal mannen en vrouwen;Leeftijd: 85 jaar of ouder;Bunnik;75.0;25.0;50.0;26.92;9.09;17.83;139.0;47.0;92.0
2388;Totaal mannen en vrouwen;Leeftijd: 85 jaar of ouder;Bunschoten;90.0;15.0;70.0;36.51;6.64;29.88;221.0;40.0;180.0
2389;Totaal mannen en vrouwen;Leeftijd: 85 jaar of ouder;Buren;55.0;25.0;30.0;32.52;14.72;17.79;94.0;42.0;51.0
2390;Totaal mannen en vrouwen;Leeftijd: 85 jaar of ouder;Capelle aan den IJssel;350.0;95.0;255.0;27.87;7.64;20.22;168.0;46.0;122.0
2391;Totaal mannen en vrouwen;Leeftijd: 85 jaar of ouder;Castricum;180.0;40.0;145.0;29.48;6.19;23.29;128.0;27.0;101.0
2392;Totaal mannen en vrouwen;Leeftijd: 85 jaar of ouder;Coevorden;95.0;40.0;55.0;18.16;7.27;10.9;72.0;29.0;43.0
2393;Totaal mannen en vrouwen;Leeftijd: 85 jaar of ouder;Cranendonck;110.0;35.0;75.0;31.95;10.06;21.89;167.0;53.0;115.0
2394;Totaal mannen en vrouwen;Leeftijd: 85 jaar of ouder;Cromstrijen;60.0;20.0;40.0;37.11;13.21;23.9;161.0;57.0;104.0
2395;Totaal mannen en vrouwen;Leeftijd: 85 jaar of ouder;Cuijk;;;;;;;;;
2396;Totaal mannen en vrouwen;Leeftijd: 85 jaar of ouder;Culemborg;50.0;25.0;25.0;23.3;11.17;12.14;69.0;33.0;36.0
2397;Totaal mannen en vrouwen;Leeftijd: 85 jaar of ouder;Dalfsen;65.0;20.0;45.0;27.78;8.12;19.66;75.0;22.0;53.0
2398;Totaal mannen en vrouwen;Leeftijd: 85 jaar of ouder;Dantumadiel;95.0;20.0;75.0;46.57;9.31;37.25;157.0;31.0;126.0
2399;Totaal mannen en vrouwen;Leeftijd: 85 jaar of ouder;Delft;565.0;155.0;410.0;27.89;7.65;20.24;211.0;58.0;153.0
2400;Totaal mannen en vrouwen;Leeftijd: 85 jaar of ouder;Delfzijl;;;;;;;;;
2401;Totaal mannen en vrouwen;Leeftijd: 85 jaar of ouder;Deurne;75.0;25.0;45.0;21.1;7.8;13.29;79.0;29.0;50.0
2402;Totaal mannen en vrouwen;Leeftijd: 85 jaar of ouder;Deventer;585.0;145.0;440.0;32.21;8.09;24.12;192.0;48.0;144.0
2403;Totaal mannen en vrouwen;Leeftijd: 85 jaar of ouder;Diemen;100.0;25.0;75.0;21.52;5.27;16.24;135.0;33.0;102.0
2404;Totaal mannen en vrouwen;Leeftijd: 85 jaar of ouder;Dinkelland;195.0;45.0;155.0;34.15;7.49;26.66;206.0;45.0;161.0
2405;Totaal mannen en vrouwen;Leeftijd: 85 jaar of ouder;Doesburg;35.0;15.0;15.0;22.52;11.26;11.26;106.0;53.0;53.0
2406;Totaal mannen en vrouwen;Leeftijd: 85 jaar of ouder;Doetinchem;235.0;90.0;145.0;29.21;11.36;17.85;126.0;49.0;77.0
2407;Totaal mannen en vrouwen;Leeftijd: 85 jaar of ouder;Dongen;55.0;30.0;25.0;27.14;15.58;11.56;78.0;45.0;33.0
2408;Totaal mannen en vrouwen;Leeftijd: 85 jaar of ouder;Dongeradeel;90.0;25.0;65.0;34.47;9.85;24.62;115.0;33.0;82.0
2409;Totaal mannen en vrouwen;Leeftijd: 85 jaar of ouder;Dordrecht;475.0;155.0;320.0;26.69;8.76;17.92;127.0;42.0;86.0
2410;Totaal mannen en vrouwen;Leeftijd: 85 jaar of ouder;Drechterland;35.0;15.0;20.0;22.15;8.23;13.92;73.0;27.0;46.0
2411;Totaal mannen en vrouwen;Leeftijd: 85 jaar of ouder;Drimmelen;160.0;45.0;115.0;30.87;8.35;22.52;214.0;58.0;156.0
2412;Totaal mannen en vrouwen;Leeftijd: 85 jaar of ouder;Dronten;85.0;35.0;50.0;24.71;10.29;14.41;77.0;32.0;45.0
2413;Totaal mannen en vrouwen;Leeftijd: 85 jaar of ouder;Druten;;;;;;;;;
2414;Totaal mannen en vrouwen;Leeftijd: 85 jaar of ouder;Duiven;;;;;;;;;
2415;Totaal mannen en vrouwen;Leeftijd: 85 jaar of ouder;Echt-Susteren;105.0;50.0;55.0;29.55;14.49;15.06;90.0;44.0;46.0
2416;Totaal mannen en vrouwen;Leeftijd: 85 jaar of ouder;Edam-Volendam;;;;;;;;;
2417;Totaal mannen en vrouwen;Leeftijd: 85 jaar of ouder;Ede;400.0;155.0;250.0;25.75;9.8;15.95;113.0;43.0;70.0
2418;Totaal mannen en vrouwen;Leeftijd: 85 jaar of ouder;Eemnes;10.0;5.0;5.0;18.64;8.47;10.17;50.0;23.0;28.0
2419;Totaal mannen en vrouwen;Leeftijd: 85 jaar of ouder;Eemsmond;;;;;;;;;
2420;Totaal mannen en vrouwen;Leeftijd: 85 jaar of ouder;Eersel;75.0;25.0;50.0;25.6;9.22;16.38;123.0;44.0;79.0
2421;Totaal mannen en vrouwen;Leeftijd: 85 jaar of ouder;Eijsden-Margraten;;;;;;;;;
2422;Totaal mannen en vrouwen;Leeftijd: 85 jaar of ouder;Eindhoven;;;;;;;;;
2423;Totaal mannen en vrouwen;Leeftijd: 85 jaar of ouder;Elburg;95.0;20.0;70.0;40.43;9.57;30.87;139.0;33.0;106.0
2424;Totaal mannen en vrouwen;Leeftijd: 85 jaar of ouder;Emmen;;;;;;;;;
2425;Totaal mannen en vrouwen;Leeftijd: 85 jaar of ouder;Enkhuizen;50.0;20.0;30.0;24.53;9.91;14.62;97.0;39.0;58.0
2426;Totaal mannen en vrouwen;Leeftijd: 85 jaar of ouder;Enschede;570.0;165.0;405.0;28.07;8.15;19.92;136.0;39.0;96.0
2427;Totaal mannen en vrouwen;Leeftijd: 85 jaar of ouder;Epe;80.0;40.0;40.0;22.04;11.29;10.75;64.0;33.0;31.0
2428;Totaal mannen en vrouwen;Leeftijd: 85 jaar of ouder;Ermelo;125.0;25.0;100.0;34.79;7.12;27.67;127.0;26.0;101.0
2429;Totaal mannen en vrouwen;Leeftijd: 85 jaar of ouder;Etten-Leur;160.0;45.0;115.0;27.12;7.46;19.66;143.0;39.0;104.0
2430;Totaal mannen en vrouwen;Leeftijd: 85 jaar of ouder;Ferwerderadiel;30.0;5.0;30.0;36.36;4.55;31.82;128.0;16.0;112.0
2431;Totaal mannen en vrouwen;Leeftijd: 85 jaar of ouder;Franekeradeel;130.0;30.0;100.0;31.94;7.86;24.08;207.0;51.0;156.0
2432;Totaal mannen en vrouwen;Leeftijd: 85 jaar of ouder;De Fryske Marren;255.0;70.0;185.0;31.99;9.03;22.96;151.0;43.0;108.0
2433;Totaal mannen en vrouwen;Leeftijd: 85 jaar of ouder;Geertruidenberg;150.0;30.0;120.0;36.19;7.62;28.57;263.0;55.0;208.0
2434;Totaal mannen en vrouwen;Leeftijd: 85 jaar of ouder;Geldermalsen;80.0;20.0;60.0;33.06;8.98;24.08;125.0;34.0;91.0
2435;Totaal mannen en vrouwen;Leeftijd: 85 jaar of ouder;Geldrop-Mierlo;;;;;;;;;
2436;Totaal mannen en vrouwen;Leeftijd: 85 jaar of ouder;Gemert-Bakel;60.0;25.0;35.0;23.41;9.13;14.29;77.0;30.0;47.0
2437;Totaal mannen en vrouwen;Leeftijd: 85 jaar of ouder;Gennep;65.0;15.0;45.0;31.68;8.42;23.27;120.0;32.0;88.0
2438;Totaal mannen en vrouwen;Leeftijd: 85 jaar of ouder;Giessenlanden;;;;;;;;;
2439;Totaal mannen en vrouwen;Leeftijd: 85 jaar of ouder;Gilze en Rijen;120.0;35.0;85.0;29.24;8.11;21.13;176.0;49.0;127.0
2440;Totaal mannen en vrouwen;Leeftijd: 85 jaar of ouder;Goeree-Overflakkee;285.0;65.0;220.0;33.1;7.52;25.58;169.0;38.0;131.0
2441;Totaal mannen en vrouwen;Leeftijd: 85 jaar of ouder;Goes;375.0;95.0;275.0;34.16;8.79;25.37;230.0;59.0;171.0
2442;Totaal mannen en vrouwen;Leeftijd: 85 jaar of ouder;Goirle;90.0;25.0;60.0;26.27;7.76;18.51;138.0;41.0;97.0
2443;Totaal mannen en vrouwen;Leeftijd: 85 jaar of ouder;Gooise Meren;430.0;105.0;325.0;29.55;7.25;22.3;178.0;44.0;134.0
2444;Totaal mannen en vrouwen;Leeftijd: 85 jaar of ouder;Gorinchem;200.0;60.0;140.0;29.16;8.84;20.32;179.0;54.0;125.0
2445;Totaal mannen en vrouwen;Leeftijd: 85 jaar of ouder;Gouda;;;;;;;;;
2446;Totaal mannen en vrouwen;Leeftijd: 85 jaar of ouder;Grave;;;;;;;;;
2447;Totaal mannen en vrouwen;Leeftijd: 85 jaar of ouder;'s-Gravenhage;2175.0;565.0;1610.0;31.47;8.18;23.29;166.0;43.0;123.0
2448;Totaal mannen en vrouwen;Leeftijd: 85 jaar of ouder;Groningen;870.0;230.0;645.0;26.72;6.99;19.73;205.0;54.0;151.0
2449;Totaal mannen en vrouwen;Leeftijd: 85 jaar of ouder;Grootegast;35.0;10.0;30.0;31.58;7.02;24.56;104.0;23.0;81.0
2450;Totaal mannen en vrouwen;Leeftijd: 85 jaar of ouder;Gulpen-Wittem;35.0;20.0;15.0;21.25;13.13;8.13;60.0;37.0;23.0
2451;Totaal mannen en vrouwen;Leeftijd: 85 jaar of ouder;Haaksbergen;125.0;40.0;80.0;30.32;10.27;20.05;164.0;56.0;108.0
2452;Totaal mannen en vrouwen;Leeftijd: 85 jaar of ouder;Haaren;50.0;15.0;35.0;26.97;8.43;18.54;125.0;39.0;86.0
2453;Totaal mannen en vrouwen;Leeftijd: 85 jaar of ouder;Haarlem;775.0;230.0;550.0;27.58;8.1;19.47;166.0;49.0;117.0
2454;Totaal mannen en vrouwen;Leeftijd: 85 jaar of ouder;Haarlemmerliede en Spaarnwoude;;;;;;;;;
2455;Totaal mannen en vrouwen;Leeftijd: 85 jaar of ouder;Haarlemmermeer;;;;;;;;;
2456;Totaal mannen en vrouwen;Leeftijd: 85 jaar of ouder;Halderberge;150.0;40.0;105.0;28.91;8.01;20.9;158.0;44.0;115.0
2457;Totaal mannen en vrouwen;Leeftijd: 85 jaar of ouder;Hardenberg;;;;;;;;;
2458;Totaal mannen en vrouwen;Leeftijd: 85 jaar of ouder;Harderwijk;205.0;75.0;130.0;28.95;10.45;18.5;160.0;58.0;103.0
2459;Totaal mannen en vrouwen;Leeftijd: 85 jaar of ouder;Hardinxveld-Giessendam;60.0;15.0;45.0;25.1;6.58;18.52;108.0;28.0;80.0
2460;Totaal mannen en vrouwen;Leeftijd: 85 jaar of ouder;Haren;80.0;35.0;45.0;31.35;14.29;17.06;71.0;32.0;38.0
2461;Totaal mannen en vrouwen;Leeftijd: 85 jaar of ouder;Harlingen;90.0;20.0;70.0;27.3;5.83;21.47;176.0;38.0;138.0
2462;Totaal mannen en vrouwen;Leeftijd: 85 jaar of ouder;Hattem;30.0;10.0;25.0;52.46;14.75;37.7;75.0;21.0;54.0
2463;Totaal mannen en vrouwen;Leeftijd: 85 jaar of ouder;Heemskerk;235.0;70.0;165.0;26.46;7.88;18.58;162.0;48.0;113.0
2464;Totaal mannen en vrouwen;Leeftijd: 85 jaar of ouder;Heemstede;;;;;;;;;
2465;Totaal mannen en vrouwen;Leeftijd: 85 jaar of ouder;Heerde;40.0;10.0;35.0;44.21;8.42;35.79;62.0;12.0;50.0
2466;Totaal mannen en vrouwen;Leeftijd: 85 jaar of ouder;Heerenveen;;;;;;;;;
2467;Totaal mannen en vrouwen;Leeftijd: 85 jaar of ouder;Heerhugowaard;115.0;30.0;85.0;36.74;9.58;27.16;117.0;31.0;86.0
2468;Totaal mannen en vrouwen;Leeftijd: 85 jaar of ouder;Heerlen;635.0;190.0;445.0;32.27;9.6;22.66;184.0;55.0;129.0
2469;Totaal mannen en vrouwen;Leeftijd: 85 jaar of ouder;Heeze-Leende;;;;;;;;;
2470;Totaal mannen en vrouwen;Leeftijd: 85 jaar of ouder;Heiloo;115.0;25.0;90.0;37.18;8.33;28.85;107.0;24.0;83.0
2471;Totaal mannen en vrouwen;Leeftijd: 85 jaar of ouder;Den Helder;240.0;65.0;175.0;35.2;9.43;25.77;133.0;36.0;98.0
2472;Totaal mannen en vrouwen;Leeftijd: 85 jaar of ouder;Hellendoorn;205.0;70.0;140.0;31.99;10.51;21.48;184.0;60.0;123.0
2473;Totaal mannen en vrouwen;Leeftijd: 85 jaar of ouder;Hellevoetsluis;100.0;45.0;55.0;25.06;11.25;13.81;101.0;45.0;56.0
2474;Totaal mannen en vrouwen;Leeftijd: 85 jaar of ouder;Helmond;405.0;125.0;280.0;25.49;7.83;17.66;203.0;62.0;140.0
2475;Totaal mannen en vrouwen;Leeftijd: 85 jaar of ouder;Hendrik-Ido-Ambacht;;;;;;;;;
2476;Totaal mannen en vrouwen;Leeftijd: 85 jaar of ouder;Hengelo (O.);450.0;190.0;260.0;24.43;10.28;14.15;160.0;67.0;93.0
2477;Totaal mannen en vrouwen;Leeftijd: 85 jaar of ouder;'s-Hertogenbosch;735.0;190.0;545.0;34.69;9.06;25.63;183.0;48.0;135.0
2478;Totaal mannen en vrouwen;Leeftijd: 85 jaar of ouder;Heumen;;;;;;;;;
2479;Totaal mannen en vrouwen;Leeftijd: 85 jaar of ouder;Heusden;;;;;;;;;
2480;Totaal mannen en vrouwen;Leeftijd: 85 jaar of ouder;Hillegom;135.0;35.0;100.0;32.31;8.73;23.58;190.0;51.0;139.0
2481;Totaal mannen en vrouwen;Leeftijd: 85 jaar of ouder;Hilvarenbeek;80.0;15.0;65.0;35.37;6.55;28.82;199.0;37.0;162.0
2482;Totaal mannen en vrouwen;Leeftijd: 85 jaar of ouder;Hilversum;505.0;150.0;355.0;28.49;8.56;19.93;154.0;46.0;108.0
2483;Totaal mannen en vrouwen;Leeftijd: 85 jaar of ouder;Hof van Twente;195.0;60.0;140.0;27.59;8.12;19.47;142.0;42.0;100.0
2484;Totaal mannen en vrouwen;Leeftijd: 85 jaar of ouder;Hollands Kroon;150.0;50.0;100.0;33.04;10.94;22.1;119.0;39.0;80.0
2485;Totaal mannen en vrouwen;Leeftijd: 85 jaar of ouder;Hoogeveen;150.0;70.0;80.0;22.19;10.5;11.69;79.0;37.0;41.0
2486;Totaal mannen en vrouwen;Leeftijd: 85 jaar of ouder;Hoogezand-Sappemeer;95.0;55.0;40.0;25.27;14.4;10.87;79.0;45.0;34.0
2487;Totaal mannen en vrouwen;Leeftijd: 85 jaar of ouder;Hoorn;200.0;75.0;130.0;23.48;8.53;14.95;115.0;42.0;73.0
2488;Totaal mannen en vrouwen;Leeftijd: 85 jaar of ouder;Horst aan de Maas;185.0;65.0;120.0;29.23;10.38;18.85;148.0;53.0;95.0
2489;Totaal mannen en vrouwen;Leeftijd: 85 jaar of ouder;Houten;135.0;40.0;95.0;33.17;9.98;23.19;135.0;41.0;95.0
2490;Totaal mannen en vrouwen;Leeftijd: 85 jaar of ouder;Huizen;120.0;30.0;90.0;29.93;7.98;21.95;90.0;24.0;66.0
