ID;Voertuigsoort;KenmerkenVrachtautoSEnTrekkers;BedrijfstakkenBranchesSBI2008;Perioden;VoertuigenInGebruik_1;KilometersNederlandseVoertuigen_2;GemiddeldJaarkilometrage_3
0;Vrachtauto's en trekkers voor oplegger;Totaal;A-U Alle economische activiteiten;2009;166526.0;10085.0;60561.0
1;Vrachtauto's en trekkers voor oplegger;Totaal;A-U Alle economische activiteiten;2010;161673.0;9763.4;60390.0
2;Vrachtauto's en trekkers voor oplegger;Totaal;A-U Alle economische activiteiten;2011;159980.0;9782.5;61149.0
3;Vrachtauto's en trekkers voor oplegger;Totaal;A-U Alle economische activiteiten;2012;157630.0;9493.2;60224.0
4;Vrachtauto's en trekkers voor oplegger;Totaal;A-U Alle economische activiteiten;2013;156157.0;9265.4;59334.0
5;Vrachtauto's en trekkers voor oplegger;Totaal;A-U Alle economische activiteiten;2014;151723.0;9174.0;60465.0
6;Vrachtauto's en trekkers voor oplegger;Totaal;A-U Alle economische activiteiten;2015;152542.0;9182.5;60196.0
7;Vrachtauto's en trekkers voor oplegger;Totaal;A-U Alle economische activiteiten;2016;154900.0;9333.2;60253.0
8;Vrachtauto's en trekkers voor oplegger;Totaal;A-U Alle economische activiteiten;2017;157548.0;9415.5;59763.0
9;Vrachtauto's en trekkers voor oplegger;Totaal;A-U Alle economische activiteiten;2018;162028.0;9491.4;58579.0
10;Vrachtauto's en trekkers voor oplegger;Totaal;A-U Alle economische activiteiten;2019;166013.0;9364.9;56411.0
11;Vrachtauto's en trekkers voor oplegger;Totaal;A-U Alle economische activiteiten;2020;163628.0;9118.0;55724.0
12;Vrachtauto's en trekkers voor oplegger;Totaal;B-E Nijverheid (geen bouw) en energie;2009;13251.0;536.6;40495.0
13;Vrachtauto's en trekkers voor oplegger;Totaal;B-E Nijverheid (geen bouw) en energie;2010;12755.0;502.2;39372.0
14;Vrachtauto's en trekkers voor oplegger;Totaal;B-E Nijverheid (geen bouw) en energie;2011;12917.0;519.1;40188.0
15;Vrachtauto's en trekkers voor oplegger;Totaal;B-E Nijverheid (geen bouw) en energie;2012;12596.0;520.7;41340.0
16;Vrachtauto's en trekkers voor oplegger;Totaal;B-E Nijverheid (geen bouw) en energie;2013;12346.0;510.7;41367.0
17;Vrachtauto's en trekkers voor oplegger;Totaal;B-E Nijverheid (geen bouw) en energie;2014;12229.0;524.8;42911.0
18;Vrachtauto's en trekkers voor oplegger;Totaal;B-E Nijverheid (geen bouw) en energie;2015;11828.0;500.3;42296.0
19;Vrachtauto's en trekkers voor oplegger;Totaal;B-E Nijverheid (geen bouw) en energie;2016;12079.0;512.5;42426.0
20;Vrachtauto's en trekkers voor oplegger;Totaal;B-E Nijverheid (geen bouw) en energie;2017;12419.0;515.4;41500.0
21;Vrachtauto's en trekkers voor oplegger;Totaal;B-E Nijverheid (geen bouw) en energie;2018;12378.0;502.9;40630.0
22;Vrachtauto's en trekkers voor oplegger;Totaal;B-E Nijverheid (geen bouw) en energie;2019;12961.0;508.2;39208.0
23;Vrachtauto's en trekkers voor oplegger;Totaal;B-E Nijverheid (geen bouw) en energie;2020;12633.0;479.3;37940.0
24;Vrachtauto's en trekkers voor oplegger;Totaal;G-I Handel, vervoer en horeca;2009;119388.0;8533.1;71473.0
25;Vrachtauto's en trekkers voor oplegger;Totaal;G-I Handel, vervoer en horeca;2010;115585.0;8257.5;71441.0
26;Vrachtauto's en trekkers voor oplegger;Totaal;G-I Handel, vervoer en horeca;2011;113922.0;8274.5;72633.0
27;Vrachtauto's en trekkers voor oplegger;Totaal;G-I Handel, vervoer en horeca;2012;112355.0;8007.3;71268.0
28;Vrachtauto's en trekkers voor oplegger;Totaal;G-I Handel, vervoer en horeca;2013;111284.0;7812.5;70203.0
29;Vrachtauto's en trekkers voor oplegger;Totaal;G-I Handel, vervoer en horeca;2014;107583.0;7715.0;71712.0
30;Vrachtauto's en trekkers voor oplegger;Totaal;G-I Handel, vervoer en horeca;2015;108470.0;7734.1;71302.0
31;Vrachtauto's en trekkers voor oplegger;Totaal;G-I Handel, vervoer en horeca;2016;110042.0;7834.0;71191.0
32;Vrachtauto's en trekkers voor oplegger;Totaal;G-I Handel, vervoer en horeca;2017;111445.0;7896.7;70857.0
33;Vrachtauto's en trekkers voor oplegger;Totaal;G-I Handel, vervoer en horeca;2018;114401.0;7934.9;69361.0
34;Vrachtauto's en trekkers voor oplegger;Totaal;G-I Handel, vervoer en horeca;2019;116958.0;7790.1;66606.0
35;Vrachtauto's en trekkers voor oplegger;Totaal;G-I Handel, vervoer en horeca;2020;114340.0;7634.2;66768.0
36;Vrachtauto's en trekkers voor oplegger;Totaal;M-N Zakelijke dienstverlening;2009;9535.0;328.9;34490.0
37;Vrachtauto's en trekkers voor oplegger;Totaal;M-N Zakelijke dienstverlening;2010;9080.0;324.2;35705.0
38;Vrachtauto's en trekkers voor oplegger;Totaal;M-N Zakelijke dienstverlening;2011;8824.0;308.3;34941.0
39;Vrachtauto's en trekkers voor oplegger;Totaal;M-N Zakelijke dienstverlening;2012;8989.0;304.6;33886.0
40;Vrachtauto's en trekkers voor oplegger;Totaal;M-N Zakelijke dienstverlening;2013;9141.0;313.0;34246.0
41;Vrachtauto's en trekkers voor oplegger;Totaal;M-N Zakelijke dienstverlening;2014;8613.0;291.6;33851.0
42;Vrachtauto's en trekkers voor oplegger;Totaal;M-N Zakelijke dienstverlening;2015;8878.0;299.9;33780.0
43;Vrachtauto's en trekkers voor oplegger;Totaal;M-N Zakelijke dienstverlening;2016;9198.0;315.5;34298.0
44;Vrachtauto's en trekkers voor oplegger;Totaal;M-N Zakelijke dienstverlening;2017;9348.0;320.7;34308.0
45;Vrachtauto's en trekkers voor oplegger;Totaal;M-N Zakelijke dienstverlening;2018;9845.0;349.0;35447.0
46;Vrachtauto's en trekkers voor oplegger;Totaal;M-N Zakelijke dienstverlening;2019;10162.0;348.5;34290.0
47;Vrachtauto's en trekkers voor oplegger;Totaal;M-N Zakelijke dienstverlening;2020;10106.0;326.8;32333.0
48;Vrachtauto's en trekkers voor oplegger;Totaal;O-Q Overheid en zorg;2009;2491.0;43.3;17398.0
49;Vrachtauto's en trekkers voor oplegger;Totaal;O-Q Overheid en zorg;2010;2494.0;38.8;15557.0
50;Vrachtauto's en trekkers voor oplegger;Totaal;O-Q Overheid en zorg;2011;2597.0;38.3;14750.0
51;Vrachtauto's en trekkers voor oplegger;Totaal;O-Q Overheid en zorg;2012;2566.0;37.6;14634.0
52;Vrachtauto's en trekkers voor oplegger;Totaal;O-Q Overheid en zorg;2013;2596.0;38.3;14756.0
53;Vrachtauto's en trekkers voor oplegger;Totaal;O-Q Overheid en zorg;2014;2426.0;36.9;15208.0
54;Vrachtauto's en trekkers voor oplegger;Totaal;O-Q Overheid en zorg;2015;2495.0;39.4;15775.0
55;Vrachtauto's en trekkers voor oplegger;Totaal;O-Q Overheid en zorg;2016;2562.0;42.4;16539.0
56;Vrachtauto's en trekkers voor oplegger;Totaal;O-Q Overheid en zorg;2017;2602.0;39.8;15306.0
57;Vrachtauto's en trekkers voor oplegger;Totaal;O-Q Overheid en zorg;2018;2706.0;41.8;15462.0
58;Vrachtauto's en trekkers voor oplegger;Totaal;O-Q Overheid en zorg;2019;2768.0;44.0;15912.0
59;Vrachtauto's en trekkers voor oplegger;Totaal;O-Q Overheid en zorg;2020;2929.0;39.1;13355.0
60;Vrachtauto's en trekkers voor oplegger;Totaal;R-U Cultuur, recreatie, overige diensten;2009;3356.0;70.0;20870.0
61;Vrachtauto's en trekkers voor oplegger;Totaal;R-U Cultuur, recreatie, overige diensten;2010;3415.0;74.1;21700.0
62;Vrachtauto's en trekkers voor oplegger;Totaal;R-U Cultuur, recreatie, overige diensten;2011;3419.0;77.5;22672.0
63;Vrachtauto's en trekkers voor oplegger;Totaal;R-U Cultuur, recreatie, overige diensten;2012;3332.0;79.2;23756.0
64;Vrachtauto's en trekkers voor oplegger;Totaal;R-U Cultuur, recreatie, overige diensten;2013;3308.0;74.7;22590.0
65;Vrachtauto's en trekkers voor oplegger;Totaal;R-U Cultuur, recreatie, overige diensten;2014;3288.0;72.8;22132.0
66;Vrachtauto's en trekkers voor oplegger;Totaal;R-U Cultuur, recreatie, overige diensten;2015;3247.0;73.7;22697.0
67;Vrachtauto's en trekkers voor oplegger;Totaal;R-U Cultuur, recreatie, overige diensten;2016;3194.0;73.3;22964.0
68;Vrachtauto's en trekkers voor oplegger;Totaal;R-U Cultuur, recreatie, overige diensten;2017;3248.0;72.4;22279.0
69;Vrachtauto's en trekkers voor oplegger;Totaal;R-U Cultuur, recreatie, overige diensten;2018;3305.0;72.3;21885.0
70;Vrachtauto's en trekkers voor oplegger;Totaal;R-U Cultuur, recreatie, overige diensten;2019;3292.0;71.4;21678.0
71;Vrachtauto's en trekkers voor oplegger;Totaal;R-U Cultuur, recreatie, overige diensten;2020;3371.0;53.8;15947.0
72;Vrachtauto's en trekkers voor oplegger;Totaal;A Landbouw, bosbouw en visserij;2009;5475.0;171.6;31351.0
