ID;Financieringsvorm;Wijken;Perioden;Gemeentenaam_1;SoortRegio_2;Codering_3;IndelingswijzigingWijken_4;WmoClienten_5;WmoClientenPer1000Inwoners_6
0;Totaal;Aa en Hunze;1e halfjaar 2020;Aa en Hunze                             ;Gemeente ;GM1680  ;;1715.0;67.0
1;Totaal;Aa en Hunze;2e halfjaar 2020;Aa en Hunze                             ;Gemeente ;GM1680  ;;1725.0;68.0
2;Totaal;Aa en Hunze;2020;Aa en Hunze                             ;Gemeente ;GM1680  ;;1865.0;73.0
3;Totaal;Wijk 00 Annen;1e halfjaar 2020;Aa en Hunze                             ;Wijk     ;WK168000;1.0;235.0;65.0
4;Totaal;Wijk 00 Annen;2e halfjaar 2020;Aa en Hunze                             ;Wijk     ;WK168000;1.0;225.0;62.0
5;Totaal;Wijk 00 Annen;2020;Aa en Hunze                             ;Wijk     ;WK168000;1.0;240.0;66.0
6;Totaal;Wijk 01 Eext;1e halfjaar 2020;Aa en Hunze                             ;Wijk     ;WK168001;1.0;55.0;39.0
7;Totaal;Wijk 01 Eext;2e halfjaar 2020;Aa en Hunze                             ;Wijk     ;WK168001;1.0;55.0;39.0
8;Totaal;Wijk 01 Eext;2020;Aa en Hunze                             ;Wijk     ;WK168001;1.0;60.0;42.0
9;Totaal;Wijk 02 Anloo;1e halfjaar 2020;Aa en Hunze                             ;Wijk     ;WK168002;1.0;15.0;34.0
10;Totaal;Wijk 02 Anloo;2e halfjaar 2020;Aa en Hunze                             ;Wijk     ;WK168002;1.0;15.0;34.0
11;Totaal;Wijk 02 Anloo;2020;Aa en Hunze                             ;Wijk     ;WK168002;1.0;15.0;34.0
12;Totaal;Wijk 03 Gasteren;1e halfjaar 2020;Aa en Hunze                             ;Wijk     ;WK168003;1.0;15.0;38.0
13;Totaal;Wijk 03 Gasteren;2e halfjaar 2020;Aa en Hunze                             ;Wijk     ;WK168003;1.0;20.0;50.0
14;Totaal;Wijk 03 Gasteren;2020;Aa en Hunze                             ;Wijk     ;WK168003;1.0;20.0;50.0
15;Totaal;Wijk 04 Anderen;1e halfjaar 2020;Aa en Hunze                             ;Wijk     ;WK168004;1.0;25.0;100.0
16;Totaal;Wijk 04 Anderen;2e halfjaar 2020;Aa en Hunze                             ;Wijk     ;WK168004;1.0;25.0;100.0
17;Totaal;Wijk 04 Anderen;2020;Aa en Hunze                             ;Wijk     ;WK168004;1.0;25.0;100.0
18;Totaal;Wijk 05 Schipborg;1e halfjaar 2020;Aa en Hunze                             ;Wijk     ;WK168005;1.0;20.0;34.0
19;Totaal;Wijk 05 Schipborg;2e halfjaar 2020;Aa en Hunze                             ;Wijk     ;WK168005;1.0;25.0;42.0
20;Totaal;Wijk 05 Schipborg;2020;Aa en Hunze                             ;Wijk     ;WK168005;1.0;25.0;42.0
21;Totaal;Wijk 06 Eexterveen;1e halfjaar 2020;Aa en Hunze                             ;Wijk     ;WK168006;1.0;;
22;Totaal;Wijk 06 Eexterveen;2e halfjaar 2020;Aa en Hunze                             ;Wijk     ;WK168006;1.0;;
23;Totaal;Wijk 06 Eexterveen;2020;Aa en Hunze                             ;Wijk     ;WK168006;1.0;;
24;Totaal;Wijk 07 Spijkerboor;1e halfjaar 2020;Aa en Hunze                             ;Wijk     ;WK168007;1.0;;
25;Totaal;Wijk 07 Spijkerboor;2e halfjaar 2020;Aa en Hunze                             ;Wijk     ;WK168007;1.0;;
26;Totaal;Wijk 07 Spijkerboor;2020;Aa en Hunze                             ;Wijk     ;WK168007;1.0;;
27;Totaal;Wijk 08 Nieuw-Annerveen;1e halfjaar 2020;Aa en Hunze                             ;Wijk     ;WK168008;1.0;;
28;Totaal;Wijk 08 Nieuw-Annerveen;2e halfjaar 2020;Aa en Hunze                             ;Wijk     ;WK168008;1.0;;
29;Totaal;Wijk 08 Nieuw-Annerveen;2020;Aa en Hunze                             ;Wijk     ;WK168008;1.0;;
30;Totaal;Wijk 09 Oud-Annerveen;1e halfjaar 2020;Aa en Hunze                             ;Wijk     ;WK168009;1.0;;
31;Totaal;Wijk 09 Oud-Annerveen;2e halfjaar 2020;Aa en Hunze                             ;Wijk     ;WK168009;1.0;;
32;Totaal;Wijk 09 Oud-Annerveen;2020;Aa en Hunze                             ;Wijk     ;WK168009;1.0;10.0;77.0
33;Totaal;Wijk 11 Annerveenschekanaal;1e halfjaar 2020;Aa en Hunze                             ;Wijk     ;WK168011;1.0;15.0;38.0
34;Totaal;Wijk 11 Annerveenschekanaal;2e halfjaar 2020;Aa en Hunze                             ;Wijk     ;WK168011;1.0;20.0;51.0
35;Totaal;Wijk 11 Annerveenschekanaal;2020;Aa en Hunze                             ;Wijk     ;WK168011;1.0;20.0;51.0
36;Totaal;Wijk 12 Eexterveenschekanaal;1e halfjaar 2020;Aa en Hunze                             ;Wijk     ;WK168012;1.0;10.0;42.0
37;Totaal;Wijk 12 Eexterveenschekanaal;2e halfjaar 2020;Aa en Hunze                             ;Wijk     ;WK168012;1.0;;
38;Totaal;Wijk 12 Eexterveenschekanaal;2020;Aa en Hunze                             ;Wijk     ;WK168012;1.0;10.0;42.0
39;Totaal;Wijk 13 Eexterzandvoort;1e halfjaar 2020;Aa en Hunze                             ;Wijk     ;WK168013;1.0;;
40;Totaal;Wijk 13 Eexterzandvoort;2e halfjaar 2020;Aa en Hunze                             ;Wijk     ;WK168013;1.0;;
41;Totaal;Wijk 13 Eexterzandvoort;2020;Aa en Hunze                             ;Wijk     ;WK168013;1.0;;
42;Totaal;Wijk 14 Gasselte;1e halfjaar 2020;Aa en Hunze                             ;Wijk     ;WK168014;1.0;135.0;71.0
43;Totaal;Wijk 14 Gasselte;2e halfjaar 2020;Aa en Hunze                             ;Wijk     ;WK168014;1.0;140.0;74.0
44;Totaal;Wijk 14 Gasselte;2020;Aa en Hunze                             ;Wijk     ;WK168014;1.0;145.0;76.0
45;Totaal;Wijk 15 Gasselternijveen;1e halfjaar 2020;Aa en Hunze                             ;Wijk     ;WK168015;1.0;125.0;67.0
46;Totaal;Wijk 15 Gasselternijveen;2e halfjaar 2020;Aa en Hunze                             ;Wijk     ;WK168015;1.0;125.0;67.0
47;Totaal;Wijk 15 Gasselternijveen;2020;Aa en Hunze                             ;Wijk     ;WK168015;1.0;130.0;70.0
48;Totaal;Wijk 16 Gasselternijveenschemond;1e halfjaar 2020;Aa en Hunze                             ;Wijk     ;WK168016;1.0;30.0;46.0
49;Totaal;Wijk 16 Gasselternijveenschemond;2e halfjaar 2020;Aa en Hunze                             ;Wijk     ;WK168016;1.0;30.0;46.0
50;Totaal;Wijk 16 Gasselternijveenschemond;2020;Aa en Hunze                             ;Wijk     ;WK168016;1.0;35.0;53.0
51;Totaal;Wijk 17 Gieten;1e halfjaar 2020;Aa en Hunze                             ;Wijk     ;WK168017;1.0;380.0;75.0
52;Totaal;Wijk 17 Gieten;2e halfjaar 2020;Aa en Hunze                             ;Wijk     ;WK168017;1.0;390.0;77.0
53;Totaal;Wijk 17 Gieten;2020;Aa en Hunze                             ;Wijk     ;WK168017;1.0;415.0;82.0
54;Totaal;Wijk 18 Gieterveen;1e halfjaar 2020;Aa en Hunze                             ;Wijk     ;WK168018;1.0;40.0;33.0
55;Totaal;Wijk 18 Gieterveen;2e halfjaar 2020;Aa en Hunze                             ;Wijk     ;WK168018;1.0;35.0;29.0
