ID;NederlandEnHerkomstgroeperingen;Perioden;TotaalImmigratie_1;ImmigratieMannen_2;ImmigratieVrouwen_3;TotaalEmigratie_4;EmigratieMannen_5;EmigratieVrouwen_6;TotaalMigratiesaldo_7;MigratieSaldoMannen_8;MigratieSaldoVrouwen_9
333;Nederlandse Antillen en Aruba;2031;4999;2501;2498;3119;1595;1524;1880;906;974
334;Nederlandse Antillen en Aruba;2032;4999;2501;2498;3112;1595;1517;1887;906;981
335;Nederlandse Antillen en Aruba;2033;4999;2501;2498;3106;1596;1510;1894;905;988
336;Nederlandse Antillen en Aruba;2034;4999;2501;2498;3099;1596;1503;1900;905;995
337;Nederlandse Antillen en Aruba;2035;4999;2501;2498;3094;1597;1497;1905;904;1001
338;Nederlandse Antillen en Aruba;2036;4999;2501;2498;3088;1597;1491;1911;904;1007
339;Nederlandse Antillen en Aruba;2037;4999;2501;2498;3083;1597;1486;1917;905;1012
340;Nederlandse Antillen en Aruba;2038;4999;2501;2498;3077;1596;1481;1922;906;1017
341;Nederlandse Antillen en Aruba;2039;4999;2501;2498;3070;1594;1476;1929;907;1022
342;Nederlandse Antillen en Aruba;2040;4999;2501;2498;3064;1592;1472;1935;909;1026
343;Nederlandse Antillen en Aruba;2041;4999;2501;2498;3056;1589;1467;1943;912;1031
344;Nederlandse Antillen en Aruba;2042;4999;2501;2498;3049;1586;1463;1950;915;1035
345;Nederlandse Antillen en Aruba;2043;4999;2501;2498;3041;1582;1459;1958;919;1039
346;Nederlandse Antillen en Aruba;2044;4999;2501;2498;3033;1577;1456;1966;924;1042
347;Nederlandse Antillen en Aruba;2045;4999;2501;2498;3024;1571;1453;1975;930;1045
348;Nederlandse Antillen en Aruba;2046;4999;2501;2498;3014;1563;1450;1986;938;1048
349;Nederlandse Antillen en Aruba;2047;4999;2501;2498;3002;1554;1448;1997;947;1050
350;Nederlandse Antillen en Aruba;2048;4999;2501;2498;2990;1543;1447;2010;958;1051
351;Nederlandse Antillen en Aruba;2049;4999;2501;2498;2975;1530;1446;2024;971;1052
352;Suriname;2006;1889;914;975;2285;1380;905;-396;-466;70
353;Suriname;2007;1968;957;1011;2179;1315;864;-211;-358;147
354;Suriname;2008;2184;1074;1110;2089;1259;830;95;-185;280
355;Suriname;2009;2446;1210;1236;2013;1210;803;433;0;433
356;Suriname;2010;2713;1352;1361;1950;1169;781;763;183;580
357;Suriname;2011;2920;1461;1459;1895;1134;761;1026;328;698
358;Suriname;2012;2998;1498;1500;1845;1102;744;1153;397;757
359;Suriname;2013;2998;1498;1500;1800;1073;727;1198;426;773
360;Suriname;2014;2998;1498;1500;1757;1046;712;1241;453;789
361;Suriname;2015;2998;1498;1500;1717;1021;697;1281;478;804
362;Suriname;2016;2998;1498;1500;1678;996;682;1320;502;818
363;Suriname;2017;2998;1498;1500;1642;974;668;1356;524;832
364;Suriname;2018;2998;1498;1500;1609;953;656;1390;545;844
365;Suriname;2019;2998;1498;1500;1576;932;644;1422;566;856
366;Suriname;2020;2998;1498;1500;1545;913;633;1453;585;868
367;Suriname;2021;2998;1498;1500;1517;894;622;1481;604;878
368;Suriname;2022;2998;1498;1500;1489;877;612;1509;621;888
369;Suriname;2023;2998;1498;1500;1464;861;603;1535;637;897
370;Suriname;2024;2998;1498;1500;1440;846;594;1559;652;906
371;Suriname;2025;2998;1498;1500;1418;832;586;1580;666;914
372;Suriname;2026;2998;1498;1500;1397;820;577;1601;678;923
373;Suriname;2027;2998;1498;1500;1379;809;570;1619;689;930
374;Suriname;2028;2998;1498;1500;1362;800;562;1636;699;938
375;Suriname;2029;2998;1498;1500;1345;790;555;1653;708;945
376;Suriname;2030;2998;1498;1500;1329;781;548;1670;717;952
377;Suriname;2031;2998;1498;1500;1313;772;541;1685;726;959
378;Suriname;2032;2998;1498;1500;1297;763;534;1701;735;966
379;Suriname;2033;2998;1498;1500;1282;755;527;1716;744;973
380;Suriname;2034;2998;1498;1500;1267;746;521;1731;752;979
381;Suriname;2035;2998;1498;1500;1254;738;516;1745;760;985
382;Suriname;2036;2998;1498;1500;1240;730;510;1758;768;991
383;Suriname;2037;2998;1498;1500;1226;722;504;1772;776;996
384;Suriname;2038;2998;1498;1500;1213;714;499;1785;784;1001
385;Suriname;2039;2998;1498;1500;1199;706;493;1799;792;1007
386;Suriname;2040;2998;1498;1500;1185;698;487;1813;800;1013
387;Suriname;2041;2998;1498;1500;1172;690;482;1826;808;1019
388;Suriname;2042;2998;1498;1500;1157;682;476;1841;816;1024
389;Suriname;2043;2998;1498;1500;1143;673;469;1855;825;1031
390;Suriname;2044;2998;1498;1500;1127;664;463;1871;834;1037
391;Suriname;2045;2998;1498;1500;1112;655;457;1887;843;1043
392;Suriname;2046;2998;1498;1500;1097;646;451;1901;852;1049
393;Suriname;2047;2998;1498;1500;1082;637;446;1916;861;1054
394;Suriname;2048;2998;1498;1500;1068;628;440;1930;870;1060
395;Suriname;2049;2998;1498;1500;1053;619;435;1945;880;1065
396;Turkije;2006;3299;1787;1512;3200;2056;1144;99;-269;368
397;Turkije;2007;3297;1782;1515;3025;1942;1083;272;-160;432
398;Turkije;2008;3299;1775;1524;2872;1840;1032;427;-65;492
399;Turkije;2009;3305;1763;1542;2732;1746;985;573;17;557
400;Turkije;2010;3299;1739;1560;2605;1660;946;694;80;614
401;Turkije;2011;3294;1716;1578;2484;1576;909;810;140;669
402;Turkije;2012;3301;1699;1602;2377;1499;878;924;200;724
403;Turkije;2013;3302;1681;1621;2274;1425;849;1028;256;772
404;Turkije;2014;3299;1665;1634;2181;1356;825;1118;309;809
405;Turkije;2015;3297;1653;1644;2089;1289;800;1208;364;844
406;Turkije;2016;3297;1649;1648;2007;1229;778;1290;420;870
407;Turkije;2017;3297;1649;1648;1928;1171;757;1369;478;891
408;Turkije;2018;3297;1649;1648;1854;1116;738;1443;533;910
409;Turkije;2019;3297;1649;1648;1782;1064;718;1515;585;930
410;Turkije;2020;3297;1649;1648;1715;1015;700;1582;634;949
411;Turkije;2021;3286;1643;1643;1645;967;679;1641;677;964
412;Turkije;2022;3278;1639;1639;1582;921;661;1696;718;978
413;Turkije;2023;3267;1633;1634;1522;882;641;1745;751;993
414;Turkije;2024;3258;1630;1628;1466;845;621;1792;785;1007
415;Turkije;2025;3250;1625;1625;1415;813;602;1835;812;1023
416;Turkije;2026;3243;1619;1624;1369;786;583;1874;833;1041
417;Turkije;2027;3228;1612;1616;1327;761;566;1901;851;1050
418;Turkije;2028;3217;1605;1612;1291;741;550;1926;864;1062
419;Turkije;2029;3205;1601;1604;1258;723;535;1947;878;1069
420;Turkije;2030;3202;1600;1602;1229;707;521;1973;893;1081
421;Turkije;2031;3189;1594;1595;1201;693;508;1988;901;1087
422;Turkije;2032;3180;1589;1591;1180;682;497;2000;907;1094
423;Turkije;2033;3167;1582;1585;1162;674;488;2006;908;1097
424;Turkije;2034;3155;1575;1580;1147;667;479;2008;908;1101
425;Turkije;2035;3146;1569;1577;1134;662;471;2013;907;1106
426;Turkije;2036;3135;1562;1573;1122;659;463;2014;903;1110
427;Turkije;2037;3129;1560;1569;1112;656;456;2017;904;1113
428;Turkije;2038;3120;1556;1564;1105;652;453;2015;904;1111
429;Turkije;2039;3111;1553;1558;1097;648;448;2014;905;1110
430;Turkije;2040;3102;1550;1552;1090;645;445;2012;905;1108
431;Turkije;2041;3091;1544;1547;1083;643;440;2009;901;1107
432;Turkije;2042;3081;1537;1544;1074;637;437;2007;900;1107
433;Turkije;2043;3076;1535;1541;1068;632;436;2008;903;1105
434;Turkije;2044;3070;1532;1538;1060;626;435;2010;907;1103
435;Turkije;2045;3057;1526;1531;1050;618;432;2007;908;1099
436;Turkije;2046;3048;1524;1524;1039;609;430;2009;915;1095
437;Turkije;2047;3031;1515;1516;1027;600;427;2004;915;1089
438;Turkije;2048;3023;1508;1515;1014;590;425;2009;919;1091
439;Turkije;2049;3016;1506;1510;1003;581;421;2014;925;1089
440;Totaal westers;2006;41396;20235;21161;33136;17309;15827;8260;2926;5334
441;Totaal westers;2007;43738;21458;22280;33149;17205;15944;10589;4253;6336
442;Totaal westers;2008;45858;22667;23191;33342;17219;16123;12516;5448;7068
443;Totaal westers;2009;47728;23801;23927;33652;17317;16334;14077;6484;7593
444;Totaal westers;2010;49245;24749;24496;34027;17467;16560;15218;7282;7936
445;Totaal westers;2011;50348;25456;24892;34408;17635;16773;15940;7822;8119
446;Totaal westers;2012;50997;25856;25141;34756;17796;16960;16241;8060;8181
447;Totaal westers;2013;51240;25980;25260;35035;17925;17110;16205;8055;8150
448;Totaal westers;2014;51328;26016;25312;35238;18015;17222;16090;8001;8090
449;Totaal westers;2015;51399;26043;25356;35367;18072;17296;16032;7971;8060
450;Totaal westers;2016;51450;26071;25379;35440;18100;17340;16010;7971;8039
451;Totaal westers;2017;51500;26095;25405;35466;18107;17359;16034;7988;8046
452;Totaal westers;2018;51548;26120;25428;35450;18094;17356;16098;8026;8072
453;Totaal westers;2019;51599;26145;25454;35400;18066;17335;16199;8079;8119
454;Totaal westers;2020;51645;26166;25479;35326;18026;17299;16319;8140;8180
455;Totaal westers;2021;51693;26191;25502;35230;17980;17251;16463;8211;8251
456;Totaal westers;2022;51730;26207;25523;35119;17927;17192;16611;8280;8331
457;Totaal westers;2023;51781;26235;25546;34993;17870;17123;16788;8365;8423
458;Totaal westers;2024;51824;26253;25571;34858;17811;17047;16966;8442;8524
459;Totaal westers;2025;51864;26274;25590;34711;17749;16962;17153;8526;8628
460;Totaal westers;2026;51910;26296;25614;34555;17683;16872;17355;8613;8742
461;Totaal westers;2027;51953;26315;25638;34391;17615;16777;17562;8700;8861
462;Totaal westers;2028;52001;26341;25660;34222;17546;16676;17779;8795;8984
463;Totaal westers;2029;52046;26364;25682;34046;17476;16570;18001;8888;9112
464;Totaal westers;2030;52097;26384;25713;33866;17406;16460;18231;8978;9253
465;Totaal westers;2031;52142;26409;25733;33682;17334;16348;18460;9075;9385
466;Totaal westers;2032;52188;26430;25758;33494;17261;16233;18694;9169;9525
467;Totaal westers;2033;52233;26448;25785;33301;17186;16116;18932;9262;9670
468;Totaal westers;2034;52280;26474;25806;33107;17110;15997;19173;9364;9809
469;Totaal westers;2035;52325;26497;25828;32910;17033;15877;19416;9464;9951
470;Totaal westers;2036;52361;26515;25846;32711;16956;15755;19650;9559;10091
471;Totaal westers;2037;52414;26542;25872;32511;16878;15633;19903;9664;10239
472;Totaal westers;2038;52458;26562;25896;32312;16801;15511;20146;9761;10385
473;Totaal westers;2039;52498;26583;25915;32115;16723;15392;20383;9860;10523
474;Totaal westers;2040;52538;26601;25937;31920;16646;15274;20618;9956;10663
475;Totaal westers;2041;52591;26630;25961;31729;16569;15160;20862;10061;10801
476;Totaal westers;2042;52637;26650;25987;31544;16492;15051;21094;10158;10936
477;Totaal westers;2043;52684;26674;26010;31364;16417;14947;21320;10257;11063
478;Totaal westers;2044;52721;26690;26031;31191;16342;14849;21530;10348;11182
479;Totaal westers;2045;52760;26712;26048;31025;16268;14757;21736;10445;11291
480;Totaal westers;2046;52813;26735;26078;30867;16194;14673;21946;10541;11405
481;Totaal westers;2047;52857;26754;26103;30721;16121;14599;22136;10633;11504
482;Totaal westers;2048;52900;26774;26126;30584;16049;14535;22316;10725;11591
483;Totaal westers;2049;52947;26801;26146;30460;15979;14481;22487;10823;11665
484;26 EU-landen;2006;29996;15203;14793;21947;11674;10272;8049;3529;4521
485;26 EU-landen;2007;31854;16152;15702;22105;11668;10437;9749;4484;5265
486;26 EU-landen;2008;33422;16985;16437;22382;11740;10642;11040;5245;5795
487;26 EU-landen;2009;34717;17696;17021;22727;11862;10865;11990;5834;6156
488;26 EU-landen;2010;35718;18259;17459;23095;12007;11089;12623;6252;6371
489;26 EU-landen;2011;36430;18680;17750;23448;12153;11295;12982;6527;6455
490;26 EU-landen;2012;36859;18944;17915;23760;12286;11474;13099;6658;6441
491;26 EU-landen;2013;37003;19029;17974;24010;12391;11619;12993;6638;6355
492;26 EU-landen;2014;37003;19029;17974;24192;12464;11728;12811;6565;6246
493;26 EU-landen;2015;37003;19029;17974;24311;12509;11802;12692;6520;6172
494;26 EU-landen;2016;37003;19029;17974;24382;12531;11851;12621;6498;6123
495;26 EU-landen;2017;37003;19029;17974;24414;12536;11878;12589;6493;6096
496;26 EU-landen;2018;37003;19029;17974;24413;12527;11885;12590;6502;6089
497;26 EU-landen;2019;37003;19029;17974;24383;12507;11877;12620;6522;6098
498;26 EU-landen;2020;37003;19029;17974;24332;12478;11854;12671;6551;6120
499;26 EU-landen;2021;37003;19029;17974;24263;12444;11819;12740;6585;6155
500;26 EU-landen;2022;37003;19029;17974;24177;12405;11772;12826;6625;6202
501;26 EU-landen;2023;37003;19029;17974;24077;12360;11717;12926;6669;6257
502;26 EU-landen;2024;37003;19029;17974;23964;12312;11652;13039;6717;6322
503;26 EU-landen;2025;37003;19029;17974;23839;12260;11579;13164;6770;6395
504;26 EU-landen;2026;37003;19029;17974;23702;12204;11498;13301;6825;6476
505;26 EU-landen;2027;37003;19029;17974;23555;12144;11411;13448;6885;6563
506;26 EU-landen;2028;37003;19029;17974;23398;12082;11316;13605;6947;6658
507;26 EU-landen;2029;37003;19029;17974;23232;12016;11216;13771;7013;6758
508;26 EU-landen;2030;37003;19029;17974;23058;11948;11110;13945;7081;6864
509;26 EU-landen;2031;37003;19029;17974;22877;11876;11001;14126;7153;6973
510;26 EU-landen;2032;37003;19029;17974;22690;11803;10887;14313;7226;7087
511;26 EU-landen;2033;37003;19029;17974;22496;11727;10769;14507;7302;7205
512;26 EU-landen;2034;37003;19029;17974;22297;11649;10649;14706;7380;7326
513;26 EU-landen;2035;37003;19029;17974;22094;11568;10526;14909;7461;7448
514;26 EU-landen;2036;37003;19029;17974;21887;11485;10402;15116;7544;7572
515;26 EU-landen;2037;37003;19029;17974;21678;11402;10277;15325;7627;7697
516;26 EU-landen;2038;37003;19029;17974;21468;11317;10152;15535;7713;7822
517;26 EU-landen;2039;37003;19029;17974;21257;11230;10027;15746;7799;7947
518;26 EU-landen;2040;37003;19029;17974;21045;11143;9902;15958;7887;8072
519;26 EU-landen;2041;37003;19029;17974;20833;11054;9779;16170;7975;8195
520;26 EU-landen;2042;37003;19029;17974;20621;10963;9658;16382;8066;8316
521;26 EU-landen;2043;37003;19029;17974;20410;10871;9539;16593;8158;8435
522;26 EU-landen;2044;37003;19029;17974;20200;10777;9423;16803;8252;8551
523;26 EU-landen;2045;37003;19029;17974;19991;10681;9311;17012;8348;8663
524;26 EU-landen;2046;37003;19029;17974;19785;10582;9203;17218;8447;8771
525;26 EU-landen;2047;37003;19029;17974;19581;10481;9100;17422;8548;8874
526;26 EU-landen;2048;37003;19029;17974;19381;10378;9003;17622;8651;8971
527;26 EU-landen;2049;37003;19029;17974;19184;10272;8912;17819;8757;9062
528;Overig Europa;2006;3999;1423;2576;3903;1968;1935;96;-545;641
529;Overig Europa;2007;4358;1645;2713;3838;1910;1928;520;-265;785
530;Overig Europa;2008;4782;1962;2820;3810;1879;1931;972;83;889
531;Overig Europa;2009;5226;2327;2899;3817;1875;1942;1409;452;957
532;Overig Europa;2010;5615;2656;2959;3849;1891;1958;1766;765;1001
533;Overig Europa;2011;5894;2902;2992;3894;1921;1973;2000;981;1019
534;Overig Europa;2012;5999;2997;3002;3942;1956;1985;2057;1041;1017
535;Overig Europa;2013;5999;2997;3002;3978;1986;1992;2021;1011;1010
536;Overig Europa;2014;5999;2997;3002;4000;2007;1993;1999;990;1009
537;Overig Europa;2015;5999;2997;3002;4009;2022;1988;1990;975;1015
538;Overig Europa;2016;5999;2997;3002;4008;2030;1979;1991;968;1024
539;Overig Europa;2017;5999;2997;3002;3997;2030;1967;2002;967;1035
540;Overig Europa;2018;5999;2997;3002;3977;2025;1953;2022;972;1050
541;Overig Europa;2019;5999;2997;3002;3951;2015;1936;2048;982;1066
542;Overig Europa;2020;5999;2997;3002;3921;2002;1919;2078;995;1083
543;Overig Europa;2021;5999;2997;3002;3888;1988;1901;2111;1009;1102
544;Overig Europa;2022;5999;2997;3002;3855;1971;1884;2144;1026;1118
545;Overig Europa;2023;5999;2997;3002;3822;1955;1867;2177;1042;1135
546;Overig Europa;2024;5999;2997;3002;3790;1939;1851;2209;1058;1151
547;Overig Europa;2025;5999;2997;3002;3759;1923;1836;2240;1074;1166
548;Overig Europa;2026;5999;2997;3002;3730;1908;1822;2270;1090;1180
549;Overig Europa;2027;5999;2997;3002;3702;1893;1809;2297;1104;1193
550;Overig Europa;2028;5999;2997;3002;3677;1879;1797;2323;1118;1205
551;Overig Europa;2029;5999;2997;3002;3652;1866;1786;2347;1131;1216
552;Overig Europa;2030;5999;2997;3002;3631;1855;1776;2368;1142;1226
553;Overig Europa;2031;5999;2997;3002;3611;1845;1767;2388;1152;1235
554;Overig Europa;2032;5999;2997;3002;3594;1835;1758;2405;1162;1244
555;Overig Europa;2033;5999;2997;3002;3576;1826;1750;2423;1171;1252
556;Overig Europa;2034;5999;2997;3002;3560;1818;1742;2439;1179;1260
557;Overig Europa;2035;5999;2997;3002;3544;1810;1734;2455;1187;1268
558;Overig Europa;2036;5999;2997;3002;3529;1803;1727;2470;1194;1276
559;Overig Europa;2037;5999;2997;3002;3514;1795;1719;2485;1202;1283
560;Overig Europa;2038;5999;2997;3002;3499;1788;1711;2500;1209;1291
561;Overig Europa;2039;5999;2997;3002;3485;1781;1704;2514;1217;1298
562;Overig Europa;2040;5999;2997;3002;3472;1774;1698;2527;1223;1304
563;Overig Europa;2041;5999;2997;3002;3460;1768;1692;2539;1229;1310
564;Overig Europa;2042;5999;2997;3002;3450;1763;1686;2549;1234;1316
565;Overig Europa;2043;5999;2997;3002;3442;1760;1682;2557;1237;1320
566;Overig Europa;2044;5999;2997;3002;3437;1758;1679;2562;1239;1323
567;Overig Europa;2045;5999;2997;3002;3435;1757;1677;2565;1240;1325
568;Overig Europa;2046;5999;2997;3002;3436;1759;1677;2563;1238;1325
569;Overig Europa;2047;5999;2997;3002;3441;1763;1678;2558;1234;1324
570;Overig Europa;2048;5999;2997;3002;3450;1769;1681;2549;1229;1321
571;Overig Europa;2049;5999;2997;3002;3462;1777;1686;2537;1221;1316
572;Indonesië;2006;1405;585;820;1364;675;689;41;-90;131
573;Indonesië;2007;1486;620;866;1310;648;662;176;-28;204
574;Indonesië;2008;1569;655;914;1266;626;640;303;29;274
575;Indonesië;2009;1652;689;963;1231;608;622;421;81;341
576;Indonesië;2010;1727;719;1008;1203;594;608;525;125;400
577;Indonesië;2011;1799;741;1058;1180;582;598;619;159;460
578;Indonesië;2012;1861;756;1105;1161;570;591;700;186;514
579;Indonesië;2013;1915;771;1144;1144;557;587;771;214;558
580;Indonesië;2014;1957;786;1171;1129;546;583;828;240;588
581;Indonesië;2015;1983;794;1189;1115;534;581;868;260;609
582;Indonesië;2016;1992;798;1194;1101;523;578;891;275;616
583;Indonesië;2017;1992;798;1194;1088;513;575;904;285;619
584;Indonesië;2018;1992;798;1194;1074;503;571;918;295;623
585;Indonesië;2019;1992;798;1194;1060;493;567;932;305;627
586;Indonesië;2020;1992;798;1194;1044;482;562;948;316;632
587;Indonesië;2021;1992;798;1194;1028;471;557;964;327;637
588;Indonesië;2022;1992;798;1194;1013;460;553;979;338;642
589;Indonesië;2023;1992;798;1194;997;450;547;995;348;647
590;Indonesië;2024;1992;798;1194;982;440;542;1010;358;652
591;Indonesië;2025;1992;798;1194;967;431;537;1025;367;657
592;Indonesië;2026;1992;798;1194;953;421;531;1039;377;663
593;Indonesië;2027;1992;798;1194;939;413;527;1053;385;667
594;Indonesië;2028;1992;798;1194;927;405;522;1065;393;672
595;Indonesië;2029;1992;798;1194;915;398;518;1077;400;676
596;Indonesië;2030;1992;798;1194;904;391;513;1088;407;681
597;Indonesië;2031;1992;798;1194;893;384;509;1099;414;686
598;Indonesië;2032;1992;798;1194;881;377;504;1111;421;690
599;Indonesië;2033;1992;798;1194;870;370;500;1122;428;694
600;Indonesië;2034;1992;798;1194;860;363;497;1132;435;697
601;Indonesië;2035;1992;798;1194;850;357;493;1142;441;701
602;Indonesië;2036;1992;798;1194;841;351;489;1151;447;705
603;Indonesië;2037;1992;798;1194;832;346;485;1161;452;709
604;Indonesië;2038;1992;798;1194;822;342;480;1170;456;714
605;Indonesië;2039;1992;798;1194;813;338;476;1179;460;718
606;Indonesië;2040;1992;798;1194;805;334;471;1187;464;723
607;Indonesië;2041;1992;798;1194;798;331;467;1194;467;727
608;Indonesië;2042;1992;798;1194;792;328;464;1200;470;730
609;Indonesië;2043;1992;798;1194;787;326;462;1205;472;732
610;Indonesië;2044;1992;798;1194;783;324;459;1209;474;735
611;Indonesië;2045;1992;798;1194;780;322;457;1212;476;737
612;Indonesië;2046;1992;798;1194;777;322;456;1215;477;738
613;Indonesië;2047;1992;798;1194;776;321;455;1216;477;739
614;Indonesië;2048;1992;798;1194;776;321;454;1217;477;740
615;Indonesië;2049;1992;798;1194;776;322;454;1216;476;740
616;Overig buiten Europa;2006;5996;3024;2972;5922;2991;2931;74;33;41
617;Overig buiten Europa;2007;6040;3041;2999;5896;2979;2917;144;62;82
618;Overig buiten Europa;2008;6085;3065;3020;5884;2974;2910;201;91;110
619;Overig buiten Europa;2009;6133;3089;3044;5877;2972;2905;256;117;139
620;Overig buiten Europa;2010;6185;3115;3070;5880;2975;2905;305;140;165
621;Overig buiten Europa;2011;6225;3133;3092;5885;2979;2907;340;154;185
622;Overig buiten Europa;2012;6278;3159;3119;5893;2984;2909;385;175;210
623;Overig buiten Europa;2013;6323;3183;3140;5903;2991;2913;420;192;227
624;Overig buiten Europa;2014;6369;3204;3165;5917;2998;2919;452;206;247
625;Overig buiten Europa;2015;6414;3223;3191;5932;3007;2925;482;216;266
626;Overig buiten Europa;2016;6456;3247;3209;5949;3017;2932;507;230;277
627;Overig buiten Europa;2017;6506;3271;3235;5967;3027;2940;539;244;295
628;Overig buiten Europa;2018;6554;3296;3258;5986;3039;2948;568;257;311
629;Overig buiten Europa;2019;6605;3321;3284;6006;3051;2956;599;270;328
630;Overig buiten Europa;2020;6651;3342;3309;6028;3064;2965;623;278;345
631;Overig buiten Europa;2021;6699;3367;3332;6051;3077;2974;648;290;358
632;Overig buiten Europa;2022;6736;3383;3353;6074;3091;2983;662;292;370
633;Overig buiten Europa;2023;6787;3411;3376;6097;3105;2992;690;306;384
634;Overig buiten Europa;2024;6830;3429;3401;6122;3120;3001;708;309;400
635;Overig buiten Europa;2025;6870;3450;3420;6146;3135;3011;724;315;409
636;Overig buiten Europa;2026;6916;3472;3444;6171;3150;3021;745;322;424
637;Overig buiten Europa;2027;6959;3491;3468;6195;3165;3030;764;326;438
638;Overig buiten Europa;2028;7007;3517;3490;6221;3180;3040;787;337;450
639;Overig buiten Europa;2029;7052;3540;3512;6246;3196;3050;806;344;462
640;Overig buiten Europa;2030;7103;3560;3543;6273;3212;3061;830;348;482
641;Overig buiten Europa;2031;7148;3585;3563;6301;3229;3072;847;356;491
642;Overig buiten Europa;2032;7194;3606;3588;6329;3246;3084;865;361;504
643;Overig buiten Europa;2033;7239;3624;3615;6359;3262;3097;880;362;519
644;Overig buiten Europa;2034;7286;3650;3636;6389;3280;3110;897;370;526
645;Overig buiten Europa;2035;7331;3673;3658;6421;3298;3123;910;375;535
646;Overig buiten Europa;2036;7367;3691;3676;6454;3316;3138;913;375;539
647;Overig buiten Europa;2037;7420;3718;3702;6487;3335;3152;933;383;550
648;Overig buiten Europa;2038;7464;3738;3726;6523;3355;3168;941;383;558
649;Overig buiten Europa;2039;7504;3759;3745;6560;3375;3185;944;384;560
650;Overig buiten Europa;2040;7544;3777;3767;6598;3395;3203;946;382;564
651;Overig buiten Europa;2041;7597;3806;3791;6638;3416;3222;959;390;569
652;Overig buiten Europa;2042;7643;3826;3817;6680;3438;3242;963;388;575
653;Overig buiten Europa;2043;7690;3850;3840;6725;3461;3264;965;389;576
654;Overig buiten Europa;2044;7727;3866;3861;6771;3484;3288;956;382;574
655;Overig buiten Europa;2045;7766;3888;3878;6819;3507;3312;947;381;566
656;Overig buiten Europa;2046;7819;3911;3908;6869;3531;3338;950;380;570
657;Overig buiten Europa;2047;7863;3930;3933;6922;3556;3366;941;374;567
658;Overig buiten Europa;2048;7906;3950;3956;6978;3582;3396;928;368;560
659;Overig buiten Europa;2049;7953;3977;3976;7037;3608;3429;916;369;547
