ID;Geslacht;Leeftijd;Perioden;Bevolking_1
74;Totaal mannen en vrouwen;0 jaar;2045;183421
75;Totaal mannen en vrouwen;0 jaar;2046;183246
76;Totaal mannen en vrouwen;0 jaar;2047;183361
77;Totaal mannen en vrouwen;0 jaar;2048;183758
78;Totaal mannen en vrouwen;0 jaar;2049;184412
79;Totaal mannen en vrouwen;0 jaar;2050;185272
80;Totaal mannen en vrouwen;0 jaar;2051;186274
81;Totaal mannen en vrouwen;0 jaar;2052;187360
82;Totaal mannen en vrouwen;0 jaar;2053;188480
83;Totaal mannen en vrouwen;0 jaar;2054;189587
84;Totaal mannen en vrouwen;0 jaar;2055;190639
85;Totaal mannen en vrouwen;0 jaar;2056;191604
86;Totaal mannen en vrouwen;0 jaar;2057;192458
87;Totaal mannen en vrouwen;0 jaar;2058;193183
88;Totaal mannen en vrouwen;0 jaar;2059;193761
89;Totaal mannen en vrouwen;0 jaar;2060;194192
90;Totaal mannen en vrouwen;1 jaar;2016;175403
91;Totaal mannen en vrouwen;1 jaar;2017;171871
92;Totaal mannen en vrouwen;1 jaar;2018;174971
93;Totaal mannen en vrouwen;1 jaar;2019;178375
94;Totaal mannen en vrouwen;1 jaar;2020;181196
95;Totaal mannen en vrouwen;1 jaar;2021;184367
96;Totaal mannen en vrouwen;1 jaar;2022;186488
97;Totaal mannen en vrouwen;1 jaar;2023;188409
98;Totaal mannen en vrouwen;1 jaar;2024;190308
99;Totaal mannen en vrouwen;1 jaar;2025;192009
100;Totaal mannen en vrouwen;1 jaar;2026;193502
101;Totaal mannen en vrouwen;1 jaar;2027;194569
102;Totaal mannen en vrouwen;1 jaar;2028;195323
103;Totaal mannen en vrouwen;1 jaar;2029;195871
104;Totaal mannen en vrouwen;1 jaar;2030;196261
105;Totaal mannen en vrouwen;1 jaar;2031;196486
106;Totaal mannen en vrouwen;1 jaar;2032;196503
107;Totaal mannen en vrouwen;1 jaar;2033;196307
108;Totaal mannen en vrouwen;1 jaar;2034;195891
109;Totaal mannen en vrouwen;1 jaar;2035;195234
110;Totaal mannen en vrouwen;1 jaar;2036;194350
111;Totaal mannen en vrouwen;1 jaar;2037;193254
112;Totaal mannen en vrouwen;1 jaar;2038;192029
113;Totaal mannen en vrouwen;1 jaar;2039;190734
114;Totaal mannen en vrouwen;1 jaar;2040;189440
115;Totaal mannen en vrouwen;1 jaar;2041;188193
116;Totaal mannen en vrouwen;1 jaar;2042;187038
117;Totaal mannen en vrouwen;1 jaar;2043;186005
118;Totaal mannen en vrouwen;1 jaar;2044;185125
119;Totaal mannen en vrouwen;1 jaar;2045;184443
120;Totaal mannen en vrouwen;1 jaar;2046;184002
121;Totaal mannen en vrouwen;1 jaar;2047;183834
122;Totaal mannen en vrouwen;1 jaar;2048;183954
123;Totaal mannen en vrouwen;1 jaar;2049;184354
124;Totaal mannen en vrouwen;1 jaar;2050;185016
125;Totaal mannen en vrouwen;1 jaar;2051;185875
126;Totaal mannen en vrouwen;1 jaar;2052;186878
127;Totaal mannen en vrouwen;1 jaar;2053;187963
128;Totaal mannen en vrouwen;1 jaar;2054;189084
129;Totaal mannen en vrouwen;1 jaar;2055;190186
130;Totaal mannen en vrouwen;1 jaar;2056;191237
131;Totaal mannen en vrouwen;1 jaar;2057;192200
132;Totaal mannen en vrouwen;1 jaar;2058;193052
133;Totaal mannen en vrouwen;1 jaar;2059;193778
134;Totaal mannen en vrouwen;1 jaar;2060;194353
135;Totaal mannen en vrouwen;2 jaar;2016;172318
136;Totaal mannen en vrouwen;2 jaar;2017;176576
137;Totaal mannen en vrouwen;2 jaar;2018;173043
138;Totaal mannen en vrouwen;2 jaar;2019;175792
139;Totaal mannen en vrouwen;2 jaar;2020;179007
140;Totaal mannen en vrouwen;2 jaar;2021;181787
141;Totaal mannen en vrouwen;2 jaar;2022;184925
142;Totaal mannen en vrouwen;2 jaar;2023;187009
143;Totaal mannen en vrouwen;2 jaar;2024;188903
144;Totaal mannen en vrouwen;2 jaar;2025;190794
145;Totaal mannen en vrouwen;2 jaar;2026;192497
146;Totaal mannen en vrouwen;2 jaar;2027;193984
147;Totaal mannen en vrouwen;2 jaar;2028;195050
148;Totaal mannen en vrouwen;2 jaar;2029;195808
149;Totaal mannen en vrouwen;2 jaar;2030;196362
150;Totaal mannen en vrouwen;2 jaar;2031;196752
151;Totaal mannen en vrouwen;2 jaar;2032;196979
152;Totaal mannen en vrouwen;2 jaar;2033;196999
153;Totaal mannen en vrouwen;2 jaar;2034;196806
154;Totaal mannen en vrouwen;2 jaar;2035;196390
155;Totaal mannen en vrouwen;2 jaar;2036;195738
156;Totaal mannen en vrouwen;2 jaar;2037;194853
157;Totaal mannen en vrouwen;2 jaar;2038;193762
158;Totaal mannen en vrouwen;2 jaar;2039;192542
159;Totaal mannen en vrouwen;2 jaar;2040;191249
160;Totaal mannen en vrouwen;2 jaar;2041;189962
161;Totaal mannen en vrouwen;2 jaar;2042;188718
162;Totaal mannen en vrouwen;2 jaar;2043;187568
163;Totaal mannen en vrouwen;2 jaar;2044;186540
164;Totaal mannen en vrouwen;2 jaar;2045;185667
165;Totaal mannen en vrouwen;2 jaar;2046;184992
166;Totaal mannen en vrouwen;2 jaar;2047;184557
167;Totaal mannen en vrouwen;2 jaar;2048;184394
168;Totaal mannen en vrouwen;2 jaar;2049;184522
169;Totaal mannen en vrouwen;2 jaar;2050;184925
170;Totaal mannen en vrouwen;2 jaar;2051;185590
171;Totaal mannen en vrouwen;2 jaar;2052;186451
172;Totaal mannen en vrouwen;2 jaar;2053;187454
173;Totaal mannen en vrouwen;2 jaar;2054;188539
174;Totaal mannen en vrouwen;2 jaar;2055;189655
175;Totaal mannen en vrouwen;2 jaar;2056;190758
176;Totaal mannen en vrouwen;2 jaar;2057;191807
177;Totaal mannen en vrouwen;2 jaar;2058;192769
178;Totaal mannen en vrouwen;2 jaar;2059;193618
179;Totaal mannen en vrouwen;2 jaar;2060;194343
180;Totaal mannen en vrouwen;3 jaar;2016;176852
181;Totaal mannen en vrouwen;3 jaar;2017;173327
182;Totaal mannen en vrouwen;3 jaar;2018;177506
183;Totaal mannen en vrouwen;3 jaar;2019;173645
184;Totaal mannen en vrouwen;3 jaar;2020;176200
185;Totaal mannen en vrouwen;3 jaar;2021;179367
186;Totaal mannen en vrouwen;3 jaar;2022;182114
187;Totaal mannen en vrouwen;3 jaar;2023;185208
188;Totaal mannen en vrouwen;3 jaar;2024;187257
189;Totaal mannen en vrouwen;3 jaar;2025;189135
190;Totaal mannen en vrouwen;3 jaar;2026;191023
191;Totaal mannen en vrouwen;3 jaar;2027;192722
192;Totaal mannen en vrouwen;3 jaar;2028;194208
193;Totaal mannen en vrouwen;3 jaar;2029;195272
194;Totaal mannen en vrouwen;3 jaar;2030;196035
195;Totaal mannen en vrouwen;3 jaar;2031;196586
196;Totaal mannen en vrouwen;3 jaar;2032;196978
197;Totaal mannen en vrouwen;3 jaar;2033;197207
198;Totaal mannen en vrouwen;3 jaar;2034;197232
199;Totaal mannen en vrouwen;3 jaar;2035;197041
200;Totaal mannen en vrouwen;3 jaar;2036;196628
201;Totaal mannen en vrouwen;3 jaar;2037;195972
202;Totaal mannen en vrouwen;3 jaar;2038;195091
203;Totaal mannen en vrouwen;3 jaar;2039;194001
204;Totaal mannen en vrouwen;3 jaar;2040;192783
205;Totaal mannen en vrouwen;3 jaar;2041;191496
206;Totaal mannen en vrouwen;3 jaar;2042;190216
207;Totaal mannen en vrouwen;3 jaar;2043;188980
208;Totaal mannen en vrouwen;3 jaar;2044;187832
209;Totaal mannen en vrouwen;3 jaar;2045;186810
210;Totaal mannen en vrouwen;3 jaar;2046;185943
211;Totaal mannen en vrouwen;3 jaar;2047;185276
212;Totaal mannen en vrouwen;3 jaar;2048;184848
213;Totaal mannen en vrouwen;3 jaar;2049;184689
214;Totaal mannen en vrouwen;3 jaar;2050;184823
215;Totaal mannen en vrouwen;3 jaar;2051;185229
216;Totaal mannen en vrouwen;3 jaar;2052;185897
217;Totaal mannen en vrouwen;3 jaar;2053;186760
218;Totaal mannen en vrouwen;3 jaar;2054;187760
219;Totaal mannen en vrouwen;3 jaar;2055;188843
220;Totaal mannen en vrouwen;3 jaar;2056;189958
221;Totaal mannen en vrouwen;3 jaar;2057;191057
222;Totaal mannen en vrouwen;3 jaar;2058;192104
223;Totaal mannen en vrouwen;3 jaar;2059;193064
224;Totaal mannen en vrouwen;3 jaar;2060;193910
225;Totaal mannen en vrouwen;4 jaar;2016;180922
226;Totaal mannen en vrouwen;4 jaar;2017;177837
227;Totaal mannen en vrouwen;4 jaar;2018;174263
228;Totaal mannen en vrouwen;4 jaar;2019;177999
229;Totaal mannen en vrouwen;4 jaar;2020;174001
230;Totaal mannen en vrouwen;4 jaar;2021;176521
231;Totaal mannen en vrouwen;4 jaar;2022;179643
232;Totaal mannen en vrouwen;4 jaar;2023;182345
233;Totaal mannen en vrouwen;4 jaar;2024;185397
234;Totaal mannen en vrouwen;4 jaar;2025;187435
235;Totaal mannen en vrouwen;4 jaar;2026;189309
236;Totaal mannen en vrouwen;4 jaar;2027;191195
237;Totaal mannen en vrouwen;4 jaar;2028;192891
238;Totaal mannen en vrouwen;4 jaar;2029;194376
239;Totaal mannen en vrouwen;4 jaar;2030;195441
240;Totaal mannen en vrouwen;4 jaar;2031;196202
241;Totaal mannen en vrouwen;4 jaar;2032;196754
242;Totaal mannen en vrouwen;4 jaar;2033;197148
243;Totaal mannen en vrouwen;4 jaar;2034;197380
244;Totaal mannen en vrouwen;4 jaar;2035;197408
245;Totaal mannen en vrouwen;4 jaar;2036;197218
246;Totaal mannen en vrouwen;4 jaar;2037;196801
247;Totaal mannen en vrouwen;4 jaar;2038;196149
248;Totaal mannen en vrouwen;4 jaar;2039;195269
249;Totaal mannen en vrouwen;4 jaar;2040;194184
250;Totaal mannen en vrouwen;4 jaar;2041;192971
251;Totaal mannen en vrouwen;4 jaar;2042;191686
252;Totaal mannen en vrouwen;4 jaar;2043;190409
253;Totaal mannen en vrouwen;4 jaar;2044;189178
254;Totaal mannen en vrouwen;4 jaar;2045;188038
255;Totaal mannen en vrouwen;4 jaar;2046;187021
256;Totaal mannen en vrouwen;4 jaar;2047;186163
257;Totaal mannen en vrouwen;4 jaar;2048;185500
258;Totaal mannen en vrouwen;4 jaar;2049;185079
259;Totaal mannen en vrouwen;4 jaar;2050;184928
260;Totaal mannen en vrouwen;4 jaar;2051;185067
261;Totaal mannen en vrouwen;4 jaar;2052;185476
262;Totaal mannen en vrouwen;4 jaar;2053;186144
263;Totaal mannen en vrouwen;4 jaar;2054;187008
264;Totaal mannen en vrouwen;4 jaar;2055;188009
265;Totaal mannen en vrouwen;4 jaar;2056;189091
266;Totaal mannen en vrouwen;4 jaar;2057;190206
267;Totaal mannen en vrouwen;4 jaar;2058;191303
268;Totaal mannen en vrouwen;4 jaar;2059;192347
269;Totaal mannen en vrouwen;4 jaar;2060;193303
270;Totaal mannen en vrouwen;5 jaar;2016;185602
271;Totaal mannen en vrouwen;5 jaar;2017;181988
272;Totaal mannen en vrouwen;5 jaar;2018;178793
273;Totaal mannen en vrouwen;5 jaar;2019;174779
274;Totaal mannen en vrouwen;5 jaar;2020;178286
275;Totaal mannen en vrouwen;5 jaar;2021;174325
276;Totaal mannen en vrouwen;5 jaar;2022;176804
277;Totaal mannen en vrouwen;5 jaar;2023;179877
278;Totaal mannen en vrouwen;5 jaar;2024;182536
279;Totaal mannen en vrouwen;5 jaar;2025;185570
280;Totaal mannen en vrouwen;5 jaar;2026;187603
281;Totaal mannen en vrouwen;5 jaar;2027;189473
282;Totaal mannen en vrouwen;5 jaar;2028;191358
283;Totaal mannen en vrouwen;5 jaar;2029;193053
284;Totaal mannen en vrouwen;5 jaar;2030;194536
285;Totaal mannen en vrouwen;5 jaar;2031;195602
286;Totaal mannen en vrouwen;5 jaar;2032;196364
287;Totaal mannen en vrouwen;5 jaar;2033;196915
288;Totaal mannen en vrouwen;5 jaar;2034;197310
289;Totaal mannen en vrouwen;5 jaar;2035;197548
290;Totaal mannen en vrouwen;5 jaar;2036;197580
291;Totaal mannen en vrouwen;5 jaar;2037;197385
292;Totaal mannen en vrouwen;5 jaar;2038;196971
293;Totaal mannen en vrouwen;5 jaar;2039;196322
294;Totaal mannen en vrouwen;5 jaar;2040;195445
295;Totaal mannen en vrouwen;5 jaar;2041;194362
296;Totaal mannen en vrouwen;5 jaar;2042;193155
297;Totaal mannen en vrouwen;5 jaar;2043;191872
298;Totaal mannen en vrouwen;5 jaar;2044;190601
299;Totaal mannen en vrouwen;5 jaar;2045;189374
300;Totaal mannen en vrouwen;5 jaar;2046;188241
301;Totaal mannen en vrouwen;5 jaar;2047;187230
302;Totaal mannen en vrouwen;5 jaar;2048;186380
303;Totaal mannen en vrouwen;5 jaar;2049;185721
304;Totaal mannen en vrouwen;5 jaar;2050;185308
305;Totaal mannen en vrouwen;5 jaar;2051;185165
306;Totaal mannen en vrouwen;5 jaar;2052;185308
307;Totaal mannen en vrouwen;5 jaar;2053;185720
308;Totaal mannen en vrouwen;5 jaar;2054;186390
309;Totaal mannen en vrouwen;5 jaar;2055;187255
310;Totaal mannen en vrouwen;5 jaar;2056;188256
311;Totaal mannen en vrouwen;5 jaar;2057;189336
312;Totaal mannen en vrouwen;5 jaar;2058;190448
313;Totaal mannen en vrouwen;5 jaar;2059;191545
314;Totaal mannen en vrouwen;5 jaar;2060;192586
315;Totaal mannen en vrouwen;6 jaar;2016;186401
316;Totaal mannen en vrouwen;6 jaar;2017;186807
317;Totaal mannen en vrouwen;6 jaar;2018;183092
318;Totaal mannen en vrouwen;6 jaar;2019;179373
319;Totaal mannen en vrouwen;6 jaar;2020;175150
320;Totaal mannen en vrouwen;6 jaar;2021;178625
321;Totaal mannen en vrouwen;6 jaar;2022;174686
322;Totaal mannen en vrouwen;6 jaar;2023;177117
323;Totaal mannen en vrouwen;6 jaar;2024;180140
324;Totaal mannen en vrouwen;6 jaar;2025;182786
325;Totaal mannen en vrouwen;6 jaar;2026;185812
326;Totaal mannen en vrouwen;6 jaar;2027;187837
327;Totaal mannen en vrouwen;6 jaar;2028;189706
328;Totaal mannen en vrouwen;6 jaar;2029;191589
329;Totaal mannen en vrouwen;6 jaar;2030;193282
330;Totaal mannen en vrouwen;6 jaar;2031;194763
331;Totaal mannen en vrouwen;6 jaar;2032;195830
332;Totaal mannen en vrouwen;6 jaar;2033;196588
333;Totaal mannen en vrouwen;6 jaar;2034;197143
334;Totaal mannen en vrouwen;6 jaar;2035;197540
335;Totaal mannen en vrouwen;6 jaar;2036;197778
336;Totaal mannen en vrouwen;6 jaar;2037;197806
337;Totaal mannen en vrouwen;6 jaar;2038;197615
338;Totaal mannen en vrouwen;6 jaar;2039;197202
339;Totaal mannen en vrouwen;6 jaar;2040;196555
340;Totaal mannen en vrouwen;6 jaar;2041;195681
341;Totaal mannen en vrouwen;6 jaar;2042;194602
342;Totaal mannen en vrouwen;6 jaar;2043;193401
343;Totaal mannen en vrouwen;6 jaar;2044;192124
344;Totaal mannen en vrouwen;6 jaar;2045;190857
345;Totaal mannen en vrouwen;6 jaar;2046;189635
346;Totaal mannen en vrouwen;6 jaar;2047;188507
347;Totaal mannen en vrouwen;6 jaar;2048;187501
348;Totaal mannen en vrouwen;6 jaar;2049;186655
349;Totaal mannen en vrouwen;6 jaar;2050;186001
350;Totaal mannen en vrouwen;6 jaar;2051;185593
351;Totaal mannen en vrouwen;6 jaar;2052;185454
352;Totaal mannen en vrouwen;6 jaar;2053;185602
353;Totaal mannen en vrouwen;6 jaar;2054;186019
354;Totaal mannen en vrouwen;6 jaar;2055;186690
355;Totaal mannen en vrouwen;6 jaar;2056;187557
356;Totaal mannen en vrouwen;6 jaar;2057;188557
357;Totaal mannen en vrouwen;6 jaar;2058;189635
358;Totaal mannen en vrouwen;6 jaar;2059;190746
359;Totaal mannen en vrouwen;6 jaar;2060;191840
360;Totaal mannen en vrouwen;7 jaar;2016;186734
361;Totaal mannen en vrouwen;7 jaar;2017;187760
362;Totaal mannen en vrouwen;7 jaar;2018;188032
363;Totaal mannen en vrouwen;7 jaar;2019;183766
364;Totaal mannen en vrouwen;7 jaar;2020;179783
365;Totaal mannen en vrouwen;7 jaar;2021;175560
366;Totaal mannen en vrouwen;7 jaar;2022;178991
367;Totaal mannen en vrouwen;7 jaar;2023;175052
368;Totaal mannen en vrouwen;7 jaar;2024;177441
369;Totaal mannen en vrouwen;7 jaar;2025;180441
370;Totaal mannen en vrouwen;7 jaar;2026;183090
371;Totaal mannen en vrouwen;7 jaar;2027;186110
372;Totaal mannen en vrouwen;7 jaar;2028;188128
373;Totaal mannen en vrouwen;7 jaar;2029;189999
374;Totaal mannen en vrouwen;7 jaar;2030;191880
375;Totaal mannen en vrouwen;7 jaar;2031;193568
376;Totaal mannen en vrouwen;7 jaar;2032;195046
377;Totaal mannen en vrouwen;7 jaar;2033;196109
378;Totaal mannen en vrouwen;7 jaar;2034;196867
379;Totaal mannen en vrouwen;7 jaar;2035;197420
380;Totaal mannen en vrouwen;7 jaar;2036;197819
381;Totaal mannen en vrouwen;7 jaar;2037;198053
382;Totaal mannen en vrouwen;7 jaar;2038;198084
383;Totaal mannen en vrouwen;7 jaar;2039;197892
384;Totaal mannen en vrouwen;7 jaar;2040;197480
385;Totaal mannen en vrouwen;7 jaar;2041;196836
386;Totaal mannen en vrouwen;7 jaar;2042;195964
387;Totaal mannen en vrouwen;7 jaar;2043;194887
388;Totaal mannen en vrouwen;7 jaar;2044;193689
389;Totaal mannen en vrouwen;7 jaar;2045;192416
390;Totaal mannen en vrouwen;7 jaar;2046;191152
391;Totaal mannen en vrouwen;7 jaar;2047;189935
392;Totaal mannen en vrouwen;7 jaar;2048;188811
393;Totaal mannen en vrouwen;7 jaar;2049;187808
394;Totaal mannen en vrouwen;7 jaar;2050;186967
395;Totaal mannen en vrouwen;7 jaar;2051;186319
396;Totaal mannen en vrouwen;7 jaar;2052;185912
397;Totaal mannen en vrouwen;7 jaar;2053;185776
398;Totaal mannen en vrouwen;7 jaar;2054;185928
399;Totaal mannen en vrouwen;7 jaar;2055;186347
400;Totaal mannen en vrouwen;7 jaar;2056;187020
401;Totaal mannen en vrouwen;7 jaar;2057;187889
402;Totaal mannen en vrouwen;7 jaar;2058;188888
403;Totaal mannen en vrouwen;7 jaar;2059;189965
404;Totaal mannen en vrouwen;7 jaar;2060;191073
405;Totaal mannen en vrouwen;8 jaar;2016;183537
406;Totaal mannen en vrouwen;8 jaar;2017;188080
407;Totaal mannen en vrouwen;8 jaar;2018;188983
408;Totaal mannen en vrouwen;8 jaar;2019;188695
409;Totaal mannen en vrouwen;8 jaar;2020;184185
410;Totaal mannen en vrouwen;8 jaar;2021;180173
411;Totaal mannen en vrouwen;8 jaar;2022;175928
412;Totaal mannen en vrouwen;8 jaar;2023;179302
413;Totaal mannen en vrouwen;8 jaar;2024;175370
414;Totaal mannen en vrouwen;8 jaar;2025;177747
415;Totaal mannen en vrouwen;8 jaar;2026;180744
416;Totaal mannen en vrouwen;8 jaar;2027;183389
417;Totaal mannen en vrouwen;8 jaar;2028;186403
418;Totaal mannen en vrouwen;8 jaar;2029;188421
419;Totaal mannen en vrouwen;8 jaar;2030;190293
420;Totaal mannen en vrouwen;8 jaar;2031;192169
421;Totaal mannen en vrouwen;8 jaar;2032;193853
422;Totaal mannen en vrouwen;8 jaar;2033;195328
423;Totaal mannen en vrouwen;8 jaar;2034;196390
424;Totaal mannen en vrouwen;8 jaar;2035;197148
425;Totaal mannen en vrouwen;8 jaar;2036;197703
426;Totaal mannen en vrouwen;8 jaar;2037;198095
427;Totaal mannen en vrouwen;8 jaar;2038;198329
428;Totaal mannen en vrouwen;8 jaar;2039;198360
429;Totaal mannen en vrouwen;8 jaar;2040;198168
430;Totaal mannen en vrouwen;8 jaar;2041;197757
431;Totaal mannen en vrouwen;8 jaar;2042;197114
432;Totaal mannen en vrouwen;8 jaar;2043;196246
433;Totaal mannen en vrouwen;8 jaar;2044;195170
434;Totaal mannen en vrouwen;8 jaar;2045;193975
435;Totaal mannen en vrouwen;8 jaar;2046;192704
436;Totaal mannen en vrouwen;8 jaar;2047;191444
437;Totaal mannen en vrouwen;8 jaar;2048;190230
438;Totaal mannen en vrouwen;8 jaar;2049;189112
439;Totaal mannen en vrouwen;8 jaar;2050;188113
440;Totaal mannen en vrouwen;8 jaar;2051;187275
441;Totaal mannen en vrouwen;8 jaar;2052;186629
442;Totaal mannen en vrouwen;8 jaar;2053;186230
443;Totaal mannen en vrouwen;8 jaar;2054;186097
444;Totaal mannen en vrouwen;8 jaar;2055;186251
445;Totaal mannen en vrouwen;8 jaar;2056;186671
446;Totaal mannen en vrouwen;8 jaar;2057;187344
447;Totaal mannen en vrouwen;8 jaar;2058;188211
448;Totaal mannen en vrouwen;8 jaar;2059;189210
449;Totaal mannen en vrouwen;8 jaar;2060;190286
450;Totaal mannen en vrouwen;9 jaar;2016;187107
451;Totaal mannen en vrouwen;9 jaar;2017;184893
452;Totaal mannen en vrouwen;9 jaar;2018;189307
453;Totaal mannen en vrouwen;9 jaar;2019;189679
454;Totaal mannen en vrouwen;9 jaar;2020;189133
455;Totaal mannen en vrouwen;9 jaar;2021;184604
456;Totaal mannen en vrouwen;9 jaar;2022;180541
457;Totaal mannen en vrouwen;9 jaar;2023;176262
458;Totaal mannen en vrouwen;9 jaar;2024;179595
459;Totaal mannen en vrouwen;9 jaar;2025;175700
460;Totaal mannen en vrouwen;9 jaar;2026;178077
461;Totaal mannen en vrouwen;9 jaar;2027;181072
462;Totaal mannen en vrouwen;9 jaar;2028;183719
463;Totaal mannen en vrouwen;9 jaar;2029;186728
464;Totaal mannen en vrouwen;9 jaar;2030;188743
465;Totaal mannen en vrouwen;9 jaar;2031;190613
466;Totaal mannen en vrouwen;9 jaar;2032;192490
467;Totaal mannen en vrouwen;9 jaar;2033;194171
468;Totaal mannen en vrouwen;9 jaar;2034;195641
469;Totaal mannen en vrouwen;9 jaar;2035;196701
470;Totaal mannen en vrouwen;9 jaar;2036;197460
471;Totaal mannen en vrouwen;9 jaar;2037;198009
472;Totaal mannen en vrouwen;9 jaar;2038;198404
473;Totaal mannen en vrouwen;9 jaar;2039;198636
474;Totaal mannen en vrouwen;9 jaar;2040;198668
475;Totaal mannen en vrouwen;9 jaar;2041;198480
476;Totaal mannen en vrouwen;9 jaar;2042;198070
477;Totaal mannen en vrouwen;9 jaar;2043;197428
478;Totaal mannen en vrouwen;9 jaar;2044;196563
479;Totaal mannen en vrouwen;9 jaar;2045;195487
480;Totaal mannen en vrouwen;9 jaar;2046;194294
481;Totaal mannen en vrouwen;9 jaar;2047;193027
482;Totaal mannen en vrouwen;9 jaar;2048;191770
483;Totaal mannen en vrouwen;9 jaar;2049;190558
484;Totaal mannen en vrouwen;9 jaar;2050;189445
485;Totaal mannen en vrouwen;9 jaar;2051;188448
486;Totaal mannen en vrouwen;9 jaar;2052;187614
487;Totaal mannen en vrouwen;9 jaar;2053;186971
488;Totaal mannen en vrouwen;9 jaar;2054;186579
