ID;BedrijfstakBranchesSBI2008;Bedrijfsomvang;Perioden;IndexcijfersOmzet_1;Omzetontwikkeling_2
2000;422 Buizen- en kabelleggers;Alle bedrijven;2010 3e kwartaal;118.0;-14.8
2001;422 Buizen- en kabelleggers;Alle bedrijven;2010 oktober;135.0;-21.4
2002;422 Buizen- en kabelleggers;Alle bedrijven;2010 november;154.0;-8.6
2003;422 Buizen- en kabelleggers;Alle bedrijven;2010 december;162.0;-7.0
2004;422 Buizen- en kabelleggers;Alle bedrijven;2010 4e kwartaal;150.0;-12.3
2005;422 Buizen- en kabelleggers;Alle bedrijven;2010;121.0;-14.9
2006;422 Buizen- en kabelleggers;Alle bedrijven;2011 januari;75.0;0.4
2007;422 Buizen- en kabelleggers;Alle bedrijven;2011 februari;93.0;4.3
2008;422 Buizen- en kabelleggers;Alle bedrijven;2011 maart;124.0;3.6
2009;422 Buizen- en kabelleggers;Alle bedrijven;2011 1e kwartaal;97.0;3.0
2010;422 Buizen- en kabelleggers;Alle bedrijven;2011 april;116.0;-2.6
2011;422 Buizen- en kabelleggers;Alle bedrijven;2011 mei;125.0;12.2
2012;422 Buizen- en kabelleggers;Alle bedrijven;2011 juni;122.0;-10.4
2013;422 Buizen- en kabelleggers;Alle bedrijven;2011 2e kwartaal;121.0;-1.0
2014;422 Buizen- en kabelleggers;Alle bedrijven;2011 juli;113.0;-9.6
2015;422 Buizen- en kabelleggers;Alle bedrijven;2011 augustus;95.0;1.3
2016;422 Buizen- en kabelleggers;Alle bedrijven;2011 september;133.0;-0.8
2017;422 Buizen- en kabelleggers;Alle bedrijven;2011 3e kwartaal;114.0;-3.4
2018;422 Buizen- en kabelleggers;Alle bedrijven;2011 oktober;130.0;-3.8
2019;422 Buizen- en kabelleggers;Alle bedrijven;2011 november;148.0;-3.7
2020;422 Buizen- en kabelleggers;Alle bedrijven;2011 december;171.0;5.1
2021;422 Buizen- en kabelleggers;Alle bedrijven;2011 4e kwartaal;150.0;-0.6
2022;422 Buizen- en kabelleggers;Alle bedrijven;2011;120.0;-0.7
2023;422 Buizen- en kabelleggers;Alle bedrijven;2012 januari;75.0;0.5
2024;422 Buizen- en kabelleggers;Alle bedrijven;2012 februari;95.0;1.8
2025;422 Buizen- en kabelleggers;Alle bedrijven;2012 maart;121.0;-1.9
2026;422 Buizen- en kabelleggers;Alle bedrijven;2012 1e kwartaal;97.0;-0.1
2027;422 Buizen- en kabelleggers;Alle bedrijven;2012 april;117.0;0.5
2028;422 Buizen- en kabelleggers;Alle bedrijven;2012 mei;134.0;7.2
2029;422 Buizen- en kabelleggers;Alle bedrijven;2012 juni;144.0;17.8
2030;422 Buizen- en kabelleggers;Alle bedrijven;2012 2e kwartaal;131.0;8.6
2031;422 Buizen- en kabelleggers;Alle bedrijven;2012 juli;122.0;8.3
2032;422 Buizen- en kabelleggers;Alle bedrijven;2012 augustus;108.0;13.9
2033;422 Buizen- en kabelleggers;Alle bedrijven;2012 september;125.0;-6.3
2034;422 Buizen- en kabelleggers;Alle bedrijven;2012 3e kwartaal;118.0;4.1
2035;422 Buizen- en kabelleggers;Alle bedrijven;2012 oktober;158.0;21.6
2036;422 Buizen- en kabelleggers;Alle bedrijven;2012 november;169.0;14.4
2037;422 Buizen- en kabelleggers;Alle bedrijven;2012 december;171.0;0.4
2038;422 Buizen- en kabelleggers;Alle bedrijven;2012 4e kwartaal;166.0;11.1
2039;422 Buizen- en kabelleggers;Alle bedrijven;2012;128.0;6.6
2040;422 Buizen- en kabelleggers;10 of meer werkzame personen;2005 januari;63.0;10.0
2041;422 Buizen- en kabelleggers;10 of meer werkzame personen;2005 februari;67.0;3.6
2042;422 Buizen- en kabelleggers;10 of meer werkzame personen;2005 maart;71.0;-0.1
2043;422 Buizen- en kabelleggers;10 of meer werkzame personen;2005 1e kwartaal;67.0;4.1
2044;422 Buizen- en kabelleggers;10 of meer werkzame personen;2005 april;102.0;9.8
2045;422 Buizen- en kabelleggers;10 of meer werkzame personen;2005 mei;94.0;6.6
2046;422 Buizen- en kabelleggers;10 of meer werkzame personen;2005 juni;116.0;14.9
2047;422 Buizen- en kabelleggers;10 of meer werkzame personen;2005 2e kwartaal;104.0;10.7
2048;422 Buizen- en kabelleggers;10 of meer werkzame personen;2005 juli;121.0;17.1
2049;422 Buizen- en kabelleggers;10 of meer werkzame personen;2005 augustus;66.0;21.8
2050;422 Buizen- en kabelleggers;10 of meer werkzame personen;2005 september;111.0;7.5
2051;422 Buizen- en kabelleggers;10 of meer werkzame personen;2005 3e kwartaal;99.0;14.3
2052;422 Buizen- en kabelleggers;10 of meer werkzame personen;2005 oktober;113.0;4.5
2053;422 Buizen- en kabelleggers;10 of meer werkzame personen;2005 november;131.0;10.4
2054;422 Buizen- en kabelleggers;10 of meer werkzame personen;2005 december;146.0;-2.3
2055;422 Buizen- en kabelleggers;10 of meer werkzame personen;2005 4e kwartaal;130.0;3.6
2056;422 Buizen- en kabelleggers;10 of meer werkzame personen;2005;100.0;8.0
2057;422 Buizen- en kabelleggers;10 of meer werkzame personen;2006 januari;57.0;-8.6
2058;422 Buizen- en kabelleggers;10 of meer werkzame personen;2006 februari;71.0;6.3
2059;422 Buizen- en kabelleggers;10 of meer werkzame personen;2006 maart;83.0;16.2
2060;422 Buizen- en kabelleggers;10 of meer werkzame personen;2006 1e kwartaal;70.0;5.1
2061;422 Buizen- en kabelleggers;10 of meer werkzame personen;2006 april;101.0;-0.2
2062;422 Buizen- en kabelleggers;10 of meer werkzame personen;2006 mei;112.0;20.0
2063;422 Buizen- en kabelleggers;10 of meer werkzame personen;2006 juni;123.0;6.2
2064;422 Buizen- en kabelleggers;10 of meer werkzame personen;2006 2e kwartaal;112.0;8.3
2065;422 Buizen- en kabelleggers;10 of meer werkzame personen;2006 juli;127.0;5.0
2066;422 Buizen- en kabelleggers;10 of meer werkzame personen;2006 augustus;78.0;17.6
2067;422 Buizen- en kabelleggers;10 of meer werkzame personen;2006 september;126.0;13.4
2068;422 Buizen- en kabelleggers;10 of meer werkzame personen;2006 3e kwartaal;110.0;10.9
2069;422 Buizen- en kabelleggers;10 of meer werkzame personen;2006 oktober;127.0;12.2
2070;422 Buizen- en kabelleggers;10 of meer werkzame personen;2006 november;146.0;12.1
2071;422 Buizen- en kabelleggers;10 of meer werkzame personen;2006 december;166.0;13.6
2072;422 Buizen- en kabelleggers;10 of meer werkzame personen;2006 4e kwartaal;147.0;12.7
2073;422 Buizen- en kabelleggers;10 of meer werkzame personen;2006;110.0;9.8
2074;422 Buizen- en kabelleggers;10 of meer werkzame personen;2007 januari;71.0;24.5
2075;422 Buizen- en kabelleggers;10 of meer werkzame personen;2007 februari;82.0;16.3
2076;422 Buizen- en kabelleggers;10 of meer werkzame personen;2007 maart;91.0;10.1
2077;422 Buizen- en kabelleggers;10 of meer werkzame personen;2007 1e kwartaal;82.0;16.1
2078;422 Buizen- en kabelleggers;10 of meer werkzame personen;2007 april;107.0;5.7
2079;422 Buizen- en kabelleggers;10 of meer werkzame personen;2007 mei;119.0;5.6
2080;422 Buizen- en kabelleggers;10 of meer werkzame personen;2007 juni;128.0;4.3
2081;422 Buizen- en kabelleggers;10 of meer werkzame personen;2007 2e kwartaal;118.0;5.2
2082;422 Buizen- en kabelleggers;10 of meer werkzame personen;2007 juli;122.0;-3.4
2083;422 Buizen- en kabelleggers;10 of meer werkzame personen;2007 augustus;87.0;11.3
2084;422 Buizen- en kabelleggers;10 of meer werkzame personen;2007 september;121.0;-4.2
2085;422 Buizen- en kabelleggers;10 of meer werkzame personen;2007 3e kwartaal;110.0;-0.2
2086;422 Buizen- en kabelleggers;10 of meer werkzame personen;2007 oktober;134.0;5.4
2087;422 Buizen- en kabelleggers;10 of meer werkzame personen;2007 november;145.0;-1.1
2088;422 Buizen- en kabelleggers;10 of meer werkzame personen;2007 december;172.0;3.1
2089;422 Buizen- en kabelleggers;10 of meer werkzame personen;2007 4e kwartaal;150.0;2.4
2090;422 Buizen- en kabelleggers;10 of meer werkzame personen;2007;115.0;4.6
2091;422 Buizen- en kabelleggers;10 of meer werkzame personen;2008 januari;72.0;1.3
2092;422 Buizen- en kabelleggers;10 of meer werkzame personen;2008 februari;88.0;6.4
2093;422 Buizen- en kabelleggers;10 of meer werkzame personen;2008 maart;97.0;6.9
2094;422 Buizen- en kabelleggers;10 of meer werkzame personen;2008 1e kwartaal;86.0;5.1
2095;422 Buizen- en kabelleggers;10 of meer werkzame personen;2008 april;128.0;19.7
2096;422 Buizen- en kabelleggers;10 of meer werkzame personen;2008 mei;118.0;-0.3
2097;422 Buizen- en kabelleggers;10 of meer werkzame personen;2008 juni;140.0;8.9
2098;422 Buizen- en kabelleggers;10 of meer werkzame personen;2008 2e kwartaal;129.0;9.1
2099;422 Buizen- en kabelleggers;10 of meer werkzame personen;2008 juli;131.0;7.0
2100;422 Buizen- en kabelleggers;10 of meer werkzame personen;2008 augustus;92.0;6.0
2101;422 Buizen- en kabelleggers;10 of meer werkzame personen;2008 september;131.0;8.4
2102;422 Buizen- en kabelleggers;10 of meer werkzame personen;2008 3e kwartaal;118.0;7.3
2103;422 Buizen- en kabelleggers;10 of meer werkzame personen;2008 oktober;136.0;1.6
2104;422 Buizen- en kabelleggers;10 of meer werkzame personen;2008 november;140.0;-3.1
2105;422 Buizen- en kabelleggers;10 of meer werkzame personen;2008 december;169.0;-1.4
2106;422 Buizen- en kabelleggers;10 of meer werkzame personen;2008 4e kwartaal;149.0;-1.0
2107;422 Buizen- en kabelleggers;10 of meer werkzame personen;2008;120.0;4.6
2108;422 Buizen- en kabelleggers;10 of meer werkzame personen;2009 januari;81.0;12.7
2109;422 Buizen- en kabelleggers;10 of meer werkzame personen;2009 februari;109.0;23.9
2110;422 Buizen- en kabelleggers;10 of meer werkzame personen;2009 maart;146.0;49.8
2111;422 Buizen- en kabelleggers;10 of meer werkzame personen;2009 1e kwartaal;112.0;30.6
2112;422 Buizen- en kabelleggers;10 of meer werkzame personen;2009 april;144.0;12.5
2113;422 Buizen- en kabelleggers;10 of meer werkzame personen;2009 mei;131.0;10.3
2114;422 Buizen- en kabelleggers;10 of meer werkzame personen;2009 juni;156.0;11.7
2115;422 Buizen- en kabelleggers;10 of meer werkzame personen;2009 2e kwartaal;144.0;11.5
2116;422 Buizen- en kabelleggers;10 of meer werkzame personen;2009 juli;141.0;8.0
2117;422 Buizen- en kabelleggers;10 of meer werkzame personen;2009 augustus;128.0;39.2
2118;422 Buizen- en kabelleggers;10 of meer werkzame personen;2009 september;136.0;4.0
2119;422 Buizen- en kabelleggers;10 of meer werkzame personen;2009 3e kwartaal;135.0;14.6
2120;422 Buizen- en kabelleggers;10 of meer werkzame personen;2009 oktober;167.0;22.2
2121;422 Buizen- en kabelleggers;10 of meer werkzame personen;2009 november;165.0;17.8
2122;422 Buizen- en kabelleggers;10 of meer werkzame personen;2009 december;168.0;-1.0
2123;422 Buizen- en kabelleggers;10 of meer werkzame personen;2009 4e kwartaal;167.0;12.0
2124;422 Buizen- en kabelleggers;10 of meer werkzame personen;2009;139.0;15.8
2125;422 Buizen- en kabelleggers;10 of meer werkzame personen;2010 januari;74.0;-8.6
2126;422 Buizen- en kabelleggers;10 of meer werkzame personen;2010 februari;89.0;-18.3
2127;422 Buizen- en kabelleggers;10 of meer werkzame personen;2010 maart;117.0;-19.9
2128;422 Buizen- en kabelleggers;10 of meer werkzame personen;2010 1e kwartaal;93.0;-16.6
2129;422 Buizen- en kabelleggers;10 of meer werkzame personen;2010 april;117.0;-18.7
2130;422 Buizen- en kabelleggers;10 of meer werkzame personen;2010 mei;108.0;-17.6
2131;422 Buizen- en kabelleggers;10 of meer werkzame personen;2010 juni;133.0;-14.5
2132;422 Buizen- en kabelleggers;10 of meer werkzame personen;2010 2e kwartaal;119.0;-16.8
2133;422 Buizen- en kabelleggers;10 of meer werkzame personen;2010 juli;121.0;-14.4
2134;422 Buizen- en kabelleggers;10 of meer werkzame personen;2010 augustus;91.0;-29.0
2135;422 Buizen- en kabelleggers;10 of meer werkzame personen;2010 september;130.0;-4.1
2136;422 Buizen- en kabelleggers;10 of meer werkzame personen;2010 3e kwartaal;114.0;-15.6
2137;422 Buizen- en kabelleggers;10 of meer werkzame personen;2010 oktober;132.0;-20.6
2138;422 Buizen- en kabelleggers;10 of meer werkzame personen;2010 november;150.0;-9.3
2139;422 Buizen- en kabelleggers;10 of meer werkzame personen;2010 december;160.0;-4.3
2140;422 Buizen- en kabelleggers;10 of meer werkzame personen;2010 4e kwartaal;148.0;-11.4
2141;422 Buizen- en kabelleggers;10 of meer werkzame personen;2010;119.0;-14.9
2142;422 Buizen- en kabelleggers;10 of meer werkzame personen;2011 januari;71.0;-4.8
2143;422 Buizen- en kabelleggers;10 of meer werkzame personen;2011 februari;89.0;0.2
2144;422 Buizen- en kabelleggers;10 of meer werkzame personen;2011 maart;119.0;1.9
2145;422 Buizen- en kabelleggers;10 of meer werkzame personen;2011 1e kwartaal;93.0;-0.4
2146;422 Buizen- en kabelleggers;10 of meer werkzame personen;2011 april;112.0;-4.7
2147;422 Buizen- en kabelleggers;10 of meer werkzame personen;2011 mei;121.0;11.9
2148;422 Buizen- en kabelleggers;10 of meer werkzame personen;2011 juni;116.0;-12.9
2149;422 Buizen- en kabelleggers;10 of meer werkzame personen;2011 2e kwartaal;116.0;-2.7
2150;422 Buizen- en kabelleggers;10 of meer werkzame personen;2011 juli;106.0;-12.3
2151;422 Buizen- en kabelleggers;10 of meer werkzame personen;2011 augustus;92.0;0.9
2152;422 Buizen- en kabelleggers;10 of meer werkzame personen;2011 september;129.0;-0.9
2153;422 Buizen- en kabelleggers;10 of meer werkzame personen;2011 3e kwartaal;109.0;-4.4
2154;422 Buizen- en kabelleggers;10 of meer werkzame personen;2011 oktober;124.0;-6.2
2155;422 Buizen- en kabelleggers;10 of meer werkzame personen;2011 november;143.0;-5.0
2156;422 Buizen- en kabelleggers;10 of meer werkzame personen;2011 december;168.0;5.0
2157;422 Buizen- en kabelleggers;10 of meer werkzame personen;2011 4e kwartaal;145.0;-1.7
2158;422 Buizen- en kabelleggers;10 of meer werkzame personen;2011;116.0;-2.4
2159;422 Buizen- en kabelleggers;10 of meer werkzame personen;2012 januari;71.0;0.8
2160;422 Buizen- en kabelleggers;10 of meer werkzame personen;2012 februari;91.0;2.8
2161;422 Buizen- en kabelleggers;10 of meer werkzame personen;2012 maart;115.0;-3.8
2162;422 Buizen- en kabelleggers;10 of meer werkzame personen;2012 1e kwartaal;92.0;-0.5
2163;422 Buizen- en kabelleggers;10 of meer werkzame personen;2012 april;111.0;-0.5
2164;422 Buizen- en kabelleggers;10 of meer werkzame personen;2012 mei;130.0;7.5
2165;422 Buizen- en kabelleggers;10 of meer werkzame personen;2012 juni;139.0;20.1
2166;422 Buizen- en kabelleggers;10 of meer werkzame personen;2012 2e kwartaal;127.0;9.1
2167;422 Buizen- en kabelleggers;10 of meer werkzame personen;2012 juli;116.0;8.9
2168;422 Buizen- en kabelleggers;10 of meer werkzame personen;2012 augustus;107.0;16.7
2169;422 Buizen- en kabelleggers;10 of meer werkzame personen;2012 september;118.0;-8.7
2170;422 Buizen- en kabelleggers;10 of meer werkzame personen;2012 3e kwartaal;114.0;4.1
2171;422 Buizen- en kabelleggers;10 of meer werkzame personen;2012 oktober;154.0;23.9
2172;422 Buizen- en kabelleggers;10 of meer werkzame personen;2012 november;165.0;15.5
2173;422 Buizen- en kabelleggers;10 of meer werkzame personen;2012 december;169.0;0.1
2174;422 Buizen- en kabelleggers;10 of meer werkzame personen;2012 4e kwartaal;162.0;11.9
2175;422 Buizen- en kabelleggers;10 of meer werkzame personen;2012;124.0;6.9
2176;429 Overige civieltechnische bouw;Alle bedrijven;2005 januari;50.0;9.7
2177;429 Overige civieltechnische bouw;Alle bedrijven;2005 februari;85.0;3.4
2178;429 Overige civieltechnische bouw;Alle bedrijven;2005 maart;148.0;-0.1
2179;429 Overige civieltechnische bouw;Alle bedrijven;2005 1e kwartaal;94.0;2.5
2180;429 Overige civieltechnische bouw;Alle bedrijven;2005 april;109.0;9.8
2181;429 Overige civieltechnische bouw;Alle bedrijven;2005 mei;97.0;6.5
2182;429 Overige civieltechnische bouw;Alle bedrijven;2005 juni;98.0;15.0
2183;429 Overige civieltechnische bouw;Alle bedrijven;2005 2e kwartaal;102.0;10.3
2184;429 Overige civieltechnische bouw;Alle bedrijven;2005 juli;98.0;17.0
2185;429 Overige civieltechnische bouw;Alle bedrijven;2005 augustus;46.0;21.6
2186;429 Overige civieltechnische bouw;Alle bedrijven;2005 september;119.0;7.7
2187;429 Overige civieltechnische bouw;Alle bedrijven;2005 3e kwartaal;87.0;13.3
2188;429 Overige civieltechnische bouw;Alle bedrijven;2005 oktober;120.0;4.8
2189;429 Overige civieltechnische bouw;Alle bedrijven;2005 november;119.0;10.2
2190;429 Overige civieltechnische bouw;Alle bedrijven;2005 december;111.0;-1.8
2191;429 Overige civieltechnische bouw;Alle bedrijven;2005 4e kwartaal;117.0;4.3
2192;429 Overige civieltechnische bouw;Alle bedrijven;2005;100.0;7.2
2193;429 Overige civieltechnische bouw;Alle bedrijven;2006 januari;46.0;-8.0
2194;429 Overige civieltechnische bouw;Alle bedrijven;2006 februari;91.0;6.4
2195;429 Overige civieltechnische bouw;Alle bedrijven;2006 maart;172.0;16.2
2196;429 Overige civieltechnische bouw;Alle bedrijven;2006 1e kwartaal;103.0;9.0
2197;429 Overige civieltechnische bouw;Alle bedrijven;2006 april;109.0;-0.1
2198;429 Overige civieltechnische bouw;Alle bedrijven;2006 mei;117.0;20.2
2199;429 Overige civieltechnische bouw;Alle bedrijven;2006 juni;105.0;6.3
2200;429 Overige civieltechnische bouw;Alle bedrijven;2006 2e kwartaal;110.0;8.5
2201;429 Overige civieltechnische bouw;Alle bedrijven;2006 juli;103.0;5.1
2202;429 Overige civieltechnische bouw;Alle bedrijven;2006 augustus;54.0;17.6
2203;429 Overige civieltechnische bouw;Alle bedrijven;2006 september;134.0;13.4
2204;429 Overige civieltechnische bouw;Alle bedrijven;2006 3e kwartaal;97.0;11.0
2205;429 Overige civieltechnische bouw;Alle bedrijven;2006 oktober;135.0;12.2
2206;429 Overige civieltechnische bouw;Alle bedrijven;2006 november;134.0;12.4
2207;429 Overige civieltechnische bouw;Alle bedrijven;2006 december;126.0;13.6
2208;429 Overige civieltechnische bouw;Alle bedrijven;2006 4e kwartaal;131.0;12.7
2209;429 Overige civieltechnische bouw;Alle bedrijven;2006;110.0;10.4
2210;429 Overige civieltechnische bouw;Alle bedrijven;2007 januari;57.0;24.1
2211;429 Overige civieltechnische bouw;Alle bedrijven;2007 februari;106.0;16.4
2212;429 Overige civieltechnische bouw;Alle bedrijven;2007 maart;190.0;10.3
2213;429 Overige civieltechnische bouw;Alle bedrijven;2007 1e kwartaal;118.0;14.1
2214;429 Overige civieltechnische bouw;Alle bedrijven;2007 april;115.0;5.9
2215;429 Overige civieltechnische bouw;Alle bedrijven;2007 mei;123.0;5.5
2216;429 Overige civieltechnische bouw;Alle bedrijven;2007 juni;109.0;4.3
2217;429 Overige civieltechnische bouw;Alle bedrijven;2007 2e kwartaal;116.0;5.3
2218;429 Overige civieltechnische bouw;Alle bedrijven;2007 juli;100.0;-3.1
2219;429 Overige civieltechnische bouw;Alle bedrijven;2007 augustus;60.0;11.7
2220;429 Overige civieltechnische bouw;Alle bedrijven;2007 september;129.0;-4.0
2221;429 Overige civieltechnische bouw;Alle bedrijven;2007 3e kwartaal;96.0;-0.8
2222;429 Overige civieltechnische bouw;Alle bedrijven;2007 oktober;142.0;5.3
2223;429 Overige civieltechnische bouw;Alle bedrijven;2007 november;132.0;-1.1
2224;429 Overige civieltechnische bouw;Alle bedrijven;2007 december;130.0;2.9
2225;429 Overige civieltechnische bouw;Alle bedrijven;2007 4e kwartaal;135.0;2.4
2226;429 Overige civieltechnische bouw;Alle bedrijven;2007;116.0;5.1
2227;429 Overige civieltechnische bouw;Alle bedrijven;2008 januari;58.0;1.9
2228;429 Overige civieltechnische bouw;Alle bedrijven;2008 februari;113.0;6.6
2229;429 Overige civieltechnische bouw;Alle bedrijven;2008 maart;202.0;6.7
2230;429 Overige civieltechnische bouw;Alle bedrijven;2008 1e kwartaal;124.0;5.9
2231;429 Overige civieltechnische bouw;Alle bedrijven;2008 april;137.0;19.3
2232;429 Overige civieltechnische bouw;Alle bedrijven;2008 mei;123.0;-0.3
2233;429 Overige civieltechnische bouw;Alle bedrijven;2008 juni;119.0;8.9
2234;429 Overige civieltechnische bouw;Alle bedrijven;2008 2e kwartaal;126.0;9.1
2235;429 Overige civieltechnische bouw;Alle bedrijven;2008 juli;107.0;6.8
2236;429 Overige civieltechnische bouw;Alle bedrijven;2008 augustus;63.0;5.6
2237;429 Overige civieltechnische bouw;Alle bedrijven;2008 september;140.0;8.2
2238;429 Overige civieltechnische bouw;Alle bedrijven;2008 3e kwartaal;103.0;7.2
2239;429 Overige civieltechnische bouw;Alle bedrijven;2008 oktober;144.0;1.7
2240;429 Overige civieltechnische bouw;Alle bedrijven;2008 november;128.0;-3.0
2241;429 Overige civieltechnische bouw;Alle bedrijven;2008 december;128.0;-1.2
2242;429 Overige civieltechnische bouw;Alle bedrijven;2008 4e kwartaal;134.0;-0.8
2243;429 Overige civieltechnische bouw;Alle bedrijven;2008;122.0;5.0
2244;429 Overige civieltechnische bouw;Alle bedrijven;2009 januari;89.0;53.2
2245;429 Overige civieltechnische bouw;Alle bedrijven;2009 februari;76.0;-32.3
2246;429 Overige civieltechnische bouw;Alle bedrijven;2009 maart;186.0;-8.3
2247;429 Overige civieltechnische bouw;Alle bedrijven;2009 1e kwartaal;117.0;-5.9
2248;429 Overige civieltechnische bouw;Alle bedrijven;2009 april;109.0;-20.7
2249;429 Overige civieltechnische bouw;Alle bedrijven;2009 mei;121.0;-1.8
2250;429 Overige civieltechnische bouw;Alle bedrijven;2009 juni;128.0;7.5
2251;429 Overige civieltechnische bouw;Alle bedrijven;2009 2e kwartaal;119.0;-5.7
2252;429 Overige civieltechnische bouw;Alle bedrijven;2009 juli;130.0;21.8
2253;429 Overige civieltechnische bouw;Alle bedrijven;2009 augustus;103.0;63.5
2254;429 Overige civieltechnische bouw;Alle bedrijven;2009 september;95.0;-32.2
2255;429 Overige civieltechnische bouw;Alle bedrijven;2009 3e kwartaal;109.0;6.0
2256;429 Overige civieltechnische bouw;Alle bedrijven;2009 oktober;131.0;-8.9
2257;429 Overige civieltechnische bouw;Alle bedrijven;2009 november;129.0;0.6
2258;429 Overige civieltechnische bouw;Alle bedrijven;2009 december;156.0;21.8
2259;429 Overige civieltechnische bouw;Alle bedrijven;2009 4e kwartaal;139.0;4.0
2260;429 Overige civieltechnische bouw;Alle bedrijven;2009;121.0;-0.7
2261;429 Overige civieltechnische bouw;Alle bedrijven;2010 januari;81.0;-9.1
2262;429 Overige civieltechnische bouw;Alle bedrijven;2010 februari;107.0;40.2
2263;429 Overige civieltechnische bouw;Alle bedrijven;2010 maart;179.0;-3.9
2264;429 Overige civieltechnische bouw;Alle bedrijven;2010 1e kwartaal;122.0;4.3
2265;429 Overige civieltechnische bouw;Alle bedrijven;2010 april;157.0;44.3
2266;429 Overige civieltechnische bouw;Alle bedrijven;2010 mei;147.0;21.4
2267;429 Overige civieltechnische bouw;Alle bedrijven;2010 juni;165.0;29.4
2268;429 Overige civieltechnische bouw;Alle bedrijven;2010 2e kwartaal;156.0;31.3
2269;429 Overige civieltechnische bouw;Alle bedrijven;2010 juli;150.0;15.1
2270;429 Overige civieltechnische bouw;Alle bedrijven;2010 augustus;109.0;5.3
2271;429 Overige civieltechnische bouw;Alle bedrijven;2010 september;124.0;31.1
2272;429 Overige civieltechnische bouw;Alle bedrijven;2010 3e kwartaal;128.0;16.6
2273;429 Overige civieltechnische bouw;Alle bedrijven;2010 oktober;160.0;21.8
2274;429 Overige civieltechnische bouw;Alle bedrijven;2010 november;160.0;24.2
2275;429 Overige civieltechnische bouw;Alle bedrijven;2010 december;168.0;8.0
2276;429 Overige civieltechnische bouw;Alle bedrijven;2010 4e kwartaal;163.0;17.4
2277;429 Overige civieltechnische bouw;Alle bedrijven;2010;142.0;17.5
2278;429 Overige civieltechnische bouw;Alle bedrijven;2011 januari;114.0;39.9
2279;429 Overige civieltechnische bouw;Alle bedrijven;2011 februari;114.0;6.5
2280;429 Overige civieltechnische bouw;Alle bedrijven;2011 maart;126.0;-29.6
2281;429 Overige civieltechnische bouw;Alle bedrijven;2011 1e kwartaal;118.0;-3.7
2282;429 Overige civieltechnische bouw;Alle bedrijven;2011 april;142.0;-9.4
2283;429 Overige civieltechnische bouw;Alle bedrijven;2011 mei;144.0;-1.6
2284;429 Overige civieltechnische bouw;Alle bedrijven;2011 juni;141.0;-14.9
2285;429 Overige civieltechnische bouw;Alle bedrijven;2011 2e kwartaal;142.0;-8.9
2286;429 Overige civieltechnische bouw;Alle bedrijven;2011 juli;134.0;-10.6
2287;429 Overige civieltechnische bouw;Alle bedrijven;2011 augustus;113.0;3.4
2288;429 Overige civieltechnische bouw;Alle bedrijven;2011 september;143.0;15.2
2289;429 Overige civieltechnische bouw;Alle bedrijven;2011 3e kwartaal;130.0;1.8
2290;429 Overige civieltechnische bouw;Alle bedrijven;2011 oktober;131.0;-18.2
2291;429 Overige civieltechnische bouw;Alle bedrijven;2011 november;149.0;-6.9
2292;429 Overige civieltechnische bouw;Alle bedrijven;2011 december;202.0;19.7
2293;429 Overige civieltechnische bouw;Alle bedrijven;2011 4e kwartaal;161.0;-1.4
2294;429 Overige civieltechnische bouw;Alle bedrijven;2011;138.0;-3.3
2295;429 Overige civieltechnische bouw;Alle bedrijven;2012 januari;95.0;-16.9
2296;429 Overige civieltechnische bouw;Alle bedrijven;2012 februari;106.0;-6.4
2297;429 Overige civieltechnische bouw;Alle bedrijven;2012 maart;93.0;-25.9
2298;429 Overige civieltechnische bouw;Alle bedrijven;2012 1e kwartaal;98.0;-16.7
2299;429 Overige civieltechnische bouw;Alle bedrijven;2012 april;153.0;7.5
2300;429 Overige civieltechnische bouw;Alle bedrijven;2012 mei;170.0;17.6
2301;429 Overige civieltechnische bouw;Alle bedrijven;2012 juni;172.0;22.4
2302;429 Overige civieltechnische bouw;Alle bedrijven;2012 2e kwartaal;165.0;15.9
2303;429 Overige civieltechnische bouw;Alle bedrijven;2012 juli;150.0;12.0
2304;429 Overige civieltechnische bouw;Alle bedrijven;2012 augustus;102.0;-9.4
2305;429 Overige civieltechnische bouw;Alle bedrijven;2012 september;150.0;4.8
2306;429 Overige civieltechnische bouw;Alle bedrijven;2012 3e kwartaal;134.0;3.2
2307;429 Overige civieltechnische bouw;Alle bedrijven;2012 oktober;;
2308;429 Overige civieltechnische bouw;Alle bedrijven;2012 november;;
2309;429 Overige civieltechnische bouw;Alle bedrijven;2012 december;;
2310;429 Overige civieltechnische bouw;Alle bedrijven;2012 4e kwartaal;;
2311;429 Overige civieltechnische bouw;Alle bedrijven;2012;;
2312;429 Overige civieltechnische bouw;10 of meer werkzame personen;2005 januari;50.0;10.0
2313;429 Overige civieltechnische bouw;10 of meer werkzame personen;2005 februari;86.0;3.6
2314;429 Overige civieltechnische bouw;10 of meer werkzame personen;2005 maart;150.0;-0.1
2315;429 Overige civieltechnische bouw;10 of meer werkzame personen;2005 1e kwartaal;95.0;2.7
2316;429 Overige civieltechnische bouw;10 of meer werkzame personen;2005 april;109.0;9.8
2317;429 Overige civieltechnische bouw;10 of meer werkzame personen;2005 mei;97.0;6.6
2318;429 Overige civieltechnische bouw;10 of meer werkzame personen;2005 juni;98.0;14.9
2319;429 Overige civieltechnische bouw;10 of meer werkzame personen;2005 2e kwartaal;101.0;10.3
