ID;Geslacht;Leeftijd;Leerweg;OpleidingsrichtingEnSector;Herkomstgroepering;Perioden;TotaalDeelnemers_1;EntreeopleidingNiveau1_2;BasisberoepsopleidingNiveau2_3;VakopleidingNiveau3_4;MiddenkaderopleidingNiveau4a_5;SpecialistenopleidingNiveau4b_6;KorteOpleiding_7;LangeOpleiding_8;PrimaireOpleiding_9;VoortgezetteOpleiding_10
2249;Totaal mannen en vrouwen;Totaal leeftijden;Totaal leerweg (incl. extraneï);2 Vormgeving en audiovisuele productie;Turkije;1998/'99;;;;;;;;;;
2250;Totaal mannen en vrouwen;Totaal leeftijden;Totaal leerweg (incl. extraneï);2 Vormgeving en audiovisuele productie;Turkije;1999/'00;;;;;;;;;;
2251;Totaal mannen en vrouwen;Totaal leeftijden;Totaal leerweg (incl. extraneï);2 Vormgeving en audiovisuele productie;Turkije;2000/'01;;;;;;;;;;
2252;Totaal mannen en vrouwen;Totaal leeftijden;Totaal leerweg (incl. extraneï);2 Vormgeving en audiovisuele productie;Turkije;2001/'02;;;;;;;;;;
2253;Totaal mannen en vrouwen;Totaal leeftijden;Totaal leerweg (incl. extraneï);2 Vormgeving en audiovisuele productie;Turkije;2002/'03;;;;;;;;;;
2254;Totaal mannen en vrouwen;Totaal leeftijden;Totaal leerweg (incl. extraneï);2 Vormgeving en audiovisuele productie;Turkije;2003/'04;;;;;;;;;;
2255;Totaal mannen en vrouwen;Totaal leeftijden;Totaal leerweg (incl. extraneï);2 Vormgeving en audiovisuele productie;Turkije;2004/'05;;;;;;;;;;
2256;Totaal mannen en vrouwen;Totaal leeftijden;Totaal leerweg (incl. extraneï);2 Vormgeving en audiovisuele productie;Turkije;2005/'06;138.0;2.0;34.0;11.0;91.0;;;;;
2257;Totaal mannen en vrouwen;Totaal leeftijden;Totaal leerweg (incl. extraneï);2 Vormgeving en audiovisuele productie;Turkije;2006/'07;193.0;2.0;36.0;22.0;133.0;;;;;
2258;Totaal mannen en vrouwen;Totaal leeftijden;Totaal leerweg (incl. extraneï);2 Vormgeving en audiovisuele productie;Turkije;2007/'08;268.0;;53.0;29.0;186.0;;;;;
2259;Totaal mannen en vrouwen;Totaal leeftijden;Totaal leerweg (incl. extraneï);2 Vormgeving en audiovisuele productie;Turkije;2008/'09;330.0;;56.0;41.0;233.0;;;;;
2260;Totaal mannen en vrouwen;Totaal leeftijden;Totaal leerweg (incl. extraneï);2 Vormgeving en audiovisuele productie;Turkije;2009/'10;380.0;;60.0;38.0;282.0;;;;;
2261;Totaal mannen en vrouwen;Totaal leeftijden;Totaal leerweg (incl. extraneï);2 Vormgeving en audiovisuele productie;Turkije;2010/'11;396.0;;50.0;43.0;303.0;;;;;
2262;Totaal mannen en vrouwen;Totaal leeftijden;Totaal leerweg (incl. extraneï);2 Vormgeving en audiovisuele productie;Turkije;2011/'12;402.0;;65.0;27.0;310.0;;;;;
2263;Totaal mannen en vrouwen;Totaal leeftijden;Totaal leerweg (incl. extraneï);2 Vormgeving en audiovisuele productie;Turkije;2012/'13;426.0;;69.0;21.0;336.0;;;;;
2264;Totaal mannen en vrouwen;Totaal leeftijden;Totaal leerweg (incl. extraneï);2 Vormgeving en audiovisuele productie;Turkije;2013/'14;429.0;;60.0;37.0;332.0;;;;;
2265;Totaal mannen en vrouwen;Totaal leeftijden;Totaal leerweg (incl. extraneï);2 Vormgeving en audiovisuele productie;Turkije;2014/'15;442.0;;47.0;37.0;358.0;;;;;
2266;Totaal mannen en vrouwen;Totaal leeftijden;Totaal leerweg (incl. extraneï);2 Vormgeving en audiovisuele productie;Turkije;2015/'16;437.0;;40.0;42.0;355.0;;;;;
2267;Totaal mannen en vrouwen;Totaal leeftijden;Totaal leerweg (incl. extraneï);2 Vormgeving en audiovisuele productie;Turkije;2016/'17;469.0;;47.0;33.0;389.0;;;;;
2268;Totaal mannen en vrouwen;Totaal leeftijden;Totaal leerweg (incl. extraneï);2 Vormgeving en audiovisuele productie;Suriname;1990/'91;;;;;;;;;;
2269;Totaal mannen en vrouwen;Totaal leeftijden;Totaal leerweg (incl. extraneï);2 Vormgeving en audiovisuele productie;Suriname;1991/'92;;;;;;;;;;
2270;Totaal mannen en vrouwen;Totaal leeftijden;Totaal leerweg (incl. extraneï);2 Vormgeving en audiovisuele productie;Suriname;1992/'93;;;;;;;;;;
2271;Totaal mannen en vrouwen;Totaal leeftijden;Totaal leerweg (incl. extraneï);2 Vormgeving en audiovisuele productie;Suriname;1993/'94;;;;;;;;;;
2272;Totaal mannen en vrouwen;Totaal leeftijden;Totaal leerweg (incl. extraneï);2 Vormgeving en audiovisuele productie;Suriname;1994/'95;;;;;;;;;;
2273;Totaal mannen en vrouwen;Totaal leeftijden;Totaal leerweg (incl. extraneï);2 Vormgeving en audiovisuele productie;Suriname;1995/'96;;;;;;;;;;
2274;Totaal mannen en vrouwen;Totaal leeftijden;Totaal leerweg (incl. extraneï);2 Vormgeving en audiovisuele productie;Suriname;1996/'97;;;;;;;;;;
2275;Totaal mannen en vrouwen;Totaal leeftijden;Totaal leerweg (incl. extraneï);2 Vormgeving en audiovisuele productie;Suriname;1997/'98;;;;;;;;;;
2276;Totaal mannen en vrouwen;Totaal leeftijden;Totaal leerweg (incl. extraneï);2 Vormgeving en audiovisuele productie;Suriname;1998/'99;;;;;;;;;;
2277;Totaal mannen en vrouwen;Totaal leeftijden;Totaal leerweg (incl. extraneï);2 Vormgeving en audiovisuele productie;Suriname;1999/'00;;;;;;;;;;
2278;Totaal mannen en vrouwen;Totaal leeftijden;Totaal leerweg (incl. extraneï);2 Vormgeving en audiovisuele productie;Suriname;2000/'01;;;;;;;;;;
2279;Totaal mannen en vrouwen;Totaal leeftijden;Totaal leerweg (incl. extraneï);2 Vormgeving en audiovisuele productie;Suriname;2001/'02;;;;;;;;;;
2280;Totaal mannen en vrouwen;Totaal leeftijden;Totaal leerweg (incl. extraneï);2 Vormgeving en audiovisuele productie;Suriname;2002/'03;;;;;;;;;;
2281;Totaal mannen en vrouwen;Totaal leeftijden;Totaal leerweg (incl. extraneï);2 Vormgeving en audiovisuele productie;Suriname;2003/'04;;;;;;;;;;
2282;Totaal mannen en vrouwen;Totaal leeftijden;Totaal leerweg (incl. extraneï);2 Vormgeving en audiovisuele productie;Suriname;2004/'05;;;;;;;;;;
2283;Totaal mannen en vrouwen;Totaal leeftijden;Totaal leerweg (incl. extraneï);2 Vormgeving en audiovisuele productie;Suriname;2005/'06;404.0;;65.0;49.0;290.0;;;;;
2284;Totaal mannen en vrouwen;Totaal leeftijden;Totaal leerweg (incl. extraneï);2 Vormgeving en audiovisuele productie;Suriname;2006/'07;453.0;2.0;64.0;55.0;332.0;;;;;
2285;Totaal mannen en vrouwen;Totaal leeftijden;Totaal leerweg (incl. extraneï);2 Vormgeving en audiovisuele productie;Suriname;2007/'08;579.0;;65.0;78.0;436.0;;;;;
2286;Totaal mannen en vrouwen;Totaal leeftijden;Totaal leerweg (incl. extraneï);2 Vormgeving en audiovisuele productie;Suriname;2008/'09;641.0;;61.0;69.0;511.0;;;;;
2287;Totaal mannen en vrouwen;Totaal leeftijden;Totaal leerweg (incl. extraneï);2 Vormgeving en audiovisuele productie;Suriname;2009/'10;730.0;;80.0;68.0;582.0;;;;;
2288;Totaal mannen en vrouwen;Totaal leeftijden;Totaal leerweg (incl. extraneï);2 Vormgeving en audiovisuele productie;Suriname;2010/'11;764.0;;77.0;70.0;617.0;;;;;
2289;Totaal mannen en vrouwen;Totaal leeftijden;Totaal leerweg (incl. extraneï);2 Vormgeving en audiovisuele productie;Suriname;2011/'12;759.0;;79.0;64.0;616.0;;;;;
2290;Totaal mannen en vrouwen;Totaal leeftijden;Totaal leerweg (incl. extraneï);2 Vormgeving en audiovisuele productie;Suriname;2012/'13;772.0;;74.0;65.0;633.0;;;;;
2291;Totaal mannen en vrouwen;Totaal leeftijden;Totaal leerweg (incl. extraneï);2 Vormgeving en audiovisuele productie;Suriname;2013/'14;781.0;;64.0;68.0;649.0;;;;;
2292;Totaal mannen en vrouwen;Totaal leeftijden;Totaal leerweg (incl. extraneï);2 Vormgeving en audiovisuele productie;Suriname;2014/'15;791.0;;53.0;59.0;679.0;;;;;
2293;Totaal mannen en vrouwen;Totaal leeftijden;Totaal leerweg (incl. extraneï);2 Vormgeving en audiovisuele productie;Suriname;2015/'16;812.0;;53.0;71.0;688.0;;;;;
2294;Totaal mannen en vrouwen;Totaal leeftijden;Totaal leerweg (incl. extraneï);2 Vormgeving en audiovisuele productie;Suriname;2016/'17;822.0;;56.0;75.0;691.0;;;;;
2295;Totaal mannen en vrouwen;Totaal leeftijden;Totaal leerweg (incl. extraneï);2 Vormgeving en audiovisuele productie;(voormalige) Nederlandse Antillen, Aruba;1990/'91;;;;;;;;;;
2296;Totaal mannen en vrouwen;Totaal leeftijden;Totaal leerweg (incl. extraneï);2 Vormgeving en audiovisuele productie;(voormalige) Nederlandse Antillen, Aruba;1991/'92;;;;;;;;;;
2297;Totaal mannen en vrouwen;Totaal leeftijden;Totaal leerweg (incl. extraneï);2 Vormgeving en audiovisuele productie;(voormalige) Nederlandse Antillen, Aruba;1992/'93;;;;;;;;;;
2298;Totaal mannen en vrouwen;Totaal leeftijden;Totaal leerweg (incl. extraneï);2 Vormgeving en audiovisuele productie;(voormalige) Nederlandse Antillen, Aruba;1993/'94;;;;;;;;;;
2299;Totaal mannen en vrouwen;Totaal leeftijden;Totaal leerweg (incl. extraneï);2 Vormgeving en audiovisuele productie;(voormalige) Nederlandse Antillen, Aruba;1994/'95;;;;;;;;;;
2300;Totaal mannen en vrouwen;Totaal leeftijden;Totaal leerweg (incl. extraneï);2 Vormgeving en audiovisuele productie;(voormalige) Nederlandse Antillen, Aruba;1995/'96;;;;;;;;;;
2301;Totaal mannen en vrouwen;Totaal leeftijden;Totaal leerweg (incl. extraneï);2 Vormgeving en audiovisuele productie;(voormalige) Nederlandse Antillen, Aruba;1996/'97;;;;;;;;;;
2302;Totaal mannen en vrouwen;Totaal leeftijden;Totaal leerweg (incl. extraneï);2 Vormgeving en audiovisuele productie;(voormalige) Nederlandse Antillen, Aruba;1997/'98;;;;;;;;;;
2303;Totaal mannen en vrouwen;Totaal leeftijden;Totaal leerweg (incl. extraneï);2 Vormgeving en audiovisuele productie;(voormalige) Nederlandse Antillen, Aruba;1998/'99;;;;;;;;;;
2304;Totaal mannen en vrouwen;Totaal leeftijden;Totaal leerweg (incl. extraneï);2 Vormgeving en audiovisuele productie;(voormalige) Nederlandse Antillen, Aruba;1999/'00;;;;;;;;;;
2305;Totaal mannen en vrouwen;Totaal leeftijden;Totaal leerweg (incl. extraneï);2 Vormgeving en audiovisuele productie;(voormalige) Nederlandse Antillen, Aruba;2000/'01;;;;;;;;;;
2306;Totaal mannen en vrouwen;Totaal leeftijden;Totaal leerweg (incl. extraneï);2 Vormgeving en audiovisuele productie;(voormalige) Nederlandse Antillen, Aruba;2001/'02;;;;;;;;;;
2307;Totaal mannen en vrouwen;Totaal leeftijden;Totaal leerweg (incl. extraneï);2 Vormgeving en audiovisuele productie;(voormalige) Nederlandse Antillen, Aruba;2002/'03;;;;;;;;;;
2308;Totaal mannen en vrouwen;Totaal leeftijden;Totaal leerweg (incl. extraneï);2 Vormgeving en audiovisuele productie;(voormalige) Nederlandse Antillen, Aruba;2003/'04;;;;;;;;;;
2309;Totaal mannen en vrouwen;Totaal leeftijden;Totaal leerweg (incl. extraneï);2 Vormgeving en audiovisuele productie;(voormalige) Nederlandse Antillen, Aruba;2004/'05;;;;;;;;;;
2310;Totaal mannen en vrouwen;Totaal leeftijden;Totaal leerweg (incl. extraneï);2 Vormgeving en audiovisuele productie;(voormalige) Nederlandse Antillen, Aruba;2005/'06;187.0;2.0;16.0;28.0;141.0;;;;;
2311;Totaal mannen en vrouwen;Totaal leeftijden;Totaal leerweg (incl. extraneï);2 Vormgeving en audiovisuele productie;(voormalige) Nederlandse Antillen, Aruba;2006/'07;237.0;;30.0;27.0;180.0;;;;;
2312;Totaal mannen en vrouwen;Totaal leeftijden;Totaal leerweg (incl. extraneï);2 Vormgeving en audiovisuele productie;(voormalige) Nederlandse Antillen, Aruba;2007/'08;330.0;;32.0;49.0;249.0;;;;;
2313;Totaal mannen en vrouwen;Totaal leeftijden;Totaal leerweg (incl. extraneï);2 Vormgeving en audiovisuele productie;(voormalige) Nederlandse Antillen, Aruba;2008/'09;367.0;;39.0;42.0;286.0;;;;;
2314;Totaal mannen en vrouwen;Totaal leeftijden;Totaal leerweg (incl. extraneï);2 Vormgeving en audiovisuele productie;(voormalige) Nederlandse Antillen, Aruba;2009/'10;368.0;;30.0;50.0;288.0;;;;;
2315;Totaal mannen en vrouwen;Totaal leeftijden;Totaal leerweg (incl. extraneï);2 Vormgeving en audiovisuele productie;(voormalige) Nederlandse Antillen, Aruba;2010/'11;373.0;;30.0;45.0;298.0;;;;;
2316;Totaal mannen en vrouwen;Totaal leeftijden;Totaal leerweg (incl. extraneï);2 Vormgeving en audiovisuele productie;(voormalige) Nederlandse Antillen, Aruba;2011/'12;384.0;;38.0;43.0;303.0;;;;;
2317;Totaal mannen en vrouwen;Totaal leeftijden;Totaal leerweg (incl. extraneï);2 Vormgeving en audiovisuele productie;(voormalige) Nederlandse Antillen, Aruba;2012/'13;394.0;;36.0;30.0;328.0;;;;;
2318;Totaal mannen en vrouwen;Totaal leeftijden;Totaal leerweg (incl. extraneï);2 Vormgeving en audiovisuele productie;(voormalige) Nederlandse Antillen, Aruba;2013/'14;405.0;;46.0;37.0;322.0;;;;;
2319;Totaal mannen en vrouwen;Totaal leeftijden;Totaal leerweg (incl. extraneï);2 Vormgeving en audiovisuele productie;(voormalige) Nederlandse Antillen, Aruba;2014/'15;422.0;;33.0;43.0;346.0;;;;;
2320;Totaal mannen en vrouwen;Totaal leeftijden;Totaal leerweg (incl. extraneï);2 Vormgeving en audiovisuele productie;(voormalige) Nederlandse Antillen, Aruba;2015/'16;436.0;;28.0;46.0;362.0;;;;;
2321;Totaal mannen en vrouwen;Totaal leeftijden;Totaal leerweg (incl. extraneï);2 Vormgeving en audiovisuele productie;(voormalige) Nederlandse Antillen, Aruba;2016/'17;431.0;;42.0;41.0;348.0;;;;;
2322;Totaal mannen en vrouwen;Totaal leeftijden;Totaal leerweg (incl. extraneï);2 Vormgeving en audiovisuele productie;Overig niet-westerse allochtoon;1990/'91;;;;;;;;;;
2323;Totaal mannen en vrouwen;Totaal leeftijden;Totaal leerweg (incl. extraneï);2 Vormgeving en audiovisuele productie;Overig niet-westerse allochtoon;1991/'92;;;;;;;;;;
2324;Totaal mannen en vrouwen;Totaal leeftijden;Totaal leerweg (incl. extraneï);2 Vormgeving en audiovisuele productie;Overig niet-westerse allochtoon;1992/'93;;;;;;;;;;
2325;Totaal mannen en vrouwen;Totaal leeftijden;Totaal leerweg (incl. extraneï);2 Vormgeving en audiovisuele productie;Overig niet-westerse allochtoon;1993/'94;;;;;;;;;;
2326;Totaal mannen en vrouwen;Totaal leeftijden;Totaal leerweg (incl. extraneï);2 Vormgeving en audiovisuele productie;Overig niet-westerse allochtoon;1994/'95;;;;;;;;;;
2327;Totaal mannen en vrouwen;Totaal leeftijden;Totaal leerweg (incl. extraneï);2 Vormgeving en audiovisuele productie;Overig niet-westerse allochtoon;1995/'96;;;;;;;;;;
2328;Totaal mannen en vrouwen;Totaal leeftijden;Totaal leerweg (incl. extraneï);2 Vormgeving en audiovisuele productie;Overig niet-westerse allochtoon;1996/'97;;;;;;;;;;
2329;Totaal mannen en vrouwen;Totaal leeftijden;Totaal leerweg (incl. extraneï);2 Vormgeving en audiovisuele productie;Overig niet-westerse allochtoon;1997/'98;;;;;;;;;;
2330;Totaal mannen en vrouwen;Totaal leeftijden;Totaal leerweg (incl. extraneï);2 Vormgeving en audiovisuele productie;Overig niet-westerse allochtoon;1998/'99;;;;;;;;;;
2331;Totaal mannen en vrouwen;Totaal leeftijden;Totaal leerweg (incl. extraneï);2 Vormgeving en audiovisuele productie;Overig niet-westerse allochtoon;1999/'00;;;;;;;;;;
2332;Totaal mannen en vrouwen;Totaal leeftijden;Totaal leerweg (incl. extraneï);2 Vormgeving en audiovisuele productie;Overig niet-westerse allochtoon;2000/'01;;;;;;;;;;
2333;Totaal mannen en vrouwen;Totaal leeftijden;Totaal leerweg (incl. extraneï);2 Vormgeving en audiovisuele productie;Overig niet-westerse allochtoon;2001/'02;;;;;;;;;;
2334;Totaal mannen en vrouwen;Totaal leeftijden;Totaal leerweg (incl. extraneï);2 Vormgeving en audiovisuele productie;Overig niet-westerse allochtoon;2002/'03;;;;;;;;;;
2335;Totaal mannen en vrouwen;Totaal leeftijden;Totaal leerweg (incl. extraneï);2 Vormgeving en audiovisuele productie;Overig niet-westerse allochtoon;2003/'04;;;;;;;;;;
2336;Totaal mannen en vrouwen;Totaal leeftijden;Totaal leerweg (incl. extraneï);2 Vormgeving en audiovisuele productie;Overig niet-westerse allochtoon;2004/'05;;;;;;;;;;
2337;Totaal mannen en vrouwen;Totaal leeftijden;Totaal leerweg (incl. extraneï);2 Vormgeving en audiovisuele productie;Overig niet-westerse allochtoon;2005/'06;578.0;12.0;104.0;53.0;409.0;;;;;
2338;Totaal mannen en vrouwen;Totaal leeftijden;Totaal leerweg (incl. extraneï);2 Vormgeving en audiovisuele productie;Overig niet-westerse allochtoon;2006/'07;693.0;7.0;84.0;83.0;519.0;;;;;
2339;Totaal mannen en vrouwen;Totaal leeftijden;Totaal leerweg (incl. extraneï);2 Vormgeving en audiovisuele productie;Overig niet-westerse allochtoon;2007/'08;816.0;;82.0;103.0;631.0;;;;;
2340;Totaal mannen en vrouwen;Totaal leeftijden;Totaal leerweg (incl. extraneï);2 Vormgeving en audiovisuele productie;Overig niet-westerse allochtoon;2008/'09;947.0;;100.0;89.0;758.0;;;;;
2341;Totaal mannen en vrouwen;Totaal leeftijden;Totaal leerweg (incl. extraneï);2 Vormgeving en audiovisuele productie;Overig niet-westerse allochtoon;2009/'10;1037.0;;114.0;103.0;820.0;;;;;
2342;Totaal mannen en vrouwen;Totaal leeftijden;Totaal leerweg (incl. extraneï);2 Vormgeving en audiovisuele productie;Overig niet-westerse allochtoon;2010/'11;1097.0;;118.0;95.0;884.0;;;;;
2343;Totaal mannen en vrouwen;Totaal leeftijden;Totaal leerweg (incl. extraneï);2 Vormgeving en audiovisuele productie;Overig niet-westerse allochtoon;2011/'12;1194.0;;115.0;96.0;983.0;;;;;
2344;Totaal mannen en vrouwen;Totaal leeftijden;Totaal leerweg (incl. extraneï);2 Vormgeving en audiovisuele productie;Overig niet-westerse allochtoon;2012/'13;1215.0;;129.0;90.0;996.0;;;;;
2345;Totaal mannen en vrouwen;Totaal leeftijden;Totaal leerweg (incl. extraneï);2 Vormgeving en audiovisuele productie;Overig niet-westerse allochtoon;2013/'14;1290.0;;151.0;105.0;1034.0;;;;;
2346;Totaal mannen en vrouwen;Totaal leeftijden;Totaal leerweg (incl. extraneï);2 Vormgeving en audiovisuele productie;Overig niet-westerse allochtoon;2014/'15;1398.0;;158.0;112.0;1128.0;;;;;
2347;Totaal mannen en vrouwen;Totaal leeftijden;Totaal leerweg (incl. extraneï);2 Vormgeving en audiovisuele productie;Overig niet-westerse allochtoon;2015/'16;1382.0;;120.0;119.0;1143.0;;;;;
2348;Totaal mannen en vrouwen;Totaal leeftijden;Totaal leerweg (incl. extraneï);2 Vormgeving en audiovisuele productie;Overig niet-westerse allochtoon;2016/'17;1369.0;;106.0;102.0;1161.0;;;;;
2349;Totaal mannen en vrouwen;Totaal leeftijden;Totaal leerweg (incl. extraneï);2 Vormgeving en audiovisuele productie;Herkomst onbekend;1990/'91;;;;;;;;;;
2350;Totaal mannen en vrouwen;Totaal leeftijden;Totaal leerweg (incl. extraneï);2 Vormgeving en audiovisuele productie;Herkomst onbekend;1991/'92;;;;;;;;;;
2351;Totaal mannen en vrouwen;Totaal leeftijden;Totaal leerweg (incl. extraneï);2 Vormgeving en audiovisuele productie;Herkomst onbekend;1992/'93;;;;;;;;;;
2352;Totaal mannen en vrouwen;Totaal leeftijden;Totaal leerweg (incl. extraneï);2 Vormgeving en audiovisuele productie;Herkomst onbekend;1993/'94;;;;;;;;;;
2353;Totaal mannen en vrouwen;Totaal leeftijden;Totaal leerweg (incl. extraneï);2 Vormgeving en audiovisuele productie;Herkomst onbekend;1994/'95;;;;;;;;;;
2354;Totaal mannen en vrouwen;Totaal leeftijden;Totaal leerweg (incl. extraneï);2 Vormgeving en audiovisuele productie;Herkomst onbekend;1995/'96;;;;;;;;;;
2355;Totaal mannen en vrouwen;Totaal leeftijden;Totaal leerweg (incl. extraneï);2 Vormgeving en audiovisuele productie;Herkomst onbekend;1996/'97;;;;;;;;;;
2356;Totaal mannen en vrouwen;Totaal leeftijden;Totaal leerweg (incl. extraneï);2 Vormgeving en audiovisuele productie;Herkomst onbekend;1997/'98;;;;;;;;;;
2357;Totaal mannen en vrouwen;Totaal leeftijden;Totaal leerweg (incl. extraneï);2 Vormgeving en audiovisuele productie;Herkomst onbekend;1998/'99;;;;;;;;;;
2358;Totaal mannen en vrouwen;Totaal leeftijden;Totaal leerweg (incl. extraneï);2 Vormgeving en audiovisuele productie;Herkomst onbekend;1999/'00;;;;;;;;;;
2359;Totaal mannen en vrouwen;Totaal leeftijden;Totaal leerweg (incl. extraneï);2 Vormgeving en audiovisuele productie;Herkomst onbekend;2000/'01;;;;;;;;;;
2360;Totaal mannen en vrouwen;Totaal leeftijden;Totaal leerweg (incl. extraneï);2 Vormgeving en audiovisuele productie;Herkomst onbekend;2001/'02;;;;;;;;;;
2361;Totaal mannen en vrouwen;Totaal leeftijden;Totaal leerweg (incl. extraneï);2 Vormgeving en audiovisuele productie;Herkomst onbekend;2002/'03;;;;;;;;;;
2362;Totaal mannen en vrouwen;Totaal leeftijden;Totaal leerweg (incl. extraneï);2 Vormgeving en audiovisuele productie;Herkomst onbekend;2003/'04;;;;;;;;;;
2363;Totaal mannen en vrouwen;Totaal leeftijden;Totaal leerweg (incl. extraneï);2 Vormgeving en audiovisuele productie;Herkomst onbekend;2004/'05;;;;;;;;;;
2364;Totaal mannen en vrouwen;Totaal leeftijden;Totaal leerweg (incl. extraneï);2 Vormgeving en audiovisuele productie;Herkomst onbekend;2005/'06;13.0;;1.0;3.0;9.0;;;;;
2365;Totaal mannen en vrouwen;Totaal leeftijden;Totaal leerweg (incl. extraneï);2 Vormgeving en audiovisuele productie;Herkomst onbekend;2006/'07;13.0;;1.0;2.0;10.0;;;;;
2366;Totaal mannen en vrouwen;Totaal leeftijden;Totaal leerweg (incl. extraneï);2 Vormgeving en audiovisuele productie;Herkomst onbekend;2007/'08;10.0;;2.0;2.0;6.0;;;;;
2367;Totaal mannen en vrouwen;Totaal leeftijden;Totaal leerweg (incl. extraneï);2 Vormgeving en audiovisuele productie;Herkomst onbekend;2008/'09;6.0;;;2.0;4.0;;;;;
2368;Totaal mannen en vrouwen;Totaal leeftijden;Totaal leerweg (incl. extraneï);2 Vormgeving en audiovisuele productie;Herkomst onbekend;2009/'10;14.0;;;2.0;12.0;;;;;
2369;Totaal mannen en vrouwen;Totaal leeftijden;Totaal leerweg (incl. extraneï);2 Vormgeving en audiovisuele productie;Herkomst onbekend;2010/'11;13.0;;1.0;3.0;9.0;;;;;
2370;Totaal mannen en vrouwen;Totaal leeftijden;Totaal leerweg (incl. extraneï);2 Vormgeving en audiovisuele productie;Herkomst onbekend;2011/'12;11.0;;2.0;1.0;8.0;;;;;
2371;Totaal mannen en vrouwen;Totaal leeftijden;Totaal leerweg (incl. extraneï);2 Vormgeving en audiovisuele productie;Herkomst onbekend;2012/'13;12.0;;1.0;;11.0;;;;;
2372;Totaal mannen en vrouwen;Totaal leeftijden;Totaal leerweg (incl. extraneï);2 Vormgeving en audiovisuele productie;Herkomst onbekend;2013/'14;10.0;;;;10.0;;;;;
2373;Totaal mannen en vrouwen;Totaal leeftijden;Totaal leerweg (incl. extraneï);2 Vormgeving en audiovisuele productie;Herkomst onbekend;2014/'15;15.0;;;1.0;14.0;;;;;
2374;Totaal mannen en vrouwen;Totaal leeftijden;Totaal leerweg (incl. extraneï);2 Vormgeving en audiovisuele productie;Herkomst onbekend;2015/'16;8.0;;;1.0;7.0;;;;;
2375;Totaal mannen en vrouwen;Totaal leeftijden;Totaal leerweg (incl. extraneï);2 Vormgeving en audiovisuele productie;Herkomst onbekend;2016/'17;7.0;;1.0;1.0;5.0;;;;;
2376;Totaal mannen en vrouwen;Totaal leeftijden;Totaal leerweg (incl. extraneï);3 Handel, adm. en jur. Ondersteuning;Totaal herkomstgroepering;1990/'91;;;;;;;;;;
2377;Totaal mannen en vrouwen;Totaal leeftijden;Totaal leerweg (incl. extraneï);3 Handel, adm. en jur. Ondersteuning;Totaal herkomstgroepering;1991/'92;;;;;;;;;;
2378;Totaal mannen en vrouwen;Totaal leeftijden;Totaal leerweg (incl. extraneï);3 Handel, adm. en jur. Ondersteuning;Totaal herkomstgroepering;1992/'93;;;;;;;;;;
2379;Totaal mannen en vrouwen;Totaal leeftijden;Totaal leerweg (incl. extraneï);3 Handel, adm. en jur. Ondersteuning;Totaal herkomstgroepering;1993/'94;;;;;;;;;;
2380;Totaal mannen en vrouwen;Totaal leeftijden;Totaal leerweg (incl. extraneï);3 Handel, adm. en jur. Ondersteuning;Totaal herkomstgroepering;1994/'95;;;;;;;;;;
2381;Totaal mannen en vrouwen;Totaal leeftijden;Totaal leerweg (incl. extraneï);3 Handel, adm. en jur. Ondersteuning;Totaal herkomstgroepering;1995/'96;;;;;;;;;;
2382;Totaal mannen en vrouwen;Totaal leeftijden;Totaal leerweg (incl. extraneï);3 Handel, adm. en jur. Ondersteuning;Totaal herkomstgroepering;1996/'97;;;;;;;;;;
2383;Totaal mannen en vrouwen;Totaal leeftijden;Totaal leerweg (incl. extraneï);3 Handel, adm. en jur. Ondersteuning;Totaal herkomstgroepering;1997/'98;;;;;;;;;;
2384;Totaal mannen en vrouwen;Totaal leeftijden;Totaal leerweg (incl. extraneï);3 Handel, adm. en jur. Ondersteuning;Totaal herkomstgroepering;1998/'99;;;;;;;;;;
2385;Totaal mannen en vrouwen;Totaal leeftijden;Totaal leerweg (incl. extraneï);3 Handel, adm. en jur. Ondersteuning;Totaal herkomstgroepering;1999/'00;;;;;;;;;;
2386;Totaal mannen en vrouwen;Totaal leeftijden;Totaal leerweg (incl. extraneï);3 Handel, adm. en jur. Ondersteuning;Totaal herkomstgroepering;2000/'01;;;;;;;;;;
2387;Totaal mannen en vrouwen;Totaal leeftijden;Totaal leerweg (incl. extraneï);3 Handel, adm. en jur. Ondersteuning;Totaal herkomstgroepering;2001/'02;;;;;;;;;;
2388;Totaal mannen en vrouwen;Totaal leeftijden;Totaal leerweg (incl. extraneï);3 Handel, adm. en jur. Ondersteuning;Totaal herkomstgroepering;2002/'03;;;;;;;;;;
2389;Totaal mannen en vrouwen;Totaal leeftijden;Totaal leerweg (incl. extraneï);3 Handel, adm. en jur. Ondersteuning;Totaal herkomstgroepering;2003/'04;;;;;;;;;;
2390;Totaal mannen en vrouwen;Totaal leeftijden;Totaal leerweg (incl. extraneï);3 Handel, adm. en jur. Ondersteuning;Totaal herkomstgroepering;2004/'05;;;;;;;;;;
2391;Totaal mannen en vrouwen;Totaal leeftijden;Totaal leerweg (incl. extraneï);3 Handel, adm. en jur. Ondersteuning;Totaal herkomstgroepering;2005/'06;103021.0;4146.0;26278.0;23426.0;47712.0;1459.0;;;;
2392;Totaal mannen en vrouwen;Totaal leeftijden;Totaal leerweg (incl. extraneï);3 Handel, adm. en jur. Ondersteuning;Totaal herkomstgroepering;2006/'07;101845.0;2492.0;24981.0;23976.0;49324.0;1072.0;;;;
