ID;Betalingsplichtigen;Perioden;TotaalMilieubelastingenEnHeffingen_1;TotaleOpbrengstMilieubelastingen_2;TotaalBelastingenOpMilieugrondslag_3;Afvalstoffenbelasting_4;Brandstoffenbelasting_5;Energiebelasting_6;Emissierechten_7;LeidingwaterEnGrondwaterbelasting_8;Verpakkingenbelasting_9;Vliegbelasting_10;TotaalBelastingenMBTMobiliteit_11;AccijnsOpBenzineEnOvMineraleOlien_12;BelastPersonenautoSEnMotorrijwielen_13;Motorrijtuigenbelasting_14;Mineralenheffingen_15;TotaleOpbrengstMilieuheffingen_16;AfvalstoffenheffingEnReinigingsrechten_17;GeluidsheffingBurgerluchtvaart_18;GrondwaterheffingEnNazorgheffing_19;RioolheffingEnRioolrechten_20;Waterverontreinigingsheffing_21
42;A-U Alle economische activiteiten;2009;8613.0;7671.0;2590.0;42.0;0.0;2047.0;0.0;193.0;275.0;33.0;5079.0;2805.0;1356.0;918.0;2.0;942.0;345.0;49.0;17.0;222.0;309.0
43;A-U Alle economische activiteiten;2010;8600.0;7668.0;2449.0;39.0;1.0;1886.0;0.0;224.0;299.0;;5217.0;2979.0;1262.0;976.0;2.0;932.0;350.0;42.0;15.0;206.0;319.0
44;A-U Alle economische activiteiten;2011;8773.0;7835.0;2526.0;17.0;1.0;1958.0;54.0;208.0;288.0;;5307.0;3078.0;1253.0;976.0;2.0;938.0;343.0;35.0;15.0;220.0;325.0
45;A-U Alle economische activiteiten;2012;8021.0;7078.0;2156.0;-16.0;1.0;1784.0;48.0;55.0;284.0;;4918.0;2967.0;983.0;968.0;4.0;943.0;330.0;49.0;14.0;227.0;323.0
46;A-U Alle economische activiteiten;2013;8008.0;7067.0;2321.0;-5.0;126.0;2088.0;49.0;60.0;3.0;;4742.0;3038.0;745.0;959.0;4.0;941.0;331.0;39.0;10.0;234.0;327.0
47;A-U Alle economische activiteiten;2014;8496.0;7543.0;2486.0;18.0;142.0;2108.0;108.0;109.0;1.0;;5053.0;3289.0;716.0;1048.0;4.0;953.0;331.0;39.0;22.0;235.0;326.0
48;A-U Alle economische activiteiten;2015;8922.0;7973.0;2602.0;82.0;195.0;2082.0;137.0;106.0;0.0;;5368.0;3274.0;1025.0;1069.0;3.0;949.0;331.0;31.0;14.0;245.0;328.0
49;A-U Alle economische activiteiten;2016;8939.0;7968.0;2459.0;83.0;3.0;2060.0;199.0;114.0;0.0;;5498.0;3375.0;1043.0;1080.0;11.0;971.0;345.0;8.0;20.0;250.0;348.0
50;A-U Alle economische activiteiten;2017;9526.0;8574.0;2713.0;87.0;2.0;2308.0;200.0;116.0;0.0;;5834.0;3378.0;1360.0;1096.0;27.0;952.0;330.0;1.0;15.0;256.0;350.0
51;A-U Alle economische activiteiten;2018;10156.0;9178.0;3013.0;89.0;2.0;2546.0;261.0;115.0;0.0;;6149.0;3439.0;1589.0;1121.0;16.0;978.0;339.0;2.0;13.0;259.0;365.0
52;A-U Alle economische activiteiten;2019;11135.0;10119.0;3748.0;200.0;1.0;2901.0;524.0;122.0;0.0;;6356.0;3514.0;1705.0;1137.0;15.0;1016.0;347.0;2.0;14.0;267.0;386.0
53;A-U Alle economische activiteiten;2020;10661.0;9624.0;4210.0;225.0;1.0;3416.0;443.0;125.0;0.0;;5396.0;3218.0;1034.0;1144.0;18.0;1037.0;381.0;1.0;15.0;273.0;367.0
54;A-U Alle economische activiteiten;2021;11286.0;10153.0;4514.0;236.0;1.0;3617.0;488.0;140.0;0.0;32.0;5632.0;3450.0;1013.0;1169.0;7.0;1133.0;457.0;1.0;15.0;278.0;382.0
55;A-U Alle economische activiteiten;2022;12561.0;11409.0;6117.0;235.0;1.0;4651.0;1039.0;138.0;0.0;53.0;5291.0;3112.0;1000.0;1179.0;1.0;1152.0;462.0;2.0;12.0;285.0;391.0
56;A Landbouw, bosbouw en visserij;1995;179.0;152.0;55.0;8.0;41.0;0.0;0.0;6.0;;;80.0;60.0;3.0;17.0;17.0;27.0;4.0;;1.0;9.0;12.0
57;A Landbouw, bosbouw en visserij;1996;183.0;157.0;73.0;6.0;47.0;13.0;0.0;7.0;;;74.0;54.0;3.0;17.0;10.0;26.0;6.0;;1.0;6.0;13.0
58;A Landbouw, bosbouw en visserij;1997;189.0;161.0;64.0;4.0;44.0;14.0;0.0;2.0;;;81.0;65.0;3.0;13.0;16.0;28.0;6.0;;1.0;7.0;14.0
59;A Landbouw, bosbouw en visserij;1998;195.0;168.0;66.0;6.0;44.0;9.0;0.0;7.0;;;89.0;73.0;3.0;13.0;13.0;27.0;6.0;;1.0;7.0;13.0
60;A Landbouw, bosbouw en visserij;1999;202.0;172.0;71.0;5.0;39.0;21.0;0.0;6.0;;;86.0;72.0;2.0;12.0;15.0;30.0;6.0;;3.0;8.0;13.0
61;A Landbouw, bosbouw en visserij;2000;215.0;182.0;78.0;13.0;30.0;27.0;0.0;8.0;;;86.0;72.0;3.0;11.0;18.0;33.0;7.0;;4.0;8.0;14.0
62;A Landbouw, bosbouw en visserij;2001;239.0;205.0;115.0;9.0;0.0;99.0;0.0;7.0;;;79.0;62.0;3.0;14.0;11.0;34.0;7.0;;4.0;9.0;14.0
63;A Landbouw, bosbouw en visserij;2002;211.0;172.0;80.0;9.0;1.0;62.0;0.0;8.0;;;84.0;68.0;2.0;14.0;8.0;39.0;7.0;;8.0;10.0;14.0
64;A Landbouw, bosbouw en visserij;2003;224.0;186.0;81.0;5.0;1.0;66.0;0.0;9.0;;;103.0;86.0;2.0;15.0;2.0;38.0;7.0;;3.0;12.0;16.0
65;A Landbouw, bosbouw en visserij;2004;243.0;206.0;129.0;4.0;0.0;116.0;0.0;9.0;;;81.0;63.0;3.0;15.0;-4.0;37.0;7.0;;4.0;10.0;16.0
66;A Landbouw, bosbouw en visserij;2005;345.0;307.0;224.0;7.0;0.0;208.0;0.0;9.0;;;82.0;64.0;3.0;15.0;1.0;38.0;8.0;;4.0;10.0;16.0
67;A Landbouw, bosbouw en visserij;2006;379.0;338.0;248.0;9.0;0.0;229.0;0.0;10.0;;;88.0;67.0;3.0;18.0;2.0;41.0;7.0;;4.0;14.0;16.0
68;A Landbouw, bosbouw en visserij;2007;324.0;283.0;194.0;9.0;0.0;175.0;0.0;10.0;;;93.0;72.0;3.0;18.0;-4.0;41.0;7.0;;4.0;14.0;16.0
69;A Landbouw, bosbouw en visserij;2008;392.0;351.0;240.0;6.0;0.0;215.0;0.0;10.0;9.0;0.0;109.0;82.0;4.0;23.0;2.0;41.0;7.0;;4.0;14.0;16.0
70;A Landbouw, bosbouw en visserij;2009;405.0;365.0;247.0;2.0;0.0;222.0;0.0;9.0;14.0;0.0;116.0;85.0;7.0;24.0;2.0;40.0;7.0;;3.0;16.0;14.0
71;A Landbouw, bosbouw en visserij;2010;351.0;314.0;167.0;2.0;0.0;141.0;0.0;9.0;15.0;;145.0;111.0;10.0;24.0;2.0;37.0;7.0;;3.0;14.0;13.0
72;A Landbouw, bosbouw en visserij;2011;343.0;305.0;168.0;1.0;0.0;147.0;1.0;5.0;14.0;;135.0;101.0;10.0;24.0;2.0;38.0;7.0;;4.0;14.0;13.0
73;A Landbouw, bosbouw en visserij;2012;310.0;276.0;149.0;-1.0;0.0;131.0;1.0;4.0;14.0;;123.0;95.0;6.0;22.0;4.0;34.0;7.0;;0.0;14.0;13.0
74;A Landbouw, bosbouw en visserij;2013;440.0;407.0;150.0;0.0;0.0;145.0;1.0;4.0;0.0;;253.0;225.0;4.0;24.0;4.0;33.0;7.0;;-1.0;14.0;13.0
75;A Landbouw, bosbouw en visserij;2014;609.0;575.0;164.0;1.0;0.0;154.0;1.0;8.0;0.0;;407.0;378.0;3.0;26.0;4.0;34.0;6.0;;1.0;14.0;13.0
76;A Landbouw, bosbouw en visserij;2015;596.0;563.0;162.0;4.0;0.0;149.0;1.0;8.0;0.0;;398.0;369.0;3.0;26.0;3.0;33.0;6.0;;0.0;14.0;13.0
77;A Landbouw, bosbouw en visserij;2016;597.0;564.0;148.0;4.0;0.0;135.0;1.0;8.0;0.0;;405.0;374.0;6.0;25.0;11.0;33.0;6.0;;0.0;14.0;13.0
78;A Landbouw, bosbouw en visserij;2017;632.0;601.0;163.0;4.0;0.0;150.0;1.0;8.0;0.0;;411.0;380.0;6.0;25.0;27.0;31.0;6.0;;-1.0;13.0;13.0
79;A Landbouw, bosbouw en visserij;2018;633.0;600.0;171.0;5.0;0.0;155.0;2.0;9.0;0.0;;413.0;378.0;7.0;28.0;16.0;33.0;6.0;;1.0;13.0;13.0
80;A Landbouw, bosbouw en visserij;2019;651.0;619.0;201.0;11.0;0.0;178.0;3.0;9.0;0.0;;403.0;370.0;6.0;27.0;15.0;32.0;6.0;;0.0;13.0;13.0
81;A Landbouw, bosbouw en visserij;2020;658.0;626.0;230.0;13.0;0.0;206.0;2.0;9.0;0.0;;378.0;347.0;4.0;27.0;18.0;32.0;6.0;;0.0;13.0;13.0
82;A Landbouw, bosbouw en visserij;2021;690.0;652.0;252.0;13.0;0.0;227.0;2.0;10.0;0.0;0.0;393.0;366.0;3.0;24.0;7.0;38.0;22.0;;2.0;7.0;7.0
83;A Landbouw, bosbouw en visserij;2022;650.0;632.0;290.0;13.0;0.0;266.0;2.0;9.0;0.0;0.0;341.0;320.0;3.0;18.0;1.0;18.0;18.0;;0.0;0.0;0.0
84;B-E Nijverheid (geen bouw) en energie;1995;1003.0;759.0;465.0;41.0;292.0;0.0;0.0;132.0;;;294.0;168.0;52.0;74.0;;244.0;87.0;;5.0;18.0;135.0
85;B-E Nijverheid (geen bouw) en energie;1996;1063.0;828.0;530.0;34.0;308.0;52.0;0.0;136.0;;;298.0;170.0;56.0;72.0;;235.0;86.0;;5.0;12.0;133.0
86;B-E Nijverheid (geen bouw) en energie;1997;1076.0;820.0;539.0;24.0;312.0;83.0;0.0;120.0;;;281.0;165.0;73.0;43.0;;256.0;93.0;;7.0;13.0;143.0
87;B-E Nijverheid (geen bouw) en energie;1998;1079.0;841.0;572.0;38.0;313.0;79.0;0.0;142.0;;;269.0;154.0;76.0;39.0;;238.0;88.0;;7.0;14.0;129.0
88;B-E Nijverheid (geen bouw) en energie;1999;1143.0;888.0;600.0;44.0;275.0;136.0;0.0;145.0;;;288.0;179.0;78.0;31.0;;255.0;89.0;;19.0;14.0;133.0
89;B-E Nijverheid (geen bouw) en energie;2000;1308.0;1029.0;740.0;112.0;273.0;203.0;0.0;152.0;;;289.0;188.0;74.0;27.0;;279.0;99.0;;27.0;16.0;137.0
90;B-E Nijverheid (geen bouw) en energie;2001;1417.0;1129.0;898.0;93.0;445.0;202.0;0.0;158.0;;;231.0;153.0;63.0;15.0;;288.0;102.0;;33.0;17.0;136.0
91;B-E Nijverheid (geen bouw) en energie;2002;1261.0;964.0;715.0;82.0;336.0;140.0;0.0;157.0;;;249.0;174.0;50.0;25.0;;297.0;90.0;;47.0;16.0;144.0
92;B-E Nijverheid (geen bouw) en energie;2003;1316.0;1036.0;745.0;53.0;345.0;167.0;0.0;180.0;;;291.0;207.0;54.0;30.0;;280.0;94.0;;26.0;18.0;142.0
93;B-E Nijverheid (geen bouw) en energie;2004;1255.0;968.0;686.0;36.0;54.0;415.0;0.0;181.0;;;282.0;177.0;55.0;50.0;;287.0;99.0;;27.0;18.0;143.0
94;B-E Nijverheid (geen bouw) en energie;2005;1530.0;1248.0;966.0;55.0;10.0;720.0;0.0;181.0;;;282.0;176.0;57.0;49.0;;282.0;97.0;;28.0;18.0;139.0
95;B-E Nijverheid (geen bouw) en energie;2006;1638.0;1342.0;1043.0;76.0;-5.0;783.0;0.0;189.0;;;299.0;183.0;64.0;52.0;;296.0;99.0;;27.0;20.0;150.0
96;B-E Nijverheid (geen bouw) en energie;2007;1511.0;1216.0;819.0;59.0;0.0;571.0;0.0;189.0;;;397.0;258.0;76.0;63.0;;295.0;103.0;;28.0;20.0;144.0
97;B-E Nijverheid (geen bouw) en energie;2008;1742.0;1466.0;1085.0;39.0;14.0;728.0;0.0;182.0;122.0;0.0;381.0;224.0;91.0;66.0;;276.0;104.0;;11.0;21.0;140.0
98;B-E Nijverheid (geen bouw) en energie;2009;1577.0;1332.0;1017.0;17.0;0.0;619.0;0.0;172.0;209.0;0.0;315.0;170.0;73.0;72.0;;245.0;105.0;;9.0;21.0;110.0
99;B-E Nijverheid (geen bouw) en energie;2010;1538.0;1285.0;994.0;14.0;1.0;572.0;0.0;180.0;227.0;;291.0;178.0;51.0;62.0;;253.0;105.0;;7.0;21.0;120.0
100;B-E Nijverheid (geen bouw) en energie;2011;1643.0;1390.0;1057.0;7.0;1.0;608.0;53.0;169.0;219.0;;333.0;206.0;49.0;78.0;;253.0;105.0;;6.0;23.0;119.0
101;B-E Nijverheid (geen bouw) en energie;2012;1394.0;1136.0;817.0;-7.0;1.0;537.0;47.0;24.0;215.0;;319.0;210.0;31.0;78.0;;258.0;105.0;;8.0;24.0;121.0
102;B-E Nijverheid (geen bouw) en energie;2013;1404.0;1128.0;832.0;-2.0;126.0;631.0;48.0;27.0;2.0;;296.0;191.0;27.0;78.0;;276.0;105.0;;7.0;35.0;129.0
103;B-E Nijverheid (geen bouw) en energie;2014;1569.0;1288.0;987.0;6.0;142.0;680.0;107.0;51.0;1.0;;301.0;200.0;22.0;79.0;;281.0;105.0;;12.0;35.0;129.0
104;B-E Nijverheid (geen bouw) en energie;2015;1669.0;1392.0;1074.0;30.0;195.0;670.0;130.0;49.0;0.0;;318.0;208.0;21.0;89.0;;277.0;107.0;;9.0;35.0;126.0
105;B-E Nijverheid (geen bouw) en energie;2016;1499.0;1199.0;899.0;30.0;3.0;622.0;192.0;52.0;0.0;;300.0;203.0;22.0;75.0;;300.0;111.0;;13.0;38.0;138.0
106;B-E Nijverheid (geen bouw) en energie;2017;1606.0;1316.0;1003.0;33.0;2.0;716.0;198.0;54.0;0.0;;313.0;197.0;38.0;78.0;;290.0;108.0;;10.0;38.0;134.0
107;B-E Nijverheid (geen bouw) en energie;2018;1749.0;1458.0;1141.0;32.0;2.0;798.0;256.0;53.0;0.0;;317.0;207.0;28.0;82.0;;291.0;112.0;;7.0;39.0;133.0
108;B-E Nijverheid (geen bouw) en energie;2019;2126.0;1815.0;1517.0;75.0;1.0;875.0;512.0;54.0;0.0;;298.0;207.0;23.0;68.0;;311.0;115.0;;10.0;40.0;146.0
109;B-E Nijverheid (geen bouw) en energie;2020;2184.0;1867.0;1594.0;82.0;1.0;1026.0;431.0;54.0;0.0;;273.0;185.0;16.0;72.0;;317.0;124.0;;11.0;40.0;142.0
110;B-E Nijverheid (geen bouw) en energie;2021;2392.0;2049.0;1761.0;86.0;1.0;1129.0;477.0;66.0;0.0;2.0;288.0;199.0;16.0;73.0;;343.0;143.0;;10.0;45.0;145.0
111;B-E Nijverheid (geen bouw) en energie;2022;3232.0;2887.0;2615.0;83.0;1.0;1454.0;1012.0;62.0;0.0;3.0;272.0;170.0;16.0;86.0;;345.0;142.0;;7.0;48.0;148.0
112;B Delfstoffenwinning;1995;15.0;14.0;3.0;1.0;2.0;0.0;0.0;0.0;;;11.0;10.0;1.0;0.0;;1.0;1.0;;0.0;0.0;0.0
113;B Delfstoffenwinning;1996;15.0;14.0;3.0;1.0;1.0;1.0;0.0;0.0;;;11.0;10.0;1.0;0.0;;1.0;1.0;;0.0;0.0;0.0
114;B Delfstoffenwinning;1997;7.0;5.0;3.0;0.0;2.0;1.0;0.0;0.0;;;2.0;1.0;1.0;0.0;;2.0;2.0;;0.0;0.0;0.0
115;B Delfstoffenwinning;1998;6.0;4.0;2.0;0.0;2.0;0.0;0.0;0.0;;;2.0;1.0;1.0;0.0;;2.0;2.0;;0.0;0.0;0.0
116;B Delfstoffenwinning;1999;17.0;15.0;3.0;1.0;2.0;0.0;0.0;0.0;;;12.0;10.0;2.0;0.0;;2.0;2.0;;0.0;0.0;0.0
117;B Delfstoffenwinning;2000;9.0;8.0;5.0;1.0;1.0;3.0;0.0;0.0;;;3.0;1.0;2.0;0.0;;1.0;1.0;;0.0;0.0;0.0
118;B Delfstoffenwinning;2001;17.0;16.0;14.0;1.0;5.0;8.0;0.0;0.0;;;2.0;1.0;1.0;0.0;;1.0;1.0;;0.0;0.0;0.0
119;B Delfstoffenwinning;2002;20.0;19.0;15.0;1.0;9.0;5.0;0.0;0.0;;;4.0;3.0;1.0;0.0;;1.0;1.0;;0.0;0.0;0.0
120;B Delfstoffenwinning;2003;40.0;39.0;24.0;1.0;15.0;8.0;0.0;0.0;;;15.0;14.0;1.0;0.0;;1.0;1.0;;0.0;0.0;0.0
121;B Delfstoffenwinning;2004;35.0;34.0;19.0;1.0;6.0;12.0;0.0;0.0;;;15.0;13.0;1.0;1.0;;1.0;1.0;;0.0;0.0;0.0
122;B Delfstoffenwinning;2005;43.0;42.0;26.0;1.0;0.0;25.0;0.0;0.0;;;16.0;14.0;1.0;1.0;;1.0;1.0;;0.0;0.0;0.0
123;B Delfstoffenwinning;2006;48.0;47.0;31.0;1.0;0.0;30.0;0.0;0.0;;;16.0;14.0;1.0;1.0;;1.0;1.0;;0.0;0.0;0.0
124;B Delfstoffenwinning;2007;34.0;33.0;18.0;1.0;0.0;17.0;0.0;0.0;;;15.0;13.0;1.0;1.0;;1.0;1.0;;0.0;0.0;0.0
125;B Delfstoffenwinning;2008;27.0;26.0;20.0;1.0;0.0;19.0;0.0;0.0;0.0;0.0;6.0;3.0;2.0;1.0;;1.0;1.0;;0.0;0.0;0.0
126;B Delfstoffenwinning;2009;13.0;12.0;12.0;0.0;0.0;12.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;1.0;1.0;;0.0;0.0;0.0
127;B Delfstoffenwinning;2010;16.0;15.0;14.0;0.0;0.0;14.0;0.0;0.0;0.0;;1.0;1.0;0.0;0.0;;1.0;1.0;;0.0;0.0;0.0
