ID;Beroepen;Persoonskenmerken;Perioden;WerkzameBeroepsbevolking_1;TotaalWerknemers_2;WerknemersVasteArbeidsrelatie_3;WerknemersFlexibeleArbeidsrelatie_4;Zelfstandigen_5;Arbeidsduur12Tot20UurPerWeek_6;Arbeidsduur20Tot35UurPerWeek_7;Arbeidsduur35UurOfMeerPerWeek_8;ArbeidsduurOnbekend_9
2702;292 Lagere (para) medische beroepen;35 tot 45 jarigen;2003;5.0;5.0;5.0;;;;3.0;;
2703;292 Lagere (para) medische beroepen;35 tot 45 jarigen;2004;9.0;9.0;8.0;;;2.0;5.0;2.0;
2704;292 Lagere (para) medische beroepen;35 tot 45 jarigen;2005;5.0;5.0;4.0;;;;3.0;2.0;
2705;292 Lagere (para) medische beroepen;35 tot 45 jarigen;2006;4.0;4.0;4.0;;;;2.0;2.0;
2706;292 Lagere (para) medische beroepen;45 tot 55 jarigen;1996;3.0;3.0;2.0;;;;2.0;;
2707;292 Lagere (para) medische beroepen;45 tot 55 jarigen;1997;4.0;4.0;3.0;;;;2.0;;
2708;292 Lagere (para) medische beroepen;45 tot 55 jarigen;1998;3.0;3.0;2.0;;;;;;
2709;292 Lagere (para) medische beroepen;45 tot 55 jarigen;1999;4.0;4.0;3.0;;;;2.0;;
2710;292 Lagere (para) medische beroepen;45 tot 55 jarigen;2000;8.0;8.0;8.0;;;2.0;4.0;2.0;
2711;292 Lagere (para) medische beroepen;45 tot 55 jarigen;2001;6.0;6.0;6.0;;;2.0;3.0;2.0;
2712;292 Lagere (para) medische beroepen;45 tot 55 jarigen;2002;7.0;7.0;7.0;;;;4.0;2.0;
2713;292 Lagere (para) medische beroepen;45 tot 55 jarigen;2003;9.0;9.0;9.0;;;2.0;5.0;2.0;
2714;292 Lagere (para) medische beroepen;45 tot 55 jarigen;2004;8.0;8.0;7.0;;;;5.0;2.0;
2715;292 Lagere (para) medische beroepen;45 tot 55 jarigen;2005;6.0;6.0;5.0;;;;3.0;2.0;
2716;292 Lagere (para) medische beroepen;45 tot 55 jarigen;2006;5.0;5.0;5.0;;;;3.0;;
2717;292 Lagere (para) medische beroepen;55 tot 65 jarigen;1996;;;;;;;;;
2718;292 Lagere (para) medische beroepen;55 tot 65 jarigen;1997;;;;;;;;;
2719;292 Lagere (para) medische beroepen;55 tot 65 jarigen;1998;;;;;;;;;
2720;292 Lagere (para) medische beroepen;55 tot 65 jarigen;1999;;;;;;;;;
2721;292 Lagere (para) medische beroepen;55 tot 65 jarigen;2000;2.0;2.0;2.0;;;;;;
2722;292 Lagere (para) medische beroepen;55 tot 65 jarigen;2001;3.0;3.0;2.0;;;2.0;;;
2723;292 Lagere (para) medische beroepen;55 tot 65 jarigen;2002;;;;;;;;;
2724;292 Lagere (para) medische beroepen;55 tot 65 jarigen;2003;2.0;2.0;2.0;;;;;;
2725;292 Lagere (para) medische beroepen;55 tot 65 jarigen;2004;3.0;3.0;3.0;;;;2.0;;
2726;292 Lagere (para) medische beroepen;55 tot 65 jarigen;2005;2.0;2.0;2.0;;;;;;
2727;292 Lagere (para) medische beroepen;55 tot 65 jarigen;2006;;;;;;;;;
2728;292 Lagere (para) medische beroepen;Onderwijsniveau: laag;1996;12.0;12.0;10.0;2.0;;2.0;4.0;5.0;
2729;292 Lagere (para) medische beroepen;Onderwijsniveau: laag;1997;13.0;13.0;12.0;2.0;;;6.0;6.0;
2730;292 Lagere (para) medische beroepen;Onderwijsniveau: laag;1998;10.0;10.0;8.0;2.0;;2.0;5.0;3.0;
2731;292 Lagere (para) medische beroepen;Onderwijsniveau: laag;1999;13.0;13.0;10.0;3.0;;3.0;5.0;5.0;
2732;292 Lagere (para) medische beroepen;Onderwijsniveau: laag;2000;17.0;16.0;15.0;2.0;;3.0;9.0;5.0;
2733;292 Lagere (para) medische beroepen;Onderwijsniveau: laag;2001;19.0;19.0;18.0;;;4.0;10.0;6.0;
2734;292 Lagere (para) medische beroepen;Onderwijsniveau: laag;2002;19.0;19.0;17.0;2.0;;2.0;10.0;6.0;
2735;292 Lagere (para) medische beroepen;Onderwijsniveau: laag;2003;20.0;20.0;19.0;;;4.0;10.0;6.0;
2736;292 Lagere (para) medische beroepen;Onderwijsniveau: laag;2004;20.0;19.0;17.0;2.0;;4.0;9.0;7.0;
2737;292 Lagere (para) medische beroepen;Onderwijsniveau: laag;2005;15.0;15.0;13.0;;;2.0;8.0;5.0;
2738;292 Lagere (para) medische beroepen;Onderwijsniveau: laag;2006;15.0;14.0;12.0;2.0;;3.0;7.0;5.0;
2739;292 Lagere (para) medische beroepen;Onderwijsniveau: middelbaar;1996;10.0;10.0;9.0;;;;3.0;7.0;
2740;292 Lagere (para) medische beroepen;Onderwijsniveau: middelbaar;1997;8.0;8.0;7.0;;;;2.0;6.0;
2741;292 Lagere (para) medische beroepen;Onderwijsniveau: middelbaar;1998;8.0;8.0;7.0;;;;2.0;5.0;
2742;292 Lagere (para) medische beroepen;Onderwijsniveau: middelbaar;1999;10.0;10.0;8.0;2.0;;;2.0;7.0;
2743;292 Lagere (para) medische beroepen;Onderwijsniveau: middelbaar;2000;16.0;16.0;15.0;;;2.0;7.0;7.0;
2744;292 Lagere (para) medische beroepen;Onderwijsniveau: middelbaar;2001;9.0;9.0;8.0;;;2.0;4.0;3.0;
2745;292 Lagere (para) medische beroepen;Onderwijsniveau: middelbaar;2002;10.0;10.0;10.0;;;;5.0;5.0;
2746;292 Lagere (para) medische beroepen;Onderwijsniveau: middelbaar;2003;9.0;9.0;8.0;;;;3.0;4.0;
2747;292 Lagere (para) medische beroepen;Onderwijsniveau: middelbaar;2004;12.0;12.0;11.0;;;;6.0;5.0;
2748;292 Lagere (para) medische beroepen;Onderwijsniveau: middelbaar;2005;10.0;10.0;10.0;;;;5.0;5.0;
2749;292 Lagere (para) medische beroepen;Onderwijsniveau: middelbaar;2006;10.0;10.0;10.0;;;;4.0;4.0;
2750;292 Lagere (para) medische beroepen;Onderwijsniveau: hoog;1996;;;;;;;;;
2751;292 Lagere (para) medische beroepen;Onderwijsniveau: hoog;1997;;;;;;;;;
2752;292 Lagere (para) medische beroepen;Onderwijsniveau: hoog;1998;;;;;;;;;
2753;292 Lagere (para) medische beroepen;Onderwijsniveau: hoog;1999;;;;;;;;;
2754;292 Lagere (para) medische beroepen;Onderwijsniveau: hoog;2000;;;;;;;;;
2755;292 Lagere (para) medische beroepen;Onderwijsniveau: hoog;2001;;;;;;;;;
2756;292 Lagere (para) medische beroepen;Onderwijsniveau: hoog;2002;;;;;;;;;
2757;292 Lagere (para) medische beroepen;Onderwijsniveau: hoog;2003;;;;;;;;;
2758;292 Lagere (para) medische beroepen;Onderwijsniveau: hoog;2004;2.0;2.0;;;;;;;
2759;292 Lagere (para) medische beroepen;Onderwijsniveau: hoog;2005;;;;;;;;;
2760;292 Lagere (para) medische beroepen;Onderwijsniveau: hoog;2006;;;;;;;;;
2761;292 Lagere (para) medische beroepen;Onderwijsniveau: onbekend;1996;;;;;;;;;
2762;292 Lagere (para) medische beroepen;Onderwijsniveau: onbekend;1997;;;;;;;;;
2763;292 Lagere (para) medische beroepen;Onderwijsniveau: onbekend;1998;;;;;;;;;
2764;292 Lagere (para) medische beroepen;Onderwijsniveau: onbekend;1999;;;;;;;;;
2765;292 Lagere (para) medische beroepen;Onderwijsniveau: onbekend;2000;;;;;;;;;
2766;292 Lagere (para) medische beroepen;Onderwijsniveau: onbekend;2001;;;;;;;;;
2767;292 Lagere (para) medische beroepen;Onderwijsniveau: onbekend;2002;;;;;;;;;
2768;292 Lagere (para) medische beroepen;Onderwijsniveau: onbekend;2003;;;;;;;;;
2769;292 Lagere (para) medische beroepen;Onderwijsniveau: onbekend;2004;;;;;;;;;
2770;292 Lagere (para) medische beroepen;Onderwijsniveau: onbekend;2005;;;;;;;;;
2771;292 Lagere (para) medische beroepen;Onderwijsniveau: onbekend;2006;;;;;;;;;
2772;31;Mannen en vrouwen;1996;488.0;469.0;395.0;74.0;18.0;74.0;186.0;227.0;
2773;31;Mannen en vrouwen;1997;504.0;483.0;405.0;78.0;21.0;90.0;189.0;224.0;
2774;31;Mannen en vrouwen;1998;513.0;498.0;417.0;81.0;15.0;98.0;192.0;223.0;
2775;31;Mannen en vrouwen;1999;551.0;537.0;450.0;88.0;13.0;112.0;210.0;229.0;
2776;31;Mannen en vrouwen;2000;552.0;541.0;472.0;70.0;11.0;115.0;204.0;233.0;
2777;31;Mannen en vrouwen;2001;560.0;547.0;479.0;68.0;13.0;122.0;208.0;230.0;
2778;31;Mannen en vrouwen;2002;523.0;513.0;450.0;63.0;10.0;119.0;203.0;201.0;
2779;31;Mannen en vrouwen;2003;540.0;526.0;459.0;67.0;14.0;130.0;211.0;199.0;
2780;31;Mannen en vrouwen;2004;585.0;549.0;488.0;61.0;36.0;122.0;233.0;230.0;
2781;31;Mannen en vrouwen;2005;581.0;543.0;473.0;70.0;38.0;125.0;236.0;220.0;
2782;31;Mannen en vrouwen;2006;579.0;543.0;464.0;79.0;36.0;127.0;226.0;226.0;
2783;31;Mannen;1996;126.0;122.0;105.0;17.0;3.0;9.0;16.0;101.0;
2784;31;Mannen;1997;129.0;125.0;108.0;16.0;4.0;8.0;16.0;104.0;
2785;31;Mannen;1998;134.0;131.0;115.0;16.0;2.0;14.0;16.0;104.0;
2786;31;Mannen;1999;144.0;143.0;120.0;23.0;2.0;15.0;17.0;112.0;
2787;31;Mannen;2000;149.0;147.0;130.0;17.0;2.0;16.0;18.0;115.0;
2788;31;Mannen;2001;150.0;148.0;131.0;17.0;2.0;15.0;21.0;114.0;
2789;31;Mannen;2002;129.0;127.0;115.0;13.0;2.0;12.0;18.0;98.0;
2790;31;Mannen;2003;142.0;137.0;114.0;22.0;5.0;18.0;25.0;99.0;
2791;31;Mannen;2004;161.0;148.0;128.0;20.0;13.0;14.0;25.0;122.0;
2792;31;Mannen;2005;157.0;144.0;127.0;16.0;14.0;15.0;23.0;120.0;
2793;31;Mannen;2006;157.0;142.0;121.0;20.0;15.0;15.0;22.0;120.0;
2794;31;Vrouwen;1996;362.0;347.0;290.0;57.0;15.0;65.0;170.0;127.0;
2795;31;Vrouwen;1997;375.0;358.0;297.0;62.0;16.0;82.0;173.0;120.0;
2796;31;Vrouwen;1998;379.0;367.0;302.0;65.0;12.0;85.0;175.0;119.0;
2797;31;Vrouwen;1999;406.0;395.0;330.0;65.0;12.0;97.0;192.0;117.0;
2798;31;Vrouwen;2000;404.0;394.0;342.0;52.0;9.0;99.0;186.0;118.0;
2799;31;Vrouwen;2001;409.0;399.0;348.0;51.0;11.0;106.0;188.0;115.0;
2800;31;Vrouwen;2002;394.0;386.0;335.0;51.0;8.0;107.0;185.0;102.0;
2801;31;Vrouwen;2003;399.0;389.0;345.0;44.0;9.0;112.0;186.0;100.0;
2802;31;Vrouwen;2004;424.0;401.0;360.0;41.0;23.0;108.0;208.0;108.0;
2803;31;Vrouwen;2005;424.0;400.0;346.0;54.0;24.0;110.0;213.0;100.0;
2804;31;Vrouwen;2006;423.0;402.0;343.0;59.0;21.0;112.0;204.0;106.0;
2805;31;15 tot 25 jarigen;1996;127.0;126.0;91.0;35.0;;21.0;42.0;65.0;
2806;31;15 tot 25 jarigen;1997;131.0;130.0;90.0;41.0;;31.0;40.0;61.0;
2807;31;15 tot 25 jarigen;1998;127.0;126.0;85.0;41.0;;37.0;37.0;53.0;
2808;31;15 tot 25 jarigen;1999;142.0;142.0;96.0;45.0;;40.0;39.0;62.0;
2809;31;15 tot 25 jarigen;2000;136.0;136.0;100.0;36.0;;39.0;36.0;61.0;
2810;31;15 tot 25 jarigen;2001;140.0;139.0;101.0;38.0;;44.0;38.0;59.0;
2811;31;15 tot 25 jarigen;2002;129.0;129.0;93.0;36.0;;37.0;39.0;53.0;
2812;31;15 tot 25 jarigen;2003;141.0;140.0;101.0;39.0;;44.0;44.0;52.0;
2813;31;15 tot 25 jarigen;2004;133.0;131.0;98.0;33.0;;36.0;41.0;56.0;
2814;31;15 tot 25 jarigen;2005;127.0;126.0;88.0;38.0;;43.0;41.0;42.0;
2815;31;15 tot 25 jarigen;2006;129.0;127.0;84.0;43.0;2.0;42.0;41.0;47.0;
2816;31;25 tot 35 jarigen;1996;148.0;144.0;127.0;17.0;4.0;18.0;53.0;77.0;
2817;31;25 tot 35 jarigen;1997;147.0;143.0;128.0;15.0;4.0;18.0;53.0;77.0;
2818;31;25 tot 35 jarigen;1998;147.0;144.0;127.0;17.0;3.0;19.0;54.0;74.0;
2819;31;25 tot 35 jarigen;1999;150.0;149.0;131.0;18.0;2.0;23.0;54.0;73.0;
2820;31;25 tot 35 jarigen;2000;152.0;151.0;139.0;11.0;;24.0;54.0;74.0;
2821;31;25 tot 35 jarigen;2001;141.0;140.0;128.0;12.0;;22.0;48.0;70.0;
2822;31;25 tot 35 jarigen;2002;120.0;119.0;109.0;10.0;2.0;23.0;42.0;55.0;
2823;31;25 tot 35 jarigen;2003;122.0;119.0;109.0;10.0;3.0;21.0;46.0;55.0;
2824;31;25 tot 35 jarigen;2004;128.0;121.0;110.0;12.0;7.0;20.0;46.0;62.0;
2825;31;25 tot 35 jarigen;2005;131.0;126.0;111.0;14.0;5.0;20.0;45.0;66.0;
2826;31;25 tot 35 jarigen;2006;135.0;129.0;113.0;17.0;6.0;19.0;51.0;65.0;
2827;31;35 tot 45 jarigen;1996;101.0;97.0;86.0;11.0;4.0;17.0;42.0;43.0;
2828;31;35 tot 45 jarigen;1997;107.0;102.0;90.0;11.0;6.0;20.0;46.0;41.0;
2829;31;35 tot 45 jarigen;1998;111.0;107.0;95.0;12.0;3.0;20.0;45.0;46.0;
2830;31;35 tot 45 jarigen;1999;113.0;108.0;95.0;13.0;4.0;21.0;46.0;45.0;
2831;31;35 tot 45 jarigen;2000;125.0;121.0;110.0;11.0;4.0;26.0;51.0;48.0;
2832;31;35 tot 45 jarigen;2001;133.0;130.0;122.0;8.0;3.0;27.0;56.0;50.0;
2833;31;35 tot 45 jarigen;2002;121.0;119.0;111.0;8.0;2.0;28.0;54.0;39.0;
2834;31;35 tot 45 jarigen;2003;120.0;116.0;109.0;7.0;3.0;30.0;51.0;39.0;
2835;31;35 tot 45 jarigen;2004;137.0;126.0;118.0;8.0;11.0;31.0;57.0;49.0;
2836;31;35 tot 45 jarigen;2005;137.0;126.0;118.0;8.0;11.0;28.0;63.0;46.0;
2837;31;35 tot 45 jarigen;2006;137.0;125.0;116.0;8.0;13.0;29.0;55.0;53.0;
2838;31;45 tot 55 jarigen;1996;89.0;83.0;74.0;10.0;6.0;14.0;40.0;34.0;
2839;31;45 tot 55 jarigen;1997;93.0;87.0;77.0;10.0;6.0;20.0;39.0;34.0;
2840;31;45 tot 55 jarigen;1998;105.0;100.0;90.0;10.0;5.0;18.0;45.0;42.0;
2841;31;45 tot 55 jarigen;1999;116.0;112.0;102.0;9.0;5.0;21.0;56.0;40.0;
2842;31;45 tot 55 jarigen;2000;106.0;101.0;92.0;10.0;4.0;18.0;50.0;38.0;
2843;31;45 tot 55 jarigen;2001;108.0;103.0;97.0;7.0;5.0;21.0;49.0;38.0;
2844;31;45 tot 55 jarigen;2002;111.0;108.0;101.0;7.0;3.0;21.0;50.0;40.0;
2845;31;45 tot 55 jarigen;2003;112.0;107.0;101.0;6.0;5.0;23.0;51.0;38.0;
2846;31;45 tot 55 jarigen;2004;133.0;122.0;116.0;6.0;11.0;24.0;67.0;42.0;
2847;31;45 tot 55 jarigen;2005;129.0;116.0;109.0;7.0;12.0;22.0;63.0;44.0;
2848;31;45 tot 55 jarigen;2006;123.0;112.0;104.0;8.0;11.0;24.0;56.0;43.0;
2849;31;55 tot 65 jarigen;1996;22.0;19.0;17.0;2.0;3.0;4.0;10.0;8.0;
2850;31;55 tot 65 jarigen;1997;24.0;21.0;20.0;;4.0;3.0;11.0;11.0;
2851;31;55 tot 65 jarigen;1998;23.0;21.0;20.0;;2.0;4.0;10.0;9.0;
2852;31;55 tot 65 jarigen;1999;30.0;27.0;25.0;2.0;3.0;6.0;14.0;10.0;
2853;31;55 tot 65 jarigen;2000;34.0;33.0;31.0;2.0;;8.0;13.0;12.0;
2854;31;55 tot 65 jarigen;2001;38.0;35.0;32.0;3.0;3.0;7.0;18.0;13.0;
2855;31;55 tot 65 jarigen;2002;41.0;38.0;36.0;2.0;2.0;10.0;18.0;13.0;
2856;31;55 tot 65 jarigen;2003;46.0;43.0;39.0;4.0;3.0;11.0;19.0;16.0;
2857;31;55 tot 65 jarigen;2004;54.0;49.0;46.0;3.0;5.0;12.0;22.0;21.0;
2858;31;55 tot 65 jarigen;2005;58.0;49.0;47.0;2.0;8.0;12.0;24.0;22.0;
2859;31;55 tot 65 jarigen;2006;56.0;50.0;47.0;3.0;5.0;13.0;24.0;19.0;
2860;31;Onderwijsniveau: laag;1996;241.0;232.0;201.0;31.0;9.0;39.0;100.0;102.0;
2861;31;Onderwijsniveau: laag;1997;252.0;239.0;206.0;33.0;12.0;51.0;95.0;105.0;
2862;31;Onderwijsniveau: laag;1998;251.0;242.0;206.0;36.0;9.0;51.0;101.0;100.0;
2863;31;Onderwijsniveau: laag;1999;273.0;266.0;227.0;39.0;7.0;57.0;117.0;100.0;
2864;31;Onderwijsniveau: laag;2000;280.0;275.0;243.0;32.0;6.0;60.0;108.0;113.0;
2865;31;Onderwijsniveau: laag;2001;282.0;276.0;242.0;33.0;6.0;64.0;109.0;109.0;
2866;31;Onderwijsniveau: laag;2002;265.0;260.0;228.0;31.0;6.0;61.0;106.0;98.0;
2867;31;Onderwijsniveau: laag;2003;272.0;264.0;237.0;27.0;8.0;65.0;111.0;96.0;
2868;31;Onderwijsniveau: laag;2004;298.0;281.0;256.0;26.0;16.0;57.0;129.0;111.0;
2869;31;Onderwijsniveau: laag;2005;281.0;265.0;235.0;30.0;16.0;63.0;124.0;94.0;
2870;31;Onderwijsniveau: laag;2006;270.0;257.0;224.0;33.0;13.0;61.0;114.0;95.0;
2871;31;Onderwijsniveau: middelbaar;1996;218.0;209.0;177.0;33.0;9.0;29.0;77.0;112.0;
2872;31;Onderwijsniveau: middelbaar;1997;215.0;208.0;173.0;36.0;7.0;34.0;81.0;100.0;
2873;31;Onderwijsniveau: middelbaar;1998;228.0;223.0;188.0;35.0;5.0;40.0;78.0;110.0;
2874;31;Onderwijsniveau: middelbaar;1999;237.0;232.0;193.0;39.0;5.0;42.0;83.0;113.0;
2875;31;Onderwijsniveau: middelbaar;2000;241.0;236.0;203.0;33.0;5.0;51.0;86.0;105.0;
2876;31;Onderwijsniveau: middelbaar;2001;241.0;236.0;207.0;29.0;5.0;51.0;85.0;104.0;
2877;31;Onderwijsniveau: middelbaar;2002;225.0;222.0;195.0;27.0;3.0;53.0;87.0;85.0;
2878;31;Onderwijsniveau: middelbaar;2003;234.0;228.0;195.0;33.0;6.0;60.0;90.0;84.0;
2879;31;Onderwijsniveau: middelbaar;2004;238.0;223.0;195.0;28.0;16.0;55.0;87.0;96.0;
2880;31;Onderwijsniveau: middelbaar;2005;249.0;232.0;201.0;31.0;17.0;55.0;94.0;100.0;
2881;31;Onderwijsniveau: middelbaar;2006;262.0;244.0;207.0;36.0;18.0;58.0;97.0;106.0;
2882;31;Onderwijsniveau: hoog;1996;27.0;26.0;16.0;10.0;;6.0;8.0;13.0;
2883;31;Onderwijsniveau: hoog;1997;33.0;32.0;24.0;8.0;;6.0;12.0;16.0;
2884;31;Onderwijsniveau: hoog;1998;32.0;31.0;21.0;10.0;;7.0;13.0;13.0;
2885;31;Onderwijsniveau: hoog;1999;38.0;37.0;27.0;10.0;;13.0;9.0;15.0;
2886;31;Onderwijsniveau: hoog;2000;28.0;27.0;23.0;4.0;;4.0;10.0;14.0;
2887;31;Onderwijsniveau: hoog;2001;34.0;32.0;27.0;5.0;2.0;6.0;13.0;15.0;
2888;31;Onderwijsniveau: hoog;2002;29.0;28.0;24.0;4.0;;5.0;10.0;15.0;
2889;31;Onderwijsniveau: hoog;2003;33.0;31.0;26.0;6.0;;5.0;10.0;18.0;
2890;31;Onderwijsniveau: hoog;2004;45.0;42.0;34.0;7.0;3.0;9.0;16.0;21.0;
2891;31;Onderwijsniveau: hoog;2005;48.0;44.0;36.0;9.0;4.0;7.0;17.0;24.0;
2892;31;Onderwijsniveau: hoog;2006;45.0;40.0;30.0;10.0;5.0;8.0;14.0;23.0;
2893;31;Onderwijsniveau: onbekend;1996;2.0;2.0;2.0;;;;;;
2894;31;Onderwijsniveau: onbekend;1997;3.0;3.0;2.0;;;;;2.0;
2895;31;Onderwijsniveau: onbekend;1998;2.0;2.0;;;;;;;
2896;31;Onderwijsniveau: onbekend;1999;3.0;3.0;3.0;;;;;2.0;
2897;31;Onderwijsniveau: onbekend;2000;3.0;3.0;3.0;;;;;2.0;
2898;31;Onderwijsniveau: onbekend;2001;3.0;3.0;3.0;;;;;2.0;
2899;31;Onderwijsniveau: onbekend;2002;4.0;3.0;3.0;;;;;2.0;
2900;31;Onderwijsniveau: onbekend;2003;2.0;2.0;2.0;;;;;;
2901;31;Onderwijsniveau: onbekend;2004;4.0;4.0;3.0;;;;2.0;2.0;
2902;31;Onderwijsniveau: onbekend;2005;3.0;2.0;2.0;;;;;;
2903;31;Onderwijsniveau: onbekend;2006;3.0;3.0;2.0;;;;;;
2904;315 Administratief;Mannen en vrouwen;1996;216.0;211.0;180.0;31.0;5.0;22.0;83.0;111.0;
2905;315 Administratief;Mannen en vrouwen;1997;226.0;219.0;188.0;31.0;7.0;29.0;82.0;114.0;
2906;315 Administratief;Mannen en vrouwen;1998;234.0;228.0;196.0;32.0;6.0;28.0;91.0;115.0;
2907;315 Administratief;Mannen en vrouwen;1999;246.0;241.0;203.0;38.0;5.0;36.0;96.0;114.0;
2908;315 Administratief;Mannen en vrouwen;2000;250.0;246.0;212.0;33.0;4.0;39.0;92.0;119.0;
2909;315 Administratief;Mannen en vrouwen;2001;254.0;248.0;215.0;33.0;6.0;40.0;98.0;116.0;
2910;315 Administratief;Mannen en vrouwen;2002;249.0;244.0;216.0;29.0;5.0;41.0;101.0;107.0;
2911;315 Administratief;Mannen en vrouwen;2003;225.0;221.0;193.0;28.0;4.0;41.0;93.0;92.0;
2912;315 Administratief;Mannen en vrouwen;2004;259.0;250.0;221.0;29.0;9.0;41.0;110.0;108.0;
2913;315 Administratief;Mannen en vrouwen;2005;249.0;243.0;214.0;29.0;6.0;39.0;112.0;98.0;
2914;315 Administratief;Mannen en vrouwen;2006;243.0;238.0;202.0;36.0;5.0;38.0;107.0;98.0;
2915;315 Administratief;Mannen;1996;55.0;54.0;48.0;7.0;;;5.0;48.0;
2916;315 Administratief;Mannen;1997;57.0;56.0;51.0;5.0;;;7.0;49.0;
2917;315 Administratief;Mannen;1998;57.0;56.0;51.0;5.0;;2.0;7.0;48.0;
2918;315 Administratief;Mannen;1999;64.0;64.0;57.0;8.0;;3.0;8.0;53.0;
2919;315 Administratief;Mannen;2000;65.0;65.0;56.0;8.0;;5.0;7.0;54.0;
2920;315 Administratief;Mannen;2001;65.0;64.0;54.0;10.0;;4.0;10.0;51.0;
2921;315 Administratief;Mannen;2002;57.0;57.0;53.0;4.0;;2.0;9.0;46.0;
2922;315 Administratief;Mannen;2003;53.0;53.0;44.0;8.0;;4.0;9.0;41.0;
2923;315 Administratief;Mannen;2004;66.0;65.0;56.0;9.0;;4.0;11.0;51.0;
2924;315 Administratief;Mannen;2005;59.0;58.0;50.0;8.0;;2.0;9.0;47.0;
2925;315 Administratief;Mannen;2006;55.0;55.0;46.0;9.0;;3.0;8.0;44.0;
2926;315 Administratief;Vrouwen;1996;161.0;156.0;132.0;24.0;5.0;20.0;77.0;63.0;
2927;315 Administratief;Vrouwen;1997;169.0;163.0;137.0;26.0;6.0;28.0;76.0;65.0;
2928;315 Administratief;Vrouwen;1998;177.0;172.0;145.0;27.0;5.0;26.0;85.0;66.0;
2929;315 Administratief;Vrouwen;1999;182.0;177.0;146.0;30.0;5.0;33.0;88.0;60.0;
2930;315 Administratief;Vrouwen;2000;185.0;181.0;156.0;25.0;4.0;35.0;85.0;65.0;
2931;315 Administratief;Vrouwen;2001;189.0;184.0;161.0;23.0;5.0;37.0;88.0;65.0;
2932;315 Administratief;Vrouwen;2002;192.0;187.0;163.0;25.0;5.0;39.0;92.0;61.0;
2933;315 Administratief;Vrouwen;2003;172.0;168.0;149.0;19.0;4.0;37.0;85.0;50.0;
2934;315 Administratief;Vrouwen;2004;193.0;185.0;165.0;19.0;8.0;37.0;98.0;57.0;
2935;315 Administratief;Vrouwen;2005;191.0;185.0;164.0;22.0;5.0;37.0;103.0;51.0;
2936;315 Administratief;Vrouwen;2006;188.0;183.0;156.0;28.0;5.0;35.0;99.0;54.0;
2937;315 Administratief;15 tot 25 jarigen;1996;30.0;29.0;19.0;11.0;;2.0;6.0;22.0;
2938;315 Administratief;15 tot 25 jarigen;1997;32.0;32.0;20.0;12.0;;2.0;6.0;24.0;
2939;315 Administratief;15 tot 25 jarigen;1998;28.0;27.0;17.0;10.0;;2.0;6.0;20.0;
2940;315 Administratief;15 tot 25 jarigen;1999;31.0;31.0;19.0;12.0;;4.0;8.0;19.0;
2941;315 Administratief;15 tot 25 jarigen;2000;37.0;37.0;24.0;12.0;;5.0;6.0;25.0;
2942;315 Administratief;15 tot 25 jarigen;2001;36.0;36.0;21.0;14.0;;7.0;8.0;22.0;
2943;315 Administratief;15 tot 25 jarigen;2002;35.0;35.0;21.0;15.0;;5.0;10.0;21.0;
2944;315 Administratief;15 tot 25 jarigen;2003;35.0;35.0;22.0;14.0;;7.0;11.0;18.0;
2945;315 Administratief;15 tot 25 jarigen;2004;33.0;33.0;20.0;13.0;;4.0;9.0;20.0;
2946;315 Administratief;15 tot 25 jarigen;2005;29.0;29.0;18.0;11.0;;6.0;8.0;15.0;
2947;315 Administratief;15 tot 25 jarigen;2006;31.0;31.0;16.0;15.0;;7.0;8.0;16.0;
2948;315 Administratief;25 tot 35 jarigen;1996;63.0;63.0;53.0;10.0;;6.0;20.0;37.0;
2949;315 Administratief;25 tot 35 jarigen;1997;65.0;64.0;55.0;8.0;;7.0;21.0;37.0;
2950;315 Administratief;25 tot 35 jarigen;1998;67.0;66.0;56.0;10.0;;6.0;25.0;35.0;
2951;315 Administratief;25 tot 35 jarigen;1999;64.0;64.0;54.0;11.0;;10.0;21.0;33.0;
2952;315 Administratief;25 tot 35 jarigen;2000;62.0;61.0;55.0;6.0;;9.0;20.0;33.0;
2953;315 Administratief;25 tot 35 jarigen;2001;62.0;62.0;53.0;9.0;;8.0;21.0;33.0;
2954;315 Administratief;25 tot 35 jarigen;2002;56.0;56.0;50.0;6.0;;9.0;20.0;27.0;
2955;315 Administratief;25 tot 35 jarigen;2003;48.0;47.0;41.0;6.0;;8.0;18.0;22.0;
2956;315 Administratief;25 tot 35 jarigen;2004;52.0;51.0;45.0;7.0;;7.0;18.0;27.0;
2957;315 Administratief;25 tot 35 jarigen;2005;54.0;54.0;45.0;9.0;;7.0;19.0;29.0;
2958;315 Administratief;25 tot 35 jarigen;2006;54.0;54.0;44.0;9.0;;6.0;23.0;25.0;
2959;315 Administratief;35 tot 45 jarigen;1996;60.0;59.0;52.0;7.0;;8.0;26.0;26.0;
2960;315 Administratief;35 tot 45 jarigen;1997;62.0;60.0;54.0;6.0;2.0;10.0;27.0;25.0;
2961;315 Administratief;35 tot 45 jarigen;1998;63.0;61.0;55.0;7.0;;10.0;26.0;26.0;
2962;315 Administratief;35 tot 45 jarigen;1999;66.0;65.0;55.0;9.0;2.0;11.0;27.0;28.0;
2963;315 Administratief;35 tot 45 jarigen;2000;72.0;70.0;62.0;7.0;2.0;12.0;30.0;29.0;
