ID;WaardeklasseWOZObjecten;RegioS;Perioden;TotaalWOZObjecten_1;WOZObjectenWoningen_2;RecreatiewoningenEnOverigeWoningen_3;NietWoningenGedeeltelijkBewoond_4;NietWoningenNietBewoond_5
49;Totaal;West-Nederland (LD);2001;3773112.0;3222904.0;185598.0;37661.0;326949.0
50;Totaal;West-Nederland (LD);2002;3805104.0;3249875.0;188367.0;37203.0;329659.0
51;Totaal;West-Nederland (LD);2003;3830971.0;3280226.0;188868.0;36206.0;325671.0
52;Totaal;West-Nederland (LD);2004;3856313.0;3303492.0;190624.0;35654.0;326543.0
53;Totaal;West-Nederland (LD);2005;3879002.0;3334538.0;191985.0;31925.0;320554.0
54;Totaal;West-Nederland (LD);2006;3909246.0;3362366.0;194384.0;30932.0;321564.0
55;Totaal;West-Nederland (LD);2007;3941116.0;3397699.0;194854.0;25383.0;323180.0
56;Totaal;West-Nederland (LD);2008;3977261.0;3430247.0;196658.0;22737.0;327619.0
57;Totaal;West-Nederland (LD);2009;4008092.0;3462848.0;195630.0;20522.0;329092.0
58;Totaal;West-Nederland (LD);2010;4027384.0;3476778.0;197899.0;21517.0;331190.0
59;Totaal;West-Nederland (LD);2011;4062728.0;3505934.0;198372.0;19960.0;338462.0
60;Totaal;Zuid-Nederland (LD);1997;1547230.0;1318927.0;58660.0;48312.0;121331.0
61;Totaal;Zuid-Nederland (LD);1998;1581663.0;1343998.0;64478.0;47778.0;125409.0
62;Totaal;Zuid-Nederland (LD);1999;1609840.0;1365509.0;72113.0;46644.0;125574.0
63;Totaal;Zuid-Nederland (LD);2000;1632973.0;1392092.0;65364.0;46003.0;129514.0
64;Totaal;Zuid-Nederland (LD);2001;1657666.0;1406679.0;78337.0;40978.0;131672.0
65;Totaal;Zuid-Nederland (LD);2002;1675254.0;1408904.0;87551.0;40539.0;138260.0
66;Totaal;Zuid-Nederland (LD);2003;1683952.0;1418978.0;87696.0;39361.0;137917.0
67;Totaal;Zuid-Nederland (LD);2004;1696668.0;1427015.0;88125.0;38401.0;143127.0
68;Totaal;Zuid-Nederland (LD);2005;1714394.0;1442767.0;90077.0;34277.0;147273.0
69;Totaal;Zuid-Nederland (LD);2006;1729612.0;1459692.0;89502.0;33231.0;147187.0
70;Totaal;Zuid-Nederland (LD);2007;1747396.0;1478426.0;90323.0;29433.0;149214.0
71;Totaal;Zuid-Nederland (LD);2008;1760309.0;1491846.0;90999.0;24816.0;152648.0
72;Totaal;Zuid-Nederland (LD);2009;1780789.0;1507795.0;90719.0;25780.0;156495.0
73;Totaal;Zuid-Nederland (LD);2010;1789823.0;1516215.0;90540.0;24860.0;158208.0
74;Totaal;Zuid-Nederland (LD);2011;1808865.0;1529287.0;92155.0;25080.0;162343.0
75;Totaal;Groningen (PV);1997;277258.0;232838.0;12039.0;7390.0;24991.0
76;Totaal;Groningen (PV);1998;281141.0;235926.0;13527.0;7627.0;24061.0
77;Totaal;Groningen (PV);1999;285135.0;238103.0;13730.0;7572.0;25730.0
78;Totaal;Groningen (PV);2000;290025.0;239286.0;13886.0;7597.0;29256.0
79;Totaal;Groningen (PV);2001;289036.0;239935.0;17016.0;7772.0;24313.0
80;Totaal;Groningen (PV);2002;290922.0;240664.0;17834.0;7725.0;24699.0
81;Totaal;Groningen (PV);2003;291591.0;241120.0;17991.0;7607.0;24873.0
82;Totaal;Groningen (PV);2004;291380.0;241827.0;18019.0;7464.0;24070.0
83;Totaal;Groningen (PV);2005;292135.0;243872.0;17345.0;6845.0;24073.0
84;Totaal;Groningen (PV);2006;292432.0;244466.0;16968.0;6765.0;24233.0
85;Totaal;Groningen (PV);2007;293564.0;246494.0;16699.0;6443.0;23928.0
86;Totaal;Groningen (PV);2008;294791.0;247378.0;16334.0;6508.0;24571.0
87;Totaal;Groningen (PV);2009;297797.0;249319.0;16362.0;6417.0;25699.0
88;Totaal;Groningen (PV);2010;298368.0;250408.0;15961.0;6147.0;25852.0
89;Totaal;Groningen (PV);2011;299616.0;250861.0;16369.0;6017.0;26369.0
90;Totaal;Friesland (PV);1997;292949.0;239101.0;14228.0;12494.0;27126.0
91;Totaal;Friesland (PV);1998;300152.0;243639.0;15166.0;11829.0;29518.0
92;Totaal;Friesland (PV);1999;305890.0;247138.0;16057.0;12553.0;30142.0
93;Totaal;Friesland (PV);2000;310521.0;250289.0;16077.0;12495.0;31660.0
94;Totaal;Friesland (PV);2001;313966.0;253822.0;16115.0;11511.0;32518.0
95;Totaal;Friesland (PV);2002;317828.0;256460.0;17437.0;11388.0;32543.0
96;Totaal;Friesland (PV);2003;321231.0;257774.0;17795.0;11152.0;34510.0
97;Totaal;Friesland (PV);2004;324287.0;259874.0;18288.0;11016.0;35109.0
98;Totaal;Friesland (PV);2005;325360.0;263207.0;17723.0;9910.0;34520.0
99;Totaal;Friesland (PV);2006;327174.0;265418.0;18130.0;9048.0;34578.0
100;Totaal;Friesland (PV);2007;330801.0;268995.0;17947.0;8327.0;35532.0
101;Totaal;Friesland (PV);2008;333654.0;271503.0;18544.0;7026.0;36581.0
102;Totaal;Friesland (PV);2009;336560.0;273794.0;18591.0;6734.0;37441.0
103;Totaal;Friesland (PV);2010;338533.0;274732.0;18794.0;6545.0;38462.0
104;Totaal;Friesland (PV);2011;341576.0;275686.0;19136.0;7517.0;39237.0
105;Totaal;Drenthe (PV);1997;215229.0;177759.0;8845.0;8814.0;19811.0
106;Totaal;Drenthe (PV);1998;219512.0;180354.0;12409.0;9255.0;17494.0
107;Totaal;Drenthe (PV);1999;223934.0;183115.0;12603.0;9127.0;19089.0
108;Totaal;Drenthe (PV);2000;226914.0;185528.0;13020.0;9055.0;19311.0
109;Totaal;Drenthe (PV);2001;230141.0;187875.0;14034.0;7953.0;20279.0
110;Totaal;Drenthe (PV);2002;233512.0;189615.0;14094.0;7825.0;21978.0
111;Totaal;Drenthe (PV);2003;235112.0;191185.0;14318.0;7692.0;21917.0
112;Totaal;Drenthe (PV);2004;237092.0;192948.0;14632.0;7563.0;21949.0
113;Totaal;Drenthe (PV);2005;239780.0;195069.0;15497.0;7168.0;22046.0
114;Totaal;Drenthe (PV);2006;242396.0;196975.0;15768.0;6754.0;22899.0
115;Totaal;Drenthe (PV);2007;244746.0;198757.0;16107.0;6895.0;22987.0
116;Totaal;Drenthe (PV);2008;248557.0;201376.0;16221.0;6595.0;24365.0
117;Totaal;Drenthe (PV);2009;250514.0;202913.0;16004.0;6473.0;25124.0
118;Totaal;Drenthe (PV);2010;252333.0;204046.0;16361.0;6349.0;25577.0
119;Totaal;Drenthe (PV);2011;253450.0;204453.0;16684.0;6182.0;26131.0
120;Totaal;Overijssel (PV);1997;477305.0;395917.0;15725.0;19260.0;46403.0
121;Totaal;Overijssel (PV);1998;488579.0;401841.0;22152.0;18927.0;45659.0
122;Totaal;Overijssel (PV);1999;504567.0;409817.0;22726.0;18650.0;53374.0
123;Totaal;Overijssel (PV);2000;509146.0;413877.0;23090.0;18562.0;53617.0
124;Totaal;Overijssel (PV);2001;514129.0;419941.0;26858.0;15819.0;51511.0
125;Totaal;Overijssel (PV);2002;516962.0;425557.0;26337.0;16112.0;48956.0
126;Totaal;Overijssel (PV);2003;524271.0;430033.0;26734.0;15690.0;51814.0
127;Totaal;Overijssel (PV);2004;529892.0;434847.0;26818.0;15359.0;52868.0
128;Totaal;Overijssel (PV);2005;533039.0;439646.0;26999.0;13580.0;52814.0
129;Totaal;Overijssel (PV);2006;537994.0;443230.0;27619.0;13286.0;53859.0
130;Totaal;Overijssel (PV);2007;542733.0;447895.0;27750.0;12291.0;54797.0
131;Totaal;Overijssel (PV);2008;548679.0;453296.0;27684.0;12232.0;55467.0
132;Totaal;Overijssel (PV);2009;553558.0;457188.0;27515.0;12069.0;56786.0
133;Totaal;Overijssel (PV);2010;556041.0;459441.0;27192.0;11792.0;57616.0
134;Totaal;Overijssel (PV);2011;559065.0;461500.0;27376.0;11728.0;58461.0
135;Totaal;Flevoland (PV);1997;120132.0;105261.0;2244.0;3251.0;9376.0
136;Totaal;Flevoland (PV);1998;126548.0;110777.0;2472.0;3216.0;10083.0
137;Totaal;Flevoland (PV);1999;132742.0;116090.0;2474.0;3099.0;11079.0
138;Totaal;Flevoland (PV);2000;140148.0;123076.0;2645.0;2997.0;11430.0
139;Totaal;Flevoland (PV);2001;144026.0;126720.0;2877.0;2981.0;11448.0
140;Totaal;Flevoland (PV);2002;149356.0;130984.0;3355.0;3029.0;11988.0
141;Totaal;Flevoland (PV);2003;153221.0;134296.0;3366.0;3091.0;12468.0
142;Totaal;Flevoland (PV);2004;156689.0;136870.0;3587.0;3011.0;13221.0
143;Totaal;Flevoland (PV);2005;158736.0;138856.0;3483.0;2921.0;13476.0
144;Totaal;Flevoland (PV);2006;161730.0;140813.0;3948.0;2997.0;13972.0
145;Totaal;Flevoland (PV);2007;164892.0;143468.0;3963.0;2877.0;14584.0
146;Totaal;Flevoland (PV);2008;167811.0;146152.0;4110.0;2347.0;15202.0
147;Totaal;Flevoland (PV);2009;171241.0;149150.0;4062.0;2266.0;15763.0
148;Totaal;Flevoland (PV);2010;174396.0;151419.0;4542.0;2314.0;16121.0
149;Totaal;Flevoland (PV);2011;177665.0;154117.0;4305.0;2325.0;16918.0
150;Totaal;Gelderland (PV);1997;824847.0;697390.0;31047.0;29743.0;66667.0
151;Totaal;Gelderland (PV);1998;842444.0;712466.0;30661.0;27446.0;71871.0
152;Totaal;Gelderland (PV);1999;864279.0;724576.0;34932.0;27308.0;77463.0
153;Totaal;Gelderland (PV);2000;877019.0;738892.0;32813.0;27050.0;78264.0
154;Totaal;Gelderland (PV);2001;889103.0;749959.0;32090.0;23413.0;83641.0
155;Totaal;Gelderland (PV);2002;899795.0;755454.0;34079.0;22735.0;87527.0
156;Totaal;Gelderland (PV);2003;909779.0;761944.0;34929.0;22316.0;90590.0
157;Totaal;Gelderland (PV);2004;917100.0;768158.0;36194.0;21948.0;90800.0
158;Totaal;Gelderland (PV);2005;922927.0;778442.0;37383.0;19596.0;87506.0
159;Totaal;Gelderland (PV);2006;930603.0;785864.0;40307.0;19026.0;85406.0
160;Totaal;Gelderland (PV);2007;937619.0;794344.0;40414.0;17025.0;85836.0
161;Totaal;Gelderland (PV);2008;946298.0;801938.0;42108.0;15102.0;87150.0
162;Totaal;Gelderland (PV);2009;957396.0;810363.0;42880.0;15229.0;88924.0
163;Totaal;Gelderland (PV);2010;965122.0;815998.0;43320.0;15198.0;90606.0
164;Totaal;Gelderland (PV);2011;972974.0;822529.0;43906.0;14678.0;91861.0
165;Totaal;Utrecht (PV);1997;488589.0;420298.0;16628.0;7292.0;44371.0
166;Totaal;Utrecht (PV);1998;494038.0;427374.0;18535.0;7657.0;40472.0
167;Totaal;Utrecht (PV);1999;504866.0;435536.0;19450.0;7171.0;42709.0
168;Totaal;Utrecht (PV);2000;518910.0;443865.0;19929.0;7410.0;47706.0
169;Totaal;Utrecht (PV);2001;528009.0;454538.0;19478.0;6103.0;47890.0
170;Totaal;Utrecht (PV);2002;537391.0;463667.0;19394.0;6081.0;48249.0
171;Totaal;Utrecht (PV);2003;540752.0;469063.0;19415.0;5894.0;46380.0
172;Totaal;Utrecht (PV);2004;545821.0;473159.0;19626.0;5934.0;47102.0
173;Totaal;Utrecht (PV);2005;549616.0;478111.0;20322.0;5513.0;45670.0
174;Totaal;Utrecht (PV);2006;555813.0;483132.0;21297.0;5433.0;45951.0
175;Totaal;Utrecht (PV);2007;564006.0;492761.0;19875.0;4618.0;46752.0
176;Totaal;Utrecht (PV);2008;571471.0;500063.0;20257.0;4016.0;47135.0
177;Totaal;Utrecht (PV);2009;577206.0;505253.0;20473.0;3427.0;48053.0
178;Totaal;Utrecht (PV);2010;585178.0;511798.0;20278.0;3786.0;49316.0
179;Totaal;Utrecht (PV);2011;590839.0;516225.0;21579.0;3340.0;49695.0
180;Totaal;Noord-Holland (PV);1997;1259019.0;1072472.0;45319.0;14495.0;126733.0
181;Totaal;Noord-Holland (PV);1998;1280090.0;1090584.0;53395.0;15475.0;120636.0
182;Totaal;Noord-Holland (PV);1999;1298567.0;1105468.0;63296.0;15693.0;114110.0
183;Totaal;Noord-Holland (PV);2000;1314288.0;1116228.0;65307.0;15374.0;117379.0
184;Totaal;Noord-Holland (PV);2001;1328078.0;1135194.0;67213.0;12741.0;112930.0
185;Totaal;Noord-Holland (PV);2002;1344164.0;1145394.0;68689.0;12550.0;117531.0
186;Totaal;Noord-Holland (PV);2003;1352436.0;1155267.0;69232.0;12140.0;115797.0
187;Totaal;Noord-Holland (PV);2004;1360085.0;1161857.0;69716.0;11698.0;116814.0
188;Totaal;Noord-Holland (PV);2005;1376784.0;1175582.0;74320.0;10351.0;116531.0
189;Totaal;Noord-Holland (PV);2006;1385712.0;1183907.0;74885.0;10266.0;116654.0
190;Totaal;Noord-Holland (PV);2007;1396075.0;1194341.0;74772.0;8538.0;118424.0
191;Totaal;Noord-Holland (PV);2008;1409865.0;1205886.0;75276.0;7811.0;120892.0
192;Totaal;Noord-Holland (PV);2009;1418423.0;1216360.0;75833.0;7227.0;119003.0
193;Totaal;Noord-Holland (PV);2010;1424506.0;1222736.0;75889.0;7161.0;118720.0
194;Totaal;Noord-Holland (PV);2011;1438924.0;1231246.0;76440.0;6778.0;124460.0
195;Totaal;Zuid-Holland (PV);1997;1618251.0;1403239.0;65486.0;13377.0;136149.0
196;Totaal;Zuid-Holland (PV);1998;1652411.0;1423052.0;73890.0;14237.0;141232.0
197;Totaal;Zuid-Holland (PV);1999;1672860.0;1443312.0;74681.0;14158.0;140709.0
198;Totaal;Zuid-Holland (PV);2000;1692045.0;1459049.0;76200.0;12839.0;143957.0
199;Totaal;Zuid-Holland (PV);2001;1707725.0;1474340.0;74786.0;12313.0;146286.0
200;Totaal;Zuid-Holland (PV);2002;1713045.0;1481126.0;75343.0;12013.0;144563.0
201;Totaal;Zuid-Holland (PV);2003;1725956.0;1493558.0;75151.0;11961.0;145286.0
202;Totaal;Zuid-Holland (PV);2004;1736349.0;1504655.0;75914.0;11925.0;143855.0
203;Totaal;Zuid-Holland (PV);2005;1738415.0;1513875.0;74346.0;10560.0;139634.0
204;Totaal;Zuid-Holland (PV);2006;1751760.0;1526829.0;74860.0;10070.0;140001.0
205;Totaal;Zuid-Holland (PV);2007;1763812.0;1539853.0;76970.0;8215.0;138774.0
206;Totaal;Zuid-Holland (PV);2008;1777274.0;1551905.0;77511.0;7970.0;139888.0
207;Totaal;Zuid-Holland (PV);2009;1791925.0;1567133.0;76125.0;6987.0;141680.0
208;Totaal;Zuid-Holland (PV);2010;1797206.0;1567877.0;78666.0;7809.0;142854.0
209;Totaal;Zuid-Holland (PV);2011;1810543.0;1582642.0;77540.0;7112.0;143249.0
210;Totaal;Zeeland (PV);1997;198321.0;153189.0;17483.0;7411.0;20238.0
211;Totaal;Zeeland (PV);1998;200502.0;154229.0;18882.0;7297.0;20094.0
212;Totaal;Zeeland (PV);1999;204828.0;156668.0;19494.0;7066.0;21600.0
213;Totaal;Zeeland (PV);2000;208030.0;158728.0;22425.0;7066.0;19811.0
214;Totaal;Zeeland (PV);2001;209300.0;158832.0;24121.0;6504.0;19843.0
215;Totaal;Zeeland (PV);2002;210504.0;159688.0;24941.0;6559.0;19316.0
216;Totaal;Zeeland (PV);2003;211827.0;162338.0;25070.0;6211.0;18208.0
217;Totaal;Zeeland (PV);2004;214058.0;163821.0;25368.0;6097.0;18772.0
218;Totaal;Zeeland (PV);2005;214187.0;166970.0;22997.0;5501.0;18719.0
219;Totaal;Zeeland (PV);2006;215961.0;168498.0;23342.0;5163.0;18958.0
220;Totaal;Zeeland (PV);2007;217223.0;170744.0;23237.0;4012.0;19230.0
221;Totaal;Zeeland (PV);2008;218651.0;172393.0;23614.0;2940.0;19704.0
222;Totaal;Zeeland (PV);2009;220538.0;174102.0;23199.0;2881.0;20356.0
223;Totaal;Zeeland (PV);2010;220494.0;174367.0;23066.0;2761.0;20300.0
224;Totaal;Zeeland (PV);2011;222422.0;175821.0;22813.0;2730.0;21058.0
225;Totaal;Noord-Brabant (PV);1997;1031929.0;872980.0;43432.0;32171.0;83346.0
226;Totaal;Noord-Brabant (PV);1998;1055902.0;890833.0;50150.0;32378.0;82541.0
227;Totaal;Noord-Brabant (PV);1999;1078268.0;906794.0;53856.0;31829.0;85789.0
228;Totaal;Noord-Brabant (PV);2000;1095103.0;929812.0;46097.0;31406.0;87788.0
229;Totaal;Noord-Brabant (PV);2001;1113895.0;938523.0;57833.0;28457.0;89082.0
230;Totaal;Noord-Brabant (PV);2002;1126365.0;937329.0;66914.0;28263.0;93859.0
231;Totaal;Noord-Brabant (PV);2003;1130929.0;944656.0;67215.0;27476.0;91582.0
232;Totaal;Noord-Brabant (PV);2004;1140206.0;950251.0;67603.0;27061.0;95291.0
233;Totaal;Noord-Brabant (PV);2005;1152267.0;961167.0;69207.0;24141.0;97752.0
234;Totaal;Noord-Brabant (PV);2006;1163351.0;973806.0;68527.0;23463.0;97555.0
235;Totaal;Noord-Brabant (PV);2007;1175562.0;987932.0;68264.0;20390.0;98976.0
236;Totaal;Noord-Brabant (PV);2008;1188367.0;998678.0;69008.0;18255.0;102426.0
237;Totaal;Noord-Brabant (PV);2009;1202803.0;1011227.0;68593.0;18045.0;104938.0
238;Totaal;Noord-Brabant (PV);2010;1210550.0;1017599.0;69304.0;17922.0;105725.0
239;Totaal;Noord-Brabant (PV);2011;1224002.0;1027937.0;69466.0;17783.0;108816.0
240;Totaal;Limburg (PV);1997;515301.0;445947.0;15228.0;16141.0;37985.0
241;Totaal;Limburg (PV);1998;525761.0;453165.0;14328.0;15400.0;42868.0
242;Totaal;Limburg (PV);1999;531572.0;458715.0;18257.0;14815.0;39785.0
243;Totaal;Limburg (PV);2000;537870.0;462280.0;19267.0;14597.0;41726.0
244;Totaal;Limburg (PV);2001;543771.0;468156.0;20504.0;12521.0;42590.0
245;Totaal;Limburg (PV);2002;548889.0;471575.0;20637.0;12276.0;44401.0
246;Totaal;Limburg (PV);2003;553023.0;474322.0;20481.0;11885.0;46335.0
247;Totaal;Limburg (PV);2004;556462.0;476764.0;20522.0;11340.0;47836.0
248;Totaal;Limburg (PV);2005;562127.0;481600.0;20870.0;10136.0;49521.0
249;Totaal;Limburg (PV);2006;566261.0;485886.0;20975.0;9768.0;49632.0
250;Totaal;Limburg (PV);2007;571834.0;490494.0;22059.0;9043.0;50238.0
251;Totaal;Limburg (PV);2008;571942.0;493168.0;21991.0;6561.0;50222.0
252;Totaal;Limburg (PV);2009;577986.0;496568.0;22126.0;7735.0;51557.0
253;Totaal;Limburg (PV);2010;579273.0;498616.0;21236.0;6938.0;52483.0
254;Totaal;Limburg (PV);2011;584863.0;501350.0;22689.0;7297.0;53527.0
255;Totaal;Oost-Groningen (CR);1997;73807.0;61675.0;2714.0;2590.0;6828.0
256;Totaal;Oost-Groningen (CR);1998;74208.0;62052.0;2890.0;2811.0;6455.0
257;Totaal;Oost-Groningen (CR);1999;75094.0;62463.0;2923.0;2724.0;6984.0
258;Totaal;Oost-Groningen (CR);2000;78924.0;63023.0;2937.0;2748.0;10216.0
259;Totaal;Oost-Groningen (CR);2001;75749.0;63253.0;2934.0;2616.0;6946.0
260;Totaal;Oost-Groningen (CR);2002;75804.0;63533.0;2816.0;2592.0;6863.0
261;Totaal;Oost-Groningen (CR);2003;76532.0;63800.0;3749.0;2523.0;6460.0
262;Totaal;Oost-Groningen (CR);2004;77161.0;64008.0;3775.0;2504.0;6874.0
263;Totaal;Oost-Groningen (CR);2005;76996.0;64273.0;3841.0;2429.0;6453.0
264;Totaal;Oost-Groningen (CR);2006;77378.0;64777.0;3706.0;2406.0;6489.0
265;Totaal;Oost-Groningen (CR);2007;77570.0;65119.0;3756.0;2253.0;6442.0
266;Totaal;Oost-Groningen (CR);2008;77863.0;65383.0;3654.0;2135.0;6691.0
267;Totaal;Oost-Groningen (CR);2009;78550.0;65572.0;3673.0;2098.0;7207.0
268;Totaal;Oost-Groningen (CR);2010;78620.0;65664.0;3710.0;2020.0;7226.0
269;Totaal;Oost-Groningen (CR);2011;78915.0;65779.0;3790.0;1964.0;7382.0
270;Totaal;Delfzijl en omgeving (CR);1997;26400.0;22001.0;63.0;797.0;3539.0
271;Totaal;Delfzijl en omgeving (CR);1998;26470.0;22009.0;65.0;792.0;3604.0
272;Totaal;Delfzijl en omgeving (CR);1999;26931.0;22421.0;125.0;856.0;3529.0
273;Totaal;Delfzijl en omgeving (CR);2000;26255.0;21927.0;125.0;851.0;3352.0
274;Totaal;Delfzijl en omgeving (CR);2001;26496.0;21949.0;1649.0;898.0;2000.0
275;Totaal;Delfzijl en omgeving (CR);2002;26647.0;22133.0;1590.0;892.0;2032.0
276;Totaal;Delfzijl en omgeving (CR);2003;26523.0;22003.0;1541.0;882.0;2097.0
277;Totaal;Delfzijl en omgeving (CR);2004;26410.0;21895.0;1516.0;867.0;2132.0
278;Totaal;Delfzijl en omgeving (CR);2005;26137.0;21754.0;1443.0;858.0;2082.0
279;Totaal;Delfzijl en omgeving (CR);2006;26068.0;21661.0;1395.0;838.0;2174.0
280;Totaal;Delfzijl en omgeving (CR);2007;26081.0;21693.0;1354.0;746.0;2288.0
281;Totaal;Delfzijl en omgeving (CR);2008;25953.0;21614.0;1336.0;730.0;2273.0
282;Totaal;Delfzijl en omgeving (CR);2009;25927.0;21572.0;1333.0;728.0;2294.0
283;Totaal;Delfzijl en omgeving (CR);2010;25954.0;21478.0;1473.0;711.0;2292.0
284;Totaal;Delfzijl en omgeving (CR);2011;25959.0;21522.0;1478.0;666.0;2293.0
285;Totaal;Overig Groningen (CR);1997;177051.0;149162.0;9262.0;4003.0;14624.0
286;Totaal;Overig Groningen (CR);1998;180463.0;151865.0;10572.0;4024.0;14002.0
287;Totaal;Overig Groningen (CR);1999;183110.0;153219.0;10682.0;3992.0;15217.0
288;Totaal;Overig Groningen (CR);2000;184846.0;154336.0;10824.0;3998.0;15688.0
289;Totaal;Overig Groningen (CR);2001;186791.0;154733.0;12433.0;4258.0;15367.0
290;Totaal;Overig Groningen (CR);2002;188471.0;154998.0;13428.0;4241.0;15804.0
291;Totaal;Overig Groningen (CR);2003;188536.0;155317.0;12701.0;4202.0;16316.0
292;Totaal;Overig Groningen (CR);2004;187809.0;155924.0;12728.0;4093.0;15064.0
293;Totaal;Overig Groningen (CR);2005;189002.0;157845.0;12061.0;3558.0;15538.0
294;Totaal;Overig Groningen (CR);2006;188986.0;158028.0;11867.0;3521.0;15570.0
295;Totaal;Overig Groningen (CR);2007;189913.0;159682.0;11589.0;3444.0;15198.0
296;Totaal;Overig Groningen (CR);2008;190975.0;160381.0;11344.0;3643.0;15607.0
297;Totaal;Overig Groningen (CR);2009;193320.0;162175.0;11356.0;3591.0;16198.0
298;Totaal;Overig Groningen (CR);2010;193794.0;163266.0;10778.0;3416.0;16334.0
299;Totaal;Overig Groningen (CR);2011;194742.0;163560.0;11101.0;3387.0;16694.0
300;Totaal;Noord-Friesland (CR);1997;152588.0;125993.0;7046.0;6428.0;13121.0
