ID;Populatie;Vervoerwijzen;Reismotieven;RegioS;Perioden;Verplaatsingen_1;Afstand_2;Reisduur_3;Afstand_4;ReisduurPerVerplaatsing_5;Verplaatsingen_6;Afstand_7;Reisduur_8
3592;Totaal;Auto (passagier);Totaal;Flevoland (PV);2010;0.49;9.81;13.25;20.04;27.07;170.0;3413.0;76.8
3593;Totaal;Auto (passagier);Totaal;Flevoland (PV);2011;0.43;8.48;9.8;19.91;23.0;148.0;2950.0;56.8
3594;Totaal;Auto (passagier);Totaal;Flevoland (PV);2012;0.42;8.32;10.63;19.74;25.2;147.0;2904.0;61.8
3595;Totaal;Auto (passagier);Totaal;Flevoland (PV);2013;0.44;7.07;9.65;16.1;21.97;153.0;2464.0;56.0
3596;Totaal;Auto (passagier);Totaal;Flevoland (PV);2014;0.42;8.88;10.87;21.33;26.1;145.0;3097.0;63.1
3597;Totaal;Auto (passagier);Totaal;Flevoland (PV);2015;0.42;9.74;11.41;23.16;27.12;146.0;3392.0;66.2
3598;Totaal;Auto (passagier);Totaal;Flevoland (PV);2016;0.44;8.01;11.61;18.27;26.49;153.0;2797.0;67.6
3599;Totaal;Auto (passagier);Totaal;Flevoland (PV);2017;0.44;9.54;12.05;21.78;27.52;152.0;3307.0;69.7
3600;Totaal;Auto (passagier);Totaal;Gelderland (PV);2010;0.45;8.06;10.45;17.94;23.25;156.0;2802.0;60.5
3601;Totaal;Auto (passagier);Totaal;Gelderland (PV);2011;0.38;7.43;9.59;19.61;25.32;132.0;2580.0;55.5
3602;Totaal;Auto (passagier);Totaal;Gelderland (PV);2012;0.39;5.81;8.37;14.93;21.5;136.0;2028.0;48.7
3603;Totaal;Auto (passagier);Totaal;Gelderland (PV);2013;0.41;6.79;8.8;16.55;21.43;143.0;2363.0;51.0
3604;Totaal;Auto (passagier);Totaal;Gelderland (PV);2014;0.4;7.17;9.28;18.14;23.47;138.0;2495.0;53.8
3605;Totaal;Auto (passagier);Totaal;Gelderland (PV);2015;0.37;6.64;8.72;17.76;23.32;130.0;2314.0;50.6
3606;Totaal;Auto (passagier);Totaal;Gelderland (PV);2016;0.37;6.83;8.66;18.7;23.72;128.0;2384.0;50.4
3607;Totaal;Auto (passagier);Totaal;Gelderland (PV);2017;0.38;6.75;8.76;17.86;23.19;131.0;2338.0;50.6
3608;Totaal;Auto (passagier);Totaal;Utrecht (PV);2010;0.4;6.84;9.67;17.23;24.35;138.0;2378.0;56.0
3609;Totaal;Auto (passagier);Totaal;Utrecht (PV);2011;0.34;5.94;8.33;17.45;24.46;118.0;2066.0;48.3
3610;Totaal;Auto (passagier);Totaal;Utrecht (PV);2012;0.4;7.09;9.97;17.93;25.2;138.0;2476.0;58.0
3611;Totaal;Auto (passagier);Totaal;Utrecht (PV);2013;0.4;7.51;9.66;18.63;23.96;140.0;2616.0;56.1
3612;Totaal;Auto (passagier);Totaal;Utrecht (PV);2014;0.35;6.26;8.25;17.81;23.47;122.0;2181.0;47.9
3613;Totaal;Auto (passagier);Totaal;Utrecht (PV);2015;0.36;6.36;9.15;17.49;25.18;127.0;2215.0;53.2
3614;Totaal;Auto (passagier);Totaal;Utrecht (PV);2016;0.34;6.14;8.25;17.94;24.1;120.0;2146.0;48.0
3615;Totaal;Auto (passagier);Totaal;Utrecht (PV);2017;0.31;5.62;7.52;18.25;24.42;107.0;1950.0;43.5
3616;Totaal;Auto (passagier);Totaal;Noord-Holland (PV);2010;0.38;6.38;9.29;16.74;24.36;133.0;2220.0;53.8
3617;Totaal;Auto (passagier);Totaal;Noord-Holland (PV);2011;0.35;6.24;8.88;17.98;25.55;121.0;2172.0;51.5
3618;Totaal;Auto (passagier);Totaal;Noord-Holland (PV);2012;0.33;5.5;8.2;16.72;24.91;115.0;1922.0;47.7
3619;Totaal;Auto (passagier);Totaal;Noord-Holland (PV);2013;0.33;5.21;7.84;15.88;23.89;114.0;1814.0;45.5
3620;Totaal;Auto (passagier);Totaal;Noord-Holland (PV);2014;0.33;6.42;8.83;19.54;26.85;114.0;2235.0;51.2
3621;Totaal;Auto (passagier);Totaal;Noord-Holland (PV);2015;0.33;5.54;8.17;16.7;24.64;116.0;1930.0;47.5
3622;Totaal;Auto (passagier);Totaal;Noord-Holland (PV);2016;0.33;5.78;8.45;17.61;25.75;115.0;2019.0;49.2
3623;Totaal;Auto (passagier);Totaal;Noord-Holland (PV);2017;0.3;5.42;7.83;17.79;25.74;106.0;1878.0;45.3
3624;Totaal;Auto (passagier);Totaal;Zuid-Holland (PV);2010;0.39;6.76;9.9;17.13;25.1;137.0;2349.0;57.4
3625;Totaal;Auto (passagier);Totaal;Zuid-Holland (PV);2011;0.35;5.71;8.76;16.13;24.73;123.0;1988.0;50.8
3626;Totaal;Auto (passagier);Totaal;Zuid-Holland (PV);2012;0.38;6.46;9.21;17.22;24.53;131.0;2256.0;53.5
3627;Totaal;Auto (passagier);Totaal;Zuid-Holland (PV);2013;0.36;5.68;8.72;15.62;23.98;127.0;1977.0;50.6
3628;Totaal;Auto (passagier);Totaal;Zuid-Holland (PV);2014;0.36;6.29;8.83;17.56;24.66;125.0;2190.0;51.2
3629;Totaal;Auto (passagier);Totaal;Zuid-Holland (PV);2015;0.34;5.54;8.16;16.2;23.86;119.0;1931.0;47.4
3630;Totaal;Auto (passagier);Totaal;Zuid-Holland (PV);2016;0.35;5.81;8.64;16.72;24.86;121.0;2029.0;50.3
3631;Totaal;Auto (passagier);Totaal;Zuid-Holland (PV);2017;0.33;5.92;8.53;17.96;25.87;114.0;2051.0;49.2
3632;Totaal;Auto (passagier);Totaal;Zeeland (PV);2010;0.4;8.24;10.08;20.74;25.37;138.0;2866.0;58.4
3633;Totaal;Auto (passagier);Totaal;Zeeland (PV);2011;0.36;7.48;8.92;20.65;24.61;126.0;2601.0;51.7
3634;Totaal;Auto (passagier);Totaal;Zeeland (PV);2012;0.37;8.07;9.84;21.71;26.46;130.0;2812.0;57.1
3635;Totaal;Auto (passagier);Totaal;Zeeland (PV);2013;0.36;8.3;10.17;23.12;28.33;125.0;2885.0;58.9
3636;Totaal;Auto (passagier);Totaal;Zeeland (PV);2014;0.35;6.27;8.69;17.89;24.79;122.0;2182.0;50.4
3637;Totaal;Auto (passagier);Totaal;Zeeland (PV);2015;0.37;5.5;8.08;15.04;22.1;127.0;1912.0;46.8
3638;Totaal;Auto (passagier);Totaal;Zeeland (PV);2016;0.39;8.54;9.07;22.14;23.5;135.0;2983.0;52.8
3639;Totaal;Auto (passagier);Totaal;Zeeland (PV);2017;0.32;6.91;8.76;21.57;27.37;111.0;2394.0;50.6
3640;Totaal;Auto (passagier);Totaal;Noord-Brabant (PV);2010;0.47;7.41;10.19;15.6;21.47;165.0;2575.0;59.1
3641;Totaal;Auto (passagier);Totaal;Noord-Brabant (PV);2011;0.41;6.92;9.03;16.82;21.94;143.0;2405.0;52.3
3642;Totaal;Auto (passagier);Totaal;Noord-Brabant (PV);2012;0.42;6.74;9.45;15.89;22.27;148.0;2351.0;54.9
3643;Totaal;Auto (passagier);Totaal;Noord-Brabant (PV);2013;0.46;8.16;10.51;17.89;23.05;159.0;2837.0;60.9
3644;Totaal;Auto (passagier);Totaal;Noord-Brabant (PV);2014;0.43;7.23;10.09;16.67;23.27;151.0;2515.0;58.5
3645;Totaal;Auto (passagier);Totaal;Noord-Brabant (PV);2015;0.4;5.99;8.67;15.07;21.83;138.0;2085.0;50.3
3646;Totaal;Auto (passagier);Totaal;Noord-Brabant (PV);2016;0.4;5.78;8.42;14.58;21.24;138.0;2019.0;49.0
3647;Totaal;Auto (passagier);Totaal;Noord-Brabant (PV);2017;0.37;5.71;8.11;15.39;21.87;129.0;1979.0;46.9
3648;Totaal;Auto (passagier);Totaal;Limburg (PV);2010;0.47;6.39;10.32;13.48;21.76;165.0;2220.0;59.7
3649;Totaal;Auto (passagier);Totaal;Limburg (PV);2011;0.39;5.17;7.44;13.08;18.84;137.0;1798.0;43.2
3650;Totaal;Auto (passagier);Totaal;Limburg (PV);2012;0.4;4.79;7.51;11.92;18.71;140.0;1667.0;43.6
3651;Totaal;Auto (passagier);Totaal;Limburg (PV);2013;0.41;7.27;9.21;17.61;22.32;144.0;2528.0;53.4
3652;Totaal;Auto (passagier);Totaal;Limburg (PV);2014;0.38;5.12;7.01;13.46;18.4;132.0;1781.0;40.6
3653;Totaal;Auto (passagier);Totaal;Limburg (PV);2015;0.4;5.07;7.58;12.7;19.0;139.0;1764.0;44.0
3654;Totaal;Auto (passagier);Totaal;Limburg (PV);2016;0.4;4.67;8.54;11.66;21.31;140.0;1632.0;49.7
3655;Totaal;Auto (passagier);Totaal;Limburg (PV);2017;0.4;5.78;7.77;14.36;19.3;140.0;2004.0;44.9
3656;Totaal;Auto (passagier);Totaal;Zeer sterk stedelijk;2010;0.34;5.95;9.24;17.45;27.08;119.0;2071.0;53.6
3657;Totaal;Auto (passagier);Totaal;Zeer sterk stedelijk;2011;0.31;5.83;8.45;18.91;27.39;107.0;2030.0;49.0
3658;Totaal;Auto (passagier);Totaal;Zeer sterk stedelijk;2012;0.31;5.45;7.94;17.5;25.46;109.0;1906.0;46.2
3659;Totaal;Auto (passagier);Totaal;Zeer sterk stedelijk;2013;0.3;5.81;8.09;19.1;26.59;106.0;2024.0;47.0
3660;Totaal;Auto (passagier);Totaal;Zeer sterk stedelijk;2014;0.3;5.89;8.24;19.83;27.75;103.0;2051.0;47.8
3661;Totaal;Auto (passagier);Totaal;Zeer sterk stedelijk;2015;0.3;5.23;7.77;17.72;26.3;103.0;1826.0;45.2
3662;Totaal;Auto (passagier);Totaal;Zeer sterk stedelijk;2016;0.29;4.91;7.85;16.88;26.99;102.0;1716.0;45.7
3663;Totaal;Auto (passagier);Totaal;Zeer sterk stedelijk;2017;0.27;5.33;7.74;19.57;28.45;94.0;1847.0;44.8
3664;Totaal;Auto (passagier);Totaal;Sterk stedelijk;2010;0.43;6.83;9.75;16.02;22.87;148.0;2374.0;56.5
3665;Totaal;Auto (passagier);Totaal;Sterk stedelijk;2011;0.37;6.2;8.5;16.88;23.15;128.0;2156.0;49.3
3666;Totaal;Auto (passagier);Totaal;Sterk stedelijk;2012;0.39;6.2;8.97;15.89;22.99;136.0;2164.0;52.2
3667;Totaal;Auto (passagier);Totaal;Sterk stedelijk;2013;0.4;6.81;9.09;16.96;22.65;140.0;2370.0;52.7
3668;Totaal;Auto (passagier);Totaal;Sterk stedelijk;2014;0.39;7.19;9.65;18.62;25.01;134.0;2501.0;56.0
3669;Totaal;Auto (passagier);Totaal;Sterk stedelijk;2015;0.38;6.24;8.76;16.62;23.33;131.0;2175.0;50.9
3670;Totaal;Auto (passagier);Totaal;Sterk stedelijk;2016;0.39;6.46;9.27;16.75;24.03;135.0;2256.0;53.9
3671;Totaal;Auto (passagier);Totaal;Sterk stedelijk;2017;0.36;6.24;8.79;17.2;24.21;126.0;2165.0;50.8
3672;Totaal;Auto (passagier);Totaal;Matig stedelijk;2010;0.45;7.97;10.67;17.65;23.61;157.0;2772.0;61.8
3673;Totaal;Auto (passagier);Totaal;Matig stedelijk;2011;0.4;6.38;8.73;15.98;21.86;139.0;2219.0;50.6
3674;Totaal;Auto (passagier);Totaal;Matig stedelijk;2012;0.41;6.42;9.35;15.83;23.07;141.0;2238.0;54.4
3675;Totaal;Auto (passagier);Totaal;Matig stedelijk;2013;0.42;6.86;9.42;16.49;22.64;145.0;2384.0;54.6
3676;Totaal;Auto (passagier);Totaal;Matig stedelijk;2014;0.39;6.63;8.84;17.16;22.88;134.0;2306.0;51.3
3677;Totaal;Auto (passagier);Totaal;Matig stedelijk;2015;0.39;6.04;8.47;15.41;21.6;136.0;2104.0;49.1
3678;Totaal;Auto (passagier);Totaal;Matig stedelijk;2016;0.38;6.22;8.78;16.49;23.26;132.0;2172.0;51.1
3679;Totaal;Auto (passagier);Totaal;Matig stedelijk;2017;0.37;6.49;8.53;17.39;22.87;129.0;2248.0;49.3
3680;Totaal;Auto (passagier);Totaal;Weinig stedelijk;2010;0.46;8.05;10.74;17.61;23.48;159.0;2797.0;62.2
3681;Totaal;Auto (passagier);Totaal;Weinig stedelijk;2011;0.4;6.79;9.28;16.84;23.03;140.0;2359.0;53.7
3682;Totaal;Auto (passagier);Totaal;Weinig stedelijk;2012;0.41;6.73;9.12;16.57;22.47;142.0;2345.0;53.0
3683;Totaal;Auto (passagier);Totaal;Weinig stedelijk;2013;0.41;7.05;9.45;17.01;22.81;144.0;2452.0;54.8
3684;Totaal;Auto (passagier);Totaal;Weinig stedelijk;2014;0.41;6.8;8.9;16.78;21.97;141.0;2365.0;51.6
3685;Totaal;Auto (passagier);Totaal;Weinig stedelijk;2015;0.39;6.53;8.57;16.85;22.12;135.0;2272.0;49.7
3686;Totaal;Auto (passagier);Totaal;Weinig stedelijk;2016;0.39;7.09;9.07;18.01;23.04;137.0;2476.0;52.8
3687;Totaal;Auto (passagier);Totaal;Weinig stedelijk;2017;0.38;6.22;8.24;16.45;21.81;131.0;2154.0;47.6
3688;Totaal;Auto (passagier);Totaal;Niet stedelijk;2010;0.47;8.26;10.98;17.46;23.19;164.0;2871.0;63.6
3689;Totaal;Auto (passagier);Totaal;Niet stedelijk;2011;0.41;7.66;9.73;18.55;23.55;144.0;2666.0;56.4
3690;Totaal;Auto (passagier);Totaal;Niet stedelijk;2012;0.4;6.71;9.52;16.67;23.63;140.0;2339.0;55.3
3691;Totaal;Auto (passagier);Totaal;Niet stedelijk;2013;0.42;7.84;9.95;18.73;23.76;146.0;2726.0;57.6
3692;Totaal;Auto (passagier);Totaal;Niet stedelijk;2014;0.41;6.93;9.45;17.1;23.32;141.0;2409.0;54.8
3693;Totaal;Auto (passagier);Totaal;Niet stedelijk;2015;0.38;6.99;9.08;18.37;23.86;133.0;2435.0;52.7
3694;Totaal;Auto (passagier);Totaal;Niet stedelijk;2016;0.39;6.73;8.78;17.24;22.47;136.0;2351.0;51.1
3695;Totaal;Auto (passagier);Totaal;Niet stedelijk;2017;0.37;6.41;7.89;17.23;21.21;129.0;2220.0;45.5
3696;Totaal;Auto (passagier);Van en naar werkadres;Nederland;2010;0.03;0.71;0.9;23.55;29.65;11.0;248.0;5.2
3697;Totaal;Auto (passagier);Van en naar werkadres;Nederland;2011;0.02;0.53;0.66;26.73;33.69;7.0;183.0;3.9
3698;Totaal;Auto (passagier);Van en naar werkadres;Nederland;2012;0.02;0.48;0.63;24.98;32.55;7.0;169.0;3.7
3699;Totaal;Auto (passagier);Van en naar werkadres;Nederland;2013;0.02;0.42;0.53;23.42;29.43;6.0;147.0;3.1
3700;Totaal;Auto (passagier);Van en naar werkadres;Nederland;2014;0.02;0.48;0.56;28.6;33.34;6.0;168.0;3.3
3701;Totaal;Auto (passagier);Van en naar werkadres;Nederland;2015;0.02;0.41;0.54;25.52;33.48;6.0;144.0;3.1
3702;Totaal;Auto (passagier);Van en naar werkadres;Nederland;2016;0.02;0.46;0.7;26.33;39.73;6.0;162.0;4.1
3703;Totaal;Auto (passagier);Van en naar werkadres;Nederland;2017;0.02;0.48;0.64;28.89;38.58;6.0;165.0;3.7
3704;Totaal;Auto (passagier);Van en naar werkadres;Noord-Nederland (LD);2010;0.03;0.88;0.87;30.94;30.66;10.0;306.0;5.1
3705;Totaal;Auto (passagier);Van en naar werkadres;Noord-Nederland (LD);2011;0.02;0.89;0.79;39.03;34.52;8.0;309.0;4.6
3706;Totaal;Auto (passagier);Van en naar werkadres;Noord-Nederland (LD);2012;0.02;0.66;1.0;33.56;50.7;7.0;231.0;5.8
3707;Totaal;Auto (passagier);Van en naar werkadres;Noord-Nederland (LD);2013;0.02;0.7;0.71;30.4;30.9;8.0;244.0;4.1
3708;Totaal;Auto (passagier);Van en naar werkadres;Noord-Nederland (LD);2014;0.02;0.51;0.6;29.21;34.06;6.0;178.0;3.5
3709;Totaal;Auto (passagier);Van en naar werkadres;Noord-Nederland (LD);2015;;;;;;;;
3710;Totaal;Auto (passagier);Van en naar werkadres;Noord-Nederland (LD);2016;;;;;;;;
3711;Totaal;Auto (passagier);Van en naar werkadres;Noord-Nederland (LD);2017;;;;;;;;
3712;Totaal;Auto (passagier);Van en naar werkadres;Oost-Nederland (LD);2010;0.03;0.76;0.89;26.58;30.93;10.0;266.0;5.2
3713;Totaal;Auto (passagier);Van en naar werkadres;Oost-Nederland (LD);2011;0.02;0.52;0.64;26.09;32.02;7.0;181.0;3.7
3714;Totaal;Auto (passagier);Van en naar werkadres;Oost-Nederland (LD);2012;0.02;0.42;0.58;21.45;29.44;7.0;146.0;3.3
3715;Totaal;Auto (passagier);Van en naar werkadres;Oost-Nederland (LD);2013;0.02;0.5;0.53;27.54;29.31;6.0;173.0;3.1
3716;Totaal;Auto (passagier);Van en naar werkadres;Oost-Nederland (LD);2014;0.02;0.46;0.51;26.32;29.34;6.0;160.0;3.0
3717;Totaal;Auto (passagier);Van en naar werkadres;Oost-Nederland (LD);2015;0.01;0.38;0.39;27.02;27.97;5.0;131.0;2.3
3718;Totaal;Auto (passagier);Van en naar werkadres;Oost-Nederland (LD);2016;0.01;0.4;0.52;28.48;36.57;5.0;141.0;3.0
3719;Totaal;Auto (passagier);Van en naar werkadres;Oost-Nederland (LD);2017;0.02;0.47;0.65;27.23;37.07;6.0;164.0;3.7
3720;Totaal;Auto (passagier);Van en naar werkadres;West-Nederland (LD);2010;0.03;0.65;0.9;22.19;30.73;10.0;226.0;5.2
3721;Totaal;Auto (passagier);Van en naar werkadres;West-Nederland (LD);2011;0.02;0.46;0.7;24.33;37.24;7.0;159.0;4.1
3722;Totaal;Auto (passagier);Van en naar werkadres;West-Nederland (LD);2012;0.02;0.48;0.6;24.62;31.28;7.0;166.0;3.5
3723;Totaal;Auto (passagier);Van en naar werkadres;West-Nederland (LD);2013;0.02;0.35;0.51;21.93;32.12;6.0;122.0;3.0
3724;Totaal;Auto (passagier);Van en naar werkadres;West-Nederland (LD);2014;0.02;0.43;0.53;27.19;33.36;5.0;149.0;3.1
3725;Totaal;Auto (passagier);Van en naar werkadres;West-Nederland (LD);2015;0.02;0.31;0.47;20.06;30.62;5.0;107.0;2.7
3726;Totaal;Auto (passagier);Van en naar werkadres;West-Nederland (LD);2016;0.02;0.5;0.69;29.55;40.82;6.0;175.0;4.0
3727;Totaal;Auto (passagier);Van en naar werkadres;West-Nederland (LD);2017;0.02;0.49;0.72;29.76;43.67;6.0;171.0;4.2
3728;Totaal;Auto (passagier);Van en naar werkadres;Zuid-Nederland (LD);2010;0.03;0.72;0.92;20.67;26.24;12.0;251.0;5.3
3729;Totaal;Auto (passagier);Van en naar werkadres;Zuid-Nederland (LD);2011;0.02;0.51;0.55;25.58;27.6;7.0;178.0;3.2
3730;Totaal;Auto (passagier);Van en naar werkadres;Zuid-Nederland (LD);2012;0.02;0.48;0.56;25.11;29.51;7.0;167.0;3.3
3731;Totaal;Auto (passagier);Van en naar werkadres;Zuid-Nederland (LD);2013;0.02;0.38;0.49;18.57;24.04;7.0;131.0;2.8
3732;Totaal;Auto (passagier);Van en naar werkadres;Zuid-Nederland (LD);2014;0.02;0.61;0.67;33.18;36.75;6.0;211.0;3.9
3733;Totaal;Auto (passagier);Van en naar werkadres;Zuid-Nederland (LD);2015;0.02;0.41;0.67;22.39;37.04;6.0;141.0;3.9
3734;Totaal;Auto (passagier);Van en naar werkadres;Zuid-Nederland (LD);2016;0.02;0.45;1.01;20.18;45.27;8.0;157.0;5.9
3735;Totaal;Auto (passagier);Van en naar werkadres;Zuid-Nederland (LD);2017;0.01;0.29;0.35;19.55;23.5;5.0;100.0;2.0
3736;Totaal;Auto (passagier);Van en naar werkadres;Groningen (PV);2010;0.03;0.88;0.95;30.64;32.91;10.0;306.0;5.5
3737;Totaal;Auto (passagier);Van en naar werkadres;Groningen (PV);2011;;;;;;;;
3738;Totaal;Auto (passagier);Van en naar werkadres;Groningen (PV);2012;;;;;;;;
3739;Totaal;Auto (passagier);Van en naar werkadres;Groningen (PV);2013;;;;;;;;
3740;Totaal;Auto (passagier);Van en naar werkadres;Groningen (PV);2014;;;;;;;;
3741;Totaal;Auto (passagier);Van en naar werkadres;Groningen (PV);2015;;;;;;;;
3742;Totaal;Auto (passagier);Van en naar werkadres;Groningen (PV);2016;;;;;;;;
3743;Totaal;Auto (passagier);Van en naar werkadres;Groningen (PV);2017;;;;;;;;
3744;Totaal;Auto (passagier);Van en naar werkadres;Friesland (PV);2010;0.03;0.82;0.77;32.29;30.3;9.0;284.0;4.4
3745;Totaal;Auto (passagier);Van en naar werkadres;Friesland (PV);2011;;;;;;;;
3746;Totaal;Auto (passagier);Van en naar werkadres;Friesland (PV);2012;;;;;;;;
3747;Totaal;Auto (passagier);Van en naar werkadres;Friesland (PV);2013;;;;;;;;
3748;Totaal;Auto (passagier);Van en naar werkadres;Friesland (PV);2014;;;;;;;;
3749;Totaal;Auto (passagier);Van en naar werkadres;Friesland (PV);2015;;;;;;;;
3750;Totaal;Auto (passagier);Van en naar werkadres;Friesland (PV);2016;;;;;;;;
3751;Totaal;Auto (passagier);Van en naar werkadres;Friesland (PV);2017;;;;;;;;
3752;Totaal;Auto (passagier);Van en naar werkadres;Drenthe (PV);2010;0.03;0.97;0.93;29.88;28.71;11.0;336.0;5.4
3753;Totaal;Auto (passagier);Van en naar werkadres;Drenthe (PV);2011;;;;;;;;
3754;Totaal;Auto (passagier);Van en naar werkadres;Drenthe (PV);2012;;;;;;;;
3755;Totaal;Auto (passagier);Van en naar werkadres;Drenthe (PV);2013;;;;;;;;
3756;Totaal;Auto (passagier);Van en naar werkadres;Drenthe (PV);2014;;;;;;;;
3757;Totaal;Auto (passagier);Van en naar werkadres;Drenthe (PV);2015;;;;;;;;
3758;Totaal;Auto (passagier);Van en naar werkadres;Drenthe (PV);2016;;;;;;;;
3759;Totaal;Auto (passagier);Van en naar werkadres;Drenthe (PV);2017;;;;;;;;
3760;Totaal;Auto (passagier);Van en naar werkadres;Overijssel (PV);2010;0.03;0.78;0.92;26.49;31.24;10.0;272.0;5.4
3761;Totaal;Auto (passagier);Van en naar werkadres;Overijssel (PV);2011;;;;;;;;
3762;Totaal;Auto (passagier);Van en naar werkadres;Overijssel (PV);2012;;;;;;;;
3763;Totaal;Auto (passagier);Van en naar werkadres;Overijssel (PV);2013;;;;;;;;
3764;Totaal;Auto (passagier);Van en naar werkadres;Overijssel (PV);2014;;;;;;;;
3765;Totaal;Auto (passagier);Van en naar werkadres;Overijssel (PV);2015;;;;;;;;
3766;Totaal;Auto (passagier);Van en naar werkadres;Overijssel (PV);2016;;;;;;;;
3767;Totaal;Auto (passagier);Van en naar werkadres;Overijssel (PV);2017;;;;;;;;
3768;Totaal;Auto (passagier);Van en naar werkadres;Flevoland (PV);2010;0.04;0.98;1.29;23.63;31.22;14.0;341.0;7.5
3769;Totaal;Auto (passagier);Van en naar werkadres;Flevoland (PV);2011;;;;;;;;
3770;Totaal;Auto (passagier);Van en naar werkadres;Flevoland (PV);2012;;;;;;;;
3771;Totaal;Auto (passagier);Van en naar werkadres;Flevoland (PV);2013;;;;;;;;
3772;Totaal;Auto (passagier);Van en naar werkadres;Flevoland (PV);2014;;;;;;;;
3773;Totaal;Auto (passagier);Van en naar werkadres;Flevoland (PV);2015;;;;;;;;
3774;Totaal;Auto (passagier);Van en naar werkadres;Flevoland (PV);2016;;;;;;;;
3775;Totaal;Auto (passagier);Van en naar werkadres;Flevoland (PV);2017;;;;;;;;
3776;Totaal;Auto (passagier);Van en naar werkadres;Gelderland (PV);2010;0.03;0.71;0.79;27.56;30.64;9.0;247.0;4.6
3777;Totaal;Auto (passagier);Van en naar werkadres;Gelderland (PV);2011;;;;;;;;
3778;Totaal;Auto (passagier);Van en naar werkadres;Gelderland (PV);2012;;;;;;;;
3779;Totaal;Auto (passagier);Van en naar werkadres;Gelderland (PV);2013;;;;;;;;
3780;Totaal;Auto (passagier);Van en naar werkadres;Gelderland (PV);2014;;;;;;;;
3781;Totaal;Auto (passagier);Van en naar werkadres;Gelderland (PV);2015;;;;;;;;
3782;Totaal;Auto (passagier);Van en naar werkadres;Gelderland (PV);2016;;;;;;;;
3783;Totaal;Auto (passagier);Van en naar werkadres;Gelderland (PV);2017;;;;;;;;
3784;Totaal;Auto (passagier);Van en naar werkadres;Utrecht (PV);2010;0.03;0.89;1.01;26.91;30.49;12.0;310.0;5.9
3785;Totaal;Auto (passagier);Van en naar werkadres;Utrecht (PV);2011;;;;;;;;
3786;Totaal;Auto (passagier);Van en naar werkadres;Utrecht (PV);2012;;;;;;;;
3787;Totaal;Auto (passagier);Van en naar werkadres;Utrecht (PV);2013;;;;;;;;
3788;Totaal;Auto (passagier);Van en naar werkadres;Utrecht (PV);2014;;;;;;;;
3789;Totaal;Auto (passagier);Van en naar werkadres;Utrecht (PV);2015;;;;;;;;
3790;Totaal;Auto (passagier);Van en naar werkadres;Utrecht (PV);2016;;;;;;;;
3791;Totaal;Auto (passagier);Van en naar werkadres;Utrecht (PV);2017;;;;;;;;
3792;Totaal;Auto (passagier);Van en naar werkadres;Noord-Holland (PV);2010;0.03;0.62;0.77;22.78;28.38;9.0;214.0;4.4
3793;Totaal;Auto (passagier);Van en naar werkadres;Noord-Holland (PV);2011;0.02;0.61;0.98;26.24;42.12;8.0;213.0;5.7
3794;Totaal;Auto (passagier);Van en naar werkadres;Noord-Holland (PV);2012;0.02;0.62;0.71;32.7;37.45;7.0;217.0;4.1
3795;Totaal;Auto (passagier);Van en naar werkadres;Noord-Holland (PV);2013;;;;;;;;
3796;Totaal;Auto (passagier);Van en naar werkadres;Noord-Holland (PV);2014;;;;;;;;
3797;Totaal;Auto (passagier);Van en naar werkadres;Noord-Holland (PV);2015;0.02;0.41;0.59;22.44;32.67;6.0;142.0;3.4
3798;Totaal;Auto (passagier);Van en naar werkadres;Noord-Holland (PV);2016;0.02;0.57;0.68;29.45;35.21;7.0;198.0;3.9
3799;Totaal;Auto (passagier);Van en naar werkadres;Noord-Holland (PV);2017;0.02;0.43;0.55;27.64;35.65;5.0;148.0;3.2
3800;Totaal;Auto (passagier);Van en naar werkadres;Zuid-Holland (PV);2010;0.03;0.59;0.99;19.48;32.68;11.0;205.0;5.7
3801;Totaal;Auto (passagier);Van en naar werkadres;Zuid-Holland (PV);2011;0.02;0.36;0.51;21.79;31.05;6.0;124.0;3.0
3802;Totaal;Auto (passagier);Van en naar werkadres;Zuid-Holland (PV);2012;0.02;0.38;0.56;18.51;27.03;7.0;134.0;3.3
3803;Totaal;Auto (passagier);Van en naar werkadres;Zuid-Holland (PV);2013;0.02;0.36;0.55;21.42;33.1;6.0;125.0;3.2
3804;Totaal;Auto (passagier);Van en naar werkadres;Zuid-Holland (PV);2014;0.02;0.48;0.58;31.09;37.63;5.0;167.0;3.4
3805;Totaal;Auto (passagier);Van en naar werkadres;Zuid-Holland (PV);2015;0.01;0.23;0.39;16.54;28.18;5.0;81.0;2.3
3806;Totaal;Auto (passagier);Van en naar werkadres;Zuid-Holland (PV);2016;0.02;0.5;0.82;28.56;47.38;6.0;174.0;4.8
3807;Totaal;Auto (passagier);Van en naar werkadres;Zuid-Holland (PV);2017;0.02;0.57;0.92;34.43;55.38;6.0;199.0;5.3
3808;Totaal;Auto (passagier);Van en naar werkadres;Zeeland (PV);2010;0.03;0.7;0.71;27.7;28.01;9.0;245.0;4.1
3809;Totaal;Auto (passagier);Van en naar werkadres;Zeeland (PV);2011;;;;;;;;
3810;Totaal;Auto (passagier);Van en naar werkadres;Zeeland (PV);2012;;;;;;;;
3811;Totaal;Auto (passagier);Van en naar werkadres;Zeeland (PV);2013;;;;;;;;
3812;Totaal;Auto (passagier);Van en naar werkadres;Zeeland (PV);2014;;;;;;;;
