ID;Bussen;LeeftijdVoertuig;Perioden;TotaalKilometersInNederland_1;KilometersDoorNederlandseVoertuigen_2;KilometersDoorBuitenlandseVoertuigen_3;TotaalKilometers_4;KilometersInNederland_5;KilometersInHetBuitenland_6;TotaalGemiddeldJaarkilometrage_7;GemiddeldJaarkilometrageInNederland_8;GemiddeldJaarkilometrageInBuitenland_9;NederlandseBussenInGebruik_10
56;Totaal;Jonger dan 3 jaar;2015;121.2;115.8;5.4;133.7;115.8;17.9;83381.0;72200.0;11181.0;1604.0
57;Totaal;Jonger dan 3 jaar;2016;108.4;;;121.5;;;65888.0;;;1844.0
58;Totaal;Jonger dan 3 jaar;2017;133.5;;;147.4;;;70167.0;;;2101.0
59;Totaal;Jonger dan 3 jaar;2018;173.2;;;187.2;;;80289.0;;;2331.0
60;Totaal;Jonger dan 3 jaar;2019;146.8;;;161.2;;;67028.0;;;2405.0
61;Totaal;Jonger dan 3 jaar;2020;107.4;;;111.8;;;51844.0;;;2156.0
62;Totaal;3 tot 5 jaar;1990;;;;;;;;;;
63;Totaal;3 tot 5 jaar;1991;;;;;;;;;;
64;Totaal;3 tot 5 jaar;1992;;;;;;;;;;
65;Totaal;3 tot 5 jaar;1993;;;;;;;;;;
66;Totaal;3 tot 5 jaar;1994;;;;;;;;;;
67;Totaal;3 tot 5 jaar;1995;;;;;;;;;;
68;Totaal;3 tot 5 jaar;1996;;;;;;;;;;
69;Totaal;3 tot 5 jaar;1997;;;;;;;;;;
70;Totaal;3 tot 5 jaar;1998;;;;;;;;;;
71;Totaal;3 tot 5 jaar;1999;;;;;;;;;;
72;Totaal;3 tot 5 jaar;2000;;;;;;;;;;
73;Totaal;3 tot 5 jaar;2001;55.5;51.7;3.8;66.2;51.7;14.5;64545.0;50388.0;14158.0;1026.0
74;Totaal;3 tot 5 jaar;2002;83.5;78.4;5.1;98.0;78.4;19.6;71666.0;57364.0;14302.0;1367.0
75;Totaal;3 tot 5 jaar;2003;117.7;112.6;5.1;134.2;112.6;21.7;75331.0;63175.0;12157.0;1782.0
76;Totaal;3 tot 5 jaar;2004;118.4;113.2;5.1;134.1;113.2;20.9;75499.0;63757.0;11741.0;1776.0
77;Totaal;3 tot 5 jaar;2005;89.7;84.9;4.8;104.7;84.9;19.8;72592.0;58848.0;13744.0;1442.0
78;Totaal;3 tot 5 jaar;2006;104.9;99.6;5.3;119.7;99.6;20.1;75902.0;63167.0;12735.0;1577.0
79;Totaal;3 tot 5 jaar;2007;133.5;128.6;4.9;147.8;128.6;19.2;81034.0;70501.0;10534.0;1824.0
80;Totaal;3 tot 5 jaar;2008;163.6;159.1;4.6;177.4;159.1;18.3;84762.0;75996.0;8766.0;2093.0
81;Totaal;3 tot 5 jaar;2009;155.1;151.2;3.9;167.3;151.2;16.1;86400.0;78091.0;8309.0;1936.0
82;Totaal;3 tot 5 jaar;2010;151.0;147.2;3.8;162.6;147.2;15.5;84262.0;76257.0;8005.0;1930.0
83;Totaal;3 tot 5 jaar;2011;177.5;172.6;4.9;191.1;172.6;18.5;81219.0;73346.0;7874.0;2353.0
84;Totaal;3 tot 5 jaar;2012;170.7;165.4;5.3;184.4;165.4;19.0;77369.0;69409.0;7960.0;2383.0
85;Totaal;3 tot 5 jaar;2013;140.6;136.0;4.5;151.7;136.0;15.6;80422.0;72129.0;8292.0;1886.0
86;Totaal;3 tot 5 jaar;2014;99.7;96.3;3.4;107.3;96.3;11.0;81398.0;73039.0;8358.0;1318.0
87;Totaal;3 tot 5 jaar;2015;109.0;105.6;3.4;116.1;105.6;10.5;85458.0;77722.0;7735.0;1359.0
88;Totaal;3 tot 5 jaar;2016;109.2;;;116.3;;;85652.0;;;1358.0
89;Totaal;3 tot 5 jaar;2017;102.0;;;108.2;;;85738.0;;;1262.0
90;Totaal;3 tot 5 jaar;2018;85.5;;;92.8;;;91154.0;;;1018.0
91;Totaal;3 tot 5 jaar;2019;99.5;;;109.1;;;90700.0;;;1203.0
92;Totaal;3 tot 5 jaar;2020;119.6;;;122.9;;;70614.0;;;1741.0
93;Totaal;5 tot 9 jaar;1990;;;;;;;;;;
94;Totaal;5 tot 9 jaar;1991;;;;;;;;;;
95;Totaal;5 tot 9 jaar;1992;;;;;;;;;;
96;Totaal;5 tot 9 jaar;1993;;;;;;;;;;
97;Totaal;5 tot 9 jaar;1994;;;;;;;;;;
98;Totaal;5 tot 9 jaar;1995;;;;;;;;;;
99;Totaal;5 tot 9 jaar;1996;;;;;;;;;;
100;Totaal;5 tot 9 jaar;1997;;;;;;;;;;
101;Totaal;5 tot 9 jaar;1998;;;;;;;;;;
102;Totaal;5 tot 9 jaar;1999;;;;;;;;;;
103;Totaal;5 tot 9 jaar;2000;;;;;;;;;;
104;Totaal;5 tot 9 jaar;2001;119.1;111.6;7.5;140.1;111.6;28.4;60246.0;48017.0;12228.0;2325.0
105;Totaal;5 tot 9 jaar;2002;105.3;98.2;7.1;125.8;98.2;27.5;61190.0;47799.0;13391.0;2055.0
106;Totaal;5 tot 9 jaar;2003;102.9;96.9;6.0;123.0;96.9;26.1;58319.0;45962.0;12357.0;2109.0
107;Totaal;5 tot 9 jaar;2004;114.1;107.7;6.4;134.8;107.7;27.2;61316.0;48961.0;12355.0;2199.0
108;Totaal;5 tot 9 jaar;2005;152.0;144.6;7.3;174.4;144.6;29.8;65745.0;54510.0;11235.0;2653.0
109;Totaal;5 tot 9 jaar;2006;164.5;156.2;8.4;188.1;156.2;31.9;64874.0;53864.0;11010.0;2899.0
110;Totaal;5 tot 9 jaar;2007;174.6;166.2;8.4;200.5;166.2;34.3;65875.0;54597.0;11278.0;3043.0
111;Totaal;5 tot 9 jaar;2008;178.2;170.5;7.6;203.8;170.5;33.2;65441.0;54775.0;10667.0;3114.0
112;Totaal;5 tot 9 jaar;2009;180.6;173.8;6.8;204.0;173.8;30.2;66275.0;56449.0;9826.0;3078.0
113;Totaal;5 tot 9 jaar;2010;212.7;206.5;6.1;232.3;206.5;25.8;68217.0;60630.0;7588.0;3406.0
114;Totaal;5 tot 9 jaar;2011;225.5;219.2;6.3;243.2;219.2;24.0;70870.0;63889.0;6981.0;3431.0
115;Totaal;5 tot 9 jaar;2012;246.5;239.8;6.7;263.3;239.8;23.5;72387.0;65935.0;6451.0;3637.0
116;Totaal;5 tot 9 jaar;2013;263.1;256.0;7.1;280.0;256.0;24.0;70592.0;64548.0;6044.0;3966.0
117;Totaal;5 tot 9 jaar;2014;267.2;259.7;7.5;282.8;259.7;23.1;72487.0;66564.0;5922.0;3902.0
118;Totaal;5 tot 9 jaar;2015;269.2;262.0;7.2;284.0;262.0;22.0;72711.0;67067.0;5644.0;3906.0
119;Totaal;5 tot 9 jaar;2016;237.8;;;251.0;;;74902.0;;;3351.0
120;Totaal;5 tot 9 jaar;2017;217.4;;;227.4;;;75457.0;;;3014.0
121;Totaal;5 tot 9 jaar;2018;189.7;;;198.8;;;76626.0;;;2594.0
122;Totaal;5 tot 9 jaar;2019;185.4;;;194.7;;;78018.0;;;2496.0
123;Totaal;5 tot 9 jaar;2020;140.1;;;143.7;;;64421.0;;;2231.0
124;Totaal;9 tot 13 jaar;1990;;;;;;;;;;
125;Totaal;9 tot 13 jaar;1991;;;;;;;;;;
126;Totaal;9 tot 13 jaar;1992;;;;;;;;;;
127;Totaal;9 tot 13 jaar;1993;;;;;;;;;;
128;Totaal;9 tot 13 jaar;1994;;;;;;;;;;
129;Totaal;9 tot 13 jaar;1995;;;;;;;;;;
130;Totaal;9 tot 13 jaar;1996;;;;;;;;;;
131;Totaal;9 tot 13 jaar;1997;;;;;;;;;;
132;Totaal;9 tot 13 jaar;1998;;;;;;;;;;
133;Totaal;9 tot 13 jaar;1999;;;;;;;;;;
134;Totaal;9 tot 13 jaar;2000;;;;;;;;;;
135;Totaal;9 tot 13 jaar;2001;230.6;222.4;8.2;251.2;222.4;28.7;62592.0;55431.0;7161.0;4013.0
136;Totaal;9 tot 13 jaar;2002;202.3;195.5;6.8;219.7;195.5;24.1;62329.0;55481.0;6848.0;3524.0
137;Totaal;9 tot 13 jaar;2003;131.8;127.0;4.8;146.7;127.0;19.7;55744.0;48250.0;7494.0;2632.0
138;Totaal;9 tot 13 jaar;2004;94.9;90.8;4.0;107.3;90.8;16.4;51566.0;43677.0;7889.0;2080.0
139;Totaal;9 tot 13 jaar;2005;77.1;72.9;4.2;90.2;72.9;17.3;45936.0;37116.0;8820.0;1964.0
140;Totaal;9 tot 13 jaar;2006;53.0;49.1;3.9;64.6;49.1;15.5;39850.0;30268.0;9582.0;1621.0
141;Totaal;9 tot 13 jaar;2007;55.2;51.6;3.6;66.8;51.6;15.2;41414.0;31986.0;9429.0;1614.0
142;Totaal;9 tot 13 jaar;2008;66.4;62.9;3.5;78.7;62.9;15.8;43703.0;34917.0;8786.0;1801.0
143;Totaal;9 tot 13 jaar;2009;82.9;79.2;3.7;95.7;79.2;16.5;44905.0;37169.0;7735.0;2132.0
144;Totaal;9 tot 13 jaar;2010;81.8;78.4;3.4;93.5;78.4;15.1;42254.0;35411.0;6842.0;2214.0
145;Totaal;9 tot 13 jaar;2011;73.7;70.0;3.7;84.8;70.0;14.9;42805.0;35306.0;7499.0;1982.0
146;Totaal;9 tot 13 jaar;2012;85.4;81.8;3.6;95.5;81.8;13.7;45508.0;38991.0;6517.0;2098.0
147;Totaal;9 tot 13 jaar;2013;78.6;75.2;3.3;87.2;75.2;12.0;44097.0;38033.0;6064.0;1978.0
148;Totaal;9 tot 13 jaar;2014;94.5;91.0;3.5;102.2;91.0;11.2;49519.0;44080.0;5439.0;2064.0
149;Totaal;9 tot 13 jaar;2015;100.7;97.5;3.2;107.5;97.5;10.1;49448.0;44806.0;4642.0;2175.0
150;Totaal;9 tot 13 jaar;2016;120.0;;;126.3;;;57776.0;;;2186.0
151;Totaal;9 tot 13 jaar;2017;160.7;;;166.6;;;59997.0;;;2777.0
152;Totaal;9 tot 13 jaar;2018;170.0;;;176.5;;;57934.0;;;3046.0
153;Totaal;9 tot 13 jaar;2019;164.4;;;172.3;;;55927.0;;;3080.0
154;Totaal;9 tot 13 jaar;2020;106.4;;;108.9;;;41340.0;;;2634.0
155;Totaal;13 jaar of ouder;1990;;;;;;;;;;
156;Totaal;13 jaar of ouder;1991;;;;;;;;;;
157;Totaal;13 jaar of ouder;1992;;;;;;;;;;
158;Totaal;13 jaar of ouder;1993;;;;;;;;;;
159;Totaal;13 jaar of ouder;1994;;;;;;;;;;
160;Totaal;13 jaar of ouder;1995;;;;;;;;;;
161;Totaal;13 jaar of ouder;1996;;;;;;;;;;
162;Totaal;13 jaar of ouder;1997;;;;;;;;;;
163;Totaal;13 jaar of ouder;1998;;;;;;;;;;
164;Totaal;13 jaar of ouder;1999;;;;;;;;;;
165;Totaal;13 jaar of ouder;2000;;;;;;;;;;
166;Totaal;13 jaar of ouder;2001;67.7;63.2;4.5;80.5;63.2;17.4;30400.0;23843.0;6557.0;2649.0
167;Totaal;13 jaar of ouder;2002;100.1;95.2;4.9;113.6;95.2;18.4;37818.0;31696.0;6122.0;3005.0
168;Totaal;13 jaar of ouder;2003;136.9;132.0;4.9;151.9;132.0;19.9;40148.0;34899.0;5249.0;3782.0
169;Totaal;13 jaar of ouder;2004;128.2;122.9;5.3;144.5;122.9;21.6;34826.0;29618.0;5208.0;4149.0
170;Totaal;13 jaar of ouder;2005;100.6;95.9;4.7;114.8;95.9;18.8;30781.0;25730.0;5051.0;3729.0
171;Totaal;13 jaar of ouder;2006;70.3;66.0;4.3;82.6;66.0;16.6;24860.0;19856.0;5004.0;3324.0
172;Totaal;13 jaar of ouder;2007;54.0;50.0;3.9;66.7;50.0;16.6;22579.0;16952.0;5627.0;2952.0
173;Totaal;13 jaar of ouder;2008;41.8;38.1;3.8;55.6;38.1;17.5;21959.0;15040.0;6919.0;2530.0
174;Totaal;13 jaar of ouder;2009;28.5;25.8;2.7;38.9;25.8;13.1;17714.0;11744.0;5970.0;2195.0
175;Totaal;13 jaar of ouder;2010;24.3;21.9;2.4;33.1;21.9;11.2;15815.0;10475.0;5340.0;2095.0
176;Totaal;13 jaar of ouder;2011;29.6;27.0;2.6;37.7;27.0;10.7;17144.0;12265.0;4878.0;2200.0
177;Totaal;13 jaar of ouder;2012;27.6;25.1;2.5;34.9;25.1;9.8;16702.0;12001.0;4701.0;2089.0
178;Totaal;13 jaar of ouder;2013;28.5;26.0;2.6;35.7;26.0;9.8;16401.0;11921.0;4480.0;2178.0
179;Totaal;13 jaar of ouder;2014;26.7;24.3;2.4;32.8;24.3;8.4;16699.0;12395.0;4304.0;1962.0
180;Totaal;13 jaar of ouder;2015;22.9;20.5;2.4;28.9;20.5;8.4;15073.0;10679.0;4393.0;1918.0
181;Totaal;13 jaar of ouder;2016;35.9;;;41.6;;;19546.0;;;2130.0
182;Totaal;13 jaar of ouder;2017;40.8;;;46.0;;;21041.0;;;2184.0
183;Totaal;13 jaar of ouder;2018;46.5;;;51.2;;;21635.0;;;2365.0
184;Totaal;13 jaar of ouder;2019;42.5;;;47.1;;;20807.0;;;2265.0
185;Totaal;13 jaar of ouder;2020;34.2;;;35.9;;;15540.0;;;2309.0
186;Touringcar;Totaal;1990;150.0;133.0;17.0;241.0;133.0;108.0;;;;
187;Touringcar;Totaal;1991;138.0;121.0;17.0;219.0;121.0;98.0;;;;
188;Touringcar;Totaal;1992;137.0;120.0;18.0;216.0;120.0;97.0;;;;
189;Touringcar;Totaal;1993;121.0;106.0;16.0;234.0;106.0;129.0;;;;
190;Touringcar;Totaal;1994;116.0;99.0;18.0;233.0;99.0;135.0;;;;
191;Touringcar;Totaal;1995;151.0;132.0;20.0;265.0;132.0;134.0;;;;
192;Touringcar;Totaal;1996;148.0;130.0;19.0;261.0;130.0;132.0;;;;
193;Touringcar;Totaal;1997;134.0;115.0;19.0;243.0;115.0;128.0;;;;
194;Touringcar;Totaal;1998;151.0;122.0;30.0;247.0;122.0;125.0;;;;
195;Touringcar;Totaal;1999;164.0;135.0;29.0;260.0;135.0;125.0;;;;
196;Touringcar;Totaal;2000;186.0;156.0;30.0;273.0;156.0;118.0;;;;
197;Touringcar;Totaal;2001;195.7;167.2;28.5;281.3;167.2;114.1;46535.0;27656.0;18879.0;6044.0
198;Touringcar;Totaal;2002;180.2;151.9;28.3;267.2;151.9;115.2;43717.0;24860.0;18857.0;6111.0
199;Touringcar;Totaal;2003;166.8;143.0;23.8;253.3;143.0;110.3;41885.0;23653.0;18233.0;6047.0
200;Touringcar;Totaal;2004;166.9;142.6;24.2;251.9;142.6;109.3;41052.0;23247.0;17805.0;6136.0
201;Touringcar;Totaal;2005;165.2;140.9;24.3;247.9;140.9;107.1;41310.0;23472.0;17838.0;6002.0
202;Touringcar;Totaal;2006;161.9;136.5;25.4;240.9;136.5;104.4;40560.0;22985.0;17576.0;5940.0
203;Touringcar;Totaal;2007;162.0;138.3;23.7;242.6;138.3;104.4;40965.0;23347.0;17618.0;5923.0
204;Touringcar;Totaal;2008;162.6;140.2;22.3;246.7;140.2;106.5;41334.0;23493.0;17840.0;5968.0
205;Touringcar;Totaal;2009;156.1;135.9;20.2;234.8;135.9;98.9;39922.0;23107.0;16815.0;5881.0
206;Touringcar;Totaal;2010;150.2;131.4;18.8;221.7;131.4;90.3;37875.0;22446.0;15429.0;5854.0
207;Touringcar;Totaal;2011;147.5;126.7;20.8;213.8;126.7;87.0;37504.0;22236.0;15268.0;5700.0
208;Touringcar;Totaal;2012;151.1;131.0;20.1;212.1;131.0;81.1;38773.0;23941.0;14832.0;5470.0
209;Touringcar;Totaal;2013;139.0;119.4;19.6;195.2;119.4;75.8;38356.0;23457.0;14899.0;5090.0
210;Touringcar;Totaal;2014;139.3;120.2;19.1;188.1;120.2;67.9;39961.0;25537.0;14425.0;4707.0
211;Touringcar;Totaal;2015;143.4;125.0;18.4;190.8;125.0;65.8;40158.0;26315.0;13843.0;4750.0
212;Touringcar;Totaal;2016;147.2;;;192.2;;;40844.0;;;4705.0
213;Touringcar;Totaal;2017;158.7;;;200.3;;;41986.0;;;4770.0
214;Touringcar;Totaal;2018;165.3;;;207.3;;;42682.0;;;4856.0
215;Touringcar;Totaal;2019;153.8;;;200.1;;;41795.0;;;4787.0
216;Touringcar;Totaal;2020;60.5;;;76.9;;;17018.0;;;4520.0
217;Touringcar;Jonger dan 3 jaar;1990;;;;;;;;;;
218;Touringcar;Jonger dan 3 jaar;1991;;;;;;;;;;
219;Touringcar;Jonger dan 3 jaar;1992;;;;;;;;;;
220;Touringcar;Jonger dan 3 jaar;1993;;;;;;;;;;
221;Touringcar;Jonger dan 3 jaar;1994;;;;;;;;;;
222;Touringcar;Jonger dan 3 jaar;1995;;;;;;;;;;
223;Touringcar;Jonger dan 3 jaar;1996;;;;;;;;;;
224;Touringcar;Jonger dan 3 jaar;1997;;;;;;;;;;
225;Touringcar;Jonger dan 3 jaar;1998;;;;;;;;;;
226;Touringcar;Jonger dan 3 jaar;1999;;;;;;;;;;
227;Touringcar;Jonger dan 3 jaar;2000;;;;;;;;;;
228;Touringcar;Jonger dan 3 jaar;2001;48.8;41.7;7.1;70.2;41.7;28.5;61096.0;36310.0;24786.0;1149.0
229;Touringcar;Jonger dan 3 jaar;2002;45.6;38.5;7.2;67.7;38.5;29.2;59265.0;33702.0;25563.0;1142.0
230;Touringcar;Jonger dan 3 jaar;2003;40.3;34.6;5.8;61.2;34.6;26.6;60769.0;34317.0;26453.0;1007.0
231;Touringcar;Jonger dan 3 jaar;2004;40.7;34.8;5.9;61.5;34.8;26.7;60470.0;34243.0;26228.0;1017.0
232;Touringcar;Jonger dan 3 jaar;2005;37.5;32.0;5.5;56.4;32.0;24.3;60659.0;34466.0;26193.0;929.0
233;Touringcar;Jonger dan 3 jaar;2006;35.7;30.1;5.6;53.2;30.1;23.0;60336.0;34191.0;26145.0;881.0
234;Touringcar;Jonger dan 3 jaar;2007;34.0;29.0;5.0;50.9;29.0;21.9;59373.0;33838.0;25535.0;857.0
235;Touringcar;Jonger dan 3 jaar;2008;37.8;32.6;5.2;57.3;32.6;24.7;59277.0;33692.0;25585.0;967.0
236;Touringcar;Jonger dan 3 jaar;2009;41.0;35.7;5.3;61.7;35.7;26.0;58228.0;33702.0;24526.0;1060.0
237;Touringcar;Jonger dan 3 jaar;2010;43.3;37.9;5.4;63.9;37.9;26.0;56231.0;33324.0;22907.0;1136.0
238;Touringcar;Jonger dan 3 jaar;2011;38.9;33.4;5.5;56.4;33.4;23.0;59156.0;35074.0;24082.0;953.0
239;Touringcar;Jonger dan 3 jaar;2012;35.4;30.6;4.7;49.6;30.6;19.0;65123.0;40211.0;24912.0;762.0
240;Touringcar;Jonger dan 3 jaar;2013;31.9;27.4;4.5;44.7;27.4;17.4;63912.0;39086.0;24826.0;700.0
241;Touringcar;Jonger dan 3 jaar;2014;34.7;29.9;4.8;46.8;29.9;16.9;72223.0;46153.0;26070.0;648.0
242;Touringcar;Jonger dan 3 jaar;2015;37.9;33.0;4.9;50.4;33.0;17.4;76804.0;50328.0;26476.0;656.0
243;Touringcar;Jonger dan 3 jaar;2016;42.8;;;55.8;;;75880.0;;;736.0
244;Touringcar;Jonger dan 3 jaar;2017;53.3;;;67.2;;;79302.0;;;848.0
245;Touringcar;Jonger dan 3 jaar;2018;55.5;;;69.6;;;76280.0;;;913.0
246;Touringcar;Jonger dan 3 jaar;2019;48.2;;;62.7;;;69946.0;;;897.0
247;Touringcar;Jonger dan 3 jaar;2020;16.9;;;21.4;;;30945.0;;;693.0
248;Touringcar;3 tot 5 jaar;1990;;;;;;;;;;
249;Touringcar;3 tot 5 jaar;1991;;;;;;;;;;
250;Touringcar;3 tot 5 jaar;1992;;;;;;;;;;
251;Touringcar;3 tot 5 jaar;1993;;;;;;;;;;
252;Touringcar;3 tot 5 jaar;1994;;;;;;;;;;
253;Touringcar;3 tot 5 jaar;1995;;;;;;;;;;
254;Touringcar;3 tot 5 jaar;1996;;;;;;;;;;
255;Touringcar;3 tot 5 jaar;1997;;;;;;;;;;
256;Touringcar;3 tot 5 jaar;1998;;;;;;;;;;
257;Touringcar;3 tot 5 jaar;1999;;;;;;;;;;
258;Touringcar;3 tot 5 jaar;2000;;;;;;;;;;
259;Touringcar;3 tot 5 jaar;2001;24.4;20.8;3.5;35.0;20.8;14.2;60254.0;35809.0;24444.0;581.0
260;Touringcar;3 tot 5 jaar;2002;29.7;25.1;4.7;44.1;25.1;19.0;61815.0;35151.0;26663.0;713.0
261;Touringcar;3 tot 5 jaar;2003;31.5;27.0;4.5;47.7;27.0;20.8;58944.0;33286.0;25658.0;810.0
262;Touringcar;3 tot 5 jaar;2004;30.4;26.0;4.4;46.0;26.0;19.9;61134.0;34619.0;26515.0;752.0
263;Touringcar;3 tot 5 jaar;2005;29.6;25.3;4.4;44.4;25.3;19.2;64502.0;36650.0;27852.0;689.0
264;Touringcar;3 tot 5 jaar;2006;29.9;25.2;4.7;44.5;25.2;19.3;66260.0;37548.0;28712.0;672.0
265;Touringcar;3 tot 5 jaar;2007;28.2;24.1;4.1;42.2;24.1;18.2;66287.0;37778.0;28508.0;637.0
266;Touringcar;3 tot 5 jaar;2008;26.0;22.4;3.6;39.4;22.4;17.0;63977.0;36364.0;27614.0;616.0
267;Touringcar;3 tot 5 jaar;2009;23.5;20.5;3.0;35.3;20.5;14.9;63332.0;36656.0;26675.0;558.0
268;Touringcar;3 tot 5 jaar;2010;23.8;20.8;3.0;35.1;20.8;14.3;62389.0;36973.0;25415.0;562.0
269;Touringcar;3 tot 5 jaar;2011;28.9;24.8;4.1;41.8;24.8;17.0;61168.0;36267.0;24902.0;684.0
