ID;StandenEnBeroepOpDeKapitaalmarkt;Perioden;TotaalObligaties_1;TotaalGewoneObligaties_2;Overheid_3;FinancieleInstellingenEuro_4;FinancieleInstEuroGarantieOverheid_5;FinancieleInstellingenUSD_6;FinancieleInstUSDGarantieOverheid_7;FinancieleInstellingenOverigeValuta_8;NietFinancieleInstellingenEuro_9;NietFinancieleInstellingenUSD_10;NietFinancieleInstOverigeValuta_11;DutchTreasuryCertificates_12;Grootboekobligaties_13;TotaalObligatiesOptieConstructieGar_14;FinancieleInstellingenEuro_15;FinancieleInstellingenUSD_16;FinancieleInstellingenOverigeValuta_17;TotaalOblOptieConstructieZonderGar_18;FinancieleInstellingenEuro_19;FinancieleInstellingenUSD_20;FinancieleInstellingenOverigeValuta_21;TotaalAssetBackedSecurities_22;FinancieleInstellingenEuro_23;FinancieleInstellingenUSD_24;FinancieleInstellingenOverigeValuta_25;TotaalConverteerbareObligaties_26;FinancieleInstellingenEuro_27;FinancieleInstellingenUSD_28;FinancieleInstellingenOverigeValuta_29;NietFinancieleInstellingenEuro_30;NietFinancieleInstellingenUSD_31;NietFinancieleInstOverigeValuta_32;TotaalReverseConvertibleObligaties_33;FinancieleInstellingenEuro_34;FinancieleInstellingenUSD_35;FinancieleInstellingenOverigeValuta_36;TotaalFloatingRateObligaties_37;FinancieleInstellingenEuro_38;FinancieleInstEuroGarantieOverheid_39;FinancieleInstellingenUSD_40;FinancieleInstUSDGarantieOverheid_41;FinancieleInstellingenOverigeValuta_42;FinancieleInstOvValGarOverheid_43;NietFinancieleInstellingenEuro_44;NietFinancieleInstellingenUSD_45;NietFinancieleInstOverigeValuta_46;TotaalOverigeObligaties_47;FinancieleInstellingenEuro_48;FinancieleInstellingenUSD_49;FinancieleInstellingenOverigeValuta_50;NietFinancieleInstellingenEuro_51;NietFinancieleInstellingenUSD_52;NietFinancieleInstOverigeValuta_53
10;Openbare emissie;2007 november;12791;5451;2620;0;0;0;0;198;2634;0;0;3910;0;236;236;0;0;65;65;0;0;3027;3027;0;0;0;0;0;0;0;0;0;102;102;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
11;Openbare emissie;2007 december;43959;29;0;0;0;0;0;29;0;0;0;0;0;201;191;10;0;217;217;0;0;43502;43502;0;0;0;0;0;0;0;0;0;10;10;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
12;Openbare emissie;2008 januari;17143;6409;3223;1597;0;1007;0;582;0;0;0;8620;0;142;142;0;0;20;20;0;0;1840;1840;0;0;26;26;0;0;0;0;0;0;0;0;0;86;18;0;68;0;0;0;0;0;0;0;0;0;0;0;0;0
13;Openbare emissie;2008 februari;14517;8063;6465;1246;0;0;0;351;0;0;0;5295;0;287;287;0;0;0;0;0;0;807;807;0;0;0;0;0;0;0;0;0;66;66;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
14;Openbare emissie;2008 maart;7483;757;0;125;0;632;0;0;0;0;0;4220;0;248;248;0;0;0;0;0;0;1168;1168;0;0;0;0;0;0;0;0;0;106;106;0;0;984;984;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
15;Openbare emissie;2008 april;13151;6867;3187;1828;0;638;0;365;849;0;0;4580;0;90;90;0;0;51;51;0;0;0;0;0;0;0;0;0;0;0;0;0;25;25;0;0;0;0;0;0;0;0;0;0;0;0;1539;1539;0;0;0;0;0
16;Openbare emissie;2008 mei;15229;1004;0;129;0;0;0;126;749;0;0;4490;0;515;515;0;0;0;0;0;0;2900;2900;0;0;0;0;0;0;0;0;0;51;51;0;0;6044;5038;0;0;0;1006;0;0;0;0;225;225;0;0;0;0;0
17;Openbare emissie;2008 juni;18778;4834;1885;2230;0;642;0;0;77;0;0;4190;0;129;129;0;0;39;39;0;0;7714;7714;0;0;0;0;0;0;0;0;0;30;30;0;0;1444;1000;0;0;0;444;0;0;0;0;398;0;84;314;0;0;0
18;Openbare emissie;2008 juli;9992;2444;2003;440;0;0;0;0;0;0;0;6990;0;150;150;0;0;73;73;0;0;150;150;0;0;0;0;0;0;0;0;0;46;46;0;0;140;140;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
19;Openbare emissie;2008 augustus;12786;4703;0;0;0;0;0;350;0;0;563;4140;0;53;40;13;0;0;0;0;0;381;381;0;0;0;0;0;0;0;0;0;15;15;0;0;3495;3495;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
20;Openbare emissie;2008 september;9844;4950;2048;997;0;877;0;0;1029;0;0;4520;0;75;75;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;25;25;0;0;120;120;0;0;0;0;0;0;0;0;153;0;153;0;0;0;0
21;Openbare emissie;2008 oktober;38635;1729;0;0;0;732;0;0;997;0;0;36690;0;185;185;0;0;0;0;0;0;30;30;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
22;Openbare emissie;2008 november;37859;8999;7301;268;0;732;0;0;697;0;0;27140;0;20;20;0;0;0;0;0;0;1700;1700;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
23;Openbare emissie;2008 december;58282;7674;2892;1395;2736;14;0;119;518;0;0;20810;0;40;40;0;0;10;10;0;0;29720;29720;0;0;0;0;0;0;0;0;0;19;19;0;0;0;0;0;0;0;0;0;0;0;0;8;0;8;0;0;0;0
24;Openbare emissie;2009 januari;42035;16165;6161;7158;2094;752;0;0;0;0;0;25560;0;20;20;0;0;0;0;0;0;280;280;0;0;0;0;0;0;0;0;0;10;10;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
25;Openbare emissie;2009 februari;32119;18100;7533;1577;2747;790;3896;71;1487;0;0;12950;0;10;10;0;0;89;89;0;0;128;128;0;0;0;0;0;0;0;0;0;10;10;0;0;831;0;50;0;781;0;0;0;0;0;0;0;0;0;0;0;0
26;Openbare emissie;2009 maart;34807;12880;4574;0;5579;0;1266;220;1241;0;0;13830;0;20;20;0;0;75;75;0;0;8002;8002;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
27;Openbare emissie;2009 april;32204;13650;3756;2814;6890;0;191;0;0;0;0;17180;0;12;12;0;0;60;60;0;0;750;750;0;0;0;0;0;0;0;0;0;0;0;0;0;552;0;0;0;0;0;552;0;0;0;0;0;0;0;0;0;0
28;Openbare emissie;2009 mei;49471;13096;3562;3451;3987;0;1876;219;0;0;0;14810;0;259;256;3;0;25;25;0;0;20931;20931;0;0;0;0;0;0;0;0;0;0;0;0;0;350;0;350;0;0;0;0;0;0;0;0;0;0;0;0;0;0
29;Openbare emissie;2009 juni;22093;6058;4037;448;0;1055;0;198;0;319;0;11950;0;105;105;0;0;50;50;0;0;371;371;0;0;0;0;0;0;0;0;0;0;0;0;0;1523;20;1450;0;53;0;0;0;0;0;2036;0;2036;0;0;0;0
30;Openbare emissie;2009 juli;33039;7618;7489;0;0;50;0;79;0;0;0;23210;0;108;101;7;0;0;0;0;0;1999;1999;0;0;0;0;0;0;0;0;0;0;0;0;0;103;50;0;0;53;0;0;0;0;0;0;0;0;0;0;0;0
31;Openbare emissie;2009 augustus;15652;647;0;569;0;0;0;77;0;0;0;14580;0;15;15;0;0;0;0;0;0;400;400;0;0;0;0;0;0;0;0;0;10;10;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
32;Openbare emissie;2009 september;25078;6723;5079;0;0;0;0;0;699;0;945;16230;0;127;123;4;0;0;0;0;0;1992;1992;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;7;0;7;0;0;0;0
33;Openbare emissie;2009 oktober;25229;6093;3148;2694;0;0;0;50;200;0;0;14750;0;197;197;0;0;55;55;0;0;3949;3949;0;0;0;0;0;0;0;0;0;10;10;0;0;50;50;0;0;0;0;0;0;0;0;125;118;7;0;0;0;0
34;Openbare emissie;2009 november;23650;7467;4164;1097;0;0;1861;344;0;0;0;12910;0;40;40;0;0;0;0;0;0;2102;2102;0;0;0;0;0;0;0;0;0;0;0;0;0;946;269;0;338;338;0;0;0;0;0;186;99;87;0;0;0;0
35;Openbare emissie;2009 december;17756;2955;0;425;0;0;1324;1205;0;0;0;12020;0;60;60;0;0;0;0;0;0;1624;1624;0;0;0;0;0;0;0;0;0;16;16;0;0;1082;349;0;69;663;0;0;0;0;0;0;0;0;0;0;0;0
36;Openbare emissie;2010 januari;33070;13256;6024;5933;0;687;0;611;0;0;0;14070;0;113;113;0;0;10;10;0;0;5495;5495;0;0;0;0;0;0;0;0;0;18;18;0;0;109;109;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
37;Openbare emissie;2010 februari;29298;15481;10349;3994;0;0;0;144;995;0;0;10900;0;30;30;0;0;76;76;0;0;0;0;0;0;0;0;0;0;0;0;0;3;3;0;0;2249;2202;0;46;0;0;0;0;0;0;559;59;0;0;500;0;0
38;Openbare emissie;2010 maart;31978;10585;4527;4654;0;882;0;522;0;0;0;11500;0;30;30;0;0;0;0;0;0;9391;9391;0;0;0;0;0;0;0;0;0;0;0;0;0;472;449;0;15;0;8;0;0;0;0;0;0;0;0;0;0;0
39;Openbare emissie;2010 april;20320;7420;4907;2332;0;0;0;181;0;0;0;7180;0;75;75;0;0;0;0;0;0;5360;5360;0;0;0;0;0;0;0;0;0;0;0;0;0;275;200;0;75;0;0;0;0;0;0;10;10;0;0;0;0;0
40;Openbare emissie;2010 mei;18662;9151;9141;0;0;10;0;0;0;0;0;8790;0;5;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;716;92;0;624;0;0;0;0;0;0;0;0;0;0;0;0;0
41;Openbare emissie;2010 juni;15750;5821;5516;0;0;0;0;105;200;0;0;6480;0;95;95;0;0;0;0;0;0;1586;1586;0;0;0;0;0;0;0;0;0;0;0;0;0;1768;1768;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
42;Openbare emissie;2010 juli;26213;7943;3695;3135;0;813;0;300;0;0;0;14150;0;5;5;0;0;5;5;0;0;3607;3607;0;0;0;0;0;0;0;0;0;0;0;0;0;503;503;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
43;Openbare emissie;2010 augustus;16870;1930;0;1872;0;0;0;58;0;0;0;10980;0;5;5;0;0;0;0;0;0;3454;3454;0;0;0;0;0;0;0;0;0;0;0;0;0;500;500;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
44;Openbare emissie;2010 september;34453;7372;2857;3191;0;23;0;307;993;0;0;11090;0;5;5;0;0;0;0;0;0;15460;15460;0;0;0;0;0;0;0;0;0;0;0;0;0;526;526;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
45;Openbare emissie;2010 oktober;25661;7466;3229;4157;0;0;0;80;0;0;0;9730;0;5;5;0;0;8;8;0;0;6468;6406;0;62;0;0;0;0;0;0;0;0;0;0;0;1984;1839;0;145;0;0;0;0;0;0;0;0;0;0;0;0;0
46;Openbare emissie;2010 november;68499;6704;3442;2633;0;388;0;236;6;0;0;10110;0;5;5;0;0;1;1;0;0;50581;50520;0;61;0;0;0;0;0;0;0;0;0;0;0;600;600;0;0;0;0;0;0;0;0;497;497;0;0;0;0;0
47;Openbare emissie;2010 december;14875;285;0;99;0;0;0;185;0;0;0;12320;0;8;8;0;0;50;50;0;0;2166;2104;0;62;0;0;0;0;0;0;0;0;0;0;0;47;47;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
48;Openbare emissie;2011 januari;40055;10975;6167;4485;0;0;0;323;0;0;0;16210;0;50;50;0;0;0;0;0;0;8748;8748;0;0;0;0;0;0;0;0;0;0;0;0;0;2601;2601;0;0;0;0;0;0;0;0;1470;0;1470;0;0;0;0
49;Openbare emissie;2011 februari;28237;4746;1773;964;0;727;0;286;996;0;0;11250;0;0;0;0;0;20;20;0;0;11183;11119;0;64;0;0;0;0;0;0;0;0;0;0;0;1039;260;0;779;0;0;0;0;0;0;0;0;0;0;0;0;0
50;Openbare emissie;2011 maart;26519;10266;9509;400;0;0;0;357;0;0;0;9050;0;57;50;7;0;5;5;0;0;5412;5412;0;0;0;0;0;0;0;0;0;14;0;14;0;1714;1714;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
51;Openbare emissie;2011 april;30492;13281;4452;7423;0;403;0;564;438;0;0;10480;0;75;75;0;0;75;75;0;0;5410;5346;0;64;0;0;0;0;0;0;0;0;0;0;0;1171;1119;0;24;0;12;0;15;0;0;0;0;0;0;0;0;0
52;Openbare emissie;2011 mei;27127;5875;3169;2583;0;0;0;123;0;0;0;8700;0;20;20;0;0;76;76;0;0;11147;11147;0;0;0;0;0;0;0;0;0;0;0;0;0;1310;1299;0;11;0;0;0;0;0;0;0;0;0;0;0;0;0
53;Openbare emissie;2011 juni;20264;9120;8588;431;0;0;0;101;0;0;0;8250;0;10;10;0;0;12;12;0;0;2540;2540;0;0;0;0;0;0;0;0;0;0;0;0;0;333;298;0;35;0;0;0;0;0;0;0;0;0;0;0;0;0
54;Openbare emissie;2011 juli;29015;5867;5373;454;0;0;0;41;0;0;0;11320;0;0;0;0;0;3;3;0;0;10000;10000;0;0;0;0;0;0;0;0;0;0;0;0;0;1825;1825;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
55;Openbare emissie;2011 augustus;12298;1865;0;1757;0;0;0;108;0;0;0;8510;0;20;20;0;0;11;11;0;0;1750;1750;0;0;0;0;0;0;0;0;0;0;0;0;0;142;100;0;42;0;0;0;0;0;0;0;0;0;0;0;0;0
56;Openbare emissie;2011 september;13487;6128;5217;0;0;0;0;414;497;0;0;6650;0;0;0;0;0;41;41;0;0;500;500;0;0;0;0;0;0;0;0;0;0;0;0;0;168;168;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
57;Openbare emissie;2011 oktober;32331;6035;5120;319;0;0;0;96;500;0;0;4790;0;0;0;0;0;0;0;0;0;20507;20507;0;0;0;0;0;0;0;0;0;0;0;0;0;1000;1000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
58;Openbare emissie;2011 november;13651;5236;4538;572;0;0;0;127;0;0;0;6000;0;50;50;0;0;0;0;0;0;773;773;0;0;0;0;0;0;0;0;0;0;0;0;0;163;163;0;0;0;0;0;0;0;0;1428;0;1428;0;0;0;0
59;Openbare emissie;2011 december;7730;1938;0;1136;0;0;0;801;0;0;0;4700;0;24;24;0;0;0;0;0;0;838;838;0;0;0;0;0;0;0;0;0;0;0;0;0;230;230;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
60;Openbare emissie;2012 januari;31378;12082;5936;5517;0;0;0;0;297;0;331;7860;0;0;0;0;0;0;0;0;0;7044;7044;0;0;0;0;0;0;0;0;0;0;0;0;0;4392;4392;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
61;Openbare emissie;2012 februari;22467;15635;12614;2894;0;0;0;127;0;0;0;4440;0;7;7;0;0;0;0;0;0;1647;1516;0;131;0;0;0;0;0;0;0;0;0;0;0;739;739;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
62;Openbare emissie;2012 maart;18141;9696;6837;2010;0;0;0;101;748;0;0;4340;0;10;10;0;0;0;0;0;0;349;214;0;134;0;0;0;0;0;0;0;0;0;0;0;3747;3375;0;371;0;0;0;0;0;0;0;0;0;0;0;0;0
63;Openbare emissie;2012 april;19489;8054;6273;1615;0;75;0;90;0;0;0;4270;0;0;0;0;0;15;15;0;0;4120;4120;0;0;0;0;0;0;0;0;0;0;0;0;0;3030;3030;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
64;Openbare emissie;2012 mei;13981;6427;6209;65;0;18;0;133;3;0;0;4870;0;25;25;0;0;0;0;0;0;1358;904;454;0;0;0;0;0;0;0;0;0;0;0;0;1300;1300;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
65;Openbare emissie;2012 juni;29077;4645;3912;678;0;0;0;54;0;0;0;4510;0;0;0;0;0;0;0;0;0;19509;19509;0;0;0;0;0;0;0;0;0;0;0;0;0;414;365;0;48;0;0;0;0;0;0;0;0;0;0;0;0;0
66;Openbare emissie;2012 juli;24937;15399;11163;2993;0;0;0;745;497;0;0;4490;0;0;0;0;0;0;0;0;0;1621;1587;0;34;0;0;0;0;0;0;0;0;0;0;0;3427;3427;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
67;Openbare emissie;2012 augustus;9653;1406;0;500;0;0;0;159;747;0;0;4570;0;0;0;0;0;0;0;0;0;3005;2996;10;0;0;0;0;0;0;0;0;0;0;0;0;660;660;0;0;0;0;0;0;0;0;12;0;0;12;0;0;0
68;Openbare emissie;2012 september;33963;10640;6811;1787;0;1163;0;879;0;0;0;5210;0;0;0;0;0;5;5;0;0;16609;16609;0;0;0;0;0;0;0;0;0;0;0;0;0;1500;1500;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
69;Openbare emissie;2012 oktober;12359;4414;2900;498;0;19;0;496;501;0;0;4590;0;0;0;0;0;0;0;0;0;3112;3112;0;0;0;0;0;0;0;0;0;0;0;0;0;232;0;0;232;0;0;0;0;0;0;11;0;0;11;0;0;0
70;Openbare emissie;2012 november;12358;5588;4682;399;0;0;0;12;496;0;0;4800;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1970;1970;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
71;Openbare emissie;2012 december;7022;241;0;235;0;0;0;6;0;0;0;4530;0;40;40;0;0;0;0;0;0;2211;2075;0;136;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
72;Openbare emissie;2013 januari;17806;6861;5677;115;0;750;0;319;0;0;0;7290;0;0;0;0;0;0;0;0;0;3095;3095;0;0;0;0;0;0;0;0;0;0;0;0;0;560;560;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
73;Openbare emissie;2013 februari;16091;5409;2732;2243;0;372;0;63;0;0;0;6989;0;0;0;0;0;0;0;0;0;3258;3258;0;0;0;0;0;0;0;0;0;0;0;0;0;435;435;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
74;Openbare emissie;2013 maart;21298;10696;10424;50;0;0;0;222;0;0;0;5370;0;0;0;0;0;0;0;0;0;2488;2488;0;0;0;0;0;0;0;0;0;0;0;0;0;1648;725;0;0;0;0;0;0;463;460;1094;0;0;0;1094;0;0
75;Openbare emissie;2013 april;13026;4808;4684;0;0;0;0;124;0;0;0;5420;0;0;0;0;0;0;0;0;0;752;752;0;0;0;0;0;0;0;0;0;0;0;0;0;2046;2046;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
76;Openbare emissie;2013 mei;22803;6693;4077;2483;0;0;0;133;0;0;0;5320;0;0;0;0;0;0;0;0;0;10539;10539;0;0;0;0;0;0;0;0;0;0;0;0;0;251;251;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
77;Openbare emissie;2013 juni;17609;9377;9067;310;0;0;0;0;0;0;0;4930;0;0;0;0;0;0;0;0;0;1060;1060;0;0;0;0;0;0;0;0;0;0;0;0;0;2202;1989;0;38;0;176;0;0;0;0;40;0;40;0;0;0;0
78;Openbare emissie;2013 juli;17167;5663;4467;1066;0;0;0;130;0;0;0;6140;0;0;0;0;0;0;0;0;0;5365;5365;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
79;Openbare emissie;2013 augustus;9542;855;0;50;0;0;0;58;747;0;0;6299;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2387;2350;0;38;0;0;0;0;0;0;0;0;0;0;0;0;0
80;Openbare emissie;2013 september;17821;5585;4492;300;0;189;0;603;0;0;0;4629;0;0;0;0;0;0;0;0;0;7094;7094;0;0;0;0;0;0;0;0;0;0;0;0;0;513;470;0;0;0;43;0;0;0;0;0;0;0;0;0;0;0
81;Openbare emissie;2013 oktober;13460;3659;2017;724;0;726;0;152;40;0;0;6379;0;0;0;0;0;0;0;0;0;1334;1334;0;0;0;0;0;0;0;0;0;0;0;0;0;2088;998;0;1091;0;0;0;0;0;0;0;0;0;0;0;0;0
82;Openbare emissie;2013 november;15804;8809;4562;2331;0;1528;0;88;300;0;0;5659;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;839;825;0;0;0;14;0;0;0;0;497;497;0;0;0;0;0
83;Openbare emissie;2013 december;10820;187;0;30;0;0;0;127;30;0;0;6498;0;0;0;0;0;0;0;0;0;2284;2284;0;0;0;0;0;0;0;0;0;0;0;0;0;1850;1850;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
84;Openbare emissie;2014 januari;19654;7728;5260;1653;0;554;0;261;0;0;0;6236;0;0;0;0;0;0;0;0;0;2027;2027;0;0;0;0;0;0;0;0;0;0;0;0;0;3663;3663;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
85;Openbare emissie;2014 februari;15181;9505;6399;1702;1347;0;0;57;0;0;0;4289;0;0;0;0;0;0;0;0;0;1075;1075;0;0;0;0;0;0;0;0;0;0;0;0;0;312;238;0;0;0;75;0;0;0;0;0;0;0;0;0;0;0
86;Openbare emissie;2014 maart;21986;10788;9903;70;0;0;0;318;498;0;0;4408;0;0;0;0;0;0;0;0;0;3609;3609;0;0;0;0;0;0;0;0;0;0;0;0;0;3181;2181;1000;0;0;0;0;0;0;0;0;0;0;0;0;0;0
87;Openbare emissie;2014 april;24357;7058;5087;1881;0;0;0;90;0;0;0;4977;0;0;0;0;0;30;30;0;0;9759;9759;0;0;0;0;0;0;0;0;0;0;0;0;0;2533;2263;250;0;0;21;0;0;0;0;0;0;0;0;0;0;0
88;Openbare emissie;2014 mei;17108;8562;5127;2146;0;0;0;1289;0;0;0;5288;0;0;0;0;0;0;0;0;0;821;821;0;0;0;0;0;0;0;0;0;0;0;0;0;2438;2438;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
89;Openbare emissie;2014 juni;13775;6536;4725;1386;0;0;0;425;0;0;0;4510;0;0;0;0;0;0;0;0;0;752;752;0;0;0;0;0;0;0;0;0;0;0;0;0;1231;827;0;404;0;0;0;0;0;0;746;746;0;0;0;0;0
90;Openbare emissie;2014 juli;9306;2606;2556;50;0;0;0;0;0;0;0;4910;0;0;0;0;0;0;0;0;0;298;298;0;0;0;0;0;0;0;0;0;0;0;0;0;501;501;0;0;0;0;0;0;0;0;991;991;0;0;0;0;0
91;Openbare emissie;2014 augustus;5405;0;0;0;0;0;0;0;0;0;0;4690;0;10;10;0;0;0;0;0;0;685;685;0;0;0;0;0;0;0;0;0;0;0;0;0;20;20;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
92;Openbare emissie;2014 september;14145;6784;6784;0;0;0;0;0;0;0;0;4841;0;10;10;0;0;0;0;0;0;2015;2015;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;495;495;0;0;0;0;0
93;Openbare emissie;2014 oktober;10041;2717;2655;0;0;0;0;63;0;0;0;4242;0;0;0;0;0;0;0;0;0;1943;1943;0;0;0;0;0;0;0;0;0;0;0;0;0;1139;749;0;390;0;0;0;0;0;0;0;0;0;0;0;0;0
