ID;RegioS;AutochtonenAllochtonen;AantalPersonenMet52WekenInkomen_1;GemiddeldBesteedbaarInkomen_2
106;Zuidwest-Friesland (CR);Herkomst: Nederland;63.6;17.4
107;Zuidwest-Friesland (CR);Herkomst: Niet-Nederland;4.2;16.4
108;Zuidwest-Friesland (CR);Herkomst: Westers land;3.2;17.4
109;Zuidwest-Friesland (CR);Herkomst: Niet-westers land;1.0;13.2
110;Zuidoost-Friesland (CR);Totaal Herkomst (land);135.6;17.3
111;Zuidoost-Friesland (CR);Herkomst: Nederland;126.4;17.3
112;Zuidoost-Friesland (CR);Herkomst: Niet-Nederland;9.2;16.2
113;Zuidoost-Friesland (CR);Herkomst: Westers land;6.2;16.9
114;Zuidoost-Friesland (CR);Herkomst: Niet-westers land;3.0;14.8
115;Noord-Drenthe (CR);Totaal Herkomst (land);123.3;18.2
116;Noord-Drenthe (CR);Herkomst: Nederland;114.1;18.2
117;Noord-Drenthe (CR);Herkomst: Niet-Nederland;9.2;18.6
118;Noord-Drenthe (CR);Herkomst: Westers land;6.9;19.5
119;Noord-Drenthe (CR);Herkomst: Niet-westers land;2.3;15.8
120;Zuidoost-Drenthe (CR);Totaal Herkomst (land);114.7;16.4
121;Zuidoost-Drenthe (CR);Herkomst: Nederland;106.2;16.5
122;Zuidoost-Drenthe (CR);Herkomst: Niet-Nederland;8.5;15.8
123;Zuidoost-Drenthe (CR);Herkomst: Westers land;6.8;16.1
124;Zuidoost-Drenthe (CR);Herkomst: Niet-westers land;1.8;14.5
125;Zuidwest-Drenthe (CR);Totaal Herkomst (land);84.5;17.4
126;Zuidwest-Drenthe (CR);Herkomst: Nederland;79.1;17.5
127;Zuidwest-Drenthe (CR);Herkomst: Niet-Nederland;5.3;17.2
128;Zuidwest-Drenthe (CR);Herkomst: Westers land;3.8;17.7
129;Zuidwest-Drenthe (CR);Herkomst: Niet-westers land;1.5;15.7
130;Noord-Overijssel (CR);Totaal Herkomst (land);221.4;17.5
131;Noord-Overijssel (CR);Herkomst: Nederland;205.0;17.6
132;Noord-Overijssel (CR);Herkomst: Niet-Nederland;16.4;16.7
133;Noord-Overijssel (CR);Herkomst: Westers land;9.8;17.9
134;Noord-Overijssel (CR);Herkomst: Niet-westers land;6.5;14.8
135;Zuidwest-Overijssel (CR);Totaal Herkomst (land);98.1;17.5
136;Zuidwest-Overijssel (CR);Herkomst: Nederland;85.8;17.7
137;Zuidwest-Overijssel (CR);Herkomst: Niet-Nederland;12.3;16.2
138;Zuidwest-Overijssel (CR);Herkomst: Westers land;6.7;17.8
139;Zuidwest-Overijssel (CR);Herkomst: Niet-westers land;5.7;14.3
140;Twente (CR);Totaal Herkomst (land);403.0;17.3
141;Twente (CR);Herkomst: Nederland;344.6;17.5
142;Twente (CR);Herkomst: Niet-Nederland;58.4;16.1
143;Twente (CR);Herkomst: Westers land;36.1;17.1
144;Twente (CR);Herkomst: Niet-westers land;22.2;14.4
145;Veluwe (CR);Totaal Herkomst (land);417.5;18.5
146;Veluwe (CR);Herkomst: Nederland;375.8;18.5
147;Veluwe (CR);Herkomst: Niet-Nederland;41.7;17.6
148;Veluwe (CR);Herkomst: Westers land;26.2;18.9
149;Veluwe (CR);Herkomst: Niet-westers land;15.5;15.5
150;Achterhoek (CR);Totaal Herkomst (land);257.9;17.4
151;Achterhoek (CR);Herkomst: Nederland;232.5;17.5
152;Achterhoek (CR);Herkomst: Niet-Nederland;25.3;16.7
153;Achterhoek (CR);Herkomst: Westers land;17.8;17.4
154;Achterhoek (CR);Herkomst: Niet-westers land;7.5;14.9
155;Arnhem/Nijmegen (CR);Totaal Herkomst (land);470.6;18.1
156;Arnhem/Nijmegen (CR);Herkomst: Nederland;398.8;18.3
157;Arnhem/Nijmegen (CR);Herkomst: Niet-Nederland;71.8;17.2
158;Arnhem/Nijmegen (CR);Herkomst: Westers land;47.4;18.2
159;Arnhem/Nijmegen (CR);Herkomst: Niet-westers land;24.4;15.2
160;Zuidwest-Gelderland (CR);Totaal Herkomst (land);148.2;18.8
161;Zuidwest-Gelderland (CR);Herkomst: Nederland;134.0;18.9
162;Zuidwest-Gelderland (CR);Herkomst: Niet-Nederland;14.2;17.7
163;Zuidwest-Gelderland (CR);Herkomst: Westers land;8.4;19.3
164;Zuidwest-Gelderland (CR);Herkomst: Niet-westers land;5.7;15.4
165;Utrecht (CR);Totaal Herkomst (land);773.4;19.9
166;Utrecht (CR);Herkomst: Nederland;646.5;20.2
167;Utrecht (CR);Herkomst: Niet-Nederland;126.9;18.4
168;Utrecht (CR);Herkomst: Westers land;64.9;20.8
169;Utrecht (CR);Herkomst: Niet-westers land;62.0;15.9
170;Kop van Noord-Holland (CR);Totaal Herkomst (land);241.2;18.2
171;Kop van Noord-Holland (CR);Herkomst: Nederland;216.0;18.2
172;Kop van Noord-Holland (CR);Herkomst: Niet-Nederland;25.2;17.4
173;Kop van Noord-Holland (CR);Herkomst: Westers land;15.9;18.3
174;Kop van Noord-Holland (CR);Herkomst: Niet-westers land;9.3;15.8
175;Alkmaar en omgeving (CR);Totaal Herkomst (land);151.5;18.9
176;Alkmaar en omgeving (CR);Herkomst: Nederland;131.0;19.1
177;Alkmaar en omgeving (CR);Herkomst: Niet-Nederland;20.6;17.6
178;Alkmaar en omgeving (CR);Herkomst: Westers land;11.7;19.3
179;Alkmaar en omgeving (CR);Herkomst: Niet-westers land;8.9;15.4
180;IJmond (CR);Totaal Herkomst (land);128.6;19.2
181;IJmond (CR);Herkomst: Nederland;112.0;19.4
182;IJmond (CR);Herkomst: Niet-Nederland;16.6;18.1
183;IJmond (CR);Herkomst: Westers land;10.8;19.2
184;IJmond (CR);Herkomst: Niet-westers land;5.8;16.0
185;Agglomeratie Haarlem (CR);Totaal Herkomst (land);151.7;20.6
186;Agglomeratie Haarlem (CR);Herkomst: Nederland;123.0;20.8
187;Agglomeratie Haarlem (CR);Herkomst: Niet-Nederland;28.6;19.8
188;Agglomeratie Haarlem (CR);Herkomst: Westers land;15.7;22.4
189;Agglomeratie Haarlem (CR);Herkomst: Niet-westers land;12.9;16.7
190;Zaanstreek (CR);Totaal Herkomst (land);106.9;18.4
191;Zaanstreek (CR);Herkomst: Nederland;86.2;18.8
192;Zaanstreek (CR);Herkomst: Niet-Nederland;20.7;16.9
193;Zaanstreek (CR);Herkomst: Westers land;9.0;18.4
194;Zaanstreek (CR);Herkomst: Niet-westers land;11.7;15.7
195;Groot-Amsterdam (CR);Totaal Herkomst (land);798.9;19.8
196;Groot-Amsterdam (CR);Herkomst: Nederland;554.1;20.3
197;Groot-Amsterdam (CR);Herkomst: Niet-Nederland;244.8;18.8
198;Groot-Amsterdam (CR);Herkomst: Westers land;96.0;21.9
199;Groot-Amsterdam (CR);Herkomst: Niet-westers land;148.8;16.7
200;Het Gooi en Vechtstreek (CR);Totaal Herkomst (land);165.4;21.8
201;Het Gooi en Vechtstreek (CR);Herkomst: Nederland;139.3;21.8
202;Het Gooi en Vechtstreek (CR);Herkomst: Niet-Nederland;26.1;21.6
203;Het Gooi en Vechtstreek (CR);Herkomst: Westers land;17.4;23.8
204;Het Gooi en Vechtstreek (CR);Herkomst: Niet-westers land;8.7;17.2
205;Agglomeratie Leiden en Bollenstreek (CR);Totaal Herkomst (land);259.1;19.9
206;Agglomeratie Leiden en Bollenstreek (CR);Herkomst: Nederland;224.7;19.9
207;Agglomeratie Leiden en Bollenstreek (CR);Herkomst: Niet-Nederland;34.4;20.0
208;Agglomeratie Leiden en Bollenstreek (CR);Herkomst: Westers land;21.1;22.2
209;Agglomeratie Leiden en Bollenstreek (CR);Herkomst: Niet-westers land;13.2;16.5
210;Agglomeratie 's-Gravenhage (CR);Totaal Herkomst (land);508.3;20.0
211;Agglomeratie 's-Gravenhage (CR);Herkomst: Nederland;358.8;20.3
212;Agglomeratie 's-Gravenhage (CR);Herkomst: Niet-Nederland;149.5;19.4
213;Agglomeratie 's-Gravenhage (CR);Herkomst: Westers land;62.1;23.4
214;Agglomeratie 's-Gravenhage (CR);Herkomst: Niet-westers land;87.4;16.5
215;Delft en Westland (CR);Totaal Herkomst (land);141.5;18.8
216;Delft en Westland (CR);Herkomst: Nederland;123.0;19.0
217;Delft en Westland (CR);Herkomst: Niet-Nederland;18.5;17.4
218;Delft en Westland (CR);Herkomst: Westers land;9.8;19.2
219;Delft en Westland (CR);Herkomst: Niet-westers land;8.7;15.4
220;Oost-Zuid-Holland (CR);Totaal Herkomst (land);212.6;19.5
221;Oost-Zuid-Holland (CR);Herkomst: Nederland;186.5;19.7
222;Oost-Zuid-Holland (CR);Herkomst: Niet-Nederland;26.1;18.3
223;Oost-Zuid-Holland (CR);Herkomst: Westers land;14.4;20.0
224;Oost-Zuid-Holland (CR);Herkomst: Niet-westers land;11.7;16.1
225;Groot-Rijnmond (CR);Totaal Herkomst (land);898.8;18.7
226;Groot-Rijnmond (CR);Herkomst: Nederland;686.5;19.2
227;Groot-Rijnmond (CR);Herkomst: Niet-Nederland;212.3;17.0
228;Groot-Rijnmond (CR);Herkomst: Westers land;76.0;19.3
229;Groot-Rijnmond (CR);Herkomst: Niet-westers land;136.3;15.7
230;Zuidoost-Zuid-Holland (CR);Totaal Herkomst (land);259.7;18.8
231;Zuidoost-Zuid-Holland (CR);Herkomst: Nederland;222.3;19.1
232;Zuidoost-Zuid-Holland (CR);Herkomst: Niet-Nederland;37.4;17.0
233;Zuidoost-Zuid-Holland (CR);Herkomst: Westers land;19.3;18.6
234;Zuidoost-Zuid-Holland (CR);Herkomst: Niet-westers land;18.1;15.3
235;Zeeuwsch-Vlaanderen (CR);Totaal Herkomst (land);72.0;18.2
236;Zeeuwsch-Vlaanderen (CR);Herkomst: Nederland;58.4;18.4
237;Zeeuwsch-Vlaanderen (CR);Herkomst: Niet-Nederland;13.6;17.3
238;Zeeuwsch-Vlaanderen (CR);Herkomst: Westers land;11.7;17.6
239;Zeeuwsch-Vlaanderen (CR);Herkomst: Niet-westers land;1.9;15.4
240;Overig Zeeland (CR);Totaal Herkomst (land);178.5;18.1
241;Overig Zeeland (CR);Herkomst: Nederland;160.6;18.3
242;Overig Zeeland (CR);Herkomst: Niet-Nederland;17.9;16.9
243;Overig Zeeland (CR);Herkomst: Westers land;12.5;17.7
244;Overig Zeeland (CR);Herkomst: Niet-westers land;5.4;15.1
245;West-Noord-Brabant (CR);Totaal Herkomst (land);407.0;18.4
246;West-Noord-Brabant (CR);Herkomst: Nederland;351.4;18.6
247;West-Noord-Brabant (CR);Herkomst: Niet-Nederland;55.5;17.2
248;West-Noord-Brabant (CR);Herkomst: Westers land;33.4;18.6
249;West-Noord-Brabant (CR);Herkomst: Niet-westers land;22.1;15.1
250;Midden-Noord-Brabant (CR);Totaal Herkomst (land);304.0;17.9
251;Midden-Noord-Brabant (CR);Herkomst: Nederland;264.8;18.1
252;Midden-Noord-Brabant (CR);Herkomst: Niet-Nederland;39.1;16.6
253;Midden-Noord-Brabant (CR);Herkomst: Westers land;21.9;17.9
254;Midden-Noord-Brabant (CR);Herkomst: Niet-westers land;17.3;14.9
255;Noordoost-Noord-Brabant (CR);Totaal Herkomst (land);421.4;18.3
256;Noordoost-Noord-Brabant (CR);Herkomst: Nederland;375.1;18.4
257;Noordoost-Noord-Brabant (CR);Herkomst: Niet-Nederland;46.3;17.0
258;Noordoost-Noord-Brabant (CR);Herkomst: Westers land;27.8;18.4
259;Noordoost-Noord-Brabant (CR);Herkomst: Niet-westers land;18.5;14.8
260;Zuidoost-Noord-Brabant (CR);Totaal Herkomst (land);487.0;18.4
261;Zuidoost-Noord-Brabant (CR);Herkomst: Nederland;419.7;18.5
262;Zuidoost-Noord-Brabant (CR);Herkomst: Niet-Nederland;67.2;17.7
263;Zuidoost-Noord-Brabant (CR);Herkomst: Westers land;42.4;18.7
264;Zuidoost-Noord-Brabant (CR);Herkomst: Niet-westers land;24.8;15.9
265;Noord-Limburg (CR);Totaal Herkomst (land);187.3;17.3
266;Noord-Limburg (CR);Herkomst: Nederland;159.3;17.5
267;Noord-Limburg (CR);Herkomst: Niet-Nederland;28.0;16.1
268;Noord-Limburg (CR);Herkomst: Westers land;20.0;16.7
269;Noord-Limburg (CR);Herkomst: Niet-westers land;8.0;14.7
270;Midden-Limburg (CR);Totaal Herkomst (land);158.1;17.8
271;Midden-Limburg (CR);Herkomst: Nederland;134.0;18.1
272;Midden-Limburg (CR);Herkomst: Niet-Nederland;24.1;16.6
273;Midden-Limburg (CR);Herkomst: Westers land;18.4;17.1
274;Midden-Limburg (CR);Herkomst: Niet-westers land;5.7;15.0
275;Zuid-Limburg (CR);Totaal Herkomst (land);425.5;17.5
276;Zuid-Limburg (CR);Herkomst: Nederland;338.4;17.7
277;Zuid-Limburg (CR);Herkomst: Niet-Nederland;87.0;16.6
278;Zuid-Limburg (CR);Herkomst: Westers land;74.7;16.9
279;Zuid-Limburg (CR);Herkomst: Niet-westers land;12.3;14.7
280;Flevoland (CR);Totaal Herkomst (land);219.3;18.4
281;Flevoland (CR);Herkomst: Nederland;175.6;18.7
282;Flevoland (CR);Herkomst: Niet-Nederland;43.7;17.4
283;Flevoland (CR);Herkomst: Westers land;17.6;18.8
284;Flevoland (CR);Herkomst: Niet-westers land;26.1;16.5
285;Groningen (GA);Totaal Herkomst (land);134.8;17.3
286;Groningen (GA);Herkomst: Nederland;116.0;17.4
287;Groningen (GA);Herkomst: Niet-Nederland;18.7;16.5
288;Groningen (GA);Herkomst: Westers land;11.4;17.8
289;Groningen (GA);Herkomst: Niet-westers land;7.3;14.5
290;Leeuwarden (GA);Totaal Herkomst (land);62.1;16.9
291;Leeuwarden (GA);Herkomst: Nederland;54.3;17.1
292;Leeuwarden (GA);Herkomst: Niet-Nederland;7.8;15.3
293;Leeuwarden (GA);Herkomst: Westers land;4.3;16.4
294;Leeuwarden (GA);Herkomst: Niet-westers land;3.5;13.9
295;Zwolle (GA);Totaal Herkomst (land);75.6;18.0
296;Zwolle (GA);Herkomst: Nederland;66.1;18.3
297;Zwolle (GA);Herkomst: Niet-Nederland;9.6;16.6
298;Zwolle (GA);Herkomst: Westers land;5.1;18.1
299;Zwolle (GA);Herkomst: Niet-westers land;4.5;14.9
300;Enschede (GA);Totaal Herkomst (land);99.5;16.5
301;Enschede (GA);Herkomst: Nederland;76.9;16.8
302;Enschede (GA);Herkomst: Niet-Nederland;22.7;15.5
303;Enschede (GA);Herkomst: Westers land;13.0;16.3
304;Enschede (GA);Herkomst: Niet-westers land;9.7;14.4
305;Apeldoorn (GA);Totaal Herkomst (land);106.4;18.5
306;Apeldoorn (GA);Herkomst: Nederland;92.5;18.7
307;Apeldoorn (GA);Herkomst: Niet-Nederland;13.8;17.6
308;Apeldoorn (GA);Herkomst: Westers land;8.7;18.8
309;Apeldoorn (GA);Herkomst: Niet-westers land;5.1;15.5
310;Arnhem (GA);Totaal Herkomst (land);92.4;18.1
311;Arnhem (GA);Herkomst: Nederland;72.1;18.4
312;Arnhem (GA);Herkomst: Niet-Nederland;20.3;16.8
313;Arnhem (GA);Herkomst: Westers land;11.0;18.0
314;Arnhem (GA);Herkomst: Niet-westers land;9.3;15.3
315;Nijmegen (GA);Totaal Herkomst (land);106.4;17.5
316;Nijmegen (GA);Herkomst: Nederland;85.3;17.8
317;Nijmegen (GA);Herkomst: Niet-Nederland;21.2;16.3
318;Nijmegen (GA);Herkomst: Westers land;12.4;17.5
319;Nijmegen (GA);Herkomst: Niet-westers land;8.8;14.6
320;Amersfoort (GA);Totaal Herkomst (land);107.3;20.1
321;Amersfoort (GA);Herkomst: Nederland;87.9;20.4
322;Amersfoort (GA);Herkomst: Niet-Nederland;19.4;18.5
323;Amersfoort (GA);Herkomst: Westers land;9.9;21.2
324;Amersfoort (GA);Herkomst: Niet-westers land;9.5;15.7
325;Utrecht (GA);Totaal Herkomst (land);275.2;19.0
326;Utrecht (GA);Herkomst: Nederland;213.9;19.5
327;Utrecht (GA);Herkomst: Niet-Nederland;61.3;17.4
328;Utrecht (GA);Herkomst: Westers land;26.5;19.4
329;Utrecht (GA);Herkomst: Niet-westers land;34.8;15.8
330;Amsterdam (GA);Totaal Herkomst (land);683.8;19.6
331;Amsterdam (GA);Herkomst: Nederland;451.1;20.1
332;Amsterdam (GA);Herkomst: Niet-Nederland;232.8;18.6
333;Amsterdam (GA);Herkomst: Westers land;86.1;21.9
334;Amsterdam (GA);Herkomst: Niet-westers land;146.6;16.6
335;Haarlem (GA);Totaal Herkomst (land);132.4;20.5
336;Haarlem (GA);Herkomst: Nederland;106.3;20.7
337;Haarlem (GA);Herkomst: Niet-Nederland;26.1;19.6
338;Haarlem (GA);Herkomst: Westers land;13.8;22.3
339;Haarlem (GA);Herkomst: Niet-westers land;12.4;16.6
340;Leiden (GA);Totaal Herkomst (land);168.0;20.0
341;Leiden (GA);Herkomst: Nederland;141.9;20.0
342;Leiden (GA);Herkomst: Niet-Nederland;26.1;20.2
343;Leiden (GA);Herkomst: Westers land;15.2;22.7
344;Leiden (GA);Herkomst: Niet-westers land;10.9;16.6
345;'s-Gravenhage (GA);Totaal Herkomst (land);421.0;20.0
346;'s-Gravenhage (GA);Herkomst: Nederland;290.1;20.2
347;'s-Gravenhage (GA);Herkomst: Niet-Nederland;130.9;19.4
348;'s-Gravenhage (GA);Herkomst: Westers land;52.2;23.9
349;'s-Gravenhage (GA);Herkomst: Niet-westers land;78.7;16.4
350;Rotterdam (GA);Totaal Herkomst (land);667.8;18.3
351;Rotterdam (GA);Herkomst: Nederland;476.7;18.9
352;Rotterdam (GA);Herkomst: Niet-Nederland;191.1;16.7
353;Rotterdam (GA);Herkomst: Westers land;61.8;18.9
354;Rotterdam (GA);Herkomst: Niet-westers land;129.3;15.7
355;Dordrecht (GA);Totaal Herkomst (land);162.4;18.7
356;Dordrecht (GA);Herkomst: Nederland;136.1;19.0
357;Dordrecht (GA);Herkomst: Niet-Nederland;26.4;16.9
358;Dordrecht (GA);Herkomst: Westers land;13.0;18.6
359;Dordrecht (GA);Herkomst: Niet-westers land;13.3;15.2
360;Breda (GA);Totaal Herkomst (land);112.6;18.8
361;Breda (GA);Herkomst: Nederland;93.2;19.1
362;Breda (GA);Herkomst: Niet-Nederland;19.4;17.4
363;Breda (GA);Herkomst: Westers land;11.4;19.0
364;Breda (GA);Herkomst: Niet-westers land;8.0;15.2
365;Tilburg (GA);Totaal Herkomst (land);151.6;17.5
366;Tilburg (GA);Herkomst: Nederland;125.8;17.7
367;Tilburg (GA);Herkomst: Niet-Nederland;25.8;16.2
368;Tilburg (GA);Herkomst: Westers land;12.6;17.7
369;Tilburg (GA);Herkomst: Niet-westers land;13.3;14.8
370;'s-Hertogenbosch (GA);Totaal Herkomst (land);109.0;19.0
371;'s-Hertogenbosch (GA);Herkomst: Nederland;92.5;19.3
372;'s-Hertogenbosch (GA);Herkomst: Niet-Nederland;16.5;17.1
373;'s-Hertogenbosch (GA);Herkomst: Westers land;9.4;19.0
374;'s-Hertogenbosch (GA);Herkomst: Niet-westers land;7.1;14.5
375;Eindhoven (GA);Totaal Herkomst (land);210.7;18.6
376;Eindhoven (GA);Herkomst: Nederland;171.4;18.8
377;Eindhoven (GA);Herkomst: Niet-Nederland;39.3;17.8
378;Eindhoven (GA);Herkomst: Westers land;22.2;19.3
379;Eindhoven (GA);Herkomst: Niet-westers land;17.1;16.0
380;Geleen/Sittard (GA);Totaal Herkomst (land);95.8;18.1
381;Geleen/Sittard (GA);Herkomst: Nederland;77.9;18.3
382;Geleen/Sittard (GA);Herkomst: Niet-Nederland;17.9;17.1
383;Geleen/Sittard (GA);Herkomst: Westers land;15.0;17.4
384;Geleen/Sittard (GA);Herkomst: Niet-westers land;2.9;15.4
385;Heerlen (GA);Totaal Herkomst (land);144.8;16.6
386;Heerlen (GA);Herkomst: Nederland;106.3;16.9
387;Heerlen (GA);Herkomst: Niet-Nederland;38.5;15.9
388;Heerlen (GA);Herkomst: Westers land;33.9;16.1
389;Heerlen (GA);Herkomst: Niet-westers land;4.6;14.3
390;Maastricht (GA);Totaal Herkomst (land);84.2;17.2
391;Maastricht (GA);Herkomst: Nederland;68.7;17.2
392;Maastricht (GA);Herkomst: Niet-Nederland;15.5;16.8
393;Maastricht (GA);Herkomst: Westers land;11.9;17.6
394;Maastricht (GA);Herkomst: Niet-westers land;3.6;14.3
395;Groningen (SG);Totaal Herkomst (land);228.7;17.8
396;Groningen (SG);Herkomst: Nederland;204.9;17.8
397;Groningen (SG);Herkomst: Niet-Nederland;23.7;17.2
398;Groningen (SG);Herkomst: Westers land;15.4;18.4
399;Groningen (SG);Herkomst: Niet-westers land;8.3;14.9
400;Leeuwarden (SG);Totaal Herkomst (land);105.3;17.2
