ID;Kenmerken;Perioden;AantalBijstandsfraudezaken_1;TotaalFraudebedrag_2;GemiddeldFraudebedrag_3;AantalHuishoudensMetBijstandsfraude_4;GemiddeldFraudebedragPerHuishouden_5
317;Zuid-Holland (pv);2002;9480;22.9;2420.0;8580;2675.0
318;Zuid-Holland (pv);1e halfjaar 2003;4480;12.5;2800.0;3960;3160.0
319;Zuid-Holland (pv);2e halfjaar 2003;8270;22.7;2745.0;7180;3165.0
320;Zuid-Holland (pv);2003;12750;35.2;2765.0;11140;3160.0
321;Zuid-Holland (pv);1e halfjaar 2004;6540;19.6;2995.0;5650;3465.0
322;Zuid-Holland (pv);2e halfjaar 2004;7070;18.8;2655.0;6030;3115.0
323;Zuid-Holland (pv);2004;13610;38.4;2820.0;11680;3285.0
324;Zuid-Holland (pv);1e halfjaar 2005;5500;16.7;3025.0;4650;3585.0
325;Zuid-Holland (pv);2e halfjaar 2005;6450;19.5;3025.0;5350;3650.0
326;Zuid-Holland (pv);2005;11950;36.2;3025.0;9990;3620.0
327;Zuid-Holland (pv);1e halfjaar 2006;5570;18.9;3385.0;4590;4110.0
328;Zuid-Holland (pv);2e halfjaar 2006;6890;21.0;3045.0;5480;3830.0
329;Zuid-Holland (pv);2006;12470;39.8;3195.0;10070;3955.0
330;Zuid-Holland (pv);1e halfjaar 2007;5280;17.1;3245.0;4250;4030.0
331;Zuid-Holland (pv);2e halfjaar 2007;5360;19.0;3555.0;4140;4590.0
332;Zuid-Holland (pv);2007;10630;36.2;3400.0;8400;4305.0
333;Zuid-Holland (pv);1e halfjaar 2008;4420;12.6;2860.0;3380;3730.0
334;Zuid-Holland (pv);2e halfjaar 2008;5070;19.5;3845.0;4040;4825.0
335;Zuid-Holland (pv);2008;9490;32.1;3385.0;7420;4325.0
336;Zeeland (pv);1e halfjaar 2002;290;0.5;1735.0;270;1825.0
337;Zeeland (pv);2e halfjaar 2002;350;0.5;1475.0;320;1600.0
338;Zeeland (pv);2002;640;1.0;1595.0;590;1705.0
339;Zeeland (pv);1e halfjaar 2003;300;0.5;1730.0;270;1895.0
340;Zeeland (pv);2e halfjaar 2003;160;0.3;1685.0;150;1870.0
341;Zeeland (pv);2003;460;0.8;1715.0;420;1885.0
342;Zeeland (pv);1e halfjaar 2004;120;0.3;2145.0;120;2235.0
343;Zeeland (pv);2e halfjaar 2004;260;0.5;2025.0;210;2455.0
344;Zeeland (pv);2004;380;0.8;2065.0;330;2375.0
345;Zeeland (pv);1e halfjaar 2005;220;0.5;2370.0;200;2580.0
346;Zeeland (pv);2e halfjaar 2005;280;0.4;1445.0;260;1550.0
347;Zeeland (pv);2005;500;0.9;1850.0;470;2000.0
348;Zeeland (pv);1e halfjaar 2006;200;0.4;1895.0;190;1980.0
349;Zeeland (pv);2e halfjaar 2006;170;0.4;2140.0;150;2335.0
350;Zeeland (pv);2006;370;0.7;2010.0;340;2140.0
351;Zeeland (pv);1e halfjaar 2007;200;0.7;3440.0;180;3815.0
352;Zeeland (pv);2e halfjaar 2007;150;0.6;4185.0;130;4720.0
353;Zeeland (pv);2007;350;1.3;3760.0;310;4195.0
354;Zeeland (pv);1e halfjaar 2008;140;0.5;3605.0;120;4165.0
355;Zeeland (pv);2e halfjaar 2008;110;0.2;2215.0;100;2545.0
356;Zeeland (pv);2008;250;0.7;2990.0;210;3445.0
357;Noord-Brabant (pv);1e halfjaar 2002;2620;5.5;2090.0;2280;2395.0
358;Noord-Brabant (pv);2e halfjaar 2002;2680;5.6;2090.0;2270;2470.0
359;Noord-Brabant (pv);2002;5300;11.1;2090.0;4560;2430.0
360;Noord-Brabant (pv);1e halfjaar 2003;2160;4.5;2085.0;1840;2445.0
361;Noord-Brabant (pv);2e halfjaar 2003;2190;4.4;1995.0;1830;2380.0
362;Noord-Brabant (pv);2003;4350;8.9;2040.0;3670;2410.0
363;Noord-Brabant (pv);1e halfjaar 2004;2220;4.8;2155.0;1900;2515.0
364;Noord-Brabant (pv);2e halfjaar 2004;2330;5.4;2335.0;1980;2745.0
365;Noord-Brabant (pv);2004;4540;10.2;2250.0;3880;2630.0
366;Noord-Brabant (pv);1e halfjaar 2005;2230;5.8;2595.0;1850;3140.0
367;Noord-Brabant (pv);2e halfjaar 2005;2140;5.1;2390.0;1870;2740.0
368;Noord-Brabant (pv);2005;4370;10.9;2495.0;3710;2940.0
369;Noord-Brabant (pv);1e halfjaar 2006;1860;5.5;2985.0;1640;3385.0
370;Noord-Brabant (pv);2e halfjaar 2006;1940;7.8;4020.0;1640;4740.0
371;Noord-Brabant (pv);2006;3800;13.3;3510.0;3280;4060.0
372;Noord-Brabant (pv);1e halfjaar 2007;1940;4.8;2470.0;1740;2755.0
373;Noord-Brabant (pv);2e halfjaar 2007;1680;3.3;1955.0;1480;2215.0
374;Noord-Brabant (pv);2007;3610;8.1;2230.0;3220;2505.0
375;Noord-Brabant (pv);1e halfjaar 2008;1860;4.6;2490.0;1650;2810.0
376;Noord-Brabant (pv);2e halfjaar 2008;1160;3.8;3260.0;1010;3760.0
377;Noord-Brabant (pv);2008;3020;8.4;2785.0;2660;3170.0
378;Limburg (pv);1e halfjaar 2002;730;1.9;2655.0;670;2880.0
379;Limburg (pv);2e halfjaar 2002;800;3.0;3790.0;750;4040.0
380;Limburg (pv);2002;1530;5.0;3250.0;1420;3490.0
381;Limburg (pv);1e halfjaar 2003;740;2.4;3240.0;690;3430.0
382;Limburg (pv);2e halfjaar 2003;920;2.4;2615.0;850;2820.0
383;Limburg (pv);2003;1660;4.8;2895.0;1550;3095.0
384;Limburg (pv);1e halfjaar 2004;810;2.7;3300.0;780;3450.0
385;Limburg (pv);2e halfjaar 2004;720;2.3;3165.0;670;3420.0
386;Limburg (pv);2004;1530;5.0;3240.0;1450;3435.0
387;Limburg (pv);1e halfjaar 2005;770;2.6;3440.0;740;3570.0
388;Limburg (pv);2e halfjaar 2005;750;2.2;2885.0;710;3040.0
389;Limburg (pv);2005;1520;4.8;3165.0;1450;3310.0
390;Limburg (pv);1e halfjaar 2006;790;2.0;2465.0;760;2575.0
391;Limburg (pv);2e halfjaar 2006;660;2.7;4020.0;620;4285.0
392;Limburg (pv);2006;1450;4.6;3170.0;1380;3340.0
393;Limburg (pv);1e halfjaar 2007;570;2.0;3510.0;550;3635.0
394;Limburg (pv);2e halfjaar 2007;660;2.4;3625.0;610;3940.0
395;Limburg (pv);2007;1230;4.4;3570.0;1150;3795.0
396;Limburg (pv);1e halfjaar 2008;620;1.8;2840.0;600;2920.0
397;Limburg (pv);2e halfjaar 2008;720;2.4;3395.0;690;3545.0
398;Limburg (pv);2008;1330;4.2;3140.0;1290;3250.0
399;ABW / WWB, algemeen;1e halfjaar 2002;20210;46.5;2300.0;18720;2480.0
400;ABW / WWB, algemeen;2e halfjaar 2002;20960;47.9;2285.0;18740;2560.0
401;ABW / WWB, algemeen;2002;41180;94.4;2290.0;37460;2520.0
402;ABW / WWB, algemeen;1e halfjaar 2003;15970;42.8;2675.0;14470;2955.0
403;ABW / WWB, algemeen;2e halfjaar 2003;22570;58.4;2590.0;20000;2920.0
404;ABW / WWB, algemeen;2003;38540;101.2;2625.0;34470;2935.0
405;ABW / WWB, algemeen;1e halfjaar 2004;21590;55.1;2555.0;19710;2800.0
406;ABW / WWB, algemeen;2e halfjaar 2004;17600;53.1;3015.0;15270;3475.0
407;ABW / WWB, algemeen;2004;39190;108.2;2760.0;34980;3095.0
408;ABW / WWB, algemeen;1e halfjaar 2005;15310;54.9;3585.0;13340;4115.0
409;ABW / WWB, algemeen;2e halfjaar 2005;17060;57.7;3385.0;14790;3905.0
410;ABW / WWB, algemeen;2005;32370;112.6;3480.0;28130;4005.0
411;ABW / WWB, algemeen;1e halfjaar 2006;15610;60.8;3895.0;13870;4385.0
412;ABW / WWB, algemeen;2e halfjaar 2006;17470;69.9;4005.0;14640;4780.0
413;ABW / WWB, algemeen;2006;33080;130.7;3950.0;28500;4585.0
414;ABW / WWB, algemeen;1e halfjaar 2007;15500;59.8;3860.0;13540;4415.0
415;ABW / WWB, algemeen;2e halfjaar 2007;15390;60.0;3900.0;12870;4660.0
416;ABW / WWB, algemeen;2007;30890;119.8;3880.0;26410;4535.0
417;ABW / WWB, algemeen;1e halfjaar 2008;14100;51.0;3620.0;11920;4280.0
418;ABW / WWB, algemeen;2e halfjaar 2008;13590;55.3;4070.0;11490;4815.0
419;ABW / WWB, algemeen;2008;27690;106.3;3840.0;23410;4540.0
420;ABW / WWB, bijzonder;1e halfjaar 2002;630;0.6;930.0;380;1565.0
421;ABW / WWB, bijzonder;2e halfjaar 2002;850;0.6;685.0;450;1310.0
422;ABW / WWB, bijzonder;2002;1480;1.2;790.0;820;1425.0
423;ABW / WWB, bijzonder;1e halfjaar 2003;630;0.6;905.0;360;1590.0
424;ABW / WWB, bijzonder;2e halfjaar 2003;660;0.5;740.0;370;1300.0
425;ABW / WWB, bijzonder;2003;1280;1.1;820.0;730;1440.0
426;ABW / WWB, bijzonder;1e halfjaar 2004;550;0.5;915.0;310;1640.0
427;ABW / WWB, bijzonder;2e halfjaar 2004;590;0.4;735.0;280;1550.0
428;ABW / WWB, bijzonder;2004;1140;0.9;825.0;590;1595.0
429;ABW / WWB, bijzonder;1e halfjaar 2005;610;0.5;800.0;250;1930.0
430;ABW / WWB, bijzonder;2e halfjaar 2005;690;0.7;1035.0;250;2870.0
431;ABW / WWB, bijzonder;2005;1290;1.2;925.0;500;2395.0
432;ABW / WWB, bijzonder;1e halfjaar 2006;650;0.6;940.0;240;2545.0
433;ABW / WWB, bijzonder;2e halfjaar 2006;570;0.5;835.0;200;2400.0
434;ABW / WWB, bijzonder;2006;1220;1.1;890.0;440;2480.0
435;ABW / WWB, bijzonder;1e halfjaar 2007;490;0.4;805.0;200;1950.0
436;ABW / WWB, bijzonder;2e halfjaar 2007;500;0.4;745.0;160;2355.0
437;ABW / WWB, bijzonder;2007;990;0.8;775.0;360;2130.0
438;ABW / WWB, bijzonder;1e halfjaar 2008;370;0.7;1775.0;160;4065.0
439;ABW / WWB, bijzonder;2e halfjaar 2008;370;0.4;1025.0;140;2780.0
440;ABW / WWB, bijzonder;2008;740;1.0;1395.0;300;3475.0
441;IOAW;1e halfjaar 2002;130;0.3;2715.0;120;2850.0
442;IOAW;2e halfjaar 2002;170;0.4;2350.0;150;2735.0
443;IOAW;2002;300;0.7;2505.0;270;2790.0
444;IOAW;1e halfjaar 2003;180;0.5;2605.0;150;3120.0
445;IOAW;2e halfjaar 2003;120;0.5;3635.0;110;4135.0
446;IOAW;2003;310;0.9;3020.0;260;3540.0
447;IOAW;1e halfjaar 2004;140;0.4;3200.0;120;3650.0
448;IOAW;2e halfjaar 2004;120;0.3;2650.0;100;3065.0
449;IOAW;2004;260;0.8;2945.0;220;3380.0
450;IOAW;1e halfjaar 2005;110;0.3;2385.0;90;2895.0
451;IOAW;2e halfjaar 2005;90;0.3;3350.0;80;3970.0
452;IOAW;2005;200;0.6;2840.0;170;3405.0
453;IOAW;1e halfjaar 2006;110;0.4;3820.0;90;4535.0
454;IOAW;2e halfjaar 2006;120;0.4;3310.0;100;3785.0
455;IOAW;2006;220;0.8;3550.0;190;4135.0
456;IOAW;1e halfjaar 2007;70;0.4;5355.0;30;12270.0
457;IOAW;2e halfjaar 2007;70;0.2;3270.0;60;3745.0
458;IOAW;2007;140;0.6;4305.0;90;6555.0
459;IOAW;1e halfjaar 2008;70;0.2;3670.0;60;3810.0
460;IOAW;2e halfjaar 2008;60;0.3;5560.0;50;6260.0
461;IOAW;2008;130;0.6;4570.0;120;4925.0
462;IOAZ;1e halfjaar 2002;30;0.1;2845.0;30;3020.0
463;IOAZ;2e halfjaar 2002;30;0.1;2720.0;30;3080.0
464;IOAZ;2002;70;0.2;2780.0;60;3050.0
465;IOAZ;1e halfjaar 2003;30;0.1;2625.0;30;2925.0
466;IOAZ;2e halfjaar 2003;40;0.1;3370.0;40;3565.0
467;IOAZ;2003;70;0.2;3040.0;60;3290.0
468;IOAZ;1e halfjaar 2004;10;0.0;3585.0;10;3585.0
469;IOAZ;2e halfjaar 2004;20;0.1;6165.0;20;6505.0
470;IOAZ;2004;30;0.2;5165.0;30;5335.0
471;IOAZ;1e halfjaar 2005;20;0.0;2685.0;20;3010.0
472;IOAZ;2e halfjaar 2005;0;0.0;;0;
473;IOAZ;2005;20;0.0;2250.0;20;2460.0
474;IOAZ;1e halfjaar 2006;20;0.1;4040.0;20;5365.0
475;IOAZ;2e halfjaar 2006;10;0.0;1580.0;10;1770.0
476;IOAZ;2006;30;0.1;3370.0;30;4260.0
477;IOAZ;1e halfjaar 2007;10;0.0;1490.0;10;2725.0
478;IOAZ;2e halfjaar 2007;20;0.1;3530.0;20;3695.0
479;IOAZ;2007;30;0.1;2705.0;30;3420.0
480;IOAZ;1e halfjaar 2008;10;0.1;12950.0;10;12855.0
481;IOAZ;2e halfjaar 2008;10;0.1;4600.0;10;4995.0
482;IOAZ;2008;20;0.1;7380.0;20;7770.0
483;Wwik;1e halfjaar 2002;10;0.0;1815.0;10;1815.0
484;Wwik;2e halfjaar 2002;10;0.0;3580.0;10;4025.0
485;Wwik;2002;20;0.1;2610.0;20;2745.0
486;Wwik;1e halfjaar 2003;10;0.0;2670.0;10;2670.0
487;Wwik;2e halfjaar 2003;20;0.1;3180.0;20;4240.0
488;Wwik;2003;30;0.1;3000.0;30;3575.0
489;Wwik;1e halfjaar 2004;60;0.3;5815.0;40;8080.0
490;Wwik;2e halfjaar 2004;40;0.2;5060.0;30;5520.0
491;Wwik;2004;90;0.5;5520.0;70;6940.0
492;Wwik;1e halfjaar 2005;20;0.1;3380.0;20;3370.0
493;Wwik;2e halfjaar 2005;10;0.1;5765.0;10;5740.0
494;Wwik;2005;30;0.1;4255.0;30;4240.0
495;Wwik;1e halfjaar 2006;10;0.0;4275.0;10;4235.0
496;Wwik;2e halfjaar 2006;10;0.1;12445.0;10;12270.0
497;Wwik;2006;20;0.2;8350.0;20;8250.0
498;Wwik;1e halfjaar 2007;10;0.1;7675.0;0;17740.0
499;Wwik;2e halfjaar 2007;10;0.0;5340.0;10;5270.0
500;Wwik;2007;20;0.1;6435.0;10;8670.0
501;Wwik;1e halfjaar 2008;50;0.2;4190.0;40;4745.0
502;Wwik;2e halfjaar 2008;40;0.2;3870.0;40;4055.0
503;Wwik;2008;90;0.4;4040.0;90;4415.0
504;Geen regeling;1e halfjaar 2002;170;1.7;10010.0;170;10070.0
505;Geen regeling;2e halfjaar 2002;50;0.2;3455.0;40;3530.0
506;Geen regeling;2002;210;1.8;8630.0;210;8715.0
507;Geen regeling;1e halfjaar 2003;30;0.2;8365.0;30;8365.0
508;Geen regeling;2e halfjaar 2003;60;0.5;7145.0;60;7145.0
509;Geen regeling;2003;90;0.7;7500.0;90;7500.0
510;Geen regeling;1e halfjaar 2004;30;0.1;4410.0;30;4560.0
511;Geen regeling;2e halfjaar 2004;50;0.1;2285.0;50;2330.0
512;Geen regeling;2004;80;0.2;3110.0;80;3195.0
513;Geen regeling;1e halfjaar 2005;140;0.5;3455.0;140;3480.0
514;Geen regeling;2e halfjaar 2005;260;0.9;3495.0;250;3530.0
515;Geen regeling;2005;400;1.4;3480.0;390;3510.0
516;Geen regeling;1e halfjaar 2006;240;0.7;3070.0;230;3125.0
517;Geen regeling;2e halfjaar 2006;240;0.6;2560.0;230;2650.0
518;Geen regeling;2006;480;1.3;2815.0;460;2885.0
519;Geen regeling;1e halfjaar 2007;260;0.4;1545.0;250;1595.0
520;Geen regeling;2e halfjaar 2007;200;0.7;3330.0;190;3450.0
521;Geen regeling;2007;460;1.1;2325.0;440;2405.0
522;Geen regeling;1e halfjaar 2008;250;0.7;2815.0;240;2850.0
523;Geen regeling;2e halfjaar 2008;260;1.7;6675.0;260;6735.0
524;Geen regeling;2008;510;2.4;4800.0;500;4845.0
525;Regeling onbekend;1e halfjaar 2002;320;0.8;2495.0;310;2565.0
526;Regeling onbekend;2e halfjaar 2002;280;0.9;3280.0;270;3440.0
527;Regeling onbekend;2002;600;1.7;2860.0;580;2965.0
528;Regeling onbekend;1e halfjaar 2003;350;1.0;2970.0;360;2900.0
529;Regeling onbekend;2e halfjaar 2003;350;1.2;3470.0;340;3560.0
530;Regeling onbekend;2003;700;2.3;3220.0;700;3225.0
531;Regeling onbekend;1e halfjaar 2004;420;1.5;3600.0;410;3680.0
532;Regeling onbekend;2e halfjaar 2004;390;1.6;4105.0;380;4235.0
533;Regeling onbekend;2004;800;3.1;3845.0;780;3950.0
534;Regeling onbekend;1e halfjaar 2005;600;3.6;6025.0;600;6035.0
535;Regeling onbekend;2e halfjaar 2005;0;0.0;;0;
536;Regeling onbekend;2005;600;3.7;6045.0;600;6055.0
537;Regeling onbekend;1e halfjaar 2006;0;0.0;;0;
538;Regeling onbekend;2e halfjaar 2006;0;0.0;;0;
539;Regeling onbekend;2006;0;0.0;;0;
540;Regeling onbekend;1e halfjaar 2007;0;0.0;;0;
541;Regeling onbekend;2e halfjaar 2007;0;0.0;;0;
542;Regeling onbekend;2007;0;0.0;;0;
543;Regeling onbekend;1e halfjaar 2008;0;0.0;;0;
544;Regeling onbekend;2e halfjaar 2008;0;0.0;;0;
545;Regeling onbekend;2008;0;0.0;;0;
546;Fraudebedrag: onbekend;1e halfjaar 2002;640;;;610;
547;Fraudebedrag: onbekend;2e halfjaar 2002;710;;;680;
548;Fraudebedrag: onbekend;2002;1360;;;1290;
549;Fraudebedrag: onbekend;1e halfjaar 2003;880;;;810;
550;Fraudebedrag: onbekend;2e halfjaar 2003;990;;;920;
551;Fraudebedrag: onbekend;2003;1860;;;1730;
552;Fraudebedrag: onbekend;1e halfjaar 2004;1000;;;940;
553;Fraudebedrag: onbekend;2e halfjaar 2004;1400;;;1310;
554;Fraudebedrag: onbekend;2004;2410;;;2250;
555;Fraudebedrag: onbekend;1e halfjaar 2005;1830;;;1790;
556;Fraudebedrag: onbekend;2e halfjaar 2005;2150;;;2090;
557;Fraudebedrag: onbekend;2005;3980;;;3880;
558;Fraudebedrag: onbekend;1e halfjaar 2006;2300;0.0;;2250;
559;Fraudebedrag: onbekend;2e halfjaar 2006;2170;;;2080;
560;Fraudebedrag: onbekend;2006;4460;0.0;;4330;
561;Fraudebedrag: onbekend;1e halfjaar 2007;2430;0.0;;2320;
562;Fraudebedrag: onbekend;2e halfjaar 2007;2230;0.0;;2140;
563;Fraudebedrag: onbekend;2007;4660;0.0;;4460;
564;Fraudebedrag: onbekend;1e halfjaar 2008;2210;0.0;;2130;
565;Fraudebedrag: onbekend;2e halfjaar 2008;1870;0.0;;1830;
566;Fraudebedrag: onbekend;2008;4080;0.0;;3960;
567;Fraudebedrag: 1-3 000 euro;1e halfjaar 2002;17470;14.7;840.0;15730;930.0
568;Fraudebedrag: 1-3 000 euro;2e halfjaar 2002;18230;14.5;795.0;15630;925.0
569;Fraudebedrag: 1-3 000 euro;2002;35710;29.1;815.0;31360;930.0
570;Fraudebedrag: 1-3 000 euro;1e halfjaar 2003;13400;11.2;835.0;11660;960.0
571;Fraudebedrag: 1-3 000 euro;2e halfjaar 2003;18280;15.7;860.0;15520;1010.0
572;Fraudebedrag: 1-3 000 euro;2003;31680;26.9;850.0;27180;990.0
573;Fraudebedrag: 1-3 000 euro;1e halfjaar 2004;17790;15.5;870.0;15750;985.0
574;Fraudebedrag: 1-3 000 euro;2e halfjaar 2004;13790;11.3;820.0;11340;995.0
575;Fraudebedrag: 1-3 000 euro;2004;31580;26.8;850.0;27090;990.0
576;Fraudebedrag: 1-3 000 euro;1e halfjaar 2005;11480;9.7;845.0;9360;1035.0
577;Fraudebedrag: 1-3 000 euro;2e halfjaar 2005;12610;10.0;790.0;10170;980.0
578;Fraudebedrag: 1-3 000 euro;2005;24090;19.6;815.0;19530;1005.0
579;Fraudebedrag: 1-3 000 euro;1e halfjaar 2006;11090;9.2;825.0;9110;1005.0
580;Fraudebedrag: 1-3 000 euro;2e halfjaar 2006;12540;10.2;815.0;9640;1060.0
581;Fraudebedrag: 1-3 000 euro;2006;23630;19.4;820.0;18750;1035.0
582;Fraudebedrag: 1-3 000 euro;1e halfjaar 2007;10820;9.1;840.0;8740;1040.0
583;Fraudebedrag: 1-3 000 euro;2e halfjaar 2007;10800;8.6;795.0;8310;1030.0
584;Fraudebedrag: 1-3 000 euro;2007;21620;17.7;815.0;17060;1035.0
585;Fraudebedrag: 1-3 000 euro;1e halfjaar 2008;9900;8.3;835.0;7750;1065.0
586;Fraudebedrag: 1-3 000 euro;2e halfjaar 2008;9630;7.6;795.0;7500;1020.0
587;Fraudebedrag: 1-3 000 euro;2008;19540;15.9;815.0;15250;1045.0
588;Fraudebedrag: 3 000-6 000 euro;1e halfjaar 2002;1790;7.5;4175.0;1770;4225.0
589;Fraudebedrag: 3 000-6 000 euro;2e halfjaar 2002;1790;7.4;4150.0;1740;4265.0
590;Fraudebedrag: 3 000-6 000 euro;2002;3580;14.9;4160.0;3500;4245.0
591;Fraudebedrag: 3 000-6 000 euro;1e halfjaar 2003;1400;5.9;4195.0;1370;4290.0
592;Fraudebedrag: 3 000-6 000 euro;2e halfjaar 2003;2350;10.0;4250.0;2280;4390.0
593;Fraudebedrag: 3 000-6 000 euro;2003;3750;15.9;4230.0;3650;4350.0
594;Fraudebedrag: 3 000-6 000 euro;1e halfjaar 2004;2120;8.9;4200.0;2050;4345.0
595;Fraudebedrag: 3 000-6 000 euro;2e halfjaar 2004;1660;7.0;4235.0;1500;4675.0
596;Fraudebedrag: 3 000-6 000 euro;2004;3780;15.9;4215.0;3560;4485.0
597;Fraudebedrag: 3 000-6 000 euro;1e halfjaar 2005;1400;5.9;4220.0;1310;4515.0
598;Fraudebedrag: 3 000-6 000 euro;2e halfjaar 2005;1360;5.8;4295.0;1180;4945.0
599;Fraudebedrag: 3 000-6 000 euro;2005;2770;11.8;4255.0;2490;4720.0
600;Fraudebedrag: 3 000-6 000 euro;1e halfjaar 2006;1220;5.1;4215.0;1130;4565.0
601;Fraudebedrag: 3 000-6 000 euro;2e halfjaar 2006;1460;6.2;4270.0;1220;5085.0
602;Fraudebedrag: 3 000-6 000 euro;2006;2680;11.4;4245.0;2350;4835.0
603;Fraudebedrag: 3 000-6 000 euro;1e halfjaar 2007;1210;5.1;4205.0;1150;4450.0
604;Fraudebedrag: 3 000-6 000 euro;2e halfjaar 2007;1140;4.8;4250.0;970;4975.0
605;Fraudebedrag: 3 000-6 000 euro;2007;2350;10.0;4225.0;2120;4690.0
606;Fraudebedrag: 3 000-6 000 euro;1e halfjaar 2008;1020;4.3;4235.0;920;4730.0
607;Fraudebedrag: 3 000-6 000 euro;2e halfjaar 2008;960;4.1;4290.0;860;4755.0
608;Fraudebedrag: 3 000-6 000 euro;2008;1980;8.5;4260.0;1780;4740.0
609;Fraudebedrag: 6 000-10 000 euro;1e halfjaar 2002;700;5.4;7645.0;690;7740.0
610;Fraudebedrag: 6 000-10 000 euro;2e halfjaar 2002;680;5.2;7720.0;660;7920.0
611;Fraudebedrag: 6 000-10 000 euro;2002;1380;10.6;7680.0;1360;7830.0
612;Fraudebedrag: 6 000-10 000 euro;1e halfjaar 2003;630;4.8;7675.0;610;7925.0
613;Fraudebedrag: 6 000-10 000 euro;2e halfjaar 2003;1100;8.4;7670.0;1070;7855.0
614;Fraudebedrag: 6 000-10 000 euro;2003;1730;13.2;7670.0;1680;7880.0
615;Fraudebedrag: 6 000-10 000 euro;1e halfjaar 2004;810;6.2;7645.0;770;7985.0
616;Fraudebedrag: 6 000-10 000 euro;2e halfjaar 2004;770;5.9;7650.0;740;7865.0
617;Fraudebedrag: 6 000-10 000 euro;2004;1570;12.0;7650.0;1520;7925.0
618;Fraudebedrag: 6 000-10 000 euro;1e halfjaar 2005;740;5.7;7690.0;670;8435.0
619;Fraudebedrag: 6 000-10 000 euro;2e halfjaar 2005;700;5.4;7705.0;600;9000.0
620;Fraudebedrag: 6 000-10 000 euro;2005;1430;11.0;7700.0;1270;8700.0
621;Fraudebedrag: 6 000-10 000 euro;1e halfjaar 2006;690;5.4;7785.0;630;8525.0
622;Fraudebedrag: 6 000-10 000 euro;2e halfjaar 2006;780;6.1;7795.0;690;8795.0
623;Fraudebedrag: 6 000-10 000 euro;2006;1470;11.4;7790.0;1320;8665.0
624;Fraudebedrag: 6 000-10 000 euro;1e halfjaar 2007;600;4.6;7735.0;560;8220.0
625;Fraudebedrag: 6 000-10 000 euro;2e halfjaar 2007;660;5.2;7765.0;590;8765.0
626;Fraudebedrag: 6 000-10 000 euro;2007;1260;9.8;7750.0;1150;8500.0
627;Fraudebedrag: 6 000-10 000 euro;1e halfjaar 2008;580;4.5;7755.0;540;8250.0
628;Fraudebedrag: 6 000-10 000 euro;2e halfjaar 2008;670;5.1;7725.0;550;9305.0
629;Fraudebedrag: 6 000-10 000 euro;2008;1250;9.6;7740.0;1100;8785.0
630;Fraudebedrag: 10 000-25 000 euro;1e halfjaar 2002;640;9.8;15335.0;670;14625.0
631;Fraudebedrag: 10 000-25 000 euro;2e halfjaar 2002;660;9.7;14765.0;660;14745.0
632;Fraudebedrag: 10 000-25 000 euro;2002;1300;19.6;15045.0;1330;14685.0
633;Fraudebedrag: 10 000-25 000 euro;1e halfjaar 2003;600;9.0;15130.0;610;14810.0
634;Fraudebedrag: 10 000-25 000 euro;2e halfjaar 2003;770;11.4;14685.0;790;14440.0
635;Fraudebedrag: 10 000-25 000 euro;2003;1370;20.4;14880.0;1400;14600.0
636;Fraudebedrag: 10 000-25 000 euro;1e halfjaar 2004;730;10.8;14960.0;750;14385.0
637;Fraudebedrag: 10 000-25 000 euro;2e halfjaar 2004;810;12.1;15010.0;800;15215.0
638;Fraudebedrag: 10 000-25 000 euro;2004;1530;22.9;14985.0;1550;14810.0
639;Fraudebedrag: 10 000-25 000 euro;1e halfjaar 2005;870;13.0;14995.0;780;16615.0
640;Fraudebedrag: 10 000-25 000 euro;2e halfjaar 2005;820;12.4;15125.0;800;15595.0
641;Fraudebedrag: 10 000-25 000 euro;2005;1690;25.4;15060.0;1580;16105.0
642;Fraudebedrag: 10 000-25 000 euro;1e halfjaar 2006;790;12.1;15355.0;750;16070.0
643;Fraudebedrag: 10 000-25 000 euro;2e halfjaar 2006;870;13.4;15470.0;870;15390.0
644;Fraudebedrag: 10 000-25 000 euro;2006;1660;25.5;15415.0;1620;15705.0
645;Fraudebedrag: 10 000-25 000 euro;1e halfjaar 2007;740;11.3;15240.0;700;16170.0
646;Fraudebedrag: 10 000-25 000 euro;2e halfjaar 2007;830;12.6;15295.0;710;17870.0
647;Fraudebedrag: 10 000-25 000 euro;2007;1570;23.9;15270.0;1410;17025.0
648;Fraudebedrag: 10 000-25 000 euro;1e halfjaar 2008;660;10.1;15385.0;610;16610.0
649;Fraudebedrag: 10 000-25 000 euro;2e halfjaar 2008;700;10.5;15060.0;670;15705.0
650;Fraudebedrag: 10 000-25 000 euro;2008;1360;20.6;15220.0;1280;16135.0
651;Fraudebedrag: 25 000 euro of meer;1e halfjaar 2002;260;12.7;48480.0;270;46870.0
652;Fraudebedrag: 25 000 euro of meer;2e halfjaar 2002;280;13.2;47145.0;310;43015.0
653;Fraudebedrag: 25 000 euro of meer;2002;540;25.9;47790.0;580;44820.0
654;Fraudebedrag: 25 000 euro of meer;1e halfjaar 2003;300;14.3;48235.0;320;45185.0
655;Fraudebedrag: 25 000 euro of meer;2e halfjaar 2003;330;15.7;47870.0;360;43990.0
656;Fraudebedrag: 25 000 euro of meer;2003;630;30.0;48045.0;670;44550.0
657;Fraudebedrag: 25 000 euro of meer;1e halfjaar 2004;340;16.6;48960.0;360;46110.0
658;Fraudebedrag: 25 000 euro of meer;2e halfjaar 2004;380;19.6;51470.0;430;45695.0
