ID;Selectiegroep;Perioden;CBSKoersindex_1;CBSHerbeleggingsindex_2
727;1;1984 april;;102.5
728;1;1984 mei;;102.7
729;1;1984 juni;;103.8
730;1;1984 juli;;104.1
731;1;1984 augustus;;105.2
732;1;1984 september;;106.3
733;1;1984 oktober;;107.8
734;1;1984 november;;108.9
735;1;1984 december;;109.9
736;1;1985 januari;;110.1
737;1;1985 februari;;109.3
738;1;1985 maart;;110.7
739;1;1985 april;;111.6
740;1;1985 mei;;112.8
741;1;1985 juni;;113.8
742;1;1985 juli;;115.3
743;1;1985 augustus;;116.8
744;1;1985 september;;117.6
745;1;1985 oktober;;117.8
746;1;1985 november;;118.6
747;1;1985 december;;119.6
748;1;1986 januari;;120.3
749;1;1986 februari;;121.0
750;1;1986 maart;;122.4
751;1;1986 april;;123.5
752;1;1986 mei;;123.7
753;1;1986 juni;;124.6
754;1;1986 juli;;125.6
755;1;1986 augustus;;127.2
756;1;1986 september;;127.3
757;1;1986 oktober;;127.7
758;1;1986 november;;128.1
759;1;1986 december;;128.3
760;1;1987 januari;;130.0
761;1;1987 februari;;130.5
762;1;1987 maart;;131.4
763;1;1987 april;;132.1
764;1;1987 mei;;133.1
765;1;1987 juni;;133.6
766;1;1987 juli;;134.0
767;1;1987 augustus;;134.5
768;1;1987 september;;134.7
769;1;1987 oktober;;135.4
770;1;1987 november;;137.4
771;1;1987 december;;138.5
772;1;1988 januari;;140.5
773;1;1988 februari;;141.5
774;1;1988 maart;;142.9
775;1;1988 april;;143.9
776;1;1988 mei;;144.2
777;1;1988 juni;;143.8
778;1;1988 juli;;143.7
779;1;1988 augustus;;143.9
780;1;1988 september;;145.5
781;1;1988 oktober;;147.0
782;1;1988 november;;147.2
783;1;1988 december;;147.1
784;1;1989 januari;;147.0
785;1;1989 februari;;146.1
786;1;1989 maart;;147.8
787;1;1989 april;;148.9
788;1;1989 mei;;148.8
789;1;1989 juni;;150.5
790;1;1989 juli;;151.9
791;1;1989 augustus;;152.3
792;1;1989 september;;152.7
793;1;1989 oktober;;153.1
794;1;1989 november;;153.3
795;1;1989 december;;154.0
796;1;1990 januari;;154.7
797;1;1990 februari;;154.2
798;1;1990 maart;;156.3
799;1;1990 april;;156.9
800;1;1990 mei;;158.6
801;1;1990 juni;;159.8
802;1;1990 juli;;161.6
803;1;1990 augustus;;161.9
804;1;1990 september;;162.7
805;1;1990 oktober;;164.5
806;1;1990 november;;165.4
807;1;1990 december;;166.3
808;1;1991 januari;;167.9
809;1;1991 februari;;169.8
810;1;1991 maart;;170.6
811;1;1991 april;;171.9
812;1;1991 mei;;173.4
813;1;1991 juni;;174.3
814;1;1991 juli;;174.9
815;1;1991 augustus;;176.2
816;1;1991 september;;177.4
817;1;1991 oktober;;178.5
818;1;1991 november;;179.7
819;1;1991 december;;181.0
820;1;1992 januari;;183.3
821;1;1992 februari;;184.4
822;1;1992 maart;;184.9
823;1;1992 april;;186.2
824;1;1992 mei;;187.5
825;1;1992 juni;;188.6
826;1;1992 juli;;189.5
827;1;1992 augustus;;190.6
828;1;1992 september;;194.6
829;1;1992 oktober;;197.7
830;1;1992 november;;199.5
831;1;1992 december;;201.1
832;1;1993 januari;;202.6
833;1;1993 februari;;205.4
834;1;1993 maart;;207.0
835;1;1993 april;;208.1
836;1;1993 mei;;209.7
837;1;1993 juni;;211.6
838;1;1993 juli;;212.9
839;1;1993 augustus;;214.4
840;1;1993 september;;215.9
841;1;1993 oktober;;217.6
842;1;1993 november;;219.5
843;1;1993 december;;220.8
844;1;1994 januari;;222.1
845;1;1994 februari;;222.8
846;1;1994 maart;;223.2
847;1;1994 april;;224.3
848;1;1994 mei;;225.3
849;1;1994 juni;;226.1
850;1;1994 juli;;227.5
851;1;1994 augustus;;227.9
852;1;1994 september;;228.7
853;1;1994 oktober;;229.9
854;1;1994 november;;231.3
855;1;1994 december;;231.6
856;1;1995 januari;;233.4
857;1;1995 februari;;234.8
858;1;1995 maart;;237.1
859;1;1995 april;;239.1
860;1;1995 mei;;241.6
861;1;1995 juni;;242.3
862;1;1995 juli;;243.9
863;1;1995 augustus;;246.2
864;1;1995 september;;248.4
865;1;1995 oktober;;250.3
866;1;1995 november;;253.1
867;1;1995 december;;254.6
868;1;1996 januari;;256.6
869;1;1996 februari;;255.9
870;1;1996 maart;;257.4
871;1;1996 april;;259.6
872;1;1996 mei;;260.6
873;1;1996 juni;;260.2
874;1;1996 juli;;261.4
875;1;1996 augustus;;263.8
876;1;1996 september;;266.3
877;1;1996 oktober;;266.8
878;1;1996 november;;268.5
879;1;1996 december;;269.8
880;1;1997 januari;;270.9
881;1;1997 februari;;271.3
882;1;1997 maart;;271.2
883;1;1997 april;;272.5
884;1;1997 mei;;273.2
885;1;1997 juni;;274.9
886;1;1997 juli;;274.8
887;1;1997 augustus;;274.8
888;1;1997 september;;276.1
889;1;1997 oktober;;276.3
890;1;1997 november;;277.1
891;1;1997 december;;278.6
892;1;1998 januari;;280.9
893;1;1998 februari;;281.8
894;1;1998 maart;;282.5
895;1;1998 april;;283.0
896;1;1998 mei;;284.4
897;1;1998 juni;;285.6
898;1;1998 juli;;286.8
899;1;1998 augustus;;289.1
900;1;1998 september;;290.4
901;1;1998 oktober;;291.7
902;1;1998 november;;292.9
903;1;1998 december;;294.2
904;1;1999 januari;;296.1
905;1;1999 februari;;295.9
906;1;1999 maart;;297.5
907;1;1999 april;;299.2
908;1;1999 mei;;299.6
909;1;1999 juni;;298.6
910;1;1999 juli;;298.4
911;1;1999 augustus;;299.1
912;1;1999 september;;299.4
913;1;1999 oktober;;299.0
914;1;1999 november;;299.9
915;1;1999 december;;300.5
916;1;2000 januari;;300.9
917;1;2000 februari;;301.8
918;1;2000 maart;;303.0
919;1;2000 april;;303.4
920;1;2000 mei;;303.2
921;1;2000 juni;;304.7
922;1;2000 juli;;305.2
923;1;2000 augustus;;306.2
924;1;2000 september;;308.0
925;1;2000 oktober;;309.2
926;1;2000 november;;311.2
927;1;2000 december;;313.9
928;1;2001 januari;;315.7
929;1;2001 februari;;316.7
930;1;2001 maart;;318.6
931;1;2001 april;;318.5
932;1;2001 mei;;320.3
933;1;2001 juni;;321.8
934;1;2001 juli;;323.6
935;1;2001 augustus;;325.5
936;1;2001 september;;328.1
937;1;2001 oktober;;330.4
938;1;2001 november;;330.5
939;1;2001 december;;330.9
940;1;2002 januari;;331.2
941;1;2002 februari;;332.2
942;1;2002 maart;;331.6
943;1;2002 april;;334.0
944;1;2002 mei;;334.5
945;1;2002 juni;;336.8
946;1;2002 juli;;339.2
947;1;2002 augustus;;341.0
948;1;2002 september;;343.7
949;1;2002 oktober;;344.5
950;1;2002 november;;345.5
951;1;2002 december;;348.2
952;1;2003 januari;;349.7
953;1;2003 februari;;351.7
954;1;2003 maart;;352.0
955;1;2003 april;;352.8
956;1;2003 mei;;355.6
957;1;2003 juni;;356.5
958;1;2003 juli;;355.6
959;1;2003 augustus;;355.3
960;1;2003 september;;358.1
961;1;2003 oktober;;356.8
962;1;2003 november;;357.0
963;1;2003 december;;359.0
964;2;1983 december;100.0;100.0
965;2;1984 januari;100.0;100.8
966;2;1984 februari;100.1;101.8
967;2;1984 maart;100.2;102.7
968;2;1984 april;100.3;103.4
969;2;1984 mei;98.9;102.9
970;2;1984 juni;99.5;104.1
971;2;1984 juli;99.2;104.4
972;2;1984 augustus;100.3;106.3
973;2;1984 september;101.3;108.0
974;2;1984 oktober;103.1;110.3
975;2;1984 november;102.8;110.9
976;2;1984 december;103.5;112.0
977;2;1985 januari;103.3;112.5
978;2;1985 februari;101.1;111.0
979;2;1985 maart;102.0;112.5
980;2;1985 april;102.2;113.6
981;2;1985 mei;103.3;115.5
982;2;1985 juni;103.6;116.5
983;2;1985 juli;104.6;118.4
984;2;1985 augustus;106.0;120.7
985;2;1985 september;105.8;121.0
986;2;1985 oktober;104.8;120.6
987;2;1985 november;105.4;121.8
988;2;1985 december;106.1;123.1
989;2;1986 januari;106.1;123.9
990;2;1986 februari;106.3;124.8
991;2;1986 maart;107.3;126.6
992;2;1986 april;108.0;128.0
993;2;1986 mei;107.3;127.9
994;2;1986 juni;107.6;128.8
995;2;1986 juli;108.0;129.9
996;2;1986 augustus;109.4;131.9
997;2;1986 september;108.7;131.9
998;2;1986 oktober;108.3;132.1
999;2;1986 november;107.8;132.3
1000;2;1986 december;107.2;132.2
1001;2;1987 januari;108.2;134.4
1002;2;1987 februari;108.2;135.0
1003;2;1987 maart;108.1;135.6
1004;2;1987 april;108.0;136.1
1005;2;1987 mei;108.2;137.1
1006;2;1987 juni;108.1;137.5
1007;2;1987 juli;107.7;137.8
1008;2;1987 augustus;107.4;138.1
1009;2;1987 september;106.5;137.7
1010;2;1987 oktober;106.6;138.9
1011;2;1987 november;108.0;141.2
1012;2;1987 december;108.4;142.4
1013;2;1988 januari;109.7;144.7
1014;2;1988 februari;110.1;146.0
1015;2;1988 maart;110.7;147.3
1016;2;1988 april;110.6;148.1
1017;2;1988 mei;109.5;147.8
1018;2;1988 juni;108.4;147.1
1019;2;1988 juli;107.2;146.4
1020;2;1988 augustus;107.2;147.1
1021;2;1988 september;108.2;149.2
1022;2;1988 oktober;109.2;151.1
1023;2;1988 november;108.6;151.0
1024;2;1988 december;107.8;151.0
1025;2;1989 januari;105.9;149.4
1026;2;1989 februari;103.6;147.5
1027;2;1989 maart;104.0;148.8
1028;2;1989 april;104.0;149.6
1029;2;1989 mei;102.6;148.6
1030;2;1989 juni;103.7;150.9
1031;2;1989 juli;104.6;152.8
1032;2;1989 augustus;103.7;152.5
1033;2;1989 september;102.8;151.8
1034;2;1989 oktober;102.1;151.7
1035;2;1989 november;100.9;151.2
1036;2;1989 december;100.8;151.9
1037;2;1990 januari;99.5;150.9
1038;2;1990 februari;97.4;148.8
1039;2;1990 maart;98.3;151.1
1040;2;1990 april;97.7;151.0
1041;2;1990 mei;98.1;152.7
1042;2;1990 juni;98.2;154.1
1043;2;1990 juli;98.7;156.3
1044;2;1990 augustus;97.5;155.6
1045;2;1990 september;97.0;155.8
1046;2;1990 oktober;97.6;157.9
1047;2;1990 november;97.7;158.9
1048;2;1990 december;97.7;159.9
1049;2;1991 januari;98.2;161.6
1050;2;1991 februari;99.2;164.4
1051;2;1991 maart;98.8;164.8
1052;2;1991 april;99.0;166.1
1053;2;1991 mei;99.5;167.9
1054;2;1991 juni;99.0;168.5
1055;2;1991 juli;98.2;168.3
1056;2;1991 augustus;98.6;170.0
1057;2;1991 september;98.7;171.2
1058;2;1991 oktober;98.7;172.1
1059;2;1991 november;98.7;173.4
1060;2;1991 december;99.3;175.4
1061;2;1992 januari;100.6;178.8
1062;2;1992 februari;100.6;180.1
1063;2;1992 maart;99.7;179.9
1064;2;1992 april;99.9;181.4
1065;2;1992 mei;100.2;183.1
1066;2;1992 juni;100.2;184.0
1067;2;1992 juli;100.1;184.8
1068;2;1992 augustus;100.0;186.0
1069;2;1992 september;102.7;192.2
1070;2;1992 oktober;104.1;196.3
1071;2;1992 november;104.2;197.7
1072;2;1992 december;105.4;200.2
1073;2;1993 januari;105.0;202.3
1074;2;1993 februari;107.4;206.1
1075;2;1993 maart;108.1;208.5
1076;2;1993 april;108.0;209.4
1077;2;1993 mei;108.1;211.1
1078;2;1993 juni;108.8;213.2
1079;2;1993 juli;109.5;215.2
1080;2;1993 augustus;110.0;217.7
1081;2;1993 september;110.6;219.9
1082;2;1993 oktober;111.4;223.0
1083;2;1993 november;112.0;225.3
1084;2;1993 december;112.8;227.5
1085;2;1994 januari;113.1;228.9
1086;2;1994 februari;110.9;226.0
1087;2;1994 maart;109.8;224.7
1088;2;1994 april;109.3;224.3
1089;2;1994 mei;107.9;222.7
1090;2;1994 juni;107.4;222.8
1091;2;1994 juli;107.7;225.2
1092;2;1994 augustus;106.2;223.3
1093;2;1994 september;105.2;221.9
1094;2;1994 oktober;105.1;223.3
1095;2;1994 november;105.3;225.5
1096;2;1994 december;104.5;224.5
1097;2;1995 januari;105.2;227.6
1098;2;1995 februari;105.8;230.2
1099;2;1995 maart;107.9;235.7
1100;2;1995 april;108.7;238.6
1101;2;1995 mei;110.6;243.9
1102;2;1995 juni;109.0;242.7
1103;2;1995 juli;109.7;245.8
1104;2;1995 augustus;110.4;248.5
1105;2;1995 september;110.9;250.9
1106;2;1995 oktober;111.6;253.9
1107;2;1995 november;113.2;258.4
1108;2;1995 december;113.8;260.4
1109;2;1996 januari;114.6;263.2
1110;2;1996 februari;112.4;260.0
1111;2;1996 maart;112.9;262.4
1112;2;1996 april;113.9;265.3
1113;2;1996 mei;113.7;266.6
1114;2;1996 juni;112.4;265.9
1115;2;1996 juli;112.5;267.4
1116;2;1996 augustus;113.4;270.6
1117;2;1996 september;114.6;274.6
1118;2;1996 oktober;114.6;275.7
1119;2;1996 november;115.5;279.1
1120;2;1996 december;115.6;280.5
1121;2;1997 januari;116.0;282.7
1122;2;1997 februari;116.0;283.9
1123;2;1997 maart;114.7;282.4
1124;2;1997 april;115.0;284.5
1125;2;1997 mei;114.9;285.1
1126;2;1997 juni;115.8;288.4
1127;2;1997 juli;115.3;288.5
1128;2;1997 augustus;114.5;287.7
1129;2;1997 september;114.2;289.2
1130;2;1997 oktober;113.4;288.7
1131;2;1997 november;113.5;290.0
1132;2;1997 december;114.4;292.5
1133;2;1998 januari;115.5;296.9
1134;2;1998 februari;115.7;298.3
1135;2;1998 maart;115.2;298.9
1136;2;1998 april;114.9;298.8
1137;2;1998 mei;115.4;301.6
1138;2;1998 juni;115.6;303.4
1139;2;1998 juli;116.0;305.3
1140;2;1998 augustus;117.7;310.6
1141;2;1998 september;118.4;313.3
1142;2;1998 oktober;118.5;314.5
1143;2;1998 november;119.0;316.9
1144;2;1998 december;119.7;319.3
1145;2;1999 januari;120.8;323.1
1146;2;1999 februari;119.6;320.7
1147;2;1999 maart;120.2;323.7
1148;2;1999 april;120.9;326.9
1149;2;1999 mei;120.3;325.7
1150;2;1999 juni;117.8;321.2
1151;2;1999 juli;116.8;319.1
1152;2;1999 augustus;116.1;319.5
1153;2;1999 september;115.5;319.0
1154;2;1999 oktober;114.3;317.8
1155;2;1999 november;114.4;319.5
1156;2;1999 december;114.2;319.2
1157;2;2000 januari;112.6;318.0
1158;2;2000 februari;112.9;319.7
1159;2;2000 maart;113.4;322.9
1160;2;2000 april;112.9;322.8
1161;2;2000 mei;112.3;322.8
1162;2;2000 juni;112.7;324.9
1163;2;2000 juli;112.1;325.0
1164;2;2000 augustus;111.7;325.3
1165;2;2000 september;112.4;328.4
1166;2;2000 oktober;112.3;330.0
1167;2;2000 november;113.0;333.7
1168;2;2000 december;114.3;338.6
1169;2;2001 januari;114.7;340.6
1170;2;2001 februari;115.0;342.0
1171;2;2001 maart;115.3;344.7
1172;2;2001 april;114.5;342.7
1173;2;2001 mei;114.0;343.7
1174;2;2001 juni;114.6;346.4
1175;2;2001 juli;115.4;350.0
1176;2;2001 augustus;115.8;353.5
1177;2;2001 september;117.0;357.4
1178;2;2001 oktober;118.3;362.5
1179;2;2001 november;117.0;360.6
1180;2;2001 december;115.9;358.2
1181;2;2002 januari;114.9;358.1
1182;2;2002 februari;115.1;359.8
1183;2;2002 maart;113.7;356.6
1184;2;2002 april;114.6;360.9
1185;2;2002 mei;114.6;361.1
1186;2;2002 juni;115.3;366.0
1187;2;2002 juli;116.5;371.2
1188;2;2002 augustus;117.5;375.0
1189;2;2002 september;119.1;381.6
1190;2;2002 oktober;118.8;381.5
1191;2;2002 november;118.9;382.9
1192;2;2002 december;121.1;389.6
1193;2;2003 januari;121.1;392.6
1194;2;2003 februari;121.9;397.3
1195;2;2003 maart;121.3;396.2
1196;2;2003 april;121.3;397.0
1197;2;2003 mei;123.2;403.0
1198;2;2003 juni;122.6;403.4
1199;2;2003 juli;121.0;399.8
1200;2;2003 augustus;120.3;398.6
1201;2;2003 september;121.7;405.0
1202;2;2003 oktober;119.9;400.1
1203;2;2003 november;119.3;399.6
1204;2;2003 december;120.4;403.8
1205;3;1983 december;100.0;100.0
1206;3;1984 januari;100.0;100.8
1207;3;1984 februari;100.3;101.8
1208;3;1984 maart;100.9;103.0
1209;3;1984 april;100.8;103.6
1210;3;1984 mei;99.2;102.7
1211;3;1984 juni;99.8;103.8
1212;3;1984 juli;99.1;103.8
1213;3;1984 augustus;100.9;106.1
1214;3;1984 september;102.6;108.4
1215;3;1984 oktober;105.1;111.4
1216;3;1984 november;105.0;111.8
1217;3;1984 december;105.2;113.1
1218;3;1985 januari;105.0;113.4
1219;3;1985 februari;101.9;111.1
1220;3;1985 maart;103.1;112.8
1221;3;1985 april;103.7;114.0
1222;3;1985 mei;105.4;116.2
1223;3;1985 juni;105.7;117.3
1224;3;1985 juli;107.1;119.2
1225;3;1985 augustus;109.2;122.3
1226;3;1985 september;109.2;122.7
1227;3;1985 oktober;107.4;121.6
1228;3;1985 november;108.0;123.1
1229;3;1985 december;108.7;124.7
1230;3;1986 januari;108.4;125.1
1231;3;1986 februari;108.9;126.7
1232;3;1986 maart;111.4;130.0
1233;3;1986 april;112.3;131.6
1234;3;1986 mei;110.9;130.7
1235;3;1986 juni;111.4;131.9
1236;3;1986 juli;112.0;133.3
1237;3;1986 augustus;113.7;135.9
1238;3;1986 september;112.5;135.2
1239;3;1986 oktober;111.7;135.0
1240;3;1986 november;111.5;135.6
1241;3;1986 december;110.5;135.2
1242;3;1987 januari;112.5;137.8
1243;3;1987 februari;112.2;138.0
1244;3;1987 maart;112.7;139.3
1245;3;1987 april;112.3;139.6
1246;3;1987 mei;112.6;140.6
1247;3;1987 juni;111.4;140.0
1248;3;1987 juli;110.6;139.7
1249;3;1987 augustus;110.4;140.2
1250;3;1987 september;107.9;138.0
1251;3;1987 oktober;110.2;141.4
1252;3;1987 november;112.1;144.4
1253;3;1987 december;112.1;145.2
1254;3;1988 januari;113.0;147.0
1255;3;1988 februari;114.0;149.0
1256;3;1988 maart;114.1;150.1
1257;3;1988 april;112.8;149.6
1258;3;1988 mei;112.0;149.2
1259;3;1988 juni;111.2;149.0
1260;3;1988 juli;110.0;148.4
1261;3;1988 augustus;110.2;149.4
1262;3;1988 september;111.9;152.3
1263;3;1988 oktober;113.1;154.6
1264;3;1988 november;112.2;154.3
1265;3;1988 december;111.5;154.3
1266;3;1989 januari;109.3;152.1
1267;3;1989 februari;106.7;149.7
1268;3;1989 maart;107.2;150.9
1269;3;1989 april;107.6;152.1
1270;3;1989 mei;105.3;150.1
1271;3;1989 juni;107.0;153.2
1272;3;1989 juli;108.4;155.5
1273;3;1989 augustus;107.2;154.9
1274;3;1989 september;106.0;153.9
1275;3;1989 oktober;105.1;153.6
1276;3;1989 november;103.6;152.1
1277;3;1989 december;103.2;152.6
1278;3;1990 januari;101.1;150.6
1279;3;1990 februari;97.9;147.1
1280;3;1990 maart;99.2;150.1
1281;3;1990 april;98.0;149.3
1282;3;1990 mei;98.6;150.9
1283;3;1990 juni;98.8;152.3
1284;3;1990 juli;100.3;154.9
1285;3;1990 augustus;98.4;153.2
1286;3;1990 september;97.5;152.9
1287;3;1990 oktober;98.2;155.1
1288;3;1990 november;98.4;156.4
1289;3;1990 december;98.4;157.4
1290;3;1991 januari;99.1;160.0
1291;3;1991 februari;100.7;163.5
1292;3;1991 maart;100.1;163.7
1293;3;1991 april;100.4;165.4
1294;3;1991 mei;100.7;167.3
1295;3;1991 juni;100.1;167.6
1296;3;1991 juli;99.2;167.0
1297;3;1991 augustus;99.9;169.3
1298;3;1991 september;100.2;170.3
1299;3;1991 oktober;100.2;171.6
1300;3;1991 november;100.2;172.5
1301;3;1991 december;101.1;175.3
1302;3;1992 januari;102.7;179.3
1303;3;1992 februari;103.3;181.7
1304;3;1992 maart;101.9;180.6
1305;3;1992 april;102.4;182.5
1306;3;1992 mei;102.5;183.9
1307;3;1992 juni;102.2;184.9
1308;3;1992 juli;101.8;185.0
1309;3;1992 augustus;101.9;186.6
1310;3;1992 september;105.2;194.1
1311;3;1992 oktober;107.4;198.8
1312;3;1992 november;107.6;200.4
1313;3;1992 december;109.3;204.6
1314;3;1993 januari;109.9;207.1
1315;3;1993 februari;112.4;213.5
1316;3;1993 maart;112.3;214.3
1317;3;1993 april;112.1;214.8
1318;3;1993 mei;112.2;216.5
1319;3;1993 juni;113.6;220.5
1320;3;1993 juli;114.2;222.9
1321;3;1993 augustus;116.0;226.8
1322;3;1993 september;116.5;228.8
1323;3;1993 oktober;117.8;232.2
1324;3;1993 november;118.7;235.0
1325;3;1993 december;119.9;238.5
1326;3;1994 januari;119.8;239.4
1327;3;1994 februari;116.1;234.5
1328;3;1994 maart;114.5;232.4
1329;3;1994 april;112.8;230.9
1330;3;1994 mei;111.0;227.5
1331;3;1994 juni;110.6;228.0
1332;3;1994 juli;111.2;231.1
1333;3;1994 augustus;109.0;228.0
1334;3;1994 september;107.3;225.9
1335;3;1994 oktober;107.5;227.4
1336;3;1994 november;107.9;230.3
1337;3;1994 december;106.8;228.6
1338;3;1995 januari;107.6;232.2
1339;3;1995 februari;108.4;235.2
1340;3;1995 maart;110.2;240.5
1341;3;1995 april;111.5;244.5
1342;3;1995 mei;114.2;251.1
1343;3;1995 juni;112.0;248.5
1344;3;1995 juli;113.3;252.8
1345;3;1995 augustus;114.3;256.1
1346;3;1995 september;114.3;258.3
1347;3;1995 oktober;115.6;262.0
1348;3;1995 november;118.1;268.2
1349;3;1995 december;118.9;271.0
1350;3;1996 januari;120.1;274.7
1351;3;1996 februari;116.0;268.7
1352;3;1996 maart;116.3;270.8
1353;3;1996 april;117.1;274.3
1354;3;1996 mei;116.9;274.9
1355;3;1996 juni;115.8;275.3
1356;3;1996 juli;116.3;277.1
1357;3;1996 augustus;117.0;279.8
1358;3;1996 september;119.0;286.0
1359;3;1996 oktober;119.3;287.9
1360;3;1996 november;120.9;293.4
1361;3;1996 december;121.0;294.3
1362;3;1997 januari;121.5;297.3
1363;3;1997 februari;122.3;300.9
1364;3;1997 maart;120.4;297.1
1365;3;1997 april;120.0;299.7
1366;3;1997 mei;119.9;300.0
1367;3;1997 juni;121.5;304.9
1368;3;1997 juli;121.9;307.0
1369;3;1997 augustus;120.8;305.6
1370;3;1997 september;121.2;308.6
1371;3;1997 oktober;120.0;308.0
1372;3;1997 november;120.5;310.5
1373;3;1997 december;121.9;313.6
1374;3;1998 januari;123.6;320.5
1375;3;1998 februari;124.2;322.9
1376;3;1998 maart;123.7;324.3
1377;3;1998 april;123.1;323.5
1378;3;1998 mei;124.1;327.8
1379;3;1998 juni;124.5;330.3
1380;3;1998 juli;125.2;333.2
1381;3;1998 augustus;128.0;341.1
1382;3;1998 september;130.0;347.2
1383;3;1998 oktober;129.0;346.1
1384;3;1998 november;129.8;350.0
1385;3;1998 december;131.0;353.6
1386;3;1999 januari;132.5;359.3
1387;3;1999 februari;130.0;354.0
1388;3;1999 maart;130.4;357.0
1389;3;1999 april;131.8;361.7
1390;3;1999 mei;130.5;358.7
1391;3;1999 juni;126.8;351.1
1392;3;1999 juli;125.0;346.9
1393;3;1999 augustus;123.7;346.6
1394;3;1999 september;122.4;344.5
1395;3;1999 oktober;121.1;343.6
1396;3;1999 november;121.4;345.9
1397;3;1999 december;121.0;345.1
1398;3;2000 januari;118.8;342.3
1399;3;2000 februari;119.2;344.5
1400;3;2000 maart;120.6;350.4
1401;3;2000 april;120.0;349.9
1402;3;2000 mei;119.9;351.0
1403;3;2000 juni;120.3;353.0
1404;3;2000 juli;119.8;353.8
1405;3;2000 augustus;119.4;353.5
1406;3;2000 september;121.3;357.4
1407;3;2000 oktober;122.3;359.6
1408;3;2000 november;124.6;365.1
1409;3;2000 december;123.1;371.5
1410;3;2001 januari;123.4;374.0
1411;3;2001 februari;123.8;375.9
1412;3;2001 maart;124.3;379.0
1413;3;2001 april;123.0;375.2
1414;3;2001 mei;121.7;374.5
1415;3;2001 juni;122.5;378.0
1416;3;2001 juli;123.6;384.0
1417;3;2001 augustus;124.7;388.4
1418;3;2001 september;125.2;392.0
1419;3;2001 oktober;127.6;401.4
1420;3;2001 november;126.0;397.5
1421;3;2001 december;124.2;391.7
1422;3;2002 januari;123.4;392.9
1423;3;2002 februari;123.4;394.0
1424;3;2002 maart;121.4;389.1
1425;3;2002 april;122.4;394.4
1426;3;2002 mei;122.1;394.8
1427;3;2002 juni;123.8;401.5
1428;3;2002 juli;124.7;408.8
1429;3;2002 augustus;126.1;414.7
1430;3;2002 september;128.9;425.6
1431;3;2002 oktober;127.6;422.6
1432;3;2002 november;127.9;425.0
1433;3;2002 december;130.9;435.5
1434;3;2003 januari;131.9;440.6
1435;3;2003 februari;133.6;447.2
1436;3;2003 maart;132.6;445.4
1437;3;2003 april;132.2;446.0
1438;3;2003 mei;135.4;456.8
1439;3;2003 juni;134.7;455.8
1440;3;2003 juli;130.7;448.5
1441;3;2003 augustus;130.2;447.4
1442;3;2003 september;132.4;456.2
1443;3;2003 oktober;129.7;448.6
1444;3;2003 november;128.8;446.8
1445;3;2003 december;130.2;453.4
1446;Staatsleningen >=8jaar;1983 december;;100.0
1447;Staatsleningen >=8jaar;1984 januari;;100.6
1448;Staatsleningen >=8jaar;1984 februari;;102.0
1449;Staatsleningen >=8jaar;1984 maart;;103.3
1450;Staatsleningen >=8jaar;1984 april;;104.0
1451;Staatsleningen >=8jaar;1984 mei;;102.6
1452;Staatsleningen >=8jaar;1984 juni;;103.6
1453;Staatsleningen >=8jaar;1984 juli;;103.5
1454;Staatsleningen >=8jaar;1984 augustus;;107.2
1455;Staatsleningen >=8jaar;1984 september;;109.8
1456;Staatsleningen >=8jaar;1984 oktober;;114.6
1457;Staatsleningen >=8jaar;1984 november;;114.9
1458;Staatsleningen >=8jaar;1984 december;;116.0
1459;Staatsleningen >=8jaar;1985 januari;;116.2
1460;Staatsleningen >=8jaar;1985 februari;;112.4
1461;Staatsleningen >=8jaar;1985 maart;;115.1
1462;Staatsleningen >=8jaar;1985 april;;117.0
1463;Staatsleningen >=8jaar;1985 mei;;120.4
1464;Staatsleningen >=8jaar;1985 juni;;121.0
1465;Staatsleningen >=8jaar;1985 juli;;123.3
1466;Staatsleningen >=8jaar;1985 augustus;;127.4
1467;Staatsleningen >=8jaar;1985 september;;128.3
1468;Staatsleningen >=8jaar;1985 oktober;;126.6
1469;Staatsleningen >=8jaar;1985 november;;128.2
1470;Staatsleningen >=8jaar;1985 december;;129.1
1471;Staatsleningen >=8jaar;1986 januari;;129.9
1472;Staatsleningen >=8jaar;1986 februari;;131.1
1473;Staatsleningen >=8jaar;1986 maart;;135.7
1474;Staatsleningen >=8jaar;1986 april;;136.9
1475;Staatsleningen >=8jaar;1986 mei;;135.4
1476;Staatsleningen >=8jaar;1986 juni;;137.0
1477;Staatsleningen >=8jaar;1986 juli;;138.4
1478;Staatsleningen >=8jaar;1986 augustus;;141.1
1479;Staatsleningen >=8jaar;1986 september;;139.8
1480;Staatsleningen >=8jaar;1986 oktober;;139.1
1481;Staatsleningen >=8jaar;1986 november;;139.9
1482;Staatsleningen >=8jaar;1986 december;;139.9
1483;Staatsleningen >=8jaar;1987 januari;;142.5
1484;Staatsleningen >=8jaar;1987 februari;;142.3
1485;Staatsleningen >=8jaar;1987 maart;;144.5
1486;Staatsleningen >=8jaar;1987 april;;144.5
1487;Staatsleningen >=8jaar;1987 mei;;145.6
1488;Staatsleningen >=8jaar;1987 juni;;144.0
1489;Staatsleningen >=8jaar;1987 juli;;143.2
1490;Staatsleningen >=8jaar;1987 augustus;;143.8
1491;Staatsleningen >=8jaar;1987 september;;140.2
1492;Staatsleningen >=8jaar;1987 oktober;;145.1
1493;Staatsleningen >=8jaar;1987 november;;148.3
1494;Staatsleningen >=8jaar;1987 december;;148.0
1495;Staatsleningen >=8jaar;1988 januari;;150.5
