ID;WijkenEnBuurten;Perioden;Gemeentenaam_1;SoortRegio_2;Codering_3;IndelingswijzigingWijkenEnBuurten_4;Werkloosheidsuitkering_5;Bijstandsuitkering_6;Arbeidsongeschiktheidsuitkering_7;AOWUitkering_8;Werkloosheidsuitkering_9;Bijstandsuitkering_10;Arbeidsongeschiktheidsuitkering_11;AOWUitkering_12;InwonersVanaf15Jaar_13;InwonersVanaf15JrTotAOWLeeftijd_14;InwonersVanafDeAOWLeeftijd_15
0;Totaal;2015 maart;                                        ;        ;NL00      ;;389040.0;441870.0;772160.0;3300310.0;;;;;;;
1;Totaal;2015 juni;                                        ;        ;NL00      ;;376810.0;442370.0;764850.0;3323890.0;;;;;;;
2;Totaal;2015 september;                                        ;        ;NL00      ;;362980.0;439990.0;761140.0;3349280.0;;;;;;;
3;Totaal;2015 december;                                        ;        ;NL00      ;;393020.0;448660.0;757890.0;3371730.0;;;;;;;
4;Nederland;2015 maart;                                        ;        ;NL01      ;;384160.0;441390.0;748890.0;2964280.0;3.0;3.0;5.0;21.0;14091870.0;11119760.0;2972110.0
5;Nederland;2015 juni;                                        ;        ;NL01      ;;371410.0;441930.0;741640.0;2986680.0;3.0;3.0;5.0;21.0;14110060.0;11115290.0;2994780.0
6;Nederland;2015 september;                                        ;        ;NL01      ;;358210.0;439500.0;738040.0;3009030.0;3.0;3.0;5.0;21.0;14150290.0;11132980.0;3017320.0
7;Nederland;2015 december;                                        ;        ;NL01      ;;386200.0;448200.0;734830.0;3028890.0;3.0;3.0;5.0;21.0;14175430.0;11138180.0;3037240.0
8;Buitenland;2015 maart;                                        ;        ;NL98      ;;4890.0;490.0;23270.0;336020.0;;;;;;;
9;Buitenland;2015 juni;                                        ;        ;NL98      ;;5400.0;450.0;23210.0;337210.0;;;;;;;
10;Buitenland;2015 september;                                        ;        ;NL98      ;;4770.0;490.0;23100.0;340250.0;;;;;;;
11;Buitenland;2015 december;                                        ;        ;NL98      ;;6820.0;460.0;23060.0;342840.0;;;;;;;
12;Appingedam;2015 maart;Appingedam                              ;Gemeente;GM0003    ;;350.0;470.0;710.0;2710.0;3.0;5.0;7.0;27.0;10120.0;7410.0;2710.0
13;Appingedam;2015 juni;Appingedam                              ;Gemeente;GM0003    ;;340.0;480.0;710.0;2710.0;3.0;5.0;7.0;27.0;10120.0;7410.0;2720.0
14;Appingedam;2015 september;Appingedam                              ;Gemeente;GM0003    ;;310.0;470.0;710.0;2750.0;3.0;5.0;7.0;27.0;10150.0;7390.0;2760.0
15;Appingedam;2015 december;Appingedam                              ;Gemeente;GM0003    ;;340.0;490.0;710.0;2780.0;3.0;5.0;7.0;27.0;10180.0;7390.0;2790.0
16;Wijk 00;2015 maart;Appingedam                              ;Wijk    ;WK000300  ;1.0;350.0;470.0;710.0;2710.0;3.0;5.0;7.0;27.0;10120.0;7410.0;2710.0
17;Wijk 00;2015 juni;Appingedam                              ;Wijk    ;WK000300  ;1.0;340.0;480.0;710.0;2710.0;3.0;5.0;7.0;27.0;10120.0;7410.0;2720.0
18;Wijk 00;2015 september;Appingedam                              ;Wijk    ;WK000300  ;1.0;310.0;470.0;710.0;2750.0;3.0;5.0;7.0;27.0;10150.0;7390.0;2760.0
19;Wijk 00;2015 december;Appingedam                              ;Wijk    ;WK000300  ;1.0;340.0;490.0;710.0;2780.0;3.0;5.0;7.0;27.0;10180.0;7390.0;2790.0
20;Appingedam-Centrum;2015 maart;Appingedam                              ;Buurt   ;BU00030000;1.0;70.0;80.0;180.0;700.0;3.0;4.0;9.0;34.0;2080.0;1380.0;700.0
21;Appingedam-Centrum;2015 juni;Appingedam                              ;Buurt   ;BU00030000;1.0;60.0;80.0;180.0;700.0;3.0;4.0;9.0;34.0;2080.0;1380.0;700.0
22;Appingedam-Centrum;2015 september;Appingedam                              ;Buurt   ;BU00030000;1.0;60.0;80.0;180.0;700.0;3.0;4.0;9.0;34.0;2080.0;1380.0;710.0
