ID;BedrijfsklassenSBI93EnSectoren;TypeKapitaalgoed;Perioden;KapitaalgoederenvoorraadEindbalans_1;VolumeIndexcijfers2000100_2;KapitaalgoederenvoorraadBeginbalans_3;Herwaardering_4;InvestInVasteActivaProdEnInvoer_5;Afschrijvingen_6;HandelEnOverigeMutaties_7;StatistischVerschil_8;KapitaalgoederenvoorraadEindbalans_9
2471;D Industrie;Software;1980;199;6.5;171;-6.0;128.0;93.0;0.0;-1.0;199
2472;D Industrie;Software;1981;235;7.8;199;-3.0;151.0;109.0;0.0;-3.0;235
2473;D Industrie;Software;1982;286;9.5;235;0.0;183.0;132.0;0.0;1.0;286
2474;D Industrie;Software;1983;345;11.8;286;-8.0;223.0;157.0;0.0;1.0;345
2475;D Industrie;Software;1984;426;15.1;345;-14.0;283.0;189.0;0.0;1.0;426
2476;D Industrie;Software;1985;506;18.5;426;-11.0;323.0;230.0;0.0;-1.0;506
2477;D Industrie;Software;1986;586;22.4;506;-22.0;371.0;270.0;0.0;1.0;586
2478;D Industrie;Software;1987;696;27.0;586;-10.0;442.0;322.0;0.0;0.0;696
2479;D Industrie;Software;1988;713;29.0;696;-30.0;401.0;355.0;0.0;2.0;713
2480;D Industrie;Software;1989;737;31.9;713;-44.0;433.0;369.0;0.0;4.0;737
2481;D Industrie;Software;1990;878;39.5;737;-28.0;577.0;409.0;0.0;1.0;878
2482;D Industrie;Software;1991;909;40.8;878;1.0;494.0;463.0;0.0;0.0;909
2483;D Industrie;Software;1992;947;45.0;909;-51.0;564.0;476.0;0.0;0.0;947
2484;D Industrie;Software;1993;1019;48.6;947;-2.0;592.0;518.0;0.0;0.0;1019
2485;D Industrie;Software;1994;998;49.1;1019;-32.0;540.0;529.0;0.0;0.0;998
2486;D Industrie;Software;1995;1071;53.5;998;-15.0;637.0;549.0;0.0;-1.0;1071
2487;D Industrie;Software;1996;1115;56.6;1071;-18.0;636.0;575.0;0.0;1.0;1115
2488;D Industrie;Software;1997;1181;61.6;1115;-29.0;696.0;600.0;0.0;-2.0;1181
2489;D Industrie;Software;1998;1443;76.9;1181;-26.0;956.0;670.0;0.0;3.0;1443
2490;D Industrie;Software;1999;1712;89.7;1443;26.0;1051.0;809.0;0.0;1.0;1712
2491;D Industrie;Software;2000;1974;100.0;1712;58.0;1163.0;963.0;0.0;4.0;1974
2492;D Industrie;Software;2001;2162;106.6;1974;53.0;1231.0;1097.0;0.0;0.0;2162
2493;D Industrie;Software;2002;2155;105.2;2162;22.0;1134.0;1162.0;0.0;0.0;2155
2494;D Industrie;Software;2003;2101;101.2;2155;31.0;1090.0;1175.0;0.0;0.0;2101
2495;D Industrie;Software;2004;2108;100.3;2101;25.0;1148.0;1166.0;0.0;0.0;2108
2496;D Industrie;Software;2005;2245;104.7;2108;43.0;1289.0;1195.0;0.0;0.0;2245
2497;D Industrie;Software;2006;2425;110.3;2245;56.0;1390.0;1265.0;0.0;0.0;2425
2498;D Industrie;Software;2007;2660;116.1;2425;102.0;1515.0;1382.0;0.0;0.0;2660
2499;D Industrie;Software;2008;2946;125.7;2660;61.0;1728.0;1504.0;0.0;0.0;2946
2500;D Industrie;Software;2009;3004;127.9;2946;;;;;;3004
2501;D Industrie;Overige immateriële vaste activa;1969;0;;0;0.0;0.0;0.0;0.0;0.0;0
2502;D Industrie;Overige immateriële vaste activa;1970;0;;0;0.0;0.0;0.0;0.0;0.0;0
2503;D Industrie;Overige immateriële vaste activa;1971;0;;0;0.0;0.0;0.0;0.0;0.0;0
2504;D Industrie;Overige immateriële vaste activa;1972;0;;0;0.0;0.0;0.0;0.0;0.0;0
2505;D Industrie;Overige immateriële vaste activa;1973;0;;0;0.0;0.0;0.0;0.0;0.0;0
2506;D Industrie;Overige immateriële vaste activa;1974;0;;0;0.0;0.0;0.0;0.0;0.0;0
2507;D Industrie;Overige immateriële vaste activa;1975;0;;0;0.0;0.0;0.0;0.0;0.0;0
2508;D Industrie;Overige immateriële vaste activa;1976;0;;0;0.0;0.0;0.0;0.0;0.0;0
2509;D Industrie;Overige immateriële vaste activa;1977;0;;0;0.0;0.0;0.0;0.0;0.0;0
2510;D Industrie;Overige immateriële vaste activa;1978;0;;0;0.0;0.0;0.0;0.0;0.0;0
2511;D Industrie;Overige immateriële vaste activa;1979;0;;0;0.0;0.0;0.0;0.0;0.0;0
2512;D Industrie;Overige immateriële vaste activa;1980;0;;0;0.0;0.0;0.0;0.0;0.0;0
2513;D Industrie;Overige immateriële vaste activa;1981;0;;0;0.0;0.0;0.0;0.0;0.0;0
2514;D Industrie;Overige immateriële vaste activa;1982;0;;0;0.0;0.0;0.0;0.0;0.0;0
2515;D Industrie;Overige immateriële vaste activa;1983;0;;0;0.0;0.0;0.0;0.0;0.0;0
2516;D Industrie;Overige immateriële vaste activa;1984;0;;0;0.0;0.0;0.0;0.0;0.0;0
2517;D Industrie;Overige immateriële vaste activa;1985;0;;0;0.0;0.0;0.0;0.0;0.0;0
2518;D Industrie;Overige immateriële vaste activa;1986;0;;0;0.0;0.0;0.0;0.0;0.0;0
2519;D Industrie;Overige immateriële vaste activa;1987;0;;0;0.0;0.0;0.0;0.0;0.0;0
2520;D Industrie;Overige immateriële vaste activa;1988;0;;0;0.0;0.0;0.0;0.0;0.0;0
2521;D Industrie;Overige immateriële vaste activa;1989;0;;0;0.0;0.0;0.0;0.0;0.0;0
2522;D Industrie;Overige immateriële vaste activa;1990;0;;0;0.0;0.0;0.0;0.0;0.0;0
2523;D Industrie;Overige immateriële vaste activa;1991;0;;0;0.0;0.0;0.0;0.0;0.0;0
2524;D Industrie;Overige immateriële vaste activa;1992;0;;0;0.0;0.0;0.0;0.0;0.0;0
2525;D Industrie;Overige immateriële vaste activa;1993;0;;0;0.0;0.0;0.0;0.0;0.0;0
2526;D Industrie;Overige immateriële vaste activa;1994;0;;0;0.0;0.0;0.0;0.0;0.0;0
2527;D Industrie;Overige immateriële vaste activa;1995;0;;0;0.0;0.0;0.0;0.0;0.0;0
2528;D Industrie;Overige immateriële vaste activa;1996;0;;0;0.0;0.0;0.0;0.0;0.0;0
2529;D Industrie;Overige immateriële vaste activa;1997;0;;0;0.0;0.0;0.0;0.0;0.0;0
2530;D Industrie;Overige immateriële vaste activa;1998;0;;0;0.0;0.0;0.0;0.0;0.0;0
2531;D Industrie;Overige immateriële vaste activa;1999;0;;0;0.0;0.0;0.0;0.0;0.0;0
2532;D Industrie;Overige immateriële vaste activa;2000;0;;0;0.0;0.0;0.0;0.0;0.0;0
2533;D Industrie;Overige immateriële vaste activa;2001;0;;0;0.0;0.0;0.0;0.0;0.0;0
2534;D Industrie;Overige immateriële vaste activa;2002;0;;0;0.0;0.0;0.0;0.0;0.0;0
2535;D Industrie;Overige immateriële vaste activa;2003;0;;0;0.0;0.0;0.0;0.0;0.0;0
2536;D Industrie;Overige immateriële vaste activa;2004;0;;0;0.0;0.0;0.0;0.0;0.0;0
2537;D Industrie;Overige immateriële vaste activa;2005;0;;0;0.0;0.0;0.0;0.0;0.0;0
2538;D Industrie;Overige immateriële vaste activa;2006;0;;0;0.0;0.0;0.0;0.0;0.0;0
2539;D Industrie;Overige immateriële vaste activa;2007;0;;0;0.0;0.0;0.0;0.0;0.0;0
2540;D Industrie;Overige immateriële vaste activa;2008;0;;0;0.0;0.0;0.0;0.0;0.0;0
2541;D Industrie;Overige immateriële vaste activa;2009;0;;0;;;;;;0
2542;D Industrie;In cultuur gebrachte activa;1969;0;;0;0.0;0.0;0.0;0.0;0.0;0
2543;D Industrie;In cultuur gebrachte activa;1970;0;;0;0.0;0.0;0.0;0.0;0.0;0
2544;D Industrie;In cultuur gebrachte activa;1971;0;;0;0.0;0.0;0.0;0.0;0.0;0
2545;D Industrie;In cultuur gebrachte activa;1972;0;;0;0.0;0.0;0.0;0.0;0.0;0
2546;D Industrie;In cultuur gebrachte activa;1973;0;;0;0.0;0.0;0.0;0.0;0.0;0
2547;D Industrie;In cultuur gebrachte activa;1974;0;;0;0.0;0.0;0.0;0.0;0.0;0
2548;D Industrie;In cultuur gebrachte activa;1975;0;;0;0.0;0.0;0.0;0.0;0.0;0
2549;D Industrie;In cultuur gebrachte activa;1976;0;;0;0.0;0.0;0.0;0.0;0.0;0
2550;D Industrie;In cultuur gebrachte activa;1977;0;;0;0.0;0.0;0.0;0.0;0.0;0
2551;D Industrie;In cultuur gebrachte activa;1978;0;;0;0.0;0.0;0.0;0.0;0.0;0
2552;D Industrie;In cultuur gebrachte activa;1979;0;;0;0.0;0.0;0.0;0.0;0.0;0
2553;D Industrie;In cultuur gebrachte activa;1980;0;;0;0.0;0.0;0.0;0.0;0.0;0
2554;D Industrie;In cultuur gebrachte activa;1981;0;;0;0.0;0.0;0.0;0.0;0.0;0
2555;D Industrie;In cultuur gebrachte activa;1982;0;;0;0.0;0.0;0.0;0.0;0.0;0
2556;D Industrie;In cultuur gebrachte activa;1983;0;;0;0.0;0.0;0.0;0.0;0.0;0
2557;D Industrie;In cultuur gebrachte activa;1984;0;;0;0.0;0.0;0.0;0.0;0.0;0
2558;D Industrie;In cultuur gebrachte activa;1985;0;;0;0.0;0.0;0.0;0.0;0.0;0
2559;D Industrie;In cultuur gebrachte activa;1986;0;;0;0.0;0.0;0.0;0.0;0.0;0
2560;D Industrie;In cultuur gebrachte activa;1987;0;;0;0.0;0.0;0.0;0.0;0.0;0
2561;D Industrie;In cultuur gebrachte activa;1988;0;;0;0.0;0.0;0.0;0.0;0.0;0
2562;D Industrie;In cultuur gebrachte activa;1989;0;;0;0.0;0.0;0.0;0.0;0.0;0
2563;D Industrie;In cultuur gebrachte activa;1990;0;;0;0.0;0.0;0.0;0.0;0.0;0
2564;D Industrie;In cultuur gebrachte activa;1991;0;;0;0.0;0.0;0.0;0.0;0.0;0
2565;D Industrie;In cultuur gebrachte activa;1992;0;;0;0.0;0.0;0.0;0.0;0.0;0
2566;D Industrie;In cultuur gebrachte activa;1993;0;;0;0.0;0.0;0.0;0.0;0.0;0
2567;D Industrie;In cultuur gebrachte activa;1994;0;;0;0.0;0.0;0.0;0.0;0.0;0
2568;D Industrie;In cultuur gebrachte activa;1995;0;;0;0.0;0.0;0.0;0.0;0.0;0
2569;D Industrie;In cultuur gebrachte activa;1996;0;;0;0.0;0.0;0.0;0.0;0.0;0
2570;D Industrie;In cultuur gebrachte activa;1997;0;;0;0.0;0.0;0.0;0.0;0.0;0
2571;D Industrie;In cultuur gebrachte activa;1998;0;;0;0.0;0.0;0.0;0.0;0.0;0
2572;D Industrie;In cultuur gebrachte activa;1999;0;;0;0.0;0.0;0.0;0.0;0.0;0
2573;D Industrie;In cultuur gebrachte activa;2000;0;;0;0.0;0.0;0.0;0.0;0.0;0
2574;D Industrie;In cultuur gebrachte activa;2001;0;;0;0.0;0.0;0.0;0.0;0.0;0
2575;D Industrie;In cultuur gebrachte activa;2002;0;;0;0.0;0.0;0.0;0.0;0.0;0
2576;D Industrie;In cultuur gebrachte activa;2003;0;;0;0.0;0.0;0.0;0.0;0.0;0
2577;D Industrie;In cultuur gebrachte activa;2004;0;;0;0.0;0.0;0.0;0.0;0.0;0
2578;D Industrie;In cultuur gebrachte activa;2005;0;;0;0.0;0.0;0.0;0.0;0.0;0
2579;D Industrie;In cultuur gebrachte activa;2006;0;;0;0.0;0.0;0.0;0.0;0.0;0
2580;D Industrie;In cultuur gebrachte activa;2007;0;;0;0.0;0.0;0.0;0.0;0.0;0
2581;D Industrie;In cultuur gebrachte activa;2008;0;;0;0.0;0.0;0.0;0.0;0.0;0
2582;D Industrie;In cultuur gebrachte activa;2009;0;;0;;;;;;0
2583;D Industrie;Overdrachtskosten op grond;1969;0;;0;0.0;3.0;3.0;0.0;0.0;0
2584;D Industrie;Overdrachtskosten op grond;1970;0;;0;0.0;3.0;3.0;0.0;0.0;0
2585;D Industrie;Overdrachtskosten op grond;1971;0;;0;0.0;2.0;2.0;0.0;0.0;0
2586;D Industrie;Overdrachtskosten op grond;1972;0;;0;0.0;1.0;1.0;0.0;0.0;0
2587;D Industrie;Overdrachtskosten op grond;1973;0;;0;0.0;3.0;3.0;0.0;0.0;0
2588;D Industrie;Overdrachtskosten op grond;1974;0;;0;0.0;3.0;3.0;0.0;0.0;0
2589;D Industrie;Overdrachtskosten op grond;1975;0;;0;0.0;3.0;3.0;0.0;0.0;0
2590;D Industrie;Overdrachtskosten op grond;1976;0;;0;0.0;5.0;5.0;0.0;0.0;0
2591;D Industrie;Overdrachtskosten op grond;1977;0;;0;0.0;4.0;4.0;0.0;0.0;0
2592;D Industrie;Overdrachtskosten op grond;1978;0;;0;0.0;4.0;4.0;0.0;0.0;0
2593;D Industrie;Overdrachtskosten op grond;1979;0;;0;0.0;5.0;5.0;0.0;0.0;0
2594;D Industrie;Overdrachtskosten op grond;1980;0;;0;0.0;1.0;1.0;0.0;0.0;0
2595;D Industrie;Overdrachtskosten op grond;1981;0;;0;0.0;4.0;4.0;0.0;0.0;0
2596;D Industrie;Overdrachtskosten op grond;1982;0;;0;0.0;3.0;3.0;0.0;0.0;0
2597;D Industrie;Overdrachtskosten op grond;1983;0;;0;0.0;4.0;4.0;0.0;0.0;0
2598;D Industrie;Overdrachtskosten op grond;1984;0;;0;0.0;3.0;3.0;0.0;0.0;0
2599;D Industrie;Overdrachtskosten op grond;1985;0;;0;0.0;2.0;2.0;0.0;0.0;0
2600;D Industrie;Overdrachtskosten op grond;1986;0;;0;0.0;4.0;4.0;0.0;0.0;0
2601;D Industrie;Overdrachtskosten op grond;1987;0;;0;0.0;6.0;6.0;0.0;0.0;0
2602;D Industrie;Overdrachtskosten op grond;1988;0;;0;0.0;10.0;10.0;0.0;0.0;0
2603;D Industrie;Overdrachtskosten op grond;1989;0;;0;0.0;10.0;10.0;0.0;0.0;0
2604;D Industrie;Overdrachtskosten op grond;1990;0;;0;0.0;12.0;12.0;0.0;0.0;0
2605;D Industrie;Overdrachtskosten op grond;1991;0;;0;0.0;11.0;11.0;0.0;0.0;0
2606;D Industrie;Overdrachtskosten op grond;1992;0;;0;0.0;7.0;7.0;0.0;0.0;0
2607;D Industrie;Overdrachtskosten op grond;1993;0;;0;0.0;4.0;4.0;0.0;0.0;0
2608;D Industrie;Overdrachtskosten op grond;1994;0;;0;0.0;6.0;6.0;0.0;0.0;0
2609;D Industrie;Overdrachtskosten op grond;1995;0;;0;0.0;4.0;4.0;0.0;0.0;0
2610;D Industrie;Overdrachtskosten op grond;1996;0;;0;0.0;1.0;1.0;0.0;0.0;0
2611;D Industrie;Overdrachtskosten op grond;1997;0;;0;0.0;8.0;8.0;0.0;0.0;0
2612;D Industrie;Overdrachtskosten op grond;1998;0;;0;0.0;5.0;5.0;0.0;0.0;0
2613;D Industrie;Overdrachtskosten op grond;1999;0;;0;0.0;9.0;9.0;0.0;0.0;0
2614;D Industrie;Overdrachtskosten op grond;2000;0;;0;0.0;6.0;6.0;0.0;0.0;0
2615;D Industrie;Overdrachtskosten op grond;2001;0;;0;0.0;3.0;3.0;0.0;0.0;0
2616;D Industrie;Overdrachtskosten op grond;2002;0;;0;0.0;5.0;5.0;0.0;0.0;0
2617;D Industrie;Overdrachtskosten op grond;2003;0;;0;0.0;3.0;3.0;0.0;0.0;0
2618;D Industrie;Overdrachtskosten op grond;2004;0;;0;0.0;9.0;9.0;0.0;0.0;0
2619;D Industrie;Overdrachtskosten op grond;2005;0;;0;0.0;2.0;2.0;0.0;0.0;0
2620;D Industrie;Overdrachtskosten op grond;2006;0;;0;0.0;4.0;4.0;0.0;0.0;0
2621;D Industrie;Overdrachtskosten op grond;2007;0;;0;0.0;5.0;5.0;0.0;0.0;0
2622;D Industrie;Overdrachtskosten op grond;2008;0;;0;0.0;4.0;4.0;0.0;0.0;0
2623;D Industrie;Overdrachtskosten op grond;2009;0;;0;;;;;;0
2624;DA Voedings- en genotmiddelenindustrie;Totaal kapitaalgoederen;1969;3174;49.4;2914;113.0;335.0;187.0;0.0;-1.0;3174
2625;DA Voedings- en genotmiddelenindustrie;Totaal kapitaalgoederen;1970;3645;51.9;3174;281.0;406.0;215.0;0.0;0.0;3645
2626;DA Voedings- en genotmiddelenindustrie;Totaal kapitaalgoederen;1971;4123;54.3;3645;285.0;438.0;245.0;0.0;0.0;4123
2627;DA Voedings- en genotmiddelenindustrie;Totaal kapitaalgoederen;1972;4503;55.7;4123;254.0;392.0;267.0;0.0;-1.0;4503
2628;DA Voedings- en genotmiddelenindustrie;Totaal kapitaalgoederen;1973;4758;58.0;4503;50.0;486.0;281.0;0.0;0.0;4758
2629;DA Voedings- en genotmiddelenindustrie;Totaal kapitaalgoederen;1974;5565;60.4;4758;568.0;568.0;330.0;0.0;1.0;5565
2630;DA Voedings- en genotmiddelenindustrie;Totaal kapitaalgoederen;1975;6484;62.9;5565;638.0;678.0;387.0;0.0;-9.0;6484
2631;DA Voedings- en genotmiddelenindustrie;Totaal kapitaalgoederen;1976;7128;64.0;6484;502.0;574.0;432.0;0.0;0.0;7128
2632;DA Voedings- en genotmiddelenindustrie;Totaal kapitaalgoederen;1977;7681;66.0;7128;306.0;714.0;466.0;0.0;0.0;7681
2633;DA Voedings- en genotmiddelenindustrie;Totaal kapitaalgoederen;1978;8350;68.2;7681;372.0;801.0;505.0;0.0;0.0;8350
2634;DA Voedings- en genotmiddelenindustrie;Totaal kapitaalgoederen;1979;9160;70.7;8350;466.0;898.0;554.0;0.0;0.0;9160
2635;DA Voedings- en genotmiddelenindustrie;Totaal kapitaalgoederen;1980;10223;73.8;9160;624.0;1053.0;615.0;0.0;1.0;10223
2636;DA Voedings- en genotmiddelenindustrie;Totaal kapitaalgoederen;1981;11229;75.1;10223;799.0;891.0;684.0;0.0;0.0;11229
2637;DA Voedings- en genotmiddelenindustrie;Totaal kapitaalgoederen;1982;11903;75.9;11229;516.0;891.0;734.0;0.0;0.0;11903
2638;DA Voedings- en genotmiddelenindustrie;Totaal kapitaalgoederen;1983;12309;77.4;11903;148.0;1022.0;763.0;0.0;0.0;12309
2639;DA Voedings- en genotmiddelenindustrie;Totaal kapitaalgoederen;1984;12749;78.8;12309;182.0;1057.0;799.0;0.0;0.0;12749
2640;DA Voedings- en genotmiddelenindustrie;Totaal kapitaalgoederen;1985;13248;80.8;12749;122.0;1215.0;838.0;0.0;-1.0;13248
2641;DA Voedings- en genotmiddelenindustrie;Totaal kapitaalgoederen;1986;13706;83.4;13248;-5.0;1340.0;876.0;0.0;-1.0;13706
2642;DA Voedings- en genotmiddelenindustrie;Totaal kapitaalgoederen;1987;14306;85.6;13706;193.0;1329.0;925.0;0.0;3.0;14306
2643;DA Voedings- en genotmiddelenindustrie;Totaal kapitaalgoederen;1988;14824;87.1;14306;231.0;1249.0;967.0;0.0;6.0;14824
2644;DA Voedings- en genotmiddelenindustrie;Totaal kapitaalgoederen;1989;15358;88.2;14824;313.0;1221.0;1004.0;0.0;3.0;15358
2645;DA Voedings- en genotmiddelenindustrie;Totaal kapitaalgoederen;1990;15984;89.5;15358;357.0;1310.0;1045.0;0.0;4.0;15984
2646;DA Voedings- en genotmiddelenindustrie;Totaal kapitaalgoederen;1991;16696;91.3;15984;361.0;1449.0;1098.0;0.0;0.0;16696
2647;DA Voedings- en genotmiddelenindustrie;Totaal kapitaalgoederen;1992;17468;93.3;16696;360.0;1576.0;1153.0;0.0;-11.0;17468
2648;DA Voedings- en genotmiddelenindustrie;Totaal kapitaalgoederen;1993;17941;94.7;17468;174.0;1498.0;1192.0;0.0;-7.0;17941
2649;DA Voedings- en genotmiddelenindustrie;Totaal kapitaalgoederen;1994;18224;95.5;17941;112.0;1390.0;1219.0;0.0;0.0;18224
2650;DA Voedings- en genotmiddelenindustrie;Totaal kapitaalgoederen;1995;18566;95.8;18224;257.0;1330.0;1248.0;0.0;2.0;18566
2651;DA Voedings- en genotmiddelenindustrie;Totaal kapitaalgoederen;1996;19004;96.7;18566;242.0;1470.0;1275.0;0.0;1.0;19004
2652;DA Voedings- en genotmiddelenindustrie;Totaal kapitaalgoederen;1997;19379;97.8;19004;121.0;1559.0;1304.0;0.0;-1.0;19379
2653;DA Voedings- en genotmiddelenindustrie;Totaal kapitaalgoederen;1998;19796;98.3;19379;299.0;1454.0;1340.0;0.0;4.0;19796
2654;DA Voedings- en genotmiddelenindustrie;Totaal kapitaalgoederen;1999;20251;99.3;19796;259.0;1579.0;1383.0;0.0;0.0;20251
2655;DA Voedings- en genotmiddelenindustrie;Totaal kapitaalgoederen;2000;20911;100.0;20251;505.0;1598.0;1450.0;0.0;7.0;20911
2656;DA Voedings- en genotmiddelenindustrie;Totaal kapitaalgoederen;2001;21797;100.4;20911;806.0;1607.0;1527.0;0.0;0.0;21797
2657;DA Voedings- en genotmiddelenindustrie;Totaal kapitaalgoederen;2002;22383;100.9;21797;507.0;1656.0;1577.0;0.0;0.0;22383
2658;DA Voedings- en genotmiddelenindustrie;Totaal kapitaalgoederen;2003;22477;101.3;22383;31.0;1647.0;1584.0;0.0;0.0;22477
2659;DA Voedings- en genotmiddelenindustrie;Totaal kapitaalgoederen;2004;22780;101.5;22477;275.0;1635.0;1607.0;0.0;0.0;22780
2660;DA Voedings- en genotmiddelenindustrie;Totaal kapitaalgoederen;2005;23248;102.3;22780;326.0;1777.0;1635.0;0.0;0.0;23248
2661;DA Voedings- en genotmiddelenindustrie;Totaal kapitaalgoederen;2006;23585;102.0;23248;433.0;1576.0;1672.0;0.0;0.0;23585
2662;DA Voedings- en genotmiddelenindustrie;Totaal kapitaalgoederen;2007;24174;102.4;23585;513.0;1796.0;1720.0;0.0;0.0;24174
2663;DA Voedings- en genotmiddelenindustrie;Totaal kapitaalgoederen;2008;24666;102.3;24174;560.0;1704.0;1773.0;0.0;0.0;24666
2664;DA Voedings- en genotmiddelenindustrie;Totaal kapitaalgoederen;2009;24787;101.0;24666;;;;;;24787
2665;DA Voedings- en genotmiddelenindustrie;Woningen;1969;0;;0;0.0;0.0;0.0;0.0;0.0;0
2666;DA Voedings- en genotmiddelenindustrie;Woningen;1970;0;;0;0.0;0.0;0.0;0.0;0.0;0
2667;DA Voedings- en genotmiddelenindustrie;Woningen;1971;0;;0;0.0;0.0;0.0;0.0;0.0;0
2668;DA Voedings- en genotmiddelenindustrie;Woningen;1972;0;;0;0.0;0.0;0.0;0.0;0.0;0
2669;DA Voedings- en genotmiddelenindustrie;Woningen;1973;0;;0;0.0;0.0;0.0;0.0;0.0;0
2670;DA Voedings- en genotmiddelenindustrie;Woningen;1974;0;;0;0.0;0.0;0.0;0.0;0.0;0
2671;DA Voedings- en genotmiddelenindustrie;Woningen;1975;0;;0;0.0;0.0;0.0;0.0;0.0;0
2672;DA Voedings- en genotmiddelenindustrie;Woningen;1976;0;;0;0.0;0.0;0.0;0.0;0.0;0
2673;DA Voedings- en genotmiddelenindustrie;Woningen;1977;0;;0;0.0;0.0;0.0;0.0;0.0;0
2674;DA Voedings- en genotmiddelenindustrie;Woningen;1978;0;;0;0.0;0.0;0.0;0.0;0.0;0
2675;DA Voedings- en genotmiddelenindustrie;Woningen;1979;0;;0;0.0;0.0;0.0;0.0;0.0;0
2676;DA Voedings- en genotmiddelenindustrie;Woningen;1980;0;;0;0.0;0.0;0.0;0.0;0.0;0
2677;DA Voedings- en genotmiddelenindustrie;Woningen;1981;0;;0;0.0;0.0;0.0;0.0;0.0;0
2678;DA Voedings- en genotmiddelenindustrie;Woningen;1982;0;;0;0.0;0.0;0.0;0.0;0.0;0
2679;DA Voedings- en genotmiddelenindustrie;Woningen;1983;0;;0;0.0;0.0;0.0;0.0;0.0;0
2680;DA Voedings- en genotmiddelenindustrie;Woningen;1984;0;;0;0.0;0.0;0.0;0.0;0.0;0
2681;DA Voedings- en genotmiddelenindustrie;Woningen;1985;0;;0;0.0;0.0;0.0;0.0;0.0;0
2682;DA Voedings- en genotmiddelenindustrie;Woningen;1986;0;;0;0.0;0.0;0.0;0.0;0.0;0
2683;DA Voedings- en genotmiddelenindustrie;Woningen;1987;0;;0;0.0;0.0;0.0;0.0;0.0;0
2684;DA Voedings- en genotmiddelenindustrie;Woningen;1988;0;;0;0.0;0.0;0.0;0.0;0.0;0
2685;DA Voedings- en genotmiddelenindustrie;Woningen;1989;0;;0;0.0;0.0;0.0;0.0;0.0;0
2686;DA Voedings- en genotmiddelenindustrie;Woningen;1990;0;;0;0.0;0.0;0.0;0.0;0.0;0
2687;DA Voedings- en genotmiddelenindustrie;Woningen;1991;0;;0;0.0;0.0;0.0;0.0;0.0;0
2688;DA Voedings- en genotmiddelenindustrie;Woningen;1992;0;;0;0.0;0.0;0.0;0.0;0.0;0
2689;DA Voedings- en genotmiddelenindustrie;Woningen;1993;0;;0;0.0;0.0;0.0;0.0;0.0;0
2690;DA Voedings- en genotmiddelenindustrie;Woningen;1994;0;;0;0.0;0.0;0.0;0.0;0.0;0
2691;DA Voedings- en genotmiddelenindustrie;Woningen;1995;0;;0;0.0;0.0;0.0;0.0;0.0;0
2692;DA Voedings- en genotmiddelenindustrie;Woningen;1996;0;;0;0.0;0.0;0.0;0.0;0.0;0
2693;DA Voedings- en genotmiddelenindustrie;Woningen;1997;0;;0;0.0;0.0;0.0;0.0;0.0;0
2694;DA Voedings- en genotmiddelenindustrie;Woningen;1998;0;;0;0.0;0.0;0.0;0.0;0.0;0
2695;DA Voedings- en genotmiddelenindustrie;Woningen;1999;0;;0;0.0;0.0;0.0;0.0;0.0;0
2696;DA Voedings- en genotmiddelenindustrie;Woningen;2000;0;;0;0.0;0.0;0.0;0.0;0.0;0
2697;DA Voedings- en genotmiddelenindustrie;Woningen;2001;0;;0;0.0;0.0;0.0;0.0;0.0;0
2698;DA Voedings- en genotmiddelenindustrie;Woningen;2002;0;;0;0.0;0.0;0.0;0.0;0.0;0
2699;DA Voedings- en genotmiddelenindustrie;Woningen;2003;0;;0;0.0;0.0;0.0;0.0;0.0;0
2700;DA Voedings- en genotmiddelenindustrie;Woningen;2004;0;;0;0.0;0.0;0.0;0.0;0.0;0
2701;DA Voedings- en genotmiddelenindustrie;Woningen;2005;0;;0;0.0;0.0;0.0;0.0;0.0;0
2702;DA Voedings- en genotmiddelenindustrie;Woningen;2006;0;;0;0.0;0.0;0.0;0.0;0.0;0
2703;DA Voedings- en genotmiddelenindustrie;Woningen;2007;0;;0;0.0;0.0;0.0;0.0;0.0;0
2704;DA Voedings- en genotmiddelenindustrie;Woningen;2008;0;;0;0.0;0.0;0.0;0.0;0.0;0
2705;DA Voedings- en genotmiddelenindustrie;Woningen;2009;0;;0;;;;;;0
2706;DA Voedings- en genotmiddelenindustrie;Bedrijfsgebouwen;1969;1308;78.6;1217;62.0;76.0;47.0;0.0;0.0;1308
2707;DA Voedings- en genotmiddelenindustrie;Bedrijfsgebouwen;1970;1475;81.0;1308;123.0;96.0;52.0;0.0;0.0;1475
2708;DA Voedings- en genotmiddelenindustrie;Bedrijfsgebouwen;1971;1643;83.6;1475;116.0;110.0;58.0;0.0;0.0;1643
2709;DA Voedings- en genotmiddelenindustrie;Bedrijfsgebouwen;1972;1865;84.5;1643;202.0;88.0;67.0;0.0;0.0;1865
2710;DA Voedings- en genotmiddelenindustrie;Bedrijfsgebouwen;1973;1945;86.5;1865;36.0;114.0;70.0;0.0;0.0;1945
2711;DA Voedings- en genotmiddelenindustrie;Bedrijfsgebouwen;1974;2242;88.5;1945;246.0;132.0;81.0;0.0;0.0;2242
2712;DA Voedings- en genotmiddelenindustrie;Bedrijfsgebouwen;1975;2531;90.9;2242;223.0;158.0;92.0;0.0;0.0;2531
2713;DA Voedings- en genotmiddelenindustrie;Bedrijfsgebouwen;1976;2770;91.2;2531;229.0;112.0;102.0;0.0;0.0;2770
