ID;Regions;Periods;TotalProducedByWaterCompanies_1;TotalDrinkingWater_2;ActualGroundwater_3;DuneWater_4;SurfaceWaterDirectlyProcessed_5;InfiltrationWater_6;SurfaceWaterSemiFiltrate_7;ProducedByOthers_8;Use_9
556;Gelderland;2002 November;10.776;10.776;10.776;0.0;0.0;0.0;0.0;0.168;10.557
557;Gelderland;2002 December;10.927;10.927;10.927;0.0;0.0;0.0;0.0;0.159;10.689
558;Gelderland;2002;132.515;132.515;132.515;0.0;0.0;0.0;0.0;2.022;129.359
559;Gelderland;2003 January;11.022;11.022;11.022;0.0;0.0;0.0;0.0;0.157;10.884
560;Gelderland;2003 February;10.243;10.243;10.243;0.0;0.0;0.0;0.0;0.139;10.115
561;Gelderland;2003 March;11.438;11.438;11.438;0.0;0.0;0.0;0.0;0.153;11.291
562;Gelderland;2003 April;12.01;12.01;12.01;0.0;0.0;0.0;0.0;0.165;11.881
563;Gelderland;2003 May;11.716;11.716;11.716;0.0;0.0;0.0;0.0;0.155;11.562
564;Gelderland;2003 June;12.491;12.491;12.491;0.0;0.0;0.0;0.0;0.167;12.358
565;Gelderland;2003 July;12.14;12.14;12.14;0.0;0.0;0.0;0.0;0.146;12.009
566;Gelderland;2003 August;13.582;13.582;13.582;0.0;0.0;0.0;0.0;0.187;13.443
567;Gelderland;2003 September;10.949;10.949;10.949;0.0;0.0;0.0;0.0;0.155;10.842
568;Gelderland;2003 October;11.164;11.164;11.164;0.0;0.0;0.0;0.0;0.156;11.06
569;Gelderland;2003 November;10.706;10.706;10.706;0.0;0.0;0.0;0.0;0.168;10.614
570;Gelderland;2003 December;10.765;10.765;10.765;0.0;0.0;0.0;0.0;0.155;10.638
571;Gelderland;2003;138.226;138.226;138.226;0.0;0.0;0.0;0.0;1.903;136.697
572;Utrecht;2000 January;6.902;6.902;6.902;0.0;0.0;0.0;0.0;0.0;7.152
573;Utrecht;2000 February;6.451;6.451;6.451;0.0;0.0;0.0;0.0;0.0;6.718
574;Utrecht;2000 March;6.993;6.993;6.993;0.0;0.0;0.0;0.0;0.0;7.284
575;Utrecht;2000 April;6.762;6.762;6.762;0.0;0.0;0.0;0.0;0.0;7.095
576;Utrecht;2000 May;7.273;7.273;7.273;0.0;0.0;0.0;0.0;0.0;7.434
577;Utrecht;2000 June;7.044;7.044;7.044;0.0;0.0;0.0;0.0;0.0;7.275
578;Utrecht;2000 July;6.969;6.969;6.969;0.0;0.0;0.0;0.0;0.0;7.197
579;Utrecht;2000 August;6.798;6.798;6.798;0.0;0.0;0.0;0.0;0.0;7.112
580;Utrecht;2000 September;6.622;6.622;6.622;0.0;0.0;0.0;0.0;0.0;6.922
581;Utrecht;2000 October;6.642;6.642;6.642;0.0;0.0;0.0;0.0;0.0;6.961
582;Utrecht;2000 November;6.703;6.703;6.703;0.0;0.0;0.0;0.0;0.0;7.009
583;Utrecht;2000 December;6.647;6.647;6.647;0.0;0.0;0.0;0.0;0.0;6.966
584;Utrecht;2000;81.806;81.806;81.806;0.0;0.0;0.0;0.0;0.0;85.125
585;Utrecht;2001 January;6.54;6.54;6.54;0.0;0.0;0.0;0.0;0.0;6.841
586;Utrecht;2001 February;5.987;5.987;5.987;0.0;0.0;0.0;0.0;0.0;6.208
587;Utrecht;2001 March;6.828;6.828;6.828;0.0;0.0;0.0;0.0;0.0;7.146
588;Utrecht;2001 April;6.532;6.532;6.532;0.0;0.0;0.0;0.0;0.0;6.829
589;Utrecht;2001 May;7.153;7.153;7.153;0.0;0.0;0.0;0.0;0.0;7.477
590;Utrecht;2001 June;7.035;7.035;7.035;0.0;0.0;0.0;0.0;0.0;7.345
591;Utrecht;2001 July;7.073;7.073;7.073;0.0;0.0;0.0;0.0;0.0;7.387
592;Utrecht;2001 August;6.364;6.364;6.364;0.0;0.0;0.0;0.0;0.0;6.663
593;Utrecht;2001 September;6.306;6.306;6.306;0.0;0.0;0.0;0.0;0.0;6.606
594;Utrecht;2001 October;6.699;6.699;6.699;0.0;0.0;0.0;0.0;0.0;7.001
595;Utrecht;2001 November;6.586;6.586;6.586;0.0;0.0;0.0;0.0;0.0;6.875
596;Utrecht;2001 December;6.66;6.66;6.66;0.0;0.0;0.0;0.0;0.0;7.021
597;Utrecht;2001;79.763;79.763;79.763;0.0;0.0;0.0;0.0;0.0;83.399
598;Utrecht;2002 January;6.666;6.666;6.666;0.0;0.0;0.0;0.0;0.0;6.966
599;Utrecht;2002 February;5.867;5.867;5.867;0.0;0.0;0.0;0.0;0.0;6.134
600;Utrecht;2002 March;6.838;6.838;6.838;0.0;0.0;0.0;0.0;0.0;7.127
601;Utrecht;2002 April;6.903;6.903;6.903;0.0;0.0;0.0;0.0;0.0;7.2
602;Utrecht;2002 May;6.894;6.894;6.894;0.0;0.0;0.0;0.0;0.0;7.177
603;Utrecht;2002 June;6.695;6.695;6.695;0.0;0.0;0.0;0.0;0.0;6.974
604;Utrecht;2002 July;6.634;6.634;6.634;0.0;0.0;0.0;0.0;0.0;6.848
605;Utrecht;2002 August;6.36;6.36;6.36;0.0;0.0;0.0;0.0;0.0;6.559
606;Utrecht;2002 September;6.444;6.444;6.444;0.0;0.0;0.0;0.0;0.0;6.634
607;Utrecht;2002 October;6.613;6.613;6.613;0.0;0.0;0.0;0.0;0.0;6.817
608;Utrecht;2002 November;6.469;6.469;6.469;0.0;0.0;0.0;0.0;0.0;6.677
609;Utrecht;2002 December;6.483;6.483;6.483;0.0;0.0;0.0;0.0;0.0;6.762
610;Utrecht;2002;78.866;78.866;78.866;0.0;0.0;0.0;0.0;0.0;81.875
611;Utrecht;2003 January;6.683;6.683;6.683;0.0;0.0;0.0;0.0;0.0;6.772
612;Utrecht;2003 February;5.99;5.99;5.99;0.0;0.0;0.0;0.0;0.0;6.069
613;Utrecht;2003 March;6.633;6.633;6.633;0.0;0.0;0.0;0.0;0.0;6.738
614;Utrecht;2003 April;6.85;6.85;6.85;0.0;0.0;0.0;0.0;0.0;6.942
615;Utrecht;2003 May;6.844;6.844;6.844;0.0;0.0;0.0;0.0;0.0;6.958
616;Utrecht;2003 June;7.118;7.118;7.118;0.0;0.0;0.0;0.0;0.0;7.22
617;Utrecht;2003 July;6.907;6.907;6.907;0.0;0.0;0.0;0.0;0.0;7.003
618;Utrecht;2003 August;7.865;7.865;7.865;0.0;0.0;0.0;0.0;0.0;7.982
619;Utrecht;2003 September;6.575;6.575;6.575;0.0;0.0;0.0;0.0;0.0;6.658
620;Utrecht;2003 October;6.753;6.753;6.753;0.0;0.0;0.0;0.0;0.0;6.841
621;Utrecht;2003 November;6.377;6.377;6.377;0.0;0.0;0.0;0.0;0.0;6.462
622;Utrecht;2003 December;6.44;6.44;6.44;0.0;0.0;0.0;0.0;0.0;6.584
623;Utrecht;2003;81.035;81.035;81.035;0.0;0.0;0.0;0.0;0.0;82.229
624;Noord-Holland;2000 January;17.872;14.828;0.811;1.006;4.394;8.617;3.044;0.0;17.673
625;Noord-Holland;2000 February;16.148;13.228;0.453;0.299;2.9;9.576;2.92;0.0;15.951
626;Noord-Holland;2000 March;18.422;15.263;0.845;0.865;4.276;9.277;3.159;0.0;18.23
627;Noord-Holland;2000 April;17.567;14.335;0.732;0.745;3.856;9.002;3.232;0.0;17.372
628;Noord-Holland;2000 May;18.976;15.611;0.672;0.405;3.942;10.592;3.365;0.0;18.775
629;Noord-Holland;2000 June;19.37;15.599;0.768;0.245;4.387;10.199;3.771;0.0;19.179
630;Noord-Holland;2000 July;19.445;15.435;0.624;0.037;4.609;10.165;4.01;0.0;19.235
631;Noord-Holland;2000 August;19.079;15.224;0.687;0.131;4.641;9.765;3.855;0.0;18.847
632;Noord-Holland;2000 September;18.57;15.101;0.904;0.689;4.704;8.804;3.469;0.0;18.359
633;Noord-Holland;2000 October;19.074;15.542;0.812;0.452;4.959;9.319;3.532;0.0;18.847
634;Noord-Holland;2000 November;17.999;15.015;1.117;1.943;4.858;7.097;2.984;0.0;17.76
635;Noord-Holland;2000 December;18.059;15.212;0.894;0.952;4.905;8.461;2.847;0.0;17.869
636;Noord-Holland;2000;220.581;180.393;9.319;7.769;52.431;110.874;40.188;0.0;218.097
637;Noord-Holland;2001 January;18.137;15.32;1.1;1.57;4.528;8.122;2.817;0.0;17.944
638;Noord-Holland;2001 February;16.601;13.935;0.785;1.18;4.047;7.923;2.666;0.0;16.439
639;Noord-Holland;2001 March;17.748;14.852;0.865;1.191;4.168;8.628;2.896;0.0;17.574
640;Noord-Holland;2001 April;18.33;15.184;0.702;0.592;4.434;9.456;3.146;0.0;18.152
641;Noord-Holland;2001 May;19.258;16.102;0.767;0.512;4.85;9.973;3.156;0.0;19.091
642;Noord-Holland;2001 June;19.048;15.595;0.729;0.269;4.804;9.793;3.453;0.0;18.88
643;Noord-Holland;2001 July;19.956;16.219;1.056;0.268;4.922;9.973;4.005;0.0;19.776
644;Noord-Holland;2001 August;19.366;15.463;0.754;0.435;4.669;9.605;3.903;0.0;19.186
645;Noord-Holland;2001 September;18.264;14.845;0.942;0.864;4.486;8.553;3.419;0.0;18.101
646;Noord-Holland;2001 October;18.692;15.379;0.808;0.756;4.618;9.197;3.313;0.0;18.533
647;Noord-Holland;2001 November;17.901;14.906;1.056;1.914;4.282;7.654;2.995;0.0;17.741
648;Noord-Holland;2001 December;17.948;14.974;0.93;1.153;4.311;8.58;2.974;0.0;17.794
649;Noord-Holland;2001;221.249;182.774;10.494;10.704;54.119;107.457;38.743;0.0;219.211
650;Noord-Holland;2002 January;17.84;14.986;0.872;1.89;5.338;6.886;2.854;0.0;17.687
651;Noord-Holland;2002 February;16.047;13.428;0.397;0.324;5.326;7.381;2.619;0.0;15.907
652;Noord-Holland;2002 March;18.401;15.237;0.648;1.478;6.091;7.02;3.164;0.0;18.246
653;Noord-Holland;2002 April;17.881;15.06;0.492;0.584;5.941;8.043;2.821;0.0;17.714
654;Noord-Holland;2002 May;18.103;15.286;0.476;0.341;6.148;8.321;2.817;0.0;17.93
655;Noord-Holland;2002 June;18.427;15.131;0.508;0.345;5.889;8.389;3.296;0.0;18.259
656;Noord-Holland;2002 July;18.023;14.513;0.449;0.331;5.841;7.892;3.51;0.0;17.85
657;Noord-Holland;2002 August;19.229;15.636;0.656;0.612;6.121;8.247;3.593;0.0;19.055
658;Noord-Holland;2002 September;18.519;15.158;0.535;0.365;5.809;8.449;3.361;0.0;18.352
659;Noord-Holland;2002 October;18.283;15.072;0.676;0.556;5.772;8.068;3.211;0.0;18.11
660;Noord-Holland;2002 November;19.188;16.306;0.873;1.174;5.89;8.369;2.882;0.0;19.009
661;Noord-Holland;2002 December;17.402;14.924;0.411;0.056;5.921;8.536;2.478;0.0;17.196
662;Noord-Holland;2002;217.343;180.737;6.993;8.056;70.087;95.601;36.606;0.0;215.315
663;Noord-Holland;2003 January;17.619;15.007;0.848;1.627;5.741;6.791;2.612;0.0;17.444
664;Noord-Holland;2003 February;17.318;14.824;0.762;1.005;4.816;8.241;2.494;0.0;17.165
665;Noord-Holland;2003 March;18.019;15.245;0.678;0.663;5.252;8.652;2.774;0.0;17.855
666;Noord-Holland;2003 April;19.169;16.341;0.832;0.904;5.613;8.992;2.828;0.0;19.001
667;Noord-Holland;2003 May;18.329;15.369;0.448;0.119;6.091;8.711;2.96;0.0;18.156
668;Noord-Holland;2003 June;19.245;15.787;0.566;0.114;6.01;9.097;3.458;0.0;19.078
669;Noord-Holland;2003 July;18.921;15.061;0.513;0.139;5.945;8.464;3.86;0.0;18.748
670;Noord-Holland;2003 August;21.206;17.058;0.762;0.44;6.319;9.537;4.148;0.0;21.032
671;Noord-Holland;2003 September;18.167;14.522;0.638;0.044;5.06;8.78;3.645;0.0;18.0
672;Noord-Holland;2003 October;18.7;15.281;0.527;0.526;6.03;8.198;3.419;0.0;18.481
673;Noord-Holland;2003 November;17.427;14.342;0.304;0.222;5.623;8.193;3.085;0.0;17.197
674;Noord-Holland;2003 December;17.3;14.312;0.409;0.724;5.382;7.797;2.988;0.0;17.064
675;Noord-Holland;2003;221.42;183.149;7.287;6.527;67.882;101.453;38.271;0.0;219.221
676;Zuid-Holland;2000 January;22.49;22.375;3.848;0.751;12.084;5.692;0.115;0.485;23.225
677;Zuid-Holland;2000 February;21.535;21.134;3.606;0.693;11.4;5.435;0.401;0.477;22.236
678;Zuid-Holland;2000 March;22.937;22.483;3.908;0.796;11.986;5.793;0.454;0.648;23.775
679;Zuid-Holland;2000 April;22.549;22.138;3.821;0.796;11.636;5.885;0.411;0.511;23.245
680;Zuid-Holland;2000 May;24.084;23.618;4.025;0.907;12.426;6.26;0.466;0.584;24.9
681;Zuid-Holland;2000 June;23.951;23.5;3.872;0.908;12.647;6.073;0.451;0.535;24.656
682;Zuid-Holland;2000 July;22.774;22.338;3.64;0.846;12.098;5.754;0.436;0.483;23.444
683;Zuid-Holland;2000 August;24.031;23.532;3.822;1.007;12.837;5.866;0.499;0.547;24.79
684;Zuid-Holland;2000 September;22.805;22.384;3.735;0.772;12.187;5.69;0.421;0.446;23.447
685;Zuid-Holland;2000 October;23.206;22.787;3.899;0.849;12.394;5.645;0.419;0.594;24.007
686;Zuid-Holland;2000 November;22.777;22.366;3.843;0.842;12.274;5.407;0.411;0.556;23.555
687;Zuid-Holland;2000 December;22.441;22.042;3.858;0.827;11.776;5.581;0.399;0.575;23.188
688;Zuid-Holland;2000;275.58;270.697;45.877;9.994;145.745;69.081;4.883;6.441;284.468
689;Zuid-Holland;2001 January;22.538;22.276;3.912;0.854;11.904;5.606;0.262;0.524;23.253
690;Zuid-Holland;2001 February;20.551;20.24;3.545;0.778;10.755;5.162;0.311;0.577;21.276
691;Zuid-Holland;2001 March;22.912;22.576;3.955;0.841;11.981;5.799;0.336;0.548;23.617
692;Zuid-Holland;2001 April;22.571;22.214;3.855;0.795;11.86;5.704;0.357;0.564;23.304
693;Zuid-Holland;2001 May;24.067;23.835;4.049;0.86;12.638;6.288;0.232;0.517;24.736
694;Zuid-Holland;2001 June;24.502;24.046;3.911;0.823;12.522;6.79;0.456;0.54;25.193
695;Zuid-Holland;2001 July;24.403;24.812;4.933;0.898;12.571;6.41;0.489;0.61;25.176
696;Zuid-Holland;2001 August;22.369;21.958;3.741;0.697;11.688;5.832;0.411;0.543;23.077
697;Zuid-Holland;2001 September;22.304;21.871;3.777;0.722;11.672;5.7;0.433;0.593;23.043
698;Zuid-Holland;2001 October;23.249;22.778;3.901;0.786;12.221;5.87;0.471;0.612;24.001
699;Zuid-Holland;2001 November;22.65;22.181;3.851;0.733;11.831;5.766;0.469;0.556;23.351
700;Zuid-Holland;2001 December;22.644;22.324;3.857;0.786;11.98;5.701;0.32;0.601;23.316
701;Zuid-Holland;2001;274.76;271.111;47.287;9.573;143.623;70.628;4.547;6.785;283.343
702;Zuid-Holland;2002 January;22.822;22.551;4.016;0.726;12.314;5.495;0.271;0.551;23.513
703;Zuid-Holland;2002 February;20.493;20.239;3.612;0.617;10.99;5.02;0.254;0.505;21.124
704;Zuid-Holland;2002 March;23.133;22.772;4.082;0.772;12.344;5.574;0.361;0.549;23.83
705;Zuid-Holland;2002 April;22.908;22.58;4.016;0.763;12.237;5.564;0.328;0.529;23.59
706;Zuid-Holland;2002 May;23.347;23.117;3.946;0.705;12.764;5.702;0.23;0.589;24.113
707;Zuid-Holland;2002 June;23.859;23.096;3.921;0.712;12.71;5.753;0.763;0.524;24.555
708;Zuid-Holland;2002 July;23.663;23.42;3.953;0.67;12.98;5.817;0.243;0.601;24.422
709;Zuid-Holland;2002 August;22.105;21.894;3.684;0.551;12.145;5.514;0.211;0.543;22.808
710;Zuid-Holland;2002 September;23.021;22.51;3.832;0.625;12.476;5.577;0.511;0.533;23.71
711;Zuid-Holland;2002 October;23.216;22.697;3.932;0.803;12.457;5.505;0.519;0.543;23.923
712;Zuid-Holland;2002 November;22.712;22.279;3.864;0.626;12.371;5.418;0.433;0.563;23.434
713;Zuid-Holland;2002 December;22.94;22.529;3.937;0.744;12.354;5.494;0.411;0.601;23.663
714;Zuid-Holland;2002;274.219;269.684;46.795;8.314;148.142;66.433;4.535;6.631;282.685
715;Zuid-Holland;2003 January;23.172;22.747;3.966;0.706;12.526;5.549;0.425;0.635;23.979
716;Zuid-Holland;2003 February;21.133;20.734;3.543;0.582;11.502;5.107;0.399;0.527;21.812
717;Zuid-Holland;2003 March;23.385;22.967;3.99;0.721;12.492;5.764;0.418;0.629;24.162
718;Zuid-Holland;2003 April;23.19;22.791;3.924;0.763;12.393;5.711;0.399;0.568;23.924
719;Zuid-Holland;2003 May;23.271;23.03;3.935;0.802;12.621;5.672;0.241;0.562;23.991
720;Zuid-Holland;2003 June;24.772;24.061;4.06;0.802;13.246;5.953;0.711;0.595;25.528
721;Zuid-Holland;2003 July;23.703;23.472;3.812;0.716;13.018;5.926;0.231;0.597;24.467
722;Zuid-Holland;2003 August;25.611;25.311;4.201;0.78;13.935;6.395;0.3;0.572;26.352
723;Zuid-Holland;2003 September;22.882;22.361;3.756;0.652;12.36;5.593;0.521;0.548;23.6
724;Zuid-Holland;2003 October;23.053;22.542;3.845;0.665;12.261;5.771;0.511;0.471;23.744
725;Zuid-Holland;2003 November;22.261;21.823;3.802;0.557;12.097;5.367;0.438;0.5;22.991
726;Zuid-Holland;2003 December;22.406;21.983;3.843;0.726;12.471;4.943;0.423;0.589;23.174
727;Zuid-Holland;2003;278.839;273.822;46.677;8.472;150.922;67.751;5.017;6.793;287.724
728;Zeeland;2000 January;3.684;2.637;1.274;0.0;0.925;0.438;1.047;0.0;3.975
729;Zeeland;2000 February;3.496;2.459;1.183;0.0;0.877;0.399;1.037;0.0;3.741
730;Zeeland;2000 March;3.745;2.577;1.185;0.0;0.958;0.434;1.168;0.0;3.982
731;Zeeland;2000 April;3.958;2.754;1.197;0.0;0.962;0.595;1.204;0.0;4.229
732;Zeeland;2000 May;4.294;2.985;1.333;0.0;1.025;0.627;1.309;0.0;4.508
733;Zeeland;2000 June;4.305;3.025;1.432;0.0;0.998;0.595;1.28;0.0;4.646
734;Zeeland;2000 July;4.4;3.114;1.433;0.0;1.09;0.591;1.286;0.0;4.67
735;Zeeland;2000 August;4.779;3.371;1.643;0.0;1.101;0.627;1.408;0.0;5.15
736;Zeeland;2000 September;4.158;2.737;1.337;0.0;0.924;0.476;1.421;0.0;4.547
737;Zeeland;2000 October;4.162;2.755;1.342;0.0;0.942;0.471;1.407;0.0;4.461
738;Zeeland;2000 November;3.958;2.603;1.378;0.0;0.94;0.285;1.355;0.0;4.182
739;Zeeland;2000 December;4.0;2.636;1.218;0.0;0.978;0.44;1.364;0.0;4.216
740;Zeeland;2000;48.939;33.653;15.955;0.0;11.72;5.978;15.286;0.0;52.307
741;Zeeland;2001 January;4.143;2.707;1.119;0.0;1.027;0.561;1.436;-0.294;4.32
742;Zeeland;2001 February;3.746;2.445;1.045;0.0;0.957;0.443;1.301;-0.268;3.95
743;Zeeland;2001 March;4.122;2.798;1.238;0.0;1.059;0.501;1.324;-0.268;4.353
744;Zeeland;2001 April;4.506;3.041;1.402;0.0;1.054;0.585;1.465;-0.29;4.738
745;Zeeland;2001 May;4.886;3.254;1.633;0.0;1.142;0.479;1.632;-0.308;5.135
746;Zeeland;2001 June;4.626;3.052;1.522;0.0;1.033;0.497;1.574;-0.308;4.874
747;Zeeland;2001 July;5.063;3.324;1.591;0.0;1.161;0.572;1.739;-0.309;5.365
748;Zeeland;2001 August;5.262;3.419;1.772;0.0;1.085;0.562;1.843;-0.292;5.566
749;Zeeland;2001 September;4.424;2.849;1.365;0.0;0.939;0.545;1.575;-0.263;4.578
750;Zeeland;2001 October;4.556;2.936;1.418;0.0;0.932;0.586;1.62;-0.273;4.809
751;Zeeland;2001 November;4.304;2.753;1.315;0.0;0.91;0.528;1.551;0.0;4.728
752;Zeeland;2001 December;4.076;2.725;1.276;0.0;0.939;0.51;1.351;-0.26;4.224
753;Zeeland;2001;53.714;35.303;16.696;0.0;12.238;6.369;18.411;-3.133;56.64
754;Zeeland;2002 January;4.174;2.7;1.519;0.0;0.981;0.2;1.474;-0.273;4.372
755;Zeeland;2002 February;3.8;2.505;1.204;0.0;0.911;0.39;1.295;-0.257;4.015
756;Zeeland;2002 March;4.133;2.792;1.292;0.0;1.039;0.461;1.341;-0.295;4.361
757;Zeeland;2002 April;4.386;2.884;1.262;0.0;1.038;0.584;1.502;-0.287;4.602
758;Zeeland;2002 May;4.782;3.098;1.38;0.0;1.134;0.584;1.684;-0.332;4.945
759;Zeeland;2002 June;4.83;3.053;1.388;0.0;1.082;0.583;1.777;-0.32;5.066
760;Zeeland;2002 July;5.091;3.331;1.526;0.0;1.215;0.59;1.76;-0.275;5.336
761;Zeeland;2002 August;5.287;3.397;1.589;0.0;1.209;0.599;1.89;-0.359;5.466
762;Zeeland;2002 September;4.977;2.953;1.267;0.0;1.094;0.592;2.024;-0.334;5.152
763;Zeeland;2002 October;4.69;3.041;1.484;0.0;0.939;0.618;1.649;-0.341;4.865
764;Zeeland;2002 November;4.391;2.683;1.259;0.0;0.909;0.515;1.708;-0.262;4.581
765;Zeeland;2002 December;4.274;2.577;1.19;0.0;0.849;0.538;1.697;-0.22;4.462
766;Zeeland;2002;54.815;35.014;16.36;0.0;12.4;6.254;19.801;-3.555;57.223
767;Zeeland;2003 January;4.414;2.653;1.329;0.0;0.953;0.371;1.761;-0.255;4.63
768;Zeeland;2003 February;4.106;2.473;1.025;0.0;0.936;0.512;1.633;-0.291;4.354
769;Zeeland;2003 March;4.657;2.828;1.287;0.0;0.999;0.542;1.829;-0.324;4.93
770;Zeeland;2003 April;4.751;2.916;1.351;0.0;1.014;0.551;1.835;-0.313;4.941
771;Zeeland;2003 May;4.802;2.853;1.475;0.0;0.832;0.546;1.949;-0.313;4.994
772;Zeeland;2003 June;5.063;3.142;1.796;0.0;0.848;0.498;1.921;-0.179;5.428
773;Zeeland;2003 July;5.35;3.392;1.839;0.0;0.929;0.624;1.958;-0.214;5.715
774;Zeeland;2003 August;5.927;3.852;2.087;0.0;1.15;0.615;2.075;-0.214;6.414
775;Zeeland;2003 September;4.881;3.06;0.918;0.0;0.954;1.188;1.821;-0.24;5.021
776;Zeeland;2003 October;3.972;2.159;0.668;0.0;0.925;0.566;1.813;-0.256;4.072
777;Zeeland;2003 November;4.443;2.776;1.235;0.0;0.945;0.596;1.667;-0.298;4.521
778;Zeeland;2003 December;4.433;2.673;1.226;0.0;0.886;0.561;1.76;-0.245;4.621
779;Zeeland;2003;56.799;34.777;16.236;0.0;11.371;7.17;22.022;-3.142;59.641
780;Noord-Brabant;2000 January;14.986;14.875;14.671;0.0;0.204;0.0;0.111;0.0;14.414
781;Noord-Brabant;2000 February;14.756;14.628;14.236;0.0;0.392;0.0;0.128;0.0;14.243
782;Noord-Brabant;2000 March;15.651;15.48;15.028;0.0;0.452;0.0;0.171;0.0;15.117
783;Noord-Brabant;2000 April;16.278;16.124;15.711;0.0;0.413;0.0;0.154;0.0;15.722
784;Noord-Brabant;2000 May;16.965;16.821;16.379;0.0;0.442;0.0;0.144;0.0;16.444
785;Noord-Brabant;2000 June;16.773;16.617;16.112;0.0;0.505;0.0;0.156;0.0;16.151
786;Noord-Brabant;2000 July;14.716;14.575;14.107;0.0;0.468;0.0;0.141;0.0;14.117
787;Noord-Brabant;2000 August;16.589;16.45;15.975;0.0;0.475;0.0;0.139;0.0;15.895
788;Noord-Brabant;2000 September;15.632;15.461;15.023;0.0;0.438;0.0;0.171;0.0;14.996
789;Noord-Brabant;2000 October;15.627;15.438;14.958;0.0;0.48;0.0;0.189;0.0;15.071
790;Noord-Brabant;2000 November;15.408;15.217;14.714;0.0;0.503;0.0;0.191;0.0;14.935
791;Noord-Brabant;2000 December;15.107;14.933;14.464;0.0;0.469;0.0;0.174;0.0;14.624
792;Noord-Brabant;2000;188.488;186.619;181.378;0.0;5.241;0.0;1.869;0.0;181.729
793;Noord-Brabant;2001 January;15.486;15.301;14.807;0.0;0.494;0.0;0.185;0.0;15.015
794;Noord-Brabant;2001 February;14.123;14.012;13.59;0.0;0.422;0.0;0.111;0.0;13.651
795;Noord-Brabant;2001 March;15.728;15.553;15.087;0.0;0.466;0.0;0.175;0.0;15.229
796;Noord-Brabant;2001 April;15.296;15.135;14.681;0.0;0.454;0.0;0.161;0.0;14.774
797;Noord-Brabant;2001 May;18.058;17.885;17.363;0.0;0.522;0.0;0.173;0.0;17.501
798;Noord-Brabant;2001 June;17.047;16.864;16.349;0.0;0.515;0.0;0.183;0.0;16.491
799;Noord-Brabant;2001 July;16.045;15.856;15.3;0.0;0.556;0.0;0.189;0.0;15.434
800;Noord-Brabant;2001 August;17.002;16.826;16.281;0.0;0.545;0.0;0.176;0.0;16.406
801;Noord-Brabant;2001 September;15.26;15.125;14.707;0.0;0.418;0.0;0.135;0.0;14.843
802;Noord-Brabant;2001 October;15.76;15.605;15.089;0.0;0.516;0.0;0.155;0.0;15.234
803;Noord-Brabant;2001 November;15.036;14.883;14.39;0.0;0.493;0.0;0.153;0.0;14.612
804;Noord-Brabant;2001 December;15.104;14.951;14.48;0.0;0.471;0.0;0.153;0.0;14.696
805;Noord-Brabant;2001;189.945;187.996;182.124;0.0;5.872;0.0;1.949;0.0;183.886
806;Noord-Brabant;2002 January;15.604;15.554;15.033;0.0;0.521;0.0;0.05;0.0;15.133
807;Noord-Brabant;2002 February;13.712;13.62;13.139;0.0;0.481;0.0;0.092;0.0;13.24
808;Noord-Brabant;2002 March;16.276;16.096;15.593;0.0;0.503;0.0;0.18;0.0;15.753
809;Noord-Brabant;2002 April;15.669;15.501;14.998;0.0;0.503;0.0;0.168;0.0;15.166
810;Noord-Brabant;2002 May;16.845;16.676;16.181;0.0;0.495;0.0;0.169;0.0;16.35
811;Noord-Brabant;2002 June;16.168;16.004;15.509;0.0;0.495;0.0;0.164;0.0;15.612
812;Noord-Brabant;2002 July;15.319;15.158;14.477;0.0;0.681;0.0;0.161;0.0;14.799
813;Noord-Brabant;2002 August;16.106;15.952;15.293;0.0;0.659;0.0;0.154;0.0;15.568
814;Noord-Brabant;2002 September;15.482;15.312;14.835;0.0;0.477;0.0;0.17;0.0;14.973
815;Noord-Brabant;2002 October;15.482;15.327;14.842;0.0;0.485;0.0;0.155;0.0;14.966
816;Noord-Brabant;2002 November;15.143;14.974;14.479;0.0;0.495;0.0;0.169;0.0;14.691
817;Noord-Brabant;2002 December;15.078;14.902;14.421;0.0;0.481;0.0;0.176;0.0;14.67
818;Noord-Brabant;2002;186.884;185.076;178.8;0.0;6.276;0.0;1.808;0.0;180.921
819;Noord-Brabant;2003 January;15.535;15.374;14.68;0.0;0.694;0.0;0.161;0.0;15.064
820;Noord-Brabant;2003 February;14.178;14.027;13.546;0.0;0.481;0.0;0.151;0.0;13.639
821;Noord-Brabant;2003 March;15.434;15.269;14.721;0.0;0.548;0.0;0.165;0.0;14.837
822;Noord-Brabant;2003 April;16.748;16.572;15.877;0.0;0.695;0.0;0.176;0.0;16.245
823;Noord-Brabant;2003 May;16.254;16.088;15.546;0.0;0.542;0.0;0.166;0.0;15.749
824;Noord-Brabant;2003 June;16.813;16.652;16.118;0.0;0.534;0.0;0.161;0.0;16.269
825;Noord-Brabant;2003 July;17.536;17.365;16.63;0.0;0.735;0.0;0.171;0.0;16.957
826;Noord-Brabant;2003 August;18.932;18.763;18.04;0.0;0.723;0.0;0.169;0.0;18.231
827;Noord-Brabant;2003 September;14.863;14.732;14.166;0.0;0.566;0.0;0.131;0.0;14.483
828;Noord-Brabant;2003 October;15.537;15.395;14.776;0.0;0.619;0.0;0.142;0.0;15.181
829;Noord-Brabant;2003 November;14.78;14.604;14.076;0.0;0.528;0.0;0.176;0.0;14.404
