ID;WoonlandVanGasten;RegioS;Perioden;Gasten_1;Overnachtingen_2
64;Totaal landen;Nederland;2015 november;1884.0;3035.0
65;Totaal landen;Nederland;2015 december;1718.0;2865.0
66;Totaal landen;Nederland;2015 4e kwartaal;5802.0;9605.0
67;Totaal landen;Nederland;2015;24176.0;41617.0
68;Totaal landen;Nederland;2016 januari;1609.0;2673.0
69;Totaal landen;Nederland;2016 februari;1741.0;2860.0
70;Totaal landen;Nederland;2016 maart;2038.0;3469.0
71;Totaal landen;Nederland;2016 1e kwartaal;5389.0;9002.0
72;Totaal landen;Nederland;2016 april;2229.0;3841.0
73;Totaal landen;Nederland;2016 mei;2436.0;4218.0
74;Totaal landen;Nederland;2016 juni;2276.0;3904.0
75;Totaal landen;Nederland;2016 2e kwartaal;6941.0;11962.0
76;Totaal landen;Nederland;2016 juli;2420.0;4488.0
77;Totaal landen;Nederland;2016 augustus;2506.0;4747.0
78;Totaal landen;Nederland;2016 september;2314.0;4017.0
79;Totaal landen;Nederland;2016 3e kwartaal;7240.0;13252.0
80;Totaal landen;Nederland;2016 oktober;2348.0;4041.0
81;Totaal landen;Nederland;2016 november;1987.0;3234.0
82;Totaal landen;Nederland;2016 december;1853.0;3100.0
83;Totaal landen;Nederland;2016 4e kwartaal;6189.0;10374.0
84;Totaal landen;Nederland;2016;25758.0;44590.0
85;Totaal landen;Nederland;2017 januari;1783.0;2921.0
86;Totaal landen;Nederland;2017 februari;1809.0;2978.0
87;Totaal landen;Nederland;2017 maart;2185.0;3572.0
88;Totaal landen;Nederland;2017 1e kwartaal;5777.0;9470.0
89;Totaal landen;Nederland;2017 april;2622.0;4557.0
90;Totaal landen;Nederland;2017 mei;2635.0;4469.0
91;Totaal landen;Nederland;2017 juni;2634.0;4528.0
92;Totaal landen;Nederland;2017 2e kwartaal;7890.0;13554.0
93;Totaal landen;Nederland;2017 juli;2750.0;4936.0
94;Totaal landen;Nederland;2017 augustus;2768.0;5108.0
95;Totaal landen;Nederland;2017 september;2525.0;4419.0
96;Totaal landen;Nederland;2017 3e kwartaal;8043.0;14462.0
97;Totaal landen;Nederland;2017 oktober;2576.0;4355.0
98;Totaal landen;Nederland;2017 november;2150.0;3544.0
99;Totaal landen;Nederland;2017 december;2135.0;3487.0
100;Totaal landen;Nederland;2017 4e kwartaal;6862.0;11387.0
101;Totaal landen;Nederland;2017;28572.0;48873.0
102;Totaal landen;Nederland;2018 januari;1948.0;3200.0
103;Totaal landen;Nederland;2018 februari;1937.0;3229.0
104;Totaal landen;Nederland;2018 maart;2329.0;3935.0
105;Totaal landen;Nederland;2018 1e kwartaal;6214.0;10364.0
106;Totaal landen;Nederland;2018 april;2609.0;4565.0
107;Totaal landen;Nederland;2018 mei;2748.0;4809.0
108;Totaal landen;Nederland;2018 juni;2688.0;4705.0
109;Totaal landen;Nederland;2018 2e kwartaal;8045.0;14078.0
110;Totaal landen;Nederland;2018 juli;2800.0;5150.0
111;Totaal landen;Nederland;2018 augustus;2914.0;5453.0
112;Totaal landen;Nederland;2018 september;2661.0;4680.0
113;Totaal landen;Nederland;2018 3e kwartaal;8375.0;15284.0
114;Totaal landen;Nederland;2018 oktober;2669.0;4588.0
115;Totaal landen;Nederland;2018 november;2253.0;3766.0
116;Totaal landen;Nederland;2018 december;2090.0;3530.0
117;Totaal landen;Nederland;2018 4e kwartaal;7011.0;11885.0
118;Totaal landen;Nederland;2018;29646.0;51611.0
119;Totaal landen;Nederland;2019 januari;1909.0;3258.0
120;Totaal landen;Nederland;2019 februari;1998.0;3381.0
121;Totaal landen;Nederland;2019 maart;2477.0;4240.0
122;Totaal landen;Nederland;2019 1e kwartaal;6384.0;10880.0
123;Totaal landen;Nederland;2019 april;2765.0;4974.0
124;Totaal landen;Nederland;2019 mei;2745.0;4868.0
125;Totaal landen;Nederland;2019 juni;2852.0;5085.0
126;Totaal landen;Nederland;2019 2e kwartaal;8361.0;14928.0
127;Totaal landen;Nederland;2019 juli;2853.0;5371.0
128;Totaal landen;Nederland;2019 augustus;2919.0;5678.0
129;Totaal landen;Nederland;2019 september;2663.0;4798.0
130;Totaal landen;Nederland;2019 3e kwartaal;8435.0;15847.0
131;Totaal landen;Nederland;2019 oktober;2745.0;4857.0
132;Totaal landen;Nederland;2019 november;2407.0;4060.0
133;Totaal landen;Nederland;2019 december;2237.0;3832.0
134;Totaal landen;Nederland;2019 4e kwartaal;7389.0;12749.0
135;Totaal landen;Nederland;2019;30569.0;54403.0
136;Totaal landen;Nederland;2020 januari;2011.0;3464.0
137;Totaal landen;Nederland;2020 februari;2121.0;3705.0
138;Totaal landen;Nederland;2020 maart;989.0;1780.0
139;Totaal landen;Nederland;2020 1e kwartaal;5121.0;8950.0
140;Totaal landen;Nederland;2020 april;241.0;470.0
141;Totaal landen;Nederland;2020 mei;486.0;840.0
142;Totaal landen;Nederland;2020 juni;1228.0;2162.0
143;Totaal landen;Nederland;2020 2e kwartaal;1955.0;3472.0
144;Totaal landen;Nederland;2020 juli;2139.0;4040.0
145;Totaal landen;Nederland;2020 augustus;2351.0;4447.0
146;Totaal landen;Nederland;2020 september;1789.0;3251.0
147;Totaal landen;Nederland;2020 3e kwartaal;6278.0;11738.0
148;Totaal landen;Nederland;2020 oktober;1160.0;1980.0
149;Totaal landen;Nederland;2020 november;893.0;1406.0
150;Totaal landen;Nederland;2020 december;756.0;1201.0
151;Totaal landen;Nederland;2020 4e kwartaal;2809.0;4587.0
152;Totaal landen;Nederland;2020;16163.0;28746.0
153;Totaal landen;Nederland;2021 januari;453.0;708.0
154;Totaal landen;Nederland;2021 februari;632.0;964.0
155;Totaal landen;Nederland;2021 maart;691.0;1102.0
156;Totaal landen;Nederland;2021 1e kwartaal;1776.0;2774.0
157;Totaal landen;Nederland;2021 april;888.0;1445.0
158;Totaal landen;Nederland;2021 mei;1443.0;2372.0
159;Totaal landen;Nederland;2021 juni;1627.0;2809.0
160;Totaal landen;Nederland;2021 2e kwartaal;3957.0;6626.0
161;Totaal landen;Nederland;2021 juli;2161.0;4021.0
162;Totaal landen;Nederland;2021 augustus;2465.0;4676.0
163;Totaal landen;Nederland;2021 september;2132.0;3984.0
164;Totaal landen;Nederland;2021 3e kwartaal;6758.0;12681.0
165;Totaal landen;Nederland;2021 oktober;2386.0;4244.0
166;Totaal landen;Nederland;2021 november;1722.0;3066.0
167;Totaal landen;Nederland;2021 december;861.0;1475.0
168;Totaal landen;Nederland;2021 4e kwartaal;4969.0;8784.0
169;Totaal landen;Nederland;2021;17460.0;30865.0
170;Totaal landen;Nederland;2022 januari;741.0;1238.0
171;Totaal landen;Nederland;2022 februari;1393.0;2349.0
172;Totaal landen;Nederland;2022 maart;2029.0;3623.0
173;Totaal landen;Nederland;2022 1e kwartaal;4164.0;7210.0
174;Totaal landen;Nederland;2022 april;2649.0;5092.0
175;Totaal landen;Nederland;2022 mei;2895.0;5329.0
176;Totaal landen;Nederland;2022 juni;2839.0;5449.0
177;Totaal landen;Nederland;2022 2e kwartaal;8384.0;15871.0
178;Totaal landen;Nederland;2022 juli;3110.0;6150.0
179;Totaal landen;Nederland;2022 augustus;3076.0;6308.0
180;Totaal landen;Nederland;2022 september;2757.0;5360.0
181;Totaal landen;Nederland;2022 3e kwartaal;8943.0;17817.0
182;Totaal landen;Nederland;2022 oktober;2941.0;5542.0
183;Totaal landen;Nederland;2022 november;2502.0;4469.0
184;Totaal landen;Nederland;2022 december;2325.0;4208.0
185;Totaal landen;Nederland;2022 4e kwartaal;7768.0;14220.0
186;Totaal landen;Nederland;2022;29258.0;55118.0
187;Totaal landen;Nederland;2023 januari;2001.0;3656.0
188;Totaal landen;Nederland;2023 februari;2085.0;3823.0
189;Totaal landen;Nederland;2023 maart;2447.0;4563.0
190;Totaal landen;Nederland;2023 1e kwartaal;6533.0;12042.0
191;Totaal landen;Nederland;2023 april;2928.0;5734.0
192;Totaal landen;Nederland;2023 mei;3002.0;5823.0
193;Totaal landen;Nederland;2023 juni;2955.0;5783.0
194;Totaal landen;Nederland;2023 2e kwartaal;8886.0;17341.0
195;Totaal landen;Nederland;2023 juli;3290.0;6546.0
196;Totaal landen;Nederland;2023 augustus;3008.0;6309.0
197;Totaal landen;Nederland;2023 september;2764.0;5385.0
198;Totaal landen;Nederland;2023 3e kwartaal;9062.0;18240.0
199;Totaal landen;Nederland;2023 oktober;2865.0;5579.0
200;Totaal landen;Nederland;2023 november;2431.0;4428.0
201;Totaal landen;Nederland;2023 december;2406.0;4346.0
202;Totaal landen;Nederland;2023 4e kwartaal;7702.0;14354.0
203;Totaal landen;Nederland;2023;32182.0;61976.0
204;Totaal landen;Nederland;2024 januari;2165.0;4061.0
205;Totaal landen;Nederland;2024 februari;2170.0;4062.0
206;Totaal landen;Nederland;2024 maart;2650.0;5020.0
207;Totaal landen;Nederland;2024 1e kwartaal;6985.0;13143.0
208;Totaal landen;Nederland;2024 april;2875.0;5682.0
209;Totaal landen;Nederland;2024 mei;3102.0;6021.0
210;Totaal landen;Nederland;2024 juni;3022.0;5802.0
211;Totaal landen;Nederland;2024 2e kwartaal;8999.0;17506.0
212;Totaal landen;Nederland;2024 juli;3157.0;6345.0
213;Totaal landen;Nederland;2024 augustus;3226.0;6725.0
214;Totaal landen;Nederland;2024 september;2942.0;5784.0
215;Totaal landen;Nederland;2024 3e kwartaal;9357.0;18878.0
216;Totaal landen;Nederland;2024 oktober;2918.0;5633.0
217;Totaal landen;Nederland;2024 november;2645.0;4885.0
218;Totaal landen;Nederland;2024 december;2552.0;4583.0
219;Totaal landen;Nederland;2024 4e kwartaal;8113.0;15104.0
220;Totaal landen;Nederland;2024;33440.0;64566.0
221;Totaal landen;Nederland;2025 januari;2235.0;4139.0
222;Totaal landen;Nederland;2025 februari;2182.0;4095.0
223;Totaal landen;Noord-Nederland (LD);2012 januari;96.0;161.0
224;Totaal landen;Noord-Nederland (LD);2012 februari;99.0;165.0
225;Totaal landen;Noord-Nederland (LD);2012 maart;120.0;209.0
226;Totaal landen;Noord-Nederland (LD);2012 1e kwartaal;314.0;535.0
227;Totaal landen;Noord-Nederland (LD);2012 april;141.0;272.0
228;Totaal landen;Noord-Nederland (LD);2012 mei;159.0;313.0
229;Totaal landen;Noord-Nederland (LD);2012 juni;153.0;294.0
230;Totaal landen;Noord-Nederland (LD);2012 2e kwartaal;452.0;879.0
231;Totaal landen;Noord-Nederland (LD);2012 juli;166.0;335.0
232;Totaal landen;Noord-Nederland (LD);2012 augustus;187.0;399.0
233;Totaal landen;Noord-Nederland (LD);2012 september;146.0;274.0
234;Totaal landen;Noord-Nederland (LD);2012 3e kwartaal;499.0;1007.0
235;Totaal landen;Noord-Nederland (LD);2012 oktober;143.0;257.0
236;Totaal landen;Noord-Nederland (LD);2012 november;111.0;189.0
237;Totaal landen;Noord-Nederland (LD);2012 december;90.0;161.0
238;Totaal landen;Noord-Nederland (LD);2012 4e kwartaal;344.0;607.0
239;Totaal landen;Noord-Nederland (LD);2012;1610.0;3027.0
240;Totaal landen;Noord-Nederland (LD);2013 januari;89.0;154.0
241;Totaal landen;Noord-Nederland (LD);2013 februari;103.0;173.0
242;Totaal landen;Noord-Nederland (LD);2013 maart;122.0;211.0
243;Totaal landen;Noord-Nederland (LD);2013 1e kwartaal;314.0;538.0
244;Totaal landen;Noord-Nederland (LD);2013 april;131.0;244.0
245;Totaal landen;Noord-Nederland (LD);2013 mei;159.0;294.0
246;Totaal landen;Noord-Nederland (LD);2013 juni;165.0;291.0
247;Totaal landen;Noord-Nederland (LD);2013 2e kwartaal;455.0;828.0
248;Totaal landen;Noord-Nederland (LD);2013 juli;160.0;319.0
249;Totaal landen;Noord-Nederland (LD);2013 augustus;194.0;388.0
250;Totaal landen;Noord-Nederland (LD);2013 september;163.0;284.0
251;Totaal landen;Noord-Nederland (LD);2013 3e kwartaal;517.0;991.0
252;Totaal landen;Noord-Nederland (LD);2013 oktober;135.0;236.0
253;Totaal landen;Noord-Nederland (LD);2013 november;111.0;175.0
254;Totaal landen;Noord-Nederland (LD);2013 december;115.0;192.0
255;Totaal landen;Noord-Nederland (LD);2013 4e kwartaal;362.0;603.0
256;Totaal landen;Noord-Nederland (LD);2013;1648.0;2960.0
257;Totaal landen;Noord-Nederland (LD);2014 januari;92.0;155.0
258;Totaal landen;Noord-Nederland (LD);2014 februari;99.0;167.0
259;Totaal landen;Noord-Nederland (LD);2014 maart;128.0;226.0
260;Totaal landen;Noord-Nederland (LD);2014 1e kwartaal;319.0;549.0
261;Totaal landen;Noord-Nederland (LD);2014 april;133.0;253.0
262;Totaal landen;Noord-Nederland (LD);2014 mei;158.0;297.0
263;Totaal landen;Noord-Nederland (LD);2014 juni;167.0;324.0
264;Totaal landen;Noord-Nederland (LD);2014 2e kwartaal;458.0;874.0
265;Totaal landen;Noord-Nederland (LD);2014 juli;167.0;333.0
266;Totaal landen;Noord-Nederland (LD);2014 augustus;189.0;391.0
267;Totaal landen;Noord-Nederland (LD);2014 september;165.0;307.0
268;Totaal landen;Noord-Nederland (LD);2014 3e kwartaal;521.0;1031.0
269;Totaal landen;Noord-Nederland (LD);2014 oktober;146.0;268.0
270;Totaal landen;Noord-Nederland (LD);2014 november;116.0;195.0
271;Totaal landen;Noord-Nederland (LD);2014 december;97.0;174.0
272;Totaal landen;Noord-Nederland (LD);2014 4e kwartaal;359.0;637.0
273;Totaal landen;Noord-Nederland (LD);2014;1656.0;3091.0
274;Totaal landen;Noord-Nederland (LD);2015 januari;83.0;139.0
275;Totaal landen;Noord-Nederland (LD);2015 februari;95.0;161.0
276;Totaal landen;Noord-Nederland (LD);2015 maart;104.0;170.0
277;Totaal landen;Noord-Nederland (LD);2015 1e kwartaal;283.0;469.0
278;Totaal landen;Noord-Nederland (LD);2015 april;128.0;229.0
279;Totaal landen;Noord-Nederland (LD);2015 mei;166.0;307.0
280;Totaal landen;Noord-Nederland (LD);2015 juni;165.0;296.0
281;Totaal landen;Noord-Nederland (LD);2015 2e kwartaal;460.0;832.0
282;Totaal landen;Noord-Nederland (LD);2015 juli;170.0;337.0
283;Totaal landen;Noord-Nederland (LD);2015 augustus;200.0;385.0
284;Totaal landen;Noord-Nederland (LD);2015 september;160.0;291.0
285;Totaal landen;Noord-Nederland (LD);2015 3e kwartaal;530.0;1012.0
286;Totaal landen;Noord-Nederland (LD);2015 oktober;143.0;254.0
287;Totaal landen;Noord-Nederland (LD);2015 november;108.0;183.0
288;Totaal landen;Noord-Nederland (LD);2015 december;98.0;167.0
289;Totaal landen;Noord-Nederland (LD);2015 4e kwartaal;348.0;604.0
290;Totaal landen;Noord-Nederland (LD);2015;1620.0;2918.0
291;Totaal landen;Noord-Nederland (LD);2016 januari;99.0;165.0
292;Totaal landen;Noord-Nederland (LD);2016 februari;120.0;192.0
293;Totaal landen;Noord-Nederland (LD);2016 maart;134.0;227.0
294;Totaal landen;Noord-Nederland (LD);2016 1e kwartaal;353.0;584.0
295;Totaal landen;Noord-Nederland (LD);2016 april;158.0;274.0
296;Totaal landen;Noord-Nederland (LD);2016 mei;185.0;329.0
297;Totaal landen;Noord-Nederland (LD);2016 juni;178.0;333.0
298;Totaal landen;Noord-Nederland (LD);2016 2e kwartaal;521.0;936.0
299;Totaal landen;Noord-Nederland (LD);2016 juli;184.0;351.0
300;Totaal landen;Noord-Nederland (LD);2016 augustus;199.0;397.0
301;Totaal landen;Noord-Nederland (LD);2016 september;183.0;325.0
302;Totaal landen;Noord-Nederland (LD);2016 3e kwartaal;566.0;1074.0
303;Totaal landen;Noord-Nederland (LD);2016 oktober;172.0;307.0
304;Totaal landen;Noord-Nederland (LD);2016 november;129.0;208.0
305;Totaal landen;Noord-Nederland (LD);2016 december;117.0;194.0
306;Totaal landen;Noord-Nederland (LD);2016 4e kwartaal;419.0;709.0
307;Totaal landen;Noord-Nederland (LD);2016;1859.0;3303.0
308;Totaal landen;Noord-Nederland (LD);2017 januari;117.0;187.0
309;Totaal landen;Noord-Nederland (LD);2017 februari;105.0;168.0
310;Totaal landen;Noord-Nederland (LD);2017 maart;137.0;219.0
311;Totaal landen;Noord-Nederland (LD);2017 1e kwartaal;359.0;574.0
312;Totaal landen;Noord-Nederland (LD);2017 april;177.0;303.0
313;Totaal landen;Noord-Nederland (LD);2017 mei;182.0;324.0
314;Totaal landen;Noord-Nederland (LD);2017 juni;192.0;344.0
315;Totaal landen;Noord-Nederland (LD);2017 2e kwartaal;551.0;971.0
316;Totaal landen;Noord-Nederland (LD);2017 juli;208.0;379.0
317;Totaal landen;Noord-Nederland (LD);2017 augustus;227.0;439.0
318;Totaal landen;Noord-Nederland (LD);2017 september;186.0;337.0
319;Totaal landen;Noord-Nederland (LD);2017 3e kwartaal;621.0;1155.0
320;Totaal landen;Noord-Nederland (LD);2017 oktober;171.0;287.0
321;Totaal landen;Noord-Nederland (LD);2017 november;130.0;213.0
322;Totaal landen;Noord-Nederland (LD);2017 december;129.0;209.0
323;Totaal landen;Noord-Nederland (LD);2017 4e kwartaal;430.0;709.0
324;Totaal landen;Noord-Nederland (LD);2017;1961.0;3408.0
325;Totaal landen;Noord-Nederland (LD);2018 januari;112.0;188.0
326;Totaal landen;Noord-Nederland (LD);2018 februari;106.0;176.0
327;Totaal landen;Noord-Nederland (LD);2018 maart;148.0;241.0
328;Totaal landen;Noord-Nederland (LD);2018 1e kwartaal;366.0;605.0
329;Totaal landen;Noord-Nederland (LD);2018 april;180.0;310.0
330;Totaal landen;Noord-Nederland (LD);2018 mei;209.0;376.0
331;Totaal landen;Noord-Nederland (LD);2018 juni;212.0;376.0
332;Totaal landen;Noord-Nederland (LD);2018 2e kwartaal;600.0;1063.0
333;Totaal landen;Noord-Nederland (LD);2018 juli;215.0;417.0
334;Totaal landen;Noord-Nederland (LD);2018 augustus;239.0;477.0
335;Totaal landen;Noord-Nederland (LD);2018 september;209.0;379.0
336;Totaal landen;Noord-Nederland (LD);2018 3e kwartaal;663.0;1273.0
337;Totaal landen;Noord-Nederland (LD);2018 oktober;207.0;354.0
338;Totaal landen;Noord-Nederland (LD);2018 november;156.0;260.0
339;Totaal landen;Noord-Nederland (LD);2018 december;135.0;222.0
340;Totaal landen;Noord-Nederland (LD);2018 4e kwartaal;498.0;836.0
341;Totaal landen;Noord-Nederland (LD);2018;2127.0;3778.0
342;Totaal landen;Noord-Nederland (LD);2019 januari;111.0;182.0
343;Totaal landen;Noord-Nederland (LD);2019 februari;114.0;185.0
344;Totaal landen;Noord-Nederland (LD);2019 maart;143.0;239.0
345;Totaal landen;Noord-Nederland (LD);2019 1e kwartaal;368.0;606.0
346;Totaal landen;Noord-Nederland (LD);2019 april;170.0;302.0
347;Totaal landen;Noord-Nederland (LD);2019 mei;181.0;315.0
348;Totaal landen;Noord-Nederland (LD);2019 juni;192.0;353.0
349;Totaal landen;Noord-Nederland (LD);2019 2e kwartaal;544.0;969.0
350;Totaal landen;Noord-Nederland (LD);2019 juli;199.0;389.0
351;Totaal landen;Noord-Nederland (LD);2019 augustus;205.0;416.0
352;Totaal landen;Noord-Nederland (LD);2019 september;182.0;334.0
353;Totaal landen;Noord-Nederland (LD);2019 3e kwartaal;587.0;1138.0
354;Totaal landen;Noord-Nederland (LD);2019 oktober;168.0;304.0
355;Totaal landen;Noord-Nederland (LD);2019 november;139.0;237.0
356;Totaal landen;Noord-Nederland (LD);2019 december;124.0;206.0
357;Totaal landen;Noord-Nederland (LD);2019 4e kwartaal;431.0;747.0
358;Totaal landen;Noord-Nederland (LD);2019;1929.0;3461.0
359;Totaal landen;Noord-Nederland (LD);2020 januari;117.0;192.0
360;Totaal landen;Noord-Nederland (LD);2020 februari;126.0;211.0
361;Totaal landen;Noord-Nederland (LD);2020 maart;64.0;118.0
362;Totaal landen;Noord-Nederland (LD);2020 1e kwartaal;307.0;521.0
363;Totaal landen;Noord-Nederland (LD);2020 april;22.0;43.0
364;Totaal landen;Noord-Nederland (LD);2020 mei;51.0;95.0
365;Totaal landen;Noord-Nederland (LD);2020 juni;147.0;270.0
366;Totaal landen;Noord-Nederland (LD);2020 2e kwartaal;220.0;408.0
367;Totaal landen;Noord-Nederland (LD);2020 juli;219.0;434.0
368;Totaal landen;Noord-Nederland (LD);2020 augustus;241.0;470.0
369;Totaal landen;Noord-Nederland (LD);2020 september;212.0;401.0
370;Totaal landen;Noord-Nederland (LD);2020 3e kwartaal;672.0;1305.0
371;Totaal landen;Noord-Nederland (LD);2020 oktober;137.0;251.0
372;Totaal landen;Noord-Nederland (LD);2020 november;86.0;144.0
373;Totaal landen;Noord-Nederland (LD);2020 december;66.0;112.0
374;Totaal landen;Noord-Nederland (LD);2020 4e kwartaal;289.0;506.0
375;Totaal landen;Noord-Nederland (LD);2020;1488.0;2741.0
376;Totaal landen;Noord-Nederland (LD);2021 januari;32.0;57.0
377;Totaal landen;Noord-Nederland (LD);2021 februari;48.0;81.0
378;Totaal landen;Noord-Nederland (LD);2021 maart;59.0;102.0
379;Totaal landen;Noord-Nederland (LD);2021 1e kwartaal;138.0;240.0
380;Totaal landen;Noord-Nederland (LD);2021 april;89.0;160.0
381;Totaal landen;Noord-Nederland (LD);2021 mei;149.0;264.0
382;Totaal landen;Noord-Nederland (LD);2021 juni;169.0;317.0
383;Totaal landen;Noord-Nederland (LD);2021 2e kwartaal;407.0;741.0
384;Totaal landen;Noord-Nederland (LD);2021 juli;213.0;415.0
385;Totaal landen;Noord-Nederland (LD);2021 augustus;238.0;465.0
386;Totaal landen;Noord-Nederland (LD);2021 september;209.0;398.0
387;Totaal landen;Noord-Nederland (LD);2021 3e kwartaal;659.0;1278.0
388;Totaal landen;Noord-Nederland (LD);2021 oktober;190.0;341.0
389;Totaal landen;Noord-Nederland (LD);2021 november;122.0;216.0
390;Totaal landen;Noord-Nederland (LD);2021 december;64.0;112.0
391;Totaal landen;Noord-Nederland (LD);2021 4e kwartaal;376.0;668.0
392;Totaal landen;Noord-Nederland (LD);2021;1580.0;2926.0
393;Totaal landen;Noord-Nederland (LD);2022 januari;65.0;127.0
394;Totaal landen;Noord-Nederland (LD);2022 februari;98.0;174.0
395;Totaal landen;Noord-Nederland (LD);2022 maart;149.0;257.0
396;Totaal landen;Noord-Nederland (LD);2022 1e kwartaal;312.0;558.0
397;Totaal landen;Noord-Nederland (LD);2022 april;181.0;339.0
398;Totaal landen;Noord-Nederland (LD);2022 mei;218.0;391.0
399;Totaal landen;Noord-Nederland (LD);2022 juni;228.0;420.0
400;Totaal landen;Noord-Nederland (LD);2022 2e kwartaal;627.0;1150.0
401;Totaal landen;Noord-Nederland (LD);2022 juli;236.0;453.0
402;Totaal landen;Noord-Nederland (LD);2022 augustus;251.0;492.0
403;Totaal landen;Noord-Nederland (LD);2022 september;227.0;409.0
404;Totaal landen;Noord-Nederland (LD);2022 3e kwartaal;713.0;1355.0
405;Totaal landen;Noord-Nederland (LD);2022 oktober;220.0;389.0
406;Totaal landen;Noord-Nederland (LD);2022 november;168.0;287.0
407;Totaal landen;Noord-Nederland (LD);2022 december;151.0;258.0
408;Totaal landen;Noord-Nederland (LD);2022 4e kwartaal;538.0;934.0
409;Totaal landen;Noord-Nederland (LD);2022;2190.0;3997.0
410;Totaal landen;Noord-Nederland (LD);2023 januari;120.0;205.0
411;Totaal landen;Noord-Nederland (LD);2023 februari;127.0;219.0
412;Totaal landen;Noord-Nederland (LD);2023 maart;171.0;290.0
413;Totaal landen;Noord-Nederland (LD);2023 1e kwartaal;418.0;714.0
414;Totaal landen;Noord-Nederland (LD);2023 april;195.0;346.0
415;Totaal landen;Noord-Nederland (LD);2023 mei;205.0;384.0
416;Totaal landen;Noord-Nederland (LD);2023 juni;211.0;400.0
417;Totaal landen;Noord-Nederland (LD);2023 2e kwartaal;611.0;1130.0
