ID;RegioS;Geslacht;Leeftijd;AantalPersonenMet52WekenInkomen_1;GemiddeldBesteedbaarInkomen_2
88;Groningen (PV);Vrouw;45 tot 65 jaar;48.6;14.1
89;Groningen (PV);Vrouw;65 jaar en ouder;47.7;12.8
90;Friesland (PV);Totaal mannen en vrouwen;Totaal leeftijd;420.0;16.2
91;Friesland (PV);Totaal mannen en vrouwen;15 tot 25 jaar;40.1;8.9
92;Friesland (PV);Totaal mannen en vrouwen;25 tot 45 jaar;151.0;16.5
93;Friesland (PV);Totaal mannen en vrouwen;45 tot 65 jaar;134.9;18.7
94;Friesland (PV);Totaal mannen en vrouwen;65 jaar en ouder;94.2;15.4
95;Friesland (PV);Man;Totaal leeftijd;226.7;19.4
96;Friesland (PV);Man;15 tot 25 jaar;20.9;9.5
97;Friesland (PV);Man;25 tot 45 jaar;83.4;19.2
98;Friesland (PV);Man;45 tot 65 jaar;81.6;22.3
99;Friesland (PV);Man;65 jaar en ouder;40.9;18.9
100;Friesland (PV);Vrouw;Totaal leeftijd;193.3;12.6
101;Friesland (PV);Vrouw;15 tot 25 jaar;19.1;8.2
102;Friesland (PV);Vrouw;25 tot 45 jaar;67.6;13.2
103;Friesland (PV);Vrouw;45 tot 65 jaar;53.3;13.2
104;Friesland (PV);Vrouw;65 jaar en ouder;53.3;12.6
105;Drenthe (PV);Totaal mannen en vrouwen;Totaal leeftijd;323.9;16.7
106;Drenthe (PV);Totaal mannen en vrouwen;15 tot 25 jaar;27.0;8.7
107;Drenthe (PV);Totaal mannen en vrouwen;25 tot 45 jaar;111.8;16.9
108;Drenthe (PV);Totaal mannen en vrouwen;45 tot 65 jaar;108.3;19.3
109;Drenthe (PV);Totaal mannen en vrouwen;65 jaar en ouder;76.8;15.6
110;Drenthe (PV);Man;Totaal leeftijd;172.3;20.1
111;Drenthe (PV);Man;15 tot 25 jaar;14.1;9.3
112;Drenthe (PV);Man;25 tot 45 jaar;60.3;19.9
113;Drenthe (PV);Man;45 tot 65 jaar;64.4;23.3
114;Drenthe (PV);Man;65 jaar en ouder;33.5;19.1
115;Drenthe (PV);Vrouw;Totaal leeftijd;151.6;12.8
116;Drenthe (PV);Vrouw;15 tot 25 jaar;12.9;8.0
117;Drenthe (PV);Vrouw;25 tot 45 jaar;51.5;13.5
118;Drenthe (PV);Vrouw;45 tot 65 jaar;44.0;13.5
119;Drenthe (PV);Vrouw;65 jaar en ouder;43.3;12.9
120;Overijssel (PV);Totaal mannen en vrouwen;Totaal leeftijd;724.7;16.7
121;Overijssel (PV);Totaal mannen en vrouwen;15 tot 25 jaar;74.3;9.1
122;Overijssel (PV);Totaal mannen en vrouwen;25 tot 45 jaar;273.7;17.2
123;Overijssel (PV);Totaal mannen en vrouwen;45 tot 65 jaar;223.2;19.3
124;Overijssel (PV);Totaal mannen en vrouwen;65 jaar en ouder;153.5;15.4
125;Overijssel (PV);Man;Totaal leeftijd;389.5;20.1
126;Overijssel (PV);Man;15 tot 25 jaar;39.0;9.7
127;Overijssel (PV);Man;25 tot 45 jaar;150.7;20.3
128;Overijssel (PV);Man;45 tot 65 jaar;134.2;23.5
129;Overijssel (PV);Man;65 jaar en ouder;65.5;18.8
130;Overijssel (PV);Vrouw;Totaal leeftijd;335.2;12.7
131;Overijssel (PV);Vrouw;15 tot 25 jaar;35.3;8.4
132;Overijssel (PV);Vrouw;25 tot 45 jaar;123.0;13.4
133;Overijssel (PV);Vrouw;45 tot 65 jaar;88.9;13.1
134;Overijssel (PV);Vrouw;65 jaar en ouder;88.0;12.9
135;Flevoland (PV);Totaal mannen en vrouwen;Totaal leeftijd;224.5;17.3
136;Flevoland (PV);Totaal mannen en vrouwen;15 tot 25 jaar;24.3;9.3
137;Flevoland (PV);Totaal mannen en vrouwen;25 tot 45 jaar;97.2;18.2
138;Flevoland (PV);Totaal mannen en vrouwen;45 tot 65 jaar;71.7;19.6
139;Flevoland (PV);Totaal mannen en vrouwen;65 jaar en ouder;31.3;15.4
140;Flevoland (PV);Man;Totaal leeftijd;119.3;20.6
141;Flevoland (PV);Man;15 tot 25 jaar;12.6;9.7
142;Flevoland (PV);Man;25 tot 45 jaar;52.1;21.3
143;Flevoland (PV);Man;45 tot 65 jaar;40.8;23.6
144;Flevoland (PV);Man;65 jaar en ouder;13.9;18.8
145;Flevoland (PV);Vrouw;Totaal leeftijd;105.2;13.6
146;Flevoland (PV);Vrouw;15 tot 25 jaar;11.8;8.9
147;Flevoland (PV);Vrouw;25 tot 45 jaar;45.1;14.5
148;Flevoland (PV);Vrouw;45 tot 65 jaar;31.0;14.4
149;Flevoland (PV);Vrouw;65 jaar en ouder;17.4;12.7
150;Gelderland (PV);Totaal mannen en vrouwen;Totaal leeftijd;1301.9;17.4
151;Gelderland (PV);Totaal mannen en vrouwen;15 tot 25 jaar;127.7;9.0
152;Gelderland (PV);Totaal mannen en vrouwen;25 tot 45 jaar;479.1;17.9
153;Gelderland (PV);Totaal mannen en vrouwen;45 tot 65 jaar;420.2;20.1
154;Gelderland (PV);Totaal mannen en vrouwen;65 jaar en ouder;274.8;16.2
155;Gelderland (PV);Man;Totaal leeftijd;690.1;21.1
156;Gelderland (PV);Man;15 tot 25 jaar;65.2;9.5
157;Gelderland (PV);Man;25 tot 45 jaar;260.2;21.1
158;Gelderland (PV);Man;45 tot 65 jaar;247.6;24.5
159;Gelderland (PV);Man;65 jaar en ouder;117.1;20.1
160;Gelderland (PV);Vrouw;Totaal leeftijd;611.8;13.2
161;Gelderland (PV);Vrouw;15 tot 25 jaar;62.5;8.4
162;Gelderland (PV);Vrouw;25 tot 45 jaar;218.9;14.0
163;Gelderland (PV);Vrouw;45 tot 65 jaar;172.6;13.8
164;Gelderland (PV);Vrouw;65 jaar en ouder;157.7;13.4
165;Utrecht (PV);Totaal mannen en vrouwen;Totaal leeftijd;771.0;19.2
166;Utrecht (PV);Totaal mannen en vrouwen;15 tot 25 jaar;76.7;9.0
167;Utrecht (PV);Totaal mannen en vrouwen;25 tot 45 jaar;310.1;19.8
168;Utrecht (PV);Totaal mannen en vrouwen;45 tot 65 jaar;239.6;22.4
169;Utrecht (PV);Totaal mannen en vrouwen;65 jaar en ouder;144.6;17.8
170;Utrecht (PV);Man;Totaal leeftijd;395.6;23.2
171;Utrecht (PV);Man;15 tot 25 jaar;37.5;9.4
172;Utrecht (PV);Man;25 tot 45 jaar;163.5;23.0
173;Utrecht (PV);Man;45 tot 65 jaar;134.6;27.7
174;Utrecht (PV);Man;65 jaar en ouder;60.0;22.3
175;Utrecht (PV);Vrouw;Totaal leeftijd;375.4;14.9
176;Utrecht (PV);Vrouw;15 tot 25 jaar;39.2;8.6
177;Utrecht (PV);Vrouw;25 tot 45 jaar;146.6;16.2
178;Utrecht (PV);Vrouw;45 tot 65 jaar;104.9;15.6
179;Utrecht (PV);Vrouw;65 jaar en ouder;84.6;14.7
180;Noord-Holland (PV);Totaal mannen en vrouwen;Totaal leeftijd;1725.3;18.8
181;Noord-Holland (PV);Totaal mannen en vrouwen;15 tot 25 jaar;147.1;9.2
182;Noord-Holland (PV);Totaal mannen en vrouwen;25 tot 45 jaar;672.3;19.6
183;Noord-Holland (PV);Totaal mannen en vrouwen;45 tot 65 jaar;559.2;21.3
184;Noord-Holland (PV);Totaal mannen en vrouwen;65 jaar en ouder;346.7;17.1
185;Noord-Holland (PV);Man;Totaal leeftijd;885.7;22.3
186;Noord-Holland (PV);Man;15 tot 25 jaar;74.1;9.5
187;Noord-Holland (PV);Man;25 tot 45 jaar;353.1;22.5
188;Noord-Holland (PV);Man;45 tot 65 jaar;312.3;25.7
189;Noord-Holland (PV);Man;65 jaar en ouder;146.1;21.1
190;Noord-Holland (PV);Vrouw;Totaal leeftijd;839.6;15.0
191;Noord-Holland (PV);Vrouw;15 tot 25 jaar;73.0;8.9
192;Noord-Holland (PV);Vrouw;25 tot 45 jaar;319.2;16.4
193;Noord-Holland (PV);Vrouw;45 tot 65 jaar;246.8;15.6
194;Noord-Holland (PV);Vrouw;65 jaar en ouder;200.6;14.3
195;Zuid-Holland (PV);Totaal mannen en vrouwen;Totaal leeftijd;2253.9;18.4
196;Zuid-Holland (PV);Totaal mannen en vrouwen;15 tot 25 jaar;217.4;9.5
197;Zuid-Holland (PV);Totaal mannen en vrouwen;25 tot 45 jaar;851.7;19.0
198;Zuid-Holland (PV);Totaal mannen en vrouwen;45 tot 65 jaar;712.2;21.4
199;Zuid-Holland (PV);Totaal mannen en vrouwen;65 jaar en ouder;472.5;16.7
200;Zuid-Holland (PV);Man;Totaal leeftijd;1171.2;22.0
201;Zuid-Holland (PV);Man;15 tot 25 jaar;109.7;9.9
202;Zuid-Holland (PV);Man;25 tot 45 jaar;455.6;22.0
203;Zuid-Holland (PV);Man;45 tot 65 jaar;408.0;26.1
204;Zuid-Holland (PV);Man;65 jaar en ouder;197.9;20.5
205;Zuid-Holland (PV);Vrouw;Totaal leeftijd;1082.7;14.4
206;Zuid-Holland (PV);Vrouw;15 tot 25 jaar;107.8;9.1
207;Zuid-Holland (PV);Vrouw;25 tot 45 jaar;396.2;15.5
208;Zuid-Holland (PV);Vrouw;45 tot 65 jaar;304.2;15.1
209;Zuid-Holland (PV);Vrouw;65 jaar en ouder;274.6;13.9
210;Zeeland (PV);Totaal mannen en vrouwen;Totaal leeftijd;251.0;17.3
211;Zeeland (PV);Totaal mannen en vrouwen;15 tot 25 jaar;23.0;9.3
212;Zeeland (PV);Totaal mannen en vrouwen;25 tot 45 jaar;83.2;17.7
213;Zeeland (PV);Totaal mannen en vrouwen;45 tot 65 jaar;82.0;20.3
214;Zeeland (PV);Totaal mannen en vrouwen;65 jaar en ouder;62.8;15.8
215;Zeeland (PV);Man;Totaal leeftijd;135.0;21.2
216;Zeeland (PV);Man;15 tot 25 jaar;12.1;10.1
217;Zeeland (PV);Man;25 tot 45 jaar;45.9;21.2
218;Zeeland (PV);Man;45 tot 65 jaar;49.4;24.9
219;Zeeland (PV);Man;65 jaar en ouder;27.6;19.4
220;Zeeland (PV);Vrouw;Totaal leeftijd;116.0;12.8
221;Zeeland (PV);Vrouw;15 tot 25 jaar;10.9;8.4
222;Zeeland (PV);Vrouw;25 tot 45 jaar;37.3;13.4
223;Zeeland (PV);Vrouw;45 tot 65 jaar;32.6;13.4
224;Zeeland (PV);Vrouw;65 jaar en ouder;35.2;13.0
225;Noord-Brabant (PV);Totaal mannen en vrouwen;Totaal leeftijd;1613.4;17.5
226;Noord-Brabant (PV);Totaal mannen en vrouwen;15 tot 25 jaar;156.6;8.9
227;Noord-Brabant (PV);Totaal mannen en vrouwen;25 tot 45 jaar;603.0;18.2
228;Noord-Brabant (PV);Totaal mannen en vrouwen;45 tot 65 jaar;524.2;20.4
229;Noord-Brabant (PV);Totaal mannen en vrouwen;65 jaar en ouder;329.7;15.9
230;Noord-Brabant (PV);Man;Totaal leeftijd;865.4;21.3
231;Noord-Brabant (PV);Man;15 tot 25 jaar;80.8;9.3
232;Noord-Brabant (PV);Man;25 tot 45 jaar;329.1;21.5
233;Noord-Brabant (PV);Man;45 tot 65 jaar;312.0;25.0
234;Noord-Brabant (PV);Man;65 jaar en ouder;143.6;19.6
235;Noord-Brabant (PV);Vrouw;Totaal leeftijd;748.0;13.2
236;Noord-Brabant (PV);Vrouw;15 tot 25 jaar;75.7;8.4
237;Noord-Brabant (PV);Vrouw;25 tot 45 jaar;273.9;14.2
238;Noord-Brabant (PV);Vrouw;45 tot 65 jaar;212.2;13.7
239;Noord-Brabant (PV);Vrouw;65 jaar en ouder;186.1;13.1
240;Limburg (PV);Totaal mannen en vrouwen;Totaal leeftijd;763.3;16.7
241;Limburg (PV);Totaal mannen en vrouwen;15 tot 25 jaar;64.9;8.5
242;Limburg (PV);Totaal mannen en vrouwen;25 tot 45 jaar;261.8;17.2
243;Limburg (PV);Totaal mannen en vrouwen;45 tot 65 jaar;258.8;19.1
244;Limburg (PV);Totaal mannen en vrouwen;65 jaar en ouder;177.7;15.5
245;Limburg (PV);Man;Totaal leeftijd;403.8;20.1
246;Limburg (PV);Man;15 tot 25 jaar;33.5;8.8
247;Limburg (PV);Man;25 tot 45 jaar;140.2;20.1
248;Limburg (PV);Man;45 tot 65 jaar;153.7;23.2
249;Limburg (PV);Man;65 jaar en ouder;76.4;18.9
250;Limburg (PV);Vrouw;Totaal leeftijd;359.4;12.9
251;Limburg (PV);Vrouw;15 tot 25 jaar;31.4;8.1
252;Limburg (PV);Vrouw;25 tot 45 jaar;121.6;13.7
253;Limburg (PV);Vrouw;45 tot 65 jaar;105.1;13.1
254;Limburg (PV);Vrouw;65 jaar en ouder;101.4;13.0
255;Oost-Groningen (CR);Totaal mannen en vrouwen;Totaal leeftijd;102.9;15.5
256;Oost-Groningen (CR);Totaal mannen en vrouwen;15 tot 25 jaar;7.7;8.7
257;Oost-Groningen (CR);Totaal mannen en vrouwen;25 tot 45 jaar;34.9;16.0
258;Oost-Groningen (CR);Totaal mannen en vrouwen;45 tot 65 jaar;34.4;17.6
259;Oost-Groningen (CR);Totaal mannen en vrouwen;65 jaar en ouder;25.8;14.0
260;Oost-Groningen (CR);Man;Totaal leeftijd;55.5;18.4
261;Oost-Groningen (CR);Man;15 tot 25 jaar;4.1;9.5
262;Oost-Groningen (CR);Man;25 tot 45 jaar;19.2;18.6
263;Oost-Groningen (CR);Man;45 tot 65 jaar;21.1;20.8
264;Oost-Groningen (CR);Man;65 jaar en ouder;11.0;16.6
265;Oost-Groningen (CR);Vrouw;Totaal leeftijd;47.4;12.1
266;Oost-Groningen (CR);Vrouw;15 tot 25 jaar;3.7;7.8
267;Oost-Groningen (CR);Vrouw;25 tot 45 jaar;15.7;12.9
268;Oost-Groningen (CR);Vrouw;45 tot 65 jaar;13.3;12.5
269;Oost-Groningen (CR);Vrouw;65 jaar en ouder;14.8;12.1
270;Delfzijl en omgeving (CR);Totaal mannen en vrouwen;Totaal leeftijd;34.1;16.3
271;Delfzijl en omgeving (CR);Totaal mannen en vrouwen;15 tot 25 jaar;2.7;9.2
272;Delfzijl en omgeving (CR);Totaal mannen en vrouwen;25 tot 45 jaar;11.3;16.6
273;Delfzijl en omgeving (CR);Totaal mannen en vrouwen;45 tot 65 jaar;11.5;18.8
274;Delfzijl en omgeving (CR);Totaal mannen en vrouwen;65 jaar en ouder;8.6;14.6
275;Delfzijl en omgeving (CR);Man;Totaal leeftijd;18.6;19.3
276;Delfzijl en omgeving (CR);Man;15 tot 25 jaar;1.4;9.5
277;Delfzijl en omgeving (CR);Man;25 tot 45 jaar;6.4;19.1
278;Delfzijl en omgeving (CR);Man;45 tot 65 jaar;7.0;22.4
279;Delfzijl en omgeving (CR);Man;65 jaar en ouder;3.7;17.7
280;Delfzijl en omgeving (CR);Vrouw;Totaal leeftijd;15.4;12.5
281;Delfzijl en omgeving (CR);Vrouw;15 tot 25 jaar;1.3;8.8
282;Delfzijl en omgeving (CR);Vrouw;25 tot 45 jaar;4.9;13.2
283;Delfzijl en omgeving (CR);Vrouw;45 tot 65 jaar;4.4;13.2
284;Delfzijl en omgeving (CR);Vrouw;65 jaar en ouder;4.8;12.2
285;Overig Groningen (CR);Totaal mannen en vrouwen;Totaal leeftijd;243.0;16.5
286;Overig Groningen (CR);Totaal mannen en vrouwen;15 tot 25 jaar;28.2;8.5
287;Overig Groningen (CR);Totaal mannen en vrouwen;25 tot 45 jaar;92.6;17.1
288;Overig Groningen (CR);Totaal mannen en vrouwen;45 tot 65 jaar;74.1;19.4
289;Overig Groningen (CR);Totaal mannen en vrouwen;65 jaar en ouder;48.1;15.7
290;Overig Groningen (CR);Man;Totaal leeftijd;126.9;19.1
291;Overig Groningen (CR);Man;15 tot 25 jaar;13.7;8.9
292;Overig Groningen (CR);Man;25 tot 45 jaar;49.8;18.9
293;Overig Groningen (CR);Man;45 tot 65 jaar;43.2;22.7
294;Overig Groningen (CR);Man;65 jaar en ouder;20.1;18.9
295;Overig Groningen (CR);Vrouw;Totaal leeftijd;116.2;13.7
296;Overig Groningen (CR);Vrouw;15 tot 25 jaar;14.5;8.2
297;Overig Groningen (CR);Vrouw;25 tot 45 jaar;42.8;14.9
298;Overig Groningen (CR);Vrouw;45 tot 65 jaar;30.9;14.9
299;Overig Groningen (CR);Vrouw;65 jaar en ouder;28.0;13.3
300;Noord-Friesland (CR);Totaal mannen en vrouwen;Totaal leeftijd;216.0;16.1
301;Noord-Friesland (CR);Totaal mannen en vrouwen;15 tot 25 jaar;22.2;9.2
302;Noord-Friesland (CR);Totaal mannen en vrouwen;25 tot 45 jaar;78.6;16.4
303;Noord-Friesland (CR);Totaal mannen en vrouwen;45 tot 65 jaar;68.7;18.4
304;Noord-Friesland (CR);Totaal mannen en vrouwen;65 jaar en ouder;46.5;15.2
305;Noord-Friesland (CR);Man;Totaal leeftijd;116.7;19.0
306;Noord-Friesland (CR);Man;15 tot 25 jaar;11.4;9.8
307;Noord-Friesland (CR);Man;25 tot 45 jaar;43.5;18.9
308;Noord-Friesland (CR);Man;45 tot 65 jaar;41.8;21.8
309;Noord-Friesland (CR);Man;65 jaar en ouder;20.0;18.6
310;Noord-Friesland (CR);Vrouw;Totaal leeftijd;99.3;12.6
311;Noord-Friesland (CR);Vrouw;15 tot 25 jaar;10.8;8.5
312;Noord-Friesland (CR);Vrouw;25 tot 45 jaar;35.2;13.4
313;Noord-Friesland (CR);Vrouw;45 tot 65 jaar;26.9;13.2
314;Noord-Friesland (CR);Vrouw;65 jaar en ouder;26.5;12.7
315;Zuidwest-Friesland (CR);Totaal mannen en vrouwen;Totaal leeftijd;68.3;16.4
316;Zuidwest-Friesland (CR);Totaal mannen en vrouwen;15 tot 25 jaar;6.1;8.7
317;Zuidwest-Friesland (CR);Totaal mannen en vrouwen;25 tot 45 jaar;24.4;16.7
318;Zuidwest-Friesland (CR);Totaal mannen en vrouwen;45 tot 65 jaar;22.3;18.7
319;Zuidwest-Friesland (CR);Totaal mannen en vrouwen;65 jaar en ouder;15.5;15.4
320;Zuidwest-Friesland (CR);Man;Totaal leeftijd;37.3;19.7
321;Zuidwest-Friesland (CR);Man;15 tot 25 jaar;3.3;9.1
322;Zuidwest-Friesland (CR);Man;25 tot 45 jaar;13.5;19.7
323;Zuidwest-Friesland (CR);Man;45 tot 65 jaar;13.6;22.4
324;Zuidwest-Friesland (CR);Man;65 jaar en ouder;6.9;19.3
325;Zuidwest-Friesland (CR);Vrouw;Totaal leeftijd;31.0;12.4
326;Zuidwest-Friesland (CR);Vrouw;15 tot 25 jaar;2.8;8.2
327;Zuidwest-Friesland (CR);Vrouw;25 tot 45 jaar;10.9;13.0
328;Zuidwest-Friesland (CR);Vrouw;45 tot 65 jaar;8.7;13.0
329;Zuidwest-Friesland (CR);Vrouw;65 jaar en ouder;8.6;12.4
330;Zuidoost-Friesland (CR);Totaal mannen en vrouwen;Totaal leeftijd;135.8;16.4
331;Zuidoost-Friesland (CR);Totaal mannen en vrouwen;15 tot 25 jaar;11.8;8.6
332;Zuidoost-Friesland (CR);Totaal mannen en vrouwen;25 tot 45 jaar;47.9;16.6
333;Zuidoost-Friesland (CR);Totaal mannen en vrouwen;45 tot 65 jaar;43.9;19.1
334;Zuidoost-Friesland (CR);Totaal mannen en vrouwen;65 jaar en ouder;32.2;15.5
335;Zuidoost-Friesland (CR);Man;Totaal leeftijd;72.8;19.8
336;Zuidoost-Friesland (CR);Man;15 tot 25 jaar;6.2;9.2
337;Zuidoost-Friesland (CR);Man;25 tot 45 jaar;26.4;19.4
338;Zuidoost-Friesland (CR);Man;45 tot 65 jaar;26.2;23.0
339;Zuidoost-Friesland (CR);Man;65 jaar en ouder;14.0;19.2
340;Zuidoost-Friesland (CR);Vrouw;Totaal leeftijd;63.0;12.6
341;Zuidoost-Friesland (CR);Vrouw;15 tot 25 jaar;5.6;7.8
342;Zuidoost-Friesland (CR);Vrouw;25 tot 45 jaar;21.5;13.0
343;Zuidoost-Friesland (CR);Vrouw;45 tot 65 jaar;17.7;13.4
344;Zuidoost-Friesland (CR);Vrouw;65 jaar en ouder;18.2;12.7
345;Noord-Drenthe (CR);Totaal mannen en vrouwen;Totaal leeftijd;124.0;17.5
346;Noord-Drenthe (CR);Totaal mannen en vrouwen;15 tot 25 jaar;9.2;8.1
347;Noord-Drenthe (CR);Totaal mannen en vrouwen;25 tot 45 jaar;42.5;17.5
348;Noord-Drenthe (CR);Totaal mannen en vrouwen;45 tot 65 jaar;42.9;20.3
349;Noord-Drenthe (CR);Totaal mannen en vrouwen;65 jaar en ouder;29.4;16.5
350;Noord-Drenthe (CR);Man;Totaal leeftijd;65.3;21.1
351;Noord-Drenthe (CR);Man;15 tot 25 jaar;4.9;8.5
352;Noord-Drenthe (CR);Man;25 tot 45 jaar;22.4;20.4
353;Noord-Drenthe (CR);Man;45 tot 65 jaar;25.0;24.6
