ID;HerkomstgroeperingMoeder;Perioden;TotaalLevendgeborenen_1;GemiddeldKindertalPerVrouw_2
0;13;2012;175779;1.72
1;13;2013;175916;1.72
2;13;2014;176533;1.73
3;13;2015;178091;1.74
4;13;2016;179448;1.74
5;13;2017;181209;1.75
6;13;2018;182519;1.75
7;13;2019;183807;1.75
8;13;2020;184957;1.75
9;13;2021;186117;1.75
10;13;2022;186907;1.75
11;13;2023;187657;1.75
12;13;2024;188508;1.75
13;13;2025;189020;1.75
14;13;2026;189371;1.75
15;13;2027;189680;1.75
16;13;2028;189943;1.75
17;13;2029;190085;1.75
18;13;2030;190079;1.75
19;13;2031;189813;1.75
20;13;2032;189375;1.75
21;13;2033;188725;1.75
22;13;2034;187875;1.75
23;13;2035;186898;1.75
24;13;2036;185834;1.75
25;13;2037;184759;1.75
26;13;2038;183741;1.75
27;13;2039;182789;1.75
28;13;2040;181960;1.75
29;13;2041;181284;1.75
30;13;2042;180794;1.75
31;13;2043;180486;1.75
32;13;2044;180376;1.75
33;13;2045;180455;1.75
34;13;2046;180726;1.75
35;13;2047;181165;1.75
36;13;2048;181713;1.75
37;13;2049;182340;1.75
38;13;2050;183009;1.75
39;13;2051;183694;1.75
40;13;2052;184370;1.75
41;13;2053;185013;1.75
42;13;2054;185601;1.75
43;13;2055;186115;1.75
44;13;2056;186546;1.75
45;13;2057;186889;1.75
46;13;2058;187136;1.75
47;13;2059;187285;1.75
48;8;2012;143587;1.72
49;8;2013;144244;1.73
50;8;2014;145309;1.74
51;8;2015;147219;1.75
52;8;2016;148825;1.76
53;8;2017;150724;1.77
54;8;2018;152132;1.77
55;8;2019;153520;1.77
56;8;2020;154782;1.77
57;8;2021;156066;1.78
58;8;2022;156985;1.78
59;8;2023;157850;1.78
60;8;2024;158790;1.78
61;8;2025;159369;1.78
62;8;2026;159763;1.78
63;8;2027;160088;1.78
64;8;2028;160347;1.78
65;8;2029;160461;1.78
66;8;2030;160413;1.78
67;8;2031;160082;1.78
68;8;2032;159567;1.78
69;8;2033;158823;1.78
70;8;2034;157864;1.78
71;8;2035;156769;1.78
72;8;2036;155583;1.78
73;8;2037;154370;1.78
74;8;2038;153217;1.78
75;8;2039;152126;1.78
76;8;2040;151153;1.78
77;8;2041;150333;1.79
78;8;2042;149707;1.79
79;8;2043;149260;1.79
80;8;2044;149012;1.79
81;8;2045;148958;1.79
82;8;2046;149100;1.79
83;8;2047;149412;1.78
