ID;BeroepsEnEigenVervoer;Vervoerstromen;Goederensoort;Perioden;VervoerdGewicht_1
41;Beroeps- en eigen vervoer;0;0 Landbouwproducten en levende dieren;1978;
42;Beroeps- en eigen vervoer;0;0 Landbouwproducten en levende dieren;1979;
43;Beroeps- en eigen vervoer;0;0 Landbouwproducten en levende dieren;1980;
44;Beroeps- en eigen vervoer;0;0 Landbouwproducten en levende dieren;1981;
45;Beroeps- en eigen vervoer;0;0 Landbouwproducten en levende dieren;1982;
46;Beroeps- en eigen vervoer;0;0 Landbouwproducten en levende dieren;1983;
47;Beroeps- en eigen vervoer;0;0 Landbouwproducten en levende dieren;1984;
48;Beroeps- en eigen vervoer;0;0 Landbouwproducten en levende dieren;1985;
49;Beroeps- en eigen vervoer;0;0 Landbouwproducten en levende dieren;1986;
50;Beroeps- en eigen vervoer;0;0 Landbouwproducten en levende dieren;1987;
51;Beroeps- en eigen vervoer;0;0 Landbouwproducten en levende dieren;1988;
52;Beroeps- en eigen vervoer;0;0 Landbouwproducten en levende dieren;1989;
53;Beroeps- en eigen vervoer;0;0 Landbouwproducten en levende dieren;1990;
54;Beroeps- en eigen vervoer;0;0 Landbouwproducten en levende dieren;1991;
55;Beroeps- en eigen vervoer;0;0 Landbouwproducten en levende dieren;1992;
56;Beroeps- en eigen vervoer;0;0 Landbouwproducten en levende dieren;1993;
57;Beroeps- en eigen vervoer;0;0 Landbouwproducten en levende dieren;1994;
58;Beroeps- en eigen vervoer;0;0 Landbouwproducten en levende dieren;1995;
59;Beroeps- en eigen vervoer;0;0 Landbouwproducten en levende dieren;1996;
60;Beroeps- en eigen vervoer;0;0 Landbouwproducten en levende dieren;1997;63593.0
61;Beroeps- en eigen vervoer;0;0 Landbouwproducten en levende dieren;1998;67286.0
62;Beroeps- en eigen vervoer;0;0 Landbouwproducten en levende dieren;1999;65843.0
63;Beroeps- en eigen vervoer;0;0 Landbouwproducten en levende dieren;2000;62051.0
64;Beroeps- en eigen vervoer;0;0 Landbouwproducten en levende dieren;2001;58371.0
65;Beroeps- en eigen vervoer;0;0 Landbouwproducten en levende dieren;2002;59198.0
66;Beroeps- en eigen vervoer;0;0 Landbouwproducten en levende dieren;2003;55398.0
67;Beroeps- en eigen vervoer;0;0 Landbouwproducten en levende dieren;2004;63021.0
68;Beroeps- en eigen vervoer;0;0 Landbouwproducten en levende dieren;2005;63285.0
69;Beroeps- en eigen vervoer;0;0 Landbouwproducten en levende dieren;2006;62990.0
70;Beroeps- en eigen vervoer;0;0 Landbouwproducten en levende dieren;2007;64939.0
71;Beroeps- en eigen vervoer;0;0 Landbouwproducten en levende dieren;2008;58565.0
72;Beroeps- en eigen vervoer;0;0 Landbouwproducten en levende dieren;2009;64936.0
73;Beroeps- en eigen vervoer;0;0 Landbouwproducten en levende dieren;2010;58347.0
74;Beroeps- en eigen vervoer;0;0 Landbouwproducten en levende dieren;2011;55104.0
75;Beroeps- en eigen vervoer;0;0 Landbouwproducten en levende dieren;2012;56144.0
76;Beroeps- en eigen vervoer;0;1 Andere voedingsproducten en veevoeder;1975;
77;Beroeps- en eigen vervoer;0;1 Andere voedingsproducten en veevoeder;1976;
78;Beroeps- en eigen vervoer;0;1 Andere voedingsproducten en veevoeder;1977;
79;Beroeps- en eigen vervoer;0;1 Andere voedingsproducten en veevoeder;1978;
80;Beroeps- en eigen vervoer;0;1 Andere voedingsproducten en veevoeder;1979;
81;Beroeps- en eigen vervoer;0;1 Andere voedingsproducten en veevoeder;1980;
82;Beroeps- en eigen vervoer;0;1 Andere voedingsproducten en veevoeder;1981;
83;Beroeps- en eigen vervoer;0;1 Andere voedingsproducten en veevoeder;1982;
84;Beroeps- en eigen vervoer;0;1 Andere voedingsproducten en veevoeder;1983;
85;Beroeps- en eigen vervoer;0;1 Andere voedingsproducten en veevoeder;1984;
86;Beroeps- en eigen vervoer;0;1 Andere voedingsproducten en veevoeder;1985;
87;Beroeps- en eigen vervoer;0;1 Andere voedingsproducten en veevoeder;1986;
88;Beroeps- en eigen vervoer;0;1 Andere voedingsproducten en veevoeder;1987;
89;Beroeps- en eigen vervoer;0;1 Andere voedingsproducten en veevoeder;1988;
90;Beroeps- en eigen vervoer;0;1 Andere voedingsproducten en veevoeder;1989;
91;Beroeps- en eigen vervoer;0;1 Andere voedingsproducten en veevoeder;1990;
92;Beroeps- en eigen vervoer;0;1 Andere voedingsproducten en veevoeder;1991;
93;Beroeps- en eigen vervoer;0;1 Andere voedingsproducten en veevoeder;1992;
94;Beroeps- en eigen vervoer;0;1 Andere voedingsproducten en veevoeder;1993;
95;Beroeps- en eigen vervoer;0;1 Andere voedingsproducten en veevoeder;1994;
96;Beroeps- en eigen vervoer;0;1 Andere voedingsproducten en veevoeder;1995;
97;Beroeps- en eigen vervoer;0;1 Andere voedingsproducten en veevoeder;1996;
98;Beroeps- en eigen vervoer;0;1 Andere voedingsproducten en veevoeder;1997;87753.0
99;Beroeps- en eigen vervoer;0;1 Andere voedingsproducten en veevoeder;1998;86961.0
100;Beroeps- en eigen vervoer;0;1 Andere voedingsproducten en veevoeder;1999;93574.0
101;Beroeps- en eigen vervoer;0;1 Andere voedingsproducten en veevoeder;2000;93771.0
102;Beroeps- en eigen vervoer;0;1 Andere voedingsproducten en veevoeder;2001;94029.0
103;Beroeps- en eigen vervoer;0;1 Andere voedingsproducten en veevoeder;2002;92982.0
104;Beroeps- en eigen vervoer;0;1 Andere voedingsproducten en veevoeder;2003;82108.0
105;Beroeps- en eigen vervoer;0;1 Andere voedingsproducten en veevoeder;2004;92940.0
106;Beroeps- en eigen vervoer;0;1 Andere voedingsproducten en veevoeder;2005;96372.0
107;Beroeps- en eigen vervoer;0;1 Andere voedingsproducten en veevoeder;2006;97424.0
108;Beroeps- en eigen vervoer;0;1 Andere voedingsproducten en veevoeder;2007;98626.0
109;Beroeps- en eigen vervoer;0;1 Andere voedingsproducten en veevoeder;2008;96162.0
110;Beroeps- en eigen vervoer;0;1 Andere voedingsproducten en veevoeder;2009;97428.0
111;Beroeps- en eigen vervoer;0;1 Andere voedingsproducten en veevoeder;2010;101777.0
112;Beroeps- en eigen vervoer;0;1 Andere voedingsproducten en veevoeder;2011;104818.0
113;Beroeps- en eigen vervoer;0;1 Andere voedingsproducten en veevoeder;2012;107665.0
114;Beroeps- en eigen vervoer;0;2 Vaste minerale brandstoffen;1975;
115;Beroeps- en eigen vervoer;0;2 Vaste minerale brandstoffen;1976;
116;Beroeps- en eigen vervoer;0;2 Vaste minerale brandstoffen;1977;
117;Beroeps- en eigen vervoer;0;2 Vaste minerale brandstoffen;1978;
118;Beroeps- en eigen vervoer;0;2 Vaste minerale brandstoffen;1979;
119;Beroeps- en eigen vervoer;0;2 Vaste minerale brandstoffen;1980;
120;Beroeps- en eigen vervoer;0;2 Vaste minerale brandstoffen;1981;
121;Beroeps- en eigen vervoer;0;2 Vaste minerale brandstoffen;1982;
122;Beroeps- en eigen vervoer;0;2 Vaste minerale brandstoffen;1983;
123;Beroeps- en eigen vervoer;0;2 Vaste minerale brandstoffen;1984;
124;Beroeps- en eigen vervoer;0;2 Vaste minerale brandstoffen;1985;
125;Beroeps- en eigen vervoer;0;2 Vaste minerale brandstoffen;1986;
126;Beroeps- en eigen vervoer;0;2 Vaste minerale brandstoffen;1987;
127;Beroeps- en eigen vervoer;0;2 Vaste minerale brandstoffen;1988;
128;Beroeps- en eigen vervoer;0;2 Vaste minerale brandstoffen;1989;
129;Beroeps- en eigen vervoer;0;2 Vaste minerale brandstoffen;1990;
130;Beroeps- en eigen vervoer;0;2 Vaste minerale brandstoffen;1991;
131;Beroeps- en eigen vervoer;0;2 Vaste minerale brandstoffen;1992;
132;Beroeps- en eigen vervoer;0;2 Vaste minerale brandstoffen;1993;
133;Beroeps- en eigen vervoer;0;2 Vaste minerale brandstoffen;1994;
134;Beroeps- en eigen vervoer;0;2 Vaste minerale brandstoffen;1995;
135;Beroeps- en eigen vervoer;0;2 Vaste minerale brandstoffen;1996;
136;Beroeps- en eigen vervoer;0;2 Vaste minerale brandstoffen;1997;1978.0
137;Beroeps- en eigen vervoer;0;2 Vaste minerale brandstoffen;1998;1827.0
138;Beroeps- en eigen vervoer;0;2 Vaste minerale brandstoffen;1999;2175.0
139;Beroeps- en eigen vervoer;0;2 Vaste minerale brandstoffen;2000;1588.0
140;Beroeps- en eigen vervoer;0;2 Vaste minerale brandstoffen;2001;1674.0
141;Beroeps- en eigen vervoer;0;2 Vaste minerale brandstoffen;2002;1834.0
142;Beroeps- en eigen vervoer;0;2 Vaste minerale brandstoffen;2003;1947.0
143;Beroeps- en eigen vervoer;0;2 Vaste minerale brandstoffen;2004;2802.0
144;Beroeps- en eigen vervoer;0;2 Vaste minerale brandstoffen;2005;1566.0
145;Beroeps- en eigen vervoer;0;2 Vaste minerale brandstoffen;2006;2049.0
146;Beroeps- en eigen vervoer;0;2 Vaste minerale brandstoffen;2007;1730.0
147;Beroeps- en eigen vervoer;0;2 Vaste minerale brandstoffen;2008;1150.0
148;Beroeps- en eigen vervoer;0;2 Vaste minerale brandstoffen;2009;1759.0
149;Beroeps- en eigen vervoer;0;2 Vaste minerale brandstoffen;2010;1453.0
150;Beroeps- en eigen vervoer;0;2 Vaste minerale brandstoffen;2011;1154.0
151;Beroeps- en eigen vervoer;0;2 Vaste minerale brandstoffen;2012;1717.0
152;Beroeps- en eigen vervoer;0;3 Aardoliën en aardolieproducten;1975;
153;Beroeps- en eigen vervoer;0;3 Aardoliën en aardolieproducten;1976;
154;Beroeps- en eigen vervoer;0;3 Aardoliën en aardolieproducten;1977;
155;Beroeps- en eigen vervoer;0;3 Aardoliën en aardolieproducten;1978;
156;Beroeps- en eigen vervoer;0;3 Aardoliën en aardolieproducten;1979;
157;Beroeps- en eigen vervoer;0;3 Aardoliën en aardolieproducten;1980;
158;Beroeps- en eigen vervoer;0;3 Aardoliën en aardolieproducten;1981;
159;Beroeps- en eigen vervoer;0;3 Aardoliën en aardolieproducten;1982;
160;Beroeps- en eigen vervoer;0;3 Aardoliën en aardolieproducten;1983;
161;Beroeps- en eigen vervoer;0;3 Aardoliën en aardolieproducten;1984;
162;Beroeps- en eigen vervoer;0;3 Aardoliën en aardolieproducten;1985;
163;Beroeps- en eigen vervoer;0;3 Aardoliën en aardolieproducten;1986;
164;Beroeps- en eigen vervoer;0;3 Aardoliën en aardolieproducten;1987;
165;Beroeps- en eigen vervoer;0;3 Aardoliën en aardolieproducten;1988;
166;Beroeps- en eigen vervoer;0;3 Aardoliën en aardolieproducten;1989;
167;Beroeps- en eigen vervoer;0;3 Aardoliën en aardolieproducten;1990;
168;Beroeps- en eigen vervoer;0;3 Aardoliën en aardolieproducten;1991;
169;Beroeps- en eigen vervoer;0;3 Aardoliën en aardolieproducten;1992;
170;Beroeps- en eigen vervoer;0;3 Aardoliën en aardolieproducten;1993;
171;Beroeps- en eigen vervoer;0;3 Aardoliën en aardolieproducten;1994;
172;Beroeps- en eigen vervoer;0;3 Aardoliën en aardolieproducten;1995;
173;Beroeps- en eigen vervoer;0;3 Aardoliën en aardolieproducten;1996;
174;Beroeps- en eigen vervoer;0;3 Aardoliën en aardolieproducten;1997;13439.0
175;Beroeps- en eigen vervoer;0;3 Aardoliën en aardolieproducten;1998;12776.0
176;Beroeps- en eigen vervoer;0;3 Aardoliën en aardolieproducten;1999;15764.0
177;Beroeps- en eigen vervoer;0;3 Aardoliën en aardolieproducten;2000;15087.0
178;Beroeps- en eigen vervoer;0;3 Aardoliën en aardolieproducten;2001;14543.0
179;Beroeps- en eigen vervoer;0;3 Aardoliën en aardolieproducten;2002;16416.0
180;Beroeps- en eigen vervoer;0;3 Aardoliën en aardolieproducten;2003;15860.0
181;Beroeps- en eigen vervoer;0;3 Aardoliën en aardolieproducten;2004;14706.0
182;Beroeps- en eigen vervoer;0;3 Aardoliën en aardolieproducten;2005;22653.0
183;Beroeps- en eigen vervoer;0;3 Aardoliën en aardolieproducten;2006;18537.0
184;Beroeps- en eigen vervoer;0;3 Aardoliën en aardolieproducten;2007;17117.0
185;Beroeps- en eigen vervoer;0;3 Aardoliën en aardolieproducten;2008;14488.0
186;Beroeps- en eigen vervoer;0;3 Aardoliën en aardolieproducten;2009;20118.0
187;Beroeps- en eigen vervoer;0;3 Aardoliën en aardolieproducten;2010;23547.0
188;Beroeps- en eigen vervoer;0;3 Aardoliën en aardolieproducten;2011;21199.0
189;Beroeps- en eigen vervoer;0;3 Aardoliën en aardolieproducten;2012;17160.0
190;Beroeps- en eigen vervoer;0;4 Ertsen, metaalafval, geroost ijzerkies;1975;
191;Beroeps- en eigen vervoer;0;4 Ertsen, metaalafval, geroost ijzerkies;1976;
192;Beroeps- en eigen vervoer;0;4 Ertsen, metaalafval, geroost ijzerkies;1977;
193;Beroeps- en eigen vervoer;0;4 Ertsen, metaalafval, geroost ijzerkies;1978;
194;Beroeps- en eigen vervoer;0;4 Ertsen, metaalafval, geroost ijzerkies;1979;
195;Beroeps- en eigen vervoer;0;4 Ertsen, metaalafval, geroost ijzerkies;1980;
196;Beroeps- en eigen vervoer;0;4 Ertsen, metaalafval, geroost ijzerkies;1981;
197;Beroeps- en eigen vervoer;0;4 Ertsen, metaalafval, geroost ijzerkies;1982;
198;Beroeps- en eigen vervoer;0;4 Ertsen, metaalafval, geroost ijzerkies;1983;
199;Beroeps- en eigen vervoer;0;4 Ertsen, metaalafval, geroost ijzerkies;1984;
200;Beroeps- en eigen vervoer;0;4 Ertsen, metaalafval, geroost ijzerkies;1985;
201;Beroeps- en eigen vervoer;0;4 Ertsen, metaalafval, geroost ijzerkies;1986;
202;Beroeps- en eigen vervoer;0;4 Ertsen, metaalafval, geroost ijzerkies;1987;
203;Beroeps- en eigen vervoer;0;4 Ertsen, metaalafval, geroost ijzerkies;1988;
204;Beroeps- en eigen vervoer;0;4 Ertsen, metaalafval, geroost ijzerkies;1989;
205;Beroeps- en eigen vervoer;0;4 Ertsen, metaalafval, geroost ijzerkies;1990;
206;Beroeps- en eigen vervoer;0;4 Ertsen, metaalafval, geroost ijzerkies;1991;
207;Beroeps- en eigen vervoer;0;4 Ertsen, metaalafval, geroost ijzerkies;1992;
208;Beroeps- en eigen vervoer;0;4 Ertsen, metaalafval, geroost ijzerkies;1993;
209;Beroeps- en eigen vervoer;0;4 Ertsen, metaalafval, geroost ijzerkies;1994;
210;Beroeps- en eigen vervoer;0;4 Ertsen, metaalafval, geroost ijzerkies;1995;
211;Beroeps- en eigen vervoer;0;4 Ertsen, metaalafval, geroost ijzerkies;1996;
212;Beroeps- en eigen vervoer;0;4 Ertsen, metaalafval, geroost ijzerkies;1997;5040.0
213;Beroeps- en eigen vervoer;0;4 Ertsen, metaalafval, geroost ijzerkies;1998;4678.0
214;Beroeps- en eigen vervoer;0;4 Ertsen, metaalafval, geroost ijzerkies;1999;5606.0
215;Beroeps- en eigen vervoer;0;4 Ertsen, metaalafval, geroost ijzerkies;2000;4796.0
216;Beroeps- en eigen vervoer;0;4 Ertsen, metaalafval, geroost ijzerkies;2001;6193.0
217;Beroeps- en eigen vervoer;0;4 Ertsen, metaalafval, geroost ijzerkies;2002;5809.0
218;Beroeps- en eigen vervoer;0;4 Ertsen, metaalafval, geroost ijzerkies;2003;5770.0
219;Beroeps- en eigen vervoer;0;4 Ertsen, metaalafval, geroost ijzerkies;2004;6886.0
220;Beroeps- en eigen vervoer;0;4 Ertsen, metaalafval, geroost ijzerkies;2005;6664.0
221;Beroeps- en eigen vervoer;0;4 Ertsen, metaalafval, geroost ijzerkies;2006;6612.0
222;Beroeps- en eigen vervoer;0;4 Ertsen, metaalafval, geroost ijzerkies;2007;7440.0
223;Beroeps- en eigen vervoer;0;4 Ertsen, metaalafval, geroost ijzerkies;2008;5657.0
224;Beroeps- en eigen vervoer;0;4 Ertsen, metaalafval, geroost ijzerkies;2009;5897.0
225;Beroeps- en eigen vervoer;0;4 Ertsen, metaalafval, geroost ijzerkies;2010;6195.0
226;Beroeps- en eigen vervoer;0;4 Ertsen, metaalafval, geroost ijzerkies;2011;4611.0
227;Beroeps- en eigen vervoer;0;4 Ertsen, metaalafval, geroost ijzerkies;2012;4209.0
228;Beroeps- en eigen vervoer;0;5 IJzer, staal en non-ferrometalen (inc…;1975;
229;Beroeps- en eigen vervoer;0;5 IJzer, staal en non-ferrometalen (inc…;1976;
230;Beroeps- en eigen vervoer;0;5 IJzer, staal en non-ferrometalen (inc…;1977;
231;Beroeps- en eigen vervoer;0;5 IJzer, staal en non-ferrometalen (inc…;1978;
232;Beroeps- en eigen vervoer;0;5 IJzer, staal en non-ferrometalen (inc…;1979;
233;Beroeps- en eigen vervoer;0;5 IJzer, staal en non-ferrometalen (inc…;1980;
234;Beroeps- en eigen vervoer;0;5 IJzer, staal en non-ferrometalen (inc…;1981;
235;Beroeps- en eigen vervoer;0;5 IJzer, staal en non-ferrometalen (inc…;1982;
236;Beroeps- en eigen vervoer;0;5 IJzer, staal en non-ferrometalen (inc…;1983;
237;Beroeps- en eigen vervoer;0;5 IJzer, staal en non-ferrometalen (inc…;1984;
238;Beroeps- en eigen vervoer;0;5 IJzer, staal en non-ferrometalen (inc…;1985;
239;Beroeps- en eigen vervoer;0;5 IJzer, staal en non-ferrometalen (inc…;1986;
240;Beroeps- en eigen vervoer;0;5 IJzer, staal en non-ferrometalen (inc…;1987;
241;Beroeps- en eigen vervoer;0;5 IJzer, staal en non-ferrometalen (inc…;1988;
242;Beroeps- en eigen vervoer;0;5 IJzer, staal en non-ferrometalen (inc…;1989;
243;Beroeps- en eigen vervoer;0;5 IJzer, staal en non-ferrometalen (inc…;1990;
244;Beroeps- en eigen vervoer;0;5 IJzer, staal en non-ferrometalen (inc…;1991;
245;Beroeps- en eigen vervoer;0;5 IJzer, staal en non-ferrometalen (inc…;1992;
246;Beroeps- en eigen vervoer;0;5 IJzer, staal en non-ferrometalen (inc…;1993;
247;Beroeps- en eigen vervoer;0;5 IJzer, staal en non-ferrometalen (inc…;1994;
248;Beroeps- en eigen vervoer;0;5 IJzer, staal en non-ferrometalen (inc…;1995;
249;Beroeps- en eigen vervoer;0;5 IJzer, staal en non-ferrometalen (inc…;1996;
250;Beroeps- en eigen vervoer;0;5 IJzer, staal en non-ferrometalen (inc…;1997;16771.0
251;Beroeps- en eigen vervoer;0;5 IJzer, staal en non-ferrometalen (inc…;1998;16651.0
252;Beroeps- en eigen vervoer;0;5 IJzer, staal en non-ferrometalen (inc…;1999;17656.0
253;Beroeps- en eigen vervoer;0;5 IJzer, staal en non-ferrometalen (inc…;2000;16260.0
254;Beroeps- en eigen vervoer;0;5 IJzer, staal en non-ferrometalen (inc…;2001;15074.0
255;Beroeps- en eigen vervoer;0;5 IJzer, staal en non-ferrometalen (inc…;2002;14956.0
256;Beroeps- en eigen vervoer;0;5 IJzer, staal en non-ferrometalen (inc…;2003;18101.0
257;Beroeps- en eigen vervoer;0;5 IJzer, staal en non-ferrometalen (inc…;2004;18368.0
258;Beroeps- en eigen vervoer;0;5 IJzer, staal en non-ferrometalen (inc…;2005;20541.0
259;Beroeps- en eigen vervoer;0;5 IJzer, staal en non-ferrometalen (inc…;2006;19249.0
260;Beroeps- en eigen vervoer;0;5 IJzer, staal en non-ferrometalen (inc…;2007;20942.0
261;Beroeps- en eigen vervoer;0;5 IJzer, staal en non-ferrometalen (inc…;2008;20394.0
262;Beroeps- en eigen vervoer;0;5 IJzer, staal en non-ferrometalen (inc…;2009;17881.0
263;Beroeps- en eigen vervoer;0;5 IJzer, staal en non-ferrometalen (inc…;2010;17183.0
264;Beroeps- en eigen vervoer;0;5 IJzer, staal en non-ferrometalen (inc…;2011;17899.0
265;Beroeps- en eigen vervoer;0;5 IJzer, staal en non-ferrometalen (inc…;2012;16219.0
266;Beroeps- en eigen vervoer;0;"6 Ruwe mineralen en -fabricaten; bouwma…";1975;
267;Beroeps- en eigen vervoer;0;"6 Ruwe mineralen en -fabricaten; bouwma…";1976;
268;Beroeps- en eigen vervoer;0;"6 Ruwe mineralen en -fabricaten; bouwma…";1977;
269;Beroeps- en eigen vervoer;0;"6 Ruwe mineralen en -fabricaten; bouwma…";1978;
270;Beroeps- en eigen vervoer;0;"6 Ruwe mineralen en -fabricaten; bouwma…";1979;
271;Beroeps- en eigen vervoer;0;"6 Ruwe mineralen en -fabricaten; bouwma…";1980;
272;Beroeps- en eigen vervoer;0;"6 Ruwe mineralen en -fabricaten; bouwma…";1981;
273;Beroeps- en eigen vervoer;0;"6 Ruwe mineralen en -fabricaten; bouwma…";1982;
274;Beroeps- en eigen vervoer;0;"6 Ruwe mineralen en -fabricaten; bouwma…";1983;
275;Beroeps- en eigen vervoer;0;"6 Ruwe mineralen en -fabricaten; bouwma…";1984;
276;Beroeps- en eigen vervoer;0;"6 Ruwe mineralen en -fabricaten; bouwma…";1985;
277;Beroeps- en eigen vervoer;0;"6 Ruwe mineralen en -fabricaten; bouwma…";1986;
278;Beroeps- en eigen vervoer;0;"6 Ruwe mineralen en -fabricaten; bouwma…";1987;
279;Beroeps- en eigen vervoer;0;"6 Ruwe mineralen en -fabricaten; bouwma…";1988;
280;Beroeps- en eigen vervoer;0;"6 Ruwe mineralen en -fabricaten; bouwma…";1989;
281;Beroeps- en eigen vervoer;0;"6 Ruwe mineralen en -fabricaten; bouwma…";1990;
282;Beroeps- en eigen vervoer;0;"6 Ruwe mineralen en -fabricaten; bouwma…";1991;
283;Beroeps- en eigen vervoer;0;"6 Ruwe mineralen en -fabricaten; bouwma…";1992;
284;Beroeps- en eigen vervoer;0;"6 Ruwe mineralen en -fabricaten; bouwma…";1993;
285;Beroeps- en eigen vervoer;0;"6 Ruwe mineralen en -fabricaten; bouwma…";1994;
286;Beroeps- en eigen vervoer;0;"6 Ruwe mineralen en -fabricaten; bouwma…";1995;
287;Beroeps- en eigen vervoer;0;"6 Ruwe mineralen en -fabricaten; bouwma…";1996;
288;Beroeps- en eigen vervoer;0;"6 Ruwe mineralen en -fabricaten; bouwma…";1997;137709.0
289;Beroeps- en eigen vervoer;0;"6 Ruwe mineralen en -fabricaten; bouwma…";1998;137431.0
290;Beroeps- en eigen vervoer;0;"6 Ruwe mineralen en -fabricaten; bouwma…";1999;160249.0
291;Beroeps- en eigen vervoer;0;"6 Ruwe mineralen en -fabricaten; bouwma…";2000;155557.0
292;Beroeps- en eigen vervoer;0;"6 Ruwe mineralen en -fabricaten; bouwma…";2001;160935.0
293;Beroeps- en eigen vervoer;0;"6 Ruwe mineralen en -fabricaten; bouwma…";2002;137693.0
294;Beroeps- en eigen vervoer;0;"6 Ruwe mineralen en -fabricaten; bouwma…";2003;155816.0
295;Beroeps- en eigen vervoer;0;"6 Ruwe mineralen en -fabricaten; bouwma…";2004;150878.0
296;Beroeps- en eigen vervoer;0;"6 Ruwe mineralen en -fabricaten; bouwma…";2005;141270.0
297;Beroeps- en eigen vervoer;0;"6 Ruwe mineralen en -fabricaten; bouwma…";2006;143003.0
298;Beroeps- en eigen vervoer;0;"6 Ruwe mineralen en -fabricaten; bouwma…";2007;156065.0
299;Beroeps- en eigen vervoer;0;"6 Ruwe mineralen en -fabricaten; bouwma…";2008;151836.0
300;Beroeps- en eigen vervoer;0;"6 Ruwe mineralen en -fabricaten; bouwma…";2009;149464.0
301;Beroeps- en eigen vervoer;0;"6 Ruwe mineralen en -fabricaten; bouwma…";2010;116892.0
302;Beroeps- en eigen vervoer;0;"6 Ruwe mineralen en -fabricaten; bouwma…";2011;119934.0
303;Beroeps- en eigen vervoer;0;"6 Ruwe mineralen en -fabricaten; bouwma…";2012;110899.0
304;Beroeps- en eigen vervoer;0;7 Meststoffen;1975;
305;Beroeps- en eigen vervoer;0;7 Meststoffen;1976;
306;Beroeps- en eigen vervoer;0;7 Meststoffen;1977;
307;Beroeps- en eigen vervoer;0;7 Meststoffen;1978;
308;Beroeps- en eigen vervoer;0;7 Meststoffen;1979;
309;Beroeps- en eigen vervoer;0;7 Meststoffen;1980;
310;Beroeps- en eigen vervoer;0;7 Meststoffen;1981;
311;Beroeps- en eigen vervoer;0;7 Meststoffen;1982;
312;Beroeps- en eigen vervoer;0;7 Meststoffen;1983;
313;Beroeps- en eigen vervoer;0;7 Meststoffen;1984;
314;Beroeps- en eigen vervoer;0;7 Meststoffen;1985;
315;Beroeps- en eigen vervoer;0;7 Meststoffen;1986;
316;Beroeps- en eigen vervoer;0;7 Meststoffen;1987;
317;Beroeps- en eigen vervoer;0;7 Meststoffen;1988;
318;Beroeps- en eigen vervoer;0;7 Meststoffen;1989;
319;Beroeps- en eigen vervoer;0;7 Meststoffen;1990;
320;Beroeps- en eigen vervoer;0;7 Meststoffen;1991;
321;Beroeps- en eigen vervoer;0;7 Meststoffen;1992;
322;Beroeps- en eigen vervoer;0;7 Meststoffen;1993;
323;Beroeps- en eigen vervoer;0;7 Meststoffen;1994;
324;Beroeps- en eigen vervoer;0;7 Meststoffen;1995;
325;Beroeps- en eigen vervoer;0;7 Meststoffen;1996;
326;Beroeps- en eigen vervoer;0;7 Meststoffen;1997;10915.0
327;Beroeps- en eigen vervoer;0;7 Meststoffen;1998;10542.0
