ID;Donorregistratie;RegioS;Perioden;DonorregisterVastgelegdeKeuze_1;DonorregisterVastgelegdeKeuze_2
144;Totaal wel of niet geregistreerd;Zuidoost-Drenthe (CR);2014;148.5;100.0
145;Totaal wel of niet geregistreerd;Zuidoost-Drenthe (CR);2015;148.5;100.0
146;Totaal wel of niet geregistreerd;Zuidoost-Drenthe (CR);2016;148.6;100.0
147;Totaal wel of niet geregistreerd;Zuidoost-Drenthe (CR);2017;148.8;100.0
148;Totaal wel of niet geregistreerd;Zuidoost-Drenthe (CR);2018;148.7;100.0
149;Totaal wel of niet geregistreerd;Zuidoost-Drenthe (CR);2019;149.1;100.0
150;Totaal wel of niet geregistreerd;Zuidwest-Drenthe (CR);2014;112.5;100.0
151;Totaal wel of niet geregistreerd;Zuidwest-Drenthe (CR);2015;113.1;100.0
152;Totaal wel of niet geregistreerd;Zuidwest-Drenthe (CR);2016;113.7;100.0
153;Totaal wel of niet geregistreerd;Zuidwest-Drenthe (CR);2017;114.5;100.0
154;Totaal wel of niet geregistreerd;Zuidwest-Drenthe (CR);2018;115.6;100.0
155;Totaal wel of niet geregistreerd;Zuidwest-Drenthe (CR);2019;116.3;100.0
156;Totaal wel of niet geregistreerd;Noord-Overijssel (CR);2014;305.6;100.0
157;Totaal wel of niet geregistreerd;Noord-Overijssel (CR);2015;307.3;100.0
158;Totaal wel of niet geregistreerd;Noord-Overijssel (CR);2016;310.4;100.0
159;Totaal wel of niet geregistreerd;Noord-Overijssel (CR);2017;312.7;100.0
160;Totaal wel of niet geregistreerd;Noord-Overijssel (CR);2018;315.6;100.0
161;Totaal wel of niet geregistreerd;Noord-Overijssel (CR);2019;318.7;100.0
162;Totaal wel of niet geregistreerd;Zuidwest-Overijssel (CR);2014;131.3;100.0
163;Totaal wel of niet geregistreerd;Zuidwest-Overijssel (CR);2015;132.1;100.0
164;Totaal wel of niet geregistreerd;Zuidwest-Overijssel (CR);2016;133.1;100.0
165;Totaal wel of niet geregistreerd;Zuidwest-Overijssel (CR);2017;134.0;100.0
166;Totaal wel of niet geregistreerd;Zuidwest-Overijssel (CR);2018;135.0;100.0
167;Totaal wel of niet geregistreerd;Zuidwest-Overijssel (CR);2019;136.0;100.0
168;Totaal wel of niet geregistreerd;Twente (CR);2014;540.0;100.0
169;Totaal wel of niet geregistreerd;Twente (CR);2015;541.4;100.0
170;Totaal wel of niet geregistreerd;Twente (CR);2016;543.8;100.0
171;Totaal wel of niet geregistreerd;Twente (CR);2017;546.1;100.0
172;Totaal wel of niet geregistreerd;Twente (CR);2018;548.1;100.0
173;Totaal wel of niet geregistreerd;Twente (CR);2019;551.1;100.0
174;Totaal wel of niet geregistreerd;Veluwe (CR);2014;570.7;100.0
175;Totaal wel of niet geregistreerd;Veluwe (CR);2015;575.4;100.0
176;Totaal wel of niet geregistreerd;Veluwe (CR);2016;579.9;100.0
177;Totaal wel of niet geregistreerd;Veluwe (CR);2017;585.5;100.0
178;Totaal wel of niet geregistreerd;Veluwe (CR);2018;590.6;100.0
179;Totaal wel of niet geregistreerd;Veluwe (CR);2019;596.0;100.0
180;Totaal wel of niet geregistreerd;Achterhoek (CR);2014;349.3;100.0
181;Totaal wel of niet geregistreerd;Achterhoek (CR);2015;350.0;100.0
182;Totaal wel of niet geregistreerd;Achterhoek (CR);2016;351.8;100.0
183;Totaal wel of niet geregistreerd;Achterhoek (CR);2017;353.7;100.0
184;Totaal wel of niet geregistreerd;Achterhoek (CR);2018;355.0;100.0
185;Totaal wel of niet geregistreerd;Achterhoek (CR);2019;356.2;100.0
186;Totaal wel of niet geregistreerd;Arnhem/Nijmegen (CR);2014;627.9;100.0
187;Totaal wel of niet geregistreerd;Arnhem/Nijmegen (CR);2015;632.6;100.0
188;Totaal wel of niet geregistreerd;Arnhem/Nijmegen (CR);2016;637.2;100.0
189;Totaal wel of niet geregistreerd;Arnhem/Nijmegen (CR);2017;642.6;100.0
190;Totaal wel of niet geregistreerd;Arnhem/Nijmegen (CR);2018;647.7;100.0
191;Totaal wel of niet geregistreerd;Arnhem/Nijmegen (CR);2019;651.9;100.0
192;Totaal wel of niet geregistreerd;Zuidwest-Gelderland (CR);2014;202.8;100.0
193;Totaal wel of niet geregistreerd;Zuidwest-Gelderland (CR);2015;204.0;100.0
194;Totaal wel of niet geregistreerd;Zuidwest-Gelderland (CR);2016;205.5;100.0
195;Totaal wel of niet geregistreerd;Zuidwest-Gelderland (CR);2017;207.3;100.0
196;Totaal wel of niet geregistreerd;Zuidwest-Gelderland (CR);2018;208.9;100.0
197;Totaal wel of niet geregistreerd;Zuidwest-Gelderland (CR);2019;211.8;100.0
198;Totaal wel of niet geregistreerd;Utrecht (CR);2014;1070.7;100.0
199;Totaal wel of niet geregistreerd;Utrecht (CR);2015;1081.6;100.0
200;Totaal wel of niet geregistreerd;Utrecht (CR);2016;1092.6;100.0
201;Totaal wel of niet geregistreerd;Utrecht (CR);2017;1104.1;100.0
202;Totaal wel of niet geregistreerd;Utrecht (CR);2018;1115.1;100.0
203;Totaal wel of niet geregistreerd;Utrecht (CR);2019;1127.2;100.0
204;Totaal wel of niet geregistreerd;Kop van Noord-Holland (CR);2014;322.1;100.0
205;Totaal wel of niet geregistreerd;Kop van Noord-Holland (CR);2015;323.5;100.0
206;Totaal wel of niet geregistreerd;Kop van Noord-Holland (CR);2016;324.8;100.0
207;Totaal wel of niet geregistreerd;Kop van Noord-Holland (CR);2017;326.3;100.0
208;Totaal wel of niet geregistreerd;Kop van Noord-Holland (CR);2018;327.9;100.0
209;Totaal wel of niet geregistreerd;Kop van Noord-Holland (CR);2019;329.6;100.0
210;Totaal wel of niet geregistreerd;Alkmaar en omgeving (CR);2014;207.8;100.0
211;Totaal wel of niet geregistreerd;Alkmaar en omgeving (CR);2015;209.0;100.0
212;Totaal wel of niet geregistreerd;Alkmaar en omgeving (CR);2016;210.5;100.0
213;Totaal wel of niet geregistreerd;Alkmaar en omgeving (CR);2017;212.8;100.0
214;Totaal wel of niet geregistreerd;Alkmaar en omgeving (CR);2018;214.6;100.0
215;Totaal wel of niet geregistreerd;Alkmaar en omgeving (CR);2019;216.2;100.0
216;Totaal wel of niet geregistreerd;IJmond (CR);2014;169.5;100.0
217;Totaal wel of niet geregistreerd;IJmond (CR);2015;170.1;100.0
218;Totaal wel of niet geregistreerd;IJmond (CR);2016;171.2;100.0
219;Totaal wel of niet geregistreerd;IJmond (CR);2017;172.3;100.0
220;Totaal wel of niet geregistreerd;IJmond (CR);2018;173.3;100.0
221;Totaal wel of niet geregistreerd;IJmond (CR);2019;174.2;100.0
222;Totaal wel of niet geregistreerd;Agglomeratie Haarlem (CR);2014;195.2;100.0
223;Totaal wel of niet geregistreerd;Agglomeratie Haarlem (CR);2015;196.8;100.0
224;Totaal wel of niet geregistreerd;Agglomeratie Haarlem (CR);2016;198.6;100.0
225;Totaal wel of niet geregistreerd;Agglomeratie Haarlem (CR);2017;200.3;100.0
226;Totaal wel of niet geregistreerd;Agglomeratie Haarlem (CR);2018;201.5;100.0
227;Totaal wel of niet geregistreerd;Agglomeratie Haarlem (CR);2019;203.4;100.0
228;Totaal wel of niet geregistreerd;Zaanstreek (CR);2014;143.9;100.0
229;Totaal wel of niet geregistreerd;Zaanstreek (CR);2015;144.8;100.0
230;Totaal wel of niet geregistreerd;Zaanstreek (CR);2016;145.9;100.0
231;Totaal wel of niet geregistreerd;Zaanstreek (CR);2017;147.1;100.0
232;Totaal wel of niet geregistreerd;Zaanstreek (CR);2018;148.4;100.0
233;Totaal wel of niet geregistreerd;Zaanstreek (CR);2019;149.6;100.0
234;Totaal wel of niet geregistreerd;Groot-Amsterdam (CR);2014;1125.9;100.0
235;Totaal wel of niet geregistreerd;Groot-Amsterdam (CR);2015;1141.3;100.0
236;Totaal wel of niet geregistreerd;Groot-Amsterdam (CR);2016;1156.0;100.0
237;Totaal wel of niet geregistreerd;Groot-Amsterdam (CR);2017;1171.0;100.0
238;Totaal wel of niet geregistreerd;Groot-Amsterdam (CR);2018;1187.0;100.0
239;Totaal wel of niet geregistreerd;Groot-Amsterdam (CR);2019;1200.6;100.0
240;Totaal wel of niet geregistreerd;Het Gooi en Vechtstreek (CR);2014;211.8;100.0
241;Totaal wel of niet geregistreerd;Het Gooi en Vechtstreek (CR);2015;213.2;100.0
242;Totaal wel of niet geregistreerd;Het Gooi en Vechtstreek (CR);2016;215.0;100.0
243;Totaal wel of niet geregistreerd;Het Gooi en Vechtstreek (CR);2017;217.4;100.0
244;Totaal wel of niet geregistreerd;Het Gooi en Vechtstreek (CR);2018;219.4;100.0
245;Totaal wel of niet geregistreerd;Het Gooi en Vechtstreek (CR);2019;221.1;100.0
246;Totaal wel of niet geregistreerd;Agglomeratie Leiden en Bollenstreek (CR);2014;359.1;100.0
247;Totaal wel of niet geregistreerd;Agglomeratie Leiden en Bollenstreek (CR);2015;361.5;100.0
248;Totaal wel of niet geregistreerd;Agglomeratie Leiden en Bollenstreek (CR);2016;364.8;100.0
249;Totaal wel of niet geregistreerd;Agglomeratie Leiden en Bollenstreek (CR);2017;368.3;100.0
250;Totaal wel of niet geregistreerd;Agglomeratie Leiden en Bollenstreek (CR);2018;371.7;100.0
251;Totaal wel of niet geregistreerd;Agglomeratie Leiden en Bollenstreek (CR);2019;374.4;100.0
252;Totaal wel of niet geregistreerd;Agglomeratie 's-Gravenhage (CR);2014;712.2;100.0
253;Totaal wel of niet geregistreerd;Agglomeratie 's-Gravenhage (CR);2015;719.1;100.0
254;Totaal wel of niet geregistreerd;Agglomeratie 's-Gravenhage (CR);2016;726.1;100.0
255;Totaal wel of niet geregistreerd;Agglomeratie 's-Gravenhage (CR);2017;734.0;100.0
256;Totaal wel of niet geregistreerd;Agglomeratie 's-Gravenhage (CR);2018;743.2;100.0
257;Totaal wel of niet geregistreerd;Agglomeratie 's-Gravenhage (CR);2019;751.3;100.0
258;Totaal wel of niet geregistreerd;Delft en Westland (CR);2014;195.0;100.0
259;Totaal wel of niet geregistreerd;Delft en Westland (CR);2015;197.5;100.0
260;Totaal wel of niet geregistreerd;Delft en Westland (CR);2016;198.2;100.0
261;Totaal wel of niet geregistreerd;Delft en Westland (CR);2017;199.2;100.0
262;Totaal wel of niet geregistreerd;Delft en Westland (CR);2018;202.1;100.0
263;Totaal wel of niet geregistreerd;Delft en Westland (CR);2019;204.0;100.0
264;Totaal wel of niet geregistreerd;Oost-Zuid-Holland (CR);2014;272.8;100.0
265;Totaal wel of niet geregistreerd;Oost-Zuid-Holland (CR);2015;274.7;100.0
266;Totaal wel of niet geregistreerd;Oost-Zuid-Holland (CR);2016;277.2;100.0
267;Totaal wel of niet geregistreerd;Oost-Zuid-Holland (CR);2017;280.6;100.0
268;Totaal wel of niet geregistreerd;Oost-Zuid-Holland (CR);2018;284.2;100.0
269;Totaal wel of niet geregistreerd;Oost-Zuid-Holland (CR);2019;287.8;100.0
270;Totaal wel of niet geregistreerd;Groot-Rijnmond (CR);2014;1207.3;100.0
271;Totaal wel of niet geregistreerd;Groot-Rijnmond (CR);2015;1215.4;100.0
272;Totaal wel of niet geregistreerd;Groot-Rijnmond (CR);2016;1222.9;100.0
273;Totaal wel of niet geregistreerd;Groot-Rijnmond (CR);2017;1232.2;100.0
274;Totaal wel of niet geregistreerd;Groot-Rijnmond (CR);2018;1241.6;100.0
275;Totaal wel of niet geregistreerd;Groot-Rijnmond (CR);2019;1251.5;100.0
276;Totaal wel of niet geregistreerd;Zuidoost-Zuid-Holland (CR);2014;342.3;100.0
277;Totaal wel of niet geregistreerd;Zuidoost-Zuid-Holland (CR);2015;343.7;100.0
278;Totaal wel of niet geregistreerd;Zuidoost-Zuid-Holland (CR);2016;344.9;100.0
279;Totaal wel of niet geregistreerd;Zuidoost-Zuid-Holland (CR);2017;346.8;100.0
280;Totaal wel of niet geregistreerd;Zuidoost-Zuid-Holland (CR);2018;348.4;100.0
281;Totaal wel of niet geregistreerd;Zuidoost-Zuid-Holland (CR);2019;350.1;100.0
282;Totaal wel of niet geregistreerd;Zeeuwsch-Vlaanderen (CR);2014;94.0;100.0
283;Totaal wel of niet geregistreerd;Zeeuwsch-Vlaanderen (CR);2015;94.0;100.0
284;Totaal wel of niet geregistreerd;Zeeuwsch-Vlaanderen (CR);2016;94.1;100.0
285;Totaal wel of niet geregistreerd;Zeeuwsch-Vlaanderen (CR);2017;94.3;100.0
286;Totaal wel of niet geregistreerd;Zeeuwsch-Vlaanderen (CR);2018;94.2;100.0
287;Totaal wel of niet geregistreerd;Zeeuwsch-Vlaanderen (CR);2019;94.4;100.0
288;Totaal wel of niet geregistreerd;Overig Zeeland (CR);2014;238.7;100.0
289;Totaal wel of niet geregistreerd;Overig Zeeland (CR);2015;239.5;100.0
290;Totaal wel of niet geregistreerd;Overig Zeeland (CR);2016;240.4;100.0
291;Totaal wel of niet geregistreerd;Overig Zeeland (CR);2017;241.0;100.0
292;Totaal wel of niet geregistreerd;Overig Zeeland (CR);2018;242.1;100.0
293;Totaal wel of niet geregistreerd;Overig Zeeland (CR);2019;242.9;100.0
294;Totaal wel of niet geregistreerd;West-Noord-Brabant (CR);2014;544.0;100.0
295;Totaal wel of niet geregistreerd;West-Noord-Brabant (CR);2015;546.9;100.0
296;Totaal wel of niet geregistreerd;West-Noord-Brabant (CR);2016;549.1;100.0
297;Totaal wel of niet geregistreerd;West-Noord-Brabant (CR);2017;552.0;100.0
298;Totaal wel of niet geregistreerd;West-Noord-Brabant (CR);2018;555.8;100.0
299;Totaal wel of niet geregistreerd;West-Noord-Brabant (CR);2019;558.9;100.0
300;Totaal wel of niet geregistreerd;Midden-Noord-Brabant (CR);2014;405.4;100.0
301;Totaal wel of niet geregistreerd;Midden-Noord-Brabant (CR);2015;407.6;100.0
302;Totaal wel of niet geregistreerd;Midden-Noord-Brabant (CR);2016;410.6;100.0
303;Totaal wel of niet geregistreerd;Midden-Noord-Brabant (CR);2017;413.4;100.0
304;Totaal wel of niet geregistreerd;Midden-Noord-Brabant (CR);2018;416.9;100.0
305;Totaal wel of niet geregistreerd;Midden-Noord-Brabant (CR);2019;420.7;100.0
306;Totaal wel of niet geregistreerd;Noordoost-Noord-Brabant (CR);2014;559.4;100.0
307;Totaal wel of niet geregistreerd;Noordoost-Noord-Brabant (CR);2015;562.7;100.0
308;Totaal wel of niet geregistreerd;Noordoost-Noord-Brabant (CR);2016;566.0;100.0
309;Totaal wel of niet geregistreerd;Noordoost-Noord-Brabant (CR);2017;570.3;100.0
310;Totaal wel of niet geregistreerd;Noordoost-Noord-Brabant (CR);2018;574.4;100.0
311;Totaal wel of niet geregistreerd;Noordoost-Noord-Brabant (CR);2019;578.9;100.0
312;Totaal wel of niet geregistreerd;Zuidoost-Noord-Brabant (CR);2014;653.2;100.0
313;Totaal wel of niet geregistreerd;Zuidoost-Noord-Brabant (CR);2015;658.3;100.0
314;Totaal wel of niet geregistreerd;Zuidoost-Noord-Brabant (CR);2016;663.6;100.0
315;Totaal wel of niet geregistreerd;Zuidoost-Noord-Brabant (CR);2017;669.2;100.0
316;Totaal wel of niet geregistreerd;Zuidoost-Noord-Brabant (CR);2018;674.8;100.0
317;Totaal wel of niet geregistreerd;Zuidoost-Noord-Brabant (CR);2019;681.3;100.0
318;Totaal wel of niet geregistreerd;Noord-Limburg (CR);2014;246.1;100.0
319;Totaal wel of niet geregistreerd;Noord-Limburg (CR);2015;247.0;100.0
320;Totaal wel of niet geregistreerd;Noord-Limburg (CR);2016;247.3;100.0
321;Totaal wel of niet geregistreerd;Noord-Limburg (CR);2017;249.2;100.0
322;Totaal wel of niet geregistreerd;Noord-Limburg (CR);2018;249.6;100.0
323;Totaal wel of niet geregistreerd;Noord-Limburg (CR);2019;250.5;100.0
324;Totaal wel of niet geregistreerd;Midden-Limburg (CR);2014;209.0;100.0
325;Totaal wel of niet geregistreerd;Midden-Limburg (CR);2015;209.6;100.0
326;Totaal wel of niet geregistreerd;Midden-Limburg (CR);2016;210.0;100.0
327;Totaal wel of niet geregistreerd;Midden-Limburg (CR);2017;210.8;100.0
328;Totaal wel of niet geregistreerd;Midden-Limburg (CR);2018;211.6;100.0
