ID;RegioS;Inkomensverdeling;AantalHuishoudensAbsoluut_1;AantalHuishoudens_2
334;Zuidoost-Friesland;"4e 10%-groep; 18 700 tot 22 000 euro";9.0;11.0
335;Zuidoost-Friesland;"5e 10%-groep; 22 000 tot 25 700 euro";9.3;11.0
336;Zuidoost-Friesland;"6e 10%-groep; 25 700 tot 29 800 euro";9.5;11.0
337;Zuidoost-Friesland;"7e 10%-groep; 29 800 tot 34 300 euro";8.8;10.0
338;Zuidoost-Friesland;"8e 10%-groep; 34 300 tot 40 100 euro";7.9;9.0
339;Zuidoost-Friesland;"9e 10%-groep; 40 100 tot 49 800 euro";7.1;8.0
340;Zuidoost-Friesland;"10e 10%-groep; meer dan 49 800  euro";6.0;7.0
341;Zuidoost-Friesland;"1e 10%-groep; minder dan 12 400 euro";8.2;10.0
342;Zuidoost-Friesland;"2e-4e 10%-groep; 12 400 tot 22 000 euro";27.2;32.0
343;Zuidoost-Friesland;"5e-8e 10%-groep; 22 000 tot 40 100 euro";35.5;42.0
344;Zuidoost-Friesland;"9e-10e 10%-groep; meer dan 40 100 euro";13.1;16.0
345;Noord-Drenthe;Totaal particulier huishouden;74.5;100.0
346;Noord-Drenthe;"1e 10%-groep; minder dan 12 400 euro";6.6;9.0
347;Noord-Drenthe;"2e 10%-groep; 12 400 tot 15 600 euro";6.8;9.0
348;Noord-Drenthe;"3e 10%-groep; 15 600 tot 18 700 euro";7.4;10.0
349;Noord-Drenthe;"4e 10%-groep; 18 700 tot 22 000 euro";7.3;10.0
350;Noord-Drenthe;"5e 10%-groep; 22 000 tot 25 700 euro";7.6;10.0
351;Noord-Drenthe;"6e 10%-groep; 25 700 tot 29 800 euro";7.9;11.0
352;Noord-Drenthe;"7e 10%-groep; 29 800 tot 34 300 euro";8.2;11.0
353;Noord-Drenthe;"8e 10%-groep; 34 300 tot 40 100 euro";8.1;11.0
354;Noord-Drenthe;"9e 10%-groep; 40 100 tot 49 800 euro";7.7;10.0
355;Noord-Drenthe;"10e 10%-groep; meer dan 49 800  euro";6.9;9.0
356;Noord-Drenthe;"1e 10%-groep; minder dan 12 400 euro";6.6;9.0
357;Noord-Drenthe;"2e-4e 10%-groep; 12 400 tot 22 000 euro";21.5;29.0
358;Noord-Drenthe;"5e-8e 10%-groep; 22 000 tot 40 100 euro";31.8;43.0
359;Noord-Drenthe;"9e-10e 10%-groep; meer dan 40 100 euro";14.6;20.0
360;Zuidoost-Drenthe;Totaal particulier huishouden;69.6;100.0
361;Zuidoost-Drenthe;"1e 10%-groep; minder dan 12 400 euro";6.2;9.0
362;Zuidoost-Drenthe;"2e 10%-groep; 12 400 tot 15 600 euro";8.0;11.0
363;Zuidoost-Drenthe;"3e 10%-groep; 15 600 tot 18 700 euro";7.9;11.0
364;Zuidoost-Drenthe;"4e 10%-groep; 18 700 tot 22 000 euro";7.8;11.0
365;Zuidoost-Drenthe;"5e 10%-groep; 22 000 tot 25 700 euro";7.6;11.0
366;Zuidoost-Drenthe;"6e 10%-groep; 25 700 tot 29 800 euro";7.8;11.0
367;Zuidoost-Drenthe;"7e 10%-groep; 29 800 tot 34 300 euro";7.4;11.0
368;Zuidoost-Drenthe;"8e 10%-groep; 34 300 tot 40 100 euro";6.7;10.0
369;Zuidoost-Drenthe;"9e 10%-groep; 40 100 tot 49 800 euro";6.0;9.0
370;Zuidoost-Drenthe;"10e 10%-groep; meer dan 49 800  euro";4.3;6.0
371;Zuidoost-Drenthe;"1e 10%-groep; minder dan 12 400 euro";6.2;9.0
372;Zuidoost-Drenthe;"2e-4e 10%-groep; 12 400 tot 22 000 euro";23.7;34.0
373;Zuidoost-Drenthe;"5e-8e 10%-groep; 22 000 tot 40 100 euro";29.5;42.0
374;Zuidoost-Drenthe;"9e-10e 10%-groep; meer dan 40 100 euro";10.3;15.0
375;Zuidwest-Drenthe;Totaal particulier huishouden;51.3;100.0
376;Zuidwest-Drenthe;"1e 10%-groep; minder dan 12 400 euro";4.4;9.0
377;Zuidwest-Drenthe;"2e 10%-groep; 12 400 tot 15 600 euro";5.2;10.0
378;Zuidwest-Drenthe;"3e 10%-groep; 15 600 tot 18 700 euro";5.3;10.0
379;Zuidwest-Drenthe;"4e 10%-groep; 18 700 tot 22 000 euro";5.5;11.0
380;Zuidwest-Drenthe;"5e 10%-groep; 22 000 tot 25 700 euro";5.7;11.0
381;Zuidwest-Drenthe;"6e 10%-groep; 25 700 tot 29 800 euro";5.8;11.0
382;Zuidwest-Drenthe;"7e 10%-groep; 29 800 tot 34 300 euro";5.4;10.0
383;Zuidwest-Drenthe;"8e 10%-groep; 34 300 tot 40 100 euro";5.2;10.0
384;Zuidwest-Drenthe;"9e 10%-groep; 40 100 tot 49 800 euro";4.8;9.0
385;Zuidwest-Drenthe;"10e 10%-groep; meer dan 49 800  euro";4.0;8.0
386;Zuidwest-Drenthe;"1e 10%-groep; minder dan 12 400 euro";4.4;9.0
387;Zuidwest-Drenthe;"2e-4e 10%-groep; 12 400 tot 22 000 euro";16.0;31.0
388;Zuidwest-Drenthe;"5e-8e 10%-groep; 22 000 tot 40 100 euro";22.1;43.0
389;Zuidwest-Drenthe;"9e-10e 10%-groep; meer dan 40 100 euro";8.8;17.0
390;Noord-Overijssel;Totaal particulier huishouden;131.2;100.0
391;Noord-Overijssel;"1e 10%-groep; minder dan 12 400 euro";11.7;9.0
392;Noord-Overijssel;"2e 10%-groep; 12 400 tot 15 600 euro";12.6;10.0
393;Noord-Overijssel;"3e 10%-groep; 15 600 tot 18 700 euro";12.9;10.0
394;Noord-Overijssel;"4e 10%-groep; 18 700 tot 22 000 euro";13.7;10.0
395;Noord-Overijssel;"5e 10%-groep; 22 000 tot 25 700 euro";14.0;11.0
396;Noord-Overijssel;"6e 10%-groep; 25 700 tot 29 800 euro";15.0;11.0
397;Noord-Overijssel;"7e 10%-groep; 29 800 tot 34 300 euro";14.3;11.0
398;Noord-Overijssel;"8e 10%-groep; 34 300 tot 40 100 euro";13.3;10.0
399;Noord-Overijssel;"9e 10%-groep; 40 100 tot 49 800 euro";12.6;10.0
400;Noord-Overijssel;"10e 10%-groep; meer dan 49 800  euro";11.1;8.0
401;Noord-Overijssel;"1e 10%-groep; minder dan 12 400 euro";11.7;9.0
402;Noord-Overijssel;"2e-4e 10%-groep; 12 400 tot 22 000 euro";39.2;30.0
403;Noord-Overijssel;"5e-8e 10%-groep; 22 000 tot 40 100 euro";56.6;43.0
404;Noord-Overijssel;"9e-10e 10%-groep; meer dan 40 100 euro";23.7;18.0
405;Zuidwest-Overijssel;Totaal particulier huishouden;58.9;100.0
406;Zuidwest-Overijssel;"1e 10%-groep; minder dan 12 400 euro";5.6;10.0
407;Zuidwest-Overijssel;"2e 10%-groep; 12 400 tot 15 600 euro";5.9;10.0
408;Zuidwest-Overijssel;"3e 10%-groep; 15 600 tot 18 700 euro";6.2;11.0
409;Zuidwest-Overijssel;"4e 10%-groep; 18 700 tot 22 000 euro";6.0;10.0
410;Zuidwest-Overijssel;"5e 10%-groep; 22 000 tot 25 700 euro";6.0;10.0
411;Zuidwest-Overijssel;"6e 10%-groep; 25 700 tot 29 800 euro";6.3;11.0
412;Zuidwest-Overijssel;"7e 10%-groep; 29 800 tot 34 300 euro";6.3;11.0
413;Zuidwest-Overijssel;"8e 10%-groep; 34 300 tot 40 100 euro";6.1;10.0
414;Zuidwest-Overijssel;"9e 10%-groep; 40 100 tot 49 800 euro";5.9;10.0
415;Zuidwest-Overijssel;"10e 10%-groep; meer dan 49 800  euro";4.5;8.0
416;Zuidwest-Overijssel;"1e 10%-groep; minder dan 12 400 euro";5.6;10.0
417;Zuidwest-Overijssel;"2e-4e 10%-groep; 12 400 tot 22 000 euro";18.2;31.0
418;Zuidwest-Overijssel;"5e-8e 10%-groep; 22 000 tot 40 100 euro";24.7;42.0
419;Zuidwest-Overijssel;"9e-10e 10%-groep; meer dan 40 100 euro";10.4;18.0
420;Twente;Totaal particulier huishouden;240.6;100.0
421;Twente;"1e 10%-groep; minder dan 12 400 euro";22.5;9.0
422;Twente;"2e 10%-groep; 12 400 tot 15 600 euro";26.1;11.0
423;Twente;"3e 10%-groep; 15 600 tot 18 700 euro";25.2;10.0
424;Twente;"4e 10%-groep; 18 700 tot 22 000 euro";24.7;10.0
425;Twente;"5e 10%-groep; 22 000 tot 25 700 euro";25.7;11.0
426;Twente;"6e 10%-groep; 25 700 tot 29 800 euro";25.5;11.0
427;Twente;"7e 10%-groep; 29 800 tot 34 300 euro";25.4;11.0
428;Twente;"8e 10%-groep; 34 300 tot 40 100 euro";23.5;10.0
429;Twente;"9e 10%-groep; 40 100 tot 49 800 euro";22.6;9.0
430;Twente;"10e 10%-groep; meer dan 49 800  euro";19.4;8.0
431;Twente;"1e 10%-groep; minder dan 12 400 euro";22.5;9.0
432;Twente;"2e-4e 10%-groep; 12 400 tot 22 000 euro";76.0;32.0
433;Twente;"5e-8e 10%-groep; 22 000 tot 40 100 euro";100.1;42.0
434;Twente;"9e-10e 10%-groep; meer dan 40 100 euro";42.0;17.0
435;Veluwe;Totaal particulier huishouden;244.2;100.0
436;Veluwe;"1e 10%-groep; minder dan 12 400 euro";19.9;8.0
437;Veluwe;"2e 10%-groep; 12 400 tot 15 600 euro";21.0;9.0
438;Veluwe;"3e 10%-groep; 15 600 tot 18 700 euro";21.7;9.0
439;Veluwe;"4e 10%-groep; 18 700 tot 22 000 euro";23.5;10.0
440;Veluwe;"5e 10%-groep; 22 000 tot 25 700 euro";25.5;10.0
441;Veluwe;"6e 10%-groep; 25 700 tot 29 800 euro";25.7;11.0
442;Veluwe;"7e 10%-groep; 29 800 tot 34 300 euro";26.2;11.0
443;Veluwe;"8e 10%-groep; 34 300 tot 40 100 euro";26.2;11.0
444;Veluwe;"9e 10%-groep; 40 100 tot 49 800 euro";26.8;11.0
445;Veluwe;"10e 10%-groep; meer dan 49 800  euro";27.7;11.0
446;Veluwe;"1e 10%-groep; minder dan 12 400 euro";19.9;8.0
447;Veluwe;"2e-4e 10%-groep; 12 400 tot 22 000 euro";66.1;27.0
448;Veluwe;"5e-8e 10%-groep; 22 000 tot 40 100 euro";103.7;42.0
449;Veluwe;"9e-10e 10%-groep; meer dan 40 100 euro";54.6;22.0
450;Achterhoek;Totaal particulier huishouden;152.6;100.0
451;Achterhoek;"1e 10%-groep; minder dan 12 400 euro";13.6;9.0
452;Achterhoek;"2e 10%-groep; 12 400 tot 15 600 euro";15.1;10.0
453;Achterhoek;"3e 10%-groep; 15 600 tot 18 700 euro";15.2;10.0
454;Achterhoek;"4e 10%-groep; 18 700 tot 22 000 euro";14.7;10.0
455;Achterhoek;"5e 10%-groep; 22 000 tot 25 700 euro";15.6;10.0
456;Achterhoek;"6e 10%-groep; 25 700 tot 29 800 euro";17.2;11.0
457;Achterhoek;"7e 10%-groep; 29 800 tot 34 300 euro";17.2;11.0
458;Achterhoek;"8e 10%-groep; 34 300 tot 40 100 euro";16.2;11.0
459;Achterhoek;"9e 10%-groep; 40 100 tot 49 800 euro";14.4;9.0
460;Achterhoek;"10e 10%-groep; meer dan 49 800  euro";13.5;9.0
461;Achterhoek;"1e 10%-groep; minder dan 12 400 euro";13.6;9.0
462;Achterhoek;"2e-4e 10%-groep; 12 400 tot 22 000 euro";45.0;29.0
463;Achterhoek;"5e-8e 10%-groep; 22 000 tot 40 100 euro";66.1;43.0
464;Achterhoek;"9e-10e 10%-groep; meer dan 40 100 euro";27.9;18.0
465;Arnhem/Nijmegen;Totaal particulier huishouden;292.6;100.0
466;Arnhem/Nijmegen;"1e 10%-groep; minder dan 12 400 euro";30.2;10.0
467;Arnhem/Nijmegen;"2e 10%-groep; 12 400 tot 15 600 euro";30.2;10.0
468;Arnhem/Nijmegen;"3e 10%-groep; 15 600 tot 18 700 euro";30.1;10.0
469;Arnhem/Nijmegen;"4e 10%-groep; 18 700 tot 22 000 euro";30.1;10.0
470;Arnhem/Nijmegen;"5e 10%-groep; 22 000 tot 25 700 euro";29.1;10.0
471;Arnhem/Nijmegen;"6e 10%-groep; 25 700 tot 29 800 euro";29.6;10.0
472;Arnhem/Nijmegen;"7e 10%-groep; 29 800 tot 34 300 euro";29.5;10.0
473;Arnhem/Nijmegen;"8e 10%-groep; 34 300 tot 40 100 euro";29.6;10.0
474;Arnhem/Nijmegen;"9e 10%-groep; 40 100 tot 49 800 euro";28.6;10.0
475;Arnhem/Nijmegen;"10e 10%-groep; meer dan 49 800  euro";25.6;9.0
476;Arnhem/Nijmegen;"1e 10%-groep; minder dan 12 400 euro";30.2;10.0
477;Arnhem/Nijmegen;"2e-4e 10%-groep; 12 400 tot 22 000 euro";90.4;31.0
478;Arnhem/Nijmegen;"5e-8e 10%-groep; 22 000 tot 40 100 euro";117.7;40.0
479;Arnhem/Nijmegen;"9e-10e 10%-groep; meer dan 40 100 euro";54.2;19.0
480;Zuidwest-Gelderland;Totaal particulier huishouden;86.8;100.0
481;Zuidwest-Gelderland;"1e 10%-groep; minder dan 12 400 euro";7.2;8.0
482;Zuidwest-Gelderland;"2e 10%-groep; 12 400 tot 15 600 euro";7.3;8.0
483;Zuidwest-Gelderland;"3e 10%-groep; 15 600 tot 18 700 euro";7.3;8.0
484;Zuidwest-Gelderland;"4e 10%-groep; 18 700 tot 22 000 euro";7.6;9.0
485;Zuidwest-Gelderland;"5e 10%-groep; 22 000 tot 25 700 euro";8.2;9.0
486;Zuidwest-Gelderland;"6e 10%-groep; 25 700 tot 29 800 euro";9.1;11.0
487;Zuidwest-Gelderland;"7e 10%-groep; 29 800 tot 34 300 euro";9.6;11.0
488;Zuidwest-Gelderland;"8e 10%-groep; 34 300 tot 40 100 euro";9.6;11.0
489;Zuidwest-Gelderland;"9e 10%-groep; 40 100 tot 49 800 euro";10.1;12.0
490;Zuidwest-Gelderland;"10e 10%-groep; meer dan 49 800  euro";10.8;12.0
491;Zuidwest-Gelderland;"1e 10%-groep; minder dan 12 400 euro";7.2;8.0
492;Zuidwest-Gelderland;"2e-4e 10%-groep; 12 400 tot 22 000 euro";22.2;26.0
493;Zuidwest-Gelderland;"5e-8e 10%-groep; 22 000 tot 40 100 euro";36.5;42.0
494;Zuidwest-Gelderland;"9e-10e 10%-groep; meer dan 40 100 euro";20.9;24.0
495;Utrecht;Totaal particulier huishouden;471.1;100.0
496;Utrecht;"1e 10%-groep; minder dan 12 400 euro";39.4;8.0
497;Utrecht;"2e 10%-groep; 12 400 tot 15 600 euro";40.1;9.0
498;Utrecht;"3e 10%-groep; 15 600 tot 18 700 euro";43.1;9.0
499;Utrecht;"4e 10%-groep; 18 700 tot 22 000 euro";44.0;9.0
500;Utrecht;"5e 10%-groep; 22 000 tot 25 700 euro";44.5;9.0
501;Utrecht;"6e 10%-groep; 25 700 tot 29 800 euro";44.8;10.0
502;Utrecht;"7e 10%-groep; 29 800 tot 34 300 euro";47.1;10.0
503;Utrecht;"8e 10%-groep; 34 300 tot 40 100 euro";49.4;10.0
504;Utrecht;"9e 10%-groep; 40 100 tot 49 800 euro";54.2;12.0
505;Utrecht;"10e 10%-groep; meer dan 49 800  euro";64.4;14.0
506;Utrecht;"1e 10%-groep; minder dan 12 400 euro";39.4;8.0
507;Utrecht;"2e-4e 10%-groep; 12 400 tot 22 000 euro";127.2;27.0
508;Utrecht;"5e-8e 10%-groep; 22 000 tot 40 100 euro";185.9;39.0
509;Utrecht;"9e-10e 10%-groep; meer dan 40 100 euro";118.6;25.0
510;Kop van Noord-Holland;Totaal particulier huishouden;145.7;100.0
511;Kop van Noord-Holland;"1e 10%-groep; minder dan 12 400 euro";12.5;9.0
512;Kop van Noord-Holland;"2e 10%-groep; 12 400 tot 15 600 euro";13.7;9.0
513;Kop van Noord-Holland;"3e 10%-groep; 15 600 tot 18 700 euro";14.1;10.0
514;Kop van Noord-Holland;"4e 10%-groep; 18 700 tot 22 000 euro";14.1;10.0
515;Kop van Noord-Holland;"5e 10%-groep; 22 000 tot 25 700 euro";15.3;11.0
516;Kop van Noord-Holland;"6e 10%-groep; 25 700 tot 29 800 euro";15.5;11.0
517;Kop van Noord-Holland;"7e 10%-groep; 29 800 tot 34 300 euro";15.5;11.0
518;Kop van Noord-Holland;"8e 10%-groep; 34 300 tot 40 100 euro";16.1;11.0
519;Kop van Noord-Holland;"9e 10%-groep; 40 100 tot 49 800 euro";15.1;10.0
520;Kop van Noord-Holland;"10e 10%-groep; meer dan 49 800  euro";13.8;9.0
521;Kop van Noord-Holland;"1e 10%-groep; minder dan 12 400 euro";12.5;9.0
522;Kop van Noord-Holland;"2e-4e 10%-groep; 12 400 tot 22 000 euro";41.9;29.0
523;Kop van Noord-Holland;"5e-8e 10%-groep; 22 000 tot 40 100 euro";62.4;43.0
524;Kop van Noord-Holland;"9e-10e 10%-groep; meer dan 40 100 euro";29.0;20.0
525;Alkmaar en omgeving;Totaal particulier huishouden;92.3;100.0
526;Alkmaar en omgeving;"1e 10%-groep; minder dan 12 400 euro";8.0;9.0
527;Alkmaar en omgeving;"2e 10%-groep; 12 400 tot 15 600 euro";8.3;9.0
528;Alkmaar en omgeving;"3e 10%-groep; 15 600 tot 18 700 euro";8.9;10.0
529;Alkmaar en omgeving;"4e 10%-groep; 18 700 tot 22 000 euro";8.6;9.0
530;Alkmaar en omgeving;"5e 10%-groep; 22 000 tot 25 700 euro";9.0;10.0
531;Alkmaar en omgeving;"6e 10%-groep; 25 700 tot 29 800 euro";9.2;10.0
532;Alkmaar en omgeving;"7e 10%-groep; 29 800 tot 34 300 euro";9.8;11.0
533;Alkmaar en omgeving;"8e 10%-groep; 34 300 tot 40 100 euro";10.1;11.0
534;Alkmaar en omgeving;"9e 10%-groep; 40 100 tot 49 800 euro";10.4;11.0
535;Alkmaar en omgeving;"10e 10%-groep; meer dan 49 800  euro";9.9;11.0
536;Alkmaar en omgeving;"1e 10%-groep; minder dan 12 400 euro";8.0;9.0
537;Alkmaar en omgeving;"2e-4e 10%-groep; 12 400 tot 22 000 euro";25.8;28.0
538;Alkmaar en omgeving;"5e-8e 10%-groep; 22 000 tot 40 100 euro";38.1;41.0
539;Alkmaar en omgeving;"9e-10e 10%-groep; meer dan 40 100 euro";20.3;22.0
540;IJmond;Totaal particulier huishouden;78.0;100.0
541;IJmond;"1e 10%-groep; minder dan 12 400 euro";5.8;8.0
542;IJmond;"2e 10%-groep; 12 400 tot 15 600 euro";6.3;8.0
543;IJmond;"3e 10%-groep; 15 600 tot 18 700 euro";7.1;9.0
544;IJmond;"4e 10%-groep; 18 700 tot 22 000 euro";7.4;9.0
545;IJmond;"5e 10%-groep; 22 000 tot 25 700 euro";8.1;10.0
546;IJmond;"6e 10%-groep; 25 700 tot 29 800 euro";8.3;11.0
547;IJmond;"7e 10%-groep; 29 800 tot 34 300 euro";8.8;11.0
548;IJmond;"8e 10%-groep; 34 300 tot 40 100 euro";8.7;11.0
549;IJmond;"9e 10%-groep; 40 100 tot 49 800 euro";8.8;11.0
550;IJmond;"10e 10%-groep; meer dan 49 800  euro";8.6;11.0
551;IJmond;"1e 10%-groep; minder dan 12 400 euro";5.8;8.0
552;IJmond;"2e-4e 10%-groep; 12 400 tot 22 000 euro";20.8;27.0
553;IJmond;"5e-8e 10%-groep; 22 000 tot 40 100 euro";33.9;43.0
554;IJmond;"9e-10e 10%-groep; meer dan 40 100 euro";17.4;22.0
555;Agglomeratie Haarlem;Totaal particulier huishouden;97.7;100.0
556;Agglomeratie Haarlem;"1e 10%-groep; minder dan 12 400 euro";10.3;11.0
557;Agglomeratie Haarlem;"2e 10%-groep; 12 400 tot 15 600 euro";9.8;10.0
558;Agglomeratie Haarlem;"3e 10%-groep; 15 600 tot 18 700 euro";9.7;10.0
559;Agglomeratie Haarlem;"4e 10%-groep; 18 700 tot 22 000 euro";9.5;10.0
560;Agglomeratie Haarlem;"5e 10%-groep; 22 000 tot 25 700 euro";9.1;9.0
561;Agglomeratie Haarlem;"6e 10%-groep; 25 700 tot 29 800 euro";8.9;9.0
562;Agglomeratie Haarlem;"7e 10%-groep; 29 800 tot 34 300 euro";8.7;9.0
563;Agglomeratie Haarlem;"8e 10%-groep; 34 300 tot 40 100 euro";9.2;9.0
564;Agglomeratie Haarlem;"9e 10%-groep; 40 100 tot 49 800 euro";9.8;10.0
565;Agglomeratie Haarlem;"10e 10%-groep; meer dan 49 800  euro";12.8;13.0
566;Agglomeratie Haarlem;"1e 10%-groep; minder dan 12 400 euro";10.3;11.0
567;Agglomeratie Haarlem;"2e-4e 10%-groep; 12 400 tot 22 000 euro";29.0;30.0
568;Agglomeratie Haarlem;"5e-8e 10%-groep; 22 000 tot 40 100 euro";35.9;37.0
569;Agglomeratie Haarlem;"9e-10e 10%-groep; meer dan 40 100 euro";22.6;23.0
570;Zaanstreek;Totaal particulier huishouden;65.6;100.0
571;Zaanstreek;"1e 10%-groep; minder dan 12 400 euro";5.6;8.0
572;Zaanstreek;"2e 10%-groep; 12 400 tot 15 600 euro";6.5;10.0
573;Zaanstreek;"3e 10%-groep; 15 600 tot 18 700 euro";6.6;10.0
574;Zaanstreek;"4e 10%-groep; 18 700 tot 22 000 euro";6.5;10.0
575;Zaanstreek;"5e 10%-groep; 22 000 tot 25 700 euro";6.7;10.0
576;Zaanstreek;"6e 10%-groep; 25 700 tot 29 800 euro";6.6;10.0
577;Zaanstreek;"7e 10%-groep; 29 800 tot 34 300 euro";7.0;11.0
578;Zaanstreek;"8e 10%-groep; 34 300 tot 40 100 euro";7.0;11.0
579;Zaanstreek;"9e 10%-groep; 40 100 tot 49 800 euro";7.1;11.0
580;Zaanstreek;"10e 10%-groep; meer dan 49 800  euro";6.0;9.0
581;Zaanstreek;"1e 10%-groep; minder dan 12 400 euro";5.6;8.0
582;Zaanstreek;"2e-4e 10%-groep; 12 400 tot 22 000 euro";19.6;30.0
583;Zaanstreek;"5e-8e 10%-groep; 22 000 tot 40 100 euro";27.3;42.0
584;Zaanstreek;"9e-10e 10%-groep; meer dan 40 100 euro";13.1;20.0
585;Groot-Amsterdam;Totaal particulier huishouden;556.3;100.0
586;Groot-Amsterdam;"1e 10%-groep; minder dan 12 400 euro";83.6;15.0
587;Groot-Amsterdam;"2e 10%-groep; 12 400 tot 15 600 euro";60.9;11.0
588;Groot-Amsterdam;"3e 10%-groep; 15 600 tot 18 700 euro";60.3;11.0
589;Groot-Amsterdam;"4e 10%-groep; 18 700 tot 22 000 euro";57.0;10.0
590;Groot-Amsterdam;"5e 10%-groep; 22 000 tot 25 700 euro";53.4;10.0
591;Groot-Amsterdam;"6e 10%-groep; 25 700 tot 29 800 euro";46.4;8.0
592;Groot-Amsterdam;"7e 10%-groep; 29 800 tot 34 300 euro";45.0;8.0
593;Groot-Amsterdam;"8e 10%-groep; 34 300 tot 40 100 euro";45.9;8.0
594;Groot-Amsterdam;"9e 10%-groep; 40 100 tot 49 800 euro";48.0;9.0
595;Groot-Amsterdam;"10e 10%-groep; meer dan 49 800  euro";55.8;10.0
596;Groot-Amsterdam;"1e 10%-groep; minder dan 12 400 euro";83.6;15.0
597;Groot-Amsterdam;"2e-4e 10%-groep; 12 400 tot 22 000 euro";178.2;32.0
598;Groot-Amsterdam;"5e-8e 10%-groep; 22 000 tot 40 100 euro";190.7;34.0
599;Groot-Amsterdam;"9e-10e 10%-groep; meer dan 40 100 euro";103.7;19.0
600;Het Gooi en Vechtstreek;Totaal particulier huishouden;104.7;100.0
601;Het Gooi en Vechtstreek;"1e 10%-groep; minder dan 12 400 euro";9.4;9.0
602;Het Gooi en Vechtstreek;"2e 10%-groep; 12 400 tot 15 600 euro";9.2;9.0
603;Het Gooi en Vechtstreek;"3e 10%-groep; 15 600 tot 18 700 euro";9.7;9.0
604;Het Gooi en Vechtstreek;"4e 10%-groep; 18 700 tot 22 000 euro";9.4;9.0
605;Het Gooi en Vechtstreek;"5e 10%-groep; 22 000 tot 25 700 euro";9.5;9.0
606;Het Gooi en Vechtstreek;"6e 10%-groep; 25 700 tot 29 800 euro";9.5;9.0
607;Het Gooi en Vechtstreek;"7e 10%-groep; 29 800 tot 34 300 euro";9.5;9.0
608;Het Gooi en Vechtstreek;"8e 10%-groep; 34 300 tot 40 100 euro";10.1;10.0
609;Het Gooi en Vechtstreek;"9e 10%-groep; 40 100 tot 49 800 euro";11.9;11.0
610;Het Gooi en Vechtstreek;"10e 10%-groep; meer dan 49 800  euro";16.5;16.0
611;Het Gooi en Vechtstreek;"1e 10%-groep; minder dan 12 400 euro";9.4;9.0
612;Het Gooi en Vechtstreek;"2e-4e 10%-groep; 12 400 tot 22 000 euro";28.3;27.0
613;Het Gooi en Vechtstreek;"5e-8e 10%-groep; 22 000 tot 40 100 euro";38.6;37.0
614;Het Gooi en Vechtstreek;"9e-10e 10%-groep; meer dan 40 100 euro";28.5;27.0
615;Agglomeratie Leiden en Bollenstreek;Totaal particulier huishouden;156.6;100.0
616;Agglomeratie Leiden en Bollenstreek;"1e 10%-groep; minder dan 12 400 euro";13.5;9.0
617;Agglomeratie Leiden en Bollenstreek;"2e 10%-groep; 12 400 tot 15 600 euro";13.7;9.0
618;Agglomeratie Leiden en Bollenstreek;"3e 10%-groep; 15 600 tot 18 700 euro";14.3;9.0
619;Agglomeratie Leiden en Bollenstreek;"4e 10%-groep; 18 700 tot 22 000 euro";14.8;9.0
620;Agglomeratie Leiden en Bollenstreek;"5e 10%-groep; 22 000 tot 25 700 euro";14.0;9.0
621;Agglomeratie Leiden en Bollenstreek;"6e 10%-groep; 25 700 tot 29 800 euro";14.4;9.0
622;Agglomeratie Leiden en Bollenstreek;"7e 10%-groep; 29 800 tot 34 300 euro";15.4;10.0
623;Agglomeratie Leiden en Bollenstreek;"8e 10%-groep; 34 300 tot 40 100 euro";16.3;10.0
624;Agglomeratie Leiden en Bollenstreek;"9e 10%-groep; 40 100 tot 49 800 euro";18.1;12.0
625;Agglomeratie Leiden en Bollenstreek;"10e 10%-groep; meer dan 49 800  euro";22.0;14.0
626;Agglomeratie Leiden en Bollenstreek;"1e 10%-groep; minder dan 12 400 euro";13.5;9.0
627;Agglomeratie Leiden en Bollenstreek;"2e-4e 10%-groep; 12 400 tot 22 000 euro";42.8;27.0
628;Agglomeratie Leiden en Bollenstreek;"5e-8e 10%-groep; 22 000 tot 40 100 euro";60.1;38.0
629;Agglomeratie Leiden en Bollenstreek;"9e-10e 10%-groep; meer dan 40 100 euro";40.1;26.0
630;Agglomeratie 's-Gravenhage;Totaal particulier huishouden;343.4;100.0
631;Agglomeratie 's-Gravenhage;"1e 10%-groep; minder dan 12 400 euro";42.4;12.0
632;Agglomeratie 's-Gravenhage;"2e 10%-groep; 12 400 tot 15 600 euro";36.6;11.0
633;Agglomeratie 's-Gravenhage;"3e 10%-groep; 15 600 tot 18 700 euro";36.6;11.0
634;Agglomeratie 's-Gravenhage;"4e 10%-groep; 18 700 tot 22 000 euro";35.6;10.0
635;Agglomeratie 's-Gravenhage;"5e 10%-groep; 22 000 tot 25 700 euro";33.0;10.0
636;Agglomeratie 's-Gravenhage;"6e 10%-groep; 25 700 tot 29 800 euro";30.8;9.0
637;Agglomeratie 's-Gravenhage;"7e 10%-groep; 29 800 tot 34 300 euro";29.7;9.0
638;Agglomeratie 's-Gravenhage;"8e 10%-groep; 34 300 tot 40 100 euro";29.9;9.0
639;Agglomeratie 's-Gravenhage;"9e 10%-groep; 40 100 tot 49 800 euro";31.8;9.0
640;Agglomeratie 's-Gravenhage;"10e 10%-groep; meer dan 49 800  euro";37.0;11.0
641;Agglomeratie 's-Gravenhage;"1e 10%-groep; minder dan 12 400 euro";42.4;12.0
642;Agglomeratie 's-Gravenhage;"2e-4e 10%-groep; 12 400 tot 22 000 euro";108.8;32.0
