ID;GemeentelijkeHeffingenVanaf2017;Regiokenmerken;Perioden;GemeentelijkeHeffingenInMlnEuro_1;GemeentelijkeHeffingenEuroInwoner_2
29;Totaal onroerendezaakbelasting;Noord-Nederland (LD);2011;311.0;181.0
30;Totaal onroerendezaakbelasting;Noord-Nederland (LD);2012;334.0;194.0
31;Totaal onroerendezaakbelasting;Noord-Nederland (LD);2013;349.0;203.0
32;Totaal onroerendezaakbelasting;Noord-Nederland (LD);2014;363.0;211.0
33;Totaal onroerendezaakbelasting;Noord-Nederland (LD);2015;375.0;218.0
34;Totaal onroerendezaakbelasting;Noord-Nederland (LD);2016;387.0;225.0
35;Totaal onroerendezaakbelasting;Noord-Nederland (LD);2017;396.0;230.0
36;Totaal onroerendezaakbelasting;Noord-Nederland (LD);2018;404.0;234.0
37;Totaal onroerendezaakbelasting;Noord-Nederland (LD);2019;424.0;246.0
38;Totaal onroerendezaakbelasting;Noord-Nederland (LD);2020;447.0;258.0
39;Totaal onroerendezaakbelasting;Noord-Nederland (LD);2021;478.0;276.0
40;Totaal onroerendezaakbelasting;Noord-Nederland (LD);2022;497.0;285.0
41;Totaal onroerendezaakbelasting;Noord-Nederland (LD);2023;521.0;296.0
42;Totaal onroerendezaakbelasting;Noord-Nederland (LD);2024;553.0;313.0
43;Totaal onroerendezaakbelasting;Noord-Nederland (LD);2025;578.0;326.0
44;Totaal onroerendezaakbelasting;Oost-Nederland (LD);2004;684.0;199.0
45;Totaal onroerendezaakbelasting;Oost-Nederland (LD);2005;711.0;207.0
46;Totaal onroerendezaakbelasting;Oost-Nederland (LD);2006;518.0;150.0
47;Totaal onroerendezaakbelasting;Oost-Nederland (LD);2007;540.0;156.0
48;Totaal onroerendezaakbelasting;Oost-Nederland (LD);2008;571.0;164.0
49;Totaal onroerendezaakbelasting;Oost-Nederland (LD);2009;604.0;173.0
50;Totaal onroerendezaakbelasting;Oost-Nederland (LD);2010;631.0;179.0
51;Totaal onroerendezaakbelasting;Oost-Nederland (LD);2011;654.0;185.0
52;Totaal onroerendezaakbelasting;Oost-Nederland (LD);2012;687.0;194.0
53;Totaal onroerendezaakbelasting;Oost-Nederland (LD);2013;725.0;204.0
54;Totaal onroerendezaakbelasting;Oost-Nederland (LD);2014;750.0;211.0
55;Totaal onroerendezaakbelasting;Oost-Nederland (LD);2015;781.0;219.0
56;Totaal onroerendezaakbelasting;Oost-Nederland (LD);2016;806.0;225.0
57;Totaal onroerendezaakbelasting;Oost-Nederland (LD);2017;831.0;231.0
58;Totaal onroerendezaakbelasting;Oost-Nederland (LD);2018;854.0;236.0
59;Totaal onroerendezaakbelasting;Oost-Nederland (LD);2019;885.0;243.0
60;Totaal onroerendezaakbelasting;Oost-Nederland (LD);2020;934.0;254.0
61;Totaal onroerendezaakbelasting;Oost-Nederland (LD);2021;983.0;266.0
62;Totaal onroerendezaakbelasting;Oost-Nederland (LD);2022;1020.0;274.0
63;Totaal onroerendezaakbelasting;Oost-Nederland (LD);2023;1068.0;284.0
64;Totaal onroerendezaakbelasting;Oost-Nederland (LD);2024;1145.0;302.0
65;Totaal onroerendezaakbelasting;Oost-Nederland (LD);2025;1237.0;324.0
66;Totaal onroerendezaakbelasting;West-Nederland (LD);2004;1666.0;220.0
67;Totaal onroerendezaakbelasting;West-Nederland (LD);2005;1714.0;226.0
68;Totaal onroerendezaakbelasting;West-Nederland (LD);2006;1270.0;167.0
69;Totaal onroerendezaakbelasting;West-Nederland (LD);2007;1307.0;171.0
70;Totaal onroerendezaakbelasting;West-Nederland (LD);2008;1342.0;175.0
71;Totaal onroerendezaakbelasting;West-Nederland (LD);2009;1397.0;181.0
72;Totaal onroerendezaakbelasting;West-Nederland (LD);2010;1433.0;184.0
73;Totaal onroerendezaakbelasting;West-Nederland (LD);2011;1476.0;188.0
74;Totaal onroerendezaakbelasting;West-Nederland (LD);2012;1550.0;197.0
75;Totaal onroerendezaakbelasting;West-Nederland (LD);2013;1636.0;207.0
76;Totaal onroerendezaakbelasting;West-Nederland (LD);2014;1693.0;213.0
77;Totaal onroerendezaakbelasting;West-Nederland (LD);2015;1741.0;217.0
78;Totaal onroerendezaakbelasting;West-Nederland (LD);2016;1792.0;222.0
79;Totaal onroerendezaakbelasting;West-Nederland (LD);2017;1828.0;225.0
80;Totaal onroerendezaakbelasting;West-Nederland (LD);2018;1868.0;228.0
81;Totaal onroerendezaakbelasting;West-Nederland (LD);2019;1931.0;234.0
82;Totaal onroerendezaakbelasting;West-Nederland (LD);2020;2015.0;242.0
83;Totaal onroerendezaakbelasting;West-Nederland (LD);2021;2147.0;257.0
84;Totaal onroerendezaakbelasting;West-Nederland (LD);2022;2253.0;268.0
85;Totaal onroerendezaakbelasting;West-Nederland (LD);2023;2493.0;292.0
86;Totaal onroerendezaakbelasting;West-Nederland (LD);2024;2700.0;313.0
87;Totaal onroerendezaakbelasting;West-Nederland (LD);2025;2981.0;344.0
88;Totaal onroerendezaakbelasting;Zuid-Nederland (LD);2004;670.0;189.0
89;Totaal onroerendezaakbelasting;Zuid-Nederland (LD);2005;707.0;199.0
90;Totaal onroerendezaakbelasting;Zuid-Nederland (LD);2006;515.0;145.0
91;Totaal onroerendezaakbelasting;Zuid-Nederland (LD);2007;530.0;150.0
92;Totaal onroerendezaakbelasting;Zuid-Nederland (LD);2008;556.0;157.0
93;Totaal onroerendezaakbelasting;Zuid-Nederland (LD);2009;580.0;163.0
94;Totaal onroerendezaakbelasting;Zuid-Nederland (LD);2010;599.0;168.0
95;Totaal onroerendezaakbelasting;Zuid-Nederland (LD);2011;625.0;175.0
96;Totaal onroerendezaakbelasting;Zuid-Nederland (LD);2012;662.0;184.0
97;Totaal onroerendezaakbelasting;Zuid-Nederland (LD);2013;698.0;194.0
98;Totaal onroerendezaakbelasting;Zuid-Nederland (LD);2014;729.0;203.0
99;Totaal onroerendezaakbelasting;Zuid-Nederland (LD);2015;755.0;209.0
100;Totaal onroerendezaakbelasting;Zuid-Nederland (LD);2016;774.0;214.0
101;Totaal onroerendezaakbelasting;Zuid-Nederland (LD);2017;798.0;220.0
102;Totaal onroerendezaakbelasting;Zuid-Nederland (LD);2018;824.0;226.0
103;Totaal onroerendezaakbelasting;Zuid-Nederland (LD);2019;869.0;237.0
104;Totaal onroerendezaakbelasting;Zuid-Nederland (LD);2020;913.0;248.0
105;Totaal onroerendezaakbelasting;Zuid-Nederland (LD);2021;948.0;257.0
106;Totaal onroerendezaakbelasting;Zuid-Nederland (LD);2022;986.0;266.0
107;Totaal onroerendezaakbelasting;Zuid-Nederland (LD);2023;1027.0;274.0
108;Totaal onroerendezaakbelasting;Zuid-Nederland (LD);2024;1094.0;290.0
109;Totaal onroerendezaakbelasting;Zuid-Nederland (LD);2025;1167.0;307.0
110;Totaal onroerendezaakbelasting;Groningen (PV);2004;121.0;211.0
111;Totaal onroerendezaakbelasting;Groningen (PV);2005;129.0;225.0
112;Totaal onroerendezaakbelasting;Groningen (PV);2006;96.0;167.0
113;Totaal onroerendezaakbelasting;Groningen (PV);2007;98.0;171.0
114;Totaal onroerendezaakbelasting;Groningen (PV);2008;103.0;179.0
115;Totaal onroerendezaakbelasting;Groningen (PV);2009;109.0;190.0
116;Totaal onroerendezaakbelasting;Groningen (PV);2010;113.0;197.0
117;Totaal onroerendezaakbelasting;Groningen (PV);2011;119.0;206.0
118;Totaal onroerendezaakbelasting;Groningen (PV);2012;131.0;226.0
119;Totaal onroerendezaakbelasting;Groningen (PV);2013;138.0;237.0
120;Totaal onroerendezaakbelasting;Groningen (PV);2014;143.0;245.0
121;Totaal onroerendezaakbelasting;Groningen (PV);2015;148.0;253.0
122;Totaal onroerendezaakbelasting;Groningen (PV);2016;153.0;262.0
123;Totaal onroerendezaakbelasting;Groningen (PV);2017;158.0;271.0
124;Totaal onroerendezaakbelasting;Groningen (PV);2018;163.0;280.0
125;Totaal onroerendezaakbelasting;Groningen (PV);2019;177.0;303.0
126;Totaal onroerendezaakbelasting;Groningen (PV);2020;192.0;328.0
127;Totaal onroerendezaakbelasting;Groningen (PV);2021;206.0;351.0
128;Totaal onroerendezaakbelasting;Groningen (PV);2022;218.0;369.0
129;Totaal onroerendezaakbelasting;Groningen (PV);2023;231.0;388.0
130;Totaal onroerendezaakbelasting;Groningen (PV);2024;246.0;410.0
131;Totaal onroerendezaakbelasting;Groningen (PV);2025;257.0;425.0
132;Totaal onroerendezaakbelasting;Fryslân (PV);2004;125.0;195.0
133;Totaal onroerendezaakbelasting;Fryslân (PV);2005;133.0;207.0
134;Totaal onroerendezaakbelasting;Fryslân (PV);2006;96.0;149.0
135;Totaal onroerendezaakbelasting;Fryslân (PV);2007;91.0;142.0
136;Totaal onroerendezaakbelasting;Fryslân (PV);2008;97.0;151.0
137;Totaal onroerendezaakbelasting;Fryslân (PV);2009;103.0;159.0
138;Totaal onroerendezaakbelasting;Fryslân (PV);2010;108.0;167.0
139;Totaal onroerendezaakbelasting;Fryslân (PV);2011;111.0;172.0
140;Totaal onroerendezaakbelasting;Fryslân (PV);2012;117.0;181.0
141;Totaal onroerendezaakbelasting;Fryslân (PV);2013;121.0;187.0
142;Totaal onroerendezaakbelasting;Fryslân (PV);2014;126.0;195.0
143;Totaal onroerendezaakbelasting;Fryslân (PV);2015;131.0;202.0
144;Totaal onroerendezaakbelasting;Fryslân (PV);2016;134.0;208.0
145;Totaal onroerendezaakbelasting;Fryslân (PV);2017;136.0;210.0
146;Totaal onroerendezaakbelasting;Fryslân (PV);2018;137.0;212.0
147;Totaal onroerendezaakbelasting;Fryslân (PV);2019;141.0;217.0
148;Totaal onroerendezaakbelasting;Fryslân (PV);2020;145.0;223.0
149;Totaal onroerendezaakbelasting;Fryslân (PV);2021;151.0;232.0
150;Totaal onroerendezaakbelasting;Fryslân (PV);2022;157.0;240.0
151;Totaal onroerendezaakbelasting;Fryslân (PV);2023;164.0;248.0
152;Totaal onroerendezaakbelasting;Fryslân (PV);2024;174.0;263.0
153;Totaal onroerendezaakbelasting;Fryslân (PV);2025;185.0;278.0
154;Totaal onroerendezaakbelasting;Drenthe (PV);2004;90.0;187.0
155;Totaal onroerendezaakbelasting;Drenthe (PV);2005;94.0;195.0
156;Totaal onroerendezaakbelasting;Drenthe (PV);2006;68.0;140.0
157;Totaal onroerendezaakbelasting;Drenthe (PV);2007;68.0;141.0
158;Totaal onroerendezaakbelasting;Drenthe (PV);2008;71.0;146.0
159;Totaal onroerendezaakbelasting;Drenthe (PV);2009;76.0;155.0
160;Totaal onroerendezaakbelasting;Drenthe (PV);2010;77.0;157.0
161;Totaal onroerendezaakbelasting;Drenthe (PV);2011;80.0;163.0
162;Totaal onroerendezaakbelasting;Drenthe (PV);2012;86.0;175.0
163;Totaal onroerendezaakbelasting;Drenthe (PV);2013;90.0;184.0
164;Totaal onroerendezaakbelasting;Drenthe (PV);2014;94.0;193.0
165;Totaal onroerendezaakbelasting;Drenthe (PV);2015;97.0;199.0
166;Totaal onroerendezaakbelasting;Drenthe (PV);2016;100.0;205.0
167;Totaal onroerendezaakbelasting;Drenthe (PV);2017;102.0;207.0
168;Totaal onroerendezaakbelasting;Drenthe (PV);2018;103.0;209.0
169;Totaal onroerendezaakbelasting;Drenthe (PV);2019;106.0;215.0
170;Totaal onroerendezaakbelasting;Drenthe (PV);2020;109.0;222.0
171;Totaal onroerendezaakbelasting;Drenthe (PV);2021;120.0;243.0
172;Totaal onroerendezaakbelasting;Drenthe (PV);2022;122.0;246.0
173;Totaal onroerendezaakbelasting;Drenthe (PV);2023;126.0;252.0
174;Totaal onroerendezaakbelasting;Drenthe (PV);2024;133.0;263.0
175;Totaal onroerendezaakbelasting;Drenthe (PV);2025;136.0;269.0
176;Totaal onroerendezaakbelasting;Overijssel (PV);2004;211.0;191.0
177;Totaal onroerendezaakbelasting;Overijssel (PV);2005;221.0;199.0
178;Totaal onroerendezaakbelasting;Overijssel (PV);2006;167.0;150.0
179;Totaal onroerendezaakbelasting;Overijssel (PV);2007;169.0;151.0
180;Totaal onroerendezaakbelasting;Overijssel (PV);2008;176.0;157.0
181;Totaal onroerendezaakbelasting;Overijssel (PV);2009;185.0;165.0
182;Totaal onroerendezaakbelasting;Overijssel (PV);2010;195.0;172.0
183;Totaal onroerendezaakbelasting;Overijssel (PV);2011;202.0;178.0
184;Totaal onroerendezaakbelasting;Overijssel (PV);2012;213.0;187.0
185;Totaal onroerendezaakbelasting;Overijssel (PV);2013;224.0;196.0
186;Totaal onroerendezaakbelasting;Overijssel (PV);2014;232.0;204.0
187;Totaal onroerendezaakbelasting;Overijssel (PV);2015;242.0;212.0
188;Totaal onroerendezaakbelasting;Overijssel (PV);2016;249.0;217.0
189;Totaal onroerendezaakbelasting;Overijssel (PV);2017;258.0;224.0
190;Totaal onroerendezaakbelasting;Overijssel (PV);2018;268.0;233.0
191;Totaal onroerendezaakbelasting;Overijssel (PV);2019;282.0;244.0
192;Totaal onroerendezaakbelasting;Overijssel (PV);2020;301.0;259.0
193;Totaal onroerendezaakbelasting;Overijssel (PV);2021;316.0;271.0
194;Totaal onroerendezaakbelasting;Overijssel (PV);2022;327.0;279.0
195;Totaal onroerendezaakbelasting;Overijssel (PV);2023;338.0;285.0
196;Totaal onroerendezaakbelasting;Overijssel (PV);2024;360.0;302.0
197;Totaal onroerendezaakbelasting;Overijssel (PV);2025;387.0;324.0
198;Totaal onroerendezaakbelasting;Flevoland (PV);2004;70.0;196.0
199;Totaal onroerendezaakbelasting;Flevoland (PV);2005;76.0;208.0
200;Totaal onroerendezaakbelasting;Flevoland (PV);2006;56.0;150.0
201;Totaal onroerendezaakbelasting;Flevoland (PV);2007;58.0;155.0
202;Totaal onroerendezaakbelasting;Flevoland (PV);2008;62.0;164.0
203;Totaal onroerendezaakbelasting;Flevoland (PV);2009;67.0;175.0
204;Totaal onroerendezaakbelasting;Flevoland (PV);2010;70.0;181.0
205;Totaal onroerendezaakbelasting;Flevoland (PV);2011;72.0;183.0
206;Totaal onroerendezaakbelasting;Flevoland (PV);2012;78.0;197.0
207;Totaal onroerendezaakbelasting;Flevoland (PV);2013;81.0;204.0
208;Totaal onroerendezaakbelasting;Flevoland (PV);2014;83.0;207.0
209;Totaal onroerendezaakbelasting;Flevoland (PV);2015;87.0;216.0
210;Totaal onroerendezaakbelasting;Flevoland (PV);2016;90.0;222.0
211;Totaal onroerendezaakbelasting;Flevoland (PV);2017;91.0;224.0
212;Totaal onroerendezaakbelasting;Flevoland (PV);2018;94.0;227.0
213;Totaal onroerendezaakbelasting;Flevoland (PV);2019;97.0;233.0
214;Totaal onroerendezaakbelasting;Flevoland (PV);2020;100.0;237.0
215;Totaal onroerendezaakbelasting;Flevoland (PV);2021;106.0;247.0
216;Totaal onroerendezaakbelasting;Flevoland (PV);2022;112.0;258.0
217;Totaal onroerendezaakbelasting;Flevoland (PV);2023;121.0;272.0
218;Totaal onroerendezaakbelasting;Flevoland (PV);2024;132.0;293.0
219;Totaal onroerendezaakbelasting;Flevoland (PV);2025;150.0;329.0
220;Totaal onroerendezaakbelasting;Gelderland (PV);2004;402.0;205.0
221;Totaal onroerendezaakbelasting;Gelderland (PV);2005;415.0;210.0
222;Totaal onroerendezaakbelasting;Gelderland (PV);2006;296.0;150.0
223;Totaal onroerendezaakbelasting;Gelderland (PV);2007;313.0;158.0
224;Totaal onroerendezaakbelasting;Gelderland (PV);2008;332.0;167.0
225;Totaal onroerendezaakbelasting;Gelderland (PV);2009;352.0;177.0
226;Totaal onroerendezaakbelasting;Gelderland (PV);2010;366.0;183.0
227;Totaal onroerendezaakbelasting;Gelderland (PV);2011;380.0;189.0
228;Totaal onroerendezaakbelasting;Gelderland (PV);2012;397.0;197.0
229;Totaal onroerendezaakbelasting;Gelderland (PV);2013;420.0;208.0
230;Totaal onroerendezaakbelasting;Gelderland (PV);2014;435.0;215.0
231;Totaal onroerendezaakbelasting;Gelderland (PV);2015;453.0;223.0
232;Totaal onroerendezaakbelasting;Gelderland (PV);2016;467.0;230.0
233;Totaal onroerendezaakbelasting;Gelderland (PV);2017;482.0;236.0
234;Totaal onroerendezaakbelasting;Gelderland (PV);2018;492.0;239.0
235;Totaal onroerendezaakbelasting;Gelderland (PV);2019;506.0;244.0
236;Totaal onroerendezaakbelasting;Gelderland (PV);2020;533.0;255.0
237;Totaal onroerendezaakbelasting;Gelderland (PV);2021;562.0;268.0
238;Totaal onroerendezaakbelasting;Gelderland (PV);2022;581.0;275.0
239;Totaal onroerendezaakbelasting;Gelderland (PV);2023;609.0;285.0
240;Totaal onroerendezaakbelasting;Gelderland (PV);2024;653.0;304.0
241;Totaal onroerendezaakbelasting;Gelderland (PV);2025;700.0;324.0
242;Totaal onroerendezaakbelasting;Utrecht (PV);2004;252.0;217.0
243;Totaal onroerendezaakbelasting;Utrecht (PV);2005;259.0;221.0
244;Totaal onroerendezaakbelasting;Utrecht (PV);2006;190.0;161.0
245;Totaal onroerendezaakbelasting;Utrecht (PV);2007;195.0;164.0
246;Totaal onroerendezaakbelasting;Utrecht (PV);2008;201.0;167.0
247;Totaal onroerendezaakbelasting;Utrecht (PV);2009;211.0;174.0
248;Totaal onroerendezaakbelasting;Utrecht (PV);2010;213.0;175.0
249;Totaal onroerendezaakbelasting;Utrecht (PV);2011;224.0;182.0
250;Totaal onroerendezaakbelasting;Utrecht (PV);2012;235.0;190.0
251;Totaal onroerendezaakbelasting;Utrecht (PV);2013;256.0;205.0
252;Totaal onroerendezaakbelasting;Utrecht (PV);2014;264.0;211.0
253;Totaal onroerendezaakbelasting;Utrecht (PV);2015;269.0;213.0
254;Totaal onroerendezaakbelasting;Utrecht (PV);2016;287.0;225.0
255;Totaal onroerendezaakbelasting;Utrecht (PV);2017;298.0;232.0
256;Totaal onroerendezaakbelasting;Utrecht (PV);2018;303.0;234.0
257;Totaal onroerendezaakbelasting;Utrecht (PV);2019;322.0;240.0
258;Totaal onroerendezaakbelasting;Utrecht (PV);2020;340.0;251.0
259;Totaal onroerendezaakbelasting;Utrecht (PV);2021;357.0;262.0
260;Totaal onroerendezaakbelasting;Utrecht (PV);2022;387.0;282.0
261;Totaal onroerendezaakbelasting;Utrecht (PV);2023;429.0;309.0
262;Totaal onroerendezaakbelasting;Utrecht (PV);2024;462.0;330.0
263;Totaal onroerendezaakbelasting;Utrecht (PV);2025;511.0;363.0
264;Totaal onroerendezaakbelasting;Noord-Holland (PV);2004;546.0;212.0
265;Totaal onroerendezaakbelasting;Noord-Holland (PV);2005;563.0;217.0
266;Totaal onroerendezaakbelasting;Noord-Holland (PV);2006;423.0;162.0
267;Totaal onroerendezaakbelasting;Noord-Holland (PV);2007;433.0;166.0
268;Totaal onroerendezaakbelasting;Noord-Holland (PV);2008;444.0;169.0
269;Totaal onroerendezaakbelasting;Noord-Holland (PV);2009;462.0;174.0
270;Totaal onroerendezaakbelasting;Noord-Holland (PV);2010;478.0;179.0
271;Totaal onroerendezaakbelasting;Noord-Holland (PV);2011;493.0;183.0
272;Totaal onroerendezaakbelasting;Noord-Holland (PV);2012;528.0;195.0
273;Totaal onroerendezaakbelasting;Noord-Holland (PV);2013;543.0;199.0
274;Totaal onroerendezaakbelasting;Noord-Holland (PV);2014;554.0;202.0
275;Totaal onroerendezaakbelasting;Noord-Holland (PV);2015;566.0;205.0
276;Totaal onroerendezaakbelasting;Noord-Holland (PV);2016;578.0;207.0
277;Totaal onroerendezaakbelasting;Noord-Holland (PV);2017;593.0;211.0
278;Totaal onroerendezaakbelasting;Noord-Holland (PV);2018;606.0;214.0
279;Totaal onroerendezaakbelasting;Noord-Holland (PV);2019;628.0;220.0
280;Totaal onroerendezaakbelasting;Noord-Holland (PV);2020;654.0;227.0
281;Totaal onroerendezaakbelasting;Noord-Holland (PV);2021;720.0;249.0
282;Totaal onroerendezaakbelasting;Noord-Holland (PV);2022;744.0;256.0
283;Totaal onroerendezaakbelasting;Noord-Holland (PV);2023;840.0;284.0
284;Totaal onroerendezaakbelasting;Noord-Holland (PV);2024;904.0;303.0
285;Totaal onroerendezaakbelasting;Noord-Holland (PV);2025;1034.0;345.0
286;Totaal onroerendezaakbelasting;Zuid-Holland (PV);2004;793.0;230.0
287;Totaal onroerendezaakbelasting;Zuid-Holland (PV);2005;813.0;235.0
288;Totaal onroerendezaakbelasting;Zuid-Holland (PV);2006;599.0;173.0
289;Totaal onroerendezaakbelasting;Zuid-Holland (PV);2007;619.0;179.0
290;Totaal onroerendezaakbelasting;Zuid-Holland (PV);2008;635.0;183.0
291;Totaal onroerendezaakbelasting;Zuid-Holland (PV);2009;658.0;189.0
292;Totaal onroerendezaakbelasting;Zuid-Holland (PV);2010;673.0;192.0
293;Totaal onroerendezaakbelasting;Zuid-Holland (PV);2011;688.0;195.0
294;Totaal onroerendezaakbelasting;Zuid-Holland (PV);2012;712.0;200.0
295;Totaal onroerendezaakbelasting;Zuid-Holland (PV);2013;761.0;213.0
296;Totaal onroerendezaakbelasting;Zuid-Holland (PV);2014;794.0;222.0
297;Totaal onroerendezaakbelasting;Zuid-Holland (PV);2015;822.0;228.0
298;Totaal onroerendezaakbelasting;Zuid-Holland (PV);2016;841.0;232.0
299;Totaal onroerendezaakbelasting;Zuid-Holland (PV);2017;850.0;233.0
300;Totaal onroerendezaakbelasting;Zuid-Holland (PV);2018;867.0;235.0
301;Totaal onroerendezaakbelasting;Zuid-Holland (PV);2019;884.0;241.0
302;Totaal onroerendezaakbelasting;Zuid-Holland (PV);2020;920.0;248.0
303;Totaal onroerendezaakbelasting;Zuid-Holland (PV);2021;966.0;259.0
304;Totaal onroerendezaakbelasting;Zuid-Holland (PV);2022;1013.0;270.0
305;Totaal onroerendezaakbelasting;Zuid-Holland (PV);2023;1110.0;292.0
306;Totaal onroerendezaakbelasting;Zuid-Holland (PV);2024;1214.0;316.0
307;Totaal onroerendezaakbelasting;Zuid-Holland (PV);2025;1309.0;339.0
308;Totaal onroerendezaakbelasting;Zeeland (PV);2004;75.0;198.0
309;Totaal onroerendezaakbelasting;Zeeland (PV);2005;79.0;208.0
310;Totaal onroerendezaakbelasting;Zeeland (PV);2006;58.0;152.0
311;Totaal onroerendezaakbelasting;Zeeland (PV);2007;60.0;158.0
312;Totaal onroerendezaakbelasting;Zeeland (PV);2008;62.0;163.0
313;Totaal onroerendezaakbelasting;Zeeland (PV);2009;66.0;173.0
314;Totaal onroerendezaakbelasting;Zeeland (PV);2010;69.0;180.0
315;Totaal onroerendezaakbelasting;Zeeland (PV);2011;71.0;187.0
316;Totaal onroerendezaakbelasting;Zeeland (PV);2012;75.0;197.0
317;Totaal onroerendezaakbelasting;Zeeland (PV);2013;78.0;204.0
318;Totaal onroerendezaakbelasting;Zeeland (PV);2014;80.0;211.0
319;Totaal onroerendezaakbelasting;Zeeland (PV);2015;83.0;218.0
320;Totaal onroerendezaakbelasting;Zeeland (PV);2016;86.0;225.0
321;Totaal onroerendezaakbelasting;Zeeland (PV);2017;88.0;230.0
322;Totaal onroerendezaakbelasting;Zeeland (PV);2018;92.0;240.0
323;Totaal onroerendezaakbelasting;Zeeland (PV);2019;96.0;250.0
324;Totaal onroerendezaakbelasting;Zeeland (PV);2020;100.0;261.0
325;Totaal onroerendezaakbelasting;Zeeland (PV);2021;105.0;273.0
326;Totaal onroerendezaakbelasting;Zeeland (PV);2022;109.0;282.0
327;Totaal onroerendezaakbelasting;Zeeland (PV);2023;114.0;291.0
328;Totaal onroerendezaakbelasting;Zeeland (PV);2024;120.0;306.0
329;Totaal onroerendezaakbelasting;Zeeland (PV);2025;127.0;323.0
330;Totaal onroerendezaakbelasting;Noord-Brabant (PV);2004;439.0;183.0
331;Totaal onroerendezaakbelasting;Noord-Brabant (PV);2005;465.0;193.0
332;Totaal onroerendezaakbelasting;Noord-Brabant (PV);2006;339.0;140.0
333;Totaal onroerendezaakbelasting;Noord-Brabant (PV);2007;352.0;145.0
334;Totaal onroerendezaakbelasting;Noord-Brabant (PV);2008;367.0;152.0
335;Totaal onroerendezaakbelasting;Noord-Brabant (PV);2009;385.0;158.0
336;Totaal onroerendezaakbelasting;Noord-Brabant (PV);2010;397.0;162.0
337;Totaal onroerendezaakbelasting;Noord-Brabant (PV);2011;414.0;169.0
338;Totaal onroerendezaakbelasting;Noord-Brabant (PV);2012;436.0;177.0
339;Totaal onroerendezaakbelasting;Noord-Brabant (PV);2013;462.0;187.0
340;Totaal onroerendezaakbelasting;Noord-Brabant (PV);2014;483.0;195.0
341;Totaal onroerendezaakbelasting;Noord-Brabant (PV);2015;499.0;201.0
342;Totaal onroerendezaakbelasting;Noord-Brabant (PV);2016;511.0;204.0
343;Totaal onroerendezaakbelasting;Noord-Brabant (PV);2017;525.0;209.0
344;Totaal onroerendezaakbelasting;Noord-Brabant (PV);2018;542.0;214.0
345;Totaal onroerendezaakbelasting;Noord-Brabant (PV);2019;573.0;225.0
346;Totaal onroerendezaakbelasting;Noord-Brabant (PV);2020;603.0;235.0
347;Totaal onroerendezaakbelasting;Noord-Brabant (PV);2021;625.0;243.0
348;Totaal onroerendezaakbelasting;Noord-Brabant (PV);2022;653.0;252.0
349;Totaal onroerendezaakbelasting;Noord-Brabant (PV);2023;680.0;259.0
350;Totaal onroerendezaakbelasting;Noord-Brabant (PV);2024;729.0;276.0
351;Totaal onroerendezaakbelasting;Noord-Brabant (PV);2025;784.0;294.0
352;Totaal onroerendezaakbelasting;Limburg (PV);2004;231.0;203.0
353;Totaal onroerendezaakbelasting;Limburg (PV);2005;242.0;213.0
