ID;Afzetgebieden;AlleProdComCoderingen;Perioden;ProducentenprijsindexPPI_1;MaandmutatiePPI_2;JaarmutatiePPI_3
325;Totaal afzetprijzen;051 Steenkool;2021 augustus;;;
326;Totaal afzetprijzen;051 Steenkool;2021 september;;;
327;Totaal afzetprijzen;051 Steenkool;2021 oktober;;;
328;Totaal afzetprijzen;051 Steenkool;2021 november;;;
329;Totaal afzetprijzen;051 Steenkool;2021 december;;;
330;Totaal afzetprijzen;051 Steenkool;2021;;;
331;Totaal afzetprijzen;051 Steenkool;2022 januari;;;
332;Totaal afzetprijzen;051 Steenkool;2022 februari;;;
333;Totaal afzetprijzen;051 Steenkool;2022 maart;;;
334;Totaal afzetprijzen;051 Steenkool;2022 april;;;
335;Totaal afzetprijzen;051 Steenkool;2022 mei;;;
336;Totaal afzetprijzen;051 Steenkool;2022 juni;;;
337;Totaal afzetprijzen;051 Steenkool;2022 juli;;;
338;Totaal afzetprijzen;051 Steenkool;2022 augustus;;;
339;Totaal afzetprijzen;051 Steenkool;2022 september;;;
340;Totaal afzetprijzen;051 Steenkool;2022 oktober;;;
341;Totaal afzetprijzen;051 Steenkool;2022 november;;;
342;Totaal afzetprijzen;051 Steenkool;2022 december ;;;
343;Totaal afzetprijzen;051 Steenkool;2022;;;
344;Totaal afzetprijzen;051 Steenkool;2023 januari;;;
345;Totaal afzetprijzen;051 Steenkool;2023 februari;;;
346;Totaal afzetprijzen;051 Steenkool;2023 maart;;;
347;Totaal afzetprijzen;051 Steenkool;2023 april;;;
348;Totaal afzetprijzen;051 Steenkool;2023 mei;;;
349;Totaal afzetprijzen;051 Steenkool;2023 juni;;;
350;Totaal afzetprijzen;051 Steenkool;2023 juli;;;
351;Totaal afzetprijzen;051 Steenkool;2023 augustus;;;
352;Totaal afzetprijzen;051 Steenkool;2023 september;;;
353;Totaal afzetprijzen;051 Steenkool;2023 oktober;;;
354;Totaal afzetprijzen;051 Steenkool;2023 november;;;
355;Totaal afzetprijzen;051 Steenkool;2023 december;;;
356;Totaal afzetprijzen;051 Steenkool;2023;;;
357;Totaal afzetprijzen;051 Steenkool;2024 januari;;;
358;Totaal afzetprijzen;051 Steenkool;2024 februari;;;
359;Totaal afzetprijzen;051 Steenkool;2024 maart;;;
360;Totaal afzetprijzen;051 Steenkool;2024 april;;;
361;Totaal afzetprijzen;051 Steenkool;2024 mei;;;
362;Totaal afzetprijzen;051 Steenkool;2024  juni;;;
363;Totaal afzetprijzen;051 Steenkool;2024 juli;;;
364;Totaal afzetprijzen;051 Steenkool;2024 augustus;;;
365;Totaal afzetprijzen;051 Steenkool;2024 september;;;
366;Totaal afzetprijzen;051 Steenkool;2024 oktober;;;
367;Totaal afzetprijzen;051 Steenkool;2024 november;;;
368;Totaal afzetprijzen;051 Steenkool;2024 december;;;
369;Totaal afzetprijzen;051 Steenkool;2024;;;
370;Totaal afzetprijzen;051 Steenkool;2025 januari;;;
371;Totaal afzetprijzen;051 Steenkool;2025 februari;;;
372;Totaal afzetprijzen;052 Bruinkool;2018 januari;;;
373;Totaal afzetprijzen;052 Bruinkool;2018 februari;;;
374;Totaal afzetprijzen;052 Bruinkool;2018 maart;;;
375;Totaal afzetprijzen;052 Bruinkool;2018 april;;;
376;Totaal afzetprijzen;052 Bruinkool;2018 mei;;;
377;Totaal afzetprijzen;052 Bruinkool;2018 juni;;;
378;Totaal afzetprijzen;052 Bruinkool;2018 juli;;;
379;Totaal afzetprijzen;052 Bruinkool;2018 augustus;;;
380;Totaal afzetprijzen;052 Bruinkool;2018 september;;;
381;Totaal afzetprijzen;052 Bruinkool;2018 oktober;;;
382;Totaal afzetprijzen;052 Bruinkool;2018 november;;;
383;Totaal afzetprijzen;052 Bruinkool;2018 december;;;
384;Totaal afzetprijzen;052 Bruinkool;2018;;;
385;Totaal afzetprijzen;052 Bruinkool;2019 januari;;;
386;Totaal afzetprijzen;052 Bruinkool;2019 februari;;;
387;Totaal afzetprijzen;052 Bruinkool;2019 maart;;;
388;Totaal afzetprijzen;052 Bruinkool;2019 april;;;
389;Totaal afzetprijzen;052 Bruinkool;2019 mei;;;
390;Totaal afzetprijzen;052 Bruinkool;2019 juni;;;
391;Totaal afzetprijzen;052 Bruinkool;2019 juli;;;
392;Totaal afzetprijzen;052 Bruinkool;2019 augustus;;;
393;Totaal afzetprijzen;052 Bruinkool;2019 september;;;
394;Totaal afzetprijzen;052 Bruinkool;2019 oktober;;;
395;Totaal afzetprijzen;052 Bruinkool;2019 november;;;
396;Totaal afzetprijzen;052 Bruinkool;2019 december;;;
397;Totaal afzetprijzen;052 Bruinkool;2019;;;
398;Totaal afzetprijzen;052 Bruinkool;2020 januari;;;
399;Totaal afzetprijzen;052 Bruinkool;2020 februari;;;
400;Totaal afzetprijzen;052 Bruinkool;2020 maart;;;
401;Totaal afzetprijzen;052 Bruinkool;2020 april;;;
402;Totaal afzetprijzen;052 Bruinkool;2020 mei;;;
403;Totaal afzetprijzen;052 Bruinkool;2020 juni;;;
404;Totaal afzetprijzen;052 Bruinkool;2020 juli;;;
405;Totaal afzetprijzen;052 Bruinkool;2020 augustus;;;
406;Totaal afzetprijzen;052 Bruinkool;2020 september;;;
407;Totaal afzetprijzen;052 Bruinkool;2020 oktober;;;
408;Totaal afzetprijzen;052 Bruinkool;2020 november;;;
409;Totaal afzetprijzen;052 Bruinkool;2020 december;;;
410;Totaal afzetprijzen;052 Bruinkool;2020;;;
411;Totaal afzetprijzen;052 Bruinkool;2021 januari;;;
412;Totaal afzetprijzen;052 Bruinkool;2021 februari;;;
413;Totaal afzetprijzen;052 Bruinkool;2021 maart;;;
414;Totaal afzetprijzen;052 Bruinkool;2021 april;;;
415;Totaal afzetprijzen;052 Bruinkool;2021 mei;;;
416;Totaal afzetprijzen;052 Bruinkool;2021 juni;;;
417;Totaal afzetprijzen;052 Bruinkool;2021 juli;;;
418;Totaal afzetprijzen;052 Bruinkool;2021 augustus;;;
419;Totaal afzetprijzen;052 Bruinkool;2021 september;;;
420;Totaal afzetprijzen;052 Bruinkool;2021 oktober;;;
421;Totaal afzetprijzen;052 Bruinkool;2021 november;;;
422;Totaal afzetprijzen;052 Bruinkool;2021 december;;;
423;Totaal afzetprijzen;052 Bruinkool;2021;;;
424;Totaal afzetprijzen;052 Bruinkool;2022 januari;;;
425;Totaal afzetprijzen;052 Bruinkool;2022 februari;;;
426;Totaal afzetprijzen;052 Bruinkool;2022 maart;;;
427;Totaal afzetprijzen;052 Bruinkool;2022 april;;;
428;Totaal afzetprijzen;052 Bruinkool;2022 mei;;;
429;Totaal afzetprijzen;052 Bruinkool;2022 juni;;;
430;Totaal afzetprijzen;052 Bruinkool;2022 juli;;;
431;Totaal afzetprijzen;052 Bruinkool;2022 augustus;;;
432;Totaal afzetprijzen;052 Bruinkool;2022 september;;;
433;Totaal afzetprijzen;052 Bruinkool;2022 oktober;;;
434;Totaal afzetprijzen;052 Bruinkool;2022 november;;;
435;Totaal afzetprijzen;052 Bruinkool;2022 december ;;;
436;Totaal afzetprijzen;052 Bruinkool;2022;;;
437;Totaal afzetprijzen;052 Bruinkool;2023 januari;;;
438;Totaal afzetprijzen;052 Bruinkool;2023 februari;;;
439;Totaal afzetprijzen;052 Bruinkool;2023 maart;;;
440;Totaal afzetprijzen;052 Bruinkool;2023 april;;;
441;Totaal afzetprijzen;052 Bruinkool;2023 mei;;;
442;Totaal afzetprijzen;052 Bruinkool;2023 juni;;;
443;Totaal afzetprijzen;052 Bruinkool;2023 juli;;;
444;Totaal afzetprijzen;052 Bruinkool;2023 augustus;;;
445;Totaal afzetprijzen;052 Bruinkool;2023 september;;;
446;Totaal afzetprijzen;052 Bruinkool;2023 oktober;;;
447;Totaal afzetprijzen;052 Bruinkool;2023 november;;;
448;Totaal afzetprijzen;052 Bruinkool;2023 december;;;
449;Totaal afzetprijzen;052 Bruinkool;2023;;;
450;Totaal afzetprijzen;052 Bruinkool;2024 januari;;;
451;Totaal afzetprijzen;052 Bruinkool;2024 februari;;;
452;Totaal afzetprijzen;052 Bruinkool;2024 maart;;;
453;Totaal afzetprijzen;052 Bruinkool;2024 april;;;
454;Totaal afzetprijzen;052 Bruinkool;2024 mei;;;
455;Totaal afzetprijzen;052 Bruinkool;2024  juni;;;
456;Totaal afzetprijzen;052 Bruinkool;2024 juli;;;
457;Totaal afzetprijzen;052 Bruinkool;2024 augustus;;;
458;Totaal afzetprijzen;052 Bruinkool;2024 september;;;
459;Totaal afzetprijzen;052 Bruinkool;2024 oktober;;;
460;Totaal afzetprijzen;052 Bruinkool;2024 november;;;
461;Totaal afzetprijzen;052 Bruinkool;2024 december;;;
462;Totaal afzetprijzen;052 Bruinkool;2024;;;
463;Totaal afzetprijzen;052 Bruinkool;2025 januari;;;
464;Totaal afzetprijzen;052 Bruinkool;2025 februari;;;
465;Totaal afzetprijzen;06 Ruwe aardolie en aardgas;2018 januari;69.9;;
466;Totaal afzetprijzen;06 Ruwe aardolie en aardgas;2018 februari;65.3;-6.5;
467;Totaal afzetprijzen;06 Ruwe aardolie en aardgas;2018 maart;;;
468;Totaal afzetprijzen;06 Ruwe aardolie en aardgas;2018 april;;;
469;Totaal afzetprijzen;06 Ruwe aardolie en aardgas;2018 mei;;;
470;Totaal afzetprijzen;06 Ruwe aardolie en aardgas;2018 juni;;;
471;Totaal afzetprijzen;06 Ruwe aardolie en aardgas;2018 juli;76.6;;
472;Totaal afzetprijzen;06 Ruwe aardolie en aardgas;2018 augustus;;;
473;Totaal afzetprijzen;06 Ruwe aardolie en aardgas;2018 september;;;
474;Totaal afzetprijzen;06 Ruwe aardolie en aardgas;2018 oktober;91.9;;
475;Totaal afzetprijzen;06 Ruwe aardolie en aardgas;2018 november;;;
476;Totaal afzetprijzen;06 Ruwe aardolie en aardgas;2018 december;;;
477;Totaal afzetprijzen;06 Ruwe aardolie en aardgas;2018;75.4;;
478;Totaal afzetprijzen;06 Ruwe aardolie en aardgas;2019 januari;78.5;;12.3
479;Totaal afzetprijzen;06 Ruwe aardolie en aardgas;2019 februari;;;
480;Totaal afzetprijzen;06 Ruwe aardolie en aardgas;2019 maart;64.9;;
481;Totaal afzetprijzen;06 Ruwe aardolie en aardgas;2019 april;59.6;-8.1;
482;Totaal afzetprijzen;06 Ruwe aardolie en aardgas;2019 mei;;;
483;Totaal afzetprijzen;06 Ruwe aardolie en aardgas;2019 juni;52.6;;
484;Totaal afzetprijzen;06 Ruwe aardolie en aardgas;2019 juli;48.3;-8.2;-36.9
485;Totaal afzetprijzen;06 Ruwe aardolie en aardgas;2019 augustus;47.6;-1.5;
486;Totaal afzetprijzen;06 Ruwe aardolie en aardgas;2019 september;;;
487;Totaal afzetprijzen;06 Ruwe aardolie en aardgas;2019 oktober;56.3;;-38.7
488;Totaal afzetprijzen;06 Ruwe aardolie en aardgas;2019 november;57.1;1.5;
489;Totaal afzetprijzen;06 Ruwe aardolie en aardgas;2019 december;60.0;5.0;
490;Totaal afzetprijzen;06 Ruwe aardolie en aardgas;2019;59.2;;-21.4
491;Totaal afzetprijzen;06 Ruwe aardolie en aardgas;2020 januari;;;
492;Totaal afzetprijzen;06 Ruwe aardolie en aardgas;2020 februari;51.6;;
493;Totaal afzetprijzen;06 Ruwe aardolie en aardgas;2020 maart;41.7;-19.3;-35.8
494;Totaal afzetprijzen;06 Ruwe aardolie en aardgas;2020 april;;;
495;Totaal afzetprijzen;06 Ruwe aardolie en aardgas;2020 mei;;;
496;Totaal afzetprijzen;06 Ruwe aardolie en aardgas;2020 juni;;;
497;Totaal afzetprijzen;06 Ruwe aardolie en aardgas;2020 juli;28.8;;-40.4
498;Totaal afzetprijzen;06 Ruwe aardolie en aardgas;2020 augustus;;;
499;Totaal afzetprijzen;06 Ruwe aardolie en aardgas;2020 september;38.3;;
500;Totaal afzetprijzen;06 Ruwe aardolie en aardgas;2020 oktober;;;
501;Totaal afzetprijzen;06 Ruwe aardolie en aardgas;2020 november;;;
502;Totaal afzetprijzen;06 Ruwe aardolie en aardgas;2020 december;47.7;;-20.6
503;Totaal afzetprijzen;06 Ruwe aardolie en aardgas;2020;40.5;;-31.6
504;Totaal afzetprijzen;06 Ruwe aardolie en aardgas;2021 januari;52.5;10.1;
505;Totaal afzetprijzen;06 Ruwe aardolie en aardgas;2021 februari;;;
506;Totaal afzetprijzen;06 Ruwe aardolie en aardgas;2021 maart;56.3;;35.1
507;Totaal afzetprijzen;06 Ruwe aardolie en aardgas;2021 april;;;
508;Totaal afzetprijzen;06 Ruwe aardolie en aardgas;2021 mei;66.3;;
509;Totaal afzetprijzen;06 Ruwe aardolie en aardgas;2021 juni;77.1;16.3;
510;Totaal afzetprijzen;06 Ruwe aardolie en aardgas;2021 juli;91.8;19.1;218.9
511;Totaal afzetprijzen;06 Ruwe aardolie en aardgas;2021 augustus;109.0;18.7;
512;Totaal afzetprijzen;06 Ruwe aardolie en aardgas;2021 september;123.7;13.5;222.9
513;Totaal afzetprijzen;06 Ruwe aardolie en aardgas;2021 oktober;151.7;22.6;
514;Totaal afzetprijzen;06 Ruwe aardolie en aardgas;2021 november;177.7;17.2;
515;Totaal afzetprijzen;06 Ruwe aardolie en aardgas;2021 december;175.9;-1.0;269.2
516;Totaal afzetprijzen;06 Ruwe aardolie en aardgas;2021;100.0;;147.0
517;Totaal afzetprijzen;06 Ruwe aardolie en aardgas;2022 januari;208.5;18.6;297.6
518;Totaal afzetprijzen;06 Ruwe aardolie en aardgas;2022 februari;186.4;-10.6;
519;Totaal afzetprijzen;06 Ruwe aardolie en aardgas;2022 maart;190.6;2.2;238.5
520;Totaal afzetprijzen;06 Ruwe aardolie en aardgas;2022 april;251.8;32.2;
521;Totaal afzetprijzen;06 Ruwe aardolie en aardgas;2022 mei;218.8;-13.1;229.9
522;Totaal afzetprijzen;06 Ruwe aardolie en aardgas;2022 juni;218.2;-0.2;182.9
523;Totaal afzetprijzen;06 Ruwe aardolie en aardgas;2022 juli;254.4;16.6;177.0
524;Totaal afzetprijzen;06 Ruwe aardolie en aardgas;2022 augustus;361.5;42.1;231.5
525;Totaal afzetprijzen;06 Ruwe aardolie en aardgas;2022 september;463.3;28.2;274.4
526;Totaal afzetprijzen;06 Ruwe aardolie en aardgas;2022 oktober;464.5;0.2;206.1
527;Totaal afzetprijzen;06 Ruwe aardolie en aardgas;2022 november;415.4;-10.6;133.7
528;Totaal afzetprijzen;06 Ruwe aardolie en aardgas;2022 december ;348.3;-16.2;98.0
529;Totaal afzetprijzen;06 Ruwe aardolie en aardgas;2022;298.5;;198.5
530;Totaal afzetprijzen;06 Ruwe aardolie en aardgas;2023 januari;319.4;-8.3;53.2
531;Totaal afzetprijzen;06 Ruwe aardolie en aardgas;2023 februari;322.1;0.8;72.8
532;Totaal afzetprijzen;06 Ruwe aardolie en aardgas;2023 maart;280.3;-13.0;47.1
533;Totaal afzetprijzen;06 Ruwe aardolie en aardgas;2023 april;222.3;-20.7;-11.7
534;Totaal afzetprijzen;06 Ruwe aardolie en aardgas;2023 mei;197.2;-11.3;-9.9
535;Totaal afzetprijzen;06 Ruwe aardolie en aardgas;2023 juni;199.4;1.1;-8.6
536;Totaal afzetprijzen;06 Ruwe aardolie en aardgas;2023 juli;191.2;-4.1;-24.8
537;Totaal afzetprijzen;06 Ruwe aardolie en aardgas;2023 augustus;185.9;-2.8;-48.6
538;Totaal afzetprijzen;06 Ruwe aardolie en aardgas;2023 september;205.2;10.4;-55.7
539;Totaal afzetprijzen;06 Ruwe aardolie en aardgas;2023 oktober;187.5;-8.6;-59.6
540;Totaal afzetprijzen;06 Ruwe aardolie en aardgas;2023 november;213.7;14.0;-48.6
541;Totaal afzetprijzen;06 Ruwe aardolie en aardgas;2023 december;224.0;4.8;-35.7
542;Totaal afzetprijzen;06 Ruwe aardolie en aardgas;2023;229.0;;-23.3
543;Totaal afzetprijzen;06 Ruwe aardolie en aardgas;2024 januari;184.3;-17.7;-42.3
544;Totaal afzetprijzen;06 Ruwe aardolie en aardgas;2024 februari;151.7;-17.7;-52.9
545;Totaal afzetprijzen;06 Ruwe aardolie en aardgas;2024 maart;167.0;10.1;-40.4
546;Totaal afzetprijzen;06 Ruwe aardolie en aardgas;2024 april;164.4;-1.6;-26.0
547;Totaal afzetprijzen;06 Ruwe aardolie en aardgas;2024 mei;166.6;1.3;-15.5
548;Totaal afzetprijzen;06 Ruwe aardolie en aardgas;2024  juni;183.1;9.9;-8.2
549;Totaal afzetprijzen;06 Ruwe aardolie en aardgas;2024 juli;198.0;8.1;3.5
550;Totaal afzetprijzen;06 Ruwe aardolie en aardgas;2024 augustus;172.9;-12.7;-7.0
551;Totaal afzetprijzen;06 Ruwe aardolie en aardgas;2024 september;187.3;8.3;-8.7
552;Totaal afzetprijzen;06 Ruwe aardolie en aardgas;2024 oktober;167.6;-10.5;-10.6
553;Totaal afzetprijzen;06 Ruwe aardolie en aardgas;2024 november;179.7;7.2;-15.9
554;Totaal afzetprijzen;06 Ruwe aardolie en aardgas;2024 december;192.5;7.1;-14.1
555;Totaal afzetprijzen;06 Ruwe aardolie en aardgas;2024;176.3;;-23.0
556;Totaal afzetprijzen;06 Ruwe aardolie en aardgas;2025 januari;194.6;1.1;5.6
557;Totaal afzetprijzen;06 Ruwe aardolie en aardgas;2025 februari;202.0;3.8;33.1
558;Totaal afzetprijzen;061 Ruwe aardolie en aardgascondensaat;2018 januari;91.5;;
559;Totaal afzetprijzen;061 Ruwe aardolie en aardgascondensaat;2018 februari;85.5;-6.6;
560;Totaal afzetprijzen;061 Ruwe aardolie en aardgascondensaat;2018 maart;;;
561;Totaal afzetprijzen;061 Ruwe aardolie en aardgascondensaat;2018 april;;;
562;Totaal afzetprijzen;061 Ruwe aardolie en aardgascondensaat;2018 mei;;;
563;Totaal afzetprijzen;061 Ruwe aardolie en aardgascondensaat;2018 juni;;;
564;Totaal afzetprijzen;061 Ruwe aardolie en aardgascondensaat;2018 juli;105.3;;
565;Totaal afzetprijzen;061 Ruwe aardolie en aardgascondensaat;2018 augustus;;;
566;Totaal afzetprijzen;061 Ruwe aardolie en aardgascondensaat;2018 september;;;
567;Totaal afzetprijzen;061 Ruwe aardolie en aardgascondensaat;2018 oktober;115.4;;
568;Totaal afzetprijzen;061 Ruwe aardolie en aardgascondensaat;2018 november;;;
569;Totaal afzetprijzen;061 Ruwe aardolie en aardgascondensaat;2018 december;;;
570;Totaal afzetprijzen;061 Ruwe aardolie en aardgascondensaat;2018;98.4;;
571;Totaal afzetprijzen;061 Ruwe aardolie en aardgascondensaat;2019 januari;83.7;;-8.5
572;Totaal afzetprijzen;061 Ruwe aardolie en aardgascondensaat;2019 februari;;;
573;Totaal afzetprijzen;061 Ruwe aardolie en aardgascondensaat;2019 maart;93.8;;
574;Totaal afzetprijzen;061 Ruwe aardolie en aardgascondensaat;2019 april;103.0;9.8;
575;Totaal afzetprijzen;061 Ruwe aardolie en aardgascondensaat;2019 mei;;;
576;Totaal afzetprijzen;061 Ruwe aardolie en aardgascondensaat;2019 juni;91.6;;
577;Totaal afzetprijzen;061 Ruwe aardolie en aardgascondensaat;2019 juli;92.0;0.4;-12.7
578;Totaal afzetprijzen;061 Ruwe aardolie en aardgascondensaat;2019 augustus;85.6;-7.0;
579;Totaal afzetprijzen;061 Ruwe aardolie en aardgascondensaat;2019 september;;;
580;Totaal afzetprijzen;061 Ruwe aardolie en aardgascondensaat;2019 oktober;87.5;;-24.2
581;Totaal afzetprijzen;061 Ruwe aardolie en aardgascondensaat;2019 november;94.2;7.7;
582;Totaal afzetprijzen;061 Ruwe aardolie en aardgascondensaat;2019 december;98.9;4.9;
583;Totaal afzetprijzen;061 Ruwe aardolie en aardgascondensaat;2019;92.9;;-5.6
584;Totaal afzetprijzen;061 Ruwe aardolie en aardgascondensaat;2020 januari;;;
585;Totaal afzetprijzen;061 Ruwe aardolie en aardgascondensaat;2020 februari;86.2;;
586;Totaal afzetprijzen;061 Ruwe aardolie en aardgascondensaat;2020 maart;54.3;-37.0;-42.1
587;Totaal afzetprijzen;061 Ruwe aardolie en aardgascondensaat;2020 april;;;
588;Totaal afzetprijzen;061 Ruwe aardolie en aardgascondensaat;2020 mei;;;
589;Totaal afzetprijzen;061 Ruwe aardolie en aardgascondensaat;2020 juni;;;
590;Totaal afzetprijzen;061 Ruwe aardolie en aardgascondensaat;2020 juli;55.1;;-40.1
591;Totaal afzetprijzen;061 Ruwe aardolie en aardgascondensaat;2020 augustus;;;
592;Totaal afzetprijzen;061 Ruwe aardolie en aardgascondensaat;2020 september;57.2;;
593;Totaal afzetprijzen;061 Ruwe aardolie en aardgascondensaat;2020 oktober;;;
594;Totaal afzetprijzen;061 Ruwe aardolie en aardgascondensaat;2020 november;;;
595;Totaal afzetprijzen;061 Ruwe aardolie en aardgascondensaat;2020 december;64.6;;-34.6
596;Totaal afzetprijzen;061 Ruwe aardolie en aardgascondensaat;2020;;;
597;Totaal afzetprijzen;061 Ruwe aardolie en aardgascondensaat;2021 januari;73.0;12.9;
598;Totaal afzetprijzen;061 Ruwe aardolie en aardgascondensaat;2021 februari;;;
599;Totaal afzetprijzen;061 Ruwe aardolie en aardgascondensaat;2021 maart;87.7;;61.4
600;Totaal afzetprijzen;061 Ruwe aardolie en aardgascondensaat;2021 april;;;
601;Totaal afzetprijzen;061 Ruwe aardolie en aardgascondensaat;2021 mei;94.4;;
602;Totaal afzetprijzen;061 Ruwe aardolie en aardgascondensaat;2021 juni;;;
603;Totaal afzetprijzen;061 Ruwe aardolie en aardgascondensaat;2021 juli;106.6;;93.5
604;Totaal afzetprijzen;061 Ruwe aardolie en aardgascondensaat;2021 augustus;102.6;-3.8;
605;Totaal afzetprijzen;061 Ruwe aardolie en aardgascondensaat;2021 september;107.0;4.3;87.0
606;Totaal afzetprijzen;061 Ruwe aardolie en aardgascondensaat;2021 oktober;124.5;16.3;
607;Totaal afzetprijzen;061 Ruwe aardolie en aardgascondensaat;2021 november;121.5;-2.4;
608;Totaal afzetprijzen;061 Ruwe aardolie en aardgascondensaat;2021 december;114.5;-5.8;77.1
609;Totaal afzetprijzen;061 Ruwe aardolie en aardgascondensaat;2021;100.0;;
610;Totaal afzetprijzen;061 Ruwe aardolie en aardgascondensaat;2022 januari;128.6;12.4;76.3
611;Totaal afzetprijzen;061 Ruwe aardolie en aardgascondensaat;2022 februari;138.4;7.6;
612;Totaal afzetprijzen;061 Ruwe aardolie en aardgascondensaat;2022 maart;170.9;23.5;94.9
613;Totaal afzetprijzen;061 Ruwe aardolie en aardgascondensaat;2022 april;158.3;-7.4;
614;Totaal afzetprijzen;061 Ruwe aardolie en aardgascondensaat;2022 mei;171.4;8.3;81.6
615;Totaal afzetprijzen;061 Ruwe aardolie en aardgascondensaat;2022 juni;178.1;3.9;
616;Totaal afzetprijzen;061 Ruwe aardolie en aardgascondensaat;2022 juli;169.0;-5.1;58.5
617;Totaal afzetprijzen;061 Ruwe aardolie en aardgascondensaat;2022 augustus;150.9;-10.7;47.1
618;Totaal afzetprijzen;061 Ruwe aardolie en aardgascondensaat;2022 september;146.2;-3.1;36.6
619;Totaal afzetprijzen;061 Ruwe aardolie en aardgascondensaat;2022 oktober;156.0;6.7;25.3
620;Totaal afzetprijzen;061 Ruwe aardolie en aardgascondensaat;2022 november;145.4;-6.8;19.6
621;Totaal afzetprijzen;061 Ruwe aardolie en aardgascondensaat;2022 december ;123.3;-15.2;7.7
622;Totaal afzetprijzen;061 Ruwe aardolie en aardgascondensaat;2022;153.0;;53.0
623;Totaal afzetprijzen;061 Ruwe aardolie en aardgascondensaat;2023 januari;127.0;3.0;-1.3
624;Totaal afzetprijzen;061 Ruwe aardolie en aardgascondensaat;2023 februari;127.5;0.4;-7.9
625;Totaal afzetprijzen;061 Ruwe aardolie en aardgascondensaat;2023 maart;120.1;-5.8;-29.7
626;Totaal afzetprijzen;061 Ruwe aardolie en aardgascondensaat;2023 april;114.6;-4.5;-27.6
627;Totaal afzetprijzen;061 Ruwe aardolie en aardgascondensaat;2023 mei;104.6;-8.8;-39.0
628;Totaal afzetprijzen;061 Ruwe aardolie en aardgascondensaat;2023 juni;103.3;-1.3;-42.0
629;Totaal afzetprijzen;061 Ruwe aardolie en aardgascondensaat;2023 juli;105.7;2.4;-37.4
630;Totaal afzetprijzen;061 Ruwe aardolie en aardgascondensaat;2023 augustus;117.5;11.2;-22.1
631;Totaal afzetprijzen;061 Ruwe aardolie en aardgascondensaat;2023 september;126.8;7.9;-13.2
632;Totaal afzetprijzen;061 Ruwe aardolie en aardgascondensaat;2023 oktober;124.0;-2.2;-20.5
633;Totaal afzetprijzen;061 Ruwe aardolie en aardgascondensaat;2023 november;120.3;-3.0;-17.2
634;Totaal afzetprijzen;061 Ruwe aardolie en aardgascondensaat;2023 december;113.6;-5.6;-7.8
635;Totaal afzetprijzen;061 Ruwe aardolie en aardgascondensaat;2023;117.1;;-23.5
636;Totaal afzetprijzen;061 Ruwe aardolie en aardgascondensaat;2024 januari;113.6;0.0;-10.5
637;Totaal afzetprijzen;061 Ruwe aardolie en aardgascondensaat;2024 februari;119.0;4.8;-6.6
638;Totaal afzetprijzen;061 Ruwe aardolie en aardgascondensaat;2024 maart;120.3;1.1;0.2
