ID;Afzetgebieden;AlleProdComCoderingen;Perioden;ProducentenprijsindexPPI_1;MaandmutatiePPI_2;JaarmutatiePPI_3
2229;Totaal afzetprijzen;08121230 Steenslag voor de vervaardig...;2024;125.0;;3.5
2230;Totaal afzetprijzen;08121230 Steenslag voor de vervaardig...;2025 januari;;;
2231;Totaal afzetprijzen;08121230 Steenslag voor de vervaardig...;2025 februari;;;
2232;Totaal afzetprijzen;089 Overige delfstoffen;2018 januari;;;
2233;Totaal afzetprijzen;089 Overige delfstoffen;2018 februari;;;
2234;Totaal afzetprijzen;089 Overige delfstoffen;2018 maart;;;
2235;Totaal afzetprijzen;089 Overige delfstoffen;2018 april;;;
2236;Totaal afzetprijzen;089 Overige delfstoffen;2018 mei;;;
2237;Totaal afzetprijzen;089 Overige delfstoffen;2018 juni;;;
2238;Totaal afzetprijzen;089 Overige delfstoffen;2018 juli;;;
2239;Totaal afzetprijzen;089 Overige delfstoffen;2018 augustus;;;
2240;Totaal afzetprijzen;089 Overige delfstoffen;2018 september;;;
2241;Totaal afzetprijzen;089 Overige delfstoffen;2018 oktober;;;
2242;Totaal afzetprijzen;089 Overige delfstoffen;2018 november;;;
2243;Totaal afzetprijzen;089 Overige delfstoffen;2018 december;;;
2244;Totaal afzetprijzen;089 Overige delfstoffen;2018;95.7;;
2245;Totaal afzetprijzen;089 Overige delfstoffen;2019 januari;;;
2246;Totaal afzetprijzen;089 Overige delfstoffen;2019 februari;;;
2247;Totaal afzetprijzen;089 Overige delfstoffen;2019 maart;;;
2248;Totaal afzetprijzen;089 Overige delfstoffen;2019 april;;;
2249;Totaal afzetprijzen;089 Overige delfstoffen;2019 mei;;;
2250;Totaal afzetprijzen;089 Overige delfstoffen;2019 juni;;;
2251;Totaal afzetprijzen;089 Overige delfstoffen;2019 juli;;;
2252;Totaal afzetprijzen;089 Overige delfstoffen;2019 augustus;;;
2253;Totaal afzetprijzen;089 Overige delfstoffen;2019 september;;;
2254;Totaal afzetprijzen;089 Overige delfstoffen;2019 oktober;;;
2255;Totaal afzetprijzen;089 Overige delfstoffen;2019 november;;;
2256;Totaal afzetprijzen;089 Overige delfstoffen;2019 december;;;
2257;Totaal afzetprijzen;089 Overige delfstoffen;2019;96.9;;1.2
2258;Totaal afzetprijzen;089 Overige delfstoffen;2020 januari;96.9;;
2259;Totaal afzetprijzen;089 Overige delfstoffen;2020 februari;97.0;0.2;
2260;Totaal afzetprijzen;089 Overige delfstoffen;2020 maart;96.7;-0.3;
2261;Totaal afzetprijzen;089 Overige delfstoffen;2020 april;95.9;-0.8;
2262;Totaal afzetprijzen;089 Overige delfstoffen;2020 mei;93.1;-2.9;
2263;Totaal afzetprijzen;089 Overige delfstoffen;2020 juni;93.4;0.3;
2264;Totaal afzetprijzen;089 Overige delfstoffen;2020 juli;91.5;-2.0;
2265;Totaal afzetprijzen;089 Overige delfstoffen;2020 augustus;90.7;-0.8;
2266;Totaal afzetprijzen;089 Overige delfstoffen;2020 september;90.0;-0.8;
2267;Totaal afzetprijzen;089 Overige delfstoffen;2020 oktober;92.2;2.4;
2268;Totaal afzetprijzen;089 Overige delfstoffen;2020 november;92.6;0.5;
2269;Totaal afzetprijzen;089 Overige delfstoffen;2020 december;93.9;1.4;
2270;Totaal afzetprijzen;089 Overige delfstoffen;2020;93.7;;-3.3
2271;Totaal afzetprijzen;089 Overige delfstoffen;2021 januari;93.0;-1.0;-4.0
2272;Totaal afzetprijzen;089 Overige delfstoffen;2021 februari;93.2;0.2;-4.0
2273;Totaal afzetprijzen;089 Overige delfstoffen;2021 maart;93.5;0.4;-3.3
2274;Totaal afzetprijzen;089 Overige delfstoffen;2021 april;95.7;2.3;-0.3
2275;Totaal afzetprijzen;089 Overige delfstoffen;2021 mei;95.1;-0.6;2.1
2276;Totaal afzetprijzen;089 Overige delfstoffen;2021 juni;94.8;-0.3;1.5
2277;Totaal afzetprijzen;089 Overige delfstoffen;2021 juli;97.9;3.3;7.1
2278;Totaal afzetprijzen;089 Overige delfstoffen;2021 augustus;;;
2279;Totaal afzetprijzen;089 Overige delfstoffen;2021 september;;;
2280;Totaal afzetprijzen;089 Overige delfstoffen;2021 oktober;;;
2281;Totaal afzetprijzen;089 Overige delfstoffen;2021 november;;;
2282;Totaal afzetprijzen;089 Overige delfstoffen;2021 december;;;
2283;Totaal afzetprijzen;089 Overige delfstoffen;2021;100.0;;6.8
2284;Totaal afzetprijzen;089 Overige delfstoffen;2022 januari;138.4;;48.8
2285;Totaal afzetprijzen;089 Overige delfstoffen;2022 februari;138.2;-0.2;48.3
2286;Totaal afzetprijzen;089 Overige delfstoffen;2022 maart;142.5;3.1;52.4
2287;Totaal afzetprijzen;089 Overige delfstoffen;2022 april;143.5;0.7;50.0
2288;Totaal afzetprijzen;089 Overige delfstoffen;2022 mei;144.8;0.9;52.3
2289;Totaal afzetprijzen;089 Overige delfstoffen;2022 juni;142.9;-1.3;50.8
2290;Totaal afzetprijzen;089 Overige delfstoffen;2022 juli;;;
2291;Totaal afzetprijzen;089 Overige delfstoffen;2022 augustus;;;
2292;Totaal afzetprijzen;089 Overige delfstoffen;2022 september;;;
2293;Totaal afzetprijzen;089 Overige delfstoffen;2022 oktober;;;
2294;Totaal afzetprijzen;089 Overige delfstoffen;2022 november;;;
2295;Totaal afzetprijzen;089 Overige delfstoffen;2022 december ;;;
2296;Totaal afzetprijzen;089 Overige delfstoffen;2022;150.5;;50.5
2297;Totaal afzetprijzen;089 Overige delfstoffen;2023 januari;;;
2298;Totaal afzetprijzen;089 Overige delfstoffen;2023 februari;;;
2299;Totaal afzetprijzen;089 Overige delfstoffen;2023 maart;;;
2300;Totaal afzetprijzen;089 Overige delfstoffen;2023 april;125.6;;-12.5
2301;Totaal afzetprijzen;089 Overige delfstoffen;2023 mei;125.5;-0.1;-13.3
2302;Totaal afzetprijzen;089 Overige delfstoffen;2023 juni;123.1;-1.9;-13.9
2303;Totaal afzetprijzen;089 Overige delfstoffen;2023 juli;;;
2304;Totaal afzetprijzen;089 Overige delfstoffen;2023 augustus;;;
2305;Totaal afzetprijzen;089 Overige delfstoffen;2023 september;;;
2306;Totaal afzetprijzen;089 Overige delfstoffen;2023 oktober;;;
2307;Totaal afzetprijzen;089 Overige delfstoffen;2023 november;;;
2308;Totaal afzetprijzen;089 Overige delfstoffen;2023 december;;;
2309;Totaal afzetprijzen;089 Overige delfstoffen;2023;130.4;;-13.4
2310;Totaal afzetprijzen;089 Overige delfstoffen;2024 januari;;;
2311;Totaal afzetprijzen;089 Overige delfstoffen;2024 februari;;;
2312;Totaal afzetprijzen;089 Overige delfstoffen;2024 maart;;;
2313;Totaal afzetprijzen;089 Overige delfstoffen;2024 april;;;
2314;Totaal afzetprijzen;089 Overige delfstoffen;2024 mei;;;
2315;Totaal afzetprijzen;089 Overige delfstoffen;2024  juni;;;
2316;Totaal afzetprijzen;089 Overige delfstoffen;2024 juli;;;
2317;Totaal afzetprijzen;089 Overige delfstoffen;2024 augustus;;;
2318;Totaal afzetprijzen;089 Overige delfstoffen;2024 september;;;
2319;Totaal afzetprijzen;089 Overige delfstoffen;2024 oktober;129.1;;
2320;Totaal afzetprijzen;089 Overige delfstoffen;2024 november;129.9;0.6;
2321;Totaal afzetprijzen;089 Overige delfstoffen;2024 december;130.7;0.6;
2322;Totaal afzetprijzen;089 Overige delfstoffen;2024;129.3;;-0.8
2323;Totaal afzetprijzen;089 Overige delfstoffen;2025 januari;;;
2324;Totaal afzetprijzen;089 Overige delfstoffen;2025 februari;;;
2325;Totaal afzetprijzen;0891 Mineralen voor de chemische en k...;2018 januari;;;
2326;Totaal afzetprijzen;0891 Mineralen voor de chemische en k...;2018 februari;;;
2327;Totaal afzetprijzen;0891 Mineralen voor de chemische en k...;2018 maart;;;
2328;Totaal afzetprijzen;0891 Mineralen voor de chemische en k...;2018 april;;;
2329;Totaal afzetprijzen;0891 Mineralen voor de chemische en k...;2018 mei;91.6;;
2330;Totaal afzetprijzen;0891 Mineralen voor de chemische en k...;2018 juni;91.6;0.0;
2331;Totaal afzetprijzen;0891 Mineralen voor de chemische en k...;2018 juli;91.6;0.0;
2332;Totaal afzetprijzen;0891 Mineralen voor de chemische en k...;2018 augustus;91.6;0.0;
2333;Totaal afzetprijzen;0891 Mineralen voor de chemische en k...;2018 september;91.6;0.0;
2334;Totaal afzetprijzen;0891 Mineralen voor de chemische en k...;2018 oktober;92.1;0.6;
2335;Totaal afzetprijzen;0891 Mineralen voor de chemische en k...;2018 november;92.1;0.0;
2336;Totaal afzetprijzen;0891 Mineralen voor de chemische en k...;2018 december;92.1;0.0;
2337;Totaal afzetprijzen;0891 Mineralen voor de chemische en k...;2018;;;
2338;Totaal afzetprijzen;0891 Mineralen voor de chemische en k...;2019 januari;95.4;3.5;
2339;Totaal afzetprijzen;0891 Mineralen voor de chemische en k...;2019 februari;95.4;0.0;
2340;Totaal afzetprijzen;0891 Mineralen voor de chemische en k...;2019 maart;95.4;0.0;
2341;Totaal afzetprijzen;0891 Mineralen voor de chemische en k...;2019 april;94.9;-0.5;
2342;Totaal afzetprijzen;0891 Mineralen voor de chemische en k...;2019 mei;94.9;0.0;3.7
2343;Totaal afzetprijzen;0891 Mineralen voor de chemische en k...;2019 juni;94.9;0.0;3.7
2344;Totaal afzetprijzen;0891 Mineralen voor de chemische en k...;2019 juli;95.0;0.1;3.8
2345;Totaal afzetprijzen;0891 Mineralen voor de chemische en k...;2019 augustus;95.0;0.0;3.8
2346;Totaal afzetprijzen;0891 Mineralen voor de chemische en k...;2019 september;95.0;0.0;3.8
2347;Totaal afzetprijzen;0891 Mineralen voor de chemische en k...;2019 oktober;94.9;-0.1;3.0
2348;Totaal afzetprijzen;0891 Mineralen voor de chemische en k...;2019 november;94.9;0.0;3.0
2349;Totaal afzetprijzen;0891 Mineralen voor de chemische en k...;2019 december;94.9;0.0;3.0
2350;Totaal afzetprijzen;0891 Mineralen voor de chemische en k...;2019;95.1;;
2351;Totaal afzetprijzen;0891 Mineralen voor de chemische en k...;2020 januari;97.6;2.8;2.3
2352;Totaal afzetprijzen;0891 Mineralen voor de chemische en k...;2020 februari;97.5;0.0;2.3
2353;Totaal afzetprijzen;0891 Mineralen voor de chemische en k...;2020 maart;97.5;0.0;2.3
2354;Totaal afzetprijzen;0891 Mineralen voor de chemische en k...;2020 april;97.5;0.0;2.8
2355;Totaal afzetprijzen;0891 Mineralen voor de chemische en k...;2020 mei;97.5;0.0;2.8
2356;Totaal afzetprijzen;0891 Mineralen voor de chemische en k...;2020 juni;97.5;0.0;2.8
2357;Totaal afzetprijzen;0891 Mineralen voor de chemische en k...;2020 juli;97.5;0.0;2.6
2358;Totaal afzetprijzen;0891 Mineralen voor de chemische en k...;2020 augustus;97.5;0.0;2.6
2359;Totaal afzetprijzen;0891 Mineralen voor de chemische en k...;2020 september;97.5;0.0;2.6
2360;Totaal afzetprijzen;0891 Mineralen voor de chemische en k...;2020 oktober;97.5;0.0;2.8
2361;Totaal afzetprijzen;0891 Mineralen voor de chemische en k...;2020 november;97.5;0.0;2.8
2362;Totaal afzetprijzen;0891 Mineralen voor de chemische en k...;2020 december;97.5;0.0;2.8
2363;Totaal afzetprijzen;0891 Mineralen voor de chemische en k...;2020;97.5;;2.6
2364;Totaal afzetprijzen;0891 Mineralen voor de chemische en k...;2021 januari;99.9;2.4;2.4
2365;Totaal afzetprijzen;0891 Mineralen voor de chemische en k...;2021 februari;99.9;0.0;2.4
2366;Totaal afzetprijzen;0891 Mineralen voor de chemische en k...;2021 maart;99.9;0.0;2.4
2367;Totaal afzetprijzen;0891 Mineralen voor de chemische en k...;2021 april;99.7;-0.2;2.2
2368;Totaal afzetprijzen;0891 Mineralen voor de chemische en k...;2021 mei;99.7;0.0;2.2
2369;Totaal afzetprijzen;0891 Mineralen voor de chemische en k...;2021 juni;99.7;0.0;2.2
2370;Totaal afzetprijzen;0891 Mineralen voor de chemische en k...;2021 juli;99.8;0.1;2.3
2371;Totaal afzetprijzen;0891 Mineralen voor de chemische en k...;2021 augustus;99.8;0.0;2.3
2372;Totaal afzetprijzen;0891 Mineralen voor de chemische en k...;2021 september;99.8;0.0;2.3
2373;Totaal afzetprijzen;0891 Mineralen voor de chemische en k...;2021 oktober;100.5;0.7;3.0
2374;Totaal afzetprijzen;0891 Mineralen voor de chemische en k...;2021 november;100.5;0.0;3.0
2375;Totaal afzetprijzen;0891 Mineralen voor de chemische en k...;2021 december;100.5;0.0;3.0
2376;Totaal afzetprijzen;0891 Mineralen voor de chemische en k...;2021;100.0;;2.5
2377;Totaal afzetprijzen;0891 Mineralen voor de chemische en k...;2022 januari;106.5;6.0;6.6
2378;Totaal afzetprijzen;0891 Mineralen voor de chemische en k...;2022 februari;106.5;0.0;6.6
2379;Totaal afzetprijzen;0891 Mineralen voor de chemische en k...;2022 maart;106.5;0.0;6.6
2380;Totaal afzetprijzen;0891 Mineralen voor de chemische en k...;2022 april;108.4;1.7;8.7
2381;Totaal afzetprijzen;0891 Mineralen voor de chemische en k...;2022 mei;108.4;0.0;8.7
2382;Totaal afzetprijzen;0891 Mineralen voor de chemische en k...;2022 juni;108.6;0.2;8.9
2383;Totaal afzetprijzen;0891 Mineralen voor de chemische en k...;2022 juli;;;
2384;Totaal afzetprijzen;0891 Mineralen voor de chemische en k...;2022 augustus;;;
2385;Totaal afzetprijzen;0891 Mineralen voor de chemische en k...;2022 september;;;
2386;Totaal afzetprijzen;0891 Mineralen voor de chemische en k...;2022 oktober;;;
2387;Totaal afzetprijzen;0891 Mineralen voor de chemische en k...;2022 november;;;
2388;Totaal afzetprijzen;0891 Mineralen voor de chemische en k...;2022 december ;;;
2389;Totaal afzetprijzen;0891 Mineralen voor de chemische en k...;2022;;;
2390;Totaal afzetprijzen;0891 Mineralen voor de chemische en k...;2023 januari;;;
2391;Totaal afzetprijzen;0891 Mineralen voor de chemische en k...;2023 februari;;;
2392;Totaal afzetprijzen;0891 Mineralen voor de chemische en k...;2023 maart;;;
2393;Totaal afzetprijzen;0891 Mineralen voor de chemische en k...;2023 april;;;
2394;Totaal afzetprijzen;0891 Mineralen voor de chemische en k...;2023 mei;;;
2395;Totaal afzetprijzen;0891 Mineralen voor de chemische en k...;2023 juni;;;
2396;Totaal afzetprijzen;0891 Mineralen voor de chemische en k...;2023 juli;;;
2397;Totaal afzetprijzen;0891 Mineralen voor de chemische en k...;2023 augustus;;;
2398;Totaal afzetprijzen;0891 Mineralen voor de chemische en k...;2023 september;;;
2399;Totaal afzetprijzen;0891 Mineralen voor de chemische en k...;2023 oktober;;;
2400;Totaal afzetprijzen;0891 Mineralen voor de chemische en k...;2023 november;;;
2401;Totaal afzetprijzen;0891 Mineralen voor de chemische en k...;2023 december;;;
2402;Totaal afzetprijzen;0891 Mineralen voor de chemische en k...;2023;;;
2403;Totaal afzetprijzen;0891 Mineralen voor de chemische en k...;2024 januari;;;
2404;Totaal afzetprijzen;0891 Mineralen voor de chemische en k...;2024 februari;;;
2405;Totaal afzetprijzen;0891 Mineralen voor de chemische en k...;2024 maart;;;
2406;Totaal afzetprijzen;0891 Mineralen voor de chemische en k...;2024 april;;;
2407;Totaal afzetprijzen;0891 Mineralen voor de chemische en k...;2024 mei;;;
2408;Totaal afzetprijzen;0891 Mineralen voor de chemische en k...;2024  juni;;;
2409;Totaal afzetprijzen;0891 Mineralen voor de chemische en k...;2024 juli;;;
2410;Totaal afzetprijzen;0891 Mineralen voor de chemische en k...;2024 augustus;;;
2411;Totaal afzetprijzen;0891 Mineralen voor de chemische en k...;2024 september;;;
2412;Totaal afzetprijzen;0891 Mineralen voor de chemische en k...;2024 oktober;;;
2413;Totaal afzetprijzen;0891 Mineralen voor de chemische en k...;2024 november;;;
2414;Totaal afzetprijzen;0891 Mineralen voor de chemische en k...;2024 december;;;
2415;Totaal afzetprijzen;0891 Mineralen voor de chemische en k...;2024;119.0;;6.2
2416;Totaal afzetprijzen;0891 Mineralen voor de chemische en k...;2025 januari;120.3;;
2417;Totaal afzetprijzen;0891 Mineralen voor de chemische en k...;2025 februari;120.3;0.0;
2418;Totaal afzetprijzen;"0893 Zout en zuiver natriumchloride;...";2018 januari;;;
2419;Totaal afzetprijzen;"0893 Zout en zuiver natriumchloride;...";2018 februari;;;
2420;Totaal afzetprijzen;"0893 Zout en zuiver natriumchloride;...";2018 maart;;;
2421;Totaal afzetprijzen;"0893 Zout en zuiver natriumchloride;...";2018 april;;;
2422;Totaal afzetprijzen;"0893 Zout en zuiver natriumchloride;...";2018 mei;;;
2423;Totaal afzetprijzen;"0893 Zout en zuiver natriumchloride;...";2018 juni;;;
2424;Totaal afzetprijzen;"0893 Zout en zuiver natriumchloride;...";2018 juli;;;
2425;Totaal afzetprijzen;"0893 Zout en zuiver natriumchloride;...";2018 augustus;;;
2426;Totaal afzetprijzen;"0893 Zout en zuiver natriumchloride;...";2018 september;;;
2427;Totaal afzetprijzen;"0893 Zout en zuiver natriumchloride;...";2018 oktober;;;
2428;Totaal afzetprijzen;"0893 Zout en zuiver natriumchloride;...";2018 november;;;
2429;Totaal afzetprijzen;"0893 Zout en zuiver natriumchloride;...";2018 december;;;
2430;Totaal afzetprijzen;"0893 Zout en zuiver natriumchloride;...";2018;86.3;;
2431;Totaal afzetprijzen;"0893 Zout en zuiver natriumchloride;...";2019 januari;;;
2432;Totaal afzetprijzen;"0893 Zout en zuiver natriumchloride;...";2019 februari;;;
2433;Totaal afzetprijzen;"0893 Zout en zuiver natriumchloride;...";2019 maart;;;
2434;Totaal afzetprijzen;"0893 Zout en zuiver natriumchloride;...";2019 april;;;
2435;Totaal afzetprijzen;"0893 Zout en zuiver natriumchloride;...";2019 mei;;;
2436;Totaal afzetprijzen;"0893 Zout en zuiver natriumchloride;...";2019 juni;;;
2437;Totaal afzetprijzen;"0893 Zout en zuiver natriumchloride;...";2019 juli;;;
2438;Totaal afzetprijzen;"0893 Zout en zuiver natriumchloride;...";2019 augustus;;;
2439;Totaal afzetprijzen;"0893 Zout en zuiver natriumchloride;...";2019 september;;;
2440;Totaal afzetprijzen;"0893 Zout en zuiver natriumchloride;...";2019 oktober;;;
2441;Totaal afzetprijzen;"0893 Zout en zuiver natriumchloride;...";2019 november;;;
2442;Totaal afzetprijzen;"0893 Zout en zuiver natriumchloride;...";2019 december;;;
2443;Totaal afzetprijzen;"0893 Zout en zuiver natriumchloride;...";2019;86.6;;0.3
2444;Totaal afzetprijzen;"0893 Zout en zuiver natriumchloride;...";2020 januari;;;
2445;Totaal afzetprijzen;"0893 Zout en zuiver natriumchloride;...";2020 februari;;;
2446;Totaal afzetprijzen;"0893 Zout en zuiver natriumchloride;...";2020 maart;;;
2447;Totaal afzetprijzen;"0893 Zout en zuiver natriumchloride;...";2020 april;;;
2448;Totaal afzetprijzen;"0893 Zout en zuiver natriumchloride;...";2020 mei;;;
2449;Totaal afzetprijzen;"0893 Zout en zuiver natriumchloride;...";2020 juni;;;
2450;Totaal afzetprijzen;"0893 Zout en zuiver natriumchloride;...";2020 juli;;;
2451;Totaal afzetprijzen;"0893 Zout en zuiver natriumchloride;...";2020 augustus;;;
2452;Totaal afzetprijzen;"0893 Zout en zuiver natriumchloride;...";2020 september;;;
2453;Totaal afzetprijzen;"0893 Zout en zuiver natriumchloride;...";2020 oktober;;;
2454;Totaal afzetprijzen;"0893 Zout en zuiver natriumchloride;...";2020 november;;;
2455;Totaal afzetprijzen;"0893 Zout en zuiver natriumchloride;...";2020 december;;;
2456;Totaal afzetprijzen;"0893 Zout en zuiver natriumchloride;...";2020;80.8;;-6.7
2457;Totaal afzetprijzen;"0893 Zout en zuiver natriumchloride;...";2021 januari;;;
2458;Totaal afzetprijzen;"0893 Zout en zuiver natriumchloride;...";2021 februari;;;
2459;Totaal afzetprijzen;"0893 Zout en zuiver natriumchloride;...";2021 maart;;;
2460;Totaal afzetprijzen;"0893 Zout en zuiver natriumchloride;...";2021 april;;;
2461;Totaal afzetprijzen;"0893 Zout en zuiver natriumchloride;...";2021 mei;;;
2462;Totaal afzetprijzen;"0893 Zout en zuiver natriumchloride;...";2021 juni;;;
2463;Totaal afzetprijzen;"0893 Zout en zuiver natriumchloride;...";2021 juli;;;
2464;Totaal afzetprijzen;"0893 Zout en zuiver natriumchloride;...";2021 augustus;;;
2465;Totaal afzetprijzen;"0893 Zout en zuiver natriumchloride;...";2021 september;;;
2466;Totaal afzetprijzen;"0893 Zout en zuiver natriumchloride;...";2021 oktober;;;
2467;Totaal afzetprijzen;"0893 Zout en zuiver natriumchloride;...";2021 november;;;
2468;Totaal afzetprijzen;"0893 Zout en zuiver natriumchloride;...";2021 december;;;
2469;Totaal afzetprijzen;"0893 Zout en zuiver natriumchloride;...";2021;100.0;;23.8
2470;Totaal afzetprijzen;"0893 Zout en zuiver natriumchloride;...";2022 januari;;;
2471;Totaal afzetprijzen;"0893 Zout en zuiver natriumchloride;...";2022 februari;;;
2472;Totaal afzetprijzen;"0893 Zout en zuiver natriumchloride;...";2022 maart;;;
2473;Totaal afzetprijzen;"0893 Zout en zuiver natriumchloride;...";2022 april;;;
2474;Totaal afzetprijzen;"0893 Zout en zuiver natriumchloride;...";2022 mei;;;
2475;Totaal afzetprijzen;"0893 Zout en zuiver natriumchloride;...";2022 juni;;;
2476;Totaal afzetprijzen;"0893 Zout en zuiver natriumchloride;...";2022 juli;;;
2477;Totaal afzetprijzen;"0893 Zout en zuiver natriumchloride;...";2022 augustus;;;
2478;Totaal afzetprijzen;"0893 Zout en zuiver natriumchloride;...";2022 september;;;
2479;Totaal afzetprijzen;"0893 Zout en zuiver natriumchloride;...";2022 oktober;;;
2480;Totaal afzetprijzen;"0893 Zout en zuiver natriumchloride;...";2022 november;;;
2481;Totaal afzetprijzen;"0893 Zout en zuiver natriumchloride;...";2022 december ;;;
2482;Totaal afzetprijzen;"0893 Zout en zuiver natriumchloride;...";2022;181.9;;81.9
2483;Totaal afzetprijzen;"0893 Zout en zuiver natriumchloride;...";2023 januari;;;
2484;Totaal afzetprijzen;"0893 Zout en zuiver natriumchloride;...";2023 februari;;;
2485;Totaal afzetprijzen;"0893 Zout en zuiver natriumchloride;...";2023 maart;;;
2486;Totaal afzetprijzen;"0893 Zout en zuiver natriumchloride;...";2023 april;;;
2487;Totaal afzetprijzen;"0893 Zout en zuiver natriumchloride;...";2023 mei;;;
2488;Totaal afzetprijzen;"0893 Zout en zuiver natriumchloride;...";2023 juni;;;
2489;Totaal afzetprijzen;"0893 Zout en zuiver natriumchloride;...";2023 juli;;;
2490;Totaal afzetprijzen;"0893 Zout en zuiver natriumchloride;...";2023 augustus;;;
2491;Totaal afzetprijzen;"0893 Zout en zuiver natriumchloride;...";2023 september;;;
2492;Totaal afzetprijzen;"0893 Zout en zuiver natriumchloride;...";2023 oktober;;;
2493;Totaal afzetprijzen;"0893 Zout en zuiver natriumchloride;...";2023 november;;;
2494;Totaal afzetprijzen;"0893 Zout en zuiver natriumchloride;...";2023 december;;;
2495;Totaal afzetprijzen;"0893 Zout en zuiver natriumchloride;...";2023;135.7;;-25.4
2496;Totaal afzetprijzen;"0893 Zout en zuiver natriumchloride;...";2024 januari;;;
2497;Totaal afzetprijzen;"0893 Zout en zuiver natriumchloride;...";2024 februari;;;
2498;Totaal afzetprijzen;"0893 Zout en zuiver natriumchloride;...";2024 maart;;;
2499;Totaal afzetprijzen;"0893 Zout en zuiver natriumchloride;...";2024 april;;;
2500;Totaal afzetprijzen;"0893 Zout en zuiver natriumchloride;...";2024 mei;;;
2501;Totaal afzetprijzen;"0893 Zout en zuiver natriumchloride;...";2024  juni;;;
2502;Totaal afzetprijzen;"0893 Zout en zuiver natriumchloride;...";2024 juli;;;
2503;Totaal afzetprijzen;"0893 Zout en zuiver natriumchloride;...";2024 augustus;;;
2504;Totaal afzetprijzen;"0893 Zout en zuiver natriumchloride;...";2024 september;;;
2505;Totaal afzetprijzen;"0893 Zout en zuiver natriumchloride;...";2024 oktober;;;
2506;Totaal afzetprijzen;"0893 Zout en zuiver natriumchloride;...";2024 november;;;
2507;Totaal afzetprijzen;"0893 Zout en zuiver natriumchloride;...";2024 december;;;
2508;Totaal afzetprijzen;"0893 Zout en zuiver natriumchloride;...";2024;132.8;;-2.1
2509;Totaal afzetprijzen;"0893 Zout en zuiver natriumchloride;...";2025 januari;;;
2510;Totaal afzetprijzen;"0893 Zout en zuiver natriumchloride;...";2025 februari;;;
2511;Totaal afzetprijzen;0899 Andere delfstoffen, n.e.g;2018 januari;;;
2512;Totaal afzetprijzen;0899 Andere delfstoffen, n.e.g;2018 februari;;;
2513;Totaal afzetprijzen;0899 Andere delfstoffen, n.e.g;2018 maart;;;
2514;Totaal afzetprijzen;0899 Andere delfstoffen, n.e.g;2018 april;;;
2515;Totaal afzetprijzen;0899 Andere delfstoffen, n.e.g;2018 mei;;;
2516;Totaal afzetprijzen;0899 Andere delfstoffen, n.e.g;2018 juni;;;
2517;Totaal afzetprijzen;0899 Andere delfstoffen, n.e.g;2018 juli;;;
2518;Totaal afzetprijzen;0899 Andere delfstoffen, n.e.g;2018 augustus;;;
2519;Totaal afzetprijzen;0899 Andere delfstoffen, n.e.g;2018 september;;;
2520;Totaal afzetprijzen;0899 Andere delfstoffen, n.e.g;2018 oktober;;;
2521;Totaal afzetprijzen;0899 Andere delfstoffen, n.e.g;2018 november;;;
2522;Totaal afzetprijzen;0899 Andere delfstoffen, n.e.g;2018 december;;;
2523;Totaal afzetprijzen;0899 Andere delfstoffen, n.e.g;2018;120.9;;
2524;Totaal afzetprijzen;0899 Andere delfstoffen, n.e.g;2019 januari;;;
2525;Totaal afzetprijzen;0899 Andere delfstoffen, n.e.g;2019 februari;;;
2526;Totaal afzetprijzen;0899 Andere delfstoffen, n.e.g;2019 maart;;;
2527;Totaal afzetprijzen;0899 Andere delfstoffen, n.e.g;2019 april;;;
2528;Totaal afzetprijzen;0899 Andere delfstoffen, n.e.g;2019 mei;;;
2529;Totaal afzetprijzen;0899 Andere delfstoffen, n.e.g;2019 juni;;;
2530;Totaal afzetprijzen;0899 Andere delfstoffen, n.e.g;2019 juli;;;
2531;Totaal afzetprijzen;0899 Andere delfstoffen, n.e.g;2019 augustus;;;
2532;Totaal afzetprijzen;0899 Andere delfstoffen, n.e.g;2019 september;;;
2533;Totaal afzetprijzen;0899 Andere delfstoffen, n.e.g;2019 oktober;;;
2534;Totaal afzetprijzen;0899 Andere delfstoffen, n.e.g;2019 november;;;
2535;Totaal afzetprijzen;0899 Andere delfstoffen, n.e.g;2019 december;;;
2536;Totaal afzetprijzen;0899 Andere delfstoffen, n.e.g;2019;121.3;;0.3
2537;Totaal afzetprijzen;0899 Andere delfstoffen, n.e.g;2020 januari;;;
2538;Totaal afzetprijzen;0899 Andere delfstoffen, n.e.g;2020 februari;;;
2539;Totaal afzetprijzen;0899 Andere delfstoffen, n.e.g;2020 maart;;;
2540;Totaal afzetprijzen;0899 Andere delfstoffen, n.e.g;2020 april;;;
2541;Totaal afzetprijzen;0899 Andere delfstoffen, n.e.g;2020 mei;;;
2542;Totaal afzetprijzen;0899 Andere delfstoffen, n.e.g;2020 juni;;;
2543;Totaal afzetprijzen;0899 Andere delfstoffen, n.e.g;2020 juli;;;
2544;Totaal afzetprijzen;0899 Andere delfstoffen, n.e.g;2020 augustus;;;
2545;Totaal afzetprijzen;0899 Andere delfstoffen, n.e.g;2020 september;;;
2546;Totaal afzetprijzen;0899 Andere delfstoffen, n.e.g;2020 oktober;;;
2547;Totaal afzetprijzen;0899 Andere delfstoffen, n.e.g;2020 november;;;
2548;Totaal afzetprijzen;0899 Andere delfstoffen, n.e.g;2020 december;;;
2549;Totaal afzetprijzen;0899 Andere delfstoffen, n.e.g;2020;116.1;;-4.3
