ID;AfzetInvoerEnVerbruik;ProductenPRODCOM;Perioden;ProducentenprijsindexPPI_1;OntwikkelingTOVEenJaarEerder_2;OntwikkelingTOVEenMaandEerder_3
343;Totaal afzetprijzen;051 Steenkool;2005 juni;;;
344;Totaal afzetprijzen;051 Steenkool;2005 juli;;;
345;Totaal afzetprijzen;051 Steenkool;2005 augustus;;;
346;Totaal afzetprijzen;051 Steenkool;2005 september;;;
347;Totaal afzetprijzen;051 Steenkool;2005 oktober;;;
348;Totaal afzetprijzen;051 Steenkool;2005 november;;;
349;Totaal afzetprijzen;051 Steenkool;2005 december;;;
350;Totaal afzetprijzen;051 Steenkool;2005;;;
351;Totaal afzetprijzen;051 Steenkool;2006 januari;;;
352;Totaal afzetprijzen;051 Steenkool;2006 februari;;;
353;Totaal afzetprijzen;051 Steenkool;2006 maart;;;
354;Totaal afzetprijzen;051 Steenkool;2006 april;;;
355;Totaal afzetprijzen;051 Steenkool;2006 mei;;;
356;Totaal afzetprijzen;051 Steenkool;2006 juni;;;
357;Totaal afzetprijzen;051 Steenkool;2006 juli;;;
358;Totaal afzetprijzen;051 Steenkool;2006 augustus;;;
359;Totaal afzetprijzen;051 Steenkool;2006 september;;;
360;Totaal afzetprijzen;051 Steenkool;2006 oktober;;;
361;Totaal afzetprijzen;051 Steenkool;2006 november;;;
362;Totaal afzetprijzen;051 Steenkool;2006 december;;;
363;Totaal afzetprijzen;051 Steenkool;2006;;;
364;Totaal afzetprijzen;051 Steenkool;2007 januari;;;
365;Totaal afzetprijzen;051 Steenkool;2007 februari;;;
366;Totaal afzetprijzen;051 Steenkool;2007 maart;;;
367;Totaal afzetprijzen;051 Steenkool;2007 april;;;
368;Totaal afzetprijzen;051 Steenkool;2007 mei;;;
369;Totaal afzetprijzen;051 Steenkool;2007 juni;;;
370;Totaal afzetprijzen;051 Steenkool;2007 juli;;;
371;Totaal afzetprijzen;051 Steenkool;2007 augustus;;;
372;Totaal afzetprijzen;051 Steenkool;2007 september;;;
373;Totaal afzetprijzen;051 Steenkool;2007 oktober;;;
374;Totaal afzetprijzen;051 Steenkool;2007 november;;;
375;Totaal afzetprijzen;051 Steenkool;2007 december;;;
376;Totaal afzetprijzen;051 Steenkool;2007;;;
377;Totaal afzetprijzen;051 Steenkool;2008 januari;;;
378;Totaal afzetprijzen;051 Steenkool;2008 februari;;;
379;Totaal afzetprijzen;051 Steenkool;2008 maart;;;
380;Totaal afzetprijzen;051 Steenkool;2008 april;;;
381;Totaal afzetprijzen;051 Steenkool;2008 mei;;;
382;Totaal afzetprijzen;051 Steenkool;2008 juni;;;
383;Totaal afzetprijzen;051 Steenkool;2008 juli;;;
384;Totaal afzetprijzen;051 Steenkool;2008 augustus;;;
385;Totaal afzetprijzen;051 Steenkool;2008 september;;;
386;Totaal afzetprijzen;051 Steenkool;2008 oktober;;;
387;Totaal afzetprijzen;051 Steenkool;2008 november;;;
388;Totaal afzetprijzen;051 Steenkool;2008 december;;;
389;Totaal afzetprijzen;051 Steenkool;2008;;;
390;Totaal afzetprijzen;051 Steenkool;2009 januari;;;
391;Totaal afzetprijzen;051 Steenkool;2009 februari;;;
392;Totaal afzetprijzen;051 Steenkool;2009 maart;;;
393;Totaal afzetprijzen;051 Steenkool;2009 april;;;
394;Totaal afzetprijzen;051 Steenkool;2009 mei;;;
395;Totaal afzetprijzen;051 Steenkool;2009 juni;;;
396;Totaal afzetprijzen;051 Steenkool;2009 juli;;;
397;Totaal afzetprijzen;051 Steenkool;2009 augustus;;;
398;Totaal afzetprijzen;051 Steenkool;2009 september;;;
399;Totaal afzetprijzen;051 Steenkool;2009 oktober;;;
400;Totaal afzetprijzen;051 Steenkool;2009 november;;;
401;Totaal afzetprijzen;051 Steenkool;2009 december;;;
402;Totaal afzetprijzen;051 Steenkool;2009;;;
403;Totaal afzetprijzen;051 Steenkool;2010 januari;;;
404;Totaal afzetprijzen;051 Steenkool;2010 februari;;;
405;Totaal afzetprijzen;051 Steenkool;2010 maart;;;
406;Totaal afzetprijzen;051 Steenkool;2010 april;;;
407;Totaal afzetprijzen;051 Steenkool;2010 mei;;;
408;Totaal afzetprijzen;051 Steenkool;2010 juni;;;
409;Totaal afzetprijzen;051 Steenkool;2010 juli;;;
410;Totaal afzetprijzen;051 Steenkool;2010 augustus;;;
411;Totaal afzetprijzen;051 Steenkool;2010 september;;;
412;Totaal afzetprijzen;051 Steenkool;2010 oktober;;;
413;Totaal afzetprijzen;051 Steenkool;2010 november;;;
414;Totaal afzetprijzen;051 Steenkool;2010 december;;;
415;Totaal afzetprijzen;051 Steenkool;2010;;;
416;Totaal afzetprijzen;051 Steenkool;2011 januari;;;
417;Totaal afzetprijzen;051 Steenkool;2011 februari;;;
418;Totaal afzetprijzen;051 Steenkool;2011 maart;;;
419;Totaal afzetprijzen;051 Steenkool;2011 april;;;
420;Totaal afzetprijzen;051 Steenkool;2011 mei;;;
421;Totaal afzetprijzen;051 Steenkool;2011 juni;;;
422;Totaal afzetprijzen;051 Steenkool;2011 juli;;;
423;Totaal afzetprijzen;051 Steenkool;2011 augustus;;;
424;Totaal afzetprijzen;051 Steenkool;2011 september;;;
425;Totaal afzetprijzen;051 Steenkool;2011 oktober;;;
426;Totaal afzetprijzen;051 Steenkool;2011 november;;;
427;Totaal afzetprijzen;051 Steenkool;2011 december;;;
428;Totaal afzetprijzen;051 Steenkool;2011;;;
429;Totaal afzetprijzen;051 Steenkool;2012 januari;;;
430;Totaal afzetprijzen;051 Steenkool;2012 februari;;;
431;Totaal afzetprijzen;051 Steenkool;2012 maart;;;
432;Totaal afzetprijzen;051 Steenkool;2012 april;;;
433;Totaal afzetprijzen;051 Steenkool;2012 mei;;;
434;Totaal afzetprijzen;051 Steenkool;2012 juni;;;
435;Totaal afzetprijzen;051 Steenkool;2012 juli;;;
436;Totaal afzetprijzen;051 Steenkool;2012 augustus;;;
437;Totaal afzetprijzen;051 Steenkool;2012 september;;;
438;Totaal afzetprijzen;051 Steenkool;2012 oktober;;;
439;Totaal afzetprijzen;051 Steenkool;2012 november;;;
440;Totaal afzetprijzen;051 Steenkool;2012 december;;;
441;Totaal afzetprijzen;051 Steenkool;2012;;;
442;Totaal afzetprijzen;051 Steenkool;2013 januari;;;
443;Totaal afzetprijzen;051 Steenkool;2013 februari;;;
444;Totaal afzetprijzen;051 Steenkool;2013 maart;;;
445;Totaal afzetprijzen;051 Steenkool;2013 april;;;
446;Totaal afzetprijzen;051 Steenkool;2013 mei;;;
447;Totaal afzetprijzen;051 Steenkool;2013 juni;;;
448;Totaal afzetprijzen;051 Steenkool;2013 juli;;;
449;Totaal afzetprijzen;051 Steenkool;2013 augustus;;;
450;Totaal afzetprijzen;051 Steenkool;2013 september;;;
451;Totaal afzetprijzen;051 Steenkool;2013 oktober;;;
452;Totaal afzetprijzen;051 Steenkool;2013 november;;;
453;Totaal afzetprijzen;051 Steenkool;2013 december;;;
454;Totaal afzetprijzen;051 Steenkool;2013;;;
455;Totaal afzetprijzen;051 Steenkool;2014 januari;;;
456;Totaal afzetprijzen;051 Steenkool;2014 februari;;;
457;Totaal afzetprijzen;051 Steenkool;2014 maart;;;
458;Totaal afzetprijzen;051 Steenkool;2014 april;;;
459;Totaal afzetprijzen;051 Steenkool;2014 mei;;;
460;Totaal afzetprijzen;051 Steenkool;2014 juni;;;
461;Totaal afzetprijzen;051 Steenkool;2014 juli;;;
462;Totaal afzetprijzen;051 Steenkool;2014 augustus;;;
463;Totaal afzetprijzen;051 Steenkool;2014 september;;;
464;Totaal afzetprijzen;051 Steenkool;2014 oktober;;;
465;Totaal afzetprijzen;051 Steenkool;2014 november;;;
466;Totaal afzetprijzen;051 Steenkool;2014 december;;;
467;Totaal afzetprijzen;051 Steenkool;2014;;;
468;Totaal afzetprijzen;051 Steenkool;2015 januari;;;
469;Totaal afzetprijzen;051 Steenkool;2015 februari;;;
470;Totaal afzetprijzen;051 Steenkool;2015 maart;;;
471;Totaal afzetprijzen;051 Steenkool;2015 april;;;
472;Totaal afzetprijzen;051 Steenkool;2015 mei;;;
473;Totaal afzetprijzen;051 Steenkool;2015 juni;;;
474;Totaal afzetprijzen;051 Steenkool;2015 juli;;;
475;Totaal afzetprijzen;051 Steenkool;2015 augustus;;;
476;Totaal afzetprijzen;051 Steenkool;2015 september;;;
477;Totaal afzetprijzen;051 Steenkool;2015 oktober;;;
478;Totaal afzetprijzen;051 Steenkool;2015 november;;;
479;Totaal afzetprijzen;051 Steenkool;2015 december;;;
480;Totaal afzetprijzen;051 Steenkool;2015;;;
481;Totaal afzetprijzen;051 Steenkool;2016 januari;;;
482;Totaal afzetprijzen;051 Steenkool;2016 februari;;;
483;Totaal afzetprijzen;051 Steenkool;2016 maart;;;
484;Totaal afzetprijzen;051 Steenkool;2016 april;;;
485;Totaal afzetprijzen;051 Steenkool;2016 mei;;;
486;Totaal afzetprijzen;051 Steenkool;2016 juni;;;
487;Totaal afzetprijzen;051 Steenkool;2016 juli;;;
488;Totaal afzetprijzen;051 Steenkool;2016 augustus;;;
489;Totaal afzetprijzen;051 Steenkool;2016 september;;;
490;Totaal afzetprijzen;051 Steenkool;2016 oktober;;;
491;Totaal afzetprijzen;051 Steenkool;2016 november;;;
492;Totaal afzetprijzen;051 Steenkool;2016 december;;;
493;Totaal afzetprijzen;051 Steenkool;2016;;;
494;Totaal afzetprijzen;051 Steenkool;2017 januari;;;
495;Totaal afzetprijzen;051 Steenkool;2017 februari;;;
496;Totaal afzetprijzen;051 Steenkool;2017 maart;;;
497;Totaal afzetprijzen;051 Steenkool;2017 april;;;
498;Totaal afzetprijzen;051 Steenkool;2017 mei;;;
499;Totaal afzetprijzen;051 Steenkool;2017 juni;;;
500;Totaal afzetprijzen;051 Steenkool;2017 juli;;;
501;Totaal afzetprijzen;051 Steenkool;2017 augustus;;;
502;Totaal afzetprijzen;051 Steenkool;2017 september;;;
503;Totaal afzetprijzen;051 Steenkool;2017 oktober;;;
504;Totaal afzetprijzen;051 Steenkool;2017 november;;;
505;Totaal afzetprijzen;051 Steenkool;2017 december;;;
506;Totaal afzetprijzen;051 Steenkool;2017;;;
507;Totaal afzetprijzen;06 Ruwe aardolie en aardgas;2005 januari;67.5;21.9;8.8
508;Totaal afzetprijzen;06 Ruwe aardolie en aardgas;2005 februari;67.7;21.6;0.4
509;Totaal afzetprijzen;06 Ruwe aardolie en aardgas;2005 maart;68.2;23.2;0.7
510;Totaal afzetprijzen;06 Ruwe aardolie en aardgas;2005 april;71.5;31.4;4.9
511;Totaal afzetprijzen;06 Ruwe aardolie en aardgas;2005 mei;71.3;32.2;-0.4
512;Totaal afzetprijzen;06 Ruwe aardolie en aardgas;2005 juni;73.1;34.3;2.5
513;Totaal afzetprijzen;06 Ruwe aardolie en aardgas;2005 juli;76.4;37.9;4.6
514;Totaal afzetprijzen;06 Ruwe aardolie en aardgas;2005 augustus;78.8;43.1;3.1
515;Totaal afzetprijzen;06 Ruwe aardolie en aardgas;2005 september;80.5;43.7;2.1
516;Totaal afzetprijzen;06 Ruwe aardolie en aardgas;2005 oktober;86.9;43.4;7.9
517;Totaal afzetprijzen;06 Ruwe aardolie en aardgas;2005 november;87.2;41.3;0.4
518;Totaal afzetprijzen;06 Ruwe aardolie en aardgas;2005 december;92.6;49.3;6.1
519;Totaal afzetprijzen;06 Ruwe aardolie en aardgas;2005;76.8;35.6;
520;Totaal afzetprijzen;06 Ruwe aardolie en aardgas;2006 januari;96.5;43.1;4.3
521;Totaal afzetprijzen;06 Ruwe aardolie en aardgas;2006 februari;96.7;42.7;0.1
522;Totaal afzetprijzen;06 Ruwe aardolie en aardgas;2006 maart;97.8;43.3;1.1
523;Totaal afzetprijzen;06 Ruwe aardolie en aardgas;2006 april;100.9;41.1;3.2
524;Totaal afzetprijzen;06 Ruwe aardolie en aardgas;2006 mei;105.3;47.7;4.3
525;Totaal afzetprijzen;06 Ruwe aardolie en aardgas;2006 juni;105.0;43.7;-0.3
526;Totaal afzetprijzen;06 Ruwe aardolie en aardgas;2006 juli;104.3;36.5;-0.7
527;Totaal afzetprijzen;06 Ruwe aardolie en aardgas;2006 augustus;104.3;32.3;0.0
528;Totaal afzetprijzen;06 Ruwe aardolie en aardgas;2006 september;105.3;30.8;0.9
529;Totaal afzetprijzen;06 Ruwe aardolie en aardgas;2006 oktober;104.6;20.4;-0.6
530;Totaal afzetprijzen;06 Ruwe aardolie en aardgas;2006 november;103.6;18.8;-1.0
531;Totaal afzetprijzen;06 Ruwe aardolie en aardgas;2006 december;103.9;12.2;0.2
532;Totaal afzetprijzen;06 Ruwe aardolie en aardgas;2006;102.3;33.2;
533;Totaal afzetprijzen;06 Ruwe aardolie en aardgas;2007 januari;105.0;8.8;1.1
534;Totaal afzetprijzen;06 Ruwe aardolie en aardgas;2007 februari;103.1;6.7;-1.8
535;Totaal afzetprijzen;06 Ruwe aardolie en aardgas;2007 maart;103.6;6.0;0.5
536;Totaal afzetprijzen;06 Ruwe aardolie en aardgas;2007 april;102.9;2.0;-0.7
537;Totaal afzetprijzen;06 Ruwe aardolie en aardgas;2007 mei;101.4;-3.7;-1.5
538;Totaal afzetprijzen;06 Ruwe aardolie en aardgas;2007 juni;99.5;-5.2;-1.9
539;Totaal afzetprijzen;06 Ruwe aardolie en aardgas;2007 juli;104.5;0.2;5.0
540;Totaal afzetprijzen;06 Ruwe aardolie en aardgas;2007 augustus;103.5;-0.7;-0.9
541;Totaal afzetprijzen;06 Ruwe aardolie en aardgas;2007 september;101.6;-3.5;-1.9
542;Totaal afzetprijzen;06 Ruwe aardolie en aardgas;2007 oktober;103.5;-1.1;1.8
543;Totaal afzetprijzen;06 Ruwe aardolie en aardgas;2007 november;103.6;0.0;0.1
544;Totaal afzetprijzen;06 Ruwe aardolie en aardgas;2007 december;104.6;0.7;1.0
545;Totaal afzetprijzen;06 Ruwe aardolie en aardgas;2007;103.1;0.7;
546;Totaal afzetprijzen;06 Ruwe aardolie en aardgas;2008 januari;109.3;4.2;4.5
547;Totaal afzetprijzen;06 Ruwe aardolie en aardgas;2008 februari;112.4;9.0;2.8
548;Totaal afzetprijzen;06 Ruwe aardolie en aardgas;2008 maart;115.1;11.1;2.4
549;Totaal afzetprijzen;06 Ruwe aardolie en aardgas;2008 april;120.5;17.1;4.7
550;Totaal afzetprijzen;06 Ruwe aardolie en aardgas;2008 mei;128.7;26.9;6.8
551;Totaal afzetprijzen;06 Ruwe aardolie en aardgas;2008 juni;135.6;36.3;5.4
552;Totaal afzetprijzen;06 Ruwe aardolie en aardgas;2008 juli;148.2;41.8;9.2
553;Totaal afzetprijzen;06 Ruwe aardolie en aardgas;2008 augustus;150.9;45.7;1.8
554;Totaal afzetprijzen;06 Ruwe aardolie en aardgas;2008 september;146.3;44.0;-3.0
555;Totaal afzetprijzen;06 Ruwe aardolie en aardgas;2008 oktober;149.7;44.7;2.3
556;Totaal afzetprijzen;06 Ruwe aardolie en aardgas;2008 november;143.9;39.0;-3.8
557;Totaal afzetprijzen;06 Ruwe aardolie en aardgas;2008 december;143.8;37.4;-0.1
558;Totaal afzetprijzen;06 Ruwe aardolie en aardgas;2008;133.7;29.7;
559;Totaal afzetprijzen;06 Ruwe aardolie en aardgas;2009 januari;129.2;18.1;-10.2
560;Totaal afzetprijzen;06 Ruwe aardolie en aardgas;2009 februari;125.3;11.5;-3.0
561;Totaal afzetprijzen;06 Ruwe aardolie en aardgas;2009 maart;119.9;4.1;-4.4
562;Totaal afzetprijzen;06 Ruwe aardolie en aardgas;2009 april;101.1;-16.1;-15.7
563;Totaal afzetprijzen;06 Ruwe aardolie en aardgas;2009 mei;95.6;-25.7;-5.5
564;Totaal afzetprijzen;06 Ruwe aardolie en aardgas;2009 juni;92.7;-31.7;-3.0
565;Totaal afzetprijzen;06 Ruwe aardolie en aardgas;2009 juli;85.6;-42.2;-7.7
566;Totaal afzetprijzen;06 Ruwe aardolie en aardgas;2009 augustus;83.0;-45.0;-2.9
567;Totaal afzetprijzen;06 Ruwe aardolie en aardgas;2009 september;83.2;-43.1;0.2
568;Totaal afzetprijzen;06 Ruwe aardolie en aardgas;2009 oktober;87.6;-41.5;5.3
569;Totaal afzetprijzen;06 Ruwe aardolie en aardgas;2009 november;90.6;-37.0;3.5
570;Totaal afzetprijzen;06 Ruwe aardolie en aardgas;2009 december;90.2;-37.3;-0.5
571;Totaal afzetprijzen;06 Ruwe aardolie en aardgas;2009;98.7;-26.2;
572;Totaal afzetprijzen;06 Ruwe aardolie en aardgas;2010 januari;88.1;-31.8;-2.4
573;Totaal afzetprijzen;06 Ruwe aardolie en aardgas;2010 februari;90.3;-28.0;2.5
574;Totaal afzetprijzen;06 Ruwe aardolie en aardgas;2010 maart;91.7;-23.5;1.7
575;Totaal afzetprijzen;06 Ruwe aardolie en aardgas;2010 april;93.8;-7.2;2.3
576;Totaal afzetprijzen;06 Ruwe aardolie en aardgas;2010 mei;94.5;-1.2;0.7
577;Totaal afzetprijzen;06 Ruwe aardolie en aardgas;2010 juni;100.0;7.9;5.9
578;Totaal afzetprijzen;06 Ruwe aardolie en aardgas;2010 juli;108.5;26.8;8.5
579;Totaal afzetprijzen;06 Ruwe aardolie en aardgas;2010 augustus;108.9;31.1;0.3
580;Totaal afzetprijzen;06 Ruwe aardolie en aardgas;2010 september;106.2;27.6;-2.4
581;Totaal afzetprijzen;06 Ruwe aardolie en aardgas;2010 oktober;105.4;20.3;-0.7
582;Totaal afzetprijzen;06 Ruwe aardolie en aardgas;2010 november;107.9;19.0;2.3
583;Totaal afzetprijzen;06 Ruwe aardolie en aardgas;2010 december;104.7;16.1;-2.9
584;Totaal afzetprijzen;06 Ruwe aardolie en aardgas;2010;100.0;1.3;
585;Totaal afzetprijzen;06 Ruwe aardolie en aardgas;2011 januari;111.1;26.1;6.1
586;Totaal afzetprijzen;06 Ruwe aardolie en aardgas;2011 februari;111.4;23.4;0.3
587;Totaal afzetprijzen;06 Ruwe aardolie en aardgas;2011 maart;112.1;22.2;0.6
588;Totaal afzetprijzen;06 Ruwe aardolie en aardgas;2011 april;119.5;27.4;6.6
589;Totaal afzetprijzen;06 Ruwe aardolie en aardgas;2011 mei;118.6;25.6;-0.7
590;Totaal afzetprijzen;06 Ruwe aardolie en aardgas;2011 juni;120.2;20.2;1.3
591;Totaal afzetprijzen;06 Ruwe aardolie en aardgas;2011 juli;121.3;11.8;0.9
592;Totaal afzetprijzen;06 Ruwe aardolie en aardgas;2011 augustus;119.8;10.1;-1.2
593;Totaal afzetprijzen;06 Ruwe aardolie en aardgas;2011 september;124.6;17.3;4.0
594;Totaal afzetprijzen;06 Ruwe aardolie en aardgas;2011 oktober;133.1;26.2;6.8
595;Totaal afzetprijzen;06 Ruwe aardolie en aardgas;2011 november;134.0;24.2;0.7
596;Totaal afzetprijzen;06 Ruwe aardolie en aardgas;2011 december;133.6;27.5;-0.3
597;Totaal afzetprijzen;06 Ruwe aardolie en aardgas;2011;121.6;21.6;
598;Totaal afzetprijzen;06 Ruwe aardolie en aardgas;2012 januari;128.6;15.8;-3.7
599;Totaal afzetprijzen;06 Ruwe aardolie en aardgas;2012 februari;129.0;15.8;0.3
600;Totaal afzetprijzen;06 Ruwe aardolie en aardgas;2012 maart;129.9;15.9;0.7
601;Totaal afzetprijzen;06 Ruwe aardolie en aardgas;2012 april;134.2;12.3;3.3
602;Totaal afzetprijzen;06 Ruwe aardolie en aardgas;2012 mei;136.3;14.9;1.6
603;Totaal afzetprijzen;06 Ruwe aardolie en aardgas;2012 juni;132.5;10.2;-2.8
604;Totaal afzetprijzen;06 Ruwe aardolie en aardgas;2012 juli;131.6;8.4;-0.7
605;Totaal afzetprijzen;06 Ruwe aardolie en aardgas;2012 augustus;133.9;11.7;1.8
606;Totaal afzetprijzen;06 Ruwe aardolie en aardgas;2012 september;133.7;7.3;-0.2
607;Totaal afzetprijzen;06 Ruwe aardolie en aardgas;2012 oktober;137.1;3.0;2.5
608;Totaal afzetprijzen;06 Ruwe aardolie en aardgas;2012 november;142.6;6.4;4.0
609;Totaal afzetprijzen;06 Ruwe aardolie en aardgas;2012 december;137.0;2.6;-3.9
610;Totaal afzetprijzen;06 Ruwe aardolie en aardgas;2012;133.9;10.1;
611;Totaal afzetprijzen;06 Ruwe aardolie en aardgas;2013 januari;134.1;4.2;-2.2
612;Totaal afzetprijzen;06 Ruwe aardolie en aardgas;2013 februari;131.4;1.9;-2.0
613;Totaal afzetprijzen;06 Ruwe aardolie en aardgas;2013 maart;131.7;1.4;0.2
614;Totaal afzetprijzen;06 Ruwe aardolie en aardgas;2013 april;130.8;-2.5;-0.6
615;Totaal afzetprijzen;06 Ruwe aardolie en aardgas;2013 mei;129.4;-5.0;-1.1
616;Totaal afzetprijzen;06 Ruwe aardolie en aardgas;2013 juni;128.9;-2.7;-0.4
617;Totaal afzetprijzen;06 Ruwe aardolie en aardgas;2013 juli;128.9;-2.0;0.0
618;Totaal afzetprijzen;06 Ruwe aardolie en aardgas;2013 augustus;128.3;-4.2;-0.5
619;Totaal afzetprijzen;06 Ruwe aardolie en aardgas;2013 september;127.0;-5.0;-1.0
620;Totaal afzetprijzen;06 Ruwe aardolie en aardgas;2013 oktober;128.7;-6.1;1.3
621;Totaal afzetprijzen;06 Ruwe aardolie en aardgas;2013 november;130.5;-8.5;1.4
622;Totaal afzetprijzen;06 Ruwe aardolie en aardgas;2013 december;131.3;-4.2;0.6
623;Totaal afzetprijzen;06 Ruwe aardolie en aardgas;2013;130.1;-2.8;
624;Totaal afzetprijzen;06 Ruwe aardolie en aardgas;2014 januari;131.1;-2.2;-0.1
625;Totaal afzetprijzen;06 Ruwe aardolie en aardgas;2014 februari;126.6;-3.7;-3.5
626;Totaal afzetprijzen;06 Ruwe aardolie en aardgas;2014 maart;121.1;-8.0;-4.3
627;Totaal afzetprijzen;06 Ruwe aardolie en aardgas;2014 april;113.5;-13.2;-6.3
628;Totaal afzetprijzen;06 Ruwe aardolie en aardgas;2014 mei;107.8;-16.7;-5.1
629;Totaal afzetprijzen;06 Ruwe aardolie en aardgas;2014 juni;105.8;-18.0;-1.8
630;Totaal afzetprijzen;06 Ruwe aardolie en aardgas;2014 juli;100.9;-21.7;-4.6
631;Totaal afzetprijzen;06 Ruwe aardolie en aardgas;2014 augustus;101.1;-21.2;0.2
632;Totaal afzetprijzen;06 Ruwe aardolie en aardgas;2014 september;105.6;-16.8;4.5
633;Totaal afzetprijzen;06 Ruwe aardolie en aardgas;2014 oktober;113.1;-12.2;7.0
634;Totaal afzetprijzen;06 Ruwe aardolie en aardgas;2014 november;114.9;-11.9;1.6
635;Totaal afzetprijzen;06 Ruwe aardolie en aardgas;2014 december;115.5;-12.1;0.5
636;Totaal afzetprijzen;06 Ruwe aardolie en aardgas;2014;113.1;-13.1;
637;Totaal afzetprijzen;06 Ruwe aardolie en aardgas;2015 januari;107.6;-17.9;-6.8
638;Totaal afzetprijzen;06 Ruwe aardolie en aardgas;2015 februari;104.0;-17.8;-3.4
639;Totaal afzetprijzen;06 Ruwe aardolie en aardgas;2015 maart;109.1;-9.9;4.9
640;Totaal afzetprijzen;06 Ruwe aardolie en aardgas;2015 april;106.2;-6.5;-2.7
641;Totaal afzetprijzen;06 Ruwe aardolie en aardgas;2015 mei;102.8;-4.6;-3.2
642;Totaal afzetprijzen;06 Ruwe aardolie en aardgas;2015 juni;101.0;-4.5;-1.8
643;Totaal afzetprijzen;06 Ruwe aardolie en aardgas;2015 juli;100.8;-0.1;-0.2
644;Totaal afzetprijzen;06 Ruwe aardolie en aardgas;2015 augustus;100.1;-1.0;-0.7
645;Totaal afzetprijzen;06 Ruwe aardolie en aardgas;2015 september;101.1;-4.3;1.0
646;Totaal afzetprijzen;06 Ruwe aardolie en aardgas;2015 oktober;93.8;-17.1;-7.2
647;Totaal afzetprijzen;06 Ruwe aardolie en aardgas;2015 november;89.8;-21.8;-4.2
648;Totaal afzetprijzen;06 Ruwe aardolie en aardgas;2015 december;87.2;-24.5;-3.0
649;Totaal afzetprijzen;06 Ruwe aardolie en aardgas;2015;100.3;-11.3;
650;Totaal afzetprijzen;06 Ruwe aardolie en aardgas;2016 januari;;;
651;Totaal afzetprijzen;06 Ruwe aardolie en aardgas;2016 februari;;;
652;Totaal afzetprijzen;06 Ruwe aardolie en aardgas;2016 maart;;;
653;Totaal afzetprijzen;06 Ruwe aardolie en aardgas;2016 april;;;
654;Totaal afzetprijzen;06 Ruwe aardolie en aardgas;2016 mei;67.6;-34.3;
655;Totaal afzetprijzen;06 Ruwe aardolie en aardgas;2016 juni;;;
656;Totaal afzetprijzen;06 Ruwe aardolie en aardgas;2016 juli;77.1;-23.6;
657;Totaal afzetprijzen;06 Ruwe aardolie en aardgas;2016 augustus;;;
658;Totaal afzetprijzen;06 Ruwe aardolie en aardgas;2016 september;69.5;-31.2;
659;Totaal afzetprijzen;06 Ruwe aardolie en aardgas;2016 oktober;;;
660;Totaal afzetprijzen;06 Ruwe aardolie en aardgas;2016 november;;;
661;Totaal afzetprijzen;06 Ruwe aardolie en aardgas;2016 december;83.7;-4.0;
662;Totaal afzetprijzen;06 Ruwe aardolie en aardgas;2016;74.0;-26.2;
