ID;Vervoerstromen;Landen;Goederensoort;Perioden;VervoerdLadinggewicht_1;Ladingtonkilometer_2;VervoerdeContainers_3
43;Aanvoer;Totaal;03 Metaalertsen en andere delfstoffen...;2019;14576.0;2028.0;
44;Aanvoer;Totaal;03 Metaalertsen en andere delfstoffen...;2020;13463.0;1829.0;
45;Aanvoer;Totaal;03 Metaalertsen en andere delfstoffen...;2021;13111.0;1762.0;
46;Aanvoer;Totaal;03 Metaalertsen en andere delfstoffen...;2022;11868.0;1622.0;
47;Aanvoer;Totaal;03 Metaalertsen en andere delfstoffen...;2023;12993.0;1741.0;
48;Aanvoer;Totaal;04 Voedings- en genotmiddelen;2012;3287.0;406.0;
49;Aanvoer;Totaal;04 Voedings- en genotmiddelen;2013;3202.0;398.0;
50;Aanvoer;Totaal;04 Voedings- en genotmiddelen;2014;3374.0;425.0;
51;Aanvoer;Totaal;04 Voedings- en genotmiddelen;2015;3274.0;411.0;
52;Aanvoer;Totaal;04 Voedings- en genotmiddelen;2016;3152.0;395.0;
53;Aanvoer;Totaal;04 Voedings- en genotmiddelen;2017;3075.0;400.0;
54;Aanvoer;Totaal;04 Voedings- en genotmiddelen;2018;3098.0;398.0;
55;Aanvoer;Totaal;04 Voedings- en genotmiddelen;2019;3159.0;404.0;
56;Aanvoer;Totaal;04 Voedings- en genotmiddelen;2020;3448.0;447.0;
57;Aanvoer;Totaal;04 Voedings- en genotmiddelen;2021;3586.0;461.0;
58;Aanvoer;Totaal;04 Voedings- en genotmiddelen;2022;3178.0;415.0;
59;Aanvoer;Totaal;04 Voedings- en genotmiddelen;2023;3224.0;414.0;
60;Aanvoer;Totaal;"05 Textiel en textielproducten; leder...";2012;21.0;3.0;
61;Aanvoer;Totaal;"05 Textiel en textielproducten; leder...";2013;25.0;4.0;
62;Aanvoer;Totaal;"05 Textiel en textielproducten; leder...";2014;14.0;2.0;
63;Aanvoer;Totaal;"05 Textiel en textielproducten; leder...";2015;17.0;2.0;
64;Aanvoer;Totaal;"05 Textiel en textielproducten; leder...";2016;16.0;2.0;
65;Aanvoer;Totaal;"05 Textiel en textielproducten; leder...";2017;19.0;3.0;
66;Aanvoer;Totaal;"05 Textiel en textielproducten; leder...";2018;28.0;4.0;
67;Aanvoer;Totaal;"05 Textiel en textielproducten; leder...";2019;32.0;4.0;
68;Aanvoer;Totaal;"05 Textiel en textielproducten; leder...";2020;10.0;1.0;
69;Aanvoer;Totaal;"05 Textiel en textielproducten; leder...";2021;23.0;4.0;
70;Aanvoer;Totaal;"05 Textiel en textielproducten; leder...";2022;29.0;4.0;
71;Aanvoer;Totaal;"05 Textiel en textielproducten; leder...";2023;14.0;2.0;
72;Aanvoer;Totaal;06 Hout, hout- en kurkwaren (m.u.v. m...;2012;241.0;25.0;
73;Aanvoer;Totaal;06 Hout, hout- en kurkwaren (m.u.v. m...;2013;180.0;24.0;
74;Aanvoer;Totaal;06 Hout, hout- en kurkwaren (m.u.v. m...;2014;117.0;17.0;
75;Aanvoer;Totaal;06 Hout, hout- en kurkwaren (m.u.v. m...;2015;113.0;25.0;
76;Aanvoer;Totaal;06 Hout, hout- en kurkwaren (m.u.v. m...;2016;101.0;15.0;
77;Aanvoer;Totaal;06 Hout, hout- en kurkwaren (m.u.v. m...;2017;103.0;17.0;
78;Aanvoer;Totaal;06 Hout, hout- en kurkwaren (m.u.v. m...;2018;116.0;24.0;
79;Aanvoer;Totaal;06 Hout, hout- en kurkwaren (m.u.v. m...;2019;193.0;30.0;
80;Aanvoer;Totaal;06 Hout, hout- en kurkwaren (m.u.v. m...;2020;233.0;31.0;
81;Aanvoer;Totaal;06 Hout, hout- en kurkwaren (m.u.v. m...;2021;350.0;46.0;
82;Aanvoer;Totaal;06 Hout, hout- en kurkwaren (m.u.v. m...;2022;257.0;33.0;
83;Aanvoer;Totaal;06 Hout, hout- en kurkwaren (m.u.v. m...;2023;189.0;27.0;
84;Aanvoer;Totaal;07 Cokes en geraffineerde aardoliepro...;2012;12949.0;1718.0;0.0
85;Aanvoer;Totaal;07 Cokes en geraffineerde aardoliepro...;2013;12787.0;1755.0;1.0
86;Aanvoer;Totaal;07 Cokes en geraffineerde aardoliepro...;2014;11274.0;1608.0;1.0
87;Aanvoer;Totaal;07 Cokes en geraffineerde aardoliepro...;2015;10437.0;1446.0;2.0
88;Aanvoer;Totaal;07 Cokes en geraffineerde aardoliepro...;2016;13364.0;1892.0;1.0
89;Aanvoer;Totaal;07 Cokes en geraffineerde aardoliepro...;2017;12820.0;1758.0;1.0
90;Aanvoer;Totaal;07 Cokes en geraffineerde aardoliepro...;2018;11739.0;1631.0;2.0
91;Aanvoer;Totaal;07 Cokes en geraffineerde aardoliepro...;2019;11571.0;1492.0;2.0
92;Aanvoer;Totaal;07 Cokes en geraffineerde aardoliepro...;2020;12843.0;1717.0;1.0
93;Aanvoer;Totaal;07 Cokes en geraffineerde aardoliepro...;2021;12785.0;1736.0;1.0
94;Aanvoer;Totaal;07 Cokes en geraffineerde aardoliepro...;2022;11312.0;1536.0;1.0
95;Aanvoer;Totaal;07 Cokes en geraffineerde aardoliepro...;2023;12260.0;1684.0;1.0
96;Aanvoer;Totaal;08 Chemische producten en synthetisch...;2012;9729.0;1286.0;43.0
97;Aanvoer;Totaal;08 Chemische producten en synthetisch...;2013;10535.0;1321.0;47.0
98;Aanvoer;Totaal;08 Chemische producten en synthetisch...;2014;12542.0;1570.0;44.0
99;Aanvoer;Totaal;08 Chemische producten en synthetisch...;2015;12907.0;1582.0;43.0
100;Aanvoer;Totaal;08 Chemische producten en synthetisch...;2016;12971.0;1545.0;43.0
101;Aanvoer;Totaal;08 Chemische producten en synthetisch...;2017;14383.0;1716.0;49.0
102;Aanvoer;Totaal;08 Chemische producten en synthetisch...;2018;13677.0;1650.0;43.0
103;Aanvoer;Totaal;08 Chemische producten en synthetisch...;2019;15080.0;1815.0;41.0
104;Aanvoer;Totaal;08 Chemische producten en synthetisch...;2020;14860.0;1805.0;40.0
105;Aanvoer;Totaal;08 Chemische producten en synthetisch...;2021;15766.0;1857.0;39.0
106;Aanvoer;Totaal;08 Chemische producten en synthetisch...;2022;14670.0;1717.0;33.0
107;Aanvoer;Totaal;08 Chemische producten en synthetisch...;2023;14729.0;1724.0;29.0
108;Aanvoer;Totaal;09 Overige niet-metaalhoudende minera...;2012;2100.0;354.0;
109;Aanvoer;Totaal;09 Overige niet-metaalhoudende minera...;2013;2155.0;344.0;
110;Aanvoer;Totaal;09 Overige niet-metaalhoudende minera...;2014;2832.0;426.0;
111;Aanvoer;Totaal;09 Overige niet-metaalhoudende minera...;2015;2630.0;406.0;
112;Aanvoer;Totaal;09 Overige niet-metaalhoudende minera...;2016;2384.0;369.0;
113;Aanvoer;Totaal;09 Overige niet-metaalhoudende minera...;2017;2368.0;374.0;
114;Aanvoer;Totaal;09 Overige niet-metaalhoudende minera...;2018;2555.0;383.0;
115;Aanvoer;Totaal;09 Overige niet-metaalhoudende minera...;2019;2697.0;411.0;
116;Aanvoer;Totaal;09 Overige niet-metaalhoudende minera...;2020;2567.0;401.0;
117;Aanvoer;Totaal;09 Overige niet-metaalhoudende minera...;2021;2617.0;400.0;
118;Aanvoer;Totaal;09 Overige niet-metaalhoudende minera...;2022;2273.0;357.0;
119;Aanvoer;Totaal;09 Overige niet-metaalhoudende minera...;2023;2008.0;312.0;
120;Aanvoer;Totaal;"10 Metalen in primaire vorm; producte...";2012;2495.0;385.0;1.0
121;Aanvoer;Totaal;"10 Metalen in primaire vorm; producte...";2013;2506.0;395.0;1.0
122;Aanvoer;Totaal;"10 Metalen in primaire vorm; producte...";2014;2440.0;380.0;1.0
123;Aanvoer;Totaal;"10 Metalen in primaire vorm; producte...";2015;2342.0;371.0;0.0
124;Aanvoer;Totaal;"10 Metalen in primaire vorm; producte...";2016;2173.0;350.0;0.0
125;Aanvoer;Totaal;"10 Metalen in primaire vorm; producte...";2017;2544.0;394.0;0.0
126;Aanvoer;Totaal;"10 Metalen in primaire vorm; producte...";2018;2589.0;415.0;0.0
127;Aanvoer;Totaal;"10 Metalen in primaire vorm; producte...";2019;2546.0;376.0;0.0
128;Aanvoer;Totaal;"10 Metalen in primaire vorm; producte...";2020;2327.0;330.0;0.0
129;Aanvoer;Totaal;"10 Metalen in primaire vorm; producte...";2021;2753.0;419.0;0.0
130;Aanvoer;Totaal;"10 Metalen in primaire vorm; producte...";2022;3016.0;454.0;0.0
131;Aanvoer;Totaal;"10 Metalen in primaire vorm; producte...";2023;3210.0;496.0;0.0
132;Aanvoer;Totaal;11 Machines, apparaten en werktuigen,...;2012;46.0;6.0;1.0
133;Aanvoer;Totaal;11 Machines, apparaten en werktuigen,...;2013;35.0;4.0;1.0
134;Aanvoer;Totaal;11 Machines, apparaten en werktuigen,...;2014;41.0;6.0;2.0
135;Aanvoer;Totaal;11 Machines, apparaten en werktuigen,...;2015;49.0;6.0;3.0
136;Aanvoer;Totaal;11 Machines, apparaten en werktuigen,...;2016;51.0;7.0;3.0
137;Aanvoer;Totaal;11 Machines, apparaten en werktuigen,...;2017;64.0;9.0;3.0
138;Aanvoer;Totaal;11 Machines, apparaten en werktuigen,...;2018;65.0;8.0;1.0
139;Aanvoer;Totaal;11 Machines, apparaten en werktuigen,...;2019;159.0;23.0;1.0
140;Aanvoer;Totaal;11 Machines, apparaten en werktuigen,...;2020;203.0;26.0;1.0
141;Aanvoer;Totaal;11 Machines, apparaten en werktuigen,...;2021;209.0;30.0;2.0
142;Aanvoer;Totaal;11 Machines, apparaten en werktuigen,...;2022;236.0;32.0;1.0
143;Aanvoer;Totaal;11 Machines, apparaten en werktuigen,...;2023;194.0;29.0;1.0
144;Aanvoer;Totaal;12 Transportmiddelen;2012;248.0;47.0;
145;Aanvoer;Totaal;12 Transportmiddelen;2013;278.0;53.0;
146;Aanvoer;Totaal;12 Transportmiddelen;2014;318.0;58.0;
147;Aanvoer;Totaal;12 Transportmiddelen;2015;326.0;59.0;
148;Aanvoer;Totaal;12 Transportmiddelen;2016;325.0;58.0;
149;Aanvoer;Totaal;12 Transportmiddelen;2017;302.0;54.0;
150;Aanvoer;Totaal;12 Transportmiddelen;2018;298.0;53.0;
151;Aanvoer;Totaal;12 Transportmiddelen;2019;193.0;33.0;
152;Aanvoer;Totaal;12 Transportmiddelen;2020;170.0;27.0;
153;Aanvoer;Totaal;12 Transportmiddelen;2021;135.0;19.0;
154;Aanvoer;Totaal;12 Transportmiddelen;2022;158.0;24.0;
155;Aanvoer;Totaal;12 Transportmiddelen;2023;202.0;29.0;1.0
156;Aanvoer;Totaal;"13 Meubelen; overige industrieproduct...";2012;4.0;1.0;
157;Aanvoer;Totaal;"13 Meubelen; overige industrieproduct...";2013;1.0;0.0;
158;Aanvoer;Totaal;"13 Meubelen; overige industrieproduct...";2014;7.0;1.0;
159;Aanvoer;Totaal;"13 Meubelen; overige industrieproduct...";2015;2.0;0.0;
160;Aanvoer;Totaal;"13 Meubelen; overige industrieproduct...";2016;0.0;0.0;
161;Aanvoer;Totaal;"13 Meubelen; overige industrieproduct...";2017;1.0;0.0;
162;Aanvoer;Totaal;"13 Meubelen; overige industrieproduct...";2018;1.0;0.0;
163;Aanvoer;Totaal;"13 Meubelen; overige industrieproduct...";2019;1.0;0.0;
164;Aanvoer;Totaal;"13 Meubelen; overige industrieproduct...";2020;7.0;1.0;
165;Aanvoer;Totaal;"13 Meubelen; overige industrieproduct...";2021;0.0;0.0;
166;Aanvoer;Totaal;"13 Meubelen; overige industrieproduct...";2022;1.0;0.0;
167;Aanvoer;Totaal;"13 Meubelen; overige industrieproduct...";2023;0.0;0.0;
168;Aanvoer;Totaal;"14 Secundaire grondstoffen; gemeentel...";2012;884.0;119.0;
169;Aanvoer;Totaal;"14 Secundaire grondstoffen; gemeentel...";2013;747.0;101.0;
170;Aanvoer;Totaal;"14 Secundaire grondstoffen; gemeentel...";2014;1190.0;160.0;
171;Aanvoer;Totaal;"14 Secundaire grondstoffen; gemeentel...";2015;1033.0;139.0;
172;Aanvoer;Totaal;"14 Secundaire grondstoffen; gemeentel...";2016;1092.0;146.0;
173;Aanvoer;Totaal;"14 Secundaire grondstoffen; gemeentel...";2017;1062.0;144.0;
174;Aanvoer;Totaal;"14 Secundaire grondstoffen; gemeentel...";2018;1246.0;169.0;
175;Aanvoer;Totaal;"14 Secundaire grondstoffen; gemeentel...";2019;1562.0;220.0;
176;Aanvoer;Totaal;"14 Secundaire grondstoffen; gemeentel...";2020;1749.0;244.0;
177;Aanvoer;Totaal;"14 Secundaire grondstoffen; gemeentel...";2021;1700.0;237.0;
178;Aanvoer;Totaal;"14 Secundaire grondstoffen; gemeentel...";2022;1541.0;223.0;
179;Aanvoer;Totaal;"14 Secundaire grondstoffen; gemeentel...";2023;1794.0;251.0;
180;Aanvoer;Totaal;15 Brieven, pakketten;2012;0.0;0.0;
181;Aanvoer;Totaal;15 Brieven, pakketten;2013;0.0;0.0;
182;Aanvoer;Totaal;15 Brieven, pakketten;2014;0.0;0.0;
183;Aanvoer;Totaal;15 Brieven, pakketten;2015;0.0;0.0;
184;Aanvoer;Totaal;15 Brieven, pakketten;2016;0.0;0.0;
185;Aanvoer;Totaal;15 Brieven, pakketten;2017;0.0;0.0;
186;Aanvoer;Totaal;15 Brieven, pakketten;2018;0.0;0.0;
187;Aanvoer;Totaal;15 Brieven, pakketten;2019;0.0;0.0;
188;Aanvoer;Totaal;15 Brieven, pakketten;2020;0.0;0.0;
189;Aanvoer;Totaal;15 Brieven, pakketten;2021;0.0;0.0;
190;Aanvoer;Totaal;15 Brieven, pakketten;2022;0.0;0.0;
191;Aanvoer;Totaal;15 Brieven, pakketten;2023;;;
192;Aanvoer;Totaal;16 Uitrusting en materiaal voor het v...;2012;694.0;85.0;352.0
193;Aanvoer;Totaal;16 Uitrusting en materiaal voor het v...;2013;660.0;82.0;321.0
194;Aanvoer;Totaal;16 Uitrusting en materiaal voor het v...;2014;655.0;80.0;321.0
195;Aanvoer;Totaal;16 Uitrusting en materiaal voor het v...;2015;648.0;77.0;316.0
196;Aanvoer;Totaal;16 Uitrusting en materiaal voor het v...;2016;512.0;61.0;254.0
197;Aanvoer;Totaal;16 Uitrusting en materiaal voor het v...;2017;534.0;63.0;255.0
198;Aanvoer;Totaal;16 Uitrusting en materiaal voor het v...;2018;549.0;66.0;265.0
199;Aanvoer;Totaal;16 Uitrusting en materiaal voor het v...;2019;348.0;45.0;169.0
200;Aanvoer;Totaal;16 Uitrusting en materiaal voor het v...;2020;266.0;33.0;131.0
201;Aanvoer;Totaal;16 Uitrusting en materiaal voor het v...;2021;298.0;38.0;143.0
202;Aanvoer;Totaal;16 Uitrusting en materiaal voor het v...;2022;365.0;46.0;177.0
203;Aanvoer;Totaal;16 Uitrusting en materiaal voor het v...;2023;445.0;51.0;215.0
204;Aanvoer;Totaal;17 Vervoerde goederen in het kader va...;2012;11.0;1.0;
205;Aanvoer;Totaal;17 Vervoerde goederen in het kader va...;2013;0.0;0.0;
206;Aanvoer;Totaal;17 Vervoerde goederen in het kader va...;2014;37.0;5.0;
207;Aanvoer;Totaal;17 Vervoerde goederen in het kader va...;2015;31.0;2.0;
208;Aanvoer;Totaal;17 Vervoerde goederen in het kader va...;2016;70.0;7.0;
209;Aanvoer;Totaal;17 Vervoerde goederen in het kader va...;2017;51.0;6.0;
210;Aanvoer;Totaal;17 Vervoerde goederen in het kader va...;2018;9.0;1.0;
211;Aanvoer;Totaal;17 Vervoerde goederen in het kader va...;2019;6.0;1.0;
212;Aanvoer;Totaal;17 Vervoerde goederen in het kader va...;2020;2.0;0.0;
213;Aanvoer;Totaal;17 Vervoerde goederen in het kader va...;2021;3.0;0.0;
214;Aanvoer;Totaal;17 Vervoerde goederen in het kader va...;2022;41.0;3.0;
215;Aanvoer;Totaal;17 Vervoerde goederen in het kader va...;2023;11.0;1.0;
216;Aanvoer;Totaal;18 Gegroepeerde goederen: diverse soo...;2012;1054.0;133.0;
217;Aanvoer;Totaal;18 Gegroepeerde goederen: diverse soo...;2013;1068.0;102.0;
218;Aanvoer;Totaal;18 Gegroepeerde goederen: diverse soo...;2014;1291.0;132.0;
219;Aanvoer;Totaal;18 Gegroepeerde goederen: diverse soo...;2015;1355.0;130.0;
220;Aanvoer;Totaal;18 Gegroepeerde goederen: diverse soo...;2016;1207.0;117.0;
221;Aanvoer;Totaal;18 Gegroepeerde goederen: diverse soo...;2017;1262.0;132.0;
222;Aanvoer;Totaal;18 Gegroepeerde goederen: diverse soo...;2018;1198.0;123.0;
223;Aanvoer;Totaal;18 Gegroepeerde goederen: diverse soo...;2019;2185.0;284.0;
224;Aanvoer;Totaal;18 Gegroepeerde goederen: diverse soo...;2020;1207.0;156.0;
225;Aanvoer;Totaal;18 Gegroepeerde goederen: diverse soo...;2021;749.0;96.0;
226;Aanvoer;Totaal;18 Gegroepeerde goederen: diverse soo...;2022;584.0;72.0;
227;Aanvoer;Totaal;18 Gegroepeerde goederen: diverse soo...;2023;598.0;88.0;
228;Aanvoer;Totaal;19 Niet identificeerbare goederen: go...;2012;8629.0;1114.0;560.0
229;Aanvoer;Totaal;19 Niet identificeerbare goederen: go...;2013;7925.0;1036.0;530.0
230;Aanvoer;Totaal;19 Niet identificeerbare goederen: go...;2014;8002.0;1037.0;569.0
231;Aanvoer;Totaal;19 Niet identificeerbare goederen: go...;2015;7813.0;1008.0;562.0
232;Aanvoer;Totaal;19 Niet identificeerbare goederen: go...;2016;7416.0;969.0;554.0
233;Aanvoer;Totaal;19 Niet identificeerbare goederen: go...;2017;8238.0;1083.0;604.0
234;Aanvoer;Totaal;19 Niet identificeerbare goederen: go...;2018;7166.0;951.0;522.0
235;Aanvoer;Totaal;19 Niet identificeerbare goederen: go...;2019;7614.0;1010.0;559.0
236;Aanvoer;Totaal;19 Niet identificeerbare goederen: go...;2020;8662.0;1128.0;606.0
237;Aanvoer;Totaal;19 Niet identificeerbare goederen: go...;2021;8521.0;1118.0;597.0
238;Aanvoer;Totaal;19 Niet identificeerbare goederen: go...;2022;6544.0;867.0;494.0
239;Aanvoer;Totaal;19 Niet identificeerbare goederen: go...;2023;4899.0;650.0;386.0
240;Aanvoer;Totaal;20 Overige goederen, n.e.g.;2012;0.0;0.0;
241;Aanvoer;Totaal;20 Overige goederen, n.e.g.;2013;0.0;0.0;
242;Aanvoer;Totaal;20 Overige goederen, n.e.g.;2014;0.0;0.0;
243;Aanvoer;Totaal;20 Overige goederen, n.e.g.;2015;0.0;0.0;
244;Aanvoer;Totaal;20 Overige goederen, n.e.g.;2016;0.0;0.0;
245;Aanvoer;Totaal;20 Overige goederen, n.e.g.;2017;0.0;0.0;
246;Aanvoer;Totaal;20 Overige goederen, n.e.g.;2018;0.0;0.0;
247;Aanvoer;Totaal;20 Overige goederen, n.e.g.;2019;0.0;0.0;
248;Aanvoer;Totaal;20 Overige goederen, n.e.g.;2020;0.0;0.0;
249;Aanvoer;Totaal;20 Overige goederen, n.e.g.;2021;0.0;0.0;
250;Aanvoer;Totaal;20 Overige goederen, n.e.g.;2022;0.0;0.0;
251;Aanvoer;Totaal;20 Overige goederen, n.e.g.;2023;;;
252;Aanvoer;België;Totaal;2012;30821.0;4056.0;391.0
253;Aanvoer;België;Totaal;2013;29762.0;3835.0;372.0
254;Aanvoer;België;Totaal;2014;30371.0;3950.0;389.0
255;Aanvoer;België;Totaal;2015;30768.0;3952.0;383.0
256;Aanvoer;België;Totaal;2016;33315.0;4245.0;334.0
257;Aanvoer;België;Totaal;2017;35632.0;4571.0;337.0
258;Aanvoer;België;Totaal;2018;33705.0;4351.0;300.0
259;Aanvoer;België;Totaal;2019;32043.0;3964.0;239.0
260;Aanvoer;België;Totaal;2020;32637.0;4083.0;229.0
261;Aanvoer;België;Totaal;2021;34520.0;4320.0;232.0
262;Aanvoer;België;Totaal;2022;32411.0;4062.0;241.0
263;Aanvoer;België;Totaal;2023;33183.0;4212.0;226.0
264;Aanvoer;België;01 Producten van de landbouw, jacht e...;2012;804.0;138.0;
265;Aanvoer;België;01 Producten van de landbouw, jacht e...;2013;503.0;75.0;
266;Aanvoer;België;01 Producten van de landbouw, jacht e...;2014;546.0;81.0;
267;Aanvoer;België;01 Producten van de landbouw, jacht e...;2015;450.0;65.0;
268;Aanvoer;België;01 Producten van de landbouw, jacht e...;2016;458.0;67.0;
269;Aanvoer;België;01 Producten van de landbouw, jacht e...;2017;541.0;83.0;
270;Aanvoer;België;01 Producten van de landbouw, jacht e...;2018;609.0;96.0;
271;Aanvoer;België;01 Producten van de landbouw, jacht e...;2019;440.0;65.0;
272;Aanvoer;België;01 Producten van de landbouw, jacht e...;2020;391.0;57.0;
273;Aanvoer;België;01 Producten van de landbouw, jacht e...;2021;504.0;81.0;
274;Aanvoer;België;01 Producten van de landbouw, jacht e...;2022;514.0;76.0;
275;Aanvoer;België;01 Producten van de landbouw, jacht e...;2023;307.0;46.0;
276;Aanvoer;België;"02 Steenkool en bruinkool; ruwe aardo...";2012;571.0;70.0;
277;Aanvoer;België;"02 Steenkool en bruinkool; ruwe aardo...";2013;501.0;55.0;
278;Aanvoer;België;"02 Steenkool en bruinkool; ruwe aardo...";2014;220.0;24.0;
279;Aanvoer;België;"02 Steenkool en bruinkool; ruwe aardo...";2015;226.0;30.0;
280;Aanvoer;België;"02 Steenkool en bruinkool; ruwe aardo...";2016;281.0;34.0;
281;Aanvoer;België;"02 Steenkool en bruinkool; ruwe aardo...";2017;406.0;50.0;
282;Aanvoer;België;"02 Steenkool en bruinkool; ruwe aardo...";2018;529.0;54.0;
283;Aanvoer;België;"02 Steenkool en bruinkool; ruwe aardo...";2019;635.0;55.0;
284;Aanvoer;België;"02 Steenkool en bruinkool; ruwe aardo...";2020;394.0;36.0;
285;Aanvoer;België;"02 Steenkool en bruinkool; ruwe aardo...";2021;493.0;37.0;
286;Aanvoer;België;"02 Steenkool en bruinkool; ruwe aardo...";2022;660.0;53.0;
287;Aanvoer;België;"02 Steenkool en bruinkool; ruwe aardo...";2023;540.0;42.0;
288;Aanvoer;België;03 Metaalertsen en andere delfstoffen...;2012;7022.0;879.0;
289;Aanvoer;België;03 Metaalertsen en andere delfstoffen...;2013;5954.0;751.0;
290;Aanvoer;België;03 Metaalertsen en andere delfstoffen...;2014;6280.0;809.0;
291;Aanvoer;België;03 Metaalertsen en andere delfstoffen...;2015;6764.0;894.0;
292;Aanvoer;België;03 Metaalertsen en andere delfstoffen...;2016;7250.0;932.0;
293;Aanvoer;België;03 Metaalertsen en andere delfstoffen...;2017;7638.0;1048.0;
294;Aanvoer;België;03 Metaalertsen en andere delfstoffen...;2018;7109.0;960.0;
295;Aanvoer;België;03 Metaalertsen en andere delfstoffen...;2019;5555.0;769.0;
296;Aanvoer;België;03 Metaalertsen en andere delfstoffen...;2020;5204.0;672.0;
297;Aanvoer;België;03 Metaalertsen en andere delfstoffen...;2021;5146.0;650.0;
298;Aanvoer;België;03 Metaalertsen en andere delfstoffen...;2022;5254.0;700.0;
299;Aanvoer;België;03 Metaalertsen en andere delfstoffen...;2023;6153.0;822.0;
300;Aanvoer;België;04 Voedings- en genotmiddelen;2012;890.0;126.0;
301;Aanvoer;België;04 Voedings- en genotmiddelen;2013;886.0;129.0;
302;Aanvoer;België;04 Voedings- en genotmiddelen;2014;967.0;142.0;
303;Aanvoer;België;04 Voedings- en genotmiddelen;2015;865.0;128.0;
304;Aanvoer;België;04 Voedings- en genotmiddelen;2016;886.0;126.0;
305;Aanvoer;België;04 Voedings- en genotmiddelen;2017;949.0;141.0;
306;Aanvoer;België;04 Voedings- en genotmiddelen;2018;1060.0;153.0;
307;Aanvoer;België;04 Voedings- en genotmiddelen;2019;1030.0;150.0;
308;Aanvoer;België;04 Voedings- en genotmiddelen;2020;1064.0;162.0;
