ID;Persoonskenmerken;Leeftijd;Geslacht;Perioden;UitkeringenBeginVanHetJaar_1;Instroom_2;Uitstroom_3;UitkeringenEindeVanHetJaar_4
67;Burgerlijke staat totaal;35 tot 45 jaar;Mannen;2002;36820.0;12540.0;13040.0;36320.0
68;Burgerlijke staat totaal;35 tot 45 jaar;Mannen;2003;36320.0;14510.0;12010.0;38950.0
69;Burgerlijke staat totaal;35 tot 45 jaar;Mannen;2004;38950.0;14130.0;13390.0;39800.0
70;Burgerlijke staat totaal;35 tot 45 jaar;Vrouwen;2000;56200.0;11980.0;16250.0;53040.0
71;Burgerlijke staat totaal;35 tot 45 jaar;Vrouwen;2001;53040.0;11090.0;14190.0;50530.0
72;Burgerlijke staat totaal;35 tot 45 jaar;Vrouwen;2002;50530.0;11040.0;12890.0;49040.0
73;Burgerlijke staat totaal;35 tot 45 jaar;Vrouwen;2003;49040.0;11650.0;11100.0;50040.0
74;Burgerlijke staat totaal;35 tot 45 jaar;Vrouwen;2004;50040.0;11530.0;11700.0;50570.0
75;Burgerlijke staat totaal;45 tot 55 jaar;Mannen en vrouwen;2000;79640.0;13220.0;18570.0;75670.0
76;Burgerlijke staat totaal;45 tot 55 jaar;Mannen en vrouwen;2001;75670.0;12080.0;15260.0;72300.0
77;Burgerlijke staat totaal;45 tot 55 jaar;Mannen en vrouwen;2002;72300.0;12520.0;14190.0;70700.0
78;Burgerlijke staat totaal;45 tot 55 jaar;Mannen en vrouwen;2003;70700.0;14090.0;12480.0;73140.0
79;Burgerlijke staat totaal;45 tot 55 jaar;Mannen en vrouwen;2004;73140.0;14350.0;13900.0;74780.0
80;Burgerlijke staat totaal;45 tot 55 jaar;Mannen;2000;35340.0;6810.0;9830.0;32830.0
81;Burgerlijke staat totaal;45 tot 55 jaar;Mannen;2001;32830.0;6470.0;7910.0;31360.0
82;Burgerlijke staat totaal;45 tot 55 jaar;Mannen;2002;31360.0;6710.0;7350.0;30890.0
83;Burgerlijke staat totaal;45 tot 55 jaar;Mannen;2003;30890.0;7700.0;6540.0;32510.0
84;Burgerlijke staat totaal;45 tot 55 jaar;Mannen;2004;32510.0;7770.0;7420.0;33450.0
85;Burgerlijke staat totaal;45 tot 55 jaar;Vrouwen;2000;44300.0;6400.0;8730.0;42830.0
86;Burgerlijke staat totaal;45 tot 55 jaar;Vrouwen;2001;42830.0;5600.0;7340.0;40940.0
87;Burgerlijke staat totaal;45 tot 55 jaar;Vrouwen;2002;40940.0;5810.0;6840.0;39810.0
88;Burgerlijke staat totaal;45 tot 55 jaar;Vrouwen;2003;39810.0;6380.0;5940.0;40640.0
89;Burgerlijke staat totaal;45 tot 55 jaar;Vrouwen;2004;40640.0;6590.0;6480.0;41330.0
90;Burgerlijke staat totaal;55 tot 65 jaar;Mannen en vrouwen;2000;62210.0;6070.0;11040.0;62450.0
91;Burgerlijke staat totaal;55 tot 65 jaar;Mannen en vrouwen;2001;62450.0;5250.0;10340.0;64040.0
92;Burgerlijke staat totaal;55 tot 65 jaar;Mannen en vrouwen;2002;64040.0;5560.0;10460.0;65270.0
93;Burgerlijke staat totaal;55 tot 65 jaar;Mannen en vrouwen;2003;65270.0;5840.0;10260.0;66250.0
94;Burgerlijke staat totaal;55 tot 65 jaar;Mannen en vrouwen;2004;66250.0;6090.0;11130.0;66410.0
95;Burgerlijke staat totaal;55 tot 65 jaar;Mannen;2000;27410.0;2830.0;5360.0;27140.0
96;Burgerlijke staat totaal;55 tot 65 jaar;Mannen;2001;27140.0;2530.0;5010.0;27380.0
97;Burgerlijke staat totaal;55 tot 65 jaar;Mannen;2002;27380.0;2720.0;4990.0;27450.0
98;Burgerlijke staat totaal;55 tot 65 jaar;Mannen;2003;27450.0;2900.0;4670.0;27760.0
99;Burgerlijke staat totaal;55 tot 65 jaar;Mannen;2004;27760.0;3090.0;5210.0;27830.0
100;Burgerlijke staat totaal;55 tot 65 jaar;Vrouwen;2000;34800.0;3240.0;5680.0;35300.0
101;Burgerlijke staat totaal;55 tot 65 jaar;Vrouwen;2001;35300.0;2720.0;5320.0;36660.0
102;Burgerlijke staat totaal;55 tot 65 jaar;Vrouwen;2002;36660.0;2850.0;5470.0;37820.0
103;Burgerlijke staat totaal;55 tot 65 jaar;Vrouwen;2003;37820.0;2940.0;5590.0;38480.0
104;Burgerlijke staat totaal;55 tot 65 jaar;Vrouwen;2004;38480.0;3010.0;5920.0;38570.0
105;Burgerlijke staat totaal;65 jaar en ouder;Mannen en vrouwen;2000;17350.0;3850.0;3690.0;18660.0
106;Burgerlijke staat totaal;65 jaar en ouder;Mannen en vrouwen;2001;18660.0;3720.0;3360.0;20170.0
107;Burgerlijke staat totaal;65 jaar en ouder;Mannen en vrouwen;2002;20170.0;3470.0;3540.0;21390.0
108;Burgerlijke staat totaal;65 jaar en ouder;Mannen en vrouwen;2003;21390.0;3690.0;3580.0;22990.0
109;Burgerlijke staat totaal;65 jaar en ouder;Mannen en vrouwen;2004;22990.0;3730.0;3990.0;24370.0
110;Burgerlijke staat totaal;65 jaar en ouder;Mannen;2000;7430.0;1950.0;1720.0;8180.0
111;Burgerlijke staat totaal;65 jaar en ouder;Mannen;2001;8180.0;1970.0;1770.0;8950.0
112;Burgerlijke staat totaal;65 jaar en ouder;Mannen;2002;8950.0;1900.0;1920.0;9610.0
113;Burgerlijke staat totaal;65 jaar en ouder;Mannen;2003;9610.0;2050.0;1850.0;10610.0
114;Burgerlijke staat totaal;65 jaar en ouder;Mannen;2004;10610.0;2030.0;2200.0;11290.0
115;Burgerlijke staat totaal;65 jaar en ouder;Vrouwen;2000;9920.0;1890.0;1970.0;10470.0
116;Burgerlijke staat totaal;65 jaar en ouder;Vrouwen;2001;10470.0;1750.0;1590.0;11220.0
117;Burgerlijke staat totaal;65 jaar en ouder;Vrouwen;2002;11220.0;1570.0;1620.0;11780.0
118;Burgerlijke staat totaal;65 jaar en ouder;Vrouwen;2003;11780.0;1630.0;1730.0;12380.0
119;Burgerlijke staat totaal;65 jaar en ouder;Vrouwen;2004;12380.0;1700.0;1800.0;13080.0
120;Ongehuwd;Leeftijd totaal;Mannen en vrouwen;2000;164010.0;62360.0;75080.0;150630.0
121;Ongehuwd;Leeftijd totaal;Mannen en vrouwen;2001;150630.0;58730.0;61510.0;148210.0
122;Ongehuwd;Leeftijd totaal;Mannen en vrouwen;2002;148210.0;60480.0;56810.0;151340.0
123;Ongehuwd;Leeftijd totaal;Mannen en vrouwen;2003;;;;
124;Ongehuwd;Leeftijd totaal;Mannen en vrouwen;2004;;;;
125;Ongehuwd;Leeftijd totaal;Mannen;2000;79820.0;33570.0;42510.0;70400.0
126;Ongehuwd;Leeftijd totaal;Mannen;2001;70400.0;32260.0;34170.0;68030.0
127;Ongehuwd;Leeftijd totaal;Mannen;2002;68030.0;34330.0;31640.0;70330.0
128;Ongehuwd;Leeftijd totaal;Mannen;2003;;;;
129;Ongehuwd;Leeftijd totaal;Mannen;2004;;;;
130;Ongehuwd;Leeftijd totaal;Vrouwen;2000;84160.0;28750.0;32550.0;80200.0
131;Ongehuwd;Leeftijd totaal;Vrouwen;2001;80200.0;26450.0;27310.0;80170.0
132;Ongehuwd;Leeftijd totaal;Vrouwen;2002;80170.0;26150.0;25170.0;81010.0
133;Ongehuwd;Leeftijd totaal;Vrouwen;2003;;;;
134;Ongehuwd;Leeftijd totaal;Vrouwen;2004;;;;
135;Ongehuwd;Jonger dan 65 jaar;Mannen en vrouwen;2000;161320.0;61860.0;74620.0;147750.0
136;Ongehuwd;Jonger dan 65 jaar;Mannen en vrouwen;2001;147750.0;58220.0;61050.0;145090.0
137;Ongehuwd;Jonger dan 65 jaar;Mannen en vrouwen;2002;145090.0;60010.0;56280.0;148050.0
138;Ongehuwd;Jonger dan 65 jaar;Mannen en vrouwen;2003;;;;
139;Ongehuwd;Jonger dan 65 jaar;Mannen en vrouwen;2004;;;;
140;Ongehuwd;Jonger dan 65 jaar;Mannen;2000;79130.0;33420.0;42370.0;69660.0
141;Ongehuwd;Jonger dan 65 jaar;Mannen;2001;69660.0;32080.0;34010.0;67210.0
142;Ongehuwd;Jonger dan 65 jaar;Mannen;2002;67210.0;34180.0;31450.0;69450.0
143;Ongehuwd;Jonger dan 65 jaar;Mannen;2003;;;;
144;Ongehuwd;Jonger dan 65 jaar;Mannen;2004;;;;
145;Ongehuwd;Jonger dan 65 jaar;Vrouwen;2000;82170.0;28400.0;32240.0;78060.0
146;Ongehuwd;Jonger dan 65 jaar;Vrouwen;2001;78060.0;26120.0;27010.0;77870.0
147;Ongehuwd;Jonger dan 65 jaar;Vrouwen;2002;77870.0;25820.0;24830.0;78590.0
148;Ongehuwd;Jonger dan 65 jaar;Vrouwen;2003;;;;
149;Ongehuwd;Jonger dan 65 jaar;Vrouwen;2004;;;;
150;Ongehuwd;Jonger dan 25 jaar;Mannen en vrouwen;2000;27000.0;23820.0;22530.0;23820.0
151;Ongehuwd;Jonger dan 25 jaar;Mannen en vrouwen;2001;23820.0;22160.0;18330.0;23610.0
152;Ongehuwd;Jonger dan 25 jaar;Mannen en vrouwen;2002;23610.0;23660.0;17180.0;25940.0
153;Ongehuwd;Jonger dan 25 jaar;Mannen en vrouwen;2003;;;;
154;Ongehuwd;Jonger dan 25 jaar;Mannen en vrouwen;2004;;;;
155;Ongehuwd;Jonger dan 25 jaar;Mannen;2000;11770.0;11130.0;11470.0;9500.0
156;Ongehuwd;Jonger dan 25 jaar;Mannen;2001;9500.0;10670.0;9200.0;9330.0
157;Ongehuwd;Jonger dan 25 jaar;Mannen;2002;9330.0;11990.0;8800.0;10810.0
158;Ongehuwd;Jonger dan 25 jaar;Mannen;2003;;;;
159;Ongehuwd;Jonger dan 25 jaar;Mannen;2004;;;;
160;Ongehuwd;Jonger dan 25 jaar;Vrouwen;2000;15230.0;12680.0;11060.0;14320.0
161;Ongehuwd;Jonger dan 25 jaar;Vrouwen;2001;14320.0;11490.0;9120.0;14280.0
162;Ongehuwd;Jonger dan 25 jaar;Vrouwen;2002;14280.0;11670.0;8380.0;15130.0
163;Ongehuwd;Jonger dan 25 jaar;Vrouwen;2003;;;;
164;Ongehuwd;Jonger dan 25 jaar;Vrouwen;2004;;;;
165;Ongehuwd;25 tot 35 jaar;Mannen en vrouwen;2000;58900.0;22950.0;30420.0;50620.0
166;Ongehuwd;25 tot 35 jaar;Mannen en vrouwen;2001;50620.0;21130.0;23770.0;47270.0
167;Ongehuwd;25 tot 35 jaar;Mannen en vrouwen;2002;47270.0;21120.0;20960.0;46970.0
168;Ongehuwd;25 tot 35 jaar;Mannen en vrouwen;2003;;;;
169;Ongehuwd;25 tot 35 jaar;Mannen en vrouwen;2004;;;;
170;Ongehuwd;25 tot 35 jaar;Mannen;2000;28390.0;13320.0;17870.0;23240.0
171;Ongehuwd;25 tot 35 jaar;Mannen;2001;23240.0;12370.0;13690.0;21230.0
172;Ongehuwd;25 tot 35 jaar;Mannen;2002;21230.0;12780.0;12070.0;21490.0
173;Ongehuwd;25 tot 35 jaar;Mannen;2003;;;;
174;Ongehuwd;25 tot 35 jaar;Mannen;2004;;;;
175;Ongehuwd;25 tot 35 jaar;Vrouwen;2000;30500.0;9620.0;12540.0;27370.0
176;Ongehuwd;25 tot 35 jaar;Vrouwen;2001;27370.0;8750.0;10070.0;26040.0
177;Ongehuwd;25 tot 35 jaar;Vrouwen;2002;26040.0;8350.0;8880.0;25480.0
178;Ongehuwd;25 tot 35 jaar;Vrouwen;2003;;;;
179;Ongehuwd;25 tot 35 jaar;Vrouwen;2004;;;;
180;Ongehuwd;35 tot 45 jaar;Mannen en vrouwen;2000;42710.0;10220.0;14620.0;40230.0
181;Ongehuwd;35 tot 45 jaar;Mannen en vrouwen;2001;40230.0;10050.0;12490.0;39510.0
182;Ongehuwd;35 tot 45 jaar;Mannen en vrouwen;2002;39510.0;10190.0;11540.0;39360.0
183;Ongehuwd;35 tot 45 jaar;Mannen en vrouwen;2003;;;;
184;Ongehuwd;35 tot 45 jaar;Mannen en vrouwen;2004;;;;
185;Ongehuwd;35 tot 45 jaar;Mannen;2000;21500.0;6170.0;8760.0;19590.0
186;Ongehuwd;35 tot 45 jaar;Mannen;2001;19590.0;6140.0;7310.0;18880.0
187;Ongehuwd;35 tot 45 jaar;Mannen;2002;18880.0;6370.0;6710.0;18930.0
188;Ongehuwd;35 tot 45 jaar;Mannen;2003;;;;
189;Ongehuwd;35 tot 45 jaar;Mannen;2004;;;;
190;Ongehuwd;35 tot 45 jaar;Vrouwen;2000;21200.0;4040.0;5860.0;20630.0
191;Ongehuwd;35 tot 45 jaar;Vrouwen;2001;20630.0;3910.0;5180.0;20630.0
192;Ongehuwd;35 tot 45 jaar;Vrouwen;2002;20630.0;3820.0;4820.0;20430.0
193;Ongehuwd;35 tot 45 jaar;Vrouwen;2003;;;;
194;Ongehuwd;35 tot 45 jaar;Vrouwen;2004;;;;
195;Ongehuwd;45 tot 55 jaar;Mannen en vrouwen;2000;21850.0;3650.0;5100.0;21820.0
196;Ongehuwd;45 tot 55 jaar;Mannen en vrouwen;2001;21820.0;3710.0;4510.0;22320.0
197;Ongehuwd;45 tot 55 jaar;Mannen en vrouwen;2002;22320.0;3830.0;4450.0;22710.0
198;Ongehuwd;45 tot 55 jaar;Mannen en vrouwen;2003;;;;
199;Ongehuwd;45 tot 55 jaar;Mannen en vrouwen;2004;;;;
200;Ongehuwd;45 tot 55 jaar;Mannen;2000;11980.0;2190.0;3160.0;11760.0
201;Ongehuwd;45 tot 55 jaar;Mannen;2001;11760.0;2350.0;2770.0;11840.0
202;Ongehuwd;45 tot 55 jaar;Mannen;2002;11840.0;2410.0;2680.0;12010.0
203;Ongehuwd;45 tot 55 jaar;Mannen;2003;;;;
204;Ongehuwd;45 tot 55 jaar;Mannen;2004;;;;
205;Ongehuwd;45 tot 55 jaar;Vrouwen;2000;9870.0;1450.0;1940.0;10050.0
206;Ongehuwd;45 tot 55 jaar;Vrouwen;2001;10050.0;1360.0;1740.0;10470.0
207;Ongehuwd;45 tot 55 jaar;Vrouwen;2002;10470.0;1420.0;1770.0;10710.0
208;Ongehuwd;45 tot 55 jaar;Vrouwen;2003;;;;
209;Ongehuwd;45 tot 55 jaar;Vrouwen;2004;;;;
210;Ongehuwd;55 tot 65 jaar;Mannen en vrouwen;2000;10860.0;1230.0;1950.0;11270.0
211;Ongehuwd;55 tot 65 jaar;Mannen en vrouwen;2001;11270.0;1160.0;1940.0;12380.0
212;Ongehuwd;55 tot 65 jaar;Mannen en vrouwen;2002;12380.0;1210.0;2170.0;13060.0
213;Ongehuwd;55 tot 65 jaar;Mannen en vrouwen;2003;;;;
214;Ongehuwd;55 tot 65 jaar;Mannen en vrouwen;2004;;;;
215;Ongehuwd;55 tot 65 jaar;Mannen;2000;5490.0;610.0;1110.0;5570.0
216;Ongehuwd;55 tot 65 jaar;Mannen;2001;5570.0;560.0;1040.0;5930.0
217;Ongehuwd;55 tot 65 jaar;Mannen;2002;5930.0;640.0;1190.0;6220.0
218;Ongehuwd;55 tot 65 jaar;Mannen;2003;;;;
219;Ongehuwd;55 tot 65 jaar;Mannen;2004;;;;
220;Ongehuwd;55 tot 65 jaar;Vrouwen;2000;5370.0;620.0;850.0;5690.0
221;Ongehuwd;55 tot 65 jaar;Vrouwen;2001;5690.0;600.0;910.0;6450.0
222;Ongehuwd;55 tot 65 jaar;Vrouwen;2002;6450.0;570.0;980.0;6840.0
223;Ongehuwd;55 tot 65 jaar;Vrouwen;2003;;;;
224;Ongehuwd;55 tot 65 jaar;Vrouwen;2004;;;;
225;Ongehuwd;65 jaar en ouder;Mannen en vrouwen;2000;2690.0;500.0;450.0;2880.0
226;Ongehuwd;65 jaar en ouder;Mannen en vrouwen;2001;2880.0;500.0;460.0;3130.0
227;Ongehuwd;65 jaar en ouder;Mannen en vrouwen;2002;3130.0;470.0;520.0;3290.0
228;Ongehuwd;65 jaar en ouder;Mannen en vrouwen;2003;;;;
229;Ongehuwd;65 jaar en ouder;Mannen en vrouwen;2004;;;;
230;Ongehuwd;65 jaar en ouder;Mannen;2000;690.0;150.0;150.0;740.0
231;Ongehuwd;65 jaar en ouder;Mannen;2001;740.0;180.0;170.0;820.0
232;Ongehuwd;65 jaar en ouder;Mannen;2002;820.0;150.0;180.0;870.0
233;Ongehuwd;65 jaar en ouder;Mannen;2003;;;;
234;Ongehuwd;65 jaar en ouder;Mannen;2004;;;;
235;Ongehuwd;65 jaar en ouder;Vrouwen;2000;1990.0;350.0;310.0;2140.0
236;Ongehuwd;65 jaar en ouder;Vrouwen;2001;2140.0;330.0;300.0;2310.0
237;Ongehuwd;65 jaar en ouder;Vrouwen;2002;2310.0;330.0;340.0;2420.0
238;Ongehuwd;65 jaar en ouder;Vrouwen;2003;;;;
239;Ongehuwd;65 jaar en ouder;Vrouwen;2004;;;;
240;Gehuwd;Leeftijd totaal;Mannen en vrouwen;2000;90710.0;24710.0;29440.0;83520.0
241;Gehuwd;Leeftijd totaal;Mannen en vrouwen;2001;83520.0;23060.0;23750.0;79330.0
242;Gehuwd;Leeftijd totaal;Mannen en vrouwen;2002;79330.0;22120.0;21120.0;77440.0
243;Gehuwd;Leeftijd totaal;Mannen en vrouwen;2003;;;;
244;Gehuwd;Leeftijd totaal;Mannen en vrouwen;2004;;;;
245;Gehuwd;Leeftijd totaal;Mannen;2000;61360.0;14370.0;19490.0;56050.0
246;Gehuwd;Leeftijd totaal;Mannen;2001;56050.0;13250.0;15330.0;53590.0
247;Gehuwd;Leeftijd totaal;Mannen;2002;53590.0;12670.0;13610.0;52350.0
248;Gehuwd;Leeftijd totaal;Mannen;2003;;;;
249;Gehuwd;Leeftijd totaal;Mannen;2004;;;;
250;Gehuwd;Leeftijd totaal;Vrouwen;2000;29340.0;10330.0;9950.0;27450.0
251;Gehuwd;Leeftijd totaal;Vrouwen;2001;27450.0;9800.0;8410.0;25740.0
252;Gehuwd;Leeftijd totaal;Vrouwen;2002;25740.0;9450.0;7500.0;25090.0
253;Gehuwd;Leeftijd totaal;Vrouwen;2003;;;;
254;Gehuwd;Leeftijd totaal;Vrouwen;2004;;;;
255;Gehuwd;Jonger dan 65 jaar;Mannen en vrouwen;2000;84620.0;23080.0;28110.0;76690.0
256;Gehuwd;Jonger dan 65 jaar;Mannen en vrouwen;2001;76690.0;21400.0;22350.0;71850.0
257;Gehuwd;Jonger dan 65 jaar;Mannen en vrouwen;2002;71850.0;20490.0;19580.0;69430.0
258;Gehuwd;Jonger dan 65 jaar;Mannen en vrouwen;2003;;;;
259;Gehuwd;Jonger dan 65 jaar;Mannen en vrouwen;2004;;;;
260;Gehuwd;Jonger dan 65 jaar;Mannen;2000;56110.0;12890.0;18300.0;50170.0
261;Gehuwd;Jonger dan 65 jaar;Mannen;2001;50170.0;11790.0;14070.0;47140.0
262;Gehuwd;Jonger dan 65 jaar;Mannen;2002;47140.0;11230.0;12240.0;45400.0
263;Gehuwd;Jonger dan 65 jaar;Mannen;2003;;;;
264;Gehuwd;Jonger dan 65 jaar;Mannen;2004;;;;
265;Gehuwd;Jonger dan 65 jaar;Vrouwen;2000;28490.0;10170.0;9800.0;26510.0
266;Gehuwd;Jonger dan 65 jaar;Vrouwen;2001;26510.0;9600.0;8270.0;24710.0
267;Gehuwd;Jonger dan 65 jaar;Vrouwen;2002;24710.0;9260.0;7340.0;24030.0
268;Gehuwd;Jonger dan 65 jaar;Vrouwen;2003;;;;
269;Gehuwd;Jonger dan 65 jaar;Vrouwen;2004;;;;
270;Gehuwd;Jonger dan 25 jaar;Mannen en vrouwen;2000;2340.0;1580.0;1370.0;1930.0
271;Gehuwd;Jonger dan 25 jaar;Mannen en vrouwen;2001;1930.0;1470.0;1110.0;1840.0
272;Gehuwd;Jonger dan 25 jaar;Mannen en vrouwen;2002;1840.0;1340.0;920.0;1740.0
273;Gehuwd;Jonger dan 25 jaar;Mannen en vrouwen;2003;;;;
