ID;WijkenEnBuurten;Gemeentenaam_1;SoortRegio_2;Codering_3;Indelingswijziging_4;AantalInwoners_5;TotaalVermogenVernielingEnGeweld_6;TotaalVermogensmisdrijven_7;TotaalDiefstal_8;Fietsendiefstal_9;DiefstalOverigeVervoermiddelen_10;DiefstalUitVanafVervoermiddelen_11;ZakkenrollerijStraatroofEnBeroving_12;TotaalDiefstalUitWoningSchuurED_13;DiefstalUitNietResidentieleGebouwen_14;OverigeDiefstalInbraak_15;OverigeVermogensmisdrijven_16;TotaalVernielingTegenOpenbareOrde_17;TotaalVernieling_18;VernielingAanAuto_19;OverigeVernieling_20;OverigeVernielingTegenOpenbareOrde_21;TotaalGeweldsEnSeksueleMisdrijven_22;Mishandeling_23;BedreigingEnStalking_24;OverigeGeweldsEnSeksueleMisdrijven_25;TotaalVermogenVernielingEnGeweld_26;TotaalVermogensmisdrijven_27;TotaalDiefstalUitWoningSchuurED_28;VernielingMisdrijfTegenOpenbareOrde_29;GeweldsEnSeksueleMisdrijven_30
3485;Mythologiebuurt;Delft                         ;Buurt   ;BU05032403;1.0;1548;94.0;74.0;64.0;23.0;4.0;15.0;3.0;7.0;6.0;6.0;10.0;10.0;10.0;4.0;6.0;0.0;10.0;5.0;2.0;3.0;61.0;48.0;5.0;6.0;6.0
3486;Aart van der Leeuwbuurt;Delft                         ;Buurt   ;BU05032404;1.0;850;42.0;39.0;38.0;23.0;3.0;8.0;0.0;1.0;2.0;1.0;1.0;1.0;1.0;1.0;0.0;0.0;2.0;1.0;0.0;1.0;49.0;46.0;1.0;1.0;2.0
3487;Roland Holstbuurt;Delft                         ;Buurt   ;BU05032405;1.0;3840;129.0;115.0;108.0;50.0;6.0;18.0;2.0;24.0;3.0;5.0;7.0;9.0;8.0;3.0;5.0;1.0;5.0;4.0;0.0;1.0;34.0;30.0;6.0;2.0;1.0
3488;Voorhof-Hoogbouw;Delft                         ;Buurt   ;BU05032406;1.0;2596;97.0;76.0;65.0;23.0;10.0;19.0;0.0;8.0;1.0;4.0;11.0;14.0;11.0;5.0;6.0;3.0;7.0;2.0;4.0;1.0;37.0;29.0;3.0;4.0;3.0
3489;Multatulibuurt;Delft                         ;Buurt   ;BU05032407;1.0;1661;59.0;50.0;45.0;19.0;2.0;6.0;1.0;12.0;0.0;5.0;5.0;4.0;3.0;2.0;1.0;1.0;5.0;2.0;2.0;1.0;36.0;30.0;7.0;2.0;3.0
3490;Bedrijventerrein Vulcanusweg;Delft                         ;Buurt   ;BU05032408;1.0;15;124.0;120.0;120.0;105.0;3.0;4.0;1.0;0.0;2.0;5.0;0.0;1.0;1.0;0.0;1.0;0.0;3.0;1.0;1.0;1.0;;;;;
3491;Wijk 25 Buitenhof;Delft                         ;Wijk    ;WK050325  ;1.0;13847;669.0;463.0;401.0;58.0;34.0;72.0;12.0;152.0;27.0;46.0;62.0;102.0;86.0;39.0;47.0;16.0;104.0;57.0;29.0;18.0;48.0;33.0;11.0;6.0;8.0
3492;Reinier de Graafbuurt;Delft                         ;Buurt   ;BU05032500;1.0;496;59.0;32.0;29.0;6.0;1.0;4.0;0.0;3.0;5.0;10.0;3.0;14.0;11.0;8.0;3.0;3.0;13.0;7.0;3.0;3.0;119.0;65.0;6.0;22.0;26.0
3493;Buitenhof-Noord;Delft                         ;Buurt   ;BU05032501;1.0;3890;202.0;126.0;111.0;20.0;7.0;17.0;4.0;46.0;4.0;13.0;15.0;39.0;33.0;16.0;17.0;6.0;37.0;20.0;9.0;8.0;52.0;32.0;12.0;8.0;10.0
3494;Juniusbuurt;Delft                         ;Buurt   ;BU05032502;1.0;571;41.0;27.0;23.0;7.0;3.0;5.0;1.0;3.0;0.0;4.0;4.0;5.0;2.0;2.0;0.0;3.0;9.0;8.0;1.0;0.0;72.0;47.0;5.0;4.0;16.0
3495;Gillisbuurt;Delft                         ;Buurt   ;BU05032503;1.0;1522;87.0;60.0;49.0;7.0;6.0;10.0;0.0;22.0;;;11.0;11.0;10.0;1.0;9.0;1.0;16.0;7.0;7.0;2.0;57.0;39.0;14.0;7.0;11.0
3496;Fledderusbuurt;Delft                         ;Buurt   ;BU05032504;1.0;926;49.0;34.0;30.0;1.0;5.0;9.0;2.0;9.0;2.0;2.0;4.0;7.0;7.0;2.0;5.0;0.0;8.0;2.0;5.0;1.0;53.0;37.0;10.0;8.0;9.0
3497;Het Rode Dorp;Delft                         ;Buurt   ;BU05032505;1.0;978;52.0;35.0;31.0;5.0;3.0;6.0;2.0;8.0;;;4.0;11.0;10.0;4.0;6.0;1.0;6.0;5.0;1.0;0.0;53.0;36.0;8.0;10.0;6.0
3498;Pijperring;Delft                         ;Buurt   ;BU05032506;1.0;656;20.0;16.0;14.0;3.0;1.0;2.0;0.0;7.0;;;2.0;3.0;3.0;3.0;0.0;0.0;1.0;0.0;0.0;1.0;30.0;24.0;11.0;5.0;2.0
3499;Verzetstrijdersbuurt;Delft                         ;Buurt   ;BU05032507;1.0;2332;64.0;55.0;43.0;8.0;6.0;6.0;1.0;20.0;0.0;2.0;12.0;6.0;5.0;2.0;3.0;1.0;3.0;2.0;0.0;1.0;27.0;24.0;9.0;2.0;1.0
3500;Vrijheidsbuurt;Delft                         ;Buurt   ;BU05032508;1.0;1649;60.0;52.0;45.0;1.0;1.0;10.0;1.0;18.0;11.0;3.0;7.0;2.0;2.0;0.0;2.0;0.0;6.0;4.0;2.0;0.0;36.0;32.0;11.0;1.0;4.0
3501;Buitenhof-Zuid;Delft                         ;Buurt   ;BU05032509;1.0;822;21.0;16.0;16.0;0.0;1.0;1.0;0.0;13.0;1.0;0.0;0.0;2.0;1.0;1.0;0.0;1.0;3.0;1.0;1.0;1.0;26.0;19.0;16.0;1.0;4.0
3502;Kerkpolder;Delft                         ;Buurt   ;BU05032510;1.0;5;14.0;10.0;10.0;0.0;0.0;2.0;1.0;3.0;1.0;3.0;0.0;2.0;2.0;0.0;2.0;0.0;2.0;1.0;0.0;1.0;;;;;
3503;Wijk 26 Abtswoude;Delft                         ;Wijk    ;WK050326  ;1.0;25;5.0;4.0;4.0;1.0;0.0;0.0;0.0;0.0;3.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;1.0;;;;;
3504;Abtswoude;Delft                         ;Buurt   ;BU05032600;1.0;25;5.0;4.0;4.0;1.0;0.0;0.0;0.0;0.0;3.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;1.0;;;;;
3505;Wijk 27 Schieweg;Delft                         ;Wijk    ;WK050327  ;1.0;1297;105.0;90.0;82.0;16.0;6.0;17.0;2.0;11.0;16.0;14.0;8.0;10.0;8.0;7.0;1.0;2.0;5.0;3.0;1.0;1.0;81.0;69.0;8.0;6.0;4.0
3506;Delftzicht;Delft                         ;Buurt   ;BU05032700;1.0;791;17.0;15.0;12.0;5.0;1.0;1.0;0.0;5.0;;;3.0;1.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;1.0;21.0;19.0;6.0;0.0;1.0
3507;Bedrijventerrein Zuideinde;Delft                         ;Buurt   ;BU05032701;1.0;365;17.0;15.0;14.0;2.0;1.0;3.0;1.0;6.0;0.0;1.0;1.0;1.0;1.0;1.0;0.0;0.0;1.0;1.0;0.0;0.0;47.0;41.0;16.0;3.0;3.0
3508;Bedrijventerrein Schieweg-Noord;Delft                         ;Buurt   ;BU05032702;1.0;98;39.0;35.0;33.0;5.0;2.0;9.0;1.0;0.0;7.0;9.0;2.0;3.0;3.0;2.0;1.0;0.0;1.0;0.0;1.0;0.0;398.0;357.0;0.0;31.0;10.0
3509;Bedrijventerrein Schieweg-Zuid;Delft                         ;Buurt   ;BU05032703;1.0;19;16.0;13.0;12.0;1.0;1.0;3.0;0.0;0.0;5.0;2.0;1.0;2.0;1.0;1.0;0.0;1.0;1.0;1.0;0.0;0.0;;;;;
3510;Schieweg-Polder;Delft                         ;Buurt   ;BU05032704;1.0;24;16.0;12.0;11.0;3.0;1.0;1.0;0.0;0.0;;;1.0;3.0;3.0;3.0;0.0;0.0;1.0;1.0;0.0;0.0;;;;;
3511;Wijk 28 Wippolder;Delft                         ;Wijk    ;WK050328  ;1.0;11193;459.0;373.0;312.0;102.0;28.0;64.0;6.0;43.0;35.0;34.0;61.0;54.0;40.0;22.0;18.0;14.0;32.0;20.0;5.0;7.0;41.0;33.0;4.0;4.0;3.0
3512;Zeeheldenbuurt;Delft                         ;Buurt   ;BU05032800;1.0;1572;38.0;31.0;25.0;15.0;1.0;1.0;0.0;6.0;2.0;0.0;6.0;6.0;3.0;1.0;2.0;3.0;1.0;0.0;0.0;1.0;24.0;20.0;4.0;2.0;1.0
3513;TU-Noord;Delft                         ;Buurt   ;BU05032801;1.0;759;48.0;40.0;36.0;14.0;2.0;8.0;1.0;1.0;6.0;4.0;4.0;4.0;4.0;2.0;2.0;0.0;4.0;2.0;1.0;1.0;63.0;53.0;1.0;5.0;5.0
3514;Wippolder-Noord;Delft                         ;Buurt   ;BU05032802;1.0;2242;57.0;36.0;26.0;11.0;4.0;7.0;0.0;3.0;0.0;1.0;10.0;13.0;10.0;7.0;3.0;3.0;8.0;6.0;1.0;1.0;25.0;16.0;1.0;4.0;4.0
3515;Wippolder-Zuid;Delft                         ;Buurt   ;BU05032803;1.0;1519;61.0;40.0;29.0;9.0;4.0;5.0;1.0;5.0;3.0;2.0;11.0;11.0;8.0;2.0;6.0;3.0;10.0;10.0;0.0;0.0;40.0;26.0;3.0;5.0;7.0
3516;Bedrijventerrein Rotterdamseweg-Noord;Delft                         ;Buurt   ;BU05032804;1.0;36;10.0;10.0;10.0;1.0;1.0;2.0;1.0;2.0;1.0;2.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;;;;
3517;TU-Campus;Delft                         ;Buurt   ;BU05032805;1.0;2370;149.0;141.0;122.0;40.0;8.0;31.0;2.0;2.0;20.0;19.0;19.0;5.0;5.0;3.0;2.0;0.0;3.0;1.0;0.0;2.0;63.0;59.0;1.0;2.0;1.0
3518;Professorenbuurt;Delft                         ;Buurt   ;BU05032806;1.0;1786;62.0;47.0;39.0;10.0;5.0;9.0;0.0;11.0;0.0;4.0;8.0;11.0;8.0;6.0;2.0;3.0;4.0;1.0;3.0;0.0;35.0;26.0;6.0;4.0;2.0
3519;Bedrijventerrein Delftech;Delft                         ;Buurt   ;BU05032807;1.0;138;15.0;11.0;9.0;0.0;2.0;1.0;0.0;2.0;3.0;1.0;2.0;2.0;0.0;0.0;0.0;2.0;2.0;0.0;0.0;2.0;109.0;80.0;14.0;0.0;14.0
3520;Pauwmolen;Delft                         ;Buurt   ;BU05032808;1.0;100;3.0;2.0;2.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;30.0;20.0;10.0;10.0;0.0
3521;Koningsveldbuurt;Delft                         ;Buurt   ;BU05032809;1.0;671;16.0;15.0;14.0;1.0;1.0;0.0;1.0;10.0;0.0;1.0;1.0;1.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;24.0;22.0;15.0;1.0;0.0
3522;Wijk 29 Ruiven;Delft                         ;Wijk    ;WK050329  ;1.0;287;47.0;41.0;39.0;10.0;2.0;13.0;0.0;4.0;6.0;4.0;2.0;6.0;6.0;5.0;1.0;0.0;0.0;0.0;0.0;0.0;164.0;143.0;14.0;21.0;0.0
3523;Bedrijventerrein Rotterdamseweg-Zuid;Delft                         ;Buurt   ;BU05032900;1.0;217;10.0;7.0;6.0;2.0;2.0;0.0;0.0;1.0;1.0;0.0;1.0;3.0;3.0;2.0;1.0;0.0;0.0;0.0;0.0;0.0;46.0;32.0;5.0;14.0;0.0
3524;Bedrijventerrein Technopolis;Delft                         ;Buurt   ;BU05032901;1.0;4;30.0;27.0;26.0;8.0;0.0;11.0;0.0;0.0;5.0;2.0;1.0;3.0;3.0;3.0;0.0;0.0;0.0;0.0;0.0;0.0;;;;;
3525;Ackersdijk;Delft                         ;Buurt   ;BU05032902;1.0;66;7.0;7.0;7.0;0.0;0.0;2.0;0.0;3.0;0.0;2.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;106.0;106.0;45.0;0.0;0.0
3526;Delfzijl;Delfzijl                      ;Gemeente;GM0010    ;;25068;978.0;614.0;504.0;93.0;21.0;48.0;11.0;92.0;146.0;93.0;110.0;187.0;150.0;58.0;92.0;37.0;177.0;100.0;46.0;31.0;39.0;24.0;4.0;6.0;7.0
3527;Wijk 00 Stad;Delfzijl                      ;Wijk    ;WK001000  ;1.0;16937;839.0;518.0;441.0;90.0;17.0;38.0;11.0;83.0;130.0;72.0;77.0;161.0;131.0;55.0;76.0;30.0;160.0;92.0;40.0;28.0;50.0;31.0;5.0;8.0;9.0
3528;Delfzijl-Centrum;Delfzijl                      ;Buurt   ;BU00100000;1.0;841;229.0;144.0;130.0;35.0;2.0;7.0;7.0;6.0;48.0;25.0;14.0;43.0;35.0;19.0;16.0;8.0;42.0;31.0;6.0;5.0;272.0;171.0;7.0;42.0;50.0
3529;Farmsum;Delfzijl                      ;Buurt   ;BU00100001;1.0;2187;106.0;81.0;72.0;20.0;3.0;9.0;2.0;15.0;12.0;11.0;9.0;12.0;8.0;2.0;6.0;4.0;13.0;6.0;3.0;4.0;48.0;37.0;7.0;4.0;6.0
3530;Delfzijl-Noord;Delfzijl                      ;Buurt   ;BU00100002;1.0;5825;220.0;125.0;104.0;16.0;7.0;13.0;1.0;21.0;27.0;19.0;21.0;44.0;38.0;19.0;19.0;6.0;51.0;23.0;16.0;12.0;38.0;21.0;4.0;7.0;9.0
3531;Delfzijl-West;Delfzijl                      ;Buurt   ;BU00100003;1.0;3524;124.0;95.0;88.0;12.0;2.0;3.0;1.0;23.0;40.0;7.0;7.0;21.0;17.0;7.0;10.0;4.0;8.0;6.0;2.0;0.0;35.0;27.0;7.0;5.0;2.0
3532;Fivelzigt;Delfzijl                      ;Buurt   ;BU00100004;1.0;1555;34.0;18.0;11.0;1.0;0.0;2.0;0.0;4.0;0.0;4.0;7.0;14.0;13.0;4.0;9.0;1.0;2.0;1.0;1.0;0.0;22.0;12.0;3.0;8.0;1.0
3533;Tuikwerd;Delfzijl                      ;Buurt   ;BU00100005;1.0;3005;126.0;55.0;36.0;6.0;3.0;4.0;0.0;14.0;3.0;6.0;19.0;27.0;20.0;4.0;16.0;7.0;44.0;25.0;12.0;7.0;42.0;18.0;5.0;7.0;15.0
3534;Wijk 01 Land;Delfzijl                      ;Wijk    ;WK001001  ;1.0;696;19.0;15.0;12.0;0.0;2.0;1.0;0.0;3.0;4.0;2.0;3.0;1.0;0.0;0.0;0.0;1.0;3.0;2.0;1.0;0.0;27.0;22.0;4.0;0.0;4.0
3535;Meedhuizen;Delfzijl                      ;Buurt   ;BU00100103;1.0;388;;;;;;;;;;;;;;;;;;;;;;;;;
3536;Uitwierde;Delfzijl                      ;Buurt   ;BU00100104;1.0;60;2.0;2.0;2.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;33.0;33.0;17.0;0.0;0.0
3537;Verspr.h. Eemskanaal (ten zuiden);Delfzijl                      ;Buurt   ;BU00100107;1.0;240;4.0;3.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;3.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;17.0;13.0;0.0;0.0;4.0
3538;Industrieterrein;Delfzijl                      ;Buurt   ;BU00100108;1.0;4;13.0;10.0;10.0;0.0;2.0;1.0;0.0;2.0;4.0;1.0;0.0;1.0;0.0;0.0;0.0;1.0;2.0;1.0;1.0;0.0;;;;;
3539;Verspreide huizen in het noorden;Delfzijl                      ;Buurt   ;BU00100109;1.0;4;;;;;;;;;;;;;;;;;;;;;;;;;
3540;Wijk 02;Delfzijl                      ;Wijk    ;WK001002  ;1.0;3648;68.0;41.0;26.0;1.0;1.0;5.0;0.0;1.0;8.0;10.0;15.0;15.0;10.0;1.0;9.0;5.0;12.0;5.0;4.0;3.0;19.0;11.0;0.0;3.0;3.0
3541;Woldendorp;Delfzijl                      ;Buurt   ;BU00100200;1.0;923;13.0;8.0;3.0;0.0;0.0;1.0;0.0;0.0;0.0;2.0;5.0;3.0;1.0;0.0;1.0;2.0;2.0;1.0;1.0;0.0;14.0;9.0;0.0;1.0;2.0
3542;Termunten;Delfzijl                      ;Buurt   ;BU00100201;1.0;394;2.0;2.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;5.0;5.0;0.0;0.0;0.0
3543;Termunterzijl;Delfzijl                      ;Buurt   ;BU00100202;1.0;244;13.0;5.0;3.0;0.0;1.0;1.0;0.0;0.0;1.0;0.0;2.0;6.0;5.0;0.0;5.0;1.0;2.0;0.0;2.0;0.0;53.0;20.0;0.0;20.0;8.0
3544;Borgsweer;Delfzijl                      ;Buurt   ;BU00100203;1.0;125;2.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;0.0;1.0;0.0;1.0;1.0;0.0;0.0;16.0;0.0;0.0;8.0;8.0
3545;Wagenborgen;Delfzijl                      ;Buurt   ;BU00100205;1.0;1697;28.0;18.0;12.0;1.0;0.0;2.0;0.0;1.0;3.0;5.0;6.0;4.0;3.0;1.0;2.0;1.0;6.0;3.0;1.0;2.0;16.0;11.0;1.0;2.0;4.0
3546;Verspreide huizen Wagenborgen;Delfzijl                      ;Buurt   ;BU00100207;1.0;70;3.0;2.0;2.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;43.0;29.0;0.0;0.0;0.0
3547;Verspreide huizen Termunten;Delfzijl                      ;Buurt   ;BU00100209;1.0;195;7.0;6.0;5.0;0.0;0.0;1.0;0.0;0.0;3.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;1.0;36.0;31.0;0.0;0.0;5.0
3548;Wijk 03;Delfzijl                      ;Wijk    ;WK001003  ;1.0;3787;52.0;40.0;25.0;2.0;1.0;4.0;0.0;5.0;4.0;9.0;15.0;10.0;9.0;2.0;7.0;1.0;2.0;1.0;1.0;0.0;14.0;11.0;1.0;2.0;1.0
3549;Bierum;Delfzijl                      ;Buurt   ;BU00100300;1.0;607;5.0;4.0;2.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;2.0;1.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;8.0;7.0;0.0;2.0;0.0
3550;Spijk;Delfzijl                      ;Buurt   ;BU00100301;1.0;1221;15.0;12.0;10.0;0.0;0.0;3.0;0.0;2.0;2.0;3.0;2.0;1.0;1.0;0.0;1.0;0.0;2.0;1.0;1.0;0.0;12.0;10.0;2.0;1.0;2.0
3551;Holwierde;Delfzijl                      ;Buurt   ;BU00100302;1.0;973;14.0;10.0;5.0;2.0;0.0;1.0;0.0;1.0;0.0;1.0;5.0;4.0;4.0;1.0;3.0;0.0;0.0;0.0;0.0;0.0;14.0;10.0;1.0;4.0;0.0
3552;Godlinze;Delfzijl                      ;Buurt   ;BU00100303;1.0;240;3.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;2.0;2.0;0.0;2.0;0.0;0.0;0.0;0.0;0.0;13.0;4.0;0.0;8.0;0.0
3553;Losdorp;Delfzijl                      ;Buurt   ;BU00100304;1.0;153;;;;;;;;;;;;;;;;;;;;;;;;;
3554;Krewerd;Delfzijl                      ;Buurt   ;BU00100305;1.0;89;;;;;;;;;;;;;;;;;;;;;;;;;
3555;Verspreide huizen Bierum;Delfzijl                      ;Buurt   ;BU00100309;1.0;504;15.0;13.0;8.0;0.0;1.0;0.0;0.0;2.0;1.0;4.0;5.0;2.0;1.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;30.0;26.0;4.0;2.0;0.0
3556;Deurne;Deurne                        ;Gemeente;GM0762    ;;31878;1082.0;817.0;685.0;259.0;44.0;102.0;13.0;111.0;60.0;96.0;132.0;147.0;129.0;50.0;79.0;18.0;118.0;56.0;38.0;24.0;34.0;26.0;3.0;4.0;4.0
3557;Wijk 00 Deurne;Deurne                        ;Wijk    ;WK076200  ;1.0;24492;950.0;706.0;594.0;252.0;37.0;82.0;13.0;81.0;51.0;78.0;112.0;133.0;117.0;47.0;70.0;16.0;111.0;55.0;33.0;23.0;39.0;29.0;3.0;5.0;5.0
3558;Deurne-Centrum;Deurne                        ;Buurt   ;BU07620000;1.0;6018;445.0;370.0;343.0;203.0;17.0;27.0;9.0;27.0;29.0;31.0;27.0;45.0;41.0;12.0;29.0;4.0;30.0;19.0;7.0;4.0;74.0;61.0;4.0;7.0;5.0
3559;Sint Jozefparochie;Deurne                        ;Buurt   ;BU07620001;1.0;2657;57.0;44.0;35.0;8.0;0.0;3.0;2.0;11.0;6.0;5.0;9.0;6.0;6.0;3.0;3.0;0.0;7.0;2.0;5.0;0.0;21.0;17.0;4.0;2.0;3.0
3560;Zeilberg;Deurne                        ;Buurt   ;BU07620002;1.0;1778;76.0;41.0;30.0;9.0;1.0;8.0;1.0;3.0;5.0;3.0;11.0;22.0;14.0;5.0;9.0;8.0;13.0;9.0;2.0;2.0;43.0;23.0;2.0;8.0;7.0
3561;Walsberg;Deurne                        ;Buurt   ;BU07620003;1.0;980;13.0;9.0;6.0;0.0;1.0;3.0;0.0;2.0;0.0;0.0;3.0;2.0;1.0;0.0;1.0;1.0;2.0;0.0;1.0;1.0;13.0;9.0;2.0;1.0;2.0
3562;Koolhof;Deurne                        ;Buurt   ;BU07620004;1.0;4141;118.0;80.0;60.0;10.0;8.0;22.0;0.0;13.0;0.0;7.0;20.0;21.0;20.0;11.0;9.0;1.0;17.0;6.0;6.0;5.0;28.0;19.0;3.0;5.0;4.0
3563;Heiakker;Deurne                        ;Buurt   ;BU07620005;1.0;4759;88.0;55.0;38.0;3.0;7.0;11.0;0.0;10.0;0.0;7.0;17.0;20.0;19.0;12.0;7.0;1.0;13.0;6.0;5.0;2.0;18.0;12.0;2.0;4.0;3.0
3564;Industrieterrein;Deurne                        ;Buurt   ;BU07620006;1.0;476;72.0;58.0;44.0;16.0;2.0;3.0;1.0;5.0;8.0;9.0;14.0;9.0;9.0;3.0;6.0;0.0;5.0;2.0;1.0;2.0;151.0;122.0;11.0;19.0;11.0
3565;De Vennen;Deurne                        ;Buurt   ;BU07620007;1.0;485;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;2.0;2.0;0.0;0.0;0.0
3566;Verspreide huizen Deurne;Deurne                        ;Buurt   ;BU07620009;1.0;3198;80.0;48.0;38.0;3.0;1.0;5.0;0.0;10.0;3.0;16.0;10.0;8.0;7.0;1.0;6.0;1.0;24.0;11.0;6.0;7.0;25.0;15.0;3.0;2.0;8.0
3567;Wijk 01 Vlierden;Deurne                        ;Wijk    ;WK076201  ;1.0;1389;41.0;33.0;28.0;2.0;1.0;10.0;0.0;6.0;5.0;4.0;5.0;5.0;4.0;0.0;4.0;1.0;3.0;0.0;3.0;0.0;30.0;24.0;4.0;3.0;2.0
3568;Vlierden;Deurne                        ;Buurt   ;BU07620100;1.0;1119;16.0;14.0;9.0;0.0;1.0;3.0;0.0;3.0;1.0;1.0;5.0;1.0;0.0;0.0;0.0;1.0;1.0;0.0;1.0;0.0;14.0;13.0;3.0;0.0;1.0
3569;Verspreide huizen Vlierden;Deurne                        ;Buurt   ;BU07620109;1.0;270;25.0;19.0;19.0;2.0;0.0;7.0;0.0;3.0;4.0;3.0;0.0;4.0;4.0;0.0;4.0;0.0;2.0;0.0;2.0;0.0;93.0;70.0;11.0;15.0;7.0
3570;Wijk 02 Liessel;Deurne                        ;Wijk    ;WK076202  ;1.0;3204;43.0;35.0;31.0;2.0;5.0;6.0;0.0;11.0;4.0;3.0;4.0;6.0;5.0;2.0;3.0;1.0;2.0;1.0;1.0;0.0;13.0;11.0;3.0;2.0;1.0
3571;Liessel;Deurne                        ;Buurt   ;BU07620200;1.0;2397;28.0;23.0;21.0;2.0;3.0;4.0;0.0;6.0;3.0;3.0;2.0;5.0;4.0;1.0;3.0;1.0;0.0;0.0;0.0;0.0;12.0;10.0;3.0;2.0;0.0
3572;Verspreide huizen Liessel;Deurne                        ;Buurt   ;BU07620209;1.0;807;15.0;12.0;10.0;0.0;2.0;2.0;0.0;5.0;1.0;0.0;2.0;1.0;1.0;1.0;0.0;0.0;2.0;1.0;1.0;0.0;19.0;15.0;6.0;1.0;2.0
3573;Wijk 03 Neerkant;Deurne                        ;Wijk    ;WK076203  ;1.0;1875;26.0;21.0;12.0;1.0;0.0;1.0;0.0;8.0;0.0;2.0;9.0;3.0;3.0;1.0;2.0;0.0;2.0;0.0;1.0;1.0;14.0;11.0;4.0;2.0;1.0
3574;Neerkant;Deurne                        ;Buurt   ;BU07620300;1.0;1329;18.0;16.0;7.0;1.0;0.0;0.0;0.0;5.0;0.0;1.0;9.0;1.0;1.0;1.0;0.0;0.0;1.0;0.0;1.0;0.0;14.0;12.0;4.0;1.0;1.0
3575;Verspreide huizen Neerkant;Deurne                        ;Buurt   ;BU07620309;1.0;546;8.0;5.0;5.0;0.0;0.0;1.0;0.0;3.0;0.0;1.0;0.0;2.0;2.0;0.0;2.0;0.0;1.0;0.0;0.0;1.0;15.0;9.0;5.0;4.0;2.0
3576;Wijk 04 Helenaveen;Deurne                        ;Wijk    ;WK076204  ;1.0;918;22.0;22.0;20.0;2.0;1.0;3.0;0.0;5.0;0.0;9.0;2.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;24.0;24.0;5.0;0.0;0.0
3577;Helenaveen;Deurne                        ;Buurt   ;BU07620400;1.0;667;15.0;15.0;13.0;2.0;1.0;3.0;0.0;3.0;0.0;4.0;2.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;22.0;22.0;4.0;0.0;0.0
3578;Verspreide huizen Helenaveen;Deurne                        ;Buurt   ;BU07620409;1.0;251;7.0;7.0;7.0;0.0;0.0;0.0;0.0;2.0;0.0;5.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;28.0;28.0;8.0;0.0;0.0
3579;Deventer;Deventer                      ;Gemeente;GM0150    ;;98869;4766.0;3427.0;2973.0;630.0;111.0;497.0;92.0;485.0;499.0;659.0;454.0;714.0;557.0;226.0;331.0;157.0;625.0;321.0;209.0;95.0;48.0;35.0;5.0;6.0;6.0
3580;Wijk 1 Binnenstad;Deventer                      ;Wijk    ;WK015001  ;1.0;7749;1102.0;864.0;787.0;253.0;11.0;117.0;63.0;33.0;161.0;149.0;77.0;135.0;87.0;29.0;58.0;48.0;103.0;61.0;28.0;14.0;142.0;111.0;4.0;11.0;13.0
3581;Centrum;Deventer                      ;Buurt   ;BU01500101;1.0;2603;493.0;385.0;342.0;85.0;8.0;18.0;42.0;12.0;104.0;73.0;43.0;53.0;23.0;3.0;20.0;30.0;55.0;35.0;13.0;7.0;189.0;148.0;5.0;9.0;21.0
3582;Bergkwartier;Deventer                      ;Buurt   ;BU01500102;1.0;635;47.0;34.0;27.0;10.0;0.0;7.0;1.0;1.0;1.0;7.0;7.0;11.0;11.0;4.0;7.0;0.0;2.0;1.0;0.0;1.0;74.0;54.0;2.0;17.0;3.0
