ID;Stratum;Vlindersoort;Perioden;Index_1;TrendGehelePeriode_2;TrendLaatste10Jaar_3
119;Landelijk;8;1999;21.0;.                             ;.                             
120;Landelijk;8;2000;100.0;.                             ;.                             
121;Landelijk;8;2001;29.0;.                             ;.                             
122;Landelijk;8;2002;173.0;.                             ;.                             
123;Landelijk;8;2003;326.0;.                             ;.                             
124;Landelijk;8;2004;79.0;.                             ;.                             
125;Landelijk;8;2005;73.0;Onzeker                       ;Matige toename                
126;Landelijk;101;1992;125.0;.                             ;.                             
127;Landelijk;101;1993;89.0;.                             ;.                             
128;Landelijk;101;1994;69.0;.                             ;.                             
129;Landelijk;101;1995;101.0;.                             ;.                             
130;Landelijk;101;1996;79.0;.                             ;.                             
131;Landelijk;101;1997;64.0;.                             ;.                             
132;Landelijk;101;1998;90.0;.                             ;.                             
133;Landelijk;101;1999;100.0;.                             ;.                             
134;Landelijk;101;2000;100.0;.                             ;.                             
135;Landelijk;101;2001;95.0;.                             ;.                             
136;Landelijk;101;2002;104.0;.                             ;.                             
137;Landelijk;101;2003;118.0;.                             ;.                             
138;Landelijk;101;2004;93.0;.                             ;.                             
139;Landelijk;101;2005;111.0;Matige toename                ;Matige toename                
140;Landelijk;38;1992;625.0;.                             ;.                             
141;Landelijk;38;1993;225.0;.                             ;.                             
142;Landelijk;38;1994;200.0;.                             ;.                             
143;Landelijk;38;1995;188.0;.                             ;.                             
144;Landelijk;38;1996;419.0;.                             ;.                             
145;Landelijk;38;1997;350.0;.                             ;.                             
146;Landelijk;38;1998;294.0;.                             ;.                             
147;Landelijk;38;1999;31.0;.                             ;.                             
148;Landelijk;38;2000;100.0;.                             ;.                             
149;Landelijk;38;2001;31.0;.                             ;.                             
150;Landelijk;38;2002;88.0;.                             ;.                             
151;Landelijk;38;2003;156.0;.                             ;.                             
152;Landelijk;38;2004;156.0;.                             ;.                             
153;Landelijk;38;2005;75.0;Matige afname                 ;Matige afname                 
154;Landelijk;44;1992;;.                             ;.                             
155;Landelijk;44;1993;66.0;.                             ;.                             
156;Landelijk;44;1994;62.0;.                             ;.                             
157;Landelijk;44;1995;169.0;.                             ;.                             
158;Landelijk;44;1996;64.0;.                             ;.                             
159;Landelijk;44;1997;92.0;.                             ;.                             
160;Landelijk;44;1998;37.0;.                             ;.                             
161;Landelijk;44;1999;54.0;.                             ;.                             
162;Landelijk;44;2000;100.0;.                             ;.                             
163;Landelijk;44;2001;37.0;.                             ;.                             
164;Landelijk;44;2002;83.0;.                             ;.                             
165;Landelijk;44;2003;62.0;.                             ;.                             
166;Landelijk;44;2004;26.0;.                             ;.                             
167;Landelijk;44;2005;87.0;Matige afname                 ;Onzeker                       
168;Landelijk;27;1992;556.0;.                             ;.                             
169;Landelijk;27;1993;300.0;.                             ;.                             
170;Landelijk;27;1994;133.0;.                             ;.                             
171;Landelijk;27;1995;356.0;.                             ;.                             
172;Landelijk;27;1996;156.0;.                             ;.                             
173;Landelijk;27;1997;117.0;.                             ;.                             
174;Landelijk;27;1998;206.0;.                             ;.                             
175;Landelijk;27;1999;117.0;.                             ;.                             
176;Landelijk;27;2000;100.0;.                             ;.                             
177;Landelijk;27;2001;89.0;.                             ;.                             
178;Landelijk;27;2002;172.0;.                             ;.                             
179;Landelijk;27;2003;161.0;.                             ;.                             
180;Landelijk;27;2004;83.0;.                             ;.                             
181;Landelijk;27;2005;128.0;Sterke afname                 ;Onzeker                       
182;Landelijk;73;1992;256.0;.                             ;.                             
183;Landelijk;73;1993;133.0;.                             ;.                             
184;Landelijk;73;1994;77.0;.                             ;.                             
185;Landelijk;73;1995;279.0;.                             ;.                             
186;Landelijk;73;1996;195.0;.                             ;.                             
187;Landelijk;73;1997;141.0;.                             ;.                             
188;Landelijk;73;1998;146.0;.                             ;.                             
189;Landelijk;73;1999;77.0;.                             ;.                             
190;Landelijk;73;2000;100.0;.                             ;.                             
191;Landelijk;73;2001;138.0;.                             ;.                             
192;Landelijk;73;2002;92.0;.                             ;.                             
193;Landelijk;73;2003;79.0;.                             ;.                             
194;Landelijk;73;2004;33.0;.                             ;.                             
195;Landelijk;73;2005;38.0;Sterke afname                 ;Sterke afname                 
196;Landelijk;62;1992;417.0;.                             ;.                             
197;Landelijk;62;1993;1333.0;.                             ;.                             
198;Landelijk;62;1994;1333.0;.                             ;.                             
199;Landelijk;62;1995;1500.0;.                             ;.                             
200;Landelijk;62;1996;1000.0;.                             ;.                             
201;Landelijk;62;1997;583.0;.                             ;.                             
202;Landelijk;62;1998;250.0;.                             ;.                             
203;Landelijk;62;1999;167.0;.                             ;.                             
204;Landelijk;62;2000;100.0;.                             ;.                             
205;Landelijk;62;2001;117.0;.                             ;.                             
206;Landelijk;62;2002;83.0;.                             ;.                             
207;Landelijk;62;2003;100.0;.                             ;.                             
208;Landelijk;62;2004;100.0;.                             ;.                             
209;Landelijk;62;2005;208.0;Sterke afname                 ;Sterke afname                 
210;Landelijk;82;1992;500.0;.                             ;.                             
211;Landelijk;82;1993;365.0;.                             ;.                             
212;Landelijk;82;1994;345.0;.                             ;.                             
213;Landelijk;82;1995;490.0;.                             ;.                             
214;Landelijk;82;1996;445.0;.                             ;.                             
215;Landelijk;82;1997;870.0;.                             ;.                             
216;Landelijk;82;1998;225.0;.                             ;.                             
217;Landelijk;82;1999;315.0;.                             ;.                             
218;Landelijk;82;2000;100.0;.                             ;.                             
219;Landelijk;82;2001;130.0;.                             ;.                             
220;Landelijk;82;2002;170.0;.                             ;.                             
221;Landelijk;82;2003;230.0;.                             ;.                             
222;Landelijk;82;2004;40.0;.                             ;.                             
223;Landelijk;82;2005;75.0;Sterke afname                 ;Sterke afname                 
224;Landelijk;37;1992;103.0;.                             ;.                             
225;Landelijk;37;1993;203.0;.                             ;.                             
226;Landelijk;37;1994;94.0;.                             ;.                             
227;Landelijk;37;1995;138.0;.                             ;.                             
228;Landelijk;37;1996;216.0;.                             ;.                             
229;Landelijk;37;1997;44.0;.                             ;.                             
230;Landelijk;37;1998;29.0;.                             ;.                             
231;Landelijk;37;1999;61.0;.                             ;.                             
232;Landelijk;37;2000;100.0;.                             ;.                             
233;Landelijk;37;2001;66.0;.                             ;.                             
234;Landelijk;37;2002;71.0;.                             ;.                             
235;Landelijk;37;2003;182.0;.                             ;.                             
236;Landelijk;37;2004;96.0;.                             ;.                             
237;Landelijk;37;2005;30.0;Matige afname                 ;Onzeker                       
238;Landelijk;3;1992;270.0;.                             ;.                             
239;Landelijk;3;1993;143.0;.                             ;.                             
240;Landelijk;3;1994;165.0;.                             ;.                             
241;Landelijk;3;1995;211.0;.                             ;.                             
242;Landelijk;3;1996;132.0;.                             ;.                             
243;Landelijk;3;1997;124.0;.                             ;.                             
244;Landelijk;3;1998;146.0;.                             ;.                             
245;Landelijk;3;1999;68.0;.                             ;.                             
246;Landelijk;3;2000;100.0;.                             ;.                             
247;Landelijk;3;2001;70.0;.                             ;.                             
248;Landelijk;3;2002;84.0;.                             ;.                             
249;Landelijk;3;2003;92.0;.                             ;.                             
250;Landelijk;3;2004;68.0;.                             ;.                             
251;Landelijk;3;2005;81.0;Sterke afname                 ;Matige afname                 
252;Landelijk;74;1992;49.0;.                             ;.                             
253;Landelijk;74;1993;35.0;.                             ;.                             
254;Landelijk;74;1994;29.0;.                             ;.                             
255;Landelijk;74;1995;20.0;.                             ;.                             
256;Landelijk;74;1996;21.0;.                             ;.                             
257;Landelijk;74;1997;23.0;.                             ;.                             
258;Landelijk;74;1998;44.0;.                             ;.                             
259;Landelijk;74;1999;40.0;.                             ;.                             
260;Landelijk;74;2000;100.0;.                             ;.                             
261;Landelijk;74;2001;81.0;.                             ;.                             
262;Landelijk;74;2002;55.0;.                             ;.                             
263;Landelijk;74;2003;194.0;.                             ;.                             
264;Landelijk;74;2004;110.0;.                             ;.                             
265;Landelijk;74;2005;117.0;Sterke  toename               ;Sterke  toename               
266;Landelijk;57;1992;;.                             ;.                             
267;Landelijk;57;1993;;.                             ;.                             
268;Landelijk;57;1994;;.                             ;.                             
269;Landelijk;57;1995;;.                             ;.                             
270;Landelijk;57;1996;;.                             ;.                             
271;Landelijk;57;1997;149.0;.                             ;.                             
272;Landelijk;57;1998;173.0;.                             ;.                             
273;Landelijk;57;1999;125.0;.                             ;.                             
274;Landelijk;57;2000;100.0;.                             ;.                             
275;Landelijk;57;2001;76.0;.                             ;.                             
276;Landelijk;57;2002;69.0;.                             ;.                             
277;Landelijk;57;2003;72.0;.                             ;.                             
278;Landelijk;57;2004;79.0;.                             ;.                             
279;Landelijk;57;2005;87.0;Matige afname                 ;Matige afname                 
280;Landelijk;35;1992;286.0;.                             ;.                             
281;Landelijk;35;1993;140.0;.                             ;.                             
282;Landelijk;35;1994;63.0;.                             ;.                             
283;Landelijk;35;1995;31.0;.                             ;.                             
284;Landelijk;35;1996;51.0;.                             ;.                             
285;Landelijk;35;1997;69.0;.                             ;.                             
286;Landelijk;35;1998;83.0;.                             ;.                             
287;Landelijk;35;1999;63.0;.                             ;.                             
288;Landelijk;35;2000;100.0;.                             ;.                             
289;Landelijk;35;2001;60.0;.                             ;.                             
290;Landelijk;35;2002;151.0;.                             ;.                             
291;Landelijk;35;2003;183.0;.                             ;.                             
292;Landelijk;35;2004;206.0;.                             ;.                             
293;Landelijk;35;2005;106.0;Matige toename                ;Sterke  toename               
294;Landelijk;7;1992;204.0;.                             ;.                             
295;Landelijk;7;1993;163.0;.                             ;.                             
296;Landelijk;7;1994;84.0;.                             ;.                             
297;Landelijk;7;1995;178.0;.                             ;.                             
298;Landelijk;7;1996;224.0;.                             ;.                             
299;Landelijk;7;1997;94.0;.                             ;.                             
300;Landelijk;7;1998;78.0;.                             ;.                             
301;Landelijk;7;1999;65.0;.                             ;.                             
302;Landelijk;7;2000;100.0;.                             ;.                             
303;Landelijk;7;2001;49.0;.                             ;.                             
304;Landelijk;7;2002;143.0;.                             ;.                             
305;Landelijk;7;2003;96.0;.                             ;.                             
306;Landelijk;7;2004;90.0;.                             ;.                             
307;Landelijk;7;2005;67.0;Matige afname                 ;Matige afname                 
308;Landelijk;29;1992;115.0;.                             ;.                             
309;Landelijk;29;1993;46.0;.                             ;.                             
310;Landelijk;29;1994;66.0;.                             ;.                             
311;Landelijk;29;1995;43.0;.                             ;.                             
312;Landelijk;29;1996;31.0;.                             ;.                             
313;Landelijk;29;1997;40.0;.                             ;.                             
314;Landelijk;29;1998;90.0;.                             ;.                             
315;Landelijk;29;1999;66.0;.                             ;.                             
316;Landelijk;29;2000;100.0;.                             ;.                             
317;Landelijk;29;2001;53.0;.                             ;.                             
318;Landelijk;29;2002;52.0;.                             ;.                             
319;Landelijk;29;2003;21.0;.                             ;.                             
320;Landelijk;29;2004;26.0;.                             ;.                             
321;Landelijk;29;2005;62.0;Matige afname                 ;Matige afname                 
322;Landelijk;84;1992;833.0;.                             ;.                             
323;Landelijk;84;1993;267.0;.                             ;.                             
324;Landelijk;84;1994;150.0;.                             ;.                             
325;Landelijk;84;1995;242.0;.                             ;.                             
326;Landelijk;84;1996;250.0;.                             ;.                             
327;Landelijk;84;1997;192.0;.                             ;.                             
328;Landelijk;84;1998;117.0;.                             ;.                             
329;Landelijk;84;1999;67.0;.                             ;.                             
330;Landelijk;84;2000;100.0;.                             ;.                             
331;Landelijk;84;2001;208.0;.                             ;.                             
332;Landelijk;84;2002;200.0;.                             ;.                             
333;Landelijk;84;2003;267.0;.                             ;.                             
334;Landelijk;84;2004;233.0;.                             ;.                             
335;Landelijk;84;2005;150.0;Matige afname                 ;Matige toename                
336;Landelijk;49;1992;204.0;.                             ;.                             
337;Landelijk;49;1993;216.0;.                             ;.                             
338;Landelijk;49;1994;188.0;.                             ;.                             
339;Landelijk;49;1995;100.0;.                             ;.                             
340;Landelijk;49;1996;63.0;.                             ;.                             
341;Landelijk;49;1997;78.0;.                             ;.                             
342;Landelijk;49;1998;112.0;.                             ;.                             
343;Landelijk;49;1999;76.0;.                             ;.                             
344;Landelijk;49;2000;100.0;.                             ;.                             
345;Landelijk;49;2001;124.0;.                             ;.                             
346;Landelijk;49;2002;137.0;.                             ;.                             
347;Landelijk;49;2003;110.0;.                             ;.                             
348;Landelijk;49;2004;88.0;.                             ;.                             
349;Landelijk;49;2005;102.0;Matige afname                 ;Onzeker                       
350;Landelijk;106;1992;500.0;.                             ;.                             
351;Landelijk;106;1993;110.0;.                             ;.                             
352;Landelijk;106;1994;75.0;.                             ;.                             
353;Landelijk;106;1995;170.0;.                             ;.                             
354;Landelijk;106;1996;75.0;.                             ;.                             
355;Landelijk;106;1997;150.0;.                             ;.                             
356;Landelijk;106;1998;130.0;.                             ;.                             
357;Landelijk;106;1999;135.0;.                             ;.                             
358;Landelijk;106;2000;100.0;.                             ;.                             
359;Landelijk;106;2001;90.0;.                             ;.                             
360;Landelijk;106;2002;200.0;.                             ;.                             
361;Landelijk;106;2003;45.0;.                             ;.                             
362;Landelijk;106;2004;20.0;.                             ;.                             
363;Landelijk;106;2005;40.0;Sterke afname                 ;Sterke afname                 
364;Landelijk;98;1992;66.0;.                             ;.                             
365;Landelijk;98;1993;56.0;.                             ;.                             
366;Landelijk;98;1994;32.0;.                             ;.                             
367;Landelijk;98;1995;36.0;.                             ;.                             
368;Landelijk;98;1996;84.0;.                             ;.                             
369;Landelijk;98;1997;71.0;.                             ;.                             
370;Landelijk;98;1998;89.0;.                             ;.                             
371;Landelijk;98;1999;46.0;.                             ;.                             
372;Landelijk;98;2000;100.0;.                             ;.                             
373;Landelijk;98;2001;64.0;.                             ;.                             
374;Landelijk;98;2002;81.0;.                             ;.                             
375;Landelijk;98;2003;78.0;.                             ;.                             
376;Landelijk;98;2004;89.0;.                             ;.                             
377;Landelijk;98;2005;74.0;Matige toename                ;Stabiel                       
378;Landelijk;53;1992;102.0;.                             ;.                             
379;Landelijk;53;1993;133.0;.                             ;.                             
380;Landelijk;53;1994;61.0;.                             ;.                             
381;Landelijk;53;1995;80.0;.                             ;.                             
382;Landelijk;53;1996;152.0;.                             ;.                             
383;Landelijk;53;1997;138.0;.                             ;.                             
384;Landelijk;53;1998;136.0;.                             ;.                             
385;Landelijk;53;1999;68.0;.                             ;.                             
386;Landelijk;53;2000;100.0;.                             ;.                             
387;Landelijk;53;2001;84.0;.                             ;.                             
388;Landelijk;53;2002;126.0;.                             ;.                             
389;Landelijk;53;2003;148.0;.                             ;.                             
390;Landelijk;53;2004;177.0;.                             ;.                             
391;Landelijk;53;2005;137.0;Matige toename                ;Stabiel                       
392;Landelijk;31;1992;66.0;.                             ;.                             
393;Landelijk;31;1993;39.0;.                             ;.                             
394;Landelijk;31;1994;34.0;.                             ;.                             
395;Landelijk;31;1995;61.0;.                             ;.                             
396;Landelijk;31;1996;45.0;.                             ;.                             
397;Landelijk;31;1997;44.0;.                             ;.                             
398;Landelijk;31;1998;75.0;.                             ;.                             
399;Landelijk;31;1999;34.0;.                             ;.                             
400;Landelijk;31;2000;100.0;.                             ;.                             
401;Landelijk;31;2001;48.0;.                             ;.                             
402;Landelijk;31;2002;70.0;.                             ;.                             
403;Landelijk;31;2003;49.0;.                             ;.                             
404;Landelijk;31;2004;31.0;.                             ;.                             
405;Landelijk;31;2005;39.0;Stabiel                       ;Matige afname                 
406;Landelijk;30;1992;85.0;.                             ;.                             
407;Landelijk;30;1993;56.0;.                             ;.                             
408;Landelijk;30;1994;29.0;.                             ;.                             
409;Landelijk;30;1995;78.0;.                             ;.                             
410;Landelijk;30;1996;68.0;.                             ;.                             
411;Landelijk;30;1997;47.0;.                             ;.                             
412;Landelijk;30;1998;61.0;.                             ;.                             
413;Landelijk;30;1999;34.0;.                             ;.                             
414;Landelijk;30;2000;100.0;.                             ;.                             
415;Landelijk;30;2001;42.0;.                             ;.                             
416;Landelijk;30;2002;64.0;.                             ;.                             
417;Landelijk;30;2003;44.0;.                             ;.                             
418;Landelijk;30;2004;31.0;.                             ;.                             
419;Landelijk;30;2005;67.0;Matige afname                 ;Stabiel                       
420;Landelijk;107;1992;;.                             ;.                             
421;Landelijk;107;1993;;.                             ;.                             
422;Landelijk;107;1994;213.0;.                             ;.                             
423;Landelijk;107;1995;170.0;.                             ;.                             
424;Landelijk;107;1996;238.0;.                             ;.                             
425;Landelijk;107;1997;298.0;.                             ;.                             
426;Landelijk;107;1998;136.0;.                             ;.                             
427;Landelijk;107;1999;153.0;.                             ;.                             
428;Landelijk;107;2000;100.0;.                             ;.                             
429;Landelijk;107;2001;85.0;.                             ;.                             
430;Landelijk;107;2002;117.0;.                             ;.                             
431;Landelijk;107;2003;26.0;.                             ;.                             
432;Landelijk;107;2004;19.0;.                             ;.                             
433;Landelijk;107;2005;21.0;Sterke afname                 ;Sterke afname                 
434;Landelijk;64;1992;1000.0;.                             ;.                             
435;Landelijk;64;1993;330.0;.                             ;.                             
436;Landelijk;64;1994;200.0;.                             ;.                             
437;Landelijk;64;1995;370.0;.                             ;.                             
438;Landelijk;64;1996;450.0;.                             ;.                             
439;Landelijk;64;1997;240.0;.                             ;.                             
440;Landelijk;64;1998;110.0;.                             ;.                             
441;Landelijk;64;1999;90.0;.                             ;.                             
442;Landelijk;64;2000;100.0;.                             ;.                             
443;Landelijk;64;2001;90.0;.                             ;.                             
444;Landelijk;64;2002;150.0;.                             ;.                             
445;Landelijk;64;2003;220.0;.                             ;.                             
446;Landelijk;64;2004;160.0;.                             ;.                             
447;Landelijk;64;2005;190.0;Sterke afname                 ;Onzeker                       
448;Landelijk;81;1992;357.0;.                             ;.                             
449;Landelijk;81;1993;193.0;.                             ;.                             
450;Landelijk;81;1994;179.0;.                             ;.                             
451;Landelijk;81;1995;325.0;.                             ;.                             
452;Landelijk;81;1996;257.0;.                             ;.                             
453;Landelijk;81;1997;507.0;.                             ;.                             
454;Landelijk;81;1998;179.0;.                             ;.                             
455;Landelijk;81;1999;168.0;.                             ;.                             
456;Landelijk;81;2000;100.0;.                             ;.                             
457;Landelijk;81;2001;129.0;.                             ;.                             
458;Landelijk;81;2002;214.0;.                             ;.                             
459;Landelijk;81;2003;125.0;.                             ;.                             
460;Landelijk;81;2004;104.0;.                             ;.                             
461;Landelijk;81;2005;225.0;Matige afname                 ;Sterke afname                 
462;Landelijk;70;1992;417.0;.                             ;.                             
463;Landelijk;70;1993;54.0;.                             ;.                             
464;Landelijk;70;1994;188.0;.                             ;.                             
465;Landelijk;70;1995;471.0;.                             ;.                             
466;Landelijk;70;1996;158.0;.                             ;.                             
467;Landelijk;70;1997;196.0;.                             ;.                             
468;Landelijk;70;1998;75.0;.                             ;.                             
469;Landelijk;70;1999;50.0;.                             ;.                             
470;Landelijk;70;2000;100.0;.                             ;.                             
471;Landelijk;70;2001;96.0;.                             ;.                             
472;Landelijk;70;2002;158.0;.                             ;.                             
473;Landelijk;70;2003;408.0;.                             ;.                             
474;Landelijk;70;2004;50.0;.                             ;.                             
475;Landelijk;70;2005;42.0;Sterke afname                 ;Matige afname                 
476;Landelijk;41;1992;20.0;.                             ;.                             
477;Landelijk;41;1993;31.0;.                             ;.                             
478;Landelijk;41;1994;22.0;.                             ;.                             
479;Landelijk;41;1995;31.0;.                             ;.                             
480;Landelijk;41;1996;90.0;.                             ;.                             
481;Landelijk;41;1997;47.0;.                             ;.                             
482;Landelijk;41;1998;92.0;.                             ;.                             
483;Landelijk;41;1999;9.0;.                             ;.                             
484;Landelijk;41;2000;100.0;.                             ;.                             
485;Landelijk;41;2001;27.0;.                             ;.                             
486;Landelijk;41;2002;48.0;.                             ;.                             
487;Landelijk;41;2003;42.0;.                             ;.                             
488;Landelijk;41;2004;80.0;.                             ;.                             
489;Landelijk;41;2005;61.0;Matige toename                ;Stabiel                       
490;Landelijk;95;1992;93.0;.                             ;.                             
491;Landelijk;95;1993;93.0;.                             ;.                             
492;Landelijk;95;1994;63.0;.                             ;.                             
493;Landelijk;95;1995;46.0;.                             ;.                             
494;Landelijk;95;1996;103.0;.                             ;.                             
495;Landelijk;95;1997;81.0;.                             ;.                             
496;Landelijk;95;1998;85.0;.                             ;.                             
497;Landelijk;95;1999;59.0;.                             ;.                             
498;Landelijk;95;2000;100.0;.                             ;.                             
499;Landelijk;95;2001;42.0;.                             ;.                             
500;Landelijk;95;2002;78.0;.                             ;.                             
501;Landelijk;95;2003;84.0;.                             ;.                             
502;Landelijk;95;2004;69.0;.                             ;.                             
503;Landelijk;95;2005;71.0;Stabiel                       ;Matige afname                 
