ID;PrognoseInterval;Perioden;TotaalMannenEnVrouwen_1;Mannen_2;Vrouwen_3;TotaalMannenEnVrouwen_4;Mannen_5;Vrouwen_6;TotaalJongensEnMeisjes_7;Mannen_8;Vrouwen_9;TotaalMannenEnVrouwen_10;Mannen_11;Vrouwen_12;TotaalMannenEnVrouwen_13;Mannen_14;Vrouwen_15;TotaalMannenEnVrouwen_16;Mannen_17;Vrouwen_18;TotaalMannenEnVrouwen_19;Mannen_20;Vrouwen_21;TotaalMannenEnVrouwen_22;Mannen_23;Vrouwen_24;TotaalParticuliereHuishoudens_25;GemiddeldeHuishoudensgrootte_26
0;1;2013;16777636;8306200;8471437;16562235;8215799;8346435;4589792;2465120;2124672;2814298;1333347;1480950;8386073;4200877;4185196;523650;93368;430282;248422;123087;125335;215439;90413;125025;7572956;2.19
1;1;2014;16824132;8329328;8494803;16611341;8239552;8371788;4575213;2458230;2116983;2859058;1356760;1502298;8398756;4206667;4192089;531361;95317;436044;246953;122578;124374;212841;89797;123045;7631061;2.18
2;1;2015;16870652;8352474;8518178;16659545;8262885;8396659;4551488;2446680;2104808;2898067;1376401;1521666;8426334;4220088;4206246;535569;96444;439124;248087;123272;124815;211181;89626;121555;7687948;2.17
3;1;2016;16920182;8377064;8543118;16710032;8287318;8422713;4522575;2432377;2090199;2933423;1393485;1539939;8466190;4239830;4226357;537024;96873;440150;250820;124753;126068;210224;89780;120444;7744940;2.16
4;1;2017;16973054;8403374;8569680;16763283;8313217;8450066;4498712;2420334;2078378;2970187;1411461;1558725;8502637;4258056;4244582;538436;97258;441178;253311;126108;127203;209821;90181;119641;7801610;2.15
5;1;2018;17030172;8432001;8598172;16820360;8341224;8479136;4479657;2410688;2068969;3008184;1430243;1577941;8537027;4275250;4261777;539633;97539;442094;255859;127504;128355;209906;90809;119097;7858279;2.14
6;1;2019;17086316;8460261;8626055;16876072;8368718;8507355;4462972;2402369;2060603;3047103;1449555;1597548;8566996;4290234;4276762;540622;97660;442962;258380;128900;129480;210329;91573;118755;7913500;2.13
7;1;2020;17141012;8487580;8653432;16930036;8395163;8534870;4448317;2395130;2053186;3086032;1468647;1617385;8593600;4303537;4290062;541247;97600;443647;260839;130249;130590;211042;92434;118607;7966674;2.13
8;1;2021;17193872;8513771;8680101;16981854;8420380;8561472;4435283;2388753;2046529;3124384;1487314;1637070;8617321;4315397;4301923;541676;97375;444302;263190;131541;131648;212052;93391;118661;8017607;2.12
9;1;2022;17245100;8538982;8706119;17031768;8444551;8587216;4423752;2383158;2040594;3162397;1505645;1656753;8638550;4326011;4312538;541550;96933;444615;265519;132804;132716;213365;94441;118925;8066419;2.11
10;1;2023;17294382;8563097;8731285;17079420;8467517;8611902;4413659;2378266;2035393;3199464;1523465;1675999;8657339;4335406;4321934;541246;96380;444866;267711;134000;133710;214979;95579;119399;8112851;2.11
11;1;2024;17342378;8586454;8755924;17125464;8489618;8635838;4405457;2374203;2031254;3235882;1540960;1694920;8673667;4343566;4330098;540606;95736;444869;269851;135153;134697;216928;96827;120100;8157131;2.1
12;1;2025;17389100;8609063;8780036;17169890;8510875;8659019;4399458;2371103;2028355;3271369;1558120;1713250;8687295;4350381;4336914;539872;95012;444860;271896;136259;135640;219200;98172;121028;8198959;2.09
13;1;2026;17434090;8630669;8803421;17212276;8531038;8681234;4395552;2368913;2026638;3305970;1574853;1731117;8697924;4355696;4342227;538904;94253;444652;273926;137323;136600;221803;99613;122189;8238190;2.09
14;1;2027;17477134;8651176;8825958;17252374;8550001;8702375;4393379;2367489;2025891;3339810;1591240;1748569;8705387;4359427;4345962;537821;93466;444355;275977;138379;137598;224718;101145;123573;8274903;2.08
15;1;2028;17518146;8670548;8847598;17290192;8567757;8722436;4392931;2366893;2026038;3372819;1607182;1765637;8709678;4361570;4348108;536697;92685;444013;278068;139427;138640;227914;102766;125151;8309128;2.08
16;1;2029;17557028;8688747;8868281;17325604;8584263;8741343;4394205;2367181;2027024;3404729;1622508;1782221;8710912;4362186;4348726;535560;91925;443635;280199;140463;139737;231391;104461;126930;8340756;2.08
17;1;2030;17593752;8705761;8887992;17358608;8599501;8759109;4397390;2368409;2028982;3435092;1637016;1798078;8709297;4361376;4347922;534519;91237;443282;282309;141463;140845;235121;106247;128875;8369440;2.07
18;1;2031;17628132;8721486;8906647;17388992;8613354;8775643;4402404;2370554;2031850;3463403;1650464;1812941;8705100;4359276;4345827;533738;90647;443090;284348;142413;141935;239090;108107;130983;8395023;2.07
19;1;2032;17659968;8735850;8924117;17416700;8625811;8790890;4408760;2373390;2035370;3489993;1662990;1827002;8698592;4356019;4342574;532982;90080;442902;286374;143332;143042;243246;110029;133219;8417717;2.07
20;1;2033;17689140;8748754;8940386;17441554;8636755;8804798;4415841;2376635;2039207;3514851;1674548;1840302;8690051;4351746;4338306;532431;89618;442812;288380;144208;144171;247573;111988;135586;8437856;2.07
21;1;2034;17715584;8760157;8955427;17463538;8646175;8817363;4423103;2380018;2043085;3538203;1685266;1852937;8679703;4346568;4333135;532139;89268;442871;290390;145055;145335;252037;113974;138063;8455861;2.07
22;1;2035;17739188;8769986;8969201;17482566;8653999;8828567;4430068;2383309;2046760;3560190;1695174;1865017;8667842;4340630;4327211;532057;89010;443047;292409;145876;146532;256624;115984;140639;8471965;2.06
23;1;2036;17759880;8778222;8981659;17498652;8660242;8838412;4436348;2386327;2050021;3580710;1704249;1876462;8654794;4334102;4320691;532416;88909;443507;294385;146655;147731;261241;117986;143256;8486453;2.06
24;1;2037;17777760;8784929;8992832;17511912;8664967;8846947;4441651;2388934;2052717;3600174;1712633;1887540;8640980;4327192;4313789;532757;88796;443962;296351;147412;148939;265867;119973;145895;8499419;2.06
25;1;2038;17792876;8790107;9002770;17522468;8668209;8854256;4445736;2390995;2054741;3618334;1720246;1898089;8626798;4320094;4306704;533336;88751;444582;298264;148123;150140;270462;121923;148538;8511159;2.06
26;1;2039;17805424;8793934;9011491;17530530;8670137;8860394;4448424;2392436;2055988;3635355;1727157;1908198;8612586;4312982;4299605;534031;88766;445265;300134;148796;151338;274963;123829;151133;8521896;2.06
27;1;2040;17815632;8796465;9019167;17536308;8670827;8865479;4449594;2393161;2056433;3651293;1733412;1917881;8598675;4306020;4292655;534790;88812;445977;301956;149422;152533;279415;125680;153735;8531786;2.06
28;1;2041;17823826;8797938;9025888;17540120;8670512;8869609;4449243;2393166;2056077;3666379;1739145;1927234;8585223;4299287;4285938;535519;88887;446631;303757;150027;153729;283816;127480;156336;8541046;2.05
29;1;2042;17830260;8798483;9031776;17542236;8669315;8872919;4447429;2392459;2054970;3680701;1744425;1936276;8572402;4292868;4279534;536181;88973;447206;305523;150590;154933;288152;129230;158922;8549823;2.05
30;1;2043;17835172;8798257;9036914;17542916;8667416;8875503;4444287;2391094;2053194;3694347;1749327;1945021;8560293;4286806;4273488;536741;89058;447683;307248;151131;156117;292409;130911;161498;8558139;2.05
31;1;2044;17838936;8797422;9041515;17542496;8664955;8877539;4440035;2389154;2050881;3707379;1753911;1953469;8548902;4281100;4267801;537218;89138;448079;308961;151652;157309;296618;132540;164077;8566158;2.05
32;1;2045;17841840;8796152;9045688;17541244;8662119;8879125;4434929;2386767;2048163;3719760;1758181;1961578;8538377;4275830;4262547;537559;89197;448362;310619;152144;158475;300787;134121;166666;8573829;2.05
33;1;2046;17844216;8794606;9049611;17539512;8659064;8880452;4429223;2384044;2045180;3731464;1762127;1969337;8528843;4271052;4257792;537738;89223;448516;312244;152618;159627;304919;135646;169273;8581191;2.04
34;1;2047;17846332;8792945;9053388;17537528;8655927;8881600;4423168;2381110;2042059;3742479;1765779;1976700;8520253;4266748;4253504;537773;89215;448559;313854;153075;160778;309061;137142;171917;8588136;2.04
35;1;2048;17848480;8791341;9057140;17535518;8652854;8882665;4416993;2378094;2038899;3752720;1769104;1983616;8512698;4262960;4249738;537659;89171;448488;315448;153525;161924;313216;138612;174607;8594694;2.04
36;1;2049;17850684;8789824;9060861;17533602;8649916;8883687;4410928;2375108;2035821;3762073;1772073;1990000;8506173;4259688;4246486;537406;89084;448322;317022;153963;163058;317350;140040;177311;8600709;2.04
37;1;2050;17853024;8788463;9064560;17531888;8647179;8884710;4405130;2372227;2032903;3770417;1774645;1995772;8500754;4256968;4243787;537038;88956;448081;318549;154383;164167;321417;141418;179999;8606153;2.04
38;1;2051;17855522;8787300;9068222;17530460;8644710;8885747;4399745;2369520;2030226;3777667;1776799;2000864;8496482;4254822;4241662;536555;88787;447767;320010;154782;165228;325349;142722;182626;8610979;2.04
39;1;2052;17858264;8786403;9071860;17529460;8642593;8886866;4394923;2367055;2027868;3783752;1778522;2005230;8493410;4253272;4240137;535979;88588;447392;321396;155156;166239;329097;143945;185150;8615088;2.03
40;1;2053;17861256;8785803;9075454;17528960;8640867;8888091;4390773;2364889;2025884;3788610;1779787;2008823;8491566;4252339;4239227;535323;88356;446966;322688;155496;167191;332601;145073;187529;8618503;2.03
41;1;2054;17864636;8785575;9079060;17529140;8639626;8889512;4387412;2363073;2024339;3792264;1780610;2011654;8491006;4252048;4238959;534590;88097;446492;323867;155798;168068;335806;146089;189715;8621234;2.03
42;1;2055;17868492;8785807;9082685;17530144;8638965;8891175;4384906;2361648;2023257;3794781;1781045;2013736;8491716;4252392;4239323;533796;87815;445981;324944;156065;168878;338667;146986;191681;8623409;2.03
43;1;2056;17872920;8786531;9086389;17532092;8638923;8893167;4383298;2360633;2022665;3796205;1781100;2015104;8493724;4253385;4240339;532949;87512;445437;325915;156293;169622;341152;147753;193398;8625075;2.03
44;1;2057;17878058;8787820;9090238;17535140;8639575;8895564;4382631;2360050;2022581;3796647;1780825;2015821;8497022;4255021;4242001;532068;87194;444874;326773;156485;170287;343242;148388;194854;8626352;2.03
45;1;2058;17884010;8789713;9094297;17539404;8640969;8898437;4382890;2359902;2022988;3796221;1780264;2015959;8501596;4257297;4244298;531172;86865;444306;327526;156641;170886;344944;148895;196049;8627332;2.03
46;1;2059;17890894;8792286;9098608;17544996;8643163;8901829;4384035;2360178;2023857;3795117;1779508;2015609;8507387;4260181;4247205;530275;86531;443742;328181;156765;171416;346259;149281;196978;8628237;2.03
47;1;2060;17898882;8795605;9103277;17552044;8646208;8905837;4386007;2360859;2025148;3793507;1778619;2014889;8514387;4263671;4250716;529405;86202;443202;328739;156857;171882;347205;149558;197646;8629269;2.03
48;2;2013;16745670;8289761;8455912;16527675;8197510;8329983;4499016;2418898;2080118;2587865;1214590;1373511;8115181;4071048;4043346;478941;84125;394592;234927;116983;117965;194594;79233;115431;7429688;2.14
49;2;2014;16756795;8294570;8461851;16540043;8202552;8338333;4449767;2394084;2055642;2534805;1186020;1350275;8009127;4017949;3989239;467566;82166;385491;228222;114129;114173;183155;73889;109112;7422229;2.11
50;2;2015;16758692;8295881;8463337;16552494;8206630;8344899;4396473;2367341;2029203;2500395;1164788;1334042;7937749;3985675;3952910;457670;80449;377340;225624;112889;112234;174276;69985;104157;7423368;2.09
