ID;Geslacht;Leeftijd;Nationaliteit;RegioS;Perioden;Bevolking_1
74;Totaal mannen en vrouwen;Totaal;Totaal;Oost-Nederland (LD);2013;3553582.0
75;Totaal mannen en vrouwen;Totaal;Totaal;Oost-Nederland (LD);2014;3559282.0
76;Totaal mannen en vrouwen;Totaal;Totaal;Oost-Nederland (LD);2015;3569021.0
77;Totaal mannen en vrouwen;Totaal;Totaal;Oost-Nederland (LD);2016;3583699.0
78;Totaal mannen en vrouwen;Totaal;Totaal;Oost-Nederland (LD);2017;3603406.0
79;Totaal mannen en vrouwen;Totaal;Totaal;Oost-Nederland (LD);2018;3623274.0
80;Totaal mannen en vrouwen;Totaal;Totaal;Oost-Nederland (LD);2019;3644949.0
81;Totaal mannen en vrouwen;Totaal;Totaal;Oost-Nederland (LD);2020;3671379.0
82;Totaal mannen en vrouwen;Totaal;Totaal;Oost-Nederland (LD);2021;3691362.0
83;Totaal mannen en vrouwen;Totaal;Totaal;Oost-Nederland (LD);2022;3717153.0
84;Totaal mannen en vrouwen;Totaal;Totaal;West-Nederland (LD);1995;7217981.0
85;Totaal mannen en vrouwen;Totaal;Totaal;West-Nederland (LD);1996;7239231.0
86;Totaal mannen en vrouwen;Totaal;Totaal;West-Nederland (LD);1997;7267303.0
87;Totaal mannen en vrouwen;Totaal;Totaal;West-Nederland (LD);1998;7303722.0
88;Totaal mannen en vrouwen;Totaal;Totaal;West-Nederland (LD);1999;7351221.0
89;Totaal mannen en vrouwen;Totaal;Totaal;West-Nederland (LD);2000;7395813.0
90;Totaal mannen en vrouwen;Totaal;Totaal;West-Nederland (LD);2001;7448216.0
91;Totaal mannen en vrouwen;Totaal;Totaal;West-Nederland (LD);2002;7500417.0
92;Totaal mannen en vrouwen;Totaal;Totaal;West-Nederland (LD);2003;7543668.0
93;Totaal mannen en vrouwen;Totaal;Totaal;West-Nederland (LD);2004;7580493.0
94;Totaal mannen en vrouwen;Totaal;Totaal;West-Nederland (LD);2005;7608753.0
95;Totaal mannen en vrouwen;Totaal;Totaal;West-Nederland (LD);2006;7625684.0
96;Totaal mannen en vrouwen;Totaal;Totaal;West-Nederland (LD);2007;7639268.0
97;Totaal mannen en vrouwen;Totaal;Totaal;West-Nederland (LD);2008;7669533.0
98;Totaal mannen en vrouwen;Totaal;Totaal;West-Nederland (LD);2009;7719856.0
99;Totaal mannen en vrouwen;Totaal;Totaal;West-Nederland (LD);2010;7777014.0
100;Totaal mannen en vrouwen;Totaal;Totaal;West-Nederland (LD);2011;7830125.0
101;Totaal mannen en vrouwen;Totaal;Totaal;West-Nederland (LD);2012;7880753.0
102;Totaal mannen en vrouwen;Totaal;Totaal;West-Nederland (LD);2013;7914606.0
103;Totaal mannen en vrouwen;Totaal;Totaal;West-Nederland (LD);2014;7952694.0
104;Totaal mannen en vrouwen;Totaal;Totaal;West-Nederland (LD);2015;8006238.0
105;Totaal mannen en vrouwen;Totaal;Totaal;West-Nederland (LD);2016;8062022.0
106;Totaal mannen en vrouwen;Totaal;Totaal;West-Nederland (LD);2017;8125777.0
107;Totaal mannen en vrouwen;Totaal;Totaal;West-Nederland (LD);2018;8190014.0
108;Totaal mannen en vrouwen;Totaal;Totaal;West-Nederland (LD);2019;8252442.0
109;Totaal mannen en vrouwen;Totaal;Totaal;West-Nederland (LD);2020;8326545.0
110;Totaal mannen en vrouwen;Totaal;Totaal;West-Nederland (LD);2021;8361089.0
111;Totaal mannen en vrouwen;Totaal;Totaal;West-Nederland (LD);2022;8420411.0
112;Totaal mannen en vrouwen;Totaal;Totaal;Zuid-Nederland (LD);1995;3406257.0
113;Totaal mannen en vrouwen;Totaal;Totaal;Zuid-Nederland (LD);1996;3424093.0
114;Totaal mannen en vrouwen;Totaal;Totaal;Zuid-Nederland (LD);1997;3440293.0
115;Totaal mannen en vrouwen;Totaal;Totaal;Zuid-Nederland (LD);1998;3457197.0
116;Totaal mannen en vrouwen;Totaal;Totaal;Zuid-Nederland (LD);1999;3477011.0
117;Totaal mannen en vrouwen;Totaal;Totaal;Zuid-Nederland (LD);2000;3497196.0
118;Totaal mannen en vrouwen;Totaal;Totaal;Zuid-Nederland (LD);2001;3517795.0
119;Totaal mannen en vrouwen;Totaal;Totaal;Zuid-Nederland (LD);2002;3534419.0
120;Totaal mannen en vrouwen;Totaal;Totaal;Zuid-Nederland (LD);2003;3542087.0
121;Totaal mannen en vrouwen;Totaal;Totaal;Zuid-Nederland (LD);2004;3546329.0
122;Totaal mannen en vrouwen;Totaal;Totaal;Zuid-Nederland (LD);2005;3548054.0
123;Totaal mannen en vrouwen;Totaal;Totaal;Zuid-Nederland (LD);2006;3547884.0
124;Totaal mannen en vrouwen;Totaal;Totaal;Zuid-Nederland (LD);2007;3546847.0
125;Totaal mannen en vrouwen;Totaal;Totaal;Zuid-Nederland (LD);2008;3548532.0
126;Totaal mannen en vrouwen;Totaal;Totaal;Zuid-Nederland (LD);2009;3557164.0
127;Totaal mannen en vrouwen;Totaal;Totaal;Zuid-Nederland (LD);2010;3566859.0
128;Totaal mannen en vrouwen;Totaal;Totaal;Zuid-Nederland (LD);2011;3576842.0
129;Totaal mannen en vrouwen;Totaal;Totaal;Zuid-Nederland (LD);2012;3586761.0
130;Totaal mannen en vrouwen;Totaal;Totaal;Zuid-Nederland (LD);2013;3592902.0
131;Totaal mannen en vrouwen;Totaal;Totaal;Zuid-Nederland (LD);2014;3599280.0
132;Totaal mannen en vrouwen;Totaal;Totaal;Zuid-Nederland (LD);2015;3606692.0
133;Totaal mannen en vrouwen;Totaal;Totaal;Zuid-Nederland (LD);2016;3615009.0
134;Totaal mannen en vrouwen;Totaal;Totaal;Zuid-Nederland (LD);2017;3630077.0
135;Totaal mannen en vrouwen;Totaal;Totaal;Zuid-Nederland (LD);2018;3645484.0
136;Totaal mannen en vrouwen;Totaal;Totaal;Zuid-Nederland (LD);2019;3660943.0
137;Totaal mannen en vrouwen;Totaal;Totaal;Zuid-Nederland (LD);2020;3680156.0
138;Totaal mannen en vrouwen;Totaal;Totaal;Zuid-Nederland (LD);2021;3689821.0
139;Totaal mannen en vrouwen;Totaal;Totaal;Zuid-Nederland (LD);2022;3711176.0
140;Totaal mannen en vrouwen;Totaal;Totaal;Groningen (PV);1995;557995.0
141;Totaal mannen en vrouwen;Totaal;Totaal;Groningen (PV);1996;558113.0
142;Totaal mannen en vrouwen;Totaal;Totaal;Groningen (PV);1997;558124.0
143;Totaal mannen en vrouwen;Totaal;Totaal;Groningen (PV);1998;558017.0
144;Totaal mannen en vrouwen;Totaal;Totaal;Groningen (PV);1999;559988.0
145;Totaal mannen en vrouwen;Totaal;Totaal;Groningen (PV);2000;562646.0
146;Totaal mannen en vrouwen;Totaal;Totaal;Groningen (PV);2001;566489.0
147;Totaal mannen en vrouwen;Totaal;Totaal;Groningen (PV);2002;570480.0
148;Totaal mannen en vrouwen;Totaal;Totaal;Groningen (PV);2003;572997.0
149;Totaal mannen en vrouwen;Totaal;Totaal;Groningen (PV);2004;574384.0
150;Totaal mannen en vrouwen;Totaal;Totaal;Groningen (PV);2005;575072.0
151;Totaal mannen en vrouwen;Totaal;Totaal;Groningen (PV);2006;574042.0
152;Totaal mannen en vrouwen;Totaal;Totaal;Groningen (PV);2007;573614.0
153;Totaal mannen en vrouwen;Totaal;Totaal;Groningen (PV);2008;573459.0
154;Totaal mannen en vrouwen;Totaal;Totaal;Groningen (PV);2009;574092.0
155;Totaal mannen en vrouwen;Totaal;Totaal;Groningen (PV);2010;576668.0
156;Totaal mannen en vrouwen;Totaal;Totaal;Groningen (PV);2011;579036.0
157;Totaal mannen en vrouwen;Totaal;Totaal;Groningen (PV);2012;580875.0
158;Totaal mannen en vrouwen;Totaal;Totaal;Groningen (PV);2013;581705.0
159;Totaal mannen en vrouwen;Totaal;Totaal;Groningen (PV);2014;582728.0
160;Totaal mannen en vrouwen;Totaal;Totaal;Groningen (PV);2015;583942.0
161;Totaal mannen en vrouwen;Totaal;Totaal;Groningen (PV);2016;583721.0
162;Totaal mannen en vrouwen;Totaal;Totaal;Groningen (PV);2017;583581.0
163;Totaal mannen en vrouwen;Totaal;Totaal;Groningen (PV);2018;582944.0
164;Totaal mannen en vrouwen;Totaal;Totaal;Groningen (PV);2019;583990.0
165;Totaal mannen en vrouwen;Totaal;Totaal;Groningen (PV);2020;585866.0
166;Totaal mannen en vrouwen;Totaal;Totaal;Groningen (PV);2021;586937.0
167;Totaal mannen en vrouwen;Totaal;Totaal;Groningen (PV);2022;590170.0
168;Totaal mannen en vrouwen;Totaal;Totaal;Fryslân (PV);1995;609579.0
169;Totaal mannen en vrouwen;Totaal;Totaal;Fryslân (PV);1996;612028.0
170;Totaal mannen en vrouwen;Totaal;Totaal;Fryslân (PV);1997;615045.0
171;Totaal mannen en vrouwen;Totaal;Totaal;Fryslân (PV);1998;618115.0
172;Totaal mannen en vrouwen;Totaal;Totaal;Fryslân (PV);1999;621222.0
173;Totaal mannen en vrouwen;Totaal;Totaal;Fryslân (PV);2000;624500.0
174;Totaal mannen en vrouwen;Totaal;Totaal;Fryslân (PV);2001;630539.0
175;Totaal mannen en vrouwen;Totaal;Totaal;Fryslân (PV);2002;636184.0
176;Totaal mannen en vrouwen;Totaal;Totaal;Fryslân (PV);2003;639787.0
177;Totaal mannen en vrouwen;Totaal;Totaal;Fryslân (PV);2004;642066.0
178;Totaal mannen en vrouwen;Totaal;Totaal;Fryslân (PV);2005;642977.0
179;Totaal mannen en vrouwen;Totaal;Totaal;Fryslân (PV);2006;642230.0
180;Totaal mannen en vrouwen;Totaal;Totaal;Fryslân (PV);2007;642209.0
181;Totaal mannen en vrouwen;Totaal;Totaal;Fryslân (PV);2008;643189.0
182;Totaal mannen en vrouwen;Totaal;Totaal;Fryslân (PV);2009;644811.0
183;Totaal mannen en vrouwen;Totaal;Totaal;Fryslân (PV);2010;646305.0
184;Totaal mannen en vrouwen;Totaal;Totaal;Fryslân (PV);2011;647282.0
185;Totaal mannen en vrouwen;Totaal;Totaal;Fryslân (PV);2012;647214.0
186;Totaal mannen en vrouwen;Totaal;Totaal;Fryslân (PV);2013;646862.0
187;Totaal mannen en vrouwen;Totaal;Totaal;Fryslân (PV);2014;646317.0
188;Totaal mannen en vrouwen;Totaal;Totaal;Fryslân (PV);2015;646257.0
189;Totaal mannen en vrouwen;Totaal;Totaal;Fryslân (PV);2016;646040.0
190;Totaal mannen en vrouwen;Totaal;Totaal;Fryslân (PV);2017;646874.0
191;Totaal mannen en vrouwen;Totaal;Totaal;Fryslân (PV);2018;647268.0
192;Totaal mannen en vrouwen;Totaal;Totaal;Fryslân (PV);2019;647672.0
193;Totaal mannen en vrouwen;Totaal;Totaal;Fryslân (PV);2020;649957.0
194;Totaal mannen en vrouwen;Totaal;Totaal;Fryslân (PV);2021;651435.0
195;Totaal mannen en vrouwen;Totaal;Totaal;Fryslân (PV);2022;654019.0
196;Totaal mannen en vrouwen;Totaal;Totaal;Drenthe (PV);1995;454864.0
197;Totaal mannen en vrouwen;Totaal;Totaal;Drenthe (PV);1996;457316.0
198;Totaal mannen en vrouwen;Totaal;Totaal;Drenthe (PV);1997;460817.0
199;Totaal mannen en vrouwen;Totaal;Totaal;Drenthe (PV);1998;464672.0
200;Totaal mannen en vrouwen;Totaal;Totaal;Drenthe (PV);1999;467093.0
201;Totaal mannen en vrouwen;Totaal;Totaal;Drenthe (PV);2000;469806.0
202;Totaal mannen en vrouwen;Totaal;Totaal;Drenthe (PV);2001;474506.0
203;Totaal mannen en vrouwen;Totaal;Totaal;Drenthe (PV);2002;478799.0
204;Totaal mannen en vrouwen;Totaal;Totaal;Drenthe (PV);2003;481254.0
205;Totaal mannen en vrouwen;Totaal;Totaal;Drenthe (PV);2004;482415.0
206;Totaal mannen en vrouwen;Totaal;Totaal;Drenthe (PV);2005;483369.0
207;Totaal mannen en vrouwen;Totaal;Totaal;Drenthe (PV);2006;484481.0
208;Totaal mannen en vrouwen;Totaal;Totaal;Drenthe (PV);2007;486197.0
209;Totaal mannen en vrouwen;Totaal;Totaal;Drenthe (PV);2008;488135.0
210;Totaal mannen en vrouwen;Totaal;Totaal;Drenthe (PV);2009;489918.0
211;Totaal mannen en vrouwen;Totaal;Totaal;Drenthe (PV);2010;490981.0
212;Totaal mannen en vrouwen;Totaal;Totaal;Drenthe (PV);2011;491411.0
213;Totaal mannen en vrouwen;Totaal;Totaal;Drenthe (PV);2012;490807.0
214;Totaal mannen en vrouwen;Totaal;Totaal;Drenthe (PV);2013;489918.0
215;Totaal mannen en vrouwen;Totaal;Totaal;Drenthe (PV);2014;488988.0
216;Totaal mannen en vrouwen;Totaal;Totaal;Drenthe (PV);2015;488576.0
217;Totaal mannen en vrouwen;Totaal;Totaal;Drenthe (PV);2016;488629.0
218;Totaal mannen en vrouwen;Totaal;Totaal;Drenthe (PV);2017;491792.0
219;Totaal mannen en vrouwen;Totaal;Totaal;Drenthe (PV);2018;492100.0
220;Totaal mannen en vrouwen;Totaal;Totaal;Drenthe (PV);2019;492167.0
221;Totaal mannen en vrouwen;Totaal;Totaal;Drenthe (PV);2020;493682.0
222;Totaal mannen en vrouwen;Totaal;Totaal;Drenthe (PV);2021;494771.0
223;Totaal mannen en vrouwen;Totaal;Totaal;Drenthe (PV);2022;497743.0
224;Totaal mannen en vrouwen;Totaal;Totaal;Overijssel (PV);1995;1050389.0
225;Totaal mannen en vrouwen;Totaal;Totaal;Overijssel (PV);1996;1053966.0
226;Totaal mannen en vrouwen;Totaal;Totaal;Overijssel (PV);1997;1057944.0
227;Totaal mannen en vrouwen;Totaal;Totaal;Overijssel (PV);1998;1063527.0
228;Totaal mannen en vrouwen;Totaal;Totaal;Overijssel (PV);1999;1070444.0
229;Totaal mannen en vrouwen;Totaal;Totaal;Overijssel (PV);2000;1077625.0
230;Totaal mannen en vrouwen;Totaal;Totaal;Overijssel (PV);2001;1086280.0
231;Totaal mannen en vrouwen;Totaal;Totaal;Overijssel (PV);2002;1094032.0
232;Totaal mannen en vrouwen;Totaal;Totaal;Overijssel (PV);2003;1100677.0
233;Totaal mannen en vrouwen;Totaal;Totaal;Overijssel (PV);2004;1105512.0
234;Totaal mannen en vrouwen;Totaal;Totaal;Overijssel (PV);2005;1109432.0
235;Totaal mannen en vrouwen;Totaal;Totaal;Overijssel (PV);2006;1113529.0
236;Totaal mannen en vrouwen;Totaal;Totaal;Overijssel (PV);2007;1116374.0
237;Totaal mannen en vrouwen;Totaal;Totaal;Overijssel (PV);2008;1119994.0
238;Totaal mannen en vrouwen;Totaal;Totaal;Overijssel (PV);2009;1125435.0
239;Totaal mannen en vrouwen;Totaal;Totaal;Overijssel (PV);2010;1130345.0
240;Totaal mannen en vrouwen;Totaal;Totaal;Overijssel (PV);2011;1134465.0
241;Totaal mannen en vrouwen;Totaal;Totaal;Overijssel (PV);2012;1137668.0
242;Totaal mannen en vrouwen;Totaal;Totaal;Overijssel (PV);2013;1139350.0
243;Totaal mannen en vrouwen;Totaal;Totaal;Overijssel (PV);2014;1139697.0
244;Totaal mannen en vrouwen;Totaal;Totaal;Overijssel (PV);2015;1140652.0
245;Totaal mannen en vrouwen;Totaal;Totaal;Overijssel (PV);2016;1144280.0
246;Totaal mannen en vrouwen;Totaal;Totaal;Overijssel (PV);2017;1147687.0
247;Totaal mannen en vrouwen;Totaal;Totaal;Overijssel (PV);2018;1151501.0
248;Totaal mannen en vrouwen;Totaal;Totaal;Overijssel (PV);2019;1156431.0
249;Totaal mannen en vrouwen;Totaal;Totaal;Overijssel (PV);2020;1162406.0
250;Totaal mannen en vrouwen;Totaal;Totaal;Overijssel (PV);2021;1166533.0
251;Totaal mannen en vrouwen;Totaal;Totaal;Overijssel (PV);2022;1171910.0
252;Totaal mannen en vrouwen;Totaal;Totaal;Flevoland (PV);1995;262325.0
253;Totaal mannen en vrouwen;Totaal;Totaal;Flevoland (PV);1996;272843.0
254;Totaal mannen en vrouwen;Totaal;Totaal;Flevoland (PV);1997;281472.0
255;Totaal mannen en vrouwen;Totaal;Totaal;Flevoland (PV);1998;293286.0
256;Totaal mannen en vrouwen;Totaal;Totaal;Flevoland (PV);1999;306468.0
257;Totaal mannen en vrouwen;Totaal;Totaal;Flevoland (PV);2000;317206.0
258;Totaal mannen en vrouwen;Totaal;Totaal;Flevoland (PV);2001;328936.0
259;Totaal mannen en vrouwen;Totaal;Totaal;Flevoland (PV);2002;341721.0
260;Totaal mannen en vrouwen;Totaal;Totaal;Flevoland (PV);2003;351680.0
261;Totaal mannen en vrouwen;Totaal;Totaal;Flevoland (PV);2004;359904.0
262;Totaal mannen en vrouwen;Totaal;Totaal;Flevoland (PV);2005;365859.0
263;Totaal mannen en vrouwen;Totaal;Totaal;Flevoland (PV);2006;370656.0
264;Totaal mannen en vrouwen;Totaal;Totaal;Flevoland (PV);2007;374424.0
265;Totaal mannen en vrouwen;Totaal;Totaal;Flevoland (PV);2008;378688.0
266;Totaal mannen en vrouwen;Totaal;Totaal;Flevoland (PV);2009;383449.0
267;Totaal mannen en vrouwen;Totaal;Totaal;Flevoland (PV);2010;387881.0
268;Totaal mannen en vrouwen;Totaal;Totaal;Flevoland (PV);2011;391967.0
269;Totaal mannen en vrouwen;Totaal;Totaal;Flevoland (PV);2012;395525.0
270;Totaal mannen en vrouwen;Totaal;Totaal;Flevoland (PV);2013;398441.0
271;Totaal mannen en vrouwen;Totaal;Totaal;Flevoland (PV);2014;399893.0
272;Totaal mannen en vrouwen;Totaal;Totaal;Flevoland (PV);2015;401791.0
273;Totaal mannen en vrouwen;Totaal;Totaal;Flevoland (PV);2016;404068.0
274;Totaal mannen en vrouwen;Totaal;Totaal;Flevoland (PV);2017;407818.0
275;Totaal mannen en vrouwen;Totaal;Totaal;Flevoland (PV);2018;411670.0
276;Totaal mannen en vrouwen;Totaal;Totaal;Flevoland (PV);2019;416546.0
277;Totaal mannen en vrouwen;Totaal;Totaal;Flevoland (PV);2020;423021.0
278;Totaal mannen en vrouwen;Totaal;Totaal;Flevoland (PV);2021;428226.0
279;Totaal mannen en vrouwen;Totaal;Totaal;Flevoland (PV);2022;434771.0
280;Totaal mannen en vrouwen;Totaal;Totaal;Gelderland (PV);1995;1864732.0
281;Totaal mannen en vrouwen;Totaal;Totaal;Gelderland (PV);1996;1876299.0
282;Totaal mannen en vrouwen;Totaal;Totaal;Gelderland (PV);1997;1886109.0
283;Totaal mannen en vrouwen;Totaal;Totaal;Gelderland (PV);1998;1895656.0
284;Totaal mannen en vrouwen;Totaal;Totaal;Gelderland (PV);1999;1906778.0
285;Totaal mannen en vrouwen;Totaal;Totaal;Gelderland (PV);2000;1919158.0
286;Totaal mannen en vrouwen;Totaal;Totaal;Gelderland (PV);2001;1934314.0
287;Totaal mannen en vrouwen;Totaal;Totaal;Gelderland (PV);2002;1949233.0
288;Totaal mannen en vrouwen;Totaal;Totaal;Gelderland (PV);2003;1960422.0
289;Totaal mannen en vrouwen;Totaal;Totaal;Gelderland (PV);2004;1966929.0
290;Totaal mannen en vrouwen;Totaal;Totaal;Gelderland (PV);2005;1972010.0
291;Totaal mannen en vrouwen;Totaal;Totaal;Gelderland (PV);2006;1975704.0
292;Totaal mannen en vrouwen;Totaal;Totaal;Gelderland (PV);2007;1979059.0
293;Totaal mannen en vrouwen;Totaal;Totaal;Gelderland (PV);2008;1983869.0
294;Totaal mannen en vrouwen;Totaal;Totaal;Gelderland (PV);2009;1991062.0
295;Totaal mannen en vrouwen;Totaal;Totaal;Gelderland (PV);2010;1998936.0
296;Totaal mannen en vrouwen;Totaal;Totaal;Gelderland (PV);2011;2004671.0
297;Totaal mannen en vrouwen;Totaal;Totaal;Gelderland (PV);2012;2010745.0
298;Totaal mannen en vrouwen;Totaal;Totaal;Gelderland (PV);2013;2015791.0
299;Totaal mannen en vrouwen;Totaal;Totaal;Gelderland (PV);2014;2019692.0
300;Totaal mannen en vrouwen;Totaal;Totaal;Gelderland (PV);2015;2026578.0
301;Totaal mannen en vrouwen;Totaal;Totaal;Gelderland (PV);2016;2035351.0
302;Totaal mannen en vrouwen;Totaal;Totaal;Gelderland (PV);2017;2047901.0
303;Totaal mannen en vrouwen;Totaal;Totaal;Gelderland (PV);2018;2060103.0
304;Totaal mannen en vrouwen;Totaal;Totaal;Gelderland (PV);2019;2071972.0
305;Totaal mannen en vrouwen;Totaal;Totaal;Gelderland (PV);2020;2085952.0
306;Totaal mannen en vrouwen;Totaal;Totaal;Gelderland (PV);2021;2096603.0
307;Totaal mannen en vrouwen;Totaal;Totaal;Gelderland (PV);2022;2110472.0
308;Totaal mannen en vrouwen;Totaal;Totaal;Utrecht (PV);1995;1063460.0
309;Totaal mannen en vrouwen;Totaal;Totaal;Utrecht (PV);1996;1070585.0
310;Totaal mannen en vrouwen;Totaal;Totaal;Utrecht (PV);1997;1079428.0
311;Totaal mannen en vrouwen;Totaal;Totaal;Utrecht (PV);1998;1088621.0
312;Totaal mannen en vrouwen;Totaal;Totaal;Utrecht (PV);1999;1098722.0
313;Totaal mannen en vrouwen;Totaal;Totaal;Utrecht (PV);2000;1107849.0
314;Totaal mannen en vrouwen;Totaal;Totaal;Utrecht (PV);2001;1117997.0
