ID;PrognoseInterval;Perioden;TotaalMannenEnVrouwen_1;Mannen_2;Vrouwen_3;TotaalMannenEnVrouwen_4;Mannen_5;Vrouwen_6;TotaalMannenEnVrouwen_7;Mannen_8;Vrouwen_9;TotaalMannenEnVrouwen_10;Mannen_11;Vrouwen_12;TotaalMannenEnVrouwen_13;Mannen_14;Vrouwen_15;TotaalMannenEnVrouwen_16;Mannen_17;Vrouwen_18;TotaalMannenEnVrouwen_19;Mannen_20;Vrouwen_21;TotaalHuishoudens_22;GemiddeldeHuishoudensgrootte_23
16;1;2025;17221168;8513652;8707516;3187236;1511771;1675465;8597239;4306106;4291133;4384620;2359569;2025051;518455;69655;448800;307260;161981;145279;226234;104593;121641;8060527;2.11
17;1;2026;17257596;8530254;8727342;3220102;1528410;1691692;8596779;4305835;4290944;4381207;2357399;2023808;518170;67967;450203;309979;163476;146503;231222;107196;124026;8093116;2.1
18;1;2027;17291878;8545615;8746263;3252134;1544576;1707558;8593059;4303948;4289111;4379436;2355971;2023465;517825;66310;451515;312721;164941;147780;236566;109894;126672;8123180;2.1
19;1;2028;17323881;8559691;8764190;3283034;1560115;1722919;8585865;4300317;4285548;4379592;2355449;2024143;517531;64745;452786;315445;166375;149070;242263;112720;129543;8150417;2.1
20;1;2029;17353493;8572458;8781035;3312431;1574820;1737611;8575291;4295009;4280282;4381796;2355927;2025869;517371;63315;454056;318127;167748;150379;248322;115673;132649;8174584;2.09
21;1;2030;17380484;8583805;8796679;3340254;1588674;1751580;8561421;4288029;4273392;4385822;2357340;2028482;517395;62036;455359;320779;169075;151704;254674;118721;135953;8195690;2.09
22;1;2031;17404667;8593652;8811015;3366674;1601635;1765039;8544421;4279501;4264920;4391329;2359552;2031777;517305;60795;456510;323477;170384;153093;261301;121837;139464;8213740;2.09
23;1;2032;17425846;8601915;8823931;3391339;1613628;1777711;8524637;4269589;4255048;4397859;2362359;2035500;517638;59779;457859;326075;171614;154461;268140;125006;143134;8229047;2.08
24;1;2033;17443840;8608512;8835328;3414686;1624797;1789889;8502254;4258362;4243892;4404996;2365539;2039457;517853;58810;459043;328726;172828;155898;275150;128215;146935;8241634;2.08
25;1;2034;17458442;8613368;8845074;3436505;1635071;1801434;8477739;4246077;4231662;4412258;2368869;2043389;518202;57985;460217;331315;173988;157327;282225;131422;150803;8251755;2.08
26;1;2035;17469512;8616438;8853074;3456765;1644497;1812268;8451467;4232912;4218555;4419240;2372122;2047118;518658;57261;461397;333860;175094;158766;289302;134593;154709;8259580;2.08
27;1;2036;17477044;8617781;8859263;3475512;1653116;1822396;8423828;4219066;4204762;4425563;2375126;2050437;519263;56645;462618;336339;176154;160185;296287;137708;158579;8265351;2.08
28;1;2037;17481037;8617412;8863625;3492699;1660940;1831759;8395251;4204752;4190499;4430980;2377754;2053226;519996;56115;463881;338734;177138;161596;303101;140725;162376;8269215;2.08
29;1;2038;17481663;8615442;8866221;3508488;1668051;1840437;8366157;4190190;4175967;4435250;2379872;2055378;520782;55682;465100;341047;178071;162976;309670;143609;166061;8271498;2.08
30;1;2039;17479174;8612012;8867162;3522924;1674458;1848466;8336864;4175529;4161335;4438272;2381431;2056841;521590;55331;466259;343319;178954;164365;315972;146365;169607;8272337;2.07
31;1;2040;17473887;8607299;8866588;3536076;1680197;1855879;8307691;4160919;4146772;4440006;2382402;2057604;522422;55069;467353;345485;179767;165718;321952;148969;172983;8271999;2.07
32;1;2041;17466119;8601470;8864649;3548058;1685369;1862689;8278927;4146521;4132406;4440450;2382778;2057672;523213;54850;468363;347587;180552;167035;327612;151416;176196;8270649;2.07
33;1;2042;17456254;8594694;8861560;3558909;1689987;1868922;8250835;4132478;4118357;4439706;2382586;2057120;523939;54669;469270;349613;181289;168324;332965;153716;179249;8268415;2.07
34;1;2043;17444679;8587186;8857493;3568684;1694079;1874605;8223630;4118875;4104755;4437898;2381888;2056010;524593;54518;470075;351545;181979;169566;338007;155867;182140;8265491;2.07
35;1;2044;17431748;8579116;8852632;3577429;1697678;1879751;8197454;4105791;4091663;4435150;2380734;2054416;525143;54404;470739;353400;182623;170777;342819;157911;184908;8261933;2.07
36;1;2045;17417847;8570665;8847182;3585086;1700795;1884291;8172542;4093337;4079205;4431669;2379213;2052456;525583;54276;471307;355182;183225;171957;347423;159836;187587;8257801;2.07
37;1;2046;17403234;8561949;8841285;3591668;1703420;1888248;8148972;4081546;4067426;4427615;2377400;2050215;525858;54140;471718;356842;183756;173086;351873;161667;190206;8253077;2.07
38;1;2047;17388185;8553093;8835092;3597191;1705571;1891620;8126823;4070498;4056325;4423157;2375372;2047785;525969;53990;471979;358464;184280;174184;356190;163391;192799;8247831;2.06
39;1;2048;17373003;8544250;8828753;3601621;1707253;1894368;8106221;4060206;4046015;4418485;2373220;2045265;525904;53789;472115;359976;184741;175235;360346;165009;195337;8242059;2.06
40;1;2049;17357885;8535530;8822355;3604954;1708463;1896491;8087279;4050770;4036509;4413780;2371039;2042741;525669;53553;472116;361402;185166;176236;364309;166518;197791;8235831;2.06
41;1;2050;17342986;8527013;8815973;3607141;1709192;1897949;8070082;4042197;4027885;4409191;2368888;2040303;525274;53254;472020;362716;185527;177189;368043;167891;200152;8229149;2.06
42;2;2009;16446059;8130955;8315392;2392901;1094868;1297514;8081710;4053408;4027283;4494944;2417809;2076968;431559;70851;360719;251367;131022;120537;186497;70471;116058;7164958;2.18
43;2;2010;16461954;8136476;8325439;2333095;1064774;1268631;7998703;4014632;3984316;4440005;2390244;2051210;420359;68375;351995;245353;128502;117100;177694;66436;110773;7150640;2.15
44;2;2011;16462580;8136285;8326359;2293885;1044232;1249579;7934801;3982896;3950135;4389619;2362995;2026731;412441;66510;345944;242221;127066;115056;168496;62968;105149;7151460;2.13
45;2;2012;16460870;8134798;8327640;2264321;1028030;1235305;7882512;3955996;3921466;4339674;2336423;2003293;405694;64772;340938;239977;126420;113630;159192;59503;99135;7159422;2.11
46;2;2013;16455340;8129141;8322874;2239931;1017537;1223847;7833663;3937143;3896370;4295092;2313745;1981869;399851;63238;336683;238715;126070;112811;149556;56119;93424;7162937;2.09
47;2;2014;16448128;8124624;8323218;2224738;1008183;1213550;7790176;3915085;3875482;4249947;2289953;1959997;395026;61782;333405;237760;126048;111966;141056;53145;87435;7170986;2.08
48;2;2015;16444428;8121750;8319038;2208788;999759;1207639;7746688;3894168;3850751;4200985;2263632;1937897;390438;60312;330283;237359;125999;111308;133438;50522;82379;7178402;2.06
49;2;2016;16433700;8116312;8314436;2195873;993594;1206821;7704074;3876534;3831508;4154885;2240781;1914062;385745;58902;327187;237360;126318;111017;127341;48430;78371;7193451;2.04
50;2;2017;16421691;8110399;8310186;2186103;989243;1202917;7670961;3860184;3809270;4100446;2213777;1888931;381465;57477;324464;237616;126586;110892;122305;46679;75057;7210453;2.03
51;2;2018;16410841;8102310;8302556;2176990;985839;1198202;7635328;3842927;3790514;4060791;2192673;1867845;377178;55964;321789;237474;126648;110735;118224;45218;72379;7216556;2.02
52;2;2019;16394019;8095337;8298271;2170148;980618;1194835;7588147;3819460;3764852;4013093;2169526;1844700;372845;54349;319163;238070;127075;110491;114950;43991;70131;7232854;2.0
53;2;2020;16379805;8085770;8288006;2164527;974686;1193013;7546208;3795390;3740623;3971519;2145553;1825229;368372;52676;316461;238769;127627;110726;112408;43040;68134;7239743;1.99
54;2;2021;16354892;8072719;8280994;2160555;969103;1190670;7499370;3767833;3717927;3919084;2119868;1799687;363819;50980;313944;239196;128213;110820;109957;42085;66348;7245791;1.98
55;2;2022;16334296;8063432;8270865;2158979;964954;1187661;7444804;3744562;3700938;3886121;2103890;1781704;360098;49158;311928;239413;128680;110840;107693;41399;65039;7263185;1.97
56;2;2023;16307772;8050611;8255254;2158188;962675;1182085;7400944;3724791;3680923;3849963;2082468;1762716;356652;47368;310262;240485;129386;110918;105588;40907;63806;7259839;1.95
57;2;2024;16282135;8039886;8256916;2153973;961296;1185375;7364044;3707435;3656481;3812054;2063213;1745617;353385;45618;308687;241237;129859;110862;103695;40247;62921;7257741;1.94
58;2;2025;16291170;8022869;8261851;2143861;959105;1186450;7323070;3685792;3633829;3771195;2044233;1727254;349882;43834;306152;242451;130297;111129;102566;39597;62569;7248382;1.93
59;2;2026;16275586;8021418;8243709;2142616;953739;1184599;7274492;3662021;3612353;3740911;2026625;1712373;345901;42132;303151;242833;130655;111553;102349;39201;62332;7249252;1.92
60;2;2027;16227345;7994530;8231317;2132945;950907;1181289;7226389;3642203;3585727;3707123;2007875;1699805;341512;40549;300378;243040;130920;111767;101491;38993;61629;7242626;1.91
61;2;2028;16199368;7980733;8219615;2123567;944984;1178186;7179500;3618323;3562149;3670876;1991396;1682396;337146;39021;297494;243670;131311;111856;100887;38912;61053;7242272;1.91
62;2;2029;16173407;7972205;8205933;2115395;941335;1174897;7128774;3591757;3536916;3643741;1975433;1669600;333039;37629;294734;244468;132240;112244;100204;38877;61337;7233060;1.9
63;2;2030;16157448;7955669;8196004;2108590;938447;1173103;7079173;3561657;3508904;3610914;1954341;1657114;329512;36446;292325;244580;132267;112267;99812;38818;61561;7221446;1.89
64;2;2031;16116551;7932753;8185739;2105547;935499;1171224;7013742;3536217;3480226;3595680;1948049;1646397;325779;35320;290293;244152;131984;112186;99669;38768;61947;7213760;1.88
65;2;2032;16089472;7922149;8166683;2104094;931076;1169413;6959348;3509951;3450047;3571403;1931607;1635130;322848;34343;288370;244868;131940;112101;100080;38839;62701;7203409;1.87
66;2;2033;16042020;7898551;8137183;2106188;930337;1166824;6899065;3484646;3421031;3547211;1920513;1626624;320242;33410;286616;245099;131971;112363;100871;38770;63715;7174023;1.87
67;2;2034;15964722;7854369;8107324;2105558;929860;1164626;6838875;3456487;3390152;3520400;1907953;1615406;317809;32543;284948;244692;132343;112368;101505;38756;64572;7141439;1.86
68;2;2035;15899769;7820183;8079393;2106820;929641;1163587;6771967;3424997;3352071;3498745;1893645;1603187;315568;31761;283388;244381;132726;112321;102219;38737;65214;7122647;1.85
69;2;2036;15827356;7780020;8043285;2102428;928390;1161497;6707285;3399792;3314569;3471332;1881735;1593532;313364;31057;281039;244007;132663;112225;102727;38640;65698;7092511;1.85
70;2;2037;15725497;7735862;8011958;2097004;923976;1160234;6644319;3370438;3282449;3451824;1865379;1585198;310430;30332;278755;243828;132402;112274;102405;38585;65598;7063151;1.84
71;2;2038;15675436;7704468;7980471;2083336;915032;1156049;6582922;3335488;3249056;3424348;1854421;1570782;307495;29680;276430;243736;132075;112311;102819;38529;66136;7044645;1.84
72;2;2039;15646290;7688138;7966764;2065307;904358;1149673;6513533;3303816;3216552;3404472;1842465;1562210;304693;29133;274178;243686;131666;112379;103569;38467;66730;7027536;1.83
73;2;2040;15592028;7633407;7934022;2055641;894497;1143125;6452157;3266396;3183166;3382573;1830376;1552074;302037;28657;271998;243670;131177;112031;103753;38359;66688;7002722;1.83
74;2;2041;15497453;7599892;7889229;2039958;885374;1137617;6383873;3232806;3149142;3358821;1811293;1542784;299273;28190;269718;242702;130908;111702;104307;38253;66899;6979969;1.82
75;2;2042;15421034;7569664;7850335;2024123;877479;1130734;6324676;3208764;3116618;3337057;1806409;1526609;296638;27730;267511;241668;130340;111390;104760;38177;67216;6955022;1.81
76;2;2043;15329657;7521664;7807992;2013986;868443;1125905;6247904;3183491;3089476;3288001;1785334;1502667;294066;27319;265318;240968;129805;110990;105394;38192;67569;6929399;1.81
77;2;2044;15222947;7469729;7757344;2004674;861089;1123053;6194106;3155601;3063375;3265927;1765594;1494231;291451;26917;263046;240651;129050;110694;105247;37957;67237;6905310;1.8
78;2;2045;15124494;7426341;7699367;1994475;854420;1119475;6141737;3138574;3039161;3226457;1746167;1479491;288619;26556;260587;239789;128530;110515;105477;37681;66935;6876706;1.8
79;2;2046;15022395;7363263;7650952;1985886;848356;1110521;6095130;3117948;3012357;3192294;1733907;1462190;285815;26173;258169;238623;128095;110341;105862;37126;66882;6847119;1.79
80;2;2047;14915630;7308901;7606094;1955647;844974;1097626;6057502;3089702;2987717;3161966;1719356;1445255;283045;25785;255767;237748;127813;110200;104223;36796;66490;6817872;1.79
81;2;2048;14822141;7259016;7561598;1931740;840984;1091539;6021851;3059809;2965787;3119315;1696875;1425067;280509;25374;253579;237035;127455;109658;102909;36560;66317;6772881;1.78
82;2;2049;14749412;7225870;7524296;1917244;833817;1086731;5987396;3040956;2947361;3092610;1678915;1416931;277804;24953;251241;236138;127102;108842;101761;36250;66492;6731715;1.78
83;2;2050;14657474;7184189;7473301;1901009;820414;1081040;5959493;3028718;2929188;3066974;1669383;1398735;275068;24523;248889;235302;126675;108047;100556;35845;65909;6699674;1.78
84;3;2009;16510254;8163971;8346168;2825713;1324184;1501771;8581146;4295030;4288610;4669145;2506443;2163037;517465;87767;429542;283592;146072;137508;235337;96629;138801;7459551;2.27
85;3;2010;16601600;8208739;8392362;2953115;1392570;1560851;8714812;4356639;4354913;4694718;2518459;2177256;542345;92370;449797;291294;149911;141399;247451;103754;143789;7580610;2.28
86;3;2011;16697248;8255469;8439756;3060132;1450802;1614012;8817477;4407426;4407268;4716419;2526653;2187331;562386;95920;466786;298544;153752;145173;255283;109244;146303;7685749;2.29
87;3;2012;16789858;8304917;8486344;3159570;1499661;1661958;8916606;4450188;4461141;4731097;2535556;2194540;579500;98681;480883;305934;157616;148735;261050;113607;147548;7788357;2.29
88;3;2013;16891031;8355007;8537731;3252493;1547430;1706842;9001347;4494672;4507462;4740555;2539777;2201348;594666;100728;493988;313673;161594;152424;265603;117584;148070;7891697;2.29
89;3;2014;16992795;8404676;8588090;3342414;1594733;1749367;9070645;4534386;4542654;4753210;2549282;2206933;608614;102331;506355;321022;165634;156019;269945;121500;148716;7977274;2.29
90;3;2015;17100196;8461249;8641155;3430176;1641791;1787011;9143285;4568084;4575285;4763181;2552053;2213797;621578;103700;518325;328341;169354;159423;274556;125479;149896;8078492;2.29
91;3;2016;17208276;8514445;8691743;3522052;1689296;1825366;9216079;4603775;4614096;4780590;2561565;2218411;633247;104554;528152;335352;172916;162882;280271;129482;150981;8174218;2.29
92;3;2017;17315815;8570031;8744410;3607639;1733929;1866367;9284251;4637147;4645840;4799003;2569779;2229224;643134;104976;537536;342393;176916;166441;286979;134040;153301;8255697;2.29
93;3;2018;17410175;8622864;8790934;3692402;1777669;1907130;9346806;4666664;4683525;4800542;2569443;2232098;652495;104954;546812;349802;180899;169760;293904;138643;155648;8336532;2.29
94;3;2019;17515706;8676808;8846120;3773600;1822552;1949816;9421720;4700929;4720728;4814348;2578701;2236184;660926;104419;557217;357208;184563;172898;301863;143389;158877;8428161;2.29
95;3;2020;17634315;8734281;8902814;3853066;1869404;1991772;9469660;4729519;4749854;4831575;2587462;2244210;668082;103766;564341;363943;187746;176131;309652;148387;162243;8507959;2.29
96;3;2021;17744628;8786779;8957049;3932881;1912077;2031398;9535841;4754513;4782080;4844332;2597066;2251775;674349;102747;570817;369914;190896;179029;318614;153123;166745;8591200;2.3
97;3;2022;17860290;8838474;9023305;4006941;1949886;2067883;9605477;4781544;4809770;4873835;2609412;2261605;680707;101214;578193;376249;194524;181731;327129;158152;170344;8662498;2.3
98;3;2023;17973558;8896931;9082670;4083700;1988169;2104265;9657068;4805454;4837404;4908865;2627352;2279936;685789;99576;584954;381790;197635;184482;337209;163038;174626;8736242;2.3
99;3;2024;18072503;8943808;9133508;4152942;2023619;2138421;9688544;4831570;4860487;4932588;2642895;2292776;691045;98298;591913;387503;200732;186825;347759;168024;178426;8816571;2.3
100;3;2025;18179882;9002427;9187801;4226299;2058061;2168496;9738134;4851481;4886165;4971992;2659168;2309920;695585;96908;598491;392900;203637;189598;358968;174274;184231;8894326;2.3
101;3;2026;18305115;9057211;9241326;4293109;2094446;2201352;9795274;4883312;4912992;5004406;2676903;2327638;700258;95542;604478;398148;206460;192626;370324;179800;189644;8944920;2.3
102;3;2027;18407972;9116203;9299932;4362257;2131954;2237069;9836606;4905059;4939317;5033704;2692658;2343134;705029;94090;610071;404027;208802;195487;382028;186142;195588;9011189;2.3
103;3;2028;18520394;9164426;9361465;4425245;2166110;2272340;9888899;4928545;4957800;5067999;2708413;2360505;708396;92581;615392;408946;211502;198177;394447;192775;202773;9077102;2.31
104;3;2029;18633338;9221240;9419674;4486377;2197052;2307099;9923943;4940556;4980794;5098445;2723381;2375504;712861;91163;619764;415322;214465;201357;405301;199285;209615;9143920;2.31
105;3;2030;18764414;9280792;9480490;4548904;2227922;2339673;9948678;4954262;5001522;5141545;2748076;2394496;716193;89636;624945;421013;217197;204235;418863;205417;216232;9199653;2.31
106;3;2031;18883626;9329763;9542813;4607451;2254729;2369723;9967898;4963783;5015115;5177993;2763962;2412087;718916;88098;629301;426984;219827;207302;433089;211699;223087;9241890;2.31
107;3;2032;18976447;9379471;9600067;4661292;2279575;2395819;9988034;4972094;5026235;5214664;2784757;2432233;721675;86877;633818;432778;223087;210607;449734;217540;229866;9282214;2.32
108;3;2033;19075779;9431300;9653297;4730239;2302354;2419038;9999343;4979498;5041413;5266855;2809554;2454926;724707;85807;638646;438033;226051;213388;464933;224508;237603;9324249;2.32
109;3;2034;19151288;9487015;9693035;4799444;2333842;2446569;10016433;4993366;5043876;5313240;2833592;2479430;728097;84975;643182;443636;229071;216788;481749;232510;245314;9365252;2.33
110;3;2035;19258533;9518661;9746025;4849096;2356612;2476138;10028097;5006425;5046654;5355746;2856113;2499150;732505;84468;647911;450233;231735;219810;493768;241676;253372;9404484;2.33
111;3;2036;19330737;9549238;9781613;4887467;2380598;2498475;10051460;5007996;5047190;5398831;2876484;2519452;737255;84179;652583;457799;235130;223124;504990;250171;261088;9445160;2.34
112;3;2037;19405593;9582364;9836891;4920952;2405148;2517520;10063369;5008113;5047974;5431835;2898061;2535934;742821;83992;658152;464009;237267;226864;523316;257859;269656;9479638;2.34
113;3;2038;19509079;9625329;9889483;4952929;2431505;2537168;10072218;5000403;5064743;5472933;2921755;2556839;748416;83822;664256;469844;239871;230726;536539;263945;277198;9511976;2.35
114;3;2039;19619792;9659918;9932501;5008558;2457644;2559042;10063694;5002478;5061913;5507239;2936509;2572464;752063;83704;668517;475132;242107;234586;550503;267894;285983;9540216;2.35
115;3;2040;19693324;9694904;9993785;5046990;2476336;2579848;10050335;5009937;5056292;5547260;2958557;2589474;757444;83789;674415;481400;244272;239062;567242;272147;293544;9571745;2.35
116;3;2041;19746779;9716483;10030040;5076678;2493440;2600937;10044229;5019353;5052196;5587329;2977967;2609228;762486;83678;680111;489125;246680;242248;581000;276828;300678;9606309;2.36
117;3;2042;19806635;9744332;10060425;5109820;2506932;2619056;10028657;5023395;5047756;5624401;2994384;2626659;767630;83750;685133;495386;248981;245901;593855;283643;309518;9644663;2.36
118;3;2043;19859873;9769294;10081846;5154356;2527931;2636771;10056758;5027856;5053888;5642818;3007076;2635354;772610;83868;689396;499831;251387;249498;605714;289063;316969;9687975;2.37
119;3;2044;19918590;9794953;10111854;5197109;2549150;2657918;10062222;5024364;5060383;5692070;3032739;2658942;777089;84045;692709;506397;254928;253253;615630;293543;324612;9725928;2.37
120;3;2045;19957877;9815378;10142105;5240055;2570393;2676392;10047333;5027575;5059333;5749538;3063145;2676808;781435;84250;696388;512683;257985;256403;623352;297520;330882;9751323;2.38
121;3;2046;20000773;9834231;10166834;5281706;2586500;2698422;10064330;5027817;5057491;5776674;3091216;2683589;785540;84376;699995;519393;260975;261147;639239;303189;336304;9784999;2.38
122;3;2047;20074451;9869038;10201245;5335579;2601726;2728841;10087663;5029727;5054738;5782802;3105598;2705763;789070;84347;705374;526131;263748;264534;655469;306776;343665;9823664;2.39
123;3;2048;20149782;9910071;10239595;5351477;2623200;2756069;10111880;5029735;5056747;5829667;3105687;2716064;792542;84666;710214;531231;265867;267994;667602;312420;351276;9848266;2.39
124;3;2049;20207400;9936150;10275564;5390029;2640519;2770493;10093667;5020108;5068346;5840912;3119639;2722933;795667;84836;714717;536544;267671;271734;677298;317605;357885;9871291;2.39
125;3;2050;20268951;9966476;10304350;5431374;2654867;2785363;10082735;5021483;5071352;5857574;3129085;2728490;797963;84857;718228;542900;269064;274149;686846;325315;363559;9897921;2.4
126;4;2009;16461825;8138975;8322727;2501563;1152106;1348745;8215463;4117776;4098391;4535930;2438618;2097306;451832;74849;376877;258540;134252;124302;197777;76517;121277;7233093;2.2
127;4;2010;16494345;8153804;8340094;2485151;1144651;1340839;8184812;4104003;4082023;4504384;2421486;2082796;449804;74125;375730;255468;132967;122473;193639;75120;118622;7251220;2.19
128;4;2011;16517885;8163869;8353023;2481689;1142501;1339870;8162776;4094141;4070005;4469265;2403701;2066197;449083;73599;375334;254431;132607;121717;188216;73598;114866;7272840;2.17
129;4;2012;16536765;8172689;8363492;2485128;1143483;1342385;8147739;4087134;4061642;4439684;2387447;2052041;448284;73073;375597;254345;132764;121534;182627;71974;110601;7299957;2.16
130;4;2013;16555160;8181692;8373696;2495866;1146948;1346165;8132463;4079985;4052822;4409791;2372286;2037492;447772;72459;375409;255009;133375;121611;176277;70266;106109;7330594;2.14
131;4;2014;16575020;8191181;8382692;2503904;1151356;1349424;8122595;4072298;4047179;4382571;2357827;2023892;447248;71659;375716;255660;134199;121778;170659;68871;101874;7359793;2.13
132;4;2015;16589365;8197597;8390369;2511161;1156596;1353567;8111805;4068197;4041180;4352628;2342240;2010100;447063;70885;376435;256813;134975;121949;166349;67841;98418;7390824;2.12
133;4;2016;16604835;8206456;8397255;2524832;1162685;1359369;8096597;4061217;4034263;4323658;2327233;1995988;445921;69825;375918;257931;135917;122120;162747;66909;95614;7418240;2.11
134;4;2017;16616490;8212602;8403833;2538901;1169664;1363773;8085292;4058005;4026427;4294731;2312000;1981739;444780;68775;376045;259067;136655;122428;160137;66349;93338;7442160;2.1
135;4;2018;16627590;8218281;8411166;2548415;1176388;1369525;8072406;4051811;4018767;4263026;2296143;1967339;443333;67594;376199;260356;137575;122918;158540;66305;91961;7471936;2.09
136;4;2019;16640140;8224467;8418276;2563377;1184764;1377395;8056674;4042916;4009163;4234513;2281897;1953191;441459;66171;376048;261557;138410;123357;157688;66458;91186;7499698;2.08
137;4;2020;16657715;8229445;8426175;2576915;1191812;1384252;8039951;4034708;4001270;4210173;2268947;1938500;440155;64657;376043;262940;139181;123858;156776;66946;90313;7531679;2.06
138;4;2021;16661075;8231858;8427844;2593882;1199574;1392881;8021696;4025095;3990270;4180500;2254222;1927069;438205;63023;375548;264671;140169;124411;157089;67663;90015;7550249;2.05
139;4;2022;16667320;8234136;8433933;2608453;1205949;1397898;8001119;4013335;3980685;4152729;2239479;1913201;436004;61216;375313;266483;141247;125020;157968;68277;90244;7576395;2.04
140;4;2023;16668895;8232379;8436604;2620198;1213864;1406323;7979727;4003618;3971287;4122445;2224571;1899212;433748;59384;374315;268139;142305;125631;159495;69062;90728;7602787;2.04
141;4;2024;16678395;8232560;8439095;2634570;1221750;1414170;7955432;3994510;3962365;4094247;2209169;1886162;431494;57630;373292;269710;143205;126258;160836;70312;90982;7621333;2.03
142;4;2025;16674200;8232848;8442226;2645098;1227897;1420744;7934495;3985022;3953014;4071196;2195919;1875268;428538;55767;372613;271498;144288;126982;162814;71141;91675;7636235;2.02
143;4;2026;16678445;8228719;8446578;2656971;1233682;1426592;7917315;3974753;3940276;4053750;2187318;1865786;425845;54050;371762;273003;145370;127590;165312;72409;92532;7647288;2.01
144;4;2027;16677375;8229619;8446132;2672739;1238441;1433057;7887499;3961022;3925987;4035119;2177544;1857679;423130;52443;371051;274359;146139;128353;167112;73630;93840;7665305;2.0
145;4;2028;16671435;8224953;8445921;2686527;1243406;1436804;7856387;3943827;3909985;4016543;2167214;1849505;420740;50905;370321;275921;146983;129122;169219;75032;95199;7677119;2.0
146;4;2029;16668825;8223078;8446771;2696435;1248791;1444032;7825300;3927818;3893688;3996996;2154746;1840879;418426;49441;369529;277642;147721;129846;172081;76148;96608;7678116;1.99
147;4;2030;16660430;8212427;8441994;2701431;1253247;1445474;7788139;3911393;3877153;3978207;2143576;1835590;416757;48150;368522;279192;148533;130565;175330;77552;98967;7682916;1.99
148;4;2031;16635145;8201119;8435302;2709414;1255764;1448346;7750750;3892562;3854513;3965867;2136609;1827577;414783;46929;367785;280706;149135;131224;178647;78937;100646;7688711;1.98
