ID;BalanceSheetItemsProvinces;Regions;Periods;BalanceSheetItemsYearEndInMlnEuro_1;BalanceSheetYearEndInEuroInhabit_2
2436;A12a - Other tangible fixed assets;Oost-Nederland (LD);2020;34.0;9.0
2437;A12a - Other tangible fixed assets;Oost-Nederland (LD);2021;28.0;8.0
2438;A12a - Other tangible fixed assets;Oost-Nederland (LD);2022;28.0;8.0
2439;A12a - Other tangible fixed assets;Oost-Nederland (LD);2023;30.0;8.0
2440;A12a - Other tangible fixed assets;West-Nederland (LD);2004;;
2441;A12a - Other tangible fixed assets;West-Nederland (LD);2005;;
2442;A12a - Other tangible fixed assets;West-Nederland (LD);2006;;
2443;A12a - Other tangible fixed assets;West-Nederland (LD);2007;51.0;7.0
2444;A12a - Other tangible fixed assets;West-Nederland (LD);2008;47.0;6.0
2445;A12a - Other tangible fixed assets;West-Nederland (LD);2009;52.0;7.0
2446;A12a - Other tangible fixed assets;West-Nederland (LD);2010;45.0;6.0
2447;A12a - Other tangible fixed assets;West-Nederland (LD);2011;42.0;5.0
2448;A12a - Other tangible fixed assets;West-Nederland (LD);2012;40.0;5.0
2449;A12a - Other tangible fixed assets;West-Nederland (LD);2013;35.0;4.0
2450;A12a - Other tangible fixed assets;West-Nederland (LD);2014;30.0;4.0
2451;A12a - Other tangible fixed assets;West-Nederland (LD);2015;91.0;11.0
2452;A12a - Other tangible fixed assets;West-Nederland (LD);2016;123.0;15.0
2453;A12a - Other tangible fixed assets;West-Nederland (LD);2017;179.0;22.0
2454;A12a - Other tangible fixed assets;West-Nederland (LD);2018;222.0;27.0
2455;A12a - Other tangible fixed assets;West-Nederland (LD);2019;262.0;32.0
2456;A12a - Other tangible fixed assets;West-Nederland (LD);2020;338.0;41.0
2457;A12a - Other tangible fixed assets;West-Nederland (LD);2021;352.0;42.0
2458;A12a - Other tangible fixed assets;West-Nederland (LD);2022;368.0;44.0
2459;A12a - Other tangible fixed assets;West-Nederland (LD);2023;356.0;42.0
2460;A12a - Other tangible fixed assets;Zuid-Nederland (LD);2004;;
2461;A12a - Other tangible fixed assets;Zuid-Nederland (LD);2005;;
2462;A12a - Other tangible fixed assets;Zuid-Nederland (LD);2006;;
2463;A12a - Other tangible fixed assets;Zuid-Nederland (LD);2007;13.0;4.0
2464;A12a - Other tangible fixed assets;Zuid-Nederland (LD);2008;14.0;4.0
2465;A12a - Other tangible fixed assets;Zuid-Nederland (LD);2009;14.0;4.0
2466;A12a - Other tangible fixed assets;Zuid-Nederland (LD);2010;15.0;4.0
2467;A12a - Other tangible fixed assets;Zuid-Nederland (LD);2011;16.0;5.0
2468;A12a - Other tangible fixed assets;Zuid-Nederland (LD);2012;16.0;4.0
2469;A12a - Other tangible fixed assets;Zuid-Nederland (LD);2013;16.0;5.0
2470;A12a - Other tangible fixed assets;Zuid-Nederland (LD);2014;18.0;5.0
2471;A12a - Other tangible fixed assets;Zuid-Nederland (LD);2015;20.0;5.0
2472;A12a - Other tangible fixed assets;Zuid-Nederland (LD);2016;21.0;6.0
2473;A12a - Other tangible fixed assets;Zuid-Nederland (LD);2017;24.0;7.0
2474;A12a - Other tangible fixed assets;Zuid-Nederland (LD);2018;23.0;6.0
2475;A12a - Other tangible fixed assets;Zuid-Nederland (LD);2019;23.0;6.0
2476;A12a - Other tangible fixed assets;Zuid-Nederland (LD);2020;22.0;6.0
2477;A12a - Other tangible fixed assets;Zuid-Nederland (LD);2021;20.0;5.0
2478;A12a - Other tangible fixed assets;Zuid-Nederland (LD);2022;20.0;5.0
2479;A12a - Other tangible fixed assets;Zuid-Nederland (LD);2023;20.0;5.0
2480;A12a - Other tangible fixed assets;Groningen (PV);2004;;
2481;A12a - Other tangible fixed assets;Groningen (PV);2005;;
2482;A12a - Other tangible fixed assets;Groningen (PV);2006;;
2483;A12a - Other tangible fixed assets;Groningen (PV);2007;92.0;161.0
2484;A12a - Other tangible fixed assets;Groningen (PV);2008;103.0;180.0
2485;A12a - Other tangible fixed assets;Groningen (PV);2009;89.0;155.0
2486;A12a - Other tangible fixed assets;Groningen (PV);2010;2.0;3.0
2487;A12a - Other tangible fixed assets;Groningen (PV);2011;2.0;4.0
2488;A12a - Other tangible fixed assets;Groningen (PV);2012;2.0;4.0
2489;A12a - Other tangible fixed assets;Groningen (PV);2013;2.0;4.0
2490;A12a - Other tangible fixed assets;Groningen (PV);2014;2.0;4.0
2491;A12a - Other tangible fixed assets;Groningen (PV);2015;2.0;4.0
2492;A12a - Other tangible fixed assets;Groningen (PV);2016;2.0;4.0
2493;A12a - Other tangible fixed assets;Groningen (PV);2017;2.0;3.0
2494;A12a - Other tangible fixed assets;Groningen (PV);2018;3.0;5.0
2495;A12a - Other tangible fixed assets;Groningen (PV);2019;3.0;5.0
2496;A12a - Other tangible fixed assets;Groningen (PV);2020;3.0;5.0
2497;A12a - Other tangible fixed assets;Groningen (PV);2021;4.0;8.0
2498;A12a - Other tangible fixed assets;Groningen (PV);2022;6.0;10.0
2499;A12a - Other tangible fixed assets;Groningen (PV);2023;8.0;13.0
2500;A12a - Other tangible fixed assets;Fryslân (PV);2004;;
2501;A12a - Other tangible fixed assets;Fryslân (PV);2005;;
2502;A12a - Other tangible fixed assets;Fryslân (PV);2006;;
2503;A12a - Other tangible fixed assets;Fryslân (PV);2007;6.0;9.0
2504;A12a - Other tangible fixed assets;Fryslân (PV);2008;5.0;9.0
2505;A12a - Other tangible fixed assets;Fryslân (PV);2009;5.0;7.0
2506;A12a - Other tangible fixed assets;Fryslân (PV);2010;5.0;7.0
2507;A12a - Other tangible fixed assets;Fryslân (PV);2011;7.0;11.0
2508;A12a - Other tangible fixed assets;Fryslân (PV);2012;8.0;12.0
2509;A12a - Other tangible fixed assets;Fryslân (PV);2013;11.0;17.0
2510;A12a - Other tangible fixed assets;Fryslân (PV);2014;11.0;17.0
2511;A12a - Other tangible fixed assets;Fryslân (PV);2015;10.0;16.0
2512;A12a - Other tangible fixed assets;Fryslân (PV);2016;11.0;16.0
2513;A12a - Other tangible fixed assets;Fryslân (PV);2017;10.0;15.0
2514;A12a - Other tangible fixed assets;Fryslân (PV);2018;9.0;13.0
2515;A12a - Other tangible fixed assets;Fryslân (PV);2019;8.0;12.0
2516;A12a - Other tangible fixed assets;Fryslân (PV);2020;8.0;12.0
2517;A12a - Other tangible fixed assets;Fryslân (PV);2021;9.0;14.0
2518;A12a - Other tangible fixed assets;Fryslân (PV);2022;8.0;12.0
2519;A12a - Other tangible fixed assets;Fryslân (PV);2023;8.0;12.0
2520;A12a - Other tangible fixed assets;Drenthe (PV);2004;;
2521;A12a - Other tangible fixed assets;Drenthe (PV);2005;;
2522;A12a - Other tangible fixed assets;Drenthe (PV);2006;;
2523;A12a - Other tangible fixed assets;Drenthe (PV);2007;2.0;5.0
2524;A12a - Other tangible fixed assets;Drenthe (PV);2008;2.0;4.0
2525;A12a - Other tangible fixed assets;Drenthe (PV);2009;3.0;6.0
2526;A12a - Other tangible fixed assets;Drenthe (PV);2010;9.0;19.0
2527;A12a - Other tangible fixed assets;Drenthe (PV);2011;14.0;28.0
2528;A12a - Other tangible fixed assets;Drenthe (PV);2012;13.0;27.0
2529;A12a - Other tangible fixed assets;Drenthe (PV);2013;13.0;27.0
2530;A12a - Other tangible fixed assets;Drenthe (PV);2014;13.0;26.0
2531;A12a - Other tangible fixed assets;Drenthe (PV);2015;14.0;29.0
2532;A12a - Other tangible fixed assets;Drenthe (PV);2016;11.0;22.0
2533;A12a - Other tangible fixed assets;Drenthe (PV);2017;10.0;20.0
2534;A12a - Other tangible fixed assets;Drenthe (PV);2018;9.0;19.0
2535;A12a - Other tangible fixed assets;Drenthe (PV);2019;9.0;19.0
2536;A12a - Other tangible fixed assets;Drenthe (PV);2020;9.0;19.0
2537;A12a - Other tangible fixed assets;Drenthe (PV);2021;9.0;19.0
2538;A12a - Other tangible fixed assets;Drenthe (PV);2022;9.0;18.0
2539;A12a - Other tangible fixed assets;Drenthe (PV);2023;7.0;13.0
2540;A12a - Other tangible fixed assets;Overijssel (PV);2004;;
2541;A12a - Other tangible fixed assets;Overijssel (PV);2005;;
2542;A12a - Other tangible fixed assets;Overijssel (PV);2006;;
2543;A12a - Other tangible fixed assets;Overijssel (PV);2007;9.0;8.0
2544;A12a - Other tangible fixed assets;Overijssel (PV);2008;8.0;7.0
2545;A12a - Other tangible fixed assets;Overijssel (PV);2009;9.0;8.0
2546;A12a - Other tangible fixed assets;Overijssel (PV);2010;15.0;13.0
2547;A12a - Other tangible fixed assets;Overijssel (PV);2011;19.0;17.0
2548;A12a - Other tangible fixed assets;Overijssel (PV);2012;20.0;18.0
2549;A12a - Other tangible fixed assets;Overijssel (PV);2013;16.0;14.0
2550;A12a - Other tangible fixed assets;Overijssel (PV);2014;11.0;10.0
2551;A12a - Other tangible fixed assets;Overijssel (PV);2015;8.0;7.0
2552;A12a - Other tangible fixed assets;Overijssel (PV);2016;7.0;6.0
2553;A12a - Other tangible fixed assets;Overijssel (PV);2017;9.0;7.0
2554;A12a - Other tangible fixed assets;Overijssel (PV);2018;10.0;8.0
2555;A12a - Other tangible fixed assets;Overijssel (PV);2019;7.0;6.0
2556;A12a - Other tangible fixed assets;Overijssel (PV);2020;6.0;5.0
2557;A12a - Other tangible fixed assets;Overijssel (PV);2021;3.0;2.0
2558;A12a - Other tangible fixed assets;Overijssel (PV);2022;3.0;3.0
2559;A12a - Other tangible fixed assets;Overijssel (PV);2023;4.0;3.0
2560;A12a - Other tangible fixed assets;Flevoland (PV);2004;;
2561;A12a - Other tangible fixed assets;Flevoland (PV);2005;;
2562;A12a - Other tangible fixed assets;Flevoland (PV);2006;;
2563;A12a - Other tangible fixed assets;Flevoland (PV);2007;8.0;22.0
2564;A12a - Other tangible fixed assets;Flevoland (PV);2008;9.0;23.0
2565;A12a - Other tangible fixed assets;Flevoland (PV);2009;8.0;20.0
2566;A12a - Other tangible fixed assets;Flevoland (PV);2010;8.0;20.0
2567;A12a - Other tangible fixed assets;Flevoland (PV);2011;7.0;18.0
2568;A12a - Other tangible fixed assets;Flevoland (PV);2012;6.0;15.0
2569;A12a - Other tangible fixed assets;Flevoland (PV);2013;5.0;14.0
2570;A12a - Other tangible fixed assets;Flevoland (PV);2014;4.0;11.0
2571;A12a - Other tangible fixed assets;Flevoland (PV);2015;5.0;12.0
2572;A12a - Other tangible fixed assets;Flevoland (PV);2016;5.0;12.0
2573;A12a - Other tangible fixed assets;Flevoland (PV);2017;5.0;11.0
2574;A12a - Other tangible fixed assets;Flevoland (PV);2018;4.0;10.0
2575;A12a - Other tangible fixed assets;Flevoland (PV);2019;9.0;21.0
2576;A12a - Other tangible fixed assets;Flevoland (PV);2020;8.0;18.0
2577;A12a - Other tangible fixed assets;Flevoland (PV);2021;6.0;14.0
2578;A12a - Other tangible fixed assets;Flevoland (PV);2022;5.0;12.0
2579;A12a - Other tangible fixed assets;Flevoland (PV);2023;6.0;13.0
2580;A12a - Other tangible fixed assets;Gelderland (PV);2004;;
2581;A12a - Other tangible fixed assets;Gelderland (PV);2005;;
2582;A12a - Other tangible fixed assets;Gelderland (PV);2006;;
2583;A12a - Other tangible fixed assets;Gelderland (PV);2007;3.0;2.0
2584;A12a - Other tangible fixed assets;Gelderland (PV);2008;6.0;3.0
2585;A12a - Other tangible fixed assets;Gelderland (PV);2009;6.0;3.0
2586;A12a - Other tangible fixed assets;Gelderland (PV);2010;4.0;2.0
2587;A12a - Other tangible fixed assets;Gelderland (PV);2011;4.0;2.0
2588;A12a - Other tangible fixed assets;Gelderland (PV);2012;4.0;2.0
2589;A12a - Other tangible fixed assets;Gelderland (PV);2013;4.0;2.0
2590;A12a - Other tangible fixed assets;Gelderland (PV);2014;4.0;2.0
2591;A12a - Other tangible fixed assets;Gelderland (PV);2015;6.0;3.0
2592;A12a - Other tangible fixed assets;Gelderland (PV);2016;2.0;1.0
2593;A12a - Other tangible fixed assets;Gelderland (PV);2017;27.0;13.0
2594;A12a - Other tangible fixed assets;Gelderland (PV);2018;26.0;12.0
2595;A12a - Other tangible fixed assets;Gelderland (PV);2019;23.0;11.0
2596;A12a - Other tangible fixed assets;Gelderland (PV);2020;21.0;10.0
2597;A12a - Other tangible fixed assets;Gelderland (PV);2021;20.0;9.0
2598;A12a - Other tangible fixed assets;Gelderland (PV);2022;20.0;9.0
2599;A12a - Other tangible fixed assets;Gelderland (PV);2023;20.0;10.0
2600;A12a - Other tangible fixed assets;Utrecht (PV);2004;;
2601;A12a - Other tangible fixed assets;Utrecht (PV);2005;;
2602;A12a - Other tangible fixed assets;Utrecht (PV);2006;;
2603;A12a - Other tangible fixed assets;Utrecht (PV);2007;1.0;1.0
2604;A12a - Other tangible fixed assets;Utrecht (PV);2008;0.0;0.0
2605;A12a - Other tangible fixed assets;Utrecht (PV);2009;0.0;0.0
2606;A12a - Other tangible fixed assets;Utrecht (PV);2010;0.0;0.0
2607;A12a - Other tangible fixed assets;Utrecht (PV);2011;0.0;0.0
2608;A12a - Other tangible fixed assets;Utrecht (PV);2012;2.0;2.0
2609;A12a - Other tangible fixed assets;Utrecht (PV);2013;1.0;1.0
2610;A12a - Other tangible fixed assets;Utrecht (PV);2014;1.0;1.0
2611;A12a - Other tangible fixed assets;Utrecht (PV);2015;57.0;45.0
2612;A12a - Other tangible fixed assets;Utrecht (PV);2016;89.0;70.0
2613;A12a - Other tangible fixed assets;Utrecht (PV);2017;142.0;111.0
2614;A12a - Other tangible fixed assets;Utrecht (PV);2018;182.0;141.0
2615;A12a - Other tangible fixed assets;Utrecht (PV);2019;223.0;166.0
2616;A12a - Other tangible fixed assets;Utrecht (PV);2020;304.0;224.0
2617;A12a - Other tangible fixed assets;Utrecht (PV);2021;323.0;237.0
2618;A12a - Other tangible fixed assets;Utrecht (PV);2022;338.0;247.0
2619;A12a - Other tangible fixed assets;Utrecht (PV);2023;326.0;235.0
2620;A12a - Other tangible fixed assets;Noord-Holland (PV);2004;;
2621;A12a - Other tangible fixed assets;Noord-Holland (PV);2005;;
2622;A12a - Other tangible fixed assets;Noord-Holland (PV);2006;;
2623;A12a - Other tangible fixed assets;Noord-Holland (PV);2007;2.0;1.0
2624;A12a - Other tangible fixed assets;Noord-Holland (PV);2008;1.0;0.0
2625;A12a - Other tangible fixed assets;Noord-Holland (PV);2009;0.0;0.0
2626;A12a - Other tangible fixed assets;Noord-Holland (PV);2010;0.0;0.0
2627;A12a - Other tangible fixed assets;Noord-Holland (PV);2011;0.0;0.0
2628;A12a - Other tangible fixed assets;Noord-Holland (PV);2012;0.0;0.0
2629;A12a - Other tangible fixed assets;Noord-Holland (PV);2013;0.0;0.0
2630;A12a - Other tangible fixed assets;Noord-Holland (PV);2014;0.0;0.0
2631;A12a - Other tangible fixed assets;Noord-Holland (PV);2015;0.0;0.0
2632;A12a - Other tangible fixed assets;Noord-Holland (PV);2016;0.0;0.0
2633;A12a - Other tangible fixed assets;Noord-Holland (PV);2017;0.0;0.0
2634;A12a - Other tangible fixed assets;Noord-Holland (PV);2018;0.0;0.0
2635;A12a - Other tangible fixed assets;Noord-Holland (PV);2019;0.0;0.0
2636;A12a - Other tangible fixed assets;Noord-Holland (PV);2020;0.0;0.0
2637;A12a - Other tangible fixed assets;Noord-Holland (PV);2021;0.0;0.0
2638;A12a - Other tangible fixed assets;Noord-Holland (PV);2022;0.0;0.0
2639;A12a - Other tangible fixed assets;Noord-Holland (PV);2023;2.0;1.0
2640;A12a - Other tangible fixed assets;Zuid-Holland (PV);2004;;
2641;A12a - Other tangible fixed assets;Zuid-Holland (PV);2005;;
2642;A12a - Other tangible fixed assets;Zuid-Holland (PV);2006;;
2643;A12a - Other tangible fixed assets;Zuid-Holland (PV);2007;25.0;7.0
2644;A12a - Other tangible fixed assets;Zuid-Holland (PV);2008;22.0;6.0
2645;A12a - Other tangible fixed assets;Zuid-Holland (PV);2009;29.0;8.0
2646;A12a - Other tangible fixed assets;Zuid-Holland (PV);2010;23.0;7.0
2647;A12a - Other tangible fixed assets;Zuid-Holland (PV);2011;21.0;6.0
2648;A12a - Other tangible fixed assets;Zuid-Holland (PV);2012;19.0;5.0
2649;A12a - Other tangible fixed assets;Zuid-Holland (PV);2013;15.0;4.0
2650;A12a - Other tangible fixed assets;Zuid-Holland (PV);2014;12.0;3.0
2651;A12a - Other tangible fixed assets;Zuid-Holland (PV);2015;18.0;5.0
2652;A12a - Other tangible fixed assets;Zuid-Holland (PV);2016;18.0;5.0
2653;A12a - Other tangible fixed assets;Zuid-Holland (PV);2017;22.0;6.0
2654;A12a - Other tangible fixed assets;Zuid-Holland (PV);2018;23.0;6.0
2655;A12a - Other tangible fixed assets;Zuid-Holland (PV);2019;24.0;6.0
2656;A12a - Other tangible fixed assets;Zuid-Holland (PV);2020;20.0;5.0
2657;A12a - Other tangible fixed assets;Zuid-Holland (PV);2021;16.0;4.0
2658;A12a - Other tangible fixed assets;Zuid-Holland (PV);2022;17.0;4.0
2659;A12a - Other tangible fixed assets;Zuid-Holland (PV);2023;17.0;4.0
2660;A12a - Other tangible fixed assets;Zeeland (PV);2004;;
2661;A12a - Other tangible fixed assets;Zeeland (PV);2005;;
2662;A12a - Other tangible fixed assets;Zeeland (PV);2006;;
2663;A12a - Other tangible fixed assets;Zeeland (PV);2007;23.0;60.0
2664;A12a - Other tangible fixed assets;Zeeland (PV);2008;23.0;61.0
2665;A12a - Other tangible fixed assets;Zeeland (PV);2009;23.0;59.0
2666;A12a - Other tangible fixed assets;Zeeland (PV);2010;21.0;56.0
2667;A12a - Other tangible fixed assets;Zeeland (PV);2011;20.0;53.0
2668;A12a - Other tangible fixed assets;Zeeland (PV);2012;19.0;51.0
2669;A12a - Other tangible fixed assets;Zeeland (PV);2013;18.0;48.0
2670;A12a - Other tangible fixed assets;Zeeland (PV);2014;17.0;45.0
2671;A12a - Other tangible fixed assets;Zeeland (PV);2015;16.0;43.0
2672;A12a - Other tangible fixed assets;Zeeland (PV);2016;15.0;40.0
2673;A12a - Other tangible fixed assets;Zeeland (PV);2017;14.0;38.0
2674;A12a - Other tangible fixed assets;Zeeland (PV);2018;16.0;43.0
2675;A12a - Other tangible fixed assets;Zeeland (PV);2019;15.0;38.0
2676;A12a - Other tangible fixed assets;Zeeland (PV);2020;15.0;39.0
2677;A12a - Other tangible fixed assets;Zeeland (PV);2021;14.0;36.0
2678;A12a - Other tangible fixed assets;Zeeland (PV);2022;13.0;33.0
2679;A12a - Other tangible fixed assets;Zeeland (PV);2023;12.0;30.0
2680;A12a - Other tangible fixed assets;Noord-Brabant (PV);2004;;
2681;A12a - Other tangible fixed assets;Noord-Brabant (PV);2005;;
2682;A12a - Other tangible fixed assets;Noord-Brabant (PV);2006;;
2683;A12a - Other tangible fixed assets;Noord-Brabant (PV);2007;2.0;1.0
2684;A12a - Other tangible fixed assets;Noord-Brabant (PV);2008;2.0;1.0
2685;A12a - Other tangible fixed assets;Noord-Brabant (PV);2009;2.0;1.0
2686;A12a - Other tangible fixed assets;Noord-Brabant (PV);2010;2.0;1.0
2687;A12a - Other tangible fixed assets;Noord-Brabant (PV);2011;2.0;1.0
2688;A12a - Other tangible fixed assets;Noord-Brabant (PV);2012;2.0;1.0
2689;A12a - Other tangible fixed assets;Noord-Brabant (PV);2013;2.0;1.0
2690;A12a - Other tangible fixed assets;Noord-Brabant (PV);2014;3.0;1.0
2691;A12a - Other tangible fixed assets;Noord-Brabant (PV);2015;3.0;1.0
2692;A12a - Other tangible fixed assets;Noord-Brabant (PV);2016;4.0;1.0
2693;A12a - Other tangible fixed assets;Noord-Brabant (PV);2017;4.0;2.0
2694;A12a - Other tangible fixed assets;Noord-Brabant (PV);2018;4.0;2.0
2695;A12a - Other tangible fixed assets;Noord-Brabant (PV);2019;6.0;2.0
2696;A12a - Other tangible fixed assets;Noord-Brabant (PV);2020;5.0;2.0
2697;A12a - Other tangible fixed assets;Noord-Brabant (PV);2021;4.0;2.0
2698;A12a - Other tangible fixed assets;Noord-Brabant (PV);2022;3.0;1.0
2699;A12a - Other tangible fixed assets;Noord-Brabant (PV);2023;3.0;1.0
2700;A12a - Other tangible fixed assets;Limburg (PV);2004;;
2701;A12a - Other tangible fixed assets;Limburg (PV);2005;;
2702;A12a - Other tangible fixed assets;Limburg (PV);2006;;
2703;A12a - Other tangible fixed assets;Limburg (PV);2007;11.0;10.0
2704;A12a - Other tangible fixed assets;Limburg (PV);2008;12.0;11.0
2705;A12a - Other tangible fixed assets;Limburg (PV);2009;12.0;11.0
2706;A12a - Other tangible fixed assets;Limburg (PV);2010;13.0;11.0
2707;A12a - Other tangible fixed assets;Limburg (PV);2011;14.0;12.0
2708;A12a - Other tangible fixed assets;Limburg (PV);2012;14.0;12.0
2709;A12a - Other tangible fixed assets;Limburg (PV);2013;15.0;13.0
2710;A12a - Other tangible fixed assets;Limburg (PV);2014;15.0;14.0
2711;A12a - Other tangible fixed assets;Limburg (PV);2015;16.0;15.0
2712;A12a - Other tangible fixed assets;Limburg (PV);2016;17.0;16.0
2713;A12a - Other tangible fixed assets;Limburg (PV);2017;19.0;17.0
2714;A12a - Other tangible fixed assets;Limburg (PV);2018;18.0;16.0
2715;A12a - Other tangible fixed assets;Limburg (PV);2019;17.0;15.0
2716;A12a - Other tangible fixed assets;Limburg (PV);2020;17.0;15.0
2717;A12a - Other tangible fixed assets;Limburg (PV);2021;16.0;14.0
2718;A12a - Other tangible fixed assets;Limburg (PV);2022;17.0;15.0
2719;A12a - Other tangible fixed assets;Limburg (PV);2023;17.0;15.0
2720;A13 - Financial fixed assets;The Netherlands;2004;1776.0;109.0
2721;A13 - Financial fixed assets;The Netherlands;2005;1833.0;112.0
2722;A13 - Financial fixed assets;The Netherlands;2006;1771.0;108.0
2723;A13 - Financial fixed assets;The Netherlands;2007;1686.0;103.0
2724;A13 - Financial fixed assets;The Netherlands;2008;1767.0;108.0
2725;A13 - Financial fixed assets;The Netherlands;2009;11814.0;717.0
2726;A13 - Financial fixed assets;The Netherlands;2010;13804.0;833.0
2727;A13 - Financial fixed assets;The Netherlands;2011;13658.0;820.0
2728;A13 - Financial fixed assets;The Netherlands;2012;13731.0;821.0
2729;A13 - Financial fixed assets;The Netherlands;2013;12878.0;767.0
2730;A13 - Financial fixed assets;The Netherlands;2014;12682.0;754.0
2731;A13 - Financial fixed assets;The Netherlands;2015;11673.0;691.0
2732;A13 - Financial fixed assets;The Netherlands;2016;11123.0;655.0
2733;A13 - Financial fixed assets;The Netherlands;2017;10536.0;617.0
2734;A13 - Financial fixed assets;The Netherlands;2018;10799.0;629.0
2735;A13 - Financial fixed assets;The Netherlands;2019;8940.0;517.0
2736;A13 - Financial fixed assets;The Netherlands;2020;8734.0;502.0
2737;A13 - Financial fixed assets;The Netherlands;2021;8753.0;501.0
2738;A13 - Financial fixed assets;The Netherlands;2022;10028.0;570.0
2739;A13 - Financial fixed assets;The Netherlands;2023;10730.0;602.0
2740;A13 - Financial fixed assets;Noord-Nederland (LD);2004;198.0;116.0
2741;A13 - Financial fixed assets;Noord-Nederland (LD);2005;226.0;133.0
2742;A13 - Financial fixed assets;Noord-Nederland (LD);2006;251.0;147.0
2743;A13 - Financial fixed assets;Noord-Nederland (LD);2007;228.0;134.0
2744;A13 - Financial fixed assets;Noord-Nederland (LD);2008;254.0;149.0
2745;A13 - Financial fixed assets;Noord-Nederland (LD);2009;1726.0;1010.0
2746;A13 - Financial fixed assets;Noord-Nederland (LD);2010;1961.0;1144.0
2747;A13 - Financial fixed assets;Noord-Nederland (LD);2011;1957.0;1139.0
2748;A13 - Financial fixed assets;Noord-Nederland (LD);2012;1989.0;1157.0
2749;A13 - Financial fixed assets;Noord-Nederland (LD);2013;1621.0;943.0
2750;A13 - Financial fixed assets;Noord-Nederland (LD);2014;1662.0;967.0
2751;A13 - Financial fixed assets;Noord-Nederland (LD);2015;1540.0;896.0
2752;A13 - Financial fixed assets;Noord-Nederland (LD);2016;1635.0;951.0
2753;A13 - Financial fixed assets;Noord-Nederland (LD);2017;1572.0;913.0
2754;A13 - Financial fixed assets;Noord-Nederland (LD);2018;1579.0;917.0
2755;A13 - Financial fixed assets;Noord-Nederland (LD);2019;1173.0;681.0
2756;A13 - Financial fixed assets;Noord-Nederland (LD);2020;1155.0;668.0
2757;A13 - Financial fixed assets;Noord-Nederland (LD);2021;1237.0;714.0
2758;A13 - Financial fixed assets;Noord-Nederland (LD);2022;1246.0;715.0
2759;A13 - Financial fixed assets;Noord-Nederland (LD);2023;1328.0;756.0
2760;A13 - Financial fixed assets;Oost-Nederland (LD);2004;193.0;56.0
2761;A13 - Financial fixed assets;Oost-Nederland (LD);2005;289.0;84.0
2762;A13 - Financial fixed assets;Oost-Nederland (LD);2006;295.0;85.0
2763;A13 - Financial fixed assets;Oost-Nederland (LD);2007;315.0;91.0
2764;A13 - Financial fixed assets;Oost-Nederland (LD);2008;549.0;158.0
2765;A13 - Financial fixed assets;Oost-Nederland (LD);2009;5534.0;1581.0
2766;A13 - Financial fixed assets;Oost-Nederland (LD);2010;6061.0;1723.0
2767;A13 - Financial fixed assets;Oost-Nederland (LD);2011;6185.0;1752.0
2768;A13 - Financial fixed assets;Oost-Nederland (LD);2012;6151.0;1736.0
2769;A13 - Financial fixed assets;Oost-Nederland (LD);2013;5714.0;1608.0
2770;A13 - Financial fixed assets;Oost-Nederland (LD);2014;5441.0;1529.0
2771;A13 - Financial fixed assets;Oost-Nederland (LD);2015;4496.0;1260.0
2772;A13 - Financial fixed assets;Oost-Nederland (LD);2016;4279.0;1194.0
2773;A13 - Financial fixed assets;Oost-Nederland (LD);2017;4074.0;1131.0
2774;A13 - Financial fixed assets;Oost-Nederland (LD);2018;3848.0;1062.0
2775;A13 - Financial fixed assets;Oost-Nederland (LD);2019;3260.0;894.0
2776;A13 - Financial fixed assets;Oost-Nederland (LD);2020;3172.0;864.0
2777;A13 - Financial fixed assets;Oost-Nederland (LD);2021;3077.0;834.0
2778;A13 - Financial fixed assets;Oost-Nederland (LD);2022;3890.0;1046.0
2779;A13 - Financial fixed assets;Oost-Nederland (LD);2023;3943.0;1048.0
2780;A13 - Financial fixed assets;West-Nederland (LD);2004;1188.0;157.0
2781;A13 - Financial fixed assets;West-Nederland (LD);2005;1178.0;155.0
2782;A13 - Financial fixed assets;West-Nederland (LD);2006;1062.0;139.0
2783;A13 - Financial fixed assets;West-Nederland (LD);2007;908.0;119.0
2784;A13 - Financial fixed assets;West-Nederland (LD);2008;702.0;92.0
2785;A13 - Financial fixed assets;West-Nederland (LD);2009;1251.0;162.0
2786;A13 - Financial fixed assets;West-Nederland (LD);2010;1111.0;143.0
2787;A13 - Financial fixed assets;West-Nederland (LD);2011;861.0;110.0
2788;A13 - Financial fixed assets;West-Nederland (LD);2012;851.0;108.0
2789;A13 - Financial fixed assets;West-Nederland (LD);2013;669.0;85.0
2790;A13 - Financial fixed assets;West-Nederland (LD);2014;608.0;76.0
2791;A13 - Financial fixed assets;West-Nederland (LD);2015;399.0;50.0
2792;A13 - Financial fixed assets;West-Nederland (LD);2016;348.0;43.0
2793;A13 - Financial fixed assets;West-Nederland (LD);2017;392.0;48.0
2794;A13 - Financial fixed assets;West-Nederland (LD);2018;396.0;48.0
2795;A13 - Financial fixed assets;West-Nederland (LD);2019;408.0;49.0
2796;A13 - Financial fixed assets;West-Nederland (LD);2020;422.0;51.0
2797;A13 - Financial fixed assets;West-Nederland (LD);2021;482.0;58.0
2798;A13 - Financial fixed assets;West-Nederland (LD);2022;533.0;63.0
2799;A13 - Financial fixed assets;West-Nederland (LD);2023;623.0;73.0
2800;A13 - Financial fixed assets;Zuid-Nederland (LD);2004;197.0;56.0
2801;A13 - Financial fixed assets;Zuid-Nederland (LD);2005;141.0;40.0
