ID;Margins;Regions;Periods;BusinessConfidence_1
484;Lower bound 95% confidence interval;Groningen (PV);2021 1st quarter;-17.9
485;Lower bound 95% confidence interval;Groningen (PV);2021 2nd quarter;4.0
486;Lower bound 95% confidence interval;Groningen (PV);2021 3rd quarter;14.2
487;Lower bound 95% confidence interval;Groningen (PV);2021 4th quarter;9.8
488;Lower bound 95% confidence interval;Groningen (PV);2022 1st quarter;-0.2
489;Lower bound 95% confidence interval;Groningen (PV);2022 2nd quarter;2.0
490;Lower bound 95% confidence interval;Groningen (PV);2022 3rd quarter;-2.9
491;Lower bound 95% confidence interval;Groningen (PV);2022 4th quarter;-11.3
492;Lower bound 95% confidence interval;Groningen (PV);2023 1st quarter;-8.7
493;Lower bound 95% confidence interval;Groningen (PV);2023 2nd quarter;-7.7
494;Lower bound 95% confidence interval;Fryslân (PV);2014 1st quarter;-3.5
495;Lower bound 95% confidence interval;Fryslân (PV);2014 2nd quarter;-5.2
496;Lower bound 95% confidence interval;Fryslân (PV);2014 3rd quarter;-4.8
497;Lower bound 95% confidence interval;Fryslân (PV);2014 4th quarter;-1.0
498;Lower bound 95% confidence interval;Fryslân (PV);2015 1st quarter;-1.4
499;Lower bound 95% confidence interval;Fryslân (PV);2015 2nd quarter;1.6
500;Lower bound 95% confidence interval;Fryslân (PV);2015 3rd quarter;3.3
501;Lower bound 95% confidence interval;Fryslân (PV);2015 4th quarter;11.2
502;Lower bound 95% confidence interval;Fryslân (PV);2016 1st quarter;0.4
503;Lower bound 95% confidence interval;Fryslân (PV);2016 2nd quarter;3.0
504;Lower bound 95% confidence interval;Fryslân (PV);2016 3rd quarter;2.3
505;Lower bound 95% confidence interval;Fryslân (PV);2016 4th quarter;3.4
506;Lower bound 95% confidence interval;Fryslân (PV);2017 1st quarter;6.6
507;Lower bound 95% confidence interval;Fryslân (PV);2017 2nd quarter;9.3
508;Lower bound 95% confidence interval;Fryslân (PV);2017 3rd quarter;9.7
509;Lower bound 95% confidence interval;Fryslân (PV);2017 4th quarter;10.3
510;Lower bound 95% confidence interval;Fryslân (PV);2018 1st quarter;11.6
511;Lower bound 95% confidence interval;Fryslân (PV);2018 2nd quarter;15.4
512;Lower bound 95% confidence interval;Fryslân (PV);2018 3rd quarter;8.4
513;Lower bound 95% confidence interval;Fryslân (PV);2018 4th quarter;8.1
514;Lower bound 95% confidence interval;Fryslân (PV);2019 1st quarter;5.1
515;Lower bound 95% confidence interval;Fryslân (PV);2019 2nd quarter;6.9
516;Lower bound 95% confidence interval;Fryslân (PV);2019 3rd quarter;2.9
517;Lower bound 95% confidence interval;Fryslân (PV);2019 4th quarter;-1.2
518;Lower bound 95% confidence interval;Fryslân (PV);2020 1st quarter;1.4
519;Lower bound 95% confidence interval;Fryslân (PV);2020 2nd quarter;-30.9
520;Lower bound 95% confidence interval;Fryslân (PV);2020 3rd quarter;-20.8
521;Lower bound 95% confidence interval;Fryslân (PV);2020 4th quarter;-10.3
522;Lower bound 95% confidence interval;Fryslân (PV);2021 1st quarter;-10.4
523;Lower bound 95% confidence interval;Fryslân (PV);2021 2nd quarter;-5.7
524;Lower bound 95% confidence interval;Fryslân (PV);2021 3rd quarter;3.8
525;Lower bound 95% confidence interval;Fryslân (PV);2021 4th quarter;2.7
526;Lower bound 95% confidence interval;Fryslân (PV);2022 1st quarter;-4.1
527;Lower bound 95% confidence interval;Fryslân (PV);2022 2nd quarter;5.0
528;Lower bound 95% confidence interval;Fryslân (PV);2022 3rd quarter;-6.2
529;Lower bound 95% confidence interval;Fryslân (PV);2022 4th quarter;-9.4
530;Lower bound 95% confidence interval;Fryslân (PV);2023 1st quarter;-2.9
531;Lower bound 95% confidence interval;Fryslân (PV);2023 2nd quarter;-5.0
532;Lower bound 95% confidence interval;Drenthe (PV);2014 1st quarter;-9.0
533;Lower bound 95% confidence interval;Drenthe (PV);2014 2nd quarter;-9.4
534;Lower bound 95% confidence interval;Drenthe (PV);2014 3rd quarter;-7.8
535;Lower bound 95% confidence interval;Drenthe (PV);2014 4th quarter;-2.2
536;Lower bound 95% confidence interval;Drenthe (PV);2015 1st quarter;-3.3
537;Lower bound 95% confidence interval;Drenthe (PV);2015 2nd quarter;-5.9
538;Lower bound 95% confidence interval;Drenthe (PV);2015 3rd quarter;1.3
539;Lower bound 95% confidence interval;Drenthe (PV);2015 4th quarter;0.8
540;Lower bound 95% confidence interval;Drenthe (PV);2016 1st quarter;-2.3
541;Lower bound 95% confidence interval;Drenthe (PV);2016 2nd quarter;-0.2
542;Lower bound 95% confidence interval;Drenthe (PV);2016 3rd quarter;-3.0
543;Lower bound 95% confidence interval;Drenthe (PV);2016 4th quarter;2.6
544;Lower bound 95% confidence interval;Drenthe (PV);2017 1st quarter;1.0
545;Lower bound 95% confidence interval;Drenthe (PV);2017 2nd quarter;9.2
546;Lower bound 95% confidence interval;Drenthe (PV);2017 3rd quarter;6.5
547;Lower bound 95% confidence interval;Drenthe (PV);2017 4th quarter;6.0
548;Lower bound 95% confidence interval;Drenthe (PV);2018 1st quarter;10.7
549;Lower bound 95% confidence interval;Drenthe (PV);2018 2nd quarter;6.1
550;Lower bound 95% confidence interval;Drenthe (PV);2018 3rd quarter;0.9
551;Lower bound 95% confidence interval;Drenthe (PV);2018 4th quarter;3.1
552;Lower bound 95% confidence interval;Drenthe (PV);2019 1st quarter;2.2
553;Lower bound 95% confidence interval;Drenthe (PV);2019 2nd quarter;0.6
554;Lower bound 95% confidence interval;Drenthe (PV);2019 3rd quarter;2.7
555;Lower bound 95% confidence interval;Drenthe (PV);2019 4th quarter;-4.1
556;Lower bound 95% confidence interval;Drenthe (PV);2020 1st quarter;-8.6
557;Lower bound 95% confidence interval;Drenthe (PV);2020 2nd quarter;-44.3
558;Lower bound 95% confidence interval;Drenthe (PV);2020 3rd quarter;-30.8
559;Lower bound 95% confidence interval;Drenthe (PV);2020 4th quarter;-19.5
560;Lower bound 95% confidence interval;Drenthe (PV);2021 1st quarter;-22.8
561;Lower bound 95% confidence interval;Drenthe (PV);2021 2nd quarter;-11.5
562;Lower bound 95% confidence interval;Drenthe (PV);2021 3rd quarter;2.7
563;Lower bound 95% confidence interval;Drenthe (PV);2021 4th quarter;5.3
564;Lower bound 95% confidence interval;Drenthe (PV);2022 1st quarter;-3.0
565;Lower bound 95% confidence interval;Drenthe (PV);2022 2nd quarter;-1.5
566;Lower bound 95% confidence interval;Drenthe (PV);2022 3rd quarter;-5.6
567;Lower bound 95% confidence interval;Drenthe (PV);2022 4th quarter;-8.3
568;Lower bound 95% confidence interval;Drenthe (PV);2023 1st quarter;-7.0
569;Lower bound 95% confidence interval;Drenthe (PV);2023 2nd quarter;-7.4
570;Lower bound 95% confidence interval;Overijssel (PV);2014 1st quarter;-8.3
571;Lower bound 95% confidence interval;Overijssel (PV);2014 2nd quarter;-6.1
572;Lower bound 95% confidence interval;Overijssel (PV);2014 3rd quarter;-5.0
573;Lower bound 95% confidence interval;Overijssel (PV);2014 4th quarter;1.8
574;Lower bound 95% confidence interval;Overijssel (PV);2015 1st quarter;-2.7
575;Lower bound 95% confidence interval;Overijssel (PV);2015 2nd quarter;-0.6
576;Lower bound 95% confidence interval;Overijssel (PV);2015 3rd quarter;1.8
577;Lower bound 95% confidence interval;Overijssel (PV);2015 4th quarter;7.5
578;Lower bound 95% confidence interval;Overijssel (PV);2016 1st quarter;5.0
579;Lower bound 95% confidence interval;Overijssel (PV);2016 2nd quarter;3.2
580;Lower bound 95% confidence interval;Overijssel (PV);2016 3rd quarter;3.5
581;Lower bound 95% confidence interval;Overijssel (PV);2016 4th quarter;5.5
582;Lower bound 95% confidence interval;Overijssel (PV);2017 1st quarter;8.3
583;Lower bound 95% confidence interval;Overijssel (PV);2017 2nd quarter;10.9
584;Lower bound 95% confidence interval;Overijssel (PV);2017 3rd quarter;11.9
585;Lower bound 95% confidence interval;Overijssel (PV);2017 4th quarter;12.1
586;Lower bound 95% confidence interval;Overijssel (PV);2018 1st quarter;14.5
587;Lower bound 95% confidence interval;Overijssel (PV);2018 2nd quarter;9.9
588;Lower bound 95% confidence interval;Overijssel (PV);2018 3rd quarter;9.8
589;Lower bound 95% confidence interval;Overijssel (PV);2018 4th quarter;9.3
590;Lower bound 95% confidence interval;Overijssel (PV);2019 1st quarter;10.9
591;Lower bound 95% confidence interval;Overijssel (PV);2019 2nd quarter;6.8
592;Lower bound 95% confidence interval;Overijssel (PV);2019 3rd quarter;6.3
593;Lower bound 95% confidence interval;Overijssel (PV);2019 4th quarter;3.0
594;Lower bound 95% confidence interval;Overijssel (PV);2020 1st quarter;1.8
595;Lower bound 95% confidence interval;Overijssel (PV);2020 2nd quarter;-35.5
596;Lower bound 95% confidence interval;Overijssel (PV);2020 3rd quarter;-20.0
597;Lower bound 95% confidence interval;Overijssel (PV);2020 4th quarter;-12.9
598;Lower bound 95% confidence interval;Overijssel (PV);2021 1st quarter;-7.5
599;Lower bound 95% confidence interval;Overijssel (PV);2021 2nd quarter;4.0
600;Lower bound 95% confidence interval;Overijssel (PV);2021 3rd quarter;10.6
601;Lower bound 95% confidence interval;Overijssel (PV);2021 4th quarter;7.8
602;Lower bound 95% confidence interval;Overijssel (PV);2022 1st quarter;4.7
603;Lower bound 95% confidence interval;Overijssel (PV);2022 2nd quarter;8.3
604;Lower bound 95% confidence interval;Overijssel (PV);2022 3rd quarter;2.3
605;Lower bound 95% confidence interval;Overijssel (PV);2022 4th quarter;-3.2
606;Lower bound 95% confidence interval;Overijssel (PV);2023 1st quarter;-3.1
607;Lower bound 95% confidence interval;Overijssel (PV);2023 2nd quarter;-3.5
608;Lower bound 95% confidence interval;Flevoland (PV);2014 1st quarter;-8.6
609;Lower bound 95% confidence interval;Flevoland (PV);2014 2nd quarter;-7.1
610;Lower bound 95% confidence interval;Flevoland (PV);2014 3rd quarter;-8.2
611;Lower bound 95% confidence interval;Flevoland (PV);2014 4th quarter;0.7
612;Lower bound 95% confidence interval;Flevoland (PV);2015 1st quarter;-0.7
613;Lower bound 95% confidence interval;Flevoland (PV);2015 2nd quarter;0.8
614;Lower bound 95% confidence interval;Flevoland (PV);2015 3rd quarter;1.9
615;Lower bound 95% confidence interval;Flevoland (PV);2015 4th quarter;4.6
616;Lower bound 95% confidence interval;Flevoland (PV);2016 1st quarter;7.1
617;Lower bound 95% confidence interval;Flevoland (PV);2016 2nd quarter;-1.2
618;Lower bound 95% confidence interval;Flevoland (PV);2016 3rd quarter;5.0
619;Lower bound 95% confidence interval;Flevoland (PV);2016 4th quarter;5.7
620;Lower bound 95% confidence interval;Flevoland (PV);2017 1st quarter;7.1
621;Lower bound 95% confidence interval;Flevoland (PV);2017 2nd quarter;8.7
622;Lower bound 95% confidence interval;Flevoland (PV);2017 3rd quarter;10.2
623;Lower bound 95% confidence interval;Flevoland (PV);2017 4th quarter;7.5
624;Lower bound 95% confidence interval;Flevoland (PV);2018 1st quarter;3.2
625;Lower bound 95% confidence interval;Flevoland (PV);2018 2nd quarter;0.5
626;Lower bound 95% confidence interval;Flevoland (PV);2018 3rd quarter;0.8
627;Lower bound 95% confidence interval;Flevoland (PV);2018 4th quarter;1.4
628;Lower bound 95% confidence interval;Flevoland (PV);2019 1st quarter;-0.1
629;Lower bound 95% confidence interval;Flevoland (PV);2019 2nd quarter;-3.2
630;Lower bound 95% confidence interval;Flevoland (PV);2019 3rd quarter;0.5
631;Lower bound 95% confidence interval;Flevoland (PV);2019 4th quarter;-0.9
632;Lower bound 95% confidence interval;Flevoland (PV);2020 1st quarter;-3.5
633;Lower bound 95% confidence interval;Flevoland (PV);2020 2nd quarter;-36.4
634;Lower bound 95% confidence interval;Flevoland (PV);2020 3rd quarter;-23.9
635;Lower bound 95% confidence interval;Flevoland (PV);2020 4th quarter;-18.2
636;Lower bound 95% confidence interval;Flevoland (PV);2021 1st quarter;-20.5
637;Lower bound 95% confidence interval;Flevoland (PV);2021 2nd quarter;-10.0
638;Lower bound 95% confidence interval;Flevoland (PV);2021 3rd quarter;6.5
639;Lower bound 95% confidence interval;Flevoland (PV);2021 4th quarter;5.1
640;Lower bound 95% confidence interval;Flevoland (PV);2022 1st quarter;-7.3
641;Lower bound 95% confidence interval;Flevoland (PV);2022 2nd quarter;7.4
642;Lower bound 95% confidence interval;Flevoland (PV);2022 3rd quarter;-0.4
643;Lower bound 95% confidence interval;Flevoland (PV);2022 4th quarter;-12.2
644;Lower bound 95% confidence interval;Flevoland (PV);2023 1st quarter;-2.7
645;Lower bound 95% confidence interval;Flevoland (PV);2023 2nd quarter;-8.7
646;Lower bound 95% confidence interval;Gelderland (PV);2014 1st quarter;-5.6
647;Lower bound 95% confidence interval;Gelderland (PV);2014 2nd quarter;-2.8
648;Lower bound 95% confidence interval;Gelderland (PV);2014 3rd quarter;-0.5
649;Lower bound 95% confidence interval;Gelderland (PV);2014 4th quarter;1.9
650;Lower bound 95% confidence interval;Gelderland (PV);2015 1st quarter;0.6
651;Lower bound 95% confidence interval;Gelderland (PV);2015 2nd quarter;1.9
652;Lower bound 95% confidence interval;Gelderland (PV);2015 3rd quarter;7.8
653;Lower bound 95% confidence interval;Gelderland (PV);2015 4th quarter;6.6
654;Lower bound 95% confidence interval;Gelderland (PV);2016 1st quarter;6.7
655;Lower bound 95% confidence interval;Gelderland (PV);2016 2nd quarter;7.1
656;Lower bound 95% confidence interval;Gelderland (PV);2016 3rd quarter;7.3
657;Lower bound 95% confidence interval;Gelderland (PV);2016 4th quarter;9.3
658;Lower bound 95% confidence interval;Gelderland (PV);2017 1st quarter;12.4
659;Lower bound 95% confidence interval;Gelderland (PV);2017 2nd quarter;14.0
660;Lower bound 95% confidence interval;Gelderland (PV);2017 3rd quarter;14.7
661;Lower bound 95% confidence interval;Gelderland (PV);2017 4th quarter;14.2
662;Lower bound 95% confidence interval;Gelderland (PV);2018 1st quarter;14.4
663;Lower bound 95% confidence interval;Gelderland (PV);2018 2nd quarter;11.4
664;Lower bound 95% confidence interval;Gelderland (PV);2018 3rd quarter;16.3
665;Lower bound 95% confidence interval;Gelderland (PV);2018 4th quarter;12.3
666;Lower bound 95% confidence interval;Gelderland (PV);2019 1st quarter;7.3
667;Lower bound 95% confidence interval;Gelderland (PV);2019 2nd quarter;8.5
668;Lower bound 95% confidence interval;Gelderland (PV);2019 3rd quarter;7.5
669;Lower bound 95% confidence interval;Gelderland (PV);2019 4th quarter;5.1
670;Lower bound 95% confidence interval;Gelderland (PV);2020 1st quarter;4.9
671;Lower bound 95% confidence interval;Gelderland (PV);2020 2nd quarter;-37.5
672;Lower bound 95% confidence interval;Gelderland (PV);2020 3rd quarter;-21.9
673;Lower bound 95% confidence interval;Gelderland (PV);2020 4th quarter;-11.4
674;Lower bound 95% confidence interval;Gelderland (PV);2021 1st quarter;-11.3
675;Lower bound 95% confidence interval;Gelderland (PV);2021 2nd quarter;2.4
676;Lower bound 95% confidence interval;Gelderland (PV);2021 3rd quarter;15.8
677;Lower bound 95% confidence interval;Gelderland (PV);2021 4th quarter;9.6
678;Lower bound 95% confidence interval;Gelderland (PV);2022 1st quarter;-2.7
679;Lower bound 95% confidence interval;Gelderland (PV);2022 2nd quarter;5.8
680;Lower bound 95% confidence interval;Gelderland (PV);2022 3rd quarter;3.5
681;Lower bound 95% confidence interval;Gelderland (PV);2022 4th quarter;-2.6
682;Lower bound 95% confidence interval;Gelderland (PV);2023 1st quarter;0.0
683;Lower bound 95% confidence interval;Gelderland (PV);2023 2nd quarter;-0.2
684;Lower bound 95% confidence interval;Utrecht (PV);2014 1st quarter;-9.9
685;Lower bound 95% confidence interval;Utrecht (PV);2014 2nd quarter;1.2
686;Lower bound 95% confidence interval;Utrecht (PV);2014 3rd quarter;-3.9
687;Lower bound 95% confidence interval;Utrecht (PV);2014 4th quarter;1.4
688;Lower bound 95% confidence interval;Utrecht (PV);2015 1st quarter;2.9
689;Lower bound 95% confidence interval;Utrecht (PV);2015 2nd quarter;0.9
690;Lower bound 95% confidence interval;Utrecht (PV);2015 3rd quarter;1.3
691;Lower bound 95% confidence interval;Utrecht (PV);2015 4th quarter;5.6
692;Lower bound 95% confidence interval;Utrecht (PV);2016 1st quarter;4.3
693;Lower bound 95% confidence interval;Utrecht (PV);2016 2nd quarter;3.4
694;Lower bound 95% confidence interval;Utrecht (PV);2016 3rd quarter;8.7
695;Lower bound 95% confidence interval;Utrecht (PV);2016 4th quarter;6.5
696;Lower bound 95% confidence interval;Utrecht (PV);2017 1st quarter;8.5
697;Lower bound 95% confidence interval;Utrecht (PV);2017 2nd quarter;11.9
698;Lower bound 95% confidence interval;Utrecht (PV);2017 3rd quarter;8.6
699;Lower bound 95% confidence interval;Utrecht (PV);2017 4th quarter;6.3
700;Lower bound 95% confidence interval;Utrecht (PV);2018 1st quarter;3.7
701;Lower bound 95% confidence interval;Utrecht (PV);2018 2nd quarter;7.6
702;Lower bound 95% confidence interval;Utrecht (PV);2018 3rd quarter;10.3
703;Lower bound 95% confidence interval;Utrecht (PV);2018 4th quarter;12.0
704;Lower bound 95% confidence interval;Utrecht (PV);2019 1st quarter;7.2
705;Lower bound 95% confidence interval;Utrecht (PV);2019 2nd quarter;7.1
706;Lower bound 95% confidence interval;Utrecht (PV);2019 3rd quarter;8.1
707;Lower bound 95% confidence interval;Utrecht (PV);2019 4th quarter;3.2
708;Lower bound 95% confidence interval;Utrecht (PV);2020 1st quarter;-2.0
709;Lower bound 95% confidence interval;Utrecht (PV);2020 2nd quarter;-38.4
710;Lower bound 95% confidence interval;Utrecht (PV);2020 3rd quarter;-26.8
711;Lower bound 95% confidence interval;Utrecht (PV);2020 4th quarter;-12.5
712;Lower bound 95% confidence interval;Utrecht (PV);2021 1st quarter;-12.0
713;Lower bound 95% confidence interval;Utrecht (PV);2021 2nd quarter;0.8
714;Lower bound 95% confidence interval;Utrecht (PV);2021 3rd quarter;16.5
715;Lower bound 95% confidence interval;Utrecht (PV);2021 4th quarter;11.5
716;Lower bound 95% confidence interval;Utrecht (PV);2022 1st quarter;-0.6
717;Lower bound 95% confidence interval;Utrecht (PV);2022 2nd quarter;10.2
718;Lower bound 95% confidence interval;Utrecht (PV);2022 3rd quarter;3.3
719;Lower bound 95% confidence interval;Utrecht (PV);2022 4th quarter;-5.3
720;Lower bound 95% confidence interval;Utrecht (PV);2023 1st quarter;2.8
721;Lower bound 95% confidence interval;Utrecht (PV);2023 2nd quarter;5.2
722;Lower bound 95% confidence interval;Noord-Holland (PV);2014 1st quarter;-5.8
723;Lower bound 95% confidence interval;Noord-Holland (PV);2014 2nd quarter;-2.9
724;Lower bound 95% confidence interval;Noord-Holland (PV);2014 3rd quarter;2.0
725;Lower bound 95% confidence interval;Noord-Holland (PV);2014 4th quarter;4.0
726;Lower bound 95% confidence interval;Noord-Holland (PV);2015 1st quarter;2.7
727;Lower bound 95% confidence interval;Noord-Holland (PV);2015 2nd quarter;4.9
728;Lower bound 95% confidence interval;Noord-Holland (PV);2015 3rd quarter;6.9
729;Lower bound 95% confidence interval;Noord-Holland (PV);2015 4th quarter;9.4
730;Lower bound 95% confidence interval;Noord-Holland (PV);2016 1st quarter;6.7
731;Lower bound 95% confidence interval;Noord-Holland (PV);2016 2nd quarter;6.0
732;Lower bound 95% confidence interval;Noord-Holland (PV);2016 3rd quarter;7.5
733;Lower bound 95% confidence interval;Noord-Holland (PV);2016 4th quarter;7.0
734;Lower bound 95% confidence interval;Noord-Holland (PV);2017 1st quarter;12.8
735;Lower bound 95% confidence interval;Noord-Holland (PV);2017 2nd quarter;13.4
736;Lower bound 95% confidence interval;Noord-Holland (PV);2017 3rd quarter;12.4
737;Lower bound 95% confidence interval;Noord-Holland (PV);2017 4th quarter;13.1
738;Lower bound 95% confidence interval;Noord-Holland (PV);2018 1st quarter;16.3
739;Lower bound 95% confidence interval;Noord-Holland (PV);2018 2nd quarter;13.1
740;Lower bound 95% confidence interval;Noord-Holland (PV);2018 3rd quarter;15.9
741;Lower bound 95% confidence interval;Noord-Holland (PV);2018 4th quarter;12.9
742;Lower bound 95% confidence interval;Noord-Holland (PV);2019 1st quarter;4.7
743;Lower bound 95% confidence interval;Noord-Holland (PV);2019 2nd quarter;8.8
744;Lower bound 95% confidence interval;Noord-Holland (PV);2019 3rd quarter;10.9
745;Lower bound 95% confidence interval;Noord-Holland (PV);2019 4th quarter;5.2
746;Lower bound 95% confidence interval;Noord-Holland (PV);2020 1st quarter;3.3
747;Lower bound 95% confidence interval;Noord-Holland (PV);2020 2nd quarter;-40.5
748;Lower bound 95% confidence interval;Noord-Holland (PV);2020 3rd quarter;-25.5
749;Lower bound 95% confidence interval;Noord-Holland (PV);2020 4th quarter;-10.4
750;Lower bound 95% confidence interval;Noord-Holland (PV);2021 1st quarter;-10.4
751;Lower bound 95% confidence interval;Noord-Holland (PV);2021 2nd quarter;0.2
752;Lower bound 95% confidence interval;Noord-Holland (PV);2021 3rd quarter;17.6
753;Lower bound 95% confidence interval;Noord-Holland (PV);2021 4th quarter;15.1
754;Lower bound 95% confidence interval;Noord-Holland (PV);2022 1st quarter;4.2
755;Lower bound 95% confidence interval;Noord-Holland (PV);2022 2nd quarter;14.0
756;Lower bound 95% confidence interval;Noord-Holland (PV);2022 3rd quarter;6.0
757;Lower bound 95% confidence interval;Noord-Holland (PV);2022 4th quarter;2.1
758;Lower bound 95% confidence interval;Noord-Holland (PV);2023 1st quarter;2.9
759;Lower bound 95% confidence interval;Noord-Holland (PV);2023 2nd quarter;6.4
760;Lower bound 95% confidence interval;Zuid-Holland (PV);2014 1st quarter;-3.5
761;Lower bound 95% confidence interval;Zuid-Holland (PV);2014 2nd quarter;0.0
762;Lower bound 95% confidence interval;Zuid-Holland (PV);2014 3rd quarter;0.6
763;Lower bound 95% confidence interval;Zuid-Holland (PV);2014 4th quarter;1.1
764;Lower bound 95% confidence interval;Zuid-Holland (PV);2015 1st quarter;-0.2
765;Lower bound 95% confidence interval;Zuid-Holland (PV);2015 2nd quarter;0.0
766;Lower bound 95% confidence interval;Zuid-Holland (PV);2015 3rd quarter;3.8
767;Lower bound 95% confidence interval;Zuid-Holland (PV);2015 4th quarter;7.2
768;Lower bound 95% confidence interval;Zuid-Holland (PV);2016 1st quarter;4.0
769;Lower bound 95% confidence interval;Zuid-Holland (PV);2016 2nd quarter;5.7
770;Lower bound 95% confidence interval;Zuid-Holland (PV);2016 3rd quarter;2.8
771;Lower bound 95% confidence interval;Zuid-Holland (PV);2016 4th quarter;6.4
772;Lower bound 95% confidence interval;Zuid-Holland (PV);2017 1st quarter;8.4
773;Lower bound 95% confidence interval;Zuid-Holland (PV);2017 2nd quarter;9.8
774;Lower bound 95% confidence interval;Zuid-Holland (PV);2017 3rd quarter;11.8
775;Lower bound 95% confidence interval;Zuid-Holland (PV);2017 4th quarter;9.9
776;Lower bound 95% confidence interval;Zuid-Holland (PV);2018 1st quarter;13.7
777;Lower bound 95% confidence interval;Zuid-Holland (PV);2018 2nd quarter;9.6
778;Lower bound 95% confidence interval;Zuid-Holland (PV);2018 3rd quarter;10.2
779;Lower bound 95% confidence interval;Zuid-Holland (PV);2018 4th quarter;7.4
780;Lower bound 95% confidence interval;Zuid-Holland (PV);2019 1st quarter;7.0
781;Lower bound 95% confidence interval;Zuid-Holland (PV);2019 2nd quarter;9.1
782;Lower bound 95% confidence interval;Zuid-Holland (PV);2019 3rd quarter;8.9
783;Lower bound 95% confidence interval;Zuid-Holland (PV);2019 4th quarter;4.3
784;Lower bound 95% confidence interval;Zuid-Holland (PV);2020 1st quarter;5.5
785;Lower bound 95% confidence interval;Zuid-Holland (PV);2020 2nd quarter;-33.1
786;Lower bound 95% confidence interval;Zuid-Holland (PV);2020 3rd quarter;-20.7
787;Lower bound 95% confidence interval;Zuid-Holland (PV);2020 4th quarter;-12.2
788;Lower bound 95% confidence interval;Zuid-Holland (PV);2021 1st quarter;-10.8
789;Lower bound 95% confidence interval;Zuid-Holland (PV);2021 2nd quarter;-0.1
790;Lower bound 95% confidence interval;Zuid-Holland (PV);2021 3rd quarter;11.0
791;Lower bound 95% confidence interval;Zuid-Holland (PV);2021 4th quarter;10.5
792;Lower bound 95% confidence interval;Zuid-Holland (PV);2022 1st quarter;3.0
793;Lower bound 95% confidence interval;Zuid-Holland (PV);2022 2nd quarter;8.9
794;Lower bound 95% confidence interval;Zuid-Holland (PV);2022 3rd quarter;4.3
795;Lower bound 95% confidence interval;Zuid-Holland (PV);2022 4th quarter;-2.8
796;Lower bound 95% confidence interval;Zuid-Holland (PV);2023 1st quarter;2.7
797;Lower bound 95% confidence interval;Zuid-Holland (PV);2023 2nd quarter;1.7
798;Lower bound 95% confidence interval;Zeeland (PV);2014 1st quarter;-7.4
799;Lower bound 95% confidence interval;Zeeland (PV);2014 2nd quarter;-7.4
800;Lower bound 95% confidence interval;Zeeland (PV);2014 3rd quarter;-17.8
801;Lower bound 95% confidence interval;Zeeland (PV);2014 4th quarter;-2.8
802;Lower bound 95% confidence interval;Zeeland (PV);2015 1st quarter;-3.7
803;Lower bound 95% confidence interval;Zeeland (PV);2015 2nd quarter;-2.6
804;Lower bound 95% confidence interval;Zeeland (PV);2015 3rd quarter;1.2
805;Lower bound 95% confidence interval;Zeeland (PV);2015 4th quarter;4.4
806;Lower bound 95% confidence interval;Zeeland (PV);2016 1st quarter;2.1
807;Lower bound 95% confidence interval;Zeeland (PV);2016 2nd quarter;3.7
808;Lower bound 95% confidence interval;Zeeland (PV);2016 3rd quarter;2.1
809;Lower bound 95% confidence interval;Zeeland (PV);2016 4th quarter;2.7
810;Lower bound 95% confidence interval;Zeeland (PV);2017 1st quarter;6.3
811;Lower bound 95% confidence interval;Zeeland (PV);2017 2nd quarter;3.2
812;Lower bound 95% confidence interval;Zeeland (PV);2017 3rd quarter;4.6
813;Lower bound 95% confidence interval;Zeeland (PV);2017 4th quarter;6.9
814;Lower bound 95% confidence interval;Zeeland (PV);2018 1st quarter;6.3
815;Lower bound 95% confidence interval;Zeeland (PV);2018 2nd quarter;7.0
816;Lower bound 95% confidence interval;Zeeland (PV);2018 3rd quarter;4.3
817;Lower bound 95% confidence interval;Zeeland (PV);2018 4th quarter;3.3
818;Lower bound 95% confidence interval;Zeeland (PV);2019 1st quarter;4.1
819;Lower bound 95% confidence interval;Zeeland (PV);2019 2nd quarter;4.5
820;Lower bound 95% confidence interval;Zeeland (PV);2019 3rd quarter;1.4
821;Lower bound 95% confidence interval;Zeeland (PV);2019 4th quarter;-0.9
822;Lower bound 95% confidence interval;Zeeland (PV);2020 1st quarter;-3.0
823;Lower bound 95% confidence interval;Zeeland (PV);2020 2nd quarter;-39.8
824;Lower bound 95% confidence interval;Zeeland (PV);2020 3rd quarter;-20.5
825;Lower bound 95% confidence interval;Zeeland (PV);2020 4th quarter;-17.7
826;Lower bound 95% confidence interval;Zeeland (PV);2021 1st quarter;-27.5
827;Lower bound 95% confidence interval;Zeeland (PV);2021 2nd quarter;-7.8
828;Lower bound 95% confidence interval;Zeeland (PV);2021 3rd quarter;8.1
829;Lower bound 95% confidence interval;Zeeland (PV);2021 4th quarter;3.8
830;Lower bound 95% confidence interval;Zeeland (PV);2022 1st quarter;-1.8
831;Lower bound 95% confidence interval;Zeeland (PV);2022 2nd quarter;2.4
832;Lower bound 95% confidence interval;Zeeland (PV);2022 3rd quarter;-2.7
833;Lower bound 95% confidence interval;Zeeland (PV);2022 4th quarter;-10.8
834;Lower bound 95% confidence interval;Zeeland (PV);2023 1st quarter;-12.2
835;Lower bound 95% confidence interval;Zeeland (PV);2023 2nd quarter;-6.0
836;Lower bound 95% confidence interval;Noord-Brabant (PV);2014 1st quarter;-2.7
837;Lower bound 95% confidence interval;Noord-Brabant (PV);2014 2nd quarter;-0.1
