ID;Geslacht;LeeftijdOp31December;Perioden;Overledenen_1
109;Totaal mannen en vrouwen;1 jaar;2036;41
110;Totaal mannen en vrouwen;1 jaar;2037;40
111;Totaal mannen en vrouwen;1 jaar;2038;39
112;Totaal mannen en vrouwen;1 jaar;2039;37
113;Totaal mannen en vrouwen;1 jaar;2040;35
114;Totaal mannen en vrouwen;1 jaar;2041;35
115;Totaal mannen en vrouwen;1 jaar;2042;33
116;Totaal mannen en vrouwen;1 jaar;2043;31
117;Totaal mannen en vrouwen;1 jaar;2044;31
118;Totaal mannen en vrouwen;1 jaar;2045;29
119;Totaal mannen en vrouwen;1 jaar;2046;28
120;Totaal mannen en vrouwen;1 jaar;2047;27
121;Totaal mannen en vrouwen;1 jaar;2048;25
122;Totaal mannen en vrouwen;1 jaar;2049;25
123;Totaal mannen en vrouwen;1 jaar;2050;24
124;Totaal mannen en vrouwen;1 jaar;2051;23
125;Totaal mannen en vrouwen;1 jaar;2052;22
126;Totaal mannen en vrouwen;1 jaar;2053;21
127;Totaal mannen en vrouwen;1 jaar;2054;20
128;Totaal mannen en vrouwen;1 jaar;2055;20
129;Totaal mannen en vrouwen;1 jaar;2056;19
130;Totaal mannen en vrouwen;1 jaar;2057;18
131;Totaal mannen en vrouwen;1 jaar;2058;18
132;Totaal mannen en vrouwen;1 jaar;2059;17
133;Totaal mannen en vrouwen;1 jaar;2060;16
134;Totaal mannen en vrouwen;1 jaar;2061;16
135;Totaal mannen en vrouwen;1 jaar;2062;16
136;Totaal mannen en vrouwen;1 jaar;2063;15
137;Totaal mannen en vrouwen;1 jaar;2064;15
138;Totaal mannen en vrouwen;1 jaar;2065;14
139;Totaal mannen en vrouwen;1 jaar;2066;14
140;Totaal mannen en vrouwen;1 jaar;2067;14
141;Totaal mannen en vrouwen;1 jaar;2068;13
142;Totaal mannen en vrouwen;1 jaar;2069;12
143;Totaal mannen en vrouwen;1 jaar;2070;12
144;Totaal mannen en vrouwen;2 jaar;2023;34
145;Totaal mannen en vrouwen;2 jaar;2024;30
146;Totaal mannen en vrouwen;2 jaar;2025;28
147;Totaal mannen en vrouwen;2 jaar;2026;28
148;Totaal mannen en vrouwen;2 jaar;2027;26
149;Totaal mannen en vrouwen;2 jaar;2028;26
150;Totaal mannen en vrouwen;2 jaar;2029;25
151;Totaal mannen en vrouwen;2 jaar;2030;24
152;Totaal mannen en vrouwen;2 jaar;2031;24
153;Totaal mannen en vrouwen;2 jaar;2032;24
154;Totaal mannen en vrouwen;2 jaar;2033;23
155;Totaal mannen en vrouwen;2 jaar;2034;23
156;Totaal mannen en vrouwen;2 jaar;2035;22
157;Totaal mannen en vrouwen;2 jaar;2036;22
158;Totaal mannen en vrouwen;2 jaar;2037;21
159;Totaal mannen en vrouwen;2 jaar;2038;21
160;Totaal mannen en vrouwen;2 jaar;2039;20
161;Totaal mannen en vrouwen;2 jaar;2040;19
162;Totaal mannen en vrouwen;2 jaar;2041;19
163;Totaal mannen en vrouwen;2 jaar;2042;17
164;Totaal mannen en vrouwen;2 jaar;2043;17
165;Totaal mannen en vrouwen;2 jaar;2044;17
166;Totaal mannen en vrouwen;2 jaar;2045;15
167;Totaal mannen en vrouwen;2 jaar;2046;15
168;Totaal mannen en vrouwen;2 jaar;2047;15
169;Totaal mannen en vrouwen;2 jaar;2048;14
170;Totaal mannen en vrouwen;2 jaar;2049;13
171;Totaal mannen en vrouwen;2 jaar;2050;13
172;Totaal mannen en vrouwen;2 jaar;2051;13
173;Totaal mannen en vrouwen;2 jaar;2052;12
174;Totaal mannen en vrouwen;2 jaar;2053;11
175;Totaal mannen en vrouwen;2 jaar;2054;11
176;Totaal mannen en vrouwen;2 jaar;2055;11
177;Totaal mannen en vrouwen;2 jaar;2056;10
178;Totaal mannen en vrouwen;2 jaar;2057;10
179;Totaal mannen en vrouwen;2 jaar;2058;10
180;Totaal mannen en vrouwen;2 jaar;2059;9
181;Totaal mannen en vrouwen;2 jaar;2060;9
182;Totaal mannen en vrouwen;2 jaar;2061;9
183;Totaal mannen en vrouwen;2 jaar;2062;8
184;Totaal mannen en vrouwen;2 jaar;2063;8
185;Totaal mannen en vrouwen;2 jaar;2064;8
186;Totaal mannen en vrouwen;2 jaar;2065;8
187;Totaal mannen en vrouwen;2 jaar;2066;8
188;Totaal mannen en vrouwen;2 jaar;2067;7
189;Totaal mannen en vrouwen;2 jaar;2068;7
190;Totaal mannen en vrouwen;2 jaar;2069;7
191;Totaal mannen en vrouwen;2 jaar;2070;7
192;Totaal mannen en vrouwen;3 jaar;2023;18
193;Totaal mannen en vrouwen;3 jaar;2024;19
194;Totaal mannen en vrouwen;3 jaar;2025;17
195;Totaal mannen en vrouwen;3 jaar;2026;16
196;Totaal mannen en vrouwen;3 jaar;2027;15
197;Totaal mannen en vrouwen;3 jaar;2028;15
198;Totaal mannen en vrouwen;3 jaar;2029;14
199;Totaal mannen en vrouwen;3 jaar;2030;14
200;Totaal mannen en vrouwen;3 jaar;2031;14
201;Totaal mannen en vrouwen;3 jaar;2032;14
202;Totaal mannen en vrouwen;3 jaar;2033;13
203;Totaal mannen en vrouwen;3 jaar;2034;13
204;Totaal mannen en vrouwen;3 jaar;2035;13
205;Totaal mannen en vrouwen;3 jaar;2036;13
206;Totaal mannen en vrouwen;3 jaar;2037;13
207;Totaal mannen en vrouwen;3 jaar;2038;12
208;Totaal mannen en vrouwen;3 jaar;2039;11
209;Totaal mannen en vrouwen;3 jaar;2040;11
210;Totaal mannen en vrouwen;3 jaar;2041;11
211;Totaal mannen en vrouwen;3 jaar;2042;11
212;Totaal mannen en vrouwen;3 jaar;2043;11
213;Totaal mannen en vrouwen;3 jaar;2044;9
214;Totaal mannen en vrouwen;3 jaar;2045;9
215;Totaal mannen en vrouwen;3 jaar;2046;9
216;Totaal mannen en vrouwen;3 jaar;2047;9
217;Totaal mannen en vrouwen;3 jaar;2048;8
218;Totaal mannen en vrouwen;3 jaar;2049;8
219;Totaal mannen en vrouwen;3 jaar;2050;7
220;Totaal mannen en vrouwen;3 jaar;2051;7
221;Totaal mannen en vrouwen;3 jaar;2052;7
222;Totaal mannen en vrouwen;3 jaar;2053;7
223;Totaal mannen en vrouwen;3 jaar;2054;7
224;Totaal mannen en vrouwen;3 jaar;2055;6
225;Totaal mannen en vrouwen;3 jaar;2056;6
226;Totaal mannen en vrouwen;3 jaar;2057;6
227;Totaal mannen en vrouwen;3 jaar;2058;6
228;Totaal mannen en vrouwen;3 jaar;2059;5
229;Totaal mannen en vrouwen;3 jaar;2060;5
230;Totaal mannen en vrouwen;3 jaar;2061;5
231;Totaal mannen en vrouwen;3 jaar;2062;5
232;Totaal mannen en vrouwen;3 jaar;2063;5
233;Totaal mannen en vrouwen;3 jaar;2064;5
234;Totaal mannen en vrouwen;3 jaar;2065;4
235;Totaal mannen en vrouwen;3 jaar;2066;4
236;Totaal mannen en vrouwen;3 jaar;2067;4
237;Totaal mannen en vrouwen;3 jaar;2068;4
238;Totaal mannen en vrouwen;3 jaar;2069;4
239;Totaal mannen en vrouwen;3 jaar;2070;4
240;Totaal mannen en vrouwen;4 jaar;2023;15
241;Totaal mannen en vrouwen;4 jaar;2024;13
242;Totaal mannen en vrouwen;4 jaar;2025;13
243;Totaal mannen en vrouwen;4 jaar;2026;13
244;Totaal mannen en vrouwen;4 jaar;2027;11
245;Totaal mannen en vrouwen;4 jaar;2028;11
246;Totaal mannen en vrouwen;4 jaar;2029;11
247;Totaal mannen en vrouwen;4 jaar;2030;11
248;Totaal mannen en vrouwen;4 jaar;2031;10
249;Totaal mannen en vrouwen;4 jaar;2032;10
250;Totaal mannen en vrouwen;4 jaar;2033;10
251;Totaal mannen en vrouwen;4 jaar;2034;9
252;Totaal mannen en vrouwen;4 jaar;2035;9
253;Totaal mannen en vrouwen;4 jaar;2036;9
254;Totaal mannen en vrouwen;4 jaar;2037;9
255;Totaal mannen en vrouwen;4 jaar;2038;9
256;Totaal mannen en vrouwen;4 jaar;2039;9
257;Totaal mannen en vrouwen;4 jaar;2040;8
258;Totaal mannen en vrouwen;4 jaar;2041;8
259;Totaal mannen en vrouwen;4 jaar;2042;8
260;Totaal mannen en vrouwen;4 jaar;2043;8
261;Totaal mannen en vrouwen;4 jaar;2044;7
262;Totaal mannen en vrouwen;4 jaar;2045;7
263;Totaal mannen en vrouwen;4 jaar;2046;7
264;Totaal mannen en vrouwen;4 jaar;2047;6
265;Totaal mannen en vrouwen;4 jaar;2048;6
266;Totaal mannen en vrouwen;4 jaar;2049;6
267;Totaal mannen en vrouwen;4 jaar;2050;6
268;Totaal mannen en vrouwen;4 jaar;2051;6
269;Totaal mannen en vrouwen;4 jaar;2052;5
270;Totaal mannen en vrouwen;4 jaar;2053;5
271;Totaal mannen en vrouwen;4 jaar;2054;5
272;Totaal mannen en vrouwen;4 jaar;2055;4
273;Totaal mannen en vrouwen;4 jaar;2056;4
274;Totaal mannen en vrouwen;4 jaar;2057;4
275;Totaal mannen en vrouwen;4 jaar;2058;4
276;Totaal mannen en vrouwen;4 jaar;2059;4
277;Totaal mannen en vrouwen;4 jaar;2060;4
278;Totaal mannen en vrouwen;4 jaar;2061;4
279;Totaal mannen en vrouwen;4 jaar;2062;4
280;Totaal mannen en vrouwen;4 jaar;2063;4
281;Totaal mannen en vrouwen;4 jaar;2064;4
282;Totaal mannen en vrouwen;4 jaar;2065;4
283;Totaal mannen en vrouwen;4 jaar;2066;4
284;Totaal mannen en vrouwen;4 jaar;2067;3
285;Totaal mannen en vrouwen;4 jaar;2068;3
286;Totaal mannen en vrouwen;4 jaar;2069;3
287;Totaal mannen en vrouwen;4 jaar;2070;2
288;Totaal mannen en vrouwen;5 jaar;2023;12
289;Totaal mannen en vrouwen;5 jaar;2024;12
290;Totaal mannen en vrouwen;5 jaar;2025;12
291;Totaal mannen en vrouwen;5 jaar;2026;12
292;Totaal mannen en vrouwen;5 jaar;2027;10
293;Totaal mannen en vrouwen;5 jaar;2028;10
294;Totaal mannen en vrouwen;5 jaar;2029;10
295;Totaal mannen en vrouwen;5 jaar;2030;9
296;Totaal mannen en vrouwen;5 jaar;2031;8
297;Totaal mannen en vrouwen;5 jaar;2032;8
298;Totaal mannen en vrouwen;5 jaar;2033;8
299;Totaal mannen en vrouwen;5 jaar;2034;8
300;Totaal mannen en vrouwen;5 jaar;2035;8
301;Totaal mannen en vrouwen;5 jaar;2036;8
302;Totaal mannen en vrouwen;5 jaar;2037;8
303;Totaal mannen en vrouwen;5 jaar;2038;8
304;Totaal mannen en vrouwen;5 jaar;2039;8
305;Totaal mannen en vrouwen;5 jaar;2040;8
306;Totaal mannen en vrouwen;5 jaar;2041;8
307;Totaal mannen en vrouwen;5 jaar;2042;7
308;Totaal mannen en vrouwen;5 jaar;2043;6
309;Totaal mannen en vrouwen;5 jaar;2044;6
310;Totaal mannen en vrouwen;5 jaar;2045;6
311;Totaal mannen en vrouwen;5 jaar;2046;6
312;Totaal mannen en vrouwen;5 jaar;2047;6
313;Totaal mannen en vrouwen;5 jaar;2048;6
314;Totaal mannen en vrouwen;5 jaar;2049;6
315;Totaal mannen en vrouwen;5 jaar;2050;5
316;Totaal mannen en vrouwen;5 jaar;2051;4
317;Totaal mannen en vrouwen;5 jaar;2052;4
318;Totaal mannen en vrouwen;5 jaar;2053;4
319;Totaal mannen en vrouwen;5 jaar;2054;4
320;Totaal mannen en vrouwen;5 jaar;2055;4
321;Totaal mannen en vrouwen;5 jaar;2056;4
322;Totaal mannen en vrouwen;5 jaar;2057;4
323;Totaal mannen en vrouwen;5 jaar;2058;4
324;Totaal mannen en vrouwen;5 jaar;2059;4
325;Totaal mannen en vrouwen;5 jaar;2060;4
326;Totaal mannen en vrouwen;5 jaar;2061;4
327;Totaal mannen en vrouwen;5 jaar;2062;4
328;Totaal mannen en vrouwen;5 jaar;2063;4
329;Totaal mannen en vrouwen;5 jaar;2064;4
330;Totaal mannen en vrouwen;5 jaar;2065;2
331;Totaal mannen en vrouwen;5 jaar;2066;2
332;Totaal mannen en vrouwen;5 jaar;2067;2
333;Totaal mannen en vrouwen;5 jaar;2068;2
334;Totaal mannen en vrouwen;5 jaar;2069;2
335;Totaal mannen en vrouwen;5 jaar;2070;2
336;Totaal mannen en vrouwen;6 jaar;2023;12
337;Totaal mannen en vrouwen;6 jaar;2024;10
338;Totaal mannen en vrouwen;6 jaar;2025;10
339;Totaal mannen en vrouwen;6 jaar;2026;10
340;Totaal mannen en vrouwen;6 jaar;2027;10
341;Totaal mannen en vrouwen;6 jaar;2028;8
342;Totaal mannen en vrouwen;6 jaar;2029;8
343;Totaal mannen en vrouwen;6 jaar;2030;8
344;Totaal mannen en vrouwen;6 jaar;2031;8
345;Totaal mannen en vrouwen;6 jaar;2032;8
346;Totaal mannen en vrouwen;6 jaar;2033;8
347;Totaal mannen en vrouwen;6 jaar;2034;8
348;Totaal mannen en vrouwen;6 jaar;2035;8
349;Totaal mannen en vrouwen;6 jaar;2036;7
350;Totaal mannen en vrouwen;6 jaar;2037;7
351;Totaal mannen en vrouwen;6 jaar;2038;6
352;Totaal mannen en vrouwen;6 jaar;2039;6
353;Totaal mannen en vrouwen;6 jaar;2040;6
354;Totaal mannen en vrouwen;6 jaar;2041;6
355;Totaal mannen en vrouwen;6 jaar;2042;6
356;Totaal mannen en vrouwen;6 jaar;2043;6
357;Totaal mannen en vrouwen;6 jaar;2044;6
358;Totaal mannen en vrouwen;6 jaar;2045;6
359;Totaal mannen en vrouwen;6 jaar;2046;6
360;Totaal mannen en vrouwen;6 jaar;2047;5
361;Totaal mannen en vrouwen;6 jaar;2048;5
362;Totaal mannen en vrouwen;6 jaar;2049;4
363;Totaal mannen en vrouwen;6 jaar;2050;4
364;Totaal mannen en vrouwen;6 jaar;2051;4
365;Totaal mannen en vrouwen;6 jaar;2052;4
366;Totaal mannen en vrouwen;6 jaar;2053;4
367;Totaal mannen en vrouwen;6 jaar;2054;4
368;Totaal mannen en vrouwen;6 jaar;2055;4
369;Totaal mannen en vrouwen;6 jaar;2056;4
370;Totaal mannen en vrouwen;6 jaar;2057;4
371;Totaal mannen en vrouwen;6 jaar;2058;3
372;Totaal mannen en vrouwen;6 jaar;2059;3
373;Totaal mannen en vrouwen;6 jaar;2060;3
374;Totaal mannen en vrouwen;6 jaar;2061;3
375;Totaal mannen en vrouwen;6 jaar;2062;3
376;Totaal mannen en vrouwen;6 jaar;2063;2
377;Totaal mannen en vrouwen;6 jaar;2064;2
378;Totaal mannen en vrouwen;6 jaar;2065;2
379;Totaal mannen en vrouwen;6 jaar;2066;2
380;Totaal mannen en vrouwen;6 jaar;2067;2
381;Totaal mannen en vrouwen;6 jaar;2068;2
382;Totaal mannen en vrouwen;6 jaar;2069;2
383;Totaal mannen en vrouwen;6 jaar;2070;2
384;Totaal mannen en vrouwen;7 jaar;2023;10
385;Totaal mannen en vrouwen;7 jaar;2024;10
386;Totaal mannen en vrouwen;7 jaar;2025;10
387;Totaal mannen en vrouwen;7 jaar;2026;9
388;Totaal mannen en vrouwen;7 jaar;2027;8
389;Totaal mannen en vrouwen;7 jaar;2028;8
390;Totaal mannen en vrouwen;7 jaar;2029;8
391;Totaal mannen en vrouwen;7 jaar;2030;8
392;Totaal mannen en vrouwen;7 jaar;2031;8
393;Totaal mannen en vrouwen;7 jaar;2032;7
394;Totaal mannen en vrouwen;7 jaar;2033;6
395;Totaal mannen en vrouwen;7 jaar;2034;6
396;Totaal mannen en vrouwen;7 jaar;2035;6
397;Totaal mannen en vrouwen;7 jaar;2036;6
398;Totaal mannen en vrouwen;7 jaar;2037;6
399;Totaal mannen en vrouwen;7 jaar;2038;6
400;Totaal mannen en vrouwen;7 jaar;2039;6
401;Totaal mannen en vrouwen;7 jaar;2040;6
402;Totaal mannen en vrouwen;7 jaar;2041;6
403;Totaal mannen en vrouwen;7 jaar;2042;6
404;Totaal mannen en vrouwen;7 jaar;2043;6
405;Totaal mannen en vrouwen;7 jaar;2044;5
406;Totaal mannen en vrouwen;7 jaar;2045;5
407;Totaal mannen en vrouwen;7 jaar;2046;5
408;Totaal mannen en vrouwen;7 jaar;2047;4
409;Totaal mannen en vrouwen;7 jaar;2048;4
410;Totaal mannen en vrouwen;7 jaar;2049;4
411;Totaal mannen en vrouwen;7 jaar;2050;4
412;Totaal mannen en vrouwen;7 jaar;2051;4
413;Totaal mannen en vrouwen;7 jaar;2052;4
414;Totaal mannen en vrouwen;7 jaar;2053;4
415;Totaal mannen en vrouwen;7 jaar;2054;4
416;Totaal mannen en vrouwen;7 jaar;2055;4
417;Totaal mannen en vrouwen;7 jaar;2056;4
418;Totaal mannen en vrouwen;7 jaar;2057;3
419;Totaal mannen en vrouwen;7 jaar;2058;3
420;Totaal mannen en vrouwen;7 jaar;2059;3
421;Totaal mannen en vrouwen;7 jaar;2060;3
422;Totaal mannen en vrouwen;7 jaar;2061;2
423;Totaal mannen en vrouwen;7 jaar;2062;2
424;Totaal mannen en vrouwen;7 jaar;2063;2
425;Totaal mannen en vrouwen;7 jaar;2064;2
426;Totaal mannen en vrouwen;7 jaar;2065;2
427;Totaal mannen en vrouwen;7 jaar;2066;2
428;Totaal mannen en vrouwen;7 jaar;2067;2
429;Totaal mannen en vrouwen;7 jaar;2068;2
430;Totaal mannen en vrouwen;7 jaar;2069;2
431;Totaal mannen en vrouwen;7 jaar;2070;2
432;Totaal mannen en vrouwen;8 jaar;2023;10
433;Totaal mannen en vrouwen;8 jaar;2024;10
434;Totaal mannen en vrouwen;8 jaar;2025;8
435;Totaal mannen en vrouwen;8 jaar;2026;8
436;Totaal mannen en vrouwen;8 jaar;2027;8
437;Totaal mannen en vrouwen;8 jaar;2028;8
438;Totaal mannen en vrouwen;8 jaar;2029;8
439;Totaal mannen en vrouwen;8 jaar;2030;7
440;Totaal mannen en vrouwen;8 jaar;2031;6
441;Totaal mannen en vrouwen;8 jaar;2032;6
442;Totaal mannen en vrouwen;8 jaar;2033;6
443;Totaal mannen en vrouwen;8 jaar;2034;6
444;Totaal mannen en vrouwen;8 jaar;2035;6
445;Totaal mannen en vrouwen;8 jaar;2036;6
446;Totaal mannen en vrouwen;8 jaar;2037;6
447;Totaal mannen en vrouwen;8 jaar;2038;6
448;Totaal mannen en vrouwen;8 jaar;2039;6
449;Totaal mannen en vrouwen;8 jaar;2040;6
450;Totaal mannen en vrouwen;8 jaar;2041;6
451;Totaal mannen en vrouwen;8 jaar;2042;6
452;Totaal mannen en vrouwen;8 jaar;2043;5
453;Totaal mannen en vrouwen;8 jaar;2044;5
454;Totaal mannen en vrouwen;8 jaar;2045;4
455;Totaal mannen en vrouwen;8 jaar;2046;4
456;Totaal mannen en vrouwen;8 jaar;2047;4
457;Totaal mannen en vrouwen;8 jaar;2048;4
458;Totaal mannen en vrouwen;8 jaar;2049;4
459;Totaal mannen en vrouwen;8 jaar;2050;4
460;Totaal mannen en vrouwen;8 jaar;2051;4
461;Totaal mannen en vrouwen;8 jaar;2052;4
462;Totaal mannen en vrouwen;8 jaar;2053;4
463;Totaal mannen en vrouwen;8 jaar;2054;4
464;Totaal mannen en vrouwen;8 jaar;2055;4
465;Totaal mannen en vrouwen;8 jaar;2056;3
466;Totaal mannen en vrouwen;8 jaar;2057;3
467;Totaal mannen en vrouwen;8 jaar;2058;3
468;Totaal mannen en vrouwen;8 jaar;2059;3
469;Totaal mannen en vrouwen;8 jaar;2060;2
470;Totaal mannen en vrouwen;8 jaar;2061;2
471;Totaal mannen en vrouwen;8 jaar;2062;2
472;Totaal mannen en vrouwen;8 jaar;2063;2
473;Totaal mannen en vrouwen;8 jaar;2064;2
474;Totaal mannen en vrouwen;8 jaar;2065;2
475;Totaal mannen en vrouwen;8 jaar;2066;2
476;Totaal mannen en vrouwen;8 jaar;2067;2
477;Totaal mannen en vrouwen;8 jaar;2068;2
478;Totaal mannen en vrouwen;8 jaar;2069;2
479;Totaal mannen en vrouwen;8 jaar;2070;2
480;Totaal mannen en vrouwen;9 jaar;2023;10
481;Totaal mannen en vrouwen;9 jaar;2024;9
482;Totaal mannen en vrouwen;9 jaar;2025;9
483;Totaal mannen en vrouwen;9 jaar;2026;8
484;Totaal mannen en vrouwen;9 jaar;2027;8
485;Totaal mannen en vrouwen;9 jaar;2028;8
486;Totaal mannen en vrouwen;9 jaar;2029;7
487;Totaal mannen en vrouwen;9 jaar;2030;7
488;Totaal mannen en vrouwen;9 jaar;2031;6
489;Totaal mannen en vrouwen;9 jaar;2032;6
490;Totaal mannen en vrouwen;9 jaar;2033;6
491;Totaal mannen en vrouwen;9 jaar;2034;6
492;Totaal mannen en vrouwen;9 jaar;2035;6
493;Totaal mannen en vrouwen;9 jaar;2036;6
494;Totaal mannen en vrouwen;9 jaar;2037;6
495;Totaal mannen en vrouwen;9 jaar;2038;6
496;Totaal mannen en vrouwen;9 jaar;2039;6
497;Totaal mannen en vrouwen;9 jaar;2040;6
498;Totaal mannen en vrouwen;9 jaar;2041;6
499;Totaal mannen en vrouwen;9 jaar;2042;6
500;Totaal mannen en vrouwen;9 jaar;2043;4
501;Totaal mannen en vrouwen;9 jaar;2044;4
502;Totaal mannen en vrouwen;9 jaar;2045;4
503;Totaal mannen en vrouwen;9 jaar;2046;4
504;Totaal mannen en vrouwen;9 jaar;2047;4
505;Totaal mannen en vrouwen;9 jaar;2048;4
506;Totaal mannen en vrouwen;9 jaar;2049;4
507;Totaal mannen en vrouwen;9 jaar;2050;4
508;Totaal mannen en vrouwen;9 jaar;2051;4
509;Totaal mannen en vrouwen;9 jaar;2052;4
510;Totaal mannen en vrouwen;9 jaar;2053;4
511;Totaal mannen en vrouwen;9 jaar;2054;4
512;Totaal mannen en vrouwen;9 jaar;2055;4
513;Totaal mannen en vrouwen;9 jaar;2056;4
514;Totaal mannen en vrouwen;9 jaar;2057;3
515;Totaal mannen en vrouwen;9 jaar;2058;2
