ID;LeeftijdReferentiepersoon;Perioden;ReferentiepersonenMetKinderen_1;JongsteKind02Jaar_2;JongsteKind35Jaar_3;JongsteKind611Jaar_4;JongsteKind1217Jaar_5;JongsteKind18JaarEnOuder_6
0;Totaal over alle leeftijden;2003;2518615;551832.0;331071.0;553602.0;487748.0;594364.0
1;Totaal over alle leeftijden;2004;2529068;544579.0;343229.0;550971.0;501669.0;588618.0
2;Totaal over alle leeftijden;2005;2539393;538791.0;346466.0;554147.0;511545.0;588447.0
3;Totaal over alle leeftijden;2006;2548679;530098.0;350005.0;556547.0;521336.0;590691.0
4;Totaal over alle leeftijden;2007;2556841;520258.0;346817.0;565671.0;531561.0;592534.0
5;Totaal over alle leeftijden;2008;2563669;510447.0;345236.0;574767.0;536216.0;597001.0
6;Totaal over alle leeftijden;2009;2570169;502077.0;340467.0;586411.0;533790.0;607427.0
7;Totaal over alle leeftijden;2010;2575194;495549.0;333988.0;596877.0;530725.0;618056.0
8;Totaal over alle leeftijden;2011;2579064;491527.0;326730.0;600190.0;533539.0;627074.0
9;Totaal over alle leeftijden;2012;2581596;489170.0;320121.0;600611.0;535581.0;636114.0
10;Totaal over alle leeftijden;2013;2582747;487958.0;314618.0;592222.0;544179.0;643774.0
11;Totaal over alle leeftijden;2014;2582251;487802.0;310996.0;584414.0;553701.0;645338.0
12;Totaal over alle leeftijden;2015;2580844;488505.0;308530.0;573763.0;566057.0;643990.0
13;Totaal over alle leeftijden;2016;2579076;490170.0;306790.0;562381.0;576875.0;642860.0
14;Totaal over alle leeftijden;2017;2577693;492531.0;305787.0;551862.0;580216.0;647299.0
15;Totaal over alle leeftijden;2018;2576511;495444.0;305369.0;542906.0;580587.0;652209.0
16;Totaal over alle leeftijden;2019;2575989;498779.0;305668.0;535571.0;572274.0;663699.0
17;Totaal over alle leeftijden;2020;2574806;502374.0;306479.0;530736.0;564480.0;670738.0
18;Totaal over alle leeftijden;2021;2573462;506022.0;307783.0;527472.0;553868.0;678317.0
19;Totaal over alle leeftijden;2022;2571981;509522.0;309571.0;525515.0;542593.0;684786.0
20;Totaal over alle leeftijden;2023;2569544;512760.0;311732.0;524704.0;532168.0;688180.0
21;Totaal over alle leeftijden;2024;2566258;515688.0;314074.0;524896.0;523297.0;688306.0
22;Totaal over alle leeftijden;2025;2562436;518311.0;316405.0;526259.0;516014.0;685451.0
23;Totaal over alle leeftijden;2026;2558535;520616.0;318653.0;528513.0;511173.0;679581.0
24;Totaal over alle leeftijden;2027;2554996;522566.0;320784.0;531476.0;507848.0;672317.0
25;Totaal over alle leeftijden;2028;2552131;524135.0;322765.0;534984.0;505775.0;664467.0
26;Totaal over alle leeftijden;2029;2550241;525340.0;324523.0;538868.0;504815.0;656694.0
27;Totaal over alle leeftijden;2030;2549442;526197.0;325977.0;542902.0;504835.0;649529.0
28;Totaal over alle leeftijden;2031;2549744;526680.0;327117.0;546868.0;506012.0;643066.0
29;Totaal over alle leeftijden;2032;2551050;526757.0;327969.0;550613.0;508071.0;637641.0
30;Totaal over alle leeftijden;2033;2553183;526393.0;328606.0;554001.0;510850.0;633338.0
31;Totaal over alle leeftijden;2034;2555942;525562.0;329063.0;556967.0;514197.0;630154.0
32;Totaal over alle leeftijden;2035;2559089;524238.0;329382.0;559446.0;517949.0;628071.0
33;Totaal over alle leeftijden;2036;2562437;522451.0;329556.0;561457.0;521870.0;627108.0
34;Totaal over alle leeftijden;2037;2565817;520283.0;329532.0;563019.0;525749.0;627238.0
35;Totaal over alle leeftijden;2038;2569059;517879.0;329215.0;564228.0;529415.0;628324.0
36;Totaal over alle leeftijden;2039;2572032;515356.0;328574.0;565180.0;532727.0;630196.0
37;Totaal over alle leeftijden;2040;2574625;512859.0;327612.0;565860.0;535612.0;632685.0
38;Totaal over alle leeftijden;2041;2576767;510492.0;326403.0;566230.0;538014.0;635629.0
39;Totaal over alle leeftijden;2042;2578421;508376.0;324998.0;566227.0;539956.0;638867.0
40;Totaal over alle leeftijden;2043;2579571;506604.0;323472.0;565767.0;541479.0;642248.0
41;Totaal over alle leeftijden;2044;2580221;505236.0;321896.0;564813.0;542674.0;645599.0
42;Totaal over alle leeftijden;2045;2580400;504309.0;320357.0;563331.0;543636.0;648766.0
43;Totaal over alle leeftijden;2046;2580170;503835.0;318936.0;561367.0;544360.0;651673.0
44;Totaal over alle leeftijden;2047;2579605;503789.0;317698.0;559034.0;544804.0;654281.0
45;Totaal over alle leeftijden;2048;2578755;504093.0;316711.0;556454.0;544898.0;656595.0
46;Totaal over alle leeftijden;2049;2577664;504662.0;316024.0;553769.0;544562.0;658649.0
47;Totaal over alle leeftijden;2050;2576406;505450.0;315641.0;551111.0;543742.0;660462.0
48;100;2003;49542;42639.0;6356.0;548.0;;
49;100;2004;49747;42063.0;7099.0;586.0;;
50;100;2005;50007;41450.0;7902.0;655.0;;
51;100;2006;49821;40806.0;8214.0;800.0;;
52;100;2007;49470;40277.0;8222.0;971.0;;
53;100;2008;49501;40255.0;8045.0;1201.0;;
54;100;2009;49790;40545.0;7932.0;1313.0;;
55;100;2010;49840;40762.0;7786.0;1291.0;;
56;100;2011;49593;40733.0;7630.0;1230.0;;
57;100;2012;49142;40592.0;7402.0;1148.0;;
58;100;2013;48942;40694.0;7180.0;1069.0;;
59;100;2014;48981;41172.0;6808.0;1001.0;;
60;100;2015;49000;41534.0;6532.0;935.0;;
61;100;2016;48564;41443.0;6283.0;839.0;;
62;100;2017;48115;41255.0;6204.0;656.0;;
63;100;2018;47933;41209.0;6163.0;562.0;;
64;100;2019;47891;41240.0;6131.0;521.0;;
65;100;2020;47840;41266.0;6079.0;495.0;;
66;100;2021;48265;41668.0;6115.0;482.0;;
67;100;2022;48973;42278.0;6219.0;478.0;;
68;100;2023;49534;42750.0;6306.0;478.0;;
69;100;2024;49663;42855.0;6338.0;471.0;;
70;100;2025;49636;42819.0;6359.0;459.0;;
71;100;2026;49006;42305.0;6263.0;439.0;;
72;100;2027;48516;41893.0;6201.0;421.0;;
73;100;2028;47995;41453.0;6135.0;407.0;;
74;100;2029;47359;40925.0;6046.0;388.0;;
75;100;2030;46770;40439.0;5959.0;371.0;;
76;100;2031;46259;40021.0;5880.0;357.0;;
77;100;2032;45843;39684.0;5816.0;343.0;;
78;100;2033;45548;39449.0;5766.0;333.0;;
79;100;2034;45368;39311.0;5735.0;323.0;;
80;100;2035;45299;39271.0;5715.0;313.0;;
81;100;2036;45327;39309.0;5712.0;306.0;;
82;100;2037;45439;39413.0;5727.0;299.0;;
83;100;2038;45614;39574.0;5749.0;291.0;;
84;100;2039;45834;39770.0;5775.0;289.0;;
85;100;2040;46086;39986.0;5811.0;289.0;;
86;100;2041;46350;40212.0;5851.0;286.0;;
87;100;2042;46607;40430.0;5893.0;284.0;;
88;100;2043;46837;40616.0;5933.0;286.0;;
89;100;2044;47007;40753.0;5969.0;284.0;;
90;100;2045;47095;40820.0;5993.0;282.0;;
91;100;2046;47095;40820.0;5993.0;282.0;;
92;100;2047;47095;40820.0;5993.0;282.0;;
93;100;2048;47095;40820.0;5993.0;282.0;;
94;100;2049;47095;40820.0;5993.0;282.0;;
95;100;2050;47095;40820.0;5993.0;282.0;;
96;101;2003;560356;352548.0;127595.0;70436.0;9653.0;125.0
97;101;2004;546071;340779.0;129333.0;65801.0;10016.0;142.0
98;101;2005;525331;328437.0;124916.0;62396.0;9420.0;163.0
99;101;2006;505632;316651.0;120178.0;59891.0;8769.0;143.0
100;101;2007;489321;307172.0;113658.0;60390.0;7984.0;118.0
101;101;2008;475601;298957.0;108871.0;60640.0;7025.0;108.0
102;101;2009;467899;294565.0;105789.0;61203.0;6239.0;105.0
103;101;2010;463711;292470.0;103709.0;61506.0;5936.0;90.0
104;101;2011;463961;293738.0;102255.0;61788.0;6089.0;89.0
105;101;2012;466393;296201.0;102332.0;61138.0;6617.0;105.0
106;101;2013;468911;298574.0;102895.0;59410.0;7945.0;88.0
107;101;2014;470673;300480.0;104296.0;56694.0;9118.0;87.0
108;101;2015;473166;302593.0;105283.0;55436.0;9763.0;91.0
109;101;2016;474232;304433.0;105342.0;54216.0;10164.0;76.0
110;101;2017;476472;307025.0;106063.0;53098.0;10200.0;86.0
111;101;2018;481190;310669.0;107520.0;52823.0;10080.0;99.0
112;101;2019;487055;314611.0;109314.0;53109.0;9901.0;122.0
113;101;2020;492022;317954.0;110891.0;53486.0;9549.0;142.0
114;101;2021;495529;320278.0;112093.0;53857.0;9164.0;138.0
115;101;2022;497043;321448.0;112769.0;54032.0;8666.0;129.0
116;101;2023;498942;322689.0;113525.0;54630.0;7978.0;120.0
117;101;2024;501461;324182.0;114401.0;55275.0;7491.0;113.0
118;101;2025;503373;325322.0;115055.0;55784.0;7104.0;108.0
119;101;2026;503613;325865.0;115157.0;55771.0;6722.0;98.0
120;101;2027;503579;326254.0;115109.0;55675.0;6453.0;87.0
121;101;2028;504584;327088.0;115310.0;55791.0;6318.0;76.0
122;101;2029;506017;328073.0;115621.0;56015.0;6257.0;53.0
123;101;2030;507046;328761.0;115868.0;56194.0;6179.0;44.0
124;101;2031;509394;329834.0;116534.0;56772.0;6211.0;42.0
125;101;2032;511884;330665.0;117316.0;57542.0;6321.0;40.0
126;101;2033;512604;330390.0;117690.0;58060.0;6428.0;37.0
127;101;2034;510710;328736.0;117390.0;58086.0;6462.0;35.0
128;101;2035;507624;326425.0;116792.0;57905.0;6469.0;33.0
129;101;2036;501932;322957.0;115487.0;57114.0;6345.0;29.0
