ID;Geslacht;Leeftijd;Perioden;Bevolking_1
52;Totaal mannen en vrouwen;0 jaar;2025;192427
53;Totaal mannen en vrouwen;0 jaar;2026;193876
54;Totaal mannen en vrouwen;0 jaar;2027;194930
55;Totaal mannen en vrouwen;0 jaar;2028;195694
56;Totaal mannen en vrouwen;0 jaar;2029;196218
57;Totaal mannen en vrouwen;0 jaar;2030;196498
58;Totaal mannen en vrouwen;0 jaar;2031;196501
59;Totaal mannen en vrouwen;0 jaar;2032;196235
60;Totaal mannen en vrouwen;0 jaar;2033;195715
61;Totaal mannen en vrouwen;0 jaar;2034;194945
62;Totaal mannen en vrouwen;0 jaar;2035;193944
63;Totaal mannen en vrouwen;0 jaar;2036;192751
64;Totaal mannen en vrouwen;0 jaar;2037;191439
65;Totaal mannen en vrouwen;0 jaar;2038;190071
66;Totaal mannen en vrouwen;0 jaar;2039;188719
67;Totaal mannen en vrouwen;0 jaar;2040;187426
68;Totaal mannen en vrouwen;0 jaar;2041;186234
69;Totaal mannen en vrouwen;0 jaar;2042;185170
70;Totaal mannen en vrouwen;0 jaar;2043;184256
71;Totaal mannen en vrouwen;0 jaar;2044;183532
72;Totaal mannen en vrouwen;0 jaar;2045;183037
73;Totaal mannen en vrouwen;0 jaar;2046;182804
74;Totaal mannen en vrouwen;0 jaar;2047;182854
75;Totaal mannen en vrouwen;0 jaar;2048;183183
76;Totaal mannen en vrouwen;0 jaar;2049;183774
77;Totaal mannen en vrouwen;0 jaar;2050;184583
78;Totaal mannen en vrouwen;0 jaar;2051;185558
79;Totaal mannen en vrouwen;0 jaar;2052;186643
80;Totaal mannen en vrouwen;0 jaar;2053;187791
81;Totaal mannen en vrouwen;0 jaar;2054;188953
82;Totaal mannen en vrouwen;0 jaar;2055;190080
83;Totaal mannen en vrouwen;0 jaar;2056;191135
84;Totaal mannen en vrouwen;0 jaar;2057;192083
85;Totaal mannen en vrouwen;0 jaar;2058;192901
86;Totaal mannen en vrouwen;0 jaar;2059;193564
87;Totaal mannen en vrouwen;0 jaar;2060;194066
88;Totaal mannen en vrouwen;1 jaar;2017;171688
89;Totaal mannen en vrouwen;1 jaar;2018;174004
90;Totaal mannen en vrouwen;1 jaar;2019;176801
91;Totaal mannen en vrouwen;1 jaar;2020;178838
92;Totaal mannen en vrouwen;1 jaar;2021;181757
93;Totaal mannen en vrouwen;1 jaar;2022;184070
94;Totaal mannen en vrouwen;1 jaar;2023;186305
95;Totaal mannen en vrouwen;1 jaar;2024;188729
96;Totaal mannen en vrouwen;1 jaar;2025;190963
97;Totaal mannen en vrouwen;1 jaar;2026;192914
98;Totaal mannen en vrouwen;1 jaar;2027;194367
99;Totaal mannen en vrouwen;1 jaar;2028;195427
100;Totaal mannen en vrouwen;1 jaar;2029;196196
101;Totaal mannen en vrouwen;1 jaar;2030;196724
102;Totaal mannen en vrouwen;1 jaar;2031;197006
103;Totaal mannen en vrouwen;1 jaar;2032;197011
104;Totaal mannen en vrouwen;1 jaar;2033;196751
105;Totaal mannen en vrouwen;1 jaar;2034;196238
106;Totaal mannen en vrouwen;1 jaar;2035;195470
107;Totaal mannen en vrouwen;1 jaar;2036;194476
108;Totaal mannen en vrouwen;1 jaar;2037;193285
109;Totaal mannen en vrouwen;1 jaar;2038;191976
110;Totaal mannen en vrouwen;1 jaar;2039;190611
111;Totaal mannen en vrouwen;1 jaar;2040;189263
112;Totaal mannen en vrouwen;1 jaar;2041;187975
113;Totaal mannen en vrouwen;1 jaar;2042;186789
114;Totaal mannen en vrouwen;1 jaar;2043;185731
115;Totaal mannen en vrouwen;1 jaar;2044;184822
116;Totaal mannen en vrouwen;1 jaar;2045;184104
117;Totaal mannen en vrouwen;1 jaar;2046;183617
118;Totaal mannen en vrouwen;1 jaar;2047;183392
119;Totaal mannen en vrouwen;1 jaar;2048;183448
120;Totaal mannen en vrouwen;1 jaar;2049;183780
121;Totaal mannen en vrouwen;1 jaar;2050;184379
122;Totaal mannen en vrouwen;1 jaar;2051;185189
123;Totaal mannen en vrouwen;1 jaar;2052;186165
124;Totaal mannen en vrouwen;1 jaar;2053;187249
125;Totaal mannen en vrouwen;1 jaar;2054;188398
126;Totaal mannen en vrouwen;1 jaar;2055;189555
127;Totaal mannen en vrouwen;1 jaar;2056;190681
128;Totaal mannen en vrouwen;1 jaar;2057;191732
129;Totaal mannen en vrouwen;1 jaar;2058;192679
130;Totaal mannen en vrouwen;1 jaar;2059;193496
131;Totaal mannen en vrouwen;1 jaar;2060;194155
132;Totaal mannen en vrouwen;2 jaar;2017;176988
133;Totaal mannen en vrouwen;2 jaar;2018;173028
134;Totaal mannen en vrouwen;2 jaar;2019;174894
135;Totaal mannen en vrouwen;2 jaar;2020;177523
136;Totaal mannen en vrouwen;2 jaar;2021;179478
137;Totaal mannen en vrouwen;2 jaar;2022;182327
138;Totaal mannen en vrouwen;2 jaar;2023;184572
139;Totaal mannen en vrouwen;2 jaar;2024;186786
140;Totaal mannen en vrouwen;2 jaar;2025;189207
141;Totaal mannen en vrouwen;2 jaar;2026;191445
142;Totaal mannen en vrouwen;2 jaar;2027;193390
143;Totaal mannen en vrouwen;2 jaar;2028;194843
144;Totaal mannen en vrouwen;2 jaar;2029;195906
145;Totaal mannen en vrouwen;2 jaar;2030;196680
146;Totaal mannen en vrouwen;2 jaar;2031;197207
147;Totaal mannen en vrouwen;2 jaar;2032;197491
148;Totaal mannen en vrouwen;2 jaar;2033;197499
149;Totaal mannen en vrouwen;2 jaar;2034;197242
150;Totaal mannen en vrouwen;2 jaar;2035;196732
151;Totaal mannen en vrouwen;2 jaar;2036;195970
152;Totaal mannen en vrouwen;2 jaar;2037;194981
153;Totaal mannen en vrouwen;2 jaar;2038;193794
154;Totaal mannen en vrouwen;2 jaar;2039;192488
155;Totaal mannen en vrouwen;2 jaar;2040;191125
156;Totaal mannen en vrouwen;2 jaar;2041;189783
157;Totaal mannen en vrouwen;2 jaar;2042;188498
158;Totaal mannen en vrouwen;2 jaar;2043;187318
159;Totaal mannen en vrouwen;2 jaar;2044;186263
160;Totaal mannen en vrouwen;2 jaar;2045;185361
161;Totaal mannen en vrouwen;2 jaar;2046;184651
162;Totaal mannen en vrouwen;2 jaar;2047;184171
163;Totaal mannen en vrouwen;2 jaar;2048;183952
164;Totaal mannen en vrouwen;2 jaar;2049;184017
165;Totaal mannen en vrouwen;2 jaar;2050;184353
166;Totaal mannen en vrouwen;2 jaar;2051;184956
167;Totaal mannen en vrouwen;2 jaar;2052;185769
168;Totaal mannen en vrouwen;2 jaar;2053;186744
169;Totaal mannen en vrouwen;2 jaar;2054;187829
170;Totaal mannen en vrouwen;2 jaar;2055;188973
171;Totaal mannen en vrouwen;2 jaar;2056;190130
172;Totaal mannen en vrouwen;2 jaar;2057;191254
173;Totaal mannen en vrouwen;2 jaar;2058;192303
174;Totaal mannen en vrouwen;2 jaar;2059;193245
175;Totaal mannen en vrouwen;2 jaar;2060;194062
176;Totaal mannen en vrouwen;3 jaar;2017;173405
177;Totaal mannen en vrouwen;3 jaar;2018;177989
178;Totaal mannen en vrouwen;3 jaar;2019;173724
179;Totaal mannen en vrouwen;3 jaar;2020;175407
180;Totaal mannen en vrouwen;3 jaar;2021;177920
181;Totaal mannen en vrouwen;3 jaar;2022;179811
182;Totaal mannen en vrouwen;3 jaar;2023;182590
183;Totaal mannen en vrouwen;3 jaar;2024;184812
184;Totaal mannen en vrouwen;3 jaar;2025;187017
185;Totaal mannen en vrouwen;3 jaar;2026;189436
186;Totaal mannen en vrouwen;3 jaar;2027;191670
187;Totaal mannen en vrouwen;3 jaar;2028;193613
188;Totaal mannen en vrouwen;3 jaar;2029;195062
189;Totaal mannen en vrouwen;3 jaar;2030;196128
190;Totaal mannen en vrouwen;3 jaar;2031;196898
191;Totaal mannen en vrouwen;3 jaar;2032;197425
192;Totaal mannen en vrouwen;3 jaar;2033;197711
193;Totaal mannen en vrouwen;3 jaar;2034;197725
194;Totaal mannen en vrouwen;3 jaar;2035;197470
195;Totaal mannen en vrouwen;3 jaar;2036;196963
196;Totaal mannen en vrouwen;3 jaar;2037;196204
197;Totaal mannen en vrouwen;3 jaar;2038;195217
198;Totaal mannen en vrouwen;3 jaar;2039;194031
199;Totaal mannen en vrouwen;3 jaar;2040;192728
200;Totaal mannen en vrouwen;3 jaar;2041;191370
201;Totaal mannen en vrouwen;3 jaar;2042;190034
202;Totaal mannen en vrouwen;3 jaar;2043;188758
203;Totaal mannen en vrouwen;3 jaar;2044;187580
204;Totaal mannen en vrouwen;3 jaar;2045;186531
205;Totaal mannen en vrouwen;3 jaar;2046;185636
206;Totaal mannen en vrouwen;3 jaar;2047;184934
207;Totaal mannen en vrouwen;3 jaar;2048;184461
208;Totaal mannen en vrouwen;3 jaar;2049;184248
209;Totaal mannen en vrouwen;3 jaar;2050;184319
210;Totaal mannen en vrouwen;3 jaar;2051;184659
211;Totaal mannen en vrouwen;3 jaar;2052;185266
212;Totaal mannen en vrouwen;3 jaar;2053;186081
213;Totaal mannen en vrouwen;3 jaar;2054;187054
214;Totaal mannen en vrouwen;3 jaar;2055;188137
215;Totaal mannen en vrouwen;3 jaar;2056;189280
216;Totaal mannen en vrouwen;3 jaar;2057;190433
217;Totaal mannen en vrouwen;3 jaar;2058;191554
218;Totaal mannen en vrouwen;3 jaar;2059;192600
219;Totaal mannen en vrouwen;3 jaar;2060;193539
220;Totaal mannen en vrouwen;4 jaar;2017;178151
221;Totaal mannen en vrouwen;4 jaar;2018;174280
222;Totaal mannen en vrouwen;4 jaar;2019;178522
223;Totaal mannen en vrouwen;4 jaar;2020;174195
224;Totaal mannen en vrouwen;4 jaar;2021;175762
225;Totaal mannen en vrouwen;4 jaar;2022;178188
226;Totaal mannen en vrouwen;4 jaar;2023;180014
227;Totaal mannen en vrouwen;4 jaar;2024;182772
228;Totaal mannen en vrouwen;4 jaar;2025;184992
229;Totaal mannen en vrouwen;4 jaar;2026;187197
230;Totaal mannen en vrouwen;4 jaar;2027;189614
231;Totaal mannen en vrouwen;4 jaar;2028;191842
232;Totaal mannen en vrouwen;4 jaar;2029;193783
233;Totaal mannen en vrouwen;4 jaar;2030;195230
234;Totaal mannen en vrouwen;4 jaar;2031;196292
235;Totaal mannen en vrouwen;4 jaar;2032;197061
236;Totaal mannen en vrouwen;4 jaar;2033;197589
237;Totaal mannen en vrouwen;4 jaar;2034;197878
238;Totaal mannen en vrouwen;4 jaar;2035;197894
239;Totaal mannen en vrouwen;4 jaar;2036;197642
240;Totaal mannen en vrouwen;4 jaar;2037;197137
241;Totaal mannen en vrouwen;4 jaar;2038;196380
242;Totaal mannen en vrouwen;4 jaar;2039;195394
243;Totaal mannen en vrouwen;4 jaar;2040;194212
244;Totaal mannen en vrouwen;4 jaar;2041;192913
245;Totaal mannen en vrouwen;4 jaar;2042;191557
246;Totaal mannen en vrouwen;4 jaar;2043;190226
247;Totaal mannen en vrouwen;4 jaar;2044;188954
248;Totaal mannen en vrouwen;4 jaar;2045;187783
249;Totaal mannen en vrouwen;4 jaar;2046;186741
250;Totaal mannen en vrouwen;4 jaar;2047;185855
251;Totaal mannen en vrouwen;4 jaar;2048;185158
252;Totaal mannen en vrouwen;4 jaar;2049;184693
253;Totaal mannen en vrouwen;4 jaar;2050;184487
254;Totaal mannen en vrouwen;4 jaar;2051;184564
255;Totaal mannen en vrouwen;4 jaar;2052;184908
256;Totaal mannen en vrouwen;4 jaar;2053;185516
257;Totaal mannen en vrouwen;4 jaar;2054;186333
258;Totaal mannen en vrouwen;4 jaar;2055;187308
259;Totaal mannen en vrouwen;4 jaar;2056;188390
260;Totaal mannen en vrouwen;4 jaar;2057;189533
261;Totaal mannen en vrouwen;4 jaar;2058;190682
262;Totaal mannen en vrouwen;4 jaar;2059;191799
263;Totaal mannen en vrouwen;4 jaar;2060;192842
264;Totaal mannen en vrouwen;5 jaar;2017;182167
265;Totaal mannen en vrouwen;5 jaar;2018;179012
266;Totaal mannen en vrouwen;5 jaar;2019;174782
267;Totaal mannen en vrouwen;5 jaar;2020;178907
268;Totaal mannen en vrouwen;5 jaar;2021;174548
269;Totaal mannen en vrouwen;5 jaar;2022;176021
270;Totaal mannen en vrouwen;5 jaar;2023;178379
271;Totaal mannen en vrouwen;5 jaar;2024;180193
272;Totaal mannen en vrouwen;5 jaar;2025;182949
273;Totaal mannen en vrouwen;5 jaar;2026;185169
274;Totaal mannen en vrouwen;5 jaar;2027;187373
275;Totaal mannen en vrouwen;5 jaar;2028;189786
276;Totaal mannen en vrouwen;5 jaar;2029;192011
277;Totaal mannen en vrouwen;5 jaar;2030;193946
278;Totaal mannen en vrouwen;5 jaar;2031;195391
279;Totaal mannen en vrouwen;5 jaar;2032;196451
280;Totaal mannen en vrouwen;5 jaar;2033;197217
281;Totaal mannen en vrouwen;5 jaar;2034;197746
282;Totaal mannen en vrouwen;5 jaar;2035;198040
283;Totaal mannen en vrouwen;5 jaar;2036;198060
284;Totaal mannen en vrouwen;5 jaar;2037;197809
285;Totaal mannen en vrouwen;5 jaar;2038;197304
286;Totaal mannen en vrouwen;5 jaar;2039;196551
287;Totaal mannen en vrouwen;5 jaar;2040;195567
288;Totaal mannen en vrouwen;5 jaar;2041;194387
289;Totaal mannen en vrouwen;5 jaar;2042;193094
290;Totaal mannen en vrouwen;5 jaar;2043;191742
291;Totaal mannen en vrouwen;5 jaar;2044;190415
292;Totaal mannen en vrouwen;5 jaar;2045;189148
293;Totaal mannen en vrouwen;5 jaar;2046;187985
294;Totaal mannen en vrouwen;5 jaar;2047;186949
295;Totaal mannen en vrouwen;5 jaar;2048;186071
296;Totaal mannen en vrouwen;5 jaar;2049;185379
297;Totaal mannen en vrouwen;5 jaar;2050;184922
298;Totaal mannen en vrouwen;5 jaar;2051;184725
299;Totaal mannen en vrouwen;5 jaar;2052;184807
300;Totaal mannen en vrouwen;5 jaar;2053;185155
301;Totaal mannen en vrouwen;5 jaar;2054;185766
302;Totaal mannen en vrouwen;5 jaar;2055;186584
303;Totaal mannen en vrouwen;5 jaar;2056;187560
304;Totaal mannen en vrouwen;5 jaar;2057;188640
305;Totaal mannen en vrouwen;5 jaar;2058;189779
306;Totaal mannen en vrouwen;5 jaar;2059;190928
307;Totaal mannen en vrouwen;5 jaar;2060;192042
308;Totaal mannen en vrouwen;6 jaar;2017;186854
309;Totaal mannen en vrouwen;6 jaar;2018;183123
310;Totaal mannen en vrouwen;6 jaar;2019;179556
311;Totaal mannen en vrouwen;6 jaar;2020;175233
312;Totaal mannen en vrouwen;6 jaar;2021;179264
313;Totaal mannen en vrouwen;6 jaar;2022;174869
314;Totaal mannen en vrouwen;6 jaar;2023;176266
315;Totaal mannen en vrouwen;6 jaar;2024;178620
316;Totaal mannen en vrouwen;6 jaar;2025;180442
317;Totaal mannen en vrouwen;6 jaar;2026;183200
318;Totaal mannen en vrouwen;6 jaar;2027;185417
319;Totaal mannen en vrouwen;6 jaar;2028;187619
320;Totaal mannen en vrouwen;6 jaar;2029;190028
321;Totaal mannen en vrouwen;6 jaar;2030;192247
322;Totaal mannen en vrouwen;6 jaar;2031;194176
323;Totaal mannen en vrouwen;6 jaar;2032;195619
324;Totaal mannen en vrouwen;6 jaar;2033;196673
325;Totaal mannen en vrouwen;6 jaar;2034;197441
326;Totaal mannen en vrouwen;6 jaar;2035;197971
327;Totaal mannen en vrouwen;6 jaar;2036;198265
328;Totaal mannen en vrouwen;6 jaar;2037;198286
329;Totaal mannen en vrouwen;6 jaar;2038;198036
330;Totaal mannen en vrouwen;6 jaar;2039;197533
331;Totaal mannen en vrouwen;6 jaar;2040;196780
332;Totaal mannen en vrouwen;6 jaar;2041;195800
333;Totaal mannen en vrouwen;6 jaar;2042;194624
334;Totaal mannen en vrouwen;6 jaar;2043;193338
335;Totaal mannen en vrouwen;6 jaar;2044;191992
336;Totaal mannen en vrouwen;6 jaar;2045;190670
337;Totaal mannen en vrouwen;6 jaar;2046;189408
338;Totaal mannen en vrouwen;6 jaar;2047;188250
339;Totaal mannen en vrouwen;6 jaar;2048;187219
340;Totaal mannen en vrouwen;6 jaar;2049;186345
341;Totaal mannen en vrouwen;6 jaar;2050;185658
342;Totaal mannen en vrouwen;6 jaar;2051;185208
343;Totaal mannen en vrouwen;6 jaar;2052;185016
344;Totaal mannen en vrouwen;6 jaar;2053;185104
345;Totaal mannen en vrouwen;6 jaar;2054;185457
346;Totaal mannen en vrouwen;6 jaar;2055;186069
347;Totaal mannen en vrouwen;6 jaar;2056;186890
348;Totaal mannen en vrouwen;6 jaar;2057;187865
349;Totaal mannen en vrouwen;6 jaar;2058;188943
350;Totaal mannen en vrouwen;6 jaar;2059;190080
351;Totaal mannen en vrouwen;6 jaar;2060;191227
352;Totaal mannen en vrouwen;7 jaar;2017;187680
353;Totaal mannen en vrouwen;7 jaar;2018;187867
354;Totaal mannen en vrouwen;7 jaar;2019;183737
355;Totaal mannen en vrouwen;7 jaar;2020;180043
356;Totaal mannen en vrouwen;7 jaar;2021;175655
357;Totaal mannen en vrouwen;7 jaar;2022;179584
358;Totaal mannen en vrouwen;7 jaar;2023;175141
359;Totaal mannen en vrouwen;7 jaar;2024;176549
360;Totaal mannen en vrouwen;7 jaar;2025;178914
361;Totaal mannen en vrouwen;7 jaar;2026;180753
362;Totaal mannen en vrouwen;7 jaar;2027;183512
363;Totaal mannen en vrouwen;7 jaar;2028;185723
364;Totaal mannen en vrouwen;7 jaar;2029;187926
365;Totaal mannen en vrouwen;7 jaar;2030;190330
366;Totaal mannen en vrouwen;7 jaar;2031;192539
367;Totaal mannen en vrouwen;7 jaar;2032;194461
368;Totaal mannen en vrouwen;7 jaar;2033;195899
369;Totaal mannen en vrouwen;7 jaar;2034;196951
370;Totaal mannen en vrouwen;7 jaar;2035;197715
371;Totaal mannen en vrouwen;7 jaar;2036;198246
372;Totaal mannen en vrouwen;7 jaar;2037;198539
373;Totaal mannen en vrouwen;7 jaar;2038;198562
374;Totaal mannen en vrouwen;7 jaar;2039;198311
375;Totaal mannen en vrouwen;7 jaar;2040;197808
376;Totaal mannen en vrouwen;7 jaar;2041;197058
377;Totaal mannen en vrouwen;7 jaar;2042;196080
378;Totaal mannen en vrouwen;7 jaar;2043;194907
379;Totaal mannen en vrouwen;7 jaar;2044;193623
380;Totaal mannen en vrouwen;7 jaar;2045;192281
381;Totaal mannen en vrouwen;7 jaar;2046;190964
382;Totaal mannen en vrouwen;7 jaar;2047;189706
383;Totaal mannen en vrouwen;7 jaar;2048;188553
384;Totaal mannen en vrouwen;7 jaar;2049;187526
385;Totaal mannen en vrouwen;7 jaar;2050;186658
386;Totaal mannen en vrouwen;7 jaar;2051;185977
387;Totaal mannen en vrouwen;7 jaar;2052;185528
388;Totaal mannen en vrouwen;7 jaar;2053;185340
389;Totaal mannen en vrouwen;7 jaar;2054;185432
390;Totaal mannen en vrouwen;7 jaar;2055;185788
391;Totaal mannen en vrouwen;7 jaar;2056;186403
392;Totaal mannen en vrouwen;7 jaar;2057;187226
393;Totaal mannen en vrouwen;7 jaar;2058;188200
394;Totaal mannen en vrouwen;7 jaar;2059;189277
395;Totaal mannen en vrouwen;7 jaar;2060;190411
396;Totaal mannen en vrouwen;8 jaar;2017;188080
397;Totaal mannen en vrouwen;8 jaar;2018;188681
398;Totaal mannen en vrouwen;8 jaar;2019;188458
399;Totaal mannen en vrouwen;8 jaar;2020;184226
400;Totaal mannen en vrouwen;8 jaar;2021;180440
401;Totaal mannen en vrouwen;8 jaar;2022;175984
402;Totaal mannen en vrouwen;8 jaar;2023;179809
403;Totaal mannen en vrouwen;8 jaar;2024;175406
404;Totaal mannen en vrouwen;8 jaar;2025;176837
405;Totaal mannen en vrouwen;8 jaar;2026;179218
406;Totaal mannen en vrouwen;8 jaar;2027;181064
407;Totaal mannen en vrouwen;8 jaar;2028;183820
408;Totaal mannen en vrouwen;8 jaar;2029;186032
409;Totaal mannen en vrouwen;8 jaar;2030;188234
410;Totaal mannen en vrouwen;8 jaar;2031;190629
411;Totaal mannen en vrouwen;8 jaar;2032;192829
412;Totaal mannen en vrouwen;8 jaar;2033;194747
413;Totaal mannen en vrouwen;8 jaar;2034;196181
414;Totaal mannen en vrouwen;8 jaar;2035;197230
415;Totaal mannen en vrouwen;8 jaar;2036;197995
416;Totaal mannen en vrouwen;8 jaar;2037;198522
417;Totaal mannen en vrouwen;8 jaar;2038;198813
418;Totaal mannen en vrouwen;8 jaar;2039;198835
419;Totaal mannen en vrouwen;8 jaar;2040;198583
420;Totaal mannen en vrouwen;8 jaar;2041;198081
421;Totaal mannen en vrouwen;8 jaar;2042;197333
422;Totaal mannen en vrouwen;8 jaar;2043;196359
423;Totaal mannen en vrouwen;8 jaar;2044;195187
424;Totaal mannen en vrouwen;8 jaar;2045;193907
425;Totaal mannen en vrouwen;8 jaar;2046;192567
426;Totaal mannen en vrouwen;8 jaar;2047;191254
427;Totaal mannen en vrouwen;8 jaar;2048;190001
428;Totaal mannen en vrouwen;8 jaar;2049;188853
429;Totaal mannen en vrouwen;8 jaar;2050;187830
430;Totaal mannen en vrouwen;8 jaar;2051;186966
431;Totaal mannen en vrouwen;8 jaar;2052;186288
432;Totaal mannen en vrouwen;8 jaar;2053;185847
433;Totaal mannen en vrouwen;8 jaar;2054;185663
434;Totaal mannen en vrouwen;8 jaar;2055;185757
435;Totaal mannen en vrouwen;8 jaar;2056;186114
436;Totaal mannen en vrouwen;8 jaar;2057;186730
437;Totaal mannen en vrouwen;8 jaar;2058;187551
438;Totaal mannen en vrouwen;8 jaar;2059;188526
439;Totaal mannen en vrouwen;8 jaar;2060;189602
440;Totaal mannen en vrouwen;9 jaar;2017;184787
441;Totaal mannen en vrouwen;9 jaar;2018;189071
442;Totaal mannen en vrouwen;9 jaar;2019;189305
443;Totaal mannen en vrouwen;9 jaar;2020;188961
444;Totaal mannen en vrouwen;9 jaar;2021;184654
445;Totaal mannen en vrouwen;9 jaar;2022;180769
446;Totaal mannen en vrouwen;9 jaar;2023;176247
447;Totaal mannen en vrouwen;9 jaar;2024;180050
448;Totaal mannen en vrouwen;9 jaar;2025;175705
449;Totaal mannen en vrouwen;9 jaar;2026;177160
450;Totaal mannen en vrouwen;9 jaar;2027;179554
451;Totaal mannen en vrouwen;9 jaar;2028;181408
452;Totaal mannen en vrouwen;9 jaar;2029;184162
453;Totaal mannen en vrouwen;9 jaar;2030;186370
454;Totaal mannen en vrouwen;9 jaar;2031;188568
455;Totaal mannen en vrouwen;9 jaar;2032;190958
456;Totaal mannen en vrouwen;9 jaar;2033;193153
457;Totaal mannen en vrouwen;9 jaar;2034;195062
458;Totaal mannen en vrouwen;9 jaar;2035;196492
459;Totaal mannen en vrouwen;9 jaar;2036;197541
460;Totaal mannen en vrouwen;9 jaar;2037;198302
461;Totaal mannen en vrouwen;9 jaar;2038;198829
462;Totaal mannen en vrouwen;9 jaar;2039;199117
463;Totaal mannen en vrouwen;9 jaar;2040;199139
464;Totaal mannen en vrouwen;9 jaar;2041;198890
465;Totaal mannen en vrouwen;9 jaar;2042;198389
466;Totaal mannen en vrouwen;9 jaar;2043;197644
467;Totaal mannen en vrouwen;9 jaar;2044;196673
468;Totaal mannen en vrouwen;9 jaar;2045;195501
469;Totaal mannen en vrouwen;9 jaar;2046;194224
470;Totaal mannen en vrouwen;9 jaar;2047;192889
471;Totaal mannen en vrouwen;9 jaar;2048;191579
472;Totaal mannen en vrouwen;9 jaar;2049;190328
473;Totaal mannen en vrouwen;9 jaar;2050;189187
474;Totaal mannen en vrouwen;9 jaar;2051;188165
475;Totaal mannen en vrouwen;9 jaar;2052;187305
476;Totaal mannen en vrouwen;9 jaar;2053;186631
477;Totaal mannen en vrouwen;9 jaar;2054;186197
478;Totaal mannen en vrouwen;9 jaar;2055;186014
479;Totaal mannen en vrouwen;9 jaar;2056;186108
480;Totaal mannen en vrouwen;9 jaar;2057;186467
481;Totaal mannen en vrouwen;9 jaar;2058;187083
482;Totaal mannen en vrouwen;9 jaar;2059;187904
483;Totaal mannen en vrouwen;9 jaar;2060;188881
484;Totaal mannen en vrouwen;10 jaar;2017;188210
485;Totaal mannen en vrouwen;10 jaar;2018;185731
486;Totaal mannen en vrouwen;10 jaar;2019;189661
487;Totaal mannen en vrouwen;10 jaar;2020;189790
488;Totaal mannen en vrouwen;10 jaar;2021;189357
489;Totaal mannen en vrouwen;10 jaar;2022;184958
