ID;Inkomensbestanddelen;KenmerkenVanHuishoudens;Perioden;ParticuliereHuishoudens_1;ParticuliereHuishoudensRelatief_2;TotaalInkomen_3;GemiddeldInkomen_4;MediaanInkomen_5;AandeelVanBrutoInkomen_6
3139;1.3 Sociale lasten van werkgever;Hoofdkostwinner: 85 jaar of ouder;2017;5.0;2.0;37.0;7.4;6.7;0.5
3140;1.3 Sociale lasten van werkgever;Hoofdkostwinner: 85 jaar of ouder;2018;5.2;2.0;40.0;7.7;7.1;0.5
3141;1.3 Sociale lasten van werkgever;Hoofdkostwinner: 85 jaar of ouder;2019;5.5;2.1;44.0;8.0;7.2;0.5
3142;1.3 Sociale lasten van werkgever;Hoofdkostwinner: 85 jaar of ouder;2020;5.6;2.1;45.0;8.1;7.1;0.5
3143;1.3 Sociale lasten van werkgever;Hoofdkostwinner: 85 jaar of ouder;2021;5.5;2.0;45.0;8.1;7.2;0.5
3144;1.3 Sociale lasten van werkgever;Hoofdkostwinner: 85 jaar of ouder;2022;5.5;2.0;47.0;8.6;7.5;0.5
3145;1.3 Sociale lasten van werkgever;Hoofdkostwinner: 85 jaar of ouder;2023;5.5;2.0;50.0;9.0;7.9;0.4
3146;1.3 Sociale lasten van werkgever;Hoofdkostwinner: Nederland;2011;3848.0;65.1;47644.0;12.4;11.4;12.8
3147;1.3 Sociale lasten van werkgever;Hoofdkostwinner: Nederland;2012;3838.1;64.6;50236.0;13.1;11.8;13.3
3148;1.3 Sociale lasten van werkgever;Hoofdkostwinner: Nederland;2013;3794.5;63.5;51016.0;13.4;12.1;13.3
3149;1.3 Sociale lasten van werkgever;Hoofdkostwinner: Nederland;2014;3785.1;63.3;51155.0;13.5;12.2;12.8
3150;1.3 Sociale lasten van werkgever;Hoofdkostwinner: Nederland;2015;3784.8;63.0;46395.0;12.3;11.4;11.8
3151;1.3 Sociale lasten van werkgever;Hoofdkostwinner: Nederland;2016;3784.8;62.9;47844.0;12.6;11.8;11.8
3152;1.3 Sociale lasten van werkgever;Hoofdkostwinner: Nederland;2017;3797.7;62.9;49907.0;13.1;12.2;11.7
3153;1.3 Sociale lasten van werkgever;Hoofdkostwinner: Nederland;2018;3815.8;63.1;52347.0;13.7;12.7;12.0
3154;1.3 Sociale lasten van werkgever;Hoofdkostwinner: Nederland;2019;3816.0;63.0;55672.0;14.6;13.4;11.9
3155;1.3 Sociale lasten van werkgever;Hoofdkostwinner: Nederland;2020;3792.6;62.6;56952.0;15.0;13.8;12.0
3156;1.3 Sociale lasten van werkgever;Hoofdkostwinner: Nederland;2021;;;;;;
3157;1.3 Sociale lasten van werkgever;Hoofdkostwinner: Nederland;2022;;;;;;
3158;1.3 Sociale lasten van werkgever;Hoofdkostwinner: Nederland;2023;;;;;;
3159;1.3 Sociale lasten van werkgever;Hoofdkostwinner: westers;2011;460.4;64.0;5220.0;11.3;9.6;12.6
3160;1.3 Sociale lasten van werkgever;Hoofdkostwinner: westers;2012;467.6;63.6;5556.0;11.9;9.6;13.0
3161;1.3 Sociale lasten van werkgever;Hoofdkostwinner: westers;2013;467.9;62.6;5690.0;12.2;9.9;13.0
3162;1.3 Sociale lasten van werkgever;Hoofdkostwinner: westers;2014;474.6;62.6;5776.0;12.2;9.9;12.6
3163;1.3 Sociale lasten van werkgever;Hoofdkostwinner: westers;2015;487.1;62.6;5188.0;10.7;9.2;11.2
3164;1.3 Sociale lasten van werkgever;Hoofdkostwinner: westers;2016;499.0;63.0;5453.0;10.9;9.4;11.3
3165;1.3 Sociale lasten van werkgever;Hoofdkostwinner: westers;2017;514.3;63.5;5825.0;11.3;9.7;11.3
3166;1.3 Sociale lasten van werkgever;Hoofdkostwinner: westers;2018;537.2;64.4;6304.0;11.7;10.0;11.7
3167;1.3 Sociale lasten van werkgever;Hoofdkostwinner: westers;2019;555.0;64.7;6933.0;12.5;10.6;11.8
3168;1.3 Sociale lasten van werkgever;Hoofdkostwinner: westers;2020;569.8;64.5;7404.0;13.0;11.2;12.0
3169;1.3 Sociale lasten van werkgever;Hoofdkostwinner: westers;2021;;;;;;
3170;1.3 Sociale lasten van werkgever;Hoofdkostwinner: westers;2022;;;;;;
3171;1.3 Sociale lasten van werkgever;Hoofdkostwinner: westers;2023;;;;;;
3172;1.3 Sociale lasten van werkgever;Hoofdkostwinner: niet-westers;2011;511.6;71.4;4047.0;7.9;6.4;13.3
3173;1.3 Sociale lasten van werkgever;Hoofdkostwinner: niet-westers;2012;512.6;69.9;4295.0;8.4;6.5;13.6
3174;1.3 Sociale lasten van werkgever;Hoofdkostwinner: niet-westers;2013;507.3;67.9;4424.0;8.7;6.9;13.5
3175;1.3 Sociale lasten van werkgever;Hoofdkostwinner: niet-westers;2014;511.4;67.3;4533.0;8.9;7.0;13.2
3176;1.3 Sociale lasten van werkgever;Hoofdkostwinner: niet-westers;2015;524.0;67.1;4318.0;8.2;6.7;12.1
3177;1.3 Sociale lasten van werkgever;Hoofdkostwinner: niet-westers;2016;543.7;67.2;4636.0;8.5;6.9;12.2
3178;1.3 Sociale lasten van werkgever;Hoofdkostwinner: niet-westers;2017;574.0;67.9;5115.0;8.9;7.2;12.3
3179;1.3 Sociale lasten van werkgever;Hoofdkostwinner: niet-westers;2018;613.3;69.7;5735.0;9.4;7.5;12.6
3180;1.3 Sociale lasten van werkgever;Hoofdkostwinner: niet-westers;2019;644.3;70.5;6488.0;10.1;8.0;12.9
3181;1.3 Sociale lasten van werkgever;Hoofdkostwinner: niet-westers;2020;659.8;69.4;7147.0;10.8;8.9;13.0
3182;1.3 Sociale lasten van werkgever;Hoofdkostwinner: niet-westers;2021;;;;;;
3183;1.3 Sociale lasten van werkgever;Hoofdkostwinner: niet-westers;2022;;;;;;
3184;1.3 Sociale lasten van werkgever;Hoofdkostwinner: niet-westers;2023;;;;;;
3185;1.3 Sociale lasten van werkgever;Bron: Inkomen als werknemer/zelfstandige;2011;4266.5;93.4;56070.0;13.1;11.9;16.1
3186;1.3 Sociale lasten van werkgever;Bron: Inkomen als werknemer/zelfstandige;2012;4255.0;93.3;59217.0;13.9;12.5;16.8
3187;1.3 Sociale lasten van werkgever;Bron: Inkomen als werknemer/zelfstandige;2013;4210.8;93.0;60177.0;14.3;12.8;16.9
3188;1.3 Sociale lasten van werkgever;Bron: Inkomen als werknemer/zelfstandige;2014;4199.9;92.9;60377.0;14.4;12.9;16.4
3189;1.3 Sociale lasten van werkgever;Bron: Inkomen als werknemer/zelfstandige;2015;4248.2;92.8;54975.0;12.9;12.0;15.0
3190;1.3 Sociale lasten van werkgever;Bron: Inkomen als werknemer/zelfstandige;2016;4303.1;92.8;56953.0;13.2;12.2;15.0
3191;1.3 Sociale lasten van werkgever;Bron: Inkomen als werknemer/zelfstandige;2017;4374.1;92.9;59790.0;13.7;12.6;15.0
3192;1.3 Sociale lasten van werkgever;Bron: Inkomen als werknemer/zelfstandige;2018;4484.3;92.9;63365.0;14.1;13.0;15.1
3193;1.3 Sociale lasten van werkgever;Bron: Inkomen als werknemer/zelfstandige;2019;4555.3;92.7;67965.0;14.9;13.6;15.0
3194;1.3 Sociale lasten van werkgever;Bron: Inkomen als werknemer/zelfstandige;2020;4556.0;92.8;70359.0;15.4;14.1;15.2
3195;1.3 Sociale lasten van werkgever;Bron: Inkomen als werknemer/zelfstandige;2021;4604.3;92.6;71909.0;15.6;14.2;14.8
3196;1.3 Sociale lasten van werkgever;Bron: Inkomen als werknemer/zelfstandige;2022;4722.3;92.4;79668.0;16.9;15.4;15.0
3197;1.3 Sociale lasten van werkgever;Bron: Inkomen als werknemer/zelfstandige;2023;4787.4;92.3;86410.0;18.0;16.2;15.1
3198;1.3 Sociale lasten van werkgever;Bron: Inkomen als werknemer;2011;3945.8;99.8;54803.0;13.9;12.6;18.5
3199;1.3 Sociale lasten van werkgever;Bron: Inkomen als werknemer;2012;3936.6;99.8;57910.0;14.7;13.3;19.2
3200;1.3 Sociale lasten van werkgever;Bron: Inkomen als werknemer;2013;3894.7;99.7;58808.0;15.1;13.6;19.2
3201;1.3 Sociale lasten van werkgever;Bron: Inkomen als werknemer;2014;3874.4;99.7;58907.0;15.2;13.7;19.0
3202;1.3 Sociale lasten van werkgever;Bron: Inkomen als werknemer;2015;3908.8;99.7;53509.0;13.7;12.8;17.2
3203;1.3 Sociale lasten van werkgever;Bron: Inkomen als werknemer;2016;3948.0;99.7;55334.0;14.0;13.1;17.3
3204;1.3 Sociale lasten van werkgever;Bron: Inkomen als werknemer;2017;4008.3;99.7;58035.0;14.5;13.5;17.4
3205;1.3 Sociale lasten van werkgever;Bron: Inkomen als werknemer;2018;4099.3;99.7;61402.0;15.0;13.9;17.6
3206;1.3 Sociale lasten van werkgever;Bron: Inkomen als werknemer;2019;4162.3;99.6;65869.0;15.8;14.6;17.9
3207;1.3 Sociale lasten van werkgever;Bron: Inkomen als werknemer;2020;4178.1;99.6;68193.0;16.3;15.1;17.7
3208;1.3 Sociale lasten van werkgever;Bron: Inkomen als werknemer;2021;4204.5;99.6;69530.0;16.5;15.2;17.3
3209;1.3 Sociale lasten van werkgever;Bron: Inkomen als werknemer;2022;4296.6;99.7;76964.0;17.9;16.6;17.6
3210;1.3 Sociale lasten van werkgever;Bron: Inkomen als werknemer;2023;4357.1;99.7;83488.0;19.2;17.5;17.7
3211;1.3 Sociale lasten van werkgever;Bron: Inkomen als zelfstandige (totaal);2011;320.8;52.3;1266.0;3.9;2.2;2.5
3212;1.3 Sociale lasten van werkgever;Bron: Inkomen als zelfstandige (totaal);2012;318.5;51.6;1307.0;4.1;2.2;2.6
3213;1.3 Sociale lasten van werkgever;Bron: Inkomen als zelfstandige (totaal);2013;316.1;51.0;1369.0;4.3;2.5;2.7
3214;1.3 Sociale lasten van werkgever;Bron: Inkomen als zelfstandige (totaal);2014;325.6;51.1;1470.0;4.5;2.8;2.5
3215;1.3 Sociale lasten van werkgever;Bron: Inkomen als zelfstandige (totaal);2015;339.4;51.6;1466.0;4.3;2.8;2.7
3216;1.3 Sociale lasten van werkgever;Bron: Inkomen als zelfstandige (totaal);2016;355.0;52.4;1619.0;4.6;3.1;2.7
3217;1.3 Sociale lasten van werkgever;Bron: Inkomen als zelfstandige (totaal);2017;365.8;53.3;1755.0;4.8;3.3;2.7
3218;1.3 Sociale lasten van werkgever;Bron: Inkomen als zelfstandige (totaal);2018;385.0;53.9;1963.0;5.1;3.6;2.8
3219;1.3 Sociale lasten van werkgever;Bron: Inkomen als zelfstandige (totaal);2019;392.9;53.5;2096.0;5.3;3.8;2.5
3220;1.3 Sociale lasten van werkgever;Bron: Inkomen als zelfstandige (totaal);2020;378.0;52.7;2166.0;5.7;4.3;2.8
3221;1.3 Sociale lasten van werkgever;Bron: Inkomen als zelfstandige (totaal);2021;399.8;53.2;2378.0;5.9;4.5;2.8
3222;1.3 Sociale lasten van werkgever;Bron: Inkomen als zelfstandige (totaal);2022;425.7;53.4;2705.0;6.4;4.8;2.9
3223;1.3 Sociale lasten van werkgever;Bron: Inkomen als zelfstandige (totaal);2023;430.2;52.7;2922.0;6.8;5.1;2.9
3224;1.3 Sociale lasten van werkgever;Bron: Inkomen als zelfstandig ondernemer;2011;215.2;49.4;740.0;3.4;1.9;2.4
3225;1.3 Sociale lasten van werkgever;Bron: Inkomen als zelfstandig ondernemer;2012;213.6;48.4;752.0;3.5;1.9;2.5
3226;1.3 Sociale lasten van werkgever;Bron: Inkomen als zelfstandig ondernemer;2013;212.0;47.8;788.0;3.7;2.1;2.6
3227;1.3 Sociale lasten van werkgever;Bron: Inkomen als zelfstandig ondernemer;2014;219.9;48.1;861.0;3.9;2.3;2.6
3228;1.3 Sociale lasten van werkgever;Bron: Inkomen als zelfstandig ondernemer;2015;231.9;48.7;875.0;3.8;2.3;2.5
3229;1.3 Sociale lasten van werkgever;Bron: Inkomen als zelfstandig ondernemer;2016;244.2;49.4;980.0;4.0;2.5;2.6
3230;1.3 Sociale lasten van werkgever;Bron: Inkomen als zelfstandig ondernemer;2017;254.9;50.2;1080.0;4.2;2.7;2.6
3231;1.3 Sociale lasten van werkgever;Bron: Inkomen als zelfstandig ondernemer;2018;267.8;50.9;1211.0;4.5;3.0;2.7
3232;1.3 Sociale lasten van werkgever;Bron: Inkomen als zelfstandig ondernemer;2019;273.0;50.3;1323.0;4.8;3.3;2.8
3233;1.3 Sociale lasten van werkgever;Bron: Inkomen als zelfstandig ondernemer;2020;258.0;49.2;1356.0;5.3;3.8;2.8
3234;1.3 Sociale lasten van werkgever;Bron: Inkomen als zelfstandig ondernemer;2021;274.2;49.6;1498.0;5.5;3.9;2.8
3235;1.3 Sociale lasten van werkgever;Bron: Inkomen als zelfstandig ondernemer;2022;291.8;50.0;1709.0;5.9;4.2;2.9
3236;1.3 Sociale lasten van werkgever;Bron: Inkomen als zelfstandig ondernemer;2023;294.2;49.2;1837.0;6.2;4.5;3.0
3237;1.3 Sociale lasten van werkgever;Bron: Inkomen als dir.-grootaandeelh.;2011;96.6;61.3;507.0;5.3;3.9;2.6
3238;1.3 Sociale lasten van werkgever;Bron: Inkomen als dir.-grootaandeelh.;2012;96.5;61.6;536.0;5.6;4.0;2.7
3239;1.3 Sociale lasten van werkgever;Bron: Inkomen als dir.-grootaandeelh.;2013;94.6;61.4;560.0;5.9;4.6;3.0
3240;1.3 Sociale lasten van werkgever;Bron: Inkomen als dir.-grootaandeelh.;2014;95.3;61.6;586.0;6.1;4.9;2.4
3241;1.3 Sociale lasten van werkgever;Bron: Inkomen als dir.-grootaandeelh.;2015;97.5;62.2;570.0;5.8;4.8;3.0
3242;1.3 Sociale lasten van werkgever;Bron: Inkomen als dir.-grootaandeelh.;2016;100.9;63.3;617.0;6.1;5.0;2.9
3243;1.3 Sociale lasten van werkgever;Bron: Inkomen als dir.-grootaandeelh.;2017;101.3;64.9;652.0;6.4;5.4;2.9
3244;1.3 Sociale lasten van werkgever;Bron: Inkomen als dir.-grootaandeelh.;2018;108.2;65.3;729.0;6.7;5.7;2.8
3245;1.3 Sociale lasten van werkgever;Bron: Inkomen als dir.-grootaandeelh.;2019;111.2;65.6;750.0;6.8;5.6;2.1
3246;1.3 Sociale lasten van werkgever;Bron: Inkomen als dir.-grootaandeelh.;2020;111.7;65.6;787.0;7.0;5.9;2.7
3247;1.3 Sociale lasten van werkgever;Bron: Inkomen als dir.-grootaandeelh.;2021;116.8;66.2;854.0;7.3;6.1;2.9
3248;1.3 Sociale lasten van werkgever;Bron: Inkomen als dir.-grootaandeelh.;2022;123.8;66.0;966.0;7.8;6.6;2.8
3249;1.3 Sociale lasten van werkgever;Bron: Inkomen als dir.-grootaandeelh.;2023;127.4;65.7;1060.0;8.3;7.1;2.7
3250;1.3 Sociale lasten van werkgever;Bron: Inkomen als overige zelfstandige;2011;8.9;44.9;19.0;2.2;0.8;2.2
3251;1.3 Sociale lasten van werkgever;Bron: Inkomen als overige zelfstandige;2012;8.5;43.8;18.0;2.2;0.8;2.3
3252;1.3 Sociale lasten van werkgever;Bron: Inkomen als overige zelfstandige;2013;9.5;42.8;21.0;2.3;0.9;2.3
3253;1.3 Sociale lasten van werkgever;Bron: Inkomen als overige zelfstandige;2014;10.3;41.8;23.0;2.2;0.9;2.2
3254;1.3 Sociale lasten van werkgever;Bron: Inkomen als overige zelfstandige;2015;10.0;41.6;21.0;2.1;0.9;2.1
3255;1.3 Sociale lasten van werkgever;Bron: Inkomen als overige zelfstandige;2016;10.0;42.0;22.0;2.2;1.0;2.2
3256;1.3 Sociale lasten van werkgever;Bron: Inkomen als overige zelfstandige;2017;9.7;42.0;23.0;2.4;1.0;2.3
3257;1.3 Sociale lasten van werkgever;Bron: Inkomen als overige zelfstandige;2018;9.0;41.4;23.0;2.6;1.1;2.4
3258;1.3 Sociale lasten van werkgever;Bron: Inkomen als overige zelfstandige;2019;8.8;39.0;22.0;2.5;1.0;2.4
3259;1.3 Sociale lasten van werkgever;Bron: Inkomen als overige zelfstandige;2020;8.2;37.1;23.0;2.8;1.1;2.4
3260;1.3 Sociale lasten van werkgever;Bron: Inkomen als overige zelfstandige;2021;8.8;38.6;26.0;3.0;1.2;2.5
3261;1.3 Sociale lasten van werkgever;Bron: Inkomen als overige zelfstandige;2022;10.0;39.6;29.0;2.9;1.1;2.5
3262;1.3 Sociale lasten van werkgever;Bron: Inkomen als overige zelfstandige;2023;8.6;36.6;25.0;2.9;1.1;2.4
3263;1.3 Sociale lasten van werkgever;Bron: Overdrachtsinkomen;2011;553.5;19.9;841.0;1.5;0.7;0.9
3264;1.3 Sociale lasten van werkgever;Bron: Overdrachtsinkomen;2012;563.3;19.8;870.0;1.5;0.7;0.9
3265;1.3 Sociale lasten van werkgever;Bron: Overdrachtsinkomen;2013;558.8;19.0;954.0;1.7;0.8;0.9
3266;1.3 Sociale lasten van werkgever;Bron: Overdrachtsinkomen;2014;571.1;19.2;1087.0;1.9;0.8;1.0
3267;1.3 Sociale lasten van werkgever;Bron: Overdrachtsinkomen;2015;547.7;18.3;926.0;1.7;0.8;0.9
3268;1.3 Sociale lasten van werkgever;Bron: Overdrachtsinkomen;2016;524.4;17.6;979.0;1.9;0.8;0.9
3269;1.3 Sociale lasten van werkgever;Bron: Overdrachtsinkomen;2017;511.8;17.1;1057.0;2.1;0.9;0.9
3270;1.3 Sociale lasten van werkgever;Bron: Overdrachtsinkomen;2018;482.0;16.4;1022.0;2.1;1.0;0.9
3271;1.3 Sociale lasten van werkgever;Bron: Overdrachtsinkomen;2019;460.0;15.8;1128.0;2.5;1.1;0.9
3272;1.3 Sociale lasten van werkgever;Bron: Overdrachtsinkomen;2020;466.0;15.6;1145.0;2.5;1.2;0.9
3273;1.3 Sociale lasten van werkgever;Bron: Overdrachtsinkomen;2021;453.2;15.2;1161.0;2.6;1.3;0.9
3274;1.3 Sociale lasten van werkgever;Bron: Overdrachtsinkomen;2022;428.1;14.6;1122.0;2.6;1.3;0.8
3275;1.3 Sociale lasten van werkgever;Bron: Overdrachtsinkomen;2023;441.3;14.9;1235.0;2.8;1.4;0.8
3276;1.3 Sociale lasten van werkgever;Bron: Uitkering inkomensverzekering;2011;394.6;16.9;768.0;1.9;1.0;0.9
3277;1.3 Sociale lasten van werkgever;Bron: Uitkering inkomensverzekering;2012;405.5;17.0;791.0;2.0;1.0;0.9
3278;1.3 Sociale lasten van werkgever;Bron: Uitkering inkomensverzekering;2013;396.4;16.3;861.0;2.2;1.2;0.9
3279;1.3 Sociale lasten van werkgever;Bron: Uitkering inkomensverzekering;2014;398.4;16.2;982.0;2.5;1.3;1.0
3280;1.3 Sociale lasten van werkgever;Bron: Uitkering inkomensverzekering;2015;373.7;15.2;825.0;2.2;1.2;0.8
3281;1.3 Sociale lasten van werkgever;Bron: Uitkering inkomensverzekering;2016;361.2;14.7;878.0;2.4;1.3;0.9
3282;1.3 Sociale lasten van werkgever;Bron: Uitkering inkomensverzekering;2017;361.0;14.6;954.0;2.6;1.3;0.9
3283;1.3 Sociale lasten van werkgever;Bron: Uitkering inkomensverzekering;2018;345.3;14.1;919.0;2.7;1.4;0.9
3284;1.3 Sociale lasten van werkgever;Bron: Uitkering inkomensverzekering;2019;336.9;13.7;1027.0;3.0;1.6;0.9
3285;1.3 Sociale lasten van werkgever;Bron: Uitkering inkomensverzekering;2020;346.1;13.9;1032.0;3.0;1.6;0.9
3286;1.3 Sociale lasten van werkgever;Bron: Uitkering inkomensverzekering;2021;337.4;13.4;1047.0;3.1;1.7;0.9
3287;1.3 Sociale lasten van werkgever;Bron: Uitkering inkomensverzekering;2022;317.0;12.7;1007.0;3.2;1.7;0.8
3288;1.3 Sociale lasten van werkgever;Bron: Uitkering inkomensverzekering;2023;327.1;13.0;1114.0;3.4;1.8;0.8
3289;1.3 Sociale lasten van werkgever;Bron: Uitkering werkloosheid;2011;52.6;64.0;89.0;1.7;1.1;3.0
3290;1.3 Sociale lasten van werkgever;Bron: Uitkering werkloosheid;2012;61.8;64.5;107.0;1.7;1.2;3.1
3291;1.3 Sociale lasten van werkgever;Bron: Uitkering werkloosheid;2013;77.6;64.1;147.0;1.9;1.3;3.2
3292;1.3 Sociale lasten van werkgever;Bron: Uitkering werkloosheid;2014;79.3;62.4;157.0;2.0;1.4;3.2
3293;1.3 Sociale lasten van werkgever;Bron: Uitkering werkloosheid;2015;67.3;59.9;132.0;2.0;1.3;3.0
3294;1.3 Sociale lasten van werkgever;Bron: Uitkering werkloosheid;2016;55.9;58.8;114.0;2.0;1.4;3.0
3295;1.3 Sociale lasten van werkgever;Bron: Uitkering werkloosheid;2017;45.6;59.0;96.0;2.1;1.4;3.0
3296;1.3 Sociale lasten van werkgever;Bron: Uitkering werkloosheid;2018;35.2;58.1;79.0;2.2;1.5;3.0
3297;1.3 Sociale lasten van werkgever;Bron: Uitkering werkloosheid;2019;29.5;57.2;70.0;2.4;1.6;3.1
3298;1.3 Sociale lasten van werkgever;Bron: Uitkering werkloosheid;2020;34.9;61.5;81.0;2.3;1.7;3.4
3299;1.3 Sociale lasten van werkgever;Bron: Uitkering werkloosheid;2021;28.1;61.2;63.0;2.3;1.7;3.4
3300;1.3 Sociale lasten van werkgever;Bron: Uitkering werkloosheid;2022;17.7;57.9;44.0;2.5;1.8;3.2
3301;1.3 Sociale lasten van werkgever;Bron: Uitkering werkloosheid;2023;18.2;59.8;47.0;2.6;1.9;3.3
3302;1.3 Sociale lasten van werkgever;Bron: Uitkering arbeidsongeschiktheid;2011;87.6;33.7;170.0;1.9;1.3;1.9
3303;1.3 Sociale lasten van werkgever;Bron: Uitkering arbeidsongeschiktheid;2012;88.5;33.9;176.0;2.0;1.3;1.9
3304;1.3 Sociale lasten van werkgever;Bron: Uitkering arbeidsongeschiktheid;2013;87.9;33.3;192.0;2.2;1.5;2.0
3305;1.3 Sociale lasten van werkgever;Bron: Uitkering arbeidsongeschiktheid;2014;87.0;33.4;198.0;2.3;1.6;2.1
3306;1.3 Sociale lasten van werkgever;Bron: Uitkering arbeidsongeschiktheid;2015;85.6;33.1;189.0;2.2;1.5;2.0
3307;1.3 Sociale lasten van werkgever;Bron: Uitkering arbeidsongeschiktheid;2016;86.0;33.1;198.0;2.3;1.6;2.0
3308;1.3 Sociale lasten van werkgever;Bron: Uitkering arbeidsongeschiktheid;2017;87.0;33.0;208.0;2.4;1.6;2.0
3309;1.3 Sociale lasten van werkgever;Bron: Uitkering arbeidsongeschiktheid;2018;88.1;33.1;220.0;2.5;1.7;2.1
3310;1.3 Sociale lasten van werkgever;Bron: Uitkering arbeidsongeschiktheid;2019;86.0;32.1;230.0;2.7;1.8;2.1
3311;1.3 Sociale lasten van werkgever;Bron: Uitkering arbeidsongeschiktheid;2020;84.9;31.1;243.0;2.9;2.0;2.1
3312;1.3 Sociale lasten van werkgever;Bron: Uitkering arbeidsongeschiktheid;2021;82.9;30.8;235.0;2.8;2.0;2.1
3313;1.3 Sociale lasten van werkgever;Bron: Uitkering arbeidsongeschiktheid;2022;80.5;30.4;247.0;3.1;2.2;2.1
3314;1.3 Sociale lasten van werkgever;Bron: Uitkering arbeidsongeschiktheid;2023;84.9;30.9;287.0;3.4;2.4;2.1
3315;1.3 Sociale lasten van werkgever;Bron: Uitkering pensioen;2011;254.4;12.8;509.0;2.0;0.9;0.7
3316;1.3 Sociale lasten van werkgever;Bron: Uitkering pensioen;2012;255.3;12.6;508.0;2.0;0.9;0.6
3317;1.3 Sociale lasten van werkgever;Bron: Uitkering pensioen;2013;230.9;11.3;521.0;2.3;1.0;0.6
3318;1.3 Sociale lasten van werkgever;Bron: Uitkering pensioen;2014;232.2;11.2;626.0;2.7;1.1;0.7
3319;1.3 Sociale lasten van werkgever;Bron: Uitkering pensioen;2015;220.7;10.6;503.0;2.3;1.0;0.6
3320;1.3 Sociale lasten van werkgever;Bron: Uitkering pensioen;2016;219.4;10.4;566.0;2.6;1.1;0.6
3321;1.3 Sociale lasten van werkgever;Bron: Uitkering pensioen;2017;228.4;10.7;650.0;2.8;1.2;0.7
3322;1.3 Sociale lasten van werkgever;Bron: Uitkering pensioen;2018;221.9;10.4;621.0;2.8;1.2;0.7
3323;1.3 Sociale lasten van werkgever;Bron: Uitkering pensioen;2019;221.4;10.4;727.0;3.3;1.4;0.7
3324;1.3 Sociale lasten van werkgever;Bron: Uitkering pensioen;2020;226.4;10.4;709.0;3.1;1.4;0.7
3325;1.3 Sociale lasten van werkgever;Bron: Uitkering pensioen;2021;226.4;10.3;749.0;3.3;1.6;0.7
3326;1.3 Sociale lasten van werkgever;Bron: Uitkering pensioen;2022;218.9;9.9;716.0;3.3;1.5;0.6
3327;1.3 Sociale lasten van werkgever;Bron: Uitkering pensioen;2023;224.1;10.1;780.0;3.5;1.6;0.6
3328;1.3 Sociale lasten van werkgever;Bron: Uitkering sociale voorziening;2011;91.9;26.2;58.0;0.6;0.4;0.8
3329;1.3 Sociale lasten van werkgever;Bron: Uitkering sociale voorziening;2012;92.7;25.2;61.0;0.7;0.4;0.8
3330;1.3 Sociale lasten van werkgever;Bron: Uitkering sociale voorziening;2013;96.6;24.2;72.0;0.7;0.5;0.9
3331;1.3 Sociale lasten van werkgever;Bron: Uitkering sociale voorziening;2014;103.6;25.3;82.0;0.8;0.5;0.9
3332;1.3 Sociale lasten van werkgever;Bron: Uitkering sociale voorziening;2015;104.8;24.8;79.0;0.8;0.5;0.9
3333;1.3 Sociale lasten van werkgever;Bron: Uitkering sociale voorziening;2016;109.3;25.1;83.0;0.8;0.5;0.9
3334;1.3 Sociale lasten van werkgever;Bron: Uitkering sociale voorziening;2017;113.8;25.4;89.0;0.8;0.6;0.9
3335;1.3 Sociale lasten van werkgever;Bron: Uitkering sociale voorziening;2018;113.2;26.3;93.0;0.8;0.6;1.0
3336;1.3 Sociale lasten van werkgever;Bron: Uitkering sociale voorziening;2019;105.5;25.6;94.0;0.9;0.7;1.0
3337;1.3 Sociale lasten van werkgever;Bron: Uitkering sociale voorziening;2020;103.8;23.7;105.0;1.0;0.7;1.0
3338;1.3 Sociale lasten van werkgever;Bron: Uitkering sociale voorziening;2021;100.9;24.0;106.0;1.1;0.8;1.1
3339;1.3 Sociale lasten van werkgever;Bron: Uitkering sociale voorziening;2022;98.3;23.5;108.0;1.1;0.8;1.1
3340;1.3 Sociale lasten van werkgever;Bron: Uitkering sociale voorziening;2023;95.3;23.1;113.0;1.2;0.9;1.0
3341;1.3 Sociale lasten van werkgever;Bron: Uitkering bijstand;2011;72.7;27.9;40.0;0.6;0.4;0.8
3342;1.3 Sociale lasten van werkgever;Bron: Uitkering bijstand;2012;72.1;26.7;42.0;0.6;0.4;0.8
3343;1.3 Sociale lasten van werkgever;Bron: Uitkering bijstand;2013;74.9;25.8;49.0;0.7;0.5;0.8
3344;1.3 Sociale lasten van werkgever;Bron: Uitkering bijstand;2014;80.0;26.3;57.0;0.7;0.5;0.9
3345;1.3 Sociale lasten van werkgever;Bron: Uitkering bijstand;2015;80.1;25.8;53.0;0.7;0.5;0.8
3346;1.3 Sociale lasten van werkgever;Bron: Uitkering bijstand;2016;83.0;25.8;56.0;0.7;0.5;0.8
3347;1.3 Sociale lasten van werkgever;Bron: Uitkering bijstand;2017;86.7;26.4;60.0;0.7;0.5;0.9
3348;1.3 Sociale lasten van werkgever;Bron: Uitkering bijstand;2018;87.4;27.7;65.0;0.7;0.5;0.9
3349;1.3 Sociale lasten van werkgever;Bron: Uitkering bijstand;2019;81.2;27.1;66.0;0.8;0.6;1.0
3350;1.3 Sociale lasten van werkgever;Bron: Uitkering bijstand;2020;74.1;24.8;69.0;0.9;0.7;1.0
3351;1.3 Sociale lasten van werkgever;Bron: Uitkering bijstand;2021;73.5;25.3;71.0;1.0;0.7;1.0
