ID;Geslacht;LeeftijdPersoon;Persoonskenmerken;HemelsbredeAfstandTotOuder;GeslachtInNederlandWonendeOuder;RegioS;PersonenVan18JaarOfOuder_1
4317;Totaal mannen en vrouwen;20300;Totaal personen;Hemelsbrede afstand 10 tot 25 km;Mannen;Grave;580
4318;Totaal mannen en vrouwen;20300;Totaal personen;Hemelsbrede afstand 10 tot 25 km;Mannen;'s-Gravenhage (gemeente);14220
4319;Totaal mannen en vrouwen;20300;Totaal personen;Hemelsbrede afstand 10 tot 25 km;Mannen;Groesbeek;590
4320;Totaal mannen en vrouwen;20300;Totaal personen;Hemelsbrede afstand 10 tot 25 km;Mannen;Groningen (gemeente);15570
4321;Totaal mannen en vrouwen;20300;Totaal personen;Hemelsbrede afstand 10 tot 25 km;Mannen;Grootegast;600
4322;Totaal mannen en vrouwen;20300;Totaal personen;Hemelsbrede afstand 10 tot 25 km;Mannen;Gulpen-Wittem;550
4323;Totaal mannen en vrouwen;20300;Totaal personen;Hemelsbrede afstand 10 tot 25 km;Mannen;Haaksbergen;940
4324;Totaal mannen en vrouwen;20300;Totaal personen;Hemelsbrede afstand 10 tot 25 km;Mannen;Haaren;510
4325;Totaal mannen en vrouwen;20300;Totaal personen;Hemelsbrede afstand 10 tot 25 km;Mannen;Haarlem;5320
4326;Totaal mannen en vrouwen;20300;Totaal personen;Hemelsbrede afstand 10 tot 25 km;Mannen;Haarlemmerliede en Spaarnwoude;210
4327;Totaal mannen en vrouwen;20300;Totaal personen;Hemelsbrede afstand 10 tot 25 km;Mannen;Haarlemmermeer;7690
4328;Totaal mannen en vrouwen;20300;Totaal personen;Hemelsbrede afstand 10 tot 25 km;Mannen;Halderberge;930
4329;Totaal mannen en vrouwen;20300;Totaal personen;Hemelsbrede afstand 10 tot 25 km;Mannen;Hardenberg;2100
4330;Totaal mannen en vrouwen;20300;Totaal personen;Hemelsbrede afstand 10 tot 25 km;Mannen;Harderwijk;1450
4331;Totaal mannen en vrouwen;20300;Totaal personen;Hemelsbrede afstand 10 tot 25 km;Mannen;Hardinxveld-Giessendam;620
4332;Totaal mannen en vrouwen;20300;Totaal personen;Hemelsbrede afstand 10 tot 25 km;Mannen;Haren;760
4333;Totaal mannen en vrouwen;20300;Totaal personen;Hemelsbrede afstand 10 tot 25 km;Mannen;Harlingen;370
4334;Totaal mannen en vrouwen;20300;Totaal personen;Hemelsbrede afstand 10 tot 25 km;Mannen;Hattem;320
4335;Totaal mannen en vrouwen;20300;Totaal personen;Hemelsbrede afstand 10 tot 25 km;Mannen;Heemskerk;960
4336;Totaal mannen en vrouwen;20300;Totaal personen;Hemelsbrede afstand 10 tot 25 km;Mannen;Heemstede;620
4337;Totaal mannen en vrouwen;20300;Totaal personen;Hemelsbrede afstand 10 tot 25 km;Mannen;Heerde;480
4338;Totaal mannen en vrouwen;20300;Totaal personen;Hemelsbrede afstand 10 tot 25 km;Mannen;Heerenveen;2890
4339;Totaal mannen en vrouwen;20300;Totaal personen;Hemelsbrede afstand 10 tot 25 km;Mannen;Heerhugowaard;2100
4340;Totaal mannen en vrouwen;20300;Totaal personen;Hemelsbrede afstand 10 tot 25 km;Mannen;Heerlen;2130
4341;Totaal mannen en vrouwen;20300;Totaal personen;Hemelsbrede afstand 10 tot 25 km;Mannen;Heeze-Leende;590
4342;Totaal mannen en vrouwen;20300;Totaal personen;Hemelsbrede afstand 10 tot 25 km;Mannen;Heiloo;640
4343;Totaal mannen en vrouwen;20300;Totaal personen;Hemelsbrede afstand 10 tot 25 km;Mannen;Den Helder;910
4344;Totaal mannen en vrouwen;20300;Totaal personen;Hemelsbrede afstand 10 tot 25 km;Mannen;Hellendoorn;1070
4345;Totaal mannen en vrouwen;20300;Totaal personen;Hemelsbrede afstand 10 tot 25 km;Mannen;Hellevoetsluis;2010
4346;Totaal mannen en vrouwen;20300;Totaal personen;Hemelsbrede afstand 10 tot 25 km;Mannen;Helmond;3400
4347;Totaal mannen en vrouwen;20300;Totaal personen;Hemelsbrede afstand 10 tot 25 km;Mannen;Hendrik-Ido-Ambacht;1130
4348;Totaal mannen en vrouwen;20300;Totaal personen;Hemelsbrede afstand 10 tot 25 km;Mannen;Hengelo (O.);3310
4349;Totaal mannen en vrouwen;20300;Totaal personen;Hemelsbrede afstand 10 tot 25 km;Mannen;'s-Hertogenbosch;6760
4350;Totaal mannen en vrouwen;20300;Totaal personen;Hemelsbrede afstand 10 tot 25 km;Mannen;Heumen;410
4351;Totaal mannen en vrouwen;20300;Totaal personen;Hemelsbrede afstand 10 tot 25 km;Mannen;Heusden;1380
4352;Totaal mannen en vrouwen;20300;Totaal personen;Hemelsbrede afstand 10 tot 25 km;Mannen;Hillegom;770
4353;Totaal mannen en vrouwen;20300;Totaal personen;Hemelsbrede afstand 10 tot 25 km;Mannen;Hilvarenbeek;640
4354;Totaal mannen en vrouwen;20300;Totaal personen;Hemelsbrede afstand 10 tot 25 km;Mannen;Hilversum;3090
4355;Totaal mannen en vrouwen;20300;Totaal personen;Hemelsbrede afstand 10 tot 25 km;Mannen;Hof van Twente;1350
4356;Totaal mannen en vrouwen;20300;Totaal personen;Hemelsbrede afstand 10 tot 25 km;Mannen;Hollands Kroon;2040
4357;Totaal mannen en vrouwen;20300;Totaal personen;Hemelsbrede afstand 10 tot 25 km;Mannen;Hoogeveen;1270
4358;Totaal mannen en vrouwen;20300;Totaal personen;Hemelsbrede afstand 10 tot 25 km;Mannen;Hoogezand-Sappemeer;1970
4359;Totaal mannen en vrouwen;20300;Totaal personen;Hemelsbrede afstand 10 tot 25 km;Mannen;Hoorn;2940
4360;Totaal mannen en vrouwen;20300;Totaal personen;Hemelsbrede afstand 10 tot 25 km;Mannen;Horst aan de Maas;1250
4361;Totaal mannen en vrouwen;20300;Totaal personen;Hemelsbrede afstand 10 tot 25 km;Mannen;Houten;2330
4362;Totaal mannen en vrouwen;20300;Totaal personen;Hemelsbrede afstand 10 tot 25 km;Mannen;Huizen;1290
4363;Totaal mannen en vrouwen;20300;Totaal personen;Hemelsbrede afstand 10 tot 25 km;Mannen;Hulst;990
4364;Totaal mannen en vrouwen;20300;Totaal personen;Hemelsbrede afstand 10 tot 25 km;Mannen;IJsselstein;1360
4365;Totaal mannen en vrouwen;20300;Totaal personen;Hemelsbrede afstand 10 tot 25 km;Mannen;Kaag en Braassem;840
4366;Totaal mannen en vrouwen;20300;Totaal personen;Hemelsbrede afstand 10 tot 25 km;Mannen;Kampen;1910
4367;Totaal mannen en vrouwen;20300;Totaal personen;Hemelsbrede afstand 10 tot 25 km;Mannen;Kapelle;570
4368;Totaal mannen en vrouwen;20300;Totaal personen;Hemelsbrede afstand 10 tot 25 km;Mannen;Katwijk;760
4369;Totaal mannen en vrouwen;20300;Totaal personen;Hemelsbrede afstand 10 tot 25 km;Mannen;Kerkrade;1080
4370;Totaal mannen en vrouwen;20300;Totaal personen;Hemelsbrede afstand 10 tot 25 km;Mannen;Koggenland;910
4371;Totaal mannen en vrouwen;20300;Totaal personen;Hemelsbrede afstand 10 tot 25 km;Mannen;Kollumerland en Nieuwkruisland;570
4372;Totaal mannen en vrouwen;20300;Totaal personen;Hemelsbrede afstand 10 tot 25 km;Mannen;Korendijk;650
4373;Totaal mannen en vrouwen;20300;Totaal personen;Hemelsbrede afstand 10 tot 25 km;Mannen;Krimpen aan den IJssel;790
4374;Totaal mannen en vrouwen;20300;Totaal personen;Hemelsbrede afstand 10 tot 25 km;Mannen;Laarbeek;620
4375;Totaal mannen en vrouwen;20300;Totaal personen;Hemelsbrede afstand 10 tot 25 km;Mannen;Landerd;510
4376;Totaal mannen en vrouwen;20300;Totaal personen;Hemelsbrede afstand 10 tot 25 km;Mannen;Landgraaf;720
4377;Totaal mannen en vrouwen;20300;Totaal personen;Hemelsbrede afstand 10 tot 25 km;Mannen;Landsmeer;360
4378;Totaal mannen en vrouwen;20300;Totaal personen;Hemelsbrede afstand 10 tot 25 km;Mannen;Langedijk;810
4379;Totaal mannen en vrouwen;20300;Totaal personen;Hemelsbrede afstand 10 tot 25 km;Mannen;Lansingerland;3770
4380;Totaal mannen en vrouwen;20300;Totaal personen;Hemelsbrede afstand 10 tot 25 km;Mannen;Laren (NH.);190
4381;Totaal mannen en vrouwen;20300;Totaal personen;Hemelsbrede afstand 10 tot 25 km;Mannen;Leek;1110
4382;Totaal mannen en vrouwen;20300;Totaal personen;Hemelsbrede afstand 10 tot 25 km;Mannen;Leerdam;640
4383;Totaal mannen en vrouwen;20300;Totaal personen;Hemelsbrede afstand 10 tot 25 km;Mannen;Leeuwarden;7260
4384;Totaal mannen en vrouwen;20300;Totaal personen;Hemelsbrede afstand 10 tot 25 km;Mannen;Leeuwarderadeel;410
4385;Totaal mannen en vrouwen;20300;Totaal personen;Hemelsbrede afstand 10 tot 25 km;Mannen;Leiden;6390
4386;Totaal mannen en vrouwen;20300;Totaal personen;Hemelsbrede afstand 10 tot 25 km;Mannen;Leiderdorp;740
4387;Totaal mannen en vrouwen;20300;Totaal personen;Hemelsbrede afstand 10 tot 25 km;Mannen;Leidschendam-Voorburg;2170
4388;Totaal mannen en vrouwen;20300;Totaal personen;Hemelsbrede afstand 10 tot 25 km;Mannen;Lelystad;1750
4389;Totaal mannen en vrouwen;20300;Totaal personen;Hemelsbrede afstand 10 tot 25 km;Mannen;Leudal;1410
4390;Totaal mannen en vrouwen;20300;Totaal personen;Hemelsbrede afstand 10 tot 25 km;Mannen;Leusden;970
4391;Totaal mannen en vrouwen;20300;Totaal personen;Hemelsbrede afstand 10 tot 25 km;Mannen;Lingewaal;430
4392;Totaal mannen en vrouwen;20300;Totaal personen;Hemelsbrede afstand 10 tot 25 km;Mannen;Lingewaard;1420
4393;Totaal mannen en vrouwen;20300;Totaal personen;Hemelsbrede afstand 10 tot 25 km;Mannen;Lisse;570
4394;Totaal mannen en vrouwen;20300;Totaal personen;Hemelsbrede afstand 10 tot 25 km;Mannen;Littenseradiel;650
4395;Totaal mannen en vrouwen;20300;Totaal personen;Hemelsbrede afstand 10 tot 25 km;Mannen;Lochem;1260
4396;Totaal mannen en vrouwen;20300;Totaal personen;Hemelsbrede afstand 10 tot 25 km;Mannen;Loon op Zand;680
4397;Totaal mannen en vrouwen;20300;Totaal personen;Hemelsbrede afstand 10 tot 25 km;Mannen;Lopik;630
4398;Totaal mannen en vrouwen;20300;Totaal personen;Hemelsbrede afstand 10 tot 25 km;Mannen;Loppersum;570
4399;Totaal mannen en vrouwen;20300;Totaal personen;Hemelsbrede afstand 10 tot 25 km;Mannen;Losser;620
4400;Totaal mannen en vrouwen;20300;Totaal personen;Hemelsbrede afstand 10 tot 25 km;Mannen;Maasdonk;280
4401;Totaal mannen en vrouwen;20300;Totaal personen;Hemelsbrede afstand 10 tot 25 km;Mannen;Maasdriel;690
4402;Totaal mannen en vrouwen;20300;Totaal personen;Hemelsbrede afstand 10 tot 25 km;Mannen;Maasgouw;850
4403;Totaal mannen en vrouwen;20300;Totaal personen;Hemelsbrede afstand 10 tot 25 km;Mannen;Maassluis;1270
4404;Totaal mannen en vrouwen;20300;Totaal personen;Hemelsbrede afstand 10 tot 25 km;Mannen;Maastricht;3830
4405;Totaal mannen en vrouwen;20300;Totaal personen;Hemelsbrede afstand 10 tot 25 km;Mannen;De Marne;500
4406;Totaal mannen en vrouwen;20300;Totaal personen;Hemelsbrede afstand 10 tot 25 km;Mannen;Marum;540
4407;Totaal mannen en vrouwen;20300;Totaal personen;Hemelsbrede afstand 10 tot 25 km;Mannen;Medemblik;1320
4408;Totaal mannen en vrouwen;20300;Totaal personen;Hemelsbrede afstand 10 tot 25 km;Mannen;Meerssen;540
4409;Totaal mannen en vrouwen;20300;Totaal personen;Hemelsbrede afstand 10 tot 25 km;Mannen;Menameradiel;670
4410;Totaal mannen en vrouwen;20300;Totaal personen;Hemelsbrede afstand 10 tot 25 km;Mannen;Menterwolde;610
4411;Totaal mannen en vrouwen;20300;Totaal personen;Hemelsbrede afstand 10 tot 25 km;Mannen;Meppel;1710
4412;Totaal mannen en vrouwen;20300;Totaal personen;Hemelsbrede afstand 10 tot 25 km;Mannen;Middelburg (Z.);1320
4413;Totaal mannen en vrouwen;20300;Totaal personen;Hemelsbrede afstand 10 tot 25 km;Mannen;Midden-Delfland;510
4414;Totaal mannen en vrouwen;20300;Totaal personen;Hemelsbrede afstand 10 tot 25 km;Mannen;Midden-Drenthe;1380
4415;Totaal mannen en vrouwen;20300;Totaal personen;Hemelsbrede afstand 10 tot 25 km;Mannen;Mill en Sint Hubert;440
4416;Totaal mannen en vrouwen;20300;Totaal personen;Hemelsbrede afstand 10 tot 25 km;Mannen;Millingen aan de Rijn;280
4417;Totaal mannen en vrouwen;20300;Totaal personen;Hemelsbrede afstand 10 tot 25 km;Mannen;Moerdijk;1790
4418;Totaal mannen en vrouwen;20300;Totaal personen;Hemelsbrede afstand 10 tot 25 km;Mannen;Molenwaard;1100
4419;Totaal mannen en vrouwen;20300;Totaal personen;Hemelsbrede afstand 10 tot 25 km;Mannen;Montferland;1110
4420;Totaal mannen en vrouwen;20300;Totaal personen;Hemelsbrede afstand 10 tot 25 km;Mannen;Montfoort;470
4421;Totaal mannen en vrouwen;20300;Totaal personen;Hemelsbrede afstand 10 tot 25 km;Mannen;Mook en Middelaar;230
4422;Totaal mannen en vrouwen;20300;Totaal personen;Hemelsbrede afstand 10 tot 25 km;Mannen;Muiden;300
4423;Totaal mannen en vrouwen;20300;Totaal personen;Hemelsbrede afstand 10 tot 25 km;Mannen;Naarden;490
4424;Totaal mannen en vrouwen;20300;Totaal personen;Hemelsbrede afstand 10 tot 25 km;Mannen;Neder-Betuwe;850
4425;Totaal mannen en vrouwen;20300;Totaal personen;Hemelsbrede afstand 10 tot 25 km;Mannen;Nederlek;440
4426;Totaal mannen en vrouwen;20300;Totaal personen;Hemelsbrede afstand 10 tot 25 km;Mannen;Nederweert;550
4427;Totaal mannen en vrouwen;20300;Totaal personen;Hemelsbrede afstand 10 tot 25 km;Mannen;Neerijnen;510
4428;Totaal mannen en vrouwen;20300;Totaal personen;Hemelsbrede afstand 10 tot 25 km;Mannen;Nieuwegein;2110
4429;Totaal mannen en vrouwen;20300;Totaal personen;Hemelsbrede afstand 10 tot 25 km;Mannen;Nieuwkoop;950
4430;Totaal mannen en vrouwen;20300;Totaal personen;Hemelsbrede afstand 10 tot 25 km;Mannen;Nijkerk;1420
4431;Totaal mannen en vrouwen;20300;Totaal personen;Hemelsbrede afstand 10 tot 25 km;Mannen;Nijmegen;8560
4432;Totaal mannen en vrouwen;20300;Totaal personen;Hemelsbrede afstand 10 tot 25 km;Mannen;Noord-Beveland;540
4433;Totaal mannen en vrouwen;20300;Totaal personen;Hemelsbrede afstand 10 tot 25 km;Mannen;Noordenveld;1610
4434;Totaal mannen en vrouwen;20300;Totaal personen;Hemelsbrede afstand 10 tot 25 km;Mannen;Noordoostpolder;1830
4435;Totaal mannen en vrouwen;20300;Totaal personen;Hemelsbrede afstand 10 tot 25 km;Mannen;Noordwijk;660
4436;Totaal mannen en vrouwen;20300;Totaal personen;Hemelsbrede afstand 10 tot 25 km;Mannen;Noordwijkerhout;360
4437;Totaal mannen en vrouwen;20300;Totaal personen;Hemelsbrede afstand 10 tot 25 km;Mannen;Nuenen, Gerwen en Nederwetten;570
4438;Totaal mannen en vrouwen;20300;Totaal personen;Hemelsbrede afstand 10 tot 25 km;Mannen;Nunspeet;870
4439;Totaal mannen en vrouwen;20300;Totaal personen;Hemelsbrede afstand 10 tot 25 km;Mannen;Nuth;520
4440;Totaal mannen en vrouwen;20300;Totaal personen;Hemelsbrede afstand 10 tot 25 km;Mannen;Oegstgeest;750
4441;Totaal mannen en vrouwen;20300;Totaal personen;Hemelsbrede afstand 10 tot 25 km;Mannen;Oirschot;770
4442;Totaal mannen en vrouwen;20300;Totaal personen;Hemelsbrede afstand 10 tot 25 km;Mannen;Oisterwijk;840
4443;Totaal mannen en vrouwen;20300;Totaal personen;Hemelsbrede afstand 10 tot 25 km;Mannen;Oldambt;1760
4444;Totaal mannen en vrouwen;20300;Totaal personen;Hemelsbrede afstand 10 tot 25 km;Mannen;Oldebroek;590
4445;Totaal mannen en vrouwen;20300;Totaal personen;Hemelsbrede afstand 10 tot 25 km;Mannen;Oldenzaal;1120
4446;Totaal mannen en vrouwen;20300;Totaal personen;Hemelsbrede afstand 10 tot 25 km;Mannen;Olst-Wijhe;860
4447;Totaal mannen en vrouwen;20300;Totaal personen;Hemelsbrede afstand 10 tot 25 km;Mannen;Ommen;810
4448;Totaal mannen en vrouwen;20300;Totaal personen;Hemelsbrede afstand 10 tot 25 km;Mannen;Onderbanken;270
4449;Totaal mannen en vrouwen;20300;Totaal personen;Hemelsbrede afstand 10 tot 25 km;Mannen;Oost Gelre;830
4450;Totaal mannen en vrouwen;20300;Totaal personen;Hemelsbrede afstand 10 tot 25 km;Mannen;Oosterhout;1330
4451;Totaal mannen en vrouwen;20300;Totaal personen;Hemelsbrede afstand 10 tot 25 km;Mannen;Ooststellingwerf;1160
4452;Totaal mannen en vrouwen;20300;Totaal personen;Hemelsbrede afstand 10 tot 25 km;Mannen;Oostzaan;280
4453;Totaal mannen en vrouwen;20300;Totaal personen;Hemelsbrede afstand 10 tot 25 km;Mannen;Opmeer;430
4454;Totaal mannen en vrouwen;20300;Totaal personen;Hemelsbrede afstand 10 tot 25 km;Mannen;Opsterland;1640
4455;Totaal mannen en vrouwen;20300;Totaal personen;Hemelsbrede afstand 10 tot 25 km;Mannen;Oss;2920
4456;Totaal mannen en vrouwen;20300;Totaal personen;Hemelsbrede afstand 10 tot 25 km;Mannen;Oud-Beijerland;1560
4457;Totaal mannen en vrouwen;20300;Totaal personen;Hemelsbrede afstand 10 tot 25 km;Mannen;Oude IJsselstreek;980
4458;Totaal mannen en vrouwen;20300;Totaal personen;Hemelsbrede afstand 10 tot 25 km;Mannen;Ouder-Amstel;390
4459;Totaal mannen en vrouwen;20300;Totaal personen;Hemelsbrede afstand 10 tot 25 km;Mannen;Ouderkerk;270
4460;Totaal mannen en vrouwen;20300;Totaal personen;Hemelsbrede afstand 10 tot 25 km;Mannen;Oudewater;340
4461;Totaal mannen en vrouwen;20300;Totaal personen;Hemelsbrede afstand 10 tot 25 km;Mannen;Overbetuwe;2240
4462;Totaal mannen en vrouwen;20300;Totaal personen;Hemelsbrede afstand 10 tot 25 km;Mannen;Papendrecht;1060
4463;Totaal mannen en vrouwen;20300;Totaal personen;Hemelsbrede afstand 10 tot 25 km;Mannen;Peel en Maas;1320
4464;Totaal mannen en vrouwen;20300;Totaal personen;Hemelsbrede afstand 10 tot 25 km;Mannen;Pekela;460
4465;Totaal mannen en vrouwen;20300;Totaal personen;Hemelsbrede afstand 10 tot 25 km;Mannen;Pijnacker-Nootdorp;2490
4466;Totaal mannen en vrouwen;20300;Totaal personen;Hemelsbrede afstand 10 tot 25 km;Mannen;Purmerend;5330
4467;Totaal mannen en vrouwen;20300;Totaal personen;Hemelsbrede afstand 10 tot 25 km;Mannen;Putten;580
4468;Totaal mannen en vrouwen;20300;Totaal personen;Hemelsbrede afstand 10 tot 25 km;Mannen;Raalte;1230
4469;Totaal mannen en vrouwen;20300;Totaal personen;Hemelsbrede afstand 10 tot 25 km;Mannen;Reimerswaal;1010
4470;Totaal mannen en vrouwen;20300;Totaal personen;Hemelsbrede afstand 10 tot 25 km;Mannen;Renkum;1030
4471;Totaal mannen en vrouwen;20300;Totaal personen;Hemelsbrede afstand 10 tot 25 km;Mannen;Renswoude;180
4472;Totaal mannen en vrouwen;20300;Totaal personen;Hemelsbrede afstand 10 tot 25 km;Mannen;Reusel-De Mierden;410
4473;Totaal mannen en vrouwen;20300;Totaal personen;Hemelsbrede afstand 10 tot 25 km;Mannen;Rheden;1850
4474;Totaal mannen en vrouwen;20300;Totaal personen;Hemelsbrede afstand 10 tot 25 km;Mannen;Rhenen;620
4475;Totaal mannen en vrouwen;20300;Totaal personen;Hemelsbrede afstand 10 tot 25 km;Mannen;Ridderkerk;1270
4476;Totaal mannen en vrouwen;20300;Totaal personen;Hemelsbrede afstand 10 tot 25 km;Mannen;Rijnwaarden;440
4477;Totaal mannen en vrouwen;20300;Totaal personen;Hemelsbrede afstand 10 tot 25 km;Mannen;Rijssen-Holten;810
4478;Totaal mannen en vrouwen;20300;Totaal personen;Hemelsbrede afstand 10 tot 25 km;Mannen;Rijswijk (ZH.);1310
4479;Totaal mannen en vrouwen;20300;Totaal personen;Hemelsbrede afstand 10 tot 25 km;Mannen;Roerdalen;600
4480;Totaal mannen en vrouwen;20300;Totaal personen;Hemelsbrede afstand 10 tot 25 km;Mannen;Roermond;1680
4481;Totaal mannen en vrouwen;20300;Totaal personen;Hemelsbrede afstand 10 tot 25 km;Mannen;De Ronde Venen;1680
4482;Totaal mannen en vrouwen;20300;Totaal personen;Hemelsbrede afstand 10 tot 25 km;Mannen;Roosendaal;2230
4483;Totaal mannen en vrouwen;20300;Totaal personen;Hemelsbrede afstand 10 tot 25 km;Mannen;Rotterdam;29220
4484;Totaal mannen en vrouwen;20300;Totaal personen;Hemelsbrede afstand 10 tot 25 km;Mannen;Rozendaal;50
4485;Totaal mannen en vrouwen;20300;Totaal personen;Hemelsbrede afstand 10 tot 25 km;Mannen;Rucphen;600
4486;Totaal mannen en vrouwen;20300;Totaal personen;Hemelsbrede afstand 10 tot 25 km;Mannen;Schagen;1850
4487;Totaal mannen en vrouwen;20300;Totaal personen;Hemelsbrede afstand 10 tot 25 km;Mannen;Schermer;280
4488;Totaal mannen en vrouwen;20300;Totaal personen;Hemelsbrede afstand 10 tot 25 km;Mannen;Scherpenzeel;350
4489;Totaal mannen en vrouwen;20300;Totaal personen;Hemelsbrede afstand 10 tot 25 km;Mannen;Schiedam;2890
4490;Totaal mannen en vrouwen;20300;Totaal personen;Hemelsbrede afstand 10 tot 25 km;Mannen;Schiermonnikoog;30
4491;Totaal mannen en vrouwen;20300;Totaal personen;Hemelsbrede afstand 10 tot 25 km;Mannen;Schijndel;750
4492;Totaal mannen en vrouwen;20300;Totaal personen;Hemelsbrede afstand 10 tot 25 km;Mannen;Schinnen;440
4493;Totaal mannen en vrouwen;20300;Totaal personen;Hemelsbrede afstand 10 tot 25 km;Mannen;Schoonhoven;520
4494;Totaal mannen en vrouwen;20300;Totaal personen;Hemelsbrede afstand 10 tot 25 km;Mannen;Schouwen-Duiveland;1320
4495;Totaal mannen en vrouwen;20300;Totaal personen;Hemelsbrede afstand 10 tot 25 km;Mannen;Simpelveld;290
4496;Totaal mannen en vrouwen;20300;Totaal personen;Hemelsbrede afstand 10 tot 25 km;Mannen;Sint Anthonis;470
4497;Totaal mannen en vrouwen;20300;Totaal personen;Hemelsbrede afstand 10 tot 25 km;Mannen;Sint-Michielsgestel;900
4498;Totaal mannen en vrouwen;20300;Totaal personen;Hemelsbrede afstand 10 tot 25 km;Mannen;Sint-Oedenrode;630
4499;Totaal mannen en vrouwen;20300;Totaal personen;Hemelsbrede afstand 10 tot 25 km;Mannen;Sittard-Geleen;3720
4500;Totaal mannen en vrouwen;20300;Totaal personen;Hemelsbrede afstand 10 tot 25 km;Mannen;Sliedrecht;850
4501;Totaal mannen en vrouwen;20300;Totaal personen;Hemelsbrede afstand 10 tot 25 km;Mannen;Slochteren;1060
4502;Totaal mannen en vrouwen;20300;Totaal personen;Hemelsbrede afstand 10 tot 25 km;Mannen;Sluis;840
4503;Totaal mannen en vrouwen;20300;Totaal personen;Hemelsbrede afstand 10 tot 25 km;Mannen;Smallingerland;2690
4504;Totaal mannen en vrouwen;20300;Totaal personen;Hemelsbrede afstand 10 tot 25 km;Mannen;Soest;1490
4505;Totaal mannen en vrouwen;20300;Totaal personen;Hemelsbrede afstand 10 tot 25 km;Mannen;Someren;620
4506;Totaal mannen en vrouwen;20300;Totaal personen;Hemelsbrede afstand 10 tot 25 km;Mannen;Son en Breugel;700
4507;Totaal mannen en vrouwen;20300;Totaal personen;Hemelsbrede afstand 10 tot 25 km;Mannen;Spijkenisse;4930
4508;Totaal mannen en vrouwen;20300;Totaal personen;Hemelsbrede afstand 10 tot 25 km;Mannen;Stadskanaal;1280
4509;Totaal mannen en vrouwen;20300;Totaal personen;Hemelsbrede afstand 10 tot 25 km;Mannen;Staphorst;320
4510;Totaal mannen en vrouwen;20300;Totaal personen;Hemelsbrede afstand 10 tot 25 km;Mannen;Stede Broec;490
4511;Totaal mannen en vrouwen;20300;Totaal personen;Hemelsbrede afstand 10 tot 25 km;Mannen;Steenbergen;980
4512;Totaal mannen en vrouwen;20300;Totaal personen;Hemelsbrede afstand 10 tot 25 km;Mannen;Steenwijkerland;1580
4513;Totaal mannen en vrouwen;20300;Totaal personen;Hemelsbrede afstand 10 tot 25 km;Mannen;Stein (L.);950
4514;Totaal mannen en vrouwen;20300;Totaal personen;Hemelsbrede afstand 10 tot 25 km;Mannen;Stichtse Vecht;2680
4515;Totaal mannen en vrouwen;20300;Totaal personen;Hemelsbrede afstand 10 tot 25 km;Mannen;Strijen;550
4516;Totaal mannen en vrouwen;20300;Totaal personen;Hemelsbrede afstand 10 tot 25 km;Mannen;Súdwest-Fryslân;3610
4517;Totaal mannen en vrouwen;20300;Totaal personen;Hemelsbrede afstand 10 tot 25 km;Mannen;Terneuzen;1800
4518;Totaal mannen en vrouwen;20300;Totaal personen;Hemelsbrede afstand 10 tot 25 km;Mannen;Terschelling;30
4519;Totaal mannen en vrouwen;20300;Totaal personen;Hemelsbrede afstand 10 tot 25 km;Mannen;Texel;180
4520;Totaal mannen en vrouwen;20300;Totaal personen;Hemelsbrede afstand 10 tot 25 km;Mannen;Teylingen;950
4521;Totaal mannen en vrouwen;20300;Totaal personen;Hemelsbrede afstand 10 tot 25 km;Mannen;Tholen;910
4522;Totaal mannen en vrouwen;20300;Totaal personen;Hemelsbrede afstand 10 tot 25 km;Mannen;Tiel;1640
4523;Totaal mannen en vrouwen;20300;Totaal personen;Hemelsbrede afstand 10 tot 25 km;Mannen;Tilburg;7830
4524;Totaal mannen en vrouwen;20300;Totaal personen;Hemelsbrede afstand 10 tot 25 km;Mannen;Tubbergen;700
4525;Totaal mannen en vrouwen;20300;Totaal personen;Hemelsbrede afstand 10 tot 25 km;Mannen;Twenterand;1010
4526;Totaal mannen en vrouwen;20300;Totaal personen;Hemelsbrede afstand 10 tot 25 km;Mannen;Tynaarlo;1850
4527;Totaal mannen en vrouwen;20300;Totaal personen;Hemelsbrede afstand 10 tot 25 km;Mannen;Tytsjerksteradiel;1400
4528;Totaal mannen en vrouwen;20300;Totaal personen;Hemelsbrede afstand 10 tot 25 km;Mannen;Ubbergen;330
4529;Totaal mannen en vrouwen;20300;Totaal personen;Hemelsbrede afstand 10 tot 25 km;Mannen;Uden;1620
4530;Totaal mannen en vrouwen;20300;Totaal personen;Hemelsbrede afstand 10 tot 25 km;Mannen;Uitgeest;450
4531;Totaal mannen en vrouwen;20300;Totaal personen;Hemelsbrede afstand 10 tot 25 km;Mannen;Uithoorn;1240
4532;Totaal mannen en vrouwen;20300;Totaal personen;Hemelsbrede afstand 10 tot 25 km;Mannen;Urk;90
4533;Totaal mannen en vrouwen;20300;Totaal personen;Hemelsbrede afstand 10 tot 25 km;Mannen;Utrecht (gemeente);16750
4534;Totaal mannen en vrouwen;20300;Totaal personen;Hemelsbrede afstand 10 tot 25 km;Mannen;Utrechtse Heuvelrug;1770
4535;Totaal mannen en vrouwen;20300;Totaal personen;Hemelsbrede afstand 10 tot 25 km;Mannen;Vaals;280
4536;Totaal mannen en vrouwen;20300;Totaal personen;Hemelsbrede afstand 10 tot 25 km;Mannen;Valkenburg aan de Geul;570
