ID;RegioS;Marges;SectorBranchesSBI2008;Seizoencorrectie;Perioden;Ondernemersvertrouwen_1;OntwikkelingEconomischKlimaat_2;VerwachtingEconomischKlimaat_3;OnzekerheidsindicatorEconomischKlimaat_4
2780;Fryslân (PV);Bovengrens 95%-interval;C Industrie, H-S diensten en 45+47;Seizoengecorrigeerde cijfers;2018 juni;;;17.6;
2781;Fryslân (PV);Bovengrens 95%-interval;C Industrie, H-S diensten en 45+47;Seizoengecorrigeerde cijfers;2018 juli;18.8;19.6;18.7;
2782;Fryslân (PV);Bovengrens 95%-interval;C Industrie, H-S diensten en 45+47;Seizoengecorrigeerde cijfers;2018 augustus;;;12.4;
2783;Fryslân (PV);Bovengrens 95%-interval;C Industrie, H-S diensten en 45+47;Seizoengecorrigeerde cijfers;2018 september;;;12.6;
2784;Fryslân (PV);Bovengrens 95%-interval;C Industrie, H-S diensten en 45+47;Seizoengecorrigeerde cijfers;2018 oktober;14.2;15.8;13.6;
2785;Fryslân (PV);Bovengrens 95%-interval;C Industrie, H-S diensten en 45+47;Seizoengecorrigeerde cijfers;2018 november;;;12.1;
2786;Fryslân (PV);Bovengrens 95%-interval;C Industrie, H-S diensten en 45+47;Seizoengecorrigeerde cijfers;2018 december;;;12.3;
2787;Fryslân (PV);Bovengrens 95%-interval;C Industrie, H-S diensten en 45+47;Seizoengecorrigeerde cijfers;2019 januari;8.9;8.8;10.7;
2788;Fryslân (PV);Bovengrens 95%-interval;C Industrie, H-S diensten en 45+47;Seizoengecorrigeerde cijfers;2019 februari;;;6.4;
2789;Fryslân (PV);Bovengrens 95%-interval;C Industrie, H-S diensten en 45+47;Seizoengecorrigeerde cijfers;2019 maart;;;12.5;
2790;Fryslân (PV);Bovengrens 95%-interval;C Industrie, H-S diensten en 45+47;Seizoengecorrigeerde cijfers;2019 april;6.4;9.0;4.2;
2791;Fryslân (PV);Bovengrens 95%-interval;C Industrie, H-S diensten en 45+47;Seizoengecorrigeerde cijfers;2019 mei;;;9.1;
2792;Fryslân (PV);Bovengrens 95%-interval;C Industrie, H-S diensten en 45+47;Seizoengecorrigeerde cijfers;2019 juni;;;8.4;
2793;Fryslân (PV);Bovengrens 95%-interval;C Industrie, H-S diensten en 45+47;Seizoengecorrigeerde cijfers;2019 juli;6.5;5.7;8.5;
2794;Fryslân (PV);Bovengrens 95%-interval;C Industrie, H-S diensten en 45+47;Seizoengecorrigeerde cijfers;2019 augustus;;;8.6;
2795;Fryslân (PV);Bovengrens 95%-interval;C Industrie, H-S diensten en 45+47;Seizoengecorrigeerde cijfers;2019 september;;;1.6;
2796;Fryslân (PV);Bovengrens 95%-interval;C Industrie, H-S diensten en 45+47;Seizoengecorrigeerde cijfers;2019 oktober;-0.6;-0.8;2.5;
2797;Fryslân (PV);Bovengrens 95%-interval;C Industrie, H-S diensten en 45+47;Seizoengecorrigeerde cijfers;2019 november;;;9.7;
2798;Fryslân (PV);Bovengrens 95%-interval;C Industrie, H-S diensten en 45+47;Seizoengecorrigeerde cijfers;2019 december;;;5.7;
2799;Fryslân (PV);Bovengrens 95%-interval;C Industrie, H-S diensten en 45+47;Seizoengecorrigeerde cijfers;2020 januari;4.3;4.3;5.1;
2800;Fryslân (PV);Bovengrens 95%-interval;C Industrie, H-S diensten en 45+47;Seizoengecorrigeerde cijfers;2020 februari;;;4.9;
2801;Fryslân (PV);Bovengrens 95%-interval;C Industrie, H-S diensten en 45+47;Seizoengecorrigeerde cijfers;2020 maart;;;-4.5;
2802;Fryslân (PV);Bovengrens 95%-interval;C Industrie, H-S diensten en 45+47;Seizoengecorrigeerde cijfers;2020 april;-38.2;-17.0;-57.6;
2803;Fryslân (PV);Bovengrens 95%-interval;C Industrie, H-S diensten en 45+47;Seizoengecorrigeerde cijfers;2020 mei;;;-38.4;
2804;Fryslân (PV);Bovengrens 95%-interval;C Industrie, H-S diensten en 45+47;Seizoengecorrigeerde cijfers;2020 juni;;;-0.8;
2805;Fryslân (PV);Bovengrens 95%-interval;C Industrie, H-S diensten en 45+47;Seizoengecorrigeerde cijfers;2020 juli;-7.3;-19.9;8.5;
2806;Fryslân (PV);Bovengrens 95%-interval;C Industrie, H-S diensten en 45+47;Seizoengecorrigeerde cijfers;2020 augustus;;;2.5;
2807;Fryslân (PV);Bovengrens 95%-interval;C Industrie, H-S diensten en 45+47;Seizoengecorrigeerde cijfers;2020 september;;;5.5;
2808;Fryslân (PV);Bovengrens 95%-interval;C Industrie, H-S diensten en 45+47;Seizoengecorrigeerde cijfers;2020 oktober;-8.8;-4.5;-11.1;
2809;Fryslân (PV);Bovengrens 95%-interval;C Industrie, H-S diensten en 45+47;Seizoengecorrigeerde cijfers;2020 november;;;-16.9;
2810;Fryslân (PV);Bovengrens 95%-interval;C Industrie, H-S diensten en 45+47;Seizoengecorrigeerde cijfers;2020 december;;;-8.5;
2811;Fryslân (PV);Bovengrens 95%-interval;C Industrie, H-S diensten en 45+47;Seizoengecorrigeerde cijfers;2021 januari;-8.7;-14.8;1.0;
2812;Fryslân (PV);Bovengrens 95%-interval;C Industrie, H-S diensten en 45+47;Seizoengecorrigeerde cijfers;2021 februari;;;-5.1;
2813;Fryslân (PV);Bovengrens 95%-interval;C Industrie, H-S diensten en 45+47;Seizoengecorrigeerde cijfers;2021 maart;;;5.8;
2814;Fryslân (PV);Bovengrens 95%-interval;C Industrie, H-S diensten en 45+47;Seizoengecorrigeerde cijfers;2021 april;5.5;4.4;10.5;
2815;Fryslân (PV);Bovengrens 95%-interval;C Industrie, H-S diensten en 45+47;Seizoengecorrigeerde cijfers;2021 mei;;;19.9;27.3
2816;Fryslân (PV);Bovengrens 95%-interval;C Industrie, H-S diensten en 45+47;Seizoengecorrigeerde cijfers;2021 juni;;;31.5;28.2
2817;Fryslân (PV);Bovengrens 95%-interval;C Industrie, H-S diensten en 45+47;Seizoengecorrigeerde cijfers;2021 juli;16.3;20.2;13.9;24.7
2818;Fryslân (PV);Bovengrens 95%-interval;C Industrie, H-S diensten en 45+47;Seizoengecorrigeerde cijfers;2021 augustus;;;11.8;23.0
2819;Fryslân (PV);Bovengrens 95%-interval;C Industrie, H-S diensten en 45+47;Seizoengecorrigeerde cijfers;2021 september;;;14.5;15.2
2820;Fryslân (PV);Bovengrens 95%-interval;C Industrie, H-S diensten en 45+47;Seizoengecorrigeerde cijfers;2021 oktober;18.6;23.5;15.2;31.3
2821;Fryslân (PV);Bovengrens 95%-interval;C Industrie, H-S diensten en 45+47;Seizoengecorrigeerde cijfers;2021 november;;;12.7;21.9
2822;Fryslân (PV);Bovengrens 95%-interval;C Industrie, H-S diensten en 45+47;Seizoengecorrigeerde cijfers;2021 december;;;-2.4;23.1
2823;Fryslân (PV);Bovengrens 95%-interval;C Industrie, H-S diensten en 45+47;Seizoengecorrigeerde cijfers;2022 januari;2.4;2.4;5.3;38.5
2824;Fryslân (PV);Bovengrens 95%-interval;C Industrie, H-S diensten en 45+47;Seizoengecorrigeerde cijfers;2022 februari;;;22.3;23.0
2825;Fryslân (PV);Bovengrens 95%-interval;C Industrie, H-S diensten en 45+47;Seizoengecorrigeerde cijfers;2022 maart;;;3.2;34.8
2826;Fryslân (PV);Bovengrens 95%-interval;C Industrie, H-S diensten en 45+47;Seizoengecorrigeerde cijfers;2022 april;3.7;5.6;5.4;31.8
2827;Fryslân (PV);Bovengrens 95%-interval;C Industrie, H-S diensten en 45+47;Seizoengecorrigeerde cijfers;2022 mei;;;1.3;27.2
2828;Fryslân (PV);Bovengrens 95%-interval;C Industrie, H-S diensten en 45+47;Seizoengecorrigeerde cijfers;2022 juni;;;5.0;26.0
2829;Fryslân (PV);Bovengrens 95%-interval;C Industrie, H-S diensten en 45+47;Seizoengecorrigeerde cijfers;2022 juli;3.0;1.6;6.1;29.1
2830;Fryslân (PV);Bovengrens 95%-interval;C Industrie, H-S diensten en 45+47;Seizoengecorrigeerde cijfers;2022 augustus;;;-1.9;24.7
2831;Fryslân (PV);Bovengrens 95%-interval;C Industrie, H-S diensten en 45+47;Seizoengecorrigeerde cijfers;2022 september;;;-11.7;32.7
2832;Fryslân (PV);Bovengrens 95%-interval;C Industrie, H-S diensten en 45+47;Seizoengecorrigeerde cijfers;2022 oktober;-13.5;-14.3;-11.0;40.2
2833;Fryslân (PV);Bovengrens 95%-interval;C Industrie, H-S diensten en 45+47;Seizoengecorrigeerde cijfers;2022 november;;;-12.1;32.1
2834;Fryslân (PV);Bovengrens 95%-interval;C Industrie, H-S diensten en 45+47;Seizoengecorrigeerde cijfers;2022 december;;;-6.5;30.9
2835;Fryslân (PV);Bovengrens 95%-interval;C Industrie, H-S diensten en 45+47;Seizoengecorrigeerde cijfers;2023 januari;-1.1;-3.0;4.5;31.8
2836;Fryslân (PV);Bovengrens 95%-interval;C Industrie, H-S diensten en 45+47;Seizoengecorrigeerde cijfers;2023 februari;;;7.5;31.2
2837;Fryslân (PV);Bovengrens 95%-interval;C Industrie, H-S diensten en 45+47;Seizoengecorrigeerde cijfers;2023 maart;;;9.2;31.1
2838;Fryslân (PV);Bovengrens 95%-interval;C Industrie, H-S diensten en 45+47;Seizoengecorrigeerde cijfers;2023 april;0.2;0.0;1.8;32.9
2839;Fryslân (PV);Bovengrens 95%-interval;C Industrie, H-S diensten en 45+47;Seizoengecorrigeerde cijfers;2023 mei;-0.5;-0.9;0.6;32.5
2840;Fryslân (PV);Bovengrens 95%-interval;C Industrie, H-S diensten en 45+47;Seizoengecorrigeerde cijfers;2023 juni;-1.7;-5.0;2.8;36.0
2841;Fryslân (PV);Bovengrens 95%-interval;C Industrie, H-S diensten en 45+47;Seizoengecorrigeerde cijfers;2023 juli;1.1;1.2;3.1;29.2
2842;Fryslân (PV);Bovengrens 95%-interval;C Industrie, H-S diensten en 45+47;Seizoengecorrigeerde cijfers;2023 augustus;0.3;1.0;0.8;26.9
2843;Fryslân (PV);Bovengrens 95%-interval;C Industrie, H-S diensten en 45+47;Seizoengecorrigeerde cijfers;2023 september;-4.9;-4.4;-4.2;34.1
2844;Fryslân (PV);Bovengrens 95%-interval;C Industrie, H-S diensten en 45+47;Seizoengecorrigeerde cijfers;2023 oktober;-4.8;-4.6;-3.5;35.2
2845;Fryslân (PV);Bovengrens 95%-interval;C Industrie, H-S diensten en 45+47;Seizoengecorrigeerde cijfers;2023 november;2.6;2.5;4.6;32.9
2846;Fryslân (PV);Bovengrens 95%-interval;C Industrie, H-S diensten en 45+47;Seizoengecorrigeerde cijfers;2023 december;-0.1;-0.4;1.3;31.5
2847;Fryslân (PV);Bovengrens 95%-interval;C Industrie, H-S diensten en 45+47;Seizoengecorrigeerde cijfers;2024 januari;1.0;0.5;4.7;26.6
2848;Fryslân (PV);Bovengrens 95%-interval;C Industrie, H-S diensten en 45+47;Seizoengecorrigeerde cijfers;2024 februari;3.4;1.9;7.3;23.5
2849;Fryslân (PV);Bovengrens 95%-interval;C Industrie, H-S diensten en 45+47;Seizoengecorrigeerde cijfers;2024 maart;7.3;7.0;12.1;30.4
2850;Fryslân (PV);Bovengrens 95%-interval;C Industrie, H-S diensten en 45+47;Seizoengecorrigeerde cijfers;2024 april;3.9;1.1;7.9;24.3
2851;Fryslân (PV);Bovengrens 95%-interval;C Industrie, H-S diensten en 45+47;Seizoengecorrigeerde cijfers;2024 mei;8.3;5.9;11.2;26.1
2852;Fryslân (PV);Bovengrens 95%-interval;C Industrie, H-S diensten en 45+47;Seizoengecorrigeerde cijfers;2024 juni;6.5;7.6;6.8;26.3
2853;Fryslân (PV);Bovengrens 95%-interval;C Industrie, H-S diensten en 45+47;Seizoengecorrigeerde cijfers;2024 juli;8.2;5.5;13.0;28.1
2854;Fryslân (PV);Bovengrens 95%-interval;C Industrie, H-S diensten en 45+47;Seizoengecorrigeerde cijfers;2024 augustus;2.4;2.5;3.1;25.1
2855;Fryslân (PV);Bovengrens 95%-interval;C Industrie, H-S diensten en 45+47;Seizoengecorrigeerde cijfers;2024 september;-0.4;-0.7;1.5;23.3
2856;Fryslân (PV);Bovengrens 95%-interval;C Industrie, H-S diensten en 45+47;Seizoengecorrigeerde cijfers;2024 oktober;0.0;-3.3;5.2;18.7
2857;Fryslân (PV);Bovengrens 95%-interval;C Industrie, H-S diensten en 45+47;Seizoengecorrigeerde cijfers;2024 november;3.3;5.1;3.6;27.7
2858;Fryslân (PV);Bovengrens 95%-interval;C Industrie, H-S diensten en 45+47;Seizoengecorrigeerde cijfers;2024 december;3.5;2.7;5.0;24.9
2859;Fryslân (PV);Bovengrens 95%-interval;C Industrie, H-S diensten en 45+47;Seizoengecorrigeerde cijfers;2025 januari;2.6;2.6;4.9;26.4
2860;Fryslân (PV);Bovengrens 95%-interval;C Industrie, H-S diensten en 45+47;Seizoengecorrigeerde cijfers;2025 februari;2.3;4.0;2.5;22.5
2861;Fryslân (PV);Bovengrens 95%-interval;C Industrie, H-S diensten en 45+47;Seizoengecorrigeerde cijfers;2025 maart;-0.2;-1.3;3.4;28.2
2862;Drenthe (PV);Waarde;Totaal (ex. financieel of nutsbedrijven);Seizoengecorrigeerde cijfers;2012 januari;-22.0;-23.4;-20.6;
2863;Drenthe (PV);Waarde;Totaal (ex. financieel of nutsbedrijven);Seizoengecorrigeerde cijfers;2012 februari;;;;
2864;Drenthe (PV);Waarde;Totaal (ex. financieel of nutsbedrijven);Seizoengecorrigeerde cijfers;2012 maart;;;;
2865;Drenthe (PV);Waarde;Totaal (ex. financieel of nutsbedrijven);Seizoengecorrigeerde cijfers;2012 april;-22.9;-26.5;-19.3;
2866;Drenthe (PV);Waarde;Totaal (ex. financieel of nutsbedrijven);Seizoengecorrigeerde cijfers;2012 mei;;;;
2867;Drenthe (PV);Waarde;Totaal (ex. financieel of nutsbedrijven);Seizoengecorrigeerde cijfers;2012 juni;;;;
2868;Drenthe (PV);Waarde;Totaal (ex. financieel of nutsbedrijven);Seizoengecorrigeerde cijfers;2012 juli;-24.8;-28.1;-21.4;
2869;Drenthe (PV);Waarde;Totaal (ex. financieel of nutsbedrijven);Seizoengecorrigeerde cijfers;2012 augustus;;;;
2870;Drenthe (PV);Waarde;Totaal (ex. financieel of nutsbedrijven);Seizoengecorrigeerde cijfers;2012 september;;;;
2871;Drenthe (PV);Waarde;Totaal (ex. financieel of nutsbedrijven);Seizoengecorrigeerde cijfers;2012 oktober;-32.7;-32.7;-32.7;
2872;Drenthe (PV);Waarde;Totaal (ex. financieel of nutsbedrijven);Seizoengecorrigeerde cijfers;2012 november;;;;
2873;Drenthe (PV);Waarde;Totaal (ex. financieel of nutsbedrijven);Seizoengecorrigeerde cijfers;2012 december;;;;
2874;Drenthe (PV);Waarde;Totaal (ex. financieel of nutsbedrijven);Seizoengecorrigeerde cijfers;2013 januari;-26.5;-28.9;-24.0;
2875;Drenthe (PV);Waarde;Totaal (ex. financieel of nutsbedrijven);Seizoengecorrigeerde cijfers;2013 februari;;;;
2876;Drenthe (PV);Waarde;Totaal (ex. financieel of nutsbedrijven);Seizoengecorrigeerde cijfers;2013 maart;;;;
2877;Drenthe (PV);Waarde;Totaal (ex. financieel of nutsbedrijven);Seizoengecorrigeerde cijfers;2013 april;-24.4;-28.9;-19.9;
2878;Drenthe (PV);Waarde;Totaal (ex. financieel of nutsbedrijven);Seizoengecorrigeerde cijfers;2013 mei;;;;
2879;Drenthe (PV);Waarde;Totaal (ex. financieel of nutsbedrijven);Seizoengecorrigeerde cijfers;2013 juni;;;;
2880;Drenthe (PV);Waarde;Totaal (ex. financieel of nutsbedrijven);Seizoengecorrigeerde cijfers;2013 juli;-18.4;-21.0;-15.9;
2881;Drenthe (PV);Waarde;Totaal (ex. financieel of nutsbedrijven);Seizoengecorrigeerde cijfers;2013 augustus;;;;
2882;Drenthe (PV);Waarde;Totaal (ex. financieel of nutsbedrijven);Seizoengecorrigeerde cijfers;2013 september;;;;
2883;Drenthe (PV);Waarde;Totaal (ex. financieel of nutsbedrijven);Seizoengecorrigeerde cijfers;2013 oktober;-13.6;-13.2;-14.0;
2884;Drenthe (PV);Waarde;Totaal (ex. financieel of nutsbedrijven);Seizoengecorrigeerde cijfers;2013 november;;;;
2885;Drenthe (PV);Waarde;Totaal (ex. financieel of nutsbedrijven);Seizoengecorrigeerde cijfers;2013 december;;;;
2886;Drenthe (PV);Waarde;Totaal (ex. financieel of nutsbedrijven);Seizoengecorrigeerde cijfers;2014 januari;-3.4;-5.0;-1.7;
2887;Drenthe (PV);Waarde;Totaal (ex. financieel of nutsbedrijven);Seizoengecorrigeerde cijfers;2014 februari;;;;
2888;Drenthe (PV);Waarde;Totaal (ex. financieel of nutsbedrijven);Seizoengecorrigeerde cijfers;2014 maart;;;;
2889;Drenthe (PV);Waarde;Totaal (ex. financieel of nutsbedrijven);Seizoengecorrigeerde cijfers;2014 april;0.8;-4.6;6.2;
2890;Drenthe (PV);Waarde;Totaal (ex. financieel of nutsbedrijven);Seizoengecorrigeerde cijfers;2014 mei;;;;
2891;Drenthe (PV);Waarde;Totaal (ex. financieel of nutsbedrijven);Seizoengecorrigeerde cijfers;2014 juni;;;;
2892;Drenthe (PV);Waarde;Totaal (ex. financieel of nutsbedrijven);Seizoengecorrigeerde cijfers;2014 juli;-4.0;-6.3;-1.7;
2893;Drenthe (PV);Waarde;Totaal (ex. financieel of nutsbedrijven);Seizoengecorrigeerde cijfers;2014 augustus;;;;
2894;Drenthe (PV);Waarde;Totaal (ex. financieel of nutsbedrijven);Seizoengecorrigeerde cijfers;2014 september;;;;
2895;Drenthe (PV);Waarde;Totaal (ex. financieel of nutsbedrijven);Seizoengecorrigeerde cijfers;2014 oktober;-3.8;-5.1;-2.5;
2896;Drenthe (PV);Waarde;Totaal (ex. financieel of nutsbedrijven);Seizoengecorrigeerde cijfers;2014 november;;;;
2897;Drenthe (PV);Waarde;Totaal (ex. financieel of nutsbedrijven);Seizoengecorrigeerde cijfers;2014 december;;;;
2898;Drenthe (PV);Waarde;Totaal (ex. financieel of nutsbedrijven);Seizoengecorrigeerde cijfers;2015 januari;-2.1;-3.1;-1.1;
2899;Drenthe (PV);Waarde;Totaal (ex. financieel of nutsbedrijven);Seizoengecorrigeerde cijfers;2015 februari;;;;
2900;Drenthe (PV);Waarde;Totaal (ex. financieel of nutsbedrijven);Seizoengecorrigeerde cijfers;2015 maart;;;;
2901;Drenthe (PV);Waarde;Totaal (ex. financieel of nutsbedrijven);Seizoengecorrigeerde cijfers;2015 april;2.8;0.4;5.2;
2902;Drenthe (PV);Waarde;Totaal (ex. financieel of nutsbedrijven);Seizoengecorrigeerde cijfers;2015 mei;;;;
2903;Drenthe (PV);Waarde;Totaal (ex. financieel of nutsbedrijven);Seizoengecorrigeerde cijfers;2015 juni;;;;
2904;Drenthe (PV);Waarde;Totaal (ex. financieel of nutsbedrijven);Seizoengecorrigeerde cijfers;2015 juli;9.0;8.5;9.4;
2905;Drenthe (PV);Waarde;Totaal (ex. financieel of nutsbedrijven);Seizoengecorrigeerde cijfers;2015 augustus;;;;
2906;Drenthe (PV);Waarde;Totaal (ex. financieel of nutsbedrijven);Seizoengecorrigeerde cijfers;2015 september;;;;
2907;Drenthe (PV);Waarde;Totaal (ex. financieel of nutsbedrijven);Seizoengecorrigeerde cijfers;2015 oktober;8.3;6.5;10.0;
2908;Drenthe (PV);Waarde;Totaal (ex. financieel of nutsbedrijven);Seizoengecorrigeerde cijfers;2015 november;;;;
2909;Drenthe (PV);Waarde;Totaal (ex. financieel of nutsbedrijven);Seizoengecorrigeerde cijfers;2015 december;;;;
2910;Drenthe (PV);Waarde;Totaal (ex. financieel of nutsbedrijven);Seizoengecorrigeerde cijfers;2016 januari;2.7;2.6;2.8;
2911;Drenthe (PV);Waarde;Totaal (ex. financieel of nutsbedrijven);Seizoengecorrigeerde cijfers;2016 februari;;;;
2912;Drenthe (PV);Waarde;Totaal (ex. financieel of nutsbedrijven);Seizoengecorrigeerde cijfers;2016 maart;;;;
2913;Drenthe (PV);Waarde;Totaal (ex. financieel of nutsbedrijven);Seizoengecorrigeerde cijfers;2016 april;2.4;1.4;3.4;
2914;Drenthe (PV);Waarde;Totaal (ex. financieel of nutsbedrijven);Seizoengecorrigeerde cijfers;2016 mei;;;;
2915;Drenthe (PV);Waarde;Totaal (ex. financieel of nutsbedrijven);Seizoengecorrigeerde cijfers;2016 juni;;;;
2916;Drenthe (PV);Waarde;Totaal (ex. financieel of nutsbedrijven);Seizoengecorrigeerde cijfers;2016 juli;-1.3;-1.5;-1.1;
2917;Drenthe (PV);Waarde;Totaal (ex. financieel of nutsbedrijven);Seizoengecorrigeerde cijfers;2016 augustus;;;;
2918;Drenthe (PV);Waarde;Totaal (ex. financieel of nutsbedrijven);Seizoengecorrigeerde cijfers;2016 september;;;;
2919;Drenthe (PV);Waarde;Totaal (ex. financieel of nutsbedrijven);Seizoengecorrigeerde cijfers;2016 oktober;7.5;5.4;9.6;
2920;Drenthe (PV);Waarde;Totaal (ex. financieel of nutsbedrijven);Seizoengecorrigeerde cijfers;2016 november;;;;
2921;Drenthe (PV);Waarde;Totaal (ex. financieel of nutsbedrijven);Seizoengecorrigeerde cijfers;2016 december;;;;
2922;Drenthe (PV);Waarde;Totaal (ex. financieel of nutsbedrijven);Seizoengecorrigeerde cijfers;2017 januari;10.5;8.8;12.2;
2923;Drenthe (PV);Waarde;Totaal (ex. financieel of nutsbedrijven);Seizoengecorrigeerde cijfers;2017 februari;;;;
2924;Drenthe (PV);Waarde;Totaal (ex. financieel of nutsbedrijven);Seizoengecorrigeerde cijfers;2017 maart;;;;
2925;Drenthe (PV);Waarde;Totaal (ex. financieel of nutsbedrijven);Seizoengecorrigeerde cijfers;2017 april;17.3;17.7;16.9;
2926;Drenthe (PV);Waarde;Totaal (ex. financieel of nutsbedrijven);Seizoengecorrigeerde cijfers;2017 mei;;;;
2927;Drenthe (PV);Waarde;Totaal (ex. financieel of nutsbedrijven);Seizoengecorrigeerde cijfers;2017 juni;;;;
2928;Drenthe (PV);Waarde;Totaal (ex. financieel of nutsbedrijven);Seizoengecorrigeerde cijfers;2017 juli;8.3;8.7;7.8;
2929;Drenthe (PV);Waarde;Totaal (ex. financieel of nutsbedrijven);Seizoengecorrigeerde cijfers;2017 augustus;;;;
2930;Drenthe (PV);Waarde;Totaal (ex. financieel of nutsbedrijven);Seizoengecorrigeerde cijfers;2017 september;;;;
2931;Drenthe (PV);Waarde;Totaal (ex. financieel of nutsbedrijven);Seizoengecorrigeerde cijfers;2017 oktober;12.4;11.1;13.8;
2932;Drenthe (PV);Waarde;Totaal (ex. financieel of nutsbedrijven);Seizoengecorrigeerde cijfers;2017 november;;;;
2933;Drenthe (PV);Waarde;Totaal (ex. financieel of nutsbedrijven);Seizoengecorrigeerde cijfers;2017 december;;;;
2934;Drenthe (PV);Waarde;Totaal (ex. financieel of nutsbedrijven);Seizoengecorrigeerde cijfers;2018 januari;16.0;18.3;13.8;
2935;Drenthe (PV);Waarde;Totaal (ex. financieel of nutsbedrijven);Seizoengecorrigeerde cijfers;2018 februari;;;;
2936;Drenthe (PV);Waarde;Totaal (ex. financieel of nutsbedrijven);Seizoengecorrigeerde cijfers;2018 maart;;;;
2937;Drenthe (PV);Waarde;Totaal (ex. financieel of nutsbedrijven);Seizoengecorrigeerde cijfers;2018 april;12.9;14.1;11.6;
2938;Drenthe (PV);Waarde;Totaal (ex. financieel of nutsbedrijven);Seizoengecorrigeerde cijfers;2018 mei;;;;
2939;Drenthe (PV);Waarde;Totaal (ex. financieel of nutsbedrijven);Seizoengecorrigeerde cijfers;2018 juni;;;;
2940;Drenthe (PV);Waarde;Totaal (ex. financieel of nutsbedrijven);Seizoengecorrigeerde cijfers;2018 juli;6.8;8.3;5.4;
2941;Drenthe (PV);Waarde;Totaal (ex. financieel of nutsbedrijven);Seizoengecorrigeerde cijfers;2018 augustus;;;;
2942;Drenthe (PV);Waarde;Totaal (ex. financieel of nutsbedrijven);Seizoengecorrigeerde cijfers;2018 september;;;;
2943;Drenthe (PV);Waarde;Totaal (ex. financieel of nutsbedrijven);Seizoengecorrigeerde cijfers;2018 oktober;7.0;4.2;9.7;
2944;Drenthe (PV);Waarde;Totaal (ex. financieel of nutsbedrijven);Seizoengecorrigeerde cijfers;2018 november;;;;
2945;Drenthe (PV);Waarde;Totaal (ex. financieel of nutsbedrijven);Seizoengecorrigeerde cijfers;2018 december;;;;
2946;Drenthe (PV);Waarde;Totaal (ex. financieel of nutsbedrijven);Seizoengecorrigeerde cijfers;2019 januari;5.4;6.2;4.5;
2947;Drenthe (PV);Waarde;Totaal (ex. financieel of nutsbedrijven);Seizoengecorrigeerde cijfers;2019 februari;;;;
2948;Drenthe (PV);Waarde;Totaal (ex. financieel of nutsbedrijven);Seizoengecorrigeerde cijfers;2019 maart;;;;
2949;Drenthe (PV);Waarde;Totaal (ex. financieel of nutsbedrijven);Seizoengecorrigeerde cijfers;2019 april;-0.8;-0.3;-1.3;
2950;Drenthe (PV);Waarde;Totaal (ex. financieel of nutsbedrijven);Seizoengecorrigeerde cijfers;2019 mei;;;;
2951;Drenthe (PV);Waarde;Totaal (ex. financieel of nutsbedrijven);Seizoengecorrigeerde cijfers;2019 juni;;;;
2952;Drenthe (PV);Waarde;Totaal (ex. financieel of nutsbedrijven);Seizoengecorrigeerde cijfers;2019 juli;-1.6;-1.6;-1.5;
2953;Drenthe (PV);Waarde;Totaal (ex. financieel of nutsbedrijven);Seizoengecorrigeerde cijfers;2019 augustus;;;;
2954;Drenthe (PV);Waarde;Totaal (ex. financieel of nutsbedrijven);Seizoengecorrigeerde cijfers;2019 september;;;;
2955;Drenthe (PV);Waarde;Totaal (ex. financieel of nutsbedrijven);Seizoengecorrigeerde cijfers;2019 oktober;-9.1;-8.2;-10.0;
2956;Drenthe (PV);Waarde;Totaal (ex. financieel of nutsbedrijven);Seizoengecorrigeerde cijfers;2019 november;;;;
2957;Drenthe (PV);Waarde;Totaal (ex. financieel of nutsbedrijven);Seizoengecorrigeerde cijfers;2019 december;;;;
2958;Drenthe (PV);Waarde;Totaal (ex. financieel of nutsbedrijven);Seizoengecorrigeerde cijfers;2020 januari;-4.3;-5.7;-3.0;
2959;Drenthe (PV);Waarde;Totaal (ex. financieel of nutsbedrijven);Seizoengecorrigeerde cijfers;2020 februari;;;;
2960;Drenthe (PV);Waarde;Totaal (ex. financieel of nutsbedrijven);Seizoengecorrigeerde cijfers;2020 maart;;;;
2961;Drenthe (PV);Waarde;Totaal (ex. financieel of nutsbedrijven);Seizoengecorrigeerde cijfers;2020 april;-50.0;-34.5;-65.5;
2962;Drenthe (PV);Waarde;Totaal (ex. financieel of nutsbedrijven);Seizoengecorrigeerde cijfers;2020 mei;;;;
2963;Drenthe (PV);Waarde;Totaal (ex. financieel of nutsbedrijven);Seizoengecorrigeerde cijfers;2020 juni;;;;
2964;Drenthe (PV);Waarde;Totaal (ex. financieel of nutsbedrijven);Seizoengecorrigeerde cijfers;2020 juli;-25.7;-40.7;-10.7;
2965;Drenthe (PV);Waarde;Totaal (ex. financieel of nutsbedrijven);Seizoengecorrigeerde cijfers;2020 augustus;;;;
2966;Drenthe (PV);Waarde;Totaal (ex. financieel of nutsbedrijven);Seizoengecorrigeerde cijfers;2020 september;;;;
2967;Drenthe (PV);Waarde;Totaal (ex. financieel of nutsbedrijven);Seizoengecorrigeerde cijfers;2020 oktober;-19.9;-18.1;-21.7;
2968;Drenthe (PV);Waarde;Totaal (ex. financieel of nutsbedrijven);Seizoengecorrigeerde cijfers;2020 november;;;;
2969;Drenthe (PV);Waarde;Totaal (ex. financieel of nutsbedrijven);Seizoengecorrigeerde cijfers;2020 december;;;;
2970;Drenthe (PV);Waarde;Totaal (ex. financieel of nutsbedrijven);Seizoengecorrigeerde cijfers;2021 januari;-15.8;-16.5;-15.2;
