ID;ArbeidsmarktpositieSchoolverlaters;InkomstenSchoolverlaters;Onderwijssoorten;Leeftijd;RegioS;Perioden;SchoolverlatersOnderzoekspopulatie_1;VoortijdigSchoolverlaters_2;SchoolverlatersMetStartkwalificatie_3;PercentageVoortijdigSchoolverlaters_4
1085;Totaal schoolverlaters;Totaal schoolverlaters;Totaal populatie;>= 23 jaar;Friesland-noord (WG);2006, vrijdag 29 september;910.0;380.0;530.0;42.1
1086;Totaal schoolverlaters;Totaal schoolverlaters;Totaal populatie;>= 23 jaar;Friesland-noord (WG);2007, vrijdag 28 september;960.0;360.0;600.0;37.6
1087;Totaal schoolverlaters;Totaal schoolverlaters;Totaal populatie;>= 23 jaar;Friesland-noord (WG);2008, vrijdag 26 september;1100.0;370.0;730.0;33.5
1088;Totaal schoolverlaters;Totaal schoolverlaters;Totaal populatie;>= 23 jaar;Zuidwest-Friesland (WG);2005, vrijdag 30 september;370.0;110.0;260.0;30.8
1089;Totaal schoolverlaters;Totaal schoolverlaters;Totaal populatie;>= 23 jaar;Zuidwest-Friesland (WG);2006, vrijdag 29 september;400.0;150.0;250.0;38.5
1090;Totaal schoolverlaters;Totaal schoolverlaters;Totaal populatie;>= 23 jaar;Zuidwest-Friesland (WG);2007, vrijdag 28 september;430.0;170.0;260.0;39.3
1091;Totaal schoolverlaters;Totaal schoolverlaters;Totaal populatie;>= 23 jaar;Zuidwest-Friesland (WG);2008, vrijdag 26 september;510.0;170.0;330.0;34.1
1092;Totaal schoolverlaters;Totaal schoolverlaters;Totaal populatie;>= 23 jaar;Friesland-oost (WG);2005, vrijdag 30 september;710.0;260.0;440.0;37.1
1093;Totaal schoolverlaters;Totaal schoolverlaters;Totaal populatie;>= 23 jaar;Friesland-oost (WG);2006, vrijdag 29 september;800.0;350.0;450.0;43.7
1094;Totaal schoolverlaters;Totaal schoolverlaters;Totaal populatie;>= 23 jaar;Friesland-oost (WG);2007, vrijdag 28 september;890.0;340.0;550.0;38.5
1095;Totaal schoolverlaters;Totaal schoolverlaters;Totaal populatie;>= 23 jaar;Friesland-oost (WG);2008, vrijdag 26 september;1030.0;390.0;640.0;37.7
1096;Totaal schoolverlaters;Totaal schoolverlaters;Totaal populatie;>= 23 jaar;Noord- en midden-Drenthe (WG);2005, vrijdag 30 september;350.0;130.0;210.0;38.6
1097;Totaal schoolverlaters;Totaal schoolverlaters;Totaal populatie;>= 23 jaar;Noord- en midden-Drenthe (WG);2006, vrijdag 29 september;590.0;240.0;350.0;41.2
1098;Totaal schoolverlaters;Totaal schoolverlaters;Totaal populatie;>= 23 jaar;Noord- en midden-Drenthe (WG);2007, vrijdag 28 september;650.0;300.0;360.0;45.7
1099;Totaal schoolverlaters;Totaal schoolverlaters;Totaal populatie;>= 23 jaar;Noord- en midden-Drenthe (WG);2008, vrijdag 26 september;730.0;270.0;460.0;37.3
1100;Totaal schoolverlaters;Totaal schoolverlaters;Totaal populatie;>= 23 jaar;Zuidoost-Drenthe (WG);2005, vrijdag 30 september;540.0;260.0;280.0;48.2
1101;Totaal schoolverlaters;Totaal schoolverlaters;Totaal populatie;>= 23 jaar;Zuidoost-Drenthe (WG);2006, vrijdag 29 september;680.0;320.0;360.0;47.4
1102;Totaal schoolverlaters;Totaal schoolverlaters;Totaal populatie;>= 23 jaar;Zuidoost-Drenthe (WG);2007, vrijdag 28 september;730.0;310.0;430.0;41.7
1103;Totaal schoolverlaters;Totaal schoolverlaters;Totaal populatie;>= 23 jaar;Zuidoost-Drenthe (WG);2008, vrijdag 26 september;770.0;290.0;470.0;38.0
1104;Totaal schoolverlaters;Totaal schoolverlaters;Totaal populatie;>= 23 jaar;Zuidwest-Drenthe (WG);2005, vrijdag 30 september;380.0;150.0;230.0;39.3
1105;Totaal schoolverlaters;Totaal schoolverlaters;Totaal populatie;>= 23 jaar;Zuidwest-Drenthe (WG);2006, vrijdag 29 september;440.0;170.0;270.0;38.8
1106;Totaal schoolverlaters;Totaal schoolverlaters;Totaal populatie;>= 23 jaar;Zuidwest-Drenthe (WG);2007, vrijdag 28 september;410.0;150.0;260.0;36.4
1107;Totaal schoolverlaters;Totaal schoolverlaters;Totaal populatie;>= 23 jaar;Zuidwest-Drenthe (WG);2008, vrijdag 26 september;570.0;230.0;340.0;39.9
1108;Totaal schoolverlaters;Totaal schoolverlaters;Totaal populatie;>= 23 jaar;IJssel-Vecht (WG);2005, vrijdag 30 september;1170.0;510.0;660.0;43.9
1109;Totaal schoolverlaters;Totaal schoolverlaters;Totaal populatie;>= 23 jaar;IJssel-Vecht (WG);2006, vrijdag 29 september;1280.0;370.0;910.0;29.1
1110;Totaal schoolverlaters;Totaal schoolverlaters;Totaal populatie;>= 23 jaar;IJssel-Vecht (WG);2007, vrijdag 28 september;1250.0;400.0;850.0;32.1
1111;Totaal schoolverlaters;Totaal schoolverlaters;Totaal populatie;>= 23 jaar;IJssel-Vecht (WG);2008, vrijdag 26 september;1620.0;510.0;1110.0;31.7
1112;Totaal schoolverlaters;Totaal schoolverlaters;Totaal populatie;>= 23 jaar;Stedendriehoek (WG);2005, vrijdag 30 september;1260.0;530.0;730.0;42.1
1113;Totaal schoolverlaters;Totaal schoolverlaters;Totaal populatie;>= 23 jaar;Stedendriehoek (WG);2006, vrijdag 29 september;1240.0;480.0;760.0;39.0
1114;Totaal schoolverlaters;Totaal schoolverlaters;Totaal populatie;>= 23 jaar;Stedendriehoek (WG);2007, vrijdag 28 september;1430.0;640.0;790.0;45.0
1115;Totaal schoolverlaters;Totaal schoolverlaters;Totaal populatie;>= 23 jaar;Stedendriehoek (WG);2008, vrijdag 26 september;1550.0;560.0;990.0;36.0
1116;Totaal schoolverlaters;Totaal schoolverlaters;Totaal populatie;>= 23 jaar;Twente (WG);2005, vrijdag 30 september;2010.0;840.0;1170.0;41.8
1117;Totaal schoolverlaters;Totaal schoolverlaters;Totaal populatie;>= 23 jaar;Twente (WG);2006, vrijdag 29 september;1970.0;780.0;1180.0;39.9
1118;Totaal schoolverlaters;Totaal schoolverlaters;Totaal populatie;>= 23 jaar;Twente (WG);2007, vrijdag 28 september;1990.0;680.0;1310.0;34.0
1119;Totaal schoolverlaters;Totaal schoolverlaters;Totaal populatie;>= 23 jaar;Twente (WG);2008, vrijdag 26 september;2330.0;790.0;1540.0;34.0
1120;Totaal schoolverlaters;Totaal schoolverlaters;Totaal populatie;>= 23 jaar;Oost-Gelderland (WG);2005, vrijdag 30 september;810.0;350.0;460.0;43.0
1121;Totaal schoolverlaters;Totaal schoolverlaters;Totaal populatie;>= 23 jaar;Oost-Gelderland (WG);2006, vrijdag 29 september;740.0;260.0;480.0;34.7
1122;Totaal schoolverlaters;Totaal schoolverlaters;Totaal populatie;>= 23 jaar;Oost-Gelderland (WG);2007, vrijdag 28 september;840.0;240.0;610.0;28.2
1123;Totaal schoolverlaters;Totaal schoolverlaters;Totaal populatie;>= 23 jaar;Oost-Gelderland (WG);2008, vrijdag 26 september;1090.0;380.0;710.0;34.5
1124;Totaal schoolverlaters;Totaal schoolverlaters;Totaal populatie;>= 23 jaar;Arnhem/Nijmegen (WG);2005, vrijdag 30 september;2100.0;930.0;1170.0;44.3
1125;Totaal schoolverlaters;Totaal schoolverlaters;Totaal populatie;>= 23 jaar;Arnhem/Nijmegen (WG);2006, vrijdag 29 september;2140.0;930.0;1220.0;43.3
1126;Totaal schoolverlaters;Totaal schoolverlaters;Totaal populatie;>= 23 jaar;Arnhem/Nijmegen (WG);2007, vrijdag 28 september;2380.0;1080.0;1300.0;45.4
1127;Totaal schoolverlaters;Totaal schoolverlaters;Totaal populatie;>= 23 jaar;Arnhem/Nijmegen (WG);2008, vrijdag 26 september;2590.0;1100.0;1490.0;42.5
1128;Totaal schoolverlaters;Totaal schoolverlaters;Totaal populatie;>= 23 jaar;Rivierenland (WG);2005, vrijdag 30 september;970.0;620.0;350.0;64.0
1129;Totaal schoolverlaters;Totaal schoolverlaters;Totaal populatie;>= 23 jaar;Rivierenland (WG);2006, vrijdag 29 september;1330.0;930.0;400.0;69.9
1130;Totaal schoolverlaters;Totaal schoolverlaters;Totaal populatie;>= 23 jaar;Rivierenland (WG);2007, vrijdag 28 september;760.0;370.0;390.0;48.5
1131;Totaal schoolverlaters;Totaal schoolverlaters;Totaal populatie;>= 23 jaar;Rivierenland (WG);2008, vrijdag 26 september;710.0;320.0;390.0;45.1
1132;Totaal schoolverlaters;Totaal schoolverlaters;Totaal populatie;>= 23 jaar;Eem en Vallei (WG);2005, vrijdag 30 september;1540.0;710.0;830.0;46.2
1133;Totaal schoolverlaters;Totaal schoolverlaters;Totaal populatie;>= 23 jaar;Eem en Vallei (WG);2006, vrijdag 29 september;1570.0;660.0;910.0;41.9
1134;Totaal schoolverlaters;Totaal schoolverlaters;Totaal populatie;>= 23 jaar;Eem en Vallei (WG);2007, vrijdag 28 september;1550.0;610.0;940.0;39.3
1135;Totaal schoolverlaters;Totaal schoolverlaters;Totaal populatie;>= 23 jaar;Eem en Vallei (WG);2008, vrijdag 26 september;1850.0;620.0;1230.0;33.4
1136;Totaal schoolverlaters;Totaal schoolverlaters;Totaal populatie;>= 23 jaar;Noordwest-Veluwe (WG);2005, vrijdag 30 september;440.0;160.0;280.0;35.9
1137;Totaal schoolverlaters;Totaal schoolverlaters;Totaal populatie;>= 23 jaar;Noordwest-Veluwe (WG);2006, vrijdag 29 september;450.0;150.0;310.0;32.2
1138;Totaal schoolverlaters;Totaal schoolverlaters;Totaal populatie;>= 23 jaar;Noordwest-Veluwe (WG);2007, vrijdag 28 september;480.0;180.0;300.0;38.2
1139;Totaal schoolverlaters;Totaal schoolverlaters;Totaal populatie;>= 23 jaar;Noordwest-Veluwe (WG);2008, vrijdag 26 september;540.0;180.0;350.0;34.0
1140;Totaal schoolverlaters;Totaal schoolverlaters;Totaal populatie;>= 23 jaar;Flevoland (WG);2005, vrijdag 30 september;1230.0;600.0;630.0;48.9
1141;Totaal schoolverlaters;Totaal schoolverlaters;Totaal populatie;>= 23 jaar;Flevoland (WG);2006, vrijdag 29 september;1390.0;570.0;820.0;41.0
1142;Totaal schoolverlaters;Totaal schoolverlaters;Totaal populatie;>= 23 jaar;Flevoland (WG);2007, vrijdag 28 september;1400.0;530.0;870.0;37.7
1143;Totaal schoolverlaters;Totaal schoolverlaters;Totaal populatie;>= 23 jaar;Flevoland (WG);2008, vrijdag 26 september;1780.0;730.0;1050.0;40.9
1144;Totaal schoolverlaters;Totaal schoolverlaters;Totaal populatie;>= 23 jaar;Utrecht (WG);2005, vrijdag 30 september;1790.0;760.0;1030.0;42.7
1145;Totaal schoolverlaters;Totaal schoolverlaters;Totaal populatie;>= 23 jaar;Utrecht (WG);2006, vrijdag 29 september;1850.0;710.0;1140.0;38.5
1146;Totaal schoolverlaters;Totaal schoolverlaters;Totaal populatie;>= 23 jaar;Utrecht (WG);2007, vrijdag 28 september;2000.0;790.0;1200.0;39.7
1147;Totaal schoolverlaters;Totaal schoolverlaters;Totaal populatie;>= 23 jaar;Utrecht (WG);2008, vrijdag 26 september;2250.0;770.0;1480.0;34.1
1148;Totaal schoolverlaters;Totaal schoolverlaters;Totaal populatie;>= 23 jaar;Gooi en Vechtstreek (WG);2005, vrijdag 30 september;490.0;230.0;260.0;47.3
1149;Totaal schoolverlaters;Totaal schoolverlaters;Totaal populatie;>= 23 jaar;Gooi en Vechtstreek (WG);2006, vrijdag 29 september;460.0;180.0;280.0;38.3
1150;Totaal schoolverlaters;Totaal schoolverlaters;Totaal populatie;>= 23 jaar;Gooi en Vechtstreek (WG);2007, vrijdag 28 september;450.0;170.0;290.0;36.3
1151;Totaal schoolverlaters;Totaal schoolverlaters;Totaal populatie;>= 23 jaar;Gooi en Vechtstreek (WG);2008, vrijdag 26 september;580.0;220.0;360.0;37.7
1152;Totaal schoolverlaters;Totaal schoolverlaters;Totaal populatie;>= 23 jaar;Agglomeratie Amsterdam (WG);2005, vrijdag 30 september;3570.0;1750.0;1830.0;48.9
1153;Totaal schoolverlaters;Totaal schoolverlaters;Totaal populatie;>= 23 jaar;Agglomeratie Amsterdam (WG);2006, vrijdag 29 september;4510.0;1930.0;2580.0;42.7
1154;Totaal schoolverlaters;Totaal schoolverlaters;Totaal populatie;>= 23 jaar;Agglomeratie Amsterdam (WG);2007, vrijdag 28 september;4270.0;1840.0;2430.0;43.1
1155;Totaal schoolverlaters;Totaal schoolverlaters;Totaal populatie;>= 23 jaar;Agglomeratie Amsterdam (WG);2008, vrijdag 26 september;4740.0;1880.0;2860.0;39.7
1156;Totaal schoolverlaters;Totaal schoolverlaters;Totaal populatie;>= 23 jaar;Westfriesland (WG);2005, vrijdag 30 september;450.0;170.0;280.0;37.6
1157;Totaal schoolverlaters;Totaal schoolverlaters;Totaal populatie;>= 23 jaar;Westfriesland (WG);2006, vrijdag 29 september;500.0;180.0;330.0;34.9
1158;Totaal schoolverlaters;Totaal schoolverlaters;Totaal populatie;>= 23 jaar;Westfriesland (WG);2007, vrijdag 28 september;530.0;150.0;380.0;28.6
1159;Totaal schoolverlaters;Totaal schoolverlaters;Totaal populatie;>= 23 jaar;Westfriesland (WG);2008, vrijdag 26 september;560.0;160.0;400.0;27.8
1160;Totaal schoolverlaters;Totaal schoolverlaters;Totaal populatie;>= 23 jaar;Kop van Noord-Holland (WG);2005, vrijdag 30 september;480.0;190.0;280.0;40.7
1161;Totaal schoolverlaters;Totaal schoolverlaters;Totaal populatie;>= 23 jaar;Kop van Noord-Holland (WG);2006, vrijdag 29 september;470.0;150.0;310.0;33.0
1162;Totaal schoolverlaters;Totaal schoolverlaters;Totaal populatie;>= 23 jaar;Kop van Noord-Holland (WG);2007, vrijdag 28 september;500.0;140.0;350.0;28.9
1163;Totaal schoolverlaters;Totaal schoolverlaters;Totaal populatie;>= 23 jaar;Kop van Noord-Holland (WG);2008, vrijdag 26 september;530.0;140.0;390.0;27.1
1164;Totaal schoolverlaters;Totaal schoolverlaters;Totaal populatie;>= 23 jaar;Noord-Kennemerland (WG);2005, vrijdag 30 september;890.0;490.0;400.0;54.9
1165;Totaal schoolverlaters;Totaal schoolverlaters;Totaal populatie;>= 23 jaar;Noord-Kennemerland (WG);2006, vrijdag 29 september;920.0;390.0;530.0;42.5
1166;Totaal schoolverlaters;Totaal schoolverlaters;Totaal populatie;>= 23 jaar;Noord-Kennemerland (WG);2007, vrijdag 28 september;790.0;240.0;550.0;30.6
1167;Totaal schoolverlaters;Totaal schoolverlaters;Totaal populatie;>= 23 jaar;Noord-Kennemerland (WG);2008, vrijdag 26 september;890.0;270.0;620.0;30.1
1168;Totaal schoolverlaters;Totaal schoolverlaters;Totaal populatie;>= 23 jaar;West-Kennemerland (WG);2005, vrijdag 30 september;1030.0;520.0;510.0;50.9
1169;Totaal schoolverlaters;Totaal schoolverlaters;Totaal populatie;>= 23 jaar;West-Kennemerland (WG);2006, vrijdag 29 september;1160.0;500.0;660.0;43.3
1170;Totaal schoolverlaters;Totaal schoolverlaters;Totaal populatie;>= 23 jaar;West-Kennemerland (WG);2007, vrijdag 28 september;1030.0;390.0;640.0;37.5
1171;Totaal schoolverlaters;Totaal schoolverlaters;Totaal populatie;>= 23 jaar;West-Kennemerland (WG);2008, vrijdag 26 september;1150.0;450.0;700.0;39.1
1172;Totaal schoolverlaters;Totaal schoolverlaters;Totaal populatie;>= 23 jaar;Zuid-Holland-Noord (WG);2005, vrijdag 30 september;660.0;270.0;390.0;40.7
1173;Totaal schoolverlaters;Totaal schoolverlaters;Totaal populatie;>= 23 jaar;Zuid-Holland-Noord (WG);2006, vrijdag 29 september;900.0;280.0;620.0;31.2
1174;Totaal schoolverlaters;Totaal schoolverlaters;Totaal populatie;>= 23 jaar;Zuid-Holland-Noord (WG);2007, vrijdag 28 september;910.0;370.0;540.0;40.8
1175;Totaal schoolverlaters;Totaal schoolverlaters;Totaal populatie;>= 23 jaar;Zuid-Holland-Noord (WG);2008, vrijdag 26 september;1000.0;390.0;610.0;38.9
1176;Totaal schoolverlaters;Totaal schoolverlaters;Totaal populatie;>= 23 jaar;Zuid-Holland-Oost (WG);2005, vrijdag 30 september;510.0;220.0;290.0;42.6
1177;Totaal schoolverlaters;Totaal schoolverlaters;Totaal populatie;>= 23 jaar;Zuid-Holland-Oost (WG);2006, vrijdag 29 september;850.0;330.0;530.0;38.2
1178;Totaal schoolverlaters;Totaal schoolverlaters;Totaal populatie;>= 23 jaar;Zuid-Holland-Oost (WG);2007, vrijdag 28 september;910.0;330.0;570.0;36.8
1179;Totaal schoolverlaters;Totaal schoolverlaters;Totaal populatie;>= 23 jaar;Zuid-Holland-Oost (WG);2008, vrijdag 26 september;1030.0;370.0;650.0;36.4
1180;Totaal schoolverlaters;Totaal schoolverlaters;Totaal populatie;>= 23 jaar;Haaglanden (WG);2005, vrijdag 30 september;1560.0;730.0;830.0;46.9
1181;Totaal schoolverlaters;Totaal schoolverlaters;Totaal populatie;>= 23 jaar;Haaglanden (WG);2006, vrijdag 29 september;2320.0;950.0;1370.0;41.0
1182;Totaal schoolverlaters;Totaal schoolverlaters;Totaal populatie;>= 23 jaar;Haaglanden (WG);2007, vrijdag 28 september;2570.0;990.0;1580.0;38.5
1183;Totaal schoolverlaters;Totaal schoolverlaters;Totaal populatie;>= 23 jaar;Haaglanden (WG);2008, vrijdag 26 september;3120.0;1160.0;1960.0;37.2
1184;Totaal schoolverlaters;Totaal schoolverlaters;Totaal populatie;>= 23 jaar;Rijnmond (WG);2005, vrijdag 30 september;4970.0;2870.0;2100.0;57.7
1185;Totaal schoolverlaters;Totaal schoolverlaters;Totaal populatie;>= 23 jaar;Rijnmond (WG);2006, vrijdag 29 september;4630.0;2210.0;2420.0;47.7
1186;Totaal schoolverlaters;Totaal schoolverlaters;Totaal populatie;>= 23 jaar;Rijnmond (WG);2007, vrijdag 28 september;4850.0;2250.0;2600.0;46.4
1187;Totaal schoolverlaters;Totaal schoolverlaters;Totaal populatie;>= 23 jaar;Rijnmond (WG);2008, vrijdag 26 september;5590.0;2380.0;3210.0;42.5
1188;Totaal schoolverlaters;Totaal schoolverlaters;Totaal populatie;>= 23 jaar;Zuid-Holland-Zuid (WG);2005, vrijdag 30 september;1390.0;680.0;720.0;48.4
1189;Totaal schoolverlaters;Totaal schoolverlaters;Totaal populatie;>= 23 jaar;Zuid-Holland-Zuid (WG);2006, vrijdag 29 september;1370.0;590.0;790.0;42.7
1190;Totaal schoolverlaters;Totaal schoolverlaters;Totaal populatie;>= 23 jaar;Zuid-Holland-Zuid (WG);2007, vrijdag 28 september;1490.0;580.0;910.0;38.9
1191;Totaal schoolverlaters;Totaal schoolverlaters;Totaal populatie;>= 23 jaar;Zuid-Holland-Zuid (WG);2008, vrijdag 26 september;1730.0;590.0;1140.0;34.2
1192;Totaal schoolverlaters;Totaal schoolverlaters;Totaal populatie;>= 23 jaar;Oosterschelde regio (WG);2005, vrijdag 30 september;470.0;230.0;240.0;49.2
1193;Totaal schoolverlaters;Totaal schoolverlaters;Totaal populatie;>= 23 jaar;Oosterschelde regio (WG);2006, vrijdag 29 september;530.0;230.0;300.0;43.5
1194;Totaal schoolverlaters;Totaal schoolverlaters;Totaal populatie;>= 23 jaar;Oosterschelde regio (WG);2007, vrijdag 28 september;550.0;230.0;320.0;41.3
1195;Totaal schoolverlaters;Totaal schoolverlaters;Totaal populatie;>= 23 jaar;Oosterschelde regio (WG);2008, vrijdag 26 september;600.0;230.0;370.0;38.7
1196;Totaal schoolverlaters;Totaal schoolverlaters;Totaal populatie;>= 23 jaar;Walcheren (WG);2005, vrijdag 30 september;420.0;180.0;240.0;42.7
1197;Totaal schoolverlaters;Totaal schoolverlaters;Totaal populatie;>= 23 jaar;Walcheren (WG);2006, vrijdag 29 september;440.0;170.0;260.0;39.8
1198;Totaal schoolverlaters;Totaal schoolverlaters;Totaal populatie;>= 23 jaar;Walcheren (WG);2007, vrijdag 28 september;490.0;220.0;270.0;45.3
1199;Totaal schoolverlaters;Totaal schoolverlaters;Totaal populatie;>= 23 jaar;Walcheren (WG);2008, vrijdag 26 september;450.0;160.0;290.0;34.8
1200;Totaal schoolverlaters;Totaal schoolverlaters;Totaal populatie;>= 23 jaar;Zeeuwsch-Vlaanderen (WG);2005, vrijdag 30 september;400.0;190.0;210.0;46.6
1201;Totaal schoolverlaters;Totaal schoolverlaters;Totaal populatie;>= 23 jaar;Zeeuwsch-Vlaanderen (WG);2006, vrijdag 29 september;410.0;170.0;230.0;42.5
1202;Totaal schoolverlaters;Totaal schoolverlaters;Totaal populatie;>= 23 jaar;Zeeuwsch-Vlaanderen (WG);2007, vrijdag 28 september;340.0;140.0;210.0;39.5
1203;Totaal schoolverlaters;Totaal schoolverlaters;Totaal populatie;>= 23 jaar;Zeeuwsch-Vlaanderen (WG);2008, vrijdag 26 september;430.0;170.0;260.0;38.6
1204;Totaal schoolverlaters;Totaal schoolverlaters;Totaal populatie;>= 23 jaar;West-Brabant (WG);2005, vrijdag 30 september;1760.0;730.0;1030.0;41.3
1205;Totaal schoolverlaters;Totaal schoolverlaters;Totaal populatie;>= 23 jaar;West-Brabant (WG);2006, vrijdag 29 september;1920.0;720.0;1200.0;37.3
1206;Totaal schoolverlaters;Totaal schoolverlaters;Totaal populatie;>= 23 jaar;West-Brabant (WG);2007, vrijdag 28 september;1950.0;740.0;1220.0;37.7
1207;Totaal schoolverlaters;Totaal schoolverlaters;Totaal populatie;>= 23 jaar;West-Brabant (WG);2008, vrijdag 26 september;2940.0;1330.0;1620.0;45.0
1208;Totaal schoolverlaters;Totaal schoolverlaters;Totaal populatie;>= 23 jaar;Midden-Brabant (WG);2005, vrijdag 30 september;930.0;430.0;500.0;46.1
1209;Totaal schoolverlaters;Totaal schoolverlaters;Totaal populatie;>= 23 jaar;Midden-Brabant (WG);2006, vrijdag 29 september;1160.0;510.0;650.0;44.1
1210;Totaal schoolverlaters;Totaal schoolverlaters;Totaal populatie;>= 23 jaar;Midden-Brabant (WG);2007, vrijdag 28 september;1230.0;540.0;700.0;43.4
1211;Totaal schoolverlaters;Totaal schoolverlaters;Totaal populatie;>= 23 jaar;Midden-Brabant (WG);2008, vrijdag 26 september;1400.0;630.0;770.0;44.8
1212;Totaal schoolverlaters;Totaal schoolverlaters;Totaal populatie;>= 23 jaar;Noodoost-Brabant (WG);2005, vrijdag 30 september;1860.0;900.0;960.0;48.4
1213;Totaal schoolverlaters;Totaal schoolverlaters;Totaal populatie;>= 23 jaar;Noodoost-Brabant (WG);2006, vrijdag 29 september;2010.0;860.0;1150.0;42.8
1214;Totaal schoolverlaters;Totaal schoolverlaters;Totaal populatie;>= 23 jaar;Noodoost-Brabant (WG);2007, vrijdag 28 september;2190.0;1060.0;1130.0;48.4
1215;Totaal schoolverlaters;Totaal schoolverlaters;Totaal populatie;>= 23 jaar;Noodoost-Brabant (WG);2008, vrijdag 26 september;2050.0;780.0;1280.0;37.8
1216;Totaal schoolverlaters;Totaal schoolverlaters;Totaal populatie;>= 23 jaar;Zuidoost-Brabant (WG);2005, vrijdag 30 september;1970.0;830.0;1140.0;42.2
1217;Totaal schoolverlaters;Totaal schoolverlaters;Totaal populatie;>= 23 jaar;Zuidoost-Brabant (WG);2006, vrijdag 29 september;1990.0;740.0;1250.0;37.2
1218;Totaal schoolverlaters;Totaal schoolverlaters;Totaal populatie;>= 23 jaar;Zuidoost-Brabant (WG);2007, vrijdag 28 september;2000.0;800.0;1200.0;40.0
1219;Totaal schoolverlaters;Totaal schoolverlaters;Totaal populatie;>= 23 jaar;Zuidoost-Brabant (WG);2008, vrijdag 26 september;2320.0;910.0;1420.0;39.0
1220;Totaal schoolverlaters;Totaal schoolverlaters;Totaal populatie;>= 23 jaar;Noord-Limburg (WG);2005, vrijdag 30 september;860.0;380.0;490.0;43.5
1221;Totaal schoolverlaters;Totaal schoolverlaters;Totaal populatie;>= 23 jaar;Noord-Limburg (WG);2006, vrijdag 29 september;740.0;270.0;470.0;36.6
1222;Totaal schoolverlaters;Totaal schoolverlaters;Totaal populatie;>= 23 jaar;Noord-Limburg (WG);2007, vrijdag 28 september;810.0;300.0;520.0;36.5
1223;Totaal schoolverlaters;Totaal schoolverlaters;Totaal populatie;>= 23 jaar;Noord-Limburg (WG);2008, vrijdag 26 september;910.0;360.0;550.0;39.1
1224;Totaal schoolverlaters;Totaal schoolverlaters;Totaal populatie;>= 23 jaar;Midden-Limburg (WG);2005, vrijdag 30 september;690.0;370.0;310.0;54.4
1225;Totaal schoolverlaters;Totaal schoolverlaters;Totaal populatie;>= 23 jaar;Midden-Limburg (WG);2006, vrijdag 29 september;670.0;300.0;370.0;45.0
1226;Totaal schoolverlaters;Totaal schoolverlaters;Totaal populatie;>= 23 jaar;Midden-Limburg (WG);2007, vrijdag 28 september;600.0;220.0;370.0;37.6
1227;Totaal schoolverlaters;Totaal schoolverlaters;Totaal populatie;>= 23 jaar;Midden-Limburg (WG);2008, vrijdag 26 september;1130.0;690.0;440.0;61.0
1228;Totaal schoolverlaters;Totaal schoolverlaters;Totaal populatie;>= 23 jaar;Westelijke Mijnstreek (WG);2005, vrijdag 30 september;480.0;270.0;220.0;55.1
1229;Totaal schoolverlaters;Totaal schoolverlaters;Totaal populatie;>= 23 jaar;Westelijke Mijnstreek (WG);2006, vrijdag 29 september;460.0;220.0;240.0;47.9
1230;Totaal schoolverlaters;Totaal schoolverlaters;Totaal populatie;>= 23 jaar;Westelijke Mijnstreek (WG);2007, vrijdag 28 september;420.0;180.0;240.0;41.9
1231;Totaal schoolverlaters;Totaal schoolverlaters;Totaal populatie;>= 23 jaar;Westelijke Mijnstreek (WG);2008, vrijdag 26 september;530.0;220.0;310.0;40.8
1232;Totaal schoolverlaters;Totaal schoolverlaters;Totaal populatie;>= 23 jaar;Oostelijk Zuid-Limburg (WG);2005, vrijdag 30 september;770.0;380.0;390.0;49.5
1233;Totaal schoolverlaters;Totaal schoolverlaters;Totaal populatie;>= 23 jaar;Oostelijk Zuid-Limburg (WG);2006, vrijdag 29 september;890.0;480.0;410.0;54.0
1234;Totaal schoolverlaters;Totaal schoolverlaters;Totaal populatie;>= 23 jaar;Oostelijk Zuid-Limburg (WG);2007, vrijdag 28 september;1100.0;500.0;590.0;45.8
1235;Totaal schoolverlaters;Totaal schoolverlaters;Totaal populatie;>= 23 jaar;Oostelijk Zuid-Limburg (WG);2008, vrijdag 26 september;1190.0;640.0;550.0;54.1
1236;Totaal schoolverlaters;Totaal schoolverlaters;Totaal populatie;>= 23 jaar;Maastricht en Mergelland (WG);2005, vrijdag 30 september;530.0;280.0;240.0;54.1
1237;Totaal schoolverlaters;Totaal schoolverlaters;Totaal populatie;>= 23 jaar;Maastricht en Mergelland (WG);2006, vrijdag 29 september;460.0;220.0;240.0;47.9
1238;Totaal schoolverlaters;Totaal schoolverlaters;Totaal populatie;>= 23 jaar;Maastricht en Mergelland (WG);2007, vrijdag 28 september;490.0;190.0;300.0;38.8
1239;Totaal schoolverlaters;Totaal schoolverlaters;Totaal populatie;>= 23 jaar;Maastricht en Mergelland (WG);2008, vrijdag 26 september;650.0;320.0;330.0;48.9
1240;Totaal schoolverlaters;Totaal schoolverlaters;Voortgezet onderwijs;Totaal leeftijd;Nederland;2005, vrijdag 30 september;25680.0;17370.0;8300.0;67.7
1241;Totaal schoolverlaters;Totaal schoolverlaters;Voortgezet onderwijs;Totaal leeftijd;Nederland;2006, vrijdag 29 september;24760.0;15950.0;8800.0;64.4
1242;Totaal schoolverlaters;Totaal schoolverlaters;Voortgezet onderwijs;Totaal leeftijd;Nederland;2007, vrijdag 28 september;24190.0;14660.0;9530.0;60.6
